molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1s|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|RASA|FNSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|FPSA5|Mor01p|PPSA5|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|IC50|pIC50|pIC50
9a_a31|1|0|0|0.0|0|1|0.6101356720000001|0.0|-0.009086485|-0.093457477|-0.05057805|0.0|-0.723734943|-0.006189303|0.03406986|-0.0007638889999999|2|-0.0033853629999999|-0.084652799|-0.15653721|-0.542342338|0|0.8058046320000001|0.782715368|-0.001313433|0.837697452|0.76226755|0.691768132|-0.100906991|-64.75697831|-78.6954713|21.33533299|163.6011874|0.308231868|197.8075471|-50.50275387|13.69193237|95.14995868|-2.0846509230000003|-41.55773748|-27.87131275|86.0923113|0.484502446|2855.751316|-1337.8230119999998|-17.886392|7.812278516|15.15483138|0.939873412|6273.506211999999|168.29310269999996|-858.5468158|0.0239033229999999|597.3075924999999|15.33993762|1.0|1.0|2.0|2.78|4.02|117.37|1.58|1.0|113.64|0.0|1.0|6.0|30.0|5.0|-6.39|3.47|-4.77|2.42e-06|0.00101|1.7100000000000002e-05|0.00715|3.47|0.0|3.07e-06|-0.04275|3.7892|3.7892|-1691.9526239999998|-1691.9137670000002|1145.99|327.21|0.7028|-1691.716118|-0.15757|-0.20032|0.15|6.8239|6.8239
4a_a49|0|0|0|0.0|1|1|1.343847746|2.085628989|-0.076526919|-0.074495823|-0.080255074|1.713107022|-0.3631108529999999|-1.8100000000000003e-05|-0.053787795|0.018857363|1|0.000660956|-0.130491035|-0.060391347|-0.403194204|2|0.7541604690000001|0.803344301|0.032396301|0.856023531|0.731643066|0.7570436159999999|-0.094228246|-57.79201133|-53.88810275|10.51443916|313.22432680000003|0.242956384|149.0098632|-33.05061877|6.448709504|60.11195021|-1.4936715669999998|-35.44496163|-17.96270092|68.30645049|0.4716382|2675.628678|-916.0977468|-11.01687292|7.934892916|15.01791558|0.8926425020000001|5950.370212|214.47685|-561.8605190000001|0.023624093|620.5697596|14.48911428|1.0|1.0|2.0|2.89|2.83|92.93|1.25|1.0|114.08|0.0|1.0|6.0|30.0|5.0|-7.52|2.42|-3.52|0.000528|211.0|0.000305|122.0|1.71|0.0|1.74e-05|-0.06461|4.7259|3.7876|-1313.19945|-1313.158118|1128.22|327.34|0.68042|-1312.924353|-0.1585099999999999|-0.2231199999999999|32.0|7.4949|7.4949
12a_a32|1|1|1|0.0|0|0|0.609420757|0.0|0.087371302|-0.057200812|-0.0134169989999999|2.136609567|-0.463563696|-0.003484915|-0.031249617|-0.074344282|3|-0.001662219|-0.024155151|-0.1534110109999999|-0.583507277|0|0.788133615|0.845443342|-0.125149165|0.8966299409999999|0.7507116140000001|0.788702323|-0.085324121|-53.20970382|-68.06885478|10.31184223|111.9735444|0.211297677|131.7691491|-42.44899997|6.430656017|62.28768050000001|-1.4189685719999998|-33.18255791|-19.23685026|63.52154605|0.456641145|2572.916338|-884.8951120999999|-11.99645651|7.083688576|13.03685125|0.840404348|5656.0082|207.2244662|-551.8369996|0.021399091|557.1050635|13.34486989|1.0|1.0|2.0|2.85|4.19|140.04|1.1|1.0|110.47|1.0|1.0|7.0|27.0|4.0|-6.32|3.6|-4.5|9.78e-07|0.000389|3.17e-05|0.0126|3.39|0.0|8.86e-06|-0.05222|3576.0|3576.0|-1880.771042|-1880.734215|1114.3|346.71|0.7025600000000001|-1880.539078|-0.14827|-0.20049|25.0|7.6021|7.6021
21_a34|0|0|0|0.0|1|2|1.425532331|1.88614418|0.026135784|-0.091664226|-0.125881566|0.0|-0.7020096440000001|-0.001643445|-0.004734657|-0.009996155|1|0.00130996|-0.201539853|-0.407759867|-0.514364527|1|0.702772307|0.740092842|-0.015568862|0.796991578|0.660871869|0.676390843|-0.09533089|-63.96857813|-79.03896823|22.9240533|168.9671187|0.323609157|217.1470086|-53.03643341|15.38241267|77.34839362|-2.120218984|-42.9239565|-27.89610644|86.89263143|0.4688149339999999|3115.110331|-1422.701428|-18.7187412|7.253455092999999|13.65523159|0.882583047|7048.305909000001|182.341897|-954.6558014|0.023973624|659.7484451|16.08669155|1.0|1.0|0.0|3.52|3.23|86.55|1.72|1.0|122.59|0.0|1.0|4.0|33.0|6.0|-6.83|3.03|-4.71|3.14e-05|0.0138|1.94e-05|0.0085|3.02|0.0|9.06e-06|-0.07534|4.3011|3091.0|-1483.3359380000002|-1483.305698|1182.6|401.11|0.69292|-1483.057743|-0.13338|-0.20872|3.36|5.4737|5.4737
EW7203_a60|0|0|0|0.0|0|2|0.604984431|0.0|0.025672274|0.0075638519999999|-0.092774356|0.0|-0.377182982|0.003099827|0.03824498|-0.051413084|1|0.0036417359999999|-0.1696249719999999|-0.090115975|-0.458129101|1|0.80330079|0.822401103|-0.089945913|0.8839272779999999|0.760234689|0.8860751579999999|-0.076068195|-49.19385637|-62.23028092|13.03554647|80.48638339|0.113924842|73.67602619|-40.24477665|8.430183|0.0|-1.828300603|-31.81402579|-23.64750675|62.22940284|0.497298165|2913.880231|-1182.375337|-15.29301513|8.310125852|16.53092404|0.989250745|6403.777228|150.7881632|-764.6507562999999|0.01793256|666.0036144999999|11.59711747|1.0|1.0|2.0|3.21|2.6|117.47|2.17|2.0|133.97|0.0|1.0|5.0|31.0|4.0|-6.35|3.09|-4.82|1.81e-06|0.000768|1.53e-05|0.0065|3.59|0.0|8.51e-05|-0.06188|5.0166|3.5192|-1668.025575|-1667.993536|1166.44|352.3|0.69857|-1667.78681|-0.1446599999999999|-0.20654|9.0|8.0334|8.0334
14e_a25|0|0|0|0.0|1|0|1.4200152069999998|1.5926486519999998|0.039261746|-0.138693649|0.0065927719999999|1.906869097|-0.524066339|-0.00131452|0.002856489|0.011176663|1|-0.0005394919999999|0.010976703|0.025802692|-0.50909623|2|0.717460414|0.776960216|0.018432983|0.8322445820000001|0.6954126970000001|0.7240504329999999|-0.1011107469999999|-73.99302943|-73.51338088|10.99497534|372.1805977|0.275949567|201.94039730000003|-53.79722636|8.046143033|97.78313402|-2.2100168680000003|-54.14823405|-28.3735856|84.98800478|0.491527882|3126.080106|-1617.294379|-20.76384175|8.459867391|16.63781964|0.966676175|6952.485076999999|141.642515|-1183.53898|0.015154859|811.3237836|11.09035375|1.0|1.0|2.0|2.72|4.02|115.79|1.69|1.0|134.35|0.0|1.0|7.0|35.0|5.0|-6.96|3.02|-4.73|7.29e-06|0.00337|1.86e-05|0.0085799999999999|3.04|0.0|3.38e-07|-0.0538|5.8431|3.9613|-1521.012915|-1520.964156|1300.08|312.99|0.69958|-1520.701142|-0.15787|-0.2116699999999999|75.0|7.1249|7.1249
10_a3|0|0|0|0.0|0|0|0.605017375|0.0|0.190318474|-0.1152010919999999|0.017396832|1.684975382|-0.381954986|-0.008037672|0.018484177|0.043342516|1|-0.005959152|0.033279122|-0.0947326669999999|-0.616256033|3|0.8947911009999999|0.743072638|0.078405316|0.8136572320000001|0.834020779|0.747406318|-0.1007256719999999|-46.64544572|-45.8148076|6.768239856|248.0820067|0.252593682|116.9745968|-21.21655855|3.134330682|80.37219813|-1.187184014|-21.60122201|-16.65993003|53.41368558|0.41220272|2098.79955|-549.7776912|-7.715112198|5.031169383|8.559361451000001|0.701266803|4600.496436|135.8581743|-254.5987025|0.023470578|311.6695405|10.86908195|1.0|1.0|1.0|1.78|3.41|105.82|1.2|0.0|88.28|0.0|1.0|2.0|22.0|4.0|-6.44|2.52|-3.84|5.07e-05|0.0155|0.000145|0.0443|2.43|0.0|9.35e-05|-0.06238|5375.0|3.4217|-1288.190838|-1288.150029|830.63|362.35|0.68995|-1288.050987|-0.15011|-0.21249|7943.0|5.1|5.1
16_a31|1|0|0|0.0|0|1|0.61013894|0.0|0.152128735|-0.186617888|-0.050076586|0.0|-0.726543099|-0.017017891|-0.00795845|0.06214876|2|-0.0125582419999999|-0.0897217219999999|-0.09530799|-0.60894688|0|0.951830892|0.8318419909999999|0.0980869569999999|0.8948140790000001|0.8944757390000001|0.546450126|-0.142079397|-66.9420327|-70.82239128|17.63615984|130.369865|0.4535498739999999|213.694252|-33.36862997|8.309441139|467.7901274|-1.653466811|-31.54036284|-23.60746376|84.57819254|0.427771627|2071.962924|-779.0463041|-11.12287666|5.521618837|9.649327262|0.747554032|4387.049328|126.8340354|-367.0549296|0.027684692|280.39844320000003|13.04390063|1.0|1.0|2.0|1.93|2.83|114.29|0.78|0.0|80.57|0.0|2.0|2.0|21.0|4.0|-6.48|2.33|-3.6|4.38e-05|0.0131|0.000254|0.0762|2.32|0.0|0.00347|-0.0318899999999999|3.6596|3.6596|-1308.242314|-1308.202828|818.1|338.79|0.70108|-1308.113026|-0.15231|-0.1842|0.09|7.0458|7.0458
3b_a49|0|0|0|0.0|1|1|1.343850026|2.104186262|-0.003115526|-0.055724324|-0.090939066|1.844602991|-0.322592863|0.000607064|-0.010613212|0.00361222|1|0.001356445|-0.151131362|0.000850823|-0.405529602|2|0.7745859279999999|0.794997634|0.006213385|0.845992028|0.749565191|0.749104358|-0.0883601469999999|-54.04959517|-51.77986692|8.304484449|325.6896751|0.250895642|153.4719941|-31.67356498|5.07982433|81.60358988|-1.439043207|-33.06194987|-16.92803342|62.35407961|0.477583842|2660.339607|-880.2577376|-10.35481932|7.236413572000001|13.85181805|0.914182753|5934.158315|209.89391040000004|-538.4506046|0.021477952|641.1445234|13.13798859|1.0|1.0|2.0|2.43|3.2|98.72|1.25|1.0|116.94|0.0|1.0|6.0|30.0|5.0|-7.42|2.38|-3.59|0.000293|0.1169999999999999|0.000256|102.0|1.84|0.0|1.05e-05|-0.06115|4.6669|3.8418|-1293.3286859999998|-1293.291817|1132.92|322.72|0.6632|-1293.048179|-0.1587|-0.21985|25.0|7.6021|7.6021
12z_a36|1|0|0|0.0|0|2|1.297044126|0.0|-0.065211069|-0.010732275|0.037307819|0.0|-0.421948174|-0.000143196|-0.010881947|-0.030529442|1|0.001194592|0.066366917|-0.175397741|-0.433580807|1|0.8707354620000001|0.826316772|-0.0533649729999999|0.886776351|0.8212311840000001|0.834790405|-0.081592361|-54.11489962|-68.09761735|15.50078625|114.3931487|0.165209595|109.572766|-45.16471514|10.28066212|15.59091678|-1.848149347|-35.89088901|-24.03445318|69.61568586|0.4577848329999999|2841.692299|-1225.757112|-15.940487699999998|8.016303367999999|14.78435842|0.844286292|6146.834385|190.5590792|-812.9648725|0.0225782039999999|642.3830552000001|14.97465267|1.0|0.0|2.0|0.0|1.76|92.99|1.38|1.0|128.47|0.0|1.0|5.0|31.0|5.0|-7.08|1.66|-3.95|0.000101|0.0412|0.000113|0.0458|2.4|0.0|8.97e-05|-0.05642|3.8969|3.8969|-1325.195958|-1325.157504|1153.7|318.16|0.69397|-1324.951498|-0.1575|-0.2139199999999999|5.0|8301.0|8301.0
12v_a36|1|0|0|0.0|0|2|1.297043692|0.0|-0.077763989|-0.04314418|0.073329354|0.0|-0.487854327|0.00127667|-0.086194201|-0.023932402|1|0.003077071|0.123026459|-0.239932418|-0.401336708|1|0.8913597320000001|0.828393514|-0.041914045|0.8792981679999999|0.84179881|0.802291339|-0.078158778|-51.4172081|-69.20675352|17.85767346|113.7463918|0.197708661|130.0637965|-45.52806671|11.74777471|0.462992841|-1.788408258|-33.82511043|-21.78731129|69.27488156|0.461799225|2846.057239|-1176.51481|-14.33290989|8.456596706000001|15.71271745|0.8580426609999999|6065.593390999999|244.9490697|-773.9771341000001|0.02867403|679.7230552999999|18.86337805|1.0|0.0|2.0|0.0|1.89|78.43|1.72|1.0|130.24|0.0|1.0|6.0|31.0|5.0|-6.93|1.81|-4.07|0.000113|0.0464|8.499999999999999e-05|35.0|2.65|0.0|8.340000000000001e-05|-0.05219|3.8847|3.7035|-1347.475543|-1347.442792|1150.38|334.77|0.7016100000000001|-1347.2000369999998|-0.15185|-0.20404|14.0|7.8539|7.8539
14s_a23|0|1|1|0.0|2|0|1.197958333|3.336763335|0.020458621|-0.022580082|0.049317519|0.740898446|-0.298573309|0.010682694|-0.044305947|-0.064006338|2|0.009263715|0.0909774219999999|-0.13187015|-0.457212212|2|0.722187957|0.7837821840000001|-0.1050445769999999|0.846632079|0.659570836|0.92763624|-0.055037441|-35.30692476|-51.64162341|12.81151517|30.34480575|0.07236376|46.42188642|-33.12848261|8.218681552|82.55990607|-1.610008704|-22.64965286|-21.9751589|48.11843993|0.470919749|2954.0751370000003|-1032.832468|-14.09722664|7.548546899|14.26730044|0.890072438|6938.271179|144.457092|-662.5696522999999|0.017330177|633.3278634|11.11743642|0.0|1.0|1.0|3.66|4.67|105.02|3.51|2.0|125.29|0.0|1.0|5.0|31.0|4.0|-6.03|4.01|-5.55|7.49e-07|0.000334|2.83e-06|0.00126|4.21|0.0|4.55e-06|-0.07783|3.6828|3.6828|-2089.521231|-2089.500101|1164.32|336.66|0.60323|-2089.2914530000003|-0.1515|-0.22933|3.0|8.5482|8.5482
22_a20|0|0|0|0.0|1|0|1.4170330269999998|1.915285809|-0.238401323|0.023539095|0.09301076|2.041494094|-0.079707783|0.009265667|-0.066832578|-0.038668966|1|0.008780074|0.155407313|-0.060582944|-0.177976478|2|0.616352201|0.7478675859999999|-0.067650395|0.809440795|0.607038752|0.946515026|-0.059893667|-39.00017609|-44.14650378|8.001165067999999|9.022387025|0.053484974|34.8271111|-28.7463017|5.21001405|54.71081293|-1.3559405430000002|-25.39523478|-17.65860151|47.00134116|0.477376285|2738.108259|-882.9300756000001|-11.49852068|7.408914181|14.17638345|0.913422548|5924.626340999999|149.350479|-574.9260339|0.01345209|664.4562602999999|8.759421782|1.0|1.0|0.0|3.41|5.39|67.39|2.61|2.0|121.62|0.0|1.0|4.0|31.0|4.0|-5.58|4.24|-5.53|2.48e-06|0.000997|2.98e-06|0.0012|4.47|0.0|8.199999999999999e-08|-0.0568|5.5591|3.9732|-1275.84854|-1275.816275|1181.95|312.05|0.66063|-1275.598059|-0.16176|-0.21856|231.0|6.6364|6.6364
1_a1 (SKF-104365)|0|0|0|0.0|1|1|0.626769342|2.196347317|0.011230812|-0.01959813|-0.091086986|0.0|-0.218014497|0.000663414|-0.10236005|0.11172918|1|0.002250781|-0.221214316|-0.300426726|-0.505981356|1|0.57031697|0.7926983559999999|0.194988905|0.857919181|0.551667506|0.8131557509999999|-0.067997692|-31.45099608|-37.55389489|6.18316314|6.658828587|0.186844249|86.42113499|-17.369816|2.859900586|63.42504103|-0.9743074|-14.547040099999998|-13.65596178|37.63415922|0.416807085|1997.193006|-450.6467387|-6.316296726|5.2735884010000005|9.042613965|0.71469847|4225.4765640000005|134.2517831|-208.4377919|0.018973797|297.2783688|8.775956802|1.0|1.0|0.0|2.68|4.28|56.01|2.52|0.0|81.72|0.0|1.0|2.0|21.0|3.0|-6.01|3.27|-4.02|0.000159|0.0472|9.65e-05|0.0287|2.96|0.0|0.000295|-0.03482|3.8901|3.8901|-1279.084677|-1279.060907|809.96|318.72|0.70081|-1278.971649|-0.16142|-0.19624|1.6|5.7959|5.7959
3_a3|0|0|0|0.0|0|0|0.605000514|0.0|0.159413311|-0.114647585|-0.015653979|2.063441043|-0.3413621639999999|-0.007818326|0.0483259979999999|0.069435247|2|-0.006362643|-0.030486489|0.081380229|-0.599804962|1|0.913546349|0.8083172479999999|0.123113049|0.885339037|0.8495058259999999|0.7538064790000001|-0.107269779|-48.91675544|-45.05306124|5.753894372|228.5396864|0.246193521|112.2682304|-20.54492513|2.623868963|75.88125246|-1.086767728|-22.30683222|-15.98657012|54.67064981|0.415122657|2092.406045|-495.58367360000005|-7.290134722999999|5.025797436|8.592908408|0.709760196|4677.617255|136.8031103|-225.9941764|0.023287455|302.8386149|10.6194566|1.0|1.0|1.0|2.39|4.07|121.17|1.41|0.0|88.36|0.0|1.0|2.0|21.0|3.0|-5.88|3.23|-4.39|3.32e-06|0.00103|4.06e-05|0.0126|3.26|0.0|0.000218|-0.0637|5.8458|3.3475|-1592.904586|-1592.873593|817.21|370.38|0.69206|-1592.792349|-0.14599|-0.20969|1175.0|5.93|5.93
7_a1|0|0|0|0.0|1|2|1.348826331|2.307091837|-0.055291895|0.001018628|-0.048878707|0.0|-0.421687222|0.0021597079999999|-0.07233584|-0.024096172|1|0.004950534|-0.077833285|-0.391298966|-0.441054548|1|0.7795049279999999|0.801577133|-0.042175602|0.862051935|0.729621031|0.710959153|-0.083362936|-40.16416679|-47.35863598|17.31482297|111.9204437|0.289040847|139.2595474|-22.81733634|8.342261787|404.7836105|-1.179545431|-19.35104936|-14.95535873|57.47898976|0.452829665|2150.215999|-568.3036318|-7.205474633|5.07667644|9.278054953|0.827584457|4519.238270000001|191.0896839|-273.8080361|0.029820838|351.4191817|14.36764539|1.0|1.0|0.0|2.83|3.29|49.17|1.6|0.0|85.88|0.0|2.0|2.0|23.0|4.0|-6.4|2.72|-3.71|0.000696|213.0|0.000195|0.0595|2.48|0.0|0.000698|-0.02433|4.0504|4.0504|-1009.509475|-1009.48087|864.85|306.1|0.69902|-1009.350293|-0.16734|-0.19167|0.46|6.3372|6.3372
11b_a5|1|0|0|0.0|0|0|1.277648917|0.0|-0.2023158669999999|0.008093965|-0.067519041|0.0|-0.1833048739999999|0.006121601|-0.118167947|-0.0536971829999999|1|0.005685558|-0.108457009|-0.017658026|-0.252164213|2|0.735954089|0.805760343|-0.106187688|0.8645824520000001|0.682032125|0.8737310509999999|-0.07633373|-45.82509318|-48.42513182|9.829471091|55.25128526|0.126268949|75.80248447|-29.07084703|5.900883275|1.880682804|-1.290636432|-27.50997723|-17.60913884|55.65456427|0.456131351|2434.505303|-774.8021092|-10.5712171|8.936258446|16.43091298|0.83867925|5107.577902|199.1611925|-465.13355250000006|0.0228838029999999|504.9898148|13.73773299|1.0|1.0|1.0|2.55|4.82|63.69|2.01|2.0|106.58|0.0|1.0|6.0|27.0|4.0|-6.03|3.68|-4.69|2.26e-05|0.00853|2.04e-05|0.00767|3.62|0.0|2.68e-07|-0.0418399999999999|4.4995|4.1982|-1564.761898|-1564.72614|1063.35|295.32|0.6284|-1564.56504|-0.17107|-0.21291|19.0|7.7212|7.7212
12t_a36|1|0|0|0.0|0|2|1.297042607|0.0|-0.058770337|-0.034194893|0.035510516|0.0|-0.404180985|0.003676818|-0.030990165|-0.0288761339999999|1|0.0045625|0.059266516|-0.169994208|-0.436022708|1|0.902377067|0.829598864|-0.050788309|0.878510663|0.857993338|0.8337556420000001|-0.0735262|-48.97252784|-67.01551397|11.7409283|86.12920631|0.166244358|110.727965|-44.63604995|7.820109571000001|0.417511887|-2.012310282|-32.61842026|-23.93411213|60.71345614|0.48189543|2771.211293|-1340.3102789999998|-15.94144641|7.960344391|15.36435856|0.930112292|5936.009091|144.422087|-892.7209991000001|0.01547607|729.1873176|10.30792105|1.0|0.0|2.0|0.0|2.45|69.2|2.45|1.0|133.52|0.0|1.0|6.0|31.0|4.0|-6.33|2.4|-4.57|2.48e-05|0.0102|2.6600000000000003e-05|0.0109|3.47|0.0|1.7899999999999998e-05|-0.05302|3.8844|3.6694|-1311.585049|-1311.552739|1208.04|337.89|0.70313|-1311.287803|-0.15088|-0.2039|8.0|8.0969|8.0969
16_a3|0|0|0|0.0|0|0|0.605020428|0.0|0.183636734|-0.186717242|0.027762972|1.614080058|-0.371147877|-0.010377537|-0.013328983|-0.018884246|1|-0.008409607|0.069124437|0.008045619|-0.614173961|2|0.659478546|0.767641592|-0.031683873|0.838125715|0.640070307|0.6974791290000001|-0.108919585|-53.7971544|-49.45999101|6.027544549|248.6415425|0.302520871|149.4199775|-24.42909382|2.977102266|82.16042286|-1.401937796|-26.57128935|-20.36587865|59.82469895|0.484889078|2184.788331|-692.4398741|-10.05903863|5.780331402000001|11.22152755|0.941329444|4733.033232|84.12292796|-342.00731349999995|0.0143895839999999|328.71459869999995|7.107249553|1.0|1.0|1.0|2.59|4.57|92.93|2.26|0.0|90.44|0.0|1.0|2.0|23.0|4.0|-5.89|3.5|-4.49|1.05e-05|0.0033799999999999|3.2200000000000003e-05|0.0104|3.35|0.0|2.25e-05|-0.07095|3.2208|3.2208|-1371.388717|-1371.360243|856.09|384.94|0.6944100000000001|-1371.250459|-0.13195|-0.2029|42.0|7.3768|7.3768
9s_a24|1|0|0|0.0|0|1|1.4275963180000002|0.0|-0.222173285|-0.00570386|-0.050919714|0.0|-0.190782186|0.006748865|-0.060407836|0.013901071|1|0.007695726|-0.0897306019999999|-0.359715589|-0.248704391|3|0.799076569|0.773544454|0.0256742079999999|0.8327425070000001|0.748077475|0.8833498320000001|-0.049825449|-30.93968263|-39.48555839|10.42725806|33.24649431|0.116650168|72.43525688|-24.51900941|6.474925237000001|0.695462853|-0.953816666|-19.21235005|-12.08741583|41.36694069|0.47085169|2747.809842|-592.2833757999999|-7.505819207999999|9.124394347|17.24354813|0.889829339|5767.9102490000005|344.5337711|-367.7851412|0.03496522|604.8829955|21.71205366|1.0|1.0|1.0|2.78|4.29|77.21|0.81|1.0|115.67|0.0|1.0|4.0|30.0|4.0|-7.2|2.63|-4.06|0.000434|171.0|8.71e-05|0.0343|2.11|0.0|3.04e-06|-0.03597|3.0726|2.6707|-1271.031372|-1270.994965|1121.42|464.24|0.6907300000000001|-1270.738032|-0.10865|-0.14462|32.0|7.4949|7.4949
20b_a10|0|0|0|0.0|1|1|1.343837209|2.103422978|0.048567614|-0.073703704|-0.030238422|1.854149459|-0.447804373|0.001965496|-0.042013549|-0.013623188|1|0.002637529|-0.049452599|0.031942481|-0.450145946|2|0.725009545|0.761071345|-0.022843761|0.817426568|0.6980623109999999|0.75259177|-0.094975935|-60.68950774|-56.53849503|8.331370518|81.39248686|0.24740823|158.09355980000004|-36.12803002|5.323735696|91.02309592|-1.85807612|-38.78052212|-21.58742537|69.02087825|0.454087415|3085.433676|-1187.308396|-13.79433873|7.554743755|13.838742600000002|0.8317951020000001|7173.225184999999|152.3236842|-758.6886304|0.0171045989999999|769.1246171|10.92981783|1.0|1.0|1.0|3.15|5.0|95.92|2.41|2.0|129.73|0.0|1.0|5.0|34.0|5.0|-6.53|3.66|-5.09|6.05e-06|0.00271|8.13e-06|0.00364|3.52|0.0|5.26e-07|-0.0578399999999999|5.9354|3.9013|-1465.62724|-1465.587932|1218.74|317.8|669.0|-1465.333983|-0.16388|-0.2217199999999999|1.1|5.9586|5.9586
1d_a5|1|0|0|-4.455320158|0|0|1.217311475|0.0|-0.133500214|-0.308010841|-0.118028278|0.0|-0.2688711589999999|-0.0012491689999999|-0.2261588939999999|-0.010183824|1|-0.000700145|-0.389011185|0.004923698|-0.38633065|2|0.525406088|0.7595197290000001|-0.015804188|0.821309592|0.513260607|0.8965037640000001|-0.088396743|-47.76176205|-46.58221594|4.288788702|204.4506579|0.1034962359999999|55.92018945|-25.16889922|2.317281143|0.0|-1.465632167|-25.80622135|-19.79744178|52.05055075|0.471074204|2481.822293|-791.897671|-10.69678217|6.116537519|11.5640749|0.89062437|5717.438103|123.9992274|-427.8712868|0.018980039|403.396385|10.25512997|1.0|1.0|1.0|2.19|6.37|54.46|2.73|2.0|95.49|0.0|1.0|4.0|27.0|6.0|-5.73|4.15|-4.97|1.6100000000000002e-05|0.00589|1.0800000000000002e-05|0.00396|3.95|0.0|4.86e-07|-0.04528|4.8725|4.6112|-1288.340378|-1288.306458|951.63|268.88|0.5764600000000001|-1288.201219|-0.18991|-0.23519|9333.0|5.03|5.03
3_a20 (SB-525334)|1|0|0|-0.08980269|0|0|1.183765089|0.0|-0.048050965|-0.053897691|0.001821898|1.728260385|-0.274640708|0.001924142|-0.175513234|-0.119584218|1|0.0033523629999999|0.002992397|-0.277724429|-0.500412918|2|0.818922083|0.7186587|-0.17447922|0.76423988|0.7835436240000001|0.8756647679999999|-0.061128029|-34.52869143|-51.80299691|6.965173618|43.70154849|0.1243352319999999|70.23182172|-29.26136697|3.934338039|0.0|-1.375645142|-19.50382741|-16.53287135|41.49386505|0.457398769|2243.481559|-777.0449536|-9.33873414|5.943823875|10.9543133|0.8429740729999999|4905.195832|121.495147|-438.9205046|0.0117802769999999|520.6749407|6.654190521|1.0|1.0|1.0|2.82|4.69|67.35|1.69|1.0|104.59|0.0|1.0|3.0|26.0|4.0|-5.74|3.63|-4.73|1.42e-05|0.00489|1.88e-05|0.00647|3.74|0.0|1.4e-06|-0.0671399999999999|4.9821|3.1728|-1086.585811|-1086.56485|1030.31|390.77|0.70168|-1086.329436|-0.13417|-0.20131|162.0|6.7905|6.7905
8b_a8|1|0|0|0.0|1|1|1.395658149|1.42474537|-0.023718767|-0.182065125|0.019958073|0.0|-0.733216119|-0.0055544409999999|-0.0422693659999999|-0.03443232|1|-0.003593429|0.031896755|0.079250224|-0.5058761820000001|1|0.758899977|0.778853499|-0.0527918259999999|0.8354024290000001|0.726912742|0.558354653|-0.130159955|-79.74587194|-71.23625346|19.87542051|172.84152849999998|0.441645347|270.5854753|-43.64473805|12.1771918|89.09854311|-2.325413799|-48.85837649|-29.07602182|99.62129245|0.4835310479999999|2863.095568|-1424.7250689999998|-17.8141788|7.507665421|14.53652808|0.936224813|6471.7604200000005|133.8974321|-872.8947609999999|0.022425382|589.263087|13.73949201|1.0|0.0|2.0|2.93|3.03|112.23|2.12|1.0|114.18|0.0|1.0|4.0|31.0|5.0|-6.87|2.9|-4.43|1.6899999999999997e-05|7.0|3.69e-05|0.0153|2.76|0.0|3.04e-05|-0.06114|4.5819|3.2992|-1407.0843|-1407.052256|1098.17|375.8|0.70195|-1406.829227|-0.13807|-0.19921|5.08|5.2941|5.2941
