molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1s|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|RASA|FNSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|FPSA5|Mor01p|PPSA5|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|IC50|pIC50|pIC50
12at_a36|1|0|0|0.0|0|2|1.297042863|0.0|-0.04229234|-0.073048351|0.054794728|0.0|-0.653190113|-0.001148437|-0.076129505|-0.037590959|1|0.000906224|0.091520225|-0.227404687|-0.48127276|1|0.817851296|0.8384626709999999|-0.063825255|0.890810337|0.7767870459999999|0.751856692|-0.084721769|-58.66704838|-76.61315774|20.43891035|95.16663336|0.248143308|171.8311073|-53.05210062|14.1532755|80.75773169|-2.102121151|-40.6250081|-25.99374995|79.10595873|0.49342323|3041.832389|-1455.649997|-17.99981985|8.837213274|17.44496351|0.974034457|6537.399158|225.4381077|-1007.989912|0.027424543|735.3783268|18.99059683|1.0|0.0|2.0|0.0|1.67|95.5|1.89|1.0|135.03|0.0|1.0|7.0|33.0|6.0|-7.18|1.76|-4.08|6.579999999999999e-05|0.0289|8.36e-05|0.0367|2.53|0.0|0.000106|-0.05703|4.7133|3.8408|-1460.833958|-1460.797444|1238.61|322.81|0.6802600000000001|-1460.549244|-0.15607|-0.2131|78.0|7.1079|7.1079
1_a6 (SB-431542)|1|0|0|0.0|0|1|1.430935835|0.0|0.043282217|-0.175408303|0.1008839219999999|0.0|-0.766207981|-0.011639964|-0.029658865|-0.0492229479999999|1|-0.008385698|0.164429684|-0.033765606|-0.567791164|1|0.838928085|0.7462411859999999|-0.083341531|0.805877431|0.795744863|0.5940412860000001|-0.126408788|-74.98172333|-72.69619778|19.58668728|160.410387|0.405958714|240.8019609|-43.12110169|11.61820782|105.3125675|-2.083447046|-44.47680367|-27.46300805|94.56841061|0.472445176|2678.823231|-1235.8353619999998|-16.29019397|7.523839331|14.26172029|0.895537592|5748.417262|146.3942108|-733.0587287000001|0.02438148|513.4628663999999|14.4623285|1.0|1.0|2.0|2.35|3.63|103.12|1.54|1.0|106.85|0.0|1.0|4.0|29.0|5.0|-6.73|2.85|-4.25|3.03e-05|0.0116|5.660000000000001e-05|0.0218|2.7|0.0|7.81e-06|-0.05971|3.8208|3295.0|-1292.588032|-1292.553086|1049.69|376.28|0.69868|-1292.358966|-0.13329|-193.0|1542.0|5.8119|5.8119
15d_a10|0|0|0|0.0|1|2|1.343850133|2.147544195|-0.233802395|0.0370874879999999|-0.059217023|2.04092658|-0.184039927|0.010215823|-0.140487312|0.007032164|1|0.011249462|-0.092884337|-0.280243276|-0.1945202089999999|2|0.74726683|0.745184875|0.0131101969999999|0.7857977740000001|0.71456262|0.87609771|-0.057588609|-38.80896881|-47.58559595|15.37766538|67.59624856|0.12390229|83.49776405|-32.06793721|10.36301002|141.0919598|-1.129795872|-26.15336742|-12.68949225|54.18663419|0.473858537|2967.522813|-761.3695352999999|-8.551449923|8.429169102000001|16.02072769|0.900629528|6511.656447|355.8865234|-513.0869954|0.028735133|825.4425942|19.36460841|1.0|1.0|0.0|4.01|3.44|65.3|1.54|1.0|131.43|0.0|1.0|6.0|33.0|6.0|-7.04|3.18|-4.38|0.000167|0.0739|4.1200000000000005e-05|0.0182|2.75|0.0|6.62e-06|-0.05002|5.6004|3.8591|-1430.8144619999998|-1431.051425|1266.87|321.28|0.6814100000000001|-1430.733658|-0.15916|-0.20918|69.0|7.1612|7.1612
8c_a12|0|0|0|0.0|0|1|1.283851303|0.0|0.1948786139999999|-0.055163114|-0.106633503|0.0|-0.447739674|-0.004211843|-0.036504737|-0.07003012|0|-0.00160589|-0.1876771789999999|-0.370782022|-0.606245231|2|0.905486734|0.782864175|-0.130288596|0.8425863029999999|0.845077891|0.840397446|-0.067004282|-34.19075142|-52.04233846|10.00357546|83.24714315|0.159602554|81.4415307|-26.55601426|5.104595615|0.0|-1.529825767|-17.44675795|-19.51587692|44.19432689|0.472503372|2190.852814|-780.6350769|-9.958505349|5.670223821|10.74930819|0.8957467170000001|4610.945152|120.19586|-398.3402139|0.018855428|390.0159026|9.621493319|0.0|1.0|1.0|2.24|1.59|63.06|2.02|0.0|98.07|0.0|1.0|3.0|24.0|5.0|-6.44|2.23|-3.72|0.000339|107.0|0.0001899999999999|0.0598|2.5|0.0|2.28e-05|-0.06706|4.3598|3.8341|-1022.77302|-1022.750382|909.19|323.37|0.67318|-1022.613451|-0.15571|-0.2227699999999999|0.04|7.3979|7.3979
25c_a34|0|0|0|0.0|1|2|1.377881974|1.958290974|0.024837617|-0.047513652|-0.16034464|0.0|-0.834326082|-0.002827527|-0.056443595|-0.041629027|1|0.001433865|-0.250299211|-0.563411433|-0.5404076879999999|1|0.809687672|0.80135608|-0.072907053|0.844690266|0.760055383|0.683231623|-0.088513496|-59.0359041|-75.6298008|29.22363765|183.6812574|0.316768377|211.2752099|-50.44285726|19.49130854|93.28638171|-1.7008949569999998|-39.37521522|-21.008278|88.25954175|0.4356106729999999|2884.104654|-1134.447012|-14.01190479|7.484891117|13.26192888|0.77182656|6306.980593|308.52165519999994|-756.6428589|0.037538004|648.0187526000001|25.03674677|1.0|1.0|1.0|3.17|1.98|90.74|1.0|1.0|116.0|0.0|2.0|6.0|31.0|6.0|-7.95|1.93|-3.28|0.00156|659.0|0.000523|0.22|1.3|0.0|0.0008289999999999|-0.03272|4.2095|4.2095|-1426.704645|-1426.666471|1180.85|294.54|0.69247|-1426.421463|-0.17424|-0.2069599999999999|1.78|5.7496|5.7496
9g_a24|1|0|0|0.0|1|0|1.427608366|1.7647373919999998|-0.318471716|0.001126633|-0.162313932|0.0|-0.0425444|0.0144065739999999|0.070915465|-0.02471184|2|0.013119312|-0.292600863|-0.049325609|-0.079421802|2|0.683676657|0.7931626959999999|-0.045107345|0.859302479|0.657503038|0.8671367529999999|-0.064835725|-32.080056199999994|-32.49188065|9.283063574|174.88817269999998|0.132863247|65.73938109|-16.07665151|4.593165278|0.0|-0.788016565|-15.87288497|-10.53790724|41.36311977|0.427531635|2123.257348|-389.9025677|-5.214049137|6.124370267000001|10.69818114|0.746821416|4355.725609|256.3375151|-192.9198181|0.033884884|341.3207334|16.76589519|1.0|1.0|1.0|1.78|2.93|72.28|0.64|0.0|87.53|0.0|1.0|3.0|23.0|4.0|-7.17|1.93|-3.09|0.00323|977.0|0.0008179999999999|247.0|1.37|0.0|0.000113|-0.03585|5.2521|4.2802|-984.5891383|-984.5565078|879.99|289.67|0.64993|-984.447764|-0.17806|-0.21391|68.0|7.1675|7.1675
1g_a5|1|0|0|0.0|0|0|1.4275159730000002|0.0|-0.203595168|-0.010620031|-0.011534568|0.0|-0.172437603|0.00683534|-0.132678208|-0.0353243789999999|1|0.006957291|-0.019057802|-0.0178558139999999|-0.242737126|2|0.74740095|0.7778380309999999|-0.067172264|0.8393686990000001|0.717355058|0.8659209659999999|-0.070108797|-37.59983870000001|-39.8807456|10.9506874|74.51397212|0.134079034|71.90752413|-21.388323|5.8729303|0.589719781|-1.11542677|-20.16505667|-14.59051668|48.55052611|0.4713154089999999|2243.103668|-598.211184|-7.824996219|7.312498266|13.83149499|0.891486942|4639.260975|207.0502037|-320.82484500000004|0.02697793|422.96706330000006|14.46845291|1.0|1.0|1.0|2.12|4.21|63.69|1.57|0.0|96.98|0.0|1.0|4.0|25.0|4.0|-6.15|3.09|-4.2|9.27e-05|0.0304|6.29e-05|0.0206|3.03|0.0|2.36e-06|-0.0393|4.7822|4.1733|-1065.846194|-1065.818889|961.17|297.09|0.66164|-1065.675316|-0.17042|-0.20972|115.0|6.9393|6.9393
14r_a23|0|1|1|0.0|2|0|1.197963203|3.201732471|-0.009140243|-0.06921746|0.014148395|0.7087588690000001|-0.322513347|0.007671236|-0.079935667|-0.064006338|2|0.0075222369999999|0.033038452|-0.17267308|-0.454010253|2|0.616699629|0.7837821840000001|-0.1050445769999999|0.846632079|0.5935522360000001|0.8662226190000001|-0.062618931|-40.32463891|-55.30494931|12.35476415|47.26552456|0.133777381|86.14846171|-35.61466281|7.956082857|55.62948521|-1.717628177|-25.96781003|-23.53402098|52.67940305|0.4661909429999999|2945.137191|-1106.098986|-15.15517566|7.555307147000001|14.15357616|0.873329024|6744.848704999999|136.37788909999998|-712.2932561000001|0.017092103|599.5697147999999|11.00678143|1.0|0.0|1.0|3.06|4.58|105.02|3.4|2.0|120.24|0.0|1.0|5.0|31.0|5.0|-6.31|3.7|-5.11|2.66e-06|0.00114|7.73e-06|0.00332|3.68|0.0|9.18e-06|-0.06842|5.9406|3.1797|-1729.1556449999998|-1729.1326809999998|1145.51|389.92|0.68115|-1728.924789|-0.15536|-0.22378|5.0|8.2684|8.2684
28_a34|0|0|0|0.0|1|1|1.454781307|1.767685185|0.000561166|-0.206909349|-0.201047053|0.0|-0.6946578940000001|-0.012039484|-0.15803127|-0.0500053959999999|1|-0.007544188|-0.33032879|-0.311884247|-0.5437894289999999|1|0.8318609690000001|0.798057295|-0.078146961|0.8582665429999999|0.7829667309999999|0.545935562|-0.1306693569999999|-66.89539627|-72.11491331|19.29162755|144.3404619|0.4540644379999999|232.4555747|-36.91879876|9.876233397|88.32197602|-1.831242935|-34.24669822|-24.6708914|86.18702382|0.454339954|2252.098123|-937.4938731|-12.63011537|5.613534285|10.28760365|0.832642882|4803.256974|138.2913845|-479.9443839|0.0271102189999999|344.69029950000004|13.87891455|1.0|1.0|1.0|2.55|2.07|92.26|0.88|0.0|85.92|0.0|2.0|3.0|24.0|5.0|-7.04|1.84|-3.25|0.000533|172.0|0.000565|182.0|1.72|0.0|0.00535|-0.03896|4.2857|4.2857|-1100.797628|-1100.760824|896.02|289.3|0.69263|-1100.6525880000002|-0.17802|-0.21698|3.82|5.4179|5.4179
8g_a12|1|1|1|0.0|0|1|1.28383574|0.0|0.10205033|-0.029907264|-0.038463841|1.714060666|-0.40429396|0.005898773|-0.094550033|-0.040257632|1|0.005405355|-0.068810076|0.122649613|-0.532504083|1|0.804158158|0.7475224290000001|-0.070405398|0.80546986|0.7714487940000001|0.8576253690000001|-0.076856227|-42.39297373|-57.6443411|4.915102972|84.95000993|0.142374631|78.53214058|-31.79592789|2.7111119089999995|0.0|-1.881110729|-23.38345638|-23.58177591|47.30807670000001|0.463772637|2506.427441|-1037.59814|-13.00742505|6.882798206|12.83559677|0.864880588|5327.736626|54.23932676|-572.326702|0.007890315|480.0590283|4.352203029|1.0|1.0|2.0|2.51|2.07|78.85|2.89|1.0|109.93|0.0|1.0|3.0|27.0|5.0|-6.28|2.77|-4.34|4.15e-05|0.0146|4.61e-05|0.0163|3.06|0.0|3.53e-06|-0.06432|4.2057|3731.0|-1154.321531|-1154.281986|989.66|332.31|0.55027|-1154.121362|-0.1520099999999999|-0.21633|3715.0|5.43|5.43
12as_a36|1|0|0|0.0|0|2|1.297043209|0.0|-0.051208473|-0.073735973|0.096454203|0.0|-0.452697599|0.000584134|-0.114290948|-0.025398105|1|0.0018565629999999|0.162571317|-0.166354116|-0.4358775279999999|1|0.8058720979999999|0.817372883|-0.04244711|0.869455765|0.770400825|0.77043791|-0.082748367|-55.75872553|-73.78005999|12.95780416|88.17694537|0.22956209|154.6869148|-49.71556877|8.731418812000001|0.0|-2.080363362|-37.57216725|-25.48765709|68.71652969|0.454761514|2904.092809|-1401.82114|-17.17446921|8.768282531|16.08155469|0.834059821|6224.698969|156.2451686|-944.5958066|0.017444469|716.9974499|11.75468972|1.0|0.0|2.0|0.0|2.09|86.27|1.59|1.0|133.95|0.0|1.0|6.0|32.0|5.0|-7.21|1.84|-3.95|0.000154|0.0653|0.000112|0.0476|2.36|0.0|5.4600000000000006e-05|-0.05789|4.5202|3851.0|-1385.601917|-1385.5651710000002|1207.35|321.96|0.68211|-1385.322633|-0.1563|-0.21419|59.0|7.2291|7.2291
17c_a50|0|1|1|0.0|2|2|1.347835869|4.349159921|-0.212075666|0.024219848|0.021572081|2.193763306|-0.1766179239999999|0.01130519|-0.144763835|-0.120904775|2|0.012222674|0.034485992|-0.373205592|-0.2256811219999999|1|0.762883243|0.774994313|-0.212611846|0.816442883|0.728169863|0.89719894|-0.051905615|-35.70979598|-50.69922125|14.91199042|133.46240020000002|0.10280106|70.72462009999998|-34.87982686|10.25908547|94.15397246|-1.32648017|-24.567468100000003|-14.96042594|50.6217864|0.49503436|2951.495914|-912.5859825|-10.29240792|8.310163601000001|16.45688922|0.98033276|6438.380804|296.00120400000003|-627.8368834|0.0232952879999999|849.1345426000001|16.02658985|1.0|1.0|0.0|3.61|3.53|61.0|1.91|1.0|134.28|0.0|1.0|6.0|33.0|5.0|-6.96|3.1|-4.43|0.000158|0.0698|3.75e-05|0.0165|2.86|0.0|7.08e-05|-0.03121|4.2397|4.0432|-1411.187392|-1411.157813|1289.05|306.65|0.66213|-1410.838844|-0.16697|-0.19818|69.0|7.1612|7.1612
12c_a31|1|0|0|0.0|0|1|0.6101358029999999|0.0|0.046986783|-0.055520387|-0.030192572|0.0|-0.690412101|-0.003618466|-0.094991098|-0.056866055|2|-0.000813398|-0.048694677|-0.223856622|-0.54466023|0|0.8083148840000001|0.842823186|-0.098452311|0.8856644770000001|0.770283733|0.665463503|-0.104643824|-66.41224264|-82.33748068|19.38414321|153.400467|0.334536497|212.313715|-52.25551342|12.30215386|553.8695417|-1.816314565|-42.14855504|-23.05449459|85.79638585|0.448512808|2592.4503010000003|-1152.7247289999998|-14.63154376|8.091269314|14.67172662|0.813278739|5676.394271|202.0036947|-731.5771879|0.023556702|583.9691392000001|14.95027019|1.0|1.0|2.0|3.1|3.7|117.37|1.08|2.0|108.16|0.0|1.0|8.0|28.0|5.0|-6.53|3.32|-4.16|5.85e-06|0.00233|6.94e-05|0.0277|3.1|0.0|2.31e-05|-0.0338399999999999|3.8328|3.8328|-1618.1530810000002|-1618.112841|1138.89|323.48|0.7007399999999999|-1617.888981|-0.15904|-0.19288|0.38|6.4202|6.4202
17a_a22|0|0|0|0.0|1|0|1.2689202|1.866510299|-0.0422459529999999|-0.092107225|-0.054347074|1.67348685|-0.314134834|0.00220634|-0.094996254|-0.005724389|1|0.0027615779999999|-0.089641194|-0.126659773|-0.3626566539999999|2|0.830653242|0.7562495659999999|-0.010355535|0.805071997|0.7994946709999999|0.8594770140000001|-0.072161482|-49.30541729|-60.0620365|9.597299109|286.3611391|0.140522986|96.01444244|-41.03828927|6.55749888|0.0|-1.758088991|-33.68866751|-21.07439877|58.9027164|0.485943988|2910.035347|-1201.24073|-14.39939974|8.549622191000001|16.63169381|0.945313306|6343.687177000001|197.4916253|-820.7657853999999|0.01931764|784.2697099|13.19906822|1.0|1.0|1.0|-3.24|4.93|68.52|2.01|2.0|128.29|0.0|1.0|7.0|33.0|5.0|-6.39|2.25|-4.96|1.7899999999999998e-05|0.0078099999999999|1.09e-05|0.00473|3.62|0.0|3.23e-07|-0.15124|4.8502|1.3971|-1408.300966|-1408.279257|1253.39|887.46|0.71303|-1407.8711|-0.06214|-0.21338|82.0|7.0862|7.0862
12av_a36|1|0|0|0.0|0|2|1.297042752|0.0|0.049150854|-0.081537769|0.06882889|0.0|-0.605432791|-0.00233752|-0.021036176|-0.039627578|1|-0.000472698|0.1168328169999999|-0.213993335|-0.507136551|1|0.859938421|0.8076780109999999|-0.067408377|0.8571025990000001|0.817582774|0.752447733|-0.082283524|-57.31621925|-73.55299094|15.09249582|99.2415672|0.247552267|172.4374372|-51.2347934|10.51297704|124.9387725|-2.006269572|-39.92474833|-24.51766365|72.40871507|0.491188387|3011.024457|-1397.506828|-17.07826447|8.975655204|17.64042914|0.965363947|6460.1184140000005|228.5327731|-973.4610746|0.025779468|757.7532208|17.95719936|1.0|0.0|3.0|0.0|1.65|98.3|1.49|1.0|138.06|0.0|1.0|7.0|33.0|5.0|-7.66|1.47|-3.64|0.000292|128.0|0.000227|0.0997|1.85|0.0|5.18e-05|-0.05307|4.8408|3.4402|-1440.988179|-1440.945099|1247.28|360.39|0.70455|-1440.67411|-0.14122|-0.19429|39.0|7.4089|7.4089
4e_a49|0|0|0|0.0|1|1|1.343847746|2.085628989|-0.076526919|-0.074495823|-0.080255074|1.713107022|-0.3631108529999999|-1.8100000000000003e-05|-0.053787795|0.018857363|1|0.000660956|-0.130491035|-0.060391347|-0.403194204|2|0.7541604690000001|0.803344301|0.032396301|0.856023531|0.731643066|0.757062331|-0.09422276|-57.79309816|-53.89448633|10.51443916|313.22432680000003|0.242937669|149.0098632|-33.05708028|6.449206277999999|60.11195021|-1.493733437|-35.44835874|-17.96482878|68.30753733|0.471635821|2675.626006|-916.2062675|-11.01902676|7.934910277|15.01788083|0.892633982|5950.361470000001|214.47685|-561.9703647000001|0.023622273|620.5697596|14.48911428|1.0|1.0|2.0|2.89|2.83|92.93|1.25|1.0|114.08|0.0|1.0|6.0|30.0|5.0|-7.52|2.42|-3.52|0.000528|211.0|0.000305|122.0|1.71|0.0|1.74e-05|-0.06461|5.7301|3.7876|-1313.199448|-1313.158118|1128.64|327.34|0.68043|-1312.924353|-0.1585099999999999|-0.2231199999999999|34.0|7.4685|7.4685
14ad_a23|0|1|1|0.0|2|0|1.197962774|3.3437482860000003|-0.1101542319999999|-0.028065075|0.118047355|0.735584095|-0.4663820279999999|0.008996289|-0.05348283|-0.031279567|2|0.009675528|0.2086248289999999|-0.253318853|-0.376350719|2|0.7763406840000001|0.7830067820000001|-0.050707765|0.8356326820000001|0.7317531540000001|0.887131635|-0.059168372|-42.29008971|-61.35364811|24.18091285|52.63180108|0.112868365|80.67170209999999|-43.85199724|17.28310144|114.237062|-1.630966366|-30.226481300000003|-21.19489662|66.47100256|0.46995189|3209.330728|-1165.7193140000002|-15.14887177|8.661363236|16.34071148|0.8866211979999999|7308.229822|303.1354708|-833.1879476|0.033365494|770.8206617000001|23.84770234|1.0|1.0|1.0|3.49|4.03|123.48|2.42|2.0|133.27|0.0|1.0|7.0|34.0|6.0|-6.68|3.39|-5.08|1.6e-06|0.000753|8.22e-06|0.0038799999999999|3.52|0.0|1.17e-05|-0.06925|3.3867|3.3867|-1858.957788|-1858.942973|1287.26|366.09|0.6956600000000001|-1858.668058|-0.13734|-0.20659|4.0|8.3595|8.3595
13b_a6|1|0|0|0.0|0|1|1.430640379|0.0|-0.0411179|-0.0265090529999999|0.060593678|0.0|-0.6051312529999999|-0.00460563|-0.104663349|-0.064811009|1|-0.00194781|0.100281317|-0.180339002|-0.490758329|1|0.850080948|0.7788169070000001|-0.11338525|0.8370824240000001|0.8013954109999999|0.7757172059999999|-0.093125205|-61.06841733|-74.04643339|21.00828557|154.7847961|0.2242827939999999|147.0772097|-48.5571926|13.77653618|554.4007331|-2.032484418|-40.04664055|-26.65671602|82.07670290000002|0.408780634|2821.72831|-1332.835801|-17.48058934|9.087172635|15.37022155|0.69141956|6000.952027|159.1980937|-874.0294667999999|0.0203627189999999|627.4287311|13.35319491|1.0|1.0|2.0|2.85|4.32|95.85|1.29|2.0|116.79|0.0|1.0|5.0|31.0|5.0|-6.1|3.45|-4.99|3.11e-06|0.0012699999999999|1.02e-05|0.00417|3.8|0.0|4e-07|-0.0525799999999999|4.8494|3.6322|-1350.0903970000002|-1350.061187|1167.21|341.35|0.7006600000000001|-1349.837661|-0.14898|-0.20156|174.0|6.7595|6.7595
4m_a46|0|0|0|0.16407746|1|1|1.134637002|2.12888511|-0.245599013|0.051308728|-0.302054595|0.0|-0.0329557579999999|0.011122528|-0.142061192|0.007901235|1|0.010359417|-0.487230027|-0.029022201|-0.098201489|1|0.615482006|0.747676221|0.011235955|0.7975218959999999|0.626578283|0.948973877|-0.067320375|-35.4774406|-35.43866734|5.74716122|6.161736337000001|0.051026123|26.89046601|-18.67596877|3.028720082|35.77391986|-1.008702005|-18.69640205|-11.81288911|41.22460182|0.463006576|2133.331634|-531.5800101|-6.225322922999999|5.329061873000001|9.923886653|0.8622201970000001|4750.325312|140.5828543|-280.1395315|0.012232753|486.9589609|6.446588969|1.0|1.0|0.0|2.9|4.63|54.5|2.5|1.0|98.69|0.0|1.0|2.0|25.0|3.0|-5.68|3.59|-4.57|2.99e-05|0.00981|2.68e-05|0.0088|3.69|0.0|4.31e-05|-0.04808|6.0419|4.3476|-1031.138426|-1031.109224|975.72|285.18|0.68505|-1030.929791|-0.18308|-0.23116|1288.0|5.8901|5.8901
47p_a18|0|0|0|0.0|0|1|1.25117677|0.0|-0.001819106|-0.04760181|0.025217016|0.0|-0.3775970529999999|0.00235332|-0.015960677|-0.049428094|0|0.003537135|0.037961877|-0.261349889|-0.441700685|0|0.72025564|0.726294118|-0.082977829|0.7611910209999999|0.710266593|0.832954548|-0.06909945|-51.14496913|-61.12351185|5.913843751|10.25627035|0.1670454519999999|123.6411353|-45.24146169|4.377217987|48.48855261|-2.0645242|-37.85569728|-22.80728054|57.05881288|0.488811071|2933.069245|-1528.087796|-16.88114242|9.923659881|19.41290064|0.956223901|6726.61969|134.3699001|-1131.036542|0.01090303|1011.163774|8.070036862|1.0|1.0|2.0|0.0|3.34|76.5|3.13|3.0|144.53|0.0|1.0|9.0|35.0|3.0|-6.07|2.9|-5.27|2.13e-06|0.000998|5.34e-06|0.0025|4.35|0.0|4.38e-07|-0.05628|3.2036|3.2036|-1493.759811|-1493.731375|1391.71|387.01|0.6937800000000001|-1493.338659|-0.13118|-0.18746|64.0|7.1938|7.1938
16a_a10|0|0|0|0.0|1|1|1.325756911|2.041062372|-0.187414728|0.023926176|-0.085711535|2.009832665|-0.152205915|0.011207938|0.014886502|-0.0048530629999999|1|0.011558506|-0.133979603|-0.254024476|-0.1948324069999999|2|0.748039584|0.772481675|-0.008879187|0.813036304|0.72613292|0.916148686|-0.052574986|-36.408063|-53.28817038|9.606840334|77.68598956|0.083851314|58.06685151|-36.90194151|6.652715932|99.81657855|-1.615964058|-25.21250404|-18.049219|46.01490333|0.4629532229999999|2862.681038|-1119.0515779999998|-12.4990447|8.531706024|15.88633689|0.862035195|6366.0631060000005|189.0108247|-774.9407716|0.014796066|879.8636987|10.24624348|1.0|1.0|0.0|4.46|5.19|56.07|2.47|3.0|133.66|0.0|1.0|9.0|33.0|5.0|-5.91|4.24|-5.17|6e-06|0.00264|6.76e-06|0.00297|4.33|0.0|1.4e-06|-0.04647|5.6019|3.8718|-1395.158387|-1395.13019|1310.44|320.22|0.6852199999999999|-1394.797092|-0.1605|-0.20697|47.0|7.3279|7.3279
4h_a46|0|0|0|0.090767245|1|1|0.3002050539999999|2.134072222|0.128214845|-0.346835467|-0.057256598|0.0|-0.404500343|-0.0008161889999999|-0.021951549|-0.09922757|1|0.003087227|-0.0932537609999999|-0.0488847059999999|-0.516344924|2|0.739180305|0.7543177040000001|-0.134568896|0.7955809979999999|0.6947264059999999|0.767244275|-0.083155747|-65.24476749|-65.90523417|7.900037181|105.2773797|0.232755725|182.6222935|-51.70985599|6.198442205|19.09455432|-2.015940586|-51.19164773|-23.9655397|73.14480467|0.4866209529999999|3472.1185880000003|-1581.72562|-18.803584|8.138240742999999|15.85230406|0.947878486|7808.347937|152.6017078|-1241.036544|0.011589523|1021.999374|9.093247153|1.0|1.0|2.0|2.99|6.18|124.17|2.27|2.0|142.08|0.0|1.0|6.0|36.0|6.0|-6.38|3.82|-5.69|2.97e-07|0.000149|2.06e-06|0.00104|4.21|0.0|3.210000000000001e-07|-0.0389199999999999|4.2444|4.18|-1923.926093|-1923.878801|1397.46|296.62|0.54445|-1923.543349|-0.1711599999999999|-0.21008|229.0|6.6402|6.6402
3o_a32|1|1|1|0.0|0|1|0.609420753|0.0|-0.022603806|-0.014299905|-0.064818511|2.240993002|-0.306416317|-0.001411347|-0.117781901|-0.090297882|3|0.000243592|-0.117744493|-0.11221537|-0.483580522|0|0.90022001|0.8214857240000001|-0.154436834|0.872498916|0.840991936|0.8377808240000001|-0.073742105|-42.51640563|-55.03672286|7.218280399|62.67187821|0.162219176|93.52833522|-31.73171751|4.161738248|0.0|-1.4318674340000002|-24.51306152|-18.34557429|49.73468603|0.455089918|2488.133192|-825.5508427999999|-10.57723917|6.392329273|11.73098001|0.835165165|5488.777096|123.9047338|-475.9757626|0.0130649069999999|541.0877621000001|7.532642302|1.0|1.0|2.0|3.06|4.2|122.97|1.58|1.0|112.07|0.0|1.0|3.0|26.0|4.0|-6.17|3.74|-4.73|1.89e-06|0.00072|1.87e-05|0.00714|3.46|0.0|2.04e-05|-0.05413|3.5333|3.5333|-1805.504508|-1805.473626|1049.14|350.9|0.70216|-1805.277864|-0.14652|-0.20065|0.24|6.6198|6.6198
12bg_a36|1|0|0|0.0|0|2|1.29692796|0.0|-0.040957653|-0.044573523|0.057879142|0.0|-0.414822602|-0.001012333|-0.060117593|-0.0206090089999999|1|-0.00097037|0.097928606|-0.1716508239999999|-0.4459167329999999|1|0.884841888|0.836170906|-0.033696875|0.892249657|0.771220556|0.840610352|-0.075439837|-51.74990566|-70.42534258|13.44952052|107.3347739|0.159389648|109.3374477|-48.31008346|9.22604612|14.85588272|-1.847960372|-35.49918495|-25.35312333|65.19942617|0.46245521|2925.402039|-1267.656166|-17.39163005|7.549463377|14.04434294|0.860310096|6753.439903|172.9566471|-869.5815023|0.01946912|661.6709012|13.35534589|1.0|0.0|2.0|0.0|3.19|69.2|2.99|2.0|133.77|0.0|1.0|5.0|31.0|4.0|-6.26|2.82|-5.18|8.27e-06|0.00372|6.55e-06|0.00295|3.93|0.0|7.83e-06|-0.0542299999999999|3.8944|3.8944|-2152.13793|-2152.104584|1186.75|318.36|0.69395|-2151.914954|-0.15743|-0.21166|15.0|7.8239|7.8239
