molecula|SddssS|n9FaRing|SssssC|NaasN|SRW09|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|SIC2|nFaHRing|RASA|FNSA3|FNSA5|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WNSA3|PNSA4|DPSA3|GRAVp|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log Kp (cm/s)|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
14ad_a23|0.0|1|0.0|2|7.423568444|0|1.197962774|-0.1101542319999999|-0.00790478|5.351858133|-0.028065075|2|0.118047355|-0.4663820279999999|0.008996289|-0.05348283|10.31321689|-0.031279567|2|0.009675528|0.2086248289999999|-0.253318853|-0.376350719|0.7763406840000001|0.7830067820000001|0.165157698|0.8356326820000001|1|0.887131635|-0.059168372|-0.085840335|-61.35364811|24.18091285|52.63180108|0.112868365|-0.029653934|-43.85199724|-30.226481300000003|-21.19489662|66.47100256|3209.330728|-1165.7193140000002|2339.533586|0.424119041|8.661363236|16.34071148|0.8866211979999999|7308.229822|0.033365494|-108.4705382|2024.236598|770.8206617000001|23.84770234|0.0|1.0|1.0|1.0|3.73|3.49|26.0|-7.6|2.42|2.0|1.0|133.27|0.0|1.0|7.0|-6.68|3.39|1.6e-06|0.000753|0.0038799999999999|3.52|0.0|747.83|366.09|366.09|618.01|-1858.668058|-0.13734|5.2331|0.01481488|-1858.733603|6.7584|4.0|8.3595|8.3595
6_a4|0.0|0|0.0|1|7.535296702|1|1.271761557|-0.19701009|-0.001221193|5.4161004020000005|0.010164572|2|0.042096749|-0.064723237|0.011457667|0.0032928379999999|10.92992785|-0.208689928|1|0.01098094|0.0671397079999999|-0.073630392|-0.1738111839999999|0.664591856|0.76089528|-0.169533683|0.810030118|1|0.945545838|-0.052396457|-0.0670158929999999|-37.33240845|4.324187697|14.1731579|0.054454162|-0.024618083|-20.7966895|-16.25991695|-13.71394596|33.5125766|2342.371538|-671.9833521|1968.0178670000005|0.1855291969999999|5.758624844|9.981741408|0.733355042|5256.215815|0.008863911|-350.36323230000005|825.0551765|578.2065561000001|4.937800786|0.0|1.0|1.0|1.0|3.38|3.45|21.0|-7.99|3.09|2.0|0.0|109.7|0.0|1.0|3.0|-5.42|4.23|1.24e-05|0.0043799999999999|0.00274|4.28|0.0|613.83|307.24|254.51|453.87|-1108.338577|-0.16959|2.8026|0.02244097|-1108.392115|3.2192|1.3|5.8861|5.8861
7_a15|0.0|0|0.0|0|0.0|0|1.419941457|-0.2269896539999999|-0.010310394|0.0|-0.038088878|1|0.145944639|-0.494898891|-0.0013239329999999|0.038636783|10.95880715|0.0019353679999999|0|0.002150323|0.213947987|-0.310081401|-0.335491052|0.857287135|0.70084115|0.154068618|0.740089344|0|0.841400327|-0.074406877|-0.110819329|-61.50761094|20.31436245|103.8062879|0.158599673|-0.026500274|-34.13832456|-22.92132733|-14.70834175|61.6121151|2330.667514|-676.5837204|1624.468817|0.551335598|6.01738192|9.971755103|0.657158418|5097.868552|0.042799094|56.98518567|1507.995102|474.9756287|23.75461091|1.0|1.0|0.0|1.0|3.16|3.14|18.0|-7.19|1.74|2.0|0.0|99.77|0.0|1.0|7.0|-5.72|3.35|1.46e-05|0.00516|0.0113|3.84|0.0|580.73|330.67|279.33|499.86|-1184.168094|-0.15605|1.1115|0.01827873|-1184.224637|1631.0|227.0|6644.0|6644.0
6a_a40|0.0|0|0.0|1|8.421342866|2|0.604893625|0.117890918|-0.014623575|6.401917197|-0.077397672|0|-0.146542353|-0.68730803|-0.001347823|0.104332675|10.30179985|-0.230955427|2|-0.001171195|-0.272320301|-0.040435852|-0.620787469|0.682273668|0.801647855|-0.012261923|0.861720535|1|0.733750993|-0.109047987|-0.117413572|-73.33687786|10.24294396|185.06174|0.266249007|-0.049149867|-45.80643937|-42.542782200000005|-30.69915817|78.35465194|2936.1501780000003|-1320.063801|2536.88262|0.132148181|6.945713476|11.8691482|0.708845065|7059.617542|0.012872604|-459.522754|1521.070502|557.4018948|8.040268001|1.0|1.0|0.0|1.0|3.99|3.01|14.0|-4.05|1.62|2.0|2.0|120.14|1.0|2.0|5.0|-6.32|3.17|7.85e-08|3.47e-05|0.00457|3.77|1.0|649.48|415.55|415.55|497.78|-2371.3827|-0.11995|6.9379|0.01952089|-2371.443161|9.3893|0.04|7.3979|7.3979
15d_a10|0.0|0|0.0|1|7.535296702|2|1.343850133|-0.233802395|-0.002831383|5.4161004020000005|0.0370874879999999|3|-0.059217023|-0.184039927|0.010215823|-0.140487312|10.92970801|0.007032164|1|0.011249462|-0.092884337|-0.280243276|-0.1945202089999999|0.74726683|0.745184875|0.02497303|0.7857977740000001|1|0.87609771|-0.057588609|-0.070612242|-47.58559595|15.37766538|67.59624856|0.12390229|-0.018829931|-32.06793721|-26.15336742|-12.68949225|54.18663419|2967.522813|-761.3695352999999|2036.192049|0.5280998339999999|8.429169102000001|16.02072769|0.900629528|6511.656447|0.028735133|37.87296065|1613.412305|825.4425942|19.36460841|0.0|1.0|1.0|1.0|3.71|4.01|21.0|-7.82|1.54|1.0|0.0|131.43|0.0|1.0|6.0|-7.04|3.18|0.000167|0.0739|0.0182|2.75|0.0|737.09|321.28|221.39|565.91|-1430.733658|-0.15916|3.3831|-0.23696253|-1430.795367|3.8163|69.0|7.1612|7.1612
8h_a8|0.0|0|0.0|1|7.05012252|0|1.3918396709999998|0.038482973|-0.010324979|4.844187086|-0.249095464|0|0.008138299|-0.485274006|-0.007796225|-0.085125857|10.94341368|0.007079485|1|-0.007036544|0.021094825|0.254819201|-0.53822084|0.578166105|0.6971223040000001|0.111824921|0.751162751|0|0.602405134|-0.122706004|-0.11302328|-66.4523265|6.58499063|316.4918269|0.397594866|-0.048805507|-39.07081527|-42.41801879|-28.69532281|78.73029948|2623.688756|-1262.594204|2019.780061|0.081684095|7.453557203|13.58738632|0.822939833|5956.417906000001|0.00764059|-491.8998117|1374.901814|485.8626377000001|4.492304417|0.0|0.0|0.0|0.0|3.11|2.73|23.0|-7.95|4.11|2.0|0.0|105.27|0.0|1.0|4.0|-5.98|4.01|6.11e-06|0.0023899999999999|0.00395|3.82|0.0|608.39|332.16|258.25|480.09|-1361.455676|-0.15475|3.4779|0.03330037|-1361.5113789999998|4.4356|11.59|4.9359|4.9359
12a_a5|0.0|0|0.0|0|7.139660336|1|1.338814635|-0.256282289|-0.00166971|5.209486153|0.043132749|2|-0.0036987359999999|-0.09350376|0.00873078|-0.114419442|10.94553751|-0.032601907|1|0.008649556|-0.006024869|-0.093973419|-0.175245466|0.762866363|0.779533861|0.1121034509999999|0.829536345|0|0.894590896|-0.058605038|-0.067680123|-41.59124655|5.032443973|13.74268646|0.105409104|-0.026030816|-25.55893402|-22.13179066|-15.99663329|41.04680832|2524.410428|-831.8249311000001|899.5599904|0.253214907|8.741980056000001|16.12184989|0.844187448|5294.775577|0.014342828|-303.31208710000004|1113.8745800000002|650.3600841|8.814051518|0.0|1.0|1.0|1.0|3.06|2.96|23.0|-8.83|2.17|1.0|0.0|119.38|0.0|1.0|5.0|-6.23|3.58|5.37e-05|0.0205|0.00977|3.38|0.0|667.31|297.97|264.55|508.81|-1201.750315|-0.17152|2.5642|0.03567816|-1201.8082029999998|3.9457|19.0|7.7212|7.7212
1a_a5|0.0|0|0.0|0|6.605297921|1|1.189701889|-0.271170445|-0.001785522|4.59511985|0.009305578|2|-0.075791863|-0.078562954|0.005921049|-0.132197351|10.9502215|-0.004213083|0|0.00549829|-0.123867037|0.114184614|-0.179831877|0.8309401009999999|0.7427901179999999|0.11504495|0.794139321|0|0.833638233|-0.071887159|-0.075618812|-38.07869556|4.047117885|83.60943679|0.166361767|-0.027665419|-19.17495143|-18.22870183|-13.93123008|40.24669785|1940.139869|-571.1804334|902.6910106|0.274345323|6.199179484|11.38004491|0.835734058|4005.068642|0.016493595|-227.2618539|787.1243051|403.543273|8.305533524|0.0|0.0|1.0|1.0|3.54|0.0|18.0|-7.15|2.09|0.0|0.0|93.49|0.0|1.0|3.0|-6.58|1.75|0.00253|755.0|109.0|2.17|0.0|531.02|437.61|265.45|386.8|-951.178584|-0.12226|4.4956|0.028664612|-951.226623|6.7017|107.0|6.9706|6.9706
17d_a50|0.0|1|0.0|2|8.105609402|2|1.338814635|-0.152030219|-0.002166617|6.042632834|0.03538699|1|0.006071856|-0.140830095|0.012079|-0.136180713|10.94500663|-0.125540541|2|0.01245647|0.009780681|-0.323333765|-0.2294807539999999|0.754575205|0.748516466|-0.1921395789999999|0.789310938|1|0.929886823|-0.044172353|-0.069790853|-48.40178147|10.55016861|5.007868064|0.070113177|-0.025589979|-33.56790124|-21.24595322|-17.74731987|41.18485076|2824.70142|-1064.839192|2950.99157|0.24594297|6.996105516|12.62170017|0.8041037459999999|6281.764548|0.013178555|-352.3903892|1412.14676|829.3813984|9.139672835|0.0|1.0|1.0|1.0|4.07|3.68|20.0|-7.07|2.71|2.0|0.0|133.19|0.0|1.0|6.0|-6.25|3.68|3.17e-05|0.0135|0.00557|3.72|0.0|727.15|306.09|306.09|579.45|-1335.649722|-0.16716|5.6557|0.02625058|-1335.713194|7.9942|74.0|7.1308|7.1308
8c_a32|0.0|1|0.0|0|7.765993078999999|0|0.609420757|0.080016722|-0.0093793719999999|5.733341277|-0.04699673|0|-0.026467635|-0.459589251|-0.003484915|-0.026048985|10.31100269|-0.0682721729999999|3|-0.001662219|-0.047650724|-0.1534110109999999|-0.578242111|0.788133615|0.845443342|-0.024032462|0.8966299409999999|1|0.801747512|-0.076876481|-0.097480366|-58.93213925|9.818219446|126.6561213|0.198252488|-0.027548799|-35.6276568|-28.09723623|-16.654735000000002|56.29419869|2571.62241|-766.1178102000001|3038.837633|0.399315117|7.079719717000001|12.81496717|0.8100952690000001|5773.240734|0.025527931|-121.7388847|1275.407176|557.1050635|15.43301109|1.0|1.0|1.0|1.0|3.46|2.82|19.0|-7.65|1.1|1.0|0.0|110.47|1.0|1.0|7.0|-6.45|3.56|1.5e-06|0.000597|0.0164|3.21|0.0|646.97|347.56|347.56|516.78|-1880.537558|-0.14712|8.4922|0.03115673|-1880.597039|10.2656|37.0|7.4318|7.4318
14ac_a23|0.0|1|-9.994971573|2|7.423568444|0|1.1979507740000002|0.0763230759999999|-0.011656739|5.351858133|-0.4422550999999999|2|0.016532702|-0.66443411|-0.0066006519999999|0.0518788009999999|10.3132169|0.043387326|2|-0.004445662|0.068237909|-0.287952039|-0.562985112|0.5562570379999999|0.7797862459999999|0.1374474|0.834426845|1|0.931143634|-0.0883661019999999|-0.097100967|-73.32014595|12.70997824|57.45545019|0.068856366|-0.043970249|-55.36344264|-50.3831402|-33.20157553|79.43449928|3695.344378|-1759.6835030000002|3417.45156|0.192217908|8.122941134|15.90074614|0.95751094|9203.543798|0.019122137|-464.8074813999999|2178.41361|718.3324686000001|14.43896921|1.0|1.0|1.0|1.0|3.69|3.34|26.0|-9.03|4.6|2.0|1.0|130.29|0.0|1.0|7.0|-5.84|5.43|4.92e-08|2.69e-05|0.000123|5.35|0.0|751.54|341.32|309.85|627.76|-2303.749331|-0.15055|6.3004|0.02262555|-2303.819891|8.6341|4.0|8.3851|8.3851
18_a34|0.0|0|0.0|1|7.423568444|1|1.4547811819999998|-0.063113846|-0.014733513|5.351858133|-0.101546926|1|-0.100548575|-0.677741618|-0.001615187|-0.141332289|10.9595763|-0.136990511|1|0.002183342|-0.155197864|-0.478810922|-0.493450778|0.759292258|0.805756513|0.0468829359999999|0.8584852479999999|0|0.68981472|-0.090328365|-0.129784908|-71.65163761|22.55015528|66.6880793|0.31018528|-0.0422555509999999|-39.55742812|-27.53138148|-23.32844015|72.41862911|2424.18137|-1003.122927|1774.550004|0.304150055|6.282442545|11.23989749|0.789096743|5296.289007|0.027385869|-216.2496321|1441.579371|428.6241319|15.11918774|1.0|1.0|0.0|1.0|3.28|3.61|17.0|-5.65|1.49|1.0|0.0|93.91|0.0|2.0|5.0|-6.26|2.89|4.77e-05|0.0167|0.0275|3.07|0.0|592.04|300.68|279.66|483.87|-1199.101028|-0.17549|5.0935|0.02902032|-1199.158044|6.7806|2.43|5.6144|5.6144
12j_a30|0.0|0|0.0|0|7.412764017000001|2|0.604984421|0.04148877|-0.006336585|5.351858133|-0.033312179|2|-0.02473642|-0.354848778|0.005613018|0.0074730759999999|10.31162861|-0.075816941|1|0.005965451|-0.0431311459999999|-0.09353607|-0.456342646|0.8414737059999999|0.795446883|0.0060012969999999|0.846470093|0|0.842199041|-0.073909106|-0.094132698|-60.832977500000005|10.09017681|88.51817261|0.157800959|-0.036204884|-39.31313154|-30.8670468|-23.39729904|57.85371764|2784.7999170000003|-1216.65955|2258.891981|0.1865388989999999|8.067697897|15.41574553|0.91079856|6105.3402670000005|0.01349128|-405.1466163|1495.657934|686.039456|8.71869951|1.0|1.0|1.0|0.0|4.76|0.0|17.0|-7.01|3.04|2.0|0.0|132.24|0.0|1.0|5.0|-5.81|2.91|2.21e-06|0.0009119999999999|0.00291|4.23|0.0|695.8|356.4|238.56|549.64|-1614.831741|-0.14772|4.6727|0.03201935|-1614.894278|5.1081|9.0|8058.0|8058.0
18_a10|0.0|0|0.0|1|7.78113851|2|1.243178376|-0.182332901|-0.00309846|5.733341277|0.0307177839999999|2|-0.092424959|-0.1859075939999999|0.009941402|-0.052165302|10.92966688|-0.0280813039999999|1|0.010573165|-0.144233311|-0.143149563|-0.220292492|0.7155022459999999|0.785539083|0.048377088|0.832812971|1|0.885552955|-0.0575419659999999|-0.076052353|-48.27152552|12.12013168|40.99617452|0.114447045|-0.024889861|-30.63863373|-23.18149476|-15.79795381|48.64284759|2788.499133|-868.8874593|2137.914113|0.358384456|7.204851347999999|13.51828833|0.876275815|6213.631543|0.020666062|-179.7708584|1354.218219|713.2632062000001|13.11704755|0.0|1.0|1.0|1.0|4.07|3.41|21.0|-7.88|2.14|1.0|0.0|119.81|0.0|1.0|5.0|-6.34|3.67|3.34e-05|0.0138|0.00705|3.49|0.0|687.19|326.47|214.93|504.61|-1336.126835|-0.15735|4.7596|0.02974086|-1336.185978|5.9029|0.13|6.8861|6.8861
3d_a12|0.0|0|0.0|0|0.0|1|1.28383852|0.092417272|-0.008186708|0.0|-0.053022041|3|-0.166233441|-0.360215148|-0.00259095|-0.002185753|10.95472859|-0.058191686|0|-0.000643935|-0.282667477|-0.237203828|-0.532019854|0.91670178|0.7697403429999999|-0.097468573|0.82682708|0|0.8547246829999999|-0.066850425|-0.0958414059999999|-49.24083018|5.717316796|74.39425719|0.145275317|-0.035063929|-25.2986621|-17.64609244|-18.01493787|40.06333231|2148.979792|-738.6124526000001|1205.356874|0.22571647|5.786006004|10.96674758|0.89539167|4509.417998|0.01611886|-281.8395348|953.9302134|410.9162081|8.281452338|1.0|1.0|0.0|1.0|3.98|2.71|18.0|-7.51|2.26|0.0|0.0|100.28|0.0|1.0|3.0|-6.22|2.67|0.000302|0.0945|0.0385|2.81|0.0|548.21|328.71|294.4|411.35|-1006.556654|-0.15387|2.2068|0.02399772|-1006.606666|3.0037|25.0|7.6021|7.6021
17_a15|0.0|0|0.0|0|0.0|0|1.43568899|-0.046866421|-0.0071363569999999|0.0|-0.071708785|2|-0.033968088|-0.442454151|0.0016674189999999|-0.032903349|10.9544604|-0.0141953639999999|0|0.0032452509999999|-0.052628162|-0.263401148|-0.461493931|0.769376831|0.721188086|0.001376853|0.76362781|0|0.880459235|-0.052869016|-0.079844675|-61.17023228|9.875456386|34.35335309|0.119540765|-0.027065991|-46.86345493|-31.03055741|-20.73567196|50.37922222|2852.085573|-1223.4046460000002|2104.883413|0.346792631|7.967418828|15.15194163|0.90173781|6352.266784|0.0217385279999999|-234.74904|1872.919233|822.8625688|16.654220199999997|1.0|1.0|1.0|1.0|3.63|3.99|24.0|-9.72|2.53|2.0|0.0|131.36|0.0|1.0|7.0|-5.58|4.44|1.19e-06|0.00052|0.00099|4.78|0.0|752.08|326.22|299.04|663.81|-1413.559128|-0.15573|5.1268|0.04051306|-1413.624817|7.1743|12.0|7.9208|7.9208
12_a15|0.0|0|0.0|0|0.0|0|1.435689014|-0.071096525|-0.006620824|0.0|-0.0455566929999999|2|-0.035728911|-0.370766171|0.001740635|-0.106061273|10.95973444|-0.01062828|0|0.0034254209999999|-0.054575504|-0.184255041|-0.380490701|0.8310685940000001|0.723852961|0.049877871|0.769289315|0|0.89637291|-0.061084417|-0.094209248|-60.15445365|9.58943236|72.18361893|0.10362709|-0.031995594|-38.40979933|-24.90456371|-20.42981445|48.59303169|2613.57759|-1082.780166|2661.728915|0.253510603|5.448223888999999|10.40571107|0.909927213|5897.820841|0.016453962|-314.7766363|1450.496376|673.7288405|10.50617745|1.0|0.0|1.0|1.0|3.56|3.73|24.0|-9.82|2.87|2.0|0.0|119.95|0.0|1.0|6.0|-4.97|4.7|5.99e-07|0.0002379999999999|0.000584|5.29|0.0|688.91|321.72|276.63|585.26|-1280.810963|-0.15858|4.3338|0.02694613|-1280.871722|6.0547|4.0|8.3979|8.3979
16_a47|0.0|1|0.0|0|6.605297921|0|1.417579067|-0.134455235|-0.0056780519999999|4.59511985|-0.1246612469999999|2|-0.08282926|-0.23280014|-0.005688938|0.001426202|10.95023129|0.0506476009999999|1|-0.004153659|-0.236994128|-0.0574194159999999|-0.3379683979999999|0.591929006|0.812131575|-0.113476605|0.87782381|1|0.691860453|-0.093207587|-0.092995116|-48.19609034|9.676588112|63.13219447|0.308139547|-0.034261359|-24.97833451|-25.03540372|-17.75645434|57.9827944|2315.178558|-674.7452647999999|833.8646097|0.302070079|6.855429069|13.01476838|0.898461533|4952.972679|0.0234786339999999|-205.1602001|966.7808252999998|357.35851410000004|12.16814835|1.0|0.0|1.0|1.0|2.93|1.95|21.0|-8.17|2.72|0.0|0.0|91.55|0.0|1.0|3.0|-6.04|3.52|4.56e-05|0.0154|13.0|3.27|0.0|534.69|303.84|279.29|395.28|-1166.901251|-0.16851|2.3795|0.03384512|-1166.951551|3.8601|1.0|9.0|9.0
12_a4|-3.2834578760000004|0|0.0|1|7.535296702|1|0.295190368|-0.1494133309999999|-0.0021497879999999|5.4161004020000005|-0.271149771|2|-0.0334644329999999|-0.113938738|0.005795666|-0.093414896|10.31168324|0.028152112|1|0.009024784|-0.055590089|-0.085553511|-0.220286906|0.5687812560000001|0.8157155359999999|-0.036425699|0.8749408470000001|1|0.805238097|-0.070256284|-0.074699711|-44.33087544|6.936764267999999|15.80191019|0.194761903|-0.025916226|-26.30835499|-24.74343259|-15.38009964|48.6306683|2927.48584|-753.6248824|1962.933988|0.282227427|6.223583758999999|11.7599245|0.889574393|6390.233612|0.015603795|-258.476202|1049.9494|608.4548423|9.260141177|1.0|1.0|1.0|1.0|3.41|2.94|21.0|-7.84|2.17|1.0|0.0|113.02|0.0|1.0|4.0|-6.84|3.3|6.57e-05|0.0266|0.0188|2.72|0.0|640.67|325.57|255.16|503.28|-1617.57796|-0.16224|7.8701|0.03555871|-1617.634733|10.1971|9.29|5032.0|5032.0
9_a27|0.0|0|0.0|1|6.842683282|0|1.391067068|0.164227115|-0.0073742819999999|4.727387819|-0.050617284|2|-0.152086653|-0.331842668|0.00611794|-0.051160217|10.93740461|-0.0447599329999999|1|0.00651856|-0.2559122789999999|-0.171520296|-0.541535578|0.677253824|0.8214321609999999|0.017503266|0.8806964490000001|1|0.7988644709999999|-0.078270599|-0.088404481|-45.58003501|10.10030794|128.27738490000002|0.2011355289999999|-0.033677898|-23.50038785|-20.80651808|-17.36382286|50.45546414|2256.4955670000004|-729.2805601|1463.168883|0.210719846|5.03925321|9.442988795|0.873886547|4962.727436|0.014524299|-298.297086|923.9818797|424.8821143|7.488512291|1.0|1.0|0.0|1.0|3.12|2.62|21.0|-7.06|2.66|0.0|0.0|97.46|0.0|1.0|3.0|-6.33|2.99|8.66e-05|0.0287|0.0274|2.8|0.0|549.64|297.52|223.71|425.08|-1082.965434|-0.1716|2.7456|0.02461151|-1083.017359|4.0436|2.0|8699.0|8699.0
13_a12|0.0|0|0.0|0|0.0|0|1.508548782|0.202052156|-0.0069874069999999|0.0|-0.0619247109999999|2|-0.21832579|-0.272508888|0.000830398|-0.083760082|10.96083169|0.021322992|0|0.002279068|-0.362308767|-0.281096572|-0.595629719|0.845823047|0.6809340620000001|-0.226526433|0.7300173240000001|0|0.90006391|-0.058167326|-0.092483398|-45.33566159|4.01385817|64.74666684|0.09993609|-0.034993718|-22.2236882|-13.97756285|-17.15403411|32.52766981|1812.788134|-634.6992622|664.9830294|0.117007826|6.06407675|11.36787272|0.874625469|3647.657976|0.0074597119999999|-375.4880089|718.8050825|327.9594923|3.656774794|1.0|0.0|0.0|1.0|2.7|2.64|18.0|-7.14|2.42|1.0|0.0|84.74|0.0|1.0|3.0|-5.49|3.22|5.520000000000001e-05|0.0152|0.0174|3.51|0.0|532.86|315.25|273.31|437.91|-876.209109|-0.16458|1.3023|0.0290811829999999|-876.258343|1.5686|93.0|7.0315|7.0315
4e_a49|0.0|0|0.0|1|7.535296702|1|1.343847746|-0.076526919|-0.006602016|5.4161004020000005|-0.074495823|2|-0.080255074|-0.3631108529999999|-1.8100000000000003e-05|-0.053787795|10.92777282|0.018857363|1|0.000660956|-0.130491035|-0.060391347|-0.403194204|0.7541604690000001|0.803344301|0.0063958109999999|0.856023531|1|0.757062331|-0.09422276|-0.087866673|-53.89448633|10.51443916|313.22432680000003|0.242937669|-0.029288891|-33.05708028|-35.44835874|-17.96482878|68.30753733|2675.626006|-916.2062675|1647.641653|0.349671525|7.934910277|15.01788083|0.892633982|5950.361470000001|0.023622273|-184.4129453|1408.836153|620.5697596|14.48911428|0.0|1.0|1.0|1.0|3.35|2.89|21.0|-7.36|1.25|1.0|0.0|114.08|0.0|1.0|6.0|-7.52|2.42|0.000528|211.0|122.0|1.71|0.0|660.22|327.34|216.37|504.63|-1312.924353|-0.1585099999999999|3.9718|0.04133034|-1312.98289|4.8707|34.0|7.4685|7.4685
12j_a36|0.0|0|0.0|0|7.412764017000001|2|0.6293514410000001|-0.084183025|-0.007086381|5.351858133|-0.0446165029999999|2|0.091496219|-0.41101009|0.00285431|0.039869055|10.33556498|-0.051080247|1|0.003710345|0.161289379|-0.133106642|-0.436310965|0.906423012|0.820041835|-0.1241793309999999|0.87043328|0|0.852586292|-0.069970795|-0.105480639|-69.66341599|11.99396966|26.39145693|0.147413708|-0.037113558|-46.00836307|-30.5197407|-24.51120192|58.20533756|2881.20453|-1323.6049039999998|2536.987511|0.224187058|7.483427579|13.78874575|0.8425708820000001|6352.018345|0.016546717|-364.314663|1706.0876829999995|725.9470896|10.92807939|1.0|1.0|1.0|1.0|4.86|0.0|17.0|-7.05|2.51|1.0|0.0|135.47|0.0|1.0|6.0|-6.64|2.33|1.4300000000000002e-05|0.0061|0.0132|3.19|0.0|694.28|327.94|238.1|536.01|-1670.184251|-0.15495|6.4451|0.02793415|-1670.245584|8.5953|0.01|8.0|8.0
14v_a23|0.0|1|-4.844615416|2|7.423568444|0|1.1979575059999998|0.135774541|-0.014768546|5.351858133|-0.299484129|2|0.055572317|-0.8122700340000001|-0.002390707|0.017156562|10.3132174|-0.015149431|2|-0.0004039459999999|0.170475376|-0.2952674819999999|-0.650246427|0.598213287|0.787538583|0.132882353|0.845160857|1|0.916605275|-0.067342061|-0.09479984|-62.61276875|13.08518422|78.86310829|0.083394725|-0.042752869|-41.35406587|-29.37629463|-28.23713101|57.56282152|3399.4261450000004|-1440.093681|2679.111279|0.211671341|7.743452839|14.26610767|0.84234449|8458.789829000001|0.020908947|-380.8667976|1826.768144|676.4530574|13.80980223|0.0|1.0|0.0|1.0|3.62|3.46|26.0|-7.95|3.04|2.0|1.0|126.97|0.0|1.0|7.0|-5.94|4.28|1.29e-07|6.38e-05|0.0004969999999999|4.76|0.0|679.5|335.64|335.64|533.44|-2041.93452|-0.1524299999999999|4.5506|0.02053833|-2041.998955|6.3758|4.0|8.4001|8.4001
6d_a40|0.0|0|0.0|1|8.421342866|2|0.604893491|0.12627602|-0.015362927|6.401917197|-0.091548968|0|-0.104206961|-0.722057579|-0.005066797|0.086704068|10.30179973|-0.205140551|2|-0.00448098|-0.249967637|-0.0603134|-0.624951805|0.6224555620000001|0.8361555479999999|-0.039077432|0.8988141140000001|1|0.663670372|-0.115007564|-0.119563634|-76.51205671|11.10859664|192.5638526|0.336329628|-0.050049893|-48.96216855|-47.09642482|-32.02830281|84.70509846|3063.227702|-1377.2170210000002|3212.360755|0.13994759|6.908972922999999|12.08146906|0.7486635420000001|7436.576348|0.01400787|-460.8148719|1601.317552|555.2010623|8.964021265|1.0|1.0|0.0|1.0|3.98|2.84|14.0|-4.31|2.01|2.0|2.0|120.09|1.0|2.0|5.0|-6.36|3.43|6.18e-08|2.85e-05|0.00327|3.87|1.0|656.5|419.45|419.45|511.88|-2470.62267|-0.11938|7.8884|0.03556489|-2470.684323|10.9021|1.0|8.9208|8.9208
18c_a22|0.0|0|0.0|1|6.842683282|0|1.194229067|-0.191807441|-0.003749104|4.727387819|0.013131848|2|-0.044828537|-0.213698903|0.005449965|0.009519672|10.31286086|0.006275578|1|0.005597023|-0.081550274|-0.143402172|-0.305378181|0.7290394929999999|0.7669483559999999|-0.032031791|0.8287956870000001|1|0.931073539|-0.057956428|-0.076388478|-52.84635017|13.72808419|30.63947336|0.068926461|-0.028825841|-36.55965924|-27.73804808|-19.94201893|53.82294919|3090.601885|-1056.927003|2574.178324|0.317309976|7.332936064|14.04085897|0.914766316|7101.057047|0.0215181079999999|-252.7737494|1548.179944|779.8043336000001|14.88645273|1.0|1.0|1.0|1.0|3.56|3.3|27.0|-9.46|1.47|1.0|1.0|136.36|0.0|1.0|6.0|-6.63|3.72|1.6e-06|0.000739|0.0036799999999999|3.5|0.0|707.08|333.1|219.25|583.88|-1783.277296|-0.15158|1.2938|0.02279458|-1783.340519|1.0733|26.0|7585.0|7585.0
