molecula|SddssS|n9FaRing|SssssC|NaasN|SRW09|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|SIC2|nFaHRing|RASA|FNSA3|FNSA5|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WNSA3|PNSA4|DPSA3|GRAVp|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log Kp (cm/s)|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
7_a47|0.0|0|0.0|0|0.0|0|1.304326965|0.00763426|-0.008206422|0.0|-0.143650735|2|-0.128433676|-0.3939082339999999|-0.0091074509999999|-0.085507035|10.93671034|-0.0781924059999999|0|-0.00794321|-0.262805289|-0.04311702|-0.46105149|0.6995252890000001|0.817389583|-0.04402021|0.8755534909999999|1|0.8473227320000001|-0.081264417|-0.095957591|-54.113260200000006|5.027768049|103.5602725|0.152677268|-0.036250645|-30.51603217|-25.84337052|-20.44278719|50.85512286|2491.885862|-919.9254234|1968.695833|0.1830206469999999|6.485224033|10.90440708|0.681423344|5958.904826|0.0130514639999999|-357.5076454|1126.008167|526.6144628999999|7.36009799|1.0|0.0|1.0|1.0|2.96|3.14|22.0|-9.45|3.69|2.0|0.0|111.28|0.0|1.0|4.0|-4.8|4.89|3.41e-07|0.000134|0.000345|5.49|0.0|604.84|333.26|333.26|455.81|-1647.7863539999998|-0.1544|3406.0|0.03348545|-1647.841533|4.4255|25.0|7.6|7.6
47j_a18|0.0|0|0.0|0|7.03438793|1|1.251176464|0.070097424|-0.007807275|4.844187086|-0.068902246|0|-0.048528478|-0.569931053|0.00031105|-0.006923502|10.94702285|0.0033281|0|0.002317206|-0.073551529|-0.331885553|-0.48833504|0.783538352|0.7444236670000001|-0.002262399|0.77844379|0|0.80651845|-0.073041469|-0.094744194|-73.69868165|12.42035127|95.57657747|0.19348155|-0.033837212|-57.32800549|-44.19607713|-26.32095773|69.23713027|3172.831382|-1842.467041|2064.803327|0.235574938|9.597380968|18.50538303|0.928170101|7316.123159000001|0.016220875|-411.3767328|2410.265089|1081.726154|12.6177344|1.0|0.0|1.0|1.0|4.54|0.0|18.0|-8.79|2.63|3.0|2.0|149.96|1.0|1.0|11.0|-6.46|2.39|1.49e-06|0.000743|0.00366|4.07|1.0|839.37|399.25|399.25|776.31|-1624.9784550000002|-0.1285|4.1619|0.03246539|1625.053346|5.2118|35.0|7.4559|7.4559
22_a47|0.0|1|0.0|1|6.86171134|0|1.408617385|0.048272293|-0.010579222|4.727387819|-0.150248628|2|-0.029311184|-0.507802654|-0.006808306|-0.075111395|10.95023117|0.002716049|1|-0.004332497|-0.077468004|-0.277479519|-0.538310301|0.612295986|0.831122912|-0.077787113|0.890264057|1|0.698649132|-0.080744803|-0.089280419|-52.67991531|13.07198749|12.19999546|0.301350868|-0.031744149|-31.08378631|-28.11203407|-18.73063655|60.71546178|2692.510471|-842.8786448999999|1494.441201|0.390313552|6.9553262170000005|12.91589555|0.8569791179999999|6107.923371|0.031534452|-129.440987|1382.478891|482.9384172|18.60690504|0.0|1.0|1.0|1.0|3.31|3.16|21.0|-7.69|2.97|1.0|0.0|104.64|0.0|1.0|5.0|-6.58|3.41|3.6e-05|0.0142|0.0164|3.0|0.0|605.12|308.65|258.55|466.95|-1374.857521|-0.16704|4.2485|0.02840507|-1374.914437|5.7009|1.0|9.0|9.0
15_a47|0.0|1|0.0|0|6.605297921|0|1.304329657|-0.164258919|-0.00516949|4.59511985|-0.072588375|2|-0.130885389|-0.21194909|-0.0026314909999999|0.086682657|10.9497222|0.0506476009999999|1|-0.002377481|-0.299654464|-0.017562097|-0.332654104|0.644280611|0.830688568|-0.131424138|0.897881853|1|0.791753677|-0.084413593|-0.0904066519999999|-48.36220049|8.917011222000001|61.0548099|0.208246323|-0.033307714|-25.87091101|-24.15592798|-17.81765281|54.07328082|2327.320914|-677.0708068|869.1027727|0.288369895|6.984778596|13.37174753|0.914412511|5075.773767000001|0.021370407|-226.4191275|951.4364299|383.4213189|11.43190096|1.0|0.0|1.0|1.0|2.89|2.1|21.0|-8.49|2.83|2.0|0.0|96.6|0.0|1.0|3.0|-5.76|3.74|1.29e-05|0.00455|0.00499|3.8|0.0|552.16|305.43|286.26|419.75|-1527.265523|-0.16762|2.2271|0.03425526|-1527.316555|3.7709|16.0|7.8|7.8
1_a3|0.0|0|0.0|0|6.823286122000001|1|0.6195934120000001|0.079857077|-0.006053652|4.727387819|-0.073036903|2|-0.004409693|-0.248199745|-0.006610844|0.038572075|10.33805862|0.032569462|0|-0.005006707|-0.007705076|0.08803837|-0.486774367|1.005427002|0.7905285390000001|-0.126299711|0.8457792829999999|1|0.7762512779999999|-0.098872259|-0.0925710269999999|-42.54530997|3.693677623|289.8942564|0.2237487219999999|-0.034105115|-19.55367089|-20.88467272|-15.67458788|49.13501083|2012.9704|-595.6343396000001|1162.737831|0.207914282|4.984064981|9.046658216|0.8151164259999999|4510.611026|0.014174378|-268.4830832|751.9821735|373.1494221|6.514493077999999|1.0|0.0|1.0|1.0|3.83|0.0|16.0|-5.77|1.52|0.0|0.0|91.52|0.0|2.0|2.0|-6.87|1.5|0.0008529999999999|261.0|154.0|1.83|0.0|496.09|320.83|210.84|316.61|-1273.1763970000002|-0.1658599999999999|2.2332|0.02599563|-1273.22339|3.4319|724.0|6.1403|6.1403
3_a20 (SB-525334)|0.0|0|-0.08980269|0|6.880384082000001|0|1.183765089|-0.048050965|-0.005492814|4.727387819|-0.053897691|2|0.001821898|-0.274640708|0.001924142|-0.175513234|10.95053359|-0.119584218|1|0.0033523629999999|0.002992397|-0.277724429|-0.500412918|0.818922083|0.7186587|0.087932573|0.76423988|1|0.8756647679999999|-0.061128029|-0.0917096759999999|-51.80299691|6.965173618|43.70154849|0.1243352319999999|-0.029269046|-29.26136697|-19.50382741|-16.53287135|41.49386505|2243.481559|-777.0449536|1782.992456|0.215089498|5.943823875|10.9543133|0.8429740729999999|4905.195832|0.0117802769999999|-321.8682802|989.9790502999998|520.6749407|6.654190521|1.0|1.0|1.0|1.0|3.37|2.82|21.0|-8.39|1.69|1.0|0.0|104.59|0.0|1.0|3.0|-5.74|3.63|1.42e-05|0.00489|0.00647|3.74|0.0|605.71|390.77|248.86|498.74|-1086.329436|-0.13417|3.7291|0.02096048|-1086.383308|4.8164|162.0|6.7905|6.7905
7_a1|0.0|0|0.0|1|7.860570786|2|1.348826331|-0.055291895|-0.010040172|5.777652323|0.001018628|1|-0.048878707|-0.421687222|0.0021597079999999|-0.07233584|10.9513015|-0.024096172|1|0.004950534|-0.077833285|-0.391298966|-0.441054548|0.7795049279999999|0.801577133|-0.048198584|0.862051935|0|0.710959153|-0.083362936|-0.098295453|-47.35863598|17.31482297|111.9204437|0.289040847|-0.031040669|-22.81733634|-19.35104936|-14.95535873|57.47898976|2150.215999|-568.3036318|1466.924404|0.396617144|5.07667644|9.278054953|0.827584457|4519.238270000001|0.029820838|-99.61948195|941.8624118|351.4191817|14.36764539|0.0|0.0|1.0|1.0|3.09|2.83|17.0|-5.64|1.6|0.0|0.0|85.88|0.0|2.0|2.0|-6.4|2.72|0.000696|213.0|0.0595|2.48|0.0|515.2|306.1|306.1|365.53|-1009.350293|-0.16734|4575.0|0.02860499|-1009.398029|6.5936|0.46|6.3372|6.3372
8_a20 (IN-1130)|0.0|0|0.0|0|6.842683282|0|1.400923668|0.063195236|-0.009430196|4.727387819|-0.124997065|2|0.1728459339999999|-0.528090969|-0.006620594|-0.019554464|10.94899447|-0.0574882679999999|1|-0.004654742|0.293415753|-0.083481481|-0.573278819|0.811128636|0.760688473|-0.1221465319999999|0.817914963|1|0.7274271309999999|-0.09623672|-0.097790028|-64.75689362|10.46873389|336.574332|0.272572869|-0.035730972|-42.88223811|-42.20109173|-23.66117267|74.19702161|2849.395895|-1230.3809789999998|1829.419484|0.251893628|8.005662608|15.46983888|0.932362084|6291.586155|0.018957805|-328.593789|1644.660472|684.5377542|12.55392404|1.0|1.0|1.0|1.0|3.49|2.43|27.0|-9.63|1.33|1.0|0.0|122.86|0.0|1.0|5.0|-6.83|3.14|1.42e-05|0.00596|0.0119|2.87|0.0|696.06|383.5|248.98|517.94|-1368.118751|-0.13622|3803.0|0.04004011|-1368.180121|5.4751|36.0|7.4437|7.4437
4_a18 (SD-208)|0.0|0|0.0|0|0.0|2|1.304335262|0.055002235|-0.012457606|0.0|-0.113324634|3|-0.020226647|-0.498304229|-0.018723101|-0.009648044|10.95382003|-0.056245435|0|-0.015153358|-0.047745689|-0.3630339729999999|-0.564165402|0.773173718|0.83508768|-0.058455902|0.904723479|0|0.77909674|-0.077885485|-0.099573708|-51.27494074|10.90456851|103.6318511|0.22090326|-0.034985357|-26.40375252|-20.652731600000003|-18.01551972|51.01127638|2395.526727|-666.5742296|1822.914738|0.397970979|6.239898178|11.42979655|0.831728055|5348.394288|0.035654206|-105.0785813|1107.212786|363.2306414|18.35993987|0.0|1.0|1.0|1.0|2.77|2.54|22.0|-8.15|2.02|1.0|0.0|92.87|0.0|1.0|3.0|-6.31|3.11|5.12e-05|18.0|0.0146|3.02|0.0|537.47|378.26|239.56|396.17|-1542.15786|-0.13588|3.4629|0.0199445|-1542.207472|5.2085|0.08|7.0969|7.0969
31_a47|0.0|1|0.0|1|6.842683282|0|1.304326813|-0.075563891|-0.00869363|4.727387819|-0.171198936|2|-0.086842911|-0.417294247|-0.007525849|0.074881792|10.9497221|0.001073537|1|-0.006265667|-0.188419195|-0.076351692|-0.441642572|0.677766155|0.856640117|-0.1978980839999999|0.917597019|1|0.696020038|-0.10715233|-0.1056956209999999|-65.56344002|13.27533898|355.5321928|0.303979962|-0.037580665|-40.66927863|-41.22978713|-23.31144534|79.74238158|2689.159869|-1049.01504|1322.82831|0.29335997|8.214180216|15.6194341|0.901520747|6019.5391740000005|0.024209265|-256.3593656|1484.511202|513.2159236|15.01710904|1.0|1.0|1.0|1.0|3.18|2.38|21.0|-7.62|2.0|1.0|0.0|109.21|0.0|1.0|5.0|-6.78|2.94|2.56e-05|0.0105|0.0166|2.86|0.0|642.11|340.91|311.96|508.69|-1735.225703|-0.15143|6.4248|0.03449081|-1735.284957|8.6244|16.0|7.8|7.8
1h_a5|0.0|0|0.0|0|6.605297921|0|1.427564094|-0.259241577|-0.001978474|4.59511985|-0.009075016|2|-0.02598568|-0.085074391|0.008031558|-0.1197834419999999|10.94466758|-0.044117647|1|0.007357977|-0.043247682|0.0578378779999999|-0.20140246|0.71274658|0.780175595|0.070628165|0.8436458929999999|0|0.8806402259999999|-0.067599619|-0.069496749|-36.2462047|4.588992214|160.0744187|0.119359774|-0.027798699|-18.90429957|-18.38824808|-14.49848188|39.84574434|2107.271793|-579.9392753|819.6979313999999|0.2549450239999999|6.711386288|13.14687756|0.958891501|4334.547353|0.01585373|-255.618083|778.3845404|409.0289917|8.268552715|1.0|0.0|1.0|1.0|2.8|2.07|23.0|-8.41|2.13|0.0|0.0|95.45|0.0|1.0|3.0|-5.77|3.43|5.5700000000000005e-05|0.0174|0.0111|3.43|0.0|556.57|284.03|266.52|430.83|-990.472129|-0.17797|2.2396|0.031392033|-990.523098|3.3752|28.0|7.5528|7.5528
19_a15|-3.694652026|0|0.0|0|0.0|0|0.300209223|0.156105985|-0.009832375|0.0|-0.558905888|1|0.037722611|-0.4621216379999999|-0.012350591|-0.04003124|10.31928434|-0.032407407|0|-0.00534669|0.060683674|-0.045543362|-0.571686169|0.7981860159999999|0.722297906|0.042424078|0.770451673|0|0.691069123|-0.0946599869999999|-0.112106433|-64.78818183|3.04716388|61.63983265|0.308930877|-0.042351319|-37.44217335|-31.61527447|-24.47553536|57.75275299|2625.952212|-1101.399091|1857.369806|0.077864438|6.10227122|10.26331993|0.681885245|5417.777463|0.005747326|-487.9183964|1194.400408|490.1808545|3.321475588|1.0|1.0|0.0|1.0|2.99|2.17|18.0|-7.14|1.64|1.0|0.0|101.22|0.0|1.0|5.0|-6.22|2.88|7.56e-06|0.00279|0.0152|3.29|0.0|601.23|297.03|297.03|519.04|-1523.196562|-0.17018|6.7515|0.04315771|-1523.254714|9326.0|72.0|7.1427|7.1427
28_a47|0.0|1|0.0|1|6.842683282|0|1.4201653580000002|-0.053792245|-0.009689834|4.727387819|-0.23494583|2|0.023813594|-0.436042548|-0.013020816|-0.00496711|10.95058275|0.0467853809999999|1|-0.010153352|0.06536499|-0.126992366|-0.435485503|0.635684951|0.832144916|-0.175007067|0.896193695|1|0.605349345|-0.1132830309999999|-0.106779291|-63.47150284|15.50250691|365.2310214|0.394650655|-0.038135461|-37.72858603|-40.02656804|-22.66839387|82.83994768|2616.1598940000003|-952.0725426|1337.037733|0.34774073|7.864990866|14.91533234|0.8964208090000001|5633.990508|0.031626405|-181.0112167|1459.653524|428.5826478|18.79929562|0.0|1.0|1.0|1.0|3.08|2.03|21.0|-6.92|1.67|1.0|0.0|99.2|0.0|1.0|5.0|-7.22|2.4|0.000214|0.0816|0.0824|1.97|0.0|599.88|337.37|337.37|461.73|-1335.571655|-0.15049|6.0847|0.03698465|-1335.6279869999998|8.17|25.0|7.6|7.6
7d_a10|0.0|0|0.0|1|7.535296702|1|1.34384996|-0.117302383|-0.00179944|5.4161004020000005|-0.017919404|2|-0.042667459|-0.0845736919999999|0.00870171|-0.071185424|10.929819300000002|-0.0325418129999999|1|0.008513576|-0.09209689|-0.089622042|-0.2018053139999999|0.531023495|0.809056885|0.0658971929999999|0.869684772|1|0.841052067|-0.059327943|-0.070901708|-37.61597161|5.567989142999999|12.32220006|0.158947933|-0.024733154|-19.95666068|-16.69900016|-13.12185056|37.04365163|2348.343588|-564.2395741|1597.531619|0.270414577|6.100927672|11.82615475|0.938419104|5174.981962|0.014078094|-243.607074|773.3701306|460.1866123|7.468948447000001|1.0|1.0|1.0|1.0|3.21|3.21|21.0|-7.83|3.04|1.0|0.0|100.04|0.0|1.0|2.0|-5.83|3.95|5.98e-05|0.0206|0.00654|3.62|0.0|574.87|319.09|212.18|417.68|-1129.003694|-0.1633099999999999|3.0178|0.02250617|-1129.0552810000002|3.4695|928.0|6.0325|6.0325
18_a47|0.0|1|0.0|0|6.605297921|0|1.414391819|-0.141396999|-0.004337918|4.59511985|-0.06345679|3|-0.026357805|-0.2342475789999999|0.0008454789999999|0.018164141|10.93838451|-0.016728205|1|0.0015586929999999|-0.056674151|-0.053119347|-0.322800033|0.646771311|0.792196273|-0.059779939|0.851462739|1|0.777824025|-0.078937385|-0.084415066|-52.88049505|9.234746417|70.55642796|0.222175975|-0.0303894239999999|-33.12615721|-30.97660579|-19.03697822|58.68383399|2800.3745940000003|-951.8489108|2184.962887|0.267251553|7.018342267|12.35791568|0.7608026529999999|6261.441874|0.017318402|-291.6032324|1299.011844|628.5247532999999|10.84884165|1.0|0.0|1.0|1.0|3.47|2.5|27.0|-10.36|2.63|2.0|0.0|119.78|0.0|0.0|4.0|-5.87|4.16|3.13e-06|0.00129|0.00176|4.13|0.0|652.12|293.65|290.58|487.81|-1353.979194|-0.17349|3.4464|0.04031146|-1354.037606|5.3433|3.0|8.6|8.6
12ag_a36|0.0|0|0.0|0|7.412764017000001|2|1.297044434|-0.042092217|-0.008085448|5.351858133|-0.084341564|2|0.063109409|-0.436614203|-0.002526241|0.0070889269999999|10.96052849|-0.050147748|1|-0.000673716|0.135431487|-0.217394466|-0.445549431|0.724208473|0.835013502|0.124298337|0.8910146309999999|0|0.7468300940000001|-0.082492792|-0.1081585809999999|-68.21579593|12.70005599|85.84609192|0.253169906|-0.038937089|-43.02381535|-32.81436052|-24.55768654|64.72839664|2773.9654530000003|-1227.884327|2305.164626|0.2411026289999999|7.849377942|15.13240062|0.927847116|5906.879919|0.019328689|-326.5740008|1617.984688|595.8790650000001|12.1906363|1.0|0.0|1.0|0.0|4.72|0.0|17.0|-6.86|2.4|1.0|0.0|123.71|0.0|1.0|5.0|-6.76|2.15|0.000129|0.0515|0.0278|2.78|0.0|658.68|334.04|318.79|507.72|-1331.9454449999998|-0.15227|5.4459|0.03415856|-1332.003616|7.5405|17.0|7.7696|7.7696
1m_a5|0.0|0|0.0|0|6.605297921|0|1.3047206409999998|-0.252787668|-0.002410445|4.59511985|-0.005518104|2|-0.07112464|-0.096417794|0.006422789|-0.10797859|10.94856032|-0.011848312|1|0.00520748|-0.118494698|0.07132816|-0.2274929269999999|0.691858366|0.7824502320000001|0.077347244|0.851987765|0|0.8823955520000001|-0.070959368|-0.071478865|-37.65438054|4.7571353730000006|154.6334216|0.117604448|-0.028977918|-19.83596661|-19.69180207|-15.26528941|42.13785007|2183.167528|-564.8157081|841.0375686000001|0.26152627|6.911100301|13.35855701|0.932913201|4584.808374|0.0172594319999999|-251.2513491|764.8419772000001|383.4128238|9.092103139|1.0|0.0|1.0|1.0|2.69|2.11|23.0|-8.63|2.4|1.0|0.0|95.5|0.0|1.0|3.0|-5.71|3.63|2.99e-05|0.00996|0.00607|3.69|0.0|553.42|281.89|265.61|423.2|-1410.783167|-0.1778|1939.0|0.03223201|-1410.833395|2.4582|43.0|7.3665|7.3665
15b_a10|0.0|0|0.0|1|7.535296702|1|1.3438370730000002|-0.197213588|-0.002413027|5.4161004020000005|0.024214591|2|-0.111812184|-0.149607679|0.011484257|-0.082365722|10.92966694|-0.058911857|1|0.011928706|-0.175869992|-0.27395395|-0.195505087|0.744213612|0.791078367|-0.058258414|0.83320417|1|0.921918974|-0.046334564|-0.07358373|-50.44100799|10.94939968|43.96642219|0.078081026|-0.024105015|-34.57687319|-21.77253505|-16.52377848|42.7113409|2716.468606|-958.3791518|2603.829652|0.329763626|6.6940006620000005|11.42472965|0.706711759|6105.426726|0.017637846|-233.3911134|1429.912176|766.4127559|12.09059037|0.0|1.0|1.0|1.0|3.61|3.89|21.0|-8.18|2.14|1.0|0.0|123.73|0.0|1.0|7.0|-6.34|3.66|4.46e-05|0.0185|0.00943|3.49|0.0|721.17|329.52|215.17|587.53|-1317.429772|-0.15579|4.7752|0.02977516|-1317.4913390000002|6.1384|85.0|7.0706|7.0706
12aq_a36|0.0|0|0.0|0|7.412764017000001|2|1.297043497|0.0332421529999999|-0.0116333169999999|5.351858133|-0.135770278|2|0.076517478|-0.674732412|-0.006653538|-0.1031859869999999|10.95447882|-0.028591187|1|-0.004569485|0.131910912|-0.090926893|-0.5356623070000001|0.892815402|0.839953955|-0.0606936879999999|0.89459881|0|0.681470612|-0.1093001919999999|-0.122078233|-81.56528598|14.29132551|86.6958382|0.318529388|-0.042953452|-54.49698711|-48.79273723|-28.69889692|87.31909781|2932.54604|-1549.740434|2906.024504|0.238023252|8.596645087999999|14.98931431|0.743623723|6296.75201|0.020701483|-350.0740123|2033.842158|689.2886595|13.83147784|0.0|0.0|1.0|0.0|4.83|0.0|17.0|-6.14|1.28|1.0|0.0|131.85|0.0|1.0|6.0|-7.79|1.15|0.000304|129.0|152.0|1.55|0.0|703.04|367.26|317.51|534.96|-1401.391057|-0.13908|6.7649|0.03228003|-1401.452487|8671.0|55.0|7.2596|7.2596
18c_a30|0.0|0|0.0|0|7.412764017000001|2|0.604986846|0.12157783|-0.0109670669999999|5.351858133|-0.118776867|2|0.011887112|-0.625122815|-0.003436924|0.0119521719999999|10.31163825|-0.0351777|1|-0.002215642|0.0211588229999999|0.006103754|-0.562807327|0.841060094|0.8303425640000001|0.034468997|0.885516463|0|0.717052026|-0.105618255|-0.1115683|-75.33411705|13.07260474|384.391404|0.282947974|-0.042101245|-50.86775696|-48.15493021|-28.4279687|84.38908035|3002.59061|-1506.682341|3094.729399|0.214007997|7.646050338999999|13.8741593|0.81455244|6685.737642|0.018410634|-386.2200097|1916.918155|713.7769663|12.43138832|1.0|0.0|1.0|0.0|4.85|0.0|17.0|-6.19|2.06|1.0|0.0|135.37|0.0|1.0|6.0|-7.05|1.91|9.68e-06|0.00427|0.0221|2.74|0.0|711.56|355.78|355.78|543.46|-1744.2261030000002|-0.14225|6.6462|0.04503016|-1744.28923|8.64|12.0|7.9208|7.9208
9a_a36|0.0|0|0.0|0|7.412764017000001|2|1.297044807|-0.109305298|-0.007853595|5.351858133|-0.046964839|2|0.095192109|-0.41624054|0.0034852859999999|-0.078488872|10.96066876|-0.06502499|1|0.00484375|0.160672128|-0.202876718|-0.398235589|0.839235677|0.7885597609999999|-0.019008343|0.842671963|0|0.826559623|-0.073689118|-0.10869601|-66.44342306|14.47407729|49.52042402|0.1734403769999999|-0.039929147|-40.61536816|-27.53468726|-24.40778806|59.5185754|2682.572663|-1195.981615|2167.77208|0.236165413|7.546661564|13.79893984|0.828482664|5693.562367|0.019513779|-322.5522826|1565.759963|578.2841135|11.92833382|1.0|0.0|1.0|0.0|4.69|0.0|17.0|-6.28|2.02|1.0|0.0|120.94|0.0|1.0|5.0|-6.74|1.95|0.000197|0.0753|0.0391|2.66|0.0|648.41|320.56|320.56|495.18|-1252.578886|-0.15925|5.7274|0.02701893|-1252.636005|7.4992|13.0|7.8861|7.8861
21_a34|0.0|0|0.0|1|8.002694162000001|2|1.425532331|0.026135784|-0.012535886|5.860786223|-0.091664226|1|-0.125881566|-0.7020096440000001|-0.001643445|-0.004734657|10.94874873|-0.009996155|1|0.00130996|-0.201539853|-0.407759867|-0.514364527|0.702772307|0.740092842|0.116926272|0.796991578|0|0.676390843|-0.09533089|-0.117789944|-79.03896823|22.9240533|168.9671187|0.323609157|-0.041572921|-53.03643341|-42.9239565|-27.89610644|86.89263143|3115.110331|-1422.701428|2429.6035|0.271739906|7.253455092999999|13.65523159|0.882583047|7048.305909000001|0.023973624|-306.332473|1953.562249|659.7484451|16.08669155|0.0|1.0|1.0|1.0|3.43|3.52|23.0|-7.68|1.72|1.0|1.0|122.59|0.0|1.0|4.0|-6.83|3.03|3.14e-05|0.0138|0.0085|3.02|0.0|698.17|401.11|288.26|530.93|-1483.057743|-0.13338|5.3432|0.03023936|-1483.12009|7.9399|3.36|5.4737|5.4737
46_a18|0.0|0|0.0|0|7.03438793|2|1.251088279|-0.001181461|-0.005378956|4.844187086|-0.018808538|1|-0.046124025|-0.3872848129999999|0.002300582|-0.0669031009999999|10.94680484|-0.052591109|0|0.003512954|-0.069691797|-0.224171123|-0.448177615|0.7100921609999999|0.729629263|-0.015124585|0.76616843|0|0.8265445990000001|-0.069742249|-0.076485888|-54.33831169|6.376289807000001|0.946462387|0.173455401|-0.029244604|-38.60388092|-35.20023815|-20.77641329|55.92367899|3052.94234|-1412.796104|1848.661552|0.217767252|8.980343774|16.47206875|0.8342358790000001|7150.333139|0.013181412|-401.0164861|1806.107079|1056.535856|9.36454702|0.0|0.0|1.0|1.0|4.27|0.0|18.0|-8.82|3.33|2.0|1.0|151.14|0.0|1.0|7.0|-6.14|2.93|2.08e-06|0.000999|0.00161|4.36|0.0|765.33|384.45|384.45|635.89|-1532.493789|-0.13224|2656.0|0.0239301|-1532.562476|3.2533|186.0|6.7305|6.7305
43_a18|0.0|0|0.0|0|7.03438793|2|1.251175234|0.032999679|-0.005099385|4.844187086|-0.01369899|1|-0.05314954|-0.397752066|0.002712865|0.031746165|10.94702053|-0.032429984|0|0.003801459|-0.079184068|-0.2093696189999999|-0.460675034|0.718255592|0.713379703|-0.023109314|0.7458234990000001|0|0.852344887|-0.070166168|-0.0822489459999999|-63.87648583|5.35147222|0.66443384|0.147655113|-0.0311212229999999|-49.60799696|-42.32033664|-24.16948112|59.84418608|3172.923606|-1788.541603|1579.614523|0.125626651|10.01438533|19.33108376|0.930331529|7428.282915000001|0.007193089|-581.4944803999999|2045.512486|1228.492038|5.5863235410000005|0.0|0.0|1.0|1.0|4.54|0.0|18.0|-9.6|3.7|3.0|1.0|160.76|0.0|1.0|9.0|-5.78|3.48|3.55e-07|0.00018|0.000554|5.1|0.0|843.1|384.65|384.65|702.4|-1611.126246|-0.13196|3.0482|0.02315412|-1611.198355|3.6943|625.0|6.2041|6.2041
13a_a30|0.0|0|0.0|0|7.412764017000001|2|0.604984129|0.113424769|-0.011002918|5.351858133|-0.118776867|2|-0.036541822|-0.627166322|-0.003436924|0.0317047379999999|10.31162842|-0.0351777|1|-0.002215642|-0.065043716|0.006103754|-0.5640209589999999|0.841060094|0.8303425640000001|0.019603815|0.885516463|0|0.6963945559999999|-0.109682335|-0.113507021|-76.60916637|12.53013554|381.9643801|0.303605444|-0.042832838|-51.70573895|-49.96348386|-28.90911938|86.55791128|3002.811441|-1532.183327|2520.165025|0.2001375339999999|8.066980235|15.1104742|0.873126469|6675.344631|0.017212819|-404.771677|1915.558478|713.7769663|11.6174288|1.0|0.0|1.0|0.0|4.76|0.0|17.0|-6.19|2.06|1.0|0.0|135.37|0.0|1.0|6.0|-7.05|1.91|9.68e-06|0.00427|0.0221|2.74|0.0|721.66|351.35|245.34|541.59|-1744.217986|-0.14953|0.7158|0.04590378|-1744.281248|1.4855|14.0|7.8665|7.8665
12t_a36|0.0|0|0.0|0|7.412764017000001|2|1.297042607|-0.058770337|-0.00673635|5.351858133|-0.034194893|2|0.035510516|-0.404180985|0.003676818|-0.030990165|10.95395385|-0.0288761339999999|1|0.0045625|0.059266516|-0.169994208|-0.436022708|0.902377067|0.829598864|-0.009662203|0.878510663|0|0.8337556420000001|-0.0735262|-0.100615514|-67.01551397|11.7409283|86.12920631|0.166244358|-0.035934112|-44.63604995|-32.61842026|-23.93411213|60.71345614|2771.211293|-1340.3102789999998|2320.375227|0.21683192|7.960344391|15.36435856|0.930112292|5936.009091|0.01547607|-377.2113003|1711.395437|729.1873176|10.30792105|1.0|0.0|1.0|0.0|4.94|0.0|17.0|-7.36|2.45|1.0|0.0|133.52|0.0|1.0|6.0|-6.33|2.4|2.48e-05|0.0102|0.0109|3.47|0.0|713.6|337.89|319.18|562.72|-1311.287803|-0.15088|5.9081|0.03230976|-1311.349439|7.9104|8.0|8.0969|8.0969
