molecula|SddssS|NaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|MATS2c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|MATS1i|MATS1c|GATS1are|BIC2|SIC2|GATS1pe|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA5|RNCS|RPSA|FNSA4|WNSA5|RPCS|FNSA1|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|FPSA1|GeomRadius|GRAV|PPSA1|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Molecular Mass|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|IC50|pIC50|pIC50
13_a12|0.0|0|0.0|0|0.0|0|1.508548782|0.202052156|0.0|-0.0619247109999999|2|0.037948718|-0.21832579|0.000830398|-0.083760082|10.96083169|0.021322992|0|0.002279068|-0.169387652|-0.595629719|0.845823047|0.6809340620000001|0.7300173240000001|0.804066411|0.90006391|-0.058167326|-0.092483398|0.122164874|0.008188151|-45.33566159|64.74666684|0.09993609|-0.034993718|-22.2236882|66.2289548|0.8829921740000001|-13.97756285|-17.15403411|32.52766981|0.466560112|441.2142447|-634.6992622|0.117007826|6.06407675|3647.657976|57.35761558|-375.4880089|718.8050825|327.9594923|1.0|0.0|0.0|1.0|18.0|-7.14|3.9|50.7|2.42|1.0|84.74|0.0|1.0|3.0|21.0|276.34|1.0|-4.2|5.520000000000001e-05|0.0152|6.3e-05|0.0174|0.0|7.26e-08|2.01e-05|-0.04445|4.5363|3.83|3.9329|-876.3661620999999|-876.3370809|532.86|867.79|315.25|0.6528|273.31|437.91|0.6622399999999999|0.64974|-876.209109|0.0155|-0.16458|1.3023|-0.20903|-876.258343|93.0|7.0315|7.0315
7_a47|0.0|0|0.0|0|0.0|0|1.304326965|0.00763426|0.0|-0.143650735|2|0.04030303|-0.128433676|-0.0091074509999999|-0.085507035|10.93671034|-0.0781924059999999|0|-0.00794321|-0.021071408|-0.46105149|0.6995252890000001|0.817389583|0.8755534909999999|0.671549194|0.8473227320000001|-0.081264417|-0.095957591|0.427432212|0.008915606|-54.113260200000006|103.5602725|0.152677268|-0.036250645|-30.51603217|0.0|0.816979353|-25.84337052|-20.44278719|50.85512286|0.405265781|477.8297898|-919.9254234|0.1830206469999999|6.485224033|5958.904826|103.2106353|-357.5076454|1126.008167|526.6144628999999|1.0|0.0|1.0|2.0|22.0|-9.45|6.52|58.04|3.69|2.0|111.28|0.0|1.0|4.0|28.0|393.84|0.0|-6.06|3.41e-07|0.000134|8.75e-07|0.000345|0.0|3.52e-10|1.3900000000000001e-07|-0.05297|3.7203|5.08|3.7203|-1647.996662|-1647.963177|604.84|1043.33|333.26|0.2144|333.26|455.81|0.69314|0.69314|-1647.7863539999998|0.2144|-0.1544|3406.0|-0.2073699999999999|-1647.841533|25.0|7.6|7.6
12b_a40|0.0|0|0.0|1|7.515889085|0|0.604989475|0.084915315|5.4161004020000005|-0.011794908|0|0.04020202|0.1744506639999999|0.00779293|0.107454819|10.31197236|-0.1537981269999999|2|0.004452418|0.023952313|-0.513870527|0.58925219|0.7137941109999999|0.7818091140000001|0.522580798|0.955647156|-0.065048707|-0.074921647|0.2160572999999999|0.010845303|-42.67442006|80.72126798|0.044352844|-0.0338355829999999|-24.3068084|48.17000329|0.856829717|-21.10373336|-19.27231874|43.22826564|0.494842289|544.3244990000001|-597.4418808999999|0.143170283|8.132984007000001|5933.385347|81.54797734|-406.4913617|697.2702616|370.3261123|0.0|1.0|1.0|0.0|20.0|-8.39|6.74|58.43|5.07|2.0|101.78|0.0|1.0|2.0|24.0|415.12|0.0|-7.11|1.95e-08|8.09e-06|7.82e-08|3.2500000000000004e-05|1.0|4.08e-09|1.7e-06|-0.08279|3407.0|6.27|3407.0|-3016.999329|-3016.9868100000003|576.38|960.94|363.91|306.0|363.91|490.5|0.69476|0.69476|-3016.927883|306.0|-0.14267|4.5528|-0.22546|-3016.980996|0.04|7.3979|7.3979
12h_a40|0.0|0|0.0|1|7.515889085|0|0.60499064|0.104392974|5.4161004020000005|-0.107711573|0|0.041915709|0.208938531|-0.000134504|0.189869851|10.31197256|-0.21893421|2|-0.002126898|0.127299624|-0.556229094|0.809398262|0.7769829840000001|0.845904643|0.6948809659999999|0.839481749|-0.0954337969999999|-0.091448888|0.006997021|0.0117142839999999|-48.34705035|208.6717565|0.160518251|-0.038796498|-25.56004046|59.68939644|0.844008584|-26.67382585|-20.51086984|56.64687411|0.4958138139999999|443.8158546|-676.8587047999999|0.155991416|7.989299324|5087.343024|82.46928995|-363.7398044|801.957134|350.9435025|1.0|1.0|1.0|1.0|20.0|-6.84|5.02|84.45|3.76|2.0|96.16|0.0|1.0|2.0|23.0|361.25|0.0|-5.58|5.58e-07|0.0002009999999999|2.61e-06|0.000942|0.0|1.44e-07|5.2e-05|-0.07512|4.1508|4.14|2.6436|-2153.207198|-2153.186757|548.82|910.77|469.0|0.3985|298.7|435.95|0.6503899999999999|0.7041|-2153.072091|0.3693|-0.1092|2.5573|-0.18432|-2153.123274|823.0|6.0846|6.0846
18_a10|0.0|0|0.0|1|7.78113851|2|1.243178376|-0.182332901|5.733341277|0.0307177839999999|2|0.035770975|-0.092424959|0.009941402|-0.052165302|10.92966688|-0.0280813039999999|1|0.010573165|-0.091730492|-0.220292492|0.7155022459999999|0.785539083|0.832812971|0.6886547670000001|0.885552955|-0.0575419659999999|-0.076052353|0.656664457|0.019095409|-48.27152552|40.99617452|0.114447045|-0.024889861|-30.63863373|123.3621791|0.641615544|-23.18149476|-15.79795381|48.64284759|0.4670293179999999|562.0732377|-868.8874593|0.358384456|7.204851347999999|6213.631543|227.471785|-179.7708584|1354.218219|713.2632062000001|0.0|1.0|1.0|0.0|21.0|-7.88|4.66|62.06|2.14|1.0|119.81|0.0|1.0|5.0|31.0|412.48|1.0|-4.77|3.34e-05|0.0138|1.7100000000000002e-05|0.00705|0.0|1.32e-08|5.44e-06|-0.0495699999999999|5.7687|2.65|3.7977|-1336.433782|-1336.404041|687.19|1181.5|326.47|0.2962|214.93|504.61|0.37729|0.6866300000000001|-1336.126835|0.1637|-0.15735|4.7596|-0.20692|-1336.185978|0.13|6.8861|6.8861
11_a47|0.0|0|0.0|0|0.0|0|1.381898438|0.035230036|0.0|-0.156077888|3|0.033931624|-0.0586047379999999|-0.007419345|0.081235787|10.93671007|0.046339015|0|-0.00580273|-0.038723054|-0.451384505|0.702719047|0.715054643|0.770028429|0.686454722|0.796863393|-0.08164597|-0.096486559|0.572646116|0.008462682|-59.10798423|119.4035378|0.203136607|-0.035945973|-36.20974614|1.882633323|0.816608795|-30.64032829|-22.02062158|55.20085753|0.4686568239999999|488.1611434|-1123.0517|0.183391205|5.966142027|6736.717611|112.34605729999998|-387.9111844|1375.2628029999998|670.2339441|1.0|0.0|1.0|2.0|28.0|-10.55|6.68|70.93|3.0|2.0|124.7|0.0|0.0|4.0|32.0|422.45|0.0|-6.03|5.110000000000001e-07|0.000216|9.32e-07|0.000394|0.0|2.81e-11|1.19e-08|-0.05094|3.7253|4.84|3.7253|-1396.184699|-1396.145101|654.49|1146.42|332.82|0.2321|332.82|549.52|0.6915399999999999|0.6915399999999999|-1395.922861|0.2321|-0.1546|2.9142|-0.20554|-1395.980918|0.04|7.4|7.4
1_a3|0.0|0|0.0|0|6.823286122000001|1|0.6195934120000001|0.079857077|4.727387819|-0.073036903|2|0.034166667|-0.004409693|-0.006610844|0.038572075|10.33805862|0.032569462|0|-0.005006707|0.05038525|-0.486774367|1.005427002|0.7905285390000001|0.8457792829999999|0.943582278|0.7762512779999999|-0.098872259|-0.0925710269999999|0.521474118|0.008036786|-42.54530997|289.8942564|0.2237487219999999|-0.034105115|-19.55367089|0.0|0.7920857179999999|-20.88467272|-15.67458788|49.13501083|0.4490711529999999|356.76228530000003|-595.6343396000001|0.207914282|4.984064981|4510.611026|95.55665364|-268.4830832|751.9821735|373.1494221|1.0|0.0|1.0|1.0|16.0|-5.77|1.85|77.1|1.52|0.0|91.52|0.0|2.0|2.0|22.0|306.38|0.0|-3.3|0.0008529999999999|261.0|0.000503|154.0|0.0|1.69e-06|0.000518|-53.0|5.8805|2.08|3.8645|-1273.316428|-1273.290432|496.09|845.2|320.83|0.1775|210.84|316.61|0.30619|0.68912|-1273.1763970000002|0.0096|-0.1658599999999999|2.2332|-0.21886|-1273.22339|724.0|6.1403|6.1403
5_a47|0.0|0|0.0|0|0.0|0|1.304329328|0.019688132|0.0|-0.188550227|2|0.037492877|0.003858593|-0.012670377|-0.002627182|10.9367109|0.045246333|0|-0.011237954|-0.019811664|-0.454659897|0.7063295709999999|0.795032176|0.861595935|0.675164258|0.807957755|-0.087763105|-0.1001981959999999|0.526509524|0.009936558|-52.90420509|104.9032216|0.192042245|-0.038537768|-27.93318665|0.0|0.781571204|-24.46654029|-20.34777119|51.58499074|0.4736061789999999|426.5981263000001|-793.5630764|0.218428796|5.861037845|5501.708422|115.3294396|-297.3367046|1015.343288|416.1194472|1.0|0.0|1.0|2.0|22.0|-8.68|5.96|58.04|3.26|2.0|101.51|0.0|1.0|3.0|26.0|365.79|0.0|-5.5|2.25e-06|0.000824|3.18e-06|0.00116|0.0|2.07e-09|7.590000000000001e-07|-0.05535|3.7083|4.37|3.7083|-1569.369195|-1569.333281|561.61|951.68|334.35|0.2108|334.35|401.16|0.69291|0.69291|-1569.20723|0.2108|-0.15419|2.9121|-0.20954|-1569.258939|0.02|7.7|7.7
14_a47|0.0|1|0.0|0|6.605297921|0|1.417758105|-0.126490693|4.59511985|-0.136491228|2|0.036632997|0.017068634|-0.008212621|-0.01670074|10.95058279|0.0295267039999999|1|-0.006335783|-0.020596219|-0.33240126|0.5975877820000001|0.777675668|0.8467634620000001|0.579833096|0.681598464|-0.093553938|-0.094132436|0.2662137639999999|0.020106089|-47.47362906|64.60629385|0.318401536|-0.034963476|-23.9422834|0.0|0.664709719|-23.79514424|-17.63306222|57.32194098|0.474828277|343.7492333|-617.1571777|0.335290281|6.909385453|4695.98899|169.0962983|-166.1354667|928.4611922|310.8026328|1.0|0.0|1.0|2.0|21.0|-7.79|4.88|66.49|2.49|0.0|86.58|0.0|1.0|3.0|24.0|323.3|1.0|-4.13|0.000108|0.0349|7.46e-05|0.0241|0.0|1.63e-08|5.27e-06|-0.06057|3.9671|2.64|3.9671|-1127.737484|-1127.700693|519.55|849.76|312.53|0.2452|312.53|375.43|0.68345|0.68345|-1127.610422|0.2452|-0.16377|2.2485|-0.22434|-1127.6593779999998|8.0|8.1|8.1
22_a4|0.0|0|0.0|1|7.535296702|1|1.399866564|-0.043165663|5.4161004020000005|-0.115883451|1|0.044357639|0.004808337|0.004765062|-0.2078428719999999|10.94586213|-0.023072107|1|0.004237768|0.021636871|-0.3877007|0.774689758|0.7797803109999999|0.8404413829999999|0.755510052|0.8612031509999999|-0.09491995|-0.089955967|0.242642229|0.010702353|-43.23011833|162.9809584|0.138796849|-0.036468635|-20.77508795|0.0|0.8444670409999999|-21.92150631|-17.52572365|50.75888571|0.4359219589999999|413.8681986|-648.451775|0.155532959|5.495481464|4074.564287|74.7444381|-331.080892|767.88287|338.71903330000004|1.0|0.0|1.0|1.0|17.0|-5.24|3.54|50.94|2.09|0.0|87.12|0.0|2.0|2.0|22.0|289.33|1.0|-3.98|0.000172|0.0497|0.000104|0.0301|0.0|5.77e-06|0.0016699999999999|-0.03046|4.468999999999999|3.38|4.0537|-934.2706743999998|-934.240411|519.39|860.77|305.85|0.1675|277.43|400.29|628.0|0.65771|-934.12356|0.1293|-0.16754|3.5548|-198.0|-934.171365|47.0|7.3279|7.3279
30_a47|0.0|0|0.0|1|6.842683282|0|1.304327883|-0.069449687|4.727387819|-0.184735553|2|0.038387534|0.013114301|-0.0098410169999999|-0.008774855|10.95005723|0.0467853809999999|1|-0.008325552|-0.035472095|-0.4370608039999999|0.6850994429999999|0.8485444809999999|0.913855507|0.651797437|0.67896733|-0.108232368|-0.107296835|0.384732322|0.022747897|-64.38108459|350.5257774|0.32103267|-0.0383202979999999|-38.63044093|76.90733636|0.679447569|-38.96726396|-22.9932445|78.59180109|0.4680850139999999|407.3992771|-965.7162688|0.320552431|6.886726437999999|5852.817155|192.3403721|-215.3470619|1421.325667|457.1122177|1.0|1.0|1.0|2.0|21.0|-7.24|3.93|98.72|1.78|1.0|104.25|0.0|1.0|5.0|28.0|396.81|0.0|-4.1|6.05e-05|24.0|7.94e-05|0.0315|0.0|5.74e-08|2.28e-05|-0.0564299999999999|3.7159|3.89|3.7159|-1696.12008|-1696.078047|615.85|1032.35|333.66|0.3566|333.66|478.04|0.6944899999999999|0.6944899999999999|-1695.931037|0.3566|-0.1517|2.7493|-0.20813|-1695.9887|13.0|7.9|7.9
11a_a31|0.0|1|0.0|0|7.773594467000001|1|0.610138462|-0.045290366|5.733341277|-0.259732443|0|0.044949495|-0.087576474|-0.022093578|-0.1217573119999999|10.31170041|-0.019865299|2|-0.017433557|-0.1068420919999999|-0.563537536|0.861302755|0.8433024170000001|0.910334509|0.819138461|0.486754956|-0.151872243|-0.161027639|0.271818874|0.041435152|-81.26889906|258.8577775|0.513245044|-0.056833284|-41.01552988|71.03772901|0.735254945|-38.68354874|-28.68314085|97.560141|0.451795285|245.6599349|-975.2267888|0.264745055|5.791411901|4940.657452|133.6139513|-237.4612264|1326.379096|302.14325319999995|0.0|1.0|0.0|2.0|16.0|-4.65|2.94|125.57|0.57|0.0|83.12|0.0|2.0|3.0|23.0|329.33|0.0|-3.79|1.5399999999999998e-05|0.00506|0.000161|0.0531|0.0|2.22e-05|0.00731|-0.05074|3.8042|3.97|3.8042|-1441.452616|-1441.411622|529.63|860.74|325.92|0.2797|325.92|407.76|0.69222|0.69222|-1441.327731|0.2797|-0.15515|6.4691|-0.20589|-1441.37897|0.19|6.7212|6.7212
9h_a24|0.0|1|0.0|1|7.153833802|0|1.428198245|-0.203768024|5.209486153|2.01e-05|2|0.023854167|0.078066659|0.013595277|-0.209618231|10.96661419|-0.002471577|2|0.012380829|-0.02551563|-0.207206943|0.687815726|0.78742035|0.859720539|0.656172477|0.883775278|-0.060337884|-0.0687348109999999|0.4016070679999999|0.018457687|-32.48899638|167.2085719|0.1162247219999999|-0.026280957|-15.35662744|1.773520599|0.572371258|-13.48059881|-12.42226332|37.24443236|0.477589721|417.7355164|-422.3569529|0.427628742|5.805547147|4170.098082|202.1279819|-68.41568372|737.9073405|295.8603625|1.0|0.0|1.0|1.0|22.0|-6.05|2.72|72.28|1.07|0.0|82.17|0.0|1.0|3.0|22.0|288.31|1.0|-3.24|0.00147|423.0|0.000575|166.0|0.0|8.95e-07|0.000258|-0.0435399999999999|5.1739|1.16|4.3437|-945.2642633|-945.2337612|506.68|831.92|285.43|0.3844|239.63|363.48|0.54606|0.61928|-945.153352|0.0073|-0.18239|5.6654|-0.22593|-945.200628|77.0|7.1135|7.1135
12f_a40|0.0|0|0.0|1|7.515889085|0|0.604990261|-0.03356339|5.4161004020000005|-0.015621373|0|0.040501792|0.070099257|0.008525796|0.108909202|10.31197207|-0.172869148|2|0.006841832|-0.033224348|-0.397377446|0.679527138|0.777316288|0.841769186|0.605644757|0.909993912|-0.067004323|-0.082198664|3.43e-05|0.021549915|-45.41519509|62.72992556|0.090006088|-0.032879466|-25.09213464|61.55859085|0.7314440520000001|-20.45387851|-18.16607804|48.92668311|0.490421149|502.7764322|-635.8127312999999|0.268555948|8.404802652999999|5326.217734000001|148.3785764|-255.7481174|869.2568204|384.1423925|1.0|1.0|0.0|0.0|20.0|-7.32|5.44|67.66|3.99|2.0|98.25|0.0|1.0|3.0|24.0|376.26|0.0|-5.99|2.66e-07|0.0001|1.02e-06|0.0003819999999999|0.0|4.81e-08|1.8100000000000003e-05|-0.07761|4.3313|4.77|2.8374|-2212.359379|-2212.348599|572.63|951.55|436.97|0.4348|286.25|487.85|0.6679999999999999|0.7029|-2212.222254|0.3858|-0.11765|3.2818|-0.19526|-2212.275094|0.38|6.4202|6.4202
13b_a50|0.0|0|0.0|2|7.934155233999999|2|1.267593379|-0.067327798|5.82008293|0.010464577|2|0.032833333|-0.0204949039999999|0.010435712|-0.042022102|10.94500743|-0.054716607|2|0.011379776|-0.173463805|-0.319215353|0.749187803|0.788327682|0.828965118|0.71935296|0.906164013|-0.051509874|-0.080785633|0.435064196|0.019899348|-57.74541064|104.0753113|0.093835987|-0.026928544|-41.27630533|150.45293569999998|0.700410304|-26.31826007|-19.24847021|51.04317051|0.4321103879999999|647.7242444|-1212.6536230000002|0.299589696|9.514897025|6639.077063000001|214.1461224|-286.5057775|1731.347493|900.2031356000001|1.0|1.0|1.0|0.0|20.0|-7.23|5.12|66.99|2.52|2.0|133.36|0.0|1.0|7.0|34.0|455.55|0.0|-5.1|9.65e-06|0.0044|7.92e-06|0.00361|0.0|5.87e-08|2.68e-05|-0.02606|4.2315|3.63|4.1161|-1470.401544|-1470.3699789999998|780.4|1339.39|301.22|0.1589|293.0|617.26|0.65332|0.63872|-1470.039226|0.1553|-0.1701599999999999|5.5271|-0.19622|1470.104535|1.83|5.7375|5.7375
14ae_a23|0.0|0|0.0|2|7.423568444|0|1.1979624290000002|-0.033049777|5.351858133|-0.029948314|2|0.042903564|0.026913008|0.008996289|-0.0174992419999999|10.31321689|0.0289586779999999|2|0.009675528|-0.143336826|-0.363230717|0.7763406840000001|0.7830067820000001|0.8356326820000001|0.7317531540000001|0.872362051|-0.065169397|-0.087074783|0.202342743|0.03467374|-62.38566188|111.4422142|0.127637949|-0.0269140239999999|-44.69687612|110.5716332|0.53040766|-33.45249142|-19.28284095|71.53368511|0.479058976|625.0131414|-1060.556252|0.46959234|8.123993885|7308.981869|336.444465|-43.57178809|1999.511567|770.8206617000001|0.0|1.0|1.0|1.0|26.0|-7.6|4.03|123.48|2.42|2.0|133.27|0.0|1.0|7.0|34.0|471.53|0.0|-5.08|1.6e-06|0.000753|8.22e-06|0.0038799999999999|0.0|2.49e-08|1.17e-05|-0.07122|3.6036|2.99|3.6036|-1858.967022|-1858.952529|751.57|1285.52|344.06|0.3205|344.06|627.57|0.58144|0.58144|-1858.675325|0.3205|-0.14537|7.0211|-0.21659|-1858.7404850000005|2.0|8.6038|8.6038
9_a1|0.0|1|0.0|0|6.86171134|0|1.432397289|0.020428974|4.727387819|-0.1075163359999999|1|0.037578348|-0.110185988|-0.00314411|-0.079063236|10.94877277|0.016589221|1|-0.0018191779999999|-0.044035724|-0.483335578|0.582499378|0.737794643|0.7964939409999999|0.572272366|0.755276458|-0.080888063|-0.085722429|0.166794384|0.011266799|-49.42275468|63.73880199|0.244723542|-0.031896718|-28.49439431|0.0|0.7816897429999999|-26.88743664|-18.38986221|53.13133578|0.452572261|435.4501351|-790.7640749|0.2183102569999999|7.61577077|5063.330971|125.865476|-324.81308110000003|1011.608611|472.9447227|1.0|1.0|1.0|1.0|23.0|-8.98|5.57|58.64|2.74|2.0|102.84|0.0|1.0|4.0|27.0|357.38|0.0|-4.79|2.07e-05|0.00739|1.62e-05|0.0057799999999999|0.0|1.04e-09|3.7100000000000003e-07|-0.07602|3343.0|5.6|3343.0|-1187.226314|-1187.193365|600.6|1007.04|370.88|0.5409|370.88|487.19|0.70296|0.70296|-1187.011122|0.5409|-0.13413|4.1623|-0.21015|-1187.065335|6.0|5.2218|5.2218
8d_a12|0.0|1|0.0|0|6.580639137|1|1.283835213|0.057525383|4.59511985|-0.048642535|2|0.038347953|0.0276482139999999|0.000925796|-0.065870394|10.94458983|-0.046326855|1|0.001575111|0.00930483|-0.484923957|0.8857286320000001|0.751098108|0.8078610759999999|0.8405406040000001|0.858710112|-0.077834742|-0.103548595|0.266886187|0.011348654|-57.57034769|90.34024296|0.141289888|-0.039118358|-32.00762818|0.0|0.8338637040000001|-24.05928792|-21.74879802|49.58366734|0.465113852|477.4206699|-978.6959108|0.166136296|6.93584319|5255.11762|92.36749461|-371.2392138|1173.6881050000002|503.2240425|1.0|1.0|1.0|2.0|21.0|-8.37|2.67|65.96|2.83|2.0|112.14|0.0|1.0|3.0|27.0|352.39|1.0|-4.61|2.64e-05|0.0093|2.43e-05|0.0085799999999999|0.0|4.23e-09|1.49e-06|-0.05488|4.2383|3.53|3.7397|-1138.296407|-1138.256361|600.2|1007.85|331.53|0.2871|292.53|433.32|0.6661|0.4997399999999999|-1138.086709|0.0853|-0.15306|2.1281|-0.20794|-1138.139635|25.0|7.6021|7.6021
17e_a50|0.0|0|0.0|2|7.934155233999999|2|1.320916122|-0.153175103|5.82008293|0.038322942|2|0.031870748|-0.011278897|0.012036705|-0.086639125|10.94500663|-0.114420412|2|0.012372059|-0.1949741189999999|-0.229030473|0.7596299459999999|0.7409645029999999|0.7791604190000001|0.736221185|0.930108205|-0.046347299|-0.073011385|0.4239465089999999|0.012865274|-50.7956915|10.68364489|0.069891795|-0.02665495|-35.33972521|86.98647608|0.803671114|-22.43349867|-18.5444588|41.19554236|0.489797496|647.0975667|-1168.300905|0.196328886|8.52101688|6301.28046|136.5904997|-422.5418889|1453.705234|904.3172644|0.0|1.0|1.0|0.0|20.0|-7.33|4.68|51.77|2.91|2.0|138.0|0.0|1.0|6.0|33.0|438.57|1.0|-5.18|1.34e-05|0.00589|6.58e-06|0.00288|0.0|4.63e-08|2.03e-05|-0.03156|4.2373|3.8|4.0298|-1375.295877|-1375.268259|757.34|1312.91|307.67|0.1809|292.6|602.89|0.6322800000000001|0.66478|-1374.927998|0.1785|-0.16649|6.7175|-0.19805|-1374.992422|155.0|6.8097|6.8097
4R4k_a46|0.0|0|0.173180233|1|7.825245291|1|1.134637098|-0.050636784|5.587248657999999|-0.088084767|1|0.0510113959999999|-0.104665424|0.006550513|-0.1149361969999999|10.94631314|-0.1032662209999999|1|0.006050983|0.008544799|-0.3860697829999999|0.78837943|0.7477594870000001|0.787615341|0.784722915|0.890625164|-0.089699228|-0.085931818|0.237621572|0.007883196|-45.72566346|173.3171354|0.109374836|-0.030434186|-24.33134018|0.0|0.866681099|-25.39807111|-16.19450581|51.92513282|0.465590034|473.9155694|-777.3362788|0.133318901|5.522208638|4711.736397|70.94107067|-390.2334878|896.9115391|519.5743695|1.0|0.0|1.0|1.0|17.0|-6.61|4.77|50.94|2.84|1.0|100.96|0.0|1.0|2.0|25.0|333.43|1.0|-4.83|1.5e-05|5.0|1.4800000000000002e-05|0.0049299999999999|0.0|2.48e-07|8.28e-05|-0.02045|5.2965|4.52|4.1392|-1053.439174|-1053.413412|565.94|994.13|299.53|0.2896|234.09|490.83|0.54119|0.68404|-1053.202129|0.1008|-0.17484|1.8559|-0.19529|-1053.254911|97.0|7.0132|7.0132
14_a1|0.0|1|0.0|0|7.423568444|1|1.430935835|0.043282217|5.351858133|-0.175408303|1|0.035620155|0.1008839219999999|-0.011639964|-0.029658865|10.94959842|-0.0492229479999999|1|-0.008385698|-0.020716495|-0.567791164|0.838928085|0.7462411859999999|0.805877431|0.795744863|0.593170871|-0.12658238|-0.122581374|0.206941175|0.033047776|-72.59355177|161.1772893|0.406829129|-0.046308519|-42.99041175|104.2594419|0.753357398|-44.39360096|-27.42423067|94.53410059|0.47517581|351.2799603|-1234.09038|0.246642602|7.46120838|5748.712211|146.0634832|-300.0800645|1638.120743|513.4628663999999|1.0|1.0|1.0|2.0|23.0|-7.69|3.63|103.12|1.54|1.0|106.85|0.0|1.0|4.0|29.0|384.39|0.0|-4.25|3.03e-05|0.0116|5.660000000000001e-05|0.0218|0.0|2.03e-08|7.81e-06|-0.05962|3.8344|4.57|3.3061|-1292.588129|-1292.55322|621.08|1049.56|375.01|0.4442|323.35|464.08|0.6572600000000001|0.69894|-1292.359534|0.3497|-0.1336|4.1207|-0.19322|-1292.415211|94.0|7.0269|7.0269
35_a18|0.0|0|0.0|0|7.03438793|2|1.251175948|0.068150325|4.844187086|-0.020425504|1|0.03531746|-0.069149293|-7.44e-05|0.027469086|10.94702087|-0.0098863069999999|0|0.00113101|-0.078001173|-0.5009599889999999|0.737701788|0.737094825|0.774007861|0.7277482059999999|0.800765945|-0.081822342|-0.084219749|0.3888901179999999|0.008853796|-62.06945887|118.7214377|0.199234055|-0.033440195|-45.74482543|74.92670772|0.874573807|-44.44264921|-24.64522632|66.82777970000001|0.465531336|590.1597827|-1675.875389|0.125426193|9.184536969|6995.248058|92.43836482|-552.1173777|1916.219506|1056.535856|1.0|0.0|1.0|3.0|18.0|-9.55|3.35|85.29|3.33|3.0|151.05|0.0|1.0|8.0|36.0|480.6|0.0|-5.53|8.629999999999999e-07|0.000415|2.96e-06|0.0014199999999999|0.0|2.81e-10|1.35e-07|-0.04879|3.2146|8.09|3.2146|-1533.002975|-1532.976969|796.47|1400.62|385.69|0.4981|385.69|657.07|0.69279|0.69279|-1532.557542|0.4981|-132.0|2.0432|-0.18079|-1532.627182|24.0|7.6198|7.6198
12ar_a36|0.0|1|0.0|0|7.412764017000001|2|1.297042582|-0.064363806|5.351858133|0.000258844|2|0.040839506|0.083451772|0.000939229|-0.1073795209999999|10.95407427|-0.036002609|1|0.002112069|-0.096853381|-0.4194638229999999|0.86559137|0.8371588959999999|0.89459881|0.8196353679999999|0.8365428659999999|-0.080760277|-0.098732471|0.317338373|0.022389124|-66.9989409|86.85924228|0.163457134|-0.0347392029999999|-45.46486105|0.0|0.705591187|-37.18892821|-23.57370143|69.99622854|0.4743067589999999|567.6702443|-1272.979877|0.294408813|8.770514183|6155.432771|199.7830951|-279.0245523|1804.132337|708.5476357999999|1.0|0.0|1.0|2.0|17.0|-7.05|1.95|92.99|1.59|1.0|133.27|0.0|1.0|6.0|32.0|420.47|0.0|-3.91|0.0001199999999999|0.0503|0.000122|0.0515|0.0|8.95e-08|3.76e-05|-0.0566|5225.0|3.23|3.8489|-1364.511244|-1364.467971|717.19|1211.1|322.13|0.5586|237.29|580.53|0.41433|0.67174|-1364.235126|0.2372|-0.15631|6.4688|-0.21291|-1364.2977050000002|25.0|7.6021|7.6021
