molecula|MATS1c|Brenk|molar_refractivity|FPSA1|SaaNH|Log S (Ali)|RASA|Log S (SILICOS-IT)|BBB|CYP1A2 inhibitor|MATS2c|PAINS|MATS8i|WNSA3|log P|AATSC1pe|Total Energy (water) (Hartree)|GRAVp|pIC50
13_a1|-0.485427571|0.0|104.88|0.291737016|3.409865599|-4.29|0.6794604670000001|-7.94|0.0|1.0|-0.046530797|0.0|-0.0594321759999999|-37.76773325|3.17|-0.005924486|-1238.395767|2555.623166|6.585
16_a20|-0.458484451|0.0|121.69|0.219891897|3.485659565|-6.06|0.915005572|-10.52|0.0|1.0|-0.014660441|0.0|-0.061975089|-28.6288015|4.45|0.001157852|-1275.900951|2722.728332|7.585
1a_a18 (SB-431542)|-0.567791164|0.0|106.85|0.2468003389999999|3.3674017380000003|-4.52|0.5940412860000001|-7.69|0.0|1.0|0.043282217|0.0|-0.029658865|-44.47680367|4.57|-0.008385698|-1292.588031|2678.82389|6.9031
4_a47|-0.462831711|0.0|106.52|0.193395607|0.0|-5.92|0.874200878|-8.79|0.0|1.0|0.004633887|0.0|0.0687047279999999|-23.10213311|4.44|-0.006506051|-1509.453558|2306.463316|7.5
7b_a10|-0.1874708719999999|1.0|105.44|0.218954161|0.0|-5.28|0.92441666|-6.99|1.0|1.0|-0.170920618|0.0|-0.01808249|-15.96741933|3.44|0.010068964|-1450.09312|2290.380138|4.7033
12aq_a36|-0.5356623070000001|0.0|131.85|0.238023252|3.427017327|-3.52|0.681470612|-6.14|0.0|0.0|0.0332421529999999|0.0|-0.1031859869999999|-48.79273723|3.88|-0.004569485|-1401.669694|2932.54604|7.2596
8e_a12|-0.448676455|0.0|117.04|0.2887421289999999|0.0|-4.37|0.939627917|-7.93|1.0|1.0|0.050021617|0.0|-0.087658302|-17.05887601|3.45|0.005744805|-1177.619013|2548.979738|6.2306
3b_a32|-0.536470812|0.0|88.24|0.2358716619999999|3.3653429710000005|-5.73|0.8407393809999999|-6.5|0.0|1.0|0.046791596|0.0|-0.1113575119999999|-17.58323784|2.45|0.00020567|-1594.121087|2092.213643|8.2366
15c_a10|-0.1742732839999999|0.0|141.96|0.471771585|0.0|-3.85|0.904458517|-7.79|1.0|0.0|-0.236118846|0.0|-0.1036030219999999|-22.60962187|2.2|0.012271987|-1450.241475|3012.018586|7.0
14s_a23|-0.457212212|1.0|125.29|0.2251838339999999|0.0|-6.13|0.92763624|-7.99|0.0|0.0|0.020458621|0.0|-0.044305947|-22.64965286|4.1|0.009263715|-2089.521231|2954.0751370000003|8.5482
14c_a23|-0.4589840189999999|1.0|125.29|0.2165924689999999|0.0|-6.13|0.922935039|-7.99|0.0|0.0|0.06596946|0.0|-0.047853455|-25.07982076|4.1|0.009263715|-2089.523959|2955.304496|8.6253
12ap_a36|-0.436880644|0.0|128.47|0.262148114|3.4417292610000003|-3.99|0.830587483|-6.66|0.0|0.0|-0.06398791|0.0|-0.105824575|-35.56900768|2.98|0.001194592|-1325.199863|2843.18721|7.4949
8m_a46|-0.380393836|0.0|96.16|0.114510313|0.0|-4.48|0.876210355|-6.46|1.0|1.0|-0.044830187|0.0|-0.120972269|-25.62105988|4.12|0.005865049|-1014.126693|2045.330306|6.6402
18d_a25|-0.292727912|1.0|143.37|0.24206301|0.0|-6.26|0.937813705|-10.23|0.0|1.0|-0.0881447869999999|0.0|-0.070413428|-34.85786147|4.56|0.0062422|-1806.848384|3113.122552|6.6345
1_a1 (SKF-104365)|-0.505981356|0.0|81.72|0.290255081|0.0|-3.8|0.8131557509999999|-6.0|1.0|1.0|0.011230812|0.0|-0.10236005|-14.547040099999998|3.45|0.002250781|-1279.084677|1997.193006|5.7959
4c_a49|-0.412652341|0.0|120.43|0.275946172|0.0|-3.5|0.76159824|-7.97|0.0|1.0|-0.048954892|0.0|-0.102999091|-36.42732137|3.04|0.00202792|-1332.647233|2719.702873|6.5935
12aw_a36|-0.4191703539999999|0.0|123.67|0.250947713|3.28940051|-3.99|0.706174871|-7.12|1.0|0.0|-0.135690414|0.0|-0.1066959869999999|-36.36860892|3.66|-0.004358975|-1431.404673|2901.451841|8.0458
21_a4|-0.228430899|0.0|91.59|0.276832377|0.0|-3.88|0.932146735|-5.94|1.0|1.0|-0.164057585|0.0|-0.2897937889999999|-14.70482428|3.31|0.012094249|-973.5683008|2045.488184|6.9172
19h_a38|-0.420225236|0.0|125.69|0.24620669|3.2723542610000003|-4.14|0.7746288020000001|-6.86|0.0|1.0|-0.088176988|0.0|-0.043452674|-28.533396600000003|3.41|-0.000673716|-1332.187847|2774.611523|8.0348
12_a4|-0.220286906|0.0|113.02|0.282227427|0.0|-4.18|0.805238097|-7.84|0.0|1.0|-0.1494133309999999|0.0|-0.093414896|-24.74343259|6.12|0.009024784|-1617.861623|2927.48584|5.032
17c_a50|-0.2256811219999999|0.0|134.28|0.430249571|0.0|-3.8|0.89719894|-6.79|1.0|0.0|-0.212075666|0.0|-0.144763835|-24.567468100000003|2.74|0.012222674|-1411.187392|2951.495914|7.1612
12ao_a36|-0.435820128|0.0|133.84|0.217901822|3.477902101|-4.58|0.832582759|-7.01|1.0|0.0|-0.058597382|0.0|-0.113963585|-34.08795068|3.83|0.003724542|-1310.361099|2794.663089|7.5229
17e_a50|-0.229030473|0.0|138.0|0.196328886|0.0|-4.87|0.930108205|-7.33|1.0|0.0|-0.153175103|0.0|-0.086639125|-22.43349867|3.8|0.012372059|-1375.295877|2883.936138|6.8097
47r_a18|-0.360670551|1.0|145.82|0.311925149|0.0|-6.65|0.769578222|-7.46|0.0|0.0|0.029358241|0.0|-0.02952923|-46.92606587|9.2|-0.0001597829999999|-1964.841529|3389.050097|6.6364
12s_a36|-0.434472457|0.0|128.72|0.245801617|3.486136149|-4.16|0.8303378090000001|-6.97|1.0|0.0|-0.057853364|0.0|0.0056370119999999|-30.06529118|3.48|0.003962098|-1272.270833|2710.355028|8.0458
32_a47|-0.2749014|0.0|125.17|0.35883878|0.0|-4.81|0.851627782|-8.82|0.0|1.0|-0.1746026239999999|0.0|-0.026022099|-29.9621436|2.97|0.002350172|-1778.127634|2808.210157|7.0
14k_a23|-0.463402169|1.0|125.29|0.216437606|0.0|-6.13|0.922397728|-7.99|0.0|0.0|0.070940371|0.0|-0.055500851|-24.9092952|4.1|0.009263715|-2089.524497|2955.4566170000003|8.4123
8a_a32|-0.591393096|0.0|110.69|0.250915471|3.217128449|-6.82|0.814553726|-7.65|0.0|1.0|-0.0755556459999999|0.0|-0.020716518|-32.82934751|4.98|-0.001662219|-1880.767206|2574.085885|7.3468
12e_a40|-0.520457262|0.0|95.8|0.209181178|0.0|-6.53|0.7798787840000001|-6.04|0.0|1.0|0.061944605|0.0|0.130516751|-38.96782748|4.66|-0.014780739|-2248.276958|2391.0322170000004|5.9318
17a_a10|-0.275154041|0.0|142.16|0.4352739579999999|0.0|-3.68|0.8538249840000001|-7.32|1.0|0.0|-0.218519541|0.0|-0.093735748|-27.70403316|3.95|0.01029375|-1524.557372|3154.628148|7.3098
35_a18|-0.5009599889999999|1.0|151.05|0.125426193|0.0|-6.06|0.800765945|-9.55|0.0|1.0|0.068150325|0.0|0.027469086|-44.44264921|8.09|0.00113101|-1533.002975|3038.429834|7.6198
19c_a38|-0.434836855|0.0|130.41|0.281292809|3.332128134|-4.35|0.7591916240000001|-6.92|0.0|0.0|-0.085545751|0.0|-0.0725602509999999|-36.38913762|3.23|-0.002443797|-1424.42734|2967.98627|8.0348
23_a10|-0.233801237|0.0|139.11|0.238800348|0.0|-5.38|0.915208645|-9.84|0.0|1.0|-0.12979844|0.0|-0.000458688|-24.91121732|3.9|0.010662507|-1470.1960279999998|3103.831885|6.1249
8_a4|-0.150276481|0.0|100.13|0.273845898|0.0|-4.35|0.925132446|-7.78|1.0|1.0|-0.208165266|0.0|-0.011835327|-14.42275611|3.29|0.009595591|-1450.239105|2297.5526170000003|7.2676
12f_a31|-0.551471017|0.0|117.78|0.313117045|3.4780522210000004|-5.98|0.700992225|-8.02|0.0|1.0|0.034876922|0.0|-0.0944165219999999|-47.54067074|5.39|0.000889251|-1696.785527|2710.311963|6.8861
4_a4|-0.157959343|0.0|100.08|0.2062820269999999|0.0|-4.12|0.933276024|-7.57|1.0|1.0|-0.183963421|0.0|-0.110597574|-13.21145879|3.24|0.0112367389999999|-1029.960398|2221.6122010000004|7.1079
2_a20 (SB-505124)|-0.520284161|0.0|97.55|0.1680806939999999|3.485765306|-5.24|0.7694360659999999|-7.22|1.0|1.0|-0.006955944|0.0|-0.177905025|-25.30121848|4.57|0.003789399|-1089.371784|2195.369524|6.7721
47t_a18|-0.600890268|1.0|129.21|0.195468477|0.0|-5.58|0.67203319|-7.51|0.0|0.0|0.1115820769999999|0.0|-0.011641394|-53.39751484|9.4|-0.004985656|-1470.873743|2872.533415|6.1068
8c_a32|-0.578242111|0.0|110.47|0.399315117|3.46252244|-5.82|0.801747512|-7.65|0.0|1.0|0.080016722|0.0|-0.026048985|-28.09723623|4.28|-0.001662219|-1880.764533|2571.62241|7.4318
IN1166_a11|-0.462344944|0.0|123.82|0.305697179|3.433539068|-5.11|0.863273559|-10.18|0.0|1.0|-0.089778965|0.0|0.0266218529999999|-35.26269962|3.36|-0.001446486|-1347.298558|2865.055175|7.9318
14ab_a23|-0.449699921|1.0|130.22|0.202162933|0.0|-6.23|0.92422233|-8.16|0.0|0.0|0.065530542|0.0|0.010803172|-24.37891748|4.1|0.012103325|-1708.563399|2941.47118|8.4012
5e_a40|-0.391074665|1.0|79.16|0.177640532|0.0|-4.78|0.864422751|-4.65|1.0|1.0|-0.091305805|0.0|0.158430496|-17.38723451|4.99|0.008306061|-1637.197299|1986.384601|7.6021
4h_a46|-0.516344924|0.0|142.08|0.194493895|0.0|-6.53|0.767244275|-9.2|0.0|0.0|0.128214845|0.0|-0.021951549|-51.19164773|8.5|0.003087227|-1923.926093|3472.1185880000003|6.6402
12a_a30|-0.454270252|0.0|127.28|0.194809798|0.0|-5.28|0.836214716|-6.64|0.0|0.0|0.033691224|0.0|0.009586623|-29.59731695|3.82|0.005458948|-1575.7783980000002|2722.217443|7.9469
14w_a23|-0.427696371|1.0|120.2|0.256548212|0.0|-5.68|0.7880718659999999|-7.93|0.0|0.0|0.013971812|0.0|-0.042151195|-30.92760432|3.97|0.003906274|-1828.385903|3071.908367|8.6737
9g_a24|-0.079421802|0.0|87.53|0.518073552|2.931798469|-2.49|0.8671367529999999|-6.43|1.0|0.0|-0.318471716|0.0|0.070915465|-15.87288497|0.75|0.013119312|-984.5891383|2123.257348|7.1675
20b_a10|-0.450145946|0.0|129.73|0.238378673|0.0|-5.22|0.75259177|-8.93|0.0|1.0|0.048567614|0.0|-0.042013549|-38.78052212|4.88|0.002637529|-1465.62724|3085.433676|5.9586
12s_a30|-0.446807335|0.0|127.19|0.209518167|0.0|-5.49|0.706713791|-7.16|0.0|0.0|-0.00019297|0.0|-0.035768573|-38.04400919|4.32|-0.001131023|-1774.236634|2977.11642|8.129
11_a33|-0.393892466|0.0|89.77|0.447121614|3.221176304|-5.48|0.857287241|-6.23|0.0|1.0|-0.151505631|0.0|0.143981643|-16.71585694|1.93|-0.00103193|-1669.324638|2220.315582|8.3188
4S4k_a46|-0.3860697829999999|0.0|100.96|0.132090036|0.0|-4.82|0.891734458|-6.61|1.0|1.0|-0.050636784|0.0|-0.1149361969999999|-25.17446332|4.52|0.006050983|-1053.441953|2105.538282|6.7055
12ad_a36|-0.478461478|0.0|135.03|0.343592539|3.428443248|-4.18|0.760267769|-6.62|0.0|0.0|-0.040810025|0.0|-0.0072527669999999|-41.30726219|4.5|0.000906224|-1460.8311199999998|3041.082692|7.7696
12_a3|-0.604704476|0.0|90.49|0.169581355|0.0|-5.68|0.829399708|-6.89|0.0|1.0|0.167987916|0.0|-0.045382017|-20.92463497|2.94|-0.0045709459999999|-1272.152002|2056.502939|5.45
10_a1|-0.623957903|0.0|99.61|0.165903744|3.261363142|-4.98|0.669963758|-8.02|0.0|1.0|0.0883621719999999|0.0|-0.020225596|-37.31383317|5.81|-0.0106277489999999|-1223.159954|2432.447088|5.8239
16c_a32|-0.697601261|0.0|107.14|0.3153632939999999|3.329674745|-6.04|0.773043206|-6.99|0.0|1.0|0.191088217|0.0|-0.031087095|-31.62645048|4.12|-0.00369116|-1916.6792|2649.168528|8.3468
14ad_a23|-0.376350719|1.0|133.27|0.424119041|0.0|-5.8|0.887131635|-7.6|0.0|0.0|-0.1101542319999999|0.0|-0.05348283|-30.226481300000003|2.99|0.009675528|-1858.957788|3209.330728|8.3595
8b_a32|-0.577864293|0.0|110.47|0.330850796|3.419952523|-5.83|0.788218098|-7.65|0.0|1.0|0.113639567|0.0|-0.024375676|-33.50038167|4.22|-0.001662219|-1880.77142|2573.703546|7.9208
25c_a34|-0.5404076879999999|0.0|116.0|0.4625715629999999|0.0|-2.81|0.683231623|-5.71|0.0|0.0|0.024837617|0.0|-0.056443595|-39.37521522|4.32|0.001433865|-1426.704645|2884.104654|5.7496
12k_a30|-0.4186541|0.0|133.77|0.291863802|0.0|-5.44|0.815083558|-6.74|0.0|0.0|-0.001755273|0.0|0.067265077|-34.68429919|3.58|0.0053380919999999|-1690.302721|2920.279667|7.6144
47f_a18|-0.4138670829999999|2.0|164.47|0.273449343|0.0|-6.11|0.838156881|-9.22|0.0|0.0|-0.005500039|1.0|0.033759227|-46.00060733|8.13|0.00531392|-1743.375413|3367.7324700000004|8.0458
13m_a6|-0.568024162|0.0|127.2|0.263701|3.415695704|-4.64|0.715612461|-9.67|0.0|1.0|0.031719435|0.0|0.054340057|-48.09294654|4.27|-0.00687003|-1423.762467|2951.567781|8.0
14t_a23|-0.4515027279999999|1.0|125.25|0.2000541589999999|0.0|-5.85|0.920956836|-7.78|0.0|0.0|0.04919958|0.0|-0.041339801|-23.52629623|3.79|0.01180744|-1669.240512|2878.4071670000003|8.3979
4d_a46|-0.240143042|1.0|101.75|0.186572035|0.0|-4.93|0.936057958|-7.41|1.0|1.0|-0.1397563859999999|0.0|-0.111025108|-16.99546444|4.18|0.010756749|-1453.840712|2181.291783|6.2865
14ac_a23|-0.562985112|1.0|130.29|0.192217908|0.0|-7.31|0.931143634|-9.03|0.0|0.0|0.0763230759999999|0.0|0.0518788009999999|-50.3831402|4.93|-0.004445662|-2304.001319|3695.344378|8.3851
47s_a18|-0.46304239|1.0|149.34|0.179529145|0.0|-5.95|0.84543779|-9.42|1.0|0.0|0.026229332|0.0|0.0134295589999999|-40.26287221|8.41|0.003686393|-1534.196027|2992.734821|6.2104
1_a3|-0.486774367|0.0|91.52|0.207914282|0.0|-3.07|0.7762512779999999|-5.77|0.0|0.0|0.079857077|0.0|0.038572075|-20.88467272|2.08|-0.005006707|-1273.316428|2012.9704|6.1403
14v_a23|-0.650246427|1.0|126.97|0.211671341|0.0|-6.89|0.916605275|-7.95|0.0|0.0|0.135774541|0.0|0.017156562|-29.37629463|5.17|-0.0004039459999999|-2042.182282|3399.4261450000004|8.4001
3l_a32|-0.524711546|0.0|110.16|0.211763281|3.672194822|-7.6|0.8855584879999999|-7.5|0.0|1.0|-0.003342759|0.0|-0.09393062|-23.43792428|4.21|0.002942329|-1789.475625|2453.759435|7.9208
1g_a5|-0.242737126|0.0|96.98|0.38606657|2.942391606|-4.03|0.8659209659999999|-8.14|1.0|1.0|-0.203595168|0.0|-0.132678208|-20.16505667|2.61|0.006957291|-1065.846194|2243.103668|6.9393
7_a4|-0.174410426|0.0|95.07|0.282008333|0.0|-3.81|0.825830607|-7.46|1.0|1.0|-0.237954652|0.0|-0.125778587|-16.47508541|2.91|0.008242591|-1089.870249|2286.169166|6.821
6_a1|-0.353456514|0.0|86.31|0.423240564|0.0|-3.12|0.8782596159999999|-6.02|1.0|1.0|-0.092471477|0.0|-0.00983397|-13.35477777|2.81|0.006851583|-935.5024827|1956.144556|5.2924
12c_a31|-0.54466023|0.0|108.16|0.3182913|3.387641566|-5.23|0.665463503|-7.24|0.0|1.0|0.046986783|0.0|-0.094991098|-42.14855504|4.6|-0.000813398|-1618.1530810000002|2592.4503010000003|6.4202
15_a15|-0.3597407929999999|0.0|138.24|0.297455822|0.0|-6.32|0.8972060479999999|-8.9|0.0|0.0|-0.132759299|0.0|0.000676845|-27.31834743|5.04|0.003766915|-1450.7538470000002|3027.719888|6.9626
4c_a46|-0.421467037|0.0|115.03|0.159246215|0.0|-5.55|0.890777395|-7.62|1.0|0.0|-0.068543882|0.0|-0.051150771|-25.41708422|6.38|0.010040825|-1245.4159619999998|2455.604167|5.6972
12t_a30|-0.464720444|0.0|127.19|0.254294117|0.0|-5.49|0.696413582|-7.16|0.0|0.0|0.073057637|0.0|-0.0682882559999999|-38.30686627|4.32|-0.001131023|-1774.2421780000002|2976.648597|8.0496
19_a31|-0.615878515|0.0|97.25|0.223788196|3.2411335510000003|-4.67|0.7312647940000001|-7.39|0.0|1.0|0.062492295|0.0|-0.040386271|-31.1960848|5.24|-0.0038998559999999|-1489.532192|2265.6917350000003|5.7447
12l_a36|-0.428857427|0.0|128.47|0.262041641|3.426092687|-4.57|0.84381923|-6.66|0.0|0.0|-0.0944961519999999|0.0|-0.05158636|-33.88151556|2.98|0.001194592|-1325.194654|2843.514589|7.699
2_a4|-0.3881618|0.0|79.59|0.156892292|0.0|-2.18|0.742518847|-4.83|1.0|0.0|-0.072708147|0.0|0.090707854|-20.83662681|2.46|-0.0016168089999999|-819.9326497000001|1623.668791|7.5086
1i_a5|-0.403861432|0.0|95.49|0.240540403|2.843224727|-4.79|0.8876055620000001|-8.88|0.0|1.0|-0.145964178|0.0|-0.174016111|-28.32266298|3.58|-0.000700145|-1288.356212|2482.831286|7.6198
13_a4|-0.143303992|0.0|90.06|0.137460473|0.0|-4.09|0.970027005|-6.2|1.0|1.0|-0.210975191|0.0|-0.14818661|-11.99053523|3.87|0.012019888|-898.3562912999998|1910.137758|5.3979
5b_a40|-0.389789991|1.0|84.17|0.1709818139999999|0.0|-5.43|0.881264402|-5.25|0.0|1.0|-0.067567502|0.0|0.179058252|-19.38687321|5.62|0.006372485|-2096.782087|2126.9310920000003|7.1938
14c_a22|-0.364626967|0.0|128.77|0.33831271|0.0|-4.86|0.866576459|-9.28|0.0|0.0|-0.134137693|0.0|-0.023927419|-34.9718749|4.79|0.004362505|-1460.602657|3079.4894480000003|6.8153
7h_a8|-0.382578949|0.0|101.89|0.107169655|2.99743835|-5.68|0.771011027|-8.46|0.0|1.0|-0.118981425|0.0|-0.0873792009999999|-30.96107949|6.81|0.00084936|-1285.182226|2534.324886|4.9788
15b_a10|-0.195505087|0.0|123.73|0.329763626|0.0|-4.35|0.921918974|-8.18|1.0|0.0|-0.197213588|0.0|-0.082365722|-21.77253505|2.74|0.011928706|-1317.766641|2716.468606|7.0706
12_a1|-0.487073772|0.0|103.47|0.275333347|3.3894574360000003|-4.98|0.765121385|-8.2|0.0|1.0|-0.0455890429999999|0.0|-0.0811332759999999|-32.50125347|3.67|-0.001416381|-1216.12881|2592.245875|5.5302
9_a27|-0.541535578|0.0|97.46|0.210719846|2.627701427|-4.06|0.7988644709999999|-7.06|1.0|1.0|0.164227115|0.0|-0.051160217|-20.80651808|4.67|0.00651856|-1083.143348|2256.4955670000004|8.699
8_a27|-0.535352745|0.0|87.68|0.248298166|2.599100867|-3.23|0.776384028|-6.28|1.0|1.0|0.188762686|0.0|0.093450172|-17.86879446|3.96|0.004801929|-1004.515654|2132.9321670000004|8.2218
20_a31|-0.594513619|0.0|110.47|0.289292958|3.3852303|-5.91|0.7954270659999999|-7.65|0.0|1.0|0.0469387759999999|0.0|-0.020082435|-33.71260536|4.78|-0.001662219|-1880.768349|2576.1287230000003|8.0862
19l_a38|-0.4224000739999999|0.0|135.78|0.262589769|3.280796643|-4.94|0.799611189|-7.28|0.0|1.0|-0.086107169|0.0|-0.02967593|-33.45088372|4.08|0.000347207|-1409.5865199999998|2921.048554|7.8633
26_a47|-0.5899218279999999|0.0|104.8|0.282360823|0.0|-4.86|0.7104381999999999|-7.22|0.0|1.0|0.11828578|0.0|-0.046771537|-33.13315474|4.37|-0.008325552|-1696.096597|2625.572598|7.9
16_a31|-0.60894688|0.0|80.57|0.26919564|3.096824452|-4.36|0.546450126|-4.94|0.0|1.0|0.152128735|0.0|-0.00795845|-31.54036284|1.7|-0.0125582419999999|-1308.242314|2071.962924|7.0458
7d_a10|-0.2018053139999999|0.0|100.04|0.270414577|0.0|-4.22|0.841052067|-7.83|1.0|1.0|-0.117302383|0.0|-0.071185424|-16.69900016|3.49|0.008513576|-1129.198363|2348.343588|6.0325
8f_a12|-0.560548116|0.0|115.66|0.161876566|0.0|-5.7|0.869823177|-8.42|1.0|1.0|0.110310585|0.0|0.028505422|-23.45595611|4.19|-0.00094279|-1481.146454|2541.921472|6.1898
16e_a32|-0.698621582|0.0|111.95|0.297773438|3.343660084|-6.59|0.7903051590000001|-7.38|0.0|1.0|0.180914799|0.0|-0.070351839|-35.94239328|4.59|-0.002310082|-1955.993572|2710.157931|8.1367
12e_a31|-0.543945776|0.0|129.38|0.274879568|3.483599061|-6.66|0.721526766|-9.31|0.0|1.0|0.052663358|0.0|-0.107630327|-49.6906263|6.33|-0.000231353|-1809.899887|3040.353774|6.7696
12v_a36|-0.401336708|0.0|130.24|0.372344602|3.468871488|-3.95|0.802291339|-6.69|0.0|0.0|-0.077763989|0.0|-0.086194201|-33.82511043|2.65|0.003077071|-1347.475543|2846.057239|7.8539
12x_a30|-0.458718546|0.0|137.21|0.175325029|0.0|-6.04|0.848844277|-7.38|0.0|0.0|0.044575215|0.0|0.027312213|-31.35848986|4.45|0.006346396|-1654.40976|2845.417984|7.6556
14n_a23|-0.404569286|1.0|126.78|0.313179459|0.0|-5.63|0.89327435|-7.51|0.0|0.0|0.009802461|0.0|-0.049694913|-26.91195666|3.23|0.010508236|-1744.450916|3014.591033|9.2441
19i_a38|-0.430016467|0.0|125.65|0.258076158|3.169368622|-4.25|0.747158407|-7.12|0.0|1.0|-0.125335237|0.0|-0.074033381|-31.35232957|3.66|-0.004358975|-1431.415351|2896.470706|7.9031
4S4l_a46|-0.3888343979999999|0.0|105.77|0.1220608659999999|0.0|-5.28|0.894782107|-7.0|1.0|1.0|-0.058870177|0.0|-0.060895366|-26.93416438|4.99|0.006162668|-1092.753999|2166.052483|6.5834
21a_a23|-0.484404194|1.0|125.25|0.157878617|0.0|-5.89|0.926538469|-7.78|0.0|0.0|0.1049806919999999|0.0|-0.133417036|-22.45408125|3.75|0.01180744|-1669.250866|2880.257677|6.9914
12bg_a36|-0.4459167329999999|0.0|133.77|0.252132272|3.434779148|-5.08|0.840610352|-7.76|1.0|1.0|-0.040957653|0.0|-0.060117593|-35.49918495|4.42|-0.00097037|-2152.13793|2925.402039|7.8239
12ak_a36|-0.439326642|0.0|138.33|0.262560805|3.501132553|-4.95|0.848705143|-7.38|1.0|1.0|-0.052930979|0.0|-0.116440196|-35.95881638|4.21|0.005035022|-1350.900117|2830.816014|7.3372
18b_a25|-0.303383008|1.0|138.56|0.215220531|0.0|-6.54|0.936253893|-9.84|0.0|1.0|-0.147813831|0.0|0.014055398|-31.08693686|4.32|0.00598031|-1767.52411|3051.645565|7.2924
18_a34|-0.493450778|0.0|93.91|0.304150055|0.0|-4.32|0.68981472|-5.65|1.0|1.0|-0.063113846|0.0|-0.141332289|-27.53138148|5.07|0.002183342|-1199.288654|2424.18137|5.6144
3b_a12|-0.547002361|0.0|102.53|0.2311778089999999|0.0|-4.26|0.903204699|-8.1|1.0|1.0|0.156777705|0.0|-0.065558712|-17.50314491|3.96|-0.003019113|-1410.971864|2186.64676|7.3098
12ab_a30|-0.384942092|0.0|140.26|0.3960470239999999|0.0|-5.61|0.7997534890000001|-6.83|0.0|0.0|-0.026189286|0.0|0.038312857|-40.9825333|3.34|0.005111479|-1804.824495|3118.431712|7.7825
6_a4|-0.1738111839999999|0.0|109.7|0.1855291969999999|0.0|-4.91|0.945545838|-7.99|1.0|1.0|-0.19701009|0.0|0.0032928379999999|-16.25991695|4.11|0.01098094|-1108.585859|2342.371538|5.8861
14m_a23|-0.527662006|1.0|125.29|0.204166091|0.0|-6.38|0.9258118|-8.23|0.0|0.0|0.05521348|0.0|-0.034213923|-35.21393496|4.2|0.001951778|-1966.968005|3255.247038|8.5171
12o_a36|-0.5110239679999999|0.0|138.06|0.333537155|3.444418304|-3.54|0.7592112809999999|-6.93|0.0|0.0|0.01340619|0.0|-0.059733192|-42.554984000000005|4.5|-0.000472698|-1440.969954|3009.981519|7.3979
27b_a34|-0.463926296|0.0|116.33|0.287687241|0.0|-5.23|0.783431788|-8.19|0.0|1.0|-0.056026127|0.0|-0.029622037|-37.9644911|4.33|0.001228116|-1350.055377|2835.31543|6.1871
9b_a31|-0.554573699|0.0|103.36|0.310824817|3.338934004|-4.76|0.669120552|-6.84|0.0|1.0|0.010411229|0.0|0.014628521|-39.08032306|4.69|-0.001981487|-1578.839267|2534.356888|7.2007
12b_a40|-0.513870527|0.0|101.78|0.143170283|0.0|-7.71|0.955647156|-8.39|0.0|1.0|0.084915315|0.0|0.107454819|-21.10373336|6.27|0.004452418|-3016.999329|2462.878448|7.3979
12p_a30|-0.456474815|0.0|132.24|0.180044528|0.0|-5.66|0.843381594|-7.01|0.0|1.0|0.038440292|0.0|0.000321545|-30.39737673|4.14|0.005965451|-1615.094336|2783.628159|7.7721
4p_a46|-0.369670745|0.0|107.89|0.12579435|0.0|-5.8|0.905966489|-7.05|1.0|1.0|-0.060700883|0.0|-0.205494852|-32.07534663|4.89|0.004453195|-1129.65844|2257.769185|6.4672
47j_a18|-0.48833504|2.0|149.96|0.235574938|0.0|-5.83|0.80651845|-8.79|0.0|0.0|0.070097424|1.0|-0.006923502|-44.19607713|8.09|0.002317206|-1625.445572|3172.831382|7.4559
17b_a50|-0.237489143|0.0|131.39|0.1966134769999999|0.0|-4.75|0.931849183|-7.54|1.0|0.0|-0.145258626|0.0|-0.152660972|-23.14256283|3.77|0.012686493|-1337.1910779999998|2765.537065|6.9136
3_a20 (SB-525334)|-0.500412918|0.0|104.59|0.215089498|3.502142227|-4.85|0.8756647679999999|-8.39|1.0|1.0|-0.048050965|0.0|-0.175513234|-19.50382741|3.9|0.0033523629999999|-1086.585811|2243.481559|6.7905
25d_a34|-0.605891389|0.0|119.81|0.2227964039999999|0.0|-4.61|0.674282353|-8.08|0.0|1.0|0.128783829|0.0|-0.1266965|-44.00298587|6.05|-0.001685762|-1426.496796|2939.671168|6.0223
15_a47|-0.332654104|0.0|96.6|0.288369895|2.9226792460000004|-4.89|0.791753677|-8.49|0.0|1.0|-0.164258919|0.0|0.086682657|-24.15592798|3.33|-0.002377481|-1527.4104|2327.320914|7.8
12z_a36|-0.433580807|0.0|128.47|0.287317638|3.435113772|-3.99|0.834790405|-6.66|0.0|0.0|-0.065211069|0.0|-0.010881947|-35.89088901|2.98|0.001194592|-1325.195958|2841.692299|8.301
3h_a32|-0.531669815|0.0|112.28|0.226505997|3.579396967|-8.23|0.87880263|-8.47|0.0|1.0|0.01077056|0.0|-0.003152613|-28.15732254|4.61|0.003284804|-1790.6908030000002|2398.020434|8.1549
28_a20|-0.447096101|0.0|122.8|0.226358273|0.0|-4.42|0.7817507370000001|-8.8|0.0|1.0|-0.013841559|0.0|0.0313932529999999|-38.44343857|4.64|0.002695258|-1368.363151|2865.917291|6.5935
9b_a36|-0.4060950789999999|0.0|126.17|0.21757783|3.513187594|-4.6|0.8453794609999999|-6.64|0.0|0.0|-0.053019801|0.0|-0.077361324|-29.25555061|3.82|0.005458948|-1575.7800140000002|2715.020034|7.6778
