molecula|MATS1c|Brenk|molar_refractivity|FPSA1|SaaNH|Log S (Ali)|RASA|Log S (SILICOS-IT)|BBB|CYP1A2 inhibitor|MATS2c|PAINS|MATS8i|WNSA3|log P|AATSC1pe|Total Energy (water) (Hartree)|GRAVp|pIC50
8e_a46|-0.132524216|0.0|91.93|0.2507580889999999|0.0|-3.59|0.921352352|-6.67|1.0|1.0|-0.205882192|0.0|-0.184317354|-13.83322216|3.0|0.0123581919999999|-954.9296396|1982.950764|6.3915
4m_a46|-0.098201489|0.0|98.69|0.266763619|0.0|-4.52|0.948973877|-6.88|1.0|1.0|-0.245599013|0.0|-0.142061192|-18.69640205|3.45|0.010359417|-1031.138426|2133.331634|5.8901
6e_a31|-0.579941248|0.0|109.69|0.239502096|3.402951625|-5.63|0.623340994|-7.33|0.0|1.0|0.06650322|0.0|-0.008757878|-45.72760428|4.31|-0.008439437|-1652.669408|2776.836977|6.4318
10_a32|-0.690879647|0.0|107.14|0.305365257|3.294952523|-6.04|0.7622839570000001|-6.99|0.0|1.0|0.153272514|0.0|-0.028431775|-33.69815077|4.12|-0.00369116|-1916.668776|2649.882742|8.1427
8g_a12|-0.532504083|0.0|109.93|0.09833304|2.897921027|-4.38|0.8576253690000001|-8.0|0.0|0.0|0.10205033|0.0|-0.094550033|-23.38345638|3.68|0.005405355|-1154.321531|2506.427441|5.43
18d_a30|-0.4624430539999999|0.0|127.24|0.216715605|0.0|-5.39|0.803280262|-6.9|0.0|0.0|0.041146136|0.0|-0.053728319|-31.29400567|4.07|0.002064369|-1675.020297|2848.574353|7.6737
8b_a31|-0.510259793|0.0|88.64|0.296530645|3.37710223|-4.05|0.6076192260000001|-5.73|0.0|1.0|-0.01883655|0.0|-0.211457443|-32.92631065|1.77|-0.006785954|-1386.852117|2189.617009|5.6576
GW6604_a52|-0.201462112|0.0|90.49|0.26470494|2.944144148|-3.87|0.87346455|-8.03|1.0|1.0|-0.277102285|0.0|-0.118272803|-17.55852148||0.0070554269999999||2044.612273|6.9706
25b_a34|-0.623853334|0.0|108.21|0.23725451|0.0|-3.82|0.656573108|-6.42|0.0|0.0|0.133975789|0.0|-0.112970844|-40.19997818|5.06|-0.000223677|-1313.388114|2611.55928|5.6819
9_a1|-0.483335578|0.0|102.84|0.2183102569999999|3.358585365|-4.68|0.755276458|-8.98|0.0|1.0|0.020428974|0.0|-0.079063236|-26.88743664|5.6|-0.0018191779999999|-1187.226314|2387.143654|5.2218
15c_a22|-0.364626967|0.0|128.77|0.338224886|0.0|-4.86|0.8665852140000001|-9.28|0.0|0.0|-0.134137693|0.0|-0.023927419|-34.97658951|4.79|0.004362505|-1460.602657|3079.491787|6.1325
46_a18|-0.448177615|1.0|151.14|0.217767252|0.0|-5.68|0.8265445990000001|-8.82|1.0|0.0|-0.001181461|0.0|-0.0669031009999999|-35.20023815|8.11|0.003512954|-1532.992457|3052.94234|6.7305
14_a1|-0.567791164|0.0|106.85|0.246642602|3.3674017380000003|-4.52|0.593170871|-7.69|0.0|1.0|0.043282217|0.0|-0.029658865|-44.39360096|4.57|-0.008385698|-1292.588129|2678.985809|7.0269
4q_a46|-0.125840557|0.0|102.63|0.38044274|0.0|-3.41|0.913550004|-6.94|1.0|0.0|-0.2520920439999999|0.0|-0.155661124|-16.25388148|2.57|0.012222698|-1108.751283|2234.596293|6.129
10_a4|-0.241683916|0.0|111.38|0.255470315|0.0|-4.66|0.921653019|-8.07|1.0|1.0|-0.180140166|0.0|-0.122141977|-17.08910641|3.34|0.011142889|-1183.812875|2480.063587|7.0555
8e_a8|-0.475941912|0.0|111.81|0.196692764|3.01599663|-5.27|0.661490276|-7.78|0.0|0.0|-0.018155171|0.0|-0.102167262|-43.00500847|7.22|-0.004224671|-1376.957298|2692.975753|4.7014
14a_a5|-0.36152442|0.0|123.0|0.370216665|2.948727373|-4.15|0.7909255559999999|-8.84|0.0|1.0|-0.056730193|0.0|-0.086229994|-36.98479273|4.3|0.003668464|-1390.592722|2836.468636|6.9508
3a_a12|-0.5274624179999999|0.0|97.52|0.2189499039999999|0.0|-3.6|0.871985494|-7.5|1.0|1.0|0.13714555|0.0|-0.062973953|-17.05063286|3.33|-0.001011111|-951.3711872|2045.857684|6.7122
5_a47|-0.454659897|0.0|101.51|0.218428796|0.0|-5.65|0.807957755|-8.68|0.0|1.0|0.019688132|0.0|-0.002627182|-24.46654029|4.37|-0.011237954|-1569.369195|2368.870941|7.7
13l_a6|-0.564860904|0.0|124.98|0.206328863|3.433158672|-5.49|0.643098986|-8.89|0.0|1.0|0.03093879|0.0|-0.037558466|-57.29112645|5.41|-0.006280295|-1465.865882|2967.923804|6.4145
5b_a49|-0.515894968|0.0|122.26|0.3913052589999999|0.0|-3.3|0.7969332440000001|-7.24|1.0|1.0|0.1108916119999999|0.0|-0.0695402359999999|-24.11745318|3.92|0.006696215|-1292.139616|2764.188493|7.5528
16a_a32|-0.707456102|0.0|108.86|0.303179963|3.357452523|-5.49|0.756542831|-7.3|0.0|1.0|0.205693867|0.0|-0.062610718|-35.00816569|3.9|-0.005552127|-1896.81177|2615.514164|7.9586
16g_a32|-0.696926204|0.0|121.56|0.313667656|3.363965155|-7.51|0.8206422409999999|-8.16|0.0|1.0|0.1739995319999999|0.0|-0.029193403|-42.58335004|5.38|-0.00030659|-2034.621991|2833.521937|7.9586
14b_a23|-0.4557487779999999|1.0|120.24|0.225640295|0.0|-5.58|0.8462596590000001|-7.67|0.0|0.0|0.065240838|0.0|-0.0644978|-26.58857202|3.72|0.0075222369999999|-1729.161608|2943.803333|8.3536
12g_a40|-0.512657141|0.0|93.78|0.147968773|0.0|-6.46|0.8702014570000001|-6.63|0.0|1.0|0.037440516|0.0|0.075327376|-26.21888031|4.84|-0.003205145|-2173.044757|2287.970776|6.1403
28_a34|-0.5437894289999999|0.0|85.92|0.270129894|0.0|-3.27|0.545935562|-4.78|0.0|1.0|0.000561166|0.0|-0.15803127|-34.24669822|4.11|-0.007544188|-1100.797628|2252.098123|5.4179
14y_a23|-0.4598871539999999|1.0|130.3|0.21677451|0.0|-6.77|0.925252932|-8.57|0.0|0.0|0.0600764409999999|0.0|-0.051539811|-27.63946733|4.73|0.007229683|-2549.104894|3096.562257|8.4225
4f_a46|-0.150189733|0.0|101.54|0.240157725|0.0|-4.38|0.934973206|-7.21|1.0|1.0|-0.2265364489999999|0.0|-0.056114865|-16.43243843|3.87|0.011806162|-1033.550809|2103.214727|6.7375
9h_a24|-0.207206943|0.0|82.17|0.427628742|2.916716427|-2.83|0.883775278|-6.05|1.0|1.0|-0.203768024|0.0|-0.209618231|-13.48059881|1.16|0.012380829|-945.2642633|2062.34011|7.1135
12bb_a36|-0.421445726|0.0|123.67|0.280705922|3.3296932480000003|-3.99|0.6888482109999999|-7.12|1.0|0.0|-0.07834963|0.0|-0.018516159|-37.36110291|3.66|-0.004358975|-1431.4091|2902.055617|8.0
5b_a50|-0.140506919|0.0|96.89|0.411250953|0.0|-3.48|0.958606481|-5.86|1.0|1.0|-0.253064589|0.0|-0.137595558|-10.62231784|2.81|0.012290091|-990.6114185|2183.545404|4.9126
4k_a46|-0.3860697829999999|0.0|100.96|0.126761926|0.0|-4.82|0.8789113709999999|-6.61|1.0|1.0|-0.050636784|0.0|-0.1149361969999999|-26.8180173|4.52|0.006050983|-1053.433249|2104.876032|7.0969
1d_a5|-0.38633065|0.0|95.49|0.229495885|2.79978458|-4.79|0.8965037640000001|-8.88|0.0|1.0|-0.133500214|0.0|-0.2261588939999999|-25.80622135|3.58|-0.000700145|-1288.340378|2481.822293|5.03
galu_a46|-0.4671565689999999|0.0|108.18|0.2167824069999999|0.0|-3.85|0.7637964079999999|-7.13|0.0|1.0|0.048375705|0.0|-0.094815394|-28.50774993||0.003107816||2501.785113|7.2924
12q_a30|-0.636798458|0.0|133.96|0.179359278|0.0|-6.7|0.845745827|-7.18|0.0|0.0|0.144208934|0.0|0.004165554|-40.56199584|5.52|-0.004395528|-1988.033527|3305.289025|7.4449
14h_a23|-0.4460845129999999|1.0|125.0|0.246899416|0.0|-5.68|0.923430574|-7.47|0.0|0.0|0.043538466|0.0|-0.024318144|-29.00823506|3.29|0.009266617|-1722.1762399999998|3010.418229|8.3468
1e_a5|-0.201027861|0.0|95.45|0.2526063739999999|2.953259375|-4.25|0.8805795|-8.41|1.0|1.0|-0.260066152|0.0|-0.1197834419999999|-18.33860051|3.17|0.007357977|-990.6320386|2107.092939|6.719
12au_a36|-0.515924985|0.0|142.02|0.283941389|3.422314661|-3.85|0.698996981|-6.87|0.0|0.0|0.074839187|0.0|-0.023640632|-46.66686194|6.24|-0.001160331|-1876.207937|3484.987058|7.3279
13p_a6|-0.573014008|0.0|132.01|0.23994258|3.449535594|-5.09|0.7265205579999999|-10.06|0.0|1.0|0.024837222|0.0|-0.014153926|-50.03427239|4.73|-0.005708558|-1463.08132|3016.078786|7.0362
5d_a40|-0.399968083|1.0|74.11|0.188819426|0.0|-4.23|0.754010052|-4.32|1.0|1.0|-0.071479892|0.0|0.2078052269999999|-18.15211073|4.61|0.006642869|-1276.833831|1974.583878|7.7212
17g_a50|-0.213708251|0.0|133.03|0.250051612|0.0|-4.46|0.920663175|-6.96|1.0|0.0|-0.185924266|0.0|-0.022378911|-21.45417373|3.22|0.01245647|-1335.976491|2821.3922|6.6091
18_a3|-0.2495754869999999|0.0|80.35|0.317507797|2.897754472|-2.82|0.8419576209999999|-6.83|1.0|1.0|-0.256375952|0.0|0.042606196|-13.82537222|1.85|0.005799063|-889.9619321|1938.093995|7.5229
7_a1|-0.441054548|0.0|85.88|0.396617144|0.0|-3.16|0.710959153|-5.64|1.0|1.0|-0.055291895|0.0|-0.07233584|-19.35104936|2.76|0.004950534|-1009.509475|2150.215999|6.3372
14i_a23|-0.569707595|1.0|128.38|0.221904316|0.0|-5.21|0.777952733|-6.96|0.0|0.0|0.142566578|0.0|-0.018541856|-41.59306642|4.64|0.002496501|-1798.64228|3097.406945|8.4622
15_a31|-0.6215974160000001|0.0|90.47|0.358466423|3.155574452|-4.28|0.567108776|-5.66|0.0|1.0|0.1893807519999999|0.0|-0.070065105|-32.83191294|3.9|-0.007631228|-1460.900291|2351.566145|5.9586
4l_a46|-0.3888343979999999|0.0|105.77|0.116549199|0.0|-5.28|0.892158627|-7.0|1.0|1.0|-0.058870177|0.0|-0.060895366|-29.10603933|4.99|0.006162668|-1092.745692|2165.620022|7.0088
24_a20|-0.188335708|0.0|119.42|0.228967757|0.0|-4.89|0.952027295|-9.32|0.0|1.0|-0.217098257|0.0|-0.060940703|-24.46164548|3.74|0.008780074|-1291.896802|2736.601949|6.4976
7c_a10|-0.215874011|0.0|113.07|0.47369361|0.0|-4.44|0.906276489|-7.78|1.0|1.0|-0.152261681|0.0|-0.033792245|-17.34382833|2.76|0.0107756969999999|-1259.011598|2616.8970870000003|5.4191
34_a20|-0.4478820739999999|0.0|125.0|0.223585914|0.0|-5.14|0.7966571459999999|-9.18|0.0|1.0|0.0305860929999999|0.0|-0.046356705|-38.56497154|4.97|0.003149352|-1352.31921|2825.042137|7.2147
8b_a12|-0.659952678|0.0|110.58|0.111063646|0.0|-4.1|0.740926309|-7.45|0.0|0.0|0.190292199|0.0|-0.036536396|-35.28434152|5.11|-0.007926474|-1159.405202|2388.888334|6.58
17a_a22|-0.3626566539999999|1.0|128.29|0.289041025|0.0|-4.75|0.8594770140000001|-9.13|1.0|0.0|-0.0422459529999999|0.0|-0.094996254|-33.68866751|5.13|0.0027615779999999|-1408.300966|2910.035347|7.0862
13j_a6|-0.562698347|0.0|120.17|0.215833159|3.409065702|-5.03|0.6229641429999999|-8.5|0.0|1.0|0.0353600779999999|0.0|-0.0951246069999999|-53.67779048|4.94|-0.007703306|-1426.5532050000002|2907.3053210000003|6.5817
7b_a8|-0.415894017|0.0|110.8|0.246064343|3.213855584|-5.25|0.7223476129999999|-7.65|0.0|1.0|-0.119760914|0.0|-0.052309137|-36.39338307|5.51|0.003191529|-1330.622441|2776.185773|4.8687
1m_a5|-0.2274929269999999|0.0|95.5|0.26152627|2.934162514|-4.52|0.8823955520000001|-8.63|1.0|1.0|-0.252787668|0.0|-0.10797859|-19.69180207|3.48|0.00520748|-1410.912452|2183.167528|7.3665
21_a47|-0.5406500129999999|0.0|104.49|0.355154704|0.0|-4.44|0.70582155|-7.7|0.0|1.0|0.072733799|0.0|-0.004063946|-26.32173133|4.43|-0.004332497|-1375.061089|2691.697803|8.3
22_a20|-0.177976478|0.0|121.62|0.22936173|0.0|-5.6|0.946515026|-9.69|0.0|1.0|-0.238401323|0.0|-0.066832578|-25.39523478|4.07|0.008780074|-1275.84854|2738.108259|6.6364
15a_a50|-0.325638639|0.0|110.43|0.294589405|0.0|-3.6|0.837789896|-6.09|1.0|1.0|-0.113976703|0.0|-0.15010386|-28.07082095|2.66|0.005828749|-1199.818129|2503.770258|7.3872
3k_a32|-0.5265375529999999|0.0|105.36|0.21942773|3.644417045|-7.04|0.8777482409999999|-7.23|0.0|1.0|-0.001009768|0.0|-0.0902541999999999|-22.61349991|3.81|0.002509816|-1750.164914|2392.3436100000004|8.0605
12u_a36|-0.438988314|0.0|138.33|0.22061252|3.508898495|-4.95|0.842227829|-7.38|1.0|1.0|-0.054501792|0.0|-0.063855309|-35.17050511|4.21|0.005035022|-1350.8981130000002|2831.106839|7.7959
8a_a8|-0.5028388229999999|0.0|109.21|0.23579367|3.150966553|-4.4|0.550829475|-6.76|0.0|0.0|-0.021925912|0.0|0.010118884|-47.27503672|6.1|-0.005306541|-1367.776863|2802.374154|4.9454
6f_a40|-0.628934821|3.0|124.54|0.137191276|0.0|-6.95|0.655786513|-3.67|0.0|0.0|0.134099184|1.0|0.075227997|-55.39203581|6.96|-0.008368734|-2426.972609|3021.330686|7.3768
12h_a36|-0.410826531|0.0|130.24|0.3347454589999999|3.468184524|-3.95|0.819614525|-6.69|0.0|0.0|-0.128701804|1.0|-0.003014954|-31.5465515|2.92|0.003077071|-1347.481013|2845.467486|7.8539
16a_a23|-0.380779155|1.0|125.79|0.414079278|0.0|-4.58|0.934837094|-5.27|0.0|0.0|-0.0147904689999999|0.0|-0.088255625|-17.13669862|2.49|0.01226642|-1685.913359|2924.629647|7.4037
3f_a32|-0.5487283829999999|0.0|102.66|0.21080172|3.553167045|-6.89|0.874026684|-7.31|0.0|1.0|0.0067550119999999|0.0|-0.113189563|-23.34192893|3.92|0.002565215|-1712.0610190000002|2273.466801|8.0458
13a_a5|-0.367284642|0.0|114.18|0.401208461|2.931642415|-3.77|0.7667501609999999|-8.9|0.0|1.0|-0.154076582|0.0|-0.139517787|-36.90128585|3.81|0.003196482|-1313.167422|2657.14588|7.041
9c_a31|-0.546598398|0.0|108.16|0.329283294|3.410619646|-5.23|0.6746901059999999|-7.24|0.0|1.0|0.031715924|0.0|-0.1047269419999999|-41.96335759|4.94|-0.000813398|-1618.157698|2592.448925|6.3768
12j_a36|-0.436310965|0.0|135.47|0.224187058|3.502198129|-4.85|0.852586292|-7.05|0.0|0.0|-0.084183025|0.0|0.039869055|-30.5197407|3.37|0.003710345|-1670.448063|2881.20453|8.0
12o_a30|-0.465857798|0.0|132.29|0.186865502|0.0|-5.93|0.844344883|-7.22|0.0|1.0|0.036331447|0.0|0.019094532|-31.84483128|4.45|0.003603419|-2035.37262|2860.371518|7.8097
12l_a30|-0.640870513|0.0|133.96|0.178184921|0.0|-6.7|0.834279405|-7.18|0.0|0.0|0.157020295|0.0|0.154540315|-44.29742723|5.52|-0.004395528|-1988.033039|3306.001879|7.2154
12i_a36|-0.608318386|0.0|130.43|0.230870141|3.27619957|-5.2|0.830964232|-7.14|0.0|0.0|0.043792895|0.0|0.128325344|-35.3196406|4.86|-0.007897954|-1645.2030949999998|3231.030388|7.9208
7f_a8|-0.381574707|0.0|101.89|0.119077775|2.961566988|-5.68|0.770229267|-8.46|0.0|1.0|-0.139912829|0.0|-0.087673259|-29.74763659|6.81|0.00084936|-1285.196168|2534.956113|4.4479
18_a4|-0.319213511|0.0|86.22|0.2305616919999999|0.0|-2.95|0.7755960390000001|-5.53|1.0|1.0|-0.181683336|0.0|-0.200683549|-22.93503169|3.02|0.00042|-1033.480025|2069.649003|5.5817
8a_a50|-0.352654037|0.0|94.75|0.248584287|3.139870661|-3.86|0.860876738|-6.32|1.0|1.0|-0.0737162059999999|0.0|-0.150515325|-17.58335405|2.69|0.007801731|-1006.671867|2206.356773|7.3279
18a_a22|-0.296897301|1.0|131.64|0.289532802|0.0|-5.59|0.926535704|-9.4|0.0|1.0|-0.197348157|0.0|-0.021976395|-23.31437056|3.69|0.007079018|-1691.3151059999998|2898.068989|7.8861
12d_a40|-0.552689736|1.0|96.16|0.155716451|0.0|-6.25|0.840431415|-6.84|0.0|1.0|0.1028826769999999|0.0|0.087954209|-26.85139526|4.14|-0.002126898|-2153.197255|2270.596857|7.7212
19d_a38|-0.529632789|0.0|133.79|0.250518301|3.314284769|-3.87|0.63167949|-6.41|0.0|0.0|0.013465335|0.0|-0.0555594909999999|-48.11018574|4.13|-0.00835812|-1500.898316|3055.168373|7.9586
3_a47|-0.457330633|0.0|101.55|0.2150305089999999|0.0|-5.54|0.854727481|-8.42|1.0|1.0|0.013076203|0.0|0.103847816|-22.85956767|4.12|-0.007967014|-1470.137664|2243.894237|6.5
5f_a40|-0.4644854879999999|2.0|78.56|0.185606315|0.0|-3.97|0.7414714309999999|-3.69|0.0|1.0|-0.004886759|0.0|0.166865076|-24.23209217|3.5|0.000706205|-1232.983157|1932.388838|6.9508
8_a47|-0.4497577479999999|0.0|113.97|0.180297967|0.0|-6.59|0.8497568740000001|-9.25|0.0|1.0|0.003732288|0.0|-0.153669322|-25.60148752|4.91|-0.007648516|-1686.068471|2621.772106|7.3
EW7203_a60|-0.458129101|0.0|133.97|0.233162923|0.0|-5.74|0.8860751579999999|-6.7|0.0|0.0|0.025672274|0.0|0.03824498|-31.81402579|3.64|0.0036417359999999|-1668.025575|2913.880231|8.0334
4_a18 (SD-208)|-0.564165402|0.0|92.87|0.397970979|0.0|-4.29|0.77909674|-8.15|0.0|1.0|0.055002235|0.0|-0.009648044|-20.652731600000003|2.58|-0.015153358|-1542.296276|2395.526727|7.0969
12ar_a36|-0.4194638229999999|0.0|133.27|0.294408813|3.46014932|-3.92|0.8365428659999999|-7.05|0.0|0.0|-0.064363806|0.0|-0.1073795209999999|-37.18892821|3.23|0.002112069|-1364.511244|2902.67985|7.6021
18_a15|-0.431836192|0.0|113.42|0.132569119|0.0|-6.16|0.8362289070000001|-9.98|0.0|1.0|-0.020185809|0.0|-0.066226471|-25.27062952|5.65|0.000539978|-1265.810138|2541.440611|6.8894
1f_a5|-0.401165734|0.0|95.49|0.242477611|2.824395738|-4.79|0.888073448|-8.88|0.0|1.0|-0.139907335|0.0|-0.174016111|-28.43795894|3.58|-0.000700145|-1288.353339|2482.949545|6.6198
17_a3|-0.633373061|0.0|95.5|0.159937821|0.0|-5.53|0.803075623|-7.48|0.0|1.0|0.188373421|0.0|-0.041723219|-25.54439812|3.57|-0.006696449|-1731.75233|2196.728425|7.6383
8_a15|-0.342749125|0.0|104.74|0.480572589|0.0|-5.25|0.853896482|-7.57|1.0|1.0|-0.208657545|0.0|-0.010146469|-24.39801408|3.36|0.003160815|-1223.704913|2393.276181|6.9666
8_a20 (IN-1130)|-0.573278819|0.0|122.86|0.251893628|3.443195704|-4.85|0.7274271309999999|-9.63|0.0|1.0|0.063195236|0.0|-0.019554464|-42.20109173|4.53|-0.004654742|-1368.412748|2849.395895|7.4437
13c_a5|-0.324868153|0.0|120.88|0.448671765|2.944180713|-3.55|0.80019672|-8.09|0.0|1.0|-0.2071929139999999|0.0|-0.098760742|-33.60884086|3.99|0.006110714|-1351.274441|2793.480751|6.9101
9a_a31|-0.542342338|0.0|113.64|0.262241245|3.348289714|-5.62|0.691768132|-8.13|0.0|1.0|-0.009086485|0.0|0.03406986|-41.55773748|5.27|-0.0033853629999999|-1691.9526239999998|2855.751316|6.8239
12az_a36|-0.387734368|0.0|136.74|0.416134994|3.465535084|-4.11|0.819163613|-6.79|0.0|0.0|-0.196183836|0.0|-0.024018255|-35.23783652|2.68|0.002872872|-1461.990465|3039.528467|7.2366
3_a3|-0.599804962|0.0|88.36|0.299996173|0.0|-5.48|0.7538064790000001|-6.15|0.0|1.0|0.159413311|0.0|0.0483259979999999|-22.30683222|1.92|-0.006362643|-1592.904586|2092.406045|5.93
12c_a5|-0.223631474|0.0|121.26|0.416414105|2.977832018|-4.09|0.841092921|-9.31|0.0|0.0|-0.212798523|0.0|-0.096073591|-30.6699685|2.06|0.00586291|-1316.542713|2697.345008|7.3279
12b_a32|-0.584995111|0.0|110.47|0.39579391|3.477905329|-5.9|0.782593|-7.65|0.0|1.0|0.115940697|0.0|-0.031446256|-31.79562339|4.12|-0.001662219|-1880.770588|2573.006963|7.585
14u_a23|-0.4086345999999999|1.0|126.78|0.297131017|0.0|-5.63|0.909754912|-7.51|0.0|0.0|-0.066969083|0.0|-0.026062012|-24.65250654|3.23|0.010508236|-1744.446261|3015.478095|8.2449
8a_a12|-0.5385001079999999|0.0|105.24|0.208569274|0.0|-3.9|0.892656426|-7.89|1.0|1.0|0.082323047|0.0|-0.050603335|-15.90061008|3.41|0.000249868|-1046.0428949999998|2212.38965|6.7011
11_a3|-0.577616902|0.0|88.28|0.2475152639999999|0.0|-4.08|0.777803048|-6.51|0.0|1.0|0.119431379|0.0|0.044912659|-21.37603754|2.12|-0.005959152|-1288.195105|2097.896727|7.3979
14j_a23|-0.463194548|1.0|120.24|0.226032829|0.0|-5.58|0.8454521620000001|-7.67|0.0|0.0|0.074424082|0.0|-0.026319216|-26.17681598|3.72|0.0075222369999999|-1729.15999|2943.385528|8.3883
12c_a36|-0.4423430339999999|0.0|128.76|0.24499026|3.447900368|-4.44|0.840733512|-7.18|1.0|1.0|-0.087096843|0.0|-0.0621599059999999|-30.27053327|3.79|0.0010871589999999|-1692.540795|2785.47514|8.0458
6e_a40|-0.6319354389999999|2.0|125.15|0.133008824|0.0|-7.76|0.74620476|-4.63|0.0|1.0|0.128035402|1.0|0.103594243|-46.34235117|8.35|-0.002992481|-2831.191706|3075.060648|7.7447
22_a4|-0.3877007|0.0|87.12|0.155532959|0.0|-3.77|0.8612031509999999|-5.24|1.0|1.0|-0.043165663|0.0|-0.2078428719999999|-21.92150631|3.38|0.004237768|-934.2706743999998|1950.173729|7.3279
14g_a23|-0.648987099|1.0|126.97|0.219684185|0.0|-6.89|0.907334473|-7.95|0.0|0.0|0.180361525|0.0|-0.031968899|-36.87984398|5.17|-0.0004039459999999|-2042.1835260000005|3400.464046|8.0
47n_a18|-0.529441732|1.0|162.18|0.216078071|0.0|-6.02|0.792429396|-9.76|0.0|0.0|0.0487694459999999|0.0|-0.003276575|-54.00070374|9.78|0.001705837|-1743.3283440000002|3349.802294|7.1938
4R4l_a46|-0.3888343979999999|0.0|105.77|0.121701516|0.0|-5.28|0.896653672|-7.0|1.0|1.0|-0.058870177|0.0|-0.060895366|-26.65896664|4.99|0.006162668|-1092.75416|2165.83681|6.8633
1n_a5|-0.393928416|0.0|101.77|0.372248254|2.91912867|-4.27|0.785210014|-8.07|0.0|1.0|-0.1387762669999999|0.0|-0.150600424|-27.07741706|4.19|0.004754079|-1179.209088|2437.279452|7.5686
12f_a30|-0.6394697460000001|0.0|133.96|0.184824668|0.0|-6.7|0.8357464459999999|-7.18|0.0|0.0|0.156569208|0.0|-0.008663584|-45.01820228|5.52|-0.004395528|-1988.032639|3305.792133|7.7144
18b_a30|-0.45633339|0.0|131.99|0.240284312|0.0|-5.49|0.869340364|-6.7|0.0|0.0|0.036563014|0.0|0.016709918|-34.45606603|3.64|0.0036417359999999|-1668.034279|2915.383182|7.6003
12af_a36|-0.505160213|0.0|138.06|0.329759081|3.448611715|-3.54|0.755275519|-6.93|0.0|0.0|0.04293386|0.0|-0.074383486|-39.81177462|4.5|-0.000472698|-1440.982935|3013.98446|7.8239
21_a34|-0.514364527|1.0|122.59|0.271739906|0.0|-4.5|0.676390843|-7.68|0.0|0.0|0.026135784|0.0|-0.004734657|-42.9239565|7.78|0.00130996|-1483.3359380000002|3115.110331|5.4737
4R4k_a46|-0.3860697829999999|0.0|100.96|0.133318901|0.0|-4.82|0.890625164|-6.61|1.0|1.0|-0.050636784|0.0|-0.1149361969999999|-25.39807111|4.52|0.006050983|-1053.439174|2105.035168|7.0132
9h_a40|-0.503000695|0.0|93.19|0.136115065|0.0|-5.65|0.864310149|-6.51|1.0|1.0|0.014753178|0.0|0.133376308|-23.03722449|3.9|0.003099029|-1293.174246|2073.354193|5.4001
5_a15|-0.340979744|0.0|127.97|0.491010028|0.0|-6.16|0.8740541479999999|-9.65|0.0|1.0|-0.222657379|0.0|-0.0156037999999999|-33.88634094|4.36|0.003194793|-1470.816175|2940.77098|7.8861
3_a27|-0.479874452|0.0|97.71|0.266146248|0.0|-3.7|0.862115922|-5.89|1.0|1.0|0.124551908|0.0|0.042659548|-16.47810502|4.92|0.00955169|-1081.905135|2294.213272|8.3979
2_a27|-0.475677812|0.0|92.58|0.331537817|0.0|-3.19|0.8468699609999999|-5.84|1.0|1.0|0.09890645|0.0|0.11675125|-14.81116546|4.32|0.00988756|-1043.821085|2210.487938|7.8861
12bd_a36|-0.436345273|0.0|133.68|0.21755876|3.497517322|-4.54|0.832478093|-7.34|1.0|1.0|-0.051990612|0.0|-0.030990165|-30.9716039|3.79|0.0045625|-1311.591775|2772.776922|7.7696
12ac_a36|-0.433636165|0.0|133.95|0.268353853|3.4419617660000004|-3.81|0.779673368|-6.89|0.0|0.0|-0.050997272|0.0|-0.046730704|-38.66245764|4.84|0.0018565629999999|-1385.606133|2902.588755|7.8861
7c_a8|-0.328286221|0.0|112.76|0.373097855|3.17138259|-5.0|0.848923958|-7.76|0.0|0.0|-0.244222944|0.0|-0.0450662909999999|-31.56868845|5.01|0.004301963|-1331.8206369999998|2716.5013510000003|4.7307
13h_a6|-0.468842137|0.0|128.63|0.263081412|3.464247528|-5.56|0.867910741|-10.57|0.0|1.0|-0.094781725|0.0|-0.01698365|-36.26429338|3.83|-0.000644109|-1386.613707|2926.745635|7.3279
12t_a36|-0.436022708|0.0|133.52|0.21683192|3.500121488|-4.61|0.8337556420000001|-7.36|1.0|0.0|-0.058770337|0.0|-0.030990165|-32.61842026|3.87|0.0045625|-1311.585049|2771.211293|8.0969
47i_a18|-0.499939719|1.0|134.83|0.139131409|0.0|-5.18|0.8030751740000001|-8.98|0.0|1.0|0.053794607|0.0|0.073977454|-37.84973202|7.37|0.000427479|-1416.260696|2795.907966|7.7212
11_a27|-0.488734846|0.0|106.33|0.1911041289999999|2.680511093|-3.68|0.7645505|-6.09|1.0|0.0|0.100091619|0.0|-0.0864111069999999|-22.36099135|4.54|0.005111147|-1122.456105|2339.465471|8.301
12h_a30|-0.4708582289999999|0.0|127.24|0.202025127|0.0|-5.39|0.763568404|-6.9|0.0|0.0|0.046965756|0.0|0.001698966|-33.64938551|4.07|0.002064369|-1675.011389|2848.98238|8.065
27a_a34|-0.53047808|0.0|122.61|0.235078289|0.0|-4.96|0.600964267|-7.61|0.0|0.0|0.0257175079999999|0.0|-0.026428049|-52.42823715|7.38|-0.005234221|-1861.741982|3394.470264|6.6198
8k_a46|-0.510222233|0.0|132.47|0.173430886|0.0|-5.74|0.7381768390000001|-8.66|0.0|0.0|0.1436554669999999|0.0|-0.114070359|-44.4725532|7.63|0.002202734|-1845.304274|3351.548891|6.8327
10_a3|-0.616256033|0.0|88.28|0.293370676|0.0|-4.3|0.747406318|-6.51|0.0|1.0|0.190318474|0.0|0.018484177|-21.60122201|1.64|-0.005959152|-1288.190838|2098.79955|5.1
