molecula|n9FaHRing|BIC2|Class [Log S (SILICOS-IT)]|MATS8d|SaaNH|GeomDiameter|Consensus Log P|Mor01p|Solubility [Log S (Ali)] (mg/ml)|CYP2D6 inhibitor|SaaaC|BCUTi-1|Area (grid)|pIC50
4e_a46|0|0.77019676|1.0|-0.076733489|0.0|15.06943449|3.5|942.2127953|0.000405|0.0|0.0|10.31928077|757.1|6.8125
12k_a36|0|0.811903388|1.0|-0.102077284|3.483171769|13.89698356|2.37|698.847203|0.0106|0.0|0.0|10.94908765|697.92|7.8539
9a_a36|0|0.7885597609999999|1.0|-0.1177413269999999|3.4090209280000003|13.79893984|1.95|578.2841135|0.0753|0.0|0.0|10.96066876|648.41|7.8861
12y_a30|0|0.768409873|1.0|-0.095969764|0.0|14.55517927|3.19|754.3941655|0.00039|0.0|0.0|10.31162818|728.75|7.6576
14d_a23|1|0.772008792|1.0|-0.088996384|0.0|14.358677900000002|3.8|666.0036144999999|0.000608|0.0|0.758207139|10.313217800000002|696.21|8.4001
13j_a6|0|0.783333463|1.0|-0.079161042|3.409065702|15.43329684|2.82|673.8038326000001|0.00398|1.0|0.0|10.95129557|712.52|6.5817
14j_a23|1|0.800643488|1.0|-0.091426449|0.0|15.57933561|3.77|599.5697147999999|0.00114|0.0|0.722606603|10.31321824|670.6|8.3883
IN1166_a11|0|0.765593573|0.0|-0.067328767|3.433539068|12.63334911|3.31|676.2770877|0.00323|1.0|1.643912856|10.95053349|704.48|7.9318
4d_a49|0|0.783870915|1.0|0.023137464|0.0|15.09148245|2.27|641.1445234|296.0|1.0|1.76904838|10.92777282|668.09|7.7447
AKLKII_a46|0|0.758995484|1.0|0.064690027|2.917217813|11.22955511|2.45|314.0966684|166.0|1.0|1.744747103|10.96959256||6.7423
5a_a50|1|0.788709546|1.0|-0.203436041|0.0|10.76914508|3.47|462.1867149|42.0|0.0|2.475383677|10.93256969|582.98|5.3872
12an_a36|0|0.8344566859999999|1.0|-0.055405405|3.489959714|15.82907093|2.33|725.9470896|0.0061|0.0|0.0|10.33556631|718.98|7.3979
4q_a46|0|0.807871283|1.0|-0.121752717|0.0|11.78798551|3.15|554.3688216|135.0|1.0|0.0|10.96363644|606.7333|6129.0
9c_a31|0|0.842823186|1.0|-0.108617754|3.410619646|15.04941978|3.32|583.9691392000001|0.00233|1.0|0.0|10.311698300000002|691.3|6.3768
13d_a6|0|0.786837131|1.0|-0.187174391|3.447870607|15.47559904|3.74|692.8471883999999|0.000471|1.0|0.0|10.95129636|723.61|6.4437
15_a31|0|0.8022000659999999|2.0|-0.116356616|3.155574452|11.51842782|2.27|363.593507|18.0|1.0|0.0|10.31169996|556.68|5.9586
14a_a10|0|0.7348225290000001|1.0|-0.007680215|0.0|18.88856367|3.43|1003.968547|0.0288|1.0|2.070512208|10.92970798|800.01|7.1308
12be_a36|0|0.812921349|1.0|0.00734728|3.466734143|16.14074295|1.75|766.4854363|0.0342|0.0|0.0|10.95957887|739.48|7.3565
21_a34|0|0.740092842|1.0|-0.015568862|0.0|13.65523159|3.03|659.7484451|0.0138|0.0|0.0|10.94874873|698.17|5.4737
3c_a12|0|0.826033688|1.0|-0.10295082|0.0|10.88288188|2.76|380.2468615|0.0194|1.0|0.0|10.3117069|544.65|7699.0
12f_a40|0|0.777316288|1.0|-0.271493213|0.0|16.49362536|4.76|384.1423925|0.0001|0.0|0.807254372|10.31197207|572.63|6.4202
19f_a38|0|0.819222745|1.0|-0.094149094|3.3320764830000003|11.28936331|2.67|595.8790650000001|29.0|1.0|0.0|10.96083376|653.22|7.1397
12e_a36|0|0.7975411790000001|1.0|-0.144846626|3.490984269|12.69013737|2.14|662.0530478999999|0.0274|0.0|0.0|10.95346131|673.57|7.8539
13a_a30|0|0.8303425640000001|1.0|-0.058608635|0.0|15.1104742|1.91|713.7769663|0.00427|0.0|0.0|10.31162842|721.66|7.8665
10_a15|0|0.713794823|1.0|0.018211609|0.0|10.08767698|4.69|673.7288405|0.0002379999999999|1.0|0.0|10.95972828|631.2|8.1549
12ax_a36|0|0.836170906|1.0|-0.056676035|3.429529478|14.78635841|2.82|661.6709012|0.00372|0.0|0.0|10.958822|699.67|7.9208
18a_a30|0|0.7885597609999999|1.0|-0.171895425|0.0|12.72666325|2.63|620.9195447000001|0.00208|0.0|0.0|10.31163887|665.12|7.6108
9i_a40|0|0.762774506|1.0|-0.28972973|0.0|14.74203307|3.52|351.4600612|0.00147|1.0|0.891973262|10.31197226|534.44|5.9031
19l_a38|0|0.839953955|1.0|-0.053823023|3.280796643|11.52660233|3.22|696.3887025|0.0049|0.0|0.0|10.94917392|660.04|7.8633
12a_a5|0|0.779533861|1.0|-0.063558439|2.981252568|16.12184989|3.58|650.3600841|0.0205|1.0|0.0|10.94553751|667.31|7.7212
IN1233_a59|0|0.74801464|0.0|-0.090732503|3.463603867|15.51626497|3.78|712.1606951|0.00107|1.0|1.983673343|10.93301779|703.47|7.4685
12bd_a36|0|0.78699829|1.0|-0.047786573|3.497517322|15.34283166|2.42|729.1873176|0.0117|0.0|0.0|10.94639828|706.26|7.7696
5f_a40|0|0.811339477|3.0|0.095322868|0.0|11.20493646|2.23|269.0442248|0.0307|0.0|0.769837491|10.31198329|487.57|6.9508
12aw_a36|0|0.836170906|1.0|-0.056676035|3.28940051|14.32425315|2.44|593.6088758|0.0424|0.0|0.0|10.96021804|666.09|8.0458
15_a3|0|0.813015336|2.0|0.036380489|0.0|9.975434973|1.2|402.781061|547.0|1.0|1.809035179|10.33806279|553.81|7.6021
11b_a5|0|0.805760343|1.0|-0.106187688|2.943854668|16.43091298|3.68|504.9898148|0.00853|1.0|0.0|10.94877958|635.55|7.7212
11e_a5|0|0.775794895|1.0|-0.02059071|2.971327032|18.17739133|3.63|735.3048881|0.00919|1.0|0.0|10.9487795|717.76|7.3979
21b_a23|1|0.7717839409999999|1.0|-0.078097375|0.0|16.20152864|3.57|712.6737861|0.000361|0.0|0.745297595|10.31321725|735.65|7.0691
1_a1 (SKF-104365)|0|0.7926983559999999|1.0|0.194988905|0.0|9.042613965|3.27|297.2783688|0.0472|1.0|0.0|10.33812228|491.18|5.7959
12av_a36|0|0.8076780109999999|1.0|-0.067408377|3.4520047430000003|17.64042914|1.47|757.7532208|128.0|0.0|0.0|10.96037173|733.21|7.4089
12a_a30|0|0.7885597609999999|1.0|-0.171895425|0.0|13.88603128|2.63|620.9195447000001|0.00208|0.0|0.0|10.31162903|668.81|7.9469
15_a15|0|0.724319314|1.0|0.003774415|0.0|11.8273735|4.64|830.7967967000001|0.000214|1.0|0.0|10.95980315|700.82|6.9626
3d_a32|1|0.8444218509999999|1.0|-0.100251236|3.503398526|10.75032687|4.32|421.3548777|9.58e-05|1.0|2.230648962|10.31100276|569.29|8.0915
1e_a5|0|0.771487328|1.0|-0.075239398|2.953259375|12.39753333|3.44|409.0289917|0.0174|1.0|0.0|10.94440038|560.58|6719.0
7a_a8|0|0.764224152|1.0|-0.032562221|3.1730222510000003|14.73814865|3.15|488.0169522|0.00522|0.0|0.0|10.94671402|605.72|4.6068
8_a47|0|0.7847248109999999|1.0|-0.223459904|0.0|11.08581716|5.03|559.4973856|0.000104|1.0|1.335354131|10.93671024|621.06|7.3
7l_a46|0|0.7746144629999999|1.0|0.076724694|0.0|9.825660656|2.86|375.721552|0.1939999999999999|1.0|0.0|10.9642261|517.29|5.7122
18a_a22|0|0.7329701259999999|1.0|-0.027029438|0.0|13.72951861|3.9|730.9420477000001|0.00113|1.0|1.6891461019999998|10.31286146|695.35|7.8861
16c_a32|1|0.8607827790000001|1.0|-0.061904762|3.329674745|11.77670717|3.41|513.9156315|0.000366|0.0|2.077479142|10.31100271|639.66|8.3468
6b_a31|0|0.78240875|1.0|-0.084489161|3.404988662|14.46878435|3.3|536.6368656000001|0.000947|1.0|0.0|10.31169819|637.06|7.2676
9g_a24|0|0.7931626959999999|1.0|-0.045107345|2.931798469|10.69818114|1.93|341.3207334|977.0|1.0|0.0|10.96318169|524.03|7.1675
