molecula|SaaNH|SssssC|SRW09|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1c|AATSC1s|n6HRing|BCUTi-1|n5aHRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|SIC2|GATS1pe|RASA|FNSA3|FNSA5|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GeomShapeIndex|GRAV|PPSA1|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50
3_a20 (SB-525334)|3.502142227|-0.08980269|6.880384082000001|0|0|1.183765089|-0.048050965|-0.005492814|-0.053897691|2|10.95053359|1|0.002992397|-0.169090412|-0.277724429|-0.500412918|2|0.818922083|0.7186587|0.76423988|0.7835436240000001|0.8756647679999999|-0.061128029|-0.0917096759999999|-51.80299691|6.965173618|43.70154849|70.23182172|-0.029269046|-29.26136697|0.0|0.784910502|-1.375645142|-19.50382741|58.45718743|-16.53287135|41.49386505|0.457398769|2243.481559|494.6267525|-777.0449536|1782.992456|-9.33873414|0.8429740729999999|4905.195832|121.495147|0.0117802769999999|-321.8682802|989.9790502999998|520.6749407|1.0|1.0|1.0|1.0|1.0|3.37|2.82|0.24|5.2|67.35|1.0|0.0|104.59|0.0|3.0|-4.85|-5.74|343.42|0.0|1.0|-4.73|1.42e-05|0.00489|0.00647|3.74|0.0|4.07e-09|1.4e-06|4.9821|3.1728|-1086.585811|-1086.56485|605.71|1030.31|367.0|498.74|0.49443|0.70168|0.1171|-0.13417|-0.20131|0.02096048|-1086.383308|6.7905
1c_a5|2.955525321|0.0|6.605297921|0|0|1.424607938|-0.268536978|-0.001983746|-0.006491037|2|10.9433337|1|-0.133677441|0.034752304|0.0578378779999999|-0.20172074|2|0.71274658|0.7595197290000001|0.821309592|0.6977404359999999|0.88631419|-0.068062282|-0.070346332|-35.99212225|4.27195187|160.5407184|58.16640976|-0.0281385329999999|-18.41507338|0.0|0.753027268|-1.12554131|-17.81716094|43.86175561|-14.3968489|39.09545876|0.476413155|2105.8969850000003|453.4753671|-575.8739559999999|873.709445|-7.366029352999999|0.909902834|4387.398857|126.3615674|0.0153811389999999|-258.918642|764.7451566000001|409.0289917|1.0|1.0|0.0|1.0|1.0|2.78|2.09|0.05|4.99|54.46|0.0|0.0|95.45|0.0|3.0|-4.25|-5.77|312.37|0.0|1.0|-4.45|5.5700000000000005e-05|0.0174|0.0111|3.43|0.0|3.87e-09|1.21e-06|4.8783|4.5088|-990.6223073|-990.5931502|556.84|929.31|271.0|410.52|0.4444899999999999|0.53838|0.1076|-0.18719|-0.22684|0.029157178|-990.516371|5.4
7d_a10|0.0|0.0|7.535296702|1|1|1.34384996|-0.117302383|-0.00179944|-0.017919404|2|10.929819300000002|1|-0.09209689|-0.041520889|-0.089622042|-0.2018053139999999|2|0.531023495|0.809056885|0.869684772|0.525816226|0.841052067|-0.059327943|-0.070901708|-37.61597161|5.567989142999999|12.32220006|84.32774259|-0.024733154|-19.95666068|89.87999909999999|0.729585423|-1.063525614|-16.69900016|45.08492005|-13.12185056|37.04365163|0.484115691|2348.343588|446.2091497|-564.2395741|1597.531619|-6.961625817000001|0.938419104|5174.981962|143.4649092|0.014078094|-243.607074|773.3701306|460.1866123|1.0|1.0|1.0|1.0|0.0|3.21|3.21|0.19|4.92|43.6|1.0|0.0|100.04|0.0|2.0|-4.22|-5.83|344.38|0.0|1.0|-4.72|5.98e-05|0.0206|0.00654|3.62|0.0|1.46e-08|5.04e-06|5.8433|3.8856|-1129.198363|-1129.175857|574.87|970.29|0.2593|417.68|0.32059|0.68393|0.0941|-0.1633099999999999|-0.21965|0.02250617|-1129.0552810000002|6.0325
13d_a6|3.447870607|0.0|7.412764017000001|1|1|1.424214188|-0.045686501|-0.010665225|-0.0122495089999999|1|10.95129636|1|0.126028544|-0.106686991|-0.174259072|-0.49314765|1|0.845481322|0.786837131|0.841971795|0.7995080809999999|0.78862121|-0.092581323|-0.110731261|-75.40072983|20.96853949|156.67194009999997|143.9350986|-0.039696112|-51.34295409|564.780402|0.769432845|-2.103893962|-42.92734103|88.02705449|-27.03045032|84.01035117|0.4128711229999999|2882.382522|536.999346|-1432.613867|3075.022992|-18.40596467|0.703203572|6185.117192000001|157.0011174|0.018542644|-366.9322097|1861.908905|692.8471883999999|1.0|1.0|1.0|1.0|2.0|3.64|3.03|0.16|5.38|95.85|2.0|0.0|121.6|0.0|6.0|-5.95|-5.88|423.47|0.0|0.0|-5.27|1.11e-06|0.000471|0.00229|4.23|0.0|3.96e-10|1.68e-07|4.85|3.6298|-1389.403308|-1389.374844|723.61|1219.11|0.7905|598.06|0.58381|0.7007399999999999|0.2513|-0.14894|-0.20146|0.02846332|-1389.188211|6.4437
12a_a5|2.981252568|0.0|7.139660336|1|1|1.338814635|-0.256282289|-0.00166971|0.043132749|2|10.94553751|1|-0.006024869|-0.057691345|-0.093973419|-0.175245466|2|0.762866363|0.779533861|0.829536345|0.741588813|0.894590896|-0.058605038|-0.067680123|-41.59124655|5.032443973|13.74268646|64.77671525|-0.026030816|-25.55893402|0.0|0.746785093|-1.353602454|-22.13179066|50.40529807|-15.99663329|41.04680832|0.457755771|2524.410428|549.7500455|-831.8249311000001|899.5599904|-9.830359239|0.844187448|5294.775577|155.6073368|0.014342828|-303.31208710000004|1113.8745800000002|650.3600841|0.0|1.0|1.0|1.0|1.0|3.06|2.96|0.21|5.12|57.7|1.0|0.0|119.38|0.0|5.0|-4.27|-6.23|381.47|0.0|1.0|-4.59|5.37e-05|0.0205|0.00977|3.38|0.0|1.4800000000000003e-09|5.660000000000001e-07|4.6865|4.1610000000000005|-1202.02622|-1201.990542|667.31|1140.24|0.4794|508.81|0.50831|0.67169|0.0296|-0.17152|-0.21228|0.03567816|-1201.8082029999998|7.7212
1b_a5|2.881451247|0.0|6.605297921|0|0|1.4258024619999998|-0.250420203|-0.00279809|-0.061874543|2|10.94890233|1|-0.220946861|0.019611905|0.045204303|-0.231956531|2|0.567806811|0.759794937|0.827319059|0.558485747|0.808828623|-0.07823203|-0.077221824|-38.87394276|5.438378717999999|168.30518769999998|96.23685048|-0.031306145|-19.56938257|0.769931305|0.7324812509999999|-1.158327367|-19.82538668|48.55415504|-15.75970652|44.82086533|0.474445758|2171.716467|407.1693177|-583.1091414|919.9167129|-7.933533473|0.90275317|4577.125071|134.6705884|0.019229427|-234.0649914|796.0738116|357.34245360000006|1.0|1.0|0.0|1.0|1.0|2.75|1.81|0.0|4.88|54.46|0.0|0.0|90.44|0.0|3.0|-3.97|-5.99|316.33|0.0|1.0|-4.3|0.000106|0.0336|0.0157|3.16|0.0|4.99e-09|1.58e-06|4789.0|4.6481|-1050.538976|-1050.506509|536.59|892.61|0.3101|388.58|0.5153800000000001|0.43728|87.0|-0.1892|-0.23055|0.03246637|-1050.462425|7.2291
14g_a23|0.0|-4.794439428|7.423568444|0|0|1.197957711|0.180361525|-0.014609495|-0.301504331|2|10.3132174|2|0.179219801|-0.0962526|-0.2952674819999999|-0.648987099|2|0.598213287|0.796412133|0.854683662|0.575188253|0.907334473|-0.072819606|-0.096288005|-68.52397802|13.05300369|95.64648102|65.94601775|-0.041536002|-48.76552945|1.5679977319999998|0.780315815|-2.118336119|-36.87984398|83.15907597|-29.55936307|64.87554405|0.461846955|3400.464046|645.7104105000001|-1507.527516|2531.8503170000004|-21.03611074|0.8582074559999999|8005.353973|156.3396622|0.020564836|-398.9771038|1931.945357|676.4530574|0.0|0.0|1.0|1.0|1.0|3.61|3.79|0.09|3.97|114.25|2.0|1.0|126.97|0.0|7.0|-6.89|-5.94|495.48|1.0|0.0|-6.0|1.29e-07|6.38e-05|0.0004969999999999|4.76|0.0|1.12e-08|5.57e-06|3.7042|3.7042|-2042.1835260000005|-2042.161409|730.13|1233.48|0.3478|583.38|0.56658|0.56658|0.3478|-0.1519|-0.23201|0.0221162|-2042.000034|8.0
14r_a23|0.0|0.0|7.423568444|0|0|1.197963203|-0.009140243|-0.006323791|-0.06921746|2|10.31321824|2|0.033038452|-0.073945564|-0.17267308|-0.454010253|2|0.616699629|0.7837821840000001|0.846632079|0.5935522360000001|0.8662226190000001|-0.062618931|-0.085881409|-55.30494931|12.35476415|47.26552456|86.14846171|-0.03654528|-35.61466281|55.62948521|0.7882228370000001|-1.717628177|-25.96781003|66.31173073|-23.53402098|52.67940305|0.4661909429999999|2945.137191|557.8203557999999|-1106.098986|2306.754114|-15.15517566|0.873329024|6744.848704999999|136.37788909999998|0.017092103|-371.2130393|1403.282085|599.5697147999999|0.0|0.0|1.0|0.0|1.0|3.47|3.06|0.05|3.78|105.02|2.0|1.0|120.24|0.0|5.0|-5.58|-6.31|429.47|0.0|0.0|-5.11|2.66e-06|0.00114|0.00332|3.68|0.0|2.14e-08|9.18e-06|5.9406|3.1797|-1729.1556449999998|-1729.1326809999998|678.08|1145.51|0.2346|513.71|0.30482|0.68115|0.0008|-0.15536|-0.22378|0.02296354|-1728.98403|8.2684
38_a18|0.0|0.0|7.03438793|2|2|1.251175383|0.059724697|-0.00575311|-0.009006798|1|10.94702086|0|-0.0993372269999999|-0.074661643|-0.11123356|-0.498932552|0|0.745084567|0.719168079|0.751875124|0.7400818459999999|0.8310704529999999|-0.076974444|-0.082256123|-65.45657441|6.675707878|100.7046282|134.4282836|-0.0322355079999999|-52.08807522|74.46052717|0.880927895|-2.385427574|-48.74349112|71.15832778|-25.65190078|67.92930461|0.4666657999999999|3162.36475|661.3370874|-1898.240658|1855.157022|-20.41289434|0.874996952|7261.130718|94.75345803|0.007165119|-606.2584549|2154.819559|1228.492038|1.0|1.0|0.0|1.0|3.0|4.53|0.0|0.34|4.94|85.29|3.0|1.0|160.66|0.0|10.0|-6.98|-5.55|508.65|0.0|0.0|-6.11|1.05e-07|5.36e-05|0.000399|5.43|1.0|4.68e-11|2.38e-08|3.2241|3.2241|-1611.630281|-1611.60375|861.93|1515.64|0.5147|734.93|0.69235|0.69235|0.5147|-0.13229|-0.18066|0.02653109|-1611.206669|7041.0
3_a27|0.0|0.0|6.605297921|0|0|1.402697639|0.124551908|-0.00648099|-0.096132106|2|10.93782973|1|-0.296039263|-0.1984716939999999|-0.341338963|-0.479874452|2|0.640545265|0.810053853|0.8759548629999999|0.610158103|0.862115922|-0.06145119|-0.086153958|-44.61323499|9.960129259|10.71226495|71.40072181|-0.032307734|-23.10213938|57.97805043|0.733853752|-1.292309364|-16.47810502|54.32114618|-16.72996312|41.78149261|0.44566003|2294.213272|446.4308003|-669.1985248999999|1043.697725|-8.663302268999999|0.803947133|4960.583812|137.8189165|0.018747239|-242.1936891|911.8963045|401.7540197|1.0|0.0|1.0|1.0|0.0|3.03|3.11|0.05|2.8|65.6|0.0|0.0|97.71|0.0|3.0|-3.7|-6.41|329.36|0.0|1.0|-3.99|0.0002|0.0658|0.0339|2.67|0.0|1.29e-06|0.000423|5.5045|3962.0|-1081.905135|-1081.88481|547.92|931.06|0.2305|425.72|0.34864|0.6734600000000001|0.2208|-0.16457|-0.21969|0.02032437|-1081.794829|8.3979
5b_a49|0.0|0.0|7.853604813|2|2|1.343848745|0.1108916119999999|-0.007610481|0.006327273|2|10.9297646|1|-0.12209302|-0.13632743|-0.230763367|-0.515894968|2|0.6981815290000001|0.7843021|0.839963111|0.666573331|0.7969332440000001|-0.0698098759999999|-0.076494119|-44.96093486|11.94347454|170.0796998|119.3565117|-0.026008|-26.42668087|69.07083505|0.608694741|-1.300400018|-24.11745318|59.85065205|-15.28671785|52.97561349|0.475192312|2764.188493|468.4133145|-764.3358925|1956.050085|-8.985071494|0.905459892|6225.302624|229.9974239|0.025332565|-127.7749783|1255.69656|612.7019937000001|0.0|1.0|1.0|1.0|1.0|3.34|2.9|0.22|2.98|75.94|1.0|0.0|122.26|0.0|3.0|-3.3|-7.24|396.44|0.0|1.0|-3.93|0.000496|0.1969999999999999|0.0468|2.08|0.0|5.79e-08|2.3e-05|5.1653|3.9209|-1292.139616|-1292.100239|633.92|1093.32|0.4653|451.32|0.39241|0.65269|0.0747|-0.1624799999999999|-0.20701|0.03937634|-1291.929428|7.5528
4b_a46|0.0|0.206072846|7.825245291|1|1|1.1346370890000002|-0.155670183|-0.00113356|-0.022119857|2|10.96200942|1|-0.128843936|-0.079238184|-0.123416853|-0.16915334|2|0.6901151990000001|0.7306307590000001|0.768651645|0.69830739|0.935245062|-0.0524080009999999|-0.070236212|-38.30877966|4.127907383|7.986637869|35.31914031|-0.0229342729999999|-20.89467173|56.7922535|0.8104680259999999|-1.123779397|-15.59093155|42.65239101|-12.50898928|32.7126858|0.428987199|2105.172229|510.1086157|-612.9404746|1750.333702|-6.822749952000001|0.751274223|4681.895329999999|103.3759991|0.007963679|-338.6757579|756.2796491|538.4165208|1.0|0.0|0.0|1.0|0.0|3.9|3.03|0.38|4.69|43.6|1.0|0.0|101.7|0.0|2.0|-4.35|-5.67|332.44|0.0|1.0|-4.63|4.49e-05|0.0149|0.00782|3.74|0.0|6.38e-08|2.12e-05|4.5515|4.5515|-1033.556797|-1033.535029|588.79|1020.9|0.1784|508.79|0.68682|0.68682|0.1784|-0.19082|-0.21811|0.02176759|-1033.378455|6.2612
19_a47|0.0|0.0|6.842683282|0|0|1.402889494|-0.038804671|-0.00973456|-0.227538423|2|10.95058274|1|0.074201869|-0.046265509|-0.126992366|-0.439165562|2|0.635684951|0.823945134|0.8873627890000001|0.614975047|0.639642891|-0.105205489|-0.104459947|-57.87554797|14.85167037|335.10989930000005|199.6541807|-0.037307124|-32.06567824|66.13355777|0.637832605|-1.566899206|-32.2945343|76.13237258|-20.66983856|73.14028211|0.463378097|2612.978054|354.3911695|-868.1332196000001|1238.799875|-11.45202794|0.8635094740000001|5846.960345|200.6571609|0.03295186|-152.7310283|1361.067484|428.5826478|0.0|1.0|1.0|1.0|2.0|3.13|1.72|0.05|2.49|98.72|1.0|0.0|99.2|0.0|5.0|-3.67|-7.22|380.35|0.0|0.0|-3.66|0.000214|0.0816|0.0824|1.97|0.0|1.2099999999999998e-07|4.59e-05|3.8423|3.8423|-1335.75742|-1335.725639|571.23|974.59|0.3243|412.31|0.68924|0.68924|0.3243|-0.15845|-0.2117099999999999|0.03178118|-1335.634976|7.3
8a_a12|0.0|0.0|0.0|1|1|1.283813597|0.082323047|-0.00771093|-0.052287869|3|10.95472846|0|-0.3422915179999999|-0.135424346|-0.226106307|-0.5385001079999999|2|0.913877696|0.763500863|0.8157289759999999|0.862306783|0.892656426|-0.05926895|-0.093050281|-48.195997|5.354053791|46.32568673|55.59930083|-0.033836466|-24.96342938|0.0|0.791430726|-1.4888045019999998|-15.90061008|55.45388635|-17.52581709|36.0527909|0.46777503|2212.38965|462.3571879|-771.1359521|2093.2274030000003|-9.077610683|0.878904705|4806.044707999999|108.02980890000002|0.014012546|-301.89687089999995|974.3568539|464.1781753|1.0|1.0|1.0|1.0|1.0|4.06|3.06|0.15|3.87|50.17|0.0|0.0|105.24|0.0|3.0|-3.9|-6.04|327.38|0.0|1.0|-4.21|0.000125|0.0408|0.0203|3.18|0.0|1.28e-08|4.2e-06|3.9091|3.9091|-1046.0428949999998|-1046.0210880000002|556.3|952.71|0.2486|424.14|0.6309100000000001|0.6309100000000001|0.2486|-0.15696|-0.2194199999999999|0.02180654|-1045.902509|6.7011
1_a15|0.0|0.0|0.0|0|0|1.419940974|-0.22215316|-0.0084598019999999|-0.043374667|2|10.95880609|0|0.096086011|-0.1816819589999999|-0.270248221|-0.34192045|2|0.836466114|0.705825714|0.74357498|0.795437721|0.875723465|-0.068077117|-0.1117462069999999|-72.24770503|16.94887506|121.3844816|80.34898605|-0.031142386|-46.71058649|63.14412039|0.605927517|-1.899685524|-28.45664402|90.40184737|-20.13460632|60.96303497|0.437969049|3000.975833|566.1848585|-1228.210985|2855.495631|-13.01770443|0.77926144|7284.337537|254.7811976|0.0280791829999999|-136.9714493|2026.993248|851.7423982|1.0|1.0|1.0|1.0|1.0|3.91|4.18|0.19|5.46|74.73|3.0|0.0|132.94|0.0|8.0|-6.55|-5.38|457.52|1.0|0.0|-5.97|2.830000000000001e-07|0.00013|0.000495|5.23|0.0|9.53e-11|4.36e-08|4.3834|3.2188|-1510.136281|-1510.117336|697.35|1271.06|0.2464|598.34|0.64662|0.70553|0.0061|-0.1365|-0.17792|0.01894559|-1509.851127|7.3565
4a_a46|0.0|0.210988875|7.825245291|1|1|1.13463711|-0.214093513|-0.001042349|-0.008364558|2|10.96352058|1|-0.216904465|-0.082000707|-0.129430244|-0.143806973|2|0.679741138|0.764741337|0.8075680409999999|0.683616517|0.923958017|-0.05488948|-0.067863141|-35.24319509|4.858713991|6.579492736000001|39.49069232|-0.022129285|-18.30276019|55.05332552|0.742626378|-1.017947119|-14.80375017|41.15334508|-11.49234623|33.36433008|0.4289963579999999|2042.529911|479.8368017|-528.6479264|1427.844961|-5.968291366|0.751302315|4481.754309|133.66119809999998|0.011380391|-252.0050978|711.8625758999999|480.9500663|1.0|1.0|0.0|1.0|0.0|3.76|2.8|0.35|4.18|43.6|0.0|0.0|96.74|0.0|2.0|-3.93|-5.87|318.42|0.0|1.0|-4.31|0.000117|0.0372|0.0156|3.34|0.0|1.53e-07|4.86e-05|4.5454|4.5454|-994.237445|-994.2146342|560.87|967.0|0.1694|467.4|0.6893600000000001|0.6893600000000001|0.1694|-0.19067|-0.21988|0.022810825|-994.079365|6.7423
41_a47|0.0|0.0|6.842683282|0|0|1.420292383|-0.225923786|-0.004083905|-0.072088843|3|10.98214139|1|-0.178132441|-0.1430639269999999|-0.317014709|-0.276217719|3|0.62974551|0.8417952740000001|0.900915114|0.609110565|0.823168463|-0.061101947|-0.0899793719999999|-50.81597048|10.36256127|54.15850042|99.86584673|-0.02929561|-28.69838714|0.0|0.653147815|-1.259711209|-19.48810377|63.84353454|-16.54473457|44.86996758|0.447046066|2374.594252|464.8854878|-711.4235867000001|1073.170368|-9.34366093|0.8084689140000001|5042.636398|195.8852341|0.023067788|-172.98086630000003|1089.222944|439.9906467|1.0|1.0|1.0|1.0|1.0|3.18|3.18|0.16|3.34|68.52|0.0|0.0|99.09|0.0|4.0|-3.57|-6.66|348.38|0.0|1.0|-3.9|0.000267|0.0929|0.0436|2.49|0.0|3.36e-08|1.17e-05|4.0167|3.7144|-1162.492089|-1162.462261|603.1|995.43|0.2849|471.9|0.6779|0.68638|0.2504|-0.15208|-0.2026099999999999|0.02982752|-1162.342476|8.0
9n_a24|2.961528903|0.0|6.605297921|0|0|1.388847168|-0.2452954769999999|-0.003323852|0.001099755|2|10.94875265|1|-0.22754075|-0.12451554|-0.200646773|-0.225226606|2|0.786587307|0.7584388259999999|0.804201677|0.755793189|0.904556598|-0.052106597|-0.0777274979999999|-52.53031811|11.90027964|48.691073|64.50319929|-0.026905672|-35.50139138|24.72120326|0.652126509|-1.399094961|-23.79925701|67.36550766|-18.18357165|47.11530904|0.4331595789999999|2542.730334|611.3234977000001|-945.545726|1361.307012|-12.28894317|0.764164944|5356.5828|235.1021924|0.021951174|-205.6223122|1449.942171|631.9206508|1.0|1.0|1.0|1.0|1.0|3.17|2.6|0.17|4.41|66.93|1.0|0.0|114.29|0.0|7.0|-4.14|-6.47|385.46|0.0|1.0|-4.29|7.2e-05|0.0278|0.0198|3.07|0.0|2.31e-09|8.909999999999999e-07|4.9139|4.1028|-1239.1274939999998|-1239.095611|686.19|1155.03|0.2522|587.05|0.44042|0.63085|0.0334|-0.1658099999999999|-0.20399|0.03188309|-1238.917278|7.7212
8d_a32|3.474433107|0.0|7.765993078999999|0|0|0.609420756|0.143684876|-0.010604502|-0.089662873|0|10.31100269|3|0.113030335|0.001558357|0.002805572|-0.629535754|0|0.825020753|0.825978584|0.875986707|0.789198712|0.7107041559999999|-0.109612139|-0.109968322|-69.11005922|10.01177286|321.2496412|181.8092016|-0.03346862|-43.43251025|89.20994250000001|0.708567136|-1.539556512|-43.2918338|81.54594837|-21.03349629|78.89798692|0.47012654|2556.198518|446.6450457|-967.5408291|2371.595484|-13.21859008|0.887243042|5523.492436|183.1522214|0.019788058|-262.14980440000005|1365.489282|557.1050635|1.0|0.0|1.0|1.0|2.0|3.5|2.84|0.26|6.42|154.03|1.0|0.0|110.38|1.0|7.0|-6.08|-6.47|397.52|1.0|0.0|-4.36|8.41e-07|0.000334|0.0173|3.17|0.0|5.51e-08|2.19e-05|3.5588|3.5588|-1880.773727|-1880.733071|671.71|111.16|0.3018|540.98|0.7026100000000001|0.7026100000000001|0.3018|-0.14765|-0.20115|0.04065536|-1880.602038|8.0809
3d_a32|3.503398526|0.0|7.765993078999999|0|0|0.609420786|0.0181036519999999|-0.006420365|-0.034290847|0|10.31100276|3|-0.1131110759999999|-0.076494363|-0.1395294259999999|-0.539652902|0|0.8315372|0.8444218509999999|0.90169022|0.77923808|0.892845502|-0.06869526|-0.093187219|-50.45435743|7.807299836|62.43434632|58.01666174|-0.02867299|-27.31750365|0.0|0.720540286|-1.118246623|-20.13777259|59.15151032|-15.52441767|45.000975700000005|0.427813496|2213.978384|483.4133562|-605.4522892000001|1855.167124|-8.405385739|0.747681906|4752.534658|151.30787800000002|0.0160633|-238.8142619|840.275417|421.3548777|1.0|1.0|1.0|1.0|1.0|3.34|3.11|0.24|6.97|110.94|1.0|0.0|97.86|0.0|4.0|-6.55|-5.18|340.47|0.0|0.0|-5.13|2.81e-07|9.58e-05|0.00251|4.5|0.0|5.13e-08|1.75e-05|3.5105|3.5105|-1672.758552|-1672.733979|569.29|959.11|0.5031|465.41|0.7035100000000001|0.7035100000000001|0.5031|-0.14189|-0.19671|0.02457348|-1672.638515|8.0915
10_a1|3.261363142|0.0|6.86171134|0|0|1.435871163|0.0883621719999999|-0.014135827|-0.23385288|1|10.94957578|1|0.107434253|-0.019835038|-0.042643966|-0.623957903|1|0.674381582|0.7227844929999999|0.783467165|0.658433571|0.669963758|-0.116648443|-0.10949971|-61.93104798|8.34295348|212.8090837|186.6625065|-0.045402319|-35.02707638|64.49041745|0.8340962559999999|-1.861495069|-37.31383317|70.6564636|-25.67872721|74.31719486|0.459673515|2432.447088|378.9193385|-1052.827816|1768.2330920000002|-14.52342192|0.850732895|5192.858899|93.83214542|0.015427326|-377.9175542|1262.237791|433.2550452|1.0|1.0|0.0|0.0|2.0|3.0|2.18|0.0|4.86|78.87|2.0|0.0|99.61|0.0|4.0|-4.98|-5.91|359.35|0.0|0.0|-4.73|1.04e-05|0.00372|0.00673|3.64|0.0|9.53e-09|3.42e-06|3.4067|3.4067|-1223.159954|-1223.125689|585.51|979.35|0.6754|464.77|0.70345|0.70345|0.6754|-0.13576|-0.20378|0.03426532|-1223.022387|5.8239
19_a4|0.0|0.0|7.535296702|1|1|0.29641517|-0.121320311|-0.0023503029999999|-0.3929802189999999|1|10.30966825|1|-0.086166959|-0.0255403279999999|-0.042058265|-0.245630631|1|0.55269662|0.774746438|0.834377354|0.514505012|0.820765063|-0.070677568|-0.0759826109999999|-41.82665583|7.168604362000001|15.411502800000004|98.66465411|-0.028945757|-23.02459887|13.25878373|0.764880253|-1.215721775|-21.41704046|49.73882261|-15.93396412|46.07495776|0.460486754|2558.336814|451.8120313999999|-669.2264932|1697.595595|-8.771275759|0.85352261|5232.561157|129.4279389|0.0143733|-291.6208078|874.9428297000001|450.6848883|1.0|0.0|1.0|1.0|0.0|3.46|2.52|0.16|2.97|73.23|1.0|0.0|98.19|0.0|3.0|-3.81|-6.58|351.42|0.0|1.0|-3.97|0.000156|0.0547|0.0373|2.62|0.0|8.070000000000001e-07|0.0002839999999999|4.1858|4.1858|-1446.939719|-1446.909868|583.39|983.4|0.3806|500.34|0.67535|0.67535|0.3806|-0.17004|-0.22298|0.02985188|-1446.813896|4.71
4e_a46|0.0|0.092094405|7.825245291|1|1|0.300205548|0.1369980459999999|-0.005995748|-0.370202917|2|10.31928077|1|-0.135489528|-0.030065705|-0.049530834|-0.514537262|2|0.738134189|0.77019676|0.8146060740000001|0.69063113|0.753715041|-0.0835371459999999|-0.084780904|-64.33855433|8.098142567|105.0139519|186.9007941|-0.030951758|-48.825259|20.27041189|0.7951078540000001|-1.949960781|-48.10898007|73.87174786|-23.48867857|71.49283399|0.4753010039999999|3411.457836|571.9794684|-1479.78675|3129.575458|-17.82509456|0.905854609|7615.063066|155.48860530000002|0.0125621839999999|-447.9030518999999|1861.114491|942.2127953|1.0|0.0|0.0|1.0|2.0|4.5|2.68|0.27|3.05|124.17|2.0|0.0|137.28|0.0|5.0|-6.08|-6.6|488.6|1.0|0.0|-5.41|8.29e-07|0.000405|0.00191|3.78|0.0|1.56e-09|7.64e-07|4.2446|4.1773|-1884.613031|-1884.564974|757.1|1343.97|0.4814|655.69|0.5745600000000001|0.56481|0.3109|-0.17112|-0.21005|0.04805633|-1884.324182|6.8125
47p_a18|0.0|0.0|7.03438793|1|1|1.25117677|-0.001819106|-0.005394244|-0.04760181|0|10.94701988|0|0.037961877|-0.1736074389999999|-0.261349889|-0.441700685|0|0.72025564|0.726294118|0.7611910209999999|0.710266593|0.832954548|-0.06909945|-0.082580968|-61.12351185|5.913843751|10.25627035|123.6411353|-0.030813794|-45.24146169|48.48855261|0.818459442|-2.0645242|-37.85569728|69.19354871|-22.80728054|57.05881288|0.488811071|2933.069245|616.5234972999999|-1528.087796|1367.4309119999998|-16.88114242|0.956223901|6726.61969|134.3699001|0.01090303|-471.4248324|1867.029344|1011.163774|1.0|1.0|0.0|1.0|2.0|4.29|0.0|0.28|3.65|76.5|3.0|1.0|144.53|0.0|9.0|-5.67|-6.07|468.59|0.0|1.0|-5.27|2.13e-06|0.000998|0.0025|4.35|0.0|9.35e-10|4.38e-07|3.2036|3.2036|-1493.759811|-1493.731375|795.43|1391.71|595.0|732.84|0.6937800000000001|0.6937800000000001|595.0|-0.13118|-0.18746|0.02843634|-1493.407248|7.1938
