molecula|SaaNH|SssssC|SRW09|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1c|AATSC1s|n6HRing|BCUTi-1|n5aHRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|SIC2|GATS1pe|RASA|FNSA3|FNSA5|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GeomShapeIndex|GRAV|PPSA1|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50
11e_a5|2.971327032|0.0|7.139660336|1|1|1.338814635|-0.2114441819999999|-0.003208975|0.038643235|2|10.9487795|1|-0.127225457|-0.0924814769999999|-0.147721258|-0.234433859|2|0.77509232|0.775794895|0.8215345|0.747366251|0.876758791|-0.062865536|-0.0790189759999999|-52.34653881|7.986070113999999|62.84782002|81.64179149|-0.0282210629999999|-34.67724171|0.0|0.72163516|-1.580379517|-27.58835281|63.5644542|-18.69519243|49.63167715|0.483563144|2721.416353|580.8135016|-1046.930776|960.0428704|-12.38472918|0.936345148|5675.693973|184.4042616|0.016933845|-293.6467698|1450.77573|735.3048881|0.0|1.0|1.0|1.0|1.0|3.22|3.43|0.24|5.03|66.93|2.0|0.0|125.71|0.0|7.0|-4.65|-6.28|411.5|0.0|1.0|-4.72|2.23e-05|0.00919|0.00782|3.56|0.0|1.13e-09|4.64e-07|4.4179|4.1036|-1316.547103|-1316.512503|717.76|1220.1|0.5347|571.06|0.66478|0.6505|0.2125|-0.16751|-0.20559|0.03460011|-1316.301553|7.3979
19i_a38|3.169368622|0.0|7.412764017000001|2|2|1.297043925|-0.125335237|-0.008447598|-0.115864198|2|10.96052467|1|0.215263198|-0.098027247|-0.250781298|-0.430016467|1|0.653741315|0.836170906|0.892249657|0.632625562|0.747158407|-0.08347616|-0.113250303|-69.40536597|13.83587388|137.7658863|154.953787|-0.040770109|-42.53502816|10.71501217|0.7419238420000001|-2.038505453|-31.35232957|82.98550237|-24.98593175|64.99417804|0.444551315|2896.470706|457.89548719999993|-1249.2965869999998|2335.0953870000003|-15.31261014|0.800346329|6744.7785650000005|158.161786|0.022159015|-296.5257022|1683.860952|593.6088758|1.0|1.0|1.0|1.0|3.0|4.8|2.88|0.14|3.55|81.23|1.0|0.0|125.65|0.0|5.0|-4.25|-6.81|419.43|0.0|0.0|-4.33|5.68e-05|0.0238|0.0196|2.88|0.0|7.599999999999999e-08|3.19e-05|5.7041|3.6129|-1431.415351|-1431.384243|641.31|1101.03|0.2156|457.26|0.4342|0.69267|0.1886|-0.14872|-0.2052|0.03110827|-1431.239177|7.9031
9_a27|2.627701427|0.0|6.842683282|0|0|1.391067068|0.164227115|-0.0073742819999999|-0.050617284|2|10.93740461|1|-0.2559122789999999|-0.101933162|-0.171520296|-0.541535578|2|0.677253824|0.8214321609999999|0.8806964490000001|0.654138816|0.7988644709999999|-0.078270599|-0.088404481|-45.58003501|10.10030794|128.27738490000002|103.702486|-0.033677898|-23.50038785|65.12542467|0.7892801540000001|-1.414471696|-20.80651808|53.0685473|-17.36382286|50.45546414|0.466349763|2256.4955670000004|411.8826346|-729.2805601|1463.168883|-8.952528705|0.873886547|4962.727436|108.6440173|0.014524299|-298.297086|923.9818797|424.8821143|1.0|0.0|1.0|1.0|1.0|3.12|2.62|0.16|3.85|76.46|0.0|0.0|97.46|0.0|3.0|-4.06|-6.33|331.37|0.0|1.0|-4.08|8.66e-05|0.0287|0.0274|2.8|0.0|8.69e-08|2.88e-05|5.5421|4.1673|-1083.143348|-1083.118736|549.64|945.35|0.1982|425.08|0.35593|0.59444|134.0|-0.1716|-0.2187|0.02461151|-1083.017359|8699.0
12e_a40|0.0|0.0|7.515889085|0|0|0.604990524|0.061944605|-0.015461694|-0.262526337|0|10.31197242|2|0.292184471|0.103406816|0.172778196|-0.520457262|0|0.889386453|0.788800541|0.858770467|0.8096582170000001|0.7798787840000001|-0.132226452|-0.122830115|-66.68049019|8.195398107|206.0119599|119.4966772|-0.048387621|-36.19867792|0.0|0.790818822|-1.596791495|-38.96782748|78.14505956|-26.26807189|79.97685498|0.491465612|2391.0322170000004|423.3709264|-866.8463724999999|694.2415706|-14.26008524|0.966435355|5478.52313|113.5576846|0.021118537|-315.75223450000004|1096.13776|348.3847394|1.0|0.0|1.0|0.0|2.0|3.27|3.05|0.0|4.34|98.89|2.0|0.0|95.8|0.0|2.0|-6.53|-5.26|378.23|0.0|0.0|-5.64|2.98e-07|0.000113|0.00086|4.72|0.0|9.14e-07|0.000346|4.3236|3.0253|-2248.276958|-2248.244231|552.91|918.38|0.4494|445.12|0.6826|0.70157|284.0|-0.12616|-0.19912|0.03272669|-2248.206714|5.9318
9_a1|3.358585365|0.0|6.86171134|0|0|1.432397289|0.020428974|-0.00614716|-0.1075163359999999|1|10.94877277|1|-0.232860777|-0.044035724|-0.093062585|-0.483335578|1|0.582499378|0.737794643|0.7964939409999999|0.572272366|0.755276458|-0.080888063|-0.085722429|-49.42275468|6.495805626|63.73880199|141.093898|-0.031896718|-28.49439431|0.0|0.7816897429999999|-1.371558857|-26.88743664|57.60218193|-18.38986221|53.13133578|0.452572261|2387.143654|435.4501351|-790.7640749|1739.0376789999998|-10.60256533|0.826725116|5063.330971|125.865476|0.014186995|-324.81308110000003|1011.608611|472.9447227|1.0|1.0|1.0|1.0|1.0|2.78|2.66|0.05|5.86|58.64|2.0|0.0|102.84|0.0|4.0|-4.68|-5.81|357.38|0.0|0.0|-4.79|2.07e-05|0.00739|0.0057799999999999|3.76|0.0|1.04e-09|3.7100000000000003e-07|3343.0|3343.0|-1187.226314|-1187.193365|600.6|1007.04|0.5409|487.19|0.70296|0.70296|0.5409|-0.13413|-0.21015|0.03294951|-1187.065335|5.2218
11_a4|0.0|0.0|7.535296702|1|1|0.626711769|-0.20567828|-0.001098364|0.032861655|2|10.33765061|1|-0.030003079|-0.0278843589999999|-0.046906237|-0.145254541|2|0.6575743310000001|0.820318166|0.875868891|0.647727179|0.930113409|-0.054262142|-0.06530408|-37.74083422|5.395547437|12.88007087|40.38918044|-0.023620625|-21.81135655|59.55648883|0.7560913159999999|-1.110169356|-18.12338426|44.63993001|-13.65094004|36.75497433|0.480360734|2452.527871|537.5354202000001|-641.5941818|1640.559148|-7.889214068999999|0.924411925|5425.1341090000005|140.96082869999998|0.011937709|-296.0029432|848.5670554999999|575.2252237|1.0|1.0|1.0|1.0|0.0|3.31|3.49|0.23|4.97|68.9|2.0|0.0|111.64|0.0|4.0|-5.14|-5.74|372.49|0.0|0.0|-4.97|7.27e-06|0.00271|0.00395|3.99|0.0|8.89e-09|3.31e-06|4907.0|3.78|-1467.463842|-1467.440475|630.04|1071.03|151.0|479.99|0.4444|0.65942|0.0403|-0.15885|-0.2146699999999999|0.02336674|-1467.255521|6.9586
14h_a23|0.0|0.0|7.423568444|0|0|1.197963488|0.043538466|-0.005921293|0.006191846|2|10.31321773|2|0.060820238|-0.0686282459999999|-0.131709531|-0.4460845129999999|2|0.708395022|0.79263722|0.860920386|0.669357479|0.923430574|-0.063825076|-0.081058742|-54.6468131|14.81983413|41.34207782|51.620282|-0.033774476|-36.84086528|86.83095818|0.753100584|-1.621174834|-29.00823506|67.44368679|-22.76950546|57.84834575|0.48032488|3010.418229|622.5428245|-1092.936262|2371.16134|-15.35036053|0.924279155|6722.809649|166.45047749999998|0.018981866|-341.2621515|1451.248725|646.2584547|0.0|0.0|1.0|1.0|1.0|3.47|3.2|0.04|3.4|128.81|1.0|1.0|125.0|0.0|5.0|-5.68|-6.62|436.49|0.0|0.0|-4.9|2.09e-06|0.0009109999999999|0.00554|3.3|0.0|3.39e-08|1.4800000000000002e-05|4.0506|3.6689|-1722.1762399999998|-1722.148272|699.86|1190.62|0.3424|569.53|0.67365|0.69933|0.2727|-0.15209|-0.2374099999999999|0.02796857|-1721.99264|8.3468
12p_a36|3.392386149|0.0|7.412764017000001|2|2|1.297044387|-0.0494658159999999|-0.008017607|-0.084341564|2|10.96052769|1|0.2461794139999999|-0.101303149|-0.217394466|-0.440709431|1|0.724208473|0.828371596|0.8839272779999999|0.698414933|0.748438833|-0.082569108|-0.108380023|-68.22905781|12.71795723|83.24921731|158.3666517|-0.039016808|-42.95260501|0.0|0.759126153|-1.950840419|-32.72335782|80.40682298|-24.56246081|64.698131|0.475504684|2774.926334|471.1687161|-1228.123041|2308.958924|-15.4629378|0.906594718|5922.775161|151.63860559999998|0.019344052|-326.2581567|1617.811526|595.8790650000001|1.0|0.0|0.0|0.0|2.0|4.72|0.0|0.14|3.13|69.2|1.0|0.0|123.71|0.0|5.0|-3.89|-6.76|399.42|0.0|1.0|-4.16|0.000129|0.0515|0.0278|2.78|0.0|1.4e-07|5.58e-05|5.3413|3.8372|-1332.182868|-1332.148901|660.71|1113.05|0.3015|506.89|0.30159|0.66559|0.1841|-0.15608|-0.21131|0.03396697|-1332.006106|8.0458
16_a3|0.0|0.0|6.823286122000001|0|0|0.605020428|0.183636734|-0.010031024|-0.186717242|2|10.31163046|1|0.069124437|0.0032314229999999|0.008045619|-0.614173961|2|0.659478546|0.767641592|0.838125715|0.640070307|0.6974791290000001|-0.108919585|-0.100138414|-49.45999101|6.027544549|248.6415425|149.4199775|-0.041233465|-24.42909382|82.16042286|0.8296818009999999|-1.401937796|-26.57128935|56.56724056|-20.36587865|59.82469895|0.484889078|2184.788331|344.4962834|-692.4398741|1290.305313|-10.05903863|0.941329444|4733.033232|84.12292796|0.0143895839999999|-325.670405|834.5848652000001|328.71459869999995|1.0|1.0|1.0|1.0|1.0|3.13|2.59|0.0|4.74|92.93|0.0|0.0|90.44|0.0|2.0|-4.98|-5.89|322.36|0.0|0.0|-4.49|1.05e-05|0.0033799999999999|0.0104|3.35|0.0|6.97e-08|2.25e-05|3.2208|3.2208|-1371.388717|-1371.360243|520.28|856.09|0.3866|368.22|0.6944100000000001|0.6944100000000001|0.3866|-0.13195|-0.2029|0.02847445|-1371.297964|7.3768
7_a27|0.0|0.0|6.842683282|0|0|1.40247849|0.112935885|-0.00601016|-0.050197188|2|10.93773474|1|-0.220626658|-0.19575909|-0.323631281|-0.500327496|2|0.6413629129999999|0.801251575|0.8546689820000001|0.62067794|0.85111414|-0.060745542|-0.084531496|-47.44936449|8.475438874|10.66993367|83.57286704|-0.0300556429999999|-26.6343589|60.73467304|0.763564713|-1.352503929|-19.13983132|55.55559276|-16.87088515|42.57323098|0.466714317|2334.058688|477.7488532|-759.1898319000001|1497.873267|-9.469994277|0.875167537|5082.120742|132.7162621|0.014441323|-295.8891961|994.2704516|479.0078184|1.0|0.0|1.0|1.0|0.0|3.24|3.41|0.2|3.32|65.6|0.0|0.0|102.36|0.0|3.0|-4.06|-6.26|345.4|0.0|1.0|-4.28|8.66e-05|0.0299|18.0|3.02|0.0|2.43e-07|8.4e-05|4.1205|4.1205|-1122.455548|-1122.433757|606.74|1016.96|0.4179|505.5|0.61278|0.61278|0.4179|-0.16734|-0.2162099999999999|0.02179141|-1122.304359|9.0
1i_a5|2.843224727|-4.358943904|6.605297921|0|0|1.219028472|-0.145964178|-0.006494891|-0.31059482|2|10.94550053|1|0.059972925|0.001493879|0.004923698|-0.403861432|2|0.525406088|0.780175595|0.8436458929999999|0.513260607|0.8876055620000001|-0.091178745|-0.084018635|-46.82694838|4.621144795|201.1526326|62.64191946|-0.03570792|-26.09853285|0.213644964|0.759459597|-1.428316788|-28.32266298|57.78921354|-19.90145306|55.43870932|0.4697279689999999|2482.831286|494.6981114|-796.0581225|942.1618767|-11.09187646|0.8858245220000001|5432.586961|134.0627959|0.0196689|-289.21443910000005|1048.190221|403.396385|1.0|1.0|0.0|1.0|1.0|2.83|2.04|0.05|5.48|54.46|2.0|0.0|95.49|0.0|4.0|-4.79|-5.73|366.34|1.0|0.0|-4.97|1.6100000000000002e-05|0.00589|0.00396|3.95|0.0|1.3300000000000002e-09|4.86e-07|4.7243|4.3799|-1288.356212|-1288.322373|569.42|957.58|0.7585|443.05|0.4571199999999999|0.50107|0.0207|-0.17945|-0.23674|0.03383899|-1288.264271|7.6198
12q_a36|3.453150038|0.0|7.412764017000001|2|2|1.29701394|-0.0543475329999999|-0.00761082|-0.043678703|2|10.9598352|1|0.1161527719999999|-0.103922055|-0.177407665|-0.441747876|1|0.8941919290000001|0.828371596|0.8839272779999999|0.8065052890000001|0.82911927|-0.07607684|-0.1060430969999999|-68.5549152|12.00048565|82.68142965|110.4712541|-0.038175515|-44.31949385|0.0|0.768692389|-1.908775752|-31.79544084|80.15866795|-24.67976947|61.18276554|0.486620426|2786.514757|536.0103834|-1233.988474|2380.245597|-15.95501778|0.947876484|6040.52496|149.536123|0.017949083|-347.4093916|1605.308562|629.5017194000001|1.0|0.0|0.0|0.0|2.0|4.74|0.0|0.14|3.35|69.2|1.0|0.0|128.76|0.0|5.0|-4.44|-6.49|415.88|0.0|1.0|-4.59|3.64e-05|0.0151|0.0106|3.31|0.0|6.65e-08|2.77e-05|5.2375|3.8653|-1692.544456|-1692.5102989999998|683.51|1148.35|0.4239|531.58|0.39919|0.6863199999999999|0.3419|-0.1566|-0.2126199999999999|0.03415678|-1692.370918|8.2218
3a_a49|0.0|0.0|7.535296702|1|1|1.343850114|-0.05210989|-0.006374689|-0.072328354|2|10.92976559|1|-0.074886415|0.002357097|0.003978478|-0.421478185|2|0.775818577|0.8145214209999999|0.8704151529999999|0.7476073409999999|0.72890527|-0.094437035|-0.088484274|-51.82200998|9.491036042|107.4001347|158.77029040000002|-0.030698626|-30.35026007|59.40691577|0.689774813|-1.504232653|-32.39206742|64.2037853|-17.97906469|64.79936082|0.474653816|2599.121578|426.893216|-880.9741697000001|1793.526571|-10.52968207|0.903506738|5792.106924000001|181.6875706|0.021141449|-222.2883651|1277.19098|578.2841135|0.0|1.0|0.0|1.0|2.0|3.25|2.11|0.18|2.77|98.72|1.0|0.0|112.14|0.0|5.0|-3.06|-7.67|384.43|0.0|0.0|-3.3|0.000878|0.3379999999999999|193.0|1.38|0.0|6.52e-08|2.51e-05|5.1647|3874.0|-1254.012043|-1253.973708|635.89|1082.21|0.3467|449.68|0.53794|0.66614|0.0793|-0.15978|-0.2171|0.03833529|-1253.8126619999998|7.1938
12j_a30|0.0|0.0|7.412764017000001|2|2|0.604984421|0.04148877|-0.006336585|-0.033312179|2|10.31162861|1|-0.0431311459999999|-0.053644471|-0.09353607|-0.456342646|1|0.8414737059999999|0.795446883|0.846470093|0.7991060659999999|0.842199041|-0.073909106|-0.094132698|-60.832977500000005|10.09017681|88.51817261|101.9784021|-0.036204884|-39.31313154|0.0|0.8134611009999999|-1.882653966|-30.8670468|69.55167701|-23.39729904|57.85371764|0.476658597|2784.7999170000003|544.2686362000001|-1216.65955|2258.891981|-15.12043521|0.91079856|6105.3402670000005|120.550211|0.01349128|-405.1466163|1495.657934|686.039456|1.0|0.0|1.0|0.0|1.0|4.76|0.0|0.17|4.35|81.65|2.0|0.0|132.24|0.0|5.0|-5.66|-5.81|412.51|0.0|0.0|-5.15|2.21e-06|0.0009119999999999|0.00291|4.23|0.0|9.75e-08|4.02e-05|5.1971|3.4788|-1615.096172|-1615.064152|695.8|1175.75|0.2163|549.64|0.3087|0.68625|0.1516|-0.14772|-0.1987799999999999|0.03201935|-1614.894278|8058.0
1o_a5|2.923171926|0.0|6.605297921|0|0|1.427566509|-0.266637757|-0.002633927|0.033105871|2|10.94518594|1|-0.05876042|0.038275248|0.06759341|-0.231165601|2|0.670787375|0.78144982|0.85693939|0.650008224|0.88430372|-0.079346457|-0.072886362|-39.1638643|7.122612351|167.3051756|62.16682117|-0.028770932|-21.04383087|1.01402588|0.699913551|-1.093295425|-22.90899675|50.11479279|-15.45942012|49.75766514|0.470590799|2238.291862|475.1609233|-587.4579645|833.537568|-8.306775343|0.8888980340000001|4572.818263|161.2447749|0.020380352|-214.8381946|839.3293197999999|393.5487205|1.0|1.0|1.0|1.0|1.0|2.81|2.2|0.0|4.48|78.25|0.0|0.0|95.2|0.0|3.0|-4.08|-6.3|323.35|0.0|0.0|-4.08|8.329999999999999e-05|0.0269|27.0|2.78|0.0|7.85e-09|2.54e-06|4.5011|4.1692|-1043.577386|-1043.536121|561.04|938.37|0.3966|443.88|0.4988899999999999|0.5492100000000001|0.0071|-0.1693599999999999|-0.23973|0.04126499|-1043.472984|7.4559
2_a47|0.0|0.0|0.0|0|0|1.381899691|-0.002024001|-0.008527649|-0.13117284|2|10.93671092|0|-0.007299676|-0.017113434|-0.0274111779999999|-0.444853768|2|0.916092248|0.671819147|0.728066943|0.875463345|0.847324011|-0.083455669|-0.095655954|-47.65477123|4.240150185|99.5619537|76.06154148|-0.036790752|-23.74109633|0.958043241|0.784978115|-1.4348393119999998|-20.71307621|55.81329383|-18.32875817|45.81686991|0.433425706|2105.761386|422.1277419|-714.8215685|1242.745585|-9.131190896|0.764993595|4559.060763|107.1215986|0.016376351|-283.9460863|910.626111|392.6099255|1.0|1.0|0.0|1.0|2.0|2.58|2.54|0.0|3.7|58.04|1.0|0.0|96.54|0.0|3.0|-5.46|-5.0|313.35|0.0|1.0|-5.11|3.46e-06|0.00109|0.00243|4.52|0.0|1.51e-08|4.73e-06|3.7181|3.7181|-1010.540464|-1010.505024|536.13|902.07|0.2143|371.19|0.69102|0.69102|0.2143|-0.15446|-0.20731|0.03544055|-1010.412694|6.2
13b_a6|3.423777636|0.0|7.412764017000001|1|1|1.430640379|-0.0411179|-0.011206134|-0.0265090529999999|1|10.95129557|1|0.100281317|-0.10896749|-0.180339002|-0.490758329|1|0.850080948|0.7788169070000001|0.8370824240000001|0.8013954109999999|0.7757172059999999|-0.093125205|-0.112915801|-74.04643339|21.00828557|154.7847961|147.0772097|-0.0406496879999999|-48.5571926|554.4007331|0.757233678|-2.032484418|-40.04664055|87.39962829999999|-26.65671602|82.07670290000002|0.408780634|2821.72831|508.6895893|-1332.835801|2587.000662|-17.48058934|0.69141956|6000.952027|159.1980937|0.0203627189999999|-337.3706117|1760.1380379999998|627.4287311|1.0|1.0|1.0|1.0|2.0|3.56|2.85|0.12|4.98|95.85|2.0|0.0|116.79|0.0|5.0|-5.51|-6.1|409.44|0.0|0.0|-4.99|3.11e-06|0.0012699999999999|0.00417|3.8|0.0|9.77e-10|4e-07|4.8494|3.6322|-1350.0903970000002|-1350.061187|694.33|1167.21|0.7846|574.07|0.58026|0.7006600000000001|0.2461|-0.14898|-0.20156|0.02920955|-1349.898848|6.7595
14d_a23|0.0|0.0|7.423568444|0|0|1.197963465|0.058368697|-0.005343003|-0.026530366|2|10.313217800000002|2|0.059486662|-0.074441567|-0.136106024|-0.4483522929999999|2|0.725800261|0.772008792|0.829764975|0.6906097959999999|0.921694462|-0.053736319|-0.078282292|-51.58357156|12.25371621|39.26987634|51.59888942|-0.032878563|-33.99063559|83.40396369|0.790346608|-1.6439281280000002|-23.33262837|61.49227899|-21.66510006|47.66288948|0.454495683|2878.955374|607.3441532|-1083.255003|2261.37838|-14.27606695|0.833166062|6459.554383|138.1496441|0.015037275|-382.6437544|1370.607518|666.0036144999999|0.0|0.0|1.0|1.0|1.0|3.52|3.62|0.09|3.88|105.02|2.0|1.0|125.25|0.0|5.0|-5.85|-6.1|425.51|0.0|0.0|-5.25|1.43e-06|0.000608|0.0023899999999999|3.94|0.0|1.65e-08|7.03e-06|3688.0|8.1555|-1669.24571|-1669.224874|696.21|1186.17|0.3807|554.84|8.1555|8.1555|336.18|-0.14894|-0.22152|0.02083626|-1669.045136|8.4001
18a_a22|0.0|0.0|6.842683282|0|0|1.194229718|-0.197348157|-0.003488994|-0.018344659|2|10.31286146|1|0.059645624|-0.0835538409999999|-0.147724859|-0.296897301|2|0.760537197|0.7329701259999999|0.7881113679999999|0.722009212|0.926535704|-0.050645213|-0.076119803|-51.6464295|11.62443251|29.59800426|49.84469832|-0.029276847|-35.04152115|18.5219848|0.710467198|-1.5223960559999998|-23.31437056|64.80092090000001|-19.86401135|45.98663929|0.487405342|2898.068989|628.6440468999999|-1032.92859|2213.859172|-13.47750813|0.950859191|6630.646100999999|196.4447473|0.0193879289999999|-285.5992506|1453.872315|730.9420477000001|1.0|1.0|1.0|1.0|1.0|3.49|3.17|0.08|5.32|100.61|2.0|1.0|131.64|0.0|6.0|-5.59|-6.28|436.53|0.0|0.0|-5.16|2.59e-06|0.00113|0.00305|3.78|0.0|3.95e-10|1.73e-07|5.0214|3.4832|-1691.3151059999998|-1691.2957760000002|695.35|1211.84|0.3174|531.16|0.35107|0.68577|0.0354|-0.1408|-0.21148|0.01932946|-1691.097989|7.8861
12b_a30|0.0|0.0|7.412764017000001|2|2|0.604984682|0.047132642|-0.007353271|-0.06631353|2|10.31162898|1|-0.165287712|-0.0541804029999999|-0.120380857|-0.468842459|1|0.669561738|0.824373792|0.880943609|0.64876559|0.764737577|-0.08354129|-0.09915679|-62.96700664|11.01246349|86.84905288|149.39744040000002|-0.038448551|-39.98560202|0.0|0.798520682|-1.883979001|-33.68855323|73.02913136|-24.41577808|64.06324295|0.4676268939999999|2849.095245|485.6272203|-1196.373126|2347.979099|-15.50462119|0.878381889|6275.380072|127.9443353|0.01584525|-379.1359902|1498.236868|618.6004214|1.0|0.0|1.0|0.0|1.0|4.63|0.0|0.14|4.25|81.65|2.0|0.0|127.24|0.0|5.0|-5.39|-6.02|416.47|0.0|0.0|-5.01|4.12e-06|0.00171|0.00405|3.97|0.0|1.26e-07|5.260000000000001e-05|5.0567|3.5207|-1675.0107779999998|-1674.977262|673.18|1130.68|0.2079|516.78|0.3159099999999999|0.68496|0.1525|-0.1493799999999999|-0.20289|0.03351603|-1674.838225|8.1543
27a_a34|0.0|0.0|7.412764017000001|1|1|0.300206665|0.0257175079999999|-0.012620846|-0.456594848|1|10.319282|1|-0.13716603|-0.158932197|-0.264978526|-0.53047808|1|0.8186389829999999|0.779284547|0.832753533|0.749941528|0.600964267|-0.106669294|-0.123191967|-86.36649751|18.62986903|176.4623026|279.75296960000003|-0.043345322|-60.54917431|22.69787432|0.764921711|-2.340647376|-52.42823715|100.7752505|-30.38821209|93.41277507|0.436895447|3394.470264|421.319507|-1640.9634529999998|2252.433058|-21.30433911|0.7758691440000001|7104.26596|164.80691819999998|0.020552444|-371.4586403|2145.269808|718.5861133999999|1.0|1.0|1.0|1.0|2.0|3.66|2.58|0.13|2.01|129.74|1.0|0.0|122.61|0.0|6.0|-4.96|-7.29|463.51|0.0|0.0|-4.47|1.09e-05|0.00504|0.0159|2.59|0.0|2.44e-08|1.13e-05|5.0012|4.1228|-1861.741982|-1861.695683|737.7|1247.85|0.2896|598.18|0.40378|0.69818|0.0203|-0.16691|-0.20615|0.04629882|-1861.534743|6.6198
15_a10|0.0|0.0|7.535296702|1|1|1.277647202|-0.166303336|-0.0027892409999999|0.035396617|2|10.92966702|1|-0.1157120169999999|-0.085979341|-0.136323668|-0.208590561|2|0.682616223|0.808676284|0.863438637|0.635064845|0.915526801|-0.059234364|-0.074144604|-44.18725043|11.09373722|33.67392858|50.34268476|-0.025240716|-26.33385303|108.7226878|0.646412648|-1.186313662|-21.03820054|56.66229609|-15.04246823|46.39507481|0.434181679|2549.580207|545.6177511|-706.9960069|2288.954984|-8.964715924|0.767351752|5769.347123|210.7240726|0.020932674|-174.5122907|1093.722422|563.875765|1.0|1.0|1.0|1.0|0.0|3.29|3.31|0.23|4.91|52.83|2.0|1.0|111.21|0.0|5.0|-4.48|-6.07|390.87|0.0|1.0|-4.81|3.32e-05|13.0|0.0061|3.68|0.0|5.01e-09|1.96e-06|5.7922|3.7997|-1604.08794|-1604.057542|641.98|1086.19|0.4553|484.05|0.41458|0.68543|0.1647|-0.1574|-0.20983|0.03039798|-1603.907391|7.4815
2_a1|0.0|0.0|7.535296702|1|1|1.348828131|-0.049975995|-0.004621682|-0.014296455|1|10.9520472|1|-0.237981258|-0.145015842|-0.326716897|-0.422863867|1|0.571324013|0.795932678|0.8571146190000001|0.5574897879999999|0.808210065|-0.0622285999999999|-0.077270452|-35.17029414|5.135384136|6.281701359|87.29479691|-0.026492726|-16.00805425|84.54541681|0.6944040029999999|-0.927245426|-12.89184641|43.24570924|-12.05838656|33.45925305|0.39830426|1884.85038|367.8635872|-422.0435297|1378.496713|-5.488475744|0.6619695520000001|3920.383175|139.0945801|0.017741989|-176.9692239|607.7780769999999|299.6692382|1.0|1.0|0.0|1.0|0.0|2.91|2.69|0.18|4.0|30.71|0.0|0.0|79.77|0.0|2.0|-3.06|-6.04|279.31|0.0|1.0|-3.78|0.000871|243.0|0.0466|2.76|0.0|6.64e-07|0.000185|4.0877|4.0877|-920.2093796|-920.184721|489.42|807.98|0.2991|355.79|0.7007899999999999|0.7007899999999999|0.2991|-0.1686|-0.19826|0.024658671|-920.123726|5.2366
14k_a23|0.0|0.0|7.423568444|0|0|1.1979621459999998|0.070940371|-0.005866159|-0.024758731|2|10.31321813|2|0.082632648|-0.071484865|-0.13187015|-0.463402169|2|0.722187957|0.800643488|0.864845456|0.659570836|0.922397728|-0.0562483359999999|-0.079899943|-53.17069631|12.53019305|38.76597615|51.64167457|-0.033999976|-35.38329134|80.31548917|0.783562394|-1.597998852|-24.9092952|64.04991522|-22.62582822|49.96154892|0.486654314|2955.4566170000003|613.8243395|-1063.413926|2174.886074|-15.05671972|0.948005074|6715.186162999999|144.0318708|0.016348271|-377.4022725|1357.152837|633.3278634|0.0|0.0|1.0|1.0|1.0|3.39|3.56|0.05|4.0|105.02|2.0|1.0|125.29|0.0|5.0|-6.13|-6.03|445.93|0.0|0.0|-5.55|7.49e-07|0.000334|0.00126|4.21|0.0|1.02e-08|4.55e-06|3.6421|3.6421|-2089.524497|-2089.501786|691.9|1179.17|0.4694|552.65|0.63765|0.63765|0.4694|-0.14784|-0.2271699999999999|0.02271117|-2089.354026|8.4123
