molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|SRW09|nAHRing|nARing|SaasN|MATS2c|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|n6aHRing|BIC2|SIC2|nFaHRing|RASA|FNSA3|FPSA3|RNCS|RPSA|FNSA4|WNSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|FPSA1|GeomRadius|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
16a_a23|0|1|1|0.0|7.423568444|1|1|3.411338761|-0.0147904689999999|-0.013055633|3|0.046283951|0.062601621|0.759926978|-0.302174246|0.012426121|-0.088255625|-0.071458049|2|0.01226642|0.115499047|-0.181609054|-0.335065967|2|0.8323974470000001|0.890165467|1|0.934837094|-0.041095401|0.021379172|9.922436905|0.0651629059999999|-0.025724725|-30.39361398|-16.6118386|40.34319246|0.49525751|2924.629647|603.6746046|1801.957216|0.414079278|8.024409307|0.981208279|6552.801739|-547.0850515999999|28.35168303|0.02809646|668.3493171|18.14339594|1.0|0.0|0.0|0.14|-5.27|2.03|2.52|2.04|1.0|125.79|2.0|5.0|31.0|4.0|-7.02|0.0|0.0|0.0|1.85|-4.31|0.0208|0.0|5.38e-06|-0.0502|1.6239|2.49|-1685.8794469999998|1172.0|763.49|555.21|0.96307|0.96307|-1685.580443|0.2066|-0.07625|11.6254|-1685.6419010000002|18.4446|39.0|7.4037
5d_a40|0|0|0|0.0|8.149890544|0|1|1.601200869|-0.071479892|0.0418378229999999|0|0.044526749|-0.1031436519999999|0.716041667|-0.1868684619999999|0.007200253|0.2078052269999999|0.029272031|2|0.006642869|-0.259985037|-0.0038660009999999|-0.009744685|0|0.8092726020000001|0.877722972|1|0.754010052|-0.086193996|0.022027556|181.4728912|0.245989948|-0.0377110779999999|-19.85450535|-17.30589257|49.66367051|0.479931934|1974.583878|346.0207917|511.3769101|0.188819426|6.288958592999999|0.922825231|4051.712713|-238.2540642|21.3342049|0.014630084|243.4287716|6.713853887999999|1.0|0.0|2.56|0.21|-4.32|4.08|3.64|2.25|0.0|74.11|2.0|3.0|20.0|4.0|-5.94|0.0|1.0|1.0|3.1|-3.82|0.0436|0.0|4.7600000000000005e-05|-0.06796|3.7374|4.61|-1276.817151|765.69|331.74|365.74|0.69613|0.69613|-1276.751174|0.4493|-0.14851|7.0422|-1276.797751|9.2439|19.0|7.7212
12q_a30|0|0|0|-4.76444841|7.412764017000001|2|2|0.0|0.144208934|-0.27228842|2|0.0438779959999999|-0.016509571|0.0|-0.873376576|-0.00695299|0.004165554|-0.021542639|1|-0.004395528|-0.0483777279999999|-0.077457998|-0.226973911|1|0.816138015|0.867367115|0|0.845745827|-0.087348134|0.014790072|82.72757145|0.154254173|-0.045799658|-53.67653794|-31.21009417|69.60189582|0.473741611|3305.289025|576.3319634|2844.418547|0.179359278|7.346842839|0.900207238|7990.060758|-1127.2072970000002|38.03137394|0.016579022|696.6414817000001|11.29774462|1.0|0.0|0.0|0.17|-7.18|4.43|4.78|2.82|2.0|133.96|1.0|7.0|34.0|8.0|-5.66|0.0|0.0|0.0|3.42|-5.92|0.000579|0.0|6.61e-08|-0.05105|5.0573|5.52|-1987.999444|1214.92|355.93|537.96|0.34138|0.68516|-1987.781386|0.1515|-0.14792|5.5755|-1987.847256|6.821000000000001|36.0|7.4449
17e_a50|0|1|1|0.0|7.934155233999999|2|2|4.3906140030000005|-0.153175103|0.038322942|2|0.031870748|-0.011278897|2.2384546640000003|-0.141076059|0.012036705|-0.086639125|-0.114420412|2|0.012372059|-0.017965698|-0.1949741189999999|-0.310566368|1|0.7409645029999999|0.7791604190000001|1|0.930108205|-0.046347299|0.012865274|10.68364489|0.069891795|-0.02665495|-35.33972521|-18.5444588|41.19554236|0.489797496|2883.936138|647.0975667|1981.934841|0.196328886|8.52101688|0.960006062|6301.28046|-812.8136797000001|23.07468625|0.010255676|904.3172644|7.135108233|0.0|1.0|4.23|0.37|-7.33|4.23|4.68|2.91|2.0|138.0|1.0|6.0|33.0|4.0|-6.08|0.0|1.0|0.0|4.03|-5.18|0.00288|0.0|4.63e-08|-0.03156|4.2373|3.8|-1375.268259|1312.91|307.67|602.89|0.6322800000000001|0.66478|-1374.927998|0.1785|-0.16649|6.7175|-1374.992422|8.8326|155.0|6.8097
3a_a49|0|0|0|0.0|7.535296702|1|1|2.09865947|-0.05210989|-0.072328354|2|0.0355787039999999|-0.044367345|1.819785|-0.337858497|-0.000349523|-0.060613765|0.00497674|1|0.000521532|-0.074886415|0.002357097|0.003978478|2|0.8145214209999999|0.8704151529999999|1|0.72890527|-0.094437035|0.016205613|107.4001347|0.27109473|-0.030698626|-30.35026007|-17.97906469|64.79936082|0.474653816|2599.121578|426.893216|1793.526571|0.310225187|6.566343333|0.903506738|5792.106924000001|-515.9544212000001|26.06512204|0.021141449|578.2841135|12.38177532|0.0|1.0|2.11|0.18|-7.19|2.77|2.81|1.04|1.0|112.14|1.0|5.0|29.0|5.0|-7.67|0.0|0.0|1.0|2.02|-3.3|193.0|0.0|6.52e-08|-0.05732|5.1647|3.16|-1253.973708|1082.21|320.04|449.68|0.53794|0.66614|-1253.756918|0.0793|-0.15978|3801.0|-1253.8126619999998|4.2593|64.0|7.1938
10_a4|0|0|0|0.0|7.535296702|1|1|2.146166934|-0.180140166|0.005483539|2|0.038699764|0.00941601|2.149387791|-0.159792527|0.01107733|-0.122141977|-0.090413559|1|0.011142889|0.014917047|-0.083887216|-0.132895939|2|0.810105167|0.861225169|1|0.921653019|-0.051015897|0.014582852|39.48408698|0.078346981|-0.027007048|-26.60798798|-15.63090193|37.96666686|0.4858700179999999|2480.063587|533.4262268|2064.276654|0.255470315|5.759414166|0.945033425|5598.949417|-452.3357957|20.99433004|0.014040792|594.7358385|8.126406226|1.0|1.0|3.38|0.26|-8.07|4.93|4.81|2.53|2.0|111.38|1.0|4.0|28.0|4.0|-5.83|0.0|1.0|1.0|3.9|-4.85|0.00519|0.0|8.51e-09|-0.04689|4.9674|3.34|-1183.790554|1083.65|340.01|470.02|0.4662|0.7038399999999999|-1183.54701|0.0176|-0.15561|1.4517|-1183.602045|2.2386|88.0|7.0555
13b_a50|0|1|1|0.0|7.934155233999999|2|2|4.253030728|-0.067327798|0.010464577|2|0.032833333|-0.0204949039999999|2.117002752|-0.263615417|0.010435712|-0.042022102|-0.054716607|2|0.011379776|-0.03182432|-0.173463805|-0.269353185|1|0.788327682|0.828965118|1|0.906164013|-0.051509874|0.019899348|104.0753113|0.093835987|-0.026928544|-41.27630533|-19.24847021|51.04317051|0.4321103879999999|3036.874979|647.7242444|2147.355856|0.299589696|9.514897025|0.7609056040000001|6639.077063000001|-866.8024118999999|27.48170624|0.017277404|900.2031356000001|12.34985404|1.0|1.0|4.17|0.37|-7.23|4.24|5.12|2.52|2.0|133.36|1.0|7.0|34.0|5.0|-6.3|0.0|0.0|0.0|3.99|-5.1|0.00361|0.0|5.87e-08|-0.02606|4.2315|3.63|-1470.3699789999998|1339.39|301.22|617.26|0.65332|0.63872|-1470.039226|0.1553|-0.1701599999999999|5.5271|1470.104535|7.1645|1.83|5.7375
12t_a36|1|0|0|0.0|7.412764017000001|2|2|0.0|-0.058770337|-0.034194893|2|0.041767677|0.035510516|0.0|-0.404180985|0.003676818|-0.030990165|-0.0288761339999999|1|0.0045625|0.059266516|-0.101854847|-0.169994208|1|0.829598864|0.878510663|0|0.8337556420000001|-0.0735262|0.017627553|86.12920631|0.166244358|-0.035934112|-44.63604995|-23.93411213|60.71345614|0.48189543|2771.211293|555.3275093999999|2320.375227|0.21683192|7.960344391|0.930112292|5936.009091|-892.7209991000001|30.56063281|0.01547607|729.1873176|10.30792105|1.0|0.0|0.0|0.21|-7.36|3.62|2.45|2.45|1.0|133.52|1.0|6.0|31.0|4.0|-6.33|0.0|1.0|0.0|2.4|-4.57|0.0109|0.0|4.38e-08|-0.05302|3.8844|3.87|-1311.552739|1208.04|337.89|562.72|0.69297|0.70313|-1311.287803|0.0155|-0.15088|5.9081|-1311.349439|7.9104|8.0|8.0969
23_a10|0|0|0|0.0|7.535296702|1|1|2.140123457|-0.12979844|0.012558932|2|0.036666667|-0.031558374|1.981673861|-0.17741132|0.010305237|-0.000458688|-0.0253481679999999|1|0.010662507|-0.0502296329999999|-0.130679|-0.207994181|2|0.754150918|0.800727358|1|0.915208645|-0.049653973|0.009615852|72.17779806|0.084791355|-0.02685653|-36.32074126|-19.02262196|41.98112956|0.485561757|3103.831885|648.2471057|1945.384475|0.238800348|8.755988318|0.943867925|7034.375112000001|-835.377049|24.9903188|0.013394095|930.6293092|9.487107794|1.0|1.0|4.13|0.21|-9.84|5.11|5.81|2.99|2.0|139.11|1.0|6.0|35.0|5.0|-5.93|0.0|0.0|1.0|4.5|-5.7|0.000923|0.0|1.44e-10|-53.0|3.8034|3.9|-1470.166163|1336.11|325.98|606.18|0.67647|0.67647|-1469.838069|0.2089|-0.15858|3.8115|-1469.902562|4.8954|0.75|6.1249
18_a34|0|0|0|0.0|7.423568444|1|1|1.801574074|-0.063113846|-0.101546926|1|0.040527066|-0.100548575|0.0|-0.677741618|-0.001615187|-0.141332289|-0.136990511|1|0.002183342|-0.155197864|-0.3102088839999999|-0.478810922|1|0.805756513|0.8584852479999999|0|0.68981472|-0.090328365|0.040845819|66.6880793|0.31018528|-0.0422555509999999|-39.55742812|-23.32844015|72.41862911|0.441058733|2424.18137|380.8328339|1774.550004|0.304150055|6.282442545|0.789096743|5296.289007|-553.8039936|33.52510165|0.027385869|428.6241319|15.11918774|1.0|1.0|3.61|0.21|-5.65|3.13|3.15|1.49|1.0|93.91|2.0|5.0|26.0|6.0|-6.26|0.0|1.0|1.0|2.89|-4.11|0.0275|0.0|2.22e-06|-0.03925|4.4335|5.07|-1199.259634|991.93|300.68|483.87|0.56101|0.60488|-1199.101028|0.0303|-0.17549|5.0935|-1199.158044|6.7806|2.43|5.6144
9_a10|0|0|0|0.0|7.535296702|1|1|1.998759814|-0.096384071|-0.032199235|2|0.03590535|-0.048732912|1.754798254|-0.285441469|0.007316125|-0.1189611519999999|-0.1048161059999999|1|0.007847998|-0.079150788|-0.1475423119999999|-0.239634564|2|0.791322552|0.837889476|1|0.8694452140000001|-0.057690053|0.013842683|86.66800495|0.130554786|-0.028592687|-42.40634438|-20.27364785|50.72029356|0.45291714|2904.874289|616.4802143999999|2284.568215|0.26870822|8.765421221|0.827876677|6606.83687|-848.1268877|27.72306267|0.015893979|816.3832816|11.26962754|1.0|1.0|3.2|0.23|-7.93|3.69|3.68|1.81|1.0|130.71|1.0|7.0|33.0|5.0|-6.87|0.0|1.0|0.0|3.07|-4.44|16.0|0.0|1.17e-08|-0.06118|5.5668|4.51|-1410.005954|1278.57|332.32|631.5|0.2242|0.68962|-1409.69933|0.0041|-0.15045|2.9927|-1409.764013|4942.0|193.0|6.7144
12ay_a36|1|0|0|0.0|7.412764017000001|2|2|0.0|-0.05976542|-0.043778345|2|0.043383838|0.1012005419999999|0.0|-0.404030255|0.003676818|0.012286423|-0.06756661|1|0.0045625|0.1689021819999999|-0.101854847|-0.169994208|1|0.78699829|0.833398429|0|0.829406408|-0.074251203|0.018016934|126.7858133|0.170593592|-0.035337546|-41.57269314|-22.90568368|59.80790901|0.4530143439999999|2766.899844|537.618563|3238.138932|0.221835195|6.466730436000001|0.828201506|6204.216872999999|-831.4538627999999|29.43551742|0.015670425|729.1873176|10.15751916|1.0|0.0|0.0|0.21|-7.34|3.76|2.5|2.45|1.0|133.68|1.0|5.0|31.0|4.0|-6.38|0.0|1.0|1.0|2.42|-4.6|0.0102|0.0|4.55e-08|-0.0526|3.9348|3.79|-1311.547668|1184.45|339.12|532.22|0.6727|0.6914|-1311.282556|0.1464|-0.15056|6.2579|-1311.343228|9.1844|18.0|7.7447
12n_a36|1|0|0|0.0|7.412764017000001|2|2|0.0|0.039596635|-0.350034917|2|0.0438779959999999|0.027627601|0.0|-0.619926573|-0.006862238|-0.035989956|-0.000273044|1|-0.001160331|0.048110172|-0.15024383|-0.261631709|1|0.81793955|0.869718963|0|0.720111143|-0.089275906|0.0211044289999999|67.52548352|0.279888857|-0.039955874|-53.08197085|-27.04362074|74.70951411|0.454498749|3482.18259|487.397992|3465.537153|0.258248547|6.863551112000001|0.833176363|7657.057548000001|-1061.639417|36.45914091|0.021232665|805.2286932|14.3710571|0.0|0.0|0.0|0.17|-6.87|1.28|2.15|0.84|1.0|142.02|1.0|7.0|34.0|6.0|-8.03|0.0|0.0|0.0|1.18|-3.72|0.0897|0.0|1.36e-07|-0.05056|5.3573|6.24|-1876.168847|1256.83|340.78|566.87|0.32172|0.7046600000000001|-1875.89723|0.0155|-0.14928|10.8395|-1875.961945|14.3562|15.0|7.8239
8d_a8|1|0|0|0.0|7.05012252|0|0|1.41693287|-0.12349902|-0.155313194|1|0.042323232|0.071729931|0.0|-0.633521883|-0.00267541|-0.077977198|-0.117111249|1|-0.001038264|0.111668404|0.016471091|0.025642021|1|0.757805416|0.804372443|0|0.6932924890000001|-0.1072746469999999|0.028038295|57.93693239|0.306707511|-0.03820405|-43.86958028|-24.91463687|88.24385833|0.483207744|2863.968296|452.1282556|2093.380666|0.324640122|7.507839835|0.935013517|6596.888351|-877.3916055999999|36.89090464|0.029166961|682.0472537|19.02113117|0.0|0.0|2.92|0.12|-7.62|3.93|3.32|1.92|1.0|121.1|1.0|6.0|32.0|5.0|-6.87|0.0|0.0|0.0|3.0|-4.47|0.0147|0.0|2.38e-08|-0.0600299999999999|4.6765|6.22|-1447.559429|1185.65|376.13|572.21|0.62361|0.70165|-1447.2928029999998|0.1879|-0.13754|6.0111|-1447.354662|7.5674|18.61|4.7303
13i_a6|1|0|0|0.0|7.412764017000001|1|1|0.0|0.0359494989999999|-0.154502515|1|0.042560386|0.035242754|0.0|-0.852681372|-0.011017781|0.034304189|-0.032549318|1|-0.007703306|0.057038772|-0.045418125|-0.073507141|1|0.7771558909999999|0.8287956870000001|0|0.624046118|-0.120457274|0.031178586|181.1128483|0.375953882|-0.046433945|-58.20996912|-31.12829557|101.6533459|0.429711323|2906.257489|418.3467934|2880.134143|0.216402237|8.294136887|0.753497905|6306.951561999999|-1105.989413|39.72483975|0.019989461|673.8038326000001|13.40049533|1.0|1.0|2.7|0.12|-8.5|4.16|3.54|1.18|1.0|120.17|1.0|6.0|32.0|5.0|-6.81|0.0|0.0|1.0|2.91|-4.48|14.0|0.0|3.18e-09|-0.0481399999999999|3.6668|4.94|-1426.518007|1196.21|348.14|553.67|0.7004600000000001|0.70517|-1426.269916|19.0|-0.1464|7.8342|-1426.332492|10.1375|21.0|7.6778
12e_a36|1|0|0|0.0|7.412764017000001|2|2|0.0|-0.064019914|-0.043085717|2|0.040899471|0.144415507|0.0|-0.404736007|0.002951176|-0.0586405829999999|-0.084051264|1|0.003962098|0.244642918|-0.104118159|-0.1763783589999999|1|0.7975411790000001|0.847602953|0|0.838086387|-0.07049439|0.019063245|65.27404529|0.161913613|-0.036203518|-40.85494129999999|-23.02695694|56.96241436|0.466721981|2709.877204|533.058116|2309.239105|0.238923581|6.767371321000001|0.875194483|5929.071389|-776.2438847|30.25577504|0.017716522|662.0530478999999|11.26845175|1.0|0.0|0.0|0.17|-6.97|3.24|2.19|2.24|1.0|128.72|1.0|5.0|30.0|4.0|-6.55|0.0|1.0|0.0|2.14|-4.3|0.02|0.0|1.08e-07|-0.04962|3.8364|3.48|-1272.23645|1142.19|337.84|507.03|0.6814600000000001|0.70007|-1271.999945|0.0006|-0.15189|6.5974|-1272.0579810000002|8735.0|14.0|7.8539
4_a4|0|0|0|0.0|7.535296702|1|1|2.156628874|-0.183963421|0.0159331539999999|2|0.036775068|-0.0214610589999999|2.183056868|-0.058013858|0.011760626|-0.110597574|-0.037623601|1|0.0112367389999999|-0.035166634|-0.048056862|-0.078747188|2|0.77276149|0.8306695270000001|1|0.933276024|-0.049768752|0.008570112|13.70182982|0.0667239759999999|-0.0255766729999999|-18.24679326|-13.17774406|30.05764711|0.398500394|2221.6122010000004|480.8472306|1883.42405|0.2062820269999999|5.326452915|0.66251148|4878.070704|-291.9486922|16.60255217|0.010586293|462.1867149|5.454324025|1.0|1.0|3.09|0.19|-7.57|4.52|4.41|2.66|1.0|100.08|1.0|2.0|25.0|3.0|-5.79|0.0|1.0|1.0|3.64|-4.57|0.00877|0.0|2.71e-08|-0.04865|5.382000000000001|3.24|-1029.93716|960.45|307.95|394.06|0.55032|0.6010800000000001|-1029.763465|67.0|-0.1696599999999999|2.6814|-1029.813844|3.1195|78.0|7.1079
4l_a46|0|0|0|0.171853072|7.825245291|1|1|2.155247543|-0.058870177|-0.075241716|1|0.049498645|-0.067419714|0.0|-0.255755434|0.0066560469999999|-0.060895366|-0.161358058|1|0.006162668|-0.1012114369999999|0.0071939419999999|0.010799648|1|0.726535412|0.762625193|0|0.892158627|-0.09094885|0.00657916|177.7681018|0.107841373|-0.030068681|-27.26452605|-17.01011822|55.17245545|0.409308207|2165.620022|504.7020036|2087.583804|0.116549199|5.80829255|0.692930243|4865.794981|-490.7614689|19.25417715|0.006130523|579.2365607|3.468091068|1.0|1.0|3.19|0.36|-7.0|4.64|5.02|3.06|1.0|105.77|1.0|3.0|26.0|3.0|-5.23|0.0|1.0|1.0|4.08|-5.11|0.0027|0.0|9.980000000000001e-08|-0.01784|5.4011|4.99|-1092.71063|1057.06|278.36|526.77|0.3756|0.68584|-1092.484863|0.1523|-0.18567|2.6588|-1092.53932|3.7624|98.0|7.0088
20a_a10|0|0|0|0.0|7.535296702|1|1|2.113798134|-0.0774974029999999|0.049376168|2|0.036415094|-0.035536682|1.896409603|-0.197323337|0.008214031|-0.010695558|0.011011878|1|0.008297595|-0.058994157|-0.049146504|-0.081587712|2|0.755429696|0.817646497|1|0.913681336|-0.066386563|0.013618456|66.52185003|0.086318664|-0.028008251|-30.82502228|-18.22250274|52.05222074|0.452402751|2998.608651|594.4519837|2021.669282|0.266548108|8.419180593|0.826159649|6729.996773999999|-616.5004457|24.84485067|0.016540298|719.5272609|10.76131538|1.0|0.0|3.63|0.11|-9.44|5.06|5.77|2.53|2.0|126.35|1.0|4.0|33.0|5.0|-5.82|0.0|0.0|1.0|4.27|-5.59|0.0011|0.0|3.61e-10|-0.06611|4.7841|3.98|-1389.1321289999998|1200.92|323.62|524.02|0.50193|0.6864600000000001|-1388.897416|107.0|-0.1613099999999999|2.9429|-1388.957848|3.2116|1.2|5.9208
19_a4|0|0|0|0.0|7.535296702|1|1|1.943606348|-0.121320311|-0.3929802189999999|1|0.040511696|-0.052325802|0.0|-0.105763614|0.006243904|-0.211341677|-0.136621315|1|0.009687676|-0.086166959|-0.0255403279999999|-0.042058265|1|0.774746438|0.834377354|0|0.820765063|-0.070677568|0.013022539|15.411502800000004|0.1792349369999999|-0.028945757|-23.02459887|-15.93396412|46.07495776|0.460486754|2558.336814|451.8120313999999|1697.595595|0.235119747|5.9448291|0.85352261|5232.561157|-368.3935819|20.83197214|0.0143733|450.6848883|7.912166787999999|1.0|0.0|2.52|0.16|-6.09|2.97|4.32|2.16|1.0|98.19|1.0|3.0|25.0|4.0|-6.58|0.0|1.0|1.0|2.92|-3.97|0.0373|0.0|8.070000000000001e-07|-0.05294|4.1858|6.67|-1446.909868|983.4|296.2|500.34|0.67535|0.67535|-1446.760398|0.3806|-0.17004|5.8295|-1446.813896|7.1079|19.5|4.71
4_a27|0|0|0|0.0|6.823286122000001|0|0|3.294369174|0.082486268|-0.058641975|2|0.0456410259999999|-0.273119343|1.274166982|-0.278154179|0.00991794|0.13397347|-0.01660383|1|0.010329671|-0.459570857|-0.2030237389999999|-0.341622797|2|0.7853766809999999|0.842039655|1|0.852604338|-0.057748369|0.0201467639999999|8.590238252999999|0.1473956619999999|-0.0281385239999999|-21.12083948|-14.56891559|40.33074472|0.444169714|2273.715366|441.4418013|1213.060761|0.317514326|6.01592535|0.799110312|4988.6278600000005|-316.8125922|21.34684457|0.020363697|424.8821143|10.54344507|0.0|0.0|3.08|0.16|-6.22|2.94|2.8|2.66|0.0|97.55|1.0|2.0|25.0|4.0|-6.51|0.0|1.0|1.0|2.8|-3.99|0.0339|0.0|6.04e-07|-0.0449899999999999|5.5485|4.63|-1083.119531|946.77|300.29|445.65|0.36899|0.6089899999999999|-1082.963712|0.1741|-0.17034|2.7371|-1083.01571|3.9202|4.0|8.3979
5b_a50|0|1|1|0.0|7.927685046000001|1|1|4.190114953|-0.253064589|-0.003549558|1|0.034845679|-0.052494624|2.473508677|-0.062071259|0.012641727|-0.137595558|-0.113846154|2|0.012290091|-0.0873662269999999|-0.1052449509999999|-0.175158017|1|0.791163321|0.855527513|1|0.958606481|-0.041157676|0.012204641|6.656963127999999|0.041393519|-0.02140774|-15.78596849|-10.87564575|27.10933752|0.4462435279999999|2183.545404|486.9950914|1452.442728|0.411250953|5.543302677000001|0.8058479690000001|4577.809819|-221.0035589|18.47246431|0.023005632|409.0289917|11.68741316|1.0|1.0|2.91|0.1|-5.86|3.15|4.02|2.4|0.0|96.89|2.0|2.0|24.0|2.0|-6.03|0.0|1.0|1.0|3.11|-4.19|0.0202|0.0|1.37e-06|-0.0256899999999999|5.6332|2.81|-990.5849031|922.49|308.25|411.9|0.4270899999999999|0.66968|-990.43875|0.1094|-0.16683|4.4181|-990.487545|6.1284|12.23|4.9126
8_a10|0|0|0|0.0|7.535296702|1|1|2.071128354|-0.075368755|-0.012055162|2|0.035828092|-0.000315856|1.546251312|-0.296880569|0.0087730469999999|-0.15615298|-0.106100115|1|0.009056935|-0.000504277|-0.082893697|-0.132343104|2|0.809386132|0.864927472|1|0.874843982|-0.059655303|0.015758182|32.98071169999999|0.125156018|-0.029917593|-25.80127401|-16.36478554|41.25082928|0.431797417|2612.274447|478.5356341|1899.542278|0.277350551|6.112185271|0.7599356820000001|6289.86818|-438.6216583|22.64553798|0.017582236|583.7217118|9.617402178|0.0|0.0|3.27|0.22|-7.6|4.46|4.2|2.46|1.0|111.36|1.0|4.0|29.0|5.0|-6.25|0.0|1.0|1.0|3.55|-4.62|0.00926|0.0|2.49e-08|-0.0623299999999999|4.6964|4.58|-1257.819281|1047.58|336.55|416.69|0.41583|0.68815|-1257.59269|0.0916|-0.15556|1.2052|-1257.648047|1.5482|526.0|6279.0
1_a1 (SKF-104365)|0|0|0|0.0|7.535296702|1|1|2.196347317|0.011230812|-0.01959813|1|0.0409444439999999|-0.091086986|0.0|-0.218014497|0.000663414|-0.10236005|0.11172918|1|0.002250781|-0.221214316|-0.123703409|-0.300426726|1|0.7926983559999999|0.857919181|0|0.8131557509999999|-0.067997692|0.0133681239999999|6.658828587|0.186844249|-0.029524467|-17.369816|-13.65596178|37.63415922|0.416807085|1997.193006|376.1092109|1551.362941|0.290255081|5.2735884010000005|0.71469847|4225.4765640000005|-208.4377919|19.24066156|0.018973797|297.2783688|8.775956802|1.0|1.0|2.68|0.12|-6.0|3.93|4.28|2.52|0.0|81.72|1.0|2.0|21.0|3.0|-6.01|0.0|1.0|1.0|3.27|-4.02|0.0287|0.0|9.93e-07|-0.03482|3.8901|3.45|-1279.060907|809.96|318.72|358.09|0.70081|0.70081|-1278.971649|0.2178|-0.16142|4.5773|-1279.017667|6.9338|1.6|5.7959
47l_a18|0|0|0|0.0|7.03438793|1|1|0.0|0.0340353029999999|-0.0603838109999999|0|0.035308642|-0.0057783619999999|0.0|-0.428858819|-0.00046896|-0.010426981|-0.056270425|0|0.000787517|-0.008768679|-0.103458566|-0.156998637|0|0.7435044540000001|0.781148177|0|0.803473313|-0.08034939|0.009199889|11.54768766|0.196526687|-0.031456589|-42.43906517|-22.37455223|63.6949231|0.4897655489999999|2852.093627|571.4972966|1427.032023|0.203890653|9.423637134|0.959883341|6572.90106|-1018.537564|28.10487315|0.012890098|931.8364349|9.168513486|1.0|1.0|0.0|0.25|-9.37|3.69|3.19|2.94|3.0|139.63|1.0|9.0|34.0|3.0|-6.39|0.0|0.0|0.0|2.72|-4.84|0.0066099999999999|0.0|4.26e-10|-0.0520399999999999|3.2026|7.71|-1455.5497369999998|1334.6|387.13|667.5|0.69291|0.69291|-1455.165122|0.5019|-0.1314|2.4594|-1455.233431|3.3864|32.0|7.4949
14ae_a23|0|1|1|0.0|7.423568444|0|0|3.338149829|-0.033049777|-0.029948314|2|0.042903564|0.026913008|0.7338690390000001|-0.4448081789999999|0.008996289|-0.0174992419999999|0.0289586779999999|2|0.009675528|0.047563299|-0.143336826|-0.253318853|2|0.7830067820000001|0.8356326820000001|1|0.872362051|-0.065169397|0.03467374|111.4422142|0.127637949|-0.0269140239999999|-44.69687612|-19.28284095|71.53368511|0.479058976|3212.850883|625.0131414|2575.36078|0.46959234|8.123993885|0.919603093|7308.981869|-759.846894|36.35475577|0.034488074|770.8206617000001|24.70935041|0.0|0.0|3.76|0.12|-7.6|3.48|4.03|2.42|2.0|133.27|1.0|7.0|34.0|6.0|-6.68|0.0|0.0|0.0|3.44|-5.08|0.0038799999999999|0.0|2.49e-08|-0.07122|3.6036|2.99|-1858.952529|1285.52|344.06|627.57|0.58144|0.58144|-1858.675325|0.3205|-0.14537|7.0211|-1858.7404850000005|9.5944|2.0|8.6038
3h_a32|1|1|1|0.0|7.765993078999999|0|0|0.0|0.01077056|-0.008243901|0|0.037731481|0.014517903|2.243113495|-0.269379119|0.002101838|-0.003152613|-0.111111111|3|0.003284804|0.025035542|-0.071193103|-0.122769653|0|0.7926338540000001|0.834881529|1|0.87880263|-0.07183387|0.0111539339999999|76.38838542|0.12119737|-0.027590124|-34.60714056|-17.27367301|51.95714963|0.4089962629999999|2398.020434|550.2022886|2911.160989|0.226505997|8.107034244|0.692036677|5187.525619|-519.1071084|22.33200639|0.011751781|593.0848817000001|7.357575822|1.0|1.0|3.88|0.35|-8.47|8.11|6.24|2.64|2.0|112.28|1.0|7.0|26.0|3.0|-4.29|1.0|0.0|1.0|5.4|-6.15|0.000273|0.0|3.37e-09|-0.05318|3.5552|4.61|-1790.663897|1127.45|348.74|578.86|0.70257|0.70257|-1790.440663|0.2926|-0.1474099999999999|3.5952|-1790.5004850000005|5.8749|7.0|8.1549
