molecula|Wavelength (HOMO-LUMO transition) (nm)|n9FaHRing|n9FaRing|SaaNH|SssssC|nAHRing|nARing|ATSC1c|AATSC8d|SIC2|FPSA3|PNSA3|RPCS|DPSA5|TASA|WNSA4|GeomShapeIndex|PPSA1|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|Veber filter|Num. of Rotatable bonds|Egan filter|CYP1A2 inhibitor|Lipinski|pIC50
4_a3|356.58|0|0|0.0|0.0|0|0|-0.325334256|0.0248526079999999|0.785381728|0.008006786|-52.4583525|77.51574252|51.71950126|352.05186289999995|-8.922372453|0.711897153|63.23984222|347.9532383|1.0|1.0|0.0|2.0|0.0|1.0|0.0|5.9
12ad_a36|321.93|0|0|3.428443248|0.0|2|2|-0.649957196|0.010723827|0.8846605|0.030769062|-58.34300549|81.68309557|96.81391944|538.2749789|-18.32944602|0.912420081|243.2659577|735.3783268|1.0|0.0|0.0|7.0|0.0|0.0|0.0|7.7696
6b_a40|399.62|0|0|0.0|0.0|1|2|-0.698480566|-0.226457281|0.90571269|0.014588568|-72.13527644|34.43877986|87.29061302|504.6333458|-22.2507658|0.793750992|81.61884754|618.8882797|1.0|0.0|1.0|5.0|1.0|1.0|1.0|7.5229
6e_a40|419.59|0|0|0.0|0.0|1|2|-0.69771706|-0.205140551|0.8988141140000001|0.015875595|-70.52033811|35.33106374|84.95203628|490.3675161000001|-21.04453212|0.791830204|87.40658058|587.7345677999999|1.0|0.0|1.0|5.0|1.0|1.0|0.0|7.7447
8c_a32|347.56|1|1|3.46252244|0.0|0|0|-0.459589251|-0.0682721729999999|0.8966299409999999|0.016240436|-46.47597924|78.19443734|74.36515033|484.6996147|-10.06868562|0.8100952690000001|241.4075262|557.1050635|1.0|1.0|1.0|7.0|1.0|1.0|0.0|7.4318
5a_a40|326.96|0|0|0.0|0.0|0|1|-0.152120625|-0.02394636|0.820901326|0.020641204|-34.5789643|52.43850484|46.06507254|377.5905776|-7.128912782|0.956899016|78.57142892|244.8873477|1.0|0.0|0.0|3.0|0.0|1.0|0.0|7.0915
1g_a5|297.09|0|0|2.942391606|0.0|0|0|-0.172437603|-0.0353243789999999|0.8393686990000001|0.020418692|-37.59983870000001|0.589719781|54.34919851|464.3994751|-7.824996219|0.891486942|207.0502037|422.96706330000006|1.0|1.0|0.0|4.0|0.0|1.0|0.0|6.9393
22_a4|305.85|0|0|0.0|0.0|1|1|-0.257448045|-0.023072107|0.8404413829999999|0.010702353|-45.61565825|0.0|48.65880447|413.8681986|-8.422332951|0.772804341|74.7444381|338.71903330000004|1.0|1.0|0.0|2.0|0.0|1.0|0.0|7.3279
10_a3|362.35|0|0|0.0|0.0|0|0|-0.381954986|0.043342516|0.8136572320000001|0.014615264|-46.64544572|80.37219813|56.68388955|346.1193167|-7.715112198|0.701266803|135.8581743|311.6695405|0.0|1.0|0.0|2.0|0.0|1.0|0.0|5.1
4d_a49|325.87|0|0|0.0|0.0|1|1|-0.343596561|0.013451218|0.834151595|0.013625199|-55.40321178|57.16412513|66.51766234|463.6097566000001|-10.66380249|0.8868392740000001|212.6814716|641.1445234|0.0|1.0|0.0|6.0|0.0|1.0|0.0|7.7447
8_a15|331.28|0|0|0.0|0.0|0|0|-0.5025236129999999|-0.014489333|0.742680335|0.0336657729999999|-41.7821007|55.99586988|89.80283608|498.6196971|-9.878130237|0.638601279|280.62296039999995|532.0914339999999|1.0|1.0|0.0|7.0|0.0|1.0|0.0|6.9666
19_a31|314.06|0|0|3.2411335510000003|0.0|0|0|-0.46087445|-0.081641954|0.902130276|0.014675044|-53.25742146|67.42915967|75.31824576|428.3459076|-12.37297805|0.805382437|131.0862475|460.3754405|1.0|1.0|0.0|7.0|0.0|1.0|0.0|5.7447
43_a18|384.65|0|0|0.0|0.0|2|2|-0.397752066|-0.032429984|0.7458234990000001|0.006890688|-54.49271386|21.60709738|69.46280937|661.9512957999999|-18.77059344|0.930331529|97.56464265|1228.492038|0.0|1.0|0.0|9.0|0.0|0.0|1.0|6.2041
8_a4|311.03|0|0|0.0|0.0|1|1|-0.056197036|0.05775266|0.879500982|0.0103751219999999|-27.90231822|37.17889653|41.57817329|478.2025467|-6.572312789|0.750959081|141.55141369999998|434.9654405|1.0|1.0|0.0|2.0|0.0|1.0|0.0|7.2676
12a_a32|346.71|1|1|3.442930603|0.0|0|0|-0.463563696|-0.074344282|0.8966299409999999|0.016535497|-53.20970382|62.28768050000001|81.41372467|491.8493928|-11.99645651|0.840404348|207.2244662|557.1050635|1.0|1.0|1.0|7.0|1.0|1.0|0.0|7.6021
9b_a36|321.74|0|0|3.513187594|0.0|2|2|-0.308862918|-0.06502499|0.842671963|0.017007854|-46.58565720000001|0.0|71.70079424|530.8939077|-14.24129533|0.828997331|136.63774650000002|620.9195447000001|1.0|0.0|0.0|5.0|0.0|0.0|0.0|7.6778
12a_a30|355.41|0|0|0.0|0.0|2|2|-0.3557214489999999|-0.094932667|0.842671963|0.016292604|-47.73588073|0.0|69.45678454|518.4718832|-14.47983299|0.88607758|120.786445|620.9195447000001|1.0|0.0|0.0|5.0|0.0|0.0|0.0|7.9469
12s_a30|350.75|0|0|0.0|0.0|2|2|-0.403952011|-0.04950715|0.889479916|0.019324097|-58.75255278|0.0|78.38074776|457.6180044|-16.8513047|0.877516163|135.66918710000002|616.2856203|1.0|0.0|0.0|5.0|0.0|0.0|0.0|8129.0
12a_a50|304.01|1|1|0.0|0.0|1|1|-0.126263256|-0.122912558|0.862192416|0.021013336|-25.57033815|69.83817338|47.2792242|455.4948605000001|-6.048985111|0.885635975|214.004382|388.171611|1.0|1.0|0.0|2.0|0.0|1.0|0.0|7.1249
12e_a31|322.95|0|0|3.483599061|0.0|1|1|-0.70267073|-0.015755876|0.82100963|0.02665413|-68.32948993|595.9853231000001|95.1187282|524.7092721|-19.38348182|0.904247004|199.8981394|798.7285626|1.0|1.0|0.0|9.0|0.0|1.0|0.0|6.7696
LY364947_a10||0|0|2.949609552|0.0|0|0|-0.084940213|-0.006198347|0.7792035190000001|0.009678082|-34.01613475|0.0|41.53157099|372.4595738|-5.78950507|0.948237326|122.1566022|287.99188260000005|1.0|1.0|0.0|2.0|0.0|1.0|0.0|7.2291
14q_a23|340.33|1|1|0.0|0.0|0|0|-0.5608967029999999|-0.056324491|0.871119857|0.02158178|-61.51997721|97.13675614|79.42966327|530.8381985000001|-18.70427707|0.893957277|152.86702240000002|693.3423458|0.0|0.0|1.0|6.0|1.0|0.0|0.0|7.8069
SB431542_a8||0|0|3.172627551|0.0|1|1|-0.721718925|-0.0453332859999999|0.8220300859999999|0.034730361|-76.82006387|89.26670319|89.64885355|338.38158389999995|-17.46740332|0.908729075|143.157805|529.053307|0.0|0.0|0.0|4.0|0.0|0.0|0.0|4.1019
13b_a5|296.66|0|0|2.948625157|0.0|1|1|-0.251535058|-0.017963913|0.8184221559999999|0.0138892369999999|-44.93506461|46.77748445|62.24204745|537.6736515|-11.0239272|0.837970799|223.6695238|638.8437454|0.0|1.0|0.0|5.0|0.0|1.0|0.0|6.9586
16_a31|338.79|0|0|3.096824452|0.0|1|1|-0.726543099|0.06214876|0.8948140790000001|0.0374314139999999|-66.9420327|467.7901274|83.86629191|257.4650715|-11.12287666|0.747554032|126.8340354|280.39844320000003|0.0|1.0|0.0|2.0|0.0|1.0|0.0|7.0458
12bi_a36|336.45|0|0|3.466222049|0.0|2|2|-0.559678363|0.041834838|0.858971809|0.034602166|-57.89562053|0.0|101.3899049|548.1337538|-13.56944331|0.85865094|349.3664649|766.4854363|1.0|0.0|0.0|7.0|0.0|0.0|0.0|7.8539
13g_a6|381.82|0|0|3.457632039|0.0|0|0|-0.381325604|-0.080022038|0.832753533|0.017637229|-51.67543048|0.0|76.50577593|607.1336751|-15.68456028|0.7999971709999999|184.0026638|744.1359788|1.0|1.0|0.0|6.0|0.0|1.0|0.0|6.9245
14l_a23|341.8|1|1|0.0|0.0|0|0|-0.288615723|-0.061788679|0.836852328|0.018669073|-35.3275485|81.90812552|61.54673359|607.777253|-14.29549842|0.972085426|138.7874759|666.0036144999999|0.0|0.0|0.0|5.0|0.0|0.0|0.0|8.1798
4b_a46|272.4|0|0|0.0|0.206072846|1|1|-0.058945144|-0.111103941|0.768651645|0.007568202|-28.58477842|56.7922535|42.65239101|510.1086157|-6.822749952000001|0.751274223|103.3759991|538.4165208|1.0|0.0|0.0|2.0|0.0|1.0|0.0|6.2612
20_a31|350.43|1|1|3.3852303|0.0|0|0|-0.476400874|-0.078213611|0.912372776|0.019334605|-53.79798102|75.10345696|81.35171021|498.4558574|-13.1700345|0.86775525|181.2859728|557.1050635|1.0|1.0|1.0|7.0|1.0|1.0|0.0|8.0862
3e_a32|348.38|1|1|3.501917045|0.0|0|0|-0.275255791|-0.080731823|0.85921771|0.0124235339999999|-39.56206964|0.0|60.86894767|467.865447|-8.941186293|0.822602107|121.1171726|421.3548777|1.0|1.0|0.0|3.0|0.0|1.0|0.0|8.0862
9_a3|331.9|0|0|0.0|0.0|0|0|-0.298197887|0.023606557|0.7327715159999999|0.007377805|-44.74600478|72.50764604|43.50933802|398.0331029|-8.445224386|0.704792493|53.19989715|349.6957191|1.0|1.0|0.0|2.0|0.0|1.0|0.0|4.96
13a_a30|351.35|0|0|0.0|0.0|2|2|-0.627166322|-0.0351777|0.885516463|0.01856512|-74.02777574|102.6479456|88.22659517|470.0167988|-19.5115996|0.873126469|135.07860209999998|713.7769663|1.0|0.0|0.0|6.0|0.0|0.0|0.0|7.8665
3f_a32|348.58|1|1|3.553167045|0.0|0|0|-0.275173181|-0.110286539|0.871865543|0.011897886|-41.40131823|0.0|61.47296003|492.7734095|-9.580412233|0.770463268|118.8493262|475.3634141|1.0|1.0|0.0|4.0|0.0|1.0|0.0|8.0458
37_a18|385.91|0|0|0.0|0.0|2|2|-0.385273662|-0.011713125|0.761336899|0.009098426|-50.09028298|60.1335413|65.15554136|608.2316837999999|-15.30451633|0.954530133|171.9311063|1056.535856|0.0|1.0|0.0|7.0|0.0|0.0|0.0|7.4559
6_a3|365.05|0|0|0.0|0.0|0|0|-0.330577816|0.032782484|0.8632654590000001|0.010921391|-52.01903278|77.06094911|56.71997588|390.8623623|-9.393191593|0.633675574|98.39146166|353.7528308|1.0|1.0|0.0|2.0|0.0|1.0|0.0|5.7501
4m_a46|285.18|0|0|0.0|0.16407746|1|1|-0.0329557579999999|0.007901235|0.7975218959999999|0.010905551|-35.4774406|35.77391986|41.88525631|500.1036387|-6.225322922999999|0.8622201970000001|140.5828543|486.9589609|1.0|0.0|0.0|2.0|0.0|1.0|0.0|5.8901
4a_a46|272.77|0|0|0.0|0.210988875|1|1|-0.051075084|-0.0466186959999999|0.8075680409999999|0.00935578|-28.50561609|55.05332552|41.15334508|479.8368017|-5.968291366|0.751302315|133.66119809999998|480.9500663|1.0|1.0|0.0|2.0|0.0|1.0|0.0|6.7423
32_a47|336.65|1|1|0.0|0.0|1|1|-0.2037028839999999|-0.044598914|0.858292442|0.019295804|-41.57905445|44.50423685|68.76811937|613.6886524|-13.53252578|0.794977846|258.5816152|682.9868225|1.0|1.0|0.0|5.0|0.0|1.0|0.0|7.0
7_a47|333.26|0|0|0.0|0.0|0|0|-0.3939082339999999|-0.0781924059999999|0.8755534909999999|0.008915606|-45.82735481|0.0|61.47335819|477.8297898|-11.52827882|0.681423344|103.2106353|526.6144628999999|1.0|1.0|0.0|4.0|1.0|1.0|0.0|7.6
11b_a31|322.57|0|0|3.248213341|0.0|1|1|-0.838727032|-0.046362952|0.889561759|0.037758271|-80.0942166|87.78853803|100.3071755|303.7286124|-13.83270059|0.8986339170000001|183.9081702|397.3137532|1.0|0.0|0.0|5.0|0.0|1.0|0.0|6.2757
8g_a12|332.31|1|1|2.897921027|0.0|1|1|-0.40429396|-0.040257632|0.80546986|0.008910823|-42.39297373|0.0|61.99654413|473.055878|-13.00742505|0.864880588|54.23932676|480.0590283|0.0|1.0|0.0|3.0|0.0|0.0|0.0|5.43
13k_a6|349.49|0|0|3.423411754|0.0|1|1|-0.8554679409999999|-0.072504783|0.84018367|0.0296987679999999|-82.8774254|113.5526088|100.7779947|445.0412356000001|-21.89246528|0.7422570490000001|140.8427117|741.5222707|1.0|1.0|0.0|7.0|0.0|1.0|0.0|7.3372
24_a47|312.5|1|1|0.0|0.0|0|0|-0.484848181|0.071506228|0.875198713|0.021522987|-42.71324947|47.170683|69.27912772|441.2021442|-10.29341441|0.920079732|218.5873217|457.1122177|0.0|1.0|0.0|5.0|0.0|1.0|0.0|8.5
4j_a46|281.19|0|0|0.0|0.19521727|1|1|-0.130235627|-0.176133068|0.763724435|0.01492164|-34.99059698|71.98911503|50.26191521|561.0237355|-8.652995323999999|0.673502127|131.7477027|642.1335502000001|0.0|1.0|0.0|4.0|0.0|1.0|0.0|6.0942
1b_a5|266.74|0|0|2.881451247|0.0|0|0|-0.111923619|-0.028797464|0.827319059|0.010803163|-39.38248661|0.769931305|48.55415504|407.1693177|-7.933533473|0.90275317|134.6705884|357.34245360000006|1.0|1.0|0.0|3.0|0.0|1.0|0.0|7.2291
9_a1|370.88|0|0|3.358585365|0.0|0|0|-0.282769361|0.016589221|0.7964939409999999|0.011266799|-46.63553015|0.0|57.60218193|435.4501351|-10.60256533|0.826725116|125.865476|472.9447227|1.0|1.0|0.0|4.0|0.0|1.0|0.0|5.2218
9o_a24|290.75|0|0|2.9340792330000003|0.0|1|1|-0.387865233|-0.000236595|0.846075714|0.018492771|-51.29122728|44.8382925|66.24061038|445.9858336|-11.03321234|0.945954873|192.1999837|663.2688909|1.0|0.0|0.0|6.0|0.0|0.0|0.0|6.3507
24_a20|345.59|0|0|0.0|0.0|0|0|-0.083539572|-0.04104|0.802353442|0.012814211|-38.76683848|406.1522673|51.30386873|600.7235847000001|-10.80905198|0.844319927|144.47729840000002|664.4562602999999|1.0|1.0|0.0|4.0|0.0|1.0|0.0|6.4976
9a_a36|320.56|0|0|3.4090209280000003|0.0|2|2|-0.41624054|-0.06502499|0.842671963|0.0236784079999999|-45.04449811|0.0|78.37175688|505.25728260000005|-14.91993116|0.828482664|144.36259840000002|578.2841135|1.0|0.0|0.0|5.0|0.0|0.0|0.0|7.8861
1o_a5|297.38|0|0|2.923171926|0.0|0|0|-0.1079910069999999|-0.008511304|0.85693939|0.01325562|-42.63505279|1.01402588|50.11479279|475.1609233|-8.306775343|0.8888980340000001|161.2447749|393.5487205|1.0|1.0|0.0|3.0|0.0|1.0|0.0|7.4559
12ab_a30|355.06|0|0|0.0|0.0|2|2|-0.520212725|0.01563558|0.855880335|0.031588146|-58.23149599999999|0.0|92.49334877|562.8556061|-15.78042667|0.856003642|278.7324985|792.3440337000001|1.0|0.0|0.0|7.0|0.0|0.0|0.0|7.7825
22_a20|312.05|0|0|0.0|0.0|0|0|-0.079707783|-0.038668966|0.809440795|0.0122876139999999|-39.00017609|54.71081293|52.90592556|616.3298149|-11.49852068|0.913422548|149.350479|664.4562602999999|1.0|1.0|0.0|4.0|0.0|1.0|0.0|6.6364
47o_a18|385.04|0|0|0.0|0.0|1|1|-0.4339284229999999|-0.038296569|0.781148177|0.008692675|-56.13142962|82.54478365|70.23090572|586.0020642999999|-18.22128055|0.972958142|92.41474142|931.8364349|1.0|1.0|0.0|9.0|0.0|1.0|0.0|7.3279
33_a47|296.13|1|1|0.0|0.0|0|0|-0.183320497|0.0741098479999999|0.8913954909999999|0.022346992|-32.1568697|0.0|60.65229445|438.726241|-7.79637597|0.854471925|226.5011607|388.178924|0.0|1.0|0.0|3.0|0.0|1.0|0.0|8.4
18a_a22|355.95|0|0|0.0|0.0|0|0|-0.19538364|-0.015194063|0.7881113679999999|0.01713283|-34.36220678|18.5219848|64.80092090000001|628.6440468999999|-13.47750813|0.950859191|196.4447473|730.9420477000001|1.0|1.0|0.0|6.0|0.0|1.0|0.0|7.8861
12ay_a36|339.12|0|0|3.50559949|0.0|2|2|-0.404030255|-0.06756661|0.833398429|0.018016934|-48.12939044|8.677627506|74.29343346|537.618563|-14.84739041|0.828201506|143.79285900000002|729.1873176|1.0|0.0|0.0|5.0|0.0|1.0|0.0|7.7447
15_a31|271.36|0|0|3.155574452|0.0|1|1|-0.775463115|-0.074455342|0.8582665429999999|0.038524836|-61.76522754|514.6215199|88.05886218|301.452236|-11.75113151|0.873235738|190.5463457|363.593507|0.0|1.0|0.0|4.0|0.0|1.0|0.0|5.9586
28_a47|337.37|1|1|0.0|0.0|0|0|-0.436042548|0.0467853809999999|0.896193695|0.026080156|-67.33744077|83.61576722|82.27079846|359.8303775|-13.47449501|0.8964208090000001|206.7032519|428.5826478|0.0|1.0|0.0|5.0|0.0|1.0|0.0|7.6
15c_a10|337.75|0|0|0.0|0.0|2|2|-0.153072705|0.0123939039999999|0.772328328|0.014703076|-32.5870313|136.2098503|66.5866765|627.5338454|-9.275357237|0.8158976029999999|327.3258326|924.9341455|0.0|1.0|0.0|6.0|0.0|0.0|0.0|7.0
9n_a24|302.2|0|0|2.961528903|0.0|0|0|-0.182811885|-0.03088354|0.804201677|0.017608478|-35.21502941|24.72120326|67.36550766|611.3234977000001|-12.28894317|0.764164944|235.1021924|631.9206508|1.0|1.0|0.0|7.0|0.0|0.0|0.0|7.7212
19a_a22|346.24|0|0|0.0|0.0|0|0|-0.548716971|0.016501913|0.834033833|0.024839714|-67.26339083|106.645364|89.23486638|555.4133255|-19.56380872|0.76919701|235.2620007|781.8210659|1.0|1.0|0.0|7.0|0.0|0.0|0.0|7.3188
25c_a34|294.54|0|0|0.0|0.0|2|2|-0.834326082|-0.041629027|0.844690266|0.043815478|-59.0359041|93.28638171|100.6665476|455.6954382|-14.01190479|0.77182656|308.52165519999994|648.0187526000001|0.0|1.0|0.0|6.0|0.0|0.0|0.0|5.7496
12u_a30|354.21|0|0|0.0|0.0|2|2|-0.367578706|-0.0646674999999999|0.889479916|0.015562896|-51.83732031|0.0|75.26051582|568.9563615000001|-17.02494806|0.7958728709999999|126.9521524|685.6665849999999|1.0|0.0|0.0|5.0|0.0|1.0|0.0|7.4647
8c_a12|323.37|0|0|0.0|0.0|1|1|-0.447739674|-0.07003012|0.8425863029999999|0.019604202|-34.19075142|0.0|61.66383178|428.8355831|-9.958505349|0.8957467170000001|120.19586|390.0159026|0.0|1.0|0.0|3.0|0.0|1.0|0.0|7.3979
21_a10|321.21|0|0|0.0|0.0|1|1|-0.549176498|-0.003554514|0.81962595|0.018892889|-64.32920271|74.3822498|75.80259699|547.3834282|-16.4322688|0.643072426|209.0477207|746.5727327999999|1.0|1.0|0.0|5.0|0.0|0.0|0.0|5.3188
12bh_a36|341.97|0|0|3.50075137|0.0|2|2|-0.401249012|-0.035747988|0.833398429|0.017627098|-47.04367494|0.0|76.46867897|554.7010591|-15.75398235|0.930697921|144.22085800000002|729.1873176|1.0|0.0|0.0|5.0|0.0|1.0|0.0|7.8539
13_a10|322.72|0|0|0.0|0.0|1|1|-0.259721373|-0.001592366|0.84680169|0.0122005|-47.88975806|0.0|51.21590298|413.5584641|-7.698174391|0.816739845|144.338975|422.96706330000006|1.0|1.0|0.0|2.0|0.0|1.0|0.0|6.7959
8_a27|300.38|0|0|2.599100867|0.0|0|0|-0.329319041|0.067074515|0.8688656459999999|0.021852066|-37.50265703|61.18801154|53.20197882|369.9216992|-8.145716531|0.92208134|118.305988|326.3351007|0.0|0.0|0.0|2.0|0.0|1.0|0.0|8.2218
16g_a32|342.86|1|1|3.363965155|0.0|0|0|-0.771439265|0.004735761|0.8821580379999999|0.023959586|-57.77542509|43.37912747|94.54074206|604.8539801|-18.38320476|0.65902387|231.1885989|701.9321161|1.0|1.0|1.0|10.0|1.0|1.0|0.0|7.9586
26_a20|318.77|0|0|0.0|0.0|0|0|-0.3297182369999999|-0.033102079|0.8096894440000001|0.012753218|-58.21621279|80.47551422|65.85953426|535.3119506|-14.92323356|0.8952138340000001|145.1419493|712.1606951|1.0|1.0|0.0|5.0|0.0|1.0|0.0|6.8827
9_a47|333.44|0|0|0.0|0.0|0|0|-0.382556052|0.045804989|0.853035126|0.009540986|-44.13640712|0.0|58.96976407|421.2052248|-10.10553715|0.93384951|109.5180831|442.7664664|1.0|1.0|0.0|3.0|0.0|1.0|0.0|7.6
3b_a32|348.81|1|1|3.3653429710000005|0.0|0|0|-0.265971895|0.10614163|0.866250192|0.014636992|-35.8437493|0.0|56.82775081|412.4267349|-8.049905042|0.854431185|115.707414|323.0421997|1.0|1.0|0.0|2.0|0.0|1.0|0.0|8.2366
9r_a24|289.16|0|0|2.950959457|0.0|0|0|-0.264490176|-0.043274854|0.841805128|0.015557618|-41.49802275|89.36724924|70.79264457|564.3096436000001|-11.60626518|0.898988412|257.9706516|670.2247423|1.0|1.0|0.0|8.0|0.0|0.0|0.0|7.9586
18_a15|324.29|0|0|0.0|0.0|0|0|-0.319782642|0.002685285|0.765450925|0.007146033|-41.31992544|1.833724661|60.86009645|511.4247108|-13.15898469|0.711733271|81.07723009|590.2470602999999|1.0|1.0|0.0|5.0|1.0|1.0|0.0|6.8894
22_a47|308.65|1|1|0.0|0.0|0|0|-0.507802654|0.002716049|0.890264057|0.022154032|-47.64347429|54.21581266|71.28682035|412.2379505|-11.05201291|0.8569791179999999|230.3045281|482.9384172|0.0|1.0|0.0|5.0|0.0|1.0|0.0|9.0
2_a3|371.73|0|0|0.0|0.0|0|0|-0.311617665|0.036301827|0.8401405609999999|0.011938463|-49.07072207|74.89956423|53.05538527|352.0174726|-7.298882022000001|0.845708123|127.637231|330.4083896|1.0|1.0|0.0|2.0|0.0|1.0|0.0|5.4
20_a47|311.45|1|1|0.0|0.0|0|0|-0.505699304|0.071506228|0.8575369009999999|0.023587109|-45.68149289|49.00609086|69.09296541|375.4483088|-9.761884958|0.86659377|220.6189341|428.5826478|0.0|1.0|0.0|5.0|0.0|1.0|0.0|8.6
6e_a31|374.76|0|0|3.402951625|0.0|1|1|-0.784597028|-0.0462850729999999|0.841537966|0.032627586|-74.99224589|99.0823033|93.68572477|380.0911673|-17.30478148|0.916695963|146.03985980000002|536.6368656000001|1.0|1.0|0.0|4.0|0.0|1.0|0.0|6.4318
12e_a30|356.82|0|0|0.0|0.0|2|2|-0.444243861|-0.055954785|0.876441789|0.024254701|-52.50202674|0.0|80.10232244|541.7533217|-15.46823639|0.8767337279999999|194.2788429|704.0353382000001|1.0|0.0|0.0|6.0|0.0|0.0|0.0|7.9431
15a_a10|329.41|0|0|0.0|0.0|1|1|-0.144512841|-0.062038567|0.820233357|0.0156991769999999|-29.50952422|122.7715002|60.98047923|588.9895149|-10.42022369|0.68815941|208.2243923|697.5493042|0.0|1.0|0.0|6.0|0.0|1.0|0.0|7.6198
15_a3|334.44|0|0|0.0|0.0|1|1|-0.289938297|0.021805556|0.866559772|0.007901554|-47.26593592|0.0|60.30684851|398.6887321|-9.868603355|0.85723565|76.61068671|402.781061|1.0|1.0|0.0|2.0|0.0|0.0|0.0|7.6021
12t_a30|349.67|0|0|0.0|0.0|2|2|-0.411045472|-0.04950715|0.889479916|0.018862708|-58.89093185|0.0|78.8278828|452.99711|-15.72263361|0.804273481|165.4110479|616.2856203|1.0|0.0|0.0|5.0|0.0|0.0|0.0|8.0496
10_a1|363.94|0|0|3.261363142|0.0|0|0|-0.621976404|0.010430299|0.783467165|0.014751098|-65.97424138|64.49041745|70.6564636|378.9193385|-14.52342192|0.850732895|93.83214542|433.2550452|1.0|1.0|0.0|4.0|0.0|1.0|0.0|5.8239
5_a47|334.35|0|0|0.0|0.0|0|0|-0.390426|0.045246333|0.861595935|0.009936558|-46.33853208|0.0|62.14504725|426.5981263000001|-10.74353333|0.8997183470000001|115.3294396|416.1194472|1.0|1.0|0.0|3.0|1.0|1.0|0.0|7.7
47n_a18|387.11|0|0|0.0|0.0|1|1|-0.609196374|-0.048404296|0.726888951|0.0106152389999999|-65.43887366|47.476904100000006|86.44740177|653.9193397999999|-21.77346199|0.932611327|178.30942439999998|1306.125688|1.0|1.0|1.0|13.0|0.0|0.0|1.0|7.1938
7s_a46|288.81|0|0|0.0|0.218897825|1|1|-0.240797051|-0.020953253|0.8182543959999999|0.008871171|-48.61321955|0.0|47.36217237|431.6285339|-7.988379237|0.7662292690000001|90.5248694|409.9543818|0.0|1.0|0.0|2.0|0.0|1.0|0.0|5.7022
18_a10|326.47|0|0|0.0|0.0|2|2|-0.1859075939999999|-0.0280813039999999|0.832812971|0.019095409|-36.52271591|123.3621791|61.38857307|562.0732377|-10.02718922|0.876275815|227.471785|713.2632062000001|0.0|1.0|0.0|5.0|0.0|1.0|0.0|6.8861
8a_a8|399.45|0|0|3.150966553|0.0|1|1|-0.732911106|-0.0298924089999999|0.8220300859999999|0.034374791|-78.93428863|84.91322996|86.57328508|329.9007832|-17.59585557|0.927876056|141.2206861|529.053307|0.0|0.0|0.0|4.0|0.0|0.0|0.0|4.9454
12i_a36|330.66|0|0|3.27619957|-4.787087299|2|2|-0.929568494|-0.009876543|0.87043328|0.01973953|-54.81607619|0.52902639|90.11282843|535.4151566|-18.95842684|0.8526986440000001|148.7565508|672.4630346|1.0|0.0|0.0|7.0|0.0|0.0|0.0|7.9208
15_a4|294.16|0|0|0.0|0.0|1|1|-0.077474847|0.022446689|0.8347553529999999|0.010893057|-29.80513879|86.01453643|40.03406565|416.1168833|-7.065752187|0.7783994009999999|74.8625551|324.5687005|1.0|0.0|0.0|2.0|0.0|1.0|0.0|6757.0
5e_a40|333.85|0|0|0.0|0.0|0|1|-0.162528785|0.029272031|0.877722972|0.019851304|-36.56222854|51.7148695|48.81318333|411.0778166|-8.116440327000001|0.914944155|84.47727896|264.9899736|1.0|0.0|0.0|3.0|0.0|1.0|0.0|7.6021
12ag_a36|334.04|0|0|3.408828027|0.0|2|2|-0.436614203|-0.050147748|0.8910146309999999|0.020136392|-52.02834065|0.0|80.40643223|471.0269757|-15.48857353|0.927847116|152.06382680000002|595.8790650000001|1.0|0.0|0.0|5.0|0.0|0.0|0.0|7.7696
17_a12|328.67|0|0|0.0|0.0|1|1|-0.38018419|-0.070249784|0.87653892|0.011226177|-36.25249721|0.0|57.97616997|447.1583691000001|-9.557722681|0.8728564259999999|111.1480977|431.5987143|1.0|1.0|0.0|3.0|0.0|1.0|0.0|7.7959
25_a12|359.04|0|0|0.0|0.0|0|0|-0.180562493|-0.11195017|0.688743998|0.004952762|-28.517955|0.0|44.42528172|493.8944271000001|-9.021208163|0.814415245|43.08908189|430.4348528|1.0|1.0|0.0|3.0|0.0|1.0|0.0|7.6576
GW6604_a52||0|0|2.944144148|0.0|0|0|-0.085995143|-0.028376521|0.7550228990000001|0.009021088|-35.51891876|0.2386028039999999|44.37166117|431.7909048|-7.13996301|0.851121611|130.8549791|359.1060668|1.0|1.0|0.0|3.0|0.0|1.0|0.0|6.9706
17c_a50|306.65|1|1|0.0|0.0|2|2|-0.1766179239999999|-0.120904775|0.816442883|0.021675174|-35.70979598|94.15397246|66.7258111|617.2509739|-10.29240792|0.98033276|296.00120400000003|849.1345426000001|0.0|1.0|0.0|6.0|0.0|0.0|0.0|7.1612
12af_a36|383.86|0|0|3.448611715|0.0|2|2|-0.6038322939999999|0.00146554|0.8631180940000001|0.021921402|-57.32748365|127.6527374|91.25505794|524.5103537|-16.95376516|0.8141152220000001|229.0052411|757.7532208|0.0|0.0|0.0|7.0|0.0|0.0|0.0|7.8239
4c_a46|302.21|0|0|0.0|0.139403726|1|1|-0.300069396|-0.068256579|0.761921603|0.013924723|-40.22007179|53.13410852|60.67664538|562.9269925|-11.85656505|0.8211086059999999|100.6356847|696.2528933|1.0|0.0|0.0|5.0|0.0|0.0|0.0|5.6972
