molecula|SddssS|NaaNH|NaasN|nAHRing|SaasN|SRW07|JGI4|MATS7i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|MATS8s|MATS8d|nFaHRing|FNSA3|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|WNSA5|WPSA3|FNSA2|PNSA4|GeomPetitjeanIndex|TASA|PNSA2|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12an_a36|0.0|1|0|2|0.0|5.351858133|0.042739018|0.0966393909999999|10.33556631|-0.031635802|1|0.003710345|0.170355752|-0.07550872|-0.133106642|-0.434819796|0.906423012|-0.009636347|-0.055405405|0|-0.073519599|0.270501913|0.0173118669999999|-49.67568778|-71.0446809|11.69727417|82.43567331|110.5140393|-48.0034364|7.903608682000001|-1.997765039|-24.99720254|0.44576647|565.1654879|-1349.848937|0.216487385|8.773001855|15.82907093|0.8042935809999999|146.2760938|-912.0652916|0.015771136|-383.1273396|1722.817107|725.9470896|10.65623343|1.0|0.0|1.0|2.0|0.17|17.0|-7.05|3.33|94.5|1.0|0.0|0.0|1.0|6.0|31.0|-6.64|427.52|0.0|0.0|2.33|-4.51|1.4300000000000002e-05|0.0061|0.0|8.95e-08|-0.05561|5.1771|-1670.452238|-1670.417726|718.98|1215.98|327.38|239.49|571.76|-1670.182102|0.0644|-0.15474|4.3963|-0.21035|0.0345115999999999|-1670.244686|6.2182|0.04|7.3979|7.3979
38_a18|0.0|0|0|2|0.0|4.844187086|0.035478927|-0.066676644|10.94702086|-0.003893067|0|0.001602741|-0.0993372269999999|-0.074661643|-0.11123356|-0.498932552|0.745084567|-0.03302891|-0.007310849|0|-0.076974444|0.423402315|0.00838904|-61.25359673|-65.45657441|6.675707878|100.7046282|134.4282836|-52.08807522|5.3122971560000005|-2.385427574|-25.65190078|0.4666657999999999|661.3370874|-1898.240658|0.119072105|10.98254153|20.5922319|0.874996952|94.75345803|-1510.554181|0.007165119|-606.2584549|2154.819559|1228.492038|5.701753365|1.0|1.0|0.0|3.0|0.34|18.0|-10.33|4.94|85.29|3.0|1.0|0.0|0.0|10.0|38.0|-5.55|508.65|0.0|1.0|3.64|-6.11|1.05e-07|5.36e-05|0.0|4.68e-11|-0.0483699999999999|3.2241|-1611.630281|-1611.60375|861.93|1515.64|384.55|384.55|734.93|-1611.133158|0.5147|-0.13229|1.9877|-0.18066|0.02653109|-1611.206669|2.7244|91.0|7041.0|7041.0
SB431542_a8|0.0|1|1|1|1.4114120369999998|5.4161004020000005|0.041909722|0.096884952|10.94951956|-0.0453332859999999|1|-0.005306541|0.156874293|0.055198015|0.089375589|-0.494976661|0.76592324|0.229470029|-0.072891515|0|-0.128342313|0.274152231|0.034730361|-76.82006387|-74.57768059|20.78806656|170.1252996|260.1744351|-44.6389196|12.44282236|-2.242727845|-29.18257067|0.476091179|338.38158389999995|-1342.398251|0.239171941|7.360028263999999|14.04829994|0.908729075|143.157805|-803.5005528|0.025179219|-312.2404091|1764.391093|529.053307|15.07117296|0.0|0.0|1.0|2.0|0.05|23.0|-6.76|3.13|112.23|1.0|0.0|0.0|1.0|4.0|30.0|-7.04|400.39|0.0|0.0|2.58|-4.14|3.99e-05|16.0|0.0|1.74e-07||||||||||||||||||79.08|4.1019|4.1019
12_a4|-3.2834578760000004|0|1|1|2.070952433|5.4161004020000005|0.0381179139999999|-0.0334644329999999|10.31168324|0.028152112|1|0.009024784|-0.055590089|-0.051501982|-0.085553511|-0.220286906|0.5687812560000001|-0.036425699|0.04172421|1|-0.070256284|0.636722126|0.01168879|-41.69390404|-44.33087544|6.936764267999999|15.80191019|115.5823166|-26.30835499|4.116653575|-1.269895089|-15.38009964|0.470780296|477.8721263000001|-753.6248824|0.282227427|6.223583758999999|11.7599245|0.889574393|167.4891205|-447.2420348|0.015603795|-258.476202|1049.9494|608.4548423|9.260141177|1.0|0.0|1.0|0.0|0.23|21.0|-7.84|3.69|86.12|1.0|0.0|0.0|1.0|4.0|29.0|-6.84|404.48|0.0|1.0|3.3|-4.33|6.57e-05|0.0266|0.0|1.45e-08|-0.06898|4.8592|-1617.861623|-1617.826064|640.67|1101.33|325.57|255.16|503.28|-1617.57796|0.0464|-0.16224|7.8701|-0.2312199999999999|0.03555871|-1617.634733|10.1971|9.29|5032.0|5032.0
21b_a23|0.0|0|2|0|3.351726269|5.4161004020000005|0.042455556|0.057405955|10.31321725|-0.0490623259999999|2|0.009872313|0.107996329|-0.069382957|-0.130528352|-0.481470603|0.7038407329999999|0.131951284|-0.078097375|1|-0.0596425779999999|0.224930782|0.014481931|-41.81114831|-58.25915868|10.15224639|41.6766724|48.56114386|-40.84133198|7.117014296|-1.745210489|-23.98906534|0.458461834|652.4673795|-1223.442332|0.187665282|8.773746105|16.20152864|0.846591917|131.5587155|-857.6679716|0.013439264|-437.9110924|1506.081551|712.6737861|9.421307298|0.0|0.0|1.0|1.0|0.08|26.0|-7.84|3.92|128.81|2.0|1.0|0.0|1.0|5.0|33.0|-6.42|450.52|0.0|0.0|3.57|-5.22|8.02e-07|0.000361|0.0|1.43e-08|-0.08401|4.0023|-1761.498874|-1761.4722969999998|735.65|1247.38|342.15|309.79|611.6|-1761.230923|0.2333|-0.15033|9.5312|-0.23434|0.02657688|-1761.294175|13.2567|85.0|7.0691|7.0691
17a_a25|0.0|0|1|0|1.826085128|4.727387819|0.043274232|-0.017081614|10.93106298|0.006360768|1|0.006423059|-0.02776212|-0.047099434|-0.07654898|-0.362222339|0.6741827509999999|0.168247187|0.0114970419999999|1|-0.06234901|0.348821736|0.012665055|-44.46905084|-56.61512986|9.033070252|93.75234138|89.44809639|-40.379488|6.442637379|-1.666953566|-21.2306737|0.468791604|623.7797651000001|-1188.917727|0.244019498|8.996672966|16.93624014|0.882500365|174.0415044|-847.969248|0.015373381|-365.1448527|1572.683056|781.7487682|10.96472369|1.0|1.0|1.0|1.0|0.11|27.0|-9.98|4.83|72.7|2.0|0.0|0.0|1.0|7.0|33.0|-6.18|433.5|0.0|1.0|4.04|-5.13|7.5e-06|0.00325|0.0|1.05e-10|-0.05255|5.2683|-1391.625102|-1391.588873|747.06|1271.9|315.11|235.34|598.67|-1391.321455|0.1735|-0.16304|3.4677|-0.21559|0.0362293|-1391.385492|5.1401|25.0|7.6021|7.6021
8a_a12|0.0|0|0|1|0.0|0.0|0.0420317459999999|-0.205012437|10.95472846|-0.084035283|0|0.000249868|-0.3422915179999999|-0.135424346|-0.226106307|-0.5385001079999999|0.913877696|-0.1261547959999999|-0.146966854|0|-0.05926895|0.221703535|0.010336879|-30.69873711|-48.195997|5.354053791|46.32568673|55.59930083|-24.96342938|2.773166902|-1.4888045019999998|-17.52581709|0.46777503|462.3571879|-771.1359521|0.208569274|5.113243051|9.607296424|0.878904705|108.02980890000002|-399.41487|0.014012546|-301.89687089999995|974.3568539|464.1781753|7.257889351|1.0|1.0|1.0|1.0|0.15|18.0|-7.89|3.87|50.17|0.0|0.0|0.0|1.0|3.0|25.0|-6.04|327.38|0.0|1.0|3.1|-4.21|0.000125|0.0408|0.0|1.28e-08|-0.06246|3.9091|-1046.0428949999998|-1046.0210880000002|556.3|952.71|317.17|317.17|424.14|-1045.851982|0.2486|-0.15696|3.6588|-0.2194199999999999|0.02180654|-1045.902509|5.4032|199.0|6.7011|6.7011
5a_a49|0.0|0|1|2|2.111324504|5.777652323|0.034466231|-0.072902329|10.92976459|0.076610236|1|0.008623164|-0.1205081119999999|-0.158356406|-0.26176436|-0.51958118|0.66494289|0.001251171|0.127914587|1|-0.072109357|0.6254267029999999|0.028578361|-42.1802818|-46.04810561|16.71687776|124.92862240000002|116.9370825|-26.93578408|9.77851757|-1.338267206|-15.97587337|0.490453006|468.0117167|-782.8177953|0.393071247|6.0732145310000005|11.91885068|0.962527525|229.9265537|-457.9083293000001|0.0270848489999999|-125.09569170000002|1289.801795|592.5885712|15.84324998|0.0|0.0|1.0|0.0|0.22|21.0|-6.92|3.3|73.14|1.0|0.0|0.0|1.0|3.0|30.0|-6.84|397.43|0.0|1.0|2.93|-4.29|0.000146|0.0578|0.0|1.1900000000000001e-07|-0.05062|5.2443|-1311.995327|-1311.960542|625.06|1082.25|316.13|236.42|443.78|-1311.743648|0.0529|-0.16176|5.6104|-0.21238|0.03478454|-1311.799168|7.0102|43.0|7.3665|7.3665
18a_a22|0.0|0|1|0|1.854982521|4.727387819|0.038167849|0.033735832|10.31286146|-0.015194063|1|0.007079018|0.059645624|-0.0835538409999999|-0.147724859|-0.296897301|0.760537197|-0.042139855|-0.027029438|1|-0.050645213|0.573315195|0.01713283|-34.36220678|-51.6464295|11.62443251|29.59800426|49.84469832|-35.04152115|7.887046626|-1.5223960559999998|-19.86401135|0.487405342|628.6440468999999|-1032.92859|0.289532802|7.037677899|13.72951861|0.950859191|196.4447473|-700.830423|0.0193879289999999|-285.5992506|1453.872315|730.9420477000001|13.15449139|1.0|1.0|1.0|1.0|0.08|27.0|-9.4|5.32|100.61|2.0|1.0|0.0|1.0|6.0|32.0|-6.28|436.53|0.0|1.0|3.9|-5.16|2.59e-06|0.00113|0.0|3.95e-10|-0.0706799999999999|5.0214|-1691.3151059999998|-1691.2957760000002|695.35|1211.84|355.95|246.91|531.16|-1691.036502|0.0354|-0.1408|3851.0|-0.21148|0.01932946|-1691.097989|5.3946|13.0|7.8861|7.8861
17b_a25|0.0|0|1|0|1.785120622|4.727387819|0.042843137|-0.026412432|10.93106294|0.016982601|1|0.005244553|-0.044260194|-0.044156525|-0.073994564|-0.366585181|0.653180996|0.068812225|0.029728702|1|-0.068207754|0.410780725|0.015879547|-51.71860811|-60.19950116|12.04068508|99.61874923|89.34443096|-45.64634114|9.129863339|-1.6672437880000002|-22.17876359|0.476276266|668.9067217|-1264.189524|0.275133816|9.700133933|18.52147096|0.909403632|208.6205329|-958.573164|0.0175785369999999|-341.0100868|1744.031591|832.226697|13.32894629|1.0|1.0|1.0|1.0|0.11|27.0|-10.04|4.88|96.49|2.0|0.0|0.0|0.0|7.0|35.0|-6.53|458.51|0.0|1.0|3.78|-5.07|4.75e-06|0.00218|0.0|9.08e-11|-0.05531|5.4236|-1483.873254|-1483.830524|781.08|1329.35|313.02|228.6|654.18|-1483.563965|0.1741|-0.16408|3.5074|-0.21939|0.04272963|-1483.630939|5.2142|101.0|6.9957|6.9957
4S4k_a46|0.0|0|1|1|2.145043462|5.587248657999999|0.0510113959999999|-0.104665424|10.94631314|-0.1032662209999999|1|0.006050983|-0.158788415|0.008544799|0.012963356|-0.3860697829999999|0.78837943|-0.003017362|-0.141706595|0|-0.089589915|0.199356973|0.007749296|-47.49082053|-45.61628327|4.1078333030000005|172.7607401|57.39060501|-24.18078772|2.177526049|-1.46291223|-16.15576699|0.461984953|472.7005375|-775.4768155|0.132090036|5.523352655|10.26616763|0.858684076|70.01975807|-411.0733912|0.007182108|-390.0516264|893.4991504000001|519.5743695|3.807172093|1.0|1.0|0.0|1.0|0.33|17.0|-6.61|4.26|50.94|1.0|0.0|0.0|1.0|2.0|25.0|-5.46|333.43|0.0|1.0|3.79|-4.83|1.5e-05|5.0|0.0|2.48e-07|-0.02074|5.2854|-1053.441953|-1053.415665|566.82|997.07|304.07|234.58|487.43|-1053.202208|0.0654|-0.17396|2.2655|-0.1947|0.02628818|-1053.255345|2.5693|197.0|6.7055|6.7055
12d_a31|0.0|1|0|1|0.0|5.733341277|0.0359583329999999|-0.042401695|10.31169788|-0.032270224|2|0.000127275|-0.067477864|-0.134504227|-0.214049412|-0.550805937|0.8066174070000001|-0.00658148|-0.057226679|0|-0.0938723509999999|0.3996192999999999|0.0296918329999999|-66.58534562|-81.56033123|21.06095035|157.30671669999998|208.9297871|-57.85220856|14.93891054|-1.724762406|-23.08311261|0.389382761|500.3881827|-1223.404968|0.361635149|9.445278138|15.46841054|0.63768714|256.5143096|-867.7831284|0.02571268|-196.2893506|1916.466682|647.1500428999999|18.23846616|1.0|1.0|1.0|2.0|0.38|16.0|-7.63|6.04|117.37|2.0|0.0|0.0|1.0|9.0|29.0|-6.36|412.51|0.0|1.0|3.76|-4.39|2.48e-06|0.0010199999999999|0.0|2.3500000000000002e-08|-0.03128|3.8477|-1657.471849|-1657.428467|730.86|1201.63|322.23|322.23|626.33|-1657.1792779999998|0.2566|-0.15968|2.4186|-0.19096|0.04338158|-1657.245177|3.3585|0.51|6.2924|6.2924
13b_a5|0.0|1|0|1|0.0|5.209486153|0.02468599|-0.006314305|10.94530329|-0.017963913|1|0.0066003869999999|-0.010368468|-0.055701188|-0.091464693|-0.357011244|0.6700114770000001|0.03431921|-0.0330907489999999|0|-0.0694958329999999|0.468748106|0.0138892369999999|-44.93506461|-48.3067033|8.980592802|14.41650822|108.9128108|-31.23446039|5.806729729|-1.344786367|-17.04942469|0.455921715|537.6736515|-869.5206594|0.345923611|8.427551282000001|15.48959317|0.837970799|223.6695238|-562.2202871000001|0.021552174|-199.2474147|1329.387016|638.8437454|13.93534415|0.0|1.0|1.0|1.0|0.17|23.0|-8.36|4.64|74.77|1.0|0.0|0.0|1.0|5.0|30.0|-6.58|395.46|0.0|1.0|3.26|-4.43|5.69e-05|0.0225|0.0|4.36e-09|-0.05177|4.6733|-1276.066049|-1276.030896|672.43|1138.73|296.66|265.31|503.93|-1275.806761|0.3064|-0.17274|3.5881|-0.22451|0.035153|-1275.865034|4.7964|0.11|6.9586|6.9586
1c_a5|0.0|1|0|0|0.0|4.59511985|0.0248765429999999|-0.080321049|10.9433337|-0.058823529|1|0.007357977|-0.133677441|0.034752304|0.0578378779999999|-0.20172074|0.71274658|0.128385959|-0.109439124|0|-0.068062282|0.436308619|0.008349498|-34.82350689|-35.99212225|4.27195187|160.5407184|58.16640976|-18.41507338|2.185709046|-1.12554131|-14.3968489|0.476413155|453.4753671|-575.8739559999999|0.246972732|6.063350238|11.580409800000002|0.909902834|126.3615674|-294.64117410000006|0.0153811389999999|-258.918642|764.7451566000001|409.0289917|7.869633359|1.0|1.0|0.0|1.0|0.05|23.0|-8.41|4.99|54.46|0.0|0.0|0.0|1.0|3.0|24.0|-5.77|312.37|0.0|1.0|3.43|-4.45|5.5700000000000005e-05|0.0174|0.0|3.87e-09|-0.03965|4.8783|-990.6223073|-990.5931502|556.84|929.31|274.99|254.15|410.52|-990.467026|0.1076|-0.18719|1.7105|-0.22684|0.029157178|-990.516371|2.6801|3981.0|5.4|5.4
12b_a36 (EW-7197)|0.0|1|0|2|0.0|5.351858133|0.040899471|0.027495626|10.96052467|-0.056994595|1|-0.000673716|0.059005046|-0.101303149|-0.217394466|-0.442656599|0.724208473|-0.001567914|-0.097861598|0|-0.081357853|0.458627252|0.021439664|-50.90136206|-67.98756422|13.41367899|81.63796416|147.9542111|-42.53627024|8.392238798|-1.956014468|-24.47552312|0.45988432|477.6935927|-1223.776156|0.253252648|6.764872303|12.52485821|0.851455231|158.4469629|-765.6528642999999|0.020730147|-308.7538779|1638.808832|595.8790650000001|12.96977113||||||||||||||||||||||||||-0.04975|3.8475|-1332.180029|-1332.147999|659.48|1104.61|328.66|322.25|486.64|-1331.9479310000002|0.0197|-0.15571|5432.0|-0.20546|0.03202977|-1332.005651|7.3101|7.0|8.1549|8.1549
11b_a5|0.0|1|0|0|0.0|4.59511985|0.023988604|-0.067519041|10.94877958|-0.0536971829999999|1|0.005685558|-0.108457009|-0.0109928619999999|-0.017658026|-0.252164213|0.735954089|-0.0497097529999999|-0.106187688|0|-0.07633373|0.378154801|0.016373566|-45.82509318|-48.42513182|9.829471091|55.25128526|75.80248447|-29.07084703|5.900883275|-1.290636432|-17.60913884|0.456131351|524.5231302|-774.8021092|0.33175528|8.936258446|16.43091298|0.83867925|199.1611925|-465.13355250000006|0.0228838029999999|-202.0032297|1159.458633|504.9898148|13.73773299|1.0|1.0|1.0|1.0|0.1|23.0|-9.15|5.38|63.69|2.0|1.0|0.0|1.0|6.0|27.0|-6.03|376.84|0.0|1.0|3.68|-4.69|2.26e-05|0.00853|0.0|7.109999999999997e-10|-0.0418399999999999|4.4995|-1564.761898|-1564.72614|635.55|1063.35|295.32|275.55|511.28|-1564.56504|0.2013|-0.17107|1.9569|-0.21291|0.03575776|-1564.621301|2.8531|19.0|7.7212|7.7212
47f_a18|0.0|0|0|1|0.0|4.844187086|0.031179487|-0.048472184|10.94702253|-0.008224928|0|0.00531392|-0.071877686|-0.264839041|-0.3927204379999999|-0.4138670829999999|0.765824398|-0.009917608|-0.014370598|0|-0.063824969|0.375218907|0.0138461289999999|-54.18475173|-72.03501774|11.75478965|111.1889928|137.3980967|-61.15474298|9.979328976|-2.290978185|-24.61956302|0.483843526|711.5604361000001|-1944.945479|0.273449343|10.55465562|20.44855806|0.937396993|232.14715330000004|-1651.17806|0.016581683|-384.6642262|2676.957843|1347.416568|14.07716085|1.0|1.0|0.0|2.0|0.34|18.0|-9.22|3.22|88.97|3.0|2.0|1.0|1.0|13.0|40.0|-6.4|541.68|0.0|0.0|2.83|-5.52|7.76e-07|0.000421|1.0|6.04e-10|-0.04439|3.0964|-1743.375413|-1743.346389|908.66|1602.99|400.42|400.42|874.24|-1741.724929|0.5741|-0.12802|3.8532|-0.1724099999999999|0.02902413|-1741.802171|4.4861|9.0|8.0458|8.0458
14a_a25|0.0|0|1|0|1.667057351|4.727387819|0.038167849|0.051906412|10.93106303|-0.019985937|1|0.006158124|0.085350921|-0.0469914379999999|-0.077269115|-0.365062041|0.6716839040000001|-0.085643386|-0.035531959|1|-0.069657015|0.326595394|0.012870836|-45.72658614|-55.27820709|8.449104086|107.22698590000002|98.18816423|-36.28756839|5.546443318|-1.76835447|-21.90268583|0.492236681|558.2652611000001|-1160.842349|0.193247006|7.39139255|14.55676745|0.969421506|126.8576588|-762.0389362000001|0.01323706|-402.7381076|1438.906775|712.1606951|8.689513304|1.0|1.0|1.0|1.0|0.08|27.0|-9.59|4.44|72.7|2.0|0.0|0.0|1.0|6.0|32.0|-5.91|419.48|0.0|1.0|3.81|-5.29|4.03e-06|0.0016899999999999|0.0|2.58e-10|-0.05083|5.3631|-1352.298438|-1352.265931|689.55|1202.13|314.05|231.18|548.29|-1352.024616|0.1756|-0.16347|3.0824|-0.2143|0.03250632|-1352.086073|4.1656|207.0|6684.0|6684.0
10_a27|0.0|0|2|0|3.383341915|4.59511985|0.040512821|-0.184068581|10.93783185|-0.000903965|1|0.010329671|-0.309727442|-0.2030237389999999|-0.341622797|-0.487435299|0.639413469|0.129719095|-0.001453596|1|-0.061299064|0.346344305|0.017676458|-32.5969511|-46.27574168|9.399794974|6.0140309720000005|78.34972221|-24.60801194|4.998521009|-1.305333567|-16.5270506|0.477162521|453.4194305|-694.1361252|0.254639309|6.761146212000001|12.9316403|0.912640238|135.40932969999997|-369.1201792|0.01651645|-260.9504933|931.2754667000002|424.8821143|8.782938574|1.0|0.0|1.0|0.0|0.16|21.0|-6.24|2.81|65.6|0.0|0.0|0.0|1.0|3.0|25.0|-6.51|331.37|0.0|1.0|2.74|-3.92|0.000266|0.0882|0.0|5.81e-07|-0.0498|4.1495|-1083.137871|-1083.1151289999998|573.31|958.95|298.79|298.79|450.26|-1082.956472|0.4452|-0.16805|4.6684|-0.21785|0.0227416|-1083.008551|6.9456|69.0|7.1612|7.1612
17b_a50|0.0|0|2|1|4.35392516|5.82008293|0.032052154|0.035558152|10.94500663|-0.15040528|2|0.012686493|0.05636897|-0.2252068689999999|-0.357011777|-0.237489143|0.7715057479999999|-0.1585336269999999|-0.257646121|1|-0.047785496|0.4220781729999999|0.0128994089999999|-33.25475672|-52.58062823|8.976922737999999|9.9094658|47.42733742|-36.59177249|6.247196459|-1.662228695|-18.65764227|0.4835366239999999|648.4900322000001|-1156.773821|0.1966134769999999|8.324966952|16.11918162|0.936245718|136.82673369999998|-805.0189948|0.010169967|-422.2639022|1439.872076|862.3868512|7.077456382|1.0|1.0|1.0|0.0|0.35|20.0|-7.54|4.18|51.77|3.0|0.0|0.0|1.0|8.0|32.0|-6.09|426.56|0.0|0.0|3.87|-4.91|1.7899999999999998e-05|0.00763|0.0|2.87e-08|-0.0318|4.2447|-1337.1910779999998|-1337.164673|752.09|1300.3|306.75|292.09|647.75|-1336.833957|0.1758|-0.16699|6.3333|-0.19879|0.02640483|-1336.899093|8.4096|122.0|6.9136|6.9136
12y_a36|0.0|1|0|2|0.0|5.351858133|0.041767677|0.036174187|10.94917392|-0.028440975|1|0.003724542|0.06152178|-0.095253274|-0.1619981409999999|-0.434990282|0.90500247|0.046673879|-0.0498101409999999|0|-0.076585128|0.424572485|0.019404665|-51.48548385|-66.24017399|13.04507243|114.430624|109.55137340000002|-44.53093547|8.769742642|-1.970657299|-24.53339777|0.487285656|562.7133986|-1324.80348|0.244264266|7.589386902|14.80236899|0.950403792|164.2102614|-890.6187094000001|0.01873364|-343.8442493|1752.9983309999998|698.847203|12.59396622|1.0|0.0|0.0|2.0|0.12|17.0|-7.01|3.62|69.2|1.0|0.0|0.0|1.0|6.0|31.0|-6.34|407.47|0.0|0.0|2.37|-4.55|2.6e-05|0.0106|0.0|9.66e-08|-0.05002|3.8794|-1310.350902|-1310.315063|702.38|1183.75|319.6|319.6|532.91|-1310.077567|0.4358|-0.15671|6.1376|-0.20673|0.03583863|-1310.137888|8249.0|12.0|7.9208|7.9208
47d_a18|0.0|0|0|1|0.0|4.844187086|0.032916667|0.069914568|10.94702255|0.016324953|0|0.005144085|0.104380139|-0.272202025|-0.406388629|-0.417659275|0.7640994990000001|-0.002494715|0.027971797|0|-0.06394156|0.445704576|0.015270278|-52.14267013|-71.20388424|12.45251265|64.92967228|132.9229494|-58.06490563|10.15469843|-2.182899066|-23.42233034|0.481311892|682.5509007|-1780.097106|0.30185619|9.940531282|19.16475647|0.927940864|246.1558296|-1451.622641|0.018506261|-323.1621908|2549.757058|1255.618298|15.0913716|1.0|1.0|0.0|2.0|0.32|18.0|-8.83|2.81|88.97|3.0|2.0|1.0|1.0|12.0|39.0|-6.57|527.66|0.0|0.0|2.56|-5.28|1.83e-06|0.000968|1.0|1.4800000000000003e-09|-0.04561|3.1079|-1704.061013|-1704.0327519999998|875.6|1544.09|398.94|398.94|817.06|-1703.545539|0.5820000000000001|-0.12844|3.7605|-0.17405|0.02826074|-1703.622959|4.2225|8.0|8.0969|8.0969
18_a20|0.0|1|0|0|0.0|4.727387819|0.0396875|0.163548857|10.93301779|-0.054458882|1|-0.004071701|0.268927191|0.001996439|0.003282792|-0.597167441|0.809917509|-0.107446431|-0.090732503|1|-0.0927760219999999|0.356461863|0.0108136339999999|-61.73239771|-63.36348363|7.195302872999999|318.5587088|158.7879106|-42.1615378|4.787695004|-1.904546783|-23.91074854|0.483668611|506.6038164|-1267.269673|0.1890889589999999|8.011174137000001|15.51556677|0.936740671|125.81822920000002|-843.230756|0.013457694|-413.7552685|1562.772745|712.1606951|8.954638548|1.0|1.0|1.0|2.0|0.08|27.0|-10.0|5.54|97.55|2.0|0.0|0.0|0.0|5.0|32.0|-6.13|419.48|0.0|1.0|3.78|-5.16|2.54e-06|0.00107|0.0|9.93e-11|-0.05604|5.9778|-1352.364724|-1352.32685|703.24|1204.88|350.69|207.41|531.11|-1352.073755|0.2011|-0.14685|5.3978|-0.20289|0.03787435|-1352.135304|8.0505|34.0|7.4685|7.4685
9a_a40|0.0|0|1|0|1.865740741|5.4161004020000005|0.0397333329999999|0.168990628|10.31197235|-0.1720337089999999|2|0.011966382|0.291102625|0.009844552|0.016958188|-0.449508498|0.624889926|-0.394662853|-0.2990540869999999|1|-0.060029933|0.002467659|0.011033601|-29.02567082|-35.24260989|5.334966331|109.9916614|30.17155594|-17.0405052|2.579562688|-1.093314022|-15.54821024|0.493941591|453.3484005|-528.6391483|0.131523409|6.749223592000001|13.33684703|0.976056482|63.59419322|-255.607578|0.008714375|-356.33157|608.6970611|323.79254|4.213574358|1.0|0.0|1.0|0.0|0.06|20.0|-6.4|4.58|58.43|1.0|0.0|0.0|1.0|2.0|21.0|-4.85|291.37|0.0|1.0|4.08|-5.08|3.24e-06|0.000944|0.0|4.02e-07|-0.06495|4.7066|-1217.955997|-1217.9449|515.96|847.69|373.53|263.42|411.01|-1217.825264|0.3483|-0.13808|3.8656|-0.20303|0.01109672|-1217.873686|5.09|214.0|6.6696|6.6696
14w_a23|0.0|0|2|0|3.132012648|5.351858133|0.046678487|0.045196333|10.31321817|-0.031435038|2|0.003906274|0.126238077|-0.073958723|-0.206574435|-0.427696371|0.5788469970000001|0.059273664|-0.049318182|1|-0.070714528|0.228641034|0.022440155|-46.76570273|-58.53311596|14.84036772|43.30287556|140.15462380000002|-38.70975831|9.814393755|-1.681653166|-23.66232347|0.4972095239999999|521.1762769999999|-1112.129203|0.256548212|7.833745658|15.58053709|0.988900044|169.6632599|-735.4854078|0.020725002|-322.004381|1495.89956|597.2903597999999|13.70608418|0.0|0.0|1.0|1.0|0.05|26.0|-7.93|4.2|105.02|2.0|1.0|0.0|1.0|5.0|32.0|-6.35|447.46|0.0|0.0|4.05|-5.27|2.09e-06|0.0009369999999999|0.0|1.17e-08|-0.0798|3.6632|-1828.385903|-1828.363862|676.92|1150.31|338.46|338.46|535.54|-1828.161957|0.3855|-0.14844|7.0157|-0.22824|0.02204118|-1828.222578|9.8981|2.0|8.6737|8.6737
4c_a49|0.0|0|1|1|2.102052126|5.4161004020000005|0.03583878|-0.099764463|10.92777281|0.006194124|1|0.00202792|-0.163476035|-0.001005604|-0.001647802|-0.412652341|0.7745214140000001|-0.052237757|0.010868461|1|-0.087753156|0.407675441|0.012079228|-56.5385923|-55.59622798|7.782541015|82.02101639|153.60017230000005|-35.82016427|5.014223225|-1.639519861|-19.20596967|0.473304159|490.6910965|-1056.328332|0.275946172|8.474369008|16.089682800000002|0.898629005|177.78970959999998|-680.5831211|0.0173567219999999|-288.71184960000005|1458.908567|707.2397315000001|11.182784300000002|1.0|1.0|1.0|2.0|0.25|21.0|-7.97|3.55|98.72|1.0|0.0|0.0|1.0|7.0|31.0|-7.53|412.49|0.0|1.0|2.6|-3.58|0.000314|0.13|0.0|1.07e-08|-0.0623299999999999|5.74|-1332.647233|-1332.607539|705.55|1199.04|325.7|216.0|533.87|-1332.336755|0.0821|-0.15925|3.4931|-0.22158|0.03969431|-1332.398001|4.9358|255.0|6.5935|6.5935
