molecula|SddssS|NaaNH|NaasN|nAHRing|SaasN|SRW07|JGI4|MATS7i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|MATS8s|MATS8d|nFaHRing|FNSA3|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|WNSA5|WPSA3|FNSA2|PNSA4|GeomPetitjeanIndex|TASA|PNSA2|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12i _a30|0.0|0|0|2|0.0|5.351858133|0.043848238|-0.0982344169999999|10.31162888|-0.072247675|1|0.003603419|-0.172434349|-0.051371057|-0.090173435|-0.469854551|0.8264832879999999|-0.029080032|-0.1240820219999999|0|-0.076575246|0.356921662|0.015808432|-50.00086637|-63.00408424|10.32233418|84.78576301|102.235113|-41.13938837|6.740110893|-1.833298476|-24.43015511|0.479900127|550.7287204|-1197.077601|0.193700903|8.097008872|15.56818082|0.92270764|126.4796844|-781.648379|0.014680721|-400.0044646|1484.657003|652.8825454|9.585980094|1.0|0.0|1.0|1.0|0.14|17.0|-7.22|4.47|81.65|2.0|0.0|0.0|1.0|5.0|30.0|-5.75|432.93|0.0|1.0|3.11|-5.44|1.19e-06|0.0005139999999999|0.0|6.03e-08|-0.05465|5.0358|-2035.373964|-2035.339603|691.59|1167.27|351.81|246.2|542.74|-2035.141693|0.1577|-0.14945|2.5397|-0.2041|0.03436093|-2035.203042|3.0033|16.0|7.8013|7.8013
12b_a5|0.0|0|0|2|0.0|4.59511985|0.0252713179999999|-0.021265946|10.94620104|-0.016614746|0|0.00751901|-0.033279992|-0.070406884|-0.110182753|-0.1708042239999999|0.8417504029999999|0.066588785|-0.033036296|0|-0.066227158|0.350286421|0.016556707|-41.76622313|-43.25430513|10.44150403|138.67264319999998|108.7155967|-27.27837078|6.584944956|-1.165974822|-12.90040679|0.480419002|521.9354031|-735.3231872|0.4696203889999999|8.398709622|16.16438947|0.924627734|296.16656780000005|-463.7323032|0.025810077|-38.31786425|1386.409228|727.8586176|16.27715102|0.0|1.0|0.0|1.0|0.33|18.0|-7.67|3.29|50.28|1.0|0.0|0.0|1.0|5.0|30.0|-7.57|397.47|0.0|0.0|1.44|-3.45|0.00503|2.0|0.0|2.14e-08|-0.10395|4.6156|-1276.928859|-1276.8943800000002|669.05|1149.51|857.76|268.62|505.16|-1276.940335|0.0001|-0.06212|5.7174|-0.16607|0.03447919|-1276.9984029999998|8.2868|42.0|7.3768|7.3768
12y_a30|0.0|0|0|2|0.0|5.351858133|0.044197531|-0.089502772|10.31162818|-0.058184644|1|0.006346396|-0.153680104|-0.053700437|-0.0922059569999999|-0.4579359229999999|0.842068099|-0.05346283|-0.095969764|0|-0.070903795|0.374181804|0.0149823289999999|-47.598277|-61.25585229|10.05775555|85.17057711|101.4221952|-41.1215369|6.751850651|-1.91621895|-23.38859815|0.445723724|569.8856940000001|-1286.372898|0.179891855|8.067590558|14.55517927|0.804154433|120.7628216|-863.552275|0.012362508|-429.782246|1568.540572|754.3941655|8.299049218|1.0|0.0|1.0|1.0|0.21|17.0|-7.38|4.87|81.65|2.0|0.0|0.0|1.0|5.0|31.0|-5.64|426.54|0.0|0.0|3.19|-5.46|9.14e-07|0.00039|0.0|4.12e-08|-0.05065|5.1973|-1654.41361|-1654.382468|728.75|1227.82|357.11|238.56|585.59|-1654.125015|0.1489|-0.1475|4.7043|-0.19815|0.0311422|-1654.190369|5.1209|22.0|7.6576|7.6576
12_a1|0.0|1|0|1|0.0|5.351858133|0.036382114|0.076867966|10.94945122|-0.051772288|1|-0.001416381|0.127560614|-0.104622651|-0.173618873|-0.487073772|0.8016064479999999|-0.045776997|-0.093957115|0|-0.0964711209999999|0.210514881|0.033770552|-55.99493147|-60.78517756|19.60151089|133.6600817|136.3310784|-35.28166588|11.37734536|-1.675584287|-23.15625812|0.46449367|444.1009824|-972.562841|0.275333347|7.679719277999999|14.34104294|0.867391557|159.81230209999998|-564.5066541|0.024485753|-260.8074567|1342.083063|473.040639|14.21231622|1.0|1.0|1.0|1.0|0.05|23.0|-8.2|4.87|83.82|2.0|0.0|0.0|1.0|3.0|28.0|-6.02|366.37|0.0|1.0|3.44|-4.75|1.04e-05|0.00379|0.0|6.28e-09|-0.07042|3734.0|-1216.12881|-1216.099134|607.42|1018.84|390.57|332.04|482.51|-1215.922313|0.2821|-0.12874|7.7454|-0.19916|0.0296752|-1215.975876|10.1801|2.95|5.5302|5.5302
16_a4|0.0|0|1|1|1.843196334|5.4161004020000005|0.04501634|0.007101649|10.94592242|0.019290123|1|0.006466406|0.020218035|-0.018051608|-0.0513920109999999|-0.214481956|0.490768328|-0.0894138519999999|0.0293772029999999|0|-0.073335635|0.292255386|0.013727656|-36.11951685|-39.44800181|6.761192037000001|13.51923899|103.5057102|-19.42906425|3.330045338|-1.201404885|-16.43666742|0.455802506|389.0176968|-591.7200271|0.167538305|5.548106463|10.19502391|0.837568182|82.51653675|-291.4359638|0.0115138339999999|-327.4903335|710.807513|322.8922084|5.67083266|1.0|0.0|0.0|0.0|0.11|17.0|-6.36|4.49|30.71|1.0|0.0|0.0|1.0|2.0|23.0|-5.64|309.31|0.0|1.0|3.91|-4.43|0.0001199999999999|0.0371|0.0|4.33e-07|-0.03965|4511.0|-1057.494456|-1057.478071|515.68|856.55|293.41|274.85|407.99|-1057.3808390000002|0.1006|-0.17375|1863.0|-0.2134|0.01638524|-1057.429593|1.9873|343.0|6.4647|6.4647
4d_a49|0.0|0|1|1|2.097463308|5.4161004020000005|0.036555556|-0.090862681|10.92777282|0.013451218|1|0.001356445|-0.151004418|0.000511959|0.000850823|-0.417231241|0.7745859279999999|-0.008564167|0.023137464|1|-0.089942837|0.410804214|0.013625199|-55.40321178|-52.95392476|8.392883773|85.21839288|152.3727245|-32.61868996|5.16986937|-1.461432343|-17.31186002|0.470013152|463.6097566000001|-900.2167208999999|0.3452719489999999|7.998287218|15.09148245|0.8868392740000001|212.6814716|-554.5177292999999|0.022019681|-190.6195379|1374.947536|641.1445234|13.56373757|0.0|1.0|1.0|2.0|0.22|21.0|-7.58|3.16|98.72|1.0|0.0|0.0|1.0|6.0|30.0|-7.7|398.46|0.0|1.0|2.27|-3.35|0.000743|296.0|0.0|2.64e-08|-0.06309|5.7447|-1293.333712|-1293.29417|668.09|1144.04|325.87|215.82|495.7|-1293.049085|0.0879|-0.15888|4.3005|-0.2219699999999999|0.0395418|-1293.107454|5.5765|18.0|7.7447|7.7447
47c_a18|0.0|0|0|1|0.0|4.844187086|0.032688172|0.047739847|10.94702285|0.028947131|0|0.002674691|0.071793992|-0.212991596|-0.320309303|-0.455055055|0.784328127|-0.027873485|0.050944273|0|-0.0715759629999999|0.246894346|0.015864085|-57.54296759|-75.57063623|12.75381432|67.68084951|150.4485025|-60.75445536|10.25333491|-2.350000928|-25.88035487|0.489290189|653.4941186000001|-1889.265906|0.251001849|9.566965871|18.73268473|0.958059115|201.7910841|-1518.861384|0.016406766|-400.3604527|2522.390613|1167.054827|13.19009806|1.0|1.0|0.0|3.0|0.3|18.0|-9.18|2.84|97.76|3.0|2.0|1.0|1.0|12.0|38.0|-6.61|513.63|0.0|0.0|2.42|-5.09|1.84e-06|0.000947|1.0|6.67e-10|-0.0449|3.1096|-1664.753129|-1664.721977|850.89|1505.09|398.71|398.71|790.07|-1664.201034|0.5869|-0.12841|3.3075|-0.17331|0.03115159|-1664.277127|3.8573|3.0|8.5229|8.5229
8a_a31|0.0|1|0|1|0.0|5.733341277|0.043817204|-0.1480271209999999|10.31170053|-0.01861065|2|-0.009293513|-0.258538098|-0.054025775|-0.094359203|-0.520051508|0.938325481|0.0502030679999999|-0.030149254|0|-0.122293189|0.272259026|0.0375544779999999|-60.46233433|-67.46619355|18.56711239|131.2406629|200.6591816|-33.35560699|9.179668678|-1.501053781|-20.61467025|0.4512945479999999|293.7455749|-742.1281291|0.333562641|5.83708559|10.63792161|0.822471411|164.9149565|-366.9116769|0.030052065|-164.57484340000002|1113.575221|324.7430642|14.85788369|0.0|1.0|0.0|2.0|0.2|16.0|-5.33|4.16|114.29|0.0|0.0|0.0|2.0|3.0|22.0|-7.11|314.36|0.0|1.0|2.13|-3.11|0.000269|0.0846|0.0|4.62e-06|-0.02993|3.8097|-1347.541429|-1347.507102|538.75|872.11|325.45|325.45|396.15|-1347.3959220000002|0.2604|-0.1587599999999999|3.7141|-0.18869|0.03432763|-1347.446223|5.3042|0.79|6.1024|6.1024
22_a47|0.0|0|1|0|1.202720059|4.727387819|0.043695652|-0.029311184|10.95023117|0.002716049|1|-0.004332497|-0.077468004|-0.1049885469999999|-0.277479519|-0.538310301|0.612295986|-0.077787113|0.004104478|1|-0.080744803|0.573087958|0.022154032|-47.64347429|-52.67991531|13.07198749|12.19999546|177.81209280000002|-31.08378631|7.713126784|-1.42848671|-18.73063655|0.4614909829999999|412.2379505|-842.8786448999999|0.390313552|6.9553262170000005|12.91589555|0.8569791179999999|230.3045281|-497.3405809|0.031534452|-129.440987|1382.478891|482.9384172|18.60690504|0.0|1.0|1.0|2.0|0.1|21.0|-7.69|3.07|84.73|1.0|0.0|0.0|1.0|5.0|29.0|-6.58|394.38|0.0|1.0|3.41|-4.38|3.6e-05|0.0142|0.0|2.06e-08|-0.0612399999999999|4.7954|-1375.05033|-1375.021925|605.12|1027.32|308.65|258.55|466.95|-1374.857521|0.0799|-0.16704|4.2485|-0.22828|0.02840507|-1374.914437|5.7009|1.0|9.0|9.0
8b_a32|0.0|1|0|0|0.0|5.733341277|0.03995614|-0.008128765|10.31100269|-0.0684566009999999|3|-0.001662219|-0.014634534|-0.0852122769999999|-0.1534110109999999|-0.577864293|0.788133615|0.060636167|-0.1152380009999999|1|-0.0850068559999999|0.253018806|0.016711528|-53.36442734|-68.4085006|10.49093175|102.4297669|132.9495116|-42.94454179|6.585851946|-1.4166270230000002|-19.33283713|0.458155153|494.8166492|-889.3105078|0.330850796|8.10555784|14.95918599|0.845546757|207.6969342|-558.2790432999999|0.021225152|-212.3722924|1329.016762|557.1050635|13.32443194|1.0|1.0|1.0|2.0|0.26|19.0|-7.65|6.49|140.04|1.0|0.0|1.0|1.0|7.0|27.0|-6.44|397.52|1.0|1.0|3.61|-4.39|1.47e-06|0.000583|0.0|2.23e-08|-0.05404|3.5442|-1880.77142|-1880.735397|671.54|1114.24|349.82|349.82|558.16|-1880.539698|0.2943|-0.14717|846.0|-0.20121|0.03602276|-1880.602014|1.2797|12.0|7.9208|7.9208
4g_a49|0.0|0|2|2|4.107873566|6.107022888|0.036761229|-0.085731041|10.92777048|0.08591712|2|0.007845545|-0.146265064|-0.038698906|-0.066023903|-0.311927917|0.651833607|-0.027032199|0.144740607|2|-0.061465364|0.736530693|0.018944337|-61.24875669|-66.44036383|18.87757641|151.0705543|139.3194688|-66.20622488|18.81105094|-2.000259924|-24.91513644|0.48934952|857.1564845|-1993.210915|0.372642776|9.28937554|18.19125978|0.958286615|371.3295653|-1986.186746|0.023762615|-253.8168226|3177.154639|1714.878736|23.67887448|0.0|0.0|0.0|1.0|0.1|42.0|-13.67|6.09|116.3|2.0|0.0|0.0|0.0|7.0|51.0|-6.6|663.73|1.0|0.0|5.23|-7.43|3.3700000000000004e-08|2.24e-05|0.0|2.13e-14|-0.06458|4.3116|-2147.721319|-2147.66293|985.89|1766.47|341.84|287.56|662.84|-2147.217543|0.0265|-0.15087|3.4099|-0.21545|0.05838924|-2147.295787|4.5147|106.0|6.9747|6.9747
35_a18|0.0|0|0|2|0.0|4.844187086|0.03531746|-0.069149293|10.94702087|-0.0098863069999999|0|0.00113101|-0.104482176|-0.078001173|-0.117857059|-0.5009599889999999|0.737701788|-0.032017257|-0.017913121|0|-0.081822342|0.3888901179999999|0.008853796|-60.302584200000005|-62.06945887|6.525195505|118.7214377|146.8343246|-45.74482543|4.809030636|-2.273933228|-24.64522632|0.465531336|590.1597827|-1675.875389|0.125426193|9.184536969|17.18442554|0.87101708|92.43836482|-1235.110287|0.007954001|-552.1173777|1916.219506|1056.535856|5.862051629|1.0|1.0|0.0|3.0|0.3|18.0|-9.55|4.13|85.29|3.0|1.0|0.0|1.0|8.0|36.0|-6.0|480.6|0.0|1.0|3.07|-5.53|8.629999999999999e-07|0.000415|0.0|2.81e-10|-0.04879|3.2146|-1533.002975|-1532.976969|796.47|1400.62|385.69|385.69|657.07|-1532.557542|0.4981|-132.0|2.0432|-0.18079|0.02600607|-1532.627182|2.7788|24.0|7.6198|7.6198
17a_a6|0.0|1|0|1|0.0|5.351858133|0.041767677|0.04129257|10.94948984|-0.060774312|1|-0.00194781|0.068338372|-0.10896749|-0.180339002|-0.5624663560000001|0.850080948|0.08716369|-0.106323149|0|-0.096082495|0.350977745|0.031147305|-63.02857512|-71.75703418|20.43213226|157.13173490000003|161.9738174|-47.07146289|13.40315088|-2.078379577|-27.26767299|0.483320982|494.010135|-1363.383649|0.22806502|8.337470517|16.13665395|0.935437602|149.60699319999998|-894.3577948999999|0.019808023|-356.769966|1766.18975|627.4287311|12.99374518|1.0|1.0|1.0|2.0|0.12|23.0|-9.01|4.98|95.85|2.0|0.0|0.0|1.0|5.0|31.0|-5.89|409.44|0.0|1.0|3.59|-5.17|1.56e-06|0.000637|0.0|9.77e-10|-0.05753|3.5421|-1350.102634|-1350.078838|696.96|1167.16|416.71|350.03|574.02|-1349.830672|0.0101|-0.12425|4.1627|-0.18178|0.02379552|-1349.892285|5604.0|24.0|7.6198|7.6198
8a_a32|0.0|1|0|0|0.0|5.733341277|0.04008547|-0.0281981579999999|10.31100269|-0.128684642|3|-0.001662219|-0.050766252|-0.0852122769999999|-0.1534110109999999|-0.591393096|0.788133615|-0.184419911|-0.2166242669999999|1|-0.083474428|0.221908108|0.018321589|-52.34893512|-68.61558335|11.48993376|73.64907732|116.298071|-43.03057598|7.205629442999999|-1.641192863|-22.37464674|0.480024324|510.8273411|-1029.23375|0.250915471|7.420041446|14.26997798|0.923166883|157.3554684|-645.4586397|0.017733503|-312.4144752|1373.988797|557.1050635|11.12113054|1.0|1.0|1.0|2.0|0.26|19.0|-7.65|6.49|140.04|2.0|0.0|1.0|1.0|7.0|27.0|-5.76|397.52|1.0|1.0|4.07|-4.99|1.5199999999999998e-07|6.03e-05|0.0|2.23e-08|-0.06166|3562.0|-1880.767206|-1880.732222|667.29|1110.23|348.07|348.07|566.07|-1880.536478|0.4315|-0.1445|4.8933|-0.2061599999999999|0.03498398|-1880.595748|7.6703|45.0|7.3468|7.3468
47l_a18|0.0|0|0|1|0.0|4.844187086|0.035308642|-0.0057783619999999|10.94702063|-0.056270425|0|0.000787517|-0.008768679|-0.103458566|-0.156998637|-0.4925232479999999|0.7452092359999999|0.00676294|-0.0973326269999999|0|-0.08034939|0.2820044969999999|0.009199889|-57.15119372|-59.6654726|6.543729374|11.54768766|139.7861865|-42.43906517|4.654446622|-2.0132216990000003|-22.37455223|0.4897655489999999|571.4972966|-1431.971342|0.203890653|9.423637134|18.46922943|0.959883341|145.02405359999997|-1018.537564|0.012890098|-421.235376|1798.711882|931.8364349|9.168513486|1.0|1.0|0.0|3.0|0.25|18.0|-9.37|3.69|85.29|3.0|1.0|0.0|1.0|9.0|34.0|-6.39|454.56|0.0|0.0|2.72|-4.84|5.44e-06|0.00247|0.0|4.26e-10|-0.0520399999999999|3.2026|-1455.5758039999998|-1455.5497369999998|764.74|1334.6|387.13|387.13|667.5|-1455.165122|0.5019|-0.1314|2.4594|-0.18344|0.02606651|-1455.233431|3.3864|32.0|7.4949|7.4949
14a_a10|0.0|0|1|2|2.156210368|5.4161004020000005|0.035660377|0.027446544|10.92970798|-0.00421565|1|0.012272222|0.042968756|-0.220250238|-0.344811314|-0.168193178|0.76857495|-0.011977878|-0.007680215|1|-0.044416218|0.43555903|0.0135610389999999|-32.23041637|-51.23835032|9.840503082|67.52851799|64.18371923|-37.18086445|7.140714112|-1.270993412|-13.76552695|0.469029865|661.4615097|-922.2903058|0.457984122|10.0292632|18.88856367|0.8833450959999999|332.3339934|-669.2555601|0.0219172279999999|-60.97724212|1701.592784|1003.968547|15.9041322|0.0|1.0|1.0|0.0|0.39|21.0|-8.18|4.16|59.31|1.0|0.0|0.0|1.0|7.0|35.0|-6.82|468.59|0.0|0.0|3.43|-4.8|6.159999999999999e-05|0.0288|0.0|6.55e-09|-46.0|5.5808|-1489.655581|-1489.803158|800.01|1380.89|326.1|222.16|645.26|-1489.42155|0.0005|0.2422099999999999|3.1205|0.19621|-0.14757681|-1489.487381|4.8004|74.0|7.1308|7.1308
16_a31|0.0|1|0|1|0.0|5.733341277|0.042528736|-0.050076586|10.31170095|0.06214876|2|-0.0125582419999999|-0.0897217219999999|-0.053194463|-0.09530799|-0.60894688|0.951830892|-0.038841601|0.0980869569999999|0|-0.142079397|0.29485045|0.0374314139999999|-66.9420327|-70.82239128|17.63615984|130.369865|213.694252|-33.36862997|8.309441139|-1.653466811|-23.60746376|0.427771627|257.4650715|-779.0463041|0.26919564|5.521618837|9.649327262|0.747554032|126.8340354|-367.0549296|0.027684692|-217.4912527|1066.012118|280.39844320000003|13.04390063|0.0|1.0|0.0|2.0|0.14|16.0|-4.94|3.8|114.29|0.0|0.0|0.0|2.0|2.0|21.0|-6.48|300.34|0.0|1.0|2.33|-3.6|4.38e-05|0.0131|0.0|1.16e-05|-0.0318899999999999|3.6596|-1308.242314|-1308.202828|503.18|818.1|338.79|338.79|369.73|-1308.113026|0.2534|-0.15231|3.7419|-0.1842|0.03948619|-1308.161433|5.5943|0.09|7.0458|7.0458
12a_a40|0.0|0|1|0|1.784989449|5.4161004020000005|0.036587302|0.17758258|10.31197265|-0.226763788|2|0.007890601|0.298197213|0.018655637|0.031326603|-0.4764003679999999|0.58630452|0.023863832|-0.375724138|1|-0.064340227|0.000279043|0.011766311|-32.81611621|-38.17175304|6.001293955|107.5277007|30.15370934|-19.46913691|3.060902482|-1.047769006|-17.23885621|0.476055146|479.8867095|-534.4045424999999|0.14863036|7.563170499|14.43505064|0.908597808|75.8074911|-272.5679167|0.010759845|-358.4254366|627.699788|323.26151960000004|5.487955617999999|1.0|0.0|1.0|0.0|0.0|20.0|-7.21|5.33|58.43|1.0|0.0|0.0|1.0|2.0|22.0|-4.56|346.23|0.0|1.0|4.78|-5.95|3.86e-07|0.000134|0.0|6.15e-08|-0.08015|3.0966|-2097.826771|-2097.8163050000003|530.55|875.15|400.39|400.39|429.21|-2097.7296100000003|0.3701|-0.12895|2491.0|-0.2091|0.0104658999999999|-2097.779499|3.8054|1778.0|5.7501|5.7501
4e_a46|-3.742323661|0|1|1|2.12386814|5.587248657999999|0.041636905|-0.08224348|10.31928077|-0.05803828|1|0.002688298|-0.135489528|-0.030065705|-0.049530834|-0.514537262|0.738134189|0.075271624|-0.076733489|0|-0.0835371459999999|0.68427144|0.010671173|-63.39469142|-64.33855433|8.098142567|105.0139519|186.9007941|-48.825259|6.145520557|-1.949960781|-23.48867857|0.4753010039999999|571.9794684|-1479.78675|0.204892146|7.906917146|15.06943449|0.905854609|155.48860530000002|-1122.980957|0.0125621839999999|-447.9030518999999|1861.114491|942.2127953|9.533193534|1.0|0.0|0.0|2.0|0.27|23.0|-8.81|3.05|124.17|2.0|0.0|0.0|1.0|5.0|35.0|-6.6|488.6|1.0|0.0|3.5|-5.41|8.29e-07|0.000405|0.0|1.56e-09|-0.03893|4.2446|-1884.613031|-1884.564974|757.1|1343.97|296.81|292.1|655.69|-1884.255802|0.3109|-0.17112|1.9941|-0.21005|0.04805633|-1884.324182|3.2466|154.0|6.8125|6.8125
8e_a46|0.0|0|1|1|2.161814059|5.533389489|0.043238095|-0.126773923|10.96411233|-0.016857659|1|0.0123581919999999|-0.203086023|-0.08488645|-0.135984209|-0.132524216|0.669602597|-0.241393458|-0.024620704|0|-0.053352779|0.281227001|0.009576086|-27.16690715|-33.59778824|4.876083942|7.389496216|40.04689925|-17.10778729|2.482871976|-0.989734694|-11.72015869|0.444693313|469.146955|-503.9668235|0.2507580889999999|5.504080656|9.911785304|0.8008066970000001|127.6844779|-256.61680930000006|0.011830243|-253.8248986|672.6356549999999|426.71841|6.023886838999999|0.0|1.0|0.0|0.0|0.32|17.0|-6.67|4.09|43.6|0.0|0.0|0.0|1.0|2.0|23.0|-6.02|304.39|0.0|1.0|3.21|-4.04|0.0002569999999999|0.0782|0.0|2.16e-07|-0.03175|4.5092|-954.9296396|-954.9056294|552.99|933.3|274.96|274.96|457.96|-954.743261|0.2162|-0.18835|3.2194|-0.2201|0.024010215|-954.793305|3.7755|406.0|6.3915|6.3915
9d_a40|0.0|0|1|0|1.839557351|5.4161004020000005|0.045555556|0.153818743|10.3119722|-0.137738587|2|0.010101686|0.259969752|0.0116099239999999|0.019621984|-0.4887998529999999|0.601831605|-0.3969541689999999|-0.223631751|1|-0.060319196|0.002088915|0.010749826|-31.08478865|-36.92750973|5.539796446|108.1468558|30.08152399|-19.03015798|2.854868966|-1.074852592|-16.29154841|0.467275972|485.2567189|-553.912646|0.133579429|8.023385851|15.06105494|0.87714454|68.83858806|-285.4523697|0.0087217999999999|-377.6610668|639.3115126|346.9019309|4.49467719|1.0|0.0|1.0|0.0|0.06|20.0|-7.0|5.2|58.43|1.0|0.0|0.0|1.0|2.0|22.0|-4.62|325.82|0.0|1.0|4.63|-5.65|7.37e-07|0.0002399999999999|0.0|1.01e-07|-0.06906|4.6073|-1677.551678|-1677.540538|542.19|892.69|370.51|269.1|446.84|-1677.429981|0.4025|-0.13875|6.2032|-0.20781|0.01113991|-1677.48058|7.9502|107.0|6.9706|6.9706
16_a47|0.0|1|0|0|0.0|4.59511985|0.042285714|-0.08282926|10.95023129|0.0506476009999999|1|-0.004153659|-0.236994128|-0.02006804|-0.0574194159999999|-0.3379683979999999|0.591929006|-0.113476605|0.081171071|1|-0.093207587|0.421094692|0.0186711289999999|-48.30620628|-48.19609034|9.676588112|63.13219447|159.6978638|-24.97833451|5.0150344780000005|-1.301931629|-17.75645434|0.473257697|358.566882|-674.7452647999999|0.302070079|6.855429069|13.01476838|0.898461533|156.55227280000005|-349.69668310000003|0.0234786339999999|-205.1602001|966.7808252999998|357.35851410000004|12.16814835|1.0|1.0|0.0|2.0|0.06|21.0|-8.17|4.47|66.49|0.0|0.0|0.0|1.0|3.0|25.0|-6.04|337.33|0.0|1.0|3.52|-4.42|4.56e-05|0.0154|0.0|6.8099999999999994e-09|-0.05717|4.4393|-1167.046301|-1167.0124560000002|534.69|894.43|303.84|279.29|395.28|-1166.901251|0.0909|-0.16851|2.3795|-0.22568|0.03384512|-1166.951551|3.8601|1.0|9.0|9.0
14b_a3|0.0|0|0|0|0.0|4.727387819|0.039799383|-0.1551678719999999|10.31162234|-0.102362298|1|-0.004161699|-0.288944272|-0.050943323|-0.094863591|-0.575695827|0.882394075|-0.133815639|-0.170297225|1|-0.090994113|0.379746504|0.012828558|-44.49789848|-49.38772279|6.273415527999999|252.49572540000003|104.4171556|-24.15156108|3.067822725|-1.312913604|-17.83445545|0.487615651|384.6023764|-642.0403962|0.233084567|4.989782639|9.738358819|0.951659927|113.9829058|-313.9702941|0.017348996|-261.0537205|837.1723509999999|358.3503513|8.483998032|0.0|1.0|1.0|1.0|0.06|21.0|-6.89|4.28|105.82|0.0|0.0|0.0|1.0|2.0|23.0|-6.42|319.38|0.0|1.0|2.82|-3.99|3.54e-05|0.0113|0.0|1.28e-07|-0.06676|3.0724|-1327.514377|-1327.4859310000002|524.27|879.19|403.54|403.54|368.39|-1327.349444|0.2276|-0.12942|2.8743|-0.19618|0.02844675|-1327.398177|3.8724|0.38|6.4202|6.4202
9_a4|0.0|0|1|1|2.130445484|5.4161004020000005|0.040449735|-0.019160308|10.92992723|-0.0454860859999999|1|0.009731833|-0.030976753|-0.0475186259999999|-0.076824065|-0.172904817|0.625717993|-0.151437311|-0.072130166|1|-0.052625548|0.472497372|0.009037784|-28.63837014|-37.85762102|4.918284148|13.6577411|34.22811902|-20.60179129|2.676487872|-1.113067849|-14.08655666|0.43745176|509.9632679|-605.7219363|0.207109566|5.744374392999999|10.21134541|0.777625327|112.7072422|-329.6286606|0.010768243|-318.7769026|763.9415367|489.7528555|5.859985199|1.0|0.0|1.0|0.0|0.19|21.0|-8.16|5.14|43.6|2.0|0.0|0.0|1.0|2.0|26.0|-5.56|360.84|0.0|1.0|4.17|-5.15|1.73e-05|0.0062299999999999|0.0|6.9e-09|-0.05256|4.7284|-1489.554198|-1489.533032|586.24|999.93|308.91|262.21|430.12|-1489.36688|0.0584|-0.16948|4.4343|-0.22204|0.02116575|-1489.41872|5.4739|48.0|7.3188|7.3188
16_a20|0.0|1|0|0|0.0|4.727387819|0.0388043479999999|0.126359252|10.93301779|-0.062750442|1|0.001157852|0.211127741|-0.070208458|-0.117308016|-0.458484451|0.7582110409999999|-0.085041518|-0.10978034|1|-0.066137353|0.382481746|0.011604018|-43.51359744|-51.18223058|7.634605066000001|69.28224942|55.92018945|-33.67420774|5.023018225|-1.47806874|-19.44924762|0.464473378|602.0075202|-972.4623811|0.219891897|8.166385503999999|15.24926152|0.8673208|144.672972|-639.8099471|0.013439632|-368.5817657|1246.573875|664.4562602999999|8.84230625|0.0|1.0|1.0|1.0|0.08|27.0|-10.52|6.38|78.25|2.0|0.0|0.0|0.0|4.0|31.0|-5.42|401.46|0.0|1.0|4.37|-5.66|8.68e-07|0.000349|0.0|3.0500000000000005e-11|-0.05909|5.9837|-1275.900951|-1275.8670960000002|686.59|1174.61|347.26|207.2|554.41|-1275.636924|0.1958|-0.1481299999999999|4.7315|-0.20722|0.03385502|-1275.6960869999998|6.5609|26.0|7585.0|7585.0
