molecula|SddssS|MOMI-Z|Veber filter|BIC2|Log S (Ali)|heavy_atom_count|HOMO-LUMO Energy Difference (Hartree)|nARing|Highest Occupied Molecular Orbital Energy|Mor01p|CYP2C9 inhibitor|MATS7i|ATSC1c|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest_Unoccupied_Molecular_Orbital_Energy|WNSA3|PNSA4|BCUTi-1l|pIC50
14_a4|0.0|1378.961008|0.0|0.77505994|-3.4|21.0|-0.17381|1|-0.2102|280.2639278|0.0|-0.0135414919999999|-0.069682036|0.000539|-0.03639|-13.60128622|-13.71135194|10.94612798|5.8794
16a_a10|0.0|1823.310808|0.0|0.772481675|-5.22|33.0|-0.1605|1|-0.20697|879.8636987|1.0|-0.085711535|-0.152205915|1.4e-06|-0.04647|-25.21250404|-18.049219|10.92947902|7.3279
8a_a50|0.0|1503.563342|0.0|0.804535572|-3.86|24.0|-0.17244|1|-0.20051|388.171611|0.0|-0.0224366579999999|-0.188998337|0.000151|-0.0280699999999999|-17.58335405|-15.95574341|10.94501357|7.3279
12c_a30|0.0|2456.062146|0.0|0.824373792|-5.93|30.0|-0.1496299999999999|2|-0.2038599999999999|652.8825454|1.0|-0.0983590219999999|-0.3657134279999999|2.61e-05|-0.0542299999999999|-32.72642202|-24.42511853|10.31162888|7.9914
6b_a31|0.0|2063.736075|0.0|0.78240875|-5.63|29.0|-0.13345|1|-0.1918|536.6368656000001|1.0|0.11647286|-0.787472195|1.89e-05|-0.05835|-44.96993859|-27.86719323|10.31169819|7.2676
4i_a46|0.0|2253.484644|0.0|0.749522825|-4.94|26.0|-0.18438|1|-0.20084|579.2365607|1.0|-0.088884176|-0.127450387|1.75e-05|-0.01646|-18.68604171|-14.16067794|10.94638684|6.2132
18b_a30|0.0|3057.267112|0.0|0.822401103|-5.49|31.0|-0.14385|2|-0.2052699999999999|666.0036144999999|1.0|-0.039831247|-0.375139476|8.47e-05|-0.06142|-34.45606603|-23.96987622|10.31163838|7.6003
8_a15|0.0|1919.535904|0.0|0.7059441040000001|-5.25|27.0|-0.1558|0|-0.18303|532.0914339999999|1.0|0.155304204|-0.5025236129999999|9.86e-06|-0.02723|-24.39801408|-16.91650111|10.95880707|6.9666
1h_a5|0.0|819.6979313999999|0.0|0.780175595|-4.25|24.0|-0.17797|0|-0.21921|409.0289917|0.0|-0.02598568|-0.085074391|1.21e-06|-0.04124|-18.38824808|-14.49848188|10.94466758|7.5528
8a_a32|0.0|3312.822051|1.0|0.845443342|-6.82|27.0|-0.1445|0|-0.2061599999999999|557.1050635|1.0|-0.0281981579999999|-0.497414715|8.86e-06|-0.06166|-32.82934751|-22.37464674|10.31100269|7.3468
12y_a30|0.0|2411.415644|0.0|0.768409873|-6.04|31.0|-0.1475|2|-0.19815|754.3941655|1.0|-0.089502772|-0.353814891|1.76e-05|-0.05065|-31.95309886|-23.38859815|10.31162818|7.6576
12an_a36|0.0|2399.367452|0.0|0.8344566859999999|-4.85|31.0|-0.15474|2|-0.21035|725.9470896|1.0|0.0966393909999999|-0.407702102|3.83e-05|-0.05561|-33.56484523|-24.99720254|10.33556631|7.3979
14f_a23|0.0|2322.5224120000003|0.0|0.796412133|-5.63|32.0|-0.1458|0|-0.21743|683.7405759|1.0|0.056215377|-0.373510774|1.3699999999999998e-05|-0.07163|-27.39103254|-21.26277654|10.3132176|8.6459
14q_a23|0.0|2213.1193780000003|1.0|0.808928963|-5.21|33.0|-0.14854|0|-0.23013|693.3423458|1.0|0.064903564|-0.5608967029999999|5.03e-05|-0.08159|-42.23665548|-27.24379301|10.31321757|7.8069
14m_a23|0.0|2263.262957|0.0|0.798384929|-6.38|34.0|-0.15208|0|-0.23555|658.8108151|1.0|0.028217372|-0.482182526|2.85e-06|-0.08347|-35.21393496|-27.32379205|10.3132176|8.5171
12t_a30|0.0|2479.787504|0.0|0.83236194|-5.49|31.0|-0.15029|2|-0.20571|616.2856203|1.0|-0.0596036729999999|-0.411045472|3e-05|-0.05542|-38.30686627|-24.17113783|10.31162892|8.0496
12w_a30|0.0|2783.769563|0.0|0.83236194|-6.58|31.0|-0.15073|2|-0.20755|685.6665849999999|1.0|-0.0999572419999999|-0.372029919|7.39e-06|-0.05682|-36.02242934|-25.53389062|10.31162873|7.821
8e_a8|0.0|2080.07805|0.0|0.7233950809999999|-5.27|30.0|-0.13719|0|-0.19972|561.882658|1.0|-0.000766016|-0.539547088|6.63e-06|-0.06253|-43.00500847|-26.80224874|10.94332438|4.7014
9r_a24|0.0|958.7578093|0.0|0.7958149290000001|-4.02|30.0|-0.1676099999999999|0|-0.21074|670.2247423|1.0|-0.17821765|-0.264490176|8.84e-07|-0.04313|-27.82142546|-17.31173182|10.96129392|7.9586
11g_a5|0.0|935.4227938|0.0|0.814159231|-4.12|31.0|-0.1714|0|-0.2146199999999999|648.1198739|1.0|-0.083337229|-0.252634073|3.770000000000001e-07|-0.04322|-29.04250676|-16.72000506|10.94877951|7.5229
8m_a46|0.0|1913.813025|0.0|0.7699708959999999|-4.48|24.0|-0.17897|1|-0.19715|463.1469765|0.0|-0.134230003|-0.248590088|0.000112|-0.01818|-25.62105988|-17.06601365|10.94650201|6.6402
34_a47|0.0|918.6458674|0.0|0.833786184|-3.57|26.0|-0.16086|0|-0.21536|439.9906467|1.0|-0.094313757|-0.191253079|1.17e-05|-0.0545|-19.00022922|-16.25230464|10.98214103|8.7
9g_a40|0.0|349.4421673|0.0|0.764275277|-2.49|23.0|-0.12765|0|-0.19005|384.6422631|0.0|0.07954859|-0.225327061|0.000113|-0.0624|-17.63553984|-16.43578193|10.31197177|5.45
8d_a12|0.0|1288.818257|0.0|0.751098108|-4.58|27.0|-0.15306|1|-0.20794|503.2240425|1.0|0.0276482139999999|-0.376778003|1.49e-06|-0.05488|-24.05928792|-21.74879802|10.94458983|7.6021
14ad_a23|0.0|2339.533586|0.0|0.7830067820000001|-5.8|34.0|-0.13734|0|-0.20659|770.8206617000001|1.0|0.118047355|-0.4663820279999999|1.17e-05|-0.06925|-30.226481300000003|-21.19489662|10.31321689|8.3595
6e_a31|0.0|2188.417358|0.0|0.78240875|-5.63|29.0|-0.13418|1|-0.18844|536.6368656000001|1.0|0.132664341|-0.784597028|1.89e-05|-0.05426|-45.72760428|-28.37945369|10.31165994|6.4318
14_a47|0.0|670.2518865000001|0.0|0.777675668|-3.97|24.0|-0.16377|0|-0.22434|310.8026328|0.0|0.017068634|-0.2306964|5.27e-06|-0.06057|-23.79514424|-17.63306222|10.95058279|8.1
9_a10|0.0|2284.568215|0.0|0.791322552|-4.23|33.0|-0.15045|1|-0.21163|816.3832816|1.0|-0.048732912|-0.285441469|5.14e-06|-0.06118|-29.00379197|-20.27364785|10.92721632|6.7144
9_a15|0.0|1689.926339|0.0|0.7059441040000001|-5.25|27.0|-0.1565099999999999|0|-0.1824|532.0914339999999|1.0|0.096418279|-0.506073953|9.86e-06|-0.0258899999999999|-22.92354152|-15.93664265|10.95880687|6.9706
4j_a46|0.0|2563.282153|0.0|0.7298040140000001|-5.38|27.0|-0.18387|1|-0.20071|642.1335502000001|1.0|-0.0529855709999999|-0.130235627|7.33e-06|-0.01684|-20.66606288|-14.65075732|10.94638774|6.0942
13i_a6|0.0|2880.134143|0.0|0.7771558909999999|-5.03|32.0|-0.1464|1|-0.19454|673.8038326000001|1.0|0.035242754|-0.852681372|1.36e-06|-0.0481399999999999|-54.13430283|-31.12829557|10.95129557|7.6778
26_a20|0.0|2534.075607|0.0|0.7541508029999999|-5.14|32.0|-0.16129|0|-0.21226|712.1606951|1.0|0.1516835819999999|-0.3297182369999999|2.780000000000001e-07|-0.05097|-39.28020352|-22.11735334|10.93106273|6.8827
19_a47|0.0|1238.799875|0.0|0.823945134|-3.67|28.0|-0.15845|0|-0.2117099999999999|428.5826478|1.0|0.027033021|-0.4380552029999999|4.59e-05|-0.05326|-32.2945343|-20.66983856|10.95058274|7.3
3c_a12|0.0|1139.340748|0.0|0.826033688|-4.22|23.0|-0.14572|1|-0.22035|380.2468615|1.0|-0.14679559|-0.379362977|5.3200000000000006e-05|-0.07463|-18.35985151|-17.19277136|10.3117069|7.699
1b_a5|0.0|919.9167129|0.0|0.759794937|-3.97|24.0|-0.1892|0|-0.23055|357.34245360000006|0.0|-0.095857885|-0.111923619|1.58e-06|-0.04135|-19.82538668|-15.75970652|10.94890233|7.2291
7c_a10|0.0|1881.379304|0.0|0.7928588059999999|-4.44|29.0|-0.16055|1|-0.20059|611.4957509|1.0|-0.1122332619999999|-0.206388032|6.4e-06|-0.04004|-17.34382833|-13.06063972|10.92926158|5.4191
10_a32|0.0|2980.525719|1.0|0.8607827790000001|-6.04|27.0|-0.15088|0|-0.2052199999999999|513.9156315|1.0|-0.020186906|-0.771023817|4.13e-05|-0.05434|-33.69815077|-24.0541214|10.31100271|8.1427
12b_a36 (EW-7197)|0.0|2338.370858||0.819222745|||-0.15571|2|-0.20546|595.8790650000001||0.027495626|-0.439429998||-0.04975|-31.84632538|-24.47552312|10.96052467|8.1549
13c_a6|0.0|3135.546462|0.0|0.780680481|-5.95|32.0|-0.14975|1|-0.1999|692.8471883999999|1.0|0.049627353|-0.605286688|1.68e-07|-0.05015|-43.38886312|-27.1440571|10.95129637|7.1367
12x_a36|0.0|2391.802689|0.0|0.828393514|-4.85|31.0|-0.1517099999999999|2|-0.2048199999999999|725.9470896|1.0|0.021670322|-0.40650598|3.83e-05|-0.05311|-33.36962015|-24.70107324|10.33556641|8.1549
14y_a23|0.0|2336.815247|0.0|0.802520527|-6.77|32.0|-0.14942|0|-0.2331599999999999|665.6233736|1.0|0.041892637|-0.2996475999999999|1.29e-06|-0.08374|-27.63946733|-23.71943531|10.31321795|8.4225
21a_a23|0.0|2272.736256|0.0|0.7367638240000001|-5.89|31.0|-0.15024|0|-0.2226699999999999|666.0036144999999|1.0|0.071115216|-0.3082571839999999|7.03e-06|-0.07243|-22.45408125|-22.83074225|10.31321782|6.9914
19d_a38|0.0|2995.494247|0.0|0.853092207|-3.87|33.0|-0.15054|2|-0.20145|686.8472757999999|0.0|0.019858574|-0.6999264340000001|0.000175|-0.05091|-48.11018574|-28.24584108|10.95446448|7.9586
7b_a8|0.0|1780.952171|0.0|0.7812177770000001|-5.25|30.0|-0.13639|1|-0.20472|545.9267515|1.0|-0.024156447|-0.4829936279999999|8.94e-06|-0.06833|-36.39338307|-24.75721974|10.9465091|4.8687
14ac_a23|0.0|3417.45156|0.0|0.7797862459999999|-7.31|38.0|-0.15055|0|-0.23868|718.3324686000001|1.0|0.016532702|-0.66443411|5.06e-07|-0.08813|-50.3831402|-33.20157553|10.3132169|8.3851
7_a47|0.0|1968.695833|0.0|0.817389583|-6.47|28.0|-0.1544|0|-0.2073699999999999|526.6144628999999|0.0|-0.128433676|-0.3939082339999999|1.3900000000000001e-07|-0.05297|-25.84337052|-20.44278719|10.93671034|7.6
4_a18 (SD-208)|0.0|1822.914738|0.0|0.83508768|-4.29|25.0|-0.13588|2|-0.2358|363.2306414|1.0|-0.020226647|-0.498304229|2.49e-06|-0.09992|-20.652731600000003|-18.01551972|10.95382003|7.0969
12ae_a36|-3.3501500230000003|2634.745208|0.0|0.831101086|-3.85|34.0|-0.1566|2|-0.21149|805.2286932|0.0|0.087069205|-0.611759277|6.45e-05|-0.0548899999999999|-47.65297933|-27.14173115|10.31810353|7.8239
12a_a5|0.0|899.5599904|0.0|0.779533861|-4.27|29.0|-0.17152|1|-0.21228|650.3600841|1.0|-0.0036987359999999|-0.09350376|5.660000000000001e-07|-0.04076|-22.13179066|-15.99663329|10.94553751|7.7212
13d_a6|0.0|3075.022992|0.0|0.786837131|-5.95|32.0|-0.14894|1|-0.20146|692.8471883999999|1.0|0.077158715|-0.607917822|1.68e-07|-0.05252|-42.92734103|-27.03045032|10.95129636|6.4437
15a_a10|0.0|2413.560937|0.0|0.77630271|-3.97|30.0|-0.1559299999999999|1|-0.20335|697.5493042|1.0|-0.125297206|-0.144512841|6.51e-06|-0.04742|-18.99256188|-16.19032994|10.92966696|7.6198
8j_a46|0.0|1888.679875|0.0|0.789844634|-4.59|24.0|-0.18531|1|-0.22599|453.1959065|1.0|-0.129276363|-0.081366324|1.85e-05|-0.04068|-15.7861518|-13.78596018|10.96391738|5.9108
1m_a5|0.0|841.0375686000001|0.0|0.7824502320000001|-4.52|24.0|-0.1778|0|-0.22857|383.4128238|0.0|-0.07112464|-0.096417794|7.82e-07|-0.0507699999999999|-19.69180207|-15.26528941|10.94856032|7.3665
17_a12|0.0|1470.257187|0.0|0.8198617429999999|-4.51|24.0|-0.15459|1|-0.21781|431.5987143|1.0|-0.210594127|-0.38018419|2.32e-05|-0.06322|-18.89085387|-18.34174978|10.31157659|7.7959
21_a34|0.0|2429.6035|0.0|0.740092842|-4.5|33.0|-0.13338|2|-0.20872|659.7484451|1.0|-0.125881566|-0.7020096440000001|9.06e-06|-0.07534|-42.9239565|-27.89610644|10.94874873|5.4737
18a_a30|0.0|2814.429655|0.0|0.7885597609999999|-5.28|29.0|-0.1418|2|-0.19785|620.9195447000001|1.0|-0.041327798|-0.353677943|9.21e-05|-0.05605|-28.08889239|-23.02866795|10.31163887|7.6108
9h_a24|0.0|768.1954692|0.0|0.78742035|-2.83|22.0|-0.18239|0|-0.22593|295.8603625|0.0|0.078066659|-0.105982525|0.000258|-0.0435399999999999|-13.48059881|-12.42226332|10.96661419|7.1135
1k_a5|0.0|824.0133397999999|0.0|0.7824502320000001|-3.97|24.0|-0.1798799999999999|0|-0.22504|357.34245360000006|0.0|-0.095857885|-0.120771321|1.58e-06|-0.04516|-20.67084672|-15.40795854|10.9489659|7.3188
8e_a46|0.0|1415.320228|0.0|0.789844634|-3.59|23.0|-0.18835|1|-0.2201|426.71841|0.0|-0.126773923|-0.046696417|6.57e-05|-0.03175|-13.83322216|-11.72015869|10.96411233|6.3915
18d_a30|0.0|2894.162522|0.0|0.815003426|-5.39|30.0|-0.14167|2|-0.19673|618.6004214|1.0|-0.071608958|-0.385441836|5.260000000000001e-05|-0.05506|-31.29400567|-23.99099587|10.31163881|7.6737
12ab_a36|0.0|2390.849902|0.0|0.831136366|-3.92|32.0|-0.15699|2|-0.2093699999999999|708.5476357999999|0.0|0.035377607|-0.408023082|3.76e-05|-0.0523799999999999|-37.68448987|-23.06276515|10.9540584|7.9586
19_a15|-3.694652026|1857.369806|0.0|0.722297906|-5.12|26.0|-0.17018|0|-0.20742|490.1808545|1.0|0.037722611|-0.4621216379999999|2.69e-05|-0.0372399999999999|-31.61527447|-24.47553536|10.31928434|7.1427
4b_a49|0.0|1701.832352|0.0|0.798826417|-3.81|30.0|-0.15635|1|-0.22366|600.3287567000001|1.0|-0.064060521|-0.402986655|3.570000000000001e-05|-0.06731|-34.74338731|-18.89220999|10.92776533|7.1024
8b_a12|0.0|1437.536303|0.0|0.7407532059999999|-4.1|27.0|-0.15294|1|-0.21184|510.3677388|1.0|0.028584223|-0.618894925|1.26e-05|-0.0589|-35.28434152|-26.39069094|10.95438057|6.58
13_a10|0.0|1630.880014|0.0|0.78472614|-3.76|25.0|-0.15937|1|-0.20959|422.96706330000006|0.0|-0.093280469|-0.259721373|8.170000000000001e-05|-0.05022|-24.21093442|-15.22715739|10.9296146|6.7959
12am_a36|0.0|2603.072527|0.0|0.8344566859999999|-5.2|34.0|-0.15658|2|-0.21356|672.4630346|1.0|0.122824831|-0.921315581|3.37e-05|-0.0569799999999999|-43.65752487|-31.72964526|10.9602097|7.2218
18c_a22|0.0|2574.178324|0.0|0.7669483559999999|-5.8|34.0|-0.15158|0|-0.22365|779.8043336000001|1.0|-0.044828537|-0.213698903|1.58e-07|-0.07207|-27.73804808|-19.94201893|10.31286086|7.585
1_a3|0.0|1162.737831|0.0|0.7905285390000001|-3.07|22.0|-0.1658599999999999|1|-0.21886|373.1494221|0.0|-0.004409693|-0.248199745|0.000518|-53.0|-20.88467272|-15.67458788|10.33805862|6.1403
5a_a49|0.0|1887.422375|0.0|0.7979412790000001|-3.84|30.0|-0.16176|2|-0.21238|592.5885712|1.0|-0.072902329|-0.493952547|4.72e-05|-0.05062|-24.67330519|-15.97587337|10.92976459|7.3665
4_a27|0.0|1213.060761|0.0|0.7853766809999999|-3.57|25.0|-0.17034|0|-0.21533|424.8821143|1.0|-0.273119343|-0.278154179|0.0002|-0.0449899999999999|-15.48073439|-14.56891559|10.93736915|8.3979
12al_a36|0.0|2244.88081|0.0|0.8344566859999999|-3.95|31.0|-0.14558|2|-0.1955599999999999|679.7230552999999|0.0|0.1030147719999999|-0.4908576189999999|8.340000000000001e-05|-0.04998|-33.70669917|-23.23210974|10.96020817|7.3188
2_a4|0.0|910.3327882|0.0|0.802438682|-2.18|19.0|-0.14614|1|-0.16226|284.26458360000004|0.0|0.08246129|-0.269140683|0.00374|-0.01612|-20.83662681|-15.98981578|10.95268469|7.5086
20a_a10|0.0|2021.669282|0.0|0.755429696|-5.68|33.0|-0.1613099999999999|1|-0.2274199999999999|719.5272609|1.0|-0.035536682|-0.197323337|1.55e-07|-0.06611|-28.10115947|-18.22250274|10.9296614|5.9208
12d_a30|0.0|2323.480646|0.0|0.8017873000000001|-5.66|30.0|-0.1479099999999999|2|-0.1991|686.039456|1.0|-0.092984185|-0.354778373|4.02e-05|-0.05119|-30.81433963|-23.41646662|10.31162861|7.9508
14_a1|0.0|1876.042189|0.0|0.7462411859999999|-4.52|29.0|-0.1336|1|-0.19322|513.4628663999999|1.0|0.1008839219999999|-0.766207981|7.81e-06|-0.05962|-44.39360096|-27.42423067|10.94959842|7.0269
13b_a6|0.0|2587.000662|0.0|0.7788169070000001|-5.51|31.0|-0.14898|1|-0.20156|627.4287311|1.0|0.060593678|-0.6051312529999999|4e-07|-0.0525799999999999|-40.04664055|-26.65671602|10.95129557|6.7595
11d_a31|0.0|2039.207676|0.0|0.822077662|-5.48|27.0|-0.15822|1|-0.19226|505.4234462|1.0|0.016799834|-0.848545873|0.000225|-0.03404|-50.23449218|-24.97634343|10.31169874|7.5229
4n_a46|0.0|2116.313581|0.0|0.722331115|-5.43|26.0|-0.16641|1|-0.20685|525.8291956999999|1.0|-0.2264394139999999|-0.234842682|7.340000000000001e-05|-0.04044|-31.21601103|-17.06080312|10.94021058|5.2845
18c_a30|0.0|3094.729399|0.0|0.8303425640000001|-5.01|32.0|-0.14225|2|-198.0|713.7769663|0.0|0.011887112|-0.625122815|0.000288|-0.05575|-48.15493021|-28.4279687|10.31163825|7.9208
12o_a30|0.0|2476.50603|0.0|0.815003426|-5.93|30.0|-0.1478799999999999|2|-0.19873|652.8825454|1.0|-0.089996613|-0.364378536|2.61e-05|-0.05085|-31.84483128|-24.32856749|10.31162888|7.8097
8f_a8|0.0|1892.066521|0.0|0.6971223040000001|-5.21|29.0|-0.14532|0|-0.21285|485.8626377000001|0.0|0.0587545909999999|-0.485102985|4.43e-06|-0.0675299999999999|-41.53091131|-28.20910228|10.94343488|4.6428
12g_a36|0.0|2476.712654|0.0|0.8026482070000001|-4.95|32.0|-0.15236|2|-0.20288|799.5563855|1.0|0.078990142|-0.409214521|1.7800000000000002e-05|-0.0505199999999999|-32.74608471|-23.75074918|10.95259306|7.8539
3l_a32|0.0|2415.340446|0.0|0.751853889|-7.6|26.0|-0.14664|1|-0.19962|565.7000781|1.0|-0.039331295|-0.270019992|1.2e-05|-0.0529799999999999|-23.43792428|-16.76685351|10.31100268|7.9208
16_a31|0.0|1212.615438|0.0|0.8318419909999999|-4.36|21.0|-0.15231|1|-0.1842|280.39844320000003|0.0|-0.050076586|-0.726543099|0.00347|-0.0318899999999999|-31.54036284|-23.60746376|10.31170095|7.0458
11d_a5|0.0|900.3825317|0.0|0.783891527|-4.14|29.0|-0.16762|0|-0.20529|631.9206508|1.0|-0.125546291|-0.185566552|8.909999999999999e-07|-0.03767|-25.44574968|-18.63809379|10.94877952|7.8239
1n_a5|0.0|889.4388375|0.0|0.77828693|-4.27|27.0|-0.17092|0|-0.23278|467.1194103|1.0|0.002508727|-0.3365350029999999|3.01e-06|-0.06186|-27.07741706|-17.50346525|10.94528897|7.5686
12z_a36|0.0|2451.657399|0.0|0.826316772|-3.99|31.0|-0.1575|2|-0.2139199999999999|642.3830552000001|0.0|0.037307819|-0.421948174|8.97e-05|-0.05642|-35.89088901|-24.03445318|10.95429182|8.301
19j_a38|0.0|3109.238056|0.0|0.846765471|-4.35|32.0|-0.15182|2|-0.21629|640.025745|1.0|0.105682345|-0.438688445|5.14e-05|-0.06447|-39.565701700000005|-26.09259418|10.95429182|8.1146
SB431542_a8|0.0|1947.072021|0.0|0.762577159|-4.4|30.0||1||529.053307|1.0|0.096884952|-0.721718925|6.96e-05||-45.98111161|-29.18257067|10.94951956|4.1019
12h_a40|0.0|603.6697997|0.0|0.7769829840000001|-6.25|23.0|-0.1092|0|-0.18432|350.9435025|1.0|0.208938531|-0.289603712|5.2e-05|-0.07512|-26.67382585|-20.51086984|10.31197256|6.0846
4_a3|0.0|1548.626215|0.0|0.721302096|-5.69|23.0|-0.14983|0|-0.20826|347.9532383|0.0|-0.08769805|-0.325334256|9.48e-06|-0.0584299999999999|-24.93884341|-18.76802992|10.31162267|5.9
14ab_a23|0.0|2332.352369|0.0|0.75434493|-6.23|32.0|-0.14778|0|-0.21924|733.3886349999999|1.0|0.021287386|-0.287365522|3.07e-06|-0.07146|-24.37891748|-21.67516705|10.313217300000002|8.4012
12g_a31|0.0|1859.940155|0.0|0.819234772|-4.92|27.0|-0.15917|1|-0.19241|524.0230338|1.0|0.045747231|-0.7501734859999999|0.000136|-0.03324|-48.43898314|-23.98704875|10.31169877|6.9586
15_a15|0.0|2868.890383|0.0|0.724319314|-6.32|34.0|-0.10964|1|-0.1475|830.7967967000001|1.0|-0.063032481|-0.395472407|5.7e-07|-0.03786|-27.31834743|-20.86598874|10.95980315|6.9626
12_a1|0.0|1825.150911|0.0|0.749817035|-4.98|28.0|-0.12874|1|-0.19916|473.040639|1.0|0.076867966|-0.516204114|2.3e-06|-0.07042|-32.50125347|-23.15625812|10.94945122|5.5302
18_a3|0.0|703.8534116000001|0.0|0.714658751|-2.82|21.0|-0.1641099999999999|0|-0.2218|270.539096|0.0|0.08269134|-0.122072724|4.07e-05|-0.05769|-13.82537222|-14.12792012|10.96965878|7.5229
12e_a40|0.0|694.2415706|0.0|0.788800541|-6.53|24.0|-0.12616|0|-0.19912|348.3847394|1.0|0.174870826|-0.556620974|0.000346|-0.07296|-38.96782748|-26.26807189|10.31197242|5.9318
47n_a18|0.0|2052.393389|1.0|0.696612213|-6.02|40.0|-0.13138|1|-0.18391|1306.125688|0.0|0.017491759|-0.609196374|9.44e-08|-0.0525299999999999|-54.00070374|-26.38541222|10.94702025|7.1938
7c_a8|0.0|2162.326414|0.0|0.740795639|-5.0|30.0|-0.1318599999999999|0|-0.20658|572.8089095|1.0|0.0493777859999999|-0.382994379|6.91e-06|-0.07472|-31.56868845|-21.11218373|10.94670214|4.7307
47k_a18|0.0|2009.418849|1.0|0.721697829|-5.84|38.0|-0.1277599999999999|1|-0.17135|1167.054827|1.0|-0.017736343|-0.5135996820000001|1.85e-06|-0.04359|-40.74641317|-23.89547793|10.94702256|7.5376
3q_a32|0.0|3335.898591|0.0|0.853737093|-5.91|28.0|-0.15001|0|-0.19969|618.9134881|1.0|0.02785755|-0.419780649|2.01e-05|-0.04968|-25.7550561|-17.27560785|10.31100266|7.5528
17_a3|0.0|1667.279771|0.0|0.767641592|-5.53|23.0|-0.13155|0|-0.20359|353.7528308|1.0|-0.015463451|-0.349676046|1.11e-05|-0.0720399999999999|-25.54439812|-20.12828595|10.31163036|7.6383
12av_a36|0.0|2354.591519|0.0|0.8076780109999999|-3.54|33.0|-0.14122|2|-0.19429|757.7532208|0.0|0.06882889|-0.605432791|5.18e-05|-0.05307|-39.92474833|-24.51766365|10.96037173|7.4089
12az_a36|0.0|2455.7577530000003|0.0|0.812921349|-4.11|33.0|-0.14879|2|-0.19846|766.4854363|0.0|0.078817323|-0.593399474|7.11e-05|-0.04967|-35.23783652|-23.45695404|10.95957115|7.2366
9b_a36|0.0|2464.2160510000003|0.0|0.7885597609999999|-4.6|29.0|-0.15833|2|-0.20979|620.9195447000001|1.0|0.082806042|-0.308862918|9.21e-05|-0.05146|-29.25555061|-22.67740953|10.33767255|7.6778
12f_a31|0.0|1805.921786|0.0|0.8167107029999999|-5.98|30.0|-0.15894|1|-0.19211|713.5657448|1.0|0.043286807|-0.698273995|4.06e-06|-0.03317|-47.54067074|-23.56842919|10.31169747|6.8861
4R4k_a46|0.0|1767.850427|0.0|0.7477594870000001|-4.82|25.0|-0.17484|1|-0.19529|519.5743695|0.0|-0.104665424|-0.252970193|8.28e-05|-0.02045|-25.39807111|-16.19450581|10.94631314|7.0132
1a_a5|0.0|902.6910106|0.0|0.7427901179999999|-2.6|23.0|-0.12226|1|-0.2262699999999999|403.543273|0.0|-0.075791863|-0.078562954|2.13e-05|-0.1040099999999999|-18.22870183|-13.93123008|10.9502215|6.9706
12s_a36|0.0|2294.468358|0.0|0.8060798779999999|-4.16|30.0|-0.15559|2|-0.20467|662.0530478999999|0.0|0.037454164|-0.4023692|4.270000000000001e-05|-0.04908|-30.06529118|-23.15117315|10.95352614|8.0458
3d_a32|0.0|1855.167124|0.0|0.8444218509999999|-6.55|23.0|-0.14189|0|-0.19671|421.3548777|1.0|-0.0620110029999999|-0.269655316|1.75e-05|-0.05482|-20.13777259|-15.52441767|10.31100276|8.0915
6_a3|0.0|1899.385061|0.0|0.790667152|-5.44|23.0|-0.1465|0|-0.21179|353.7528308|1.0|-0.025021661|-0.330577816|1.11e-05|-0.06529|-25.95647951|-18.8247694|10.3116226|5.7501
EW7203_a60|0.0|1660.077477|0.0|0.822401103|-5.74|31.0|-0.1446599999999999|2|-0.20654|666.0036144999999|1.0|-0.092774356|-0.377182982|8.51e-05|-0.06188|-31.81402579|-23.64750675|10.31162855|8.0334
13a_a5|0.0|1314.232685|0.0|0.8045357209999999|-3.77|30.0|-0.17364|0|-0.22898|620.5697596|1.0|-0.007871499|-0.328417593|5.02e-07|-0.05534|-36.90128585|-18.01047283|10.94530369|7.041
31_a47|0.0|1322.82831|0.0|0.856640117|-4.59|29.0|-0.15143|0|-0.20463|513.2159236|1.0|-0.086842911|-0.417294247|9.95e-06|-0.0532|-41.22978713|-23.31144534|10.9497221|7.8
3k_a32|0.0|1970.06814|0.0|0.779649252|-7.04|25.0|-0.14667|1|-0.19988|506.658189|1.0|-0.047167919|-0.270019022|2.15e-05|-0.05321|-22.61349991|-16.67514938|10.31100271|8.0605
9_a47|0.0|1333.091472|0.0|0.792070785|-5.37|26.0|-0.1545099999999999|0|-0.20488|442.7664664|0.0|-0.043270202|-0.382556052|1.17e-06|-0.05037|-23.08946904|-19.3171225|10.93671087|7.6
8a_a31|0.0|1443.955093|0.0|0.837862749|-3.57|22.0|-0.1587599999999999|1|-0.18869|324.7430642|0.0|-0.1480271209999999|-0.586331322|0.00145|-0.02993|-29.89286568|-20.61467025|10.31170053|6.1024
14_a15|0.0|2731.841165|0.0|0.719993769|-6.22|30.0|-0.14997|0|-0.18379|673.7288405|0.0|-0.033982971|-0.374014235|5.99e-08|-0.0338199999999999|-26.20964538|-21.0782518|10.9597359|7.5229
11_a4|0.0|1640.559148|0.0|0.820318166|-5.14|27.0|-0.15885|1|-0.2146699999999999|575.2252237|1.0|-0.017835936|-0.056016567|3.31e-06|-0.05582|-18.12338426|-13.65094004|10.33765061|6.9586
11c_a5|0.0|926.234805|0.0|0.8020105409999999|-4.13|28.0|-0.1713299999999999|0|-0.21448|523.8031619|1.0|-0.0859098|-0.224938556|1.26e-06|-0.04315|-29.19305715|-19.63310772|10.94877953|7.6021
