molecula|SddssS|n9FaRing|SRW09|nAHRing|nARing|BCUTs-1|SRW07|n6HRing|MATS7i|SaaaC|AATSC1are|BCUTi-1|n5aHRing|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|RASA|FNSA5|PBF|PNSA3|PNSA5|PPSA3|TPSA_x|FNSA4|RPCS|FNSA1|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Lipinski|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|pIC50|pIC50
8a_a31|0.0|0|7.765993078999999|1|1|0.610138387|5.733341277|0|-0.1480271209999999|0.0|-0.013230176|10.31170053|2|-0.054025775|-0.094359203|-0.520051508|0|0.938325481|0.837862749|0.0502030679999999|-0.030149254|0.883113019|0|0.594139864|-0.136459435|0.272259026|-60.46233433|-67.46619355|18.56711239|200.6591816|-0.0416959379999999|465.4559302|0.666437359|-29.89286568|82.32407724|79.02944672|0.4512945479999999|2128.209198|293.7455749|-10.19199103|0.333562641|5.83708559|10.63792161|0.822471411|164.9149565|30.93264504|-164.57484340000002|1113.575221|324.7430642|14.85788369|0.0|1.0|2.0|3.34|-5.33|2.54|114.29|0.36|0.0|0.0|83.83|2.0|3.0|-3.57|22.0|5.0|0.0|2.13|-3.11|0.000269|0.000773|1.56|0.0|3.8097|-1347.541429|-1347.507102|538.75|872.11|396.15|0.7027100000000001|0.2604|-0.1587599999999999|3.7141|0.03432763|6.1024|6.1024
23_a10|0.0|0|7.535296702|1|1|1.34383709|5.4161004020000005|2|-0.031558374|1.981673861|0.010305237|10.92966139|1|-0.130679|-0.207994181|-0.233801237|2|0.7338945809999999|0.754150918|-0.149057824|-0.043248272|0.706648116|1|0.915208645|-0.072395864|0.535680357|-35.17017083|-51.27837225|6.81095873|60.05816353|-0.02685653|53.00900704|0.7611996520000001|-24.91121732|60.76548004|41.98112956|0.485561757|3103.831885|648.2471057|-13.47382337|0.238800348|8.755988318|17.02048484|0.943867925|169.14354509999998|24.9903188|-370.018179|1549.399766|930.6293092|9.487107794|1.0|1.0|0.0|3.8|-9.84|5.81|56.07|2.99|2.0|0.0|139.11|1.0|6.0|-5.38|35.0|5.0|0.0|4.5|-5.7|4.19e-06|2e-06|4.48|0.0|3.8034|-1470.1960279999998|-1470.166163|768.3|1336.11|606.18|0.67647|0.2089|-0.15858|3.8115|0.02986448|6.1249|6.1249
8a_a50|0.0|1|7.860570786|1|1|1.39826105|5.777652323|1|-0.0224366579999999|1.99158738|0.007671336|10.94501357|2|-0.065546446|-0.11385159|-0.352654037|1|0.75162266|0.804535572|-0.188882361|-0.095292123|0.7135713840000001|1|0.860876738|-0.08230347|0.278028663|-34.88425666|-41.48493288|9.480859015|70.12485884|-0.031655181|0.0|0.751415713|-17.58335405|50.06249379|44.36511568|0.46183401|2206.356773|433.9235497|-8.042467074|0.248584287|5.754657432|10.69309012|0.858162757|125.2985144|21.23424244|-253.4513797|828.1354551|388.171611|8.577560914|1.0|1.0|1.0|3.34|-6.32|3.71|59.39|2.02|0.0|0.0|94.75|1.0|2.0|-3.86|24.0|3.0|1.0|2.87|-4.13|0.000138|7.48e-05|2.95|0.0|4.1738|-1006.671867|-1006.637067|548.47|912.7|396.63|0.3462199999999999|0.1217|-0.17244|3.5509|0.03479985|7.3279|7.3279
17f_a50|0.0|1|7.934155233999999|1|1|1.349854916|5.82008293|1|-0.167275895|2.187498662|0.012475826|10.94501702|2|-0.247590736|-0.407467272|-0.204651539|1|0.758335704|0.7851209440000001|-0.132153434|-0.2257632789999999|0.7241275009999999|1|0.911458734|-0.074859564|0.333180181|-29.10566644|-46.03121141|10.09339793|54.44410182|-0.026836447|82.90209608|0.721122105|-17.89709978|55.9791334|39.19906437|0.472769049|2582.272632|560.4567739|-10.14694362|0.278877895|7.200480876|13.65716648|0.896702|171.48226169999998|22.88344084|-271.9363523|1212.822364|652.6793116|9.947921993|1.0|1.0|0.0|3.81|-6.38|3.83|51.77|2.09|1.0|0.0|116.81|1.0|6.0|-3.58|29.0|4.0|1.0|2.92|-4.12|0.000266|7.57e-05|2.83|0.0|4.0664|-1219.2481369999998|-1219.220465|653.63|1146.22|564.52|0.6573899999999999|0.1708|-0.16784|6.1931|0.0276719|6.4001|6.4001
7c_a10|0.0|0|7.535296702|1|1|1.343178184|5.4161004020000005|2|-0.1122332619999999|1.798334646|0.01006918|10.92926158|1|-0.12177839|-0.191576261|-0.215874011|2|0.725146704|0.7928588059999999|-0.087063341|-0.105104647|0.6952665379999999|1|0.906276489|-0.0876410609999999|0.487148112|-29.66615908|-51.2378943|16.04055193|54.79389751|-0.0223398779999999|58.07647902|0.52630639|-17.34382833|67.01436709|45.70671102|0.4675549639999999|2616.8970870000003|529.8395322|-7.635686595|0.47369361|6.703148323|12.58937144|0.8781281320000001|276.93712|24.81565867|-30.75918962|1265.598592|611.4957509|15.7764728|1.0|1.0|0.0|3.48|-7.78|4.43|62.06|1.99|1.0|0.0|113.07|1.0|4.0|-4.44|29.0|5.0|1.0|3.59|-4.69|3.59e-05|2.05e-05|3.46|0.0|3.8357|-1259.011598|-1258.985004|635.47|1102.43|488.89|0.41348|0.0921|-0.16055|3.9465|0.02659395|5.4191|5.4191
8j_a46|0.0|0|7.727094485|1|1|1.160371125|5.533389489|2|-0.129276363|0.0|0.011852046|10.96391738|1|-0.084266433|-0.133413527|-0.229679821|2|0.645146311|0.789844634|-0.223292257|-0.074207717|0.6109926379999999|0|0.934648421|-0.068971544|0.308052557|-29.38737046|-37.04976799|4.658562801|35.10521457|-0.02566383|64.83187221|0.822112519|-15.7861518|41.80044861|34.04593326|0.427798746|2121.846387|502.0694817|-7.405468973|0.177887481|5.617748211|9.817783823|0.747636856|95.55665364|16.76894569|-346.061389|721.0646647000001|453.1959065|4.750680627|1.0|0.0|0.0|3.23|-7.26|4.55|43.6|2.62|1.0|1.0|96.94|1.0|2.0|-4.59|24.0|3.0|1.0|3.82|-4.83|2.59e-05|1.47e-05|3.97|0.0|4.4107|-1414.53151|-1414.50743|576.48|978.4|493.89|0.50703|0.1427|-0.18531|5.2361|0.02408052|5.9108|5.9108
12ap_a36|0.0|0|7.412764017000001|2|2|1.2970441659999998|5.351858133|2|0.066185994|0.0|-0.000143196|10.95430638|1|-0.098598933|-0.175397741|-0.436880644|1|0.8707354620000001|0.832758813|-0.025198947|-0.074596774|0.8212311840000001|0|0.830587483|-0.106173763|0.27547717|-54.21070432|-69.6632787|14.26936622|111.1558165|-0.037473093|0.0|0.737851886|-35.56900768|83.16347311|68.48007054|0.464588|2843.18721|544.9693552|-16.13217554|0.262148114|8.766216204|16.37284224|0.86772056|172.00197649999998|33.32245946|-312.1212186|1699.445432|642.3830552000001|13.50019441|1.0|0.0|2.0|4.78|-6.66|1.76|92.99|1.38|1.0|0.0|128.47|1.0|5.0|-3.99|31.0|5.0|0.0|1.66|-3.95|0.000101|0.000113|2.4|0.0|3.8801|-1325.199863|-1325.159466|691.41|1160.79|553.28|0.59563|0.3982|-0.15704|7.0249|0.04039655|7.4949|7.4949
16c_a32|0.0|1|7.765993078999999|0|0|0.6094207629999999|5.733341277|0|-0.03152033|2.077479142|-0.0064007569999999|10.31100271|3|-0.1260956869999999|-0.229450999|-0.697601261|0|0.809370315|0.8607827790000001|0.0482801729999999|-0.061904762|0.764217655|1|0.773043206|-0.119988297|0.367322508|-53.00702241|-71.59058881|15.38819548|135.41296|-0.038178095|37.0285246|0.6846367059999999|-31.62645048|86.97970500000001|68.39521789|0.463897164|2649.168528|461.2334662|-13.59090376|0.3153632939999999|6.313526111|11.77670717|0.8653137670000001|188.1603823|33.27140293|-220.3256617|1463.941729|513.9156315|15.38911619|1.0|0.0|2.0|3.5|-6.99|4.21|149.27|0.88|1.0|0.0|107.14|1.0|7.0|-6.04|27.0|5.0|0.0|3.41|-4.41|9.17e-07|3.89e-05|3.23|0.0|3.6264|-1916.6792|-1916.651132|639.66|1069.28|508.43|0.70198|0.2955|-0.14997|4.0551|0.02806787|8.3468|8.3468
26_a20|0.0|0|6.842683282|0|0|1.4165417530000002|4.727387819|2|0.1516835819999999|2.01129617|0.003085806|10.93106273|1|0.0346782989999999|0.057022334|-0.446730587|2|0.7071284179999999|0.7541508029999999|-0.070815554|-0.055150498|0.690530489|1|0.79337253|-0.082729415|0.423153994|-58.21621279|-55.81998701|8.604974082|139.417676|-0.0327795789999999|80.47551422|0.7848887259999999|-39.28020352|65.85953426|66.82118688|0.472355054|2825.254798|535.3119506|-14.92323356|0.215111274|7.598632688999999|14.40103379|0.8952138340000001|145.1419493|28.17896678|-384.4457279|1493.485239|712.1606951|10.03954725|1.0|1.0|1.0|3.42|-9.18|4.62|86.69|2.47|2.0|0.0|125.0|1.0|5.0|-5.14|32.0|4.0|0.0|3.66|-5.02|7.27e-06|9.51e-06|3.63|0.0|3.8894|-1352.315376|-1352.277633|715.27|1211.34|543.96|0.50878|0.0814|-0.16129|3.8173|0.03774288|6.8827|6.8827
28_a47|0.0|1|6.842683282|0|0|1.4201653580000002|4.727387819|2|0.023813594|1.121067445|-0.013020816|10.95058275|1|-0.046265509|-0.126992366|-0.435485503|2|0.635684951|0.832144916|-0.175007067|0.074217097|0.614975047|1|0.605349345|-0.106779291|0.310094808|-67.33744077|-63.47150284|15.50250691|234.5873429|-0.038135461|83.61576722|0.65225927|-40.02656804|82.27079846|82.83994768|0.472690874|2616.1598940000003|359.8303775|-13.47449501|0.34774073|7.864990866|14.91533234|0.8964208090000001|206.7032519|34.75365534|-181.0112167|1459.653524|428.5826478|18.79929562|0.0|1.0|2.0|3.08|-6.92|3.84|98.72|1.67|1.0|0.0|99.2|1.0|5.0|-3.67|28.0|6.0|0.0|2.4|-3.66|0.000214|0.000217|1.97|0.0|3675.0|-1335.759232|-1335.722248|599.88|995.5|461.73|0.69002|0.2996|-0.15049|6.0847|0.03698465|7.6|7.6
4j_a46|0.0|0|7.825245291|1|1|1.134637093|5.587248657999999|1|-0.0529855709999999|0.0|0.011968098|10.94638774|1|-0.0589746909999999|-0.087688953|-0.226712003|1|0.72796254|0.7298040140000001|-0.061823242|-0.258222236|0.728293097|0|0.949893337|-0.074417476|0.295221643|-34.99059698|-43.95227197|8.812983129|29.59387777|-0.024805825|71.98911503|0.776932317|-20.66606288|50.26191521|43.80358011|0.402450715|2260.870095|561.0237355|-8.652995323999999|0.223067683|6.274010655|10.49957018|0.673502127|131.7477027|18.85718615|-327.122208|1018.288052|642.1335502000001|6.30964324|0.0|1.0|0.0|4.0|-7.69|5.33|39.94|3.28|2.0|0.0|110.24|1.0|4.0|-5.38|27.0|3.0|1.0|4.5|-5.31|4.16e-06|4.86e-06|4.81|0.0|4.4093|-1132.043677|-1132.018764|646.67|1112.13|572.31|0.37853|0.1418|-0.18387|2.9043|0.02491327|6.0942|6.0942
16b_a23|0.0|1|7.423568444|1|1|1.197960988|5.351858133|3|0.054655144|0.754232958|0.0116350769999999|10.31321583|2|-0.123524943|-0.224300431|-0.401493392|2|0.75524548|0.7740962779999999|0.14319927|-0.09063701|0.711576167|1|0.928579764|-0.07920267|0.2256448969999999|-37.52431601|-58.69232154|13.79443768|52.92522904|-0.031407956|100.0262487|0.738977|-27.80700713|72.31582904|51.31875369|0.4870072789999999|3370.826124|688.1144512|-17.24735864|0.261023|9.472884487|18.46592377|0.949345397|193.4284005|31.49562341|-354.1828792|1826.746158|896.9989312000001|13.6235075|1.0|0.0|1.0|4.19|-7.33|4.1|108.26|3.14|2.0|1.0|146.03|1.0|6.0|-6.19|36.0|4.0|0.0|2.9|-5.67|6.41e-07|2.16e-06|4.21|0.0|1.6041|-1877.655481|-1877.615701|772.84|1340.35|607.92|0.95419|0.3456|-0.13741|9.2317|0.03978022|7.0191|7.0191
16_a15|-3.726252327|0|0.0|0|0|0.300207157|0.0|2|-0.003882928|0.0|-0.009769916|10.31928197|0|-0.046871961|-0.0764246109999999|-0.528097878|2|0.787100127|0.729432583|0.080837546|-0.018331526|0.72660548|0|0.723597405|-0.101500719|0.7427725270000001|-60.63825695|-69.38556779999999|4.848103252|188.9479321|-0.039472502|17.68542055|0.868460507|-41.45211893|76.07332645|65.48636021|0.419910645|3173.773379|494.6488764|-18.44568161|0.131539493|6.798937229|11.720499900000002|0.7238723509999999|89.91997762|31.07023998|-503.7568532|1677.792959|728.353441|6.687758643|1.0|1.0|2.0|3.59|-9.21|6.02|115.58|1.72|2.0|0.0|124.45|1.0|6.0|-6.0|32.0|6.0|0.0|3.59|-5.21|9.89e-07|6.14e-06|3.88|0.0|4.1295|-1770.509465|-1770.448668|716.79|1229.58|600.98|0.6541100000000001|0.1409|-0.16871|8.0361|0.06079704|7.6778|7.6778
GW6604_a52|0.0|0|6.605297921|0|0|1.427583999|4.59511985|2|-0.0778992459999999|0.0|0.007746755|10.94914378|1|0.039867344|0.067497086|-0.201462112|2|0.709088617|0.693399445|0.074868979|-0.057466653|0.689009112|0|0.87346455|-0.072069252|0.38374044|-35.51891876|-35.62691523|4.459510077|62.55188751|-0.029217264|0.2386028039999999|0.73529506|-17.55852148|44.37166117|39.97842884|0.4597869779999999|2044.612273|431.7909048|-7.13996301|0.26470494|6.2973559020000005|11.6571716|0.851121611|130.8549791|19.64292268|-232.6328342|726.7881391|359.1060668|8.744745933999999|1.0|1.0|1.0|2.68|-8.03|4.2|54.46|1.91|0.0|0.0|90.49|1.0|3.0|-3.87|23.0|3.0|1.0|3.08|-4.16|0.000135|6.929999999999999e-05|3.06|0.0||||||||||||6.9706|6.9706
5_a18 (BIBF0775)|0.0|0|7.03438793|2|2|1.251175715|4.844187086|1|-0.0366107389999999|0.0|0.002526619|10.94702058|0|-0.144352593|-0.216531385|-0.453086741|0|0.7140745620000001|0.7395978390000001|-0.001626287|-0.040022105|0.7061155790000001|0|0.8432358679999999|-0.078246932|0.420002762|-52.09190866|-59.08151918|6.418873637000001|118.3671077|-0.029755876|50.25564119|0.8159410579999999|-39.33277643|67.25977848|58.5107823|0.483962172|3115.979466|636.6978809999999|-16.96451322|0.184058942|9.798677372|18.98829281|0.937842434|138.97646310000002|27.535837|-477.1120625|1955.044427|1140.896548|8.178259299999999|0.0|1.0|2.0|4.42|-9.21|3.69|76.5|3.52|3.0|1.0|155.95|1.0|8.0|-6.07|37.0|3.0|1.0|3.2|-5.72|8.590000000000001e-07|1.91e-06|4.73|0.0|3.2027|-1572.313227|-1572.290174|817.02|1446.02|691.68|0.69298|0.4825|-0.13154|2.3389|0.02305362|7.4685|7.4685
12av_a36|0.0|0|7.412764017000001|2|2|1.297042752|5.351858133|2|0.06882889|0.0|-0.00233752|10.96037173|1|-0.126068378|-0.213993335|-0.507136551|1|0.859938421|0.8076780109999999|-0.018133027|-0.067408377|0.817582774|0|0.752447733|-0.105593135|0.277834652|-57.31621925|-73.55299094|15.09249582|172.4374372|-0.035197712|124.9387725|0.671916917|-39.92474833|91.5101903|72.40871507|0.491188387|3011.024457|524.1323793|-17.07826447|0.328083083|8.975655204|17.64042914|0.965363947|228.5327731|36.48912989|-239.5042702|2079.880404|757.7532208|17.95719936|0.0|0.0|3.0|4.96|-6.93|1.65|98.3|1.49|1.0|0.0|138.06|1.0|7.0|-3.54|33.0|5.0|0.0|1.47|-3.64|0.000292|0.000227|1.85|0.0|3.4402|-1440.988179|-1440.945099|733.21|1247.28|588.31|0.43212|0.0027|-0.14122|4.7666|0.04308001|7.4089|7.4089
13l_a6|0.0|0|7.412764017000001|1|1|1.4242139390000002|5.351858133|1|0.090187973|0.0|-0.009326562|10.95129637|1|-0.045794891|-0.073210645|-0.564860904|1|0.8694295409999999|0.7908110340000001|-0.058931734|-0.1470289659999999|0.827754203|0|0.643098986|-0.126521431|0.210844002|-82.24617981|-88.13242567|20.90615311|248.6104661|-0.0451862259999999|118.3485042|0.793671137|-57.29112645|100.8610837|103.1523329|0.4257335779999999|2967.923804|447.9705372|-21.92549054|0.206328863|8.810095892|15.34147837|0.7413520309999999|143.7247666|39.65857501|-409.1314702|2220.880201|741.5222707|12.72865798|1.0|1.0|3.0|3.64|-8.89|3.8|115.15|1.39|1.0|0.0|124.98|1.0|7.0|-5.49|33.0|5.0|0.0|3.07|-4.77|3.26e-06|1.7100000000000002e-05|3.39|0.0|3.5499|-1465.865882|-1465.834958|735.52|1249.13|578.91|0.7002|0.0165|-0.14562|7.2582|0.03092407|6.4145|6.4145
25c_a34|0.0|0|7.412764017000001|2|2|1.377881974|5.351858133|2|-0.16034464|0.0|-0.002827527|10.95957635|1|-0.3609280379999999|-0.563411433|-0.5404076879999999|1|0.809687672|0.80135608|0.118901861|-0.072907053|0.760055383|0|0.683231623|-0.113392997|0.478421157|-59.0359041|-75.6298008|29.22363765|211.2752099|-0.031498055|93.28638171|0.537428437|-39.37521522|100.6665476|88.25954175|0.4356106729999999|2884.104654|455.6954382|-14.01190479|0.4625715629999999|7.484891117|13.26192888|0.77182656|308.52165519999994|39.09037289|-49.9273377|2110.880136|648.0187526000001|25.03674677|0.0|1.0|1.0|3.64|-5.71|1.98|90.74|1.0|1.0|0.0|116.0|2.0|6.0|-2.81|31.0|6.0|0.0|1.93|-3.28|0.00156|0.000523|1.3|0.0|4.2095|-1426.704645|-1426.666471|704.43|1180.85|561.29|0.69247|0.2239999999999999|-0.17424|7.12|0.03817361|5.7496|5.7496
11f_a5|0.0|0|6.605297921|1|1|1.370797007|4.59511985|3|-0.083432989|0.0|0.00722997|10.94877949|1|-0.128153787|-0.203228986|-0.230681941|2|0.785419245|0.756843253|-0.008110526|-0.016518403|0.750555185|0|0.847356138|-0.074612137|0.368815548|-47.57801621|-51.92819555|15.41338844|106.23633909999998|-0.022252743|13.29510896|0.5109475960000001|-33.11311829|73.05195434|62.99140465|0.463183664|2853.401015|589.7388387999999|-10.77881574|0.489052404|9.683662007|18.03905985|0.8628345190000001|340.3683339|30.31104695|-15.23851001|1727.7296760000002|753.9168511|21.12375879|0.0|1.0|1.0|3.35|-8.67|3.53|76.16|1.03|1.0|0.0|126.79|1.0|7.0|-3.95|32.0|6.0|1.0|2.95|-4.26|0.000112|5.479999999999999e-05|2.7|0.0|4.1356|-1391.7602960000002|-1391.722248|729.96|1239.35|579.1|0.6593600000000001|0.1834|-0.1691|2.1313|0.03804804|7.9208|7.9208
14d_a23|0.0|1|7.423568444|0|0|1.197963465|5.351858133|2|0.03253552|0.758207139|0.01269616|10.313217800000002|2|-0.074441567|-0.136106024|-0.4483522929999999|2|0.725800261|0.772008792|0.006563565|-0.088996384|0.6906097959999999|1|0.921694462|-0.078282292|0.213597535|-35.40917327|-51.58357156|12.25371621|51.59888942|-0.032878563|83.40396369|0.790346608|-23.33262837|61.49227899|47.66288948|0.454495683|2878.955374|607.3441532|-14.27606695|0.209653392|7.832720777|14.358677900000002|0.833166062|138.1496441|27.41215037|-382.6437544|1370.607518|666.0036144999999|9.908707432|0.0|0.0|1.0|3.52|-7.78|4.33|105.02|3.24|2.0|1.0|125.25|1.0|5.0|-5.85|31.0|4.0|0.0|3.8|-5.25|1.43e-06|5.61e-06|3.94|0.0|8.1555|-1669.24571|-1669.224874|696.21|1186.17|554.84|8.1555|336.18|-0.14894|5.6156|0.02083626|8.4001|8.4001
16i_a32|0.0|1|7.765993078999999|0|0|0.6094207429999999|5.733341277|0|-0.056414399|2.078707411|-0.003511776|10.31100265|3|-0.120440534|-0.211019184|-0.700853898|0|0.801401734|0.836966894|0.134577711|0.009897928|0.761506727|1|0.801494708|-0.114771536|0.5368697929999999|-56.03343427|-75.01027196|14.59730623|129.7354415|-0.036726892|32.3175507|0.718964113|-36.62130242|88.80827938|70.6307405|0.455596751|2770.767996|523.8261846|-15.6876273|0.281035887|6.848009314|12.57892808|0.836873682|183.6742715|33.38593207|-286.2130831|1669.296604|636.0251562999999|13.79800742|1.0|0.0|2.0|3.75|-7.4|4.85|149.27|1.34|3.0|0.0|116.75|1.0|8.0|-7.03|29.0|5.0|0.0|3.96|-5.09|9.25e-08|8.18e-06|4.19|0.0|3.6176|-1995.307733|-1995.279632|692.96|1175.51|573.38|0.70222|0.2857|-0.14976|3353.0|0.02810109|8.2596|8.2596
18d_a30|0.0|0|7.412764017000001|2|2|0.6049874|5.351858133|2|-0.071608958|0.0|0.001139238|10.31163881|1|-0.0541804029999999|-0.120380857|-0.4624430539999999|1|0.669561738|0.815003426|-0.001699165|-0.149451598|0.64876559|0|0.803280262|-0.103191184|0.346980269|-49.44608411|-65.3088221|11.29282624|124.5022473|-0.037906966|0.0|0.783284395|-31.29400567|75.80070349|60.73891035|0.443774287|2848.574353|508.389239|-15.18369704|0.216715605|7.063141946|12.69833771|0.797831306|137.15746130000002|30.62871675|-358.5765637|1500.807121|618.6004214|10.49188139|1.0|0.0|1.0|4.75|-6.9|3.18|81.65|3.2|2.0|0.0|127.24|1.0|5.0|-5.39|30.0|5.0|0.0|2.92|-5.01|4.12e-06|9.71e-06|3.97|0.0|3.4682|-1675.020297|-1674.987709|669.66|1129.46|508.7|0.4325|0.3788|-0.14167|5.0115|0.03258724|7.6737|7.6737
12af_a36|0.0|0|7.412764017000001|2|2|1.29704271|5.351858133|2|0.091263447|0.0|-0.00233752|10.96037047|1|-0.126068378|-0.213993335|-0.505160213|1|0.859938421|0.813346624|-0.062279009|0.002492952|0.817582774|0|0.755275519|-0.1054605669999999|0.154396546|-57.32748365|-73.23838519|15.22358698|169.9519197|-0.035153522|127.6527374|0.6702409189999999|-39.81177462|91.25505794|72.55107063|0.448767097|3013.98446|524.5103537|-16.95376516|0.329759081|8.59579222|15.59375751|0.8141152220000001|229.0052411|36.42391023|-236.4517911|2076.162883|757.7532208|18.01667275|0.0|0.0|3.0|4.98|-6.93|1.65|98.3|1.49|1.0|0.0|138.06|1.0|7.0|-3.54|33.0|5.0|0.0|1.47|-3.64|0.000292|0.000227|1.85|0.0|3.2299|-1440.982935|-1440.954069|737.4|1246.55|589.48|0.50179|0.0035|-0.13364|6.9003|0.02886569|7.8239|7.8239
33_a20|0.0|0|6.842683282|0|0|1.4175014119999998|4.727387819|2|0.148855442|2.0219022580000003|0.009265667|10.93244905|1|-0.036258691|-0.060582944|-0.1771816269999999|2|0.616352201|0.74131936|-0.0854333469999999|-0.10978034|0.607038752|1|0.9493896|-0.069838312|0.399354817|-38.58254635|-45.72654913|8.340767701|33.13709773|-0.0265385579999999|64.93395624|0.759356182|-25.26187502|54.60811436|46.92331405|0.465855239|2737.8873550000003|621.611679|-11.3769728|0.240643818|8.062843544|15.094865900000002|0.8721516570000001|157.56124519999997|22.88265911|-339.6262863|1144.132956|664.4562602999999|8.881565237|1.0|0.0|0.0|3.39|-9.69|5.39|67.39|2.61|2.0|0.0|121.62|1.0|4.0|-5.6|31.0|4.0|0.0|4.28|-5.53|2.48e-06|2.98e-06|4.47|0.0|3.8867|-1275.852801|-1275.823229|689.51|1174.95|563.98|0.27375|0.0463|-0.15959|3.5714|0.02957286|7.4685|7.4685
3o_a32|0.0|1|7.773594467000001|1|1|0.609420753|5.733341277|1|-0.064818511|2.240993002|-0.001411347|10.3110027|3|-0.061774721|-0.11221537|-0.483580522|0|0.90022001|0.8214857240000001|-0.074509084|-0.154436834|0.840991936|1|0.8377808240000001|-0.095457829|0.252703854|-42.51640563|-55.03672286|7.218280399|93.52833522|-0.031819276|0.0|0.7850948190000001|-24.51306152|62.56936516|49.73468603|0.455089918|2488.133192|483.0270239|-10.57723917|0.214905181|6.392329273|11.73098001|0.835165165|123.9047338|23.36733582|-328.7458915|1051.530112|541.0877621000001|7.532642302|1.0|1.0|2.0|3.47|-7.27|4.2|122.97|1.58|1.0|0.0|112.07|1.0|3.0|-5.72|26.0|4.0|0.0|3.74|-4.73|1.89e-06|1.87e-05|3.46|0.0|3.5333|-1805.504508|-1805.473626|620.56|1049.14|464.85|0.70216|0.2851|-0.14652|3.2729|0.03088166|6.6198|6.6198
4_a27|0.0|0|6.823286122000001|0|0|1.4008954130000002|4.727387819|2|-0.273119343|1.274166982|0.00991794|10.93736915|1|-0.2030237389999999|-0.341622797|-0.480852615|2|0.639413469|0.7853766809999999|-0.07759915|-0.024800302|0.614205449|1|0.852604338|-0.078787867|0.3485918529999999|-29.89961815|-40.79296366|10.43112657|76.31512503|-0.0281385239999999|58.27512057|0.682485674|-15.48073439|51.33640873|40.33074472|0.444169714|2273.715366|441.4418013|-7.543156957000001|0.317514326|6.01592535|10.82331334|0.799110312|164.3952417|21.34684457|-188.9664429|896.5674718|424.8821143|10.54344507|0.0|0.0|0.0|3.11|-6.22|2.8|65.6|2.66|0.0|0.0|97.55|1.0|2.0|-3.57|25.0|4.0|1.0|2.8|-3.99|0.000266|0.000102|2.55|0.0|4.1288|-1083.138303|-1083.119531|555.75|946.77|445.65|0.36899|0.1741|-0.17034|2.7371|0.01877181|8.3979|8.3979
11_a33|0.0|1|7.686621335|0|0|0.609352951|5.6869753560000005|0|0.055664124|1.979284901|-0.003303432|10.31100126|3|-0.122478641|-0.232296883|-0.393892466|0|0.8389087140000001|0.85401347|0.003391835|-0.014463304|0.781083337|1|0.857287241|-0.104881435|0.229250542|-34.4118011|-50.94714637|16.37099833|69.3240686|-0.030847481|0.0|0.552878386|-16.71585694|68.11455221|50.78279943|0.4673066279999999|2220.315582|416.4353629|-7.278840251|0.447121614|5.24049311|9.837729137|0.8772525659999999|217.193541|27.10262364|-51.37234937|921.4892038|335.4799765|17.16740584|1.0|1.0|1.0|3.19|-6.23|4.13|120.17|0.89|0.0|0.0|89.77|1.0|3.0|-5.48|22.0|4.0|0.0|3.28|-4.38|3.32e-06|4.13e-05|3.28|0.0|3.5049|-1669.324638|-1669.304085|506.55|858.89|378.1|0.70381|0.5408|-0.14132|3.1406|0.02055276|8.3188|8.3188
12g_a40|0.0|0|7.515889085|0|0|0.604990688|5.4161004020000005|0|0.167050952|0.726175674|-0.001011175|10.31197254|2|0.063401514|0.106286677|-0.512657141|0|0.777835705|0.769016155|0.020185301|-0.326139923|0.6941475490000001|1|0.8702014570000001|-0.099521372|0.289122732|-49.94706785|-52.24208444|6.670206427999999|68.1355805|-0.0435406|0.0|0.852031227|-26.21888031|59.29860462|56.61727428|0.465725912|2287.970776|456.7977427|-11.99782981|0.147968773|7.692740528|14.39849078|0.871698484|77.67373972|26.82520454|-369.5858437|858.4065454|335.7078145|7.056520179|1.0|0.0|1.0|3.24|-6.63|5.14|78.66|3.76|2.0|0.0|93.78|1.0|2.0|-6.46|23.0|3.0|0.0|4.4|-5.79|3.43e-07|1.62e-06|5.07|0.0|3.1577|-2173.044757|-2173.0224510000003|540.25|896.63|429.31|0.67055|0.2682|-0.13191|1.9175|0.02230594|6.1403|6.1403
