molecula|SddssS|NaaNH|n9FaRing|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|RASA|PBF|FPSA3|PNSA3|PPSA3|RNCS|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|WNSA2|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
16c_a32|0.0|1|1|0|7.765993078999999|0|0|0.6094207629999999|0.0|0.191088217|-0.087497559|0|-0.03152033|2.077479142|-0.770338913|-0.031087095|10.31100271|-0.036931818|3|3|-0.00369116|-0.057356214|0|0.809370315|0.0482801729999999|-0.061904762|0.915639476|0.773043206|0.367322508|0.025791147|-53.00702241|15.38819548|102.2022233|-0.038178095|-42.71426897|9.181311842|37.0285246|0.6846367059999999|68.39521789|0.463897164|2649.168528|-1002.268243|-13.59090376|0.3153632939999999|6.313526111|11.77670717|0.8653137670000001|-597.9997655000001|1463.941729|1.0|0.0|1.0|1.0|2.0|19.0|-6.99|149.27|0.88|107.14|1.0|1.0|-6.44|0.0|1.0|3.41|-4.41|9.17e-07|3.89e-05|0.0155|3.23|0.0|0.0|1.0300000000000001e-07|4.12|-1916.651132|639.66|341.89|0.2955|0.70198|0.70198|-1916.478107|-0.14997|4.0551|-0.20047|-1916.536967|5.3459|5.0|8.3468|8.3468
15c_a10|0.0|0|0|1|7.535296702|2|2|1.343850105|2.154210861|-0.236118846|0.040869377|3|-0.06400528|2.063253638|-0.153072705|-0.1036030219999999|10.92970798|0.0123939039999999|1|1|0.012271987|-0.101214571|2|0.7655272009999999|-0.03167553|0.022187689|0.772328328|0.904458517|0.418835517|0.014703076|-32.5870313|10.2013281|65.41494073|-0.019267867|-34.91899195|7.077912953999999|136.2098503|0.528228415|42.7883594|0.449308156|3012.018586|-855.5829431|-9.275357237|0.471771585|8.639636218|15.6886947|0.8158976029999999|-593.6228632|1619.721543|0.0|1.0|1.0|1.0|0.0|21.0|-7.79|59.31|1.74|141.96|0.0|1.0|-6.99|1.0|0.0|3.1|-4.57|0.0001419999999999|2.68e-05|0.0122|2.94|0.0|0.0|1.6100000000000002e-08|2.2|-1450.500669|762.21|337.75|0.3939999999999999|-0.26999|0.70511|-1450.139335|-0.14739|2.4256|-0.19463|-1450.201574|4.8283|0.1|7.0|7.0
7_a15|0.0|0|0|0|0.0|0|0|1.419941457|0.0|-0.2269896539999999|-0.038088878|1|0.145944639|0.0|-0.494898891|0.038636783|10.95880715|0.0019353679999999|0|0|0.002150323|0.213947987|1|0.857287135|0.154068618|0.00364345|0.740089344|0.841400327|0.403524276|0.036600739|-41.29775265|20.31436245|103.8062879|-0.026500274|-34.13832456|11.27499976|56.30310755|0.448664402|61.6121151|0.396557391|2330.667514|-676.5837204|-8.163512395|0.551335598|6.01738192|9.971755103|0.657158418|-375.5215702|1507.995102|1.0|1.0|1.0|0.0|1.0|18.0|-7.19|61.84|1.74|99.77|0.0|1.0|-5.72|1.0|1.0|3.35|-4.49|1.46e-05|3.2e-05|0.0113|3.84|0.0|0.0|6.41e-08|2.78|-1184.367098|580.73|330.67|0.3463|0.64652|0.70497|-1184.168094|-0.15605|1.1115|-0.18454|-1184.224637|1631.0|227.0|6644.0|6644.0
11d_a31|0.0|1|0|0|7.765993078999999|1|1|0.610136352|0.0|0.064475882|-0.116385886|0|0.016799834|0.0|-0.848545873|-0.092360393|10.31169874|-0.078235092|2|2|-0.006496772|0.026806221|0|0.819298311|-0.057505249|-0.13169885|0.868115289|0.585212816|0.197166451|0.034417775|-82.05480081|21.07078977|296.2476128|-0.040797245|-50.24081482|12.89967697|91.25756269|0.6817705409999999|103.1255906|0.4816588089999999|2532.447962|-1148.911798|-15.29068277|0.318229459|7.885647873|15.21323794|0.929231204|-703.3714074|1685.188386|1.0|1.0|1.0|1.0|2.0|16.0|-6.23|125.57|1.26|102.13|0.0|1.0|-6.4|0.0|1.0|3.34|-4.2|3.33e-06|6.26e-05|0.0241|3.17|0.0|0.0|5.83e-07|4.87|-1598.671315|650.64|326.2|0.2642|703.0|703.0|-1598.4848980000002|-0.15822|3.1919|-0.19226|-1598.546288|4.6622|0.03|7.5229|7.5229
3_a20 (SB-525334)|0.0|1|0|0|6.880384082000001|0|0|1.183765089|0.0|-0.048050965|-0.053897691|2|0.001821898|1.728260385|-0.274640708|-0.175513234|10.95053359|-0.119584218|1|1|0.0033523629999999|0.002992397|2|0.818922083|0.087932573|-0.17447922|0.76423988|0.8756647679999999|0.246005838|0.0123308269999999|-34.52869143|6.965173618|43.70154849|-0.029269046|-29.26136697|3.934338039|0.0|0.784910502|41.49386505|0.457398769|2243.481559|-777.0449536|-9.33873414|0.215089498|5.943823875|10.9543133|0.8429740729999999|-438.9205046|989.9790502999998|1.0|1.0|1.0|1.0|1.0|21.0|-8.39|67.35|1.69|104.59|0.0|1.0|-5.74|1.0|1.0|3.63|-4.73|1.42e-05|1.88e-05|0.00647|3.74|0.0|0.0|4.07e-09|3.9|-1086.56485|605.71|390.77|367.0|0.49443|0.70168|-1086.329436|-0.13417|3.7291|-0.20131|-1086.383308|4.8164|162.0|6.7905|6.7905
IN1233_a59|0.0|1|0|0|6.842683282|0|0|1.400923654|0.0|0.1160337319999999|-0.12050413|2|0.163548857|1.983673343|-0.5039851160000001|-0.011236836|10.93301779|-0.054458882|1|1|-0.004071701|0.268927191|2|0.809917509|-0.107446431|-0.090732503|0.80310139|0.7613246490000001|0.356444983|0.010831674|-61.73167061|7.208329477|318.5587088|-0.035929742|-42.16752524|4.79704394|83.1557517|0.810795898|68.94000009|0.483639625|2809.840422|-1267.269673|-15.91227368|0.1892041019999999|8.011984402000001|15.51626497|0.936631949|-843.3505049|1562.994677|1.0|1.0|1.0|1.0|2.0|27.0|-10.0|97.55|2.06|125.07|0.0|0.0|-6.13|0.0|1.0|3.78|-5.16|2.54e-06|6.91e-06|0.0029|3.85|0.0|0.0|9.93e-11|5.35|-1352.326849|703.47|350.69|0.2623|0.51285|0.6953699999999999|-1352.073755|-0.14684|5.4004|-0.20289|-1352.135303|7.6059|34.0|7.4685|7.4685
9d_a40|0.0|0|0|1|7.515889085|0|0|0.604992329|1.839557351|0.007834411|-0.022152094|0|0.153818743|0.89023715|-0.146575228|0.15723868|10.3119722|-0.137738587|2|2|0.010101686|0.259969752|0|0.601831605|-0.3969541689999999|-0.223631751|0.8221990920000001|0.941627612|0.002088915|0.010749826|-31.08478865|5.539796446|108.1468558|-0.031613312|-19.03015798|2.854868966|50.47044708|0.8664205709999999|36.6245851|0.467275972|2109.570685|-553.912646|-8.395657932|0.133579429|8.023385851|15.06105494|0.87714454|-285.4523697|639.3115126|1.0|0.0|1.0|0.0|0.0|20.0|-7.0|58.43|4.07|91.71|0.0|1.0|-4.62|1.0|1.0|4.63|-5.65|7.37e-07|2.23e-06|0.000727|5.16|0.0|0.0|1.01e-07|4.7|-1677.540538|542.19|370.51|0.4888|0.4557199999999999|0.69986|-1677.429981|-0.13875|6.2032|-0.20781|-1677.48058|7.9502|107.0|6.9706|6.9706
1m_a5|0.0|1|0|0|6.605297921|0|0|1.3047206409999998|0.0|-0.252787668|-0.005518104|2|-0.07112464|0.0|-0.096417794|-0.10797859|10.94856032|-0.011848312|1|1|0.00520748|-0.118494698|2|0.691858366|0.077347244|-0.022280685|0.851987765|0.8823955520000001|0.429612762|0.009030414|-37.380714700000006|4.7571353730000006|154.6334216|-0.028977918|-19.83596661|2.506013299|0.235629561|0.73847373|42.13785007|0.482646195|2183.167528|-564.8157081|-8.041608085|0.26152627|6.911100301|13.35855701|0.932913201|-297.5394992|764.8419772000001|1.0|1.0|0.0|1.0|1.0|23.0|-8.63|54.46|2.4|95.5|0.0|1.0|-5.71|1.0|1.0|3.63|-4.74|2.99e-05|1.82e-05|0.00607|3.69|0.0|0.0|2.35e-09|3.48|-1410.88022|553.42|281.89|0.5497|0.4527899999999999|0.45426|-1410.783167|-0.1778|1939.0|-0.22857|-1410.833395|2.4582|43.0|7.3665|7.3665
4f_a49|0.0|0|0|1|7.535296702|1|1|1.343848013|2.066693174|0.010266272|-0.087045007|2|-0.087861524|1.5830545580000002|-0.418450768|-0.064058097|10.92775957|0.0705130559999999|1|1|0.001714014|-0.14414265|2|0.69044503|-0.00953448|0.114367229|0.8557769120000001|0.7370618040000001|0.480786546|0.016591015|-55.88123394|9.007637695|193.615884|-0.033471819|-26.51573683|4.89045046|59.72286429999999|0.718306291|64.88887164|0.437355335|2458.261097|-781.4221699|-9.866320682|0.2816937089999999|6.302023735|11.20071713|0.7773206840000001|-424.2517893|1087.86764|0.0|1.0|1.0|1.0|1.0|21.0|-6.54|80.9|2.03|102.08|0.0|1.0|-6.6|0.0|1.0|2.85|-4.09|0.000102|8.120000000000001e-05|0.0289|2.64|0.0|0.0|2.92e-07|4.07|-1179.201105|575.01|334.21|0.2368|0.39584|0.68474|-1179.029099|-0.15517|1.7833|-0.22471|-1179.080799|1.8254|0.04|7.3979|7.3979
12aa_a30|0.0|0|0|0|7.412764017000001|2|2|0.604983643|0.0|-0.101407312|-0.028524865|2|-0.014017531|0.0|-0.539735362|0.059360681|10.31162784|-0.007369513|1|1|0.005111479|-0.023695642|1|0.8397577820000001|0.024991407|-0.012535889|0.855880335|0.8126513129999999|0.418522684|0.030906491|-54.50378741|21.58471858|55.0567406|-0.033789461|-49.44198469|15.0745057|0.0|0.630759573|76.08850600000001|0.4659424379999999|3115.249471|-1345.094532|-16.48066156|0.369240427|8.65813938|16.21199661|0.872457337|-939.3977091|2132.499591|1.0|0.0|1.0|1.0|1.0|17.0|-6.83|100.11|2.2|140.26|0.0|1.0|-6.39|0.0|0.0|2.52|-5.0|2.47e-06|9.94e-06|0.00456|3.81|0.0|0.0|1.47e-07|3.34|-1804.784381|748.78|357.9|0.1667|0.30341|0.68642|-1804.516348|-0.1472099999999999|5.8962|-0.19687|-1804.582558|6.4878|8.0|8.1135|8.1135
14n_a23|0.0|0|1|2|7.423568444|0|0|1.197963531|3.3716621960000004|0.009802461|-0.027380305|2|0.079559363|0.747533142|-0.376950283|-0.049694913|10.3132176|-0.059870135|2|2|0.010508236|0.144230149|2|0.756252127|0.219354173|-0.099694124|0.861597051|0.89327435|0.209387766|0.027028617|-39.82324087|18.26553926|97.93357279|-0.032325501|-37.64460956|12.34358104|97.39429807|0.6868205409999999|58.08878013|0.469606631|3014.591033|-1114.099858|-14.76259199|0.313179459|8.662092555|16.33144958|0.885393105|-752.8921912999999|1622.112023|0.0|0.0|1.0|1.0|1.0|26.0|-7.51|114.25|2.72|126.78|0.0|1.0|-6.47|0.0|0.0|3.48|-5.02|2.32e-06|9.57e-06|0.0042299999999999|3.55|0.0|0.0|3.11e-08|3.23|-1744.42791|710.48|362.35|0.4229|0.6955|0.6955|-1744.1828670000002|-0.1382|5.2196|-0.2077099999999999|-1744.244532|7.2975|1.0|9.2441|9.2441
7l_a46|0.0|0|0|1|7.727094485|1|1|1.160371354|2.1525548|-0.2644255789999999|0.017668261|2|-0.203375108|0.0|-0.038903382|-0.074511843|10.9642261|0.050638298|1|1|0.0125870169999999|-0.331246137|2|0.659888413|-0.1237456669999999|0.076724694|0.825629852|0.907148114|0.253138137|0.011594057|-27.30136533|5.5935102720000005|8.13531199|-0.022013621|-14.63933792|2.698568452|51.39110437|0.67467081|32.8948756|0.46327253|1920.310099|-424.8156159|-5.1237682730000005|0.32532919|5.273701985|9.825660656|0.863142947|-204.9507309|629.6635476|1.0|1.0|0.0|1.0|0.0|17.0|-6.29|43.6|1.89|86.96|0.0|1.0|-6.22|1.0|1.0|2.86|-3.72|0.000668|0.0001889999999999|0.0548|2.61|0.0|0.0|5.19e-07|2.42|-915.5830363|517.29|272.71|0.2024|0.68834|0.68834|-915.446686|-0.18993|3.3119|-0.2231699999999999|-915.493986|3.9009|1.94|5.7122|5.7122
3_a4|0.0|0|0|1|7.535296702|1|1|1.343866299|2.147369615|-0.241609351|0.03287721|2|-0.07806942|2.180369373|-0.0502208409999999|-0.010537082|10.92992985|0.050638298|1|1|0.011276682|-0.129930078|2|0.637819558|-0.0862461019999999|0.0904255319999999|0.8367373309999999|0.919804716|0.462670692|0.010568144|-25.5405205|5.133610255|12.23442244|-0.024645574|-15.5080075|2.493716402|40.30885999|0.7196876640000001|30.67413075|0.430553837|2159.04913|-478.8760237|-5.815502811|0.280312336|4.832514477|8.486341272999999|0.7560922609999999|-232.6201124|665.3942366|1.0|1.0|0.0|1.0|0.0|21.0|-7.19|43.6|2.44|95.12|0.0|1.0|-5.99|1.0|1.0|3.31|-4.26|0.000198|5.520000000000001e-05|0.0173|3.12|0.0|0.0|6.49e-08|2.66|-990.6149055|535.44|305.09|0.1415|0.58445|0.58615|-990.467184|-0.17005|2681.0|-0.21969|-990.514888|3205.0|104.0|6983.0|6983.0
13_a1|0.0|1|0|0|7.423568444|1|1|1.430073963|0.0|-0.046530797|-0.144782061|1|0.1129747169999999|0.0|-0.597786194|-0.0594321759999999|10.94989555|-0.084271845|1|1|-0.005924486|0.1769162319999999|1|0.87703849|-0.051729721|-0.150485437|0.825117597|0.6794604670000001|0.207843387|0.033737733|-64.94184903|19.62059449|148.7311076|-0.040302516|-36.08180773|11.41059871|528.3795274|0.7082629840000001|84.56244352|0.477212829|2555.623166|-1054.729126|-13.63090514|0.291737016|7.493979856|14.33466671|0.912824292|-613.3907313999999|1489.177255|1.0|1.0|1.0|1.0|2.0|23.0|-7.94|80.26|1.74|104.88|0.0|1.0|-6.48|0.0|1.0|3.23|-4.34|5.16e-05|4.58e-05|17.0|2.94|0.0|0.0|1.14e-08|3.17|-1238.367298|613.52|359.55|0.5339|0.65363|0.69782|-1238.174491|-0.13921|2.7595|-0.18883|-1238.22919|3.9446|0.26|6585.0|6585.0
18_a3|0.0|1|0|0|6.605297921|0|0|1.43179288|0.0|-0.256375952|-0.021283637|3|0.08269134|1.742872103|-0.122072724|0.042606196|10.96965878|-0.025890816|1|1|0.005799063|0.150826737|3|0.7226687409999999|0.0355413979999999|-0.051083228|0.784960175|0.8419576209999999|0.217881538|0.013796397|-31.07331853|6.1383958|160.9514039|-0.031753312|-16.76239841|2.73114076|0.0|0.682492203|37.21171433|0.483376636|1938.093995|-452.0934439|-6.285899403999999|0.317507797|5.293627315|10.24658906|0.935646099|-201.1487809|662.4155441|0.0|1.0|0.0|1.0|1.0|21.0|-6.83|67.35|0.93|80.35|0.0|1.0|-6.7|1.0|1.0|2.21|-3.27|0.0015|0.000537|147.0|1.79|0.0|0.0|1.49e-07|1.85|-889.9402005000001|482.41|311.79|0.3326|0.6671699999999999|0.6671699999999999|-889.850598|-0.1641099999999999|2.6366|-0.2218|-889.894728|3.3664|0.03|7.5229|7.5229
20_a47|0.0|0|1|1|6.86171134|0|0|1.408721455|1.1934608|0.055662511|-0.161476442|2|0.031814023|1.010373001|-0.505699304|-0.052370531|10.95058273|0.071506228|1|1|-0.006342241|0.087325054|2|0.61847122|-0.069674604|0.113432542|0.8575369009999999|0.6888286020000001|0.213977589|0.023587109|-45.68149289|12.85623208|43.63174229999999|-0.032859105|-27.33327788|7.00733184|49.00609086|0.595234209|58.53772498|0.4642647929999999|2630.63609|-752.2184736|-9.761884958|0.404765791|7.022502229|13.10815891|0.86659377|-409.9991682|1263.735287|0.0|1.0|1.0|1.0|2.0|21.0|-7.31|84.73|2.75|99.68|0.0|1.0|-6.75|0.0|1.0|3.09|-4.08|8.72e-05|8.32e-05|0.0316|2.63|0.0|0.0|4.89e-08|4.08|-1335.708279|557.84|311.45|0.2807|0.68219|0.68219|-1335.566785|-0.16377|3.1747|-0.22734|-1335.620783|4.3277|3.0|8.6|8.6
14a_a22|0.0|0|0|1|6.842683282|0|0|1.4229176680000002|1.646649187|-0.136588366|-0.052476637|2|0.021482585|1.614660505|-0.280236463|-0.057308195|10.9464374|-0.015194063|1|1|0.005757758|0.036467904|2|0.6819423609999999|-0.09744639|-0.027029438|0.794858486|0.864077619|0.490491034|0.021268761|-42.39063895|14.49148204|93.21042936|-0.031338217|-37.82586486|9.873779458|60.38977977|0.7007904070000001|56.88212098|0.446584227|2885.858295|-1110.320204|-14.54840956|0.299209593|8.052850876|14.55117701|0.8069597009999999|-756.5172972|1584.38271|1.0|1.0|1.0|1.0|1.0|27.0|-9.21|85.59|1.73|124.05|0.0|1.0|-6.61|0.0|1.0|3.19|-4.68|2.25e-05|2.1e-05|0.00881|3.18|0.0|0.0|6.1e-10|4.98|-1368.321586|695.62|347.23|0.3051|0.45928|0.63156|-1368.075682|-0.15029|4.9775|-0.21174|-1368.13858|6603.0|38.0|7.4202|7.4202
6_a47|0.0|0|0|0|0.0|0|0|1.304328257|0.0|0.011739916|-0.1738997619999999|2|-0.14404966|1.291219116|-0.392537045|0.051455447|10.93671042|0.0402365489999999|0|0|-0.0094242819999999|-0.302730533|2|0.701994505|-0.149904224|0.062425042|0.84654143|0.8419184120000001|0.446564415|0.009820713|-43.43026699|5.323543706000001|101.7290544|-0.036834143|-28.411587800000003|2.885749555|0.0|0.7943908059999999|48.75381069|0.4059072379999999|2431.668154|-838.6054381|-10.82346202|0.205609194|6.480620646|10.90843226|0.6832388209999999|-454.5854048000001|1055.658539|1.0|1.0|0.0|1.0|2.0|22.0|-9.06|58.04|3.48|106.47|0.0|1.0|-5.02|0.0|1.0|4.59|-5.79|9.53e-07|1.63e-06|0.000619|5.06|0.0|0.0|8.71e-10|4.69|-1608.652005|576.56|333.32|0.2536|0.30468|0.69305|-1608.50108|-0.1544|3.2606|-0.20794|-1608.554019|4.2153|13.0|7.9|7.9
12g_a31|0.0|1|0|0|7.765993078999999|1|1|0.6101363000000001|0.0|0.0716209459999999|-0.1044685569999999|0|0.045747231|0.0|-0.7501734859999999|-0.0733026079999999|10.31169877|-0.082116813|2|2|-0.0054114869999999|0.074878295|0|0.837044054|-0.076150332|-0.1386819869999999|0.8639814490000001|0.58271093|0.325789284|0.030961426|-78.87508829|19.01411466|152.7424573|-0.039059048|-49.45404266|11.67699967|548.1594997999999|0.6886488690000001|97.88920296|0.470244801|2514.363249|-1127.391291|-14.73099143|0.311351131|8.098256552|15.28679013|0.887664343|-692.3565973|1637.106139|1.0|1.0|1.0|1.0|2.0|16.0|-6.45|131.36|0.86|103.26|0.0|1.0|-6.86|0.0|1.0|2.9|-3.79|1.19e-05|0.0001629999999999|0.0627|2.52|0.0|0.0|3.55e-07|4.17|-1578.800869|664.44|323.3|265.0|0.70068|0.70068|-1578.605452|-0.15917|1.6279|-0.19241|-1578.66792|2.4038|0.11|6.9586|6.9586
4c_a49|0.0|0|0|1|7.535296702|1|1|1.343847672|2.102052126|-0.048954892|-0.044371138|2|-0.099764463|1.78683516|-0.339843311|-0.102999091|10.92777281|0.006194124|1|1|0.00202792|-0.163476035|2|0.7745214140000001|-0.052237757|0.010868461|0.826523164|0.76159824|0.407675441|0.012079228|-56.5385923|7.782541015|82.02101639|-0.029809452|-35.82016427|5.014223225|59.70585149|0.724053828|64.32113331|0.473304159|2719.702873|-1056.328332|-12.37423857|0.275946172|8.474369008|16.089682800000002|0.898629005|-680.5831211|1458.908567|1.0|1.0|1.0|1.0|2.0|21.0|-7.97|98.72|1.47|120.43|0.0|1.0|-7.53|0.0|1.0|2.6|-3.58|0.000314|0.000265|109.0|1.81|0.0|0.0|1.07e-08|3.04|-1332.607539|705.55|325.7|0.2411|0.4164199999999999|0.67789|-1332.336755|-0.15925|3.4931|-0.22158|-1332.398001|4.9358|255.0|6.5935|6.5935
18c_a25|0.0|0|0|1|6.842683282|0|0|1.193723817|1.959418462|-0.087958541|-0.008080236|2|0.007241543|2.069766482|-0.162271435|-0.038865826|10.31285373|0.006360768|1|1|0.007488918|0.01222181|2|0.7644072209999999|0.084188427|0.0114970419999999|0.8005589320000001|0.94801724|0.385593349|0.009585904|-31.96445203|6.300016824|26.54367263|-0.026975264|-31.07074762|4.140476673999999|0.0|0.7479204509999999|38.26446885|0.484730247|2917.369488|-992.8013635|-11.65153036|0.2520795489999999|7.553051762000001|14.65844196|0.940731034|-652.4856999|1327.415719|1.0|1.0|1.0|1.0|1.0|27.0|-10.17|87.72|3.08|138.65|0.0|0.0|-5.85|0.0|1.0|4.77|-5.6|8.86e-07|2.51e-06|0.00113|4.49|0.0|0.0|6.79e-11|4.75|-1714.5777670000002|698.86|371.26|0.3558|0.31993|0.70516|-1714.280779|-0.13312|6.1775|-0.19532|-1714.342386|7.9283|88.0|7.0555|7.0555
9a_a40|0.0|0|0|1|7.515889085|0|0|0.604993021|1.865740741|-0.028285975|-0.020455825|0|0.168990628|0.921628874|-0.136162501|0.157704751|10.31197235|-0.1720337089999999|2|2|0.011966382|0.291102625|0|0.624889926|-0.394662853|-0.2990540869999999|0.749764251|0.937600185|0.002467659|0.011033601|-29.02567082|5.334966331|109.9916614|-0.032156295|-17.0405052|2.579562688|51.49564873|0.868476591|34.36063715|0.493941591|1971.148912|-528.6391483|-7.51786994|0.131523409|6.749223592000001|13.33684703|0.976056482|-255.607578|608.6970611|1.0|0.0|1.0|0.0|0.0|20.0|-6.4|58.43|3.57|86.7|0.0|1.0|-4.85|1.0|1.0|4.08|-5.08|3.24e-06|8.33e-06|0.00243|4.54|0.0|0.0|4.02e-07|4.07|-1217.9449|515.96|373.53|0.4746|0.47831|0.69958|-1217.825264|-0.13808|3.8656|-0.20303|-1217.873686|5.09|214.0|6.6696|6.6696
12b_a30|0.0|0|0|0|7.412764017000001|2|2|0.604984682|0.0|0.047132642|-0.06631353|2|-0.074391852|0.0|-0.3897233479999999|-0.037209579|10.31162898|-0.072247675|1|1|0.002064369|-0.165287712|1|0.669561738|-0.009146339|-0.1240820219999999|0.880943609|0.764737577|0.383979687|0.017341789|-53.05077947|11.01246349|86.84905288|-0.038448551|-39.98560202|6.99318589|0.0|0.798520682|64.06324295|0.4676268939999999|2849.095245|-1196.373126|-15.50462119|0.201479318|7.393647884|13.88809428|0.878381889|-759.7264385|1498.236868|1.0|0.0|1.0|1.0|1.0|17.0|-6.9|81.65|3.2|127.24|0.0|1.0|-6.02|0.0|0.0|2.92|-5.01|4.12e-06|9.71e-06|0.00405|3.97|0.0|0.0|1.26e-07|4.07|-1674.977262|673.18|352.16|0.2079|0.3159099999999999|0.68496|-1674.7778119999998|-0.1493799999999999|3.7327|-0.20289|-1674.838225|4.5545|7.0|8.1543|8.1543
1_a6 (SB-431542)|0.0|1|0|0|7.423568444|1|1|1.430935835|0.0|0.043282217|-0.175408303|1|0.1008839219999999|0.0|-0.766207981|-0.029658865|10.94959842|-0.0492229479999999|1|1|-0.008385698|0.164429684|1|0.838928085|-0.08530265|-0.083341531|0.805877431|0.5940412860000001|0.210050443|0.033020439|-74.98172333|19.58668728|160.410387|-0.0462988229999999|-43.12110169|11.61820782|105.3125675|0.7531996609999999|94.56841061|0.472445176|2678.823231|-1235.8353619999998|-16.29019397|0.2468003389999999|7.523839331|14.26172029|0.895537592|-733.0587287000001|1640.78056|1.0|1.0|1.0|1.0|2.0|23.0|-7.69|103.12|1.54|106.85|0.0|1.0|-6.73|0.0|1.0|2.85|-4.25|3.03e-05|5.660000000000001e-05|0.0218|2.7|0.0|0.0|2.03e-08|4.57|-1292.553086|619.92|376.28|0.5765|0.55256|0.69868|-1292.358966|-0.13329|6.0113|-193.0|-1292.41452|8.8611|1542.0|5.8119|5.8119
12g_a40|0.0|0|0|1|7.515889085|0|0|0.604990688|1.687211672|0.037440516|-0.129331216|0|0.167050952|0.726175674|-0.354104815|0.075327376|10.31197254|-0.211162861|2|2|-0.003205145|0.280045216|0|0.777835705|0.020185301|-0.326139923|0.8396782220000001|0.8702014570000001|0.289122732|0.012706769|-49.94706785|6.670206427999999|130.7472028|-0.0435406|-27.42361099|3.501413627|0.0|0.852031227|56.61727428|0.465725912|2287.970776|-731.3891821000001|-11.99782981|0.147968773|7.692740528|14.39849078|0.871698484|-383.9305539|858.4065454|1.0|0.0|1.0|0.0|1.0|20.0|-6.63|78.66|3.76|93.78|0.0|1.0|-4.91|0.0|1.0|4.4|-5.79|3.43e-07|1.62e-06|0.000586|5.07|0.0|0.0|2.37e-07|4.84|-2173.0224510000003|540.25|392.64|0.3539|0.67055|0.6988|-2172.9382|-0.13191|1.9175|-0.20615|-2172.988604|2.7075|724.0|6.1403|6.1403
12au_a36|-3.3109381210000004|1|0|0|7.412764017000001|2|2|0.2992539489999999|0.0|0.074839187|-0.351827031|2|0.075815782|0.0|-0.613616984|-0.023640632|10.31810353|-0.03802163|1|1|-0.001160331|0.1320241419999999|1|0.8183043390000001|-0.021932444|-0.058671909|0.877827228|0.698996981|0.284342092|0.021569487|-64.86748076|15.51748637|102.3999102|-0.038036474|-57.09017539|11.16356587|26.04051569|0.7160586109999999|80.38496714|0.492871181|3484.987058|-1587.1201529999998|-19.68626738|0.283941389|8.963940512999999|17.67586495|0.97188557|-1141.803508|2216.466823|0.0|0.0|0.0|1.0|3.0|17.0|-6.87|123.75|0.84|142.02|0.0|1.0|-8.03|0.0|0.0|1.18|-3.72|0.0001409999999999|0.0001889999999999|0.0897|1.64|0.0|0.0|1.36e-07|6.24|-1876.156196|752.27|334.15|809.0|0.58518|0.70395|-1875.89525|-0.15162|6.1367|-0.2087099999999999|-1875.960827|8.0814|47.0|7.3279|7.3279
12a_a36|0.0|1|0|0|7.412764017000001|2|2|1.297044783|0.0|-0.0632801509999999|-0.0427777779999999|2|0.078063311|0.0|-0.403468978|-0.070252245|10.96083376|-0.065913514|1|1|0.003199301|0.134423193|1|0.907322874|-0.012112722|-0.119322074|0.846614758|0.820684627|0.436020272|0.019595485|-46.76212019|12.03249549|109.9069212|-0.037738352|-39.52572284|7.388485123|5.277117996|0.755315434|58.79461567|0.470444928|2647.835699|-1158.650972|-14.22926022|0.244684566|6.600635115|12.464492300000002|0.888377722|-711.4630111|1533.996157|1.0|0.0|0.0|1.0|2.0|17.0|-6.59|69.2|2.02|123.75|0.0|1.0|-6.72|1.0|0.0|1.86|-4.0|0.000164|0.000101|0.0384|2.68|0.0|0.0|2.56e-07|3.16|-1232.916523|653.94|338.0|0.4435|0.67869|0.6997|-1232.707754|-0.1519299999999999|6.3637|-0.20139|-1232.764108|8.5603|13.0|7.8861|7.8861
