molecula|SddssS|NaaNH|n9FaRing|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|RASA|PBF|FPSA3|PNSA3|PPSA3|RNCS|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|WNSA2|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
6b_a40|0.0|0|0|1|8.421342866|1|2|0.604892326|1.710647518|0.135693438|-0.069975812|0|-0.137534783|0.6899826|-0.698480566|0.0986825569999999|10.30179924|-0.226457281|2|2|-0.004728928|-0.248560671|0|0.691778838|0.003163118|-0.307881994|0.90571269|0.753431574|0.417254814|0.014588568|-72.13527644|9.771129787|176.8246355|-0.049599889|-53.15460718|6.544506614|34.43877986|0.878140798|81.90640622|0.442509019|3214.047452|-1428.503435|-22.2507658|0.1218592019999999|6.976123351|12.51342818|0.793750992|-956.7829293|1626.736212|1.0|0.0|1.0|0.0|1.0|14.0|-5.21|173.43|2.61|130.16|1.0|2.0|-5.85|0.0|1.0|4.21|-6.18|3.86e-09|6.55e-07|0.000335|5.03|1.0|1.0|6.21e-06|8.98|-3290.745084|687.2|399.62|0.4962|0.69429|0.69429|-3290.583786|-0.1237099999999999|8193.0|-0.21904|-3290.648012|11.3203|0.03|7.5229|7.5229
14w_a23|0.0|0|1|2|7.423568444|0|0|1.197963556|3.132012648|0.013971812|-0.109136569|2|0.045196333|0.6813799420000001|-0.330575965|-0.042151195|10.31321817|-0.031435038|2|2|0.003906274|0.126238077|2|0.5788469970000001|0.059273664|-0.049318182|0.8668730109999999|0.7880718659999999|0.228641034|0.022440155|-46.76570273|14.84036772|43.30287556|-0.035779855|-38.70975831|9.814393755|90.15900589|0.743451788|61.60607046|0.4972095239999999|3071.908367|-1112.129203|-15.648625699999998|0.256548212|7.833745658|15.58053709|0.988900044|-735.4854078|1495.89956|0.0|0.0|1.0|1.0|1.0|26.0|-7.93|105.02|3.78|120.2|0.0|1.0|-6.35|0.0|0.0|4.05|-5.27|2.09e-06|5.41e-06|0.00242|3.78|0.0|0.0|1.17e-08|3.97|-1828.363862|676.92|338.46|0.3855|0.6219399999999999|0.6219399999999999|-1828.161957|-0.14844|7.0157|-0.22824|-1828.222578|9.8981|2.0|8.6737|8.6737
1l_a5|0.0|1|0|0|6.605297921|0|0|1.270375394|0.0|-0.244609612|-0.0052651969999999|2|-0.111303801|0.0|-0.089997343|-0.019865028|10.94421389|-0.05139414|1|1|0.007613233|-0.179824092|2|0.7245669790000001|-0.174469948|-0.091849662|0.818803517|0.890289002|0.357062421|0.0078543119999999|-38.79937717|4.43679678|167.86839980000002|-0.026512937|-21.62050954|2.506287665|0.0|0.769406114|43.23617395|0.47265823|2227.730859|-688.9330988|-8.460199385|0.230593886|7.401206343999999|14.03493287|0.896303416|-389.1691717|895.4089219|1.0|1.0|0.0|1.0|1.0|23.0|-8.83|54.46|2.57|105.07|0.0|1.0|-5.4|1.0|1.0|4.06|-4.98|9.06e-06|1.04e-05|0.00356|4.19|0.0|0.0|1.4800000000000003e-09|3.89|-1069.229786|609.85|283.95|0.4921|0.45892|0.57392|-1069.047151|-0.1779|2.1987|-0.21939|-1069.101032|3.3694|32.0|7.4949|7.4949
14_a15|0.0|0|0|0|0.0|0|0|1.43568901|0.0|-0.058775738|-0.0455566929999999|2|-0.033982971|0.0|-0.374014235|-0.053931584|10.9597359|-0.015736888|0|0|0.0034254209999999|-0.051908601|2|0.8310685940000001|-0.021648026|-0.028227917|0.7651878809999999|0.8870890459999999|0.7461324029999999|0.014672137|-40.89540491|9.403293601|92.51564418|-0.032888795|-37.68282812|6.026520371|2.923143027|0.770309725|50.29869851|0.406717767|2612.691478|-1117.1473460000002|-13.50893838|0.229690275|6.040010666000001|10.18067005|0.685538423|-715.9737342999999|1450.257357|1.0|1.0|0.0|1.0|1.0|24.0|-9.82|56.27|2.87|119.95|0.0|1.0|-4.97|0.0|1.0|4.7|-5.83|5.99e-07|1.47e-06|0.000584|5.29|0.0|0.0|1.51e-10|5.16|-1281.0669369999998|689.8|342.41|0.3131|0.65079|0.7055899999999999|-1280.809256|-0.14997|3.3596|-0.18379|-1280.87015|5.0894|0.03|7.5229|7.5229
3c_a32|0.0|1|1|0|7.765993078999999|0|0|0.6094207970000001|0.0|0.025890116|-0.048337951|0|-0.0522536959999999|2.224112182|-0.270034997|-0.113334836|10.31100278|-0.01180891|3|3|0.00124359|-0.097512832|0|0.831186295|-0.003205869|-0.019130435|0.901864778|0.888766719|0.216289509|0.015118975|-34.91603827|7.772301225|59.72163595|-0.0288417079999999|-24.94510426|3.995552912|0.0|0.693952122|42.68833949|0.423167668|2152.627425|-533.7658031000001|-7.622115192000001|0.306047878|5.605165488|9.717148607|0.733606015|-274.3961469|769.1680542|1.0|1.0|1.0|1.0|1.0|19.0|-6.89|110.94|1.7|93.05|0.0|1.0|-5.35|0.0|1.0|4.02|-4.91|6.65e-07|1.22e-05|0.00399|4.14|0.0|0.0|1.28e-07|3.02|-1633.419633|544.22|352.54|0.5017|0.7034600000000001|0.7034600000000001|-1633.297494|-0.14219|3123.0|-0.1970599999999999|-1633.348356|5.0659|9.0|8.0458|8.0458
13_a47|0.0|1|1|0|6.605297921|0|0|1.417757826|0.0|-0.174238791|-0.0777650159999999|2|-0.047120094|1.5940801480000002|-0.20197533|0.003874205|10.9452934|0.038682232|1|1|-0.000211465|-0.108780879|2|0.6427334020000001|0.030290722|0.065869272|0.8582665429999999|0.781675563|0.244975411|0.017736598|-41.79730418|9.13564442|63.12660940000001|-0.032468557|-23.38063458|4.705524762|0.0|0.688261242|50.9329486|0.472007922|2190.316257|-635.4998528|-8.613918003|0.311738758|7.038683428|13.33103985|0.8939678120000001|-327.3288841|923.3410426|1.0|1.0|0.0|1.0|2.0|21.0|-7.9|66.49|2.34|91.59|0.0|1.0|-6.0|1.0|1.0|3.19|-4.27|5.79e-05|5.41e-05|0.0173|3.17|0.0|0.0|1.26e-08|2.7|-1067.78457|542.62|307.63|0.3382|0.67466|0.67466|-1067.665127|-166.0|3.5455|-0.22065|-1067.71601|4.8308|16.0|7.8|7.8
12bd_a36|0.0|1|0|0|7.412764017000001|2|2|1.297043358|0.0|-0.051990612|-0.045630197|2|0.025649557|0.0|-0.4017244129999999|-0.030990165|10.94639828|-0.0288761339999999|1|1|0.0045625|0.042808724|1|0.902377067|-0.011529973|-0.047786573|0.833398429|0.832478093|0.279020022|0.0177487689999999|-46.92083391|11.7156452|83.92365468|-0.035521445|-43.33557909|7.733288012999999|0.0|0.78244124|58.63647911|0.475272043|2772.776922|-1313.035977|-15.47699253|0.21755876|8.050812711|15.34283166|0.905749421|-866.7115819|1678.127264|1.0|0.0|0.0|1.0|2.0|17.0|-7.34|69.2|2.45|133.68|0.0|1.0|-6.38|1.0|1.0|2.42|-4.6|2.8600000000000004e-05|2.5e-05|0.0102|3.41|0.0|0.0|4.55e-08|3.79|-1311.560669|706.26|349.84|0.4467|0.69411|0.7044100000000001|-1311.291779|-0.1459|5.7533|-0.19826|-1311.352257|7.6908|17.0|7.7696|7.7696
8d_a32|0.0|1|1|0|7.765993078999999|0|0|0.609420756|0.0|0.143684876|-0.089662873|0|0.062782795|2.146260246|-0.519620595|-0.044765977|10.31100269|-0.0682721729999999|3|3|-0.005162219|0.113030335|0|0.825020753|-0.054095278|-0.11492754|0.875986707|0.7107041559999999|0.261692269|0.01593079|-68.88621406|10.01177286|321.2496412|-0.03346862|-43.43251025|6.291941176|89.20994250000001|0.708567136|78.89798692|0.47012654|2556.198518|-967.5408291|-13.21859008|0.2914328639999999|8.106843676|15.29958432|0.887243042|-608.0551435|1365.489282|1.0|0.0|1.0|1.0|2.0|19.0|-7.26|154.03|1.1|110.38|1.0|1.0|-6.47|0.0|1.0|3.57|-4.36|8.41e-07|4.36e-05|0.0173|3.17|0.0|0.0|5.51e-08|4.26|-1880.733071|671.71|348.39|0.3018|0.7026100000000001|0.7026100000000001|-1880.540067|-0.14765|1.0269|-0.20115|-1880.602038|1873.0|8.0|8.0809|8.0809
9h_a40|0.0|0|0|1|7.515889085|0|0|0.604992856|1.7679629630000002|0.014753178|-0.126968715|0|0.157606277|0.814591837|-0.343593366|0.133376308|10.31197223|-185.0|2|2|0.003099029|0.270048551|0|0.778613709|-0.160855189|-0.299768519|0.8022014000000001|0.864310149|0.219852623|0.012390387|-46.04148264|6.199629554|132.6583116|-0.041058441|-23.98506758|3.102034287|0.0|0.863884935|52.2411122|0.482124665|2073.354193|-719.0371868|-10.27931468|0.136115065|6.922257828999999|13.366649|0.930966649|-359.7760137|832.3298135|1.0|1.0|1.0|0.0|0.0|20.0|-6.51|67.66|3.22|93.19|0.0|1.0|-5.06|1.0|1.0|4.06|-5.12|2.23e-06|7.6e-06|0.00244|4.51|0.0|0.0|3.09e-07|3.9|-1293.151333|526.38|368.18|0.3851|0.64952|0.69809|-1293.033723|-0.14047|2.1413|-0.20038|-1293.083512|2841.0|3.98|5.4001|5.4001
1a_a5|0.0|0|0|0|6.605297921|1|1|1.189701889|0.0|-0.271170445|0.009305578|2|-0.075791863|0.0|-0.078562954|-0.132197351|10.9502215|-0.004213083|0|0|0.00549829|-0.123867037|2|0.8309401009999999|0.11504495|-0.008431181|0.794139321|0.833638233|0.3602068089999999|0.008036994|-36.19957997|4.047117885|83.60943679|-0.027665419|-19.17495143|2.037971304|0.0|0.7256546770000001|40.24669785|0.455258786|1940.139869|-571.1804334|-7.015226132|0.274345323|6.199179484|11.38004491|0.835734058|-287.62427139999994|787.1243051|0.0|1.0|0.0|1.0|1.0|18.0|-7.15|37.81|2.09|93.49|0.0|1.0|-6.58|1.0|0.0|1.75|-3.44|0.00253|0.000365|109.0|2.17|0.0|0.0|7.13e-08|2.85|-951.110826|531.02|437.61|0.2109|0.44868|0.54123|-951.178584|-0.12226|4.4956|-0.2262699999999999|-951.226623|6.7017|107.0|6.9706|6.9706
12j_a36|0.0|1|0|0|7.412764017000001|2|2|0.6293514410000001|0.0|-0.084183025|-0.0446165029999999|2|0.091496219|0.0|-0.41101009|0.039869055|10.33556498|-0.051080247|1|1|0.003710345|0.161289379|1|0.906423012|-0.1241793309999999|-0.089459459|0.87043328|0.852586292|0.362692602|0.018160631|-46.2113679|11.99396966|26.39145693|-0.037113558|-46.00836307|7.921272637|2.098786266|0.7758129420000001|58.20533756|0.457280037|2881.20453|-1323.6049039999998|-16.18812775|0.224187058|7.483427579|13.78874575|0.8425708820000001|-874.1588982999999|1706.0876829999995|1.0|0.0|1.0|1.0|2.0|17.0|-7.05|94.5|2.51|135.47|0.0|1.0|-6.64|0.0|0.0|2.33|-4.51|1.4300000000000002e-05|3.09e-05|0.0132|3.19|0.0|0.0|8.95e-08|3.37|-1670.420129|694.28|327.94|0.4981|0.37116|0.69967|-1670.184251|-0.15495|6.4451|-0.20593|-1670.245584|8.5953|0.01|8.0|8.0
4S4k_a46|0.0|0|0|1|7.825245291|1|1|1.134637098|2.145043462|-0.050636784|-0.088084767|1|-0.104665424|0.0|-0.252970193|-0.1149361969999999|10.94631314|-0.1032662209999999|1|1|0.006050983|-0.158788415|1|0.78837943|-0.003017362|-0.141706595|0.787615341|0.891734458|0.199356973|0.007749296|-47.49082053|4.1078333030000005|172.7607401|-0.030477338|-24.18078772|2.177526049|0.0|0.8679099640000001|51.59865384|0.461984953|2105.538282|-775.4768155|-8.564028983|0.132090036|5.523352655|10.26616763|0.858684076|-411.0733912|893.4991504000001|1.0|1.0|0.0|1.0|1.0|17.0|-6.61|50.94|2.84|100.96|0.0|1.0|-5.46|1.0|1.0|3.79|-4.83|1.5e-05|1.4800000000000002e-05|0.0049299999999999|4.05|0.0|0.0|2.48e-07|4.52|-1053.415665|566.82|304.07|0.2623|0.5716|0.67893|-1053.202208|-0.17396|2.2655|-0.1947|-1053.255345|2.5693|197.0|6.7055|6.7055
26_a47|0.0|0|1|1|6.86171134|0|0|1.304328272|1.06819297|0.11828578|-0.200192886|2|-0.110530752|0.956774672|-0.544056455|-0.046771537|10.94972213|0.0081426509999999|1|1|-0.008325552|-0.24731748|2|0.6850994429999999|-0.11288313|0.0120097289999999|0.910081385|0.7104381999999999|0.549740398|0.020884606|-57.01987795|12.13564316|9.608109253|-0.038735145|-34.3326642|7.0517889060000005|60.07342336|0.717639177|69.15552111|0.474969855|2625.572598|-945.3464183|-13.07911017|0.282360823|6.945070057000001|13.22794532|0.90465254|-549.3226272|1317.300461|0.0|1.0|1.0|0.0|2.0|21.0|-7.22|98.72|2.59|104.8|0.0|1.0|-6.51|0.0|1.0|3.18|-4.56|1.3699999999999998e-05|2.77e-05|11.0|3.12|0.0|0.0|5.97e-08|4.37|-1696.075481|592.84|310.58|0.3197|0.50921|0.68707|-1695.9387359999998|-0.16642|3.6825|-0.22921|-1695.993821|4.8242|13.0|7.9|7.9
14z_a23|0.0|0|1|2|7.423568444|0|0|1.197960872|3.305974434|0.08752343|-0.024897956|2|0.038811869|0.729326158|-0.30053593|-0.0438568409999999|10.31321795|-0.0229244|2|2|0.007229683|0.0708381429999999|2|0.719722236|0.10796308|-0.035965909|0.8668730109999999|0.925301102|0.228957475|0.018337664|-40.56245532|12.77192721|40.18308023|-0.03393829|-38.68856944|8.895469235|79.960755|0.785604449|53.33438253|0.474697407|3094.698027|-1110.964649|-16.46322104|0.214395551|7.834464959|14.91419434|0.903664694|-773.7713888999999|1414.152695|0.0|0.0|1.0|0.0|1.0|26.0|-8.57|105.02|3.99|130.3|0.0|1.0|-5.8|0.0|0.0|4.49|-6.13|1.7e-07|7.37e-07|0.000354|4.83|0.0|0.0|2.6899999999999996e-09|4.73|-2549.0953670000004|715.41|338.46|0.3201|0.66217|0.69913|-2548.895003|-0.15195|5.9301|-0.23698|-2548.957384|7.9877|5.0|8.2941|8.2941
7_a47|0.0|0|0|0|0.0|0|0|1.304326965|0.0|0.00763426|-0.143650735|2|-0.128433676|1.303301032|-0.3939082339999999|-0.085507035|10.93671034|-0.0781924059999999|0|0|-0.00794321|-0.262805289|2|0.6995252890000001|-0.04402021|-0.124285418|0.8755534909999999|0.8473227320000001|0.427432212|0.008915606|-45.82735481|5.027768049|103.5602725|-0.036250645|-30.51603217|2.8353037860000003|0.0|0.816979353|50.85512286|0.405265781|2491.885862|-919.9254234|-11.52827882|0.1830206469999999|6.485224033|10.90440708|0.681423344|-518.7725468|1126.008167|1.0|1.0|0.0|1.0|2.0|22.0|-9.45|58.04|3.69|111.28|0.0|1.0|-4.8|0.0|1.0|4.89|-6.06|3.41e-07|8.75e-07|0.000345|5.49|0.0|0.0|3.52e-10|5.08|-1647.963177|604.84|333.26|0.2144|0.69314|0.69314|-1647.7863539999998|-0.1544|3406.0|-0.2073699999999999|-1647.841533|4.4255|25.0|7.6|7.6
41_a18|0.0|0|0|0|7.03438793|2|2|1.251176562|0.0|0.115127295|-0.059936864|1|-0.089781154|0.0|-0.500778516|0.022493846|10.9470117|0.0212700929999999|0|0|-0.002136837|-0.137860739|0|0.759941674|-0.032217299|0.037097204|0.774395455|0.7349388459999999|0.3888308139999999|0.009550224|-69.94639412|6.547189171|347.42621339999994|-0.037381065|-41.89408289|4.488448275|93.99687836|0.903239484|76.49358329|0.487248278|2899.29167|-1588.856592|-17.56848637|0.0967605159999999|8.787657952|17.13823195|0.950261611|-1089.246155|1759.064589|1.0|1.0|0.0|1.0|3.0|18.0|-8.38|99.28|2.94|141.34|0.0|1.0|-6.38|0.0|1.0|2.53|-5.02|2.76e-06|9.49e-06|0.0042899999999999|3.78|0.0|0.0|4.18e-09|7.34|-1454.3467460000002|736.59|385.97|482.0|0.69308|0.69308|-1453.980175|-0.1319|2.0934|-0.1814599999999999|-1454.045308|2721.0|369.0|6433.0|6433.0
9i_a24|0.0|1|0|1|7.153833802|0|0|1.4281889280000002|1.865102513|-0.113620183|2.01e-05|2|-0.076024544|0.0|-0.190487553|-0.087363979|10.96661275|-0.00532872|2|2|0.005891639|-0.140841749|2|0.783500303|0.139004845|-0.0106944439999999|0.898194715|0.8260893640000001|0.379687415|0.025118046|-30.56504777|11.87389334|10.13249376|-0.024639839|-15.60091656|5.613069697999999|1.634015079|0.499238289|42.43894111|0.468272544|2061.729154|-396.0263368|-5.506205845|0.500761711|5.946747117|11.18382556|0.8806627109999999|-187.2109987|793.2611447|1.0|1.0|0.0|1.0|1.0|22.0|-6.05|72.28|0.67|82.17|0.0|1.0|-7.01|1.0|0.0|1.73|-3.1|0.00248|0.000791|228.0|1.48|0.0|0.0|8.95e-07|1.13|-945.2626532|501.48|299.06|0.2373|0.58977|0.6755800000000001|-945.174716|-0.17204|7.1135|-0.21943|-945.222448|9.2818|88.0|7.0555|7.0555
19l_a38|0.0|1|0|0|7.412764017000001|2|2|1.297043246|0.0|-0.086107169|-0.10490608|2|0.103904811|0.0|-0.426895387|-0.02967593|10.94917392|-0.032264281|1|1|0.000347207|0.217841852|1|0.723755855|-0.032569307|-0.053823023|0.89459881|0.799611189|0.51306986|0.0219046379999999|-51.6277901|14.19254029|133.9992534|-0.037359603|-42.34617024|9.195687319|19.55998015|0.7374102309999999|65.82033039|0.430111845|2921.048554|-1307.13389|-15.68376675|0.262589769|6.568874137999999|11.52660233|0.754730276|-846.9234048000001|1772.6006989999998|1.0|0.0|1.0|1.0|3.0|17.0|-7.28|81.23|2.75|135.78|0.0|1.0|-6.39|0.0|1.0|3.22|-4.72|1.15e-05|1.89e-05|0.00807|3.55|0.0|0.0|5.27e-08|4.08|-1409.557954|660.04|369.66|0.2883|0.69413|0.7044|-1409.309206|-0.13977|6.5627|-0.2001|-1409.37001|9026.0|14.0|7.8633|7.8633
12aq_a36|0.0|1|0|0|7.412764017000001|2|2|1.297043497|0.0|0.0332421529999999|-0.135770278|2|0.076517478|0.0|-0.674732412|-0.1031859869999999|10.95447882|-0.028591187|1|1|-0.004569485|0.131910912|1|0.892815402|-0.0606936879999999|-0.047695595|0.89459881|0.681470612|0.162384515|0.021389734|-73.0277723|14.29132551|86.6958382|-0.042953452|-54.49698711|9.548598682|112.415579|0.7619767479999999|87.31909781|0.426481765|2932.54604|-1549.740434|-19.17486584|0.238023252|8.596645087999999|14.98931431|0.743623723|-1035.442755|2033.842158|0.0|0.0|0.0|1.0|3.0|17.0|-6.14|112.29|1.28|131.85|0.0|1.0|-7.79|0.0|0.0|1.15|-3.45|0.000304|0.000359|152.0|1.55|0.0|0.0|7.19e-07|3.88|-1401.637414|703.04|367.26|0.4988|0.6933199999999999|0.7058300000000001|-1401.391057|-0.13908|6.7649|-0.19967|-1401.452487|8671.0|55.0|7.2596|7.2596
9_a27|0.0|1|0|1|6.842683282|0|0|1.391067068|1.830911754|0.164227115|-0.050617284|2|-0.152086653|1.233610009|-0.331842668|-0.051160217|10.93740461|-0.0447599329999999|1|1|0.00651856|-0.2559122789999999|2|0.677253824|0.017503266|-0.071974951|0.8806964490000001|0.7988644709999999|0.36853691|0.019589991|-40.3551562|10.10030794|128.27738490000002|-0.033677898|-23.50038785|5.20756849|65.12542467|0.7892801540000001|50.45546414|0.466349763|2256.4955670000004|-729.2805601|-8.952528705|0.210719846|5.03925321|9.442988795|0.873886547|-376.0062056|923.9818797|1.0|0.0|1.0|0.0|1.0|21.0|-7.06|76.46|2.66|97.46|0.0|1.0|-6.33|1.0|1.0|2.99|-4.08|8.66e-05|8.28e-05|0.0274|2.8|0.0|0.0|8.69e-08|4.67|-1083.118736|549.64|297.52|0.1982|0.35593|0.59444|-1082.965434|-0.1716|2.7456|-0.2187|-1083.017359|4.0436|2.0|8699.0|8699.0
25d_a34|0.0|0|0|1|7.412764017000001|1|1|1.433689841|1.940324546|0.128783829|-0.089654563|1|-0.163072107|0.0|-0.8576484190000001|-0.1266965|10.95957635|0.00670464|1|1|-0.001685762|-0.263924686|1|0.8265507809999999|0.14554928|0.011919831|0.799694715|0.674282353|0.631894475|0.0292772039999999|-66.52770588|19.36462983|174.9700398|-0.044492794|-54.29641443|12.8082206|69.64131956|0.7772035959999999|85.89233572|0.478308897|2939.671168|-1559.714654|-19.46475234|0.2227964039999999|6.933980884|13.29135354|0.916843118|-1031.631874|2006.828923|1.0|1.0|1.0|1.0|2.0|23.0|-8.08|90.3|2.26|119.81|0.0|1.0|-6.74|0.0|1.0|3.21|-4.48|2.44e-05|3.3e-05|0.0141|3.05|0.0|0.0|8.26e-09|6.05|-1426.468726|706.21|290.15|0.2106|0.6764600000000001|0.6764600000000001|-1426.243341|-0.1771299999999999|6.1995|-0.21234|-1426.307095|8.0068|0.95|6.0223|6.0223
12u_a30|0.0|0|0|0|7.412764017000001|2|2|0.604983445|0.0|0.028039604|-0.027452346|2|-0.091507428|0.0|-0.367578706|0.028815747|10.31162873|-0.0646674999999999|1|1|0.001805829|-0.15896471|1|0.8149999040000001|-0.055829439|-0.105767484|0.889479916|0.84944095|0.477056017|0.015562896|-51.83732031|10.42404292|78.15130994|-0.03794847|-43.90644499|6.982033926000001|0.0|0.810462868|62.26136323|0.443167712|3001.03926|-1245.478147|-17.02494806|0.189537132|7.804487592999999|14.01586754|0.7958728709999999|-834.2224549|1536.749179|1.0|0.0|1.0|1.0|1.0|17.0|-7.8|81.65|3.79|137.3|0.0|1.0|-5.52|0.0|1.0|3.59|-6.04|2.64e-07|9.14e-07|0.0004269999999999|5.12|0.0|0.0|1.58e-08|5.08|-2494.927579|705.15|354.21|0.1502|0.6847|0.6847|-2494.736802|-0.1486299999999999|5.3020000000000005|-0.20146|-2494.7995530000003|7.0553|34.0|7.4647|7.4647
18_a31|0.0|1|0|0|7.401841579|0|0|0.610137226|0.0|0.0690370959999999|-0.138136629|0|-0.051184519|0.0|-0.640807491|-0.001973566|10.31169929|-0.096301845|2|2|-0.007811355|-0.084218532|0|0.868704545|0.022160691|-0.1647054359999999|0.904870098|0.72588713|0.258135789|0.014467496|-69.19879619|8.49194438|238.9516432|-0.040279446|-44.60622732|4.984491996|0.0|0.7774768320000001|77.69074057|0.4492048839999999|2241.561812|-1063.9219449999998|-13.87749294|0.222523168|7.076684189|12.84812443|0.8155571290000001|-624.4871824|1368.42913|1.0|1.0|1.0|1.0|3.0|16.0|-6.54|119.14|0.75|99.32|0.0|1.0|-6.72|0.0|1.0|2.89|-3.62|2.42e-05|0.000241|86.0|2.47|0.0|0.0|2.9e-07|4.81|-1465.4803960000002|630.26|317.05|444.0|0.51842|0.70058|-1465.300904|-0.16212|3.0607|-0.19914|-1465.359325|4.6746|0.13|6.8861|6.8861
11c_a31|0.0|1|0|0|7.765993078999999|1|1|0.6101368770000001|0.0|0.069254998|-0.141329185|0|-0.031640011|0.0|-0.847114804|-0.137912959|10.31169916|-0.085216451|2|2|-0.008375297|-0.0512371409999999|0|0.825336018|0.013528742|-0.139933586|0.8906705429999999|0.564143263|0.3608415239999999|0.034256743|-80.82023592|20.06220362|264.7428792|-0.042457317|-48.16624372|11.74927853|70.98337779|0.676089232|100.8824395|0.47997061|2470.585429|-1069.186744|-14.56188764|0.323910768|7.259183801|13.95917988|0.922968238|-626.1611682999999|1581.428448|1.0|0.0|1.0|1.0|2.0|16.0|-5.84|125.57|1.03|97.32|0.0|2.0|-6.56|0.0|1.0|3.04|-3.98|7.68e-06|0.000105|39.0|2.82|0.0|0.0|1.45e-06|4.47|-1559.353434|622.22|321.61|0.2627|0.7005899999999999|0.7005899999999999|-1559.194237|-0.15994|5289.0|-0.19526|-1559.253116|7.5091|0.13|6.8861|6.8861
6_a1|0.0|0|0|1|7.535296702|1|1|1.3488280769999998|2.325221088|-0.092471477|0.021203156|1|-0.114683042|0.0|-0.230035376|-0.00983397|10.95180041|-0.0538497079999999|1|1|0.006851583|-0.180874123|1|0.781885145|0.13761072|-0.095907969|0.8524898329999999|0.8782596159999999|0.212044989|0.021009352|-27.63847818|10.15161645|64.63457366|-0.0238222729999999|-18.076387|4.905211525|95.13138767|0.576759436|37.79009463|0.4218263379999999|1956.144556|-448.9214297|-5.56196523|0.423240564|5.555887839|9.609375529|0.7295841470000001|-216.916644|778.3512535|1.0|1.0|0.0|1.0|0.0|17.0|-6.02|39.94|1.75|86.31|0.0|1.0|-6.21|1.0|1.0|2.82|-3.68|0.0007599999999999|0.00021|0.0613|2.63|0.0|0.0|9.51e-07|2.81|-935.4750982|527.41|305.12|0.3399|0.69818|0.69818|-935.330989|-0.16784|5.8386|-0.1899799999999999|-935.378591|8.0033|5.1|5.2924|5.2924
12al_a36|0.0|1|0|0|7.412764017000001|2|2|1.297043737|0.0|-0.06777947|-0.04314418|2|0.1030147719999999|0.0|-0.4908576189999999|-0.074215038|10.96020817|-0.031635802|1|1|0.003077071|0.172830414|1|0.8913597320000001|0.125005134|-0.055405405|0.885733922|0.801179217|0.2689491989999999|0.026927826|-51.22331485|17.71943397|114.2305891|-0.035305316|-45.86257662|11.65999569|0.0|0.671084645|68.94274882|0.456856406|2843.740855|-1254.533926|-15.28752554|0.328915355|8.774664332|16.15533063|0.841133748|-825.5263792000001|1869.412355|1.0|0.0|0.0|1.0|2.0|17.0|-6.69|78.43|1.72|130.24|0.0|1.0|-6.93|0.0|0.0|1.81|-4.07|0.000113|8.499999999999999e-05|35.0|2.65|1.0|0.0|2.03e-07|2.92|-1347.445127|702.95|349.14|0.4466|0.6945399999999999|0.70417|-1347.196501|-0.14558|6.4473|-0.1955599999999999|-1347.257936|8.1781|48.0|7.3188|7.3188
14ac_a23|0.0|0|1|2|7.423568444|0|0|1.1979507740000002|2.7104403130000003|0.0763230759999999|-0.4422550999999999|2|0.016532702|0.544211741|-0.66443411|0.0518788009999999|10.3132169|0.043387326|2|2|-0.004445662|0.068237909|2|0.5562570379999999|0.1374474|0.054652466|0.834426845|0.931143634|0.300389872|0.016832361|-66.72452104|12.70997824|57.45545019|-0.043970249|-55.36344264|9.597200637|0.327656318|0.8077820920000001|79.43449928|0.489147172|3695.344378|-1759.6835030000002|-25.07023818|0.192217908|8.122941134|15.90074614|0.95751094|-1328.722623|2178.41361|1.0|0.0|1.0|1.0|1.0|26.0|-9.03|105.02|4.6|130.29|0.0|1.0|-5.84|0.0|0.0|5.43|-6.65|4.92e-08|2.24e-07|0.000123|5.35|0.0|2.0|9.25e-10|4.93|-2303.9786940000004|751.54|341.32|0.3209|0.6408|0.69962|-2303.749331|-0.15055|6.3004|-0.23868|-2303.819891|8.6341|4.0|8.3851|8.3851
