molecula|NaaNH|Wavelength (max. Transition) (nm)|Approximated area|n9FaRing|Contribuition (max. transition)|NaasN|nARing|BCUTs-1l|Gibbs Free Energy|Dipole (water)|MATS7i|SaaaC|n5aRing|n6aHRing|PPSA3|FNSA4|WNSA5|DPSA2|CYP2C19 inhibitor|CYP2C9 inhibitor|Num. of Aromatic heavy atoms|TPSA_y|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Total Energy (water) (Hartree)|pIC50
13_a12|0|273.31|437.91|0|0.6622399999999999|0|0|1.508548782|-876.258343|1.5686|-0.21832579|0.0|0|2|4.01385817|-0.034993718|-22.2236882|718.8050825|1.0|0.0|18.0|50.7|6.3e-05|0.0174|-876.3661620999999|7.0315
5b_a49|0|240.03|451.32|0|0.39241|1|2|1.343848745|-1291.929428|6.1996|-0.072128552|1.926253727|1|2|11.94347454|-0.026008|-26.42668087|1255.69656|0.0|1.0|21.0|75.94|0.000118|0.0468|-1292.139616|7.5528
7_a1|0|306.1|365.53|0|0.69902|1|2|1.348826331|-1009.398029|6.5936|-0.048878707|0.0|1|1|17.31482297|-0.031040669|-22.81733634|941.8624118|0.0|0.0|17.0|49.17|0.000195|0.0595|-1009.509475|6.3372
2_a49|0|227.02|371.96|0|0.34449|1|1|1.3438506419999998|-1045.8595810000002|6.7117|-0.100166139|1.999073077|1|2|5.634353797999999|-0.028277173|-20.55997527|845.9544764000001|0.0|0.0|21.0|69.62|0.000129|0.0421|-1046.018455|7.2291
12aw_a36|1|237.0|507.71|0|0.38905|0|2|1.297044239|-1431.239759|6.5278|0.066435701|0.0|1|1|14.76755422|-0.041292362|-47.12705211|1766.7663510000002|1.0|0.0|17.0|69.2|4.81e-05|0.0201|-1431.404673|8.0458
12h_a30|0|246.54|518.06|0|-0.26697|0|2|0.604984682|-1674.838376|3.4138|-0.074988669|0.0|1|1|11.06352871|-0.038417127|-40.10503079|1500.88527|1.0|1.0|17.0|81.65|9.71e-06|0.00405|-1675.011389|8065.0
9s_a24|1|403.51|521.4|0|0.69475|0|1|1.4275963180000002|-1270.796154|7.0312|-0.050919714|0.0|1|3|10.42725806|-0.019465646|-24.51900941|1330.4932|0.0|1.0|29.0|77.21|8.71e-05|0.0343|-1271.031372|7.4949
47p_a18|0|387.01|732.84|0|0.6937800000000001|0|1|1.25117677|-1493.407248|4.6652|0.025217016|0.0|0|0|5.913843751|-0.030813794|-45.24146169|1867.029344|1.0|0.0|18.0|76.5|5.34e-06|0.0025|-1493.759811|7.1938
12z_a30|0|257.96|580.6|0|0.5513100000000001|0|2|0.604983642|-1804.581882|7.2113|0.034848862|0.0|1|1|21.47520633|-0.034034824|-52.13870496|2138.929312|1.0|1.0|17.0|100.11|9.94e-06|0.00456|-1804.814868|7.3615
4h_a46|0|292.11|682.14|0|0.55428|1|1|0.3002050539999999|-1923.611784|2.9086|-0.057256598|0.0|1|2|7.900037181|-0.0305445539999999|-51.70985599|1963642.0|1.0|0.0|23.0|124.17|2.06e-06|0.00104|-1923.926093|6.6402
17a_a10|0|224.26|603.73|0|0.32889|1|2|1.3438501040000002|-1524.252023|5.3803|-0.082914437|1.863045777|1|2|14.20303963|-0.023625536|-41.33310046|1863.410498|0.0|1.0|21.0|76.38|4.74e-05|0.0222|-1524.557372|7.3098
12ap_a36|1|252.39|553.28|0|0.59563|0|2|1.2970441659999998|-1325.0127220000002|9.6512|0.066185994|0.0|1|1|14.26936622|-0.037473093|-45.7078307|1699.445432|1.0|0.0|17.0|92.99|0.000113|0.0458|-1325.199863|7.4949
22_a20|0|223.03|563.43|0|0.38233|1|0|1.4170330269999998|-1275.657902|6141.0|0.09301076|2.041494094|1|2|8.001165067999999|-0.027118811|-28.7463017|1145.712729|1.0|1.0|27.0|67.39|2.98e-06|0.0012|-1275.84854|6.6364
16a_a23|0|763.49|555.21|1|0.96307|2|1|1.197962324|-1685.6419010000002|18.4446|0.062601621|0.759926978|2|2|13.80568132|-0.025724725|-30.39361398|1445.935835|1.0|0.0|20.0|108.26|4.86e-05|0.0208|-1685.913359|7.4037
12b_a32|1|347.27|541.49|1|0.70258|0|0|0.609420757|-1880.599158|4.1080000000000005|-0.044307211|2.153718992|3|0|10.17310723|-0.027561517|-38.07076621|1311.0306890000002|1.0|1.0|19.0|140.04|3.72e-05|0.0148|-1880.770588|7585.0
12c_a5|1|265.66|519.21|0|0.52074|0|1|1.236775191|-1316.305277|3.5993|-0.086795626|0.0|1|2|10.77147171|-0.022421317|-28.59715492|1415.330929|0.0|0.0|23.0|75.72|4.64e-05|0.0191|-1316.542713|7.3279
12as_a36|1|274.29|568.52|0|0.53815|0|2|1.297043209|-1385.384524|6.8556|0.096454203|0.0|1|1|12.95780416|-0.037824788|-49.71556877|1824.98997|1.0|0.0|17.0|86.27|0.000112|0.0476|-1385.601917|7.2291
1_a3|0|210.84|316.61|0|0.30619|0|1|0.6195934120000001|-1273.22339|3.4319|-0.004409693|2.194605012|0|2|3.693677623|-0.034105115|-19.55367089|751.9821735|1.0|0.0|16.0|77.1|0.000503|154.0|-1273.316428|6.1403
14_a1|1|323.35|464.08|0|0.6572600000000001|0|1|1.430935835|-1292.415211|5.3099|0.1008839219999999|0.0|1|1|19.5711254|-0.046308519|-42.99041175|1638.120743|1.0|1.0|23.0|103.12|5.660000000000001e-05|0.0218|-1292.588129|7.0269
10_a3|0|230.67|323.26|0|0.41894|0|0|0.605017375|-1288.097561|9.3381|0.017396832|1.684975382|1|3|6.768239856|-0.0359752729999999|-21.21655855|778.0284121000001|0.0|0.0|21.0|105.82|0.000145|0.0443|-1288.190838|5.1
40_a47|0|308.6|444.47|1|0.67615|1|0|1.420389717|-1123.049869|6.5995|-0.056839794|1.566109469|1|3|11.04737121|-0.027052191|-24.22401965|1017.592517|0.0|1.0|21.0|68.52|0.000192|0.0643|-1123.174467|8.4
9a_a31|1|327.21|540.01|0|0.7028|0|1|0.6101356720000001|-1691.7777600000002|6.2203|-0.05057805|0.0|2|0|21.33533299|-0.043430228|-50.50275387|1813.361078|1.0|1.0|22.0|117.37|1.7100000000000002e-05|0.00715|-1691.9526239999998|6.8239
4c_a49|0|216.0|533.87|0|0.4164199999999999|1|1|1.343847672|-1332.398001|4.9358|-0.099764463|1.78683516|1|2|7.782541015|-0.029809452|-35.82016427|1458.908567|1.0|1.0|21.0|98.72|0.000265|109.0|-1332.647233|6.5935
5b_a50|0|220.09|411.9|1|0.4270899999999999|2|1|1.397278957|-990.487545|6.1284|-0.052494624|2.473508677|2|1|6.200250541|-0.02140774|-15.78596849|738.8985723999999|1.0|0.0|20.0|35.64|6.47e-05|0.0202|-990.6114185|4.9126
17c_a50|0|292.44|596.23|1|0.63122|2|2|1.347835869|-1410.902767|8.5146|0.021572081|2.193763306|2|1|14.91199042|-0.021745577|-34.87982686|1601.729346|0.0|1.0|20.0|61.0|3.75e-05|0.0165|-1411.187392|7.1612
8d_a8|1|265.12|572.21|0|0.62361|1|0|1.395657339|-1447.354662|7.5674|0.071729931|0.0|1|1|18.28507531|-0.03820405|-43.86958028|1992.108851|0.0|1.0|23.0|112.23|3.4200000000000005e-05|0.0147|-1447.595474|4.7303
19_a31|1|246.28|537.66|0|0.5385300000000001|0|0|0.61013725|-1489.382077|2.4209|-0.044625452|0.0|2|0|8.596058678|-0.036060715|-38.88650245|1197.365442|1.0|1.0|16.0|98.91|0.0001199999999999|0.0431|-1489.532192|5.7447
LY580276_a4|0|234.01|402.99|0|0.36903|1|1|1.344599701|-959.404416|3.2891|0.0295482979999999|0.0|1|1|4.207217677|-0.028035586|-16.49563923|605.5630025|1.0|0.0|17.0|30.71|6.18e-05|0.0181|-959.4958788|6757.0
3c_a32|1|352.54|425.74|1|0.7034600000000001|0|0|0.6094207970000001|-1633.348356|5.0659|-0.0522536959999999|2.224112182|3|0|7.772301225|-0.0288417079999999|-24.94510426|769.1680542|1.0|1.0|19.0|110.94|1.22e-05|0.00399|-1633.443791|8.0458
3f_a32|1|348.58|488.74|1|0.70255|0|0|0.6094207770000001|-1711.9193289999998|5.7161|-0.062954205|2.227330929|3|0|6.707989266|-0.030139709|-30.95210106|904.3255145|1.0|1.0|19.0|110.94|3.96e-06|0.0014|-1712.0610190000002|8.0458
8k_a46|0|246.1|642.39|0|0.41618|1|1|0.300205953|-1845.037411|3.8107|-0.061030265|0.0|1|2|6.774333772|-0.033099828|-44.45419269|1723.969585|1.0|1.0|23.0|124.17|7.47e-06|0.00355|-1845.304274|6.8327
11_a1|1|331.66|471.76|0|0.68162|0|1|1.430935838|-1312.2963630000002|7.1743|0.08043435|0.0|1|1|20.62225192|-0.048723884|-43.84323456|1681.223993|1.0|1.0|23.0|97.33|2.17e-05|0.00838|-1312.462371|6.7696
13b_a50|0|293.0|617.26|1|0.65332|2|2|1.267593379|1470.104535|7.1645|-0.0204949039999999|2.117002752|2|1|14.22401427|-0.026928544|-41.27630533|1731.347493|1.0|1.0|20.0|66.99|7.92e-06|0.00361|-1470.401544|5.7375
12_a15|0|276.63|585.26|0|0.50595|0|0|1.435689014|-1280.871722|6.0547|-0.035728911|0.0|0|2|9.58943236|-0.031995594|-38.40979933|1450.496376|1.0|0.0|24.0|56.27|1.47e-06|0.000584|-1281.087109|8.3979
12ay_a36|1|315.09|532.22|0|0.6727|0|2|1.2970434|-1311.343228|9.1844|0.1012005419999999|0.0|1|1|11.67851857|-0.035337546|-41.57269314|1648.388976|1.0|0.0|17.0|69.2|2.5e-05|0.0102|-1311.576473|7.7447
12ao_a36|1|266.08|548.59|0|0.4962|0|2|1.297043885|-1310.138396|7.447999999999999|0.0895536619999999|0.0|1|1|11.76697353|-0.03775988|-44.63177966|1724.9956719999998|1.0|0.0|17.0|69.2|2.82e-05|0.0115|-1310.361099|7.5229
12d_a30|0|356.06|545.94|0|0.68608|0|2|0.604984421|-1614.894406|4.8843|-0.092984185|0.0|1|1|10.05700314|-0.036246039|-39.33285959|1495.177298|1.0|1.0|17.0|81.65|7.05e-06|0.00291|-1615.095823|7.9508
18_a31|1|247.51|541.33|0|0.51842|0|0|0.610137226|-1465.359325|4.6746|-0.051184519|0.0|2|0|8.49194438|-0.040279446|-44.60622732|1368.42913|1.0|1.0|16.0|119.14|0.000241|86.0|-1465.528656|6.8861
8_a15|0|279.58|538.51|0|0.5128|0|0|1.419941362|-1223.523393|1.4589|0.155304204|0.0|0|1|19.65860939|-0.028969856|-40.33569847|1595.8121130000002|1.0|1.0|18.0|61.84|1.53e-05|0.00562|-1223.704913|6.9666
17b_a50|0|292.09|647.75|1|0.6269899999999999|2|1|1.348984601|-1336.899093|8.4096|0.035558152|2.206759705|2|1|8.976922737999999|-0.02681014|-36.59177249|1439.872076|1.0|1.0|20.0|51.77|1.22e-05|0.0052|-1337.1910779999998|6.9136
12ad_a36|1|216.26|588.2|0|0.27316|0|2|1.297042846|-1460.610659|6.8996|0.046496301|0.0|1|1|21.78471426|-0.0365657189999999|-54.02363038|2208.646667|1.0|0.0|17.0|95.5|8.36e-05|0.0367|-1460.8311199999998|7.7696
13_a4|0|276.68|429.36|0|0.53815|1|1|1.399843898|-898.2503529999999|3.7228|-0.059300584|0.0|1|1|4.282589756|-0.0279998139999999|-16.36114989|619.8659446|1.0|0.0|17.0|30.71|3.77e-05|0.0108|-898.3562912999998|5.3979
13m_a6|1|316.88|546.69|0|0.66475|0|0|1.429020166|-1423.511471|6.5243|0.021526267|1.617900191|1|2|12.95736535|-0.0378750189999999|-52.33806464|1936.888972|1.0|1.0|27.0|122.47|5.24e-05|0.0228|-1423.762467|8.0
9a_a36|1|320.56|495.18|0|0.68682|0|2|1.297044807|-1252.636005|7.4992|0.095192109|0.0|1|1|14.47407729|-0.039929147|-40.61536816|1565.759963|1.0|0.0|17.0|66.4|0.000102|0.0391|-1252.802159|7.8861
12aq_a36|1|317.51|534.96|0|0.6933199999999999|0|2|1.297043497|-1401.452487|8671.0|0.076517478|0.0|1|1|14.29132551|-0.042953452|-54.49698711|2033.842158|0.0|0.0|17.0|112.29|0.000359|152.0|-1401.669694|7.2596
12h_a36|1|238.44|535.67|0|0.34589|0|2|1.297043828|-1347.260478|8.7377|0.059920602|0.0|1|1|18.27258858|-0.035734517|-45.96672487|1899.376328|1.0|0.0|17.0|78.43|8.499999999999999e-05|35.0|-1347.481013|7.8539
27_a47|0|251.19|517.82|1|0.40976|1|1|1.216250059|-1777.891054|5.2214|-0.067535989|1.807806182|1|2|10.56549582|-0.028494622|-32.56705871|1379.535965|1.0|0.0|21.0|67.66|8.89e-06|0.0038799999999999|-1778.1049670000002|5.6
1c_a5|1|254.15|410.52|0|0.4444899999999999|0|0|1.424607938|-990.516371|2.6801|-0.080321049|0.0|1|2|4.27195187|-0.0281385329999999|-18.41507338|764.7451566000001|1.0|0.0|23.0|54.46|3.5600000000000005e-05|0.0111|-990.6223073|5.4
28_a20|0|258.81|531.85|0|0.50352|1|0|1.417203216|-1368.146882|4.7428|0.091462964|1.650185059|1|3|9.799649234|-0.035068957|-40.6172876|1573.2352460000002|0.0|1.0|27.0|99.58|3.72e-05|0.0156|-1368.363151|6.5935
41_a47|0|308.67|471.9|1|0.6779|1|0|1.420292383|-1162.342476|6.8546|-0.080388467|1.601942802|1|3|10.36256127|-0.02929561|-28.69838714|1089.222944|1.0|1.0|21.0|68.52|0.000125|0.0436|-1162.492089|8.0
12_a4|0|255.16|503.28|0|0.63967|1|1|0.295190368|-1617.634733|10.1971|-0.0334644329999999|1.587386096|1|2|6.936764267999999|-0.025916226|-26.30835499|1049.9494|1.0|1.0|21.0|86.12|4.64e-05|0.0188|-1617.861623|5032.0
4o_a46|0|286.64|501.08|0|0.6843|1|1|1.13463699|-1070.276387|4.8244|-0.2363624889999999|0.0|1|1|5.332434441|-0.021901697|-19.76117845|767.6690487000001|1.0|1.0|17.0|54.5|1.34e-05|0.0045899999999999|-1070.456878|6.7905
4l_a46|0|229.55|526.77|0|0.3756|1|1|1.134637095|-1092.53932|3.7624|-0.067419714|0.0|1|1|3.721888783|-0.030068681|-27.26452605|981.9630347|1.0|1.0|17.0|50.94|7.78e-06|0.0027|-1092.745692|7.0088
4m_a46|0|205.21|468.63|0|0.38389|1|1|1.134637002|-1030.980844|5.2326|-0.302054595|0.0|1|1|5.74716122|-0.0224155999999999|-18.67596877|724.9776792|1.0|1.0|17.0|54.5|2.68e-05|0.0088|-1031.138426|5.8901
19l_a38|1|337.75|502.31|0|0.69413|0|2|1.297043246|-1409.37001|9026.0|0.103904811|0.0|1|1|14.19254029|-0.037359603|-42.34617024|1772.6006989999998|1.0|1.0|17.0|81.23|1.89e-05|0.00807|-1409.5865199999998|7.8633
7h_a8|1|315.62|500.94|0|0.6963199999999999|1|0|1.391840221|-1285.0707960000002|9.1188|-0.016074683|0.0|1|0|6.71377223|-0.041038456|-31.05895923|1086.29603|1.0|1.0|23.0|61.58|3.16e-06|0.00118|-1285.182226|4.9788
17e_a50|0|292.6|602.89|1|0.6322800000000001|2|2|1.320916122|-1374.992422|8.8326|-0.011278897|2.2384546640000003|2|1|8.950665784|-0.02665495|-35.33972521|1453.705234|0.0|1.0|20.0|51.77|6.58e-06|0.00288|-1375.295877|6.8097
9i_a40|0|284.3|417.75|0|0.56118|1|0|0.604992808|-1273.217301|2.7887|0.187127708|0.891973262|2|0|5.548036224|-0.036869006|-22.46593254|778.5478408|1.0|1.0|20.0|84.45|1.97e-05|0.00603|-1273.334714|5.9031
36_a18|0|388.57|636.33|0|0.69372|0|2|1.25117638|-1493.333297|2.7547|-0.05224259|0.0|0|0|6.722004572|-0.031922305|-40.46339026|1819.430996|1.0|0.0|18.0|85.29|5.19e-06|0.00242|-1493.686737|7.4949
17_a47|1|289.79|477.67|1|0.6844100000000001|0|0|1.4168589319999998|-1254.795084|5.6949|-0.105849578|1.699575434|1|3|7.87914003|-0.02987808|-30.88080199|1221.9335609999998|1.0|0.0|27.0|79.38|6.11e-06|0.0024|-1254.985125|8.3
3d_a49|0|239.15|455.47|0|0.3523699999999999|1|1|0.406515615|-1594.435881|2.3278|-0.087308534|1.775376197|1|2|5.561916586000001|-0.036147237|-31.67236018|1300.720421|1.0|0.0|21.0|121.39|3.6200000000000006e-05|0.0142|-1594.595995|5.6308
4_a18 (SD-208)|0|239.56|396.17|0|0.4646|0|2|1.304335262|-1542.207472|5.2085|-0.020226647|0.0|0|1|10.90456851|-0.034985357|-26.40375252|1107.212786|0.0|1.0|22.0|76.48|4.14e-05|0.0146|-1542.296276|7.0969
47r_a18|0|391.06|729.75|0|0.69545|0|1|0.403924645|-1964.516246|3.2001|0.041686585|0.0|0|0|11.59378448|-0.031669652|-48.70193962|2271.625192|1.0|1.0|18.0|111.03|2.31e-06|0.00117|-1964.841529|6.6364
7a_a8|1|270.66|494.48|0|0.61257|1|1|1.4000287219999998|-1291.156661|12.8748|-0.017706371|0.0|1|1|20.79408196|-0.042647654|-35.14198015|1467.585836|0.0|1.0|23.0|92.93|2.29e-05|0.00874|-1291.313963|4.6068
11_a47|0|332.82|549.52|0|0.6915399999999999|0|0|1.381898438|-1395.980918|4.6111|-0.0586047379999999|1.311097861|0|3|5.184267117|-0.035945973|-36.20974614|1375.2628029999998|1.0|0.0|28.0|70.93|9.32e-07|0.000394|-1396.184699|7.4
21b_a23|0|309.79|611.6|1|0.57848|2|0|1.197963051|-1761.294175|13.2567|0.057405955|0.745297595|2|2|10.15224639|-0.034219814|-40.84133198|1506.081551|0.0|1.0|26.0|128.81|6.06e-06|0.00273|-1761.498874|7.0691
12g_a36|1|238.01|657.02|0|0.38165|0|2|1.2678464|-1350.633209|7.8537|0.078990142|0.0|1|1|12.19441007|-0.034549379|-45.87193951|1797.1178149999998|1.0|1.0|17.0|69.2|1.39e-05|0.00589|-1350.887005|7.8539
2_a47|0|333.46|371.19|0|0.69102|0|0|1.381899691|-1010.412694|3.1004|-0.004557357|1.454085483|0|2|4.240150185|-0.036790752|-23.74109633|910.626111|1.0|0.0|22.0|58.04|7.75e-06|0.00243|-1010.540464|6.2
9_a4|0|262.21|430.12|0|0.5182100000000001|1|1|1.300485838|-1489.41872|5.4739|-0.019160308|2.137757657|1|2|4.918284148|-0.025885299|-20.60179129|763.9415367|1.0|1.0|21.0|43.6|7.06e-06|0.00255|-1489.554198|7.3188
12a_a30|0|245.76|507.17|0|0.35338|0|2|0.604984824|-1575.597759|4.7368|-0.096804291|0.0|1|1|10.10177981|-0.037665934|-37.34272719|1421.195251|1.0|1.0|17.0|81.65|1.4e-05|0.0056|-1575.7783980000002|7.9469
19d_a38|1|230.58|517.77|0|0.3356699999999999|0|2|1.297043205|-1500.683599|10.6621|0.019858574|0.0|1|1|15.53007152|-0.04393982|-51.60489663|2035.106956|0.0|0.0|17.0|124.32|0.0002399999999999|107.0|-1500.898316|7.9586
17d_a50|0|306.09|579.45|1|0.66103|2|2|1.338814635|-1335.713194|7.9942|0.006071856|2.234730384|2|1|10.55016861|-0.025589979|-33.56790124|1412.14676|0.0|1.0|20.0|51.77|1.31e-05|0.00557|-1335.989008|7.1308
6d_a40|0|419.45|511.88|0|0.6624800000000001|1|2|0.604893491|-2470.684323|10.9021|-0.104206961|0.683786612|2|0|11.10859664|-0.050049893|-48.96216855|1601.317552|1.0|1.0|14.0|173.43|7.1e-06|0.00327|-2470.82949|8.9208
12l_a30|0|245.74|574.72|0|0.39486|0|2|0.60498366|-1987.848331|2.9851|-0.102468864|0.0|1|1|10.78883933|-0.045581702|-53.74781658|2056.604824|1.0|1.0|17.0|90.88|1.2e-06|0.000579|-1988.033039|7.2154
9r_a24|1|277.23|616.11|0|0.3398|0|0|1.353642494|-1294.263358|3.0322|-0.17821765|0.0|1|3|10.4302588|-0.025821921|-36.86695997|1519.52371|1.0|1.0|23.0|79.82|8.77e-05|0.0351|-1294.486221|7.9586
13a_a6|1|206.87|571.9|0|0.4816|0|1|1.430639975|-1349.895534|9.2157|0.031837397|0.0|1|1|20.83876732|-0.040840697|-48.51283287|1757.246214|1.0|1.0|23.0|95.85|1.02e-05|0.00417|-1350.085889|7.3372
16i_a32|1|342.72|573.38|1|0.70222|0|0|0.6094207429999999|-1995.11813|4.0568|-0.056414399|2.078707411|3|0|14.59730623|-0.036726892|-49.02383532|1669.296604|1.0|1.0|19.0|149.27|8.18e-06|0.0035|-1995.307733|8.2596
galu_a46|0|||0||1|1|1.343828866|||-0.090581301|1.721297609|1|2|6.915480101|-0.03220981|-27.89483984|1081.799989|0.0|1.0|21.0|86.69|0.000102|0.0375||7.2924
11e_a5|1|280.64|571.06|0|0.66478|0|1|1.338814635|-1316.301553|2.8694|-0.07965|0.0|1|2|7.986070113999999|-0.0282210629999999|-34.67724171|1450.77573|0.0|1.0|23.0|66.93|1.9e-05|0.00782|-1316.547103|7.3979
8e_a12|0|236.25|481.04|1|0.38889|1|1|1.283834633|-1177.436953|1.9327|0.0661362779999999|2.197856963|1|1|8.884082475|-0.031094185|-28.78776717|1201.604574|1.0|1.0|21.0|55.1|2.03e-05|0.00744|-1177.619013|6.2306
13d_a6|1|255.64|598.06|0|0.58381|0|1|1.424214188|-1389.188211|14.0012|0.077158715|0.0|1|1|20.96853949|-0.039696112|-51.34295409|1861.908905|1.0|1.0|23.0|95.85|5.42e-06|0.00229|-1389.403308|6.4437
6e_a40|0|419.59|537.07|0|0.67187|1|2|0.604892975|-2831.048968|11.5248|-0.15110197|0.744550501|2|0|10.43262695|-0.04873174|-50.27304895|1588.2884390000002|1.0|1.0|14.0|173.43|2.6e-06|0.00124|-2831.191706|7.7447
12k_a36|1|245.37|530.51|0|0.5249199999999999|0|2|1.297043952|-1310.134752|7.3988|0.096315593|0.0|1|1|11.90012613|-0.037758075|-44.22843899|1720.258086|1.0|0.0|17.0|69.2|2.82e-05|0.0115|-1310.3453949999998|7.8539
4R4l_a46|0|266.65|498.78|0|0.40548|1|1|1.134637095|-1092.544322|2.3035|-0.067419714|0.0|1|1|3.844966512|-0.02989332|-24.94818681|942.0756413|1.0|1.0|17.0|50.94|7.78e-06|0.0027|-1092.75416|6.8633
8b_a31|1|321.36|439.96|0|0.70036|0|1|0.610137861|-1386.734257|5.6001|-0.130371116|0.0|2|0|16.89414614|-0.040792077|-36.1645207|1181.155311|0.0|1.0|16.0|114.29|0.000399|131.0|-1386.852117|5.6576
18c_a30|0|355.78|543.46|0|0.69123|0|2|0.604986846|-1744.28923|8.64|0.011887112|0.0|1|1|13.07260474|-0.042101245|-50.86775696|1916.918155|1.0|0.0|17.0|124.74|5e-05|0.0221|-1744.500825|7.9208
3m_a32|1|346.82|484.34|1|0.7026600000000001|0|1|0.609420748|-1863.337677|8.0755|-0.0370712179999999|2.175099216|3|0|8.029854976000001|-0.027127559|-33.57626169|1082.275864|1.0|1.0|19.0|128.01|1.39e-05|0.00547|-1863.502681|7.6383
4k_a46|0|228.63|500.36|0|0.39943|1|1|1.134637098|-1053.249847|5.7714|-0.104665424|0.0|1|1|3.801175594|-0.0306644389999999|-25.25406274|910.3230822|1.0|0.0|17.0|50.94|1.4800000000000002e-05|0.0049299999999999|-1053.433249|7.0969
17_a15|0|299.04|663.81|0|0.68787|0|0|1.43568899|-1413.624817|7.1743|-0.033968088|0.0|0|2|9.875456386|-0.027065991|-46.86345493|1872.919233|1.0|1.0|24.0|67.35|2.26e-06|0.00099|-1413.897695|7.9208
4p_a46|0|226.26|537.47|0|0.43709|1|1|1.134636977|-1129.4459470000002|5.3996|-0.164311513|0.0|1|0|4.195717966|-0.029978645|-26.78464688|972.4260993|1.0|1.0|17.0|61.84|4.03e-06|0.00144|-1129.65844|6.4672
9n_a24|1|252.31|587.05|0|0.44042|0|0|1.388847168|-1238.917278|4.8123|-0.141205159|0.0|1|2|11.90027964|-0.026905672|-35.50139138|1449.942171|1.0|1.0|23.0|66.93|5.14e-05|0.0198|-1239.1274939999998|7.7212
12q_a30|0|245.16|537.96|0|0.34138|0|2|0.60498366|-1987.847256|6.821000000000001|-0.016509571|0.0|1|1|10.07866809|-0.045799658|-53.67653794|2015.662819|1.0|1.0|17.0|90.88|1.2e-06|0.000579|-1988.033527|7.4449
19k_a38|1|239.03|502.43|0|0.38269|0|2|1.297042875|-1500.680373|12.5022|0.098947776|0.0|1|1|14.76615358|-0.044662847|-51.10918191|2014.5803|0.0|0.0|17.0|124.32|0.0002399999999999|107.0|-1500.8984380000002|7.9666
3h_a32|1|348.74|578.86|1|0.70257|0|0|0.609420752|-1790.5004850000005|5.8749|0.014517903|2.243113495|3|0|6.98327435|-0.027590124|-34.60714056|1071.936307|1.0|1.0|19.0|110.94|7.140000000000001e-07|0.000273|-1790.6908030000002|8.1549
8f_a12|0|297.01|441.97|1|0.59107|0|1|0.609895166|-1481.008909|1.4701|-0.013400998|2.177023629|1|1|7.550959323|-0.03822396|-31.9483307|1140.340995|1.0|1.0|21.0|78.41|5.72e-06|0.00211|-1481.146454|6.1898
6f_a40|0|346.89|507.64|0|0.66642|1|2|0.604893424|-2426.787111|8.7269|-0.122783873|0.737582436|2|0|10.2782635|-0.052228625|-53.89282175|1750.039046|1.0|1.0|14.0|199.45|2.3e-05|0.0105|-2426.972609|7.3768
13i_a6|1|338.12|553.67|0|0.7004600000000001|0|1|1.430639411|-1426.332492|10.1375|0.035242754|0.0|1|1|20.90143854|-0.046433945|-58.20996912|2105.416507|1.0|1.0|23.0|115.15|3.28e-05|14.0|-1426.549926|7.6778
18d_a30|0|247.35|508.7|0|0.4325|0|2|0.6049874|-1674.8453470000002|6.2946|-0.071608958|0.0|1|1|11.29282624|-0.037906966|-41.33339749|1500.807121|1.0|1.0|17.0|81.65|9.71e-06|0.00405|-1675.020297|7.6737
16a_a10|0|221.33|629.65|0|332.0|1|1|1.325756911|-1394.861824|4.6574|-0.085711535|2.009832665|1|2|9.606840334|-0.026063936|-36.90194151|1539.147561|1.0|1.0|21.0|56.07|6.76e-06|0.00297|-1395.158387|7.3279
12ae_a36|1|236.84|615.71|0|0.40141|0|2|0.299253957|-1875.963244|8.9297|0.087069205|0.0|1|1|17.78605328|-0.036430555|-58.64180087|2298.140152|0.0|0.0|17.0|123.75|0.0001889999999999|0.0897|-1876.203168|7.8239
17_a20|1|365.45|543.09|0|0.69839|0|0|1.4012598180000002|-1291.752049|5.3075|0.065447136|1.652760156|1|3|9.857999796|-0.0315649079999999|-35.00871763|1344.679757|0.0|1.0|27.0|91.14|8.35e-06|0.00336|-1291.949041|5.6478
12g_a40|0|308.23|429.31|0|0.67055|1|0|0.604990688|-2172.988604|2.7075|0.167050952|0.726175674|2|0|6.670206427999999|-0.0435406|-27.42361099|858.4065454|1.0|1.0|20.0|78.66|1.62e-06|0.000586|-2173.044757|6.1403
14a_a10|0|222.16|645.26|0|0.34245|1|2|1.3438495730000002|-1489.487381|4.8004|0.027446544|2.070512208|1|2|9.840503082|-0.018970051|-37.18086445|1701.592784|0.0|1.0|21.0|59.31|1.58e-05|0.00743|-1489.655581|7.1308
27a_a34|0|247.91|598.18|0|0.40378|1|1|0.300206665|-1861.534743|13.9023|-0.082271189|0.0|1|1|18.62986903|-0.043345322|-60.54917431|2145.269808|1.0|1.0|23.0|129.74|3.43e-05|0.0159|-1861.741982|6.6198
9g_a40|0|402.84|469.6|0|0.70233|1|0|0.604992427|-1332.369643|5063.0|0.07954859|0.895670535|2|0|11.25704374|-0.031197254|-21.93596333|843.7257374|0.0|0.0|22.0|72.28|0.0008179999999999|247.0|-1332.487689|5.45
22_a4|0|277.43|400.29|0|628.0|1|1|1.399866564|-934.171365|5.4110000000000005|0.004808337|0.0|1|1|5.1432274630000006|-0.036468635|-20.77508795|767.88287|1.0|0.0|17.0|50.94|0.000104|0.0301|-934.2706743999998|7.3279
