molecula|n9FaHRing|Wavelength (max. Transition) (nm)|Approximated area|SaaNH|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|SaasN|pIC50|n5aHRing|AATSC1i|MATS8s|GATS1pe|FNSA3|FPSA3|FNSA1|PNSA4|GeomPetitjeanIndex|GeomRadius|CYP2D6 inhibitor|Num. of Aromatic heavy atoms|Log S (ESOL)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Total Energy (water) (Hartree)|pIC50
8a_a32|1|348.07|566.07|3.217128449|0.4315|-0.2061599999999999|0.0|7.3468|3|-0.1534110109999999|-0.184419911|0.7507116140000001|-0.083474428|0.018321589|0.7490845290000001|-22.37464674|0.480024324|7.420041446|1.0|19.0|-4.99|8.86e-06|4.98|-1880.767206|7.3468
14f_a23|1|213.09|572.35|0.0|0.1699|-0.21743|3.366063739|8.6459|2|-0.199540201|0.070514687|0.71381683|-0.059927056|0.027134452|0.665778294|-21.26277654|0.478733036|8.124287407|0.0|26.0|-5.02|1.3699999999999998e-05|3.23|-1744.452086|8.6459
11a_a5|0|281.57|578.8|2.9781886010000003|0.1838|-0.20429|0.0|7.0915|1|0.006120569|-0.037220974|0.7410766209999999|-0.064565402|0.011860803|0.740865275|-18.73644762|0.466436596|9.740948724|1.0|23.0|-6.4|5.019999999999999e-08|4.83|-1339.8362619999998|7.0915
12s_a30|0|245.81|526.07|0.0|0.1576|-0.20495|0.0|8129.0|1|-0.145315868|0.006789196|0.591758164|-0.090733404|0.019324097|0.790481833|-26.02399668|0.467381416|8.066744794|0.0|17.0|-5.17|3e-05|4.32|-1774.236634|8129.0
47c_a18|0|398.71|790.07|0.0|0.5869|-0.17331|0.0|8.5229|0|-0.320309303|-0.027873485|0.7601847759999999|-0.0715759629999999|0.015864085|0.7489981509999999|-25.88035487|0.489290189|9.566965871|1.0|18.0|-5.09|3.42e-07|7.72|-1664.753129|8.5229
13_a4|0|276.68|429.36|0.0|0.1282|-0.20372|2.050136054|5.3979|1|-0.025714912|-0.215746851|0.6490618429999999|-0.050017793|0.008746805|0.862539527|-13.70920202|0.4289448289999999|5.663493161|0.0|17.0|-4.42|0.00018|3.87|-898.3562912999998|5.3979
6d_a40|0|419.45|511.88|0.0|0.3518|-214.0|1.695192271|8.9208|2|-0.0603134|-0.039077432|0.604211552|-0.115007564|0.017359149|0.86005241|-32.02830281|0.428134701|6.908972922999999|0.0|14.0|-5.15|0.0226|7.98|-2470.82949|8.9208
14a_a3|0|383.1|373.85|0.0|0.4524|-0.19946|0.0|7.5229|1|-0.094863591|0.164994144|0.8255789570000001|-0.091731577|0.0140376889999999|0.7608768779999999|-18.09776067|0.481997259|5.308770254|1.0|21.0|-3.99|4.08e-05|2.44|-1327.513792|7.5229
21_a10|0|208.04|517.44|0.0|0.1489|-0.2226|2.093218896|5.3188|1|-0.03765494|0.057775125|0.68876002|-0.091053776|0.018892889|0.704106635|-23.25880088|0.391384102|8.388036625|1.0|27.0|-5.51|8.68e-07|5.57|-1485.499561|5.3188
1b_a5|0|258.89|388.58|2.881451247|87.0|-0.23055|0.0|7.2291|1|0.045204303|0.122747292|0.558485747|-0.07823203|0.010803163|0.7324812509999999|-15.75970652|0.474445758|6.11909445|1.0|23.0|-4.3|1.58e-06|3.1|-1050.538976|7.2291
4_a4|0|230.37|394.06|0.0|67.0|-0.21831|2.156628874|7.1079|1|-0.078747188|-0.168712277|0.636572383|-0.049768752|0.008570112|0.793717973|-13.17774406|0.398500394|5.326452915|1.0|21.0|-4.57|8.85e-06|3.24|-1029.960398|7.1079
14q_a23|1|340.33|554.59|0.0|0.4943|-0.23013|3.292130907|7.8069|2|-0.033435987|0.067394607|0.7333675390000001|-0.08960718|0.02158178|0.777340899|-27.24379301|0.472004985|8.732265278|0.0|26.0|-4.39|5.03e-05|4.19|-1798.645459|7.8069
8m_a46|0|233.66|489.57|0.0|0.1441|-0.19715|2.126524943|6.6402|1|0.015631887|-0.084989948|0.77612204|-0.0911455|0.007059399|0.8854896870000001|-17.06601365|0.425802465|5.684332261000001|1.0|17.0|-4.56|0.000112|4.12|-1014.126693|6.6402
12b_a32|1|347.27|541.49|3.477905329|0.2865|-0.19976|0.0|7585.0|3|-0.1534110109999999|-0.0533240309999999|0.7507116140000001|-0.081450418|0.016282332|0.60420609|-17.22027667|0.430631506|7.076348793999999|1.0|19.0|-4.43|8.86e-06|4.12|-1880.770588|7585.0
19d_a38|0|230.58|517.77|3.314284769|0.0699|-0.20145|0.0|7.9586|1|-0.128079012|0.111104525|0.730686013|-0.116424545|0.024158903|0.7494816990000001|-28.24584108|0.478151237|7.056031803|0.0|17.0|-3.62|0.000175|4.13|-1500.898316|7.9586
8c_a31|0|322.11|475.72|3.435435563|0.2597|-0.19207|0.0|6.0915|2|-0.09039853|0.006000201|0.87237334|-0.1170607269999999|0.029669107|0.72308253|-21.86561502|0.47508938|6.820988495|1.0|16.0|-3.63|0.0002549999999999|1.83|-1426.166503|6.0915
27_a47|1|251.19|517.82|0.0|0.1839|-0.21594|2.041063341|5.6|1|-0.157688306|0.0436226579999999|0.634406338|-0.0630454209999999|0.016506051|0.700732763|-18.2393594|0.475450742|7.083168776|1.0|21.0|-5.05|6.55e-07|2.97|-1778.1049670000002|5.6
9g_a40|0|402.84|469.6|0.0|0.3563|-0.19005|1.849105962|5.45|2|-0.062672355|-0.384131901|0.665414608|-0.063539055|0.021367335|0.740240206|-16.43578193|0.476386801|8.180261533|1.0|22.0|-3.09|0.000113|3.83|-1332.487689|5.45
11a_a50|1|305.11|437.9|0.0|0.1761|-0.2005299999999999|4.088412042|7.2291|2|-0.277408878|-0.158172459|0.667956827|-0.048213112|0.01848869|0.6543614329999999|-13.43949068|0.463749257|5.965221997|0.0|20.0|-4.16|0.000441|3.05|-1045.978598|7.2291
4e_a46|0|292.1|655.69|0.0|0.3109|-0.21005|2.12386814|6.8125|1|-0.049530834|0.075271624|0.69063113|-0.0835371459999999|0.010671173|0.7951078540000001|-23.48867857|0.4753010039999999|7.906917146|0.0|23.0|-5.41|7.64e-07|8.03|-1884.613031|6.8125
25c_a34|0|294.54|561.29|0.0|0.2239999999999999|-0.2069599999999999|1.958290974|5.7496|1|-0.563411433|0.118901861|0.760055383|-0.088513496|0.043815478|0.537428437|-21.008278|0.4356106729999999|7.484891117|1.0|17.0|-3.28|0.0008289999999999|4.32|-1426.704645|5.7496
SB431542_a8|0|||3.172627551|||1.4114120369999998|4.1019|1|0.089375589|0.229470029|0.7318727540000001|-0.128342313|0.034730361|0.7608280590000001|-29.18257067|0.476091179|7.360028263999999|0.0|23.0|-4.14|6.96e-05|||4.1019
41_a47|1|308.67|471.9|0.0|0.2504|-0.2026099999999999|1.840145925|8.0|1|-0.317014709|0.08640454|0.609110565|-0.061101947|0.018348892|0.653147815|-16.54473457|0.447046066|7.168742909|1.0|21.0|-3.9|1.17e-05|2.41|-1162.492089|8.0
47u_a18|0|397.57|646.45|0.0|0.5849|-0.19109|0.0|5.7055|0|-0.1904128389999999|-0.0112778039999999|0.646724968|-0.090364489|0.02068926|0.721837463|-23.98671253|0.483819806|9.18142206|0.0|18.0|-4.98|2.89e-06|9.34|-1510.182477|5.7055
47n_a18|0|387.11|799.02|0.0|0.5056|-0.18391|0.0|7.1938|0|-0.258092915|-0.09714337|0.711628292|-0.079299822|0.0106152389999999|0.783921929|-26.38541222|0.482565384|10.43689152|1.0|18.0|-5.24|9.44e-08|9.78|-1743.3283440000002|7.1938
16g_a32|1|342.86|639.49|3.363965155|0.2879|-0.19968|0.0|7.9586|3|-0.202656848|-0.026098259|0.762429418|-0.078387439|0.023959586|0.6863323440000001|-24.94161377|0.3972359179999999|9.3963701|1.0|19.0|-5.32|3.04e-06|5.38|-2034.621991|7.9586
8b_a8|0|270.59|488.56|3.191799887|0.1515|-0.19921|1.42474537|5.2941|1|0.079250224|0.097555876|0.726912742|-0.130159955|0.032440348|0.781454722|-29.07602182|0.4835310479999999|7.507665421|0.0|23.0|-4.43|3.04e-05|6.41|-1407.0843|5.2941
14g_a23|1|334.71|583.38|0.0|0.3478|-0.23201|3.0793867980000003|8.0|2|-0.2952674819999999|0.010202051|0.575188253|-0.072819606|0.018341721|0.780315815|-29.55936307|0.461846955|8.788027188|0.0|26.0|-6.0|5.57e-06|5.17|-2042.1835260000005|8.0
21_a4|0|240.17|446.0|0.0|0.1457|-0.19588|2.026698554|6.9172|1|-0.099702401|0.090847781|0.674434042|-0.0571545999999999|0.020173071|0.7231676229999999|-14.54552243|0.401240904|5.961506745|1.0|17.0|-4.19|0.000352|3.31|-973.5683008|6.9172
12a_a5|0|264.55|508.81|2.981252568|0.0296|-0.21228|0.0|7.7212|1|-0.093973419|0.1121034509999999|0.741588813|-0.058605038|0.0081891369999999|0.746785093|-15.99663329|0.457755771|8.741980056000001|1.0|23.0|-4.59|5.660000000000001e-07|2.91|-1202.02622|7.7212
47s_a18|0|385.29|736.36|0.0|0.5203|-0.18109|0.0|6.2104|0|-0.252119673|0.0109557919999999|0.716761234|-0.070258863|0.008446541|0.820470855|-22.79238258|0.4740142|9.811856136|1.0|18.0|-5.45|1.84e-07|8.41|-1534.196027|6.2104
2_a4|0|210.28|333.36|0.0|0.0008|-0.16226|0.0|7.5086|0|0.228655117|0.11821091|0.912872667|-0.117395215|0.006330673|0.843107708|-15.98981578|0.3961813179999999|4.710383035|1.0|12.0|-2.77|0.00374|2.46|-819.9326497000001|7.5086
16_a47|1|279.29|395.28|2.890539668|0.0909|-0.22568|0.0|9.0|1|-0.0574194159999999|-0.113476605|0.57616624|-0.093207587|0.0186711289999999|0.697929921|-17.75645434|0.473257697|6.855429069|1.0|21.0|-4.42|2.3e-06|2.95|-1167.046301|9.0
9_a47|0|215.89|406.35|0.0|0.2208|-0.20488|0.0|7.6|0|-0.045757939|0.046690958|0.689770023|-0.084368438|0.009540986|0.790651977|-19.3171225|0.482896681|5.653392499|1.0|22.0|-5.2|1.17e-06|4.06|-1149.090086|7.6
12u_a30|0|354.21|559.16|0.0|0.1502|-0.20146|0.0|7.4647|1|-0.0857954809999999|-0.055829439|0.711738503|-0.0773921259999999|0.015562896|0.810462868|-25.41792137|0.443167712|7.804487592999999|0.0|17.0|-6.04|7.39e-06|5.08|-2494.962309|7.4647
12az_a36|0|319.03|576.54|3.465535084|0.0146|-0.19846|0.0|7.2366|1|-0.289604649|-0.061924322|0.8350231859999999|-0.071762413|0.034771534|0.583865006|-23.45695404|0.462897841|8.449849817|0.0|17.0|-4.15|7.11e-05|2.68|-1461.990465|7.2366
16b_a23|1|772.92|607.92|0.0|0.3456|-0.21093|3.418247774|7.0191|2|-0.224300431|0.14319927|0.711576167|-0.050637391|0.018614978|0.738977|-23.2745413|0.4870072789999999|9.472884487|0.0|26.0|-5.67|2.26e-05|4.24|-1877.655481|7.0191
16a_a23|1|763.49|555.21|0.0|0.2066|-0.12645|3.411338761|7.4037|2|-0.335065967|0.154144584|0.7199622309999999|-0.041095401|0.021379172|0.585920722|-16.6118386|0.49525751|8.024409307|0.0|20.0|-4.31|0.0023|2.49|-1685.913359|7.4037
18c_a25|0|226.01|547.87|0.0|0.0041|-0.19532|1.959418462|7.0555|1|-0.064145547|0.084188427|0.7357918440000001|-0.048636087|0.009585904|0.7479204509999999|-17.72859578|0.484730247|7.553051762000001|1.0|27.0|-5.6|3.0499999999999995e-08|4.75|-1714.597797|7.0555
7s_a46|0|234.06|446.63|0.0|0.1186|-0.19947|2.117265684|5.7022|1|0.018964141|-0.036284605|0.768056188|-0.096723151|0.008871171|0.8198874559999999|-15.894055599999998|0.433822088|5.565371272|1.0|17.0|-4.24|0.000256|3.54|-974.8067569|5.7022
19_a15|0|297.03|519.04|0.0|0.4895|-0.20742|0.0|7.1427|0|-0.045543362|0.042424078|0.7358168620000001|-0.0946599869999999|0.00527267|0.922135562|-24.47553536|0.405429114|6.10227122|1.0|18.0|-4.39|2.69e-05|7.53|-1523.404372|7.1427
4g_a46|0|280.74|530.39|0.0|0.1294|-0.22587|2.156712018|5.5615|1|-0.121452903|-0.200628401|0.635494818|-0.056893316|0.00801562|0.826861093|-13.96424081|0.448462961|5.8466355000000005|0.0|17.0|-5.38|5.75e-06|4.65|-1493.154666|5.5615
12f_a30|0|245.09|574.31|0.0|0.1596|-0.20422|0.0|7.7144|1|-0.226973911|-0.043091382|0.593245722|-0.090450992|0.01570263|0.815175332|-31.90082427|0.472521727|8.366190175|0.0|17.0|-5.92|3.19e-05|5.52|-1988.032639|7.7144
16_a31|0|338.79|369.73|3.096824452|0.2534|-0.1842|0.0|7.0458|2|-0.09530799|-0.038841601|0.8944757390000001|-0.142079397|0.0374314139999999|0.73080436|-23.60746376|0.427771627|5.521618837|1.0|16.0|-3.6|0.00347|1.7|-1308.242314|7.0458
47g_a18|0|400.4|874.26|0.0|0.5955|-0.17202|0.0|8.0458|0|-0.3927204379999999|-0.009917608|0.745431271|-0.065225536|0.013404131|0.731870777|-24.79003275|0.4913566339999999|10.33698377|1.0|18.0|-5.52|3.27e-07|8.13|-1743.375845|8.0458
2_a27|0|297.87|420.7|0.0|0.3217|-0.21702|3.250529415|7.8861|1|-0.361571905|0.137868605|0.60904903|-0.058444848|0.019809599|0.6684621829999999|-14.73047548|0.4424192289999999|5.312170441|0.0|21.0|-3.7|0.0004599999999999|4.32|-1043.821085|7.8861
32_a47|1|252.79|548.86|0.0|0.2839|-0.20778|1.998170616|7.0|1|-0.157688306|-0.0094137619999999|0.634406338|-0.05770007|0.019295804|0.64116122|-18.77935151|0.44289006|8.656942728999999|1.0|21.0|-5.05|6.55e-07|2.97|-1778.127634|7.0
6b_a40|0|399.62|552.01|0.0|0.4962|-0.21904|1.710647518|7.5229|2|-0.033583055|0.003163118|0.6462648870000001|-0.107699967|0.014588568|0.878140798|-33.22101012|0.442509019|6.976123351|0.0|14.0|-6.18|0.00318|8.98|-3290.775349|7.5229
14z_a23|1|307.5|586.28|0.0|0.2917|-0.23698|3.305974434|8.2941|2|-0.125978901|0.10796308|0.64069202|-0.0582387179999999|0.018337664|0.785604449|-23.63754572|0.474697407|7.834464959|0.0|26.0|-6.13|1.29e-06|4.73|-2549.107748|8.2941
3m_a32|1|346.82|484.34|3.575728458|0.2952|-0.2056599999999999|0.0|7.6383|3|-0.086806406|-0.0067207069999999|0.6672533589999999|-0.084626325|0.013428623|0.674468222|-16.22134838|0.4687361229999999|7.0752395770000005|0.0|19.0|-4.86|1.65e-05|5.1|-1863.502681|7.6383
14u_a23|1|306.82|549.0|0.0|0.0008|-0.21613|3.357982471|8.2449|2|-0.199540201|-0.001778422|0.71381683|-0.055259924|0.0254134689999999|0.702868983|-22.64798452|0.47648509|7.392527755|0.0|26.0|-5.02|1.3699999999999998e-05|3.23|-1744.446261|8.2449
11_a15|0|263.2|568.22|0.0|0.0011|-0.16011|0.0|6.1314|0|-0.272482143|0.0234789439999999|0.796300317|-0.064429158|0.018519054|0.739315684|-23.02940065|0.470042906|6.233494755|1.0|24.0|-6.1|5.7e-07|5.04|-1450.740771|6.1314
8e_a46|0|274.96|457.96|0.0|0.2162|-0.2201|2.161814059|6.3915|1|-0.135984209|-0.241393458|0.668786636|-0.053352779|0.009576086|0.7492419109999999|-11.72015869|0.444693313|5.504080656|1.0|17.0|-4.04|6.57e-05|3.0|-954.9296396|6.3915
AKLKII_a46|0|||2.917217813|||0.0|6.7423|1|-0.066245471|-0.0150769919999999|0.687139108|-0.071827497|0.010384859|0.7721395329999999|-15.74102977|0.47999819|5.83938898|1.0|21.0|-3.58|1.7800000000000002e-05|||6.7423
12aa_a30|0|238.78|605.07|0.0|0.1506|-0.19687|0.0|8.1135|1|-0.207153446|0.024991407|0.794193541|-0.078042288|0.030906491|0.630759573|-23.59814969|0.4659424379999999|8.65813938|0.0|17.0|-5.0|6.720000000000001e-05|3.34|-1804.818818|8.1135
15_a47|1|286.26|419.75|2.9226792460000004|0.0759|-0.2268|0.0|7.8|1|-0.017562097|-0.131424138|0.614613723|-0.084413593|0.016669157|0.711630105|-17.81765281|0.477646539|6.984778596|1.0|21.0|-4.85|1.14e-06|3.33|-1527.4104|7.8
47d_a18|0|398.94|817.06|0.0|0.5820000000000001|-0.17405|0.0|8.0969|0|-0.406388629|-0.002494715|0.741366815|-0.06394156|0.015270278|0.69814381|-23.42233034|0.481311892|9.940531282|1.0|18.0|-5.28|7.790000000000001e-07|8.08|-1704.061013|8.0969
4o_a46|0|286.64|501.08|0.0|0.1598|-0.22909|2.138144369|6.7905|1|-0.028735607|-0.121466731|0.6418406720000001|-0.0648126359999999|0.00972341|0.7510206490000001|-12.01115223|0.460981009|5.527567399|0.0|17.0|-4.87|1.88e-05|3.76|-1070.456878|6.7905
10_a47|0|214.9|426.55|0.0|0.2175|-0.20309|0.0|7.9|0|-0.045289209|-0.138304661|0.6913602740000001|-0.076311525|0.00951788|0.801882632|-18.9212254|0.411647394|6.277122171|1.0|22.0|-5.5|5.110000000000001e-07|4.37|-1188.405988|7.9
12b_a36 (EW-7197)|0|322.25|486.64|3.3685352889999995|0.0197|-0.20546|0.0|8.1549|1|-0.217394466|-0.001567914|0.698414933|-0.081357853|0.021439664|0.746747352|-24.47552312|0.45988432|6.764872303|||||3.41|-1332.180029|8.1549
12_a4|0|255.16|503.28|0.0|0.0464|-0.2312199999999999|2.070952433|5032.0|1|-0.085553511|-0.036425699|0.531333552|-0.070256284|0.01168879|0.717772573|-15.38009964|0.470780296|6.223583758999999|0.0|21.0|-4.33|5.85e-06|6.12|-1617.861623|5032.0
13g_a6|0|207.09|592.49|3.457632039|0.0105|-0.20806|0.0|6.9245|1|-0.215607882|0.095969451|0.789769968|-0.074216821|0.017637229|0.7357333540000001|-22.52633766|0.444443571|7.968172425|1.0|27.0|-5.06|1.15e-08|3.83|-1386.611265|6.9245
14s_a23|1|336.66|528.82|0.0|0.3669|-0.22933|3.336763335|8.5482|2|-0.13187015|0.096014944|0.659570836|-0.055037441|0.019970955|0.7748161659999999|-21.9751589|0.470919749|7.548546899|0.0|26.0|-5.55|4.55e-06|4.1|-2089.521231|8.5482
8_a15|0|279.58|538.51|0.0|0.0155|-0.18303|0.0|6.9666|0|-0.295062413|0.0937475619999999|0.8105478740000001|-0.071552706|0.0336657729999999|0.519427411|-16.91650111|0.389723411|6.093505548|1.0|18.0|-4.81|9.86e-06|3.36|-1223.704913|6.9666
18c_a22|0|219.25|583.88|0.0|0.0817|-0.22365|1.804590026|7585.0|1|-0.143402172|-0.032031791|0.6922232890000001|-0.057956428|0.019843706|0.682690024|-19.94201893|0.4777430589999999|7.332936064|1.0|27.0|-5.1|1.58e-07|3.5|-1783.562578|7585.0
15_a3|0|206.37|398.12|0.0|0.0173|-0.22079|0.0|7.6021|0|-0.039798975|-0.103599654|0.911346861|-0.092342351|0.007901554|0.850327497|-19.28005913|0.461565365|5.371119692000001|1.0|16.0|-3.02|0.000535|2.33|-1328.688126|7.6021
12f_a31|0|323.68|665.22|3.4780522210000004|0.2664|-0.19211|0.0|6.8861|2|-0.205011573|-0.021938988|0.7730604259999999|-0.097676974|0.027617942|0.686882955|-23.56842919|0.482666192|9.859605078|1.0|16.0|-4.63|4.06e-06|5.39|-1696.785527|6.8861
12x_a30|0|355.95|558.65|0.0|0.1517|-0.19876|0.0|7.6556|1|-0.0922059569999999|-0.062251445|0.803183654|-0.071909912|0.014757946|0.824674971|-23.12752311|0.4490846539999999|7.794822643|0.0|17.0|-5.46|1.76e-05|4.45|-1654.40976|7.6556
13a_a5|0|267.87|567.51|2.931642415|0.1992|-0.22898|0.0|7041.0|1|-0.0569177229999999|-0.048584084|0.720100768|-0.08903048|0.016739606|0.598791539|-18.01047283|0.460877309|8.571729592999999|1.0|23.0|-3.74|5.02e-07|3.81|-1313.167422|7041.0
14ab_a23|1|338.88|595.23|0.0|0.3893|-0.21924|3.4171257980000003|8.4012|2|-0.13397874|-0.085303124|0.693959193|-0.051974369|0.017974612|0.797837067|-21.67516705|0.4695727329999999|7.83369055|0.0|26.0|-5.55|3.07e-06|4.1|-1708.563399|8.4012
20_a47|1|311.45|426.08|0.0|0.2807|-0.22734|1.1934608|8.6|1|-0.297094867|-0.069674604|0.59534794|-0.083811055|0.023587109|0.595234209|-17.90996366|0.4642647929999999|7.022502229|1.0|21.0|-4.08|1.86e-05|4.08|-1335.742176|8.6
12d_a40|0|282.05|435.41|0.0|115.0|-0.19369|1.753432382|7.7212|2|0.224167029|-0.0065648919999999|0.6948809659999999|-0.095675903|0.01171131|0.844283549|-20.59374436|0.470893531|7.877041626|0.0|20.0|-5.58|5.2e-05|4.14|-2153.197255|7.7212
7_a27|0|300.9|505.5|0.0|0.4179|-0.2162099999999999|3.330197625|9.0|1|-0.323631281|0.147753647|0.62067794|-0.060745542|0.015099075|0.763564713|-16.87088515|0.466714317|6.446345598|0.0|21.0|-4.28|8.4e-05|5.37|-1122.455548|9.0
3t_a32|1|349.38|575.45|3.4477303|0.2906|-0.20246|0.0|8.0458|3|-0.122301673|0.0466380209999999|0.687253845|-0.080203824|0.014242899|0.684474482|-17.03304802|0.481726305|8.107111779|1.0|19.0|-4.93|3.91e-06|5.5|-1864.708995|8.0458
14_a1|0|323.35|464.08|3.3674017380000003|0.3497|-0.19322|0.0|7.0269|1|-0.033765606|-0.08530265|0.795744863|-0.12658238|0.033047776|0.753357398|-27.42423067|0.47517581|7.46120838|1.0|23.0|-4.25|7.81e-06|4.57|-1292.588129|7.0269
11_a4|0|252.67|479.99|0.0|0.0403|-0.2146699999999999|2.159635561|6.9586|1|-0.046906237|-0.163623353|0.647727179|-0.054262142|0.009336075|0.7560913159999999|-13.65094004|0.480360734|6.850305797000001|1.0|21.0|-4.97|3.31e-06|3.2|-1467.463842|6.9586
24_a20|0|232.2|551.25|0.0|0.0108|-0.22435|1.959359883|6.4976|1|-0.060582944|0.070857143|0.607038752|-0.061437722|0.012814211|0.771032243|-17.13019562|0.457794721|6.852820269|1.0|27.0|-4.93|1.94e-07|3.74|-1291.896802|6.4976
12ap_a36|0|252.39|553.28|3.4417292610000003|0.3982|-0.21788|0.0|7.4949|1|-0.175397741|-0.025198947|0.8212311840000001|-0.082622504|0.0217479329999999|0.737851886|-24.58703954|0.464588|8.766216204|0.0|17.0|-3.95|8.97e-05|2.98|-1325.199863|7.4949
4_a38 (LY-2157299)|0|266.68|449.44|0.0|0.06|-0.22|2.0959524330000003|7.1586|1|0.0481706809999999|-0.041794304|0.6848692759999999|-0.092570349|0.01243241|0.7861170609999999|-18.48863993|0.487041509|6.54753874|1.0|21.0|-3.99|2.75e-05|3.95|-1198.683473|7.1586
16f_a32|1|341.82|603.12|3.354832924|0.2931|-0.2|0.0|8041.0|3|-0.211019184|0.085125293|0.761506727|-0.08168632|0.024434011|0.69473708|-24.61529877|0.384656622|8.79158776|1.0|19.0|-4.97|7.26e-06|4.99|-1995.307736|8041.0
1g_a5|0|259.26|448.93|2.942391606|0.0504|-0.20972|0.0|6.9393|1|-0.0178558139999999|0.030722968|0.717355058|-0.070108797|0.020418692|0.61393343|-14.59051668|0.4713154089999999|7.312498266|1.0|23.0|-4.2|2.36e-06|2.61|-1065.846194|6.9393
12e_a36|0|323.18|507.03|3.490984269|0.0006|-0.20151|0.0|7.8539|1|-0.1763783589999999|-0.010494913|0.856274847|-0.07049439|0.019063245|0.7610764190000001|-23.02695694|0.466721981|6.767371321000001|0.0|17.0|-4.3|4.270000000000001e-05|3.48|-1272.2668210000002|7.8539
8h_a8|0|258.25|480.09|2.975382653|272.0|-0.21819|1.241306689|4.9359|1|0.254819201|0.111824921|0.56916135|-0.122706004|0.0111998669999999|0.918315905|-28.69532281|0.451435543|7.453557203|0.0|23.0|-5.0|4.43e-06|7.71|-1361.651799|4.9359
18a_a25|0|225.57|556.26|0.0|0.0027|-0.21323|1.875390684|7.0269|1|-0.06333068|-0.039007784|0.7291583840000001|-0.055926422|0.0095281269999999|0.817072039|-20.53845469|0.493301255|7.39539242|1.0|27.0|-5.77|7.28e-08|4.51|-1675.274716|7.0269
1k_a5|0|262.56|398.63|2.9020229360000003|0.1239|-0.22504|0.0|7.3188|1|0.045204303|-0.011552666|0.558485747|-0.078995018|0.010892351|0.724954458|-15.40795854|0.48165588|6.710535795|1.0|23.0|-4.3|1.58e-06|3.1|-1050.548505|7.3188
14b_a3|0|403.54|368.39|0.0|0.2276|-0.19618|0.0|6.4202|1|-0.094863591|-0.133815639|0.8255789570000001|-0.090994113|0.012828558|0.766915433|-17.83445545|0.487615651|4.989782639|1.0|21.0|-3.99|4.08e-05|2.22|-1327.514377|6.4202
16a_a10|0|221.33|629.65|0.0|0.0841|-0.20697|2.041062372|7.3279|1|-0.254024476|-0.068377262|0.72613292|-0.052574986|0.013872737|0.7270593190000001|-18.049219|0.4629532229999999|8.531706024|1.0|21.0|-5.17|1.4e-06|3.46|-1395.158387|7.3279
27b_a34|0|257.4|577.39|0.0|0.0252|-0.20649|2.013418486|6.1871|1|-0.322091086|0.00102838|0.770240631|-0.08757938|0.031021066|0.712312759|-24.553278|0.4072752529999999|9.124440695|1.0|23.0|-4.96|2.67e-06|4.33|-1350.055377|6.1871
11c_a31|0|321.61|512.9|3.336985072|0.2627|-0.19526|0.0|6.8861|2|-0.16065803|0.013528742|0.787929678|-0.138002689|0.034256743|0.676089232|-24.864808|0.47997061|7.259183801|0.0|16.0|-3.98|0.000537|4.47|-1559.3980869999998|6.8861
7f_a10|0|214.67|426.07|0.0|0.0191|-0.2175699999999999|1.924772416|6.8508|1|-0.172751862|-0.009545801|0.5209683970000001|-0.064238302|0.00797443|0.8217865520000001|-20.30728086|0.402568457|6.115784565|0.0|21.0|-5.6|3.03e-06|4.93|-1442.216293|6.8508
1_a6 (SB-431542)|0|324.5|464.07|3.3674017380000003|0.3346|-193.0|0.0|5.8119|1|-0.033765606|-0.08530265|0.795744863|-0.126408788|0.033020439|0.7531996609999999|-27.46300805|0.472445176|7.523839331|1.0|23.0|-4.25|7.81e-06|4.57|-1292.588032|5.8119
15_a4|0|275.22|396.58|0.0|0.0969999999999999|-0.2091199999999999|1.956386054|6757.0|1|-0.038707204|0.095534883|0.509447294|-0.062151785|0.010893057|0.8438913020000001|-14.73400655|0.437696617|5.459799482|0.0|17.0|-4.28|0.000235|3.8|-958.270023|6757.0
12a_a50|1|304.01|394.52|0.0|0.1807|-0.20172|4.075037557|7.1249|2|-0.291865836|-0.030758487|0.660148928|-0.05075501|0.021013336|0.575218972|-12.00673599|0.469674946|5.116970861|1.0|20.0|-3.84|0.00101|2.47|-1006.659456|7.1249
12af_a36|0|236.83|589.48|3.448611715|0.0035|-0.19246|0.0|7.8239|1|-0.213993335|-0.062279009|0.817582774|-0.082549457|0.021921402|0.6702409189999999|-24.41279506|0.448767097|8.59579222|0.0|17.0|-3.64|5.18e-05|4.5|-1440.982935|7.8239
3c_a12|0|311.14|399.38|0.0|0.1193|-0.22035|0.0|7699.0|1|-0.211367878|-0.0461654159999999|0.859899236|-0.071719601|0.013219706|0.7055242159999999|-17.19277136|0.427357986|6.231995392999999|1.0|17.0|-4.0|5.3200000000000006e-05|2.56|-1327.498519|7699.0
12bf_a36|0|236.98|517.66|3.31325137|0.4006|-0.2139|0.0|8.2218|1|-0.250781298|-0.0480253509999999|0.632625562|-0.090461753|0.0217611939999999|0.7054709690000001|-24.14405495|0.474826911|7.546900716000001|0.0|17.0|-4.32|3.17e-05|3.66|-1431.413697|8.2218
18_a10|0|214.93|504.61|0.0|0.1637|-0.20692|2.142254323|6.8861|1|-0.143149563|0.048377088|0.6886547670000001|-0.0575419659999999|0.019095409|0.641615544|-15.79795381|0.4670293179999999|7.204851347999999|1.0|21.0|-4.77|5.44e-06|2.65|-1336.433782|6.8861
