molecula|SddssS|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nAHRing|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|GATS1are|BIC2|SIC2|RASA|FNSA3|FNSA5|FPSA3|PNSA3|PPSA3|RPSA|WNSA5|WPSA3|RPCS|FNSA1|WNSA3|DPSA3|GeomPetitjeanIndex|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Veber filter|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|pIC50|pIC50
14aa_a23|0.0|1|1|0.0|2|7.423568444|0|0|0.066582026|-0.005050361|5.351858133|-0.026892547|2|0.046678487|0.031136154|-0.287870566|-0.029037128|10.313217300000002|-0.044957534|2|0.012103325|0.055934795|-0.074579388|0.725358161|0.75434493|0.8072028240000001|0.924108042|-0.052155763|-0.076107469|0.018016316|-35.51947393|12.26959478|0.075891958|-35.2984572|8.355923226|83.27171526|0.796659447|-24.18971469|47.78906871|0.4930525229999999|2263.821505|-14.65218978|0.203340553|8.000512184|15.78173785|6651.23042|138.4803717|-776.5660584|0.013786041|1431.335599|733.3886349999999|9.388663605|0.0|0.0|1.0|1.0|3.68|0.12|26.0|-8.16|4.4|4.63|105.02|0.0|5.0|4.0|439.54|0.0|0.0|-5.55|5.9e-07|0.000259|4.31|0.0|3.07e-06|-0.0708299999999999|3.5934|4.1|3.5934|-1708.5422620000002|715.57|1231.11|0.4157|0.6805899999999999|0.6805899999999999|0.4157|-0.21573|0.02033777|8451.0|8451.0
7g_a8|0.0|0|0|0.0|1|7.535296702|1|1|-0.092384028|-0.01002363|5.4161004020000005|-0.067360394|0|0.0448526079999999|-0.030968098|-0.481134236|-0.027838247|10.9431888|-0.027717137|1|0.0002620309999999|-0.065174707|0.021974492|0.627990269|0.7363841520000001|0.79995525|0.699376143|-0.107714754|-0.1122315669999999|0.031841955|-64.55562181|19.08352484|0.300623857|-40.31185423|11.43714084|56.75323443|0.806738465|-38.68948451|83.63914665|0.470618047|2079.55195|-16.4912131|0.193261535|7.588498875|14.3346384|6293.364606|115.825531|-725.6133762000001|0.018613449|1500.768277|509.2753308|11.15541466|1.0|0.0|1.0|1.0|3.32|0.04|23.0|-7.91|4.94|4.66|80.04|0.0|3.0|5.0|399.37|0.0|1.0|-5.44|1.67e-06|0.000667|4.38|0.0|4.92e-06|-0.06621|3.7874|6.26|3.7874|-1374.4533210000002|620.67|1053.9|0.5165|0.62073|0.62073|0.5165|-0.22129|0.03974865|4.6772|4.6772
7e_a8|0.0|0|0|0.0|1|7.05012252|0|0|-0.150447714|-0.006027596|4.844187086|-0.052939815|0|0.043758865|-0.03633378|-0.289324602|-0.11032771|10.94332434|-0.0446343779999999|1|0.002669179|-0.075638618|0.034227147|0.5897105770000001|0.732001738|0.790500031|0.8291560379999999|-0.08608941|-0.0886889709999999|0.0215993429999999|-51.4880895|12.91806855|0.170843962|-31.72369068|7.725998682999999|63.5628736|0.776001552|-30.79383811|64.40615805|0.4742828629999999|2032.501296|-13.39444718|0.223998448|7.70387217|14.654025199999998|5808.479788000001|133.9683023|-602.7501229|0.018708212|1298.726412|519.5762494|11.18895001|1.0|0.0|0.0|1.0|3.38|0.04|23.0|-8.29|5.16|4.94|70.81|0.0|4.0|4.0|385.39|0.0|1.0|-5.41|1.78e-06|0.000686|4.54|0.0|1.95e-06|-0.0697|3.8142|6.32|3.2363|-1300.467069|622.23|1060.05|0.3461|0.6998300000000001|0.70177|0.1522|-0.2054699999999999|0.02845071|4.4547|4.4547
14c_a23|0.0|1|1|0.0|2|7.423568444|0|0|0.06596946|-0.005822256|5.351858133|-0.024758731|2|0.043538647|0.04174584|-0.296935034|-0.047853455|10.31321813|-0.047410593|2|0.009263715|0.077009731|-0.071484865|0.722187957|0.793551289|0.857184548|0.922935039|-0.0567889659999999|-0.0800086929999999|0.018842596|-37.73933093|12.52192141|0.077064961|-35.33439343|8.321492112|81.41541733|0.7834075309999999|-25.07982076|50.26125234|0.459622824|2379.221378|-15.0359121|0.2165924689999999|7.832948614|14.49533577|6755.962581999999|143.9373772|-706.6878684999999|0.016385474|1357.40568|633.3278634|10.88903141|0.0|0.0|0.0|1.0|3.6|0.05|26.0|-7.99|4.0|4.67|105.02|0.0|5.0|4.0|445.93|0.0|0.0|-5.55|7.49e-07|0.000334|4.21|0.0|4.55e-06|-0.0795299999999999|3.7031|4.1|3.7031|-2089.501598|693.64|1177.63|356.0|0.56781|0.56781|356.0|-0.23096|0.02236136|8.6253|8.6253
9_a15|0.0|0|0|0.0|0|0.0|0|0|-0.217598467|-0.009923019|0.0|-0.042227775|1|0.04022792|0.096418279|-0.506073953|0.05688176|10.95880687|0.005692073|0|0.003160815|0.140072812|-0.203104439|0.85357243|0.7059441040000001|0.742680335|0.846156316|-0.073701648|-0.11668349|0.032464905|-41.10356167|18.10574464|0.153843684|-36.29225274|10.09761131|54.69975317|0.51257747|-22.92354152|59.20930631|0.4517825079999999|1689.926339|-8.88789863|0.48742253|5.485176331|10.00547485|5375.400861|271.83655510000006|-435.5070329|0.03598612|1523.4682269999998|532.0914339999999|20.06953345|1.0|1.0|0.0|1.0|3.37|0.19|18.0|-7.57|3.9|4.95|61.84|0.0|7.0|5.0|366.41|1.0|1.0|-4.81|5.63e-06|0.00206|4.24|0.0|9.86e-06|-0.0258899999999999|4.3447|3.36|3.7487|-1223.687392|588.55|1042.17|0.2693|0.6512399999999999|0.70552|0.0115|-0.1824|0.01773342|6.9706|6.9706
26_a20|0.0|0|0|0.0|1|6.842683282|0|0|-0.000846851|-0.00578453|4.727387819|-0.104520106|2|0.0396875|0.1516835819999999|-0.3297182369999999|-0.054222344|10.93106273|-0.033102079|1|0.003149352|0.249416844|0.0346782989999999|0.7071284179999999|0.7541508029999999|0.8096894440000001|0.79337253|-0.0862808009999999|-0.082729415|0.012753218|-58.21621279|8.604974082|0.20662747|-37.66339899|5.806030949|80.47551422|0.7848887259999999|-39.28020352|66.82118688|0.472355054|2534.075607|-14.92323356|0.215111274|7.598632688999999|14.40103379|6221.067002000001|145.1419493|-790.9313788|0.014879363|1493.485239|712.1606951|10.03954725|1.0|1.0|1.0|1.0|3.07|0.08|27.0|-9.18|4.5|4.62|86.69|0.0|5.0|4.0|419.48|0.0|1.0|-5.02|7.27e-06|0.00305|3.63|0.0|2.780000000000001e-07|-0.05097|4.8421|4.97|3.8894|-1352.277633|715.27|1211.34|0.2081|0.50878|0.68167|0.0814|-0.21226|0.03774288|6.8827|6.8827
47j_a18|0.0|0|0|0.0|0|7.03438793|1|1|0.070097424|-0.007807275|4.844187086|-0.068902246|0|0.033563218|-0.048528478|-0.569931053|-0.006923502|10.94702285|0.0033281|0|0.002317206|-0.073551529|-0.218974385|0.783538352|0.7444236670000001|0.77844379|0.80651845|-0.073041469|-0.094744194|0.015967126|-56.816779|12.42035127|0.19348155|-57.32800549|9.661420661|99.50526447|0.764425062|-44.19607713|69.23713027|0.481373558|2064.803327|-20.47428768|0.235574938|9.597380968|18.50538303|7316.123159000001|183.246715|-1433.2001369999998|0.016220875|2410.265089|1081.726154|12.6177344|1.0|1.0|1.0|3.0|0.0|0.28|18.0|-8.79|2.43|2.82|97.76|1.0|11.0|4.0|499.6|0.0|0.0|-5.14|1.49e-06|0.000743|4.07|0.0|8.159999999999999e-07|-0.04423|3.1054|8.09|3.1054|-1625.413107|839.37|1459.55|0.5439|0.6983600000000001|0.6983600000000001|0.5439|-0.17273|0.03246539|7.4559|7.4559
12q_a36|0.0|0|0|0.0|0|7.412764017000001|2|2|-0.0543475329999999|-0.00761082|5.351858133|-0.043678703|2|0.042804233|0.068040097|-0.410984299|-0.0651906459999999|10.9598352|-0.0433009009999999|1|0.0010871589999999|0.1161527719999999|-0.103922055|0.8941919290000001|0.828371596|0.8839272779999999|0.82911927|-0.07607684|-0.1060430969999999|0.018562763|-49.18227989|12.00048565|0.17088073|-44.31949385|7.758093617|0.0|0.768692389|-31.79544084|61.18276554|0.486620426|2380.245597|-15.95501778|0.231307611|7.546533709|14.69971555|6040.52496|149.536123|-797.7508892000001|0.017949083|1605.308562|629.5017194000001|11.60375275|1.0|0.0|1.0|2.0|0.0|0.14|17.0|-7.18|3.35|2.54|69.2|0.0|5.0|4.0|415.88|1.0|1.0|-4.59|3.64e-05|0.0151|3.31|0.0|2.77e-05|-0.05602|5.2375|3.79|3.8653|-1692.5102989999998|683.51|1148.35|0.4239|0.39919|0.6863199999999999|0.3419|-0.2126199999999999|0.03415678|8.2218|8.2218
9d_a31|0.0|0|0|0.0|0|7.765993078999999|1|1|0.036844743|-0.012442213|5.733341277|-0.043220149|0|0.0359583329999999|-0.057650507|-0.696763933|-0.0938310919999999|10.31169788|-0.021171445|2|0.000127275|-0.091744753|-0.134504227|0.8066174070000001|0.8343242820000001|0.873955169|0.6943358040000001|-0.098210975|-0.11958484|0.029032453|-66.96024848|19.79432796|0.305664196|-55.58917047|13.49577391|560.5224416|0.6636195229999999|-45.65350116|86.75457645|0.457506946|1932.363213|-15.732784099999998|0.336380477|9.436176796|17.39409698|5748.743284|229.34422830000003|-833.8375571|0.023927395|1842.914835|647.1500428999999|16.31369927|1.0|1.0|1.0|2.0|3.35|0.38|16.0|-7.63|6.04|4.09|117.37|0.0|9.0|5.0|412.51|0.0|1.0|-4.39|2.48e-06|0.0010199999999999|3.46|0.0|9.69e-06|-0.03457|3.8478|5.0|3.8478|-1657.428165|727.27|1202.79|0.2611|0.7006899999999999|0.7006899999999999|0.2611|-0.19426|0.04331056|6.2218|6.2218
11g_a5|0.0|0|0|0.0|1|7.139660336|0|0|-0.204002571|-0.004593347|5.209486153|0.009272269|2|0.020943152|-0.083337229|-0.252634073|-0.137618073|10.94877951|-0.007175378|2|0.006964153|-0.14133011|-0.137739838|0.777565622|0.814159231|0.8737292720000001|0.837943738|-0.067247149|-0.076326887|0.023215707|-44.19305139|15.25675|0.1620562619999999|-32.96383785|10.02633335|0.0|0.543581314|-29.04250676|59.4498014|0.485790997|935.4227938|-10.98794595|0.456418686|9.342496899|18.16867625|5817.569415|299.94631180000005|-560.3852433999999|0.03204398|1568.70782|648.1198739|21.05845771|1.0|1.0|1.0|1.0|2.34|0.08|28.0|-9.04|4.17|4.48|81.51|0.0|7.0|5.0|408.46|0.0|0.0|-4.31|7.65e-05|0.0312|2.75|0.0|3.770000000000001e-07|-0.04322|4.5106|2.3|4.2083|-1330.144218|693.48|1180.25|0.4609|0.56924|0.63081|0.2403|-0.2146199999999999|0.04557484|7.5229|7.5229
14d_a23|0.0|1|1|0.0|2|7.423568444|0|0|0.058368697|-0.005343003|5.351858133|-0.026530366|2|0.043538647|0.03253552|-0.288522152|-0.019307114|10.313217800000002|-0.054430189|2|0.01180744|0.059486662|-0.074441567|0.725800261|0.772008792|0.829764975|0.921694462|-0.053736319|-0.078282292|0.018596017|-35.40917327|12.25371621|0.078305538|-33.99063559|8.074501042|83.40396369|0.790346608|-23.33262837|47.66288948|0.454495683|2261.37838|-14.27606695|0.209653392|7.832720777|14.358677900000002|6459.554383|138.1496441|-713.8033475|0.015037275|1370.607518|666.0036144999999|9.908707432|0.0|0.0|1.0|1.0|3.62|0.09|26.0|-7.78|3.88|4.33|105.02|0.0|5.0|4.0|425.51|0.0|0.0|-5.25|1.43e-06|0.000608|3.94|0.0|7.03e-06|-0.0725799999999999|3688.0|3.79|8.1555|-1669.224874|696.21|1186.17|0.3807|8.1555|8.1555|336.18|-0.22152|0.02083626|8.4001|8.4001
9_a10|0.0|0|0|0.0|1|7.535296702|1|1|-0.096384071|-0.004530817|5.4161004020000005|-0.032199235|2|0.03590535|-0.048732912|-0.285441469|-0.1189611519999999|10.92721632|-0.1048161059999999|1|0.007847998|-0.079150788|-0.1475423119999999|0.7141481129999999|0.791322552|0.837889476|0.8694452140000001|-0.057690053|-0.084348428|0.013842683|-40.90513782|9.815155744|0.130554786|-42.40634438|6.959437141|59.95939417|0.73129178|-29.00379197|50.72029356|0.45291714|2284.568215|-14.37503199|0.26870822|8.765421221|16.02210901|6606.83687|190.5275895|-848.1268877|0.015893979|1635.660698|816.3832816|11.26962754|1.0|1.0|1.0|1.0|3.2|0.23|21.0|-7.93|3.69|3.68|75.94|0.0|7.0|5.0|438.52|1.0|0.0|-4.44|5.920000000000001e-05|0.0259|2.97|0.0|5.14e-06|-0.06118|5.5668|4.51|3.7309|-1410.005954|740.24|1278.57|0.4138|0.2242|0.68962|0.0041|-0.21163|0.03583924|6.7144|6.7144
16j_a32|0.0|1|1|-0.082980188|0|7.765993078999999|0|0|0.175152442|-0.0139074189999999|5.733341277|-0.086195934|0|0.046788618|-0.0667943999999999|-0.778815477|-0.135618491|10.31100263|0.021997616|3|-0.00030659|-0.11512706|-0.117577419|0.79965447|0.798237393|0.839271289|0.8259884120000001|-0.07651119|-0.106897203|0.023266265|-54.71915795|16.63953228|0.174011588|-54.6758122|11.90023573|45.81893652|0.699790508|-39.13396528|71.35869023|0.442735754|3448.428146|-17.53752467|0.3002094919999999|7.357962381|13.20372234|6507.757122|214.7033741|-929.4888072999998|0.021655546|1857.212797|701.9321161|15.48758085|1.0|0.0|1.0|2.0|3.38|0.33|19.0|-7.77|6.49|5.24|149.27|1.0|8.0|5.0|441.57|0.0|0.0|-5.41|3.56e-08|1.57e-05|4.59|0.0|7.5e-06|-0.05016|3629.0|5.5|3629.0|-2034.593521|729.78|1225.27|0.2907|0.70207|0.70207|0.2907|-0.2002799999999999|0.0283671|8.0315|8.0315
9a_a40|0.0|0|0|0.0|1|7.515889085|0|0|-0.028285975|-0.003680068|5.4161004020000005|-0.020455825|0|0.0397333329999999|0.168990628|-0.136162501|0.157704751|10.31197235|-0.1720337089999999|2|0.011966382|0.291102625|0.009844552|0.624889926|0.690568477|0.749764251|0.937600185|-0.060029933|-0.072887601|0.011033601|-29.02567082|5.334966331|0.062399815|-17.0405052|2.579562688|51.49564873|0.868476591|-14.03449109|34.36063715|0.493941591|336.39741360000005|-7.51786994|0.131523409|6.749223592000001|13.33684703|3991.317015|63.59419322|-255.607578|0.008714375|608.6970611|323.79254|4.213574358|1.0|0.0|0.0|0.0|3.28|0.06|20.0|-6.4|4.58|4.43|58.43|0.0|2.0|2.0|291.37|1.0|1.0|-5.08|3.24e-06|0.000944|4.54|0.0|0.000117|-0.06495|4.7066|4.07|3.3192|-1217.9449|515.96|847.69|0.4746|0.47831|0.69958|0.3483|-0.20303|0.01109672|6.6696|6.6696
16a_a23|0.0|1|1|0.0|2|7.423568444|1|1|-0.0147904689999999|-0.0054940769999999|5.351858133|-0.013055633|3|0.046283951|0.062601621|-0.302174246|-0.088255625|10.31321796|-0.071458049|2|0.01226642|0.115499047|-0.181609054|0.765869487|0.8323974470000001|0.890165467|0.934837094|-0.041095401|-0.07288672|0.021379172|-26.53751114|13.80568132|0.0651629059999999|-30.39361398|8.915071155|91.92609822|0.585920722|-17.13669862|40.34319246|0.49525751|1801.957216|-10.72715788|0.414079278|8.024409307|15.89802615|6552.801739|267.3932664|-547.0850515999999|0.02809646|1445.935835|668.3493171|18.14339594|1.0|0.0|1.0|1.0|0.0|0.14|20.0|-5.27|2.03|2.52|108.26|0.0|5.0|4.0|427.5|0.0|0.0|-4.31|2.6e-05|0.0111|2.66|0.0|0.0023|-0.0502|1.6239|2.49|1.6239|-1685.8794469999998|670.04|1172.0|0.2066|0.96307|0.96307|0.2066|-0.12645|0.03391189|7.4037|7.4037
1a_a18 (SB-431542)|0.0|0|0|0.0|0|7.423568444|1|1|0.043282217|-0.015636898|5.351858133|-0.175408303|1|0.035620155|0.1008839219999999|-0.766207981|-0.029658865|10.94959842|-0.0492229479999999|1|-0.008385698|0.164429684|-0.020716495|0.838928085|0.7462411859999999|0.805877431|0.5940412860000001|-0.126408788|-0.122555709|0.033020439|-74.98172333|19.58668728|0.405958714|-43.12110169|11.61820782|105.3125675|0.7531996609999999|-44.47680367|94.56841061|0.472443977|1890.195809|-16.29019397|0.2468003389999999|7.52384981|14.26170773|5748.422847|146.3942108|-733.0587287000001|0.02438148|1640.78056|513.4628663999999|14.4623285|1.0|1.0|1.0|2.0|2.35|0.05|23.0|-7.69|4.04|3.63|103.12|0.0|4.0|5.0|384.39|0.0|1.0|-4.25|3.03e-05|0.0116|2.7|0.0|7.81e-06|-0.05971|3.8208|4.57|3295.0|-1292.553086|620.23|1048.7|0.5767|0.55409|0.69868|0.3347|-193.0|0.03494548|6.9031|6.9031
14ae_a23|0.0|1|1|0.0|2|7.423568444|0|0|-0.033049777|-0.007539122|5.351858133|-0.029948314|2|0.042903564|0.026913008|-0.4448081789999999|-0.0174992419999999|10.31321689|0.0289586779999999|2|0.009675528|0.047563299|-0.143336826|0.7763406840000001|0.7830067820000001|0.8356326820000001|0.872362051|-0.065169397|-0.087074783|0.03467374|-46.69131269|24.84237243|0.127637949|-44.69687612|17.79858399|110.5716332|0.53040766|-33.45249142|71.53368511|0.479058976|2575.36078|-13.81539807|0.46959234|8.123993885|15.59484379|7308.981869|336.444465|-759.846894|0.034488074|1999.511567|770.8206617000001|24.70935041|0.0|0.0|1.0|1.0|3.76|0.12|26.0|-7.6|3.48|4.03|123.48|0.0|7.0|6.0|471.53|0.0|0.0|-5.08|1.6e-06|0.000753|3.52|0.0|1.17e-05|-0.07122|3.6036|2.99|3.6036|-1858.952529|751.57|1285.52|0.3205|0.58144|0.58144|0.3205|-0.21659|0.01449323|8.6038|8.6038
8d_a8|0.0|0|0|0.0|1|7.05012252|0|0|-0.12349902|-0.0111144189999999|4.844187086|-0.155313194|1|0.042323232|0.071729931|-0.633521883|-0.077977198|10.94649761|-0.117111249|1|-0.001038264|0.111668404|0.016471091|0.76211539|0.757805416|0.804372443|0.6932924890000001|-0.1072746469999999|-0.103150936|0.028038295|-69.95878302|18.28507531|0.306707511|-43.86958028|11.92454747|92.49576602|0.675359878|-45.62337399|88.24385833|0.483207744|2093.380666|-16.2479927|0.324640122|7.507839835|14.52777156|6596.888351|211.7129122|-877.3916055999999|0.029166961|1992.108851|682.0472537|19.02113117|0.0|0.0|1.0|2.0|2.92|0.12|23.0|-7.62|3.93|3.32|112.23|0.0|6.0|5.0|430.46|0.0|0.0|-4.47|1.24e-05|0.00533|2.89|0.0|1.03e-05|-0.0600299999999999|4.6765|6.22|3.2963|-1447.559429|690.78|1185.65|0.3|0.62361|0.70165|0.1879|-0.19757|0.03604461|4.7303|4.7303
6a_a31|0.0|0|0|0.0|0|7.703007682000001|1|1|0.038376178|-0.01694403|5.6869753560000005|-0.181987023|0|0.0357275129999999|0.08881108|-0.779425376|-0.0225412779999999|10.31170939|-0.026103465|2|-0.010591881|0.1533239019999999|0.0006473469999999|0.848282918|0.784022685|0.848080284|0.57216168|-0.132158278|-0.126430958|0.034212524|-77.60012959|20.08876284|0.42783832|-43.59027182|11.79563339|98.49408082|0.6927462990000001|-45.56491046|97.68889243|0.478330896|1671.917893|-15.56795422|0.307253701|7.516549303|14.408653400000002|5908.282843|180.411907|-653.8540772999999|0.031153284|1607.453976|479.200937|18.29245122|1.0|1.0|1.0|2.0|2.51|0.05|22.0|-6.96|4.68|3.69|131.36|0.0|4.0|5.0|390.42|0.0|1.0|-4.34|6.09e-06|0.00238|2.8|0.0|4.3200000000000007e-05|-0.05563|3.5428|4.03|3.5428|-1613.295461|607.79|1028.95|0.6404|0.70416|0.70416|0.6404|-0.19843|0.04606915|5.9586|5.9586
13p_a6|0.0|0|0|0.0|0|6.842683282|0|0|0.024837222|-0.010395243|4.727387819|-0.1144898999999999|2|0.042959184|0.072850973|-0.634109842|-0.014153926|10.95053423|-0.072853186|1|-0.005708558|0.123575608|-0.068532678|0.865935935|0.784414352|0.837659336|0.7265205579999999|-0.099405155|-0.107371897|0.01730144|-70.52421289|12.27472016|0.273479442|-54.04422654|8.708451561|107.5669533|0.76005742|-50.03427239|82.79893305|0.412828992|3833.042283|-18.9628865|0.23994258|8.760340755|14.91957306|6590.216479|170.2302215|-1080.8845310000002|0.018322293|2004.488446|794.5462391|12.99897644|1.0|1.0|1.0|3.0|2.34|0.12|27.0|-10.06|4.58|4.01|122.47|0.0|7.0|5.0|449.51|0.0|1.0|-4.55|8.11e-06|0.00365|2.86|0.0|3.92e-08|-0.0746|4.7973|4.73|2.9837|-1463.0432449999998|752.82|1283.98|0.4132|0.47508|0.7056600000000001|0.0029|-0.1971099999999999|0.03807447|7.0362|7.0362
47l_a18|0.0|0|0|0.0|0|7.03438793|1|1|0.0340353029999999|-0.006400878|4.844187086|-0.0603838109999999|0|0.035308642|-0.0057783619999999|-0.428858819|-0.010426981|10.94702063|-0.056270425|0|0.000787517|-0.008768679|-0.103458566|0.7452092359999999|0.7435044540000001|0.781148177|0.803473313|-0.08034939|-0.083884237|0.009199889|-57.15119372|6.543729374|0.196526687|-42.43906517|4.654446622|51.44279524|0.796109347|-40.65070014|63.6949231|0.4897655489999999|1427.032023|-15.91464944|0.203890653|9.423637134|18.46922943|6572.90106|145.02405359999997|-1018.537564|0.012890098|1798.711882|931.8364349|9.168513486|1.0|1.0|1.0|3.0|0.0|0.25|18.0|-9.37|3.69|3.19|85.29|0.0|9.0|3.0|454.56|0.0|0.0|-4.84|5.44e-06|0.00247|3.78|0.0|1.93e-07|-0.0520399999999999|3.2026|7.71|3.2026|-1455.5497369999998|764.74|1334.6|0.5019|0.69291|0.69291|0.5019|-0.18344|0.02606651|7.4949|7.4949
10_a3|0.0|0|0|0.0|0|6.823286122000001|0|0|0.190318474|-0.010609861|4.727387819|-0.1152010919999999|3|0.034166667|0.017396832|-0.381954986|0.018484177|10.31162304|0.043342516|1|-0.005959152|0.033279122|-0.0495219879999999|0.8947911009999999|0.743072638|0.8136572320000001|0.747406318|-0.1007256719999999|-0.0989320009999999|0.014615264|-46.64544572|6.768239856|0.252593682|-21.21655855|3.134330682|80.37219813|0.7066293240000001|-21.60122201|53.41368558|0.41220272|1361.86525|-7.715112198|0.293370676|5.031169383|8.559361451000001|4600.496436|135.8581743|-254.5987025|0.023470578|778.0284121000001|311.6695405|10.86908195|0.0|1.0|1.0|1.0|1.78|0.0|21.0|-6.51|3.79|3.41|105.82|0.0|2.0|4.0|305.36|0.0|1.0|-3.84|5.07e-05|0.0155|2.43|0.0|9.35e-05|-0.06238|5375.0|1.64|3.4217|-1288.150029|498.67|830.63|0.2124|0.41894|0.68995|0.0463|-0.21249|0.04080931|5.1|5.1
6b_a31|0.0|0|0|0.0|0|7.773594467000001|1|1|0.052690797|-0.016070861|5.733341277|-0.178758575|0|0.037803618|0.11647286|-0.787472195|-0.032090772|10.31169819|-0.053655833|2|-0.008439437|0.1978523089999999|-0.002840672|0.838789705|0.78240875|0.841537966|0.627853074|-0.12081047|-0.1284626569999999|0.032992761|-73.70779766|20.12924648|0.372146926|-47.81835367|12.28107483|101.4993391|0.7459204140000001|-44.96993859|93.83704414|0.4807018779999999|2063.736075|-17.0020813|0.254079586|7.513612533|14.46878435|6099.567787|155.0167518|-765.0936586|0.024142162|1681.1762649999998|536.6368656000001|14.72939894|1.0|1.0|1.0|2.0|2.73|0.1|22.0|-7.33|5.19|4.0|131.36|0.0|4.0|5.0|404.44|0.0|1.0|-4.66|2.34e-06|0.000947|3.2|0.0|1.89e-05|-0.05835|3.2949|4.61|3.2949|-1652.635711|637.06|1077.19|0.4967|0.7013199999999999|0.7013199999999999|0.4967|-0.1918|0.03623358|7.2676|7.2676
7_a4|0.0|0|0|0.0|1|7.535296702|1|1|-0.237954652|-0.001729561|5.4161004020000005|-0.003297033|2|0.037694444|-0.07290303|-0.076100699|-0.125778587|10.92992954|0.04206117|1|0.008242591|-0.162314698|-0.042220092|0.527072036|0.8046449179999999|0.87010589|0.825830607|-0.0650223009999999|-0.071288428|0.01470626|-32.72992462|7.402610584|0.174169393|-18.06277106|3.726212114|79.08210981|0.7179916670000001|-16.47508541|40.13253521|0.437317462|1915.566579|-6.773539148999999|0.282008333|5.512905888|9.797542165|5022.496714|141.9530115|-270.9415659|0.016800137|749.6759227000001|407.1471338|8.456594282000001|1.0|1.0|1.0|0.0|2.7|0.15|21.0|-7.46|4.42|4.67|43.6|0.0|2.0|4.0|330.36|1.0|1.0|-4.41|0.000156|0.0514|3.22|0.0|1.15e-05|-0.05217|4.0379|2.91|4.0379|-1089.847072|538.92|915.46|0.0697|0.59702|0.59702|0.0697|-0.2219199999999999|0.02317758|6821.0|6821.0
21_a10|0.0|0|0|0.0|1|7.535296702|1|1|0.036507898|-0.009308076|5.4161004020000005|-0.085463279|2|0.035818182|-0.032405474|-0.549176498|-0.023060773|10.92966143|-0.003554514|1|0.002099681|-0.051564917|-0.0236638829999999|0.7135035209999999|0.7620337359999999|0.81962595|0.7747854129999999|-0.091053776|-0.084654798|0.018892889|-64.32920271|13.34776629|0.225214587|-42.25440548|9.430154402|74.3822498|0.704106635|-45.44837698|77.676969|0.391384102|2701.142106|-16.4322688|0.295893365|8.388036625|13.78215169|7048.414464|209.0477207|-887.342515|0.022638817|1783.785559|746.5727327999999|15.99425187|1.0|1.0|1.0|1.0|3.17|0.11|27.0|-8.71|4.47|5.6|90.13|0.0|5.0|6.0|448.47|0.0|0.0|-5.51|1.69e-06|0.0007599999999999|4.17|0.0|8.68e-07|-0.06082|5.9596|5.57|3.8599|-1485.461532|716.1|1225.01|0.2574|0.4226399999999999|0.68165|0.1489|-0.2226|0.03802869|5.3188|5.3188
10_a4|0.0|0|0|0.0|1|7.535296702|1|1|-0.180140166|-0.002959121|5.4161004020000005|0.005483539|2|0.038699764|0.00941601|-0.159792527|-0.122141977|10.92992762|-0.090413559|1|0.011142889|0.014917047|-0.083887216|0.6990620390000001|0.810105167|0.861225169|0.921653019|-0.051015897|-0.079432495|0.014582852|-29.52653193|8.440134933|0.078346981|-26.60798798|4.884907049|64.26218096|0.744529685|-17.08910641|37.96666686|0.4858700179999999|2064.276654|-9.046715915|0.255470315|5.759414166|11.20225306|5598.949417|147.85886159999998|-452.3357957|0.014040792|1049.716502|594.7358385|8.126406226|1.0|1.0|1.0|0.0|3.38|0.26|21.0|-8.07|4.93|4.81|52.83|0.0|4.0|4.0|370.45|1.0|1.0|-4.85|2.21e-05|0.00818|3.85|0.0|3.15e-06|-0.04689|4.9674|3.34|3.6465|-1183.790554|619.99|1083.65|0.1792|0.4662|0.7038399999999999|0.0176|-0.2025|0.02232068|7.0555|7.0555
