molecula|SddssS|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nAHRing|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|GATS1are|BIC2|SIC2|RASA|FNSA3|FNSA5|FPSA3|PNSA3|PPSA3|RPSA|WNSA5|WPSA3|RPCS|FNSA1|WNSA3|DPSA3|GeomPetitjeanIndex|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Veber filter|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|pIC50|pIC50
12q_a30|0.0|0|0|-4.76444841|0|7.412764017000001|2|2|0.144208934|-0.015322396|5.351858133|-0.27228842|2|0.0438779959999999|-0.016509571|-0.873376576|0.004165554|10.31162828|-0.021542639|1|-0.004395528|-0.0483777279999999|-0.077457998|0.613786308|0.816138015|0.867367115|0.845745827|-0.087348134|-0.115589613|0.014790072|-59.52322773|10.07866809|0.154254173|-53.67653794|6.868090132000001|0.732186841|0.820640722|-40.56199584|69.60189582|0.473741611|2844.418547|-21.2680622|0.179359278|7.346842839|13.96052394|7990.060758|122.2240555|-1127.2072970000002|0.016579022|2015.662819|696.6414817000001|11.29774462|1.0|0.0|1.0|1.0|0.0|0.17|17.0|-7.18|4.43|4.78|90.88|0.0|7.0|8.0|482.48|0.0|0.0|-5.92|1.99e-07|9.63e-05|5.05|0.0|3.19e-05|-0.05105|5.0573|5.52|3.4834|-1987.999444|713.16|1214.92|0.1817|0.34138|0.68516|0.1515|-0.19897|0.03408298|7.4449|7.4449
33_a47|0.0|1|1|0.0|1|6.823286122000001|0|0|-0.229935275|-0.004263267|4.727387819|-0.085712613|3|0.034691358|-0.11544858|-0.183320497|-0.033554816|10.98214099|0.0741098479999999|1|0.003634698|-0.26447859|-0.147591116|0.63155995|0.82821379|0.8913954909999999|0.8197001309999999|-0.060080724|-0.083739854|0.022346992|-32.1568697|11.96072985|0.1802998689999999|-23.98884914|6.401714296000001|0.0|0.57681348|-17.2112484|44.11759955|0.4607629339999999|787.797733|-7.79637597|0.42318652|6.979305126|12.94292541|4889.09585|226.5011607|-311.85503880000005|0.029580684|1010.133461|388.178924|15.83240237|0.0|1.0|1.0|1.0|2.76|0.11|21.0|-7.08|2.96|4.04|68.52|0.0|3.0|5.0|334.35|1.0|1.0|-3.72|0.000546|183.0|2.19|0.0|2.79e-05|-0.05462|4.1869|2.06|4.1869|-1123.135036|566.29|934.34|0.2566|0.67508|0.67508|0.2566|-0.21447|0.02924367|8.4|8.4
16f_a32|0.0|1|1|0.0|0|7.765993078999999|0|0|0.1767304639999999|-0.014558301|5.733341277|-0.054907428|0|0.039958333|0.008658653|-0.77158995|-0.081644236|10.31100265|-0.000291262|3|-0.001202032|0.0151704889999999|-0.120440534|0.801401734|0.852938445|0.899839182|0.8072754790000001|-0.08168632|-0.111152081|0.024434011|-56.53102601|16.90955989|0.192724521|-53.23443736|11.7022626|47.24868477|0.69473708|-39.12230215|73.4405859|0.384656622|3414.006186|-17.03501995|0.30526292|8.79158776|14.28728752|6235.040893|211.2572338|-851.7509977|0.022983292|1771.554986|636.0251562999999|15.90558963|1.0|1.0|1.0|2.0|3.4|0.3|19.0|-7.77|6.42|4.99|149.27|1.0|9.0|5.0|427.54|0.0|1.0|-4.97|1.12e-07|4.79e-05|4.11|0.0|7.26e-06|-0.04997|3.6272|4.99|3.6272|-1995.278839|722.06|1191.55|0.2931|0.70204|0.70204|0.2931|-0.2|0.02889673|8041.0|8041.0
10_a47|0.0|0|0|0.0|0|0.0|0|0|-0.003570214|-0.008013899|0.0|-0.166367455|2|0.042276423|-0.169242585|-0.384667159|0.0814897|10.93671036|0.007193585|0|-0.0065562469999999|-0.349569106|-0.021926603|0.7027461220000001|0.754096463|0.8077565520000001|0.841070966|-0.076311525|-0.0936757959999999|0.00951788|-40.80144983|5.088920549|0.158929034|-26.77924406|2.720890925|0.0|0.801882632|-21.81529334|45.89037038|0.411647394|1567.859561|-10.11660331|0.198117368|6.277122171|10.66897998|5482.319019|105.9273263|-455.247149|0.014051737|1061.820157|498.0016816|7.51303623|1.0|1.0|1.0|2.0|2.97|0.09|22.0|-8.85|5.12|5.92|58.04|0.0|3.0|4.0|359.4|0.0|1.0|-5.5|1.77e-06|0.000638|4.8|0.0|5.110000000000001e-07|-0.0486399999999999|5.7693|4.37|3.7236|-1188.3744|579.86|997.16|231.0|0.53909|0.69212|0.2175|-0.20309|0.03158831|7.9|7.9
3g_a32|0.0|1|1|-0.047725143|0|7.78113851|0|0|0.015803466|-0.006258272|5.733341277|-0.072619634|0|0.05052381|-0.058985916|-0.2816222539999999|-0.1154223269999999|10.31100273|-0.125170068|3|0.002565215|-0.105402305|-0.074808287|0.833981748|0.755211939|0.802214256|0.887695945|-0.070213101|-0.098311343|0.0119962889999999|-38.9071564|6.647498326|0.112304055|-30.18744099|3.683575459|0.0|0.8007401590000001|-21.55960626|45.55465473|0.447358137|1886.244271|-9.343731735|0.199259841|5.917878616|10.70834299|5058.622432|110.4157723|-392.4367329|0.01096673|884.4366022|475.3634141|6.076989555|1.0|0.0|1.0|1.0|3.44|0.28|19.0|-7.29|7.02|5.42|110.94|0.0|3.0|3.0|354.49|0.0|1.0|-5.59|8.12e-08|2.88e-05|5.02|0.0|1.8e-05|-0.0535|3.5456|4.13|3.5456|-1712.036238|593.24|998.86|0.2859|0.70275|0.70275|0.2859|-0.20065|0.02384763|7.8539|7.8539
34_a20|0.0|0|0|0.0|1|6.842683282|0|0|0.0305860929999999|-0.0057643419999999|4.727387819|-0.104520106|2|0.0396875|0.199191385|-0.328567476|-0.046356705|10.93244905|-0.054458882|1|0.003149352|0.327535029|0.0346782989999999|0.7071284179999999|0.74801464|0.80310139|0.7966571459999999|-0.0851907119999999|-0.085459595|0.0130295999999999|-57.31821177|8.766605631000001|0.203342854|-38.68669181|5.898367836|80.66541842|0.776414086|-38.56497154|66.0848174|0.462785432|2319.742032|-14.59875162|0.223585914|7.940146766|14.7802149|6211.26199|150.43359099999998|-773.7338361000001|0.01491516|1481.145765|712.1606951|10.03525243|1.0|1.0|1.0|1.0|2.92|0.08|27.0|-9.18|4.5|4.62|86.69|0.0|5.0|4.0|419.48|0.0|1.0|-5.02|7.27e-06|0.00305|3.63|0.0|2.780000000000001e-07|-0.05181|5.4132|4.97|3.8699|-1352.2836220000002|711.19|1205.64|0.4388|0.38519|0.68845|0.0766|-0.21284|0.03558836|7.2147|7.2147
47p_a18|0.0|0|0|0.0|0|7.03438793|1|1|-0.001819106|-0.005394244|4.844187086|-0.04760181|0|0.037575758|0.025217016|-0.3775970529999999|-0.015960677|10.94701988|-0.049428094|0|0.003537135|0.037961877|-0.1736074389999999|0.72025564|0.726294118|0.7611910209999999|0.832954548|-0.06909945|-0.082580968|0.007989903|-51.14496913|5.913843751|0.1670454519999999|-45.24146169|4.377217987|48.48855261|0.818459442|-37.85569728|57.05881288|0.488811071|1367.4309119999998|-16.88114242|0.181540558|9.923659881|19.41290064|6726.61969|134.3699001|-1131.036542|0.01090303|1867.029344|1011.163774|8.070036862|1.0|1.0|1.0|2.0|0.0|0.28|18.0|-9.03|3.65|3.34|76.5|0.0|9.0|3.0|468.59|1.0|0.0|-5.27|2.13e-06|0.000998|4.35|0.0|4.38e-07|-0.05628|3.2036|7.98|3.2036|-1493.731375|795.43|1391.71|595.0|0.6937800000000001|0.6937800000000001|595.0|-0.18746|0.02843634|7.1938|7.1938
17a_a25|0.0|0|0|0.0|1|6.842683282|0|0|0.0055894319999999|-0.004137083|4.727387819|-0.036457743|2|0.043274232|-0.017081614|-0.248224991|-0.0688716509999999|10.93106298|0.006360768|1|0.006423059|-0.02776212|-0.047099434|0.6741827509999999|0.748718056|0.8005589320000001|0.874586929|-0.06234901|-0.079378741|0.012665055|-44.46905084|9.033070252|0.125413071|-40.379488|6.442637379|80.30332825|0.755980502|-31.71656603|53.50212109|0.468791604|2432.071525|-15.142307999999998|0.244019498|8.996672966|16.93624014|6250.571217000001|174.0415044|-847.969248|0.015373381|1572.683056|781.7487682|10.96472369|1.0|1.0|1.0|1.0|3.47|0.11|27.0|-9.98|4.83|5.31|72.7|0.0|7.0|4.0|433.5|0.0|1.0|-5.13|7.5e-06|0.00325|3.9|0.0|4.54e-08|-0.05255|5.2683|6.04|3.9347|-1391.588873|747.06|1271.9|0.4076|0.35172|0.6722|0.1735|-0.21559|0.0362293|7.6021|7.6021
47o_a18|0.0|0|0|0.0|0|7.03438793|1|1|0.052875948|-0.006476544|4.844187086|-0.055408687|0|0.037484277|-0.006238734|-0.4339284229999999|0.011121222|10.94702017|-0.038296569|0|0.000787517|-0.009467295|-0.103458566|0.7452092359999999|0.7435044540000001|0.781148177|0.806872998|-0.077288013|-0.088436375|0.008692675|-56.13142962|6.313168526|0.193127002|-46.6464782|4.585021184|82.54478365|0.872753077|-40.76618466|62.44459815|0.493146875|1393.529823|-18.22128055|0.127246923|9.808930716|19.35260972|6462.6049570000005|92.41474142|-1166.161955|0.008265369|1839.812293|931.8364349|6.002832126|1.0|1.0|1.0|3.0|0.0|0.25|18.0|-9.37|3.69|3.0|85.29|0.0|9.0|3.0|454.56|0.0|1.0|-5.08|2.19e-06|0.000996|4.16|0.0|1.93e-07|-0.0502|3.22|7.62|3.22|-1455.547304|783.22|1352.29|0.5065|0.69248|0.69248|0.5065|-0.18223|0.02736851|7.3279|7.3279
8c_a31|0.0|0|0|0.0|0|7.765993078999999|1|1|-0.012583838|-0.01275867|5.733341277|-0.104377029|0|0.03995098|-0.106461724|-0.574140137|-0.1903992189999999|10.31169969|-0.1029580369999999|2|-0.004832959|-0.178276512|-0.053983462|0.922486359|0.847752299|0.896193695|0.626072761|-0.1170607269999999|-0.128067781|0.029669107|-64.57121646|16.3656112|0.3739272389999999|-38.96685783|9.027343766|477.2277896000001|0.72308253|-35.61776956|80.93682766|0.47508938|1678.6836239999998|-12.06117028|0.27691747|6.820988495|12.99457133|4835.748065|152.7489054|-506.5691518|0.021986076|1270.056726|423.1367008|12.12761708|1.0|1.0|1.0|2.0|2.9|0.29|16.0|-6.13|4.89|3.13|114.29|0.0|5.0|5.0|342.42|0.0|1.0|-3.63|3.79e-05|13.0|2.38|0.0|0.0002549999999999|-0.03222|3.8492|1.83|3.8492|-1426.129055|595.67|981.89|0.2597|0.7005|0.7005|0.2597|-0.19207|0.03744829|6.0915|6.0915
10_a32|0.0|1|1|0.0|0|7.765993078999999|0|0|0.153272514|-0.016404762|5.733341277|-0.087497559|0|0.03995614|-0.020186906|-0.771023817|-0.028431775|10.31100271|-0.047619048|3|-0.00369116|-0.03673326|-0.1260956869999999|0.809370315|0.8607827790000001|0.915639476|0.7622839570000001|-0.088310158|-0.1223816869999999|0.02575778|-54.55170955|15.91131724|0.237716043|-46.69945835|9.828875607|52.24660367|0.6946347429999999|-33.69815077|70.46302679|0.449853016|2980.525719|-14.85891856|0.305365257|7.079344111|12.86809583|5842.926058|188.6328503|-653.7924168|0.025106509|1523.651605|513.9156315|15.50900878|1.0|0.0|1.0|2.0|3.12|0.22|19.0|-6.99|5.64|4.21|149.27|1.0|7.0|5.0|399.49|0.0|1.0|-4.41|9.17e-07|0.000366|3.23|0.0|4.13e-05|-0.05434|3.6441|4.12|3.6441|-1916.631761|654.7|1086.09|0.2983|0.70228|0.70228|0.2983|-0.2052199999999999|0.03701539|8.1427|8.1427
13_a12|0.0|0|0|0.0|0|0.0|0|0|0.202052156|-0.0069874069999999|0.0|-0.0619247109999999|2|0.037948718|-0.21832579|-0.272508888|-0.083760082|10.96083169|0.021322992|0|0.002279068|-0.362308767|-0.169387652|0.845823047|0.6809340620000001|0.7300173240000001|0.90006391|-0.058167326|-0.092483398|0.008188151|-28.51381164|4.01385817|0.09993609|-22.2236882|1.96760628|66.2289548|0.8829921740000001|-13.97756285|32.52766981|0.466560112|664.9830294|-8.408963103|0.117007826|6.06407675|11.36787272|3647.657976|57.35761558|-311.13163480000003|0.0074597119999999|718.8050825|327.9594923|3.656774794|1.0|1.0|0.0|1.0|2.64|0.12|18.0|-7.14|3.63|3.9|50.7|0.0|3.0|3.0|276.34|1.0|1.0|-4.2|5.520000000000001e-05|0.0152|3.51|0.0|2.01e-05|-0.04445|4.5363|3.83|3.9329|-876.3370809|532.86|867.79|0.6528|0.6622399999999999|0.64974|0.0155|-0.20903|0.0290811829999999|7.0315|7.0315
1b_a5|0.0|0|0|0.0|0|6.605297921|0|0|-0.250420203|-0.00279809|4.59511985|-0.061874543|2|0.0248765429999999|-0.095857885|-0.111923619|0.001241264|10.94890233|-0.028797464|1|0.003708988|-0.220946861|0.019611905|0.567806811|0.759794937|0.827319059|0.808828623|-0.07823203|-0.077221824|0.010803163|-39.38248661|5.438378717999999|0.191171377|-19.56938257|2.737713392|0.769931305|0.7324812509999999|-19.82538668|44.82086533|0.474445758|919.9167129|-7.933533473|0.267518749|6.11909445|11.64312636|4577.125071|134.6705884|-293.5407385|0.019229427|796.0738116|357.34245360000006|9.680212283|1.0|1.0|1.0|1.0|1.81|0.0|23.0|-8.3|4.88|4.76|54.46|0.0|3.0|4.0|316.33|1.0|1.0|-4.3|0.000106|0.0336|3.16|0.0|1.58e-06|-0.04135|4789.0|3.1|4.6481|-1050.506509|536.59|892.61|0.3101|0.5153800000000001|0.43728|87.0|-0.23055|0.03246637|7.2291|7.2291
4a_a46|0.0|0|0|0.210988875|1|7.825245291|1|1|-0.214093513|-0.001042349|5.587248657999999|-0.008364558|2|0.0473245609999999|-0.137420119|-0.051075084|-0.11172225|10.96352058|-0.0466186959999999|1|0.0120924389999999|-0.216904465|-0.082000707|0.679741138|0.764741337|0.8075680409999999|0.923958017|-0.05488948|-0.067863141|0.00935578|-28.50561609|4.858713991|0.076041983|-18.30276019|2.523263761|55.05332552|0.742626378|-14.80375017|33.36433008|0.4289963579999999|1427.844961|-5.968291366|0.2573736219999999|5.613813876|9.831485239|4481.754309|133.66119809999998|-274.5414028|0.011380391|711.8625758999999|480.9500663|5.910149982|1.0|1.0|1.0|0.0|2.8|0.35|17.0|-6.82|4.18|4.46|43.6|0.0|2.0|3.0|318.42|1.0|1.0|-4.31|0.000117|0.0372|3.34|0.0|4.86e-05|-0.02921|4.5454|3.4|4.5454|-994.2146342|560.87|967.0|0.1694|0.6893600000000001|0.6893600000000001|0.1694|-0.21988|0.022810825|6.7423|6.7423
4n_a46|0.0|0|0|0.126268818|1|7.825245291|1|1|-0.061148449|-0.004696854|5.587248657999999|-0.036492128|0|0.045335917|-0.2264394139999999|-0.234842682|-0.144852516|10.94021058|-0.064683066|1|0.0042595609999999|-0.349865095|0.070558373|0.741742667|0.722331115|0.7681452190000001|0.903145407|-0.103381106|-0.085838139|0.008424451|-56.80797266|4.629240193|0.096854593|-25.91889741|2.543769935|0.0|0.863203663|-31.21601103|61.43721285|0.428896538|2116.313581|-9.374920341|0.136796337|5.666371466|9.921794991|4955.374473|75.1696593|-440.621256|0.0077084869999999|928.9322794|525.8291956999999|4.235817757|1.0|0.0|1.0|1.0|2.84|0.27|17.0|-6.67|4.33|4.94|61.84|0.0|2.0|3.0|343.42|1.0|1.0|-5.1|3.75e-06|0.00129|4.41|0.0|7.340000000000001e-05|-0.04044|5.7448|4.57|3953.0|-1090.302556|578.83|1011.66|253.0|0.41625|0.7025|0.0711|-0.20685|0.04131598|5.2845|5.2845
8a_a8|0.0|0|0|0.0|1|7.535296702|1|1|-0.021925912|-0.014658222|5.4161004020000005|-0.1950388569999999|1|0.040243056|0.027531877|-0.732911106|0.010118884|10.94671414|-0.0298924089999999|1|-0.005306541|0.044579097|0.055198015|0.76592324|0.762577159|0.8220300859999999|0.550829475|-0.131795179|-0.118763303|0.034374791|-78.93428863|20.58762475|0.449170525|-42.60049244|12.33026525|84.91322996|0.76420633|-47.27503672|99.52191337|0.481294455|1746.6927010000002|-17.59585557|0.23579367|7.533378788999999|14.52342059|6193.891189|141.2206861|-809.4093564|0.025786572|1768.444416|529.053307|15.44399996|0.0|0.0|1.0|2.0|2.64|0.05|23.0|-6.76|3.13|2.72|112.23|0.0|4.0|5.0|400.39|0.0|0.0|-4.14|3.99e-05|16.0|2.4|0.0|6.96e-05|-0.06922|4.6017|6.1|3.1039|-1367.744724|620.68|1061.5|0.2035|0.4927399999999999|0.7036899999999999|0.1729|-0.19937|0.03213899|4.9454|4.9454
20_a47|0.0|1|1|0.0|1|6.86171134|0|0|0.055662511|-0.011237762|4.727387819|-0.161476442|2|0.039520202|0.031814023|-0.505699304|-0.052370531|10.95058273|0.071506228|1|-0.006342241|0.087325054|-0.108236785|0.61847122|0.7962508290000001|0.8575369009999999|0.6888286020000001|-0.083811055|-0.092005493|0.023587109|-45.68149289|12.85623208|0.311171398|-27.33327788|7.00733184|49.00609086|0.595234209|-24.89884887|58.53772498|0.4642647929999999|1219.306754|-9.761884958|0.404765791|7.022502229|13.10815891|5896.060936|220.6189341|-409.9991682|0.034758191|1263.735287|428.5826478|18.94506718|0.0|1.0|1.0|2.0|2.96|0.05|21.0|-7.31|2.56|4.54|84.73|0.0|5.0|6.0|380.35|0.0|1.0|-4.08|8.72e-05|0.0332|2.63|0.0|1.86e-05|-0.06357|3.9808|4.08|3.9808|-1335.708279|557.84|964.94|0.2807|0.68219|0.68219|0.2807|-0.22734|0.03389691|8.6|8.6
6_a15|0.0|0|0|0.0|0|0.0|0|0|-0.199979249|-0.00951284|0.0|-0.048804012|1|0.042926829|0.106485923|-0.513693384|0.011857945|10.95880677|-0.009025163|0|0.003942615|0.153430865|-0.195267558|0.8511056929999999|0.691316481|0.7248900659999999|0.859308431|-0.07051817|-0.123000073|0.02948637|-41.14459066|17.20414198|0.140691569|-41.87249058|10.03794313|55.65697829|0.581974721|-24.00625743|58.34873264|0.3902945579999999|1971.005637|-10.46812265|0.4180252789999999|6.110075236|10.02135591|5589.043165|243.9013805|-544.3423775|0.029449813|1603.08412|592.4420375|17.18281248|1.0|1.0|0.0|1.0|4.03|0.23|18.0|-7.95|4.43|5.26|61.84|0.0|7.0|5.0|380.44|1.0|1.0|-5.14|2.16e-06|0.000823|4.64|0.0|4.3e-06|-0.02419|4.3423|3.94|3.7696|-1263.0072300000002|612.22|1092.02|0.2616|0.65191|0.70554|0.0113|-0.18133|0.01711539|7.4559|7.4559
18d_a30|0.0|0|0|0.0|0|7.412764017000001|2|2|0.041146136|-0.0072724869999999|5.351858133|-0.064217094|2|0.040899471|-0.071608958|-0.385441836|-0.053728319|10.31163881|-0.087019298|1|0.002064369|-0.159104532|-0.0541804029999999|0.669561738|0.815003426|0.870930234|0.803280262|-0.07812727|-0.103191184|0.017843227|-49.44608411|11.29282624|0.196719738|-41.33339749|7.147133584|0.0|0.783284395|-31.29400567|60.73891035|0.443774287|2894.162522|-15.18369704|0.216715605|7.063141946|12.69833771|6367.958933|137.15746130000002|-744.0011548|0.016577694|1500.807121|618.6004214|10.49188139|1.0|0.0|1.0|1.0|0.0|0.14|17.0|-6.9|4.25|3.18|81.65|0.0|5.0|5.0|416.47|0.0|0.0|-5.01|4.12e-06|0.00171|3.97|0.0|5.260000000000001e-05|-0.05506|5.0125|4.07|3.4682|-1674.987709|669.66|1129.46|0.3856|0.4325|0.69017|0.3788|-0.19673|0.03258724|7.6737|7.6737
8b_a32|0.0|1|1|0.0|0|7.765993078999999|0|0|0.113639567|-0.009362305|5.733341277|-0.057200812|0|0.03995614|-0.008128765|-0.458752924|-0.024375676|10.31100269|-0.0684566009999999|3|-0.001662219|-0.014634534|-0.0852122769999999|0.788133615|0.845443342|0.8966299409999999|0.788218098|-0.0850068559999999|-0.108971309|0.016711528|-53.36442734|10.49093175|0.211781902|-42.94454179|6.585851946|68.21751748|0.669149204|-33.50038167|63.85535908|0.458155153|2275.886421|-12.13650094|0.330850796|8.10555784|14.95918599|5619.400983|207.6969342|-558.2790432999999|0.021225152|1329.016762|557.1050635|13.32443194|1.0|1.0|1.0|2.0|3.04|0.26|19.0|-7.65|6.49|4.19|140.04|1.0|7.0|4.0|397.52|0.0|1.0|-4.39|1.47e-06|0.000583|3.22|0.0|8.86e-06|-0.05404|3.5442|4.22|3.5442|-1880.735397|671.54|1114.24|0.2943|0.70285|0.70285|0.2943|-0.20121|0.03602276|7.9208|7.9208
8_a20 (IN-1130)|0.0|0|0|0.0|0|6.842683282|0|0|0.063195236|-0.009430196|4.727387819|-0.124997065|2|0.0396875|0.1728459339999999|-0.528090969|-0.019554464|10.94899447|-0.0574882679999999|1|-0.004654742|0.293415753|-0.049177437|0.811128636|0.760688473|0.817914963|0.7274271309999999|-0.09623672|-0.097790028|0.0158089389999999|-63.72828772|10.46873389|0.272572869|-42.88223811|6.93243166|89.35267123|0.7481063720000001|-42.20109173|74.19702161|0.4824986429999999|1829.419484|-15.66851008|0.251893628|8.005662608|15.46983888|6291.586155|166.8048285|-814.7625241000001|0.018957805|1644.660472|684.5377542|12.55392404|1.0|1.0|1.0|2.0|2.43|0.08|27.0|-9.63|4.97|4.08|110.44|0.0|5.0|5.0|420.47|0.0|1.0|-4.55|1.42e-05|0.00596|2.87|0.0|9.86e-08|-0.07014|4.9797|4.53|3.2329|-1368.372708|696.06|1192.01|0.3782|0.4377|0.7007399999999999|0.1361|-0.20636|0.04004011|7.4437|7.4437
12b_a50|0.0|1|1|0.0|2|7.927685046000001|1|1|-0.19841119|-0.002929899|5.82008293|-0.0016330379999999|1|0.034845679|-0.08032584|-0.125985651|-0.101728189|10.94501743|-0.115659308|2|0.011790103|-0.139522815|-0.168032508|0.699597776|0.804535572|0.8718949979999999|0.925916085|-0.045602469|-0.066155918|0.0214891|-22.92589265|10.80329197|0.074083915|-16.72031641|5.43117764|86.49656508|0.5731907470000001|-11.52561607|33.72918462|0.430791247|1446.231761|-6.002164865|0.4268092529999999|5.7232816060000005|10.05480253|4672.843578|214.5713436|-234.0844297|0.027586169|812.3355548|388.171611|13.86849326|1.0|1.0|1.0|0.0|2.45|0.11|20.0|-5.49|2.59|3.42|48.53|0.0|2.0|3.0|313.36|1.0|1.0|-3.84|0.000685|215.0|2.5|0.0|0.00101|-0.02974|4.7089|2.47|3.9305|-1006.641541|539.15|909.8|0.2425|0.6016199999999999|0.6581|0.0777|-0.19425|0.02307802|5.3242|5.3242
23_a10|0.0|0|0|0.0|1|7.535296702|1|1|-0.12979844|-0.00264793|5.4161004020000005|0.012558932|2|0.036666667|-0.031558374|-0.17741132|-0.000458688|10.92966139|-0.0253481679999999|1|0.010662507|-0.0502296329999999|-0.130679|0.7338945809999999|0.754150918|0.800727358|0.915208645|-0.049653973|-0.072395864|0.009615852|-35.17017083|6.81095873|0.084791355|-36.32074126|4.824237957|53.00900704|0.7611996520000001|-24.91121732|41.98112956|0.485561757|1945.384475|-13.47382337|0.238800348|8.755988318|17.02048484|7034.375112000001|169.14354509999998|-835.377049|0.013394095|1549.399766|930.6293092|9.487107794|1.0|1.0|1.0|0.0|4.13|0.21|27.0|-9.84|5.11|5.81|56.07|0.0|6.0|5.0|461.56|0.0|1.0|-5.7|4.19e-06|0.00193|4.48|0.0|6.66e-08|-53.0|3.8034|3.9|3.8034|-1470.166163|768.3|1336.11|0.2089|0.67647|0.67647|0.2089|-0.21158|0.02986448|6.1249|6.1249
13b_a50|0.0|1|1|0.0|2|7.934155233999999|2|2|-0.067327798|-0.003876697|5.82008293|0.010464577|2|0.032833333|-0.0204949039999999|-0.263615417|-0.042022102|10.94500743|-0.054716607|2|0.011379776|-0.03182432|-0.173463805|0.749187803|0.788327682|0.828965118|0.906164013|-0.051509874|-0.080785633|0.019899348|-36.81915624|14.22401427|0.093835987|-41.27630533|10.16729727|150.45293569999998|0.700410304|-26.31826007|51.04317051|0.4321103879999999|2147.355856|-13.75876844|0.299589696|9.514897025|16.75483549|6639.077063000001|214.1461224|-866.8024118999999|0.017277404|1731.347493|900.2031356000001|12.34985404|1.0|1.0|1.0|0.0|4.17|0.37|20.0|-7.23|4.24|5.12|66.99|0.0|7.0|5.0|455.55|0.0|0.0|-5.1|9.65e-06|0.0044|3.91|0.0|2.68e-05|-0.02606|4.2315|3.63|4.1161|-1470.3699789999998|780.4|1339.39|0.1589|0.65332|0.63872|0.1553|-0.19622|0.03156473|5.7375|5.7375
7d_a10|0.0|0|0|0.0|1|7.535296702|1|1|-0.117302383|-0.00179944|5.4161004020000005|-0.017919404|2|0.041369509|-0.042667459|-0.0845736919999999|-0.071185424|10.929819300000002|-0.0325418129999999|1|0.008513576|-0.09209689|-0.041520889|0.531023495|0.809056885|0.869684772|0.841052067|-0.059327943|-0.070901708|0.010495008|-31.47566249|5.567989142999999|0.158947933|-19.95666068|2.9540236560000004|89.87999909999999|0.729585423|-16.69900016|37.04365163|0.484115691|1597.531619|-6.961625817000001|0.270414577|6.100927672|11.82615475|5174.981962|143.4649092|-299.34991010000005|0.014078094|773.3701306|460.1866123|7.468948447000001|1.0|1.0|1.0|0.0|3.21|0.19|21.0|-7.83|4.92|4.97|43.6|0.0|2.0|4.0|344.38|1.0|1.0|-4.72|5.98e-05|0.0206|3.62|0.0|5.04e-06|-0.05634|5.8433|3.49|3.8856|-1129.175857|574.87|970.29|0.2593|0.32059|0.68393|0.0941|-0.21965|0.02250617|6.0325|6.0325
7b_a10|0.0|0|0|0.0|0|7.535296702|2|2|-0.170920618|-0.001621737|5.4161004020000005|0.037541178|2|0.037804233|-0.060829392|-0.07459988|-0.01808249|10.93274506|0.039221939|0|0.010068964|-0.0982988509999999|-0.051052176|0.624866343|0.764865564|0.8200487120000001|0.92441666|-0.0590666679999999|-0.0720417159999999|0.009734392|-30.71062112|5.061217187|0.07558334|-19.47494818|2.6314862480000003|56.22969776|0.781045839|-15.96741933|35.77183831|0.446575367|2150.375871|-7.419027879|0.218954161|4.854451707|8.771658176|5212.568172|113.8411654|-311.5991709|0.012428175|767.3149142000001|459.0250226|6.46179973|1.0|0.0|1.0|0.0|0.0|0.25|16.0|-6.99|4.34|3.03|41.38|0.0|2.0|3.0|346.81|1.0|1.0|-5.28|5.29e-06|0.00183|4.68|0.0|3.54e-05|-0.05377|6.0231|3.44|3.6426|-1450.06366|562.31|951.55|0.1488|0.4195399999999999|0.66228|0.0899|-0.21225|0.02946054|4.7033|4.7033
