molecula|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|AATSC7i|n6aHRing|GATS1are|SIC2|nFaHRing|RASA|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|RPSA|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|DPSA2|Mor01p|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
12e_a31|1|0|3.483599061|0.0|0|7.765993078999999|1|0.610134116|0.0|0.052663358|-0.011519192|-0.044316064|0.037098765|0.0113193469999999|-0.70267073|-0.002475146|-0.107630327|10.3116965|2|0.01824365|0|0.7968154940000001|0.82100963|0|0.721526766|-0.0939597569999999|-0.1099563869999999|0.02665413|-68.32948993|-79.96257188|0.2784732339999999|-58.15044546|595.9853231000001|0.725120432|-2.089171358|-49.6906263|95.1187282|-26.65419063|87.71292755|0.474858042|3040.353774|524.7092721|-1519.288866|1899.851187|0.274879568|0.904247004|6557.418968999999|-1104.858464|36.75829484|0.020841203|2095.222806|798.7285626|1.0|1.0|1.0|2.0|3.87|22.0|5.4|117.37|129.38|0.0|1.0|9.0|-6.66|33.0|5.0|-5.93|460.55|0.0|4.5|-5.42|9.96e-05|3.83e-06|0.00176|4.48|0.0|2.27e-07|-0.03445|5.3264|6.33|1308.13|322.95|0.3831|232.77|640.03|0.55114|0.7006600000000001|-1809.581226|0.2627|-0.15934|2.6024|-0.19379|0.04614662|3.4818|0.17|6.7696|6.7696
8c_a12|0|0|0.0|0.0|0|0.0|1|1.283851303|0.0|0.1948786139999999|-0.0104125509999999|-0.055163114|0.038787879|-0.106633503|-0.447739674|-0.004211843|-0.036504737|10.95472932|0|-0.1876771789999999|2|0.905486734|0.8425863029999999|0|0.840397446|-0.067004282|-0.101988384|0.019604202|-34.19075142|-52.04233846|0.159602554|-26.55601426|0.0|0.764449832|-1.529825767|-17.44675795|61.66383178|-19.51587692|44.19432689|0.472503372|2190.852814|428.8355831|-780.6350769|1245.6132289999998|0.235550168|0.8957467170000001|4610.945152|-398.3402139|25.52931025|0.018855428|1021.17241|390.0159026|1.0|0.0|1.0|1.0|3.91|18.0|1.59|63.06|98.07|0.0|1.0|3.0|-3.47|24.0|5.0|-6.44|314.34|1.0|2.23|-3.72|107.0|0.0001899999999999|0.0598|2.5|0.0|2.28e-05|-0.06706|4.3598|2.76|909.19|323.37|466.0|284.38|402.43|0.53657|0.67318|-1022.613451|0.1355|-0.15571|1.7305|-0.2227699999999999|0.02263772|2.4806|0.04|7.3979|7.3979
8_a1 (SB-202620)|1|0|3.296085365|0.0|0|6.86171134|0|1.4323973840000002|0.0|0.106916453|-0.013785521|-0.226277123|0.037578348|-0.0443137679999999|-0.606562911|-0.012672753|-0.1402198369999999|10.94957568|1|-0.095271547|1|0.674381582|0.805476065|0|0.648967503|-0.117682533|-0.105271458|0.015526845|-66.76765693|-59.72618401|0.351032497|-33.88588996|64.70432539|0.7742395870000001|-1.684343335|-37.88089785|70.8721358|-23.30777912|75.57687443|0.4564697679999999|2431.842132|368.1943149|-955.6189441|1736.664204|0.225760413|0.839824062|5170.286136|-542.1742393|30.104091200000003|0.019645498|1234.267739|433.2550452|1.0|1.0|0.0|2.0|2.74|23.0|5.06|78.87|99.61|0.0|1.0|4.0|-4.94|27.0|5.0|-5.94|359.35|0.0|3.7|-4.7|0.0041|1.98e-05|0.00713|3.6|0.0|3.42e-06|-0.0736899999999999|3.4052|5.32|977.87|364.11|0.5339|364.11|460.4|0.7026600000000001|0.7026600000000001|-1222.9606720000002|0.5339|-0.13683|3.4563|-0.2105199999999999|0.16177304|5.5005|0.4|6.3979|6.3979
6e_a31|1|0|3.402951625|0.0|0|7.773594467000001|1|0.61015618|0.0|0.06650322|-0.016012184|-0.178758575|0.037803618|0.132664341|-0.784597028|-0.011483229|-0.008757878|10.31165994|2|0.225356759|0|0.838789705|0.841537966|0|0.623340994|-0.122985602|-0.130898441|0.032627586|-74.99224589|-79.81721349|0.376659006|-48.66969791|99.0823033|0.7604979040000001|-2.0943750530000003|-45.72760428|93.68572477|-28.37945369|94.88738762|0.4782688439999999|2776.836977|380.0911673|-1277.075416|2188.417358|0.239502096|0.916695963|6053.812282|-778.7151665|37.31693873|0.022744048|1679.262243|536.6368656000001|1.0|1.0|1.0|2.0|3.55|22.0|4.0|131.36|109.69|0.0|1.0|4.0|-5.63|29.0|5.0|-6.5|404.44|0.0|3.27|-4.66|0.000947|2.18e-05|0.00883|3.2|0.0|1.89e-05|-0.05426|3.3083|4.31|1077.48|374.76|0.5103|374.76|490.75|0.70391|0.70391|-1652.445002|0.5103|-0.13418|5.8193|-0.18844|0.03676794|8.3583|0.37|6.4318|6.4318
7b_a8|1|0|3.213855584|0.0|1|7.535296702|1|1.395658671|1.4628217119999998|-0.119760914|-0.009659873|-0.038810124|0.040873016|-0.024156447|-0.4829936279999999|0.002074537|-0.052309137|10.9465091|1|-0.039357491|1|0.710658316|0.8453887859999999|0|0.7223476129999999|-0.101439013|-0.1000685009999999|0.033167971|-60.75943432|-59.93853201|0.277652387|-35.90168309|75.93423425|0.753935657|-1.901301524|-36.39338307|73.70461365|-24.75721974|80.62622045|0.4787988|2776.185773|432.6681725|-1138.832108|1780.952171|0.246064343|0.918644854|6185.0105140000005|-682.1319788|32.83731114|0.022982731|1510.516312|545.9267515|0.0|1.0|1.0|1.0|3.49|23.0|3.8|92.93|110.8|0.0|1.0|3.0|-5.25|30.0|5.0|-6.15|396.4|0.0|3.5|-4.94|0.00224|1.14e-05|0.00454|3.61|0.0|8.94e-06|-0.06833|4.5945|5.51|1067.73|380.32|0.2517|269.85|506.21|0.44725|0.7025100000000001|-1330.392289|139.0|-0.13639|9.9463|-0.20472|0.0273745|12.7344|13.53|4.8687|4.8687
32_a47|0|1|0.0|0.0|1|6.842683282|1|1.216307925|1.998170616|-0.1746026239999999|-0.003573735|0.000921003|0.035568182|-0.013510009|-0.2037028839999999|0.001861676|-0.026022099|10.95005715|1|-0.0274939029999999|2|0.6636125860000001|0.858292442|1|0.851627782|-0.05770007|-0.0726950079999999|0.019295804|-41.57905445|-52.38450683|0.148372218|-37.74862456|44.50423685|0.64116122|-1.381205148|-29.9621436|68.76811937|-18.77935151|55.48373932|0.44289006|2808.210157|613.6886524|-995.3056298|2255.632049|0.35883878|0.794977846|6235.398576|-717.2238666000001|29.28959351|0.022735861|1552.348456|682.9868225|1.0|1.0|1.0|2.0|3.35|21.0|5.07|67.66|125.17|0.0|1.0|5.0|-4.81|31.0|5.0|-6.34|436.91|0.0|3.94|-5.05|0.00674|8.89e-06|0.0038799999999999|3.7|0.0|6.55e-07|-0.05682|4.9046|2.97|1184.76|336.65|0.2969|252.79|548.86|0.48011|0.68986|-1777.843462|0.2839|-0.1509599999999999|4.8234|-0.20778|0.03062031|6.3139|0.1|7.0|7.0
13g_a6|1|0|3.457632039|0.0|0|6.842683282|0|1.424099171|0.0|-0.0961994219999999|-0.006574579|0.004767264|0.043020833|0.03536788|-0.381325604|-0.002407131|0.073394284|10.95053423|1|0.061423911|2|0.836982172|0.832753533|1|0.871972049|-0.074216821|-0.091949419|0.017637229|-51.67543048|-64.02222283|0.128027951|-44.57717132|0.0|0.7357333540000001|-1.747038966|-35.98038956|76.50577593|-22.52633766|63.95581946|0.444443571|2929.039254|607.1336751|-1216.422234|3916.754765|0.264266646|0.7999971709999999|6332.20768|-846.9662551000001|30.61752948|0.017929016|1653.346592|744.1359788|1.0|1.0|1.0|2.0|3.61|27.0|4.79|103.17|128.63|0.0|0.0|6.0|-5.56|33.0|5.0|-6.31|431.49|0.0|3.47|-5.06|0.0012|8.8e-06|0.0038|3.7|0.0|1.15e-08|-0.07536|5.9869|3.83|1253.71|381.82|0.8442|207.09|592.49|0.38325|0.7034100000000001|-1386.3020800000002|0.0105|-0.1327|10.1708|-0.20806|0.03802398|13.3225|119.0|6.9245|6.9245
7d_a10|0|0|0.0|0.0|1|7.535296702|1|1.34384996|2.087763133|-0.117302383|-0.00179944|-0.017919404|0.041369509|-0.042667459|-0.0845736919999999|0.00870171|-0.071185424|10.929819300000002|1|-0.09209689|2|0.531023495|0.869684772|1|0.841052067|-0.059327943|-0.070901708|0.010495008|-31.47566249|-37.61597161|0.158947933|-19.95666068|89.87999909999999|0.729585423|-1.063525614|-16.69900016|45.08492005|-13.12185056|37.04365163|0.484115691|2348.343588|446.2091497|-564.2395741|1597.531619|0.270414577|0.938419104|5174.981962|-299.34991010000005|17.98535187|0.014078094|773.3701306|460.1866123|1.0|1.0|1.0|0.0|3.21|21.0|4.97|43.6|100.04|0.0|1.0|2.0|-4.22|26.0|4.0|-5.83|344.38|1.0|3.95|-4.72|0.0206|1.9e-05|0.00654|3.62|0.0|5.04e-06|-0.05634|5.8433|3.49|970.29|319.09|0.2593|212.18|417.68|0.32059|0.68393|-1129.003694|0.0941|-0.1633099999999999|3.0178|-0.21965|0.02250617|3.4695|928.0|6.0325|6.0325
LY364947_a10|1|0|2.949609552|0.0|0|6.605297921|0|1.390175303|0.0|-0.278922508|-0.00235945|-0.00390904|0.0273958329999999|0.0938628109999999|-0.084940213|0.007575|0.010202602|10.9303125|1|0.1625645369999999|2|0.706034038|0.7792035190000001|1|0.8431045490000001|-0.076999385|-0.075303751|0.009678082|-34.01613475|-33.26705198|0.156895451|-14.69643595|0.0|0.7234846559999999|-0.978948758|-15.02735938|41.53157099|-13.10520229|38.29163558|0.486715511|1896.845282|372.4595738|-432.4716757000001|839.5356408|0.276515344|0.948237326|3903.496845|-191.05366730000003|18.1140017|0.018707677|597.7620559999999|287.99188260000005|1.0|1.0|1.0|1.0|2.46|21.0|3.69|54.46|82.56|0.0|1.0|2.0|-3.54|21.0|3.0|-6.02|272.3|1.0|2.8|-3.86|0.0789|0.000137|0.0374|2.74|0.0|1.7199999999999998e-05||||||||||||||||||59.0|7.2291|7.2291
8_a47|0|0|0.0|0.0|0|7.252053952000001|1|1.24688044|0.0|0.003732288|-0.007835945|-0.099564745|0.0363475179999999|-0.087101663|-0.391797226|-0.008756|-0.153669322|10.93671024|0|-0.177626636|2|0.686795267|0.842571655|1|0.8497568740000001|-0.075955381|-0.091482011|0.008687692|-44.09728708|-53.11155658|0.150243126|-30.83488674|0.0|0.819702033|-1.646676195|-25.60148752|60.62152862|-20.78278301|49.14108595|0.414302597|2621.772106|493.3419136|-956.0080185|2217.264922|0.180297967|0.707366287|6219.278078|-555.0279614|25.35407034|0.012935553|1166.287236|559.4973856|1.0|1.0|1.0|2.0|3.02|22.0|6.77|58.04|113.97|0.0|1.0|4.0|-6.59|29.0|4.0|-4.79|405.85|0.0|5.03|-6.19|0.000104|6.490000000000001e-07|0.000263|5.61|0.0|2.28e-07|-0.05495|3.6696|4.91|1071.62|337.87|0.2249|337.87|433.38|0.6877800000000001|0.6877800000000001|-1685.8518170000002|0.2249|-0.15357|3585.0|-0.2085199999999999|0.03283575|4.6281|0.05|7.3|7.3
12h_a30|0|0|0.0|0.0|0|7.412764017000001|2|0.604984682|0.0|0.046965756|-0.00737961|-0.06631353|0.043848238|-0.074988669|-0.391119352|0.001139238|0.001698966|10.31162898|1|-0.166613751|1|0.669561738|0.888213143|0|0.763568404|-0.083127678|-0.09907575|0.017389133|-52.88851758|-63.03519645|0.236431596|-40.10503079|0.0|0.7979748729999999|-1.882439244|-33.64938551|73.14241438|-24.44221903|63.95204629|0.468446216|2848.98238|485.8069155|-1197.668733|2268.811589|0.202025127|0.881277172|6252.192213|-761.9955851|30.63031164|0.015886049|1500.88527|618.6004214|0.0|1.0|0.0|1.0|4.63|17.0|3.18|81.65|127.24|0.0|1.0|5.0|-5.39|30.0|5.0|-6.02|416.47|0.0|2.92|-5.01|0.00171|9.71e-06|0.00405|3.97|0.0|5.260000000000001e-05|-0.05347|5.0289|4.07|1132.06|353.22|0.1878|246.54|518.06|-0.26697|0.68543|-1674.777786|155.0|-0.14889|2.9684|-0.2023599999999999|0.03372393|3.4138|9.0|8065.0|8065.0
12bh_a36|1|0|3.50075137|0.0|0|7.412764017000001|2|1.297043258|0.0|-0.052761366|-0.006687484|-0.047482048|0.044197531|0.001012669|-0.401249012|0.003676818|0.075747971|10.94728093|1|0.0016901289999999|1|0.902377067|0.833398429|0|0.833491953|-0.070687668|-0.09959401|0.017627098|-47.04367494|-66.28126709|0.166508047|-44.11115058|0.0|0.783294222|-1.991880197|-31.30825225|76.46867897|-23.6718811|58.77476595|0.482052584|2773.193279|554.7010591|-1325.625342|2437.805332|0.216705778|0.930697921|5957.443236|-882.2230117|30.2209316|0.015307571|1692.3721690000002|729.1873176|0.0|1.0|0.0|2.0|4.95|17.0|2.5|69.2|133.68|0.0|1.0|5.0|-4.54|31.0|4.0|-6.38|409.49|1.0|2.42|-4.6|0.0117|2.5e-05|0.0102|3.41|0.0|1.86e-05|-0.0525299999999999|3.8811|3.79|1208.61|341.97|0.4386|319.46|575.23|0.69377|0.7039|-1311.293683|11.0|-0.14915|5.8338|-0.20168|0.03071385|7.7975|14.0|7.8539|7.8539
12d_a40|0|0|0.0|0.0|1|7.515889085|0|0.60499064|1.753432382|0.1028826769999999|-0.008004393|-0.107711573|0.043185185|0.209157499|-0.288158151|-0.000134504|0.087954209|10.31197256|2|0.3683138529999999|0|0.809398262|0.845904643|1|0.840431415|-0.095675903|-0.091630294|0.01171131|-50.68561427|-48.54239742|0.159568585|-25.71599691|60.80168183|0.844283549|-1.282824111|-26.85139526|55.13932669|-20.59374436|56.88984065|0.470893531|2270.596857|445.2300015|-679.5935638999999|643.5166227999999|0.155716451|0.8899787840000001|5101.479206|-360.0239567|24.39197636|0.01245259|804.9352200000001|350.9435025|0.0|1.0|1.0|1.0|3.23|20.0|5.02|84.45|96.16|0.0|1.0|2.0|-6.25|23.0|2.0|-5.13|361.25|0.0|4.21|-5.58|0.0002009999999999|2.61e-06|0.000942|4.75|0.0|5.2e-05|-0.07765|4.3959|4.14|910.58|443.4|0.2584|282.05|435.41|0.55983|0.70435|-2153.071733|115.0|-0.11604|1.2683|-0.19369|0.0164339|1.9961|19.0|7.7212|7.7212
7c_a8|1|0|3.17138259|0.0|1|7.05012252|0|1.400027586|1.4416758790000002|-0.244222944|-0.007509694|-0.025233184|0.043533333|0.0493777859999999|-0.382994379|0.00325576|-0.0450662909999999|10.94670214|1|0.079425146|1|0.718994164|0.795846675|0|0.848923958|-0.080277893|-0.089778346|0.0306012339999999|-50.34151168|-56.2991566|0.151076042|-35.30467154|75.43825735|0.626902145|-1.6160102369999998|-31.56868845|76.40286308|-21.11218373|69.53125754|0.492823119|2716.5013510000003|532.3522286|-1013.384819|2162.326414|0.373097855|0.971698707|6013.168519|-635.4840877|33.67700028|0.032058696|1616.4960130000002|572.8089095|1.0|0.0|1.0|1.0|3.44|23.0|3.78|92.93|112.76|0.0|1.0|5.0|-5.0|30.0|5.0|-6.34|398.41|0.0|3.26|-4.67|0.00399|2.14e-05|0.00851|3.37|0.0|6.91e-06|-0.07472|4.6061|5.01|1116.53|394.78|275.0|269.17|579.97|0.62361|0.70321|-1331.567632|0.1779|-0.1318599999999999|12.0073|-0.20658|0.02732536|15.7056|18.59|4.7307|4.7307
12at_a36|1|0|3.4361495580000003|0.0|0|7.412764017000001|2|1.297042863|0.0|-0.04229234|-0.010886502|-0.073048351|0.039952719|0.054794728|-0.653190113|-0.001148437|-0.076129505|10.95446888|1|0.091520225|1|0.817851296|0.890810337|0|0.751856692|-0.084721769|-0.110637955|0.029516069|-58.66704838|-76.61315774|0.248143308|-53.05210062|80.75773169|0.6744421970000001|-2.102121151|-40.6250081|95.60375457|-25.99374995|79.10595873|0.49342323|3041.832389|520.6361161|-1455.649997|2388.600265|0.325557803|0.974034457|6537.399158|-1007.989912|38.54110857|0.027424543|2158.30208|735.3783268|0.0|1.0|0.0|2.0|4.9|17.0|1.67|95.5|135.03|0.0|1.0|7.0|-4.18|33.0|6.0|-7.18|439.47|0.0|1.76|-4.08|0.0289|8.36e-05|0.0367|2.53|0.0|0.000106|-0.05703|4.7133|4.5|1238.61|322.81|0.4765|263.05|589.75|0.42968|0.6802600000000001|-1460.549244|0.2076|-0.15607|6.4676|-0.2131|0.03651452|8.9532|78.0|7.1079|7.1079
2_a27|0|0|0.0|0.0|2|6.605297921|0|1.402655014|3.250529415|0.09890645|-0.0065894809999999|-0.0609613559999999|0.0427777779999999|-0.196529806|-0.276758209|0.009338889|0.11675125|10.93783218|1|-0.337316432|2|0.639024713|0.8585302370000001|1|0.8468699609999999|-0.058444848|-0.081513931|0.019809599|-29.42169804|-41.03489597|0.153130039|-20.65736087|53.58106492|0.6684621829999999|-1.141195033|-14.81116546|52.43208086|-14.73047548|39.39404027|0.4424192289999999|2210.487938|426.3224749|-574.4885436000001|1270.627585|0.331537817|0.7934621359999999|4774.521748|-289.2030522|22.03636323|0.022639983|859.4181658|373.9912084|0.0|0.0|1.0|0.0|2.9|21.0|2.49|65.6|92.58|0.0|2.0|2.0|-3.19|24.0|4.0|-6.69|317.34|1.0|2.52|-3.7|204.0|0.0002009999999999|0.0638|2.18|0.0|0.0004599999999999|-0.04933|4.1624|4.32|906.48|297.87|0.3217|297.87|420.7|0.55857|0.55857|-1043.665151|0.3217|-0.16769|4.7049|-0.21702|0.02268519|6.8854|13.0|7.8861|7.8861
14b_a50|0|1|0.0|0.0|2|7.934155233999999|2|1.267593742|4.240438135|-0.092558007|-0.003935732|0.0228205129999999|0.030219907|-0.068176984|-0.255822608|0.010215823|0.037777505|10.94501788|2|-0.106938404|1|0.74726683|0.831689551|1|0.904076348|-0.050362464|-0.076674952|0.022423099|-33.02344264|-50.27694576|0.095923652|-32.9673668|192.8987555|0.637281054|-1.533499045|-21.65397937|64.58491917|-16.75898192|47.72661339|0.445384689|2967.872393|592.81677|-1005.538915|2984.248708|0.362718946|0.8030515570000001|6737.145102|-659.347336|26.29763086|0.021820402|1577.857852|825.4425942|1.0|1.0|1.0|0.0|4.64|20.0|4.81|66.99|128.39|0.0|1.0|7.0|-4.6|33.0|5.0|-6.5|441.52|1.0|3.6|-4.78|0.0111|1.6800000000000002e-05|0.0074099999999999|3.51|0.0|6.12e-05|-0.02486|5.2834|3.05|1253.87|304.07|0.1637|234.67|533.25|0.55594|0.64303|-1430.72987|0.1373|-0.16874|5.3711|-0.1936|0.03081037|6.7927|6.58|5.1818|5.1818
EW7203_a60|0|0|0.0|0.0|0|7.412764017000001|2|0.604984431|0.0|0.025672274|-0.00698487|0.0075638519999999|0.041767677|-0.092774356|-0.377182982|0.003099827|0.03824498|10.31162855|1|-0.1696249719999999|1|0.80330079|0.8839272779999999|0|0.8860751579999999|-0.076068195|-0.096226348|0.020156795|-49.19385637|-62.23028092|0.113924842|-40.24477665|0.0|0.766837077|-1.828300603|-31.81402579|73.82739839|-23.64750675|62.22940284|0.497298165|2913.880231|573.0312689|-1182.375337|1660.077477|0.233162923|0.989250745|6403.777228|-764.6507562999999|30.83771958|0.01793256|1541.885979|666.0036144999999|0.0|1.0|1.0|2.0|4.75|17.0|2.6|117.47|133.97|0.0|1.0|5.0|-5.74|31.0|4.0|-6.35|425.51|0.0|3.09|-4.82|0.000768|1.53e-05|0.0065|3.59|0.0|8.51e-05|-0.06188|5.0166|3.64|1166.44|352.3|0.2385|247.15|546.85|0.40883|0.69857|-1667.78681|0.0448|-0.1446599999999999|1.7676|-0.20654|0.03203878|2.5159|9.0|8.0334|8.0334
33_a20|0|0|0.0|0.0|1|6.842683282|0|1.4175014119999998|1.915285809|-0.188733405|-0.00145476|0.023539095|0.0388043479999999|0.148855442|-0.078557022|0.009265667|-0.061975089|10.93244905|1|0.248715569|2|0.616352201|0.802353442|1|0.9493896|-0.058927252|-0.069838312|0.012738882|-38.58254635|-45.72654913|0.0506104|-29.9394021|64.93395624|0.759356182|-1.326927921|-25.26187502|54.60811436|-17.37608867|46.92331405|0.465855239|2737.8873550000003|621.611679|-868.8044333999999|2274.654579|0.240643818|0.8721516570000001|5916.443448|-568.84864|22.88265911|0.013564844|1144.132956|664.4562602999999|0.0|1.0|1.0|0.0|3.39|27.0|5.39|67.39|121.62|0.0|1.0|4.0|-5.6|31.0|4.0|-5.58|401.46|0.0|4.28|-5.53|0.000997|2.98e-06|0.0012|4.47|0.0|8.199999999999999e-08|-0.0582899999999999|5443.0|4.07|1174.95|318.99|0.6157|227.79|563.98|0.27375|0.6129|-1275.602977|0.0463|-0.15959|3.5714|-0.21788|0.02957286|5.0369|34.0|7.4685|7.4685
11e_a5|1|0|2.971327032|0.0|0|7.139660336|1|1.338814635|0.0|-0.2114441819999999|-0.003208975|0.038643235|0.020943152|-0.07965|-0.192538515|0.008268901|-0.16669151|10.9487795|1|-0.127225457|2|0.77509232|0.8215345|0|0.876758791|-0.062865536|-0.0790189759999999|0.0120552589999999|-41.64560703|-52.34653881|0.123241209|-34.67724171|0.0|0.72163516|-1.580379517|-27.58835281|63.5644542|-18.69519243|49.63167715|0.483563144|2721.416353|580.8135016|-1046.930776|960.0428704|0.27836484|0.936345148|5675.693973|-693.5448342|25.90670947|0.016933845|1450.77573|735.3048881|1.0|1.0|1.0|1.0|3.22|23.0|4.29|66.93|125.71|0.0|1.0|7.0|-4.65|31.0|5.0|-6.28|411.5|1.0|3.63|-4.72|0.00919|1.9e-05|0.00782|3.56|0.0|4.64e-07|-0.03808|4.4179|2.91|1220.1|302.14|0.5347|280.64|571.06|0.66478|0.6505|-1316.239803|0.2125|-0.16751|2.3124|-0.20559|0.03460011|2.8694|0.04|7.3979|7.3979
8b_a8|1|0|3.191799887|0.0|1|7.535296702|1|1.395658149|1.42474537|-0.023718767|-0.013834266|-0.182065125|0.040054466|0.019958073|-0.733216119|-0.0055544409999999|-0.0422693659999999|10.94650923|1|0.031896755|1|0.758899977|0.8354024290000001|0|0.558354653|-0.130159955|-0.11627069|0.032440348|-79.74587194|-71.23625346|0.441645347|-43.64473805|89.09854311|0.781454722|-2.325413799|-48.85837649|84.97574547|-29.07602182|99.62129245|0.4835310479999999|2863.095568|342.0904577|-1424.7250689999998|1821.324722|0.218545278|0.936224813|6471.7604200000005|-872.8947609999999|37.20755791|0.022425382|1823.170337|589.263087|0.0|1.0|0.0|2.0|3.52|23.0|3.03|112.23|114.18|0.0|1.0|4.0|-4.77|31.0|5.0|-6.87|414.41|0.0|2.9|-4.43|7.0|3.69e-05|0.0153|2.76|0.0|3.04e-05|-0.06114|4.5819|6.41|1098.17|375.8|0.2618|270.59|488.56|0.57234|0.70195|-1406.829227|0.1515|-0.13807|5.8389|-0.19921|0.03204403|7.4497|5.08|5.2941|5.2941
11a_a5|1|0|2.9781886010000003|0.0|0|6.605297921|1|1.212363224|0.0|-0.165418719|-0.002894726|0.052217882|0.021060606|-0.052944925|-0.185262487|0.007993132|-0.1301505359999999|10.94877942|1|-0.081506|2|0.7505403709999999|0.773417838|0|0.89343434|-0.064565402|-0.071517578|0.011860803|-46.13206353|-51.09940261|0.10656566|-36.51058972|14.47576249|0.740865275|-1.573386716|-32.96141947|61.4470419|-18.73644762|54.60662289|0.466436596|2727.027899|638.3599998999999|-1124.186857|1170.247903|0.259134725|0.874191508|5756.783268|-803.2329738|25.28995251|0.014482324|1517.39715|835.912531|1.0|1.0|1.0|1.0|3.53|23.0|6.55|63.69|128.51|0.0|1.0|7.0|-7.25|32.0|4.0|-4.54|424.54|0.0|5.16|-6.4|2.39e-05|3.95e-07|0.000167|6.13|0.0|5.019999999999999e-08|-0.03694|4.4033|4.83|1272.7|302.86|0.5473|281.57|578.8|0.6735|0.65363|-1339.493223|0.1838|-0.16735|2.8611|-0.20429|0.03340977|3.6525|81.0|7.0915|7.0915
10_a3|0|0|0.0|0.0|0|6.823286122000001|0|0.605017375|0.0|0.190318474|-0.010609861|-0.1152010919999999|0.034166667|0.017396832|-0.381954986|-0.008037672|0.018484177|10.31162304|1|0.033279122|3|0.8947911009999999|0.8136572320000001|1|0.747406318|-0.1007256719999999|-0.0989320009999999|0.014615264|-46.64544572|-45.8148076|0.252593682|-21.21655855|80.37219813|0.7066293240000001|-1.187184014|-21.60122201|56.68388955|-16.65993003|53.41368558|0.41220272|2098.79955|346.1193167|-549.7776912|1361.86525|0.293370676|0.701266803|4600.496436|-254.5987025|23.57661855|0.023470578|778.0284121000001|311.6695405|1.0|1.0|1.0|1.0|3.02|21.0|3.41|105.82|88.28|0.0|1.0|2.0|-4.3|22.0|4.0|-6.44|305.36|0.0|2.52|-3.84|0.0155|0.000145|0.0443|2.43|0.0|9.35e-05|-0.06238|5375.0|1.64|830.63|362.35|0.2124|230.67|323.26|0.41894|0.68995|-1288.050987|0.0463|-0.15011|6.7458|-0.21249|0.04080931|9.3381|7943.0|5.1|5.1
11d_a5|1|0|2.9590700880000003|0.0|0|6.605297921|0|1.388848584|0.0|-0.245058546|-0.003373937|0.001099755|0.0228184279999999|-0.125546291|-0.185566552|0.008307337|-0.138265707|10.94877952|1|-0.202307745|2|0.786587307|0.831190148|0|0.87090286|-0.063028408|-0.0847408619999999|0.012828514|-40.04753555|-53.84338206|0.12909714|-34.21147402|0.0|0.712305422|-1.525335513|-25.44574968|65.35645739|-18.63809379|48.19862797|0.49396568|2540.78984|553.3617954|-969.1808771|900.3825317|0.287694578|0.976150552|5283.02167|-615.8065323|26.16587381|0.018119737|1360.625438|631.9206508|1.0|1.0|1.0|1.0|3.13|23.0|4.14|66.93|114.29|0.0|1.0|7.0|-4.14|29.0|5.0|-6.47|385.46|1.0|3.28|-4.29|0.0278|5.14e-05|0.0198|3.07|0.0|8.909999999999999e-07|-0.03767|4.4175|2.59|1154.67|301.89|507.0|280.66|594.45|0.66686|0.6533399999999999|-1238.855022|0.2068|-0.16762|2.8731|-0.20529|0.03371838|3.7008|15.0|7.8239|7.8239
