molecula|Wavelength (HOMO-LUMO transition) (nm)|MATS1c|n6aHRing|DPSA4|FPSA5|DPSA1|AATSC1c|PNSA3|PPSA3|AATSC8d|Log Po/w WLOGP|pIC50
12s_a30|350.75|-0.446807335|1|32.92168852|0.017398791|-376.1910929|-0.007621736|-58.75255278|12.51292194|-0.04950715|3.74|8129.0
14a_a3|383.1|-0.582572884|3|23.78539971|0.0189212089999999|-256.6424807|-0.009312773|-45.12132248|6.904918591|-0.172643335|3.71|7.5229
47g_a18|400.4|-0.4138670829999999|0|33.87214455|0.016259076|-393.5416883|-0.005817448|-55.35188184|11.37505183|-0.008224928|3.6|8.0458
7_a3|360.06|-0.592753801|2|22.83370969|0.0149999089999999|-296.13678660000005|-0.008855374|-51.18177092|4.804535747|0.030246987|4.66|5.9901
13_a1|359.55|-0.485427571|1|33.09282789|0.026679865|-242.2358135|-0.012199718|-64.94184903|19.62059449|-0.084271845|3.87|6585.0
38_a18|384.55|-0.498932552|0|29.11918324|0.007165119|-606.2584549|-0.00575311|-61.25359673|6.675707878|-0.003893067|4.13|7041.0
12n_a36|340.78|-0.5181211520000001|1|36.45914091|0.021232665|-327.25274110000004|-0.0099988159999999|-60.42525197|14.28426215|-0.000273044|2.15|7.8239
16b_a32|342.39|-0.586122949|0|29.62431176|0.017136832|-317.3487516|-0.008469352|-56.84546999|10.12961779|-0.0657820279999999|4.88|7.7696
14ab_a23|338.88|-0.449699921|2|27.16741043|0.013710439|-407.9635285|-0.0050415|-35.59605095|12.31039874|-0.03821899|4.63|8.4012
IN1166_a11|377.7|-0.462344944|2|31.46783535|0.021531291|-268.3203251|-0.006882528|-51.07061499|13.82641888|-0.037793156|4.53|7.9318
19h_a38|350.65|-0.420225236|1|30.94580137|0.020207411|-299.0343596|-0.007781653|-48.43313101|12.51014765|-0.070688288|2.55|8.0348
19k_a38|350.45|-0.51857087|1|37.3070426|0.021802691|-329.5105352|-0.011877064|-71.54314527|14.76615358|-0.0184136539999999|1.65|7.9666
9_a3|331.9|-0.614170287|1|20.25176593|0.008976383|-363.8118546|-0.007847313|-44.74600478|3.469130065|0.023606557|4.62|4.96
13a_a30|351.35|-0.5640209589999999|1|36.14261279|0.017212819|-404.771677|-0.011002918|-74.02777574|12.53013554|-0.0351777|1.72|7.8665
5e_a40|333.85|-0.391074665|0|20.75420252|0.012921086|-306.597267|-0.004925115|-36.56222854|9.440323938|0.029272031|3.74|7.6021
12y_a30|357.11|-0.4579359229999999|1|28.51891948|0.012362508|-429.782246|-0.005996863|-47.598277|10.05775555|-0.058184644|3.23|7.6576
14i_a23|335.72|-0.569707595|2|34.94120504|0.019276934|-380.3109456|-0.010148243|-60.8283953|14.65077903|-0.026731172|3.12|8.4622
14_a1|375.01|-0.567791164|1|36.40268318|0.0243658979999999|-300.0800645|-0.015636898|-74.96297518|19.5711254|-0.0492229479999999|3.63|7.0269
9b_a31|322.58|-0.554573699|0|34.75199071|0.025089192|-231.99935|-0.0141390689999999|-63.73317225|21.21368453|-0.091236608|3.5|7.2007
8d_a32|348.39|-0.629535754|0|29.684549600000004|0.019788058|-262.14980440000005|-0.010604502|-68.88621406|10.01177286|-0.0682721729999999|4.32|8.0809
6_a47|333.32|-0.459934519|2|25.13472712|0.0154005|-319.1626428|-0.008723045|-43.43026699|5.323543706000001|0.0402365489999999|6.27|7.9
13g_a6|381.82|-0.46487852|2|30.61752948|0.017929016|-328.2712049|-0.006574579|-51.67543048|12.28038897|-0.080022038|4.79|6.9245
12ay_a36|339.12|-0.438622276|1|29.43551742|0.015670425|-360.6110621|-0.006733838|-48.12939044|11.67851857|-0.06756661|2.5|7.7447
9_a1|370.88|-0.483335578|1|23.52578164|0.014186995|-324.81308110000003|-0.00614716|-46.63553015|6.495805626|0.016589221|5.57|5.2218
4i_a46|280.31|-0.22302552|1|18.53900079|0.011626803|-298.0546045|-0.002360192|-33.08099617|8.847405392999999|-0.125773054|5.07|6.2132
14b_a3|403.54|-0.575695827|3|23.25478753|0.017348996|-261.0537205|-0.009130444|-44.49789848|6.273415527999999|-0.102362298|3.71|6.4202
47f_a18|400.42|-0.4138670829999999|0|33.88554232|0.016581683|-384.6642262|-0.005817448|-54.18475173|11.75478965|-0.008224928|3.6|8.0458
16_a4|293.41|-0.214481956|1|19.74465314|0.0115138339999999|-327.4903335|-0.00228637|-36.11951685|6.761192037000001|0.019290123|4.96|6.4647
12h_a30|353.22|-0.4708582289999999|1|30.63031164|0.015886049|-379.1625034|-0.00737961|-52.88851758|11.06352871|-0.072247675|3.18|8065.0
22_a4|305.85|-0.3877007|1|20.75359108|0.011296354|-331.080892|-0.006436201|-45.61565825|5.1432274630000006|-0.023072107|3.54|7.3279
10_a4|340.01|-0.241683916|2|20.99433004|0.014040792|-283.0534799|-0.002959121|-29.52653193|8.440134933|-0.090413559|4.81|7.0555
11a_a50|305.11|-0.267331063|1|20.53832944|0.020887781|-163.21096210000002|-0.002914262|-25.48858279|9.774322692|-0.129547471|3.73|7.2291
13_a10|322.72|-0.345108701|2|21.31179541|0.018979132|-216.8776303|-0.0057715859999999|-47.88975806|6.168030793|-0.001592366|3.81|6.7959
12v_a30|349.18|-0.471153275|1|31.6144427|0.014801518|-414.1432908000001|-0.006974714|-52.18846092|10.70556236|-0.04950715|3.92|7.6596
12h_a40|469.0|-0.556229094|0|24.30173133|0.012453938|-363.7398044|-0.008044548|-50.45378559|6.193088525|-0.21893421|5.02|6.0846
12g_a36|333.83|-0.44093902|1|30.45962398|0.015152386|-384.6182564|-0.006495469|-47.63457647|12.19441007|-0.0521750109999999|3.01|7.8539
7_a47|333.26|-0.46105149|2|25.02240371|0.0130514639999999|-357.5076454|-0.008206422|-45.82735481|5.027768049|-0.0781924059999999|6.52|7.6
16_a15|300.24|-0.528097878|2|31.07023998|0.009783192|-503.7568532|-0.008593957|-60.63825695|4.848103252|-0.011969556|6.02|7.6778
12l_a30|351.78|-0.640870513|1|38.8038646|0.016896687|-450.2927313999999|-0.015371073|-63.31694493|10.78883933|-0.02588969|4.78|7.2154
41_a47|333.8|-0.276217719|3|25.33076615|0.023067788|-172.98086630000003|-0.004083905|-34.50740631|10.36256127|0.075316535|4.52|8.0
12u_a30|354.21|-0.467189145|1|31.36222814|0.014495402|-415.8966522|-0.006935447|-51.83732031|10.42404292|-0.0646674999999999|3.92|7.4647
15a_a10|329.41|-0.188634555|2|23.93343877|0.017883602|-227.1590805|-0.00244937|-29.50952422|10.10411407|-0.062038567|4.05|7.6198
13c_a6|339.5|-0.490486317|1|35.15921372|0.018354398|-370.3562372|-0.010619065|-63.73961873|20.79409503|-0.0942387559999999|4.57|7.1367
36_a18|388.57|-0.493920601|0|27.99124609|0.0123136069999999|-444.4026478999999|-0.006407141|-55.38202488|6.722004572|0.003321395|2.96|7.4949
14j_a23|338.1|-0.463194548|2|29.32742551|0.017787992|-355.4521561|-0.006327927|-40.35191855|13.28905737|-0.055708465|4.58|8.3883
18b_a25|336.67|-0.303383008|2|27.34692815|0.013724883|-399.6704921|-0.003259453|-44.30110081|8.972372556|0.0009956189999999|5.59|7.2924
8m_a46|289.14|-0.380393836|1|19.27296714|0.006689855|-408.7649869|-0.00517896|-48.32436573|3.742817678|-0.064176245|4.21|6.6402
13m_a6|371.67|-0.568024162|2|35.8683143|0.020928405|-329.5370141|-0.010840005|-68.97140339|12.95736535|-0.018628955|3.76|8.0
17_a12|328.67|-0.559137213|2|23.31475957|0.015049295|-298.7949107|-0.00864055|-36.25249721|5.849860887999999|-0.070249784|2.56|7.7959
7_a27|300.9|-0.500327496|2|22.09489892|0.014441323|-295.8891961|-0.00601016|-34.09779211|8.475438874|-0.056500475|3.05|9.0
7d_a10|319.09|-0.2018053139999999|2|17.98535187|0.014078094|-243.607074|-0.00179944|-31.47566249|5.567989142999999|-0.0325418129999999|4.97|6.0325
12_a3|379.97|-0.604704476|2|22.63041363|0.01374218|-313.7317211|-0.009093383|-44.07517037|5.258353635|-0.069857022|4.01|5.45
6a_a31|349.96|-0.568500407|0|38.27271371|0.031153284|-226.3518866|-0.01694403|-77.60012959|20.08876284|-0.026103465|3.69|5.9586
3o_a32|350.9|-0.483580522|0|23.36733582|0.0130649069999999|-328.7458915|-0.006253394|-42.51640563|7.218280399|-0.090297882|4.2|6.6198
3_a3|370.38|-0.599804962|1|22.83783244|0.023287455|-182.4099648|-0.010040064|-48.91675544|5.753894372|0.069435247|4.07|5.93
18_a10|326.47|-0.220292492|2|24.62214943|0.020666062|-179.7708584|-0.00309846|-36.52271591|12.12013168|-0.0280813039999999|4.66|6.8861
3k_a32|350.6|-0.5265375529999999|0|21.36272325|0.012327787|-316.3794102|-0.005745086|-40.10830541|6.970844822|-0.077097565|5.78|8.0605
15a_a50|306.83|-0.325638639|1|24.86892274|0.018747341|-245.8291419|-0.004429392|-46.91098865|10.77967103|-0.125205943|3.57|7.3872
12t_a30|349.67|-0.464720444|1|32.41376848|0.020029588|-319.6492937|-0.007755575|-58.89093185|12.26965165|-0.04950715|3.74|8.0496
14e_a23|334.8|-0.5232404310000001|2|34.39302091|0.017954325|-412.7765217|-0.008865361|-51.07141556|12.5437807|-0.009871698|6.19|8.5214
14o_a23|335.19|-0.653629157|2|37.71512766|0.019295686|-427.001863|-0.014680137|-51.49843925|12.835973699999998|-0.049105045|6.18|8.4815
13_a12|315.25|-0.595629719|2|19.42716439|0.0074597119999999|-375.4880089|-0.0069874069999999|-28.51381164|4.01385817|0.021322992|3.9|7.0315
12ao_a36|356.86|-0.435820128|1|31.9443643|0.016708791|-373.2975961|-0.007081548|-51.52001456|11.76697353|-0.033032344|2.42|7.5229
1o_a5|297.38|-0.231165601|2|22.08761368|0.020380352|-214.8381946|-0.002633927|-42.63505279|7.122612351|-0.008511304|4.07|7.4559
43_a18|384.65|-0.460675034|0|27.64206062|0.007193089|-581.4944803999999|-0.005099385|-54.49271386|5.35147222|-0.032429984|4.08|6.2041
24_a20|345.59|-0.188335708|2|22.21722343|0.013436544|-342.0394805|-0.001547029|-38.76683848|8.085691548|-0.04104|4.78|6.4976
18_a3|311.79|-0.2495754869999999|3|20.70048575|0.02363555|-162.3915791|-0.003487792|-31.07331853|6.1383958|-0.025890816|3.08|7.5229
19i_a38|343.17|-0.430016467|1|33.67721904|0.022159015|-296.5257022|-0.008447598|-51.15830416|13.83587388|-0.053762162|3.11|7.9031
1d_a5|268.88|-0.38633065|2|25.69414151|0.018980039|-292.3128788|-0.006252818|-47.76176205|4.288788702|-0.010183824|6.37|5.03
12a_a5|297.97|-0.175245466|2|21.42066499|0.014342828|-303.31208710000004|-0.00166971|-36.01436435|5.032443973|-0.032601907|4.26|7.7212
11_a3|384.66|-0.577616902|3|24.61956593|0.021256639|-238.8563772|-0.01008647|-45.19136777|6.800350988|-0.023103765|3.41|7.3979
5_a18 (BIBF0775)|378.13|-0.453086741|0|27.535837|0.010831199|-477.1120625|-0.005220163|-52.09190866|6.418873637000001|-0.022817602|3.69|7.4685
14v_a23|335.64|-0.650246427|2|35.81898321|0.020908947|-380.8667976|-0.014768546|-44.4776373|13.08518422|-0.015149431|6.18|8.4001
17a_a50|306.31|-0.220088198|1|23.12299308|0.011602876|-377.6260803|-0.002225436|-29.57096251|8.977762705|-0.131632653|4.14|7.0706
14g_a23|334.71|-0.648987099|2|37.88128151|0.020564836|-398.9771038|-0.014609495|-51.82254036|13.05300369|-0.030586527|6.18|8.0
3c_a49|322.71|-0.384874446|2|22.64931248|0.021783913|-156.9462939|-0.004876919|-41.0524769|8.477406111|0.0127926339999999|3.87|7.0605
14c_a22|337.45|-0.364626967|2|32.87756477|0.024813755|-232.8055235|-0.005236206|-48.57709197|17.68831053|0.006275578|4.18|6.8153
47r_a18|391.06|-0.360670551|0|34.41856352|0.0225607039999999|-281.2845386|-0.0058631659999999|-62.75220741|11.59378448|-0.030106257|3.76|6.6364
12a_a50|304.01|-0.247407423|1|20.873331|0.027455156|-75.79052945|-0.002936355|-25.57033815|10.58650394|-0.122912558|3.42|7.1249
1_a1 (SKF-104365)|318.72|-0.505981356|1|19.24066156|0.018973797|-194.0267797|-0.006055958|-31.45099608|6.18316314|0.11172918|4.28|5.7959
21a_a23|335.16|-0.484404194|2|27.11098744|0.011178565|-451.7153132|-0.005708466|-34.01266735|7.634348008|-0.083864151|4.33|6.9914
47k_a18|400.63|-0.451417954|0|33.40602576|0.018313855|-340.0872332|-0.0067578909999999|-51.59195677|11.91029894|-0.008576013|3.17|7.5376
12ap_a36|319.54|-0.436880644|1|33.32245946|0.020575639|-312.1212186|-0.007719624|-54.21070432|14.26936622|-0.042675894|1.76|7.4949
LY580276_a4|276.03|-0.191806286|1|15.93586849|0.008312438|-335.2755182|-0.001543874|-27.6229776|4.207217677|0.011772853|4.43|6757.0
SB431542_a8||-0.494976661|1|38.35632812|0.025179219|-312.2404091|-0.014434378|-76.82006387|20.78806656|-0.0453332859999999|2.72|4.1019
9g_a24|289.67|-0.079421802|2|21.8662148|0.033884884|17.88521849|-0.00106361|-32.080056199999994|9.283063574|-0.02471184|2.93|7.1675
13a_a6|339.59|-0.488098052|1|35.14492428|0.02016134|-339.9303794|-0.01115741|-61.52313164|20.83876732|-0.0525259259999999|4.32|7.3372
12_a47|313.58|-0.326846977|2|26.10271529|0.025457205|-188.2488142|-0.005522244|-44.18983348|9.382250925|0.0295267039999999|4.98|8.2
18a_a22|355.95|-0.296897301|2|27.95908297|0.0193879289999999|-285.5992506|-0.003488994|-34.36220678|11.62443251|-0.015194063|5.11|7.8861
22_a20|312.05|-0.177976478|2|22.91425458|0.01345209|-352.4559681|-0.00147607|-39.00017609|8.001165067999999|-0.038668966|5.39|6.6364
6c_a31|376.01|-0.582545668|0|37.00884624|0.0212421629999999|-335.9398876|-0.015192833|-76.54198229|20.09112958|-0.107687565|4.26|6.4685
4_a4|307.95|-0.157959343|2|16.60255217|0.010586293|-302.661743|-0.001234337|-25.64211031|4.4155367960000005|-0.037623601|4.41|7.1079
20b_a10|317.8|-0.450145946|2|28.34404003|0.0171045989999999|-334.3514234|-0.007463406|-60.68950774|8.331370518|-0.013623188|5.0|5.9586
3m_a32|346.82|-0.49476131|0|24.05057475|0.018412178|-208.6520032|-0.006290106|-50.60363458|8.029854976000001|-0.078038283|5.35|7.6383
12_a15|321.72|-0.380490701|2|27.36785616|0.016453962|-314.7766363|-0.006620824|-39.00359933|9.58943236|-0.01062828|6.3|8.3979
8e_a12|375.21|-0.448676455|1|25.03342862|0.019545275|-241.94192880000003|-0.006350143|-29.79080011|8.884082475|-0.0309579439999999|2.68|6.2306
5b_a49|316.21|-0.515894968|2|25.1139312|0.025332565|-127.7749783|-0.007610481|-41.03213895|11.94347454|0.059834711|2.87|7.5528
47j_a18|399.25|-0.48833504|0|34.43235841|0.016220875|-411.3767328|-0.007807275|-56.816779|12.42035127|0.0033281|2.82|7.4559
8a_a32|348.07|-0.591393096|0|29.86932167|0.017733503|-312.4144752|-0.010151321|-52.34893512|11.48993376|-0.128684642|4.65|7.3468
15_a31|271.36|-0.6215974160000001|0|34.45943505|0.03396368|-150.46712390000002|-0.018913735|-61.76522754|20.47825449|-0.074455342|3.0|5.9586
8e_a8|378.73|-0.475941912|0|33.36487904|0.0184428869999999|-370.0368722|-0.010579355|-70.49962428|12.87136047|-0.051339286|4.17|4.7014
12b_a50|315.44|-0.246831987|1|20.82911679|0.027586169|-73.59089223|-0.002929899|-22.92589265|10.80329197|-0.115659308|3.42|5.3242
19_a20|368.83|-0.5838248970000001|3|31.64490997|0.0159602|-389.0666676|-0.0096278259999999|-60.26825633|8.964643162|-0.063133522|4.08|5585.0
47u_a18|397.57|-0.539738821|0|33.23007431|0.021142007|-309.31352410000005|-0.010219187|-62.99873374|14.42377665|-0.033209663|3.02|5.7055
3c_a32|352.54|-0.5427297289999999|0|21.36577928|0.018316536|-199.4122311|-0.006923974|-34.91603827|7.772301225|-0.01180891|4.68|8.0458
5a_a40|326.96|-0.363338726|0|19.58503709|0.0130940839999999|-285.426492|-0.004609716|-34.5789643|9.135164355|-0.02394636|3.08|7.0915
3q_a32|342.16|-0.5448044360000001|0|27.20679986|0.022526037|-166.61896299999998|-0.008072705|-41.72706804|11.43581616|-0.098400506|4.72|7.5528
9i_a40|428.48|-0.542471361|0|21.62632891|0.010372658|-361.8074422|-0.0071562119999999|-46.80087537|5.548036224|-0.1788455119999999|4.02|5.9031
14a_a22|347.23|-0.360663314|2|30.46889826|0.021742777|-273.61731430000003|-0.0050042229999999|-42.39063895|14.49148204|-0.015194063|4.31|7.4202
3_a47|332.54|-0.457330633|2|24.35791949|0.016230658|-298.8724505|-0.008740449|-43.59237092|4.514659074|0.013073797|5.4|6.5
galu_a46||-0.4671565689999999|2|23.01702105|0.013967104|-317.0250717|-0.00642454|-50.93538037|6.915480101|-0.1121767259999999|3.51|7.2924
6_a3|365.05|-0.594308852|2|23.4484528|0.0150025189999999|-302.19751|-0.008934536|-52.01903278|5.449560482000001|0.032782484|4.66|5.7501
8_a15|331.28|-0.342749125|1|32.56759415|0.035495625|-22.68867482|-0.009853404|-41.7821007|19.65860939|-0.014489333|4.95|6.9666
1g_a5|297.09|-0.242737126|2|23.76563316|0.02697793|-122.2065919|-0.003919036|-37.59983870000001|10.9506874|-0.0353243789999999|4.21|6.9393
12b_a36 (EW-7197)|328.66|-0.442656599|1|32.77617664|0.020730147|-308.7538779|-0.008137593|-50.90136206|13.41367899|-0.056994595||8.1549
18c_a25|371.26|-0.282103688|2|23.70385212|0.014546814|-325.8749539|-0.002704524|-31.96445203|6.300016824|0.006360768|6.11|7.0555
17a_a10|310.84|-0.275154041|2|29.57794442|0.0254938|-91.52361858|-0.004333189|-39.18491085|14.20303963|0.031632653|2.5|7.3098
3b_a12|328.51|-0.547002361|1|23.06757345|0.0166212889999999|-280.3056362|-0.007916598|-33.57216667|5.401901357000001|-0.003968827|3.14|7.3098
12at_a36|322.81|-0.48127276|1|38.54110857|0.027424543|-241.591008|-0.010886502|-58.66704838|20.43891035|-0.037590959|1.67|7.1079
11b_a50|311.03|-0.266743077|1|20.26785036|0.021631609|-148.2182458|-0.002908227|-23.23499995|10.1501574|-0.133073229|3.73|5.7696
19d_a38|338.89|-0.529632789|1|37.68716585|0.022660131|-320.7487188|-0.0120676969999999|-74.84120843|15.53007152|-0.024688524|1.65|7.9586
3b_a49|322.72|-0.405529602|2|25.77091035|0.021477952|-191.9087104|-0.0057605869999999|-54.04959517|8.304484449|0.00361222|3.2|7.6021
12i _a30|351.81|-0.469854551|1|30.29912252|0.014680721|-400.0044646|-0.00691453|-50.00086637|10.32233418|-0.072247675|3.27|7.8013
1a_a18 (SB-431542)|376.27|-0.567791164|1|36.46179023|0.02438148|-300.3801761|-0.015636898|-74.98172333|19.58668728|-0.0492229479999999|3.63|6.9031
4a_a49|327.34|-0.403194204|2|27.62211044|0.023624093|-184.3656985|-0.006602016|-57.79201133|10.51443916|0.018857363|2.83|7.4949
14t_a23|386.72|-0.4515027279999999|2|27.11827225|0.014352462|-390.9561553|-0.005383494|-36.09926385|11.36130649|-0.093434862|4.33|8.3979
8c_a12|323.37|-0.606245231|2|25.52931025|0.018855428|-269.8853937|-0.0104125509999999|-34.19075142|10.00357546|-0.07003012|1.59|7.3979
13p_a6|415.53|-0.573014008|2|35.16646396|0.018322293|-369.0018868|-0.010395243|-70.52421289|12.27472016|-0.072853186|4.01|7.0362
12bc_a36|320.4|-0.442519304|1|33.5878425|0.017847333|-364.8584744|-0.007661816|-51.87437401|12.2593899|-0.027636036|3.19|8.0969
1a_a5|437.61|-0.179831877|2|19.19815378|0.016493595|-227.2618539|-0.001785522|-36.19957997|4.047117885|-0.004213083|1.42|6.9706
4_a27|300.29|-0.480852615|2|21.34684457|0.020363697|-188.9664429|-0.006181204|-29.89961815|10.43112657|-0.01660383|2.8|8.3979
12m_a36|320.72|-0.52644768|1|38.24042793|0.0222467879999999|-331.4617713|-0.011502861|-67.27772044|15.24099981|-0.038386106|0.98|7.5229
23_a10|325.98|-0.233801237|2|24.9903188|0.013394095|-370.018179|-0.00264793|-35.17017083|6.81095873|-0.0253481679999999|5.81|6.1249
11d_a5|301.89|-0.22897714|2|26.16587381|0.018119737|-269.7929124|-0.003373937|-40.04753555|8.151092424|0.01948342|4.14|7.8239
12al_a36|349.14|-0.404703593|1|34.61874732|0.025956027|-225.1591357|-0.008463062|-51.22331485|17.71943397|-0.031635802|1.89|7.3188
18b_a30|351.66|-0.45633339|1|31.55111394|0.0184861069999999|-343.5825913|-0.006947027|-52.09100293|13.14992762|-0.051413084|2.49|7.6003
3h_a32|348.74|-0.531669815|0|22.33200639|0.011751781|-342.4592076|-0.005281944|-44.97387528|6.98327435|-0.111111111|6.24|8.1549
A7701_a51||-0.22798944|2|17.56790307|0.012504214|-276.3170672|-0.002377784|-32.97926236|3.420720075|-0.0299823629999999|4.0|7.6021
2_a49|331.24|-0.320124905|2|20.14177325|0.017498253|-219.534132|-0.004112807|-44.066695|5.634353797999999|0.005918367|3.7|7.2291
12e_a40|409.82|-0.520457262|0|33.21629575|0.021118537|-315.75223450000004|-0.015461694|-71.78145688|8.195398107|-0.192362496|4.84|5.9318
12z_a30|360.02|-0.39205163|1|37.52507564|0.029109145|-182.00664430000003|-0.008819424|-49.68145417|21.47520633|-0.045463448|2.63|7.3615
4S4k_a46|304.07|-0.3860697829999999|1|18.61456563|0.007182108|-390.0516264|-0.0049602|-47.49082053|4.1078333030000005|-0.1032662209999999|4.77|6.7055
9d_a31|322.22|-0.550392027|0|34.77197803|0.023927395|-223.1115993|-0.012442213|-66.96024848|19.79432796|-0.021171445|4.09|6.2218
12b_a30|352.16|-0.468842459|1|30.57626261|0.01584525|-379.1359902|-0.007353271|-53.05077947|11.01246349|-0.072247675|3.18|8.1543
1h_a5|284.03|-0.20140246|2|19.45961351|0.01585373|-255.618083|-0.001978474|-35.25675213|4.588992214|-0.044117647|4.51|7.5528
11_a15|418.94|-0.363940085|2|31.14961732|0.018086221|-327.9935744|-0.0064953419999999|-44.15161868|12.69062406|0.023543401|6.69|6.1314
13b_a5|296.66|-0.357011244|2|26.06641209|0.021552174|-199.2474147|-0.004573365|-44.93506461|8.980592802|-0.017963913|4.06|6.9586
3g_a32|349.68|-0.563371932|0|21.05801434|0.01096673|-333.29803589999995|-0.006258272|-38.9071564|6.647498326|-0.125170068|5.42|7.8539
8a_a50|297.06|-0.352654037|1|21.23424244|0.017017336|-253.4513797|-0.00439531|-34.88425666|9.480859015|-0.058014797|3.71|7.3279
30_a47|333.66|-0.4370608039999999|2|33.84108731|0.028122734|-215.3470619|-0.0092264759999999|-64.94243028|13.64937081|0.0467853809999999|3.93|7.9
10_a47|332.97|-0.45272733|2|23.5960035|0.014051737|-322.8149102|-0.008013899|-40.80144983|5.088920549|0.007193585|5.92|7.9
12w_a30|348.42|-0.477636454|1|31.60926388|0.014471302|-422.1196298|-0.007019432|-52.53307388|10.59162334|-0.04950715|3.92|7821.0
6_a4|307.24|-0.1738111839999999|2|16.83786074|0.008863911|-350.36323230000005|-0.001221193|-29.18838891|4.324187697|-0.208689928|5.23|5.8861
4R4k_a46|299.53|-0.3860697829999999|1|18.68565706|0.007248925|-390.2334878|-0.0049602|-47.73036108|4.194771739|-0.1032662209999999|4.77|7.0132
12bi_a36|336.45|-0.37220074|1|38.89295091|0.037590587|0.474365004|-0.00902707|-57.89562053|24.16125901|0.041834838|1.9|7.8539
25d_a34|290.15|-0.605891389|1|37.86469665|0.019881997|-366.6979266|-0.015046463|-66.52770588|19.36462983|0.00670464|3.95|6.0223
25c_a34|294.54|-0.5404076879999999|1|39.09037289|0.037538004|-49.9273377|-0.014384932|-59.0359041|29.22363765|-0.041629027|1.98|5.7496
9a_a36|320.56|-0.398235589|1|31.95428497|0.019513779|-322.5522826|-0.007853595|-45.04449811|14.47407729|-0.06502499|2.04|7.8861
4_a3|356.58|-0.607238634|1|21.6476858|0.0100954959999999|-348.9230345|-0.008561428|-52.4583525|3.806447632|0.0248526079999999|5.17|5.9
10_a3|362.35|-0.616256033|3|23.57661855|0.023470578|-191.3775649|-0.010609861|-46.64544572|6.768239856|0.043342516|3.41|5.1
16a_a23|763.49|-0.380779155|2|28.35168303|0.02809646|-110.9672657|-0.0054940769999999|-26.53751114|13.80568132|-0.071458049|2.52|7.4037
4h_a46|296.62|-0.516344924|2|29.75215152|0.011589523|-479.405829|-0.005778576|-65.24476749|7.900037181|-0.09922757|6.18|6.6402
1_a15|385.18|-0.34192045|2|33.22939752|0.0280791829999999|-136.9714493|-0.0084598019999999|-44.01415991|16.94887506|-0.000905902|6.32|7.3565
12g_a40|392.64|-0.512657141|0|26.82520454|0.013442698|-369.5858437|-0.01011728|-49.94706785|6.670206427999999|-0.211162861|5.14|6.1403
9c_a31|322.12|-0.546598398|0|34.07943198|0.024456662|-217.5897278|-0.013082561|-65.84728287|19.30758668|-0.062737615|3.7|6.3768
11_a33|353.74|-0.393892466|0|27.10262364|0.035341374|-51.37234937|-0.008708023|-34.4118011|16.37099833|-0.008908194|4.13|8.3188
GW6604_a52||-0.201462112|2|19.64292268|0.01768964|-232.6328342|-0.002149879|-35.51891876|4.459510077|-0.028376521|4.2|6.9706
12ab_a36|319.17|-0.4186639029999999|1|33.96451406|0.024384271|-246.9770378|-0.007034881|-54.63243106|16.62527454|-0.029080933|1.95|7.9586
14r_a23|389.92|-0.454010253|2|29.85706563|0.017092103|-371.2130393|-0.006323791|-40.32463891|12.35476415|-0.064006338|4.58|8.2684
3f_a32|348.58|-0.5487283829999999|0|21.53155987|0.011659458|-326.0981041|-0.00611496|-41.40131823|6.707989266|-0.110286539|5.63|8.0458
13b_a30|353.68|-0.564815317|1|36.15271139|0.017174033|-405.5090587|-0.011016128|-74.24619275|12.52854078|-0.0463169629999999|1.72|7.5901
11g_a5|294.62|-0.267507083|2|30.75897687|0.03204398|-57.28097817|-0.004593347|-44.19305139|15.25675|-0.007175378|4.48|7.5229
9s_a24|464.24|-0.248704391|3|27.15292246|0.03496522|68.10609672|-0.003599664|-30.93968263|10.42725806|0.013901071|4.29|7.4949
12ad_a36|321.93|-0.478461478|1|39.44011905|0.028968808|-221.4751857|-0.01083262|-58.34300549|21.78471426|0.010723827|1.67|7.7696
8a_a8|399.45|-0.5028388229999999|1|38.44444383|0.025786572|-316.4749864|-0.014658222|-78.93428863|20.58762475|-0.0298924089999999|2.72|4.9454
14f_a23|346.78|-0.399688849|2|31.93672236|0.025162423|-224.1560124|-0.006791105|-40.51498423|18.34483401|-0.041351617|4.03|8.6459
9n_a24|302.2|-0.225226606|2|27.88350328|0.021951174|-205.6223122|-0.003323852|-35.21502941|11.90027964|-0.03088354|4.14|7.7212
3p_a32|340.28|-0.53666614|0|27.70403125|0.025390655|-141.21321609999998|-0.008735261|-41.73212799|12.5150622|-0.074544773|3.71|7585.0
5_a4|308.12|-0.164263889|2|16.77294978|0.009538616|-330.3047347|-0.001215982|-27.26045038|4.324106888|-0.134215501|4.67|7.1487
7_a15|330.67|-0.335491052|1|32.78250222|0.042799094|56.98518567|-0.010310394|-41.29775265|20.31436245|0.0019353679999999|4.64|6644.0
5f_a40|405.03|-0.4644854879999999|0|23.33651|0.015000038|-290.5093357|-0.008387329|-52.44868801|9.349692674|0.062183277|2.68|6.9508
12ax_a36|318.82|-0.440372791|1|33.94393618|0.018645135|-354.3162187|-0.007681676|-49.32384393|12.79462904|-0.034663063|3.19|7.9208
12w_a36|318.88|-0.604676196|1|41.94801097|0.0273396629999999|-294.8983941|-0.015825416|-62.34080876|15.15285952|-0.010726574|4.04|7.6383
12d_a30|356.06|-0.4562256979999999|1|28.75340957|0.013424098|-406.2173266|-0.006335328|-47.69710881|10.05700314|-0.075816941|2.93|7.9508
