molecula|n9FaHRing|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|n6HRing|SaaaC|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|GRAVp|TASA|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Leadlikeness|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|IC50|pIC50|pIC50
13j_a6|0|0.0|0|7.412764017000001|1|1|1.430640326|0.0|0.0353600779999999|-0.015004989|-0.154502515|1|0.0|-0.855284356|-0.011017781|10.95129557|-0.047513534|1|-0.007703306|0.121750719|1|0.8744720490000001|-0.063948098|-0.079161042|0.8353837409999999|0.830577798|0|0.6229641429999999|-0.120219472|-0.129511589|0.205764388|0.03111288|-80.33128667|180.6709018|0.377035857|-0.046428683|-57.82670518|13.89184843|114.6910805|0.7841668409999999|-2.460720196|-53.67779048|-31.02389141|2907.3053210000003|416.2679342|0.765539515|6276.316063|144.22085800000002|39.56287079|0.0199201689999999|-379.7635712|1.0|1.0|1.0|3.0|3.56|2.26|0.12|-8.5|1.0|120.17|1.0|6.0|-5.03|-6.81|0.0|0.0|1.0|9.32e-06|0.00398|3.28e-05|2.95|0.0|0.0|3.18e-09|1.36e-06|4.94|3.5599|-1426.520775|712.52|348.28|0.2857|339.64|0.69993|0.7045100000000001|0.0259|-0.14602|8.3187|262.0|6.5817|6.5817
19c_a38|0|0.0|0|7.412764017000001|2|2|1.297043851|0.0|-0.085545751|-0.008177185|-0.04575843|2|0.0|-0.449745181|-0.004442319|10.95429182|-0.0431896509999999|1|-0.002443797|0.04814981|1|0.7163622890000001|0.073931688|-0.071918235|0.908721232|0.6885713729999999|0|0.7591916240000001|-0.0918007669999999|-0.108301657|0.396635872|0.024315945|-57.79749770000001|139.1570837|0.240808376|-0.038224114|-42.92996714|9.638658988|4.848162625|0.7187071909999999|-1.949429829|-36.38913762|-24.06579196|2967.98627|477.9848537|0.914989047|6618.350708|177.10114030000005|33.48483537|0.023120664|-275.39483110000003|1.0|0.0|1.0|3.0|4.84|3.0|0.13|-6.92|1.0|130.41|1.0|5.0|-4.35|-7.13|0.0|0.0|0.0|4.46e-05|19.0|7.55e-05|2.5|0.0|0.0|1.2099999999999998e-07|5.14e-05|3.23|3.8322|-1424.3899310000002|652.09|323.53|0.2961|210.74|0.2597|0.6279899999999999|0.1417|-0.15612|2495.0|9.0|8.0348|8.0348
17d_a50|1|0.0|2|8.105609402|2|2|1.338814635|4.380250483|-0.152030219|-0.002166617|0.03538699|1|2.234730384|-0.140830095|0.012079|10.94500663|-0.125540541|2|0.01245647|0.009780681|1|0.754575205|-0.1921395789999999|-0.2177003589999999|0.789310938|0.7276268779999999|1|0.929886823|-0.044172353|-0.069790853|0.8020670809999999|0.0152123589999999|-30.63468215|5.007868064|0.070113177|-0.025589979|-33.56790124|7.31681784|86.38197811|0.75405703|-1.535398758|-21.24595322|-17.74731987|2824.70142|644.9008302|0.8041037459999999|6281.764548|170.5678813|23.53577933|0.013178555|-352.3903892|0.0|1.0|1.0|0.0|4.07|3.68|0.35|-7.07|2.0|133.19|1.0|6.0|-4.5|-6.25|0.0|1.0|0.0|3.17e-05|0.0135|1.31e-05|3.72|0.0|0.0|8.55e-08|3.63e-05|3.41|4.0506|-1335.962757|727.15|306.09|0.1819|306.09|0.66103|0.66103|0.1819|-0.16716|5.6557|74.0|7.1308|7.1308
16b_a32|1|0.0|0|7.765993078999999|0|0|0.2980105389999999|0.0|0.0873104119999999|-0.008469352|-0.3723824429999999|0|2.033356859|-0.423467596|-0.008277865|10.31100078|-0.0657820279999999|3|-0.00180101|-0.023602065|0|0.745820612|0.056127969|-0.098450203|0.907055332|0.6762731040000001|1|0.7465375040000001|-0.088716278|-0.1083060409999999|0.559199331|0.015808858|-56.84546999|53.96132589|0.253462496|-0.0345657579999999|-44.4669946|6.490611388|9.827907321|0.7476362679999999|-1.624590613|-36.42406481|-22.14820988|3037.795494|478.3482386|0.709394251|6612.089615999999|161.7035261|29.62431176|0.017136832|-317.3487516|1.0|0.0|1.0|2.0|3.71|2.48|0.28|-7.6|1.0|114.43|1.0|7.0|-6.28|-6.72|1.0|0.0|1.0|5.19e-07|0.000225|2.84e-05|3.14|0.0|0.0|2.54e-08|1.1e-05|6.37|3.6211|-2315.951437|676.92|342.39|0.2849|342.39|0.70233|0.70233|0.2849|-0.14995|4.4055|17.0|7.7696|7.7696
12ac_a36|0|0.0|0|7.412764017000001|2|2|1.297043188|0.0|-0.050997272|-0.007639626|-0.073735973|2|0.0|-0.450737917|0.000584134|10.95345846|-0.0121300989999999|1|0.0018565629999999|0.060445359|1|0.8058720979999999|0.135371136|-0.020272679|0.863165958|0.770400825|0|0.779673368|-0.080202334|-0.104391657|0.4712820929999999|0.021508835|-55.68500110000001|118.0445703|0.220326632|-0.036062573|-50.32319912|10.36858115|20.70356046|0.7316461470000001|-1.98344149|-38.66245764|-25.03847816|2902.588755|541.3322795|0.801074136|6378.288017|186.3198219|34.22211444|0.020208014|-321.66684580000003|1.0|0.0|0.0|2.0|4.86|0.0|0.17|-6.89|1.0|133.95|1.0|6.0|-3.81|-7.21|0.0|0.0|0.0|0.000154|0.0653|0.000112|2.36|0.0|0.0|1.29e-07|5.4600000000000006e-05|4.84|3.8594|-1385.566143|711.77|321.25|0.3302|319.2|0.56186|0.56357|0.0249|-0.15675|4.0208|13.0|7.8861|7.8861
2_a47|0|0.0|0|0.0|0|0|1.381899691|0.0|-0.002024001|-0.008527649|-0.13117284|2|1.454085483|-0.3581612489999999|-0.007479445|10.93671092|-0.013580367|0|-0.006079384|-0.007299676|2|0.916092248|0.115527282|-0.0253134039999999|0.728066943|0.875463345|1|0.847324011|-0.083455669|-0.095655954|0.482748996|0.008511123|-41.57671973|99.5619537|0.152675989|-0.036790752|-23.74109633|2.112397382|0.958043241|0.784978115|-1.4348393119999998|-20.71307621|-18.32875817|2105.761386|422.1277419|0.764993595|4559.060763|107.1215986|23.34938746|0.016376351|-283.9460863|1.0|1.0|1.0|2.0|2.58|2.54|0.0|-7.82|1.0|96.54|1.0|3.0|-5.46|-5.0|0.0|1.0|1.0|3.46e-06|0.00109|7.75e-06|4.52|0.0|0.0|1.51e-08|4.73e-06|3.49|3.7181|-1010.505024|536.13|333.46|0.2143|333.46|0.69102|0.69102|0.2143|-0.15446|2.1266|631.0|6.2|6.2
12b_a30|0|0.0|0|7.412764017000001|2|2|0.604984682|0.0|0.047132642|-0.007353271|-0.06631353|2|0.0|-0.3897233479999999|0.001139238|10.31162898|-0.072247675|1|0.002064369|-0.165287712|1|0.669561738|-0.009146339|-0.1240820219999999|0.880943609|0.64876559|0|0.764737577|-0.08354129|-0.09915679|0.383979687|0.017341789|-53.05077947|86.84905288|0.235262423|-0.038448551|-39.98560202|6.99318589|0.0|0.798520682|-1.883979001|-33.68855323|-24.41577808|2849.095245|485.6272203|0.878381889|6275.380072|127.9443353|30.57626261|0.01584525|-379.1359902|1.0|0.0|0.0|1.0|4.63|0.0|0.14|-6.9|2.0|127.24|1.0|5.0|-5.39|-6.02|0.0|0.0|0.0|4.12e-06|0.00171|9.71e-06|3.97|0.0|0.0|1.26e-07|5.260000000000001e-05|4.07|3.5207|-1674.977262|673.18|352.16|0.2079|245.19|0.3159099999999999|0.68496|0.1525|-0.1493799999999999|3.7327|7.0|8.1543|8.1543
12al_a36|0|0.0|0|7.412764017000001|2|2|1.297043737|0.0|-0.06777947|-0.008463062|-0.04314418|2|0.0|-0.4908576189999999|0.00127667|10.96020817|-0.031635802|1|0.003077071|0.172830414|1|0.8913597320000001|0.125005134|-0.055405405|0.885733922|0.84179881|0|0.801179217|-0.077842923|-0.105915949|0.2689491989999999|0.026927826|-51.22331485|114.2305891|0.198820783|-0.035305316|-45.86257662|11.65999569|0.0|0.671084645|-1.906487074|-33.70669917|-23.23210974|2843.740855|527.2034213000001|0.841133748|6049.668466|216.4375922|34.61874732|0.025956027|-225.1591357|1.0|0.0|0.0|2.0|4.81|0.0|0.17|-6.69|1.0|130.24|1.0|6.0|-3.95|-6.93|0.0|0.0|0.0|0.000113|0.0464|8.499999999999999e-05|2.65|1.0|0.0|2.03e-07|8.340000000000001e-05|2.92|3.5511|-1347.445127|702.95|349.14|0.4466|319.71|0.6945399999999999|0.70417|0.0095|-0.14558|6.4473|48.0|7.3188|7.3188
12bb_a36|0|0.0|0|7.412764017000001|2|2|1.29704416|0.0|-0.07834963|-0.008239316|-0.117921811|2|0.0|-0.444923056|-0.006877664|10.96022185|-0.027636036|1|-0.004358975|0.2463876689999999|1|0.653741315|0.0534307559999999|-0.045186455|0.892249657|0.632625562|0|0.6888482109999999|-0.090660196|-0.114330726|0.314702945|0.022069757|-58.19935506|88.91215764|0.311151789|-0.038872447|-47.11573753|9.094955748|0.0|0.719294078|-1.943622342|-37.36110291|-24.95418524|2902.055617|442.2064275|0.926384521|6285.088971|180.1992964|34.69260487|0.022984922|-281.5518699|1.0|0.0|0.0|2.0|4.72|0.0|0.14|-7.12|1.0|123.67|1.0|5.0|-3.99|-6.8|0.0|1.0|0.0|0.000102|0.0424|4.81e-05|2.88|0.0|0.0|7.599999999999999e-08|3.17e-05|3.66|3.8001|-1431.374881|667.88|326.27|0.4172|236.69|0.38838|688.0|0.0736|-0.15507|6251.0|0.01|8.0|8.0
11_a27|0|0.0|0|7.535296702|1|2|1.1606177359999998|0.0|0.100091619|-0.0067474069999999|-0.003527607|2|1.3706083080000002|-0.344117757|0.004538653|10.93910312|-0.027287578|0|0.005111147|-0.1299181459999999|2|0.734834532|-0.0357410779999999|-0.043616687|0.8629676709999999|0.7146215429999999|1|0.7645505|-0.079921166|-0.094820973|0.349764196|0.016171515|-42.27430065|143.3238715|0.2354494999999999|-0.034296948|-26.52978026|4.524597532|72.60399149|0.8088958709999999|-1.611956546|-22.36099135|-18.14137056|2339.465471|404.4089873|0.82770457|5186.240841|101.0845293|22.42732497|0.012694323|-326.780942|1.0|0.0|0.0|1.0|3.95|0.0|0.35|-6.09|0.0|106.33|1.0|2.0|-3.68|-6.47|0.0|1.0|0.0|0.000207|0.0716|9.45e-05|2.73|0.0|0.0|8.2e-07|0.000283|4.54|2.4836|-1122.433411|571.4|499.21|0.3492|370.92|0.6125|0.59222|0.0793|-0.1022|3.1278|5.0|8301.0|8301.0
47p_a18|0|0.0|0|7.03438793|1|1|1.25117677|0.0|-0.001819106|-0.005394244|-0.04760181|0|0.0|-0.3775970529999999|0.00235332|10.94701988|-0.049428094|0|0.003537135|0.037961877|0|0.72025564|0.030970815|-0.082977829|0.7611910209999999|0.710266593|0|0.832954548|-0.06909945|-0.082580968|0.278332428|0.007989903|-51.14496913|10.25627035|0.1670454519999999|-0.030813794|-45.24146169|4.377217987|48.48855261|0.818459442|-2.0645242|-37.85569728|-22.80728054|2933.069245|616.5234972999999|0.956223901|6726.61969|134.3699001|27.86610962|0.01090303|-471.4248324|1.0|1.0|1.0|2.0|4.29|0.0|0.28|-9.03|3.0|144.53|1.0|9.0|-5.67|-6.07|0.0|1.0|0.0|2.13e-06|0.000998|5.34e-06|4.35|0.0|0.0|9.35e-10|4.38e-07|7.98|3.2036|-1493.731375|795.43|387.01|595.0|387.01|0.6937800000000001|0.6937800000000001|595.0|-0.13118|3.6452|64.0|7.1938|7.1938
21c _a23|1|0.0|2|7.525639975|0|0|1.197962776|3.311482916|0.178300778|-0.009944003|-0.135572353|2|0.731360766|-0.576752175|0.003456487|10.3132171|-0.039311241|2|0.0035741379999999|0.118226959|2|0.7641222459999999|0.149511954|-0.060079444|0.838980345|0.7301130229999999|1|0.790596437|-0.08365474|-0.098699133|0.2571258939999999|0.014036138|-59.46209153|323.3651097|0.209403563|-0.040210758|-49.86692499|7.09164338|94.32302529|0.834557275|-2.171380929|-42.26586935|-28.58195193|3161.1237530000003|561.9588018|0.881854988|7227.157398|117.597286|34.24804117|0.013451712|-475.6090385|0.0|0.0|1.0|2.0|3.68|3.11|0.08|-7.33|1.0|133.35|1.0|6.0|-5.63|-7.13|1.0|0.0|0.0|2.35e-06|0.0011|1.92e-05|2.86|0.0|0.0|4.69e-08|2.2e-05|4.47|3.6649|-1837.932192|747.88|338.3|0.3329999999999999|338.3|0.5885699999999999|0.5885699999999999|0.3329999999999999|-0.15089|6.0226|67.0|7.1752|7.1752
8a_a12|0|0.0|0|0.0|1|1|1.283813597|0.0|0.082323047|-0.00771093|-0.052287869|3|0.0|-0.362413703|-0.001510006|10.95472846|-0.084035283|0|0.000249868|-0.3422915179999999|2|0.913877696|-0.1261547959999999|-0.146966854|0.8157289759999999|0.862306783|0|0.892656426|-0.05926895|-0.093050281|0.221703535|0.010336879|-30.69873711|46.32568673|0.107343574|-0.033836466|-24.96342938|2.773166902|0.0|0.791430726|-1.4888045019999998|-15.90061008|-17.52581709|2212.38965|462.3571879|0.878904705|4806.044707999999|108.02980890000002|22.14447395|0.014012546|-301.89687089999995|1.0|1.0|1.0|1.0|4.06|3.06|0.15|-7.89|0.0|105.24|1.0|3.0|-3.9|-6.04|0.0|1.0|1.0|0.000125|0.0408|6.19e-05|3.18|0.0|0.0|1.28e-08|4.2e-06|3.41|3.9091|-1046.0210880000002|556.3|317.17|0.2486|317.17|0.6309100000000001|0.6309100000000001|0.2486|-0.15696|3.6588|199.0|6.7011|6.7011
3p_a32|1|0.0|0|8.02059915|1|1|0.609420752|0.0|0.007752757|-0.008735261|-0.028895521|0|2.1365141480000003|-0.419292538|-0.000971341|10.31100269|-0.074544773|3|0.000920756|-0.092884784|0|0.737842269|0.058054833|-0.120768771|0.918782026|0.6956696440000001|1|0.8195708759999999|-0.070907174|-0.098773656|0.366898545|0.021264377|-41.73212799|40.28175307|0.180429124|-0.029183126|-34.21384146|7.365688817|57.82331968|0.6199678829999999|-1.28405753|-24.56127372|-17.1756096|2650.4178850000003|482.3550967|0.713035367|5960.446219|223.6663527|27.70403125|0.025390655|-141.21321609999998|1.0|0.0|1.0|1.0|3.38|2.6|0.26|-6.79|1.0|112.37|1.0|4.0|-5.11|-6.8|0.0|0.0|1.0|7.78e-06|0.00308|5.629999999999999e-05|2.7|0.0|0.0|1.62e-07|6.4e-05|4.26|3.6436|-1879.527843|626.32|340.28|0.3083|340.28|0.7017100000000001|0.7017100000000001|0.3083|-0.15055|4.3094|26.0|7585.0|7585.0
12be_a36|0|0.0|0|7.412764017000001|2|2|1.297042758|0.0|-0.148313814|-0.009368126|-0.0419484829999999|2|0.0|-0.580823835|0.000482522|10.95957887|0.00430921|1|0.002872872|0.19405344|1|0.884226781|0.132962547|0.00734728|0.858971809|0.8350231859999999|0|0.798015877|-0.0780531429999999|-0.108962668|0.330453338|0.033763464|-54.15309606|63.31681179|0.201984123|-0.031937334|-52.44976141|16.25222352|0.0|0.5660743979999999|-1.852365352|-37.57129686|-22.15805062|3039.9167260000004|553.6616295|0.839796323|6592.168374|301.05661160000005|39.14335412|0.034632557|-91.68453892|1.0|0.0|1.0|2.0|4.96|0.0|0.21|-6.79|1.0|136.74|1.0|7.0|-4.11|-7.13|0.0|0.0|0.0|7.75e-05|0.0342|7.13e-05|2.62|1.0|0.0|1.6100000000000005e-07|7.11e-05|2.68|3.3487|-1461.968283|739.48|370.25|0.7034|237.59|0.40844|0.70465|0.0018|-0.13781|7.7861|44.0|7.3565|7.3565
14v_a23|1|-4.844615416|2|7.423568444|0|0|1.1979575059999998|3.004639728|0.135774541|-0.014768546|-0.299484129|2|0.636416435|-0.8122700340000001|-0.002390707|10.3132174|-0.015149431|2|-0.0004039459999999|0.170475376|2|0.598213287|0.132882353|-0.022236834|0.845160857|0.575188253|1|0.916605275|-0.067342061|-0.09479984|0.31419322|0.019811827|-44.4776373|78.86310829|0.083394725|-0.042752869|-41.35406587|8.64241561|0.912757854|0.788328659|-2.180396311|-29.37629463|-28.23713101|3399.4261450000004|605.3933675|0.84234449|8458.789829000001|139.8032821|35.81898321|0.020908947|-380.8667976|0.0|0.0|1.0|1.0|3.62|3.46|0.09|-7.95|2.0|126.97|1.0|7.0|-6.89|-5.94|1.0|0.0|0.0|1.29e-07|6.38e-05|1e-06|4.76|0.0|0.0|1.12e-08|5.57e-06|5.17|3694.0|-2042.161744|679.5|335.64|348.0|335.64|0.6017100000000001|0.6017100000000001|348.0|-0.1524299999999999|4.5506|4.0|8.4001|8.4001
8e_a8|0|0.0|1|7.05012252|0|0|1.394799502|1.311619189|-0.018155171|-0.010579355|-0.205927741|0|0.0|-0.539547088|-0.005310149|10.94332438|-0.051339286|1|-0.004224671|-0.0015448089999999|0|0.650073857|0.02023118|-0.079493088|0.7742101929999999|0.636205913|0|0.661490276|-0.115572516|-0.105450888|0.280304418|0.0211004739999999|-70.49962428|106.0087621|0.338509724|-0.04393787|-39.238709|7.851573274|76.40535608|0.803307236|-2.109017754|-43.00500847|-26.80224874|2692.975753|403.5112981|0.935150832|6095.6213210000005|119.9832494|33.36487904|0.0184428869999999|-370.0368722|0.0|0.0|0.0|2.0|3.2|2.98|0.04|-7.78|2.0|111.81|1.0|5.0|-5.27|-6.14|0.0|0.0|0.0|5.34e-06|0.00215|1.25e-05|3.69|0.0|0.0|1.6399999999999998e-08|6.63e-06|7.22|3.2737|-1376.924308|639.38|378.73|0.3731|267.77|0.50055|0.7013|0.1671|-0.13719|6.1505|19.89|4.7014|4.7014
12_a15|0|0.0|0|0.0|0|0|1.435689014|0.0|-0.071096525|-0.006620824|-0.0455566929999999|2|0.0|-0.370766171|0.001740635|10.95973444|-0.01062828|0|0.0034254209999999|-0.054575504|2|0.8310685940000001|0.049877871|-0.019064393|0.769289315|0.7933685340000001|0|0.89637291|-0.061084417|-0.094209248|0.738437971|0.015018226|-39.00359933|72.18361893|0.10362709|-0.031995594|-38.40979933|6.123040777999999|4.192089814|0.746489397|-1.695766456|-24.90456371|-20.42981445|2613.57759|572.3516967|0.909927213|5897.820841|161.8714956|27.36785616|0.016453962|-314.7766363|1.0|1.0|1.0|1.0|3.56|3.73|0.12|-9.82|2.0|119.95|1.0|6.0|-6.22|-4.97|1.0|0.0|1.0|5.99e-07|0.0002379999999999|1.47e-06|5.29|0.0|0.0|1.51e-10|5.99e-08|5.16|3.8538|-1281.060163|688.91|321.72|0.1374|276.63|0.50595|0.70444|0.0093|-0.15858|4.3338|4.0|8.3979|8.3979
4e_a46|0|0.092094405|1|7.825245291|1|1|0.300205548|2.12386814|0.1369980459999999|-0.005995748|-0.370202917|2|0.0|-0.4017151029999999|-0.001404912|10.31928077|-0.05803828|1|0.002688298|-0.135489528|2|0.738134189|0.075271624|-0.076733489|0.8146060740000001|0.69063113|0|0.753715041|-0.0835371459999999|-0.084780904|0.68427144|0.010671173|-63.39469142|105.0139519|0.246284959|-0.030951758|-48.825259|6.145520557|20.27041189|0.7951078540000001|-1.949960781|-48.10898007|-23.48867857|3411.457836|571.9794684|0.905854609|7615.063066|155.48860530000002|29.54149986|0.0125621839999999|-447.9030518999999|1.0|0.0|1.0|2.0|4.5|2.68|0.27|-8.81|2.0|137.28|1.0|5.0|-6.08|-6.6|1.0|0.0|0.0|8.29e-07|0.000405|3.92e-06|3.78|0.0|0.0|1.56e-09|7.64e-07|8.03|4.1773|-1884.564974|757.1|296.81|0.4814|292.1|0.5745600000000001|0.56481|0.3109|-0.17112|1.9941|154.0|6.8125|6.8125
12aq_a36|0|0.0|0|7.412764017000001|2|2|1.297043497|0.0|0.0332421529999999|-0.0116333169999999|-0.135770278|2|0.0|-0.674732412|-0.006653538|10.95447882|-0.028591187|1|-0.004569485|0.131910912|1|0.892815402|-0.0606936879999999|-0.047695595|0.89459881|0.849217847|0|0.681470612|-0.1093001919999999|-0.122078233|0.162384515|0.021389734|-73.0277723|86.6958382|0.318529388|-0.042953452|-54.49698711|9.548598682|112.415579|0.7619767479999999|-2.319486422|-48.79273723|-28.69889692|2932.54604|455.31741460000006|0.743623723|6296.75201|159.03272990000002|37.66374367|0.020701483|-350.0740123|0.0|0.0|0.0|3.0|4.83|0.0|0.13|-6.14|1.0|131.85|1.0|6.0|-3.52|-7.79|0.0|0.0|0.0|0.000304|129.0|0.000359|1.55|0.0|0.0|7.19e-07|0.000305|3.88|3.3759|-1401.637414|703.04|367.26|0.4988|317.51|0.6933199999999999|0.7058300000000001|0.0059|-0.13908|6.7649|55.0|7.2596|7.2596
3t_a32|1|0.0|0|7.765993078999999|0|0|0.609420752|0.0|0.028840888|-0.006089333|-0.0338714389999999|0|2.141978747|-0.304466646|9.83e-05|10.31100267|-0.086478322|3|0.00139283|0.049606573|0|0.710773544|0.0466380209999999|-0.146047869|0.870628579|0.687253845|1|0.828676243|-0.080203824|-0.0974995|0.217914628|0.014242899|-50.65701113|97.01046154|0.171323757|-0.026967947|-38.89478416|5.681818647999999|0.0|0.684474482|-1.267493496|-31.99514268|-17.03304802|2530.60497|523.3947687|0.929482453|5525.861115|199.2870037|24.88485469|0.017184783|-233.0294362|1.0|1.0|1.0|1.0|3.58|3.41|0.3|-8.01|2.0|112.48|1.0|7.0|-6.48|-5.81|0.0|0.0|1.0|3.28e-07|0.00013|1.16e-05|4.09|0.0|0.0|9.86e-09|3.91e-06|5.5|3.5487|-1864.678788|677.16|349.38|0.2906|349.38|0.70286|0.70286|0.2906|-0.14739|1.2641|9.0|8.0458|8.0458
6e_a40|0|0.0|1|8.421342866|1|2|0.604892975|1.75595616|0.128035402|-0.0148450439999999|-0.074872854|0|0.744550501|-0.69771706|-0.0026177839999999|10.30179954|-0.205140551|2|-0.002992481|-0.276969278|0|0.685858263|-0.011405885|-0.289988439|0.8988141140000001|0.648802794|1|0.74620476|-0.107312598|-0.1164147119999999|0.376602018|0.015875595|-70.52033811|185.1473293|0.25379524|-0.04873174|-50.27304895|6.85578763|35.33106374|0.866991176|-2.095464821|-46.34235117|-32.02400144|3075.060648|490.3675161000001|0.791830204|7585.605268000001|87.40658058|36.93694043|0.012858969|-482.3355765|1.0|0.0|1.0|1.0|3.98|3.16|0.21|-4.63|2.0|125.15|2.0|5.0|-7.76|-6.09|1.0|0.0|1.0|1.74e-08|8.31e-06|2.6e-06|4.4|1.0|0.0|2.35e-05|0.0112|8.35|2.9549|-2831.156883|671.95|419.59|0.3625|419.59|0.67187|0.67187|0.3625|-0.1195799999999999|8.3311|18.0|7.7447|7.7447
11b_a5|0|0.0|0|6.605297921|0|0|1.277648917|0.0|-0.2023158669999999|-0.003900104|0.008093965|2|0.0|-0.1833048739999999|0.006121601|10.94877958|-0.0536971829999999|1|0.005685558|-0.108457009|2|0.735954089|-0.0497097529999999|-0.106187688|0.8645824520000001|0.682032125|0|0.8737310509999999|-0.07633373|-0.080664777|0.378154801|0.016373566|-45.82509318|55.25128526|0.126268949|-0.029332646|-29.07084703|5.900883275|1.880682804|0.66824472|-1.290636432|-27.50997723|-17.60913884|2434.505303|524.5231302|0.83867925|5107.577902|199.1611925|26.35133256|0.0228838029999999|-202.0032297|1.0|1.0|1.0|1.0|2.99|2.55|0.1|-9.15|2.0|106.58|1.0|6.0|-4.65|-6.03|0.0|1.0|1.0|2.26e-05|0.00853|2.04e-05|3.62|0.0|0.0|7.109999999999997e-10|2.68e-07|3.31|4.1982|-1564.72614|635.55|295.32|0.5806|275.55|0.61027|0.6284|0.2013|-0.17107|1.9569|19.0|7.7212|7.7212
20_a4|0|0.0|1|7.535296702|1|1|1.399905568|2.017439295|-0.203359312|-0.003103385|-0.00123671|1|0.0|-0.124135414|0.012265062|10.9459449|-0.059498265|1|0.012025268|-0.098992154|1|0.691307598|0.246357638|-0.105783279|0.8404413829999999|0.665774148|0|0.918147288|-0.060595472|-0.072188305|0.210083785|0.022933651|-29.16642156|63.27373076|0.081852712|-0.0273144939999999|-16.72448692|5.313236547|68.49419443|0.6435852470000001|-1.010636274|-14.03867522|-13.14728679|1982.961908|441.9318823|0.729218575|4085.683488|171.5531319|20.4281979|0.024334176|-138.2237887|1.0|1.0|1.0|0.0|3.23|3.06|0.11|-5.55|0.0|86.62|2.0|3.0|-3.46|-5.96|0.0|1.0|1.0|0.000346|0.1|0.000134|2.96|0.0|0.0|2.79e-06|0.000806|2.73|4.0419|-934.2266312|517.72|306.74|0.2364|239.45|0.5152|0.66028|0.1415|-0.16699|4.0681|646.0|6.1898|6.1898
12am_a36|0|-4.723487246|0|7.412764017000001|2|2|1.240140551|0.0|0.088482802|-0.015884751|-0.297354748|2|0.0|-0.921315581|-0.011700732|10.9602097|-0.037654321|1|-0.007897954|0.345949079|1|0.647732719|-0.0147665219999999|-0.05754717|0.885733922|0.624142499|0|0.814986544|-0.091472759|-0.118101664|0.305015372|0.017590648|-63.19394154|128.69607109999998|0.185013456|-0.045928425|-56.3667958|8.395550408|1.038361162|0.788334835|-2.480134939|-43.65752487|-31.72964526|3230.6292780000003|563.0333297999999|0.940085891|7238.033439|146.228847|40.24894481|0.020179019|-398.3921535|1.0|0.0|0.0|2.0|4.81|0.0|0.17|-7.14|2.0|130.43|1.0|7.0|-5.2|-6.4|0.0|0.0|0.0|6.26e-06|0.00291|8.6e-06|3.86|1.0|0.0|7.24e-08|3.37e-05|4.86|3.8606|-1645.169789|714.21|321.15|0.4894|236.99|0.40752|0.6805100000000001|0.2987|-0.15658|5.9258|0.06|7.2218|7.2218
18_a20|0|0.0|0|6.842683282|0|0|1.400923654|0.0|0.1160337319999999|-0.008841844|-0.12050413|2|1.983673343|-0.5039851160000001|-0.005614194|10.93301779|-0.054458882|1|-0.004071701|0.268927191|2|0.809917509|-0.107446431|-0.090732503|0.8162774979999999|0.778639593|1|0.76136176|-0.0927760219999999|-0.095227339|0.356461863|0.0108136339999999|-61.73239771|318.5587088|0.23863824|-0.035934845|-42.1615378|4.787695004|82.70867776|0.8109110409999999|-1.904546783|-41.07622672|-23.91074854|2809.844943|506.6038164|0.936740671|6206.896662|125.81822920000002|29.4862782|0.013457694|-413.7552685|1.0|1.0|1.0|2.0|3.48|2.76|0.08|-10.0|2.0|125.07|0.0|5.0|-5.59|-6.13|0.0|0.0|1.0|2.54e-06|0.00107|6.91e-06|3.85|0.0|0.0|9.93e-11|4.17e-08|5.35|3.5355|-1352.32685|703.24|350.69|0.2991|207.41|0.31154|0.6953699999999999|0.2011|-0.14685|5.3978|34.0|7.4685|7.4685
