molecula|n9FaHRing|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|n6HRing|SaaaC|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|GRAVp|TASA|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Leadlikeness|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|IC50|pIC50|pIC50
3j_a32|1|0.0|0|8.234564993|0|1|0.609420782|0.0|0.0053427669999999|-0.006580847|-0.017889768|0|2.248764828|-0.269814716|-0.000202965|10.31100276|-0.052622352|3|0.001173363|-0.055211759|0|0.812195122|-0.020129489|-0.084553991|0.8884057059999999|0.7557114|1|0.865101945|-0.070289671|-0.095013178|0.27811778|0.013773753|-37.33051857|47.55031019|0.134898055|-0.030815085|-26.79963418|3.885056172|0.0|0.7487739999999999|-1.140158136|-19.82606536|-16.36574867|2282.569698|459.4516326|0.812452828|4866.613493|133.42496409999998|21.85672669|0.015301673|-264.245436|1.0|1.0|1.0|1.0|3.27|3.0|0.24|-6.69|1.0|95.74|1.0|3.0|-5.92|-5.6|0.0|0.0|1.0|1.21e-06|0.0004089999999999|1.58e-05|3.89|0.0|0.0|2.03e-07|6.86e-05|3.02|3.4982|-1671.479105|564.55|354.42|0.3005|354.42|0.7028|0.7028|0.3005|-0.14498|3.6238|8.0|8.0969|8.0969
7c_a8|0|0.0|1|7.05012252|0|0|1.400027586|1.4416758790000002|-0.244222944|-0.007509694|-0.025233184|1|0.0|-0.382994379|0.00325576|10.94670214|-0.118915929|1|0.004301963|0.079425146|1|0.718994164|0.0092411059999999|-0.196826366|0.795846675|0.6881348629999999|0|0.848923958|-0.080277893|-0.089778346|0.292274414|0.0306012339999999|-50.34151168|49.43944876|0.151076042|-0.03366688|-35.30467154|12.03370912|75.43825735|0.626902145|-1.6160102369999998|-31.56868845|-21.11218373|2716.5013510000003|532.3522286|0.971698707|6013.168519|233.9661552|33.67700028|0.032058696|-159.15828340000002|0.0|1.0|1.0|1.0|3.44|3.1|0.09|-7.76|1.0|112.76|1.0|5.0|-5.0|-6.34|0.0|0.0|0.0|1e-05|0.00399|2.14e-05|3.37|0.0|0.0|1.73e-08|6.91e-06|5.01|3.1406|-1331.793312|662.05|394.78|275.0|269.17|0.62361|0.70321|0.1779|-0.1318599999999999|12.0073|18.59|4.7307|4.7307
12z_a36|0|0.0|0|7.412764017000001|2|2|1.297044126|0.0|-0.065211069|-0.007671785|-0.010732275|2|0.0|-0.421948174|-0.000143196|10.95429182|-0.030529442|1|0.001194592|0.066366917|1|0.8707354620000001|0.103551178|-0.0533649729999999|0.886776351|0.8212311840000001|0|0.834790405|-0.081592361|-0.102674964|0.492335362|0.023371488|-54.11489962|114.3931487|0.165209595|-0.036238222|-45.16471514|10.28066212|15.59091678|0.712682362|-1.848149347|-35.89088901|-24.03445318|2841.692299|553.6621150000001|0.844286292|6146.834385|190.5590792|33.72393432|0.0225782039999999|-282.1167226|1.0|0.0|0.0|2.0|4.76|0.0|0.13|-6.66|1.0|128.47|1.0|5.0|-3.99|-7.08|0.0|0.0|0.0|0.000101|0.0412|0.000113|2.4|0.0|0.0|2.21e-07|8.97e-05|2.98|3.8969|-1325.157504|686.33|318.16|0.4423|318.16|0.69397|0.69397|0.4423|-0.1575|4814.0|5.0|8301.0|8301.0
12b_a50|1|0.0|2|7.927685046000001|1|1|1.397986833|4.058595679|-0.19841119|-0.002929899|-0.0016330379999999|1|2.112397566|-0.125985651|0.01164808|10.94501743|-0.115659308|2|0.011790103|-0.139522815|1|0.699597776|0.009081884|-0.189976035|0.8718949979999999|0.660148928|1|0.925916085|-0.045602469|-0.066155918|0.24516882|0.0214891|-22.92589265|8.07905572|0.074083915|-0.0237482779999999|-16.72031641|5.43117764|86.49656508|0.5731907470000001|-0.926182858|-11.52561607|-11.93905701|2224.116359|465.4891075000001|0.756824707|4672.843578|214.5713436|20.82911679|0.027586169|-73.59089223|1.0|1.0|1.0|0.0|3.31|2.45|0.11|-5.49|0.0|94.69|2.0|2.0|-3.16|-6.44|0.0|1.0|1.0|0.000685|215.0|0.000144|2.5|0.0|0.0|3.22e-06|0.00101|2.47|3.9305|-1006.641541|539.15|315.44|0.2425|263.3|0.6016199999999999|0.6581|0.0777|-0.16451|4.0567|4.74|5.3242|5.3242
9d_a40|0|0.0|1|7.515889085|0|0|0.604992329|1.839557351|0.007834411|-0.003961493|-0.022152094|0|0.89023715|-0.146575228|0.011823978|10.3119722|-0.137738587|2|0.010101686|0.259969752|0|0.601831605|-0.3969541689999999|-0.223631751|0.8221990920000001|0.55759121|1|0.941627612|-0.060319196|-0.071656839|0.002088915|0.010749826|-31.08478865|108.1468558|0.058372388|-0.031613312|-19.03015798|2.854868966|50.47044708|0.8664205709999999|-1.074852592|-16.01918037|-16.29154841|2109.570685|485.2567189|0.87714454|4401.742338|68.83858806|18.80327978|0.0087217999999999|-377.6610668|1.0|0.0|0.0|0.0|3.25|3.63|0.06|-7.0|1.0|91.71|1.0|2.0|-6.13|-4.62|0.0|1.0|1.0|7.37e-07|0.0002399999999999|2.23e-06|5.16|0.0|0.0|1.01e-07|3.3e-05|4.7|3.3464|-1677.540538|542.19|370.51|0.4888|269.1|0.4557199999999999|0.69986|0.4025|-0.13875|6.2032|107.0|6.9706|6.9706
14f_a23|1|0.0|2|7.423568444|0|0|1.197963246|3.366063739|-0.002304087|-0.006791105|-0.027380305|2|0.745818086|-0.373510774|0.010561248|10.3132176|-0.041351617|2|0.010508236|0.101910723|2|0.756252127|0.070514687|-0.06885759|0.854683662|0.71381683|1|0.894162392|-0.059927056|-0.084419703|0.2096108239999999|0.027134452|-40.51498423|96.47955427|0.105837608|-0.031450478|-38.58595734|12.40242234|96.60179161|0.665778294|-1.603974359|-27.39103254|-21.26277654|3014.916135|604.5178506|0.918402793|6768.918745|225.9578225|31.93672236|0.025162423|-224.1560124|0.0|0.0|1.0|1.0|3.57|3.61|0.09|-7.51|2.0|126.78|1.0|6.0|-5.63|-6.47|0.0|0.0|0.0|2.32e-06|0.0010199999999999|9.57e-06|3.55|0.0|0.0|3.11e-08|1.3699999999999998e-05|3.23|3.5753|-1744.429532|711.98|346.78|0.2462|213.09|0.60917|0.6733399999999999|0.1699|-0.1458|6.3534|2.0|8.6459|8.6459
32_a47|1|0.0|1|6.842683282|1|1|1.216307925|1.998170616|-0.1746026239999999|-0.003573735|0.000921003|3|1.6507707980000002|-0.2037028839999999|0.001861676|10.95005715|-0.044598914|1|0.002350172|-0.0274939029999999|2|0.6636125860000001|-0.0094137619999999|-0.078006445|0.858292442|0.634406338|1|0.851627782|-0.05770007|-0.0726950079999999|0.266433793|0.019295804|-41.57905445|28.55112477|0.148372218|-0.026060474|-37.74862456|10.01980854|44.50423685|0.64116122|-1.381205148|-29.9621436|-18.77935151|2808.210157|613.6886524|0.794977846|6235.398576|258.5816152|29.28959351|0.022735861|-203.4434306|1.0|1.0|1.0|2.0|3.35|3.67|0.26|-8.82|2.0|125.17|1.0|5.0|-4.81|-6.34|0.0|0.0|1.0|1.5399999999999998e-05|0.00674|8.89e-06|3.7|0.0|0.0|1.5e-09|6.55e-07|2.97|3.6829|-1778.0970140000002|692.49|336.65|0.2969|252.79|0.48011|0.68986|0.2839|-0.1509599999999999|4.8234|0.1|7.0|7.0
24_a47|1|0.0|1|6.86171134|0|0|1.304328602|1.225600378|0.0453435129999999|-0.010774404|-0.1160443999999999|2|1.081401467|-0.484848181|-0.0060410169999999|10.95005721|0.071506228|1|-0.004514441|0.056234624|2|0.662080166|-0.005097239|0.113432542|0.875198713|0.627160379|1|0.7839491009999999|-0.075894947|-0.090995097|0.214985826|0.021522987|-42.71324947|41.72753688|0.216050899|-0.032498249|-28.82156035|6.81713713|47.170683|0.611603578|-1.364926459|-24.03877652|-18.28983173|2642.775318|441.2021442|0.920079732|6022.202634|218.5873217|29.90471672|0.032103375|-125.6197312|0.0|1.0|1.0|2.0|3.14|3.12|0.05|-7.63|1.0|104.73|1.0|5.0|-4.61|-6.48|0.0|0.0|1.0|2.46e-05|0.00975|3.05e-05|3.16|0.0|0.0|2.32e-08|9.22e-06|4.46|3.9675|-1696.071577|578.94|312.5|0.2618|312.5|0.6835|0.6835|0.2618|-0.16333|2.6517|3.0|8.5|8.5
12c_a5|0|0.0|0|6.605297921|1|1|1.236775191|0.0|-0.212798523|-0.002685954|0.020594766|3|0.0|-0.16115723|0.0054189009999999|10.9455378|0.0072946769999999|1|0.00586291|-0.1386392109999999|2|0.808899433|0.05430631|0.014673577|0.8446264459999999|0.782051277|0|0.841092921|-0.070873852|-0.066083881|0.450827114|0.016374249|-46.62294305|143.44655559999998|0.158907079|-0.022421317|-28.59715492|7.085796743|13.26856229|0.583585895|-1.25559373|-30.6699685|-14.74941369|2697.345008|553.2961182|0.855075538|5877.765289|273.9296719|25.27376659|0.024214085|-109.9706106|0.0|1.0|1.0|2.0|3.27|2.78|0.24|-9.31|1.0|121.26|1.0|6.0|-4.09|-6.79|0.0|0.0|0.0|8.159999999999999e-05|0.0336|4.64e-05|2.84|0.0|0.0|4.93e-10|2.03e-07|2.06|4.0116|-1316.5202869999998|694.24|309.06|0.1513|265.66|0.52074|0.6893600000000001|105.0|-0.16563|3.0135|47.0|7.3279|7.3279
17a_a22|0|0.0|1|6.842683282|0|0|1.2689202|1.866510299|-0.0422459529999999|-0.005149751|-0.092107225|2|1.67348685|-0.314134834|0.00220634|10.94643739|-0.005724389|1|0.0027615779999999|-0.089641194|2|0.830653242|0.155547571|-0.010355535|0.805071997|0.7994946709999999|1|0.8594770140000001|-0.072161482|-0.08790445|0.345497724|0.0140462319999999|-49.30541729|286.3611391|0.140522986|-0.030843667|-41.03828927|6.55749888|0.0|0.710958975|-1.758088991|-33.68866751|-21.07439877|2910.035347|587.2505892999999|0.945313306|6343.687177000001|197.4916253|29.64221498|0.01931764|-288.28178110000005|1.0|1.0|1.0|1.0|4.02|-3.24|0.15|-9.13|2.0|128.29|1.0|7.0|-4.75|-6.39|0.0|1.0|0.0|1.7899999999999998e-05|0.0078099999999999|1.09e-05|3.62|0.0|0.0|7.41e-10|3.23e-07|5.13|1.3971|-1408.279257|731.19|887.46|185.0|255.63|0.46268|0.71303|0.0085|-0.06214|3.0156|82.0|7.0862|7.0862
12i _a30|0|0.0|0|7.412764017000001|2|2|0.604984133|0.0|0.04580336|-0.00691453|-0.030422458|2|0.0|-0.366470081|0.00372838|10.31162888|-0.072247675|1|0.003603419|-0.172434349|1|0.8264832879999999|-0.029080032|-0.1240820219999999|0.888213143|0.7463962120000001|0|0.8434291340000001|-0.076575246|-0.096489393|0.356921662|0.015808432|-50.00086637|84.78576301|0.156570866|-0.037414255|-41.13938837|6.740110893|0.0|0.806299097|-1.833298476|-32.64875738|-24.43015511|2860.704198|550.7287204|0.92270764|6362.153853|126.4796844|30.29912252|0.014680721|-400.0044646|1.0|0.0|0.0|1.0|4.62|0.0|0.14|-7.22|2.0|132.29|1.0|5.0|-5.93|-5.75|0.0|0.0|1.0|1.19e-06|0.0005139999999999|3.61e-06|4.49|0.0|0.0|6.03e-08|2.61e-05|4.45|3.5242|-2035.339603|691.59|351.81|0.2384|246.2|0.43157|0.68497|0.1577|-0.14945|2.5397|16.0|7.8013|7.8013
15_a31|0|0.0|0|7.765993078999999|1|1|0.610137926|0.0|0.1893807519999999|-0.018913735|-0.134784483|0|0.0|-0.775463115|-0.011797858|10.31169996|-0.074455342|2|-0.007631228|-0.052339921|0|0.8314086070000001|-0.0869591359999999|-0.116356616|0.8582665429999999|0.782925607|0|0.567108776|-0.116196194|-0.131697567|0.287991212|0.038524836|-61.76522754|141.1489667|0.4328912239999999|-0.041588706|-37.21191643|10.88541717|514.6215199|0.641533577|-1.58037081|-32.83191294|-22.10688462|2351.566145|301.452236|0.873235738|5087.628096|190.5463457|34.45943505|0.03396368|-150.46712390000002|0.0|1.0|1.0|2.0|3.31|1.64|0.19|-5.66|0.0|90.47|2.0|4.0|-4.28|-6.84|0.0|0.0|1.0|5.27e-05|18.0|0.000272|2.18|0.0|0.0|2.19e-06|0.000749|3.9|4569.0|-1460.861851|556.68|271.36|348.0|271.36|0.5241899999999999|0.5241899999999999|348.0|-0.15202|5.5793|1.1|5.9586|5.9586
13k_a6|0|0.0|0|7.412764017000001|1|1|1.42421381|0.0|0.031525207|-0.014257799|-0.132667824|1|0.0|-0.8554679409999999|-0.009326562|10.95129637|-0.072504783|1|-0.006280295|0.08217847|1|0.8694295409999999|0.1373649019999999|-0.123105035|0.84018367|0.827754203|0|0.641032542|-0.11937574|-0.127178105|0.212093198|0.0296987679999999|-82.8774254|183.1261118|0.3589674579999999|-0.045420752|-61.29890279999999|14.31458589|113.5526088|0.7971316940000001|-2.543562101|-57.53822059|-31.53366823|2966.890288|445.0412356000001|0.7422570490000001|6492.211639|140.8427117|39.55891914|0.017981419|-412.5714301|1.0|1.0|1.0|3.0|3.68|2.8|0.16|-8.89|1.0|124.98|1.0|7.0|-5.49|-6.59|0.0|0.0|1.0|3.26e-06|0.00144|1.7100000000000002e-05|3.39|0.0|0.0|1.29e-09|5.7e-07|5.41|3.5476|-1465.83213|731.25|349.49|0.3971|242.53|0.4547|0.70536|0.0137|-0.14589|8.1639|46.0|7.3372|7.3372
1h_a5|0|0.0|0|6.605297921|0|0|1.427564094|0.0|-0.259241577|-0.001978474|-0.009075016|2|0.0|-0.085074391|0.008031558|10.94466758|-0.044117647|1|0.007357977|-0.043247682|2|0.71274658|0.070628165|-0.082079343|0.8436458929999999|0.6977404359999999|0|0.8806402259999999|-0.067599619|-0.069496749|0.39793593|0.008798715|-35.25675213|160.0744187|0.119359774|-0.027798699|-18.90429957|2.393400474|0.484419999|0.7450549759999999|-1.111947978|-18.38824808|-14.49848188|2107.271793|459.3001331|0.958891501|4334.547353|132.96722079999998|19.45961351|0.01585373|-255.618083|1.0|1.0|1.0|1.0|2.8|2.07|0.05|-8.41|0.0|95.45|1.0|3.0|-4.25|-5.77|0.0|1.0|1.0|5.5700000000000005e-05|0.0174|3.5600000000000005e-05|3.43|0.0|0.0|3.87e-09|1.21e-06|3.17|4.3651|-990.6032645|556.57|284.03|0.3333|266.52|0.4112699999999999|0.57155|0.1754|-0.17797|2.2396|28.0|7.5528|7.5528
7_a27|0|0.0|2|6.842683282|0|0|1.40247849|3.330197625|0.112935885|-0.00601016|-0.050197188|2|1.280380317|-0.288487667|0.010291744|10.93773474|-0.056500475|1|0.010596392|-0.220626658|2|0.6413629129999999|0.147753647|-0.08694032|0.8546689820000001|0.62067794|1|0.85111414|-0.060745542|-0.084531496|0.358145768|0.015099075|-34.09779211|10.66993367|0.14888586|-0.0300556429999999|-26.6343589|4.757447929|60.73467304|0.763564713|-1.352503929|-19.13983132|-16.87088515|2334.058688|477.7488532|0.875167537|5082.120742|132.7162621|22.09489892|0.014441323|-295.8891961|1.0|0.0|1.0|0.0|3.24|3.41|0.2|-6.61|0.0|102.36|1.0|3.0|-4.06|-6.26|0.0|1.0|1.0|8.66e-05|0.0299|5.2e-05|3.02|0.0|0.0|2.43e-07|8.4e-05|5.37|4.1205|-1122.433757|606.74|300.9|0.4179|300.9|0.61278|0.61278|0.4179|-0.16734|4.2487|1.0|9.0|9.0
16e_a32|1|0.0|0|7.765993078999999|0|0|0.609420752|0.0|0.180914799|-0.0154404319999999|-0.06951854|0|2.080236877|-0.772021601|-0.0048042729999999|10.31100268|-0.01320745|3|-0.002310082|-0.079817994|0|0.804503712|0.096017785|-0.022651598|0.91471624|0.7619492790000001|1|0.7903051590000001|-0.087117996|-0.117338144|0.504569498|0.024145309|-55.957388|105.4021155|0.209694841|-0.037448344|-48.41036206|9.961663868|39.27920316|0.702226562|-1.760072163|-35.94239328|-24.05371573|2710.157931|507.6266039|0.848279482|6142.277629|191.2650034|34.2534974|0.023323257|-259.78720209999994|1.0|0.0|1.0|2.0|3.64|3.36|0.26|-7.38|3.0|111.95|1.0|8.0|-6.59|-6.15|1.0|0.0|1.0|2.58e-07|0.000107|1.7899999999999998e-05|3.76|0.0|0.0|4.18e-08|1.73e-05|4.59|3.6214|-1955.965644|677.82|342.37|0.2858|342.37|0.7022|0.7022|0.2858|-0.14991|3.2372|7.0|8.1367|8.1367
47k_a18|0|0.0|0|7.03438793|1|1|1.25117623|0.0|0.029145635|-0.0067578909999999|-0.0605329409999999|0|0.0|-0.5135996820000001|0.003047962|10.94702256|-0.008576013|0|0.00493127|-0.026672956|0|0.762665453|0.022512501|-0.014398731|0.753132457|0.737517943|0|0.8309354040000001|-0.065324278|-0.088346874|0.3533268229999999|0.015080484|-51.59195677|20.66242736|0.169064596|-0.030255779|-55.10689702|9.406543039|58.77865447|0.7153044209999999|-2.208671853|-40.74641317|-23.89547793|3245.964586|656.2580564|0.877042091|7575.637462000001|224.8475227|33.40602576|0.018313855|-340.0872332|1.0|1.0|1.0|2.0|4.66|0.0|0.3|-8.44|3.0|154.86|1.0|11.0|-5.84|-6.41|0.0|0.0|0.0|1.44e-06|0.000742|4.65e-06|4.26|1.0|1.0|3.6099999999999997e-09|1.85e-06|8.45|3.0948|-1664.728002|842.29|400.63|0.5920000000000001|400.63|0.69823|0.69823|0.5920000000000001|-0.1277599999999999|4.1818|29.0|7.5376|7.5376
12w_a36|0|-4.750262163|0|7.412764017000001|2|2|1.24014105|0.0|0.081390556|-0.015825416|-0.297354748|2|0.0|-0.917874106|-0.011700732|10.96020797|-0.010726574|1|-0.007897954|0.115646674|1|0.647732719|-0.098657593|-0.016393443|0.8792981679999999|0.624142499|0|0.828363244|-0.086826396|-0.111267166|0.532980165|0.021104445|-62.34080876|112.947763|0.171636756|-0.041210062|-57.35989379|10.87965823|0.780959767|0.70536279|-2.225343322|-44.76031023|-29.58856606|3230.870697|594.7596206000001|0.8769828040000001|7418.252264|211.5476713|41.94801097|0.0273396629999999|-294.8983941|1.0|0.0|0.0|2.0|4.82|0.0|0.17|-7.14|2.0|130.43|1.0|7.0|-5.2|-6.4|0.0|0.0|0.0|6.26e-06|0.00291|8.6e-06|3.86|0.0|0.0|7.24e-08|3.37e-05|4.86|3.8881|-1645.169951|712.88|318.88|0.4508|318.88|0.69466|0.69466|0.4508|-0.15708|5043.0|23.0|7.6383|7.6383
9h_a40|0|0.0|1|7.515889085|0|0|0.604992856|1.7679629630000002|0.014753178|-0.009041931|-0.126968715|0|0.814591837|-0.343593366|0.003782277|10.31197223|-185.0|2|0.003099029|0.270048551|0|0.778613709|-0.160855189|-0.299768519|0.8022014000000001|0.7528137909999999|1|0.864310149|-0.09201708|-0.095803029|0.219852623|0.012390387|-46.04148264|132.6583116|0.135689851|-0.041058441|-23.98506758|3.102034287|0.0|0.863884935|-1.437045429|-23.03722449|-20.54391962|2073.354193|432.46450360000006|0.930966649|4322.734135|68.10626265|23.78085181|0.011321157|-364.1454816|1.0|1.0|1.0|0.0|3.3|3.55|0.11|-6.51|1.0|93.19|1.0|3.0|-5.65|-5.06|0.0|1.0|1.0|2.23e-06|0.000716|7.6e-06|4.51|0.0|0.0|3.09e-07|9.93e-05|3.9|3.3675|-1293.151333|526.38|368.18|0.3851|292.61|0.64952|0.69809|0.2721|-0.14047|2.1413|3.98|5.4001|5.4001
6a_a40|0|0.0|1|8.421342866|1|2|0.604893625|1.78213955|0.117890918|-0.014623575|-0.077397672|0|0.775942224|-0.68730803|-0.001347823|10.30179985|-0.230955427|2|-0.001171195|-0.272320301|0|0.682273668|-0.012261923|-0.340539542|0.861720535|0.657059571|1|0.733750993|-0.109047987|-0.117413572|0.360858579|0.016399125|-68.11170799|185.06174|0.266249007|-0.049149867|-45.80643937|6.397774285|36.84483305|0.8678518190000001|-2.113444291|-42.542782200000005|-30.69915817|2936.1501780000003|458.303126|0.708845065|7059.617542|82.54016015|35.37373259|0.012872604|-459.522754|1.0|0.0|1.0|1.0|3.99|3.01|0.21|-4.05|2.0|120.14|2.0|5.0|-7.11|-6.32|1.0|0.0|1.0|7.85e-08|3.47e-05|1.03e-05|3.77|1.0|0.0|8.950000000000001e-05|0.0396|7.73|2.9836|-2371.560378|649.48|415.55|0.4015|415.55|0.6782699999999999|0.6782699999999999|0.4015|-0.11995|6.9379|0.04|7.3979|7.3979
12ay_a36|0|0.0|0|7.412764017000001|2|2|1.2970434|0.0|-0.05976542|-0.006733838|-0.043778345|2|0.0|-0.404030255|0.003676818|10.9463292|-0.06756661|1|0.0045625|0.1689021819999999|1|0.902377067|-0.109624825|-0.111814717|0.833398429|0.857993338|0|0.829406408|-0.074251203|-0.098945129|0.419950383|0.018016934|-48.12939044|126.7858133|0.170593592|-0.035337546|-41.57269314|7.569978132|8.677627506|0.778164805|-1.978902589|-31.1973159|-22.90568368|2766.899844|537.618563|0.828201506|6204.216872999999|143.79285900000002|29.43551742|0.015670425|-360.6110621|1.0|0.0|0.0|2.0|4.96|0.0|0.21|-7.34|1.0|133.68|1.0|5.0|-4.54|-6.38|0.0|1.0|1.0|2.8600000000000004e-05|0.0117|2.5e-05|3.41|0.0|0.0|4.55e-08|1.86e-05|3.79|3.6561|-1311.547668|674.33|339.12|0.2939|315.09|0.6727|0.6914|0.1464|-0.15056|6.2579|18.0|7.7447|7.7447
9c_a31|0|0.0|0|7.765993078999999|1|1|0.610135804|0.0|0.031715924|-0.013082561|-0.055520387|0|0.0|-0.6933757159999999|-0.003618466|10.311698300000002|-0.062737615|2|-0.000813398|-0.062065125|0|0.8083148840000001|-0.000533581|-0.108617754|0.8856644770000001|0.770283733|0|0.6746901059999999|-0.103325018|-0.128097622|0.287455956|0.030296721|-65.84728287|153.5739377|0.325309894|-0.035867334|-52.02424796|12.30439782|552.8237349999999|0.670716706|-1.7933667130000002|-41.96335759|-22.85764436|2592.448925|429.9685721|0.837843885|5658.985169|209.8466636|34.07943198|0.024456662|-217.5897278|1.0|1.0|1.0|2.0|3.66|3.09|0.35|-7.24|2.0|108.16|1.0|8.0|-5.23|-6.53|0.0|0.0|1.0|5.85e-06|0.00233|6.94e-05|3.1|0.0|0.0|5.79e-08|2.31e-05|4.94|3849.0|-1618.115927|691.3|322.12|0.2554|322.12|0.7007399999999999|0.7007399999999999|0.2554|-0.15975|1.3617|0.42|6.3768|6.3768
12v_a36|0|0.0|0|7.412764017000001|2|2|1.297043692|0.0|-0.077763989|-0.008411281|-0.04314418|2|0.0|-0.487854327|0.00127667|10.96020642|-0.023932402|1|0.003077071|0.123026459|1|0.8913597320000001|0.024751559|-0.041914045|0.8792981679999999|0.84179881|0|0.802291339|-0.078158778|-0.105200486|0.334379501|0.027145269|-51.4172081|113.7463918|0.197708661|-0.033118671|-45.52806671|11.74777471|0.462992841|0.6276553979999999|-1.788408258|-33.82511043|-21.78731129|2846.057239|527.7920397|0.8580426609999999|6065.593390999999|244.9490697|34.71221847|0.02867403|-167.9576969|1.0|0.0|0.0|2.0|4.82|0.0|0.17|-6.69|1.0|130.24|1.0|6.0|-3.95|-6.93|0.0|0.0|0.0|0.000113|0.0464|8.499999999999999e-05|2.65|0.0|0.0|2.03e-07|8.340000000000001e-05|2.65|3.7035|-1347.442792|671.56|334.77|0.4247|319.16|0.69298|0.7016100000000001|0.0223|-0.15185|6.1869|14.0|7.8539|7.8539
8b_a31|0|0.0|0|7.765993078999999|1|1|0.610137861|0.0|-0.01883655|-0.013629145|-0.12841288|0|0.0|-0.57242407|-0.010300564|10.31170011|-0.069423138|2|-0.006785954|-0.222667869|0|0.928940547|-0.058494079|-0.1155280009999999|0.8956498159999999|0.8761979520000001|0|0.6076192260000001|-0.120703408|-0.132574249|0.281200674|0.03234629|-63.04219151|129.8921115|0.392380774|-0.040792077|-36.1645207|8.823644775|472.8995873|0.703469355|-1.590890986|-32.92631065|-21.30529654|2189.617009|317.3534883|0.920410507|4696.728592|154.8750114|30.28603362|0.02483711|-212.5400476|0.0|1.0|1.0|2.0|3.4|2.71|0.25|-5.73|0.0|88.64|2.0|4.0|-4.05|-6.87|0.0|0.0|1.0|8.97e-05|0.0294|0.000399|2.02|0.0|0.0|1.86e-06|0.00061|1.77|3.8582|-1386.815519|566.18|321.36|0.2643|321.36|0.70036|0.70036|0.2643|-0.16015|3.6945|2.2|5.6576|5.6576
12d_a40|0|0.0|1|7.515889085|0|0|0.60499064|1.753432382|0.1028826769999999|-0.008004393|-0.107711573|0|0.794852923|-0.288158151|-0.000134504|10.31197256|-0.166080871|2|-0.002126898|0.3683138529999999|0|0.809398262|-0.0065648919999999|-0.254735308|0.845904643|0.6948809659999999|1|0.840431415|-0.095675903|-0.091630294|0.0913543|0.01171131|-50.68561427|207.39648|0.159568585|-0.038873458|-25.71599691|3.286773518|60.80168183|0.844283549|-1.282824111|-26.85139526|-20.59374436|2270.596857|445.2300015|0.8899787840000001|5101.479206|82.49291335|24.39197636|0.01245259|-364.7778083|1.0|0.0|1.0|1.0|3.23|2.94|0.0|-6.84|2.0|96.16|1.0|2.0|-6.25|-5.13|0.0|0.0|1.0|5.58e-07|0.0002009999999999|2.61e-06|4.75|0.0|0.0|1.44e-07|5.2e-05|4.14|2.7962|-2153.180821|552.57|443.4|0.2584|282.05|0.55983|0.70435|115.0|-0.11604|1.2683|19.0|7.7212|7.7212
12s_a36|0|0.0|0|7.412764017000001|2|2|1.297044029|0.0|-0.057853364|-0.007059109|-0.045035034|2|0.0|-0.4023692|0.002951176|10.95352614|-0.050363149|1|0.003962098|0.063448144|1|0.90414347|-0.118671653|-0.086791463|0.856677627|0.856274847|0|0.8303378090000001|-0.07216709|-0.1000534719999999|0.4314309979999999|0.019457471|-46.58030248|110.6090028|0.169662191|-0.035868226|-41.6829437|8.106112169|10.23927133|0.754198383|-1.901015959|-30.06529118|-23.15117315|2710.355028|535.942162|0.853487672|5890.905249|158.6528381|30.69639722|0.018222417|-328.1450742|1.0|0.0|0.0|2.0|4.85|0.0|0.17|-6.97|1.0|128.72|1.0|5.0|-4.16|-6.55|0.0|1.0|0.0|6.929999999999999e-05|0.0274|5.05e-05|3.04|0.0|0.0|1.08e-07|4.270000000000001e-05|3.48|3.7604|-1272.236664|683.24|329.71|0.4501|319.95|0.6843600000000001|0.6928|0.0002|-0.15559|6.6068|9.0|8.0458|8.0458
