molecula|NaaNH|n9FaHRing|Wavelength (max. Transition) (nm)|NaasN|Oscillator Force (HOMO-LUMO transition)|SRW09|Highest Occupied Molecular Orbital Energy|SRW07|n6HRing|n5aRing|GATS1pe|nFaHRing|PBF|RPSA|DPSA3|GeomPetitjeanIndex|GRAVp|WNSA4|DPSA2|CYP2C19 inhibitor|CYP3A4 inhibitor|Log Po/w Silicos-IT Log P|Num. of Rotatable bonds|Log Kp (cm/s)|Molecular Mass|log P|Total Energy (water) (Hartree)|pIC50
1b_a5|1|0|258.89|0|87.0|6.605297921|-0.23055|4.59511985|2|1|0.558485747|0|0.341795323|0.191171377|44.82086533|0.474445758|2171.716467|-7.933533473|796.0738116|1.0|1.0|4.88|3.0|-5.99|316.33|3.1|-1050.538976|7.2291
14_a1|1|0|323.35|0|0.3497|7.423568444|-0.19322|5.351858133|1|1|0.795744863|0|0.206941175|0.406829129|94.53410059|0.47517581|2678.985809|-16.24082222|1638.120743|1.0|1.0|4.04|4.0|-6.73|384.39|4.57|-1292.588129|7.0269
19c_a38|1|0|210.74|0|0.1417|7.412764017000001|-0.21303|5.351858133|2|1|0.6885713729999999|0|0.396635872|0.240808376|73.10674676|0.477803802|2967.98627|-15.15175311|1707.726604|1.0|1.0|3.17|5.0|-7.13|426.45|3.23|-1424.42734|8.0348
3a_a32|1|1|341.48|0|0.2719|7.678326357|-0.20638|5.6869753560000005|0|3|0.7757299320000001|1|0.30031978|0.182929032|47.69828617|0.461044711|2028.93875|-6.929640892|668.2146761|0.0|1.0|5.77|2.0|-5.77|298.39|2.17|-1554.796165|8.5686
1c_a5|1|0|254.15|0|0.1076|6.605297921|-0.22684|4.59511985|2|1|0.6977404359999999|0|0.436308619|0.11368581|39.09545876|0.476413155|2105.8969850000003|-7.366029352999999|764.7451566000001|1.0|1.0|4.99|3.0|-5.77|312.37|3.17|-990.6223073|5.4
4_a18 (SD-208)|0|0|239.56|0|0.2316|0.0|-0.2358|0.0|3|0|0.721664823|0|0.115284206|0.22090326|51.01127638|0.454067432|2395.526727|-9.276994128|1107.212786|0.0|1.0|3.54|3.0|-6.31|352.75|2.58|-1542.296276|7.0969
2_a1|0|0|303.31|1|0.2991|7.535296702|-0.19826|5.4161004020000005|1|1|0.5574897879999999|0|0.220315042|0.191789935|33.45925305|0.39830426|1884.85038|-5.488475744|607.7780769999999|1.0|1.0|4.0|2.0|-6.04|279.31|3.31|-920.2093796|5.2366
21_a12|0|0|264.64|0|0.1668|6.605297921|-0.22253|4.59511985|3|1|0.859899236|0|0.192026642|0.15172224|40.76379649|0.473492395|2185.835701|-9.338859985|914.8819508|1.0|1.0|4.01|3.0|-6.45|319.38|2.56|-1327.479547|7.6576
9_a47|0|0|215.89|0|0.2208|0.0|-0.20488|0.0|2|0|0.689770023|1|0.492394184|0.194850031|49.12766732|0.482896681|2292.652212|-10.10553715|1026.1394|1.0|1.0|4.61|3.0|-5.26|345.37|4.06|-1149.090086|7.6
3b_a12|0|0|294.55|0|0.2418|0.0|-0.2232|0.0|2|0|0.802482465|0|0.073824142|0.096795301|38.97406803|0.390744506|2186.64676|-9.246226764|899.6353646|1.0|1.0|4.05|3.0|-5.65|332.79|3.96|-1410.971864|7.3098
8c_a32|1|1|347.56|0|0.3272|7.765993078999999|-0.18873|5.733341277|0|3|0.7507116140000001|1|0.263222951|0.198252488|56.29419869|0.447542891|2571.62241|-10.06868562|1275.407176|1.0|1.0|6.49|7.0|-6.45|397.52|4.28|-1880.764533|7.4318
1g_a5|1|0|259.26|0|0.0504|6.605297921|-0.20972|4.59511985|2|1|0.717355058|0|0.39389953|0.134079034|48.55052611|0.4713154089999999|2243.103668|-7.824996219|974.3909596|1.0|1.0|4.5|4.0|-6.15|328.37|2.61|-1065.846194|6.9393
4c_a49|0|0|216.0|1|0.0821|7.535296702|-0.22158|5.4161004020000005|2|1|0.752601535|1|0.407675441|0.23840176|64.32113331|0.473304159|2719.702873|-12.37423857|1458.908567|1.0|1.0|3.55|7.0|-7.53|412.49|3.04|-1332.647233|6.5935
11_a33|1|1|353.74|0|0.5408|7.686621335|-0.19938|5.6869753560000005|0|3|0.781083337|1|0.229250542|0.142712759|50.78279943|0.4673066279999999|2220.315582|-7.278840251|921.4892038|1.0|1.0|5.77|3.0|-5.97|328.41|1.93|-1669.324638|8.3188
13d_a6|1|0|255.64|0|0.2513|7.412764017000001|-0.20146|5.351858133|1|1|0.7995080809999999|0|0.19992155|0.21137879|84.01035117|0.4128711229999999|2882.382522|-18.40596467|1861.908905|1.0|1.0|5.38|6.0|-5.88|423.47|4.5|-1389.403308|6.4437
4b_a49|0|0|267.08|1|0.0615|7.535296702|-0.22366|5.4161004020000005|2|1|0.6967593559999999|1|0.438784865|0.241850733|71.30114509|0.477868186|2708.998101|-11.62716177|1463.761596|1.0|1.0|3.71|6.0|-7.12|400.43|3.56|-1333.063439|7.1024
3_a3|0|0|212.09|0|0.0851|7.285506549|-0.20969|5.283203728999999|1|2|0.8495058259999999|1|0.583866845|0.246193521|54.67064981|0.415122657|2092.406045|-7.290134722999999|707.9728057|1.0|1.0|5.0|2.0|-5.88|310.4|1.92|-1592.904586|5.93
18_a4|0|0|274.59|1|0.1|7.535296702|-0.20883|5.4161004020000005|1|1|0.615655659|0|0.269470313|0.224403961|55.21809494|0.405586004|2069.649003|-8.467791078|825.3658678999999|0.0|0.0|3.46|3.0|-6.58|307.32|3.02|-1033.480025|5.5817
8_a15|0|0|279.58|0|0.0155|0.0|-0.18303|0.0|1|0|0.8105478740000001|0|0.381651497|0.146103518|61.44071008|0.389723411|2393.276181|-9.878130237|1595.8121130000002|1.0|1.0|3.9|7.0|-5.52|366.41|3.36|-1223.704913|6.9666
14f_a23|0|1|213.09|2|0.1699|7.423568444|-0.21743|5.351858133|2|2|0.71381683|1|0.2096108239999999|0.105837608|58.85981824|0.478733036|3014.916135|-14.37516058|1628.77284|0.0|1.0|3.42|6.0|-6.47|441.51|3.23|-1744.452086|8.6459
4d_a49|0|0|215.82|1|0.0879|7.535296702|-0.2219699999999999|5.4161004020000005|2|1|0.749565191|1|0.410804214|0.2473653539999999|63.79609555|0.470013152|2658.242991|-10.66380249|1374.947536|0.0|1.0|3.16|6.0|-7.7|398.46|2.99|-1293.333712|7.7447
14y_a23|0|1|340.49|2|444.0|7.423568444|-0.2331599999999999|5.351858133|2|2|0.64069202|1|0.2271539169999999|0.074747068|52.97547894|0.486730407|3096.562257|-16.40099384|1423.362076|0.0|1.0|4.64|5.0|-5.8|480.37|4.73|-2549.104894|8.4225
5e_a40|0|0|333.85|1|0.5262|8.149890544|-0.2201699999999999|6.167516491000001|0|2|0.5087199929999999|1|0.0499188609999999|0.135577249|46.00255248|0.47779156|1986.384601|-8.116440327000001|622.6260756|1.0|0.0|4.3|3.0|-5.66|303.77|4.99|-1637.197299|7.6021
8g_a12|1|1|294.8|0|0.1601|6.580639137|-0.21633|4.59511985|2|1|0.7714487940000001|1|0.274352085|0.142374631|47.30807670000001|0.463772637|2506.427441|-13.00742505|1150.7554189999998|0.0|1.0|3.31|3.0|-6.28|353.38|3.68|-1154.321531|5.43
18_a3|1|0|311.79|0|0.3326|6.605297921|-0.2218|4.59511985|3|1|0.6858831809999999|1|0.217881538|0.158042379|37.21171433|0.483376636|1938.093995|-6.285899403999999|662.4155441|0.0|1.0|3.42|2.0|-6.7|273.29|1.85|-889.9619321|7.5229
3f_a32|1|1|348.58|0|293.0|7.773594467000001|-0.2006099999999999|5.733341277|0|3|0.786074011|1|0.3217719189999999|0.125973316|48.1093075|0.435176082|2273.466801|-9.580412233|904.3255145|1.0|1.0|7.18|4.0|-5.03|354.49|3.92|-1712.0610190000002|8.0458
15_a15|0|0|335.38|0|0.0066|0.0|-0.1475|0.0|3|0|0.796300317|0|0.7028760070000001|0.102793952|54.83651811|0.435723718|3027.719888|-13.86355301|1722.635223|1.0|0.0|4.33|6.0|-5.26|448.52|5.04|-1450.7538470000002|6.9626
12c_a31|1|0|323.48|0|0.2625|7.765993078999999|-0.19288|5.733341277|0|2|0.770283733|0|0.343619017|0.334536497|85.79638585|0.448512808|2592.4503010000003|-14.63154376|1690.934456|1.0|1.0|5.64|8.0|-6.53|398.48|4.6|-1618.1530810000002|6.4202
9a_a31|1|0|327.21|0|0.7028|7.765993078999999|-0.20032|5.733341277|0|2|0.76226755|0|0.235442032|0.308231868|86.0923113|0.484502446|2855.751316|-17.886392|1813.361078|1.0|1.0|5.51|6.0|-6.39|418.47|5.27|-1691.9526239999998|6.8239
13_a12|0|0|273.31|0|0.0155|0.0|-0.20903|0.0|2|0|0.804066411|0|0.122164874|0.09993609|32.52766981|0.466560112|1812.788134|-8.408963103|718.8050825|1.0|1.0|3.63|3.0|-5.49|276.34|3.83|-876.3661620999999|7.0315
17a_a50|0|1|291.88|2|0.1754|7.934155233999999|-0.1992|5.82008293|1|2|0.732114362|1|0.4062532579999999|0.07699335|38.54872522|0.486855438|2644.4486420000003|-11.89568886|1294.887612|1.0|1.0|3.39|6.0|-6.44|398.5|3.08|-1258.566007|7.0706
12aa_a36|1|0|318.73|0|0.4446|7.412764017000001|-0.20829|5.351858133|2|1|0.849217847|0|0.4679233379999999|0.3110547589999999|89.09222754|0.44829258|2928.7759760000004|-19.29522587|2083.417693|0.0|0.0|1.92|6.0|-7.79|424.46|3.88|-1401.662677|8.0458
25_a12|0|0|290.68|0|0.1897|0.0|-0.19655|0.0|2|0|0.806844014|1|0.120087607|0.052062825|31.09844409|0.448858246|2067.69985|-9.021208163|773.8971409|1.0|1.0|4.7|3.0|-4.82|311.38|4.73|-974.6569575|7.6576
2_a27|0|0|297.87|2|0.3217|6.605297921|-0.21702|4.59511985|2|1|0.60904903|1|0.408120957|0.153130039|39.39404027|0.4424192289999999|2210.487938|-7.415462877|859.4181658|0.0|1.0|2.43|2.0|-6.69|317.34|4.32|-1043.821085|7.8861
1f_a5|1|0|261.1|0|0.0228|6.605297921|-0.2357|4.59511985|2|1|0.513260607|0|0.45528118|0.111926552|55.67318607|0.4670794829999999|2482.949545|-11.0872845|1049.647453|1.0|1.0|5.48|4.0|-5.73|366.34|3.58|-1288.353339|6.6198
9a_a40|0|0|263.42|1|0.3483|7.515889085|-0.20303|5.4161004020000005|0|2|0.61091688|1|0.002467659|0.062399815|34.36063715|0.493941591|1971.148912|-7.51786994|608.6970611|1.0|1.0|4.58|2.0|-4.85|291.37|4.07|-1217.955997|6.6696
3n_a32|1|1|349.65|0|0.2839|7.773594467000001|-0.20256|5.733341277|1|3|0.762657782|1|0.287402381|0.159958218|53.70155314|0.456693072|2526.071154|-9.057526067|1068.190111|1.0|1.0|6.71|3.0|-5.98|382.5|2.57|-1825.378576|7.6778
5b_a50|0|1|220.09|2|0.1094|7.927685046000001|-0.19252|5.82008293|1|2|0.6642694929999999|1|0.271653991|0.041393519|27.10933752|0.4462435279999999|2183.545404|-5.525088972000001|738.8985723999999|1.0|1.0|3.15|2.0|-6.03|312.37|2.81|-990.6114185|4.9126
2_a20 (SB-505124)|1|0|340.58|0|0.3267|7.434257382|-0.18645|5.351858133|1|1|0.790275077|0|0.214264156|0.230563934|61.69969596|0.475937029|2195.369524|-11.58380004|1164.049211|1.0|1.0|5.16|3.0|-5.31|335.4|4.57|-1089.371784|6.7721
A7701_a51|1|0||0||6.605297921||4.59511985|2|1|0.688876851|1|0.514530959|0.134885227|36.39998243|0.420350923|1959.582581|-6.485314917999999|632.4445105000001|1.0|1.0|4.46|2.0|-5.82|286.33|||7.6021
5_a18 (BIBF0775)|0|0|378.13|0|0.4825|7.03438793|-0.18092|4.844187086|1|0|0.7061155790000001|0|0.420002762|0.156764132|58.5107823|0.483962172|3115.979466|-16.96451322|1955.044427|0.0|1.0|4.09|8.0|-5.96|494.63|8.45|-1572.313227|7.4685
12k_a30|0|0|238.62|0|0.1512|7.412764017000001|-0.19798|5.351858133|2|1|0.7933543279999999|0|0.340031035|0.184916442|68.37178540000001|0.47195436|2920.279667|-15.44895229|1745.328787|1.0|1.0|3.89|6.0|-6.19|428.51|3.58|-1690.302721|7.6144
7_a3|0|0|210.68|0|0.1262|6.823286122000001|-0.21219|4.727387819|2|1|0.773152968|1|0.5999725029999999|0.217705402|55.98630667|0.3987206729999999|2196.07224|-9.030659289|776.3461295|1.0|1.0|4.96|2.0|-5.68|338.81|3.09|-1731.7341420000002|5.9901
19e_a38|1|0|236.96|0|0.3738|7.412764017000001|-0.20723|5.351858133|2|1|0.700181525|0|0.552393659|0.223437407|70.62168376|0.4655978389999999|2920.436229|-17.17594064|1837.325672|1.0|1.0|4.03|6.0|-6.39|427.48|4.08|-1409.582478|8.0083
8a_a12|0|0|317.17|0|0.2486|0.0|-0.2194199999999999|0.0|3|0|0.862306783|0|0.221703535|0.107343574|36.0527909|0.46777503|2212.38965|-9.077610683|974.3568539|1.0|1.0|3.87|3.0|-6.04|327.38|3.41|-1046.0428949999998|6.7011
13i_a6|1|0|338.12|0|19.0|7.412764017000001|-0.19454|5.351858133|1|1|0.830577798|0|0.221116773|0.375953882|101.6533459|0.429711323|2906.257489|-20.86772478|2105.416507|1.0|1.0|4.16|6.0|-6.81|427.46|4.94|-1426.549926|7.6778
7_a27|0|0|300.9|2|0.4179|6.842683282|-0.2162099999999999|4.727387819|2|1|0.62067794|1|0.358145768|0.14888586|42.57323098|0.466714317|2334.058688|-9.469994277|994.2704516|1.0|1.0|3.32|3.0|-6.26|345.4|5.37|-1122.455548|9.0
10_a4|0|0|249.6|1|0.0176|7.535296702|-0.2025|5.4161004020000005|2|1|0.6799081490000001|1|0.43000216|0.078346981|37.96666686|0.4858700179999999|2480.063587|-9.046715915|1049.716502|1.0|1.0|4.93|4.0|-5.83|370.45|3.34|-1183.812875|7.0555
19a_a38|1|0|316.19|0|0.0721|7.412764017000001|-0.20379|5.351858133|2|1|0.698414933|0|0.298938581|0.252847102|64.59623135|0.465829126|2774.129458|-13.92853534|1564.412135|1.0|1.0|3.13|5.0|-6.77|401.44|3.41|-1332.186327|8.0106
5g_a40|0|0|356.27|1|261.0|8.149890544|-0.19908|6.167516491000001|0|2|0.7733200179999999|1|0.245639795|0.32227256|84.77514603|0.488538966|2054.810452|-11.10198254|1004.297909|0.0|0.0|2.69|3.0|-6.6|301.32|4.02|-1328.055803|6.9101
12h_a40|0|0|298.7|1|0.3693|7.515889085|-0.18432|5.4161004020000005|0|2|0.6948809659999999|1|0.006997021|0.160518251|56.64687411|0.4958138139999999|2270.834041|-10.84365353|801.957134|1.0|1.0|4.59|2.0|-5.13|361.25|4.14|-2153.207198|6.0846
19i_a38|1|0|217.36|0|0.1886|7.412764017000001|-0.2052|5.351858133|2|1|0.632625562|0|0.4748744179999999|0.252841593|64.99417804|0.444551315|2896.470706|-15.31261014|1683.860952|1.0|1.0|3.55|5.0|-6.81|419.43|3.66|-1431.415351|7.9031
23_a10|0|0|325.98|1|0.2089|7.535296702|-0.21158|5.4161004020000005|2|1|0.706648116|1|0.535680357|0.084791355|41.98112956|0.485561757|3103.831885|-13.47382337|1549.399766|1.0|1.0|5.11|6.0|-5.93|461.56|3.9|-1470.1960279999998|6.1249
14b_a50|0|1|234.67|2|0.1373|7.934155233999999|-0.1936|5.82008293|2|2|0.71456262|1|0.7031402240000001|0.095923652|47.72661339|0.445384689|2967.872393|-10.98912227|1577.857852|1.0|1.0|3.72|7.0|-6.5|441.52|3.05|-1431.068494|5.1818
12f_a31|1|0|323.68|0|0.2664|7.765993078999999|-0.19211|5.733341277|0|2|0.7730604259999999|0|0.262896936|0.299007775|87.41178754|0.482666192|2710.311963|-16.44247509|1921.480254|1.0|1.0|6.43|10.0|-6.19|426.53|5.39|-1696.785527|6.8861
6_a4|0|0|254.51|1|0.0772|7.535296702|-0.2182599999999999|5.4161004020000005|2|1|0.664247086|1|0.417868437|0.054454162|33.5125766|0.423084148|2342.371538|-7.639600225|825.0551765|0.0|1.0|5.1|3.0|-5.42|354.45|4.11|-1108.585859|5.8861
17d_a50|0|1|306.09|2|0.1819|8.105609402|-0.19967|6.042632834|1|2|0.7276268779999999|1|0.8020670809999999|0.070113177|41.18485076|0.445708152|2824.70142|-12.30823045|1412.14676|0.0|1.0|4.0|6.0|-6.25|424.54|3.41|-1335.989008|7.1308
4_a3|0|0|208.93|0|119.0|6.823286122000001|-0.20826|4.727387819|1|1|0.628171026|1|0.5842630360000001|0.25946603|56.26480013|0.415852758|2142.972568|-8.922372453|757.6690029|1.0|1.0|5.3|2.0|-5.21|321.37|3.53|-1355.332318|5.9
19_a34|0|0|297.18|1|0.2189|7.412764017000001|-0.20251|5.351858133|1|1|0.818710955|0|0.308793959|0.360097548|76.05407906|0.467358389|2127.363207|-9.86770272|1135.020017|0.0|1.0|2.69|3.0|-7.01|309.32|2.7|-1046.606458|6.0044
14_a4|0|0|274.1|1|0.1067|7.535296702|-0.2102|5.4161004020000005|1|1|0.500893739|0|0.218112446|0.148961754|35.84371234|0.40126838|1911.448021|-6.23496557|588.8091192|1.0|0.0|3.59|2.0|-5.8|277.3|3.22|-918.9507745|5.8794
3d_a49|0|0|239.15|1|0.0931|7.535296702|-0.21913|5.4161004020000005|2|1|0.846953747|1|0.464410121|0.266928348|63.08192694|0.486368221|2809.9605100000003|-12.12984007|1300.720421|1.0|1.0|0.72|4.0|-6.58|392.45|4.02|-1594.595995|5.6308
14b_a23|0|1|334.55|2|0.3603|7.423568444|-0.2286699999999999|5.351858133|2|2|0.5935522360000001|1|0.228282196|0.153740341|54.274732400000005|0.450973737|2943.803333|-14.74314679|1380.34805|0.0|1.0|3.78|5.0|-6.31|429.47|3.72|-1729.161608|8.3536
18b_a30|0|0|351.66|0|0.3576|7.412764017000001|-0.2052699999999999|5.351858133|2|1|0.760234689|0|0.413791511|0.130659636|65.24093056|0.424912258|2915.383182|-15.85509189|1577.555697|1.0|0.0|3.87|5.0|-6.33|423.49|3.64|-1668.034279|7.6003
17f_a50|0|1|304.9|2|0.1708|7.934155233999999|-0.20148|5.82008293|1|2|0.7241275009999999|1|0.333180181|0.088541266|39.19906437|0.472769049|2582.272632|-10.14694362|1212.822364|1.0|1.0|2.87|6.0|-6.64|384.48|2.5|-1219.2481369999998|6.4001
47u_a18|0|0|397.57|0|0.5849|7.03438793|-0.19109|4.844187086|0|0|0.646724968|0|0.33777918|0.258933526|77.42251040000001|0.483819806|2965.254516|-16.72263667|1960.574384|0.0|0.0|3.15|8.0|-6.31|455.51|9.34|-1510.182477|5.7055
1j_a5|1|0|279.68|0|0.1644|6.605297921|-0.20645|4.59511985|2|1|0.717355058|0|0.35883584|0.152836128|50.21875634|0.469085779|2242.805131|-7.86442482|973.7343247|1.0|1.0|4.5|4.0|-6.15|328.37|2.61|-1065.849941|7.6198
4R4k_a46|0|0|234.09|1|0.1008|7.825245291|-0.19529|5.587248657999999|1|1|0.784722915|0|0.237621572|0.109374836|51.92513282|0.465590034|2105.035168|-8.617349646000001|896.9115391|1.0|1.0|4.26|2.0|-5.46|333.43|4.52|-1053.439174|7.0132
19h_a38|1|0|331.65|0|88.0|7.412764017000001|-0.20379|5.351858133|2|1|0.698414933|0|0.3263113569999999|0.225371198|60.94327866|0.47459722|2774.611523|-13.74247449|1547.290068|1.0|1.0|3.13|5.0|-6.77|401.44|3.41|-1332.187847|8.0348
14x_a23|0|1|305.07|2|0.3057|7.423568444|-0.23475|5.351858133|2|2|0.558482531|1|0.229141189|0.223171139|61.61945314|0.468120981|3071.48868|-14.95753786|1468.794817|0.0|0.0|4.2|5.0|-6.35|447.46|3.97|-1828.393372|8.4949
4d_a46|0|0|280.09|1|0.1313|7.825245291|-0.22603|5.587248657999999|2|1|0.623144956|0|0.290035518|0.063942042|35.70643728|0.441136013|2181.291783|-7.419891252999999|764.2776167999999|1.0|1.0|4.81|2.0|-5.4|352.86|4.18|-1453.840712|6.2865
3a_a12|0|0|292.86|0|128.0|0.0|-0.22157|0.0|2|0|0.8847197109999999|0|0.241900756|0.128014506|39.46272532|0.462077145|2045.857684|-8.361421244|853.2786545|1.0|1.0|3.43|3.0|-5.88|298.34|3.33|-951.3711872|6.7122
17a_a10|0|0|224.26|1|0.0867|7.535296702|-0.21203|5.4161004020000005|3|1|0.673253555|1|0.463842217|0.146175016|53.38795048|0.4918223679999999|3154.628148|-11.80945728|1863.410498|0.0|1.0|3.31|6.0|-7.43|468.55|3.95|-1524.557372|7.3098
13_a47|1|1|307.63|0|0.3382|6.605297921|-0.22065|4.59511985|2|1|0.626280497|1|0.244975411|0.2183244369999999|50.9329486|0.472007922|2190.316257|-8.613918003|923.3410426|1.0|1.0|4.06|3.0|-6.0|319.34|2.7|-1067.820961|7.8
17_a4|0|0|285.92|1|0.2045|7.535296702|-0.21745|5.4161004020000005|1|1|0.484393047|0|0.332034943|0.111208775|51.22364842|0.4440629029999999|2351.601697|-11.21677197|908.7478594|1.0|0.0|4.59|3.0|-5.56|345.29|4.44|-1255.994721|6057.0
6a_a40|0|0|415.55|1|0.4015|8.421342866|-0.21255|6.401917197|0|2|0.657059571|1|0.360858579|0.266249007|78.35465194|0.41480944|2936.1501780000003|-19.17478857|1521.070502|1.0|1.0|4.38|5.0|-6.32|442.53|7.73|-2371.579899|7.3979
17c_a50|0|1|292.44|2|0.1801|7.934155233999999|-0.19818|5.82008293|2|2|0.728169863|1|0.446454378|0.10280106|50.6217864|0.49503436|2951.495914|-10.29240792|1601.729346|0.0|1.0|3.59|6.0|-6.96|440.54|2.74|-1411.187392|7.1612
17_a3|0|0|386.22|0|0.4062|6.823286122000001|-0.20359|4.727387819|2|1|0.773152968|1|0.225087454|0.1969243769999999|55.45324083|0.4383349039999999|2196.728425|-10.24205849|814.6560331000001|1.0|1.0|4.96|2.0|-5.61|338.81|3.57|-1731.75233|7.6383
6_a3|0|0|212.74|0|129.0|6.823286122000001|-0.21179|4.727387819|2|1|0.773152968|1|0.556539611|0.216677977|57.46859326|0.387883362|2196.107822|-9.393191593|797.2473951000001|1.0|1.0|4.96|2.0|-5.68|338.81|3.09|-1731.735113|5.7501
4g_a49|0|0|287.56|2|0.0265|8.228176896|-0.21545|6.107022888|4|2|0.626581708|2|0.736530693|0.139812173|80.12633309|0.48934952|4706.348867000001|-24.82733433|3177.154639|0.0|0.0|6.09|7.0|-6.6|663.73|6.35|-2147.721319|6.9747
47a_a18|0|0|388.09|0|0.6094|7.03438793|-0.18291|4.844187086|0|0|0.792293789|0|0.371382587|0.2212091389999999|79.51543089|0.483193636|3612.105567|-24.3591435|2770.212274|1.0|1.0|0.48|12.0|-6.49|547.67|8.82|-2098.807018|9.0
13c_a5|1|0|263.46|0|0.1666|6.605297921|-0.22939|4.59511985|3|1|0.6775573359999999|0|0.4148662979999999|0.19980328|66.23254483|0.46617977|2793.480751|-10.8855893|1557.152554|0.0|1.0|4.23|5.0|-7.28|411.46|3.99|-1351.274441|6.9101
12_a3|0|0|379.97|0|0.5056|6.823286122000001|-0.19514|4.727387819|2|1|0.841871246|1|0.101891875|0.170600292|49.333524|0.463780604|2056.502939|-8.921820355|769.4340634|1.0|1.0|4.34|2.0|-5.3|304.37|2.94|-1272.152002|5.45
14p_a23|0|1|346.79|2|0.3802|7.423568444|-0.2382|5.351858133|2|2|0.669357479|1|0.223758613|0.076544251|57.44364296|0.464933687|3010.721939|-15.32117727|1450.229492|0.0|1.0|3.4|5.0|-6.62|436.49|3.29|-1722.181612|8.5302
18_a31|1|0|247.51|0|0.2457|7.401841579|-0.19914|5.351858133|0|2|0.838968212|0|0.258135789|0.27411287|77.69074057|0.4492048839999999|2241.561812|-13.87749294|1368.42913|1.0|1.0|4.9|7.0|-6.72|356.44|4.81|-1465.528656|6.8861
16f_a32|1|1|341.82|0|0.2931|7.765993078999999|-0.2|5.733341277|0|3|0.761506727|1|0.522247991|0.192724521|73.4405859|0.384656622|2772.212354|-17.03501995|1771.554986|1.0|1.0|6.42|9.0|-5.99|427.54|4.99|-1995.307736|8041.0
12l_a36|1|0|321.05|0|0.4524|7.412764017000001|-0.20973|5.351858133|2|1|0.8212311840000001|0|0.3827446779999999|0.15618077|66.38812034|0.4619814279999999|2843.514589|-16.12160667|1711.727859|1.0|0.0|2.75|5.0|-6.68|406.44|2.98|-1325.194654|7699.0
14s_a23|0|1|336.66|2|0.3669|7.423568444|-0.22933|5.351858133|2|2|0.659570836|1|0.2387634619999999|0.07236376|48.11843993|0.470919749|2954.0751370000003|-14.09722664|1333.003252|0.0|1.0|4.0|5.0|-6.03|445.93|4.1|-2089.521231|8.5482
3p_a32|1|1|340.28|0|0.3083|8.02059915|-0.20018|6.008813185|0|3|0.6956696440000001|1|0.366898545|0.180429124|54.24719019|0.416240891|2650.4178850000003|-10.10863498|1218.977375|1.0|1.0|6.06|4.0|-6.8|395.5|4.26|-1879.554272|7585.0
1_a15|0|0|282.85|0|0.0061|0.0|-0.17792|0.0|2|0|0.795437721|0|0.7100707390000001|0.124276535|60.96303497|0.437969049|3000.975833|-13.01770443|2026.993248|1.0|1.0|5.46|8.0|-5.38|457.52|4.68|-1510.136281|7.3565
12b_a40|0|0|363.91|1|306.0|7.515889085|-0.22546|5.4161004020000005|0|2|0.522580798|1|0.2160572999999999|0.044352844|43.22826564|0.494842289|2462.878448|-10.97726831|697.2702616|0.0|0.0|6.58|2.0|-4.09|415.12|6.27|-3016.999329|7.3979
12aj_a36|1|0|237.06|0|0.0082|7.412764017000001|-0.20093|5.351858133|2|1|0.856274847|0|0.251263868|0.173013687|58.52715472|0.47532973|2710.647462|-15.14089115|1615.543812|1.0|0.0|3.24|5.0|-6.55|395.46|3.48|-1272.27339|7.7696
14_a15|0|0|278.5|0|0.0054|0.0|-0.18379|0.0|2|0|0.7933685340000001|0|0.7461324029999999|0.112910954|50.29869851|0.406717767|2612.691478|-13.50893838|1450.257357|1.0|1.0|5.32|6.0|-4.97|397.47|5.16|-1281.105795|7.5229
8e_a12|0|1|236.25|1|0.2252|6.803505258|-0.19338|4.727387819|2|1|0.797199175|1|0.001151979|0.060372083|38.67488258|0.45384745|2548.979738|-10.19566754|1201.604574|1.0|1.0|3.34|3.0|-6.03|366.42|3.45|-1177.619013|6.2306
1a_a18 (SB-431542)|1|0|324.5|0|0.3347|7.423568444|-193.0|5.351858133|1|1|0.795744863|0|0.210046675|0.405958714|94.56841061|0.472443977|2678.82389|-16.29019397|1640.78056|1.0|1.0|4.04|4.0|-6.73|384.39|4.57|-1292.588031|6.9031
12a_a50|0|1|304.01|2|0.1807|7.927685046000001|-0.20172|5.82008293|1|2|0.660148928|1|0.29507467|0.095880311|36.15684209|0.469674946|2223.666558|-6.048985111|814.0599092|1.0|1.0|2.59|2.0|-6.44|313.36|2.47|-1006.659456|7.1249
11b_a31|1|0|322.57|0|0.2634|7.765993078999999|-0.1951|5.733341277|0|2|0.7943850720000001|0|0.26165445|0.454541246|101.1192111|0.473305522|2410.572158|-13.83270059|1483.70453|1.0|1.0|4.67|5.0|-6.73|357.38|4.07|-1520.085181|6.2757
16a_a10|0|0|221.33|1|0.0841|7.535296702|-0.20697|5.4161004020000005|2|1|0.72613292|1|0.3637074329999999|0.083851314|46.01490333|0.4629532229999999|2862.681038|-12.4990447|1539.147561|1.0|1.0|4.73|9.0|-5.91|439.55|3.46|-1395.158387|7.3279
13b_a5|1|0|265.31|0|0.3064|7.153833802|-0.22451|5.209486153|2|1|0.653356347|0|0.468748106|0.168442764|53.91565742|0.455921715|2661.597781|-11.0239272|1329.387016|0.0|1.0|4.64|5.0|-6.58|395.46|4.66|-1276.066049|6.9586
