molecula|Wavelength (max. Transition) (nm)|Num. of Rotatable bonds|Contribuition (max. transition)|Heavy atom count|Zero Point Energy|Highest Occupied Molecular Orbital Energy|pIC50|RNCS|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Absorption Energy (max. Transition) (eV)|PNSA4|pIC50
9d_a31|322.22|9.0|0.7006899999999999|29.0|-1657.1791449999998|-0.19426|6.2218|154.8767865|0.0167|0.0|3.8478|-23.07536346|6.2218
18_a34|279.66|5.0|0.56101|26.0|-1199.101028|-0.21474|5.6144|66.6880793|0.0275|0.0|4.4335|-23.32844015|5.6144
18b_a30|351.66|5.0|0.67715|31.0|-1667.788575|-0.2052699999999999|7.6003|77.65678625|0.0066599999999999|0.0|3.5256|-23.96987622|7.6003
15_a47|286.26|3.0|0.67203|25.0|-1527.265523|-0.2268|7.8|61.0548099|0.00499|0.0|4.3312|-17.81765281|7.8
2_a33|341.74|7.0|0.70205|28.0|-1919.830424|-0.19979|8.2596|103.5201191|0.0069|0.0|3.6281|-19.46234551|8.2596
21a_a23|335.16|5.0|0.60824|31.0|-1668.989671|-0.2226699999999999|6.9914|39.56172507|0.00225|0.0|3.6993|-22.83074225|6.9914
12as_a36|274.29|6.0|0.53815|32.0|-1385.322633|-0.21419|7.2291|88.17694537|0.0476|0.0|4.5202|-25.48765709|7.2291
3l_a32|351.04|3.0|0.70282|26.0|-1789.242839|-0.19962|7.9208|61.72183119|0.0003689999999999|0.0|3.5319|-16.76685351|7.9208
13a_a5|267.87|8.0|0.41806|30.0|-1312.907813|-0.22898|7041.0|126.2663658|0.0734|0.0|4.6285|-18.01047283|7041.0
8g_a8|330.67|4.0|0.69221|31.0|-1450.728709|-0.21391|5.3768|171.26571059999998|0.00483|0.0|3.7495|-32.12579035|5.3768
25b_a34|293.43|7.0|0.6925600000000001|29.0|-1313.132261|-0.21103|5.6819|165.2408865|0.0796|0.0|4.2253|-26.50275222|5.6819
3o_a32|350.9|3.0|0.70216|26.0|-1805.277864|-0.20065|6.6198|62.67187821|0.00714|0.0|3.5333|-18.34557429|6.6198
7_a1|306.1|2.0|0.69902|23.0|-1009.350293|-0.19167|6.3372|111.9204437|0.0595|0.0|4.0504|-14.95535873|6.3372
3n_a32|349.65|3.0|0.7028399999999999|26.0|-1825.163542|-0.20256|7.6778|121.6040686|0.0047|0.0|3.5459|-15.75418035|7.6778
14b_a23|334.55|5.0|0.58097|31.0|-1728.9300010000002|-0.2286699999999999|8.3536|40.76245006|0.00332|0.0|3706.0|-22.74225338|8.3536
19_a34|297.18|3.0|0.6897300000000001|23.0|-1046.458335|-0.20251|6.0044|131.5318459|218.0|0.0|4.1721|-19.78189027|6.0044
9b_a31|224.94|7.0|0.41622|27.0|-1578.604164|-0.2013599999999999|7.2007|152.8702381|0.0527|0.0|5.5119|-23.95020956|7.2007
13_a1|304.01|4.0|0.65363|28.0|-1238.174491|-0.18883|6585.0|148.7311076|17.0|0.0|4.0783|-23.43842502|6585.0
9r_a24|277.23|8.0|0.3398|30.0|-1294.201456|-0.21074|7.9586|71.31566881|0.0351|0.0|4.4722|-17.31173182|7.9586
7e_a8|325.06|4.0|0.6998300000000001|29.0|-1300.271093|-0.2054699999999999|4.4547|86.03149870000001|0.00149|0.0|3.8142|-22.39586026|4.4547
4h_a46|292.11|6.0|0.55428|36.0|-1923.543349|-0.21008|6.6402|105.2773797|0.00104|1.0|4.2444|-23.9655397|6.6402
10_a3|230.67|2.0|0.41894|22.0|-1288.050987|-0.21249|5.1|248.0820067|0.0443|0.0|5375.0|-16.65993003|5.1
19b_a38|231.18|5.0|0.38952|31.0|-1431.18309|-0.20445|7.9172|120.3048789|0.0196|0.0|5363.0|-25.82299118|7.9172
7g_a8|327.36|3.0|0.62073|30.0|-1374.291597|-0.22129|4.6772|144.290464|0.00143|0.0|3.7874|-27.51653399|4.6772
galu_a46||3.0||28.0|||7.2924|261.2602893|0.0375|0.0||-18.02733582|7.2924
19h_a38|331.65|5.0|0.68472|30.0|-1331.941646|-0.20379|8.0348|136.81322659999998|0.0272|0.0|3.7384|-23.32673803|8.0348
12h_a30|246.54|5.0|-0.26697|30.0|-1674.777786|-0.2023599999999999|8065.0|89.66095835|0.00405|0.0|5.0289|-24.44221903|8065.0
3_a4|252.57|2.0|0.58445|24.0|-990.467184|-0.21969|6983.0|12.23442244|0.0173|0.0|4.9088|-11.97190059|6983.0
17b_a25|228.6|7.0|0.31395|35.0|-1483.563965|-0.21939|6.9957|99.61874923|0.00394|0.0|5.4236|-22.17876359|6.9957
6g_a40|373.48|5.0|0.58454|31.0|-2521.8114530000003|-0.20479|7.3279|328.78166810000005|0.00917|0.0|3.3197|-38.37906336|7.3279
13b_a5|265.31|5.0|0.32779|30.0|-1275.806761|-0.22451|6.9586|14.41650822|0.0148|0.0|4.6733|-17.04942469|6.9586
5a_a49|236.42|3.0|0.31953|30.0|-1311.743648|-0.21238|7.3665|124.92862240000002|0.0202|0.0|5.2443|-15.97587337|7.3665
7l_a46|272.71|2.0|0.68834|22.0|-915.446686|-0.2231699999999999|5.7122|8.13531199|0.0548|0.0|4.5464|-10.620390400000002|5.7122
2_a4|210.28|2.0|0.4682|19.0|-819.771754|-0.16226|7.5086|166.102249|434.0|0.0|5.8961|-15.98981578|7.5086
14a_a22|244.77|6.0|0.45928|32.0|-1368.075682|-0.21174|7.4202|93.21042936|0.00881|0.0|5.0653|-21.35231162|7.4202
8h_a8|258.25|4.0|0.56196|29.0|-1361.455676|-0.21819|4.9359|316.4918269|0.00395|0.0|4801.0|-28.69532281|4.9359
17a_a10|224.26|6.0|0.32889|35.0|-1524.187115|-0.21203|7.3098|51.96456548|0.0222|0.0|5.5285|-16.70343549|7.3098
1g_a5|259.26|4.0|0.4386899999999999|25.0|-1065.675316|-0.20972|6.9393|74.51397212|0.0206|0.0|4.7822|-14.59051668|6.9393
14ab_a23|338.88|5.0|0.66532|32.0|-1708.277193|-0.21924|8.4012|40.23721489|0.00123|0.0|3.6587|-21.67516705|8.4012
19_a15|297.03|5.0|0.68945|26.0|-1523.196562|-0.20742|7.1427|61.63983265|0.0152|0.0|4.1742|-24.47553536|7.1427
3f_a32|348.58|4.0|0.70255|24.0|-1711.863611|-0.2006099999999999|8.0458|47.97543149|0.0014|0.0|3.5569|-16.99267001|8.0458
46_a18|384.45|7.0|0.69181|36.0|-1532.493789|-0.18219|6.7305|0.946462387|0.00161|0.0|3225.0|-20.77641329|6.7305
13p_a6|258.45|7.0|0.47508|34.0|-1462.740542|-0.1971099999999999|7.0362|80.30786544|0.0125|0.0|4.7973|-26.72853188|7.0362
LY580276_a4|234.01|2.0|0.36903|22.0|-959.356125|-0.2099599999999999|6757.0|11.22286434|0.0181|0.0|5.2983|-13.51117823|6757.0
47l_a18|387.13|9.0|0.69291|34.0|-1455.165122|-0.18344|7.4949|11.54768766|0.0066099999999999|0.0|3.2026|-22.37455223|7.4949
11_a1|331.66|4.0|0.68162|29.0|-1312.241032|-0.19462|6.7696|274.39137789999995|0.00838|0.0|3.7383|-28.7289904|6.7696
1_a3|210.84|2.0|0.30619|22.0|-1273.1763970000002|-0.21886|6.1403|289.8942564|154.0|0.0|5.8805|-15.67458788|6.1403
27c_a34|289.89|6.0|0.68683|32.0|-1426.246896|-0.19682|6.0969|176.7076265|0.0151|0.0|4277.0|-28.77931113|6.0969
12ar_a36|237.29|6.0|0.41433|32.0|-1364.235126|-0.21291|7.6021|86.85924228|0.0515|0.0|5225.0|-23.57370143|7.6021
12k_a36|245.37|6.0|0.5249199999999999|31.0|-1310.072976|-0.20023|7.8539|46.79001927|0.0115|0.0|5053.0|-24.86988906|7.8539
16f_a32|341.82|9.0|0.70204|29.0|-1995.054457|-0.2|8041.0|89.03402347|0.00457|0.0|3.6272|-24.61529877|8041.0
8b_a32|349.82|7.0|0.70285|27.0|-1880.539698|-0.20121|7.9208|102.4297669|0.0161|0.0|3.5442|-19.33283713|7.9208
11e_a5|280.64|7.0|0.66478|31.0|-1316.239803|-0.20559|7.3979|62.84782002|0.00782|0.0|4.4179|-18.69519243|7.3979
28_a34|289.3|3.0|0.69263|24.0|-1100.6525880000002|-0.21698|5.4179|144.3404619|182.0|0.0|4.2857|-24.6708914|5.4179
14_a47|312.53|3.0|0.68345|24.0|-1127.610422|-0.22434|8.1|64.60629385|0.0241|0.0|3.9671|-17.63306222|8.1
4_a4|230.37|2.0|0.55032|25.0|-1029.763465|-0.21831|7.1079|13.70182982|0.00877|0.0|5.382000000000001|-13.17774406|7.1079
3_a27|225.24|3.0|0.34864|25.0|-1081.744053|-0.21969|8.3979|10.71226495|0.0339|0.0|5.5045|-16.72996312|8.3979
30_a47|333.66|5.0|0.6944899999999999|28.0|-1695.931037|-0.20813|7.9|350.5257774|0.0315|0.0|3.7159|-22.9932445|7.9
12ag_a36|318.79|5.0|0.69204|30.0|-1331.9454449999998|-0.20713|7.7696|85.84609192|0.0278|0.0|3.8893|-24.55768654|7.7696
33_a20|227.79|4.0|0.27375|31.0|-1275.602977|-0.21788|7.4685|8.680600701|0.0012|0.0|5443.0|-17.37608867|7.4685
7_a15|279.33|7.0|0.64652|26.0|-1184.168094|-0.18454|6644.0|103.8062879|0.0113|0.0|4.4386|-14.70834175|6644.0
1d_a5|254.46|4.0|0.41781|27.0|-1288.201219|-0.23519|5.03|204.4506579|0.00396|0.0|4.8725|-19.79744178|5.03
11g_a5|274.87|7.0|0.56924|31.0|-1329.927772|-0.2146199999999999|7.5229|68.77977167|0.0199|0.0|4.5106|-16.72000506|7.5229
6a_a31|349.96|4.0|0.70416|28.0|-1613.1416|-0.19843|5.9586|157.9971748|0.0178|0.0|3.5428|-26.51328079|5.9586
18d_a25|219.39|7.0|0.41694|35.0|-1806.514606|-0.2201|6.6345|70.58850837|0.0013599999999999|0.0|5.6512|-21.166323|6.6345
16i_a32|342.72|8.0|0.70222|29.0|-1995.055356|-0.2002|8.2596|90.08098301|0.0035|0.0|3.6176|-24.00328703|8.2596
8f_a8|263.65|4.0|0.55661|29.0|-1361.455053|-0.21285|4.6428|317.0847898|0.00395|0.0|4.7027|-28.20910228|4.6428
8b_a50|273.96|2.0|0.5533|23.0|-967.212701|-0.20144|7.1675|131.417573|46.0|0.0|4.5256|-14.54338619|7.1675
14v_a23|335.64|7.0|0.6017100000000001|35.0|-2041.93452|-0.2308599999999999|8.4001|78.86310829|0.0004969999999999|0.0|3694.0|-28.23713101|8.4001
12b_a5|268.62|5.0|0.42949|30.0|-1276.940335|-0.16607|7.3768|138.67264319999998|143.0|0.0|4.6156|-12.90040679|7.3768
14ac_a23|309.85|7.0|0.6408|38.0|-2303.749331|-0.23868|8.3851|57.45545019|0.000123|2.0|4.0014|-33.20157553|8.3851
4_a18 (SD-208)|239.56|3.0|0.4646|25.0|-1542.15786|-0.2358|7.0969|103.6318511|0.0146|0.0|5.1755|-18.01551972|7.0969
4c_a46|227.16|5.0|0.42391|29.0|-1245.114575|-0.21466|5.6972|35.22734468|0.00207|0.0|5.4579|-18.76186479|5.6972
14e_a23|334.8|6.0|0.63922|34.0|-1966.720803|-0.2342199999999999|8.5214|48.244071000000005|0.000773|0.0|3.7033|-27.39493099|8.5214
12e_a30|245.94|6.0|0.3304|31.0|-1690.030824|-0.19804|7.9431|106.2790684|0.0050799999999999|0.0|5.0412|-23.31866823|7.9431
12bf_a36|236.98|5.0|0.40663|31.0|-1431.187555|-0.2139|8.2218|87.14111344|0.0201|0.0|5.2319|-24.14405495|8.2218
4S4k_a46|234.58|2.0|0.5716|25.0|-1053.202208|-0.1947|6.7055|172.7607401|0.0049299999999999|0.0|5.2854|-16.15576699|6.7055
9a_a36|320.56|5.0|0.68682|29.0|-1252.578886|-0.20969|7.8861|49.52042402|0.0391|0.0|3.8677|-24.40778806|7.8861
12l_a36|321.05|5.0|0.6925|31.0|-1324.954011|-0.20973|7699.0|39.27257375|0.0206|0.0|3.8619|-24.7683114|7699.0
12d_a40|282.05|2.0|0.55983|23.0|-2153.071733|-0.19369|7.7212|207.39648|0.000942|0.0|4.3959|-20.59374436|7.7212
7_a3|210.68|2.0|0.3456|23.0|-1731.602893|-0.21219|5.9901|230.9407974|0.00455|0.0|5.8849|-18.2490344|5.9901
13a_a6|206.87|5.0|0.4816|31.0|-1349.834826|-0.19987|7.3372|154.9639272|0.00417|0.0|5.9934|-26.70706346|7.3372
43_a18|384.65|9.0|0.6926800000000001|38.0|-1611.126246|-0.18145|6.2041|0.66443384|0.000554|1.0|3.2233|-24.16948112|6.2041
14c_a23|334.81|5.0|0.56781|31.0|-2089.293299|-0.23096|8.6253|38.43627129|0.00126|0.0|3.7031|-22.62557089|8.6253
12ao_a36|266.08|6.0|0.4962|31.0|-1310.077853|-0.19662|7.5229|85.17634667|0.0115|0.0|4.6597|-24.98362913|7.5229
18_a15|272.91|5.0|0.6074|29.0|-1265.556558|-0.19371|6.8894|40.37881101|0.0004559999999999|0.0|4543.0|-21.51621375|6.8894
11a_a31|325.92|3.0|0.69222|23.0|-1441.327731|-0.20589|6.7212|258.8577775|0.0531|0.0|3.8042|-28.68314085|6.7212
12o_a30|238.73|5.0|0.3493699999999999|30.0|-2035.139147|-0.19873|7.8097|75.15128057|0.00156|0.0|5.1935|-24.32856749|7.8097
3a_a49|240.06|5.0|0.53794|29.0|-1253.756918|-0.2171|7.1938|107.4001347|193.0|0.0|5.1647|-17.97906469|7.1938
12af_a36|236.83|7.0|0.50179|33.0|-1440.675702|-0.19246|7.8239|89.56100543|0.0997|0.0|5.2352|-24.41279506|7.8239
4p_a46|226.26|2.0|0.43709|27.0|-1129.3914619999998|-0.20749|6.4672|175.10295019999998|0.00144|0.0|5.4796|-17.00200781|6.4672
2_a20 (SB-505124)|340.58|3.0|0.69947|25.0|-1089.147716|-0.18645|6.7721|122.8758934|0.0040799999999999|0.0|3.6404|-21.05206547|6.7721
33_a47|296.13|3.0|0.67508|25.0|-1122.992964|-0.21447|8.4|30.94680001|0.0643|0.0|4.1869|-14.56646493|8.4
SB431542_a8||4.0||30.0|||4.1019|170.1252996|0.0292|0.0||-29.18257067|4.1019
12y_a30|238.56|5.0|0.30617|31.0|-1654.125015|-0.19815|7.6576|85.17057711|0.00148|0.0|5.1973|-23.38859815|7.6576
12x_a36|319.74|6.0|0.6853600000000001|31.0|-1670.182026|-0.2048199999999999|8.1549|81.81168174|0.0132|0.0|3.8776|-24.70107324|8.1549
9_a47|215.89|3.0|0.3885099999999999|26.0|-1148.896866|-0.20488|7.6|107.3271659|0.00218|0.0|5.7429|-19.3171225|7.6
47j_a18|399.25|11.0|0.6983600000000001|37.0|-1624.9784550000002|-0.17273|7.4559|95.57657747|0.00366|0.0|3.1054|-26.32095773|7.4559
4q_a46|273.72|4.0|0.69002|26.0|-1108.511662|-0.2207199999999999|6129.0|38.31894407|0.0449|0.0|4.5296|-11.72744747|6129.0
14k_a23|340.42|5.0|0.63765|31.0|-2089.293765|-0.2271699999999999|8.4123|38.76597615|0.00126|0.0|3.6421|-22.62582822|8.4123
6e_a31|374.76|4.0|0.70391|29.0|-1652.445002|-0.18844|6.4318|159.9587946|0.00883|0.0|3.3083|-28.37945369|6.4318
13_a10|212.63|2.0|0.34881|25.0|-1065.68351|-0.20959|6.7959|174.7319717|0.0258|0.0|5.8308|-15.22715739|6.7959
12v_a30|349.18|5.0|0.68405|31.0|-2494.739831|-0.20681|7.6596|82.09302037|0.0004269999999999|0.0|3.5507|-25.48342433|7.6596
15a_a50|306.83|5.0|0.66132|28.0|-1199.572081|-0.19948|7.3872|275.287923|0.0444|0.0|4.0408|-17.54280159|7.3872
8e_a46|274.96|2.0|0.6967|23.0|-954.743261|-0.2201|6.3915|7.389496216|0.0279|0.0|4.5092|-11.72015869|6.3915
5b_a50|220.09|2.0|0.4270899999999999|24.0|-990.43875|-0.19252|4.9126|6.656963127999999|0.0202|0.0|5.6332|-10.87564575|4.9126
3k_a32|350.6|3.0|0.70268|25.0|-1749.957584|-0.19988|8.0605|80.0971996|0.000904|0.0|3.5363|-16.67514938|8.0605
27_a47|251.19|5.0|0.40976|31.0|-1777.830739|-0.21594|5.6|20.73428323|0.0038799999999999|0.0|4.9358|-18.2393594|5.6
6b_a31|376.29|4.0|0.7013199999999999|29.0|-1652.44739|-0.1918|7.2676|159.79549319999998|0.00883|0.0|3.2949|-27.86719323|7.2676
18a_a22|246.91|6.0|0.35107|32.0|-1691.036502|-0.21148|7.8861|29.59800426|0.00305|0.0|5.0214|-19.86401135|7.8861
5e_a40|333.85|3.0|0.69675|20.0|-1637.115238|-0.2201699999999999|7.6021|170.7311133|0.0169|0.0|3.7138|-17.06741495|7.6021
12o_a36|238.77|7.0|0.36719|33.0|-1440.671057|-0.21151|7.3979|55.47133795|0.0997|0.0|5.1927|-25.50573629|7.3979
19c_a38|210.74|5.0|0.2597|32.0|-1424.1880119999998|-0.21303|8.0348|139.1570837|0.0322|0.0|5.8832|-24.06579196|8.0348
12_a3|379.97|2.0|0.69784|22.0|-1272.010995|-0.19514|5.45|239.2266101|0.0044|0.0|3263.0|-18.79271742|5.45
2_a3|227.92|2.0|0.37284|22.0|-1272.001389|-0.21028|5.4|228.178656|0.0162|0.0|5.4397|-15.55510657|5.4
1j_a5|279.68|4.0|0.66182|25.0|-1065.671975|-0.20645|7.6198|73.73338699|0.0206|0.0|4.4331|-14.64139152|7.6198
11_a4|252.67|4.0|0.4444|27.0|-1467.20045|-0.2146699999999999|6.9586|12.88007087|0.00395|0.0|4907.0|-13.65094004|6.9586
14a_a23|334.02|5.0|0.6289100000000001|30.0|-1629.690316|-0.2238099999999999|8.5498|38.57988954|0.0045299999999999|0.0|3.7119|-21.61564087|8.5498
15c_a10|221.75|6.0|-0.26999|34.0|-1450.139335|-0.19463|7.0|65.41494073|0.0122|0.0|5.5913|-13.36848349|7.0
6_a4|254.51|3.0|0.60542|27.0|-1108.338577|-0.2182599999999999|5.8861|14.1731579|0.00274|0.0|4.8714|-13.71394596|5.8861
15_a31|271.36|4.0|0.5241899999999999|24.0|-1460.736142|-0.19394|5.9586|141.1489667|0.0931|0.0|4569.0|-22.10688462|5.9586
4R4l_a46|266.65|3.0|0.40548|26.0|-1092.4898449999998|-0.19602|6.8633|177.33836430000002|0.0027|0.0|4.6497|-16.223992300000003|6.8633
18a_a30|357.18|5.0|0.69033|29.0|-1575.54671|-0.19785|7.6108|79.18861306|0.0056|0.0|3.4712|-23.02866795|7.6108
3m_a32|346.82|3.0|0.7026600000000001|27.0|-1863.279862|-0.2056599999999999|7.6383|92.61088121|0.00547|0.0|3.5749|-16.22134838|7.6383
19e_a38|236.96|6.0|0.41961|32.0|-1409.315831|-0.20723|8.0083|118.734325|0.00807|0.0|5.2322|-25.49088538|8.0083
13c_a5|263.46|5.0|0.41594|31.0|-1351.008469|-0.22939|6.9101|158.67712230000004|0.0446|0.0|4706.0|-16.50965711|6.9101
19_a47|322.68|5.0|0.68924|28.0|-1335.580357|-0.2117099999999999|7.3|335.10989930000005|0.0824|0.0|3.8423|-20.66983856|7.3
12c_a5|265.66|6.0|0.52074|31.0|-1316.244961|-0.21128|7.3279|143.44655559999998|0.0191|0.0|4.6671|-14.74941369|7.3279
12aq_a36|317.51|6.0|0.6933199999999999|32.0|-1401.391057|-0.19967|7.2596|86.6958382|152.0|0.0|3.9049|-28.69889692|7.2596
12f_a30|245.09|7.0|0.32483|34.0|-1987.782125|-0.20422|7.7144|101.2862703|0.000579|0.0|5.0587|-31.90082427|7.7144
GW6604_a52||3.0||23.0|||6.9706|157.2481263|0.0207|0.0||-14.44334401|6.9706
19a_a38|316.19|5.0|0.6329100000000001|30.0|-1331.94466|-0.20379|8.0106|137.2318698|0.0272|0.0|3.9212|-23.30337482|8.0106
47p_a18|387.01|9.0|0.6937800000000001|35.0|-1493.338659|-0.18746|7.1938|10.25627035|0.0025|0.0|3.2036|-22.80728054|7.1938
8b_a12|293.37|4.0|0.53425|27.0|-1159.188228|-0.21184|6.58|319.0086845|0.0346|0.0|4.2263|-26.39069094|6.58
19_a31|246.28|7.0|0.5385300000000001|25.0|-1489.323855|-0.20675|5.7447|75.32978176|0.0431|0.0|5.0344|-21.12293613|5.7447
8m_a46|233.66|2.0|0.43001|24.0|-1013.91158|-0.19715|6.6402|166.8508795|0.0088799999999999|0.0|5.3062|-17.06601365|6.6402
12i _a30|246.2|5.0|0.43157|30.0|-2035.141693|-0.2041|7.8013|84.78576301|0.00156|0.0|5.0358|-24.43015511|7.8013
5d_a40|331.74|3.0|0.69613|20.0|-1276.751174|-0.2164699999999999|7.7212|181.4728912|0.0436|0.0|3.7374|-17.30589257|7.7212
6d_a40|419.45|5.0|0.6624800000000001|30.0|-2470.62267|-214.0|8.9208|192.5638526|0.00327|0.0|2.9559|-32.02830281|8.9208
37_a18|385.91|7.0|0.69305|36.0|-1532.553949|-0.18119|7.4559|12.63119843|0.00161|0.0|3.2127|-20.92960342|7.4559
2_a1|303.31|2.0|0.7007899999999999|21.0|-920.078239|-0.19826|5.2366|6.281701359|0.0466|0.0|4.0877|-12.05838656|5.2366
15c_a22|216.15|6.0|0.30831|34.0|-1460.324493|-0.22807|6.1325|36.22825261|0.0107|0.0|5.7361|-21.75898206|6.1325
14b_a50|234.67|7.0|0.55594|33.0|-1430.72987|-0.1936|5.1818|25.31245624|0.0074099999999999|0.0|5.2834|-16.75898192|5.1818
19_a4|296.2|3.0|0.67535|25.0|-1446.760398|-0.22298|4.71|15.411502800000004|0.0373|0.0|4.1858|-15.93396412|4.71
32_a47|252.79|5.0|0.48011|31.0|-1777.843462|-0.20778|7.0|28.55112477|0.0038799999999999|0.0|4.9046|-18.77935151|7.0
13_a12|273.31|3.0|0.6622399999999999|21.0|-876.209109|-0.20903|7.0315|64.74666684|0.0174|0.0|4.5363|-17.15403411|7.0315
12z_a30|257.96|7.0|0.5513100000000001|33.0|-1804.51674|-0.19279|7.3615|54.40462246|0.00456|0.0|4.8063|-23.67231332|7.3615
12s_a30|245.81|5.0|0.43338|31.0|-1774.01033|-0.20495|8129.0|89.91581294|0.00291|0.0|5.0438|-26.02399668|8129.0
17b_a50|292.09|8.0|0.6269899999999999|32.0|-1336.833957|-0.19879|6.9136|9.9094658|0.0052|0.0|4.2447|-18.65764227|6.9136
6a_a40|415.55|5.0|0.6782699999999999|29.0|-2371.3827|-0.21255|7.3979|185.06174|0.00457|0.0|2.9836|-30.69915817|7.3979
13f_a6|256.1|5.0|0.49643|32.0|-1347.018087|-0.2059099999999999|7.3768|62.42897239999999|0.00688|0.0|4.8413|-22.02995852|7.3768
12bd_a36|319.66|5.0|0.69411|31.0|-1311.291779|-0.19826|7.7696|83.92365468|0.0102|0.0|3.8786|-23.44707102|7.7696
12a_a36|323.35|5.0|0.67869|29.0|-1232.707754|-0.20139|7.8861|109.9069212|0.0384|0.0|3.8343|-23.17301945|7.8861
6_a27|223.61|2.0|0.3366099999999999|24.0|-1043.678244|-218.0|9.0|125.8234721|0.0485|0.0|5.5447|-17.14169035|9.0
3e_a32|348.38|3.0|0.7025399999999999|23.0|-1672.576776|-0.20098|8.0862|47.09895162|0.00225|0.0|3.5589|-16.59123638|8.0862
47g_a18|400.4|13.0|0.69828|40.0|-1742.7686640000002|-0.17202|8.0458|111.5517627|0.00163|1.0|3.0965|-24.79003275|8.0458
14m_a23|337.15|6.0|0.65552|34.0|-1966.721362|-0.23555|8.5171|47.23604193|0.000773|0.0|3.6774|-27.32379205|8.5171
23_a10|325.98|6.0|0.67647|35.0|-1469.838069|-0.21158|6.1249|72.17779806|0.000923|0.0|3.8034|-19.02262196|6.1249
5b_a40|311.84|3.0|0.59928|21.0|-2096.707754|-0.23068|7.1938|169.18694230000003|0.00488|0.0|3.9759|-18.31454812|7.1938
25d_a34|290.15|7.0|0.6764600000000001|32.0|-1426.243341|-0.21234|6.0223|174.9700398|0.0141|0.0|4.2732|-29.42857839|6.0223
35_a18|385.69|8.0|0.69279|36.0|-1532.557542|-0.18079|7.6198|118.7214377|0.0014199999999999|0.0|3.2146|-24.64522632|7.6198
10_a15|277.48|6.0|0.66799|30.0|-1280.804272|-0.18958|8.1549|6.497096666|0.000584|0.0|4.4682|-21.17108692|8.1549
1c_a5|254.15|3.0|0.4444899999999999|24.0|-990.467026|-0.22684|5.4|160.5407184|0.0111|0.0|4.8783|-14.3968489|5.4
4f_a49|268.08|3.0|0.39584|27.0|-1179.029099|-0.22471|7.3979|193.615884|0.0289|0.0|4.6249|-18.1726086|7.3979
14i_a23|335.72|6.0|0.55606|33.0|-1798.371346|-0.23121|8.4622|324.811841|0.0183|0.0|3.6931|-27.18760085|8.4622
5_a27|302.48|2.0|0.64548|25.0|-1082.967639|-0.21506|8.5229|10.48961936|0.0324|0.0|4.0989|-16.01263727|8.5229
14aa_a23|345.03|5.0|0.6805899999999999|32.0|-1708.276011|-0.21573|8451.0|40.49537336|0.00123|0.0|3.5934|-21.51484958|8451.0
12n_a30|238.43|5.0|0.27009|30.0|-1674.777231|-0.19876|7983.0|85.87072848|0.00405|0.0|5.1999|-24.42151771|7983.0
11b_a5|275.55|6.0|0.61027|27.0|-1564.56504|-0.21291|7.7212|55.25128526|0.00767|0.0|4.4995|-17.60913884|7.7212
12f_a36|237.95|6.0|0.37095|31.0|-1311.285102|-0.20046|7.9586|43.53853176|0.0109|0.0|5.2106|-23.629013600000004|7.9586
12am_a36|236.99|7.0|0.40752|34.0|-1644.952145|-0.21356|7.2218|128.69607109999998|4.0|0.0|5.2317|-31.72964526|7.2218
13d_a6|255.64|6.0|0.58381|32.0|-1389.125098|-0.20146|6.4437|156.67194009999997|0.00229|0.0|4.85|-27.03045032|6.4437
14c_a22|216.15|6.0|0.3078|34.0|-1460.324494|-0.22807|6.8153|36.22825261|0.0107|0.0|5.7361|-21.75466672|6.8153
8_a27|300.38|2.0|0.64893|23.0|-1004.385302|-0.21973|8.2218|122.0597403|0.0907|0.0|4.1276|-17.09606174|8.2218
9n_a24|252.31|7.0|0.44042|29.0|-1238.856882|-0.20399|7.7212|48.691073|0.0198|0.0|4.9139|-18.18357165|7.7212
18c_a25|226.01|7.0|0.31993|33.0|-1714.280779|-0.19532|7.0555|26.54367263|0.00113|0.0|5.4858|-17.72859578|7.0555
14g_a23|334.71|7.0|0.56658|35.0|-2041.934312|-0.23201|8.0|95.64648102|0.0004969999999999|0.0|3.7042|-29.55936307|8.0
12h_a36|238.44|6.0|0.34589|31.0|-1347.199963|-0.1926|7.8539|82.11195464|35.0|0.0|5.1998|-23.39942087|7.8539
21_a4|240.17|3.0|0.5260600000000001|23.0|-973.400097|-0.19588|6.9172|63.37635587|0.0197|0.0|5.1623|-14.54552243|6.9172
12az_a36|319.03|7.0|0.69385|33.0|-1461.686269|-0.19846|7.2366|60.11023222|0.0315|0.0|3.8863|-23.45695404|7.2366
11_a33|353.74|3.0|0.70381|22.0|-1669.202327|-0.19938|8.3188|45.43139569|0.0136|0.0|3.5049|-14.98445481|8.3188
12m_a30|244.95|6.0|0.33392|32.0|-1742.965888|-0.20742|7.5114|133.774348|0.00427|0.0|5.0617|-27.50290965|7.5114
2_a27|297.87|2.0|0.55857|24.0|-1043.665151|-0.21702|7.8861|9.194894069|0.0638|0.0|4.1624|-14.73047548|7.8861
1_a15|282.85|8.0|0.64662|34.0|-1509.785098|-0.17792|7.3565|121.3844816|0.000495|0.0|4.3834|-20.13460632|7.3565
12_a47|288.96|3.0|0.66387|24.0|-1487.974738|-0.2256|8.2|63.89392714|0.00943|0.0|4.2907|-17.76874008|8.2
15a_a22|245.14|6.0|0.41078|32.0|-1368.0755869999998|-0.21285|6.8447|96.58317516|0.00881|0.0|5.0577|-21.33157831|6.8447
