molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|AATSC1c|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|RNCS|RPCS|WNSA3|DPSA5|PNSA4|DPSA3|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|TPSA_y|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50
1a_a18 (SB-431542)|0.0|1|0|0|3.3674017380000003|0.0|0|7.423568444|1|1.430935835|0.0|-0.015636898|0.1008839219999999|-0.766207981|-0.011639964|-0.029658865|10.94959842|1|1|-0.008385698|0.164429684|-0.020716495|0.7462411859999999|-0.08530265|-0.083341531|0.805877431|0.795744863|-0.126408788|-0.122555709|0.033020439|-74.98172333|-72.69619778|160.410387|105.3125675|-44.47680367|87.15852628|-27.46300805|94.56841061|1890.195809|0.2468003389999999|7.52384981|14.26170773|0.895533283|5748.422847|-733.0587287000001|36.46179023|0.02438148|1640.78056|513.4628663999999|14.4623285|1.0|1.0|3.25|2.35|23.0|4.04|103.12|0.0|0.0|1.0|4.0|29.0|5.0|-6.73|0.0|1.0|5.660000000000001e-05|0.0218|2.7|0.0|-0.05971|3.8208|3295.0|620.23|1048.7|376.27|464.08|0.55409|0.69868|0.3347|-0.13329|5.9926|0.03494548|-1292.414518|8.8609|6.9031
12ap_a36|0.0|1|0|0|3.4417292610000003|0.0|0|7.412764017000001|2|1.2970441659999998|0.0|-0.007719624|0.066185994|-0.424579308|-0.000143196|-0.105824575|10.95430638|1|1|0.001194592|0.117738331|-0.098598933|0.832758813|-0.025198947|-0.074596774|0.893689741|0.8212311840000001|-0.082622504|-0.106173763|0.0217479329999999|-54.21070432|-69.6632787|82.56761031|0.0|-35.56900768|83.16347311|-24.58703954|68.48007054|2328.307856|0.262148114|8.766216204|16.37284224|0.86772056|6003.481614|-822.7409526|33.32245946|0.020575639|1699.445432|642.3830552000001|13.50019441|1.0|0.0|4.78|0.0|17.0|2.75|92.99|0.0|0.0|1.0|5.0|31.0|5.0|-7.08|0.0|0.0|0.000113|0.0458|2.4|0.0|-0.06084|4.9124|3.8801|691.41|1160.79|319.54|553.28|0.59563|0.6929|0.3982|-0.15704|7.0249|0.04039655|-1325.0127220000002|9.6512|7.4949
47k_a18|0.0|0|0|0|0.0|0.0|0|7.03438793|1|1.25117623|0.0|-0.0067578909999999|-0.017736343|-0.5135996820000001|0.003047962|-0.02822032|10.94702256|0|0|0.00493127|-0.026672956|-0.279965025|0.721697829|0.022512501|-0.014398731|0.753132457|0.737517943|-0.065324278|-0.088346874|0.015080484|-51.59195677|-69.77479556|20.66242736|58.77865447|-40.74641317|84.23875372|-23.89547793|63.50225571|2009.418849|0.284695579|9.777177947|18.35217454|0.877042091|7575.637462000001|-1377.672426|33.40602576|0.018313855|2438.639881|1167.054827|14.46395816|1.0|1.0|4.66|0.0|18.0|2.39|88.97|2.0|1.0|1.0|11.0|38.0|4.0|-6.41|0.0|0.0|4.65e-06|0.0023899999999999|4.26|1.0|-0.04359|3.0948|3.0948|842.29|1492.36|400.63|793.48|0.69823|0.69823|0.5920000000000001|-0.1277599999999999|4.1818|0.02802749|-1664.341238|5.2253|7.5376
3_a20 (SB-525334)|0.0|1|0|0|3.502142227|-0.08980269|0|6.880384082000001|0|1.183765089|0.0|-0.005492814|0.001821898|-0.274640708|0.001924142|-0.175513234|10.95053359|1|1|0.0033523629999999|0.002992397|-0.169090412|0.7186587|0.087932573|-0.17447922|0.76423988|0.7835436240000001|-0.061128029|-0.0917096759999999|0.0123308269999999|-34.52869143|-51.80299691|43.70154849|0.0|-19.50382741|58.45718743|-16.53287135|41.49386505|1782.992456|0.215089498|5.943823875|10.9543133|0.8429740729999999|4905.195832|-438.9205046|21.06338405|0.0117802769999999|989.9790502999998|520.6749407|6.654190521|1.0|1.0|3.37|2.82|21.0|5.2|67.35|0.0|0.0|1.0|3.0|26.0|4.0|-5.74|0.0|1.0|1.88e-05|0.00647|3.74|0.0|-0.0671399999999999|4.9821|3.1728|605.71|1030.31|390.77|498.74|0.49443|0.70168|0.1171|-0.13417|3.7291|0.02096048|-1086.383308|4.8164|6.7905
13b_a50|0.0|0|1|1|0.0|0.0|2|7.934155233999999|2|1.267593379|4.253030728|-0.003876697|-0.0204949039999999|-0.263615417|0.010435712|-0.042022102|10.94500743|2|2|0.011379776|-0.03182432|-0.173463805|0.788327682|-0.041506802|-0.097736369|0.828965118|0.71935296|-0.051509874|-0.080785633|0.019899348|-36.81915624|-57.74541064|104.0753113|150.45293569999998|-26.31826007|70.09526468|-19.24847021|51.04317051|2147.355856|0.299589696|9.514897025|16.75483549|0.7609056040000001|6639.077063000001|-866.8024118999999|27.48170624|0.017277404|1731.347493|900.2031356000001|12.34985404|1.0|1.0|4.78|4.17|20.0|4.24|66.99|0.0|0.0|1.0|7.0|34.0|5.0|-6.3|0.0|0.0|7.92e-06|0.00361|3.91|0.0|-0.02606|4.2315|4.1161|780.4|1339.39|301.22|617.26|0.65332|0.63872|0.1553|-0.1701599999999999|5.5271|0.03156473|1470.104535|7.1645|5.7375
14e_a23|0.0|0|1|1|0.0|-4.45581912|2|7.423568444|0|1.197957573|3.052208981|-0.008865361|0.023369734|-0.4787294729999999|0.001027627|0.021081733|10.3132176|2|2|0.001951778|0.072830644|-0.07256543|0.791790895|0.133270225|-0.014216155|0.8510270329999999|0.5415996160000001|-0.073376247|-0.089453046|0.018022127|-51.07141556|-62.2612068|48.244071000000005|0.5612316039999999|-35.54678231|74.75779594|-27.39493099|63.61519626|2428.874279|0.203474128|8.020794334|15.89643482|0.981902808|7663.17288|-953.3724859|34.39302091|0.017954325|1719.6510460000002|658.8108151|12.49658915|0.0|1.0|3.54|3.62|26.0|4.42|105.02|1.0|0.0|1.0|6.0|34.0|7.0|-6.06|1.0|0.0|1.61e-06|0.000773|4.46|0.0|-0.08122|3.7033|3.7033|706.39|1209.58|334.8|571.39|0.63922|0.63922|0.3178|-153.0|3.7696|0.02250947|-1966.785007|5.5469|8.5214
18a_a25|0.0|0|0|0|0.0|0.0|1|6.842683282|0|1.194229606|1.875390684|-0.0029953159999999|0.062229409|-0.170732995|0.007643634|-0.018419483|10.31286118|1|1|0.007325341|0.106305991|-0.037072518|0.7385460309999999|-0.039007784|-0.035531959|0.792935475|0.7291583840000001|-0.055926422|-0.078181889|0.0095281269999999|-37.07961488|-51.83514755|75.74077952|0.0|-24.58404782|59.45091020000001|-20.53845469|43.39683067|2331.966135|0.182927961|7.39539242|14.59524518|0.973559258|6523.923911999999|-721.7084848|25.136651|0.011486699|1332.242503|759.4953883|7.615762647|1.0|1.0|3.5|3.43|27.0|5.89|87.72|1.0|0.0|1.0|6.0|32.0|3.0|-5.58|0.0|1.0|1.71e-06|0.000744|4.76|0.0|-0.05591|5.4965|3.1711|694.17|1229.09|390.98|556.26|0.2834|0.5274399999999999|0.0027|-0.15732|3.1313|0.02456497|-1675.04368|4.3839|7.0269
13_a47|0.0|1|1|1|2.920663104|0.0|0|6.605297921|0|1.417757826|0.0|-0.0049262279999999|-0.047120094|-0.20197533|-0.00105415|0.003874205|10.9452934|1|1|-0.000211465|-0.108780879|-0.0101047869999999|0.794037882|0.030290722|0.065869272|0.8582665429999999|0.626280497|-0.081148294|-0.088128939|0.017736598|-41.79730418|-45.39284663|63.12660940000001|0.0|-21.52866736|57.38622954|-16.72368034|50.9329486|669.2729199|0.311738758|7.038683428|13.33103985|0.8939678120000001|4542.479565|-327.3288841|24.29844849|0.023284817|923.3410426|359.12161539999994|11.99338291|1.0|1.0|2.9|1.75|21.0|4.06|66.49|0.0|0.0|1.0|3.0|24.0|4.0|-6.0|0.0|1.0|5.41e-05|0.0173|3.17|0.0|-0.05465|4.0302|4.0302|542.62|895.21|307.63|404.73|0.67466|0.67466|0.3382|-166.0|3.5455|0.03639189|-1067.71601|4.8308|7.8
13i_a6|0.0|1|0|0|3.399318783|0.0|0|7.412764017000001|1|1.430639411|0.0|-0.0149593219999999|0.035242754|-0.852681372|-0.011017781|0.034304189|10.95129557|1|1|-0.007703306|0.057038772|-0.045418125|0.7771558909999999|0.145878803|-0.054229558|0.8287956870000001|0.830577798|-0.120457274|-0.129526268|0.031178586|-80.75190740000001|-86.83156133|181.1128483|116.5456632|-54.13430283|100.2320567|-31.12829557|101.6533459|2880.134143|0.216402237|8.294136887|14.54375165|0.753497905|6306.951561999999|-1105.989413|39.72483975|0.019989461|2105.416507|673.8038326000001|13.40049533|1.0|1.0|3.59|2.7|23.0|4.16|115.15|0.0|0.0|1.0|6.0|32.0|5.0|-6.81|0.0|1.0|3.28e-05|14.0|2.95|0.0|-0.0481399999999999|3.6668|3.5614|703.43|1196.21|348.14|553.67|0.7004600000000001|0.70517|19.0|-0.1464|7.8342|0.03191957|-1426.332492|10.1375|7.6778
11_a4|0.0|0|0|0|0.0|0.0|1|7.535296702|1|0.626711769|2.159635561|-0.001098364|-0.017835936|-0.056016567|0.011277653|-0.073554945|10.33765061|1|1|0.010782511|-0.030003079|-0.0278843589999999|0.820318166|-0.163623353|-0.007574475|0.875868891|0.647727179|-0.054262142|-0.06530408|0.009336075|-31.35942689|-37.74083422|12.88007087|59.55648883|-18.12338426|44.63993001|-13.65094004|36.75497433|1640.559148|0.243908684|6.850305797000001|13.18281017|0.924411925|5425.1341090000005|-370.7930613|18.0546182|0.011937709|848.5670554999999|575.2252237|6.89909579|1.0|1.0|3.31|3.49|21.0|4.97|68.9|0.0|0.0|1.0|4.0|27.0|3.0|-5.74|0.0|1.0|1.06e-05|0.00395|3.99|0.0|-0.05582|4907.0|3.78|630.04|1071.03|328.0|479.99|0.4444|0.65942|0.0403|-0.15885|4187.0|0.02336674|-1467.255521|5.3012|6.9586
4b_a49|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1.343847828|2.075628989|-0.0074627159999999|-0.064060521|-0.402986655|0.001769804|-0.033486358|10.92776533|1|1|0.002557204|-0.10158752|-0.0563571629999999|0.798826417|0.005818676|0.049923437|0.852400617|0.6967593559999999|-0.091725536|-0.090284437|0.0241270029999999|-56.45224362|-55.5653235|41.97072627|64.87087098|-34.74338731|71.2971749|-18.89220999|71.30114509|1701.832352|0.354669161|7.588962922|14.53457293|0.915225186|6025.790417|-581.3580885|29.27523192|0.02556165|1463.761596|600.3287567000001|15.73185141|1.0|1.0|3.37|3.1|21.0|3.71|90.13|0.0|0.0|1.0|6.0|30.0|6.0|-7.12|0.0|1.0|0.000132|0.0527|2.28|0.0|-0.06731|4.6422|3.7413|664.86|1121.45|331.39|509.78|0.4151899999999999|0.68242|0.0615|-0.15635|1.8265|0.03702033|-1332.8586269999998|2.2306|7.1024
12b_a36 (EW-7197)|0.0|1|0|0|3.3685352889999995|0.0|0|7.412764017000001|2|1.2970445309999998|0.0|-0.008137593|0.027495626|-0.439429998|-0.002526241|-0.098032695|10.96052467|1|1|-0.000673716|0.059005046|-0.101303149|0.819222745|-0.001567914|-0.097861598|0.8741648479999999|0.698414933|-0.081357853|-0.10866747|0.021439664|-50.90136206|-67.98756422|81.63796416|5.958751634|-31.84632538|80.95733534|-24.47552312|64.31504105|2338.370858|0.253252648|6.764872303|12.52485821|0.851455231|6096.459089|-765.6528642999999|32.77617664|0.020730147|1638.808832|595.8790650000001|12.96977113|||||||||||||||||||||-0.04975|3.8475|3.7725|659.48|1104.61|328.66|486.64|0.6824899999999999|0.69991|0.0197|-0.15571|5432.0|0.03202977|-1332.005651|7.3101|8.1549
8k_a46|-3.737070812|0|0|0|0.0|0.1337610719999999|1|7.727094485|1|0.300205953|2.105349622|-0.006208399|-0.061030265|-0.397337564|-0.002099764|-0.114070359|10.31928125|1|1|0.002202734|-0.1017929319999999|-0.030019362|0.786206898|0.095179795|-0.051289238|0.8341090329999999|0.687020939|-0.08638304|-0.0863473759999999|0.009441365|-61.98124174|-61.95565276|104.0919365|19.34993627|-44.4725532|70.036452|-23.74966689|68.75557551|2328.360804|0.173430886|8.070811215|15.94634031|0.975803904|7352.280688|-1022.446432|28.73282642|0.0112621819999999|1723.969585|865.6610153999999|8.080799245|1.0|1.0|3.94|2.82|23.0|2.94|124.17|0.0|0.0|1.0|5.0|34.0|6.0|-6.75|0.0|0.0|7.47e-06|0.00355|3.45|0.0|-0.0398699999999999|5.0379|4.1034|742.04|1302.56|302.15|642.39|0.41618|0.5577300000000001|0.1166|-0.16967|3.4118|0.04718819|-1845.037411|3.8107|6.8327
12n_a36|-3.404662145|1|0|0|3.400581499|0.0|0|7.412764017000001|2|0.299253841|0.0|-0.0099988159999999|0.027627601|-0.619926573|-0.006862238|-0.035989956|10.31810354|1|1|-0.001160331|0.048110172|-0.15024383|0.81793955|0.162338703|-0.000421339|0.869718963|0.750657639|-0.089275906|-0.115872034|0.0211044289999999|-60.42525197|-78.42650015|67.52548352|26.74179417|-40.89805687|92.79755725|-27.04362074|74.70951411|3465.537153|0.258248547|6.863551112000001|12.58209967|0.833176363|7657.057548000001|-1061.639417|36.45914091|0.021232665|2114.630173|805.2286932|14.3710571|0.0|0.0|5.03|0.0|17.0|1.28|123.75|0.0|0.0|1.0|7.0|34.0|6.0|-8.03|0.0|0.0|0.0001889999999999|0.0897|1.64|0.0|-0.05056|5.3573|3.6382|714.14|1256.83|340.78|566.87|0.32172|0.7046600000000001|0.0155|-0.14928|10.8395|0.03261661|-1875.961945|14.3562|7.8239
12ad_a36|0.0|1|0|0|3.428443248|0.0|0|7.412764017000001|2|1.297042846|0.0|-0.01083262|0.046496301|-0.649957196|-0.001148437|-0.0072527669999999|10.95445455|1|1|0.000906224|0.077659878|-0.136151085|0.832674224|0.1563642469999999|0.018207862|0.8846605|0.7767870459999999|-0.082404548|-0.107772644|0.030769062|-58.34300549|-76.30379737|94.12528108|81.68309557|-41.30726219|96.81391944|-25.88878839|80.12771975|2474.175727|0.343592539|8.770308295|16.772513699999998|0.912420081|6569.653402|-1026.448977|39.44011905|0.028968808|2208.646667|735.3783268|20.51012207|1.0|0.0|4.9|0.0|17.0|2.7|95.5|0.0|0.0|1.0|7.0|33.0|6.0|-7.18|0.0|0.0|8.36e-05|0.0367|2.53|0.0|-0.05406|5733.0|3.8512|737.53|1236.64|321.93|588.2|0.27316|0.67215|0.2532|-0.15638|5.3349|0.03648828|-1460.610659|6.8996|7.7696
16i_a32|0.0|1|1|1|3.352437091|0.0|0|7.765993078999999|0|0.6094207429999999|0.0|-0.0146198339999999|-0.056414399|-0.7748511779999999|-0.003511776|-0.104899053|10.31100265|3|3|-0.001202032|-0.098841478|-0.120440534|0.836966894|0.134577711|0.009897928|0.8829894|0.761506727|-0.0857355019999999|-0.114771536|0.022335011|-56.03343427|-75.01027196|90.08098301|32.3175507|-36.62130242|88.80827938|-24.00328703|70.6307405|3450.514629|0.281035887|6.848009314|12.57892808|0.836873682|6355.471589|-784.3813651|33.38593207|0.021112022|1669.296604|636.0251562999999|13.79800742|1.0|1.0|3.75|3.16|19.0|6.25|149.27|0.0|1.0|1.0|8.0|29.0|5.0|-5.93|1.0|0.0|8.18e-06|0.0035|4.19|0.0|-0.05044|3.6176|3.6176|692.96|1175.51|342.72|573.38|0.70222|0.70222|0.2857|-0.14976|3353.0|0.02810109|-1995.11813|4.0568|8.2596
13b_a5|0.0|1|0|0|2.948625157|0.0|0|7.153833802|1|1.338814635|0.0|-0.004573365|-0.006314305|-0.251535058|0.0064510459999999|-0.104404004|10.94530329|1|1|0.0066003869999999|-0.010368468|-0.055701188|0.765309977|0.03431921|-0.0330907489999999|0.8184221559999999|0.653356347|-0.0694958329999999|-0.074710354|0.0138892369999999|-44.93506461|-48.3067033|14.41650822|46.77748445|-29.05440446|62.24204745|-17.04942469|53.91565742|1177.571784|0.345923611|8.427551282000001|15.48959317|0.837970799|5678.380299|-562.2202871000001|26.06641209|0.021552174|1329.387016|638.8437454|13.93534415|0.0|1.0|2.97|2.64|23.0|4.64|74.77|0.0|0.0|1.0|5.0|30.0|4.0|-6.58|0.0|1.0|3.75e-05|0.0148|3.01|0.0|-0.05177|4.6733|4.1793|672.43|1138.73|296.66|503.93|0.32779|0.57482|0.3064|-0.17274|3.5881|0.035153|-1275.865034|4.7964|6.9586
9h_a24|0.0|1|0|0|2.916716427|0.0|1|7.153833802|0|1.428198245|1.726213624|-0.002864393|0.078066659|-0.105982525|0.013595277|-0.209618231|10.96661419|2|2|0.012380829|0.144624936|-0.02551563|0.78742035|0.183289617|-0.004960317|0.859720539|0.656172477|-0.060337884|-0.0687348109999999|0.018457687|-28.52000725|-32.48899638|167.2085719|1.773520599|-13.48059881|47.51520531|-12.42226332|37.24443236|768.1954692|0.427628742|5.805547147|11.11300329|0.914204295|4170.098082|-199.6361567|21.70315707|0.031789952|737.9073405|295.8603625|15.02620893|1.0|1.0|2.84|1.96|22.0|2.42|72.28|0.0|0.0|1.0|3.0|22.0|4.0|-6.85|0.0|1.0|0.000575|166.0|1.7|0.0|-0.0435399999999999|5.1739|4.3437|506.68|831.92|285.43|363.48|0.54606|0.61928|0.0073|-0.18239|5.6654|0.0305020989999999|-945.200628|7.7741|7.1135
12_a47|0.0|1|1|1|2.903215905|0.0|0|6.605297921|0|1.304330736|0.0|-0.005522244|0.001435849|-0.209845277|-0.0047488359999999|-0.018573056|10.95005729|1|1|-0.004332024|0.003417588|-0.006318684|0.8288334490000001|0.055943216|0.050943962|0.90246604|0.618808977|-0.084846808|-0.091853238|0.018014416|-44.18983348|-47.83891561|63.89392714|0.0|-23.01490672|61.09751253|-17.76874008|53.5720844|702.3796319|0.319276179|7.042279354|13.52358352|0.920341815|4816.005822|-323.9004363|26.10271529|0.025457205|913.5950352|335.1175012|13.25859692|1.0|1.0|2.73|1.67|21.0|4.19|66.49|0.0|0.0|1.0|3.0|24.0|4.0|-5.94|0.0|1.0|2.77e-05|0.00943|3.43|0.0|-0.0623|4.2907|3.9538|537.79|886.46|313.58|400.09|0.66387|0.68557|0.2241|-0.1633|2.1019|0.03721125|-1488.024564|3.5884|8.2
2_a47|0.0|0|0|0|0.0|0.0|0|0.0|0|1.381899691|0.0|-0.008527649|-0.004557357|-0.3581612489999999|-0.007479445|0.107297513|10.93671092|0|0|-0.006079384|-0.007299676|-0.017113434|0.671819147|0.115527282|-0.0253134039999999|0.728066943|0.875463345|-0.083455669|-0.095655954|0.008511123|-41.57671973|-47.65477123|99.5619537|0.958043241|-20.71307621|55.81329383|-18.32875817|45.81686991|1242.745585|0.215021885|5.308758149|9.369924133|0.764993595|4559.060763|-356.116445|23.34938746|0.016376351|910.626111|392.6099255|8.158522603|1.0|1.0|2.58|2.54|22.0|3.7|58.04|0.0|0.0|1.0|3.0|24.0|3.0|-5.0|0.0|1.0|7.75e-06|0.00243|4.52|0.0|-0.05285|3.7181|3.7181|536.13|902.07|333.46|371.19|0.69102|0.69102|0.2143|-0.15446|2.1266|0.03544055|-1010.412694|3.1004|6.2
14j_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|1.197963927|3.278390512|-0.006327927|0.037350515|-0.322724299|0.007671236|-0.026319216|10.31321824|2|2|0.0075222369999999|0.087218599|-0.073945564|0.800643488|0.143567854|-0.091426449|0.864845456|0.5935522360000001|-0.062203032|-0.082226482|0.020485263|-40.35191855|-53.34139172|40.38957571|83.17168000000001|-26.17681598|64.88069411|-22.69846456|53.64097592|2175.598042|0.226032829|7.83426417|15.57933561|0.988615047|6597.039681|-692.0651337|29.32742551|0.017787992|1378.388999|599.5697147999999|11.53930239|0.0|1.0|3.39|3.41|26.0|3.78|105.02|1.0|0.0|1.0|5.0|31.0|5.0|-6.31|0.0|0.0|7.73e-06|0.00332|3.68|0.0|-0.07581|3.6671|3.6671|670.6|1142.37|338.1|528.18|0.65128|0.65128|0.3886|-0.14816|5.8037|0.02207124|-1728.988797|8.3233|8.3883
6g_a40|0.0|0|0|0|0.0|0.0|1|8.421342866|1|0.604893315|1.628664494|-0.022381557|-0.120745388|-1.09669629|-0.019683422|0.07194868|10.30179936|2|2|-0.018182514|-0.221674172|0.0312035079999999|0.832499949|0.075283207|-0.340429901|0.8917390820000001|0.808096413|-0.164941808|-0.156296046|0.017750905|-107.2113398|-101.5916383|328.78166810000005|47.36081569|-69.68682788|114.7475987|-38.37906336|118.7493383|3198.69909|0.175795811|6.95079805|12.10032156|0.740853565|7822.892656|-1122.578856|46.56499428|0.020240097|2095.424743|590.1686672000001|13.1559604|0.0|1.0|4.06|2.28|14.0|3.43|213.89|2.0|1.0|3.0|5.0|31.0|7.0|-7.02|1.0|0.0|1.93e-05|0.00917|3.06|0.0|-0.08622|3.3197|2.8135|669.8|1144.59|440.68|514.77|0.58454|0.5794199999999999|0.1307|-0.11857|6.7231|0.03363483|-2521.87499|8.9454|7.3279
8d_a12|0.0|1|1|1|2.976279182|0.0|0|6.580639137|1|1.283835213|0.0|-0.0076893469999999|0.0276482139999999|-0.376778003|0.000925796|-0.065870394|10.94458983|1|1|0.001575111|0.0479437859999999|0.00930483|0.751098108|-0.091036025|-0.080872311|0.8078610759999999|0.8405406040000001|-0.077834742|-0.103548595|0.011348654|-43.27410838|-57.57034769|90.34024296|0.0|-24.05928792|64.53435462|-21.74879802|49.58366734|1288.818257|0.166136296|6.93584319|12.96695233|0.8695567329999999|5255.11762|-544.129679|26.08195789|0.012525773|1173.6881050000002|503.2240425|6.964006932|1.0|1.0|4.06|2.23|21.0|3.87|65.96|0.0|0.0|1.0|3.0|27.0|4.0|-5.96|0.0|1.0|2.43e-05|0.0085799999999999|3.51|0.0|-0.05488|4.2383|3.7397|600.2|1007.85|331.53|433.32|0.6661|0.4997399999999999|0.0853|-0.15306|2.1281|0.04004678|-1138.139635|3.0277|7.6021
13c_a6|0.0|1|0|0|3.441255118|0.0|0|7.412764017000001|1|1.424213869|0.0|-0.010619065|0.049627353|-0.605286688|-0.003346018|0.054910284|10.95129637|1|1|-0.000899678|0.081059709|-0.106686991|0.780680481|0.085414885|-0.167542194|0.8353837409999999|0.7995080809999999|-0.093635525|-0.111231609|0.030547186|-63.73961873|-75.71763296|157.60887419999997|567.1031411|-43.38886312|88.21184769|-27.1440571|84.53371376|3135.546462|0.2279674589999999|8.038175951|15.07660437|0.875625075|6204.855629|-979.308309|35.15921372|0.018354398|1863.438327|692.8471883999999|12.49421473|1.0|1.0|3.61|2.53|23.0|5.38|95.85|0.0|0.0|1.0|6.0|32.0|5.0|-5.88|0.0|1.0|5.42e-06|0.00229|4.23|0.0|-0.05015|5.992000000000001|3.6519|719.8|1217.77|339.5|596.15|0.48478|0.7008800000000001|0.28|-0.14975|7.7129|0.0276450999999999|-1389.184603|9.2467|7.1367
3b_a12|0.0|0|0|0|0.0|0.0|0|0.0|1|1.283824445|0.0|-0.007916598|-0.1215705419999999|-0.332497127|-0.004028952|-0.065558712|10.9540388|0|0|-0.003019113|-0.19952566|-0.071149325|0.768772928|-0.008328578|-0.007397776|0.82914101|0.802482465|-0.064393592|-0.088443201|0.0103611969999999|-33.57216667|-46.11064215|41.13468455|0.0|-17.50314491|54.77629766|-17.73486237|38.97406803|1935.211747|0.2311778089999999|6.6333156660000006|10.88757628|0.64134753|4665.346939|-360.6028438|23.06757345|0.0166212889999999|899.6353646|406.0361621|8.665655511|1.0|1.0|3.82|2.98|18.0|4.05|37.28|0.0|0.0|1.0|3.0|24.0|3.0|-5.65|0.0|1.0|2.28e-05|0.00759|3.78|0.0|-0.07091|4.2092|3.7741|548.05|915.37|328.51|426.66|0.53738|0.6654800000000001|0.2418|-0.15229|5.9551|0.02444371|-1410.8759220000002|8.5678|7.3098
9d_a31|0.0|1|0|0|3.456767212|0.0|0|7.765993078999999|1|0.61013528|0.0|-0.012442213|-0.057650507|-0.696763933|-0.002456634|-0.0938310919999999|10.31169788|2|2|0.000127275|-0.091744753|-0.134504227|0.8343242820000001|-0.030275712|-0.0375445629999999|0.873955169|0.771222772|-0.098210975|-0.11958484|0.029032453|-66.96024848|-81.53295088|154.8767865|560.5224416|-45.65350116|97.84665015|-23.07536346|86.75457645|1932.363213|0.336380477|9.436176796|17.39409698|0.8433415740000001|5748.743284|-833.8375571|34.77197803|0.023927395|1842.914835|647.1500428999999|16.31369927|1.0|1.0|3.8|3.35|16.0|6.04|117.37|0.0|0.0|1.0|9.0|29.0|5.0|-6.36|0.0|1.0|4.06e-05|0.0167|3.46|0.0|-0.03457|3.8478|3.8478|727.27|1202.79|322.22|630.49|0.7006899999999999|0.7006899999999999|0.2611|-0.15969|2.6311|0.04331056|-1657.245966|3.5077|6.2218
8j_a46|0.0|0|0|0|0.0|0.214753401|1|7.727094485|1|1.160371125|2.1279894180000003|-0.0017688329999999|-0.129276363|-0.081366324|0.011852046|-0.174853546|10.96391738|1|1|0.0108603019999999|-0.204674804|-0.084266433|0.789844634|-0.223292257|-0.074207717|0.837678812|0.6109926379999999|-0.054707287|-0.068971544|0.008672342|-29.38737046|-37.04976799|7.723448142|64.83187221|-15.7861518|41.80044861|-13.78596018|34.04593326|1888.679875|0.177887481|5.617748211|9.817783823|0.747636856|4759.107832|-318.43516580000005|16.76894569|0.008843828|721.0646647000001|453.1959065|4.750680627|1.0|1.0|3.23|3.25|17.0|4.71|43.6|1.0|0.0|1.0|2.0|24.0|3.0|-5.55|0.0|1.0|1.47e-05|0.00497|3.97|0.0|-0.04068|4.9636|4.4107|576.48|978.4|281.1|493.89|0.50703|0.70121|0.1427|-0.18531|5.2361|0.02408052|-1414.402087|6.4463|5.9108
8f_a12|0.0|0|1|1|0.0|0.0|0|6.580639137|1|0.609895166|0.0|-0.008295703|-0.013400998|-0.3981937339999999|-0.002596875|0.028505422|10.31134658|1|1|-0.00094279|-0.023769395|-0.070713228|0.7475224290000001|-0.13747286|-0.042014638|0.80546986|0.8409290840000001|-0.072634742|-0.098932601|0.013287637|-41.27611074|-56.220383|83.13642146|0.0|-23.45595611|63.05721575|-21.72151161|48.82707007|1448.568734|0.161876566|7.016225129|13.00131176|0.853035146|5481.952981|-543.1216218999999|25.9168408|0.012030968|1140.340995|524.0516742|6.836832748|1.0|1.0|4.09|3.26|21.0|4.99|78.41|0.0|0.0|1.0|3.0|27.0|4.0|-5.47|0.0|1.0|5.72e-06|0.00211|4.34|0.0|-0.06179|4.1744|3.6536|606.97|1020.81|339.35|441.97|0.59107|0.65098|0.2466|-0.15061|0.9092|0.03056355|-1481.008909|1.4701|6.1898
