molecula|NaaNH|SaaNH|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC8d|n5aHRing|AATSC1pe|MATS1i|MATS1c|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|WPSA3|RPCS|FNSA1|DPSA5|DPSA3|GeomPetitjeanIndex|TASA|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|WNSA2|DPSA4|DPSA1|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
12u_a30|0|0.0|7.412764017000001|2|2|0.604983445|0.0|0.028039604|5.351858133|-0.027452346|2|0.043383838|-0.091507428|0.0|-0.367578706|-0.0646674999999999|1|0.001805829|-0.0493878409999999|-0.467189145|1|0.8149999040000001|-0.055829439|-0.105767484|0.889479916|0|0.84944095|-0.0773921259999999|-0.097867106|0.477056017|0.015562896|-65.55148142|10.42404292|78.15130994|0.15055905|100.8445957|6.982033926000001|0.0|0.810462868|75.26051582|62.26136323|0.443167712|568.9563615000001|-17.02494806|0.189537132|7.804487592999999|14.01586754|0.7958728709999999|-834.2224549|31.36222814|-415.8966522|9.709034401|1.0|0.0|1.0|0.0|4.63|17.0|3.79|0.0|137.3|0.0|1.0|5.0|-6.58|31.0|467.37|0.0|1.0|-6.04|2.64e-07|0.000123|9.14e-07|5.12|1.58e-08|3.5003|5.08|-2494.962309|-2494.927579|705.15|1202.06|0.1502|354.21|559.16|0.6847|-0.1486299999999999|-0.20146|0.03472994|-2494.7995530000003|34.0|7.4647|7.4647
20a_a10|0|0.0|7.535296702|1|1|1.343837243|2.113798134|-0.0774974029999999|5.4161004020000005|0.049376168|2|0.036415094|-0.035536682|1.896409603|-0.197323337|0.011011878|1|0.008297595|-0.049146504|-0.281099208|2|0.661219642|0.036092601|0.019448804|0.817646497|1|0.913681336|-0.066386563|-0.072821454|0.591835899|0.013618456|-47.37850712|8.860330345|66.52185003|0.086318664|56.1599532|5.764636687|47.01787447|0.733451892|58.1398225|52.05222074|0.452402751|594.4519837|-11.8557778|0.266548108|8.419180593|15.37476788|0.826159649|-616.5004457|24.84485067|-303.7731758|10.76131538|1.0|0.0|1.0|1.0|3.48|27.0|2.53|0.0|126.35|0.0|1.0|4.0|-5.68|33.0|429.47|0.0|1.0|-5.59|2.07e-06|0.000888|2.56e-06|4.36|3.61e-10|4.7841|3.98|-1389.164302|-1389.1321289999998|696.63|1200.92|0.2738|259.16|524.02|0.50193|-0.1613099999999999|-0.2274199999999999|0.03217287|-1388.957848|1.2|5.9208|5.9208
1e_a5|1|2.953259375|6.605297921|0|0|1.427503886|0.0|-0.260066152|4.59511985|-0.009075016|2|0.027873016|-0.080321049|0.0|-0.084933308|-0.040441176|1|0.007357977|0.034752304|-0.201027861|2|0.71274658|0.045376705|-0.075239398|0.834250802|0|0.8805795|-0.06795194|-0.069725333|0.373935381|0.008587563|-36.22202792|4.461204261000001|159.537038|0.1194205|62.03846573|2.317577542|0.0|0.7473936259999999|44.38364879|39.76196174|0.482579989|457.4574833|-7.526878708|0.2526063739999999|6.41473183|12.39753333|0.932665879|-301.0751483|19.38578369|-257.0399733|8.161620868|1.0|1.0|1.0|1.0|2.83|23.0|2.13|0.0|95.45|0.0|1.0|3.0|-4.25|24.0|312.37|1.0|1.0|-4.45|5.5700000000000005e-05|0.0174|3.5600000000000005e-05|3.43|3.87e-09|4746.0|3.17|-990.6320386|-990.6006645|560.58|935.47|0.5156|261.24|427.87|0.56258|-0.18105|-0.22291|0.0313740589999999|-990.522307|191.0|6719.0|6719.0
5_a27|0|0.0|6.823286122000001|0|0|1.4026035369999998|3.2927747860000003|0.126882432|4.727387819|-0.068518519|2|0.048947368|-0.149034787|1.271687295|-0.286030638|-0.013448351|1|0.010329671|-0.2030237389999999|-0.4982037479999999|2|0.639413469|0.180356685|-0.020087122|0.8149212259999999|1|0.8531787759999999|-0.055979434|-0.085078576|0.333977277|0.01695771|-44.83538435|8.936508815|10.48961936|0.146821224|77.37301579999999|4.709432444|56.35994804|0.741481472|53.51978325|38.43699603|0.439066197|449.6149323|-8.438466859|0.258518528|6.160679036|10.98289851|0.7827415529999999|-354.41560810000004|21.59546513|-254.5156507|8.684398894|0.0|0.0|0.0|1.0|3.07|21.0|2.66|0.0|97.55|0.0|1.0|2.0|-3.61|25.0|331.37|1.0|1.0|-4.01|0.000248|0.0821|9.78e-05|2.58|6.04e-07|4.0989|4.9|-1083.143246|-1083.124207|566.68|955.22|0.2448|302.48|463.87|0.64548|-0.16952|-0.21506|0.01903872|-1083.019748|3.0|8.5229|8.5229
1_a6 (SB-431542)|1|3.3674017380000003|7.423568444|1|1|1.430935835|0.0|0.043282217|5.351858133|-0.175408303|1|0.035620155|0.1008839219999999|0.0|-0.766207981|-0.0492229479999999|1|-0.008385698|-0.020716495|-0.567791164|1|0.838928085|-0.08530265|-0.083341531|0.805877431|0|0.5940412860000001|-0.126408788|-0.122555709|0.210050443|0.033020439|-72.69619778|19.58668728|160.410387|0.405958714|240.8019609|11.61820782|105.3125675|0.7531996609999999|87.15852628|94.56841061|0.472445176|352.3666367|-16.29019397|0.2468003389999999|7.523839331|14.26172029|0.895537592|-733.0587287000001|36.46179023|-300.3801761|14.4623285|1.0|1.0|1.0|1.0|3.25|23.0|1.54|0.0|106.85|0.0|1.0|4.0|-4.52|29.0|384.39|0.0|1.0|-4.25|3.03e-05|0.0116|5.660000000000001e-05|2.7|2.03e-08|3.8208|4.57|-1292.588032|-1292.553086|619.92|1049.69|0.5765|324.5|464.07|0.55256|-0.13329|-193.0|0.03494577|-1292.41452|1542.0|5.8119|5.8119
18c_a25|0|0.0|6.842683282|0|0|1.193723817|1.959418462|-0.087958541|4.727387819|-0.008080236|2|0.043274232|0.007241543|2.069766482|-0.162271435|0.006360768|1|0.007488918|-0.038006869|-0.282103688|2|0.7644072209999999|0.084188427|0.0114970419999999|0.8005589320000001|1|0.94801724|-0.048636087|-0.0719340379999999|0.385593349|0.009585904|-47.27625541|6.300016824|26.54367263|0.05198276|34.1639413|4.140476673999999|0.0|0.7479204509999999|56.83666555|38.26446885|0.484730247|623.0528232|-11.65153036|0.2520795489999999|7.553051762000001|14.65844196|0.940731034|-652.4856999|23.70385212|-325.8749539|9.560410146|1.0|1.0|1.0|1.0|3.58|27.0|3.08|1.0|138.65|0.0|0.0|7.0|-6.05|33.0|449.57|0.0|1.0|-5.6|8.86e-07|0.000398|2.51e-06|4.49|6.79e-11|5.4858|4.75|-1714.597797|-1714.5777670000002|698.86|1243.76|0.3558|226.01|547.87|0.31993|-0.13312|-0.19532|0.02003004|-1714.342386|88.0|7.0555|7.0555
15_a3|0|0.0|6.823286122000001|1|1|0.619596467|0.0|0.079167398|4.727387819|-0.092127078|3|0.045993266|-0.182934001|1.809035179|-0.289938297|0.021805556|0|-0.004459728|-0.022386155|-0.505519936|3|0.968837995|-0.103599654|0.036380489|0.866559772|1|0.7789088340000001|-0.092342351|-0.107619999|0.451058529|0.007901554|-55.08588323|4.04445331|315.5421792|0.221091166|113.1667185|2.070175472|0.0|0.850327497|60.30684851|51.31038923|0.461565365|398.6887321|-9.868603355|0.149672503|5.371119692000001|9.975434973|0.85723565|-394.7441342|22.67368656|-358.6340772|5.220965278|1.0|1.0|1.0|1.0|4.12|16.0|0.96|0.0|94.29|0.0|2.0|2.0|-2.77|23.0|321.4|0.0|0.0|-3.02|0.0017|547.0|0.000951|1.28|1.66e-06|6.0077|2.33|-1328.688126|-1328.665275|553.81|916.07|0.4107|206.37|398.12|0.2843199999999999|-0.1576|-0.22079|0.0228507|-1328.581677|25.0|7.6021|7.6021
25_a12|0|0.0|0.0|0|0|1.404967476|0.0|0.00700113|0.0|-0.045725323|2|0.038787879|-0.089297664|2.050456822|-0.180562493|-0.11195017|0|0.001783739|-0.0542354559999999|-0.4288076329999999|2|0.8472746290000001|-0.2430098439999999|-0.208172827|0.688743998|1|0.947937175|-0.054734834|-0.080147596|0.120087607|0.004952762|-41.75851719|2.580489093|37.96125329|0.052062825|27.12578432|1.3444869730000002|0.0|0.917298637|44.42528172|31.09844409|0.448858246|493.8944271000001|-9.021208163|0.082701363|5.34703037|9.70173342|0.814415245|-369.8695347|18.87554002|-434.8420476|2.666764531|1.0|1.0|1.0|1.0|2.81|22.0|3.2|0.0|99.48|0.0|1.0|3.0|-5.28|24.0|311.38|1.0|1.0|-5.25|5.19e-06|0.00162|5.63e-06|4.76|1.6399999999999995e-09|4.2653|4.73|-974.6569575|-974.6328337|560.14|945.73|0.4483|290.68|442.64|0.63284|-0.14303|-0.19655|0.024123749|-974.508059|22.0|7.6576|7.6576
4R4l_a46|0|0.0|7.825245291|1|1|1.134637095|2.155247543|-0.058870177|5.587248657999999|-0.075241716|1|0.049498645|-0.067419714|0.0|-0.255755434|-0.161358058|1|0.006162668|0.0071939419999999|-0.3888343979999999|1|0.7940662409999999|-0.001318857|-0.229089688|0.762625193|0|0.896653672|-0.090505744|-0.084697739|0.208818132|0.007084496|-45.96797819|3.844966512|177.33836430000002|0.103346328|56.0891211|2.086777505|0.0|0.8782984840000001|49.44228224|52.96512128|0.4568839389999999|486.6405745|-8.805242402000001|0.121701516|5.669819400000001|10.43942503|0.8412270820000001|-449.0673625|18.4720714|-410.6276419|3.474304058|1.0|1.0|1.0|1.0|3.92|17.0|3.06|0.0|105.77|0.0|1.0|3.0|-5.28|26.0|347.45|1.0|1.0|-5.11|5.25e-06|0.00182|7.78e-06|4.49|9.980000000000001e-08|4.6497|4.99|-1092.75416|-1092.728268|584.44|1038.78|0.1678|266.65|498.78|0.40548|-0.17475|-0.19602|0.02589231|-1092.544322|137.0|6.8633|6.8633
11a_a31|1|2.856083711|7.773594467000001|1|1|0.610138462|0.0|-0.045290366|5.733341277|-0.259732443|0|0.044949495|-0.087576474|0.0|-0.8792402579999999|-0.019865299|2|-0.017433557|-0.1068420919999999|-0.563537536|0|0.861302755|0.022073976|-0.030335912|0.910334509|0|0.486754956|-0.151872243|-0.161027639|0.271818874|0.041435152|-81.26889906|20.91187076|258.8577775|0.513245044|259.0291941|10.55399384|71.03772901|0.735254945|97.23036756|97.560141|0.451795285|245.6599349|-14.47606937|0.264745055|5.791411901|10.5643234|0.8241360790000001|-492.1863586|39.01114987|-237.4612264|15.96146849|0.0|0.0|0.0|1.0|3.26|16.0|0.57|0.0|83.12|0.0|2.0|3.0|-4.81|23.0|329.33|0.0|1.0|-3.79|1.5399999999999998e-05|0.00506|0.000161|2.53|2.22e-05|3.8042|3.97|-1441.452616|-1441.411622|529.63|860.74|0.2797|325.92|407.76|0.69222|-0.15515|-0.20589|0.04099365|-1441.37897|0.19|6.7212|6.7212
6b_a31|1|3.404988662|7.773594467000001|1|1|0.610136262|0.0|0.052690797|5.733341277|-0.178758575|0|0.037803618|0.11647286|0.0|-0.787472195|-0.053655833|2|-0.008439437|-0.002840672|-0.57983695|0|0.838789705|-0.068433069|-0.084489161|0.841537966|0|0.627853074|-0.12081047|-0.1284626569999999|0.146652651|0.032992761|-78.37648097|20.12924648|159.79549319999998|0.372146926|227.0509355|12.28107483|101.4993391|0.7459204140000001|93.1058799|93.83704414|0.4807018779999999|383.0600707|-17.0020813|0.254079586|7.513612533|14.46878435|0.925676135|-765.0936586|37.35947255|-300.0775025|14.72939894|1.0|1.0|1.0|1.0|3.55|22.0|1.36|0.0|109.69|0.0|1.0|4.0|-5.63|29.0|404.44|0.0|1.0|-4.66|2.34e-06|0.000947|2.18e-05|3.2|4.67e-08|3.2949|4.61|-1652.671944|-1652.635711|637.06|1077.19|0.4967|376.29|492.36|0.7013199999999999|-0.13345|-0.1918|0.03623358|-1652.505041|54.0|7.2676|7.2676
17e_a50|0|0.0|7.934155233999999|2|2|1.320916122|4.3906140030000005|-0.153175103|5.82008293|0.038322942|2|0.031870748|-0.011278897|2.2384546640000003|-0.141076059|-0.114420412|2|0.012372059|-0.1949741189999999|-0.229030473|1|0.7596299459999999|-0.1710526319999999|-0.202197068|0.7791604190000001|1|0.930108205|-0.046347299|-0.073011385|0.4239465089999999|0.012865274|-50.7956915|8.950665784|10.68364489|0.069891795|48.62532158|6.227183052000001|86.98647608|0.803671114|57.93079973|41.19554236|0.489797496|647.0975667|-12.90180444|0.196328886|8.52101688|16.70124474|0.960006062|-812.8136797000001|23.07468625|-422.5418889|7.135108233|0.0|1.0|1.0|1.0|4.18|20.0|2.91|0.0|138.0|0.0|1.0|6.0|-4.87|33.0|438.57|1.0|0.0|-5.18|1.34e-05|0.00589|6.58e-06|4.08|4.63e-08|4.2373|3.8|-1375.295877|-1375.268259|757.34|1312.91|0.1809|292.6|602.89|0.6322800000000001|-0.16649|-0.19805|0.02761851|-1374.992422|155.0|6.8097|6.8097
17_a4|0|0.0|7.535296702|1|1|1.219995452|1.690442177|-0.188642713|5.4161004020000005|-0.319716072|1|0.043084795|-0.01849014|0.0|-0.25315101|-0.094767116|1|0.002155864|-0.0179434139999999|-0.392770755|1|0.49887819|0.0147116789999999|-0.12969185|0.8347553529999999|0|0.888791225|-0.0887214819999999|-0.08932566|0.332034943|0.01061251|-46.06264282|5.472562628|17.08736223|0.111208775|57.34712812|2.822041259|0.0|0.861696586|52.67753395|51.22364842|0.4440629029999999|458.3237652|-11.21677197|0.138303414|5.923504372999999|10.65499029|0.798764653|-403.8037909|25.24299609|-373.0328031|6.61489113|1.0|0.0|1.0|0.0|3.31|17.0|3.66|0.0|85.09|0.0|1.0|3.0|-4.36|25.0|345.29|0.0|1.0|-4.81|4.39e-05|0.0152|1.5399999999999998e-05|4.01|2.74e-07|4.3363|4.44|-1255.994721|-1255.968357|527.39|873.5|0.2045|285.92|413.28|0.47353|-0.17559|-0.21745|0.02636403|-1255.932407|877.0|6057.0|6057.0
3k_a32|1|3.644417045|7.97831097|0|1|0.609420759|0.0|-0.001009768|5.973809612|-0.001250803|0|0.0381981979999999|-0.047167919|2.256213388|-0.270019022|-0.077097565|3|0.002509816|-0.050938823|-0.5265375529999999|0|0.816196288|-0.127713677|-0.129124455|0.8306695270000001|1|0.8777482409999999|-0.0711378679999999|-0.090839907|0.31016741|0.0123637989999999|-51.21653025|6.970844822|80.0971996|0.122251759|68.92687468|3.930238317|0.0|0.78057227|58.16707081|47.07915023|0.472646737|494.8840288|-9.40163104|0.21942773|6.153598893|11.6688363|0.89626209|-404.2701347|21.36272325|-316.3794102|6.9505405620000005|1.0|1.0|1.0|1.0|3.47|19.0|2.41|0.0|105.36|0.0|1.0|3.0|-7.04|25.0|366.5|0.0|1.0|-5.61|9.16e-08|3.3600000000000004e-05|2.47e-06|4.97|5.86e-08|3.5363|3.81|-1750.164914|-1750.1383649999998|611.65|1022.89|0.3082|350.6|452.36|0.70268|-0.14667|-0.19988|0.02654958|-1750.0122420000002|9.0|8.0605|8.0605
9a_a31|1|3.348289714|7.765993078999999|1|1|0.6101356720000001|0.0|-0.009086485|5.733341277|-0.093457477|0|0.036891534|-0.05057805|0.0|-0.723734943|-0.0007638889999999|2|-0.0033853629999999|-0.093527289|-0.542342338|0|0.8058046320000001|0.045292529|-0.001313433|0.837697452|0|0.691768132|-0.100906991|-0.122626525|0.235442032|0.033245595|-78.6954713|21.33533299|163.6011874|0.308231868|197.8075471|13.69193237|95.14995868|0.737758755|94.03540892|86.0923113|0.484502446|443.941629|-17.886392|0.262241245|7.812278516|15.15483138|0.939873412|-858.5468158|37.77835579999999|-305.16297060000005|15.33993762|1.0|1.0|1.0|1.0|3.6|22.0|1.58|0.0|113.64|0.0|1.0|6.0|-5.62|30.0|418.47|0.0|1.0|-4.77|2.42e-06|0.00101|1.7100000000000002e-05|3.47|7.35e-09|3.7892|5.27|-1691.9526239999998|-1691.9137670000002|680.72|1145.99|0.7028|327.21|540.01|0.7028|-0.15757|-0.20032|0.03885662|-1691.7777600000002|0.15|6.8239|6.8239
11b_a31|1|3.248213341|7.765993078999999|1|1|0.610137403|0.0|0.078614731|5.733341277|-0.172248605|0|0.043380952|-0.078907688|0.0|-0.838727032|-0.046362952|2|-0.010716217|-0.101934423|-0.564706551|0|0.833717183|0.067031897|-0.074254978|0.889561759|0|0.545458754|-0.143839236|-0.148709304|0.26165445|0.037758271|-82.80602396|21.02499452|286.7721447|0.454541246|253.1028809|11.70737909|87.78853803|0.669723835|100.3071755|101.1192111|0.473305522|303.7286124|-13.83270059|0.330276165|6.83089364|12.96936635|0.8986339170000001|-553.3080237|37.09261324|-189.0151528|17.50115151|1.0|0.0|1.0|1.0|3.41|16.0|0.79|0.0|92.51|0.0|2.0|5.0|-4.74|25.0|357.38|0.0|1.0|-3.75|1.82e-05|0.00649|0.000178|2.46|3.59e-06|3.8437|4.07|-1520.085181|-1520.0430279999998|589.56|969.71|0.2634|322.57|479.66|0.70073|-0.15936|-0.1951|0.04215313|-1519.967224|0.53|6.2757|6.2757
13j_a6|1|3.409065702|7.412764017000001|1|1|1.430640326|0.0|0.0353600779999999|5.351858133|-0.154502515|1|0.041728395|0.07522656|0.0|-0.855284356|-0.047513534|1|-0.007703306|-0.045418125|-0.562698347|1|0.8744720490000001|-0.063948098|-0.079161042|0.8353837409999999|0|0.6229641429999999|-0.120219472|-0.129511589|0.205764388|0.03111288|-86.54032868|20.78979124|180.6709018|0.377035857|251.937353|13.89184843|114.6910805|0.7841668409999999|99.85109065|101.1210779|0.433600896|416.2679342|-20.73032827|0.215833159|8.741405506|15.43329684|0.765539515|-1098.707398|39.56287079|-379.7635712|13.31076198|1.0|1.0|1.0|1.0|3.56|23.0|1.18|0.0|120.17|0.0|1.0|6.0|-5.03|32.0|427.46|0.0|1.0|-4.48|9.32e-06|0.00398|3.28e-05|2.95|3.18e-09|3.6504|4.94|-1426.5532050000002|-1426.520775|712.52|1196.6|0.2857|339.64|555.0|0.69993|-0.14602|-0.19491|0.03242949|-1426.335207|262.0|6.5817|6.5817
8g_a8|1|3.073183107|7.535296702|1|1|1.39137364|1.298078704|-0.000475415|5.4161004020000005|-0.222784884|0|0.0438779959999999|0.000966222|0.0|-0.731356723|-0.03728368|1|-0.007047583|0.0794962979999999|-0.508072694|0|0.6784762320000001|0.121495775|-0.0571942009999999|0.790058057|0|0.533935495|-0.136742629|-0.129695841|0.298992226|0.031118325|-79.46906035|19.06725815|171.26571059999998|0.466064505|285.5736014|11.68315869|67.54104396|0.8330608209999999|90.27531534|102.8541256|0.479218966|327.1604688|-19.68456628|0.166939179|7.440878437999999|14.28792131|0.920192814|-925.1746152|38.56355928|-408.1554248|10.80625499|0.0|0.0|1.0|0.0|3.31|23.0|3.01|0.0|111.38|0.0|1.0|4.0|-5.3|31.0|417.39|0.0|0.0|-4.94|5.01e-06|0.00209|1.16e-05|3.53|4.01e-08|3.7495|7.17|-1450.9549470000002|-1450.913472|635.27|1083.78|0.3904|330.67|489.97|0.69221|-0.15542|-0.21391|0.04147516|-1450.787398|4.2|5.3768|5.3768
4e_a46|0|0.0|7.825245291|1|1|0.300205548|2.12386814|0.1369980459999999|5.587248657999999|-0.370202917|2|0.041636905|-0.08224348|0.0|-0.4017151029999999|-0.05803828|1|0.002688298|-0.030065705|-0.514537262|2|0.738134189|0.075271624|-0.076733489|0.8146060740000001|0|0.753715041|-0.0835371459999999|-0.084780904|0.68427144|0.010671173|-64.33855433|8.098142567|105.0139519|0.246284959|186.9007941|6.145520557|20.27041189|0.7951078540000001|73.87174786|71.49283399|0.4753010039999999|571.9794684|-17.82509456|0.204892146|7.906917146|15.06943449|0.905854609|-1122.980957|29.54149986|-447.9030518999999|9.533193534|1.0|0.0|1.0|1.0|4.5|23.0|2.06|0.0|137.28|0.0|1.0|5.0|-6.08|35.0|488.6|0.0|0.0|-5.41|8.29e-07|0.000405|3.92e-06|3.78|1.56e-09|4.2446|8.03|-1884.613031|-1884.564974|757.1|1343.97|0.4814|292.1|655.69|0.5745600000000001|-0.17112|-0.21005|0.04805633|-1884.324182|154.0|6.8125|6.8125
5b_a49|0|0.0|7.853604813|2|2|1.343848745|2.119588967|0.1108916119999999|5.777652323|0.006327273|2|0.034466231|-0.072128552|1.926253727|-0.418576471|0.059834711|1|0.006696215|-0.13632743|-0.515894968|2|0.6981815290000001|-0.006962617|0.099724518|0.839963111|1|0.7969332440000001|-0.0698098759999999|-0.076494119|0.615864196|0.020319986|-44.96093486|11.94347454|170.0796998|0.203066756|119.3565117|7.020013952999999|69.07083505|0.608694741|59.85065205|52.97561349|0.475192312|468.4133145|-8.985071494|0.3913052589999999|6.270195553|11.94760614|0.905459892|-449.2535747|25.1139312|-127.7749783|14.88971719|0.0|1.0|1.0|1.0|3.34|21.0|2.07|0.0|122.26|0.0|1.0|3.0|-3.3|30.0|396.44|1.0|1.0|-3.93|0.000496|0.1969999999999999|0.000118|2.08|5.79e-08|5.1653|3.92|-1292.139616|-1292.100239|633.92|1093.32|0.4653|240.03|451.32|0.39241|-0.1624799999999999|-0.20701|0.03937634|-1291.929428|28.0|7.5528|7.5528
13_a47|1|2.920663104|6.605297921|0|0|1.417757826|0.0|-0.174238791|4.59511985|-0.0777650159999999|2|0.036632997|-0.047120094|1.5940801480000002|-0.20197533|0.038682232|1|-0.000211465|-0.0101047869999999|-0.316563793|2|0.6427334020000001|0.030290722|0.065869272|0.8582665429999999|1|0.781675563|-0.081148294|-0.088128939|0.244975411|0.017736598|-45.39284663|9.13564442|63.12660940000001|0.2183244369999999|112.453046|4.705524762|0.0|0.688261242|57.38622954|50.9329486|0.472007922|402.6200617|-8.613918003|0.311738758|7.038683428|13.33103985|0.8939678120000001|-327.3288841|24.29844849|-193.936606|11.99338291|1.0|1.0|1.0|1.0|2.9|21.0|2.34|0.0|91.59|0.0|1.0|3.0|-4.24|24.0|319.34|1.0|1.0|-4.27|5.79e-05|0.0185|5.41e-05|3.17|1.26e-08|4.0302|2.7|-1067.820961|-1067.78457|542.62|895.21|0.3382|307.63|404.73|0.67466|-166.0|-0.22065|0.03639189|-1067.71601|16.0|7.8|7.8
15a_a10|0|0.0|7.535296702|1|1|1.34383719|2.141907675|-0.214195114|5.4161004020000005|0.022297552|2|0.033912037|-0.125297206|2.038992189|-0.144512841|-0.062038567|1|0.01192767|-0.179723568|-0.188634555|2|0.7408341359999999|-0.0232534929999999|-0.1074837719999999|0.820233357|1|0.915137224|-0.0458501609999999|-0.076864276|0.754451037|0.0156991769999999|-49.47045259|10.10411407|42.41151044|0.084862776|54.61835033|6.503087289|122.7715002|0.676473201|60.98047923|39.61363829|0.407638879|588.9895149|-10.42022369|0.323526799|6.71451044|11.33516398|0.68815941|-573.1123029|23.93343877|-227.1590805|11.51002664|0.0|1.0|1.0|1.0|3.5|21.0|1.93|0.0|118.92|0.0|1.0|6.0|-3.97|30.0|399.49|1.0|1.0|-4.4|0.000108|0.0432|3.94e-05|3.12|1.63e-08|5.7646|2.4|-1278.452284|-1278.4225210000002|687.57|1179.28|0.3558|215.08|563.27|0.47484|-0.1559299999999999|-0.20335|0.02976259|-1278.200428|24.0|7.6198|7.6198
1c_a5|1|2.955525321|6.605297921|0|0|1.424607938|0.0|-0.268536978|4.59511985|-0.006491037|2|0.0248765429999999|-0.080321049|0.0|-0.085301064|-0.058823529|1|0.007357977|0.034752304|-0.20172074|2|0.71274658|0.128385959|-0.109439124|0.821309592|0|0.88631419|-0.068062282|-0.070346332|0.436308619|0.008349498|-35.99212225|4.27195187|160.5407184|0.11368581|58.16640976|2.185709046|0.0|0.753027268|43.86175561|39.09545876|0.476413155|453.4753671|-7.366029352999999|0.246972732|6.063350238|11.580409800000002|0.909902834|-294.64117410000006|19.11862892|-258.918642|7.869633359|1.0|1.0|1.0|1.0|2.78|23.0|2.13|0.0|95.45|0.0|1.0|3.0|-4.25|24.0|312.37|1.0|1.0|-4.45|5.5700000000000005e-05|0.0174|3.5600000000000005e-05|3.43|3.87e-09|4.8783|3.17|-990.6223073|-990.5931502|556.84|929.31|271.0|254.15|410.52|0.4444899999999999|-0.18719|-0.22684|0.029157178|-990.516371|3981.0|5.4|5.4
8e_a12|0|0.0|6.803505258|1|1|1.283834633|1.873617728|0.050021617|4.727387819|-0.049397555|2|0.037430556|0.0661362779999999|2.197856963|-0.330207456|-0.0309579439999999|1|0.005744805|-0.079913108|-0.448676455|1|0.83954453|-0.036433876|-0.051240735|0.815412281|1|0.939627917|-0.05202522|-0.087795345|0.001151979|0.0155147339999999|-50.273571200000006|8.884082475|51.38557748|0.060372083|34.57040021|5.0872236|0.0|0.7112578709999999|61.4656313|38.67488258|0.45384745|538.051884|-10.19566754|0.2887421289999999|6.446557205|11.80358346|0.830990262|-489.392042|25.03342862|-241.94192880000003|11.19206011|1.0|1.0|1.0|1.0|4.11|21.0|3.05|0.0|117.04|0.0|1.0|3.0|-4.37|28.0|366.42|1.0|1.0|-4.69|4.25e-05|0.0156|2.03e-05|3.53|1.19e-08|5.247999999999999|3.45|-1177.619013|-1177.593205|612.59|1048.44|0.2341|236.25|481.04|0.38889|-0.13599|-0.19338|0.02580783|-1177.436953|588.0|6.2306|6.2306
12bh_a36|1|3.50075137|7.412764017000001|2|2|1.297043258|0.0|-0.052761366|5.351858133|-0.047482048|2|0.044197531|0.001012669|0.0|-0.401249012|-0.035747988|1|0.0045625|-0.101854847|-0.43574839|1|0.902377067|-0.211972014|-0.0591586759999999|0.833398429|0|0.833491953|-0.070687668|-0.09959401|0.317612728|0.017627098|-66.28126709|11.73109101|83.08294358|0.166508047|110.81353529999998|7.807212275|0.0|0.783294222|76.46867897|58.77476595|0.482052584|554.7010591|-15.75398235|0.216705778|7.545637217999999|14.56834609|0.930697921|-882.2230117|30.2209316|-377.0728785|10.18741188|1.0|0.0|1.0|0.0|4.95|17.0|2.45|0.0|133.68|0.0|1.0|5.0|-4.54|31.0|409.49|1.0|1.0|-4.6|2.8600000000000004e-05|0.0117|2.5e-05|3.41|4.55e-08|3.8811|3.79|-1311.589612|-1311.558898|715.94|1208.61|0.4386|319.46|575.23|0.69377|-0.14915|-0.20168|0.03071385|-1311.356102|14.0|7.8539|7.8539
