molecula|NaaNH|SaaNH|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC8d|n5aHRing|AATSC1pe|MATS1i|MATS1c|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|WPSA3|RPCS|FNSA1|DPSA5|DPSA3|GeomPetitjeanIndex|TASA|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|WNSA2|DPSA4|DPSA1|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
43_a18|0|0.0|7.03438793|2|2|1.251175234|0.0|0.032999679|4.844187086|-0.01369899|1|0.033734062|-0.05314954|0.0|-0.397752066|-0.032429984|0|0.003801459|-0.140532044|-0.460675034|0|0.718255592|-0.023109314|-0.0579590709999999|0.7458234990000001|0|0.852344887|-0.070166168|-0.0822489459999999|0.3439906129999999|0.006890688|-63.87648583|5.35147222|0.66443384|0.147655113|114.6724699|4.156080507|21.60709738|0.8743733490000001|69.46280937|59.84418608|0.481954273|661.9512957999999|-18.77059344|0.125626651|10.01438533|19.33108376|0.930331529|-1389.023915|27.64206062|-581.4944803999999|5.5863235410000005|0.0|1.0|1.0|1.0|4.54|18.0|3.7|1.0|160.76|0.0|1.0|9.0|-6.45|38.0|508.65|0.0|0.0|-5.96|3.55e-07|0.00018|1.09e-06|5.1|2.52e-10|3.2233|8.79|-1611.621186|-1611.598032|843.1|1493.25|0.5429|384.65|702.4|0.6926800000000001|-0.13196|-0.18145|0.02315412|-1611.198355|625.0|6.2041|6.2041
2_a3|0|0.0|6.823286122000001|0|0|0.605017347|0.0|0.176032668|4.727387819|-0.09743592|2|0.034166667|-0.103423993|2.058239271|-0.311617665|0.036301827|1|-0.0045709459999999|0.017902469|-0.568019422|2|0.899733837|-0.192034735|0.065162907|0.8401405609999999|1|0.750206578|-0.104577702|-0.09392632|0.4551292289999999|0.011938463|-44.07280196|5.601853871|228.178656|0.249793422|117.2099151|2.628543258|74.89956423|0.727984269|53.05538527|54.67257594|0.458202525|352.0174726|-7.298882022000001|0.272015731|4.88513521|9.016533738|0.845708123|-248.1619888|21.36736636|-213.9529255|8.982583312000001|1.0|1.0|1.0|1.0|2.97|21.0|1.6|0.0|90.49|0.0|1.0|2.0|-4.75|22.0|304.37|0.0|1.0|-4.27|1.7800000000000002e-05|0.0054|5.33e-05|3.13|1.3e-07|5.4397|1.97|-1272.143337|-1272.114086|503.34|841.85|0.1824|227.92|340.69|0.37284|-0.14605|-0.21028|0.02925101|-1272.04778|3981.0|5.4|5.4
11_a1|1|3.3361517380000003|7.423568444|1|1|1.430935838|0.0|0.033732316|5.351858133|-0.196819043|1|0.035620155|0.08043435|0.0|-0.867849442|-0.044235537|1|-0.009578125|-0.07452948|-0.563650254|1|0.823460272|-0.069193862|-0.075188762|0.8086124090000001|0|0.5955245029999999|-0.131972845|-0.126108875|0.2027328789999999|0.034974992|-74.35738693|20.62225192|274.39137789999995|0.404475497|238.4902806|12.15946748|84.40380304|0.751878145|89.80732824|98.43720241|0.47723847|351.1382199|-16.93943154|0.248121855|7.43666407|14.2257294|0.912918113|-745.3349875|38.20963621|-297.0290662|15.44994131|1.0|1.0|1.0|1.0|3.25|23.0|1.95|0.0|105.71|0.0|1.0|4.0|-5.07|29.0|385.37|0.0|1.0|-4.66|8.48e-06|0.00327|2.17e-05|3.35|3.35e-08|3.7383|5.26|-1312.462371|-1312.4282380000002|614.86|1036.18|0.5573|331.66|471.76|0.68162|-0.12916|-0.19462|0.03413353|-1312.2963630000002|0.17|6.7696|6.7696
12l_a36|1|3.426092687|7.412764017000001|2|2|1.297044247|0.0|-0.0944961519999999|5.351858133|-0.008712073|2|0.039061728|0.128666217|0.0|-0.4203659179999999|-0.0452558729999999|1|0.001194592|-0.098598933|-0.428857427|1|0.8707354620000001|-0.041707369|-0.079106537|0.8772535459999999|0|0.84381923|-0.079972189|-0.107815735|0.3827446779999999|0.0220227089999999|-70.17688229|14.33450402|39.27257375|0.15618077|101.6575135|9.330278191|1.281955437|0.7379583590000001|83.76912404|66.38812034|0.4619814279999999|549.2389652|-16.12160667|0.262041641|7.471134223|13.88638723|0.8586718990000001|-822.2019402000001|33.56329135|-309.7725155|13.59224175|1.0|0.0|1.0|0.0|4.78|17.0|1.38|0.0|128.47|0.0|1.0|5.0|-4.57|31.0|406.44|0.0|0.0|-4.29|2.72e-05|0.0111|5.08e-05|2.95|2.21e-07|3.8619|2.98|-1325.194654|-1325.15957|686.83|1155.07|0.4524|321.05|530.75|0.6925|-0.15869|-0.20973|0.03508404|-1325.0137550000002|0.02|7699.0|7699.0
28_a34|0|0.0|7.423568444|1|1|1.454781307|1.767685185|0.000561166|5.351858133|-0.206909349|1|0.04515873|-0.201047053|0.0|-0.6946578940000001|-0.0500053959999999|1|-0.007544188|-0.189821204|-0.5437894289999999|1|0.8318609690000001|0.092890802|-0.078146961|0.8582665429999999|0|0.545935562|-0.1306693569999999|-0.140864841|0.316156689|0.03768308|-72.11491331|19.29162755|144.3404619|0.4540644379999999|232.4555747|9.876233397|88.32197602|0.7298701059999999|85.99382787|86.18702382|0.454339954|279.4884473|-12.63011537|0.270129894|5.613534285|10.28760365|0.832642882|-479.9443839|33.80175623|-235.3612529|13.87891455|0.0|1.0|1.0|1.0|3.02|17.0|0.88|0.0|85.92|0.0|2.0|3.0|-3.27|24.0|322.32|0.0|1.0|-3.25|0.000533|172.0|0.000565|1.72|1.66e-05|4.2857|4.11|-1100.797628|-1100.760824|544.24|896.02|0.2043|289.3|417.28|0.69263|-0.17802|-0.21698|0.03680411|-1100.704833|3.82|5.4179|5.4179
12l_a30|0|0.0|7.412764017000001|2|2|0.60498366|0.0|0.157020295|5.351858133|-0.274237737|2|0.044036281|-0.102468864|0.0|-0.876151158|-0.02588969|1|-0.004395528|-0.077457998|-0.640870513|1|0.613786308|-0.045411075|-0.0395239879999999|0.883029843|0|0.834279405|-0.0905026719999999|-0.109810463|0.37422435|0.0154211289999999|-76.82494797|10.78883933|103.5499036|0.165720595|115.9404641|7.548024079|1.697908189|0.8218150790000001|88.64610824|74.10578426|0.462727396|583.6736326|-22.31041443|0.178184921|9.258542907|17.23248653|0.861252543|-1182.451965|38.8038646|-450.2927313999999|11.82116027|1.0|0.0|1.0|0.0|4.72|17.0|2.82|0.0|133.96|0.0|1.0|7.0|-6.7|34.0|482.48|0.0|0.0|-5.92|1.99e-07|9.63e-05|1.2e-06|5.05|6.61e-08|5.0454|5.52|-1988.033039|-1987.998976|729.17|1223.54|0.2294|245.74|574.72|0.39486|-0.14944|-0.20397|0.03406276|-1987.848331|61.0|7.2154|7.2154
12t_a30|0|0.0|7.412764017000001|2|2|0.60498454|0.0|0.073057637|5.351858133|-0.097216874|2|0.044197531|-0.0596036729999999|0.0|-0.411045472|-0.04950715|1|-0.001131023|-0.0546637159999999|-0.464720444|1|0.609043558|-0.003937967|-0.080971844|0.889479916|0|0.696413582|-0.090535776|-0.1011561919999999|0.408290036|0.018862708|-65.79920855|12.26965165|88.42093081|0.303586418|197.4742794|7.981057356|0.0|0.745705883|78.8278828|71.1605835|0.445760296|452.99711|-15.72263361|0.254294117|7.957774504|14.358001500000002|0.804273481|-770.409047|32.41376848|-319.6492937|13.02867425|1.0|0.0|1.0|0.0|4.63|17.0|3.58|0.0|127.19|0.0|1.0|5.0|-5.49|31.0|434.46|0.0|0.0|-5.17|3.24e-06|0.00141|6.71e-06|4.07|6.900000000000002e-08|5.0693|4.32|-1774.2421780000002|-1774.208418|677.85|1139.2|0.2094|244.58|527.87|0.33647|-0.15029|-0.20571|0.0337599|-1774.077985|9.0|8.0496|8.0496
17g_a50|0|0.0|7.934155233999999|2|2|1.320916184|4.377239517|-0.185924266|5.82008293|0.052557574|2|0.029160757|-0.05611228|2.236579664|-0.13328325|-0.1155555559999999|2|0.01245647|-0.200725906|-0.213708251|1|0.754575205|-0.10642733|-0.2126789369999999|0.7787714459999999|1|0.920663175|-0.048170917|-0.0706879109999999|0.442201795|0.014550016|-47.17463902|9.710172008|10.60268439|0.079336825|52.94662161|6.48022912|85.51402581|0.749948388|56.28102287|41.85775712|0.467997084|614.4183967|-11.54365807|0.250051612|8.130878433|15.28352231|0.879688945|-692.6194843|23.06474408|-333.6136209|9.106383854|0.0|1.0|1.0|1.0|4.04|20.0|2.71|0.0|133.03|0.0|1.0|6.0|-4.46|32.0|424.54|1.0|0.0|-4.86|3.4899999999999995e-05|0.0148|1.39e-05|3.68|1.1e-07|4.0458|3.22|-1335.976491|-1335.946919|725.92|1259.05|0.1795|306.45|559.45|0.6623600000000001|-0.16699|-0.19929|0.02957267|-1335.693266|246.0|6.6091|6.6091
13m_a6|1|3.415695704|6.842683282|0|0|1.429020166|0.0|0.031719435|4.727387819|-0.135152403|2|0.0446875|0.021526267|1.617900191|-0.628720289|-0.018628955|1|-0.00687003|-0.068956229|-0.568024162|2|0.870730542|0.156982046|-0.031564227|0.832753533|1|0.715612461|-0.0989137669999999|-0.107644789|0.429009107|0.01858251|-75.05944278|12.95736535|91.22689385|0.2843875389999999|198.3000783|9.035018118|95.67846949|0.7362989999999999|89.65257305|81.92876874|0.48094941|498.9881336|-18.41524497|0.263701|8.435961541000001|16.2526769|0.926594475|-994.4232282|35.8683143|-329.5370141|14.59313027|1.0|1.0|1.0|1.0|3.59|27.0|0.81|0.0|127.2|0.0|1.0|6.0|-4.64|33.0|435.48|0.0|1.0|-4.28|2.27e-05|0.00987|5.24e-05|2.43|2.1499999999999998e-10|3.9127|4.27|-1423.762467|-1423.712909|726.28|1231.54|275.0|316.88|546.69|0.66475|-0.13817|-0.20954|0.04955777|-1423.511471|0.01|8.0|8.0
25c_a34|0|0.0|7.412764017000001|2|2|1.377881974|1.958290974|0.024837617|5.351858133|-0.047513652|2|0.037424242|-0.16034464|0.0|-0.834326082|-0.041629027|1|0.001433865|-0.3609280379999999|-0.5404076879999999|1|0.809687672|0.118901861|-0.072907053|0.844690266|0|0.683231623|-0.088513496|-0.113392997|0.478421157|0.043815478|-75.6298008|29.22363765|183.6812574|0.316768377|211.2752099|19.49130854|93.28638171|0.537428437|100.6665476|88.25954175|0.4356106729999999|455.6954382|-14.01190479|0.4625715629999999|7.484891117|13.26192888|0.77182656|-756.6428589|39.09037289|-49.9273377|25.03674677|0.0|1.0|1.0|1.0|3.64|17.0|1.0|0.0|116.0|0.0|2.0|6.0|-2.81|31.0|421.45|0.0|0.0|-3.28|0.00156|659.0|0.000523|1.3|1.97e-06|4.2095|4.32|-1426.704645|-1426.666471|704.43|1180.85|0.2239999999999999|294.54|561.29|0.69247|-0.17424|-0.2069599999999999|0.03817361|-1426.48597|1.78|5.7496|5.7496
18_a47|1|2.969619451|6.605297921|0|0|1.414391819|0.0|-0.141396999|4.59511985|-0.06345679|3|0.037919622|-0.026357805|1.5913490630000002|-0.2342475789999999|-0.016728205|1|0.0015586929999999|-0.02470455|-0.322800033|3|0.646771311|-0.059779939|-0.027351545|0.851462739|1|0.777824025|-0.078937385|-0.084415066|0.454324931|0.014741763|-52.88049505|9.234746417|70.55642796|0.222175975|139.1786571|5.784962137000001|3.684585007|0.7327484470000001|63.72933669|58.68383399|0.432077184|487.2556678|-11.9254166|0.267251553|7.018342267|12.35791568|0.7608026529999999|-596.2708299|25.98023687|-291.6032324|10.84884165|1.0|1.0|1.0|1.0|3.47|27.0|2.63|0.0|119.78|0.0|0.0|4.0|-5.5|31.0|410.45|0.0|1.0|-5.37|3.13e-06|0.00129|4.29e-06|4.13|4.34e-11|4.2668|3.32|-1354.221126|-1354.180815|652.12|1130.76|0.4335|290.58|487.81|0.4659|-0.17349|-0.22313|0.04031146|-1354.037606|3.0|8.6|8.6
4m_a46|0|0.0|7.825245291|1|1|1.134637002|2.12888511|-0.245599013|5.587248657999999|0.051308728|1|0.041865079|-0.302054595|0.0|-0.0329557579999999|0.007901235|1|0.010359417|-0.017992096|-0.098201489|1|0.615482006|-0.099662698|0.011235955|0.7975218959999999|0|0.948973877|-0.067320375|-0.0672468|0.373463876|0.010905551|-35.43866734|5.74716122|6.161736337000001|0.051026123|26.89046601|3.028720082|35.77391986|0.733236381|41.88525631|41.22460182|0.463006576|500.1036387|-6.225322922999999|0.266763619|5.329061873000001|9.923886653|0.8622201970000001|-280.1395315|16.11061509|-245.828396|6.446588969|1.0|0.0|1.0|1.0|3.59|17.0|2.5|0.0|98.69|0.0|1.0|2.0|-4.52|25.0|328.41|1.0|1.0|-4.57|2.99e-05|0.00981|2.68e-05|3.69|1.31e-07|6.0419|3.45|-1031.138426|-1031.109224|558.63|975.72|0.2465|205.21|468.63|0.38389|-0.18308|-0.23116|0.02920209|-1030.980844|1288.0|5.8901|5.8901
9b_a36|1|3.513187594|7.412764017000001|2|2|0.62670079|0.0|-0.053019801|5.351858133|-0.023369916|2|0.040166667|0.082806042|0.0|-0.308862918|-0.06502499|1|0.005458948|-0.053309522|-0.4060950789999999|1|0.8421237309999999|-0.034830997|-0.1177413269999999|0.842671963|0|0.8453794609999999|-0.074181597|-0.098301686|0.2602997|0.017007854|-61.73294817|10.68084402|67.12293326|0.154620539|97.10089515|6.707514535|0.0|0.78242217|71.70079424|57.26650122|0.453252346|530.8939077|-14.24129533|0.21757783|7.549264797|13.80758516|0.828997331|-697.8234711|28.98359786|-354.7193098|9.967846072|1.0|0.0|1.0|0.0|4.73|17.0|2.82|0.0|126.17|0.0|1.0|5.0|-4.6|29.0|398.48|0.0|0.0|-4.43|2.49e-05|0.00992|3.71e-05|3.2|2.3100000000000002e-07|3.8535|3.82|-1575.7800140000002|-1575.751975|666.01|1127.85|0.5392|321.74|514.45|0.69763|-0.15833|-0.20979|0.02803905|-1575.616432|21.0|7.6778|7.6778
1_a15|0|0.0|0.0|0|0|1.419940974|0.0|-0.22215316|0.0|-0.043374667|2|0.0381893|0.06459652|0.0|-0.541427319|-0.000905902|0|0.003816011|-0.1816819589999999|-0.34192045|2|0.836466114|0.101406325|-0.001544849|0.74357498|0|0.875723465|-0.068077117|-0.1117462069999999|0.7100707390000001|0.026214985|-72.24770503|16.94887506|121.3844816|0.124276535|80.34898605|10.95802135|63.14412039|0.605927517|90.40184737|60.96303497|0.437969049|566.1848585|-13.01770443|0.394072483|6.580146251|11.7078005|0.77926144|-794.0799704|33.22939752|-136.9714493|18.15414234|1.0|1.0|1.0|1.0|3.91|24.0|2.2|0.0|132.94|0.0|0.0|8.0|-6.55|34.0|457.52|0.0|0.0|-5.97|2.830000000000001e-07|0.00013|1.08e-06|5.23|9.53e-11|4.3834|4.68|-1510.136281|-1510.117336|697.35|1271.06|0.2464|282.85|598.34|0.64662|-0.1365|-0.17792|0.01894559|-1509.851127|44.0|7.3565|7.3565
24_a47|0|0.0|6.86171134|0|0|1.304328602|1.225600378|0.0453435129999999|4.727387819|-0.1160443999999999|2|0.039520202|0.0251322929999999|1.081401467|-0.484848181|0.071506228|1|-0.004514441|-0.111494046|-0.540463145|2|0.662080166|-0.005097239|0.113432542|0.875198713|1|0.7839491009999999|-0.075894947|-0.090995097|0.214985826|0.021522987|-51.21152885|12.11301576|41.72753688|0.216050899|121.5922303|6.81713713|47.170683|0.611603578|69.27912772|54.82626523|0.479188295|441.2021442|-10.29341441|0.388396422|7.024694045|13.48797266|0.920079732|-432.3234052|29.90471672|-125.6197312|18.06759887|0.0|1.0|0.0|1.0|3.14|21.0|2.86|0.0|104.73|0.0|1.0|5.0|-4.61|28.0|396.81|0.0|1.0|-4.52|2.46e-05|0.00975|3.05e-05|3.16|2.32e-08|3.9675|4.46|-1696.105723|-1696.071577|578.94|1002.04|0.2618|312.5|450.98|0.6835|-0.16333|-0.2285|0.03414611|-1695.98597|3.0|8.5|8.5
18_a34|0|0.0|7.423568444|1|1|1.4547811819999998|1.801574074|-0.063113846|5.351858133|-0.101546926|1|0.040527066|-0.100548575|0.0|-0.677741618|-0.136990511|1|0.002183342|-0.3102088839999999|-0.493450778|1|0.759292258|0.0468829359999999|-0.224951558|0.8584852479999999|0|0.68981472|-0.090328365|-0.129784908|0.295523326|0.040845819|-71.65163761|22.55015528|66.6880793|0.31018528|171.24705480000003|12.44948722|54.26737825|0.695849945|86.77082535|72.41862911|0.441058733|380.8328339|-12.87916264|0.304150055|6.282442545|11.23989749|0.789096743|-553.8039936|33.52510165|-216.2496321|15.11918774|1.0|1.0|0.0|1.0|3.28|17.0|1.49|0.0|93.91|0.0|2.0|5.0|-4.32|26.0|351.36|1.0|1.0|-4.11|4.77e-05|0.0167|7.829999999999999e-05|3.07|2.22e-06|4.4335|5.07|-1199.288654|-1199.259634|592.04|991.93|0.3525|279.66|483.87|0.56101|-0.17549|-0.21474|0.02902032|-1199.158044|2.43|5.6144|5.6144
11d_a5|1|2.9590700880000003|6.605297921|0|0|1.388848584|0.0|-0.245058546|4.59511985|0.001099755|2|0.0228184279999999|-0.125546291|0.0|-0.185566552|0.01948342|1|0.008809179|-0.12451554|-0.22897714|2|0.786587307|-0.018747485|0.036918829|0.831190148|0|0.87090286|-0.063028408|-0.0847408619999999|0.359644732|0.012828514|-53.84338206|8.151092424|61.45330587|0.12909714|82.02685783|5.179111638|0.0|0.712305422|65.35645739|48.19862797|0.49396568|553.3617954|-11.84243331|0.287694578|8.920296087|17.62784804|0.976150552|-615.8065323|26.16587381|-269.7929124|11.51307533|1.0|1.0|1.0|1.0|3.13|23.0|1.42|0.0|114.29|0.0|1.0|7.0|-4.14|29.0|385.46|1.0|1.0|-4.29|7.2e-05|0.0278|5.14e-05|3.07|2.31e-09|4.4175|2.59|-1239.127458|-1239.093739|682.09|1154.67|507.0|280.66|594.45|0.66686|-0.16762|-0.20529|0.03371838|-1238.914819|15.0|7.8239|7.8239
12ad_a36|1|3.428443248|7.412764017000001|2|2|1.297042846|0.0|-0.040810025|5.351858133|-0.073048351|2|0.040787037|0.046496301|0.0|-0.649957196|0.010723827|1|0.000906224|-0.136151085|-0.478461478|1|0.817851296|0.1563642469999999|0.018207862|0.8846605|0|0.760267769|-0.082404548|-0.107772644|0.423689705|0.030769062|-76.30379737|21.78471426|94.12528108|0.239732231|169.7321223|15.4237324|81.68309557|0.656407461|96.81391944|80.12771975|0.477102332|538.2749789|-18.32944602|0.343592539|8.770308295|16.772513699999998|0.912420081|-1026.448977|39.44011905|-221.4751857|20.51012207|1.0|0.0|1.0|0.0|4.9|17.0|1.89|0.0|135.03|0.0|1.0|7.0|-4.18|33.0|439.47|0.0|0.0|-4.08|6.579999999999999e-05|0.0289|8.36e-05|2.53|2.42e-07|5733.0|4.5|-1460.8311199999998|-1460.794632|737.53|1236.64|0.6073|216.26|588.2|0.27316|-0.15638|-0.21044|0.03648828|-1460.610659|17.0|7.7696|7.7696
37_a18|0|0.0|7.03438793|2|2|1.251176176|0.0|-0.0013530679999999|4.844187086|-0.018808538|1|0.036746032|-0.018268775|0.0|-0.385273662|-0.011713125|0|0.003512954|-0.1483628609999999|-0.44541772|0|0.7100921609999999|0.020848396|-0.020149364|0.761336899|0|0.831783747|-0.068500679|-0.074857954|0.385121249|0.009098426|-54.7389628|6.653112344|12.63119843|0.168216253|123.0060763|4.865006968|60.1335413|0.7648766029999999|65.15554136|56.74339533|0.488368082|608.2316837999999|-15.30451633|0.2351233969999999|9.460456975|18.49074823|0.954530133|-1040.70711|27.36337253|-387.3755475|10.41657856|0.0|1.0|1.0|1.0|4.31|18.0|3.33|1.0|151.14|0.0|1.0|7.0|-5.68|36.0|480.6|1.0|0.0|-5.47|2.08e-06|0.000999|3.35e-06|4.36|1.51e-09|3.2127|8.11|-1532.997117|-1532.974371|794.5|1395.35|499.0|385.91|673.45|0.69305|-0.13194|-0.18119|0.02274574|-1532.622404|35.0|7.4559|7.4559
8b_a12|0|0.0|0.0|1|1|1.283836078|0.0|0.190292199|0.0|-0.1676879319999999|2|0.03977208|0.028584223|0.0|-0.618894925|-0.1090955359999999|0|-0.007926474|0.003898807|-0.659952678|1|0.89481633|-0.010950243|-0.183648492|0.792160599|0|0.740926309|-0.1053827859999999|-0.116554734|0.4384536329999999|0.011257065|-67.44287685|6.513753986|319.0086845|0.259073691|149.9096134|3.769098814|76.80174559999999|0.888936354|72.85978933|67.49212879999999|0.480938153|428.7273481000001|-15.27062922|0.111063646|6.373278096|12.27845608|0.926552694|-702.4489440000001|29.68794201|-450.1059006|5.416912474|0.0|1.0|1.0|1.0|4.11|18.0|2.23|0.0|110.58|0.0|1.0|4.0|-4.1|27.0|355.39|0.0|0.0|-4.01|7.890000000000001e-05|28.0|9.74e-05|2.76|3.56e-08|4.2263|5.11|-1159.405202|-1159.365835|611.93|1020.47|0.3179|293.37|460.08|0.53425|-0.15294|-0.21184|0.03936706|-1159.2425119999998|263.0|6.58|6.58
1a_a5|0|0.0|6.605297921|1|1|1.189701889|0.0|-0.271170445|4.59511985|0.009305578|2|0.021346801|-0.075791863|0.0|-0.078562954|-0.004213083|0|0.00549829|0.069867374|-0.179831877|2|0.8309401009999999|0.11504495|-0.008431181|0.794139321|0|0.833638233|-0.071887159|-0.075618812|0.3602068089999999|0.008036994|-38.07869556|4.047117885|83.60943679|0.166361767|83.77332129999999|2.037971304|0.0|0.7256546770000001|46.38422909|40.24669785|0.455258786|419.7878208000001|-7.015226132|0.274345323|6.199179484|11.38004491|0.835734058|-287.62427139999994|19.19815378|-227.2618539|8.305533524|0.0|1.0|1.0|1.0|3.54|18.0|2.09|0.0|93.49|0.0|1.0|3.0|-2.6|23.0|298.34|1.0|0.0|-3.44|0.00253|755.0|0.000365|2.17|7.13e-08|4.6707|2.85|-951.1394906|-951.110826|531.02|882.1|0.2109|265.45|386.8|0.44868|-0.12226|-0.2262699999999999|0.028664612|-951.226623|107.0|6.9706|6.9706
12d_a31|1|3.441384322|7.765993078999999|1|1|0.61013528|0.0|0.039097757|5.733341277|-0.043220149|0|0.0359583329999999|-0.042401695|0.0|-0.697102094|-0.032270224|2|0.000127275|-0.134504227|-0.550805937|0|0.8066174070000001|-0.00658148|-0.057226679|0.873955169|0|0.7054497479999999|-0.0938723509999999|-0.11498416|0.3996192999999999|0.0296918329999999|-81.56033123|21.06095035|157.30671669999998|0.294550252|208.9297871|14.93891054|557.514503|0.6383648510000001|99.79879739|87.64629597|0.389382761|500.3881827|-16.37326657|0.361635149|9.445278138|15.46841054|0.63768714|-867.7831284|36.15974873|-196.2893506|18.23846616|1.0|1.0|1.0|1.0|3.76|16.0|1.31|0.0|112.97|0.0|1.0|9.0|-5.61|29.0|412.51|0.0|1.0|-4.39|2.48e-06|0.0010199999999999|4.06e-05|3.46|2.3500000000000002e-08|3.8477|5.0|-1657.471849|-1657.428467|730.86|1201.63|0.2566|322.23|626.33|0.7006600000000001|-0.15968|-0.19096|0.04338158|-1657.245177|0.51|6.2924|6.2924
12bf_a36|1|3.31325137|7.412764017000001|2|2|1.297043948|0.0|-0.024689509|5.351858133|-0.119979424|2|0.044197531|0.140577067|0.0|-0.4497470879999999|-0.0206090089999999|1|-0.004358975|-0.098027247|-0.433281391|1|0.653741315|-0.0480253509999999|-0.033696875|0.892249657|0|0.6791406640000001|-0.090461753|-0.110255801|0.356652646|0.0217611939999999|-71.01192632|14.01562806|87.14111344|0.320859336|206.6543367|9.026978489|0.0|0.7054709690000001|86.28460578|72.27889645|0.474826911|437.4108773|-15.55034592|0.294529031|7.546900716000001|14.37031118|0.904134124|-777.5172959|34.22402339|-264.6734075|15.27267945|1.0|0.0|1.0|0.0|4.72|17.0|2.78|0.0|123.67|0.0|1.0|5.0|-3.99|31.0|417.41|1.0|0.0|-4.32|0.000102|0.0424|4.81e-05|2.88|7.599999999999999e-08|5.2319|3.66|-1431.413697|-1431.380702|670.85|1120.94|0.4518|236.98|517.66|0.40663|-0.15677|-0.2139|0.03299488|-1431.246893|6.0|8.2218|8.2218
12h_a40|0|0.0|7.515889085|0|0|0.60499064|1.760542171|0.104392974|5.4161004020000005|-0.107711573|0|0.041915709|0.208938531|0.803557099|-0.289603712|-0.21893421|2|-0.002126898|0.127299624|-0.556229094|0|0.809398262|0.116873629|-0.335801908|0.845904643|1|0.839481749|-0.0954337969999999|-0.091448888|0.006997021|0.0117142839999999|-48.34705035|6.193088525|208.6717565|0.160518251|84.86252967|3.274152035|59.68939644|0.844008584|54.9311782|56.64687411|0.4958138139999999|443.8158546|-10.84365353|0.155991416|7.989299324|15.84593062|0.983394285|-357.8405665|24.30173133|-363.7398044|6.584127851|1.0|0.0|1.0|1.0|3.19|20.0|3.76|1.0|96.16|0.0|1.0|2.0|-6.25|23.0|361.25|0.0|1.0|-5.58|5.58e-07|0.0002009999999999|2.61e-06|4.75|1.44e-07|4.1508|4.14|-2153.207198|-2153.186757|548.82|910.77|0.3985|298.7|435.95|0.6503899999999999|-0.1092|-0.18432|0.02044063|-2153.123274|823.0|6.0846|6.0846
17a_a10|0|0.0|7.535296702|2|2|1.3438501040000002|2.118111229|-0.218519541|5.4161004020000005|0.021150127|3|0.036545455|-0.082914437|1.863045777|-0.2946568739999999|0.031632653|1|0.01029375|-0.225935253|-0.275154041|2|0.7019075779999999|0.029106767|0.054069767|0.8044827790000001|1|0.8538249840000001|-0.055423599|-0.082689376|0.463842217|0.020088947|-58.46202420000001|14.20303963|51.96456548|0.146175016|103.34686|10.04165819|87.61514901|0.564726042|76.48633670000001|53.38795048|0.4918223679999999|603.6608262999999|-11.80945728|0.4352739579999999|8.621193279|16.96492079|0.967815851|-743.9958084|29.57794442|-91.52361858|18.02431251|0.0|1.0|1.0|1.0|3.8|21.0|1.29|0.0|142.16|0.0|1.0|6.0|-3.68|35.0|468.55|1.0|0.0|-4.32|0.00021|0.0986|4.74e-05|2.43|4.74e-08|5.5285|3.95|-1524.557372|-1524.52012|767.6|1326.24|0.2142|224.26|603.73|0.32889|-0.16562|-0.21203|0.03725238|-1524.252023|49.0|7.3098|7.3098
