molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|nFaHRing|FNSA3|FPSA3|PNSA3|PPSA3|RPSA|TPSA_x|WNSA5|WPSA3|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GeomShapeIndex|PPSA1|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mg/ml)|PAINS|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|IC50|pIC50|pIC50
16a_a32|0.0|1|1|3.357452523|0|7.765993078999999|0|0.6094207620000001|0.0|0.205693867|-0.014399612|-0.0848387459999999|0|0.03995614|-0.053745649|-0.6911813920000001|-0.008098765|-0.058518519|3|3|-0.005552127|-0.107321286|-0.199563743|-0.707456102|0|0.859696525|0.8567078770000001|1|-0.090389538|0.020664867|-56.2527503|12.86051026|0.2434571689999999|151.5123947|-46.27170107|8.003570876|0.6968200370000001|-1.6726008419999998|-35.00816569|-23.13158502|69.11326055|0.450892763|2615.514164|470.82456669999993|-1040.921326|2992.60858|-14.39564033|0.8211379000000001|188.6800971|-647.803815|33.19592405|-244.9767673|1493.816582|532.685565|1.0|1.0|1.0|3.0|2.66|19.0|-7.3|5.32|3.79|1.0|0.0|108.86|1.0|1.0|-5.49|27.0|-6.85|1.0|1.0|0.00128|0.0|0.0|-0.0567299999999999|3.6314|3.6314|-1896.770883|664.67|1096.48|341.42|535.63|0.70245|0.70245|0.2859|-0.15045|1.3736|-0.20718|11.0|7.9586|7.9586
12w_a30|0.0|0|0|0.0|0|7.412764017000001|2|0.604983445|0.0|0.063514061|-0.007019432|-0.0316452179999999|2|0.044197531|-0.0999572419999999|-0.372029919|0.002431329|-0.04950715|1|1|0.001805829|-0.0493878409999999|-0.0857954809999999|-0.477636454|1|0.8149999040000001|0.83236194|0|-0.076611264|0.015446225|-52.53307388|10.59162334|0.147783603|101.3366249|-45.15435649|7.262777048999999|0.8077976990000001|-1.824621925|-36.02242934|-25.53389062|63.12469722|0.451478593|2999.810425|584.3729039|-1251.160641|2783.769563|-17.50883211|0.8230829059999999|131.7949495|-857.9327732|31.60926388|-422.1196298|1548.85393|685.6665849999999|1.0|1.0|1.0|1.0|0.0|17.0|-7.8|5.11|3.92|2.0|0.0|137.3|0.0|1.0|-6.58|31.0|-5.52|0.0|1.0|0.000123|0.0|0.0|-0.05682|5.0632|3.5585|-2494.932002|716.83|1211.28|244.87|577.06|0.31353|0.68423|0.1614|-0.15073|2.4229|-0.20755|15.0|7821.0|7821.0
47j_a18|0.0|0|0|0.0|0|7.03438793|1|1.251176464|0.0|0.070097424|-0.007807275|-0.068902246|0|0.033563218|-0.048528478|-0.569931053|0.00031105|0.0033281|0|0|0.002317206|-0.218974385|-0.331885553|-0.48833504|0|0.783538352|0.7444236670000001|0|-0.073041469|0.015967126|-56.816779|12.42035127|0.19348155|150.5035248|-57.32800549|9.661420661|0.764425062|-2.368604851|-44.19607713|-26.32095773|69.23713027|0.481373558|3172.831382|627.366638|-1842.467041|2064.803327|-20.47428768|0.928170101|183.246715|-1433.2001369999998|34.43235841|-411.3767328|2410.265089|1081.726154|1.0|0.0|1.0|3.0|0.0|18.0|-8.79|2.43|2.82|3.0|2.0|149.96|1.0|1.0|-5.83|37.0|-6.46|0.0|0.0|0.000743|1.0|0.0|-0.04423|3.1054|3.1054|-1625.413107|839.37|1459.55|399.25|776.31|0.6983600000000001|0.6983600000000001|0.5439|-0.1285|4.1619|-0.17273|35.0|7.4559|7.4559
9_a27|0.0|0|0|2.627701427|1|6.842683282|0|1.391067068|1.830911754|0.164227115|-0.0073742819999999|-0.050617284|2|0.042847222|-0.152086653|-0.331842668|0.00611794|-0.0447599329999999|1|1|0.00651856|-0.101933162|-0.171520296|-0.541535578|2|0.677253824|0.8214321609999999|1|-0.078270599|0.019589991|-40.3551562|10.10030794|0.2011355289999999|103.702486|-23.50038785|5.20756849|0.7892801540000001|-1.414471696|-20.80651808|-17.36382286|50.45546414|0.466349763|2256.4955670000004|411.8826346|-729.2805601|1463.168883|-8.952528705|0.873886547|108.6440173|-376.0062056|21.99956856|-298.297086|923.9818797|424.8821143|1.0|1.0|0.0|1.0|2.62|21.0|-7.06|3.85|3.04|0.0|0.0|97.46|0.0|1.0|-4.06|25.0|-6.33|0.0|1.0|0.0287|0.0|0.0|-0.0471|5.5421|4.1673|-1083.118736|549.64|945.35|223.71|425.08|0.35593|0.59444|134.0|-0.1716|2.7456|-0.2187|2.0|8699.0|8699.0
10_a32|0.0|1|1|3.294952523|0|7.765993078999999|0|0.6094207629999999|0.0|0.153272514|-0.016404762|-0.087497559|0|0.03995614|-0.020186906|-0.771023817|-0.0064007569999999|-0.047619048|3|3|-0.00369116|-0.1260956869999999|-0.229450999|-0.690879647|0|0.809370315|0.8607827790000001|1|-0.088310158|0.02575778|-54.55170955|15.91131724|0.237716043|146.8439966|-46.69945835|9.828875607|0.6946347429999999|-1.7133436169999998|-33.69815077|-24.0541214|70.46302679|0.449853016|2649.882742|470.8845962|-1058.381342|2980.525719|-14.85891856|0.81769605|188.6328503|-653.7924168|34.62844557|-240.4628923|1523.651605|513.9156315|1.0|1.0|1.0|2.0|3.12|19.0|-6.99|5.64|4.21|1.0|0.0|107.14|1.0|1.0|-6.04|27.0|-6.44|1.0|1.0|0.000366|0.0|0.0|-0.05434|3.6441|3.6441|-1916.631761|654.7|1086.09|340.24|533.89|0.70228|0.70228|0.2983|-0.15088|2.4919|-0.2052199999999999|7.0|8.1427|8.1427
9d_a31|0.0|0|0|3.456767212|0|7.765993078999999|1|0.61013528|0.0|0.036844743|-0.012442213|-0.043220149|0|0.0359583329999999|-0.057650507|-0.696763933|-0.002456634|-0.021171445|2|2|0.000127275|-0.134504227|-0.214049412|-0.550392027|0|0.8066174070000001|0.8343242820000001|0|-0.098210975|0.029032453|-66.96024848|19.79432796|0.305664196|208.401866|-55.58917047|13.49577391|0.6636195229999999|-1.793772606|-45.65350116|-23.07536346|86.75457645|0.457506946|2654.377004|473.3981899|-1222.994263|1932.363213|-15.732784099999998|0.8433415740000001|229.34422830000003|-833.8375571|34.77197803|-223.1115993|1842.914835|647.1500428999999|1.0|1.0|1.0|2.0|3.35|16.0|-7.63|6.04|4.09|2.0|0.0|112.97|0.0|1.0|-5.61|29.0|-6.36|0.0|1.0|0.0010199999999999|0.0|0.0|-0.03457|3.8478|3.8478|-1657.428165|727.27|1202.79|322.22|630.49|0.7006899999999999|0.7006899999999999|0.2611|-0.15969|2.6311|-0.19426|0.6|6.2218|6.2218
7_a47|0.0|0|0|0.0|0|0.0|0|1.304326965|0.0|0.00763426|-0.008206422|-0.143650735|2|0.04030303|-0.128433676|-0.3939082339999999|-0.0091074509999999|-0.0781924059999999|0|0|-0.00794321|-0.021071408|-0.04311702|-0.46105149|2|0.6995252890000001|0.817389583|1|-0.081264417|0.008915606|-45.82735481|5.027768049|0.152677268|86.09912617|-30.51603217|2.8353037860000003|0.816979353|-1.631279045|-25.84337052|-20.44278719|50.85512286|0.405265781|2491.885862|477.8297898|-919.9254234|1968.695833|-11.52827882|0.681423344|103.2106353|-518.7725468|25.02240371|-357.5076454|1126.008167|526.6144628999999|1.0|0.0|1.0|2.0|3.14|22.0|-9.45|5.63|6.52|2.0|0.0|111.28|0.0|1.0|-6.47|28.0|-4.8|1.0|1.0|0.000134|0.0|0.0|-0.05297|3.7203|3.7203|-1647.963177|604.84|1043.33|333.26|455.81|0.69314|0.69314|0.2144|-0.1544|3406.0|-0.2073699999999999|25.0|7.6|7.6
3p_a32|0.0|1|1|3.456037415|0|8.02059915|1|0.609420752|0.0|0.007752757|-0.008735261|-0.028895521|0|0.036666667|-0.050639647|-0.419292538|-0.000971341|-0.074544773|3|3|0.000920756|-0.146606489|-0.26891009|-0.53666614|0|0.737842269|0.8599558070000001|1|-0.070907174|0.021264377|-41.73212799|12.5150622|0.180429124|106.1908248|-34.21384146|7.365688817|0.6199678829999999|-1.28405753|-24.56127372|-17.1756096|54.24719019|0.416240891|2650.4178850000003|482.3550967|-755.7268222|3037.061498|-10.10863498|0.713035367|223.6663527|-444.779939|27.70403125|-141.21321609999998|1218.977375|530.5658569|1.0|1.0|1.0|1.0|2.6|19.0|-6.79|6.06|3.71|1.0|0.0|112.37|0.0|1.0|-5.11|27.0|-6.8|0.0|1.0|0.00308|0.0|0.0|-0.04963|3.6436|3.6436|-1879.527843|626.32|1057.58|340.28|471.04|0.7017100000000001|0.7017100000000001|0.3083|-0.15055|4.3094|-0.20018|26.0|7585.0|7585.0
12u_a36|0.0|0|0|3.508898495|0|7.412764017000001|2|1.270259304|0.0|-0.054501792|-0.006461999|-0.0407717229999999|2|0.042560386|0.033763276|-0.407105926|0.0042553209999999|-0.010669561|1|1|0.005035022|-0.099596099|-0.163978382|-0.438988314|1|0.901715152|0.8101678720000001|0|-0.07260571|0.017639065|-50.53295452|12.27663887|0.157772171|109.8080843|-46.98143813|8.544435884|0.77938748|-2.036750221|-35.17050511|-24.02645378|62.80959338|0.486156325|2831.106839|586.1833819|-1417.5607730000002|2455.7556010000003|-16.72220679|0.946117173|153.5444314|-986.6102007|30.82735404|-388.9026034|1818.813889|799.5563855|1.0|1.0|1.0|2.0|0.0|17.0|-7.38|3.85|3.01|2.0|0.0|138.33|0.0|1.0|-4.95|32.0|-6.19|0.0|1.0|0.0047799999999999|0.0|0.0|-53.0|3.8847|3675.0|-1350.865506|739.12|1254.5|319.16|590.18|0.69258|0.70272|0.0176|-0.15109|5.8702|-0.20409|16.0|7.7959|7.7959
12s_a36|0.0|0|0|3.486136149|0|7.412764017000001|2|1.297044029|0.0|-0.057853364|-0.007059109|-0.045035034|2|0.042804233|0.037454164|-0.4023692|0.002951176|-0.050363149|1|1|0.003962098|-0.104118159|-0.1763783589999999|-0.434472457|1|0.90414347|0.8060798779999999|0|-0.07216709|0.019457471|-46.58030248|12.55883918|0.169662191|109.5085883|-41.6829437|8.106112169|0.754198383|-1.901015959|-30.06529118|-23.15117315|59.13914165|0.4604765839999999|2710.355028|535.942162|-1227.012177|2294.468358|-14.94294208|0.853487672|158.6528381|-791.9759303|30.69639722|-328.1450742|1626.909053|662.0530478999999|1.0|0.0|1.0|2.0|0.0|17.0|-6.97|3.24|2.19|1.0|0.0|128.72|0.0|1.0|-4.16|30.0|-6.55|0.0|0.0|0.0274|0.0|0.0|-0.04908|3.8751|3.7604|-1272.236664|683.24|1150.67|319.95|523.72|0.6843600000000001|0.6928|0.0002|-0.15559|6.6068|-0.20467|9.0|8.0458|8.0458
4c_a49|0.0|0|0|0.0|1|7.535296702|1|1.343847672|2.102052126|-0.048954892|-0.0057600559999999|-0.044371138|2|0.03583878|-0.099764463|-0.339843311|0.001379959|0.006194124|1|1|0.00202792|-0.001005604|-0.001647802|-0.412652341|2|0.7745214140000001|0.7796063109999999|1|-0.087753156|0.012079228|-56.5385923|7.782541015|0.23840176|153.60017230000005|-35.82016427|5.014223225|0.724053828|-1.639519861|-36.42732137|-19.20596967|64.32113331|0.473304159|2719.702873|490.6910965|-1056.328332|1683.872161|-12.37423857|0.898629005|177.78970959999998|-680.5831211|26.5256103|-288.71184960000005|1458.908567|707.2397315000001|1.0|1.0|1.0|2.0|2.97|21.0|-7.97|3.55|3.19|1.0|0.0|120.43|0.0|1.0|-3.5|31.0|-7.53|0.0|1.0|0.13|0.0|0.0|-0.0623299999999999|5.74|3.8067|-1332.607539|705.55|1199.04|216.0|533.87|0.4164199999999999|0.67789|0.0821|-0.15925|3.4931|-0.22158|255.0|6.5935|6.5935
14_a4|0.0|0|0|0.0|1|7.535296702|1|1.399909181|1.947126795|-0.2248919089999999|-0.001935612|-0.04986736|1|0.0409444439999999|-0.0135414919999999|-0.069682036|0.009588001|0.117232935|1|1|0.008943549|-0.016862096|-0.039321879|-0.199315317|1|0.507307223|0.77505994|0|-0.065776751|0.013047382|-29.91067393|5.933038407000001|0.148961754|67.73740575|-14.69670456|2.697931638|0.768457211|-0.995039765|-13.60128622|-13.71135194|35.84371234|0.40126838|1911.448021|386.9927769|-452.4746139|1378.961008|-6.23496557|0.6701974079999999|105.2894945|-205.7538638|17.84270058|-244.1511936|588.8091192|280.2639278|1.0|0.0|1.0|0.0|2.39|17.0|-5.71|3.59|4.09|0.0|0.0|80.09|0.0|2.0|-3.4|21.0|-5.8|0.0|1.0|0.11|0.0|0.0|-0.03639|4.5233|4.2312|-918.9304744|475.32|794.51|274.1|353.16|0.53298|0.55975|0.1067|-0.17381|2.3797|-0.2102|1.32|5.8794|5.8794
14c_a22|0.0|0|0|0.0|1|6.842683282|0|1.42291727|1.596256692|-0.134137693|-0.005236206|-0.018518519|2|0.038137255|-0.026986769|-0.298463715|0.003784292|0.006275578|1|1|0.004362505|-0.0917078119999999|-0.160566657|-0.364626967|2|0.667111824|0.773044788|1|-0.067475189|0.024569649|-48.57709197|17.68831053|0.133423541|96.05497587|-41.50359456|12.73426132|0.66168729|-1.60155147|-34.9718749|-21.75466672|66.26540251|0.462147828|3079.4894480000003|623.8702703|-1152.997336|2092.7515510000003|-15.66173379|0.8592469290000001|243.5598613|-830.0718911|32.87756477|-232.8055235|1742.5109329999998|731.8178649|0.0|1.0|1.0|1.0|2.85|27.0|-9.28|3.9|4.18|1.0|0.0|128.77|0.0|1.0|-4.86|34.0|-6.96|0.0|0.0|0.00618|0.0|0.0|-0.07399|5.7361|3.6741|-1460.571156|715.52|1241.55|216.15|575.8|0.3078|0.69113|0.0694|-0.15408|7.3824|-0.22807|153.0|6.8153|6.8153
9_a4|0.0|0|0|0.0|1|7.535296702|1|1.300485838|2.130445484|-0.211556011|-0.00136737|0.016639331|2|0.040449735|-0.019160308|-0.064266379|0.010709527|-0.0454860859999999|1|1|0.009731833|-0.0475186259999999|-0.076824065|-0.172904817|2|0.625717993|0.801082857|1|-0.052625548|0.009037784|-28.63837014|4.918284148|0.062897208|34.22811902|-20.60179129|2.676487872|0.792890434|-1.113067849|-15.58475436|-14.08655666|33.55665428|0.43745176|2359.945586|509.9632679|-605.7219363|2012.840082|-7.665782805|0.777625327|112.7072422|-329.6286606|17.76608225|-318.7769026|763.9415367|489.7528555|1.0|1.0|1.0|0.0|3.37|21.0|-8.16|5.14|5.07|2.0|0.0|105.09|0.0|1.0|-4.76|26.0|-5.56|0.0|1.0|0.0062299999999999|0.0|0.0|-0.05256|4.7284|4.0137|-1489.533032|586.24|999.93|262.21|430.12|0.5182100000000001|0.6464|0.0584|-0.16948|4.4343|-0.22204|48.0|7.3188|7.3188
3h_a32|0.0|1|1|3.579396967|0|7.765993078999999|0|0.609420752|0.0|0.01077056|-0.005281944|-0.008243901|0|0.037731481|0.014517903|-0.269379119|0.002101838|-0.111111111|3|3|0.003284804|-0.071193103|-0.122769653|-0.531669815|0|0.84279263|0.7926338540000001|1|-0.07183387|0.0111539339999999|-44.97387528|6.98327435|0.12119737|75.87946135|-34.60714056|4.372100625|0.7734940029999999|-1.324325944|-28.15732254|-17.27367301|51.95714963|0.4089962629999999|2398.020434|550.2022886|-829.1363044|2911.160989|-10.81473143|0.692036677|141.8112711|-519.1071084|22.33200639|-342.4592076|1071.936307|593.0848817000001|1.0|1.0|1.0|1.0|3.88|19.0|-8.47|8.11|6.24|2.0|0.0|112.28|0.0|1.0|-8.23|26.0|-4.29|1.0|1.0|2.24e-06|0.0|0.0|-0.05318|3.5552|3.5552|-1790.663897|676.22|1127.45|348.74|578.86|0.70257|0.70257|0.2926|-0.1474099999999999|3.5952|-0.20059|7.0|8.1549|8.1549
14o_a23|0.0|1|1|0.0|2|7.423568444|0|1.197958066|3.133942289|0.18835477|-0.014680137|-0.301504331|2|0.046090147|0.135737344|-0.807407518|-0.002390707|-0.049105045|2|2|-0.0004039459999999|-0.0962526|-0.2952674819999999|-0.653629157|2|0.598213287|0.802854174|1|-0.072435569|0.018054548|-51.49843925|12.835973699999998|0.0959220569999999|68.19627862|-47.58321438|9.125801389|0.800301554|-2.165196042|-36.61307972|-30.18347529|64.33441296|0.48945652|3399.6213840000005|642.7588542000001|-1539.35724|2297.392496|-21.45909668|0.958697036|141.97663490000002|-1094.413931|37.71512766|-427.001863|1923.471511|676.4530574|0.0|1.0|0.0|1.0|3.62|26.0|-7.95|3.97|6.18|2.0|1.0|126.97|0.0|1.0|-6.89|35.0|-5.94|1.0|0.0|6.38e-05|0.0|0.0|-0.08059|3.6989|3.6989|-2042.161288|729.11|1236.72|335.19|582.89|0.58581|0.58581|385.0|-0.1517|5.9294|-0.23229|3.0|8.4815|8.4815
5e_a40|0.0|0|0|0.0|1|8.149890544|1|0.604912776|1.661964758|-0.091305805|-0.004925115|0.0601021459999999|0|0.044526749|-0.106497535|-0.162528785|0.009890343|0.029272031|2|2|0.008306061|0.005996234|0.010397494|-0.391074665|0|0.535506399|0.8092726020000001|1|-0.076883794|0.019851304|-36.56222854|9.440323938|0.135577249|64.47400829|-20.29110082|4.489363277|0.8223594679999999|-1.076691165|-17.38723451|-17.06741495|46.00255248|0.47779156|1986.384601|411.0778166|-512.0224486000001|512.5703164|-8.116440327000001|0.914944155|84.47727896|-243.4932098|20.75420252|-306.597267|622.6260756|264.9899736|1.0|1.0|0.0|0.0|2.73|14.0|-4.65|4.3|3.74|1.0|1.0|79.16|0.0|2.0|-4.78|20.0|-5.66|0.0|1.0|0.00505|0.0|0.0|-0.07231|3.7138|3.7138|-1637.180703|493.19|802.38|333.85|390.33|0.69675|0.69675|0.5262|-0.14786|7.87|-0.2201699999999999|25.0|7.6021|7.6021
3d_a12|0.0|0|0|0.0|0|0.0|1|1.28383852|0.0|0.092417272|-0.008186708|-0.053022041|3|0.038787879|-0.166233441|-0.360215148|-0.00259095|-0.058191686|0|0|-0.000643935|-0.1394967999999999|-0.237203828|-0.532019854|2|0.91670178|0.7697403429999999|0|-0.066850425|0.011128076|-34.34601551|5.717316796|0.145275317|74.63869204|-25.2986621|2.9374091630000003|0.77428353|-1.437621096|-17.64609244|-18.01493787|40.06333231|0.472404561|2148.979792|439.1353855|-738.6124526000001|1205.356874|-9.255608086|0.89539167|115.96727140000002|-379.4799315|23.26659057|-281.8395348|953.9302134|410.9162081|1.0|1.0|0.0|1.0|2.71|18.0|-7.51|3.37|2.19|0.0|0.0|100.28|0.0|1.0|-3.52|24.0|-6.22|0.0|1.0|0.0945|0.0|0.0|-0.06842|4.2114|3.7719|-1006.704001|548.21|918.3|294.4|411.35|0.53114|0.6572100000000001|0.1583|-0.15387|2.2068|-0.22229|25.0|7.6021|7.6021
12f_a40|0.0|0|0|0.0|1|7.515889085|0|0.604990261|1.768354671|-0.03356339|-0.006206277|-0.015621373|0|0.040501792|0.070099257|-0.235838511|0.008525796|-0.172869148|2|2|0.006841832|-0.033224348|-0.054891771|-0.397377446|0|0.679527138|0.777316288|1|-0.067004323|0.021549915|-37.02024147|11.90644165|0.090006088|49.72883796|-25.09213464|6.57837176|0.7314440520000001|-1.150781297|-20.45387851|-18.16607804|48.92668311|0.490421149|2383.68369|502.7764322|-635.8127312999999|628.5604981|-10.03685385|0.962404834|148.3785764|-351.2898849|24.83590915|-255.7481174|869.2568204|384.1423925|1.0|1.0|0.0|0.0|3.61|20.0|-7.32|5.35|5.44|2.0|0.0|98.25|0.0|1.0|-6.58|24.0|-4.76|0.0|1.0|0.0001|0.0|0.0|-0.07761|4.3313|2.8374|-2212.348599|572.63|951.55|286.25|487.85|0.6679999999999999|0.7029|0.3858|-0.11765|3.2818|-0.19526|0.38|6.4202|6.4202
12x_a36|0.0|0|0|3.494913155|0|7.412764017000001|2|0.629399587|0.0|-0.058295476|-0.007008724|-0.046532211|2|0.041767677|0.021670322|-0.40650598|0.00285431|-0.023932402|1|1|0.003710345|-0.07550872|-0.133106642|-0.4331246039999999|1|0.906423012|0.828393514|0|-0.0737521679999999|0.017625524|-49.60929169|11.85578416|0.163597165|110.0434027|-47.22198284|7.974776509|0.7768535409999999|-1.982993755|-33.36962015|-24.70107324|61.46507585|0.458792701|2884.428214|562.6051882|-1333.8579550000002|2391.802689|-16.61514211|0.847720832|150.09915149999998|-897.2176739|31.79630645|-372.4502879|1717.000548|725.9470896|1.0|1.0|1.0|2.0|0.0|17.0|-7.05|3.33|2.61|1.0|0.0|135.47|0.0|1.0|-4.85|31.0|-6.64|0.0|0.0|0.0061|0.0|0.0|-0.05311|3.8776|3.7364|-1670.419519|719.63|1209.23|319.74|569.01|0.6853600000000001|0.68112|0.0199|-0.1517099999999999|5.6653|-0.2048199999999999|7.0|8.1549|8.1549
19_a31|0.0|0|0|3.2411335510000003|0|7.401841579|0|0.61013725|0.0|0.062492295|-0.01001901|-0.086654127|0|0.0427124179999999|-0.044625452|-0.46087445|-0.005956522|-0.081641954|2|2|-0.0038998559999999|-0.081398052|-0.1751017789999999|-0.615878515|0|0.656654981|0.8558149140000001|0|-0.0909201569999999|0.014675044|-53.25742146|8.596058678|0.268735206|157.414423|-38.88650245|5.035230173|0.776211804|-1.586671445|-31.1960848|-21.12293613|61.85348014|0.446100738|2265.6917350000003|428.3459076|-929.4091898|1992.2502|-12.37297805|0.805382437|131.0862475|-544.4110343|27.21285095|-323.5878356|1197.365442|460.3754405|1.0|1.0|1.0|2.0|2.62|16.0|-7.39|5.8|4.33|1.0|0.0|97.25|0.0|1.0|-4.67|25.0|-6.41|0.0|1.0|0.0076799999999999|0.0|0.0|-0.04308|5.0344|3.9477|-1489.4951640000002|625.93|1028.58|246.28|537.66|0.5385300000000001|0.7005600000000001|0.2271|-0.16367|1.7076|-0.20675|1.8|5.7447|5.7447
12bg_a36|0.0|0|0|3.434779148|0|7.412764017000001|2|1.29692796|0.0|-0.040957653|-0.0076819|-0.044573523|2|0.044197531|0.057879142|-0.414822602|-0.001012333|-0.0206090089999999|1|1|-0.00097037|-0.101451485|-0.1716508239999999|-0.4459167329999999|1|0.884841888|0.836170906|0|-0.075439837|0.019606406|-51.74990566|13.44952052|0.159389648|109.3374477|-48.31008346|9.22604612|0.747867728|-1.847960372|-35.49918495|-25.35312333|65.19942617|0.46245521|2925.402039|576.6383913|-1267.656166|2915.548359|-17.39163005|0.860310096|172.9566471|-869.5815023|33.900544700000005|-340.0625449|1695.0272350000002|661.6709012|1.0|1.0|1.0|2.0|0.0|17.0|-7.76|3.99|3.19|2.0|0.0|133.77|0.0|1.0|-5.08|31.0|-6.26|0.0|1.0|0.00372|0.0|0.0|-0.0542299999999999|3.8944|3.8944|-2152.104584|703.94|1186.75|318.36|554.7|0.69395|0.69395|0.4409|-0.15743|6.6844|-0.21166|15.0|7.8239|7.8239
3q_a32|0.0|1|1|3.4364803|0|7.765993078999999|0|0.609420748|0.0|-0.017280695|-0.008072705|-0.04718311|0|0.03898374|0.02785755|-0.419780649|0.000773658|-0.098400506|3|3|0.002487149|-0.167040501|-0.295228244|-0.5448044360000001|0|0.751733573|0.853737093|1|-0.067604132|0.018527744|-41.72706804|11.43581616|0.15006201|92.62226328|-37.3203761|7.058489861|0.6349739010000001|-1.371465184|-25.7550561|-17.27560785|53.16288420000001|0.46136998|2649.276311|524.6043311000001|-846.5047848999999|3335.898591|-10.6629646|0.856561949|225.3038157|-522.4852655000001|27.20679986|-166.61896299999998|1333.133193|618.9134881|1.0|1.0|1.0|1.0|3.34|19.0|-7.31|6.43|4.72|1.0|0.0|115.37|0.0|1.0|-5.91|28.0|-6.35|0.0|1.0|0.000508|0.0|0.0|-0.04968|3.6236|3.6236|-1920.042674|666.16|1136.46|342.16|549.78|0.70216|0.70216|0.2897|-0.15001|4.1362|-0.19969|28.0|7.5528|7.5528
5_a47|0.0|0|0|0.0|0|0.0|0|1.304329328|0.0|0.019688132|-0.009295857|-0.188550227|2|0.037492877|0.003858593|-0.390426|-0.012670377|0.045246333|0|0|-0.011237954|-0.019811664|-0.0428873159999999|-0.454659897|2|0.7063295709999999|0.795032176|1|-0.087763105|0.009936558|-46.33853208|5.246458665|0.192042245|101.3974575|-27.93318665|2.770107005|0.781571204|-1.502972943|-24.46654029|-20.34777119|51.58499074|0.4736061789999999|2368.870941|426.5981263000001|-793.5630764|1349.003107|-10.74353333|0.8997183470000001|115.3294396|-418.9977997|26.03444329|-297.3367046|1015.343288|416.1194472|1.0|0.0|1.0|2.0|2.79|22.0|-8.68|4.73|5.96|2.0|0.0|101.51|0.0|1.0|-5.65|26.0|-5.19|1.0|1.0|0.000824|0.0|0.0|-0.05535|3.7083|3.7083|-1569.333281|561.61|951.68|334.35|401.16|0.69291|0.69291|0.2108|-0.15419|2.9121|-0.20954|0.02|7.7|7.7
13d_a5 (GW788388)|0.0|0|0|2.945204608|0|6.605297921|1|1.236844097|0.0|-0.0959854909999999|-0.005668173|-0.009710199|3|0.027375887|-0.092509033|-0.33442223|0.002956745|0.024793388|1|1|0.003668464|-0.010147323|-0.016337128|-0.3706975529999999|2|0.7333482170000001|0.78479342|0|-0.086824482|0.014571846|-57.42492153|9.637686167|0.2258962769999999|149.40573999999998|-36.95444874|6.374277851|0.669182121|-1.605106706|-37.98032007|-19.30187193|67.0626077|0.488398052|2834.036315|511.985152|-1061.602956|1377.863026|-12.76608229|0.954644629|218.7999323|-702.1345259999999|28.84397435|-223.7910275|1586.418589|723.0631751|0.0|1.0|1.0|2.0|2.74|23.0|-8.84|4.56|4.11|1.0|0.0|121.68|0.0|1.0|-4.35|32.0|-6.94|0.0|1.0|0.0189|0.0|0.0|-0.05542|4.6091|4.1706|-1390.548362|707.09|1206.73|269.0|532.01|0.42515|0.48848|0.1549|-0.17299|2.4867|-0.22841|18.0|7.7447|7.7447
2_a1|0.0|0|0|0.0|1|7.535296702|1|1.348828131|2.233384354|-0.049975995|-0.004621682|-0.014296455|1|0.0409444439999999|-0.1056298369999999|-0.175623923|0.001576763|0.101798469|1|1|0.003205156|-0.145015842|-0.326716897|-0.422863867|1|0.571324013|0.795932678|0|-0.0622285999999999|0.011282631|-28.32386891|5.135384136|0.191789935|87.29479691|-16.00805425|2.337413146|0.6944040029999999|-0.927245426|-12.89184641|-12.05838656|33.45925305|0.39830426|1884.85038|367.8635872|-422.0435297|1378.496713|-5.488475744|0.6619695520000001|139.0945801|-192.096651|17.36508791|-176.9692239|607.7780769999999|299.6692382|1.0|0.0|1.0|0.0|2.69|17.0|-6.18|4.0|4.12|0.0|0.0|79.77|0.0|1.0|-3.06|21.0|-6.04|0.0|1.0|243.0|0.0|0.0|-0.02966|4.0877|4.0877|-920.184721|489.42|807.98|303.31|355.79|0.7007899999999999|0.7007899999999999|0.2991|-0.1686|3.5853|-0.19826|5.8|5.2366|5.2366
