molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|nFaHRing|FNSA3|FPSA3|PNSA3|PPSA3|RPSA|TPSA_x|WNSA5|WPSA3|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GeomShapeIndex|PPSA1|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mg/ml)|PAINS|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|IC50|pIC50|pIC50
13b_a50|0.0|1|1|0.0|2|7.934155233999999|2|1.267593379|4.253030728|-0.067327798|-0.003876697|0.010464577|2|0.032833333|-0.0204949039999999|-0.263615417|0.010435712|-0.054716607|2|2|0.011379776|-0.173463805|-0.269353185|-0.319215353|1|0.749187803|0.788327682|1|-0.051509874|0.019899348|-36.81915624|14.22401427|0.093835987|67.07377798|-41.27630533|10.16729727|0.700410304|-1.696498291|-26.31826007|-19.24847021|51.04317051|0.4321103879999999|3036.874979|647.7242444|-1212.6536230000002|2147.355856|-13.75876844|0.7609056040000001|214.1461224|-866.8024118999999|27.48170624|-286.5057775|1731.347493|900.2031356000001|1.0|1.0|1.0|0.0|4.17|20.0|-7.23|4.24|5.12|2.0|0.0|133.36|0.0|1.0|-5.02|34.0|-6.3|0.0|0.0|0.0044|0.0|0.0|-0.02606|4.2315|4.1161|-1470.3699789999998|780.4|1339.39|293.0|617.26|0.65332|0.63872|0.1553|-0.1701599999999999|5.5271|-0.19622|1.83|5.7375|5.7375
47d_a18|0.0|0|0|0.0|0|7.03438793|1|1.251175994|0.0|-0.017398129|-0.006087337|-0.041876322|0|0.032916667|0.069914568|-0.480899596|0.003376831|0.016324953|0|0|0.005144085|-0.272202025|-0.406388629|-0.417659275|0|0.7640994990000001|0.7430748709999999|0|-0.06394156|0.015270278|-52.14267013|12.45251265|0.163000873|132.9229494|-58.06490563|10.15469843|0.69814381|-2.182899066|-42.52098397|-23.42233034|64.59518279|0.481311892|3304.705347|682.5509007|-1780.097106|1947.023498|-19.1002979|0.927940864|246.1558296|-1451.622641|33.54943497|-323.1621908|2549.757058|1255.618298|1.0|0.0|1.0|2.0|0.0|18.0|-8.83|2.81|3.21|3.0|2.0|159.67|1.0|1.0|-5.74|39.0|-6.57|0.0|0.0|0.000968|1.0|1.0|-0.04561|3.1079|3.1079|-1704.0327519999998|875.6|1544.09|398.94|817.06|0.69905|0.69905|0.5820000000000001|-0.12844|3.7605|-0.17405|8.0|8.0969|8.0969
6e_a40|0.0|0|0|0.0|1|8.421342866|2|0.604892975|1.75595616|0.128035402|-0.0148450439999999|-0.074872854|0|0.039160494|-0.15110197|-0.69771706|-0.0026177839999999|-0.205140551|2|2|-0.002992481|-0.020200684|-0.037027769|-0.6319354389999999|0|0.685858263|0.8361555479999999|1|-0.107312598|0.015875595|-70.52033811|10.43262695|0.25379524|166.7812216|-50.27304895|6.85578763|0.866991176|-2.095464821|-46.34235117|-32.02400144|80.95296505|0.441911406|3075.060648|490.3675161000001|-1377.032062|3854.417113|-21.04453212|0.791830204|87.40658058|-904.9148811|36.93694043|-482.3355765|1588.2884390000002|587.7345677999999|1.0|1.0|0.0|1.0|3.16|14.0|-4.63|5.02|3.72|2.0|2.0|125.15|1.0|2.0|-7.76|30.0|-6.09|1.0|1.0|8.31e-06|1.0|0.0|-0.09682|2.9549|2.9549|-2831.156883|671.95|1149.77|419.59|537.07|0.67187|0.67187|0.3625|-0.1195799999999999|8.3311|-0.2164|18.0|7.7447|7.7447
12a_a40|0.0|0|0|0.0|1|7.515889085|0|0.604990853|1.784989449|0.021610099|-0.00431394|-0.012791297|0|0.036587302|0.17758258|-0.14667395|0.01039129|-0.226763788|2|2|0.007890601|0.018655637|0.031326603|-0.4764003679999999|0|0.58630452|0.718281767|1|-0.064340227|0.011766311|-32.81611621|6.001293955|0.059120235|30.15370934|-19.46913691|3.060902482|0.85136964|-1.047769006|-16.73754566|-17.23885621|38.81741016|0.476055146|2185.594734|479.8867095|-534.4045424999999|600.1247016|-8.792513441|0.908597808|75.8074911|-272.5679167|20.24838026|-358.4254366|627.699788|323.26151960000004|1.0|1.0|0.0|0.0|3.39|20.0|-7.21|5.33|5.43|1.0|0.0|91.76|0.0|1.0|-6.41|22.0|-4.56|0.0|1.0|0.000134|0.0|1.0|-0.08015|3.0966|3.0966|-2097.8163050000003|530.55|875.15|400.39|429.21|0.6998800000000001|0.6998800000000001|0.3701|-0.12895|2491.0|-0.2091|1778.0|5.7501|5.7501
14t_a23|0.0|1|1|0.0|2|7.423568444|0|1.197962538|3.410065804|0.04919958|-0.005383494|-0.024472753|2|0.045277778|0.073534004|-0.290708696|0.01269616|-0.093434862|2|2|0.01180744|-0.074441567|-0.136106024|-0.4515027279999999|2|0.725800261|0.7629258809999999|1|-0.0553915009999999|0.017433037|-36.09926385|11.36130649|0.079043164|51.51331913|-33.66111722|7.404291213|0.799945841|-1.6643221380000002|-23.52629623|-21.69314909|47.46057034|0.465981891|2878.4071670000003|600.1979272000001|-1084.657455|2286.063655|-14.13766923|0.872595673|130.3775455|-706.8834616|27.11827225|-390.9561553|1355.9136119999998|666.0036144999999|0.0|1.0|1.0|1.0|3.49|26.0|-7.78|3.88|4.33|2.0|1.0|125.25|0.0|1.0|-5.85|31.0|-6.1|0.0|0.0|0.000608|0.0|0.0|-0.06666|3.9855|3.2060000000000004|-1669.21916|692.08|1184.43|311.09|534.86|0.5824199999999999|0.68886|0.0003|-0.15625|5.8672|-0.22291|4.0|8.3979|8.3979
1o_a5|0.0|0|0|2.923171926|0|6.605297921|0|1.427566509|0.0|-0.266637757|-0.002633927|0.033105871|2|0.025987654|-0.033273504|-0.1079910069999999|0.0057302559999999|-0.008511304|1|1|0.0051989459999999|0.038275248|0.06759341|-0.231165601|2|0.670787375|0.78144982|0|-0.079346457|0.01325562|-42.63505279|7.122612351|0.11569628|62.16682117|-21.04383087|3.827177229|0.699913551|-1.093295425|-22.90899675|-15.45942012|49.75766514|0.470590799|2238.291862|475.1609233|-587.4579645|833.537568|-8.306775343|0.8888980340000001|161.2447749|-315.657463|22.08761368|-214.8381946|839.3293197999999|393.5487205|1.0|1.0|1.0|1.0|2.2|23.0|-8.11|4.48|4.07|0.0|0.0|95.2|0.0|1.0|-4.08|25.0|-6.3|0.0|1.0|0.0269|0.0|0.0|-0.07037|4.5011|4.1692|-1043.536121|561.04|938.37|275.45|443.88|0.4988899999999999|0.5492100000000001|0.0071|-0.1693599999999999|4.7435|-0.23973|35.0|7.4559|7.4559
8a_a8|0.0|0|0|3.150966553|1|7.535296702|1|1.400027874|1.4114120369999998|-0.021925912|-0.014658222|-0.1950388569999999|1|0.040243056|0.027531877|-0.732911106|-0.0075336219999999|-0.0298924089999999|1|1|-0.005306541|0.055198015|0.089375589|-0.5028388229999999|1|0.76592324|0.762577159|0|-0.131795179|0.034374791|-78.93428863|20.58762475|0.449170525|269.0155755|-42.60049244|12.33026525|0.76420633|-2.256502762|-47.27503672|-29.37948733|99.52191337|0.481294455|2802.374154|329.9007832|-1351.456417|1746.6927010000002|-17.59585557|0.927876056|141.2206861|-809.4093564|38.44444383|-316.4749864|1768.444416|529.053307|0.0|1.0|1.0|2.0|2.64|23.0|-6.76|3.13|2.72|1.0|0.0|109.21|0.0|1.0|-4.4|30.0|-7.04|0.0|0.0|16.0|0.0|0.0|-0.06922|4.6017|3.1039|-1367.744724|620.68|1061.5|269.43|476.69|0.4927399999999999|0.7036899999999999|0.1729|-0.13015|5.4201|-0.19937|11.34|4.9454|4.9454
17c_a50|0.0|1|1|0.0|2|7.934155233999999|2|1.347835869|4.349159921|-0.212075666|-0.002676029|0.024219848|2|0.031870748|0.021572081|-0.1766179239999999|0.01130519|-0.120904775|2|2|0.012222674|-0.233451925|-0.373205592|-0.2256811219999999|1|0.762883243|0.774994313|1|-0.051905615|0.021675174|-35.70979598|14.91199042|0.10280106|70.72462009999998|-34.87982686|10.25908547|0.569750429|-1.32648017|-24.567468100000003|-14.96042594|50.6217864|0.49503436|2951.495914|617.2509739|-912.5859825|2014.72331|-10.29240792|0.98033276|296.00120400000003|-627.8368834|26.25785813|-95.97318605|1601.729346|849.1345426000001|0.0|1.0|1.0|0.0|3.61|20.0|-6.79|3.59|3.53|1.0|0.0|134.28|0.0|1.0|-3.8|33.0|-6.96|0.0|0.0|0.0698|0.0|0.0|-0.03121|4.2397|4.0432|-1411.157813|746.5|1289.05|292.44|596.23|0.63122|0.66213|0.1801|-0.16697|6.3989|-0.19818|69.0|7.1612|7.1612
47i_a18|0.0|0|0|0.0|0|7.03438793|1|1.251177255|0.0|0.053794607|-0.006882626|-0.066917145|0|0.037484277|-0.037689885|-0.440488042|-0.000919158|-0.040514277|0|0|0.000427479|-0.106018078|-0.162274487|-0.499939719|0|0.742536498|0.744472118|0|-0.0780255879999999|0.009745543|-54.34379065|6.787641686000001|0.196924826|137.1555392|-43.46880696|4.727502734|0.8608685909999999|-2.150617629|-37.84973202|-24.55535669|61.13143233|0.487446923|2795.907966|559.3312455|-1497.876758|1333.332089|-17.10248143|0.951017454|96.90318745|-1043.251367|28.52393145|-502.6804099|1739.959818|855.7438937000001|1.0|0.0|1.0|3.0|0.0|18.0|-8.98|3.28|2.8|3.0|1.0|134.83|0.0|1.0|-5.18|33.0|-6.36|0.0|1.0|0.0029|0.0|0.0|-0.05062|3.2321|3.2321|-1416.233978|744.95|1297.7|383.61|664.78|0.69175|0.69175|0.5085|-0.13237|2.7749|-0.18299|19.0|7.7212|7.7212
11c_a5|0.0|0|0|2.930680267|0|6.605297921|0|1.427567332|0.0|-0.2117133739999999|-0.004590583|-0.050049777|2|0.027388889|-0.0859098|-0.224938556|0.005090155|-0.023856811|1|1|0.005383056|-0.011677718|-0.018887528|-0.269653478|2|0.679183645|0.8020105409999999|0|-0.078909483|0.01785211|-47.99592739|10.85837291|0.19527649|118.7750305|-32.31269264|6.604499968|0.707039635|-1.484812761|-29.19305715|-19.63310772|58.854300300000006|0.448016491|2497.685314|489.4652669|-903.1229552|926.234805|-11.94164728|0.811648325|178.1902995|-549.3157749|27.76804404|-251.8596984|1277.330026|523.8031619|1.0|1.0|1.0|1.0|2.14|23.0|-8.47|4.79|4.17|1.0|0.0|106.79|0.0|1.0|-4.13|28.0|-6.59|0.0|1.0|0.0273|0.0|0.0|-0.04315|4.5035|4.2087|-1218.454079|636.14|1071.71|275.3|512.32|0.60118|0.6267699999999999|0.2186|-0.1713299999999999|2.5278|-0.21448|25.0|7.6021|7.6021
12_a47|0.0|1|1|2.903215905|0|6.605297921|0|1.304330736|0.0|-0.155854903|-0.005522244|-0.078935336|2|0.036632997|0.001435849|-0.209845277|-0.0047488359999999|0.0295267039999999|1|1|-0.004332024|-0.006318684|-0.015039637|-0.326846977|2|0.6505449670000001|0.8288334490000001|1|-0.084846808|0.018014416|-44.18983348|9.382250925|0.2159289589999999|112.4599133|-24.91541818|4.886454935|0.680723821|-1.1940921|-23.01490672|-17.76874008|53.5720844|0.4792593739999999|2266.78114|408.3591283|-621.9059029|702.3796319|-9.25429818|0.920341815|166.28511369999998|-323.9004363|26.10271529|-188.2488142|913.5950352|335.1175012|1.0|0.0|1.0|2.0|1.67|21.0|-8.11|4.19|4.98|0.0|0.0|91.63|0.0|1.0|-4.51|24.0|-5.94|0.0|1.0|0.0106|0.0|0.0|-0.0623|4.2907|3.9538|-1488.064043|537.79|886.46|288.96|400.09|0.66387|0.68557|0.2241|-0.1633|2.1019|-0.2256|6.0|8.2|8.2
4r_a46|0.0|0|0|0.0|1|7.832410927000001|1|1.13129629|2.051582577|-0.173617329|-0.002826188|-0.074041799|2|0.044728682|-0.15196733|-0.141309389|0.006236535|-0.048758575|1|1|0.0061041|-0.055572881|-0.086905208|-0.246070691|2|0.7794598220000001|0.810646641|0|-0.079297367|0.011446215|-42.06465252|6.071841742999999|0.152180218|80.72661483|-22.88867429|3.220912917|0.7146312779999999|-1.220098292|-22.31391864|-13.77068362|48.13649426|0.456487948|2137.47734|449.7405899|-647.2221302999999|1451.6122289999998|-7.304896049|0.839885604|151.3787482|-343.3301143|19.26963463|-227.7097083|905.6728276|496.0386301|0.0|0.0|1.0|1.0|2.89|17.0|-6.25|3.56|3.43|0.0|0.0|97.9|0.0|1.0|-3.09|25.0|-6.83|0.0|0.0|271.0|0.0|0.0|-0.03073|4.5209|4.5209|-1069.419677|571.75|986.04|274.25|467.85|0.69085|0.69085|0.1404|-0.18999|2.6630000000000003|-0.2207199999999999|1413.0|5.8499|5.8499
1e_a5|0.0|0|0|2.953259375|0|6.605297921|0|1.427503886|0.0|-0.260066152|-0.001975193|-0.009075016|2|0.027873016|-0.080321049|-0.084933308|0.008031558|-0.040441176|1|1|0.007357977|0.034752304|0.0578378779999999|-0.201027861|2|0.71274658|0.771487328|0|-0.06795194|0.008587563|-35.30075748|4.461204261000001|0.1194205|62.03846573|-18.81719677|2.317577542|0.7473936259999999|-1.115605324|-18.33860051|-14.48881117|39.76196174|0.482579989|2107.092939|457.4574833|-579.5524467|827.4861275000001|-7.526878708|0.932665879|131.2279879|-301.0751483|19.38578369|-257.0399733|775.4313476|409.0289917|1.0|0.0|1.0|1.0|2.17|23.0|-8.41|4.99|4.51|0.0|0.0|95.45|0.0|1.0|-4.25|24.0|-5.77|0.0|1.0|0.0174|0.0|0.0|-0.04186|4746.0|4.4292|-990.6006645|560.58|935.47|261.24|427.87|0.56258|0.51802|0.1355|-0.18105|1916.0|-0.22291|191.0|6719.0|6719.0
46_a18|0.0|0|0|0.0|0|7.03438793|2|1.251088279|0.0|-0.001181461|-0.005378956|-0.018808538|1|0.03531746|-0.046124025|-0.3872848129999999|0.002300582|-0.052591109|0|0|0.003512954|-0.1483628609999999|-0.224171123|-0.448177615|0|0.7100921609999999|0.729629263|0|-0.069742249|0.008975181|-49.54738918|6.376289807000001|0.173455401|123.2289237|-38.60388092|4.5299444310000005|0.782232748|-1.988633091|-35.20023815|-20.77641329|55.92367899|0.4548138479999999|3052.94234|587.2068577|-1412.796104|1848.661552|-14.76030741|0.8342358790000001|154.7096476|-1003.700904|26.56039822|-401.0164861|1806.107079|1056.535856|0.0|0.0|1.0|2.0|0.0|18.0|-8.82|3.68|3.3|2.0|1.0|151.14|0.0|1.0|-5.68|36.0|-6.14|0.0|0.0|0.000999|0.0|0.0|-0.04995|3225.0|3225.0|-1532.968527|765.33|1380.79|384.45|635.89|0.69181|0.69181|0.4249|-0.13224|2656.0|-0.18219|186.0|6.7305|6.7305
4_a47|0.0|0|0|0.0|0|0.0|0|1.304464196|0.0|0.004633887|-0.008204735|-0.121159855|2|0.038479532|-0.158636969|-0.3692130839999999|-0.007295208|0.011775922|0|0|-0.006506051|-0.017555555|-0.027355932|-0.462831711|2|0.893350891|0.783871003|1|-0.07804769|0.007772995|-42.46254967|4.22896799|0.1257991219999999|68.44214684|-27.39669054|2.300808176|0.806604393|-1.48090111|-23.10213311|-19.18327632|46.69151766|0.402148382|2306.463316|475.6168721|-805.6976052|1528.797085|-10.43683449|0.67265584|105.2186243|-438.3470487|23.78275706|-333.62177030000004|998.8757964|471.7712484|1.0|0.0|1.0|2.0|3.01|22.0|-8.79|4.83|5.71|2.0|0.0|106.52|0.0|1.0|-5.92|26.0|-4.99|0.0|1.0|0.0004379999999999|0.0|0.0|-0.05606|5.7708|3.73|-1509.4201369999998|576.9|988.42|214.85|432.89|0.45947|0.69157|0.2221|-0.1547|4.2607|-0.21076|32.0|7.5|7.5
12av_a36|0.0|0|0|3.4520047430000003|0|7.412764017000001|2|1.297042752|0.0|0.049150854|-0.009925128|-0.081537769|2|0.04250591|0.06882889|-0.605432791|-0.00233752|-0.039627578|1|1|-0.000472698|-0.126068378|-0.213993335|-0.507136551|1|0.859938421|0.8076780109999999|0|-0.082283524|0.021666882|-57.31621925|15.09249582|0.247552267|172.4374372|-51.2347934|10.51297704|0.671916917|-2.006269572|-39.92474833|-24.51766365|72.40871507|0.491188387|3011.024457|524.1323793|-1397.506828|2354.591519|-17.07826447|0.965363947|228.5327731|-973.4610746|36.48912989|-239.5042702|2079.880404|757.7532208|0.0|0.0|1.0|3.0|0.0|17.0|-6.93|2.38|1.65|1.0|0.0|138.06|0.0|1.0|-3.54|33.0|-7.66|0.0|0.0|128.0|0.0|0.0|-0.05307|4.8408|3.4402|-1440.945099|733.21|1247.28|256.12|588.31|0.43212|0.70455|0.0027|-0.14122|4.7666|-0.19429|39.0|7.4089|7.4089
11a_a50|0.0|1|1|0.0|2|7.927685046000001|1|1.397733996|4.088412042|-0.156121881|-0.002914262|-0.014702942|1|0.038040936|-0.04339705|-0.134056065|0.011959339|-0.129547471|2|2|0.012037198|-0.162848233|-0.277408878|-0.267331063|1|0.701976536|0.792574879|1|-0.048213112|0.01848869|-25.48858279|9.774322692|0.0828728879999999|43.81199235|-19.89396594|5.167341939|0.6543614329999999|-1.067705728|-13.47492066|-13.43949068|35.26290548|0.463749257|2286.226222|484.8529701000001|-564.4586084|1550.320581|-7.104987834|0.864799282|182.7270002|-298.409489|20.53832944|-163.21096210000002|862.6098364|439.9973344|0.0|1.0|1.0|0.0|2.8|20.0|-5.87|3.09|3.73|0.0|0.0|99.65|0.0|2.0|-3.58|25.0|-6.24|0.0|1.0|0.0862|0.0|0.0|-0.03284|4.0636|4.0636|-1045.954278|574.01|963.2|305.11|437.9|0.65485|0.65485|0.1761|-0.16769|5.4342|-0.2005299999999999|59.0|7.2291|7.2291
6_a3|0.0|0|0|0.0|0|6.823286122000001|0|0.605016564|0.0|0.155665791|-0.008934536|-0.106234254|2|0.038650794|-0.025021661|-0.330577816|-0.007540435|0.032782484|1|1|-0.006696449|0.020589494|0.036673175|-0.594308852|2|0.881253042|0.790667152|1|-0.1042506469999999|0.010921391|-52.01903278|5.449560482000001|0.216677977|108.118071|-24.56680878|2.7192240510000003|0.80281499|-1.282699916|-25.95647951|-18.8247694|57.46859326|0.387883362|2196.107822|390.8623623|-640.0421597|1899.385061|-9.393191593|0.633675574|98.39146166|-319.3685142|23.4484528|-302.19751|797.2473951000001|353.7528308|1.0|1.0|1.0|1.0|2.65|21.0|-7.48|4.96|4.66|1.0|0.0|95.5|0.0|1.0|-5.44|23.0|-5.68|0.0|1.0|0.00124|0.0|0.0|-0.06529|5.8279|3.3963|-1731.7043199999998|524.88|884.88|212.74|366.93|0.3369|0.69323|129.0|-0.1465|2.8131|-0.21179|1778.0|5.7501|5.7501
12at_a36|0.0|0|0|3.4361495580000003|0|7.412764017000001|2|1.297042863|0.0|-0.04229234|-0.010886502|-0.073048351|2|0.039952719|0.054794728|-0.653190113|-0.001148437|-0.037590959|1|1|0.000906224|-0.136151085|-0.227404687|-0.48127276|1|0.817851296|0.8384626709999999|0|-0.084721769|0.029516069|-58.66704838|20.43891035|0.248143308|171.8311073|-53.05210062|14.1532755|0.6744421970000001|-2.102121151|-40.6250081|-25.99374995|79.10595873|0.49342323|3041.832389|520.6361161|-1455.649997|2388.600265|-17.99981985|0.974034457|225.4381077|-1007.989912|38.54110857|-241.591008|2158.30208|735.3783268|1.0|0.0|1.0|2.0|0.0|17.0|-6.62|2.7|1.67|1.0|0.0|135.03|0.0|1.0|-4.18|33.0|-7.18|0.0|0.0|0.0289|0.0|0.0|-0.05703|4.7133|3.8408|-1460.797444|733.29|1238.61|263.05|589.75|0.42968|0.6802600000000001|0.2076|-0.15607|6.4676|-0.2131|78.0|7.1079|7.1079
14r_a23|0.0|1|1|0.0|2|7.423568444|0|1.197963203|3.201732471|-0.009140243|-0.006323791|-0.06921746|2|0.045277778|0.014148395|-0.322513347|0.007671236|-0.064006338|2|2|0.0075222369999999|-0.073945564|-0.17267308|-0.454010253|2|0.616699629|0.7837821840000001|1|-0.062618931|0.019185345|-40.32463891|12.35476415|0.133777381|86.14846171|-35.61466281|7.956082857|0.7882228370000001|-1.717628177|-25.96781003|-23.53402098|52.67940305|0.4661909429999999|2945.137191|557.8203557999999|-1106.098986|2306.754114|-15.15517566|0.873329024|136.37788909999998|-712.2932561000001|29.85706563|-371.2130393|1403.282085|599.5697147999999|0.0|1.0|1.0|1.0|3.06|26.0|-7.67|3.78|4.58|2.0|1.0|120.24|0.0|1.0|-5.58|31.0|-6.31|0.0|0.0|0.00114|0.0|0.0|-0.06842|5.9406|3.1797|-1729.1326809999998|678.08|1145.51|208.71|513.71|0.30482|0.68115|0.0008|-0.15536|6.2620000000000005|-0.22378|5.0|8.2684|8.2684
12ae_a36|-3.3501500230000003|0|0|3.412870974|0|7.412764017000001|2|0.299253957|0.0|0.069118289|-0.009867085|-0.351827031|2|0.041555556|0.087069205|-0.611759277|-0.006862238|0.006615826|1|1|-0.001160331|-0.15024383|-0.261631709|-0.513686975|1|0.8183043390000001|0.831101086|0|-0.085851235|0.023873046|-63.96145017|17.78605328|0.2837586789999999|211.4077529|-58.64180087|13.25108213|0.6849975640000001|-2.11297219|-47.65297933|-27.14173115|81.74750345|0.465246185|3486.122819|533.6188092|-1574.220407|2634.745208|-20.22131065|0.870019385|234.6851816|-1172.836017|39.62310606|-275.6561988|2298.140152|805.2286932|0.0|0.0|1.0|3.0|0.0|17.0|-6.87|1.28|2.15|1.0|0.0|142.02|0.0|1.0|-3.85|34.0|-8.03|0.0|0.0|0.0668|0.0|0.0|-0.0548899999999999|5235.0|3.8664|-1876.152311|754.15|1281.69|236.84|615.71|0.40141|0.68591|0.3366|-0.1566|6.7458|-0.21149|15.0|7.8239|7.8239
9g_a40|0.0|0|0|0.0|1|7.515889085|0|0.604992427|1.849105962|-0.058811055|-0.0054957819999999|-0.0220464379999999|0|0.043730159|0.07954859|-0.225327061|0.011921308|-0.145879501|2|2|0.0115573539999999|-0.037217966|-0.062672355|-0.383703998|0|0.694156166|0.764275277|1|-0.063539055|0.021367335|-33.47455057|11.25704374|0.09545843|50.29077056|-21.93596333|5.930596229|0.740240206|-1.185495647|-17.63553984|-16.43578193|44.73159432|0.476386801|2169.234651|476.5434822|-624.5597134|349.4421673|-8.658932892000001|0.909806709|136.8503571|-329.0394499|22.20330888|-253.1335385|843.7257374|384.6422631|0.0|0.0|1.0|1.0|1.78|22.0|-6.43|2.91|2.93|0.0|0.0|87.53|0.0|1.0|-2.49|23.0|-7.17|0.0|0.0|977.0|0.0|0.0|-0.0624|3.0778|3.0778|-1332.476347|559.04|923.42|402.84|469.6|0.70233|0.70233|0.3563|-0.12765|3.4787|-0.19005|3548.0|5.45|5.45
8d_a12|0.0|1|1|2.976279182|0|6.580639137|1|1.283835213|0.0|0.057525383|-0.0076893469999999|-0.048642535|2|0.038347953|0.0276482139999999|-0.376778003|0.000925796|-0.046326855|1|1|0.001575111|0.00930483|0.016135176|-0.484923957|1|0.8857286320000001|0.751098108|1|-0.077834742|0.011348654|-43.27410838|6.309558958999999|0.141289888|78.55353315|-32.00762818|3.507952014|0.8338637040000001|-1.760326118|-24.05928792|-21.74879802|49.58366734|0.465113852|2466.513191|477.4206699|-978.6959108|1288.818257|-12.09177064|0.8695567329999999|92.36749461|-544.129679|26.08195789|-371.2392138|1173.6881050000002|503.2240425|1.0|1.0|1.0|2.0|2.23|21.0|-8.37|3.87|2.67|2.0|0.0|112.14|0.0|1.0|-4.58|27.0|-5.96|0.0|1.0|0.0093|0.0|0.0|-0.05488|4.2383|3.7397|-1138.256361|600.2|1007.85|292.53|433.32|0.6661|0.4997399999999999|0.0853|-0.15306|2.1281|-0.20794|25.0|7.6021|7.6021
14m_a23|0.0|1|1|0.0|2|7.423568444|0|1.197955072|3.1160758160000004|0.05521348|-0.008929306|-0.272389934|2|0.0431917209999999|0.028217372|-0.482182526|0.001027627|-0.050626415|2|2|0.001951778|-0.07256543|-0.226146643|-0.527662006|2|0.560094237|0.798384929|1|-0.072795329|0.017992415|-50.63012925|12.51396625|0.0741882|51.59888942|-43.19105542|8.703631619|0.7958339090000001|-1.964289314|-35.21393496|-27.32379205|63.1440955|0.476833897|3255.247038|643.9145427|-1366.189602|2263.262957|-19.00406438|0.911438824|142.0002583|-950.2032192|34.33353583|-411.5129154|1716.6767920000002|658.8108151|1.0|1.0|1.0|1.0|3.17|26.0|-8.23|4.42|6.19|2.0|1.0|125.29|0.0|1.0|-6.38|34.0|-6.06|1.0|0.0|0.000198|0.0|0.0|-0.08347|3.6774|3.6774|-1966.945041|707.56|1209.21|337.15|572.31|0.65552|0.65552|0.3335|-0.15208|6.1522|-0.23555|3.0|8.5171|8.5171
12d_a30|0.0|0|0|0.0|0|7.412764017000001|2|0.604984421|0.0|0.041181359|-0.006335328|-0.033312179|2|0.042804233|-0.092984185|-0.354778373|0.005613018|-0.075816941|1|1|0.005965451|-0.053644471|-0.09353607|-0.4562256979999999|1|0.8414737059999999|0.8017873000000001|0|-0.073829724|0.015567102|-47.69710881|10.05700314|0.156990075|101.4221952|-39.33285959|6.497247279|0.8143892140000001|-1.884794029|-30.81433963|-23.41646662|57.75411196|0.4572733479999999|2784.836855|544.6198897999999|-1217.656264|2323.480646|-15.12802292|0.84254817|119.91237920000002|-786.6571918999999|28.75340957|-406.2173266|1495.177298|686.039456|1.0|1.0|1.0|1.0|0.0|17.0|-7.01|4.35|2.93|2.0|0.0|132.24|0.0|1.0|-5.66|30.0|-5.81|0.0|1.0|0.0009119999999999|0.0|0.0|-0.05119|3.4821|3.4821|-1615.063947|695.57|1176.22|356.06|545.94|0.68608|0.68608|149.0|-0.1479099999999999|4434.0|-0.1991|11.0|7.9508|7.9508
10_a47|0.0|0|0|0.0|0|0.0|0|1.381868067|0.0|-0.003570214|-0.008013899|-0.166367455|2|0.042276423|-0.169242585|-0.384667159|-0.008120645|0.007193585|0|0|-0.0065562469999999|-0.021926603|-0.045289209|-0.45272733|2|0.7027461220000001|0.754096463|1|-0.076311525|0.00951788|-40.80144983|5.088920549|0.158929034|84.97451737|-26.77924406|2.720890925|0.801882632|-1.592488524|-21.81529334|-18.9212254|45.89037038|0.411647394|2355.515804|449.6950454|-851.455143|1567.859561|-10.11660331|0.699661037|105.9273263|-455.247149|23.5960035|-322.8149102|1061.820157|498.0016816|1.0|0.0|1.0|2.0|2.97|22.0|-8.85|5.12|5.92|2.0|0.0|106.43|0.0|1.0|-5.75|27.0|-5.08|1.0|1.0|0.000638|0.0|0.0|-0.0486399999999999|5.7693|3.7236|-1188.3744|579.86|997.16|214.9|426.55|0.53909|0.69212|0.2175|-0.15445|1.9281|-0.20309|13.0|7.9|7.9
