molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|SRW09|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|JGI4|SaaaC|ATSC1c|AATSC1are|AATSC8d|n5aRing|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA3|PPSA3|RNCS|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|FNSA2|WNSA3|PNSA4|GRAVp|PNSA2|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50
8a_a12|0|0|0|0.0|0.0|1|1|1.283813597|0.0|-0.00771093|0.0|0.0420317459999999|0.0|-0.362413703|-0.001510006|-0.084035283|0|-0.226106307|-0.5385001079999999|2|0.913877696|0.763500863|0.862306783|0|0.892656426|-0.05926895|-0.093050281|0.221703535|-30.69873711|5.354053791|46.32568673|0.107343574|55.59930083|-24.96342938|2.773166902|0.0|-1.4888045019999998|-15.90061008|-17.52581709|2212.38965|-771.1359521|0.208569274|9.607296424|0.878904705|4806.044707999999|974.3568539|464.1781753|7.257889351|1.0|1.0|0.0|1.0|1.0|3.06|0.15|18.0|-7.89|2.5|50.17|0.0|0.0|1.0|3.0|-3.9|4.0|0.0|1.0|-4.21|0.000125|0.0408|6.19e-05|3.18|0.0|1.28e-08|4.2e-06|-0.06246|3.9091|3.41|-1046.0428949999998|-1046.0210880000002|556.3|952.71|317.17|0.2486|317.17|424.14|0.6309100000000001|0.6309100000000001|-1045.851982|-0.15696|3.6588|-0.2194199999999999|5.4032|199.0|6.7011
14a_a25|0|0|0|0.0|6.842683282|0|0|1.420015394|1.667057351|-0.004483962|4.727387819|0.038167849|1.975771616|-0.255585831|0.006085806|-0.019985937|1|-0.077269115|-0.365062041|2|0.6716839040000001|0.7385460309999999|0.653818362|1|0.850426305|-0.069657015|-0.084207356|0.326595394|-45.72658614|8.449104086|107.22698590000002|0.149573695|98.18816423|-36.28756839|5.546443318|58.18995584|-1.76835447|-30.017374100000005|-21.90268583|2844.993903|-1160.842349|0.193247006|14.55676745|0.969421506|6315.975408|1438.906775|712.1606951|8.689513304|1.0|1.0|1.0|1.0|1.0|3.06|0.08|27.0|-9.59|4.92|72.7|0.0|0.0|1.0|6.0|-5.39|4.0|0.0|1.0|-5.29|4.03e-06|0.0016899999999999|5.13e-06|4.16|0.0|2.58e-10|1.08e-07|-0.05083|5.3631|5.79|-1352.298438|-1352.265931|689.55|1202.13|314.05|0.3529|231.18|548.29|0.42461|0.6714|-1352.024616|-0.16347|3.0824|-0.2143|4.1656|207.0|6684.0
17e_a50|0|1|1|0.0|7.934155233999999|2|2|1.320916122|4.3906140030000005|-0.0020746479999999|5.82008293|0.031870748|2.2384546640000003|-0.141076059|0.012036705|-0.114420412|2|-0.310566368|-0.229030473|1|0.7596299459999999|0.7409645029999999|0.736221185|1|0.930108205|-0.046347299|-0.073011385|0.4239465089999999|-32.24487658|8.950665784|10.68364489|0.069891795|48.62532158|-35.33972521|6.227183052000001|86.98647608|-1.67926185|-22.43349867|-18.5444588|2883.936138|-1168.300905|0.196328886|16.70124474|0.960006062|6301.28046|1453.705234|904.3172644|7.135108233|0.0|1.0|1.0|1.0|0.0|4.23|0.37|20.0|-7.33|4.68|51.77|0.0|0.0|1.0|6.0|-4.87|4.0|0.0|0.0|-5.18|1.34e-05|0.00589|6.58e-06|4.08|0.0|4.63e-08|2.03e-05|-0.03156|4.2373|3.8|-1375.295877|-1375.268259|757.34|1312.91|307.67|0.1809|292.6|602.89|0.6322800000000001|0.66478|-1374.927998|-0.16649|6.7175|-0.19805|8.8326|155.0|6.8097
47n_a18|0|0|0|0.0|7.03438793|1|1|1.251175627|0.0|-0.007614955|4.844187086|0.032169312|0.0|-0.609196374|0.000271488|-0.048404296|0|-0.258092915|-0.529441732|0|0.722991132|0.696612213|0.711628292|0|0.792429396|-0.079299822|-0.091185806|0.288989992|-65.43887366|8.759783644|61.29571241|0.207570604|171.2889916|-62.09468789|7.228646444|47.476904100000006|-2.4620167580000003|-54.00070374|-26.38541222|3349.802294|-2031.676741|0.216078071|20.17045476|0.932611327|7909.580851999999|2591.682495|1306.125688|11.20011508|1.0|0.0|1.0|1.0|3.0|0.0|0.31|18.0|-9.76|3.31|105.6|1.0|1.0|1.0|13.0|-6.02|4.0|0.0|0.0|-5.24|9.48e-07|0.000511|5.7e-06|4.1|0.0|1.7500000000000002e-10|9.44e-08|-0.0525299999999999|3.2028|9.78|-1743.3283440000002|-1743.299948|879.92|1565.37|387.11|0.5056|387.11|799.02|0.6914600000000001|0.6914600000000001|-1740.5852670000002|-0.13138|2.4754|-0.18391|3.3568|64.0|7.1938
4_a38 (LY-2157299)|0|0|0|0.0|7.535296702|1|1|1.343847059|2.0959524330000003|-0.00638266|5.4161004020000005|0.041252955|1.721297609|-0.325515636|0.002865697|-0.020954339|1|0.0481706809999999|-0.463575124|2|0.702976795|0.8099394329999999|0.6848692759999999|1|0.754313773|-0.092570349|-0.089446059|0.459041332|-52.90108631|7.104736984|260.7739337|0.2456862269999999|140.40206619999998|-29.21101111|4.060137052|71.22674185|-1.520583011|-30.23133173|-18.48863993|2501.945802|-868.9660769|0.213882939|12.76426621|0.949475478|5566.495502000001|1105.390176|542.7276591|7.880803302999999|0.0|1.0|1.0|1.0|1.0|2.6|0.18|21.0|-7.13|3.51|86.69|0.0|0.0|1.0|3.0|-3.85|4.0|0.0|1.0|-3.99|0.0001409999999999|52.0|0.000102|2.39|0.0|7.45e-08|2.75e-05|-0.06|4.65|3.95|-1198.683473|-1198.64695|617.61|1048.31|327.69|0.2|266.68|449.44|0.4|0.68|-1198.442536|-0.16|5.9043|-0.22|7.6529|69.0|7.1586
12g_a40|0|0|0|0.0|7.515889085|0|0|0.604990688|1.687211672|-0.01011728|5.4161004020000005|0.036630824|0.726175674|-0.354104815|-0.001011175|-0.211162861|2|0.106286677|-0.512657141|0|0.777835705|0.769016155|0.6941475490000001|1|0.8702014570000001|-0.0951493559999999|-0.099521372|0.289122732|-49.94706785|6.670206427999999|130.7472028|0.129798543|68.1355805|-27.42361099|3.501413627|0.0|-1.393299206|-26.21888031|-22.85591194|2287.970776|-731.3891821000001|0.147968773|14.39849078|0.871698484|5211.675486|858.4065454|335.7078145|7.056520179|1.0|1.0|0.0|0.0|1.0|3.2|0.0|20.0|-6.63|5.14|78.66|0.0|0.0|1.0|2.0|-6.46|3.0|0.0|1.0|-5.79|3.43e-07|0.000124|1.62e-06|5.07|0.0|2.37e-07|8.57e-05|-0.07424|4.0224|4.84|-2173.044757|-2173.0224510000003|540.25|896.63|392.64|0.3539|308.23|429.31|0.67055|0.6988|-2172.9382|-0.13191|1.9175|-0.20615|2.7075|724.0|6.1403
3m_a32|1|1|1|0.0|7.773594467000001|0|1|0.609420748|0.0|-0.006290106|5.733341277|0.03962963|2.175099216|-0.3082152019999999|-0.000514191|-0.078038283|3|-0.086806406|-0.49476131|0|0.6943636479999999|0.817967125|0.6672533589999999|1|0.798023273|-0.084626325|-0.09390309|0.317009723|-50.60363458|8.029854976000001|92.61088121|0.201976727|120.7751424|-33.57626169|4.801577352|0.0|-1.220740175|-30.25923462|-16.22134838|2588.590536|-729.9606772999999|0.325531778|13.31775015|0.882303773|5724.714257|1082.275864|554.9424306|11.00984957|1.0|1.0|1.0|1.0|1.0|2.93|0.3|19.0|-7.38|5.35|128.01|0.0|0.0|1.0|3.0|-5.94|4.0|0.0|1.0|-4.86|1.14e-06|0.000449|1.39e-05|3.57|0.0|4.190000000000001e-08|1.65e-05|-0.05731|3.5749|5.1|-1863.502681|-1863.46877|641.52|1073.31|346.82|0.2952|346.82|484.34|0.7026600000000001|0.7026600000000001|-1863.279862|-0.14835|5082.0|-0.2056599999999999|8.0755|23.0|7.6383
11a_a31|1|0|0|0.0|7.773594467000001|1|1|0.610138462|0.0|-0.02376325|5.733341277|0.044949495|0.0|-0.8792402579999999|-0.022093578|-0.019865299|2|-0.1829166189999999|-0.563537536|0|0.861302755|0.8433024170000001|0.819138461|0|0.486754956|-0.151872243|-0.161027639|0.271818874|-76.64827023|20.91187076|258.8577775|0.513245044|259.0291941|-41.01552988|10.55399384|71.03772901|-1.932331673|-38.68354874|-28.68314085|2288.9694010000003|-975.2267888|0.264745055|10.5643234|0.8241360790000001|4940.657452|1326.379096|302.14325319999995|15.96146849|0.0|1.0|0.0|1.0|2.0|2.16|0.13|16.0|-4.65|2.94|125.57|0.0|0.0|2.0|3.0|-4.81|6.0|0.0|1.0|-3.79|1.5399999999999998e-05|0.00506|0.000161|2.53|0.0|2.22e-05|0.00731|-0.05074|3.8042|3.97|-1441.452616|-1441.411622|529.63|860.74|325.92|0.2797|325.92|407.76|0.69222|0.69222|-1441.327731|-0.15515|6.4691|-0.20589|8.9667|0.19|6.7212
27_a47|0|1|1|0.0|6.842683282|1|1|1.216250059|2.041063341|-0.003631596|4.727387819|0.0304347829999999|1.807806182|-0.207000956|0.001861676|0.013336016|1|-0.157688306|-0.280944221|2|0.6636125860000001|0.804224077|0.634406338|1|0.846469886|-0.0630454209999999|-0.079484997|0.337815064|-40.35526807|10.56549582|20.73428323|0.153530114|98.27436776|-32.56705871|6.762956126000001|3.180329084|-1.510214943|-25.8313393|-18.2393594|2804.020752|-966.6860481|0.299267237|13.50334344|0.906398657|6433.288104|1379.535965|682.9868225|12.14264461|1.0|0.0|1.0|1.0|2.0|3.52|0.26|21.0|-8.82|5.07|67.66|0.0|0.0|1.0|5.0|-4.81|5.0|0.0|1.0|-5.05|1.5399999999999998e-05|0.00674|8.89e-06|3.7|0.0|1.5e-09|6.55e-07|-0.05814|4.9358|2.97|-1778.1049670000002|-1778.078632|673.27|1165.54|325.21|0.4007|251.19|517.82|0.40976|0.69381|-1777.830739|-0.1578|4.0365|-0.21594|5.2214|2512.0|5.6
7c_a8|1|0|0|0.0|7.05012252|0|0|1.400027586|1.4416758790000002|-0.007509694|4.844187086|0.043533333|0.0|-0.382994379|0.00325576|-0.118915929|1|-0.077006275|-0.328286221|1|0.718994164|0.740795639|0.6881348629999999|0|0.848923958|-0.080277893|-0.089778346|0.292274414|-50.34151168|19.18974586|49.43944876|0.151076042|94.73836511|-35.30467154|12.03370912|75.43825735|-1.6160102369999998|-31.56868845|-21.11218373|2716.5013510000003|-1013.384819|0.373097855|15.18314943|0.971698707|6013.168519|1616.4960130000002|572.8089095|20.10370648|0.0|1.0|0.0|1.0|1.0|3.1|0.09|23.0|-7.76|3.78|92.93|0.0|0.0|1.0|5.0|-5.0|5.0|0.0|0.0|-4.67|1e-05|0.00399|2.14e-05|3.37|0.0|1.73e-08|6.91e-06|-0.07472|4.6061|5.01|-1331.8206369999998|-1331.793312|662.05|1116.53|394.78|275.0|269.17|579.97|0.62361|0.70321|-1331.567632|-0.1318599999999999|12.0073|-0.20658|15.7056|18.59|4.7307
12o_a36|1|0|0|0.0|7.412764017000001|2|2|1.297042837|0.0|-0.0100574069999999|5.351858133|0.040770975|0.0|-0.613501857|-0.00233752|-0.010904454|1|-0.213993335|-0.5110239679999999|1|0.859938421|0.799869816|0.817582774|0|0.7592112809999999|-0.082048664|-0.10624773|0.514457955|-59.0895896|16.85373064|55.47133795|0.2407887189999999|173.4105814|-55.10596064|12.13767506|112.1259723|-2.018706878|-42.554984000000005|-25.50573629|3009.981519|-1453.826968|0.333537155|13.80895167|0.885724665|6622.134304|2181.407379|757.7532208|19.1468529|0.0|0.0|1.0|0.0|3.0|0.0|0.17|17.0|-6.93|1.65|98.3|0.0|0.0|1.0|7.0|-3.54|5.0|0.0|0.0|-3.64|0.000292|128.0|0.000227|1.85|0.0|1.1800000000000001e-07|5.18e-05|-0.05456|5.1927|4.5|-1440.969954|-1440.926241|728.07|1240.51|320.16|0.4075|238.77|560.88|0.36719|0.67273|-1440.671057|-0.15695|4.9237|-0.21151|6.6471|0.04|7.3979
47s_a18|0|0|0|0.0|7.03438793|1|1|1.251176205|0.0|-0.0054038509999999|4.844187086|0.035632184|0.0|-0.394481152|0.002573931|-0.031515152|0|-0.252119673|-0.46304239|0|0.724028067|0.712629555|0.716761234|0|0.84543779|-0.070258863|-0.08106112|0.306379663|-53.18668656|6.394119331000001|10.92659868|0.15456221|117.0051929|-46.45326408|4.840414512|51.05656345|-2.107589125|-40.26287221|-22.79238258|2992.734821|-1595.466781|0.179529145|18.65422248|0.901192009|6968.705069|1944.574596|1093.725912|7.934268528|1.0|0.0|1.0|1.0|2.0|0.0|0.3|18.0|-9.42|3.93|76.5|1.0|0.0|1.0|10.0|-5.95|3.0|0.0|0.0|-5.45|1.12e-06|0.000539|3.53e-06|4.62|0.0|3.8199999999999997e-10|1.84e-07|-0.0491399999999999|3218.0|8.41|-1534.196027|-1534.174077|809.4|1435.42|385.29|0.5203|385.29|736.36|0.6926800000000001|0.6926800000000001|-1533.737579|-0.13195|2.3134|-0.18109|2.9991|616.0|6.2104
13b_a5|1|0|0|0.0|7.153833802|1|1|1.338814635|0.0|-0.004573365|5.209486153|0.02468599|0.0|-0.251535058|0.0064510459999999|-0.017963913|1|-0.091464693|-0.357011244|2|0.6700114770000001|0.765309977|0.653356347|0|0.831557236|-0.0694958329999999|-0.074710354|0.468748106|-44.93506461|8.980592802|14.41650822|0.168442764|108.9128108|-31.23446039|5.806729729|46.77748445|-1.344786367|-29.05440446|-17.04942469|2661.597781|-869.5206594|0.345923611|15.48959317|0.837970799|5678.380299|1329.387016|638.8437454|13.93534415|0.0|1.0|1.0|1.0|1.0|2.64|0.17|23.0|-8.36|4.06|74.77|0.0|0.0|1.0|5.0|-4.24|4.0|0.0|1.0|-4.43|5.69e-05|0.0225|3.75e-05|3.01|0.0|4.36e-09|1.72e-06|-0.05177|4.6733|4.66|-1276.066049|-1276.030896|672.43|1138.73|296.66|0.5528|265.31|503.93|0.32779|0.57482|-1275.806761|-0.17274|3.5881|-0.22451|4.7964|0.11|6.9586
9i_a24|1|0|0|0.0|7.153833802|0|0|1.4281889280000002|1.865102513|-0.005148312|5.209486153|0.023854167|0.0|-0.190487553|0.004814196|-0.00532872|2|-0.336939175|-0.32068769|2|0.783500303|0.822658951|0.73094562|0|0.8260893640000001|-0.064657333|-0.069812876|0.379687415|-30.56504777|11.87389334|10.13249376|0.173910636|82.21166337|-15.60091656|5.613069697999999|1.634015079|-0.837754515|-14.44881966|-11.64783344|2061.729154|-396.0263368|0.500761711|11.18382556|0.8806627109999999|4155.922671|793.2611447|295.8603625|18.05612763|1.0|0.0|1.0|1.0|1.0|1.36|0.0|22.0|-6.05|2.72|72.28|0.0|0.0|1.0|3.0|-2.6|4.0|0.0|0.0|-3.1|0.00248|716.0|0.000791|1.48|0.0|8.95e-07|0.000258|-0.0473899999999999|4.6212|1.13|-945.286637|-945.2626532|501.48|825.7|299.06|0.2373|268.3|363.15|0.58977|0.6755800000000001|-945.174716|-0.17204|7.1135|-0.21943|9.2818|88.0|7.0555
12f_a40|0|0|0|0.0|7.515889085|0|0|0.604990261|1.768354671|-0.006206277|5.4161004020000005|0.040501792|0.807254372|-0.235838511|0.008525796|-0.172869148|2|-0.054891771|-0.397377446|0|0.679527138|0.777316288|0.605644757|1|0.909993912|-0.067004323|-0.082198664|3.43e-05|-37.02024147|11.90644165|62.72992556|0.090006088|49.72883796|-25.09213464|6.57837176|61.55859085|-1.150781297|-20.45387851|-18.16607804|2383.68369|-635.8127312999999|0.268555948|16.49362536|0.962404834|5326.217734000001|869.2568204|384.1423925|11.1163852|1.0|1.0|0.0|0.0|0.0|3.61|0.06|20.0|-7.32|5.44|67.66|0.0|0.0|1.0|3.0|-6.58|3.0|0.0|1.0|-5.99|2.66e-07|0.0001|1.02e-06|5.4|0.0|4.81e-08|1.8100000000000003e-05|-0.07761|4.3313|4.77|-2212.359379|-2212.348599|572.63|951.55|436.97|0.4348|286.25|487.85|0.6679999999999999|0.7029|-2212.222254|-0.11765|3.2818|-0.19526|4.8562|0.38|6.4202
1_a15|0|0|0|0.0|0.0|0|0|1.419940974|0.0|-0.0084598019999999|0.0|0.0381893|0.0|-0.541427319|0.001244652|-0.000905902|0|-0.270248221|-0.34192045|2|0.836466114|0.705825714|0.795437721|0|0.875723465|-0.068077117|-0.1117462069999999|0.7100707390000001|-44.01415991|16.94887506|121.3844816|0.124276535|80.34898605|-46.71058649|10.95802135|63.14412039|-1.899685524|-28.45664402|-20.13460632|3000.975833|-1228.210985|0.394072483|11.7078005|0.77926144|7284.337537|2026.993248|851.7423982|18.15414234|1.0|1.0|1.0|1.0|1.0|4.18|0.19|24.0|-10.02|6.32|74.73|0.0|0.0|0.0|8.0|-6.55|6.0|1.0|0.0|-5.97|2.830000000000001e-07|0.00013|1.08e-06|5.23|0.0|9.53e-11|4.36e-08|-0.04142|4.3834|4.68|-1510.136281|-1510.117336|697.35|1271.06|385.18|0.2464|282.85|598.34|0.64662|0.70553|-1509.785098|-0.1365|1.2218|-0.17792|2.3261|44.0|7.3565
3_a20 (SB-525334)|1|0|0|-0.08980269|6.880384082000001|0|0|1.183765089|0.0|-0.005492814|4.727387819|0.0526353279999999|1.728260385|-0.274640708|0.001924142|-0.119584218|1|-0.277724429|-0.500412918|2|0.818922083|0.7186587|0.7835436240000001|1|0.8756647679999999|-0.061128029|-0.0917096759999999|0.246005838|-34.52869143|6.965173618|43.70154849|0.1243352319999999|70.23182172|-29.26136697|3.934338039|0.0|-1.375645142|-19.50382741|-16.53287135|2243.481559|-777.0449536|0.215089498|10.9543133|0.8429740729999999|4905.195832|989.9790502999998|520.6749407|6.654190521|1.0|1.0|1.0|1.0|1.0|2.82|0.24|21.0|-8.39|4.69|67.35|0.0|0.0|1.0|3.0|-4.85|4.0|0.0|1.0|-4.73|1.42e-05|0.00489|1.88e-05|3.74|0.0|4.07e-09|1.4e-06|-0.0671399999999999|4.9821|3.9|-1086.585811|-1086.56485|605.71|1030.31|390.77|367.0|248.86|498.74|0.49443|0.70168|-1086.329436|-0.13417|3.7291|-0.20131|4.8164|162.0|6.7905
14v_a23|0|1|1|-4.844615416|7.423568444|0|0|1.1979575059999998|3.004639728|-0.014768546|5.351858133|0.047323232|0.636416435|-0.8122700340000001|-0.002390707|-0.015149431|2|-0.2952674819999999|-0.650246427|2|0.598213287|0.787538583|0.575188253|1|0.916605275|-0.067342061|-0.09479984|0.31419322|-44.4776373|13.08518422|78.86310829|0.083394725|55.07999434|-41.35406587|8.64241561|0.912757854|-2.180396311|-29.37629463|-28.23713101|3399.4261450000004|-1440.093681|0.211671341|14.26610767|0.84234449|8458.789829000001|1826.768144|676.4530574|13.80980223|0.0|1.0|0.0|1.0|1.0|3.46|0.09|26.0|-7.95|6.18|114.25|1.0|0.0|1.0|7.0|-6.89|8.0|1.0|0.0|-6.0|1.29e-07|6.38e-05|1e-06|4.76|0.0|1.12e-08|5.57e-06|-0.07843|3694.0|5.17|-2042.182282|-2042.161744|679.5|1206.02|335.64|348.0|335.64|533.44|0.6017100000000001|0.6017100000000001|-2041.93452|-0.1524299999999999|4.5506|-0.2308599999999999|6.3758|4.0|8.4001
8k_a46|0|0|0|0.1337610719999999|7.727094485|1|1|0.300205953|2.105349622|-0.006208399|5.533389489|0.038616352|0.0|-0.397337564|-0.002099764|-0.038125|1|-0.050069565|-0.510222233|2|0.73768327|0.786206898|0.687020939|0|0.7381768390000001|-0.08638304|-0.0863473759999999|0.400181795|-61.98124174|6.774333772|104.0919365|0.261823161|187.86239430000003|-44.45419269|4.860695117|19.34993627|-1.985989657|-44.4725532|-23.74966689|3351.548891|-1424.980013|0.173430886|15.94634031|0.975803904|7352.280688|1723.969585|865.6610153999999|8.080799245|1.0|1.0|1.0|1.0|2.0|2.82|0.24|23.0|-8.66|5.37|124.17|0.0|0.0|1.0|5.0|-5.74|6.0|0.0|0.0|-5.13|1.82e-06|0.000866|7.47e-06|3.45|0.0|2.17e-09|1.03e-06|-0.0398699999999999|5.0379|7.63|-1845.304274|-1845.257085|742.04|1302.56|302.15|0.1354|246.1|642.39|0.41618|0.5577300000000001|-1844.970617|-0.16967|3.4118|-0.20954|3.8107|147.0|6.8327
14z_a23|0|1|1|0.0|7.423568444|0|0|1.197960872|3.305974434|-0.005892861|5.351858133|0.04314059|0.729326158|-0.30053593|0.009174505|-0.0229244|2|-0.125978901|-0.46459002|2|0.719722236|0.802520527|0.64069202|1|0.925301102|-0.0582387179999999|-0.079754981|0.228957475|-40.56245532|12.77192721|40.18308023|0.074698898|52.02674091|-38.68856944|8.895469235|79.960755|-1.595099623|-28.25118461|-23.63754572|3094.698027|-1110.964649|0.214395551|14.91419434|0.903664694|7285.13008|1414.152695|665.6233736|11.22918692|0.0|1.0|0.0|1.0|1.0|3.67|0.05|26.0|-8.57|5.32|105.02|1.0|0.0|1.0|5.0|-6.77|4.0|0.0|0.0|-6.13|1.7e-07|8.18e-05|7.37e-07|4.83|0.0|2.6899999999999996e-09|1.29e-06|-0.08503|4032.0|4.73|-2549.107748|-2549.0953670000004|715.41|1221.92|338.46|0.3201|307.5|586.28|0.66217|0.69913|-2548.895003|-0.15195|5.9301|-0.23698|7.9877|5.0|8.2941
16a_a10|0|0|0|0.0|7.535296702|1|1|1.325756911|2.041062372|-0.00230615|5.4161004020000005|0.0334858389999999|2.009832665|-0.152205915|0.011207938|-0.0048530629999999|1|-0.254024476|-0.1948324069999999|2|0.748039584|0.772481675|0.72613292|1|0.916148686|-0.052574986|-0.076950669|0.3637074329999999|-36.408063|9.606840334|77.68598956|0.083851314|58.06685151|-36.90194151|6.652715932|99.81657855|-1.615964058|-25.21250404|-18.049219|2862.681038|-1119.0515779999998|0.272940681|15.88633689|0.862035195|6366.0631060000005|1539.147561|879.8636987|10.24624348|1.0|1.0|1.0|1.0|0.0|4.46|0.3|21.0|-8.5|5.19|56.07|0.0|0.0|1.0|9.0|-5.22|5.0|0.0|1.0|-5.17|6e-06|0.00264|6.76e-06|4.33|0.0|3.18e-09|1.4e-06|-0.04647|5.6019|3.46|-1395.158387|-1395.13019|760.0|1310.44|320.22|0.3843|221.33|629.65|332.0|0.6852199999999999|-1394.797092|-0.1605|3.8323|-0.20697|4.6574|47.0|7.3279
12al_a36|1|0|0|0.0|7.412764017000001|2|2|1.297043737|0.0|-0.008463062|5.351858133|0.042739018|0.0|-0.4908576189999999|0.00127667|-0.031635802|1|-0.239932418|-0.404703593|1|0.8913597320000001|0.8344566859999999|0.84179881|0|0.801179217|-0.077842923|-0.105915949|0.2689491989999999|-51.22331485|17.71943397|114.2305891|0.198820783|130.8308989|-45.86257662|11.65999569|0.0|-1.906487074|-33.70669917|-23.23210974|2843.740855|-1254.533926|0.328915355|16.15533063|0.841133748|6049.668466|1869.412355|679.7230552999999|17.07995636|1.0|0.0|1.0|0.0|2.0|0.0|0.17|17.0|-6.69|1.89|78.43|0.0|0.0|1.0|6.0|-3.95|5.0|0.0|0.0|-4.07|0.000113|0.0464|8.499999999999999e-05|2.65|1.0|2.03e-07|8.340000000000001e-05|-0.04998|3878.0|2.92|-1347.479819|-1347.445127|702.95|1181.84|349.14|0.4466|319.71|554.23|0.6945399999999999|0.70417|-1347.196501|-0.14558|6.4473|-0.1955599999999999|8.1781|48.0|7.3188
26_a20|0|0|0|0.0|6.842683282|0|0|1.4165417530000002|1.877209467|-0.00578453|4.727387819|0.0396875|2.01129617|-0.3297182369999999|0.003085806|-0.033102079|1|0.057022334|-0.446730587|2|0.7071284179999999|0.7541508029999999|0.690530489|1|0.79337253|-0.0862808009999999|-0.082729415|0.423153994|-58.21621279|8.604974082|299.8332395|0.20662747|139.417676|-37.66339899|5.806030949|80.47551422|-1.737317706|-39.28020352|-22.11735334|2825.254798|-1172.219727|0.215111274|14.40103379|0.8952138340000001|6221.067002000001|1493.485239|712.1606951|10.03954725|1.0|1.0|1.0|1.0|1.0|3.07|0.08|27.0|-9.18|4.62|86.69|0.0|0.0|1.0|5.0|-5.14|4.0|0.0|1.0|-5.02|7.27e-06|0.00305|9.51e-06|3.63|0.0|6.64e-10|2.780000000000001e-07|-0.05097|4.8421|4.97|-1352.315376|-1352.277633|715.27|1211.34|318.77|0.2081|256.05|543.96|0.50878|0.68167|-1352.036122|-0.16129|3.8173|-0.21226|4.8742|131.0|6.8827
9c_a31|1|0|0|0.0|7.765993078999999|1|1|0.610135804|0.0|-0.013082561|5.733341277|0.03482906|0.0|-0.6933757159999999|-0.003618466|-0.062737615|2|-0.223856622|-0.546598398|0|0.8083148840000001|0.842823186|0.770283733|0|0.6746901059999999|-0.103325018|-0.128097622|0.287455956|-65.84728287|19.30758668|153.5739377|0.325309894|207.3144829|-52.02424796|12.30439782|552.8237349999999|-1.7933667130000002|-41.96335759|-22.85764436|2592.448925|-1142.882218|0.329283294|15.04941978|0.837843885|5658.985169|1703.9715989999995|583.9691392000001|15.58581614|1.0|1.0|1.0|1.0|2.0|3.09|0.35|16.0|-7.24|3.7|117.37|0.0|0.0|1.0|8.0|-5.23|5.0|0.0|1.0|-4.16|5.85e-06|0.00233|6.94e-05|3.1|0.0|5.79e-08|2.31e-05|-0.03249|3849.0|4.94|-1618.157698|-1618.115927|691.3|1147.93|322.12|0.2554|322.12|588.58|0.7007399999999999|0.7007399999999999|-1617.892493|-0.15975|1.3617|-0.19224|2.2323|0.42|6.3768
12ao_a36|1|0|0|0.0|7.412764017000001|2|2|1.297043885|0.0|-0.007081548|5.351858133|0.042739018|0.0|-0.410729809|0.002782748|-0.033032344|1|-0.1619981409999999|-0.435820128|1|0.90500247|0.82626942|0.856135378|0|0.832582759|-0.077866573|-0.1019516769999999|0.264688501|-51.52001456|11.76697353|85.17634667|0.167417241|110.7707502|-44.63177966|7.785557064|0.0|-2.039033535|-34.08795068|-24.98362913|2794.663089|-1349.115973|0.217901822|16.33039817|0.8620895909999999|5943.227395|1724.9956719999998|698.847203|11.05528527|1.0|0.0|1.0|0.0|2.0|0.0|0.12|17.0|-7.01|2.42|69.2|0.0|0.0|1.0|6.0|-4.58|4.0|0.0|0.0|-4.55|2.6e-05|0.0106|2.82e-05|3.45|0.0|9.66e-08|3.94e-05|-0.05455|4.6597|3.83|-1310.361099|-1310.328652|701.9|1190.17|356.86|0.6249|266.08|548.59|0.4962|0.7045|-1310.077853|-0.14207|5.4691|-0.19662|7.447999999999999|0.03|7.5229
