molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|SRW09|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|JGI4|SaaaC|ATSC1c|AATSC1are|AATSC8d|n5aRing|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA3|PPSA3|RNCS|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|FNSA2|WNSA3|PNSA4|GRAVp|PNSA2|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50
10_a32|1|1|1|0.0|7.765993078999999|0|0|0.6094207629999999|0.0|-0.016404762|5.733341277|0.03995614|2.067772926|-0.771023817|-0.0064007569999999|-0.047619048|3|-0.229450999|-0.690879647|0|0.809370315|0.8607827790000001|0.764217655|1|0.7622839570000001|-0.088310158|-0.1223816869999999|0.266552538|-54.55170955|15.91131724|57.97512956|0.237716043|146.8439966|-46.69945835|9.828875607|52.24660367|-1.7133436169999998|-33.69815077|-24.0541214|2649.882742|-1058.381342|0.305365257|12.86809583|0.81769605|5842.926058|1523.651605|513.9156315|15.50900878|1.0|1.0|1.0|1.0|2.0|3.12|0.22|19.0|-6.99|4.21|149.27|0.0|1.0|1.0|7.0|-6.04|5.0|1.0|1.0|-4.41|9.17e-07|0.000366|3.89e-05|3.23|0.0|1.0300000000000001e-07|4.13e-05|-0.05434|3.6441|4.12|-1916.668776|-1916.631761|654.7|1086.09|340.24|0.2983|340.24|533.89|0.70228|0.70228|-1916.460049|-0.15088|2.4919|-0.2052199999999999|3.2297|7.0|8.1427
14_a4|0|0|0|0.0|7.535296702|1|1|1.399909181|1.947126795|-0.001935612|5.4161004020000005|0.0409444439999999|0.0|-0.069682036|0.009588001|0.117232935|1|-0.039321879|-0.199315317|1|0.507307223|0.77505994|0.500893739|0|0.8510382459999999|-0.065776751|-0.071074269|0.218112446|-29.91067393|5.933038407000001|12.12963775|0.148961754|67.73740575|-14.69670456|2.697931638|85.72299913|-0.995039765|-13.60128622|-13.71135194|1911.448021|-452.4746139|0.231542789|8.859498364|0.6701974079999999|3944.638539|588.8091192|280.2639278|7.175500282000001|1.0|0.0|1.0|0.0|0.0|2.39|0.06|17.0|-5.71|4.09|30.71|0.0|0.0|2.0|2.0|-3.4|3.0|0.0|1.0|-3.97|0.000396|0.11|0.000106|3.09|0.0|1.95e-06|0.000539|-0.03639|4.5233|3.22|-918.9507745|-918.9304744|475.32|794.51|293.02|0.1864|274.1|353.16|0.53298|0.55975|-918.851356|-0.17381|2.3797|-0.2102|3.3312|1.32|5.8794
12_a15|0|0|0|0.0|0.0|0|0|1.435689014|0.0|-0.006620824|0.0|0.034285714|0.0|-0.370766171|0.001740635|-0.01062828|0|-0.184255041|-0.380490701|2|0.8310685940000001|0.723852961|0.7933685340000001|0|0.89637291|-0.061084417|-0.094209248|0.738437971|-39.00359933|9.58943236|72.18361893|0.10362709|66.16793071|-38.40979933|6.123040777999999|4.192089814|-1.695766456|-24.90456371|-20.42981445|2613.57759|-1082.780166|0.253510603|10.40571107|0.909927213|5897.820841|1450.496376|673.7288405|10.50617745|1.0|0.0|1.0|1.0|1.0|3.73|0.12|24.0|-9.82|6.3|56.27|0.0|0.0|1.0|6.0|-6.22|4.0|1.0|1.0|-5.83|5.99e-07|0.0002379999999999|1.47e-06|5.29|0.0|1.51e-10|5.99e-08|-0.03196|4.4819|5.16|-1281.087109|-1281.060163|688.91|1177.81|321.72|0.1374|276.63|585.26|0.50595|0.70444|-1280.810963|-0.15858|4.3338|-0.19054|6.0547|4.0|8.3979
15_a3|0|0|0|0.0|6.823286122000001|1|1|0.619596467|0.0|-0.006742751|4.727387819|0.045993266|1.809035179|-0.289938297|-0.006419472|0.021805556|0|-0.039798975|-0.505519936|3|0.968837995|0.813015336|0.911346861|1|0.7789088340000001|-0.092342351|-0.107619999|0.451058529|-47.26593592|4.04445331|315.5421792|0.221091166|113.1667185|-28.19600959|2.070175472|0.0|-1.50667999|-24.19332693|-19.28005913|2116.88728|-771.2023653|0.149672503|9.975434973|0.85723565|4617.470007|906.9474625|402.781061|5.220965278|1.0|0.0|1.0|1.0|1.0|0.0|0.24|16.0|-5.78|1.56|89.99|0.0|0.0|2.0|2.0|-2.77|5.0|0.0|0.0|-3.02|0.0017|547.0|0.000951|1.28|0.0|1.66e-06|0.000535|-0.06319|6.0077|2.33|-1328.688126|-1328.665275|553.81|916.07|334.44|0.4107|206.37|398.12|0.2843199999999999|0.67902|-1328.531138|-0.1576|1.9539|-0.22079|2.3271|25.0|7.6021
14ad_a23|0|1|1|0.0|7.423568444|0|0|1.197962774|3.3437482860000003|-0.00790478|5.351858133|0.0444129979999999|0.735584095|-0.4663820279999999|0.008996289|-0.031279567|2|-0.253318853|-0.376350719|2|0.7763406840000001|0.7830067820000001|0.7317531540000001|1|0.887131635|-0.059168372|-0.085840335|0.224009311|-42.29008971|24.18091285|52.63180108|0.112868365|80.67170209999999|-43.85199724|17.28310144|114.237062|-1.630966366|-30.226481300000003|-21.19489662|3209.330728|-1165.7193140000002|0.424119041|16.34071148|0.8866211979999999|7308.229822|2024.236598|770.8206617000001|23.84770234|0.0|1.0|1.0|1.0|1.0|3.49|0.12|26.0|-7.6|4.03|123.48|1.0|0.0|1.0|7.0|-5.8|6.0|0.0|0.0|-5.08|1.6e-06|0.000753|8.22e-06|3.52|0.0|2.49e-08|1.17e-05|-0.06925|3.3867|2.99|-1858.957788|-1858.942973|747.83|1287.26|366.09|0.4106|366.09|618.01|0.6956600000000001|0.6956600000000001|-1858.668058|-0.13734|5.2331|-0.20659|6.7584|4.0|8.3595
14t_a23|0|1|1|0.0|7.423568444|0|0|1.197962538|3.410065804|-0.005383494|5.351858133|0.045277778|0.758345646|-0.290708696|0.01269616|-0.093434862|2|-0.136106024|-0.4515027279999999|2|0.725800261|0.7629258809999999|0.6906097959999999|1|0.920956836|-0.0553915009999999|-0.079253435|0.361071229|-36.09926385|11.36130649|36.6149406|0.079043164|51.51331913|-33.66111722|7.404291213|42.20767549|-1.6643221380000002|-23.52629623|-21.69314909|2878.4071670000003|-1084.657455|0.2000541589999999|14.13931199|0.872595673|6523.656379|1355.9136119999998|666.0036144999999|9.353660614|0.0|1.0|1.0|1.0|1.0|3.49|0.09|26.0|-7.78|4.33|105.02|1.0|0.0|1.0|5.0|-5.85|4.0|0.0|0.0|-5.25|1.43e-06|0.000608|5.61e-06|3.94|0.0|1.65e-08|7.03e-06|-0.06666|3.9855|3.79|-1669.240512|-1669.21916|692.08|1184.43|386.72|0.2061|311.09|534.86|0.5824199999999999|0.68886|-1668.980578|-0.15625|5.8672|-0.22291|8.3062|4.0|8.3979
A7701_a51|1|0|0|0.0|6.605297921|0|0|1.390164251|0.0|-0.002377784|4.59511985|0.031405229|2.087643036|-0.0927335619999999|0.008062393|-0.0299823629999999|1|0.061434294|-0.22798944|2|0.7078647990000001|0.7451039290000001|0.688876851|1|0.865114773|-0.071384149|-0.078131694|0.514530959|-32.97926236|3.420720075|146.2104641|0.134885227|62.31656919|-16.67652408|1.580362387|0.0|-1.09384371|-15.23632002|-14.03756956|1959.582581|-505.3525041|0.200953608|8.863149921|0.7251817340000001|4153.310077|632.4445105000001|332.8814548|5.776909381|1.0|0.0|1.0|1.0|1.0|2.05|0.06|21.0|-7.58|4.0|54.46|0.0|0.0|1.0|2.0|-3.95|3.0|0.0|1.0|-4.17|0.000111|0.0319|6.790000000000001e-05|3.14|0.0|2.62e-08|7.5e-06|||||||||||||||||||25.0|7.6021
33_a47|0|1|1|0.0|6.823286122000001|0|0|1.409403453|1.758479676|-0.004263267|4.727387819|0.034691358|1.688794654|-0.183320497|0.002212256|0.0741098479999999|1|-0.338113214|-0.270498605|3|0.63155995|0.82821379|0.607650682|1|0.8197001309999999|-0.060080724|-0.083739854|0.404334141|-32.1568697|11.96072985|30.94680001|0.1802998689999999|96.50148984|-23.98884914|6.401714296000001|0.0|-1.088618103|-17.2112484|-14.56646493|2311.28828|-582.6585971|0.42318652|12.94292541|0.854471925|4889.09585|1010.133461|388.178924|15.83240237|0.0|1.0|1.0|1.0|1.0|2.76|0.11|21.0|-7.08|4.04|68.52|0.0|0.0|1.0|3.0|-3.26|5.0|0.0|1.0|-3.72|0.000546|183.0|0.000192|2.19|0.0|8.339999999999999e-08|2.79e-05|-0.05462|4.1869|2.06|-1123.16428|-1123.135036|566.29|934.34|296.13|0.2566|296.13|423.52|0.67508|0.67508|-1122.992964|-0.15985|4.5647|-0.21447|6.2284|4.0|8.4
1_a6 (SB-431542)|1|0|0|0.0|7.423568444|1|1|1.430935835|0.0|-0.015636898|5.351858133|0.035620155|0.0|-0.766207981|-0.011639964|-0.0492229479999999|1|-0.033765606|-0.567791164|1|0.838928085|0.7462411859999999|0.795744863|0|0.5940412860000001|-0.126408788|-0.122555709|0.210050443|-74.98172333|19.58668728|160.410387|0.405958714|240.8019609|-43.12110169|11.61820782|105.3125675|-2.083447046|-44.47680367|-27.46300805|2678.823231|-1235.8353619999998|0.2468003389999999|14.26172029|0.895537592|5748.417262|1640.78056|513.4628663999999|14.4623285|1.0|1.0|1.0|1.0|2.0|2.35|0.05|23.0|-7.69|3.63|103.12|0.0|0.0|1.0|4.0|-4.52|5.0|0.0|1.0|-4.25|3.03e-05|0.0116|5.660000000000001e-05|2.7|0.0|2.03e-08|7.81e-06|-0.05971|3.8208|4.57|-1292.588032|-1292.553086|619.92|1049.69|376.28|0.5765|324.5|464.07|0.55256|0.69868|-1292.358966|-0.13329|6.0113|-193.0|8.8611|1542.0|5.8119
16i_a32|1|1|1|0.0|7.765993078999999|0|0|0.6094207429999999|0.0|-0.0146198339999999|5.733341277|0.0439583329999999|2.078707411|-0.7748511779999999|-0.003511776|0.006037736|3|-0.211019184|-0.700853898|0|0.801401734|0.836966894|0.761506727|1|0.801494708|-0.0857355019999999|-0.114771536|0.5368697929999999|-56.03343427|14.59730623|90.08098301|0.198505292|129.7354415|-49.02383532|9.540239197|32.3175507|-1.836344582|-36.62130242|-24.00328703|2770.767996|-1200.164351|0.281035887|12.57892808|0.836873682|6355.471589|1669.296604|636.0251562999999|13.79800742|1.0|1.0|1.0|1.0|2.0|3.16|0.3|19.0|-7.4|4.85|149.27|0.0|1.0|1.0|8.0|-7.03|5.0|1.0|0.0|-5.09|9.25e-08|3.96e-05|8.18e-06|4.19|0.0|4.01e-08|1.7100000000000002e-05|-0.05044|3.6176|4.99|-1995.307733|-1995.279632|692.96|1175.51|342.72|0.2857|342.72|573.38|0.70222|0.70222|-1995.055356|-0.14976|3353.0|-0.2002|4.0568|6.0|8.2596
12bf_a36|1|0|0|0.0|7.412764017000001|2|2|1.297043948|0.0|-0.00832865|5.351858133|0.044197531|0.0|-0.4497470879999999|-0.006877664|-0.0206090089999999|1|-0.250781298|-0.433281391|1|0.653741315|0.836170906|0.632625562|0|0.6791406640000001|-0.090461753|-0.110255801|0.356652646|-58.26326838|14.01562806|87.14111344|0.320859336|206.6543367|-45.73631152|9.026978489|0.0|-1.874348624|-37.52534442|-24.14405495|2902.591295|-1207.2027480000002|0.294529031|14.37031118|0.904134124|6271.550446|1711.2011699999998|593.6088758|15.27267945|1.0|0.0|1.0|0.0|2.0|0.0|0.14|17.0|-7.12|3.0|69.2|0.0|0.0|1.0|5.0|-3.99|6.0|0.0|0.0|-4.32|0.000102|0.0424|4.81e-05|2.88|0.0|7.599999999999999e-08|3.17e-05|-0.0571299999999999|5.2319|3.66|-1431.413697|-1431.380702|670.85|1120.94|320.04|0.4518|236.98|517.66|0.40663|0.69292|-1431.187555|-0.15677|5.4787|-0.2139|7.5932|6.0|8.2218
14d_a23|0|1|1|0.0|7.423568444|0|0|1.197963465|3.405551724|-0.005343003|5.351858133|0.043538647|0.758207139|-0.288522152|0.01269616|-0.054430189|2|-0.136106024|-0.4483522929999999|2|0.725800261|0.772008792|0.6906097959999999|1|0.921694462|-0.053736319|-0.078282292|0.213597535|-35.40917327|12.25371621|39.26987634|0.078305538|51.59888942|-33.99063559|8.074501042|83.40396369|-1.6439281280000002|-23.33262837|-21.66510006|2878.955374|-1083.255003|0.209653392|14.358677900000002|0.833166062|6459.554383|1370.607518|666.0036144999999|9.908707432|0.0|1.0|1.0|1.0|1.0|3.62|0.09|26.0|-7.78|4.33|105.02|1.0|0.0|1.0|5.0|-5.85|4.0|0.0|0.0|-5.25|1.43e-06|0.000608|5.61e-06|3.94|0.0|1.65e-08|7.03e-06|-0.0725799999999999|3688.0|3.79|-1669.24571|-1669.224874|696.21|1186.17|3688.0|0.3807|336.18|554.84|8.1555|8.1555|-1668.983743|-0.14894|5.6156|-0.22152|8.1555|4.0|8.4001
9a_a31|1|0|0|0.0|7.765993078999999|1|1|0.6101356720000001|0.0|-0.01391798|5.733341277|0.036891534|0.0|-0.723734943|-0.006189303|-0.0007638889999999|2|-0.15653721|-0.542342338|0|0.8058046320000001|0.782715368|0.76226755|0|0.691768132|-0.100906991|-0.122626525|0.235442032|-64.75697831|21.33533299|163.6011874|0.308231868|197.8075471|-50.50275387|13.69193237|95.14995868|-2.0846509230000003|-41.55773748|-27.87131275|2855.751316|-1337.8230119999998|0.262241245|15.15483138|0.939873412|6273.506211999999|1813.361078|597.3075924999999|15.33993762|1.0|1.0|1.0|1.0|2.0|2.78|0.14|22.0|-8.13|4.02|117.37|0.0|0.0|1.0|6.0|-5.62|5.0|0.0|1.0|-4.77|2.42e-06|0.00101|1.7100000000000002e-05|3.47|0.0|7.35e-09|3.07e-06|-0.04275|3.7892|5.27|-1691.9526239999998|-1691.9137670000002|680.72|1145.99|327.21|0.7028|327.21|540.01|0.7028|0.7028|-1691.716118|-0.15757|5.0244|-0.20032|6.2203|0.15|6.8239
14p_a23|0|1|1|0.0|7.423568444|0|0|1.197963748|3.3252287430000003|-0.005975594|5.351858133|0.045165485|0.733042138|-0.310730878|0.009895793|-0.053921569|2|-0.131709531|-0.4510651779999999|2|0.708395022|0.799506006|0.669357479|1|0.923455749|-0.063033628|-0.080784473|0.223758613|-42.52653933|14.91710363|40.58186569|0.076544251|51.64167457|-36.77082544|10.06403753|84.65359899|-1.615689464|-28.69113861|-22.70933393|3010.721939|-1090.0480289999998|0.248361701|16.84664803|0.868927227|6696.264498|1450.229492|646.2584547|12.86362369|0.0|1.0|1.0|1.0|1.0|3.28|0.04|26.0|-7.47|3.89|128.81|1.0|0.0|1.0|5.0|-5.68|5.0|0.0|0.0|-4.9|2.09e-06|0.0009109999999999|1.27e-05|3.3|0.0|3.39e-08|1.4800000000000002e-05|-0.09046|3.5752|3.29|-1722.181612|-1722.152257|699.61|1191.08|346.79|0.3802|346.79|573.24|0.6816|0.6816|-1721.933314|-0.14774|7.4033|-0.2382|9986.0|3.0|8.5302
15_a4|0|0|0|0.0|7.535296702|1|1|1.399867493|1.956386054|-0.001986535|5.4161004020000005|0.044357639|0.0|-0.077474847|0.009823083|0.022446689|1|-0.038707204|-0.226703465|1|0.5118792910000001|0.772721853|0.509447294|0|0.867716376|-0.062151785|-0.073738544|0.2517542889999999|-29.80513879|5.223809291|12.70877085|0.132283624|63.43714456|-16.95780525|2.505098786|86.01453643|-1.106078158|-14.29317436|-14.73400655|1973.978183|-530.4242358|0.156108698|9.709704127|0.7783994009999999|4134.603400999999|628.5456843999999|324.5687005|4.672449937|1.0|0.0|1.0|0.0|0.0|3.01|0.11|17.0|-6.09|4.4|30.71|0.0|0.0|1.0|2.0|-3.82|3.0|0.0|1.0|-4.28|0.000152|0.0443|5.19e-05|3.49|0.0|8.070000000000001e-07|0.000235|-0.03539|4.5048|3.8|-958.270023|-958.251931|512.65|848.47|294.16|0.1996|275.22|396.58|0.4778699999999999|0.56413|-958.147682|-0.17373|2.1603|-0.2091199999999999|3.0091|175.0|6757.0
19_a3|1|0|0|0.0|6.605297921|0|0|1.4316666480000002|0.0|-0.003417504|4.59511985|0.0386379929999999|1.744747103|-0.129865138|0.006821053|0.036226415|1|-0.066245471|-0.270506095|3|0.718266758|0.758995484|0.687139108|1|0.853017902|-0.067674689|-0.087730634|0.225451546|-31.50932639|5.419662458|161.5312186|0.146982098|68.43484547|-19.01853079|2.523394126|0.0|-1.140498238|-14.67073822|-15.17188084|2000.66399|-531.0158295|0.24201815|10.21110415|0.911365749|4138.413977|700.5653624|314.0966684|7.706796952|1.0|0.0|1.0|1.0|1.0|1.6|0.06|21.0|-7.21|3.39|67.35|0.0|0.0|1.0|2.0|-3.24|4.0|0.0|1.0|-3.58|0.000578|166.0|0.000266|2.19|0.0|6.18e-08|1.7800000000000002e-05|-0.05757|3945.0|2.43|-929.2818523|-929.2608626|499.93|832.23|314.28|0.3006|314.28|362.92|0.67351|0.67351|-929.14689|-0.16303|2191.0|-0.2206|2.8758|23.0|7.6383
47f_a18|0|0|0|0.0|7.03438793|1|1|1.251175676|0.0|-0.005817448|4.844187086|0.031179487|0.0|-0.477030713|0.0036509859999999|-0.008224928|0|-0.3927204379999999|-0.4138670829999999|0|0.765824398|0.750610215|0.745431271|0|0.838156881|-0.063824969|-0.084851044|0.375218907|-54.18475173|11.75478965|111.1889928|0.161843119|137.3980967|-61.15474298|9.979328976|58.84834254|-2.290978185|-46.00060733|-24.61956302|3367.7324700000004|-1944.945479|0.273449343|20.44855806|0.937396993|7870.103594|2676.957843|1347.416568|14.07716085|1.0|0.0|1.0|1.0|2.0|0.0|0.34|18.0|-9.22|3.6|88.97|2.0|1.0|1.0|13.0|-6.11|4.0|0.0|0.0|-5.52|7.76e-07|0.000421|3.01e-06|4.52|1.0|6.04e-10|3.27e-07|-0.04439|3.0964|8.13|-1743.375413|-1743.346389|908.66|1602.99|400.42|0.5741|400.42|874.24|0.6984600000000001|0.6984600000000001|-1741.724929|-0.12802|3.8532|-0.1724099999999999|4.4861|9.0|8.0458
12n_a30|0|0|0|0.0|7.412764017000001|2|2|0.604984682|0.0|-0.007311044|5.351858133|0.040899471|0.0|-0.387485343|0.001139238|-0.087019298|1|-0.120380857|-0.464204099|1|0.669561738|0.815003426|0.64876559|0|0.7781502140000001|-0.083120674|-0.10528124|0.390449649|-52.4873066|10.77573511|85.87072848|0.221849786|140.0890685|-41.97990569|6.804436105|0.0|-1.895062322|-33.14358793|-24.42151771|2848.910641|-1196.654368|0.200596792|13.93957316|0.887350282|6353.890039|1496.934657|618.6004214|9.686460958|1.0|1.0|1.0|0.0|1.0|0.0|0.14|17.0|-6.9|3.18|81.65|0.0|0.0|1.0|5.0|-5.39|5.0|0.0|0.0|-5.01|4.12e-06|0.00171|9.71e-06|3.97|0.0|1.26e-07|5.260000000000001e-05|-0.05076|5.1999|4.07|-1675.011418|-1674.978015|669.57|1131.65|355.67|0.1826|238.43|506.94|0.27009|0.6854|-1674.777231|-148.0|5.3143|-0.19876|6.32|0.01|7983.0
18c_a30|0|0|0|0.0|7.412764017000001|2|2|0.604986846|0.0|-0.0109670669999999|5.351858133|0.042560386|0.0|-0.625122815|-0.003436924|-0.0351777|1|0.006103754|-0.562807327|1|0.841060094|0.8303425640000001|0.802578397|0|0.717052026|-0.105618255|-0.1115683|0.42531141|-71.31647561|13.07260474|384.391404|0.282947974|191.0545887|-50.86775696|8.826997739|103.215593|-2.2313660090000003|-48.15493021|-28.4279687|3002.59061|-1506.682341|0.214007997|13.8741593|0.81455244|6685.737642|1916.918155|713.7769663|12.43138832|1.0|0.0|1.0|0.0|2.0|0.0|0.13|17.0|-6.19|1.72|124.74|0.0|0.0|1.0|6.0|-5.01|5.0|0.0|0.0|-4.3|9.68e-06|0.00427|5e-05|2.74|0.0|6.520000000000001e-07|0.000288|-0.05575|3.4848|4.54|-1744.500825|-1744.455795|711.56|1209.11|355.78|0.3879|355.78|543.46|0.69123|0.69123|-1744.2261030000002|-0.14225|6.6462|-198.0|8.64|12.0|7.9208
7s_a46|0|0|0|0.218897825|7.727094485|1|1|1.160371307|2.117265684|-0.005351046|5.533389489|0.044509804|0.0|-0.240797051|0.0060802|-0.020953253|1|0.018964141|-0.3638523629999999|1|0.778692012|0.770312275|0.768056188|0|0.858788462|-0.096723151|-0.083011849|0.249893305|-48.61321955|4.458665639|166.3052939|0.141211538|70.97315818|-20.9694955|2.240932895|0.0|-1.3281895890000002|-24.43308641|-15.894055599999998|1982.695462|-667.5503351|0.1801125439999999|9.829721631|0.7662292690000001|4245.390306|814.1975221|409.9543818|5.640276426000001|0.0|0.0|1.0|1.0|1.0|2.33|0.26|17.0|-6.08|3.9|50.94|0.0|0.0|1.0|2.0|-4.07|3.0|0.0|1.0|-4.24|8.590000000000001e-05|0.0262|5.76e-05|3.32|0.0|8.39e-07|0.000256|-0.02024|5.2972|3.54|-974.8067569|-974.7707066|539.99|916.7|288.81|0.4164|234.06|446.63|0.44692|0.69976|-974.615216|-0.17923|2.4286|-0.19947|3.6655|1985.0|5.7022
15c_a10|0|0|0|0.0|7.535296702|2|2|1.343850105|2.154210861|-0.002218445|5.4161004020000005|0.034807692|2.063253638|-0.153072705|0.01143745|0.0123939039999999|1|-0.35845963|-0.1742732839999999|2|0.7655272009999999|0.7351096359999999|0.733973277|1|0.904458517|-0.046967376|-0.072537853|0.418835517|-32.5870313|10.2013281|65.41494073|0.095541483|66.28884934|-34.91899195|7.077912953999999|136.2098503|-1.233143495|-22.60962187|-13.36848349|3012.018586|-855.5829431|0.471771585|15.6886947|0.8158976029999999|6673.826433|1619.721543|924.9341455|16.25826809|0.0|1.0|1.0|1.0|0.0|4.09|0.37|21.0|-7.79|2.97|59.31|0.0|0.0|1.0|6.0|-3.85|6.0|0.0|0.0|-4.57|0.0001419999999999|0.0646|2.68e-05|2.94|0.0|1.6100000000000002e-08|7.3e-06|-0.04724|5.5913|2.2|-1450.241475|-1450.500669|762.21|1318.35|337.75|0.3939999999999999|221.75|595.63|-0.26999|0.70511|-1450.139335|-0.14739|2.4256|-0.19463|4.8283|0.1|7.0
6_a3|0|0|0|0.0|6.823286122000001|0|0|0.605016564|0.0|-0.008934536|4.727387819|0.038650794|2.000787282|-0.330577816|-0.007540435|0.032782484|1|0.036673175|-0.594308852|2|0.881253042|0.790667152|0.773152968|1|0.783322023|-0.1042506469999999|-0.098669224|0.556539611|-52.01903278|5.449560482000001|236.2008316|0.216677977|108.118071|-24.56680878|2.7192240510000003|77.06094911|-1.282699916|-25.95647951|-18.8247694|2196.107822|-640.0421597|0.19718501|8.982311462|0.633675574|4992.54948|797.2473951000001|353.7528308|7.485963593999999|1.0|1.0|1.0|1.0|1.0|2.65|0.0|21.0|-7.48|4.66|92.93|0.0|0.0|1.0|2.0|-5.44|3.0|0.0|1.0|-4.87|3.67e-06|0.00124|1.34e-05|3.79|0.0|3.28e-08|1.11e-05|-0.06529|5.8279|3.09|-1731.735113|-1731.7043199999998|524.88|884.88|365.05|0.1997|212.74|366.93|0.3369|0.69323|-1731.602363|-0.1465|2.8131|-0.21179|3.7185|1778.0|5.7501
13a_a30|0|0|0|0.0|7.412764017000001|2|2|0.604984129|0.0|-0.011002918|5.351858133|0.042560386|0.0|-0.627166322|-0.003436924|-0.0351777|1|0.006103754|-0.5640209589999999|1|0.841060094|0.8303425640000001|0.802578397|0|0.6963945559999999|-0.109682335|-0.113507021|0.478381813|-74.02777574|12.53013554|381.9643801|0.303605444|204.9120824|-51.70573895|8.456950359|102.6479456|-2.27014041|-49.96348386|-28.90911938|3002.811441|-1532.183327|0.2001375339999999|15.1104742|0.873126469|6675.344631|1915.558478|713.7769663|11.6174288|1.0|0.0|1.0|0.0|2.0|0.0|0.13|17.0|-6.19|1.72|124.74|0.0|0.0|1.0|6.0|-5.01|5.0|0.0|0.0|-4.3|9.68e-06|0.00427|5e-05|2.74|0.0|6.520000000000001e-07|0.000288|-0.0555|5.0535|4.54|-1744.491614|-1744.4457100000002|721.66|1211.54|351.35|0.1788|245.34|541.59|0.26119|0.6845600000000001|-1744.217986|-0.14953|0.7158|-0.20503|1.4855|14.0|7.8665
3c_a32|1|1|1|0.0|7.765993078999999|0|0|0.6094207970000001|0.0|-0.006923974|5.733341277|0.043817204|2.224112182|-0.270034997|-0.00017094|-0.01180891|3|-0.145525719|-0.5427297289999999|0|0.831186295|0.839409251|0.774363061|1|0.888766719|-0.0679200029999999|-0.0943910459999999|0.216289509|-34.91603827|7.772301225|59.72163595|0.1112332809999999|57.18235134|-24.94510426|3.995552912|0.0|-1.038301506|-17.94949454|-14.82682786|2152.627425|-533.7658031000001|0.306047878|9.717148607|0.733606015|4598.027604999999|769.1680542|370.5811396|9.416090047|1.0|1.0|1.0|1.0|1.0|2.95|0.19|19.0|-6.89|4.68|110.94|0.0|0.0|1.0|3.0|-6.18|3.0|0.0|1.0|-4.91|6.65e-07|0.000217|1.22e-05|4.14|0.0|1.28e-07|4.18e-05|-0.05487|3.5169|3.02|-1633.443791|-1633.419633|544.22|903.81|352.54|0.5017|352.54|425.74|0.7034600000000001|0.7034600000000001|-1633.297494|-0.14219|3123.0|-0.1970599999999999|5.0659|9.0|8.0458
17f_a50|0|1|1|0.0|7.934155233999999|1|1|1.349854916|4.305828452|-0.002205848|5.82008293|0.03135101|2.187498662|-0.125733326|0.012475826|-0.132773563|2|-0.407467272|-0.204651539|1|0.758335704|0.7851209440000001|0.7241275009999999|1|0.911458734|-0.047333916|-0.074859564|0.333180181|-29.10566644|10.09339793|6.382846132999999|0.088541266|54.44410182|-28.30463221|6.206439227000001|82.90209608|-1.422331714|-17.89709978|-16.50175503|2582.272632|-874.5930167000001|0.278877895|13.65716648|0.896702|5579.97966|1212.822364|652.6793116|9.947921993|1.0|1.0|1.0|1.0|0.0|2.97|0.26|20.0|-6.38|3.83|51.77|0.0|0.0|1.0|6.0|-3.58|4.0|0.0|1.0|-4.12|0.000266|102.0|7.57e-05|2.83|0.0|4.15e-07|0.00016|-0.0336399999999999|4.0664|2.5|-1219.2481369999998|-1219.220465|653.63|1146.22|304.9|0.1708|304.9|564.52|0.6573899999999999|0.6573899999999999|-1218.966516|-0.16784|6.1931|-0.20148|8.312999999999999|398.0|6.4001
