molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nAHRing|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|n5aRing|n5aHRing|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8d|GATS1pe|RASA|FNSA3|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GRAVp|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GRAV|PPSA1|WNSA2|FPSA5|DPSA2|Mor01p|CYP2C19 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Num. of Aromatic heavy atoms|Log Po/w WLOGP|Brenk|Molar refractivity|Veber filter|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|IC50|pIC50|pIC50
47g_a18|0|0|0|0.0|0|7.03438793|1|1|-0.005500039|-0.005817448|4.844187086|-0.034211867|0|0.031179487|-0.048472184|0.0|-0.477030713|0.0036509859999999|0.033759227|0|0|-0.3927204379999999|0|0.765824398|0.750610215|-0.014370598|0.745431271|0.834424154|-0.065225536|0.413435809|-55.35188184|-72.53379954|11.37505183|111.5517627|0.165575846|-0.029212072|9.653129118|0.731870777|-2.307753726|-46.97287277|86.33162323|-24.79003275|66.72693367|3367.0578530000003|2268.439188|-21.03738872|0.268129223|20.32265524|7870.887027|227.5405903|-1661.953709|0.016259076|2675.8994190000003|1347.416568|1.0|1.0|2.0|18.0|3.6|2.0|164.47|1.0|-6.11|40.0|4.0|-6.4|541.68|0.0|2.83|-5.52|0.000421|3.01e-06|0.00163|6.04e-10|3.0965|-1743.375845|905.71|1604.37|400.4|0.5955|0.69828|-0.12789|4966.0|-0.17202|-1742.847918|9.0|8.0458|8.0458
1c_a5|1|0|0|0.0|0|6.605297921|0|0|-0.268536978|-0.001983746|4.59511985|-0.006491037|2|0.0248765429999999|-0.080321049|0.0|-0.085301064|0.008031558|-0.228971551|1|1|0.0578378779999999|2|0.71274658|0.7595197290000001|-0.109439124|0.6977404359999999|0.88631419|-0.068062282|0.436308619|-34.82350689|-35.99212225|4.27195187|160.5407184|0.11368581|-0.0281385329999999|2.185709046|0.753027268|-1.12554131|-17.81716094|43.86175561|-14.3968489|39.09545876|2105.8969850000003|873.709445|-7.366029352999999|0.246972732|11.580409800000002|4387.398857|126.3615674|-294.64117410000006|0.0153811389999999|764.7451566000001|409.0289917|1.0|1.0|1.0|23.0|4.51|0.0|95.45|0.0|-4.25|24.0|3.0|-5.77|312.37|1.0|3.43|-4.45|0.0174|3.5600000000000005e-05|0.0111|3.87e-09|4.8783|-990.6223073|556.84|929.31|274.99|271.0|0.4444899999999999|-0.18719|1.7105|-0.22684|-990.516371|3981.0|5.4|5.4
8d_a32|1|1|1|0.0|0|7.765993078999999|0|0|0.143684876|-0.010604502|5.733341277|-0.089662873|0|0.0388738739999999|0.062782795|2.146260246|-0.519620595|-0.006974711|-0.044765977|3|3|0.002805572|0|0.825020753|0.825978584|-0.11492754|0.789198712|0.7107041559999999|-0.109612139|0.261692269|-68.88621406|-69.11005922|10.01177286|321.2496412|0.2892958439999999|-0.03346862|6.291941176|0.708567136|-1.539556512|-43.2918338|81.54594837|-21.03349629|78.89798692|2556.198518|2371.595484|-13.21859008|0.2914328639999999|15.29958432|5523.492436|183.1522214|-608.0551435|0.019788058|1365.489282|557.1050635|1.0|1.0|2.0|19.0|4.32|0.0|110.38|1.0|-6.08|27.0|4.0|-6.47|397.52|1.0|3.57|-4.36|0.000334|4.36e-05|0.0173|5.51e-08|3.5588|-1880.773727|671.71|111.16|348.39|0.3018|0.7026100000000001|-0.14765|1.0269|-0.20115|-1880.602038|8.0|8.0809|8.0809
6e_a40|0|0|0|0.0|1|8.421342866|1|2|0.128035402|-0.0148450439999999|6.401917197|-0.074872854|0|0.039160494|-0.15110197|0.744550501|-0.69771706|-0.0026177839999999|0.103594243|2|2|-0.037027769|0|0.685858263|0.8361555479999999|-0.289988439|0.648802794|0.74620476|-0.107312598|0.376602018|-70.52033811|-76.50178121|10.43262695|185.1473293|0.25379524|-0.04873174|6.85578763|0.866991176|-2.095464821|-46.34235117|84.95203628|-32.02400144|80.95296505|3075.060648|3854.417113|-21.04453212|0.133008824|12.49434084|7585.605268000001|87.40658058|-904.9148811|0.012858969|1588.2884390000002|587.7345677999999|1.0|0.0|1.0|14.0|3.72|2.0|125.15|1.0|-7.76|30.0|5.0|-6.09|476.98|1.0|3.68|-5.58|8.31e-06|2.6e-06|0.00124|2.35e-05|2.9549|-2831.191706|671.95|1149.77|419.59|0.3625|0.67187|-0.1195799999999999|8.3311|-0.2164|-2831.048968|18.0|7.7447|7.7447
1l_a5|1|0|0|0.0|0|6.605297921|0|0|-0.244609612|-0.00183668|4.59511985|-0.0052651969999999|2|0.025672515|-0.111303801|0.0|-0.089997343|0.008244856|-0.019865028|1|1|0.043915678|2|0.7245669790000001|0.7656671279999999|-0.091849662|0.71872376|0.890289002|-0.068685233|0.357062421|-38.79937717|-38.27406105|4.43679678|167.86839980000002|0.109710998|-0.026512937|2.506287665|0.769406114|-1.219595099|-21.91725365|45.64819758|-14.9768065|43.23617395|2227.730859|903.1631908|-8.460199385|0.230593886|14.03493287|4665.793689|130.25942849999998|-389.1691717|0.013054186|895.4089219|518.5792364|1.0|1.0|1.0|23.0|5.32|0.0|105.07|0.0|-5.04|26.0|3.0|-5.4|340.42|1.0|4.06|-4.98|0.00308|1.04e-05|0.00356|1.4800000000000003e-09|4.6403|-1069.261615|609.85|1033.47|283.95|0.4921|0.45892|-0.1779|2.1987|-0.21939|-1069.101032|32.0|7.4949|7.4949
11b_a50|0|1|1|0.0|2|7.927685046000001|1|1|-0.154649459|-0.002908227|5.82008293|-0.014702942|1|0.038040936|-0.007722567|2.114272566|-0.13377846|0.011959339|-0.218953127|2|2|-0.277408878|1|0.701976536|0.800774662|-0.20645662|0.667956827|0.931316325|-0.0445367309999999|0.229754094|-23.23499995|-36.43643854|10.1501574|7.949039772000001|0.068683675|-0.02494328|5.295379767|0.642051995|-1.047617742|-12.12179711|47.72173991|-13.01301376|33.38515735|2286.724895|1650.235214|-6.788943965|0.357948005|9.979494111|4884.730303|186.7429782|-285.1356465|0.021631609|851.2497152000001|439.9973344|0.0|1.0|0.0|20.0|3.73|0.0|99.65|0.0|-3.58|25.0|3.0|-6.24|327.38|1.0|2.96|-4.16|0.0862|6.97e-05|0.0228|1.35e-06|4.6471|-1045.98235|560.06|955.4|311.03|195.0|0.53885|-0.16684|2.7805|-0.19501|-1045.849774|1.7|5.7696|5.7696
12r_a30|0|0|0|0.0|0|7.412764017000001|2|2|-0.015167821|-0.007553813|5.351858133|-0.093024002|2|0.043383838|-0.093079817|0.0|-0.400352091|-0.002544958|-0.0682882559999999|1|1|-0.145315868|1|0.609043558|0.83236194|-0.105767484|0.591758164|0.72072745|-0.090229387|0.451652492|-58.32042638|-71.0931422|12.36992712|90.4724548|0.27927255|-0.040404659|7.995393191000001|0.790065337|-1.979828309|-37.69583567|82.06195604|-26.11584816|70.6903535|2976.944611|2433.580273|-16.88017015|0.209934663|13.94386247|6735.090739|135.6928105|-827.1283373|0.016970201|1619.709789|616.2856203|1.0|1.0|1.0|17.0|3.74|0.0|127.19|0.0|-5.49|31.0|6.0|-6.06|434.46|0.0|3.21|-5.17|0.00141|6.71e-06|0.00291|6.900000000000002e-08|5067.0|-1774.236548|679.64|1141.54|353.12|0.1908|0.32409|-0.14894|5.2021|-0.20138|-1774.070699|29.0|7.5317|7.5317
30_a47|0|1|1|0.0|1|6.842683282|0|0|-0.069449687|-0.0092264759999999|4.727387819|-0.184735553|2|0.038387534|0.013114301|1.192095911|-0.415191425|-0.0098410169999999|-0.008774855|1|1|-0.079370393|2|0.6850994429999999|0.8485444809999999|0.074217097|0.651797437|0.67896733|-0.108232368|0.384732322|-64.94243028|-64.38108459|13.64937081|350.5257774|0.32103267|-0.0383202979999999|8.190002019|0.679447569|-1.609452527|-38.96726396|81.25550675|-22.9932445|78.59180109|2626.927627|1558.731067|-13.79658605|0.320552431|12.94704346|5852.817155|192.3403721|-579.456614|0.028122734|1421.325667|457.1122177|1.0|1.0|2.0|21.0|3.93|0.0|104.25|0.0|-4.22|28.0|5.0|-6.95|396.81|1.0|2.61|-4.1|24.0|7.94e-05|0.0315|5.74e-08|3.7159|-1696.12008|615.85|1032.35|333.66|0.3566|0.6944899999999999|-0.1517|2.7493|-0.20813|-1695.9887|13.0|7.9|7.9
4R4l_a46|0|0|0|0.171853072|1|7.825245291|1|1|-0.058870177|-0.004736212|5.587248657999999|-0.075241716|1|0.049498645|-0.067419714|0.0|-0.255755434|0.0066560469999999|-0.060895366|1|1|0.010799648|1|0.7940662409999999|0.726535412|-0.229089688|0.7936534740000001|0.896653672|-0.090505744|0.208818132|-49.12015477|-45.96797819|3.844966512|177.33836430000002|0.103346328|-0.02989332|2.086777505|0.8782984840000001|-1.524559305|-26.65896664|49.44228224|-16.223992300000003|52.96512128|2165.83681|1766.0974600000002|-8.805242402000001|0.121701516|10.43942503|4923.057044|66.05102684|-449.0673625|0.006401537|942.0756413|579.2365607|1.0|1.0|1.0|17.0|5.02|0.0|105.77|0.0|-5.28|26.0|3.0|-5.23|347.45|1.0|4.09|-5.11|0.00182|7.78e-06|0.0027|9.980000000000001e-08|4.6497|-1092.75416|584.44|1038.78|301.29|0.1678|0.40548|-0.17475|2.1973|-0.19602|-1092.544322|137.0|6.8633|6.8633
13h_a6|1|0|0|0.0|0|6.842683282|0|0|-0.094781725|-0.006619944|4.727387819|0.004767264|2|0.04393617|0.060987639|1.656132209|-0.3839567379999999|-0.002407131|-0.01698365|1|1|-0.215607882|2|0.836982172|0.780222427|-0.164411111|0.789769968|0.867910741|-0.074151997|0.300800177|-51.85624128|-64.32173453|12.1971464|77.20799814|0.132089259|-0.032362302|8.529752344|0.736918588|-1.747564296|-36.26429338|76.78735663|-22.63172141|64.05338768|2926.745635|2829.19698|-15.82689691|0.263081412|16.928040300000003|6302.785260000001|183.9790404|-854.6524332|0.017825256|1658.40973|744.1359788|1.0|1.0|2.0|27.0|4.79|0.0|128.63|0.0|-5.56|33.0|5.0|-6.31|431.49|1.0|3.61|-5.06|0.0012|8.8e-06|0.0038|2.67e-11|4.8701|-1386.613707|738.61|1253.92|365.52|1.0978|0.50716|-0.14097|7.2872|-0.2153199999999999|-1386.3651|47.0|7.3279|7.3279
14b_a23|0|1|1|0.0|2|7.423568444|0|0|0.065240838|-0.006248709|5.351858133|-0.071396109|2|0.043538647|0.0519489729999999|0.716540473|-0.318684138|0.007671236|-0.0644978|2|2|-0.17267308|2|0.616699629|0.793551289|-0.077808321|0.5935522360000001|0.8462596590000001|-0.063267638|0.228282196|-41.01458464|-53.44429544|13.26014776|40.76245006|0.153740341|-0.03508139|8.596171261|0.774359705|-1.64882535|-26.58857202|64.97993029|-22.74225338|54.274732400000005|2943.803333|2280.830615|-14.74314679|0.225640295|14.26820636|6622.129837|146.2760938|-692.9278992000001|0.01779446|1380.34805|599.5697147999999|0.0|1.0|1.0|26.0|4.58|1.0|120.24|0.0|-5.58|31.0|5.0|-6.31|429.47|0.0|3.78|-5.11|0.00114|7.73e-06|0.00332|2.14e-08|3706.0|-1729.161608|673.05|1142.37|334.55|0.3603|0.58097|-0.15064|6.8752|-0.2286699999999999|-1728.9893510000002|4.0|8.3536|8.3536
3b_a49|0|0|0|0.0|1|7.535296702|1|1|-0.003115526|-0.0057605869999999|5.4161004020000005|-0.055724324|2|0.034155556|-0.090939066|1.844602991|-0.322592863|0.000607064|-0.010613212|1|1|0.000850823|2|0.7745859279999999|0.794997634|0.006213385|0.749565191|0.749104358|-0.0883601469999999|0.482434361|-54.04959517|-51.77986692|8.304484449|325.6896751|0.250895642|-0.0276739079999999|5.07982433|0.656865946|-1.439043207|-33.06194987|64.91785551|-16.92803342|62.35407961|2660.339607|1796.6760370000002|-10.35481932|0.3431340539999999|13.85181805|5934.158315|209.89391040000004|-538.4506046|0.021477952|1340.087338|641.1445234|1.0|1.0|2.0|21.0|3.2|0.0|116.94|0.0|-3.53|30.0|5.0|-7.42|398.46|1.0|2.38|-3.59|0.1169999999999999|0.000256|102.0|2.64e-08|4.6669|-1293.3286859999998|664.15|1132.92|322.72|0.1978|0.5798|-0.1587|3.0055|-0.21985|-1293.106236|25.0|7.6021|7.6021
18b_a30|0|0|0|0.0|0|7.412764017000001|2|2|0.036563014|-0.006947027|5.351858133|0.0075638519999999|2|0.041767677|-0.039831247|0.0|-0.375139476|0.003099827|0.016709918|1|1|-0.090115975|1|0.80330079|0.822401103|-0.089945913|0.760234689|0.869340364|-0.078751666|0.413791511|-52.09100293|-63.07862164|13.14992762|77.65678625|0.130659636|-0.036237883|8.698138813|0.759715688|-1.811894154|-34.45606603|75.30642440000001|-23.96987622|65.24093056|2915.383182|3057.267112|-15.85509189|0.240284312|13.0644231|6387.715069|158.9382363|-792.7545943|0.0184861069999999|1577.555697|666.0036144999999|1.0|1.0|1.0|17.0|2.49|0.0|131.99|0.0|-5.49|31.0|5.0|-6.33|423.49|0.0|2.42|-4.8|0.00137|1.57e-05|0.0066599999999999|2e-07|3.5256|-1668.034279|697.37|1178.08|351.66|0.3576|0.67715|-0.14385|4.8198|-0.2052699999999999|-1667.849173|25.0|7.6003|7.6003
12b_a50|0|1|1|0.0|2|7.927685046000001|1|1|-0.19841119|-0.002929899|5.82008293|-0.0016330379999999|1|0.034845679|-0.08032584|2.112397566|-0.125985651|0.01164808|-0.101728189|2|2|-0.291865836|1|0.699597776|0.804535572|-0.189976035|0.660148928|0.925916085|-0.045602469|0.24516882|-22.92589265|-33.25880166|10.80329197|8.07905572|0.074083915|-0.0237482779999999|5.43117764|0.5731907470000001|-0.926182858|-11.52561607|47.12729492|-11.93905701|33.72918462|2224.116359|1446.231761|-6.002164865|0.4268092529999999|10.05480253|4672.843578|214.5713436|-234.0844297|0.027586169|812.3355548|388.171611|1.0|1.0|0.0|20.0|3.42|0.0|94.69|0.0|-3.16|24.0|3.0|-6.44|313.36|1.0|2.59|-3.84|215.0|0.000144|45.0|3.22e-06|4.7089|-1006.664619|539.15|909.8|315.44|0.2425|0.6016199999999999|-0.16451|4.0567|-0.19425|-1006.550688|4.74|5.3242|5.3242
16d_a32|1|1|1|0.0|0|7.765993078999999|0|0|0.170838661|-0.017249763|5.733341277|-0.087123461|0|0.0421759259999999|0.0115077539999999|2.07416189|-0.7589895790000001|-0.00839148|-0.134892903|3|3|-0.239509216|0|0.816581223|0.8575664540000001|-0.0847953219999999|0.7689748270000001|0.7554930740000001|-0.091212351|0.41654798|-53.23914436|-67.07571683|18.67986534|115.2070109|0.244506926|-0.036437402|10.90312918|0.615749698|-1.493933474|-31.07481011|86.50964771|-21.26791022|71.91900971|2588.214866|3152.666302|-12.41372827|0.384250302|11.16880283|5768.495166|224.2805611|-508.962859|0.0332953229999999|1416.134383|457.7130665|1.0|1.0|2.0|19.0|3.82|0.0|102.33|1.0|-5.65|26.0|5.0|-6.62|385.46|1.0|3.12|-4.18|0.000856|6.659999999999999e-05|0.0257|2.55e-07|3.6271|-1877.360551|621.59|1023.44|341.83|0.2915|0.70217|-0.15009|3.2048|-0.20077|-1877.241687|8.0|8.1135|8.1135
18_a15|0|0|0|0.0|0|0.0|0|0|-0.020185809|-0.006149666|0.0|-0.090130715|2|0.037948718|-0.094812415|0.0|-0.319782642|-0.001044324|-0.066226471|0|0|-0.145790726|2|0.660075777|0.7162974740000001|0.004699248|0.645117465|0.8362289070000001|-0.067562078|0.819442071|-41.31992544|-55.48918283|4.370403779|40.37881101|0.163771093|-0.035181092|2.672871589|0.867430881|-1.723873519|-25.27062952|60.86009645|-21.51621375|45.69032922|2541.440611|2510.854462|-13.15898469|0.132569119|10.2545953|5705.360332|81.07723009|-644.79025|0.008781964|1215.421882|590.2470602999999|1.0|1.0|1.0|24.0|6.86|0.0|113.42|0.0|-6.16|29.0|4.0|-4.8|385.43|1.0|5.06|-5.93|0.000265|1.18e-06|0.0004559999999999|1.0399999999999999e-10|4543.0|-1265.810138|650.53|1110.18|324.29|0.2686|0.6074|-0.1579|4.2476|-0.19371|-1265.614679|129.0|6.8894|6.8894
A7701_a51|1|0|0|0.0|0|6.605297921|0|0|-0.221071791|-0.002377784|4.59511985|-0.0162614089999999|2|0.031405229|0.070581466|2.087643036|-0.0927335619999999|0.008062393|0.058290286|1|1|0.061434294|2|0.7078647990000001|0.7451039290000001|-0.0533751959999999|0.688876851|0.865114773|-0.071384149|0.514530959|-32.97926236|-36.09660744|3.420720075|146.2104641|0.134885227|-0.030384547|1.580362387|0.799046392|-1.09384371|-15.23632002|41.87351682|-14.03756956|36.39998243|1959.582581|1108.114062|-6.485314917999999|0.200953608|8.863149921|4153.310077|92.83996262|-233.4713371|0.012504214|632.4445105000001|332.8814548|1.0|1.0|1.0|21.0|4.0|0.0|87.52|0.0|-3.95|22.0|3.0|-5.82|286.33|1.0|3.12|-4.17|0.0319|6.790000000000001e-05|0.0195|2.62e-08||||||||||||25.0|7.6021|7.6021
9h_a40|0|0|0|0.0|1|7.515889085|0|0|0.014753178|-0.009041931|5.4161004020000005|-0.126968715|0|0.039444444|0.157606277|0.814591837|-0.343593366|0.003782277|0.133376308|2|2|0.08305063|0|0.778613709|0.740778143|-0.299768519|0.7528137909999999|0.864310149|-0.09201708|0.219852623|-46.04148264|-47.93581245|6.199629554|132.6583116|0.135689851|-0.041058441|3.102034287|0.863884935|-1.437045429|-23.03722449|53.60044379|-20.54391962|52.2411122|2073.354193|418.2915223|-10.27931468|0.136115065|13.366649|4322.734135|68.10626265|-359.7760137|0.011321157|832.3298135|336.23227030000004|1.0|0.0|0.0|20.0|4.44|0.0|93.19|0.0|-5.65|23.0|3.0|-5.06|321.4|1.0|4.06|-5.12|0.000716|7.6e-06|0.00244|3.09e-07|4.2372|-1293.174246|526.38|868.84|368.18|0.3851|0.64952|-0.14047|2.1413|-0.20038|-1293.083512|3.98|5.4001|5.4001
1_a1 (SKF-104365)|0|0|0|0.0|1|7.535296702|1|1|0.011230812|-0.006055958|5.4161004020000005|-0.01959813|1|0.0409444439999999|-0.091086986|0.0|-0.218014497|0.000663414|-0.10236005|1|1|-0.300426726|1|0.57031697|0.7926983559999999|0.194988905|0.551667506|0.8131557509999999|-0.067997692|0.2405471019999999|-31.45099608|-37.55389489|6.18316314|6.658828587|0.186844249|-0.029524467|2.859900586|0.709744919|-0.9743074|-14.547040099999998|46.32985169|-13.65596178|37.63415922|1997.193006|1551.362941|-6.316296726|0.290255081|9.042613965|4225.4765640000005|134.2517831|-208.4377919|0.018973797|634.9418316000001|297.2783688|1.0|1.0|0.0|17.0|4.28|0.0|81.72|0.0|-3.8|21.0|3.0|-6.01|297.35|1.0|3.27|-4.02|0.0472|9.65e-05|0.0287|9.93e-07|3.8901|-1279.084677|491.18|809.96|318.72|0.2178|0.70081|-0.16142|4.5773|-0.19624|-1279.017667|1.6|5.7959|5.7959
12b_a30|0|0|0|0.0|0|7.412764017000001|2|2|0.047132642|-0.007353271|5.351858133|-0.06631353|2|0.042804233|-0.074391852|0.0|-0.3897233479999999|0.001139238|-0.037209579|1|1|-0.120380857|1|0.669561738|0.824373792|-0.1240820219999999|0.64876559|0.764737577|-0.08354129|0.383979687|-53.05077947|-62.96700664|11.01246349|86.84905288|0.235262423|-0.038448551|6.99318589|0.798520682|-1.883979001|-33.68855323|73.02913136|-24.41577808|64.06324295|2849.095245|2347.979099|-15.50462119|0.201479318|13.88809428|6275.380072|127.9443353|-759.7264385|0.01584525|1498.236868|618.6004214|1.0|1.0|1.0|17.0|3.18|0.0|127.24|0.0|-5.39|30.0|5.0|-6.02|416.47|0.0|2.92|-5.01|0.00171|9.71e-06|0.00405|1.26e-07|5.0567|-1675.0107779999998|673.18|1130.68|352.16|0.2079|0.3159099999999999|-0.1493799999999999|3.7327|-0.20289|-1674.838225|7.0|8.1543|8.1543
6c_a31|1|0|0|0.0|0|7.78113851|1|1|0.047405064|-0.015192833|5.733341277|-0.151732713|0|0.038901235|0.137523742|0.0|-0.790027307|-0.009477764|-0.00219333|2|2|-0.009333123|0|0.831901219|0.790900932|-0.172780048|0.7905201209999999|0.641197273|-0.120905075|0.138124296|-76.54198229|-79.97295595|20.09112958|163.6316745|0.358802727|-0.044739967|12.71919216|0.7653239190000001|-2.147518413|-48.45681657|93.4208388|-28.32375523|96.63311186|2837.949799|2357.829685|-17.93106176|0.234676081|14.63492011|6283.091868|148.5675636|-860.6909647|0.0212421629999999|1776.424619|597.3075924999999|1.0|1.0|2.0|22.0|4.26|0.0|114.5|0.0|-6.09|30.0|5.0|-6.27|418.47|1.0|3.64|-4.94|0.000343|1.15e-05|0.0048|1.89e-08|3.2974|-1691.984862|667.01|1125.85|376.01|0.5028|0.7014699999999999|-0.13351|5.9253|-0.19169|-1691.794585|0.34|6.4685|6.4685
4_a18 (SD-208)|0|0|0|0.0|0|0.0|2|2|0.055002235|-0.012457606|0.0|-0.113324634|3|0.040864198|-0.020226647|0.0|-0.498304229|-0.018723101|-0.009648044|0|0|-0.3630339729999999|1|0.773173718|0.83508768|-0.098971722|0.721664823|0.77909674|-0.077885485|0.115284206|-40.10670787|-51.27494074|10.90456851|103.6318511|0.22090326|-0.034985357|5.615248385|0.602029021|-1.2944582059999998|-20.652731600000003|69.63488061|-18.01551972|51.01127638|2395.526727|1822.914738|-9.276994128|0.397970979|11.42979655|5348.394288|204.9329964|-343.2487827|0.035654206|1107.212786|363.2306414|0.0|1.0|1.0|22.0|4.44|0.0|92.87|0.0|-4.29|25.0|6.0|-6.31|352.75|1.0|3.11|-4.38|18.0|4.14e-05|0.0146|7.06e-09|5.1755|-1542.296276|537.47|895.83|378.26|0.2761|0.4646|-0.13588|3.4629|-0.2358|-1542.207472|0.08|7.0969|7.0969
16j_a32|1|1|1|-0.082980188|0|7.765993078999999|0|0|0.175152442|-0.0139074189999999|5.733341277|-0.086195934|0|0.046788618|-0.0667943999999999|2.076106145|-0.778815477|-0.002456725|-0.135618491|3|3|-0.202656848|0|0.79965447|0.798237393|0.032797932|0.762429418|0.8259884120000001|-0.07651119|0.509776381|-54.71915795|-76.45058155|16.63953228|34.66998636|0.174011588|-0.034287782|11.90023573|0.699790508|-1.817252458|-39.13396528|91.93816239|-24.52188465|71.35869023|2830.682695|3448.428146|-17.53752467|0.3002094919999999|13.20372234|6507.757122|214.7033741|-929.4888072999998|0.021655546|1857.212797|701.9321161|1.0|1.0|2.0|19.0|5.24|0.0|121.3|1.0|-7.45|30.0|5.0|-5.73|441.57|0.0|4.25|-5.41|1.57e-05|3.89e-06|0.00172|1.7e-08|3629.0|-2034.621888|729.78|1225.27|341.65|0.2907|0.70207|-0.15012|3.4656|-0.2002799999999999|-2034.408854|9.0|8.0315|8.0315
12e_a40|0|0|0|0.0|1|7.515889085|0|0|0.061944605|-0.015461694|5.4161004020000005|-0.262526337|0|0.04020202|0.174870826|0.665270062|-0.556620974|-0.013162335|0.130516751|2|2|0.172778196|0|0.889386453|0.788800541|-0.279310345|0.8096582170000001|0.7798787840000001|-0.132226452|0.284429447|-71.78145688|-66.68049019|8.195398107|206.0119599|0.220121216|-0.048387621|4.4490161310000005|0.790818822|-1.596791495|-38.96782748|78.14505956|-26.26807189|79.97685498|2391.0322170000004|694.2415706|-14.26008524|0.209181178|15.75963228|5478.52313|113.5576846|-470.5828129|0.021118537|1096.13776|348.3847394|1.0|0.0|2.0|20.0|4.84|0.0|95.8|0.0|-6.53|24.0|4.0|-5.26|378.23|1.0|3.98|-5.64|0.000113|2.27e-06|0.00086|9.14e-07|4.3236|-2248.276958|552.91|918.38|409.82|0.4494|0.6826|-0.12616|2.5946|-0.19912|-2248.206714|1.17|5.9318|5.9318
13_a4|0|0|0|0.0|1|7.535296702|1|1|-0.210975191|-0.000990136|5.4161004020000005|-0.019846488|1|0.044357639|-0.059300584|0.0|-0.04158572|0.012994083|-0.14818661|1|1|-0.025714912|1|0.645708528|0.744134785|-0.157188841|0.6490618429999999|0.970027005|-0.050017793|0.229685203|-24.48959182|-33.41617993|4.282589756|11.85953992|0.029972995|-0.0279998139999999|2.096831328|0.862539527|-1.091992764|-11.99053523|37.12083496|-13.70920202|28.77218157|1910.137758|1439.176684|-6.7122666220000005|0.137460473|9.917593683|3983.972795|67.30306705|-261.7783983|0.007566425|619.8659446|373.9073307|1.0|1.0|0.0|17.0|4.15|0.0|90.06|0.0|-4.09|22.0|2.0|-5.39|287.36|1.0|3.57|-4.42|0.0235|3.77e-05|0.0108|6.28e-07|4.4811|-898.3562912999998|536.09|893.0|297.09|0.2133|0.53815|-0.17204|2471.0|-0.20372|-898.2503529999999|4.0|5.3979|5.3979
2_a33|1|1|1|0.0|0|7.765993078999999|0|0|0.047294725|-0.009168933|5.733341277|-0.064926835|0|0.039958333|-0.049900189|2.112255684|-0.476784502|-0.002514803|0.070526947|3|3|-0.148024156|0|0.787714775|0.833090592|-0.096644295|0.753434785|0.8195154109999999|-0.0804186|0.411881091|-49.13901703|-63.57699532|11.27469555|103.5201191|0.1804845889999999|-0.031851158|6.889294995|0.702597735|-1.56070672|-30.02592687|75.44970552|-19.46234551|60.41371259|2632.195388|3245.244678|-11.89228027|0.297402265|11.60906093|6067.635829|181.7248125|-582.7217333|0.019430318|1357.327077|618.9134881|1.0|1.0|2.0|19.0|4.63|0.0|115.28|1.0|-6.35|28.0|4.0|-6.17|411.54|1.0|3.98|-4.78|0.000183|1.6800000000000002e-05|0.0069|2.13e-08|3.6281|-1920.079174|655.74|1128.98|341.74|0.2911|0.70205|-0.15012|4.2519|-0.19979|-1919.890628|6.0|8.2596|8.2596
11a_a31|1|0|0|0.0|0|7.773594467000001|1|1|-0.045290366|-0.02376325|5.733341277|-0.259732443|0|0.044949495|-0.087576474|0.0|-0.8792402579999999|-0.022093578|-0.1217573119999999|2|2|-0.1829166189999999|0|0.861302755|0.8433024170000001|-0.030335912|0.819138461|0.486754956|-0.151872243|0.271818874|-76.64827023|-81.26889906|20.91187076|258.8577775|0.513245044|-0.056833284|10.55399384|0.735254945|-1.932331673|-38.68354874|97.23036756|-28.68314085|97.560141|2288.9694010000003|1769.346573|-14.47606937|0.264745055|10.5643234|4940.657452|133.6139513|-492.1863586|0.031626337|1326.379096|302.14325319999995|0.0|0.0|2.0|16.0|2.94|0.0|83.12|0.0|-4.81|23.0|6.0|-6.51|329.33|1.0|2.42|-3.79|0.00506|0.000161|0.0531|2.22e-05|3.8042|-1441.452616|529.63|860.74|325.92|0.2797|0.69222|-0.15515|6.4691|-0.20589|-1441.37897|0.19|6.7212|6.7212
