molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nAHRing|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|n5aRing|n5aHRing|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8d|GATS1pe|RASA|FNSA3|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GRAVp|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GRAV|PPSA1|WNSA2|FPSA5|DPSA2|Mor01p|CYP2C19 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Num. of Aromatic heavy atoms|Log Po/w WLOGP|Brenk|Molar refractivity|Veber filter|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|IC50|pIC50|pIC50
11_a47|0|0|0|0.0|0|0.0|0|0|0.035230036|-0.007767503|0.0|-0.156077888|3|0.033931624|-0.0586047379999999|1.311097861|-0.427212659|-0.007419345|0.081235787|0|0|-0.079543257|3|0.702719047|0.715054643|0.07716247|0.686454722|0.796863393|-0.08164597|0.572646116|-50.01659041|-59.10798423|5.184267117|119.4035378|0.203136607|-0.035945973|3.175899139|0.816608795|-1.833244617|-30.64032829|66.9895812|-22.02062158|55.20085753|2842.168734|2201.328597|-13.48990542|0.183391205|11.22841564|6736.717611|112.34605729999998|-687.9851765999999|0.0128657439999999|1375.2628029999998|670.2339441|1.0|1.0|2.0|28.0|6.68|0.0|124.7|0.0|-6.29|32.0|5.0|-5.28|422.45|1.0|4.69|-6.03|0.000216|9.32e-07|0.000394|2.81e-11|3.7253|-1396.184699|654.49|1146.42|332.82|0.2321|0.6915399999999999|-0.1546|2.9142|-0.20554|-1395.980918|0.04|7.4|7.4
14h_a23|0|1|1|0.0|2|7.423568444|0|0|0.043538466|-0.005921293|5.351858133|0.006191846|2|0.04255787|0.0316908439999999|0.7290938920000001|-0.307907256|0.009895793|-0.024318144|2|2|-0.131709531|2|0.708395022|0.79263722|-0.05745554|0.669357479|0.923430574|-0.063825076|0.223157991|-43.02851162|-54.6468131|14.81983413|41.34207782|0.076569426|-0.033774476|9.990985411|0.753100584|-1.621174834|-29.00823506|67.44368679|-22.76950546|57.84834575|3010.418229|2371.16134|-15.35036053|0.246899416|15.0735214|6722.809649|166.45047749999998|-736.8173055999999|0.018981866|1451.248725|646.2584547|0.0|1.0|1.0|26.0|3.89|1.0|125.0|0.0|-5.68|32.0|5.0|-6.62|436.49|0.0|3.23|-4.9|0.0009109999999999|1.27e-05|0.00554|3.39e-08|4.0506|-1722.1762399999998|699.86|1190.62|337.93|0.3424|0.67365|-0.15209|9.7146|-0.2374099999999999|-1721.99264|5.0|8.3468|8.3468
12ah_a36|1|0|0|0.0|0|7.412764017000001|2|2|-0.050415481|-0.007648622|5.351858133|-0.043678703|2|0.043848238|0.078459408|0.0|-0.41302559|0.0005016269999999|-0.083956827|1|1|-0.177407665|1|0.8941919290000001|0.835013502|-0.0861053359999999|0.8065052890000001|0.828405275|-0.0758457179999999|0.271553945|-49.0084977|-68.45222166|11.93961081|82.70705743|0.171594725|-0.038137281|7.714903458999999|0.768906425|-1.906864035|-31.66734951|80.02464883|-24.6427998|60.9481085|2786.56479|2334.380591|-15.92320089|0.231093575|15.54445187|6015.129321|149.3235124|-796.1600443|0.017909528|1602.457659|629.5017194000001|1.0|1.0|2.0|17.0|2.54|0.0|128.76|0.0|-4.44|30.0|4.0|-6.49|415.88|1.0|2.34|-4.59|0.0151|2.55e-05|0.0106|6.65e-08|5.2259|-1692.545871|682.21|1148.39|328.07|0.6729|0.40051|-0.15434|5.4979|-0.2107099999999999|-1692.369929|11.0|7.9586|7.9586
19c_a38|1|0|0|0.0|0|7.412764017000001|2|2|-0.085545751|-0.008177185|5.351858133|-0.04575843|2|0.04508642|0.02192428|0.0|-0.449745181|-0.004442319|-0.0725602509999999|1|1|-0.20848518|1|0.7163622890000001|0.846765471|-0.071918235|0.6885713729999999|0.7591916240000001|-0.0918007669999999|0.396635872|-57.79749770000001|-68.18641054|15.30924906|139.1570837|0.240808376|-0.038224114|9.638658988|0.7187071909999999|-1.949429829|-36.38913762|82.74311399|-24.06579196|73.10674676|2967.98627|2660.812979|-15.15175311|0.281292809|13.36189552|6618.350708|177.10114030000005|-772.7394084|0.023120664|1707.726604|640.025745|1.0|1.0|3.0|17.0|2.42|0.0|130.41|0.0|-4.35|32.0|5.0|-7.13|426.45|0.0|2.57|-4.12|19.0|7.55e-05|0.0322|1.2099999999999998e-07|5.8832|-1424.42734|652.09|1138.6|323.53|0.2961|0.2597|-0.15612|2495.0|-0.21303|-1424.247603|9.0|8.0348|8.0348
6_a47|0|0|0|0.0|0|0.0|0|0|0.011739916|-0.008723045|0.0|-0.1738997619999999|2|0.042276423|-0.14404966|1.291219116|-0.392537045|-0.010708889|0.051455447|0|0|-0.04324355|2|0.701994505|0.786041178|0.062425042|0.672308592|0.8419184120000001|-0.080118846|0.446564415|-43.43026699|-52.41283988|5.323543706000001|101.7290544|0.158081588|-0.036834143|2.885749555|0.7943908059999999|-1.547034008|-23.54237714|60.76103606|-19.96679614|48.75381069|2431.668154|1577.98246|-10.82346202|0.205609194|10.90843226|5766.962611999999|111.4552019|-454.5854048000001|0.0154005|1055.658539|469.7495559|1.0|1.0|2.0|22.0|6.27|0.0|106.47|0.0|-6.02|27.0|4.0|-5.02|379.81|1.0|4.59|-5.79|0.000362|1.63e-06|0.000619|8.71e-10|5.5188|-1608.684886|576.56|990.85|333.32|0.2536|0.30468|-0.1544|3.2606|-0.20794|-1608.554019|13.0|7.9|7.9
4e_a46|0|0|0|0.092094405|1|7.825245291|1|1|0.1369980459999999|-0.005995748|5.587248657999999|-0.370202917|2|0.041636905|-0.08224348|0.0|-0.4017151029999999|-0.001404912|-0.058626723|1|1|-0.049530834|2|0.738134189|0.77019676|-0.076733489|0.69063113|0.753715041|-0.0835371459999999|0.68427144|-63.39469142|-64.33855433|8.098142567|105.0139519|0.246284959|-0.030951758|6.145520557|0.7951078540000001|-1.949960781|-48.10898007|73.87174786|-23.48867857|71.49283399|3411.457836|3129.575458|-17.82509456|0.204892146|15.06943449|7615.063066|155.48860530000002|-1122.980957|0.0125621839999999|1861.114491|942.2127953|1.0|1.0|2.0|23.0|5.93|0.0|137.28|0.0|-6.08|35.0|6.0|-6.6|488.6|0.0|3.5|-5.41|0.000405|3.92e-06|0.00191|1.56e-09|4.2446|-1884.613031|757.1|1343.97|296.81|0.4814|0.5745600000000001|-0.17112|1.9941|-0.21005|-1884.324182|154.0|6.8125|6.8125
9_a4|0|0|0|0.0|1|7.535296702|1|1|-0.211556011|-0.00136737|5.4161004020000005|0.016639331|2|0.040449735|-0.019160308|2.137757657|-0.064266379|0.010709527|-0.091393763|1|1|-0.076824065|2|0.625717993|0.801082857|-0.072130166|0.58669472|0.937102792|-0.052625548|0.472497372|-28.63837014|-37.85762102|4.918284148|13.6577411|0.062897208|-0.025885299|2.676487872|0.792890434|-1.113067849|-15.58475436|43.71760622|-14.08655666|33.55665428|2359.945586|2012.840082|-7.665782805|0.207109566|10.21134541|5387.230364999999|112.7072422|-329.6286606|0.010768243|763.9415367|489.7528555|1.0|1.0|0.0|21.0|5.07|0.0|105.09|0.0|-4.76|26.0|3.0|-5.56|360.84|1.0|4.17|-5.15|0.0062299999999999|7.06e-06|0.00255|6.9e-09|4.7284|-1489.554198|586.24|999.93|308.91|0.1217|0.5182100000000001|-0.16948|4.4343|-0.22204|-1489.41872|48.0|7.3188|7.3188
19_a31|1|0|0|0.0|0|7.401841579|0|0|0.062492295|-0.01001901|5.351858133|-0.086654127|0|0.0427124179999999|-0.044625452|0.0|-0.46087445|-0.005956522|-0.040386271|2|2|-0.1751017789999999|0|0.656654981|0.8558149140000001|-0.138769819|0.6427749970000001|0.7312647940000001|-0.0909201569999999|0.279690511|-53.25742146|-66.3863707|8.596058678|75.32978176|0.268735206|-0.036060715|5.035230173|0.776211804|-1.586671445|-31.1960848|75.31824576|-21.12293613|61.85348014|2265.6917350000003|1992.2502|-12.37297805|0.223788196|12.77501178|4917.329034|131.0862475|-544.4110343|0.0152483439999999|1197.365442|460.3754405|1.0|1.0|2.0|16.0|4.33|0.0|97.25|0.0|-4.67|25.0|4.0|-6.41|358.43|1.0|3.47|-3.92|0.0076799999999999|0.0001199999999999|0.0431|4.08e-08|5.0344|-1489.532192|625.93|1028.58|314.06|0.3205|0.5385300000000001|-0.16367|1.7076|-0.20675|-1489.382077|1.8|5.7447|5.7447
4f_a46|0|0|0|0.2096617139999999|1|7.825245291|1|1|-0.2265364489999999|-0.001035775|5.587248657999999|-0.001868546|2|0.045958333|-0.099507167|0.0|-0.053860324|0.012332859|-0.056114865|1|1|-0.123416853|2|0.6901151990000001|0.74106323|-0.1697014539999999|0.69830739|0.934973206|-0.055836642|0.296072934|-30.29079362|-36.60887321|4.738551282|7.730129301|0.065026794|-0.022035297|2.570614463|0.759842275|-1.079729539|-16.43243843|42.21890747|-11.95391778|35.0293449|2103.214727|1563.375755|-6.484875252999999|0.240157725|9.828175385|4661.569032|130.2830519|-317.7588874|0.010341277|770.8731021000001|538.4165208|1.0|1.0|0.0|17.0|4.71|0.0|101.54|0.0|-4.38|25.0|3.0|-5.65|332.44|1.0|3.76|-4.58|0.0139|2.62e-05|0.00872|6.12e-08|4548.0|-1033.550809|591.51|1020.33|272.61|0.1719|0.69208|-0.19079|3.2783|-0.2202599999999999|-1033.36869|183.0|6.7375|6.7375
18_a20|1|0|0|0.0|0|6.842683282|0|0|0.1160337319999999|-0.008841844|4.727387819|-0.12050413|2|0.0396875|0.163548857|1.983673343|-0.5039851160000001|-0.005614194|-0.011236836|1|1|0.003282792|2|0.809917509|0.7602869659999999|-0.090732503|0.778639593|0.76136176|-0.0927760219999999|0.356461863|-61.73239771|-63.36348363|7.195302872999999|318.5587088|0.23863824|-0.035934845|4.787695004|0.8109110409999999|-1.904546783|-41.07622672|72.31812218|-23.91074854|68.92770059|2809.844943|1822.210286|-15.91001426|0.1890889589999999|15.51556677|6206.896662|125.81822920000002|-843.230756|0.013457694|1562.772745|712.1606951|1.0|1.0|2.0|27.0|4.69|0.0|125.07|0.0|-5.59|32.0|4.0|-6.13|419.48|1.0|3.78|-5.16|0.00107|6.91e-06|0.0029|9.93e-11|5.9778|-1352.364724|703.24|1204.88|350.69|0.2991|0.31154|-0.14685|5.3978|-0.20289|-1352.135304|34.0|7.4685|7.4685
14a_a25|0|0|0|0.0|1|6.842683282|0|0|-0.092005241|-0.004483962|4.727387819|-0.05112778|2|0.038167849|0.051906412|1.975771616|-0.255585831|0.006085806|-0.046802062|1|1|-0.077269115|2|0.6716839040000001|0.7385460309999999|-0.035531959|0.653818362|0.850426305|-0.069657015|0.326595394|-45.72658614|-55.27820709|8.449104086|107.22698590000002|0.149573695|-0.033365179|5.546443318|0.8067529940000001|-1.76835447|-30.017374100000005|63.96772039|-21.90268583|54.17569023|2844.993903|2142.5112510000004|-14.37809314|0.193247006|14.55676745|6315.975408|126.8576588|-762.0389362000001|0.01323706|1438.906775|712.1606951|1.0|1.0|1.0|27.0|4.92|0.0|126.26|0.0|-5.39|32.0|4.0|-5.91|419.48|1.0|3.81|-5.29|0.0016899999999999|5.13e-06|0.00215|2.58e-10|5.3631|-1352.298438|689.55|1202.13|314.05|0.3529|0.42461|-0.16347|3.0824|-0.2143|-1352.086073|207.0|6684.0|6684.0
27_a47|0|1|1|0.0|1|6.842683282|1|1|-0.160399235|-0.003631596|4.727387819|0.006768957|3|0.0304347829999999|-0.067535989|1.807806182|-0.207000956|0.001861676|0.0427469459999999|1|1|-0.157688306|2|0.6636125860000001|0.804224077|0.023325573|0.634406338|0.846469886|-0.0630454209999999|0.337815064|-40.35526807|-50.87821306|10.56549582|20.73428323|0.153530114|-0.028494622|6.762956126000001|0.700732763|-1.510214943|-25.8313393|63.02085767|-18.2393594|50.9207639|2804.020752|2181.236691|-11.67498331|0.299267237|13.50334344|6433.288104|191.5604557|-618.7741154|0.018969968|1379.535965|682.9868225|1.0|1.0|2.0|21.0|5.07|0.0|125.17|0.0|-4.81|31.0|5.0|-6.34|436.91|1.0|3.91|-5.05|0.00674|8.89e-06|0.0038799999999999|1.5e-09|4.9358|-1778.1049670000002|673.27|1165.54|325.21|0.4007|0.40976|-0.1578|4.0365|-0.21594|-1777.891054|2512.0|5.6|5.6
14t_a23|0|1|1|0.0|2|7.423568444|0|0|0.04919958|-0.005383494|5.351858133|-0.024472753|2|0.045277778|0.073534004|0.758345646|-0.290708696|0.01269616|-0.041339801|2|2|-0.136106024|2|0.725800261|0.7629258809999999|-0.152771194|0.6906097959999999|0.920956836|-0.0553915009999999|0.361071229|-36.09926385|-51.65035498|11.36130649|36.6149406|0.079043164|-0.033286443|7.404291213|0.799945841|-1.6643221380000002|-23.52629623|61.0040156|-21.69314909|47.46057034|2878.4071670000003|2286.063655|-14.13766923|0.2000541589999999|14.13931199|6523.656379|130.3775455|-706.8834616|0.014352462|1355.9136119999998|666.0036144999999|0.0|1.0|1.0|26.0|4.33|1.0|125.25|0.0|-5.85|31.0|4.0|-6.1|425.51|0.0|3.78|-5.25|0.000608|5.61e-06|0.0023899999999999|1.65e-08|3.9855|-1669.240512|692.08|1184.43|386.72|0.2061|0.5824199999999999|-0.15625|5.8672|-0.22291|-1669.040656|4.0|8.3979|8.3979
15d_a10|0|0|0|0.0|1|7.535296702|2|2|-0.233802395|-0.002831383|5.4161004020000005|0.0370874879999999|3|0.031742919|-0.059217023|2.04092658|-0.184039927|0.010215823|-0.140487312|1|1|-0.280243276|2|0.74726683|0.745184875|0.0131101969999999|0.71456262|0.87609771|-0.057588609|0.565801561|-38.80896881|-47.58559595|15.37766538|67.59624856|0.12390229|-0.018829931|10.36301002|0.471900166|-1.129795872|-26.15336742|66.95020436|-12.68949225|54.18663419|2967.522813|2036.192049|-8.551449923|0.5280998339999999|16.02072769|6511.656447|355.8865234|-513.0869954|0.028735133|1613.412305|825.4425942|0.0|1.0|0.0|21.0|3.44|0.0|131.43|0.0|-3.78|33.0|6.0|-7.04|441.52|0.0|3.18|-4.38|0.0739|4.1200000000000005e-05|0.0182|1.5e-08|5.6004|-1430.8144619999998|737.09|1266.87|321.28|312.0|0.3685|-0.15916|3.3831|-0.20918|-1430.795367|69.0|7.1612|7.1612
7_a3|0|0|0|0.0|0|6.823286122000001|0|0|0.198126776|-0.008855374|4.727387819|-0.106234254|2|0.03757716|-0.047419994|1.989724777|-0.327648836|-0.007540435|0.054347129|1|1|0.036673175|2|0.881253042|0.790667152|0.0507482109999999|0.773152968|0.782294598|-0.1034274319999999|0.5999725029999999|-51.18177092|-47.72824381|4.804535747|230.9407974|0.217705402|-0.036877402|2.377557323|0.7992146109999999|-1.253831681|-25.32764885|55.15105143|-18.2490344|55.98630667|2196.07224|1952.029549|-9.030659289|0.2007853889999999|8.644978051|5055.700186|99.36002106|-307.0424158|0.0149999089999999|776.3461295|353.7528308|1.0|1.0|1.0|21.0|4.66|0.0|95.5|0.0|-5.44|23.0|3.0|-5.68|338.81|1.0|3.63|-4.87|0.00124|1.34e-05|0.00455|3.28e-08|5.8849|-1731.7341420000002|522.73|883.88|360.06|0.1926|0.3456|-0.14816|3.1299|-0.21219|-1731.651178|1023.0|5.9901|5.9901
5g_a40|0|0|0|0.0|1|8.149890544|0|1|0.0094595959999999|-0.016033575|6.167516491000001|-0.190406197|0|0.044946237|-0.0602779129999999|0.64025463|-0.5611751220000001|-0.012794054|0.122088541|2|2|0.137067086|0|0.795454476|0.818555255|-0.1312278909999999|0.7733200179999999|0.67772744|-0.153687065|0.245639795|-72.93994279|-68.05025116|11.83520323|216.425542|0.32227256|-0.049288357|5.616992201|0.745349319|-1.577227413|-34.61732609|80.22859145|-23.39227384|84.77514603|2054.810452|593.8133184|-11.10198254|0.254650681|12.10939827|4358.890754999999|120.8573152|-355.2634413|0.025660198|1004.297909|266.8102663|0.0|1.0|2.0|14.0|2.5|1.0|78.2|0.0|-4.24|21.0|5.0|-6.6|301.32|1.0|2.01|-3.37|0.0174|0.000426|128.0|0.0013|3.48|-1328.055803|489.04|800.98|356.27|261.0|0.6563|-0.14505|4.9132|-0.19908|-1327.982732|123.0|6.9101|6.9101
12be_a36|1|0|0|0.0|0|7.412764017000001|2|2|-0.148313814|-0.009368126|5.351858133|-0.0419484829999999|2|0.043854875|0.118420241|0.0|-0.580823835|0.000482522|-0.08981965|1|1|-0.289604649|1|0.884226781|0.812921349|0.00734728|0.8350231859999999|0.798015877|-0.0780531429999999|0.330453338|-54.15309606|-75.59805505|23.42501577|63.31681179|0.201984123|-0.031937334|16.25222352|0.5660743979999999|-1.852365352|-37.57129686|99.62604537|-22.15805062|77.57811183|3039.9167260000004|2552.721046|-15.37320593|0.433925602|16.14074295|6592.168374|301.05661160000005|-891.645944|0.034632557|2270.314539|766.4854363|1.0|1.0|2.0|17.0|1.9|0.0|136.74|0.0|-4.11|33.0|6.0|-7.13|441.49|0.0|1.75|-4.15|0.0342|7.13e-05|0.0315|1.6100000000000005e-07|5.2184|-1462.0007349999998|739.48|1256.67|370.25|0.7034|0.40844|-0.13781|7.7861|-0.18969|-1461.747501|44.0|7.3565|7.3565
14p_a23|0|1|1|0.0|2|7.423568444|0|0|0.044380583|-0.005975594|5.351858133|0.006191846|2|0.045165485|0.041987653|0.733042138|-0.310730878|0.009895793|-0.060144819|2|2|-0.131709531|2|0.708395022|0.799506006|-0.090287278|0.669357479|0.923455749|-0.063033628|0.223758613|-42.52653933|-54.50240143|14.91710363|40.58186569|0.076544251|-0.033660197|10.06403753|0.751638299|-1.615689464|-28.69113861|67.36602512|-22.70933393|57.44364296|3010.721939|2170.5738260000003|-15.32117727|0.248361701|16.84664803|6696.264498|167.5607773|-735.4165088|0.0190667019999999|1450.229492|646.2584547|0.0|1.0|1.0|26.0|3.89|1.0|125.0|0.0|-5.68|32.0|5.0|-6.62|436.49|0.0|3.25|-4.9|0.0009109999999999|1.27e-05|0.00554|3.39e-08|3.5752|-1722.181612|699.61|1191.08|346.79|0.3802|0.6816|-0.14774|7.4033|-0.2382|-1721.994023|3.0|8.5302|8.5302
3d_a12|0|0|0|0.0|0|0.0|1|1|0.092417272|-0.008186708|0.0|-0.053022041|3|0.038787879|-0.166233441|0.0|-0.360215148|-0.00259095|-0.002185753|0|0|-0.237203828|2|0.91670178|0.7697403429999999|-0.108208213|0.8605417409999999|0.8547246829999999|-0.066850425|0.2443206489999999|-34.34601551|-49.24083018|5.717316796|74.39425719|0.145275317|-0.035063929|2.9374091630000003|0.77428353|-1.437621096|-17.64609244|57.52228251|-18.01493787|40.06333231|2148.979792|1205.356874|-9.255608086|0.22571647|10.96674758|4509.417998|115.96727140000002|-379.4799315|0.01611886|953.9302134|410.9162081|1.0|0.0|1.0|18.0|2.19|0.0|100.28|0.0|-3.52|24.0|4.0|-6.22|313.36|1.0|2.67|-3.91|0.0945|0.000123|0.0385|3.08e-08|4.2114|-1006.727999|548.21|918.3|328.71|0.3336|0.53114|-0.15387|2.2068|-0.22229|-1006.606666|25.0|7.6021|7.6021
12g_a40|0|0|0|0.0|1|7.515889085|0|0|0.037440516|-0.01011728|5.4161004020000005|-0.129331216|0|0.036630824|0.167050952|0.726175674|-0.354104815|-0.001011175|0.075327376|2|2|0.106286677|0|0.777835705|0.769016155|-0.326139923|0.6941475490000001|0.8702014570000001|-0.0951493559999999|0.289122732|-49.94706785|-52.24208444|6.670206427999999|130.7472028|0.129798543|-0.0435406|3.501413627|0.852031227|-1.393299206|-26.21888031|59.29860462|-22.85591194|56.61727428|2287.970776|681.6778419|-11.99782981|0.147968773|14.39849078|5211.675486|77.67373972|-383.9305539|0.013442698|858.4065454|335.7078145|1.0|0.0|1.0|20.0|5.14|0.0|93.78|0.0|-6.46|23.0|3.0|-4.91|362.23|1.0|4.4|-5.79|0.000124|1.62e-06|0.000586|2.37e-07|4.0224|-2173.044757|540.25|896.63|392.64|0.3539|0.67055|-0.13191|1.9175|-0.20615|-2172.988604|724.0|6.1403|6.1403
13n_a6|1|0|0|0.0|0|6.842683282|0|0|0.030890422|-0.010884884|4.727387819|-0.135152403|2|0.04393617|0.058267173|1.628408574|-0.631323273|-0.0093684169999999|-0.06507689|1|1|-0.118693789|2|0.870730542|0.7767360059999999|-0.056293641|0.82642394|0.70890216|-0.100363599|0.307384948|-68.88015714|-75.07706271|12.18768927|90.97854097|0.29109784|-0.038490115|8.36448634|0.748967057|-2.078466222|-47.27287681|88.73738138|-26.41600355|81.06784641|2952.259627|2535.307313|-18.12946621|0.251032943|16.76075427|6386.381394|172.28545730000002|-978.9911754|0.019904118|1904.575345|724.3873672999999|1.0|1.0|3.0|27.0|3.76|0.0|127.2|0.0|-4.64|33.0|5.0|-7.23|435.48|1.0|2.62|-4.28|0.00987|5.24e-05|0.0228|2.1499999999999998e-10|4.8185|-1423.765005|727.69|1232.6|369.99|0.9117|0.55028|-0.13863|7.1946|-0.20994|-1423.514154|75.0|7.1249|7.1249
14r_a23|0|1|1|0.0|2|7.423568444|0|0|-0.009140243|-0.006323791|5.351858133|-0.06921746|2|0.045277778|0.014148395|0.7087588690000001|-0.322513347|0.007671236|-0.079935667|2|2|-0.17267308|2|0.616699629|0.7837821840000001|-0.1050445769999999|0.5935522360000001|0.8662226190000001|-0.062618931|0.375360556|-40.32463891|-55.30494931|12.35476415|47.26552456|0.133777381|-0.03654528|7.956082857|0.7882228370000001|-1.717628177|-25.96781003|66.31173073|-23.53402098|52.67940305|2945.137191|2306.754114|-15.15517566|0.211777163|14.15357616|6744.848704999999|136.37788909999998|-712.2932561000001|0.017092103|1403.282085|599.5697147999999|0.0|1.0|1.0|26.0|4.58|1.0|120.24|0.0|-5.58|31.0|5.0|-6.31|429.47|0.0|3.7|-5.11|0.00114|7.73e-06|0.00332|2.14e-08|5.9406|-1729.1556449999998|678.08|1145.51|389.92|0.2346|0.30482|-0.15536|6.2620000000000005|-0.22378|-1728.98403|5.0|8.2684|8.2684
1_a6 (SB-431542)|1|0|0|0.0|0|7.423568444|1|1|0.043282217|-0.015636898|5.351858133|-0.175408303|1|0.035620155|0.1008839219999999|0.0|-0.766207981|-0.011639964|-0.029658865|1|1|-0.033765606|1|0.838928085|0.7462411859999999|-0.083341531|0.795744863|0.5940412860000001|-0.126408788|0.210050443|-74.98172333|-72.69619778|19.58668728|160.410387|0.405958714|-0.0462988229999999|11.61820782|0.7531996609999999|-2.083447046|-44.47680367|87.15852628|-27.46300805|94.56841061|2678.823231|1890.228713|-16.29019397|0.2468003389999999|14.26172029|5748.417262|146.3942108|-733.0587287000001|0.02438148|1640.78056|513.4628663999999|1.0|1.0|2.0|23.0|3.63|0.0|106.85|0.0|-4.52|29.0|5.0|-6.73|384.39|1.0|2.85|-4.25|0.0116|5.660000000000001e-05|0.0218|2.03e-08|3.8208|-1292.588032|619.92|1049.69|376.28|0.5765|0.55256|-0.13329|6.0113|-193.0|-1292.41452|1542.0|5.8119|5.8119
8b_a8|1|0|0|0.0|1|7.535296702|1|1|-0.023718767|-0.013834266|5.4161004020000005|-0.182065125|1|0.040054466|0.019958073|0.0|-0.733216119|-0.0055544409999999|-0.0422693659999999|1|1|0.079250224|1|0.758899977|0.778853499|-0.0527918259999999|0.726912742|0.558354653|-0.130159955|0.28604765|-79.74587194|-71.23625346|19.87542051|172.84152849999998|0.441645347|-0.047457424|12.1771918|0.781454722|-2.325413799|-48.85837649|84.97574547|-29.07602182|99.62129245|2863.095568|1821.324722|-17.8141788|0.218545278|14.53652808|6471.7604200000005|133.8974321|-872.8947609999999|0.022425382|1823.170337|589.263087|0.0|1.0|2.0|23.0|3.03|0.0|114.18|0.0|-4.77|31.0|5.0|-6.87|414.41|0.0|2.9|-4.43|7.0|3.69e-05|0.0153|7.33e-08|4.5819|-1407.0843|640.35|1098.17|375.8|0.2618|0.57234|-0.13807|5.8389|-0.19921|-1406.887058|5.08|5.2941|5.2941
4_a3|0|0|0|0.0|0|6.823286122000001|0|0|0.2122551539999999|-0.008561428|4.727387819|-0.161259999|1|0.035345345|-0.08769805|1.882124381|-0.325334256|-0.008407895|0.057349653|1|1|0.127253753|1|0.640351067|0.721302096|0.041477445|0.628171026|0.74053397|-0.110345083|0.5842630360000001|-52.4583525|-46.9200748|3.806447632|235.6982345|0.25946603|-0.039478171|1.809595554|0.866976271|-1.381735991|-24.93884341|51.71950126|-18.76802992|56.26480013|2142.972568|1548.626215|-8.922372453|0.133023729|8.648209506|4885.093366|63.23984222|-312.2830359|0.0100954959999999|757.6690029|347.9532383|1.0|1.0|1.0|21.0|5.17|0.0|92.65|0.0|-5.69|23.0|3.0|-5.21|321.37|1.0|4.09|-5.09|0.00065|8.22e-06|0.00264|2.950000000000001e-08|5.9341|-1355.332318|504.29|858.45|356.58|0.1776|0.3809|-0.14983|2.3542|-0.20826|-1355.239905|1259.0|5.9|5.9
19_a34|0|0|0|0.0|1|7.412764017000001|1|1|-0.068004837|-0.013066507|5.351858133|-0.169170251|1|0.044107744|-0.189862762|0.0|-0.5357267960000001|-0.00802652|-0.143343425|1|1|-0.401414514|1|0.866604574|0.8022000659999999|-0.0235903339999999|0.818710955|0.6399024520000001|-0.112877411|0.308793959|-56.30608209|-62.64265252|19.74799697|131.5318459|0.360097548|-0.039656969|9.850795895|0.662289492|-1.506964829|-28.08688512|77.38527508|-19.78189027|76.05407906|2127.363207|1537.244187|-9.86770272|0.3377105079999999|10.31797048|4496.516479|168.4584665|-374.9727034|0.029554695|1135.020017|337.9440349|0.0|1.0|1.0|17.0|2.31|0.0|83.95|0.0|-2.73|23.0|5.0|-7.01|309.32|1.0|2.1|-3.15|574.0|0.000704|218.0|9.42e-06|4.1721|-1046.606458|538.96|882.87|297.18|0.2189|0.6897300000000001|-0.1735|3.4272|-0.20251|-1046.509891|0.99|6.0044|6.0044
12p_a36|1|0|0|0.0|0|7.412764017000001|2|2|-0.0494658159999999|-0.008017607|5.351858133|-0.084341564|2|0.042804233|0.114716581|0.0|-0.432950771|-0.002526241|-0.084846674|1|1|-0.217394466|1|0.724208473|0.828371596|-0.074349074|0.698414933|0.748438833|-0.082569108|0.315548061|-51.98017377|-68.22905781|12.71795723|83.24921731|0.251561167|-0.039016808|8.006403882999999|0.759126153|-1.950840419|-32.72335782|80.40682298|-24.56246081|64.698131|2774.926334|2308.958924|-15.4629378|0.240873847|14.3885803|5922.775161|151.63860559999998|-773.1468902|0.019344052|1617.811526|595.8790650000001|1.0|1.0|2.0|17.0|2.44|0.0|123.71|0.0|-3.89|30.0|5.0|-6.76|399.42|0.0|2.15|-4.16|0.0515|6.96e-05|0.0278|1.4e-07|5.3413|-1332.182868|660.71|1113.05|323.11|0.3015|0.30159|-0.15608|4.8805|-0.21131|-1332.006106|9.0|8.0458|8.0458
