molecula|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|MATS2c|AATSC1c|MATS7i|SaaaC|ATSC1c|AATSC1are|n5aRing|n5aHRing|AATSC1pe|AATSC1i|n6aHRing|BIC2|MATS8d|RASA|FNSA5|PBF|PNSA3|PPSA3|RNCS|TPSA_x|WNSA5|WPSA3|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GRAVp|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA1|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12aq_a36|0|0|3.427017327|0.0|0|7.412764017000001|2|2|0.0332421529999999|-0.0116333169999999|0.076517478|0.0|-0.674732412|-0.006653538|1|1|-0.004569485|-0.090926893|1|0.839953955|-0.047695595|0.681470612|-0.122078233|0.162384515|-73.0277723|14.29132551|86.6958382|212.8220574|-54.49698711|9.548598682|0.7619767479999999|-2.319486422|-48.79273723|-28.69889692|87.31909781|2932.54604|2906.024504|-19.17486584|8.596645087999999|14.98931431|0.743623723|159.03272990000002|-1035.442755|-350.0740123|689.2886595|13.83147784|0.0|0.0|1.0|0.0|0.0|0.13|17.0|-6.14|0.98|131.85|1.0|6.0|-3.52|32.0|0.0|0.0|1.15|-3.45|0.000304|0.000359|1.55|0.0|0.0|0.000305|-0.06059|3.9049|367.26|0.4988|317.51|0.6933199999999999|0.7058300000000001|-1401.391057|0.0059|6.7649|-0.19967|0.03228003|-1401.452487|8671.0|55.0|7.2596|7.2596
4b_a46|0|0|0.0|0.206072846|1|7.825245291|1|1|-0.155670183|-0.00113356|-0.082722572|0.0|-0.058945144|0.012332859|1|1|0.011806162|-0.123416853|2|0.7306307590000001|-0.153841155|0.935245062|-0.070236212|0.27128814|-28.58477842|4.127907383|7.986637869|35.31914031|-20.89467173|2.251475261|0.8104680259999999|-1.123779397|-15.59093155|-12.50898928|32.7126858|2105.172229|1750.333702|-6.822749952000001|5.76401157|10.09436488|0.751274223|103.3759991|-334.31474760000003|-338.6757579|538.4165208|4.343611349|0.0|0.0|1.0|1.0|3.03|0.38|17.0|-7.2|4.77|101.7|1.0|2.0|-4.35|25.0|0.0|1.0|3.76|-4.63|4.49e-05|2.35e-05|3.74|0.0|0.0|2.12e-05|-0.02729|4.5515|272.4|0.1784|272.4|0.68682|0.68682|-1033.3243619999998|0.1784|3127.0|-0.21811|0.02176759|-1033.378455|3.7571|548.0|6.2612|6.2612
33_a20|0|0|0.0|0.0|1|6.842683282|0|0|-0.188733405|-0.00145476|0.148855442|2.0219022580000003|-0.078557022|0.009265667|1|1|0.008780074|-0.060582944|2|0.74131936|-0.10978034|0.9493896|-0.069838312|0.399354817|-38.58254635|8.340767701|8.680600701|33.13709773|-29.9394021|5.46110745|0.759356182|-1.326927921|-25.26187502|-17.37608867|46.92331405|2737.8873550000003|2274.654579|-11.3769728|8.062843544|15.094865900000002|0.8721516570000001|157.56124519999997|-568.84864|-339.6262863|664.4562602999999|8.881565237|0.0|1.0|1.0|1.0|3.59|0.08|27.0|-9.69|5.39|121.62|1.0|4.0|-5.6|31.0|0.0|1.0|4.28|-5.53|2.48e-06|2.98e-06|4.47|0.0|0.0|8.199999999999999e-08|-0.0582899999999999|5443.0|318.99|0.6157|227.79|0.27375|0.6129|-1275.602977|0.0463|3.5714|-0.21788|0.02957286|-1275.662457|5.0369|34.0|7.4685|7.4685
18_a47|1|1|2.969619451|0.0|0|6.605297921|0|0|-0.141396999|-0.004337918|-0.026357805|1.5913490630000002|-0.2342475789999999|0.0008454789999999|1|1|0.0015586929999999|-0.053119347|3|0.792196273|-0.027351545|0.777824025|-0.084415066|0.454324931|-49.44908758|9.234746417|70.55642796|139.1786571|-33.12615721|5.784962137000001|0.7327484470000001|-1.5194711930000002|-30.97660579|-19.03697822|58.68383399|2800.3745940000003|2184.962887|-11.9254166|7.018342267|12.35791568|0.7608026529999999|167.41554630000002|-596.2708299|-291.6032324|628.5247532999999|10.84884165|1.0|0.0|1.0|1.0|2.5|0.08|27.0|-10.36|6.0|119.78|0.0|4.0|-5.5|31.0|1.0|1.0|4.16|-5.37|3.13e-06|4.29e-06|4.13|0.0|0.0|1.78e-08|-0.04964|4.2668|293.65|0.4335|290.58|0.4659|0.63359|-1353.979194|0.0516|3.4464|-0.22313|0.04031146|-1354.037606|5.3433|3.0|8.6|8.6
12ao_a36|0|0|3.477902101|0.0|0|7.412764017000001|2|2|-0.058597382|-0.007081548|0.0895536619999999|0.0|-0.410729809|0.002782748|1|1|0.003724542|-0.1619981409999999|1|0.82626942|-0.05785124|0.832582759|-0.1019516769999999|0.264688501|-51.52001456|11.76697353|85.17634667|110.7707502|-44.63177966|7.785557064|0.7820981779999999|-2.039033535|-34.08795068|-24.98362913|63.28698809|2794.663089|2298.760179|-16.53028876|8.769931502999999|16.33039817|0.8620895909999999|144.1736112|-892.6355932|-373.2975961|698.847203|11.05528527|0.0|0.0|1.0|0.0|0.0|0.12|17.0|-7.01|2.42|133.84|1.0|6.0|-4.58|31.0|0.0|0.0|2.37|-4.55|2.6e-05|2.82e-05|3.45|0.0|0.0|3.94e-05|-0.05455|4.6597|356.86|0.6249|266.08|0.4962|0.7045|-1310.077853|0.0033|5.4691|-0.19662|0.03244719|-1310.138396|7.447999999999999|0.03|7.5229|7.5229
3h_a32|1|1|3.579396967|0.0|0|7.765993078999999|0|0|0.01077056|-0.005281944|0.014517903|2.243113495|-0.269379119|0.002101838|3|3|0.003284804|-0.122769653|0|0.7926338540000001|-0.2|0.87880263|-0.0882883959999999|0.30907784|-44.97387528|6.98327435|76.38838542|75.87946135|-34.60714056|4.372100625|0.7734940029999999|-1.324325944|-28.15732254|-17.27367301|51.95714963|2398.020434|2911.160989|-10.81473143|8.107034244|13.71739929|0.692036677|141.8112711|-519.1071084|-342.4592076|593.0848817000001|7.357575822|1.0|1.0|1.0|1.0|3.88|0.35|19.0|-8.47|6.24|112.28|1.0|7.0|-8.23|26.0|1.0|1.0|5.4|-6.15|5.8700000000000014e-09|7.140000000000001e-07|6.12|0.0|0.0|1.29e-06|-0.05318|3.5552|348.74|0.2926|348.74|0.70257|0.70257|-1790.440663|0.2926|3.5952|-0.20059|0.02690554|-1790.5004850000005|5.8749|7.0|8.1549|8.1549
25_a12|0|0|0.0|0.0|0|0.0|0|0|0.00700113|-0.004103693|-0.089297664|2.050456822|-0.180562493|0.000864238|0|0|0.001783739|-0.0861945369999999|2|0.638255008|-0.208172827|0.947937175|-0.080147596|0.120087607|-28.517955|2.580489093|37.96125329|27.12578432|-21.75703145|1.3444869730000002|0.917298637|-1.362509125|-14.85843094|-17.31450713|31.09844409|2067.69985|1907.027255|-9.021208163|5.34703037|9.70173342|0.814415245|43.08908189|-369.8695347|-434.8420476|430.4348528|2.666764531|1.0|0.0|1.0|1.0|3.43|0.05|22.0|-8.78|5.35|99.48|1.0|3.0|-5.28|24.0|0.0|1.0|4.29|-5.25|5.19e-06|5.63e-06|4.76|0.0|0.0|5.12e-07|-0.05352|4.2653|359.04|0.4483|290.68|0.63284|0.69029|-974.458128|0.1897|1.2494|-0.19655|0.024123749|-974.508059|2.2482|22.0|7.6576|7.6576
18a_a30|0|0|0.0|0.0|0|7.412764017000001|2|2|0.045071414|-0.006673169|-0.041327798|0.0|-0.353677943|0.005050384|1|1|0.005458948|-0.094526372|1|0.7885597609999999|-0.171895425|0.85918121|-0.095397479|0.294303776|-45.11907802|10.62073502|79.18861306|87.66676984|-36.97308547|6.611941026|0.7904991659999999|-1.812552105|-28.08889239|-23.02866795|55.73981304|2721.874248|2814.429655|-14.33650253|7.050626413|12.72666325|0.8050400790000001|130.4247923|-702.4886239|-361.7006453|620.9195447000001|9.968457988|0.0|1.0|1.0|0.0|0.0|0.14|17.0|-6.64|2.62|127.28|1.0|5.0|-5.28|29.0|0.0|0.0|2.63|-4.85|5.23e-06|1.4e-05|3.87|0.0|0.0|9.21e-05|-0.05605|3.4712|357.18|0.3781|357.18|0.69033|0.69033|-1575.54671|0.3781|4.2514|-0.19785|0.03180853|-1575.604922|5.2813|25.0|7.6108|7.6108
19_a15|0|0|0.0|0.0|0|0.0|0|0|0.156105985|-0.009832375|0.037722611|0.0|-0.4621216379999999|-0.012350591|0|0|-0.00534669|-0.045543362|1|0.722297906|-0.048611111|0.691069123|-0.112106433|0.355677322|-54.70558911|3.04716388|61.63983265|178.5363184|-37.44217335|1.761006946|0.922135562|-1.905809364|-31.61527447|-24.47553536|57.75275299|2625.952212|1857.369806|-14.14482104|6.10227122|10.26331993|0.681885245|44.99916039|-636.516947|-487.9183964|490.1808545|3.321475588|1.0|1.0|0.0|1.0|2.17|0.11|18.0|-7.14|4.96|101.22|1.0|5.0|-5.12|26.0|0.0|1.0|2.88|-4.39|7.56e-06|4.1200000000000005e-05|3.29|0.0|0.0|2.69e-05|-0.0372399999999999|4.1742|297.03|0.4895|297.03|0.68945|0.68945|-1523.196562|0.4895|6.7515|-0.20742|0.04315771|-1523.254714|9326.0|72.0|7.1427|7.1427
13d_a5 (GW788388)|0|0|2.945204608|0.0|0|6.605297921|1|1|-0.0959854909999999|-0.005668173|-0.092509033|0.0|-0.33442223|0.002956745|1|1|0.003668464|-0.016337128|2|0.78479342|0.047169811|0.774103723|-0.0844793|0.54169129|-57.42492153|9.637686167|151.3669372|149.40573999999998|-36.95444874|6.374277851|0.669182121|-1.605106706|-37.98032007|-19.30187193|67.0626077|2834.036315|1377.863026|-12.76608229|8.077599766|15.788837|0.954644629|218.7999323|-702.1345259999999|-223.7910275|723.0631751|14.57821204|1.0|1.0|1.0|1.0|2.74|0.2|23.0|-8.84|4.11|121.68|1.0|6.0|-4.35|32.0|0.0|1.0|3.11|-4.35|4.429999999999999e-05|4.5e-05|2.75|0.0|0.0|6.16e-07|-0.05542|4.6091|297.28|0.5251|269.0|0.42515|0.48848|-1390.294368|0.1549|2.4867|-0.22841|0.04130059|-1390.355751|3355.0|18.0|7.7447|7.7447
8e_a12|1|1|0.0|0.0|1|6.803505258|1|1|0.050021617|-0.006350143|0.0661362779999999|2.197856963|-0.330207456|0.005196034|1|1|0.005744805|-0.136145064|1|0.761892879|-0.051240735|0.939627917|-0.087795345|0.001151979|-29.79080011|8.884082475|51.38557748|34.57040021|-28.78776717|5.0872236|0.7112578709999999|-1.492520871|-17.05887601|-17.80522313|38.67488258|2548.979738|2112.908299|-10.19566754|6.446557205|11.80358346|0.830990262|165.34017769999997|-489.392042|-241.94192880000003|561.9859171|11.19206011|1.0|1.0|1.0|1.0|3.01|0.14|21.0|-7.93|2.68|117.04|1.0|3.0|-4.37|28.0|0.0|1.0|3.12|-4.69|4.25e-05|2.03e-05|3.53|0.0|0.0|4.34e-06|-0.05739|5.247999999999999|375.21|0.2341|236.25|0.38889|0.6954899999999999|-1177.380602|0.2252|1.0295|-0.19338|0.02580783|-1177.436953|1.9327|588.0|6.2306|6.2306
33_a47|1|1|0.0|0.0|1|6.823286122000001|0|0|-0.229935275|-0.004263267|-0.11544858|1.688794654|-0.183320497|0.002212256|1|1|0.003634698|-0.338113214|3|0.82821379|0.1186944519999999|0.8197001309999999|-0.083739854|0.404334141|-32.1568697|11.96072985|30.94680001|96.50148984|-23.98884914|6.401714296000001|0.57681348|-1.088618103|-17.2112484|-14.56646493|44.11759955|2311.28828|787.797733|-7.79637597|6.979305126|12.94292541|0.854471925|226.5011607|-311.85503880000005|-82.22540944|388.178924|15.83240237|1.0|1.0|1.0|1.0|2.76|0.11|21.0|-7.08|4.04|94.28|1.0|3.0|-3.26|25.0|0.0|1.0|2.69|-3.72|0.000546|0.000192|2.19|0.0|0.0|2.79e-05|-0.05462|4.1869|296.13|0.2566|296.13|0.67508|0.67508|-1122.992964|0.2566|4.5647|-0.21447|0.02924367|-1123.04547|6.2284|4.0|8.4|8.4
4p_a46|0|0|0.0|0.122217892|1|7.825245291|1|1|-0.060700883|-0.004413243|-0.164311513|0.0|-0.233901882|0.005152176|1|1|0.004453195|0.101602982|0|0.747019097|-0.1623103719999999|0.905966489|-0.083274013|0.3352802039999999|-56.55658053|4.195717966|175.10295019999998|53.32991189|-26.78464688|2.379548177|0.87420565|-1.498932241|-32.07534663|-17.00200781|60.7522985|2257.769185|2219.4587530000003|-9.642472876|5.828038618|10.10955243|0.734640605|71.34266847|-482.1236438|-424.4519674|585.8536976|3.822678404|0.0|1.0|1.0|0.0|3.2|0.3|17.0|-7.05|5.25|107.89|1.0|2.0|-5.8|27.0|0.0|1.0|4.25|-5.4|1.59e-06|4.03e-06|4.77|0.0|0.0|3.2e-05|-0.0393|5.4796|310.28|0.2363|226.26|0.43709|0.70138|-1129.3914619999998|0.0763|3.6961|-0.20749|0.03979459|-1129.4459470000002|5.3996|341.0|6.4672|6.4672
12j_a30|0|0|0.0|0.0|0|7.412764017000001|2|2|0.04148877|-0.006336585|-0.02473642|0.0|-0.354848778|0.005613018|1|1|0.005965451|-0.09353607|1|0.795446883|-0.130412856|0.842199041|-0.094132698|0.328405591|-47.76354083|10.09017681|88.51817261|101.9784021|-39.31313154|6.520746879|0.8134611009999999|-1.882653966|-30.8670468|-23.39729904|57.85371764|2784.7999170000003|2258.891981|-15.12043521|8.067697897|15.41574553|0.91079856|120.550211|-786.2626307999999|-405.1466163|686.039456|8.71869951|0.0|1.0|1.0|0.0|0.0|0.17|17.0|-7.01|2.93|132.24|1.0|5.0|-5.66|30.0|0.0|1.0|2.91|-5.15|2.21e-06|7.05e-06|4.23|0.0|0.0|4.02e-05|-0.05106|5.1971|356.4|0.2163|238.56|0.3087|0.68625|-1614.831741|0.1516|4.6727|-0.1987799999999999|0.03201935|-1614.894278|5.1081|9.0|8058.0|8058.0
12bc_a36|0|0|3.43846811|0.0|0|7.412764017000001|2|2|-0.058020733|-0.007661816|0.068351685|0.0|-0.413738077|-0.001012333|1|1|-0.00097037|-0.1716508239999999|1|0.836170906|-0.045186455|0.834305498|-0.107107992|0.326764696|-51.87437401|12.2593899|83.35308244|111.3483497|-48.36968394|8.238431664|0.77146807|-1.927943855|-34.8600941|-25.91194805|64.13376391|2927.476132|2623.395239|-17.41308622|8.273766079|15.54183457|0.878447423|153.57572439999998|-870.6543108999999|-364.8584744|661.6709012|11.99358509|0.0|1.0|1.0|0.0|0.0|0.14|17.0|-7.76|3.19|133.77|1.0|5.0|-5.08|31.0|0.0|1.0|2.82|-5.18|8.27e-06|6.55e-06|3.93|0.0|0.0|7.83e-06|-0.05828|5.2189|320.4|0.7456|237.57|0.35775|0.69094|-2151.9100780000003|0.3478|6.5854|-0.21499|0.03419831|-2151.971485|9.2445|8.0|8.0969|8.0969
18b_a25|0|0|0.0|0.0|1|6.842683282|0|0|-0.147813831|-0.003259453|-0.018632104|2.003993644|-0.189048258|0.006181503|1|1|0.00598031|-0.061048368|2|0.7723870909999999|0.001715854|0.936253893|-0.078644297|0.348987182|-44.30110081|8.972372556|80.36582704|44.73187305|-38.7252349|6.296086869|0.7847794690000001|-1.6515302369999998|-31.08693686|-21.46130777|53.27347337|3051.645565|2327.4502850000003|-15.05981357|8.654596906|17.09119768|0.974811521|151.02439719999998|-813.229933|-399.6704921|809.2903831|9.631015182|1.0|1.0|1.0|1.0|3.56|0.07|27.0|-9.84|5.59|138.56|1.0|6.0|-6.54|34.0|0.0|1.0|4.35|-5.71|2.87e-07|1.95e-06|4.48|0.0|0.0|6.690000000000001e-08|-0.07066|5.5437|336.67|0.2658|223.65|0.36733|0.54166|-1767.2232149999998|0.0468|2.8141|-0.22145|0.03002332|-1767.286778|2752.0|51.0|7.2924|7.2924
13k_a6|0|0|3.423411754|0.0|0|7.412764017000001|1|1|0.031525207|-0.014257799|0.051404465|0.0|-0.8554679409999999|-0.009326562|1|1|-0.006280295|-0.073210645|1|0.7908110340000001|-0.123105035|0.641032542|-0.127178105|0.212093198|-82.8774254|20.6185734|183.1261118|249.215618|-61.29890279999999|14.31458589|0.7971316940000001|-2.543562101|-57.53822059|-31.53366823|103.4959988|2966.890288|3332.974951|-21.89246528|8.370126134|14.58291125|0.7422570490000001|140.8427117|-1225.9780560000002|-412.5714301|741.5222707|12.48372364|1.0|1.0|1.0|1.0|2.8|0.16|23.0|-8.89|3.8|124.98|1.0|7.0|-5.49|33.0|0.0|1.0|3.18|-4.77|3.26e-06|1.7100000000000002e-05|3.39|0.0|0.0|5.7e-07|-0.04851|5112.0|349.49|0.3971|242.53|0.4547|0.70536|-1465.557346|0.0137|8.1639|-0.1944|0.0308324|-1465.621288|10.5079|46.0|7.3372|7.3372
19k_a38|0|0|3.218103741|0.0|0|7.412764017000001|2|2|0.0100827|-0.011877064|0.098947776|0.0|-0.6888696990000001|-0.011156837|1|1|-0.00835812|-0.128079012|1|0.853092207|-0.029357143|0.658700057|-0.126936513|0.389096157|-71.54314527|14.76615358|157.4834779|216.567059|-51.10918191|9.369654226|0.75964689|-2.411793744|-45.3966925|-28.3401789|86.30929885|3055.355167|2929.493496|-17.9828603|6.744851799999999|12.89431427|0.911726848|152.51267140000002|-971.0744563|-329.5105352|686.8472757999999|13.8345897|0.0|0.0|1.0|0.0|2.2|0.13|17.0|-6.41|1.65|133.79|1.0|6.0|-3.87|33.0|0.0|0.0|1.9|-3.62|0.000134|0.0002399999999999|1.65|0.0|0.0|0.000175|-0.05534|5.1869|350.45|0.2038|239.03|0.38269|0.70327|-1500.618667|0.1156|9.1508|-0.20102|0.04615409|-1500.680373|12.5022|11.0|7.9666|7.9666
21c _a23|1|1|0.0|0.0|2|7.525639975|0|0|0.178300778|-0.009944003|0.0645437059999999|0.731360766|-0.576752175|0.003456487|2|2|0.0035741379999999|-0.036896213|2|0.782543953|-0.060079444|0.790596437|-0.098699133|0.2571258939999999|-59.46209153|9.976937758|323.3651097|148.8448086|-49.86692499|7.09164338|0.834557275|-2.171380929|-42.26586935|-28.58195193|69.43902929|3161.1237530000003|2628.628799|-20.31615463|8.945789862|16.83467928|0.881854988|117.597286|-1097.07235|-475.6090385|762.0576580000001|9.5615256|0.0|1.0|1.0|1.0|3.11|0.08|26.0|-7.33|3.42|133.35|1.0|6.0|-5.63|34.0|1.0|0.0|3.0|-4.72|2.35e-06|1.92e-05|2.86|0.0|0.0|2.2e-05|-0.07892|3.6649|338.3|0.3329999999999999|338.3|0.5885699999999999|0.5885699999999999|-1837.67081|0.3329999999999999|6.0226|-0.22981|0.03257532|-1837.736174|8.3979|67.0|7.1752|7.1752
18b_a30|0|0|0.0|0.0|0|7.412764017000001|2|2|0.036563014|-0.006947027|-0.039831247|0.0|-0.375139476|0.003099827|1|1|0.0036417359999999|-0.090115975|1|0.822401103|-0.089945913|0.869340364|-0.09536285|0.413791511|-52.09100293|13.14992762|77.65678625|86.42600053|-41.72392601|8.698138813|0.759715688|-1.811894154|-34.45606603|-23.96987622|65.24093056|2915.383182|3057.267112|-15.85509189|7.513189589|13.0644231|0.7388650920000001|158.9382363|-792.7545943|-343.5825913|666.0036144999999|12.22780277|0.0|1.0|1.0|0.0|0.0|0.13|17.0|-6.7|2.49|131.99|1.0|5.0|-5.49|31.0|0.0|0.0|2.42|-4.8|3.23e-06|1.57e-05|3.59|0.0|0.0|8.47e-05|-0.06142|3.5256|351.66|0.3576|351.66|0.67715|0.67715|-1667.788575|0.3576|4.8198|-0.2052699999999999|0.03910602|-1667.849173|6.5037|25.0|7.6003|7.6003
36_a18|0|0|0.0|0.0|0|7.03438793|2|2|0.050448408|-0.006407141|-0.05224259|0.0|-0.442092758|-0.000451777|0|0|0.000825855|-0.12139648|0|0.741135729|0.0059061|0.804293867|-0.079805761|0.3847791889999999|-55.38202488|6.722004572|110.8288932|139.3536816|-40.46339026|4.786442152|0.812056067|-2.074949798|-39.43509046|-22.73046122|62.10402945|2979.013751|1547.485543|-16.1853561|9.560644525|18.21710397|0.905426346|133.8265619|-1052.048147|-444.4026478999999|975.4099618|8.767974776|1.0|0.0|1.0|1.0|0.0|0.28|18.0|-9.16|2.96|146.24|1.0|7.0|-5.68|35.0|0.0|1.0|2.8|-5.28|2.09e-06|5.19e-06|4.18|0.0|0.0|3.210000000000001e-07|-0.04991|3.1908|388.57|0.4674|388.57|0.69372|0.69372|-1493.266344|0.4674|1.9944|-0.18124|0.02564498|-1493.333297|2.7547|32.0|7.4949|7.4949
12as_a36|0|0|3.447017327|0.0|0|7.412764017000001|2|2|-0.051208473|-0.007672841|0.096454203|0.0|-0.452697599|0.000584134|1|1|0.0018565629999999|-0.166354116|1|0.817372883|-0.04244711|0.77043791|-0.109492809|0.291030086|-55.75872553|12.95780416|88.17694537|154.6869148|-49.71556877|8.731418812000001|0.768125394|-2.080363362|-37.57216725|-25.48765709|68.71652969|2904.092809|2365.632846|-17.17446921|8.768282531|16.08155469|0.834059821|156.2451686|-944.5958066|-361.3444194|716.9974499|11.75468972|0.0|0.0|1.0|0.0|0.0|0.17|17.0|-6.89|2.09|133.95|1.0|6.0|-3.81|32.0|0.0|0.0|1.84|-3.95|0.000154|0.000112|2.36|0.0|0.0|5.4600000000000006e-05|-0.05789|4.5202|321.96|0.5902|274.29|0.53815|0.68211|-1385.322633|0.2402|4.8580000000000005|-0.21419|0.03674596|-1385.384524|6.8556|59.0|7.2291|7.2291
16b_a32|1|1|3.2902303|0.0|0|7.765993078999999|0|0|0.0873104119999999|-0.008469352|-0.012739425|2.033356859|-0.423467596|-0.008277865|3|3|-0.00180101|-0.222700615|0|0.852956281|-0.098450203|0.7465375040000001|-0.1083060409999999|0.559199331|-56.84546999|10.12961779|53.96132589|162.40756509999997|-44.4669946|6.490611388|0.7476362679999999|-1.624590613|-36.42406481|-22.14820988|66.97508778|3037.795494|3264.235184|-14.19159402|6.466656381|11.05406524|0.709394251|161.7035261|-667.0049190000001|-317.3487516|597.8890744|10.98052464|0.0|1.0|1.0|1.0|2.48|0.28|19.0|-7.6|4.88|114.43|1.0|7.0|-6.28|28.0|1.0|1.0|3.26|-4.55|5.19e-07|2.84e-05|3.14|0.0|0.0|1.1e-05|-0.05946|3.6211|342.39|0.2849|342.39|0.70233|0.70233|-2315.757928|0.2849|4.4055|-0.2094099999999999|0.03900066|-2315.819979|7.0093|17.0|7.7696|7.7696
16_a15|0|0|0.0|0.0|0|0.0|0|0|0.072882981|-0.008593957|-0.003882928|0.0|-0.4898555739999999|-0.009769916|0|0|-0.00379317|-0.0764246109999999|2|0.729432583|-0.018331526|0.723597405|-0.101500719|0.7427725270000001|-60.63825695|4.848103252|53.93878231|188.9479321|-47.4317527|3.31414791|0.868460507|-2.131515106|-41.45211893|-26.98327637|65.48636021|3173.773379|3014.308422|-18.44568161|6.798937229|11.720499900000002|0.7238723509999999|89.91997762|-996.0668068|-503.7568532|728.353441|6.687758643|1.0|1.0|0.0|1.0|2.93|0.08|24.0|-9.21|6.02|124.45|1.0|6.0|-6.0|32.0|1.0|1.0|3.59|-5.21|9.89e-07|6.14e-06|3.88|0.0|0.0|2.72e-07|-0.04082|4.1731|300.24|0.3809|297.1|0.6541100000000001|0.66615|-1770.217907|0.1409|8.0361|-0.20953|0.06079704|-1770.281427|11.7447|21.0|7.6778|7.6778
12w_a36|0|0|3.3131307480000003|-4.750262163|0|7.412764017000001|2|2|0.081390556|-0.015825416|0.041058884|0.0|-0.917874106|-0.011700732|1|1|-0.007897954|-0.3344729369999999|1|0.828393514|-0.016393443|0.828363244|-0.111267166|0.532980165|-62.34080876|15.15285952|112.947763|123.23411609999998|-57.35989379|10.87965823|0.70536279|-2.225343322|-44.76031023|-29.58856606|77.49366829|3230.870697|2602.5207|-21.24440511|8.365472166|15.701847400000002|0.8769828040000001|211.5476713|-1147.197876|-294.8983941|672.4630346|19.62970663|0.0|1.0|1.0|0.0|0.0|0.17|17.0|-7.14|4.04|130.43|1.0|7.0|-5.2|34.0|0.0|0.0|2.65|-5.07|6.26e-06|8.6e-06|3.86|0.0|0.0|3.37e-05|-0.05326|3.8881|318.88|0.4508|318.88|0.69466|0.69466|-1644.953222|0.4508|5043.0|-0.21034|0.0328886|-1645.017691|7.0746|23.0|7.6383|7.6383
11b_a5|0|0|2.943854668|0.0|0|6.605297921|0|0|-0.2023158669999999|-0.003900104|-0.067519041|0.0|-0.1833048739999999|0.006121601|1|1|0.005685558|-0.017658026|2|0.805760343|-0.106187688|0.8737310509999999|-0.080664777|0.378154801|-45.82509318|9.829471091|55.25128526|75.80248447|-29.07084703|5.900883275|0.66824472|-1.290636432|-27.50997723|-17.60913884|55.65456427|2434.505303|913.0178976|-10.5712171|8.936258446|16.43091298|0.83867925|199.1611925|-465.13355250000006|-202.0032297|504.9898148|13.73773299|1.0|1.0|1.0|1.0|2.55|0.1|23.0|-9.15|4.82|106.58|1.0|6.0|-4.65|27.0|0.0|1.0|3.68|-4.69|2.26e-05|2.04e-05|3.62|0.0|0.0|2.68e-07|-0.0418399999999999|4.4995|295.32|0.5806|275.55|0.61027|0.6284|-1564.56504|0.2013|1.9569|-0.21291|0.03575776|-1564.621301|2.8531|19.0|7.7212|7.7212
5a_a40|0|0|0.0|0.0|1|8.149890544|0|1|-0.116583806|-0.004609716|-0.108428634|0.808197279|-0.152120625|0.011345707|2|2|0.010425818|0.007301856|0|0.756882266|-0.0395444479999999|0.8531783270000001|-0.090991462|0.04987082|-34.5789643|9.135164355|174.99981530000002|64.97877226|-17.82228195|4.042943749|0.8224652720000001|-1.091897544|-15.30358975|-16.10801287|43.71412865|1847.672595|508.8362301|-7.128912782|5.507689573|10.7779923|0.956899016|78.57142892|-213.8673835|-285.426492|244.8873477|5.795040371|0.0|1.0|0.0|1.0|2.49|0.21|14.0|-4.05|3.08|74.15|2.0|3.0|-4.13|19.0|0.0|1.0|2.8|-3.67|7.49e-05|0.000213|2.88|0.0|0.0|0.0241|-0.0657799999999999|3.7921|326.96|0.4461|326.96|0.69499|0.69499|-1177.51016|0.4461|5.7163|-0.21644|0.01514427|-1177.555706|7.6003|81.0|7.0915|7.0915
