molecula|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|MATS2c|AATSC1c|MATS7i|SaaaC|ATSC1c|AATSC1are|n5aRing|n5aHRing|AATSC1pe|AATSC1i|n6aHRing|BIC2|MATS8d|RASA|FNSA5|PBF|PNSA3|PPSA3|RNCS|TPSA_x|WNSA5|WPSA3|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GRAVp|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA1|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12q_a30|0|0|0.0|-4.76444841|0|7.412764017000001|2|2|0.144208934|-0.015322396|-0.016509571|0.0|-0.873376576|-0.00695299|1|1|-0.004395528|-0.226973911|1|0.816138015|-0.032887649|0.845745827|-0.115589613|0.596557166|-59.52322773|10.07866809|82.72757145|105.1162273|-53.67653794|6.868090132000001|0.820640722|-2.427381881|-40.56199584|-31.21009417|69.60189582|3305.289025|2844.418547|-21.2680622|7.346842839|13.96052394|0.900207238|122.2240555|-1127.2072970000002|-437.0000797|696.6414817000001|11.29774462|0.0|1.0|1.0|0.0|0.0|0.17|17.0|-7.18|4.78|133.96|1.0|7.0|-6.7|34.0|0.0|0.0|3.42|-5.92|1.99e-07|1.2e-06|5.05|0.0|0.0|3.19e-05|-0.05105|5.0573|355.93|0.1817|245.16|0.34138|0.68516|-1987.781386|0.1515|5.5755|-0.19897|0.03408298|-1987.847256|6.821000000000001|36.0|7.4449|7.4449
AKLKII_a46|0|0|2.917217813|0.0|0|6.605297921|0|0|-0.206312209|-0.003417504|-0.008897473|1.744747103|-0.129865138|0.006821053|1|1|0.006731579|-0.066245471|3|0.758995484|0.064690027|0.837641394|-0.089369278|0.271156366|-34.061229|4.924591245|160.85204040000002|76.99187522|-20.09682339|2.335284369|0.7721395329999999|-1.161800612|-16.15213359|-15.74102977|38.98582025|2000.353437|792.7439217|-7.464534402999999|5.83938898|11.22955511|0.92307023|108.05343229999998|-261.2587041|-258.10190780000005|314.0966684|7.390123534|1.0|0.0|1.0|1.0|1.6|0.06|21.0|-7.21|3.39|85.32|1.0|2.0|-3.24|22.0|0.0|1.0|2.45|-3.58|0.000578|0.000266|2.19|0.0|0.0|1.7800000000000002e-05|||||||||||||||181.0|6.7423|6.7423
4b_a49|0|0|0.0|0.0|1|7.535296702|1|1|-0.109946885|-0.0074627159999999|-0.064060521|1.645329244|-0.402986655|0.001769804|1|1|0.002557204|-0.089371493|2|0.798826417|0.049923437|0.7581492670000001|-0.090284437|0.438784865|-56.45224362|14.84890147|41.97072627|148.84640819999998|-34.19753462|9.138717999|0.645330839|-1.534835437|-34.74338731|-18.89220999|71.30114509|2708.998101|1701.832352|-11.62716177|7.588962922|14.53457293|0.915225186|218.2802175|-581.3580885|-178.8869784|600.3287567000001|15.73185141|1.0|1.0|1.0|1.0|3.1|0.22|21.0|-7.05|3.26|112.36|1.0|6.0|-3.81|30.0|0.0|1.0|2.8|-3.88|0.000155|0.000132|2.28|0.0|0.0|3.570000000000001e-05|-0.06731|4.6422|331.39|0.2856|267.08|0.4151899999999999|0.68242|-1332.800229|0.0615|1.8265|-0.22366|0.03702033|-1332.8586269999998|2.2306|79.0|7.1024|7.1024
8f_a8|0|0|2.939511291|0.0|1|7.05012252|0|0|0.024051247|-0.01032134|0.0587545909999999|0.0|-0.485102985|-0.007796225|1|1|-0.007036544|0.254819201|0|0.6971223040000001|0.010682683|0.5968139689999999|-0.1064257719999999|0.308621017|-71.22071405|7.91086576|317.0847898|235.1097364|-36.18904175|4.613060521|0.90577048|-2.128515439|-41.53091131|-28.20910228|79.13157981|2622.044457|1892.066521|-16.44956443|7.504290616|13.81994609|0.8416059290000001|54.94802877|-723.7808349999999|-473.23361|485.8626377000001|5.380213594|0.0|0.0|0.0|0.0|2.85|0.0|23.0|-7.95|4.72|105.27|1.0|4.0|-5.21|29.0|0.0|0.0|4.04|-5.0|6.11e-06|1.01e-05|3.82|0.0|0.0|4.43e-06|-0.0675299999999999|4.7027|355.5|0.3188|263.65|0.55661|0.69925|-1361.455053|0.1659|5.8283|-0.21285|0.03173623|-1361.510739|7.8014|22.76|4.6428|4.6428
7b_a8|0|0|3.213855584|0.0|1|7.535296702|1|1|-0.119760914|-0.009659873|-0.024156447|0.0|-0.4829936279999999|0.002074537|1|1|0.003191529|-0.035044152|1|0.7812177770000001|-0.040994467|0.7223476129999999|-0.1000685009999999|0.282366236|-60.75943432|19.86678613|145.0783004|166.30684230000003|-35.90168309|11.89970852|0.753935657|-1.901301524|-36.39338307|-24.75721974|80.62622045|2776.185773|1780.952171|-14.82895606|7.698000901|14.76972982|0.918644854|147.3863936|-682.1319788|-304.2022276|545.9267515|13.76608164|0.0|1.0|1.0|1.0|3.37|0.09|23.0|-7.65|3.8|110.8|1.0|3.0|-5.25|30.0|0.0|1.0|3.5|-4.94|5.64e-06|1.14e-05|3.61|0.0|0.0|8.94e-06|-0.06833|4.5945|380.32|0.2517|269.85|0.44725|0.7025100000000001|-1330.392289|139.0|9.9463|-0.20472|0.0273745|-1330.448193|12.7344|13.53|4.8687|4.8687
11a_a50|1|1|0.0|0.0|2|7.927685046000001|1|1|-0.156121881|-0.002914262|-0.04339705|2.114272566|-0.134056065|0.011959339|2|2|0.012037198|-0.277408878|1|0.792574879|-0.200986578|0.917127112|-0.071180382|0.2931724189999999|-25.48858279|9.774322692|7.53108119|43.81199235|-19.89396594|5.167341939|0.6543614329999999|-1.067705728|-13.47492066|-13.43949068|35.26290548|2286.226222|1550.320581|-7.104987834|5.965221997|11.123941699999998|0.864799282|182.7270002|-298.409489|-163.21096210000002|439.9973344|11.04263807|0.0|1.0|1.0|1.0|2.8|0.15|20.0|-5.87|3.73|99.65|2.0|2.0|-3.58|25.0|0.0|1.0|2.95|-4.16|0.000263|6.97e-05|2.9|0.0|0.0|0.000441|-0.03284|4.0636|305.11|0.1761|305.11|0.65485|0.65485|-1045.794689|0.1761|5.4342|-0.2005299999999999|0.02431947|-1045.84627|7.5619|59.0|7.2291|7.2291
8_a47|0|0|0.0|0.0|0|7.252053952000001|0|1|0.003732288|-0.007835945|-0.087101663|1.335354131|-0.391797226|-0.008756|0|0|-0.007648516|-0.003223628|2|0.7847248109999999|-0.223459904|0.8497568740000001|-0.091482011|0.517797505|-44.09728708|5.043798869|90.32612351|87.2263982|-30.83488674|2.928269795|0.819702033|-1.646676195|-25.60148752|-20.78278301|49.14108595|2621.772106|2217.264922|-12.06582525|6.492934319|11.08581716|0.707366287|104.6752861|-555.0279614|-371.2177396|559.4973856|7.509972037000001|1.0|0.0|1.0|1.0|3.21|0.13|22.0|-9.25|6.77|113.97|1.0|4.0|-6.59|29.0|1.0|1.0|5.03|-6.19|2.56e-07|6.490000000000001e-07|5.61|0.0|0.0|2.28e-07|-0.05495|3.6696|337.87|0.2249|337.87|0.6877800000000001|0.6877800000000001|-1685.8518170000002|0.2249|3585.0|-0.2085199999999999|0.03283575|-1685.908004|4.6281|0.05|7.3|7.3
14_a1|0|0|3.3674017380000003|0.0|0|7.423568444|1|1|0.043282217|-0.015636898|0.1008839219999999|0.0|-0.766207981|-0.011639964|1|1|-0.008385698|-0.033765606|1|0.7462411859999999|-0.083341531|0.593170871|-0.122581374|0.206941175|-74.96297518|19.5711254|161.1772893|240.9270705|-42.99041175|11.59015807|0.753357398|-2.083883365|-44.39360096|-27.42423067|94.53410059|2678.985809|1876.042189|-16.24082222|7.46120838|14.21658628|0.905399978|146.0634832|-730.8369997000001|-300.0800645|513.4628663999999|14.42965582|1.0|1.0|1.0|1.0|2.35|0.05|23.0|-7.69|3.63|106.85|1.0|4.0|-4.52|29.0|0.0|1.0|2.85|-4.25|3.03e-05|5.660000000000001e-05|2.7|0.0|0.0|7.81e-06|-0.05962|3.8344|375.01|0.4442|323.35|0.6572600000000001|0.69894|-1292.359534|0.3497|4.1207|-0.19322|0.03490867|-1292.415211|5.3099|94.0|7.0269|7.0269
14a_a22|0|0|0.0|0.0|1|6.842683282|0|0|-0.136588366|-0.0050042229999999|0.021482585|1.614660505|-0.280236463|0.005288335|1|1|0.005757758|-0.165471815|2|0.7392451729999999|-0.027029438|0.864077619|-0.081479363|0.490491034|-42.39063895|14.49148204|93.21042936|92.61079081|-37.82586486|9.873779458|0.7007904070000001|-1.629587269|-28.88288575|-21.35231162|56.88212098|2885.858295|2169.870866|-14.54840956|8.052850876|14.55117701|0.8069597009999999|203.8666248|-756.5172972|-273.61731430000003|684.5377542|14.81445329|1.0|1.0|1.0|1.0|2.86|0.08|27.0|-9.21|4.31|124.05|1.0|6.0|-4.65|32.0|0.0|1.0|3.19|-4.68|2.25e-05|2.1e-05|3.18|0.0|0.0|2.56e-07|-0.06145|5.0653|347.23|0.3051|244.77|0.45928|0.63156|-1368.075682|0.0578|4.9775|-0.21174|0.03539365|-1368.13858|6603.0|38.0|7.4202|7.4202
9d_a40|0|0|0.0|0.0|1|7.515889085|0|0|0.007834411|-0.003961493|0.153818743|0.89023715|-0.146575228|0.011823978|2|2|0.010101686|0.019621984|0|0.7572844040000001|-0.223631751|0.941627612|-0.071656839|0.002088915|-31.08478865|5.539796446|108.1468558|30.08152399|-19.03015798|2.854868966|0.8664205709999999|-1.074852592|-16.01918037|-16.29154841|36.6245851|2109.570685|336.6614768|-8.395657932|8.023385851|15.06105494|0.87714454|68.83858806|-285.4523697|-377.6610668|346.9019309|4.49467719|0.0|1.0|0.0|0.0|3.63|0.06|20.0|-7.0|5.09|91.71|1.0|2.0|-6.13|22.0|0.0|1.0|4.63|-5.65|7.37e-07|2.23e-06|5.16|0.0|0.0|3.3e-05|-0.06906|4.6073|370.51|0.4888|269.1|0.4557199999999999|0.69986|-1677.429981|0.4025|6.2032|-0.20781|0.01113991|-1677.48058|7.9502|107.0|6.9706|6.9706
12bf_a36|0|0|3.31325137|0.0|0|7.412764017000001|2|2|-0.024689509|-0.00832865|0.140577067|0.0|-0.4497470879999999|-0.006877664|1|1|-0.004358975|-0.250781298|1|0.836170906|-0.033696875|0.6791406640000001|-0.110255801|0.356652646|-58.26326838|14.01562806|87.14111344|206.6543367|-45.73631152|9.026978489|0.7054709690000001|-1.874348624|-37.52534442|-24.14405495|72.27889645|2902.591295|2522.341812|-15.55034592|7.546900716000001|14.37031118|0.904134124|189.6959033|-777.5172959|-264.6734075|593.6088758|15.27267945|0.0|0.0|1.0|0.0|0.0|0.14|17.0|-7.12|3.0|123.67|1.0|5.0|-3.99|31.0|0.0|0.0|2.44|-4.32|0.000102|4.81e-05|2.88|0.0|0.0|3.17e-05|-0.0571299999999999|5.2319|320.04|0.4518|236.98|0.40663|0.69292|-1431.187555|0.4006|5.4787|-0.2139|0.03299488|-1431.246893|7.5932|6.0|8.2218|8.2218
5_a4|0|0|0.0|0.0|1|7.535296702|1|1|-0.196773454|-0.001215982|0.012532807|2.189593648|-0.0607990979999999|0.011630756|1|1|0.0111310589999999|-0.076189222|2|0.767615203|-0.229773463|0.943148502|-0.0681917309999999|0.431132276|-27.26045038|4.324106888|13.96974087|30.54859623|-19.68930579|2.323516519|0.807351587|-1.159259431|-14.64813624|-13.54166762|31.58455727|2282.291204|1896.178084|-7.276482574|5.758733969|9.823391314|0.7058248159999999|103.5177395|-334.71819839999995|-330.3047347|518.5792364|5.125482045|1.0|1.0|1.0|1.0|3.08|0.23|21.0|-7.96|4.67|104.89|1.0|3.0|-4.57|26.0|0.0|1.0|3.89|-4.84|2.72e-05|1.4499999999999998e-05|3.95|0.0|0.0|3.71e-06|-0.04892|4.8582|308.12|0.1106|255.2|0.60407|0.6019899999999999|-1069.051141|67.0|2.7859|-0.21857|0.02251645|-1069.102899|3.1619|71.0|7.1487|7.1487
12z_a36|0|0|3.435113772|0.0|0|7.412764017000001|2|2|-0.065211069|-0.007671785|0.037307819|0.0|-0.421948174|-0.000143196|1|1|0.001194592|-0.175397741|1|0.826316772|-0.0533649729999999|0.834790405|-0.102674964|0.492335362|-54.11489962|15.50078625|114.3931487|109.572766|-45.16471514|10.28066212|0.712682362|-1.848149347|-35.89088901|-24.03445318|69.61568586|2841.692299|2451.657399|-15.940487699999998|8.016303367999999|14.78435842|0.844286292|190.5590792|-812.9648725|-282.1167226|642.3830552000001|14.97465267|0.0|0.0|1.0|0.0|0.0|0.13|17.0|-6.66|1.76|128.47|1.0|5.0|-3.99|31.0|0.0|0.0|1.66|-3.95|0.000101|0.000113|2.4|0.0|0.0|8.97e-05|-0.05642|3.8969|318.16|0.4423|318.16|0.69397|0.69397|-1324.951498|0.4423|4814.0|-0.2139199999999999|0.03845474|-1325.010808|6.5892|5.0|8301.0|8301.0
16i_a32|1|1|3.352437091|0.0|0|7.765993078999999|0|0|0.175604846|-0.0146198339999999|-0.056414399|2.078707411|-0.7748511779999999|-0.003511776|3|3|-0.001202032|-0.211019184|0|0.836966894|0.009897928|0.801494708|-0.114771536|0.5368697929999999|-56.03343427|14.59730623|90.08098301|129.7354415|-49.02383532|9.540239197|0.718964113|-1.836344582|-36.62130242|-24.00328703|70.6307405|2770.767996|3450.514629|-15.6876273|6.848009314|12.57892808|0.836873682|183.6742715|-784.3813651|-286.2130831|636.0251562999999|13.79800742|0.0|1.0|1.0|1.0|3.16|0.3|19.0|-7.4|4.85|116.75|1.0|8.0|-7.03|29.0|1.0|0.0|3.96|-5.09|9.25e-08|8.18e-06|4.19|0.0|0.0|1.7100000000000002e-05|-0.05044|3.6176|342.72|0.2857|342.72|0.70222|0.70222|-1995.055356|0.2857|3353.0|-0.2002|0.02810109|-1995.11813|4.0568|6.0|8.2596|8.2596
47g_a18|0|0|0.0|0.0|0|7.03438793|1|1|-0.005500039|-0.005817448|-0.048472184|0.0|-0.477030713|0.0036509859999999|0|0|0.00531392|-0.3927204379999999|0|0.750610215|-0.014370598|0.834424154|-0.08547236|0.413435809|-55.35188184|11.37505183|111.5517627|140.5114492|-61.55384106|9.653129118|0.731870777|-2.307753726|-46.97287277|-24.79003275|66.72693367|3367.0578530000003|2268.439188|-21.03738872|10.33698377|20.32265524|0.966014041|227.5405903|-1661.953709|-393.5416883|1347.416568|13.79782369|1.0|0.0|1.0|1.0|0.0|0.34|18.0|-9.22|3.6|164.47|1.0|13.0|-6.11|40.0|0.0|0.0|2.83|-5.52|7.76e-07|3.01e-06|4.52|1.0|1.0|3.27e-07|-0.04413|3.0965|400.4|0.5955|400.4|0.69828|0.69828|-1742.7686640000002|0.5955|4966.0|-0.17202|0.02960182|-1742.847918|5.9864|9.0|8.0458|8.0458
13b_a50|1|1|0.0|0.0|2|7.934155233999999|2|2|-0.067327798|-0.003876697|-0.0204949039999999|2.117002752|-0.263615417|0.010435712|2|2|0.011379776|-0.269353185|1|0.788327682|-0.097736369|0.906164013|-0.080785633|0.435064196|-36.81915624|14.22401427|104.0753113|67.07377798|-41.27630533|10.16729727|0.700410304|-1.696498291|-26.31826007|-19.24847021|51.04317051|3036.874979|2147.355856|-13.75876844|9.514897025|16.75483549|0.7609056040000001|214.1461224|-866.8024118999999|-286.5057775|900.2031356000001|12.34985404|1.0|1.0|1.0|1.0|4.17|0.37|20.0|-7.23|5.12|133.36|1.0|7.0|-5.02|34.0|0.0|0.0|3.99|-5.1|9.65e-06|7.92e-06|3.91|0.0|0.0|2.68e-05|-0.02606|4.2315|301.22|0.1589|293.0|0.65332|0.63872|-1470.039226|0.1553|5.5271|-0.19622|0.03156473|1470.104535|7.1645|1.83|5.7375|5.7375
12f_a31|0|0|3.4780522210000004|0.0|0|7.765993078999999|1|1|0.034876922|-0.011835152|0.043286807|0.0|-0.698273995|-0.00150321|2|2|0.000889251|-0.205011573|0|0.8167107029999999|-0.029803241|0.700992225|-0.118239376|0.262896936|-68.14417693|19.26761061|159.84734269999998|208.6022728|-57.54866283|13.44201623|0.686882955|-1.891830012|-47.54067074|-23.56842919|87.41178754|2710.311963|1805.921786|-16.44247509|9.859605078|19.05849748|0.932987917|218.4455813|-920.7786053|-260.7571603|713.5657448|15.04120547|1.0|1.0|1.0|1.0|3.78|0.41|16.0|-8.02|4.48|117.78|1.0|10.0|-5.98|30.0|0.0|1.0|4.01|-4.63|1.05e-06|2.37e-05|3.82|0.0|0.0|4.06e-06|-0.03317|3.8305|323.68|0.2664|323.68|0.7006600000000001|0.7006600000000001|-1696.466804|0.2664|1.8803|-0.19211|0.04363832|-1696.53373|3.3538|0.13|6.8861|6.8861
14r_a23|1|1|0.0|0.0|2|7.423568444|0|0|-0.009140243|-0.006323791|0.014148395|0.7087588690000001|-0.322513347|0.007671236|2|2|0.0075222369999999|-0.17267308|2|0.7837821840000001|-0.1050445769999999|0.8662226190000001|-0.085881409|0.375360556|-40.32463891|12.35476415|47.26552456|86.14846171|-35.61466281|7.956082857|0.7882228370000001|-1.717628177|-25.96781003|-23.53402098|52.67940305|2945.137191|2306.754114|-15.15517566|7.555307147000001|14.15357616|0.873329024|136.37788909999998|-712.2932561000001|-371.2130393|599.5697147999999|11.00678143|0.0|1.0|1.0|0.0|3.06|0.05|26.0|-7.67|4.58|120.24|1.0|5.0|-5.58|31.0|0.0|0.0|3.7|-5.11|2.66e-06|7.73e-06|3.68|0.0|0.0|9.18e-06|-0.06842|5.9406|389.92|0.2346|208.71|0.30482|0.68115|-1728.924789|0.0008|6.2620000000000005|-0.22378|0.02296354|-1728.98403|8.8722|5.0|8.2684|8.2684
7c_a8|0|0|3.17138259|0.0|1|7.05012252|0|0|-0.244222944|-0.007509694|0.0493777859999999|0.0|-0.382994379|0.00325576|1|1|0.004301963|-0.077006275|1|0.740795639|-0.196826366|0.848923958|-0.089778346|0.292274414|-50.34151168|19.18974586|49.43944876|94.73836511|-35.30467154|12.03370912|0.626902145|-1.6160102369999998|-31.56868845|-21.11218373|69.53125754|2716.5013510000003|2162.326414|-13.23925183|7.700542366|15.18314943|0.971698707|233.9661552|-635.4840877|-159.15828340000002|572.8089095|20.10370648|1.0|1.0|0.0|1.0|3.1|0.09|23.0|-7.76|3.78|112.76|1.0|5.0|-5.0|30.0|0.0|0.0|3.26|-4.67|1e-05|2.14e-05|3.37|0.0|0.0|6.91e-06|-0.07472|4.6061|394.78|275.0|269.17|0.62361|0.70321|-1331.567632|0.1779|12.0073|-0.20658|0.02732536|-1331.625743|15.7056|18.59|4.7307|4.7307
25b_a34|0|0|0.0|0.0|1|7.412764017000001|1|1|0.133975789|-0.015658012|-0.150946163|0.0|-0.861190687|-0.00378755|1|1|-0.000223677|-0.435821207|1|0.7969500890000001|-0.101529052|0.656573108|-0.137924163|0.5020264870000001|-64.37123451|18.82143547|165.2408865|214.470853|-53.79083879|11.75402804|0.76274549|-2.206786613|-40.19997818|-26.50275222|83.19266998|2611.55928|2671.608537|-16.55102732|6.383564979|11.00434095|0.723855085|148.1659658|-860.6534206|-328.1702779|595.8522372|11.90766609|1.0|1.0|1.0|1.0|3.39|0.29|17.0|-6.42|3.03|108.21|1.0|7.0|-3.82|29.0|0.0|0.0|2.58|-3.69|0.00015|0.000202|2.29|0.0|0.0|0.00015|-0.03539|4.2253|293.43|0.2259|293.43|0.6925600000000001|0.6925600000000001|-1313.132261|0.2259|7.0586|-0.21103|0.02655501|-1313.194808|9.0174|2.08|5.6819|5.6819
16a_a32|1|1|3.357452523|0.0|0|7.765993078999999|0|0|0.205693867|-0.014399612|-0.053745649|2.095743605|-0.6911813920000001|-0.008098765|3|3|-0.005552127|-0.199563743|0|0.8567078770000001|-0.098258706|0.756542831|-0.119471489|0.283324612|-56.2527503|12.86051026|92.00611646|151.5123947|-46.27170107|8.003570876|0.6968200370000001|-1.6726008419999998|-35.00816569|-23.13158502|69.11326055|2615.514164|2992.60858|-14.39564033|7.183246604|13.08168264|0.8211379000000001|188.6800971|-647.803815|-244.9767673|532.685565|14.6095244|0.0|1.0|1.0|1.0|2.66|0.22|19.0|-7.3|3.79|108.86|1.0|7.0|-5.49|27.0|1.0|1.0|3.06|-4.04|3.2e-06|9.14e-05|2.65|0.0|0.0|2.01e-05|-0.0567299999999999|3.6314|341.42|0.2859|341.42|0.70245|0.70245|-1896.589348|0.2859|1.3736|-0.20718|0.04088655|-1896.649286|1.8274|11.0|7.9586|7.9586
15a_a10|0|0|0.0|0.0|1|7.535296702|1|1|-0.214195114|-0.00244937|-0.125297206|2.038992189|-0.144512841|0.011418154|1|1|0.01192767|-0.285973309|2|0.77630271|-0.1074837719999999|0.915137224|-0.076864276|0.754451037|-29.50952422|10.10411407|42.41151044|54.61835033|-31.83957238|6.503087289|0.676473201|-1.3835569680000002|-18.99256188|-16.19032994|39.61363829|2656.305166|2413.560937|-10.42022369|6.71451044|11.33516398|0.68815941|208.2243923|-573.1123029|-227.1590805|697.5493042|11.51002664|1.0|1.0|1.0|1.0|3.58|0.29|21.0|-7.79|4.05|118.92|1.0|6.0|-3.97|30.0|0.0|1.0|3.33|-4.4|0.000108|3.94e-05|3.12|0.0|0.0|6.51e-06|-0.04742|5.7646|329.41|0.3558|215.08|0.47484|0.68863|-1278.141052|0.1583|4.7512|-0.20335|0.02976259|-1278.200428|6.1108|24.0|7.6198|7.6198
18_a10|0|0|0.0|0.0|1|7.78113851|2|2|-0.182332901|-0.00309846|-0.092424959|2.026949641|-0.1859075939999999|0.009941402|1|1|0.010573165|-0.143149563|2|0.785539083|-0.0507442929999999|0.885552955|-0.076052353|0.656664457|-36.52271591|12.12013168|40.99617452|72.64119073|-30.63863373|7.692822451|0.641615544|-1.368942347|-23.18149476|-15.79795381|48.64284759|2788.499133|2137.914113|-10.02718922|7.204851347999999|13.51828833|0.876275815|227.471785|-551.4954071000001|-179.7708584|713.2632062000001|13.11704755|1.0|1.0|1.0|1.0|3.41|0.32|21.0|-7.88|4.66|119.81|1.0|5.0|-4.48|31.0|0.0|1.0|3.67|-4.77|3.34e-05|1.7100000000000002e-05|3.49|0.0|0.0|5.44e-06|-0.0495699999999999|5.7687|326.47|0.2962|214.93|0.37729|0.6866300000000001|-1336.126835|0.1637|4.7596|-0.20692|0.02974086|-1336.185978|5.9029|0.13|6.8861|6.8861
1f_a5|0|0|2.824395738|-4.398485453999999|0|6.605297921|0|0|-0.139907335|-0.00645569|-0.118028278|0.0|-0.277594656|-0.0012491689999999|1|1|-0.000700145|0.004923698|2|0.771487328|-0.000969932|0.888073448|-0.083857856|0.45528118|-50.98614411|4.687041957|201.7057715|62.42799372|-26.08772825|2.614237829|0.757522389|-1.425583552|-28.43795894|-19.87828616|55.67318607|2482.949545|979.2285994|-11.0872845|7.117418022000001|13.35549635|0.8764524309999999|135.2439659|-443.4913802|-287.2706403|403.396385|11.06591332|1.0|0.0|1.0|1.0|2.61|0.05|23.0|-8.88|6.37|95.49|1.0|4.0|-4.79|27.0|1.0|1.0|4.23|-4.97|1.6100000000000002e-05|1.0800000000000002e-05|3.95|0.0|0.0|4.86e-07|-0.05346|4.7485|270.96|0.6959|261.1|0.47267|0.42446|-1288.209882|0.0228|3.7852|-0.2357|0.03370206|-1288.263745|4.9879|0.24|6.6198|6.6198
19_a20|0|0|3.423603867|0.0|0|6.842683282|0|0|0.071176085|-0.0096278259999999|0.103271147|1.622562232|-0.539158264|-0.006620594|1|1|-0.004654742|-0.083481481|3|0.7619768840000001|-0.105118869|0.754452534|-0.099685049|0.25624423|-60.26825633|8.964643162|339.8339889|161.33709|-43.03556944|5.890223441|0.796070588|-1.993700989|-39.5992891|-25.1915821|69.23289949|2849.084477|1818.518838|-16.55214209|7.950138729|15.38668579|0.935398401|133.9919257|-860.7113887|-389.0666676|684.5377542|10.48665779|1.0|1.0|1.0|1.0|2.49|0.08|27.0|-9.63|4.08|122.86|1.0|5.0|-4.89|32.0|0.0|1.0|3.16|-4.57|1.29e-05|2.6600000000000003e-05|2.91|0.0|0.0|9.86e-08|-0.06767|3.3616|368.83|0.2998|368.83|0.6987399999999999|0.6987399999999999|-1368.129074|0.2998|4.2507|-0.2067|0.03487615|-1368.190746|6.3327|2.6|5585.0|5585.0
14aa_a23|1|1|0.0|0.0|2|7.423568444|0|0|0.066582026|-0.005050361|0.031136154|0.758549568|-0.287870566|0.013012022|2|2|0.012103325|-0.13397874|2|0.75434493|-0.070471939|0.924108042|-0.076107469|0.204831806|-35.51947393|12.26959478|40.49537336|51.68445972|-35.2984572|8.355923226|0.796659447|-1.6743643259999998|-24.18971469|-21.51484958|47.78906871|2941.302235|2263.821505|-14.65218978|8.000512184|15.78173785|0.972590939|138.4803717|-776.5660584|-404.0660854|733.3886349999999|9.388663605|0.0|1.0|1.0|1.0|3.68|0.12|26.0|-8.16|4.63|130.22|1.0|5.0|-6.23|32.0|0.0|0.0|4.1|-5.55|5.9e-07|2.81e-06|4.31|0.0|0.0|3.07e-06|-0.0708299999999999|3.5934|345.03|0.4157|345.03|0.6805899999999999|0.6805899999999999|-1708.276011|0.4157|5.8286|-0.21573|0.02033777|-1708.338059|8.3532|4.0|8451.0|8451.0
8e_a8|0|0|3.01599663|0.0|1|7.05012252|0|0|-0.018155171|-0.010579355|-0.000766016|0.0|-0.539547088|-0.005310149|1|1|-0.004224671|0.183313231|0|0.7233950809999999|-0.079493088|0.661490276|-0.105450888|0.280304418|-70.49962428|12.87136047|106.0087621|206.4920729|-39.238709|7.851573274|0.803307236|-2.109017754|-43.00500847|-26.80224874|83.37098475|2692.975753|2080.07805|-16.34946208|7.50719734|14.52755918|0.935150832|119.9832494|-784.77418|-370.0368722|561.882658|11.25022336|0.0|1.0|0.0|0.0|2.98|0.04|23.0|-7.78|4.17|111.81|1.0|5.0|-5.27|30.0|0.0|0.0|3.71|-4.9|5.34e-06|1.25e-05|3.69|0.0|0.0|6.63e-06|-0.06253|4.6303|378.73|0.3731|267.77|0.50055|0.7013|-1376.708067|0.1671|6.1505|-0.19972|0.03298991|-1376.766245|7.7951|19.89|4.7014|4.7014
13c_a5|0|0|2.944180713|0.0|0|6.605297921|1|1|-0.2071929139999999|-0.005082338|-0.010689086|0.0|-0.284610951|0.005288472|1|1|0.006110714|-0.150963534|2|0.770478689|-0.033833834|0.80019672|-0.076591149|0.4148662979999999|-50.97293525|15.25960958|158.67712230000004|131.7396496|-33.29709668|10.06137448|0.551328235|-1.302049531|-33.60884086|-16.50965711|66.23254483|2793.480751|1235.709541|-10.8855893|8.492261628|15.90846721|0.873289814|295.8302846|-566.0506435|-67.68621352|656.208474|19.96143955|1.0|1.0|1.0|1.0|2.58|0.17|23.0|-8.09|3.29|120.88|1.0|5.0|-3.55|31.0|0.0|1.0|2.68|-3.96|0.0002839999999999|0.000109|2.15|0.0|0.0|3.36e-06|-0.05615|4706.0|294.18|509.0|263.46|0.41594|0.51479|-1351.008469|0.1666|2.3276|-0.22939|0.03747691|-1351.067237|2.9732|123.0|6.9101|6.9101
