molecula|NaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|SaaaC|ATSC1c|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|MATS1i|MATS1c|GATS1are|BIC2|MATS8s|RASA|FNSA3|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|RPCS|FNSA2|PNSA4|DPSA3|GRAVp|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA1|Mor01p|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
17b_a6|1|0.0|0|7.412764017000001|1|1.425925343|0.0|0.1012747369999999|-0.01272079|5.351858133|-0.0265090529999999|0.0|-0.6869226490000001|10.949638|-0.0791229359999999|1|-0.00194781|-0.10896749|-0.563310199|0.850080948|0.7788169070000001|0.002947625|0.753949098|-0.095450984|0.318652397|0.03122461|-62.63196368|-71.65078895|20.48861696|155.8689396|0.246050902|161.4509401|-0.041494349|-47.0150166|557.7093661|-2.074717455|-27.2272998|83.12058064|2816.0632920000003|-1361.36499|2207.972178|0.229332826|8.974770742|0.834464855|5985.963521|35.32951798|0.019915748|-355.2067434|627.4287311|1.0|1.0|1.0|3.53|2.89|0.12|23.0|-9.01|4.98|4.32|95.85|1.7|1.0|5.0|31.0|5.0|0.0|1.0|-5.17|0.000637|6.69e-06|0.00274|4.09|0.0|4e-07|-0.05736|3.5444|2.9964|-1350.102764|-1350.078181|413.78|575.2|-0.12545|5.3385|-0.18281|0.02458322|7.3188|153.0|6.8153|6.8153
2_a33|1|0.0|0|7.765993078999999|0|0.609420748|0.0|0.047294725|-0.009168933|5.733341277|-0.064926835|2.112255684|-0.476784502|10.31100266|-0.05997501|3|-0.000810928|-0.083752249|-0.593915758|0.787714775|0.833090592|-0.0212158239999999|0.8195154109999999|-0.0804186|0.411881091|0.018451635|-49.13901703|-63.57699532|11.27469555|103.5201191|0.1804845889999999|110.28338390000002|-0.031851158|-38.84811555|44.34034244|-1.56070672|-19.46234551|60.41371259|2632.195388|-953.6549298|3245.244678|0.297402265|6.152818143999999|0.8867875909999999|6067.635829|27.70055258|0.019430318|-247.5908207|618.9134881|0.0|1.0|1.0|3.57|3.51|0.3|19.0|-7.67|6.7|4.63|140.04|1.33|1.0|7.0|28.0|4.0|0.0|1.0|-4.78|0.000183|1.6800000000000002e-05|0.0069|3.72|0.0|8.78e-06|-0.04967|3.6281|3.6281|-1920.079174|-1920.049452|341.74|525.38|-0.15012|4.2519|-0.19979|0.02972182|5539.0|6.0|8.2596|8.2596
16a_a32|1|0.0|0|7.765993078999999|0|0.6094207620000001|0.0|0.205693867|-0.014399612|5.733341277|-0.0848387459999999|2.095743605|-0.6911813920000001|10.31100271|-0.058518519|3|-0.005552127|-0.107321286|-0.707456102|0.859696525|0.8567078770000001|0.039965071|0.756542831|-0.090389538|0.283324612|0.020664867|-56.2527503|-74.35152328|12.86051026|92.00611646|0.2434571689999999|151.5123947|-0.037168908|-46.27170107|66.13699638|-1.6726008419999998|-23.13158502|69.11326055|2615.514164|-1040.921326|2992.60858|0.303179963|7.183246604|0.8211379000000001|5746.082161|33.19592405|0.023475264|-244.9767673|532.685565|0.0|1.0|1.0|3.53|2.66|0.22|19.0|-7.3|5.32|3.79|152.07|0.88|1.0|7.0|27.0|4.0|0.0|1.0|-4.04|0.00128|9.14e-05|0.0364|2.65|0.0|2.01e-05|-0.0567299999999999|3.6314|3.6314|-1896.81177|-1896.770883|341.42|535.63|-0.15045|1.3736|-0.20718|0.04088655|1.8274|11.0|7.9586|7.9586
13_a10|0|0.0|1|7.535296702|1|1.343837907|2.091672336|-0.059862024|-0.0057715859999999|5.4161004020000005|-0.055497169|1.794073077|-0.259721373|10.9296146|-0.001592366|1|0.003791547|-0.017015286|-0.345108701|0.761923976|0.78472614|0.00746881|0.818027691|-0.094726989|0.4676169839999999|0.0122005|-47.88975806|-41.62089688|6.168030793|174.7319717|0.181972309|91.99711608|-0.030119651|-21.04167667|0.0|-1.234905671|-15.22715739|54.05778885|2261.82488|-624.3134531000001|1630.880014|0.285505651|5.069505473|0.816739845|4941.066161|21.31179541|0.018979132|-216.8776303|422.96706330000006|1.0|1.0|1.0|3.02|2.58|0.15|21.0|-6.6|3.52|3.81|63.83|1.88|1.0|2.0|25.0|4.0|1.0|1.0|-4.1|0.0576|7.87e-05|0.0258|2.76|0.0|8.170000000000001e-05|-0.05022|5.8308|3.8419|-1065.874094|-1065.839441|322.72|376.77|-0.15937|3.6904|-0.20959|0.0346535|5.3726|0.16|6.7959|6.7959
10_a4|0|0.0|1|7.535296702|1|1.343863662|2.146166934|-0.180140166|-0.002959121|5.4161004020000005|0.005483539|2.149387791|-0.159792527|10.92992762|-0.090413559|1|0.011142889|-0.083887216|-0.241683916|0.6990620390000001|0.810105167|-0.120059574|0.921653019|-0.051015897|0.43000216|0.014582852|-29.52653193|-45.97324097|8.440134933|39.48408698|0.078346981|45.34497624|-0.027007048|-26.60798798|64.26218096|-1.350352423|-15.63090193|37.96666686|2480.063587|-781.5450965|2064.276654|0.255470315|5.759414166|0.945033425|5598.949417|20.99433004|0.014040792|-283.0534799|594.7358385|1.0|1.0|1.0|3.46|3.38|0.26|21.0|-8.07|4.93|4.81|52.83|2.53|1.0|4.0|28.0|4.0|1.0|1.0|-4.85|0.00818|1.4e-05|0.00519|3.85|0.0|3.15e-06|-0.04689|4.9674|3.6465|-1183.812875|-1183.790554|340.01|470.02|-0.15561|1.4517|-0.2025|0.02232068|2.2386|88.0|7.0555|7.0555
13_a1|1|0.0|0|7.423568444|1|1.430073963|0.0|-0.046530797|-0.012199718|5.351858133|-0.144782061|0.0|-0.597786194|10.94989555|-0.084271845|1|-0.005924486|-0.07665159|-0.485427571|0.87703849|0.76714213|-0.051729721|0.6794604670000001|-0.111667908|0.207843387|0.033737733|-64.94184903|-62.04288975|19.62059449|148.7311076|0.320539533|186.4137189|-0.040302516|-36.08180773|528.3795274|-1.813613202|-23.43842502|84.56244352|2555.623166|-1054.729126|1786.445642|0.291737016|7.493979856|0.912824292|5456.353212|33.09282789|0.026679865|-242.2358135|505.2124255|1.0|1.0|1.0|3.35|2.83|0.09|23.0|-7.94|4.75|3.87|80.26|1.74|1.0|4.0|28.0|5.0|0.0|1.0|-4.34|0.0192|4.58e-05|17.0|2.94|0.0|4.24e-06|-0.04962|4.0783|3.4483|-1238.395767|-1238.367298|359.55|472.52|-0.13921|2.7595|-0.18883|0.0284695999999999|3.9446|0.26|6585.0|6585.0
12ah_a36|1|0.0|0|7.412764017000001|2|1.297013411|0.0|-0.050415481|-0.007648622|5.351858133|-0.043678703|0.0|-0.41302559|10.95983779|-0.050147748|1|0.0010871589999999|-0.103922055|-0.444563583|0.8941919290000001|0.835013502|0.011674455|0.828405275|-0.0758457179999999|0.271553945|0.0184777819999999|-49.0084977|-68.45222166|11.93961081|82.70705743|0.171594725|110.8777131|-0.038137281|-44.23111357|0.0|-1.906864035|-24.6427998|60.9481085|2786.56479|-1232.13999|2334.380591|0.231093575|8.26712637|0.8802726820000001|6015.129321|32.04915319|0.017909528|-347.5133554|629.5017194000001|0.0|1.0|0.0|4.73|0.0|0.14|17.0|-7.18|3.35|2.54|69.2|2.51|1.0|5.0|30.0|4.0|1.0|1.0|-4.59|0.0151|2.55e-05|0.0106|3.31|0.0|2.77e-05|-0.05637|5.2259|3.7792|-1692.545871|-1692.512868|328.07|532.36|-0.15434|5.4979|-0.2107099999999999|0.03300341|7.6265|11.0|7.9586|7.9586
4n_a46|0|0.126268818|1|7.825245291|1|1.13463699|2.093595994|-0.061148449|-0.004696854|5.587248657999999|-0.036492128|0.0|-0.234842682|10.94021058|-0.064683066|1|0.0042595609999999|0.070558373|-0.369211845|0.741742667|0.722331115|-0.06655165|0.903145407|-0.103381106|0.371438024|0.008424451|-56.80797266|-47.16810275|4.629240193|172.8490949|0.096854593|53.22165035|-0.031047837|-25.91889741|0.0|-1.459248362|-17.06080312|61.43721285|2195.786424|-801.8577467|2116.313581|0.136796337|5.666371466|0.750996215|4955.374473|19.76451658|0.0077084869999999|-399.1612105|525.8291956999999|0.0|1.0|1.0|3.75|2.84|0.27|17.0|-6.67|4.33|4.94|61.84|2.99|1.0|2.0|26.0|3.0|1.0|1.0|-5.1|0.00129|7.95e-06|0.00273|4.41|0.0|7.340000000000001e-05|-0.04044|5.7448|3953.0|-1090.343872|-1090.302556|313.65|502.02|-0.16641|6.2318|-0.20685|0.04131598|8773.0|5194.0|5.2845|5.2845
12q_a30|0|-4.76444841|0|7.412764017000001|2|0.60498366|0.0|0.144208934|-0.015322396|5.351858133|-0.27228842|0.0|-0.873376576|10.31162828|-0.021542639|1|-0.004395528|-0.077457998|-0.636798458|0.613786308|0.816138015|0.01661722|0.845745827|-0.087348134|0.596557166|0.014790072|-59.52322773|-78.7683329|10.07866809|82.72757145|0.154254173|105.1162273|-0.045799658|-53.67653794|0.732186841|-2.427381881|-31.21009417|69.60189582|3305.289025|-1654.134991|2844.418547|0.179359278|7.346842839|0.900207238|7990.060758|38.03137394|0.016579022|-437.0000797|696.6414817000001|0.0|1.0|0.0|4.73|0.0|0.17|17.0|-7.18|4.43|4.78|90.88|2.82|1.0|7.0|34.0|8.0|0.0|0.0|-5.92|9.63e-05|1.2e-06|0.000579|5.05|0.0|3.19e-05|-0.05105|5.0573|3.4834|-1988.033527|-1987.999444|355.93|537.96|-0.14792|5.5755|-0.19897|0.03408298|6.821000000000001|36.0|7.4449|7.4449
10_a1|1|0.0|0|6.86171134|0|1.435871163|0.0|0.0883621719999999|-0.014135827|4.727387819|-0.23385288|0.0|-0.621976404|10.94957578|0.010430299|1|-0.0106277489999999|-0.019835038|-0.623957903|0.674381582|0.7227844929999999|-0.0369911079999999|0.669963758|-0.116648443|0.126889306|0.014751098|-65.97424138|-61.93104798|8.34295348|212.8090837|0.330036242|186.6625065|-0.045402319|-35.02707638|64.49041745|-1.861495069|-25.67872721|74.31719486|2432.447088|-1052.827816|1768.2330920000002|0.165903744|7.376231317999999|0.850732895|5192.858899|30.78628757|0.015427326|-377.9175542|433.2550452|1.0|1.0|0.0|3.0|2.18|0.0|23.0|-8.02|4.86|5.06|78.87|2.78|1.0|4.0|27.0|5.0|0.0|1.0|-4.73|0.00372|1.87e-05|0.00673|3.64|0.0|3.42e-06|-0.06802|3.4067|3.4067|-1223.159954|-1223.125689|363.94|464.77|-0.13576|5.3861|-0.20378|0.03426532|7807.0|1.5|5.8239|5.8239
18d_a25|0|0.0|1|6.842683282|0|1.193723212|1.918453956|-0.0881447869999999|-0.0029605|4.727387819|0.024310576|2.029297802|-0.180590503|10.31285314|0.016982601|1|0.0062422|-0.035684977|-0.292727912|0.722349659|0.780221059|-0.03671629|0.937813705|-0.061527513|0.278576218|0.011158458|-46.31109519|-57.45144813|8.39885106|70.58850837|0.062186295|46.80695276|-0.0281209329999999|-43.24308488|0.389087507|-1.602893201|-21.166323|54.70994625|3113.122552|-1206.480411|2625.142499|0.24206301|9.479218984|0.911437354|6876.316137000001|27.92623037|0.014219928|-388.2927768|883.4030667999999|1.0|1.0|1.0|3.66|3.57|0.11|27.0|-10.23|6.33|5.98|111.51|2.4|0.0|7.0|35.0|4.0|0.0|1.0|-5.54|0.00026|2.86e-06|0.0013599999999999|4.21|0.0|2.81e-08|-0.07287|5.6512|3.6392|-1806.848384|-1806.812778|340.69|664.72|-0.14723|3.2353|-0.2201|0.03560672|4.3658|232.0|6.6345|6.6345
14v_a23|0|-4.844615416|2|7.423568444|0|1.1979575059999998|3.004639728|0.135774541|-0.014768546|5.351858133|-0.299484129|0.636416435|-0.8122700340000001|10.3132174|-0.015149431|2|-0.0004039459999999|-0.0962526|-0.650246427|0.598213287|0.787538583|0.132882353|0.916605275|-0.067342061|0.31419322|0.019811827|-44.4776373|-62.61276875|13.08518422|78.86310829|0.083394725|55.07999434|-0.042752869|-41.35406587|0.912757854|-2.180396311|-28.23713101|57.56282152|3399.4261450000004|-1440.093681|2679.111279|0.211671341|7.743452839|0.84234449|8458.789829000001|35.81898321|0.020908947|-380.8667976|676.4530574|0.0|0.0|1.0|3.62|3.46|0.09|26.0|-7.95|3.97|6.18|114.25|3.04|1.0|7.0|35.0|8.0|0.0|0.0|-6.0|6.38e-05|1e-06|0.0004969999999999|4.76|0.0|5.57e-06|-0.07843|3694.0|3694.0|-2042.182282|-2042.161744|335.64|533.44|-0.1524299999999999|4.5506|-0.2308599999999999|0.02053833|6.3758|4.0|8.4001|8.4001
5_a18 (BIBF0775)|0|0.0|0|7.03438793|2|1.251175715|0.0|0.0160123|-0.005220163|4.844187086|-0.015946718|0.0|-0.391512249|10.94702058|-0.022817602|0|0.0036739159999999|-0.144352593|-0.453086741|0.7140745620000001|0.7395978390000001|-0.001626287|0.8432358679999999|-0.068989967|0.420002762|0.008501088|-52.09190866|-59.08151918|6.418873637000001|10.36586529|0.156764132|118.3671077|-0.029755876|-44.61038661|50.25564119|-2.112667176|-22.46761997|58.5107823|3115.979466|-1595.201018|1645.395714|0.184058942|9.798677372|0.937842434|7221.114573000001|27.535837|0.010831199|-477.1120625|1140.896548|1.0|1.0|1.0|4.42|0.0|0.32|18.0|-9.21|4.09|3.69|76.5|3.52|1.0|8.0|37.0|3.0|1.0|0.0|-5.72|0.000425|1.91e-06|0.000946|4.73|0.0|3.06e-07|-0.04938|3.2027|3.2027|-1572.313227|-1572.290174|378.13|691.68|-0.13154|2.3389|-0.18092|0.02305362|2.8009|34.0|7.4685|7.4685
5_a27|0|0.0|2|6.823286122000001|0|1.4026035369999998|3.2927747860000003|0.126882432|-0.0063562359999999|4.727387819|-0.068518519|1.271687295|-0.286030638|10.93772408|-0.013448351|1|0.010329671|-0.2030237389999999|-0.4982037479999999|0.639413469|0.760083119|0.180356685|0.8531787759999999|-0.055979434|0.333977277|0.01695771|-29.50048722|-44.83538435|8.936508815|10.48961936|0.146821224|77.37301579999999|-0.030385206|-23.6277072|56.35994804|-1.276178645|-16.01263727|38.43699603|2273.906133|-672.5307653|1254.531539|0.258518528|6.160679036|0.7827415529999999|4943.51602|21.59546513|0.016479312|-254.5156507|424.8821143|0.0|0.0|1.0|3.07|3.11|0.16|21.0|-6.22|2.94|2.8|65.6|2.66|1.0|2.0|25.0|4.0|1.0|1.0|-4.01|0.0821|9.78e-05|0.0324|2.58|0.0|0.0002|-0.04554|4.0989|4.0989|-1083.143246|-1083.124207|302.48|463.87|-0.16952|2.3781|-0.21506|0.01903872|3.5632|3.0|8.5229|8.5229
12ao_a36|1|0.0|0|7.412764017000001|2|1.297043885|0.0|-0.058597382|-0.007081548|5.351858133|-0.065314765|0.0|-0.410729809|10.94919858|-0.033032344|1|0.003724542|-0.095253274|-0.435820128|0.90500247|0.82626942|0.040831815|0.832582759|-0.077866573|0.264688501|0.017784426|-51.52001456|-67.45579866|11.76697353|85.17634667|0.167417241|110.7707502|-0.03775988|-44.63177966|0.0|-2.039033535|-24.98362913|63.28698809|2794.663089|-1349.115973|2298.760179|0.217901822|8.769931502999999|0.8620895909999999|5943.227395|31.9443643|0.016708791|-373.2975961|698.847203|0.0|1.0|0.0|4.87|0.0|0.12|17.0|-7.01|3.62|2.42|69.2|2.38|1.0|6.0|31.0|4.0|1.0|0.0|-4.55|0.0106|2.82e-05|0.0115|3.45|0.0|3.94e-05|-0.05455|4.6597|3.4743|-1310.361099|-1310.328652|356.86|548.59|-0.14207|5.4691|-0.19662|0.03244719|7.447999999999999|0.03|7.5229|7.5229
5g_a40|0|0.0|1|8.149890544|0|0.604913142|1.534673091|0.0094595959999999|-0.016033575|6.167516491000001|-0.190406197|0.64025463|-0.5611751220000001|10.31198315|-0.091116241|2|-0.012008571|0.07917206|-0.4748772539999999|0.795454476|0.818555255|0.006643696|0.67772744|-0.153687065|0.245639795|0.024937196|-72.93994279|-68.05025116|11.83520323|216.425542|0.32227256|152.9506864|-0.049288357|-32.29667648|0.0|-1.577227413|-23.39227384|84.77514603|2054.810452|-748.5527627|593.8133184|0.254650681|6.193485364|0.955183157|4358.890754999999|31.38430965|0.025660198|-232.8857705|266.8102663|0.0|1.0|0.0|3.13|1.96|0.21|14.0|-2.89|2.69|2.5|115.96|0.74|3.0|3.0|21.0|5.0|0.0|1.0|-3.37|0.0174|0.000426|128.0|2.17|0.0|391.0|-0.0540299999999999|3.48|3.48|-1328.055803|-1328.015099|356.27|367.19|-0.14505|4.9132|-0.19908|0.04070345|6.7957|123.0|6.9101|6.9101
9n_a24|1|0.0|0|6.605297921|0|1.388847168|0.0|-0.2452954769999999|-0.003323852|4.59511985|0.001099755|0.0|-0.182811885|10.94875265|-0.03088354|1|0.008809179|-0.12451554|-0.225226606|0.786587307|0.7584388259999999|0.048359202|0.904556598|-0.052106597|0.331008994|0.017608478|-35.21502941|-52.53031811|11.90027964|48.691073|0.095443402|64.50319929|-0.026905672|-35.50139138|24.72120326|-1.399094961|-18.18357165|47.11530904|2542.730334|-945.545726|1361.307012|0.347873491|8.232847909|0.764164944|5356.5828|27.88350328|0.021951174|-205.6223122|631.9206508|1.0|1.0|1.0|3.17|2.6|0.17|23.0|-8.64|4.41|4.14|66.93|1.42|1.0|7.0|29.0|5.0|1.0|0.0|-4.29|0.0278|5.14e-05|0.0198|3.07|0.0|8.909999999999999e-07|-0.03818|4.9139|4.1028|-1239.1274939999998|-1239.095611|302.2|587.05|-0.1658099999999999|2.8552|-0.20399|0.03188309|4.8123|19.0|7.7212|7.7212
13e_a6|1|0.0|0|6.842683282|0|1.429020445|0.0|-0.089778965|-0.006882528|4.727387819|-0.008507023|1.643912856|-0.378539035|10.95053349|-0.037793156|1|-0.001446486|-0.126749697|-0.462344944|0.841211811|0.765593573|0.102257199|0.861676601|-0.074242826|0.175643236|0.0183790889999999|-49.62570093|-62.36320497|12.28502792|66.59852278|0.138323399|92.4587065|-0.032929004|-41.68507499|0.0|-1.679379203|-22.01054293|61.91072885|2868.489025|-1122.537689|3457.565879|0.277469482|7.973429837999999|0.799234143|6147.8097210000005|30.46313253|0.019543118|-297.4895642|676.2770877|1.0|1.0|1.0|3.51|2.79|0.08|27.0|-10.18|5.01|4.53|103.17|0.92|0.0|5.0|32.0|5.0|0.0|1.0|-4.78|0.00323|1.65e-05|0.00688|3.27|0.0|2.75e-08|-0.07534|5.9885|3.2475|-1347.297639|-1347.25954|381.78|567.24|-0.1327|10.1884|-0.20804|0.03809808|13.2999|12.0|7.9208|7.9208
12t_a36|1|0.0|0|7.412764017000001|2|1.297042607|0.0|-0.058770337|-0.00673635|5.351858133|-0.034194893|0.0|-0.404180985|10.95395385|-0.0288761339999999|1|0.0045625|-0.101854847|-0.436022708|0.902377067|0.829598864|-0.009662203|0.8337556420000001|-0.0735262|0.318666358|0.017627553|-48.97252784|-67.01551397|11.7409283|86.12920631|0.166244358|110.727965|-0.035934112|-44.63604995|0.417511887|-2.012310282|-23.93411213|60.71345614|2771.211293|-1340.3102789999998|2320.375227|0.21683192|7.960344391|0.930112292|5936.009091|30.56063281|0.01547607|-377.2113003|729.1873176|0.0|1.0|0.0|4.94|0.0|0.21|17.0|-7.36|3.62|2.45|69.2|2.45|1.0|6.0|31.0|4.0|1.0|0.0|-4.57|0.0102|2.6600000000000003e-05|0.0109|3.47|0.0|1.7899999999999998e-05|-0.05302|3.8844|3.6694|-1311.585049|-1311.552739|337.89|562.72|-0.15088|5.9081|-0.2039|0.03230976|7.9104|8.0|8.0969|8.0969
12g_a31|1|0.0|0|7.765993078999999|1|0.6101363000000001|0.0|0.0716209459999999|-0.01500347|5.733341277|-0.1044685569999999|0.0|-0.7501734859999999|10.31169877|-0.082116813|2|-0.0054114869999999|-0.0497478109999999|-0.57758443|0.837044054|0.819234772|-0.076150332|0.58271093|-0.1284353869999999|0.325789284|0.030961426|-78.87508829|-80.52794936|19.01411466|152.7424573|0.41728907|256.26669530000004|-0.039059048|-49.45404266|548.1594997999999|-1.835775276|-23.98704875|97.88920296|2514.363249|-1127.391291|1859.940155|0.311351131|8.098256552|0.887664343|5398.678971|34.8320455|0.02515117|-231.70711040000003|524.0230338|1.0|1.0|1.0|3.61|2.51|0.32|16.0|-6.45|5.19|3.44|131.36|0.86|1.0|7.0|27.0|5.0|0.0|1.0|-3.79|0.00457|0.0001629999999999|0.0627|2.52|0.0|0.000136|-0.03324|3.8349|3.8349|-1578.846191|-1578.800869|323.3|542.78|-0.15917|1.6279|-0.19241|0.04532186|2.4038|0.11|6.9586|6.9586
4p_a46|0|0.122217892|1|7.825245291|1|1.134636977|2.102855253|-0.060700883|-0.004413243|5.587248657999999|-0.038295755|0.0|-0.233901882|10.93681929|-0.120823841|1|0.004453195|0.066453878|-0.369670745|0.7471162309999999|0.747019097|-0.078703563|0.905966489|-0.0997229069999999|0.3352802039999999|0.007398064|-56.55658053|-47.22779946|4.195717966|175.10295019999998|0.094033511|53.32991189|-0.029978645|-26.78464688|0.0|-1.498932241|-17.00200781|60.7522985|2257.769185|-850.1003902999998|2219.4587530000003|0.12579435|5.828038618|0.734640605|5167.091582|19.44852199|0.006740305|-424.4519674|585.8536976|0.0|1.0|0.0|3.89|3.2|0.3|17.0|-7.05|4.85|5.25|61.84|3.2|1.0|2.0|27.0|3.0|1.0|1.0|-5.4|0.000567|4.03e-06|0.00144|4.77|0.0|3.2e-05|-0.0393|5.4796|3.9958|-1129.65844|-1129.618646|310.28|537.47|-0.16819|3.6961|-0.20749|0.03979459|5.3996|341.0|6.4672|6.4672
12u_a30|0|0.0|0|7.412764017000001|2|0.604983445|0.0|0.028039604|-0.006935447|5.351858133|-0.027452346|0.0|-0.367578706|10.31162873|-0.0646674999999999|1|0.001805829|-0.0493878409999999|-0.467189145|0.8149999040000001|0.83236194|-0.055829439|0.84944095|-0.0773921259999999|0.477056017|0.015562896|-51.83732031|-65.55148142|10.42404292|78.15130994|0.15055905|100.8445957|-0.03794847|-43.90644499|0.0|-1.859475018|-25.41792137|62.26136323|3001.03926|-1245.478147|2608.6452440000003|0.189537132|7.804487592999999|0.7958728709999999|7133.515802|31.36222814|0.014495402|-415.8966522|685.6665849999999|0.0|1.0|0.0|4.63|0.0|0.14|17.0|-7.8|5.11|3.92|81.65|3.79|1.0|5.0|31.0|4.0|0.0|1.0|-6.04|0.000123|9.14e-07|0.0004269999999999|5.12|0.0|7.39e-06|-0.0528299999999999|3.5003|3.5003|-2494.962309|-2494.927579|354.21|559.16|-0.1486299999999999|5.3020000000000005|-0.20146|0.03472994|7.0553|34.0|7.4647|7.4647
12b_a40|0|0.0|1|7.515889085|0|0.604989475|1.713497417|0.084915315|-0.004650218|5.4161004020000005|-0.011794908|0.747253086|-0.158107422|10.31197236|-0.1537981269999999|2|0.004452418|0.023952313|-0.513870527|0.58925219|0.7137941109999999|0.026452642|0.955647156|-0.065048707|0.2160572999999999|0.010845303|-37.05091872|-42.67442006|6.17734692|80.72126798|0.044352844|25.26281742|-0.0338355829999999|-24.3068084|48.17000329|-1.048903063|-19.27231874|43.22826564|2462.878448|-597.4418808999999|860.5059425000001|0.143170283|8.132984007000001|0.979579799|5933.385347|22.49258909|0.010309671|-406.4913617|370.3261123|0.0|1.0|0.0|3.26|3.87|0.0|20.0|-8.39|6.58|6.74|58.43|5.07|1.0|2.0|24.0|2.0|0.0|1.0|-7.11|8.09e-06|7.82e-08|3.2500000000000004e-05|6.68|0.0|1.7e-06|-0.08279|3407.0|3407.0|-3016.999329|-3016.9868100000003|363.91|490.5|-0.14267|4.5528|-0.22546|0.01251873|6.3131|0.04|7.3979|7.3979
31_a47|0|0.0|1|6.842683282|0|1.304326813|1.441825189|-0.075563891|-0.00869363|4.727387819|-0.171198936|1.198626524|-0.417294247|10.9497221|0.001073537|1|-0.006265667|-0.035190699|-0.441642572|0.677766155|0.856640117|-0.1978980839999999|0.696020038|-0.10715233|0.486720182|0.021401336|-66.4670426|-65.56344002|13.27533898|355.5321928|0.303979962|188.5600536|-0.037580665|-40.66927863|81.01707367|-1.691129939|-23.31144534|79.74238158|2689.159869|-1049.01504|1322.82831|0.29335997|8.214180216|0.901520747|6019.5391740000005|32.98913783|0.024209265|-256.3593656|513.2159236|1.0|1.0|1.0|3.18|2.38|0.1|21.0|-7.62|3.23|4.24|98.72|2.0|1.0|5.0|29.0|5.0|0.0|1.0|-4.39|0.0105|4.03e-05|0.0166|2.86|0.0|9.95e-06|-0.0532|3.9744|3.6369|-1735.435432|-1735.400941|340.91|508.69|-0.15143|6.4248|-0.20463|0.03449081|8.6244|16.0|7.8|7.8
14l_a23|0|0.0|2|7.423568444|0|1.1979636809999998|3.402752757|0.060717916|-0.005344736|5.351858133|-0.026530366|0.758109562|-0.288615723|10.313217800000002|-0.061788679|2|0.01180744|-0.074441567|-0.448622017|0.725800261|0.778602826|0.156652778|0.921267667|-0.053549434|0.215920645|0.018669073|-35.3275485|-51.59307331|12.31633167|40.34135162|0.078732333|51.94117061|-0.0328459689999999|-34.03690099|81.90812552|-1.642298442|-21.66909079|47.64388017|2879.181064|-1083.45454|2176.038061|0.210373806|8.006380163|0.972085426|6444.7098240000005|27.44221375|0.01508774|-382.1434717|666.0036144999999|0.0|1.0|1.0|3.51|3.52|0.09|26.0|-7.78|3.88|4.33|105.02|3.24|1.0|5.0|31.0|4.0|0.0|0.0|-5.25|0.000608|5.61e-06|0.0023899999999999|3.94|0.0|7.03e-06|-0.07191|3.6274|3.6274|-1669.2363289999998|-1669.224647|341.8|560.51|-0.14639|6.0563|-0.2183|0.01168219|8.2422|7.0|8.1798|8.1798
14_a15|0|0.0|0|0.0|0|1.43568901|0.0|-0.058775738|-0.006678826|0.0|-0.0455566929999999|0.0|-0.374014235|10.9597359|-0.015736888|0|0.0034254209999999|-0.120626133|-0.3848940629999999|0.8310685940000001|0.719993769|-0.021648026|0.8870890459999999|-0.063809873|0.7461324029999999|0.014672137|-40.89540491|-58.79722871|9.403293601|92.51564418|0.112910954|72.36402409|-0.032888795|-37.68282812|2.923143027|-1.743106111|-21.0782518|50.29869851|2612.691478|-1117.1473460000002|2731.841165|0.229690275|6.040010666000001|0.685538423|5861.387612|27.36334635|0.015286995|-346.4801021|673.7288405|1.0|1.0|1.0|3.56|3.72|0.12|24.0|-9.82|5.32|6.3|56.27|2.87|1.0|6.0|30.0|4.0|0.0|1.0|-5.83|0.0002379999999999|1.47e-06|0.000584|5.29|0.0|5.99e-08|-0.0338199999999999|4.4518|3.6209|-1281.105795|-1281.0669369999998|342.41|584.18|-0.14997|3.3596|-0.18379|0.03885834|5.0894|0.03|7.5229|7.5229
