molecula|n9FaHRing|SssssC|NaasN|SRW09|nAHRing|SaasN|AATSC1c|AATSC1s|JGI4|SaaaC|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1c|BIC2|MATS8d|GATS1pe|FNSA5|PBF|FPSA3|PNSA3|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|DPSA5|PNSA4|GRAVp|TASA|PNSA2|MOMI-Z|GeomRadius|GeomDiameter|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
4_a3|0|0.0|0|6.823286122000001|0|0.0|-0.008561428|-0.161259999|0.035345345|1.882124381|1|1|-0.007022144|-0.208888686|-0.607238634|0.721302096|0.041477445|0.628171026|-0.098695428|0.5842630360000001|0.008006786|-52.4583525|-0.039478171|-22.30593113|1.809595554|77.51574252|0.866976271|51.71950126|-18.76802992|2142.972568|352.05186289999995|-656.8810472|1548.626215|5.05182773|8.648209506|4885.093366|63.23984222|21.6476858|0.0100954959999999|-348.9230345|1.0|1.0|0.0|1.0|1.0|2.94|2.6|0.0|21.0|5.3|3.07|1.0|0.0|0.0|1.0|2.0|-5.69|-5.21|0.0|0.0|1.0|4.09|-5.09|2.02e-06|0.00065|0.00264|4.3|0.0|0.0|2.950000000000001e-08|-0.0584299999999999|5.9341|3.53|-1355.332318|-1355.303098|504.29|858.45|356.58|0.1776|0.3809|0.6896|-1355.192416|119.0|-0.14983|2.3542|-0.20826|0.02921941|-1355.239905|3.1409|1259.0|5.9|5.9
16i_a32|1|0.0|0|7.765993078999999|0|0.0|-0.0146198339999999|-0.075706124|0.0439583329999999|2.078707411|3|3|-0.001202032|-0.098841478|-0.700853898|0.836966894|0.009897928|0.761506727|-0.114771536|0.5368697929999999|0.022335011|-56.03343427|-0.036726892|-49.02383532|9.540239197|32.3175507|0.718964113|88.80827938|-24.00328703|2770.767996|523.8261846|-1200.164351|3450.514629|6.848009314|12.57892808|6355.471589|183.6742715|33.38593207|0.021112022|-286.2130831|1.0|0.0|1.0|1.0|2.0|3.75|3.16|0.3|19.0|6.25|1.34|3.0|0.0|1.0|1.0|8.0|-7.03|-5.93|1.0|0.0|0.0|3.96|-5.09|9.25e-08|3.96e-05|0.0035|4.19|0.0|0.0|4.01e-08|-0.05044|3.6176|4.99|-1995.307733|-1995.279632|692.96|1175.51|342.72|0.2857|0.70222|0.70222|-1995.055356|0.2857|-0.14976|3353.0|-0.2002|0.02810109|-1995.11813|4.0568|6.0|8.2596|8.2596
25d_a34|0|0.0|1|7.412764017000001|1|1.940324546|-0.015046463|-0.089654563|0.041037037|0.0|1|1|-0.001685762|-0.263924686|-0.605891389|0.7498681140000001|0.011919831|0.778903495|-0.124111479|0.631894475|0.0292772039999999|-66.52770588|-0.044492794|-54.29641443|12.8082206|69.64131956|0.7772035959999999|95.24066462|-29.42857839|2939.671168|445.9861716|-1559.714654|2564.887803|6.933980884|13.29135354|6513.063805|147.36277019999997|37.86469665|0.019881997|-366.6979266|1.0|1.0|1.0|1.0|2.0|3.58|3.76|0.12|23.0|3.05|2.26|1.0|0.0|0.0|1.0|7.0|-4.61|-6.74|0.0|0.0|1.0|3.21|-4.48|2.44e-05|0.0104|0.0141|3.05|0.0|0.0|8.26e-09|-0.03521|4.2732|6.05|-1426.496796|-1426.468726|706.21|1198.19|290.15|0.2106|0.6764600000000001|0.6764600000000001|-1426.243341|0.2106|-0.1771299999999999|6.1995|-0.21234|0.02807001|-1426.307095|8.0068|0.95|6.0223|6.0223
3k_a32|1|0.0|0|7.97831097|0|0.0|-0.005745086|-0.001250803|0.0381981979999999|2.256213388|3|3|0.002509816|-0.084055305|-0.5265375529999999|0.779649252|-0.129124455|0.7681279190000001|-0.090839907|0.31016741|0.0123637989999999|-40.10830541|-0.029575784|-28.87643819|3.930238317|0.0|0.78057227|58.16707081|-16.67514938|2392.3436100000004|494.8840288|-717.0314235000001|1970.06814|6.153598893|11.6688363|5259.698672|123.7157466|21.36272325|0.012327787|-316.3794102|1.0|1.0|1.0|1.0|1.0|3.47|3.48|0.32|19.0|7.12|2.41|2.0|0.0|0.0|1.0|3.0|-7.04|-5.01|0.0|0.0|1.0|4.75|-5.61|9.16e-08|3.3600000000000004e-05|0.000904|4.97|0.0|0.0|5.86e-08|-0.05321|3.5363|3.81|-1750.164914|-1750.1383649999998|611.65|1022.89|350.6|0.3082|0.70268|0.70268|-1749.957584|0.3082|-0.14667|3.2233|-0.19988|0.02654958|-1750.0122420000002|5689.0|9.0|8.0605|8.0605
8_a4|0|0.0|1|7.535296702|1|2.126514848|-0.001277205|0.03148225|0.038726287|1.987684188|1|1|0.009595591|-0.1193184819999999|-0.150276481|0.813333185|0.097165358|0.576540652|-0.065595042|0.546157592|0.0103751219999999|-27.90231822|-0.024598141|-17.52616744|2.772101712|37.17889653|0.7261541020000001|41.57817329|-12.71482105|2297.5526170000003|478.2025467|-508.5928419|1737.932042|5.695730546|9.972991122|5162.482272|141.55141369999998|17.50981094|0.0148422489999999|-233.7988862|1.0|1.0|1.0|1.0|0.0|2.99|3.19|0.15|21.0|4.63|2.93|1.0|0.0|0.0|1.0|2.0|-4.35|-5.76|0.0|1.0|1.0|3.85|-4.84|4.49e-05|0.0156|0.00506|3.74|0.0|0.0|1.65e-08|-0.05864|5.3544|3.29|-1450.239105|-1450.21384|561.6|949.09|311.03|0.1687|0.30471|0.57675|-1450.071352|0.0642|-0.16821|4.5781|-0.22685|0.0252645|-1450.121028|5.7488|54.0|7.2676|7.2676
12a_a5|0|0.0|0|7.139660336|1|0.0|-0.00166971|0.043132749|0.023108466|0.0|1|1|0.008649556|-0.006024869|-0.175245466|0.779533861|-0.063558439|0.741588813|-0.067680123|0.337539208|0.0081891369999999|-36.01436435|-0.026030816|-25.55893402|3.0925714930000003|0.0|0.746785093|50.40529807|-15.99663329|2524.410428|549.7500455|-831.8249311000001|899.5599904|8.741980056000001|16.12184989|5294.775577|155.6073368|21.42066499|0.014342828|-303.31208710000004|0.0|1.0|1.0|1.0|1.0|3.06|2.96|0.21|23.0|5.12|2.17|1.0|0.0|0.0|1.0|5.0|-4.27|-6.23|0.0|1.0|0.0|3.58|-4.59|5.37e-05|0.0205|0.00977|3.38|0.0|0.0|1.4800000000000003e-09|-0.04076|4.6865|2.91|-1202.02622|-1201.990542|667.31|1140.24|297.97|0.4794|0.50831|0.67169|-1201.750315|0.0296|-0.17152|2.5642|-0.21228|0.03567816|-1201.8082029999998|3.9457|19.0|7.7212|7.7212
27_a47|1|0.0|1|6.842683282|1|2.041063341|-0.003631596|0.006768957|0.0304347829999999|1.807806182|1|1|0.002350172|-0.137440913|-0.280944221|0.804224077|0.023325573|0.634406338|-0.079484997|0.337815064|0.016506051|-40.35526807|-0.028494622|-32.56705871|6.762956126000001|3.180329084|0.700732763|63.02085767|-18.2393594|2804.020752|541.8239522999999|-966.6860481|2181.236691|7.083168776|13.50334344|6433.288104|191.5604557|26.02898047|0.018969968|-256.9774086|1.0|1.0|0.0|1.0|2.0|3.37|3.52|0.26|21.0|4.18|3.11|2.0|0.0|0.0|1.0|5.0|-4.81|-6.34|0.0|0.0|1.0|3.91|-5.05|1.5399999999999998e-05|0.00674|0.0038799999999999|3.7|0.0|0.0|1.5e-09|-0.05814|4.9358|2.97|-1778.1049670000002|-1778.078632|673.27|1165.54|325.21|0.4007|0.40976|0.69381|-1777.830739|0.1839|-0.1578|4.0365|-0.21594|0.02633483|-1777.891054|5.2214|2512.0|5.6|5.6
17e_a50|1|0.0|2|7.934155233999999|2|4.3906140030000005|-0.0020746479999999|0.038322942|0.031870748|2.2384546640000003|2|2|0.012372059|-0.017965698|-0.229030473|0.7409645029999999|-0.202197068|0.736221185|-0.073011385|0.4239465089999999|0.012865274|-32.24487658|-0.02665495|-35.33972521|6.227183052000001|86.98647608|0.803671114|57.93079973|-18.5444588|2883.936138|647.0975667|-1168.300905|1981.934841|8.52101688|16.70124474|6301.28046|136.5904997|23.07468625|0.010255676|-422.5418889|0.0|1.0|1.0|1.0|0.0|4.18|4.23|0.37|20.0|4.23|2.91|2.0|0.0|0.0|1.0|6.0|-4.87|-6.08|0.0|1.0|0.0|4.03|-5.18|1.34e-05|0.00589|0.00288|4.08|0.0|0.0|4.63e-08|-0.03156|4.2373|3.8|-1375.295877|-1375.268259|757.34|1312.91|307.67|0.1809|0.6322800000000001|0.66478|-1374.927998|0.1785|-0.16649|6.7175|-0.19805|0.02761851|-1374.992422|8.8326|155.0|6.8097|6.8097
14x_a23|1|0.0|2|7.423568444|0|3.101221922|-0.0065692219999999|-0.111315218|0.04314059|0.6753138120000001|2|2|0.003906274|0.160327487|-0.443633823|0.802520527|-0.035965909|0.558482531|-0.084244058|0.229141189|0.022095943|-46.97594633|-0.034056109|-37.00022522|9.704599953|87.28077098|0.722211323|70.40248829|-22.56979253|3071.48868|514.8229467|-1060.780249|2382.851643|7.777802167999999|14.62325432|6989.569075|184.0971574|31.25095356|0.0219879679999999|-294.5294492|0.0|0.0|1.0|1.0|1.0|3.42|3.42|0.05|26.0|4.2|3.78|2.0|1.0|0.0|1.0|5.0|-5.68|-6.35|0.0|0.0|0.0|4.06|-5.27|2.09e-06|0.0009369999999999|0.00242|3.78|0.0|0.0|1.17e-08|-0.08216|4.0641|3.97|-1828.393372|-1828.371718|675.21|1149.42|335.63|0.3184|0.6757|0.62836|-1828.168422|0.3057|-0.15259|5.7933|-0.23475|0.02165405|-1828.228912|8.1916|3.0|8.4949|8.4949
4R4k_a46|0|0.173180233|1|7.825245291|1|2.145043462|-0.0049602|-0.088084767|0.0510113959999999|0.0|1|1|0.006050983|-0.158788415|-0.3860697829999999|0.7477594870000001|-0.141706595|0.784722915|-0.085931818|0.237621572|0.007883196|-47.73036108|-0.030434186|-24.33134018|2.232103603|0.0|0.866681099|49.58292992|-16.19450581|2105.035168|473.9155694|-777.3362788|1767.850427|5.522208638|10.33328154|4711.736397|70.94107067|18.68565706|0.007248925|-390.2334878|1.0|1.0|0.0|1.0|1.0|3.8|3.12|0.33|17.0|4.26|2.84|1.0|0.0|0.0|1.0|2.0|-4.82|-5.46|0.0|1.0|1.0|3.81|-4.83|1.5e-05|5.0|0.0049299999999999|4.05|0.0|0.0|2.48e-07|-0.02045|5.2965|4.52|-1053.439174|-1053.413412|565.94|994.13|299.53|0.2896|0.54119|0.68404|-1053.202129|0.1008|-0.17484|1.8559|-0.19529|0.0257622|-1053.254911|1.9753|97.0|7.0132|7.0132
34_a47|1|0.0|1|6.842683282|0|1.883479676|-0.004157676|-0.064842466|0.03522792|1.741433543|1|1|0.0047106|-0.208989427|-0.2829549719999999|0.833786184|0.128336294|0.609110565|-0.090141168|0.437215023|0.019723558|-34.3104683|-0.029348287|-27.64315244|6.048527453999999|0.0|0.653993216|62.66739933|-16.25230464|2371.236125|457.4477611|-698.8490993|918.6458674|7.066583143|12.96364153|5105.274301|191.6093987|24.85087647|0.023023142|-170.55473480000003|1.0|1.0|1.0|1.0|1.0|3.19|3.0|0.16|21.0|3.34|1.75|0.0|0.0|0.0|1.0|4.0|-3.57|-6.66|0.0|1.0|1.0|3.02|-3.9|0.000267|0.0929|0.0436|2.49|0.0|0.0|3.36e-08|-0.0545|4.2077|2.41|-1162.4815230000002|-1162.450678|585.79|980.02|318.79|0.2309|0.6602399999999999|0.69314|-1162.283641|0.1718|-0.16086|4.4605|-0.21536|0.03084502|-1162.33788|6.2235|2.0|8.7|8.7
12z_a36|0|0.0|0|7.412764017000001|2|0.0|-0.007671785|-0.010732275|0.041767677|0.0|1|1|0.001194592|0.066366917|-0.433580807|0.826316772|-0.0533649729999999|0.8212311840000001|-0.102674964|0.492335362|0.023371488|-54.11489962|-0.036238222|-45.16471514|10.28066212|15.59091678|0.712682362|83.07227002|-24.03445318|2841.692299|553.6621150000001|-1225.757112|2451.657399|8.016303367999999|14.78435842|6146.834385|190.5590792|33.72393432|0.0225782039999999|-282.1167226|1.0|0.0|0.0|1.0|2.0|4.76|0.0|0.13|17.0|2.75|1.38|1.0|0.0|0.0|1.0|5.0|-3.99|-7.08|0.0|0.0|0.0|1.66|-3.95|0.000101|0.0412|0.0458|2.4|0.0|0.0|2.21e-07|-0.05642|3.8969|2.98|-1325.195958|-1325.157504|686.33|1153.7|318.16|0.4423|0.69397|0.69397|-1324.951498|0.4423|-0.1575|4814.0|-0.2139199999999999|0.03845474|-1325.010808|6.5892|5.0|8301.0|8301.0
6_a3|0|0.0|0|6.823286122000001|0|0.0|-0.008934536|-0.106234254|0.038650794|2.000787282|1|1|-0.006696449|-0.0445675709999999|-0.594308852|0.790667152|0.055002252|0.773152968|-0.098669224|0.556539611|0.010921391|-52.01903278|-0.037726468|-24.56680878|2.7192240510000003|77.06094911|0.80281499|56.71997588|-18.8247694|2196.107822|390.8623623|-640.0421597|1899.385061|5.498222293|8.982311462|4992.54948|98.39146166|23.4484528|0.0150025189999999|-302.19751|1.0|1.0|1.0|1.0|1.0|3.05|2.65|0.0|21.0|4.96|2.11|1.0|0.0|0.0|1.0|2.0|-5.44|-5.68|0.0|0.0|1.0|3.63|-4.87|3.67e-06|0.00124|0.00455|3.79|0.0|0.0|3.28e-08|-0.06529|5.8279|3.09|-1731.735113|-1731.7043199999998|524.88|884.88|365.05|0.1997|0.3369|0.69323|-1731.602363|129.0|-0.1465|2.8131|-0.21179|0.03079258|-1731.6508010000002|3.7185|1778.0|5.7501|5.7501
8f_a8|0|0.0|1|7.05012252|0|1.241306689|-0.01032134|-0.249095464|0.043758865|0.0|1|1|-0.007036544|0.152294451|-0.5373378529999999|0.6971223040000001|0.010682683|0.56916135|-0.1064257719999999|0.308621017|0.013566221|-71.22071405|-0.048375351|-36.18904175|4.613060521|67.99102163|0.90577048|67.4402386|-28.20910228|2622.044457|348.0199311|-1241.2005|1892.066521|7.504290616|13.81994609|5948.547713|54.94802877|31.14376424|0.009226445|-473.23361|0.0|0.0|0.0|0.0|2.0|3.14|2.85|0.0|23.0|4.69|4.11|2.0|0.0|0.0|1.0|4.0|-5.21|-5.98|0.0|0.0|0.0|4.04|-5.0|6.11e-06|0.0023899999999999|0.00395|3.82|0.0|0.0|1.13e-08|-0.0675299999999999|4.7027|7.71|-1361.658484|-1361.626748|602.63|1022.89|355.5|0.3188|0.55661|0.69925|-1361.455053|0.1659|-0.14532|5.8283|-0.21285|0.03173623|-1361.510739|7.8014|22.76|4.6428|4.6428
19_a4|0|0.0|1|7.535296702|1|1.943606348|-0.0023503029999999|-0.3929802189999999|0.040511696|0.0|1|1|0.009687676|-0.086166959|-0.245630631|0.774746438|-0.190513834|0.514505012|-0.0759826109999999|0.285282038|0.013022539|-38.9063534|-0.028945757|-23.02459887|3.946149569|13.25878373|0.764880253|49.73882261|-15.93396412|2558.336814|451.8120313999999|-669.2264932|1697.595595|5.9448291|11.01887515|5232.561157|129.4279389|20.83197214|0.0143733|-291.6208078|1.0|0.0|1.0|0.0|0.0|3.46|2.52|0.16|17.0|2.97|2.16|1.0|0.0|0.0|1.0|3.0|-3.81|-6.58|0.0|1.0|1.0|2.92|-3.97|0.000156|0.0547|0.0373|2.62|0.0|0.0|8.070000000000001e-07|-0.05294|4.1858|6.67|-1446.939719|-1446.909868|583.39|983.4|296.2|0.3806|0.67535|0.67535|-1446.760398|0.3806|-0.17004|5.8295|-0.22298|0.02985188|-1446.813896|7.1079|19.5|4.71|4.71
15a_a10|0|0.0|1|7.535296702|1|2.141907675|-0.00244937|0.022297552|0.033912037|2.038992189|1|1|0.01192767|-0.19937094|-0.188634555|0.77630271|-0.1074837719999999|0.713078124|-0.076864276|0.754451037|0.0156991769999999|-29.50952422|-0.025155581|-31.83957238|6.503087289|122.7715002|0.676473201|60.98047923|-16.19032994|2656.305166|588.9895149|-890.4681466|2413.560937|6.71451044|11.33516398|5929.563906|208.2243923|23.93343877|0.017883602|-227.1590805|0.0|1.0|1.0|1.0|0.0|3.5|3.58|0.29|21.0|3.95|1.93|1.0|0.0|0.0|1.0|6.0|-3.97|-6.52|0.0|1.0|1.0|3.33|-4.4|0.000108|0.0432|0.0157|3.12|0.0|0.0|1.63e-08|-0.04742|5.7646|2.4|-1278.452284|-1278.4225210000002|687.57|1179.28|329.41|0.3558|0.47484|0.68863|-1278.141052|0.1583|-0.1559299999999999|4.7512|-0.20335|0.02976259|-1278.200428|6.1108|24.0|7.6198|7.6198
14r_a23|1|0.0|2|7.423568444|0|3.201732471|-0.006323791|-0.06921746|0.045277778|0.7087588690000001|2|2|0.0075222369999999|0.033038452|-0.454010253|0.7837821840000001|-0.1050445769999999|0.5935522360000001|-0.085881409|0.375360556|0.019185345|-40.32463891|-0.03654528|-35.61466281|7.956082857|55.62948521|0.7882228370000001|66.31173073|-23.53402098|2945.137191|557.8203557999999|-1106.098986|2306.754114|7.555307147000001|14.15357616|6744.848704999999|136.37788909999998|29.85706563|0.017092103|-371.2130393|0.0|0.0|1.0|1.0|1.0|3.47|3.06|0.05|26.0|3.78|3.4|2.0|1.0|0.0|1.0|5.0|-5.58|-6.31|0.0|0.0|0.0|3.7|-5.11|2.66e-06|0.00114|0.00332|3.68|0.0|0.0|2.14e-08|-0.06842|5.9406|3.72|-1729.1556449999998|-1729.1326809999998|678.08|1145.51|389.92|0.2346|0.30482|0.68115|-1728.924789|0.0008|-0.15536|6.2620000000000005|-0.22378|0.02296354|-1728.98403|8.8722|5.0|8.2684|8.2684
6_a4|0|0.0|1|7.535296702|1|2.170234316|-0.001221193|0.010164572|0.035283951|2.186806868|1|1|0.01098094|0.0671397079999999|-0.1738111839999999|0.76089528|-0.340860215|0.664247086|-0.0670158929999999|0.417868437|0.0077624059999999|-29.18838891|-0.024618083|-20.7966895|2.408866521|45.93422613|0.814470803|42.27020924|-13.71394596|2342.371538|526.7333132|-671.9833521|1968.0178670000005|5.758624844|9.981741408|5256.215815|103.3523757|16.83786074|0.008863911|-350.36323230000005|0.0|1.0|1.0|1.0|0.0|3.38|3.45|0.26|21.0|5.1|3.09|2.0|0.0|0.0|1.0|3.0|-4.91|-5.42|0.0|1.0|1.0|4.23|-5.11|1.24e-05|0.0043799999999999|0.00274|4.28|0.0|0.0|1.04e-08|-0.04867|4.8714|4.11|-1108.585859|-1108.563418|613.83|1057.7|307.24|0.1235|0.60542|0.5877|-1108.338577|0.0772|-0.16959|2.8026|-0.2182599999999999|0.02244097|-1108.392115|3.2192|1.3|5.8861|5.8861
9o_a24|0|0.0|0|6.605297921|1|0.0|-0.007052095|-0.044044637|0.028472222|0.0|1|1|0.002019902|-0.145366976|-0.38043264|0.785672769|-0.000453155|0.7086274779999999|-0.08834189|0.6253256110000001|0.018492771|-51.29122728|-0.032911684|-29.61546471|6.1994599720000005|44.8382925|0.668046377|66.24061038|-19.05574986|2892.333138|445.9858336|-971.8432428|1906.512273|6.080741586|11.83284872|6697.297449000001|192.1999837|28.52459128|0.026064002|-194.5965258|1.0|0.0|1.0|1.0|2.0|3.96|2.84|0.04|23.0|3.75|1.23|1.0|0.0|0.0|1.0|6.0|-4.49|-6.83|0.0|0.0|0.0|3.01|-4.4|3.2500000000000004e-05|0.0137|0.0167|2.88|0.0|0.0|1.24e-08|-0.04527|5.8802|4.41|-1388.147972|-1388.094657|611.03|1126.94|290.75|0.1409|0.41688|0.65292|-1387.887227|0.0288|-0.17826|4.3816|-0.22353|0.0533144|-1387.945865|5.9089|446.0|6.3507|6.3507
16_a47|1|0.0|0|6.605297921|0|0.0|-0.0056780519999999|-0.1246612469999999|0.042285714|1.491023983|1|1|-0.004153659|-0.236994128|-0.3379683979999999|0.812131575|0.081171071|0.57616624|-0.092995116|0.421094692|0.0186711289999999|-48.30620628|-0.034261359|-24.97833451|5.0150344780000005|0.0|0.697929921|60.36423869|-17.75645434|2315.178558|358.566882|-674.7452647999999|833.8646097|6.855429069|13.01476838|4952.972679|156.55227280000005|25.44160067|0.0234786339999999|-205.1602001|1.0|1.0|0.0|1.0|2.0|2.93|1.95|0.06|21.0|4.47|2.72|0.0|0.0|0.0|1.0|3.0|-4.34|-6.04|0.0|0.0|1.0|3.52|-4.42|4.56e-05|0.0154|13.0|3.27|0.0|0.0|6.8099999999999994e-09|-0.05717|4.4393|2.95|-1167.046301|-1167.0124560000002|534.69|894.43|303.84|0.3182|0.59209|0.6743899999999999|-1166.901251|0.0909|-0.16851|2.3795|-0.22568|0.03384512|-1166.951551|3.8601|1.0|9.0|9.0
7_a47|0|0.0|0|0.0|0|0.0|-0.008206422|-0.143650735|0.04030303|1.303301032|0|0|-0.00794321|-0.262805289|-0.46105149|0.817389583|-0.124285418|0.671549194|-0.095957591|0.427432212|0.008915606|-45.82735481|-0.036250645|-30.51603217|2.8353037860000003|0.0|0.816979353|61.47335819|-20.44278719|2491.885862|477.8297898|-919.9254234|1968.695833|6.485224033|10.90440708|5958.904826|103.2106353|25.02240371|0.0130514639999999|-357.5076454|1.0|1.0|0.0|1.0|2.0|2.96|3.14|0.09|22.0|5.63|3.69|2.0|0.0|0.0|1.0|4.0|-6.47|-4.8|1.0|0.0|1.0|4.89|-6.06|3.41e-07|0.000134|0.000345|5.49|0.0|0.0|3.52e-10|-0.05297|3.7203|5.08|-1647.996662|-1647.963177|604.84|1043.33|333.26|0.2144|0.69314|0.69314|-1647.7863539999998|0.2144|-0.1544|3406.0|-0.2073699999999999|0.03348545|-1647.841533|4.4255|25.0|7.6|7.6
12bf_a36|0|0.0|0|7.412764017000001|2|0.0|-0.00832865|-0.119979424|0.044197531|0.0|1|1|-0.004358975|0.359635716|-0.433281391|0.836170906|-0.033696875|0.632625562|-0.110255801|0.356652646|0.0217611939999999|-58.26326838|-0.037486972|-45.73631152|9.026978489|0.0|0.7054709690000001|86.28460578|-24.14405495|2902.591295|437.4108773|-1207.2027480000002|2522.341812|7.546900716000001|14.37031118|6271.550446|189.6959033|34.22402339|0.02371294|-264.6734075|1.0|0.0|0.0|1.0|2.0|4.72|0.0|0.14|17.0|3.55|2.78|1.0|0.0|0.0|1.0|5.0|-3.99|-6.8|0.0|1.0|0.0|2.44|-4.32|0.000102|0.0424|0.0201|2.88|0.0|0.0|7.599999999999999e-08|-0.0571299999999999|5.2319|3.66|-1431.413697|-1431.380702|670.85|1120.94|320.04|0.4518|0.40663|0.69292|-1431.187555|0.4006|-0.15677|5.4787|-0.2139|0.03299488|-1431.246893|7.5932|6.0|8.2218|8.2218
8a_a50|1|0.0|1|7.860570786|1|2.03117465|-0.00439531|-0.021959577|0.03904321|1.99158738|2|2|0.007801731|-0.038971589|-0.352654037|0.804535572|-0.095292123|0.7135713840000001|-0.08230347|0.278028663|0.018809422|-34.88425666|-0.031655181|-20.91041439|4.778811898|0.0|0.751415713|50.06249379|-15.95574341|2206.356773|433.9235497|-622.2739931|1503.563342|5.754657432|10.69309012|4638.284496|125.2985144|21.23424244|0.017017336|-253.4513797|1.0|1.0|0.0|1.0|1.0|3.34|2.01|0.11|20.0|3.63|2.02|0.0|0.0|0.0|1.0|2.0|-3.86|-6.12|0.0|1.0|1.0|2.87|-4.13|0.000138|0.0433|0.0234|2.95|0.0|0.0|4.82e-07|-0.0280699999999999|5.622000000000001|2.69|-1006.671867|-1006.637067|548.47|912.7|297.06|0.18|0.3462199999999999|0.60625|-1006.508913|0.1217|-0.17244|3.5509|-0.20051|0.03479985|-1006.557694|5.5319|47.0|7.3279|7.3279
19b_a38|0|0.0|0|7.412764017000001|2|0.0|-0.008652352|-0.115864198|0.044392765|0.0|1|1|-0.004358975|0.035216067|-0.443325632|0.8295290000000001|-0.114123934|0.632625562|-0.11557289|0.336505882|0.0224393089999999|-53.38447032|-0.041606241|-44.51968852|8.643817972|0.0|0.7596369590000001|84.49751102|-25.82299118|2897.652112|452.6479704|-1291.149559|2436.66785|7.159317935|13.74014387|6518.872269|149.181772|33.99385836|0.020570275|-322.28833010000005|1.0|0.0|1.0|1.0|3.0|4.82|2.37|0.14|17.0|3.55|2.78|1.0|0.0|0.0|1.0|5.0|-4.25|-6.81|0.0|0.0|1.0|2.94|-4.33|5.68e-05|0.0238|0.0196|2.88|0.0|0.0|7.599999999999999e-08|-0.05031|5363.0|3.66|-1431.414099|-1431.38073|646.81|1111.29|330.55|0.4634|0.38952|0.69411|-1431.18309|0.1945|-0.15414|5.5253|-0.20445|0.03336932|-1431.2418630000002|6.3396|12.0|7.9172|7.9172
1a_a18 (SB-431542)|0|0.0|0|7.423568444|1|0.0|-0.015636898|-0.175408303|0.035620155|0.0|1|1|-0.008385698|0.164429684|-0.567791164|0.7462411859999999|-0.083341531|0.795744863|-0.122555709|0.210046675|0.033020439|-74.98172333|-0.0462988229999999|-43.12110169|11.61820782|105.3125675|0.7531996609999999|87.15852628|-27.46300805|2678.82389|352.3666367|-1235.8353619999998|1890.195809|7.52384981|14.26170773|5748.422847|146.3942108|36.46179023|0.02438148|-300.3801761|1.0|1.0|1.0|1.0|2.0|3.25|2.35|0.05|23.0|4.04|1.54|1.0|0.0|0.0|1.0|4.0|-4.52|-6.73|0.0|0.0|1.0|2.85|-4.25|3.03e-05|0.0116|0.0218|2.7|0.0|0.0|2.03e-08|-0.05971|3.8208|4.57|-1292.588031|-1292.553086|620.23|1048.7|376.27|0.5767|0.55409|0.69868|-1292.358966|0.3347|-0.13329|5.9926|-193.0|0.03494548|-1292.414518|8.8609|125.0|6.9031|6.9031
12d_a30|0|0.0|0|7.412764017000001|2|0.0|-0.006335328|-0.033312179|0.042804233|0.0|1|1|0.005965451|-0.162129948|-0.4562256979999999|0.8017873000000001|-0.130412856|0.7991060659999999|-0.094239701|0.366319099|0.015567102|-47.69710881|-0.036246039|-39.33285959|6.497247279|0.0|0.8143892140000001|69.55534551|-23.41646662|2784.836855|544.6198897999999|-1217.656264|2323.480646|7.557073995|13.92427286|6120.329513000001|119.91237920000002|28.75340957|0.013424098|-406.2173266|1.0|0.0|1.0|1.0|1.0|4.75|0.0|0.17|17.0|4.35|3.04|2.0|0.0|0.0|1.0|5.0|-5.66|-5.81|0.0|0.0|1.0|2.91|-5.15|2.21e-06|0.0009119999999999|0.00291|4.23|0.0|0.0|9.75e-08|-0.05119|3.4821|4.14|-1615.095823|-1615.063947|695.57|1176.22|356.06|149.0|0.68608|0.68608|-1614.831682|149.0|-0.1479099999999999|4434.0|-0.1991|0.03187624|-1614.894406|4.8843|11.0|7.9508|7.9508
