molecula|n9FaHRing|SssssC|NaasN|SRW09|nAHRing|SaasN|AATSC1c|AATSC1s|JGI4|SaaaC|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1c|BIC2|MATS8d|GATS1pe|FNSA5|PBF|FPSA3|PNSA3|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|DPSA5|PNSA4|GRAVp|TASA|PNSA2|MOMI-Z|GeomRadius|GeomDiameter|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
8e_a12|1|0.0|1|6.803505258|1|1.873617728|-0.006350143|-0.049397555|0.037430556|2.197856963|1|1|0.005744805|0.112673977|-0.448676455|0.761892879|-0.051240735|0.797199175|-0.087795345|0.001151979|0.0155147339999999|-29.79080011|-0.031094185|-28.78776717|5.0872236|0.0|0.7112578709999999|61.4656313|-17.80522313|2548.979738|538.051884|-854.6507103|2112.908299|6.446557205|11.80358346|5490.975165|165.34017769999997|25.03342862|0.019545275|-241.94192880000003|1.0|1.0|1.0|1.0|1.0|4.11|3.01|0.14|21.0|3.34|3.05|2.0|0.0|0.0|1.0|3.0|-4.37|-6.03|0.0|1.0|1.0|3.12|-4.69|4.25e-05|0.0156|0.00744|3.53|0.0|0.0|1.19e-08|-0.05739|5.247999999999999|3.45|-1177.619013|-1177.593205|612.59|1048.44|375.21|0.2341|0.38889|0.6954899999999999|-1177.380602|0.2252|-0.13599|1.0295|-0.19338|0.02580783|-1177.436953|1.9327|588.0|6.2306|6.2306
10_a15|0|0.0|0|0.0|0|0.0|-0.006872984|-0.0435725659999999|0.037209302|0.0|0|0|0.0034254209999999|-0.132759909|-0.391156537|0.713794823|0.018211609|0.7933685340000001|-0.101494566|0.640780603|0.010485777|-30.73805622|-0.036384844|-34.36276159|3.550143186|0.0|0.8301726490000001|65.80736417|-21.17108692|2605.82709|542.9602292000001|-1122.067607|2305.991259|5.555044294|10.08767698|6204.37804|98.81668286|25.50202895|0.0116026369999999|-384.2321709|1.0|1.0|1.0|1.0|1.0|3.58|3.64|0.12|24.0|5.32|2.87|2.0|0.0|0.0|1.0|6.0|-6.22|-4.97|1.0|0.0|1.0|4.69|-5.83|5.99e-07|0.0002379999999999|0.000584|5.29|0.0|0.0|1.51e-10|-0.03581|4.4682|5.16|-1281.088565|-1281.061184|631.2|1136.48|340.17|0.1412|0.66799|0.70313|-1280.804272|0.0042|-0.15377|1.6654|-0.18958|0.02738146|-1280.862627|3.1460000000000004|7.0|8.1549|8.1549
12g_a36|0|0.0|0|7.412764017000001|2|0.0|-0.006495469|-0.039008054|0.03912037|0.0|1|1|0.005035022|0.130052038|-0.44093902|0.8026482070000001|-0.088251318|0.860667615|-0.097067302|0.374686587|0.017738779|-47.63457647|-0.034549379|-45.87193951|8.382969151000001|5.097410387|0.779745318|77.14470618|-23.75074918|2829.45056|587.240781|-1401.294202|2476.712654|7.285010602000001|13.83075477|6223.658545|151.41267150000002|30.45962398|0.015152386|-384.6182564|1.0|0.0|1.0|1.0|2.0|5.06|0.0|0.24|17.0|3.85|2.66|2.0|0.0|0.0|1.0|6.0|-4.95|-6.19|0.0|1.0|1.0|2.66|-4.86|1.13e-05|0.0047799999999999|0.00589|3.8|0.0|0.0|4.2e-08|-0.0505199999999999|5.2092|4.21|-1350.887005|-1350.861445|724.32|1241.66|333.83|0.4393|0.38165|0.70097|-1350.571683|45.0|-0.15236|5.912000000000001|-0.20288|0.0255597|-1350.633209|7.8537|14.0|7.8539|7.8539
3_a3|0|0.0|0|7.285506549|0|0.0|-0.010040064|-0.114647585|0.034259259|2.063441043|2|2|-0.006362643|-0.030486489|-0.599804962|0.8083172479999999|0.123113049|0.8495058259999999|-0.098797066|0.583866845|0.012617742|-48.91675544|-0.035057023|-20.54492513|2.623868963|75.88125246|0.7000038270000001|55.67251784|-15.98657012|2092.406045|343.74795510000007|-495.58367360000005|1349.6286710000002|5.025797436|8.592908408|4677.617255|136.8031103|22.83783244|0.023287455|-182.4099648|1.0|1.0|1.0|1.0|1.0|3.11|2.39|0.0|20.0|5.0|1.41|0.0|0.0|0.0|1.0|2.0|-5.48|-5.88|0.0|0.0|1.0|3.23|-4.39|3.32e-06|0.00103|0.0126|3.26|0.0|0.0|7.009999999999999e-07|-0.0637|5.8458|1.92|-1592.904586|-1592.873593|491.26|817.21|370.38|0.2383|0.29441|0.69206|-1592.792349|0.0851|-0.14599|2.1507|-0.20969|0.03099295|-1592.839065|2.8045|1175.0|5.93|5.93
21c _a23|1|0.0|2|7.525639975|0|3.311482916|-0.009944003|-0.135572353|0.043130342|0.731360766|2|2|0.0035741379999999|0.118226959|-0.596546056|0.782543953|-0.060079444|0.7301130229999999|-0.098699133|0.2571258939999999|0.014036138|-59.46209153|-0.040210758|-49.86692499|7.09164338|94.32302529|0.834557275|79.71722579|-28.58195193|3161.1237530000003|561.9588018|-1543.4254039999998|2628.628799|8.945789862|16.83467928|7227.157398|117.597286|34.24804117|0.013451712|-475.6090385|0.0|0.0|1.0|1.0|2.0|3.68|3.11|0.08|26.0|3.1|2.49|1.0|1.0|1.0|1.0|6.0|-5.63|-7.13|1.0|0.0|0.0|3.0|-4.72|2.35e-06|0.0011|9.0|2.86|0.0|0.0|4.69e-08|-0.07892|3.6649|4.47|-1837.964768|-1837.932192|747.88|1275.12|338.3|0.3329999999999999|0.5885699999999999|0.5885699999999999|-1837.67081|0.3329999999999999|-0.15089|6.0226|-0.22981|0.03257532|-1837.736174|8.3979|67.0|7.1752|7.1752
12g_a31|0|0.0|0|7.765993078999999|1|0.0|-0.01500347|-0.1044685569999999|0.0388738739999999|0.0|2|2|-0.0054114869999999|0.074878295|-0.57758443|0.819234772|-0.1386819869999999|0.7983388929999999|-0.131126805|0.325789284|0.030961426|-78.87508829|-0.039059048|-49.45404266|11.67699967|548.1594997999999|0.6886488690000001|95.97385383|-23.98704875|2514.363249|357.8560168|-1127.391291|1859.940155|8.098256552|15.28679013|5398.678971|191.2078009|34.8320455|0.02515117|-231.70711040000003|1.0|1.0|1.0|1.0|2.0|3.61|2.51|0.32|16.0|5.19|0.86|1.0|0.0|0.0|1.0|7.0|-4.92|-6.86|0.0|0.0|1.0|2.9|-3.79|1.19e-05|0.00457|0.0627|2.52|0.0|0.0|3.55e-07|-0.03324|3.8349|4.17|-1578.846191|-1578.800869|664.44|1090.41|323.3|265.0|0.70068|0.70068|-1578.605452|265.0|-0.15917|1.6279|-0.19241|0.04532186|-1578.66792|2.4038|0.11|6.9586|6.9586
13b_a50|1|0.0|2|7.934155233999999|2|4.253030728|-0.003876697|0.010464577|0.032833333|2.117002752|2|2|0.011379776|-0.03182432|-0.319215353|0.788327682|-0.097736369|0.71935296|-0.080785633|0.435064196|0.019899348|-36.81915624|-0.026928544|-41.27630533|10.16729727|150.45293569999998|0.700410304|70.09526468|-19.24847021|3036.874979|647.7242444|-1212.6536230000002|2147.355856|9.514897025|16.75483549|6639.077063000001|214.1461224|27.48170624|0.017277404|-286.5057775|1.0|1.0|1.0|1.0|0.0|4.78|4.17|0.37|20.0|4.24|2.52|2.0|0.0|0.0|1.0|7.0|-5.02|-6.3|0.0|0.0|0.0|3.99|-5.1|9.65e-06|0.0044|0.00361|3.91|0.0|0.0|5.87e-08|-0.02606|4.2315|3.63|-1470.401544|-1470.3699789999998|780.4|1339.39|301.22|0.1589|0.65332|0.63872|-1470.039226|0.1553|-0.1701599999999999|5.5271|-0.19622|0.03156473|1470.104535|7.1645|1.83|5.7375|5.7375
5a_a40|0|0.0|1|8.149890544|0|1.688148148|-0.004609716|0.059258947|0.0388888889999999|0.808197279|2|2|0.010425818|-0.191663433|-0.363338726|0.756882266|-0.0395444479999999|0.5263598389999999|-0.090991462|0.04987082|0.020641204|-34.5789643|-0.036396585|-17.82228195|4.042943749|52.43850484|0.8224652720000001|46.06507254|-16.10801287|1847.672595|377.5905776|-483.24038600000006|508.8362301|5.507689573|10.7779923|3736.248815|78.57142892|19.58503709|0.0130940839999999|-285.426492|1.0|0.0|1.0|0.0|0.0|3.04|2.49|0.21|14.0|3.68|1.85|0.0|1.0|0.0|2.0|3.0|-4.13|-5.9|0.0|1.0|1.0|2.8|-3.67|7.49e-05|0.0202|0.0574|2.88|0.0|0.0|8.950000000000001e-05|-0.0657799999999999|3.7921|4.36|-1177.598691|-1177.5835470000002|466.79|757.45|326.96|0.4461|0.69499|0.69499|-1177.51016|0.4461|-0.15066|5.7163|-0.21644|0.01514427|-1177.555706|7.6003|81.0|7.0915|7.0915
12ax_a36|0|0.0|0|7.412764017000001|2|0.0|-0.007681676|-0.040458296|0.043383838|0.0|1|1|-0.00097037|0.128253871|-0.440372791|0.836170906|-0.056676035|0.771220556|-0.107815607|0.375647684|0.019128091|-49.32384393|-0.038813619|-48.23849712|8.558226304|1.236876307|0.7648530440000001|84.58859134|-25.96212292|2926.929456|566.4430628|-1298.106146|2471.295987|7.563197245|14.78635841|6741.969187999999|157.28794140000002|33.94393618|0.018645135|-354.3162187|1.0|0.0|1.0|1.0|2.0|4.74|0.0|0.14|17.0|3.99|2.99|2.0|0.0|0.0|1.0|5.0|-5.08|-6.26|0.0|1.0|1.0|2.82|-5.18|8.27e-06|0.00372|0.00295|3.93|0.0|0.0|1.74e-08|-0.05596|5.2372|4.42|-2152.130959|-2152.100515|699.67|1182.31|318.82|0.5236|0.39564|0.69348|-2151.910753|0.4167|-0.15728|4.5001|-0.21324|0.03044421|-2151.971761|6.0402|12.0|7.9208|7.9208
18d_a25|0|0.0|1|6.842683282|0|1.918453956|-0.0029605|0.024310576|0.042843137|2.029297802|1|1|0.0062422|-0.055336237|-0.292727912|0.780221059|0.029728702|0.696372329|-0.076328248|0.278576218|0.011158458|-46.31109519|-0.0281209329999999|-43.24308488|6.3217245360000005|0.389087507|0.75793699|68.15463481|-21.166323|3113.122552|705.8822532|-1206.480411|2625.142499|9.479218984|18.11893325|6876.316137000001|182.1982146|27.92623037|0.014219928|-388.2927768|1.0|1.0|1.0|1.0|1.0|3.66|3.57|0.11|27.0|6.33|2.4|2.0|1.0|0.0|0.0|7.0|-6.26|-6.21|1.0|0.0|1.0|4.5|-5.54|5.47e-07|0.00026|0.0013599999999999|4.21|0.0|0.0|5.92e-11|-0.07287|5.6512|4.56|-1806.848384|-1806.812778|792.79|1358.25|340.69|0.3986|0.41694|0.6823899999999999|-1806.514606|0.0389|-0.14723|3.2353|-0.2201|0.03560672|-1806.582751|4.3658|232.0|6.6345|6.6345
14_a4|0|0.0|1|7.535296702|1|1.947126795|-0.001935612|-0.04986736|0.0409444439999999|0.0|1|1|0.008943549|-0.031578333|-0.199315317|0.77505994|0.204594017|0.500893739|-0.071074269|0.218112446|0.013047382|-29.91067393|-0.03015272|-14.69670456|2.697931638|85.72299913|0.768457211|39.49511556|-13.71135194|1911.448021|386.9927769|-452.4746139|1378.961008|5.304461808|8.859498364|3944.638539|105.2894945|17.84270058|0.015779688|-244.1511936|1.0|0.0|0.0|1.0|0.0|3.14|2.39|0.06|17.0|3.59|2.82|0.0|0.0|0.0|2.0|2.0|-3.4|-5.8|0.0|1.0|1.0|3.2|-3.97|0.000396|0.11|0.0295|3.09|0.0|0.0|1.95e-06|-0.03639|4.5233|3.22|-918.9507745|-918.9304744|475.32|794.51|293.02|0.1864|0.53298|0.55975|-918.851356|0.1067|-0.17381|2.3797|-0.2102|0.020300099|-918.896242|3.3312|1.32|5.8794|5.8794
7_a15|0|0.0|0|0.0|0|0.0|-0.010310394|-0.038088878|0.035075075|0.0|0|0|0.002150323|0.213947987|-0.335491052|0.70084115|0.00364345|0.8115121240000001|-0.110819329|0.403524276|0.036600739|-41.29775265|-0.026500274|-34.13832456|11.27499976|56.30310755|0.448664402|85.26222186|-14.70834175|2330.667514|466.9990754|-676.5837204|1624.468817|6.01738192|9.971755103|5097.868552|306.0056033|32.78250222|0.042799094|56.98518567|1.0|1.0|1.0|0.0|1.0|3.16|3.14|0.15|18.0|3.38|1.74|2.0|0.0|0.0|1.0|7.0|-4.83|-5.72|0.0|1.0|1.0|3.35|-4.49|1.46e-05|0.00516|0.0113|3.84|0.0|0.0|6.41e-08|-0.0284899999999999|4.4386|2.78|-1184.385377|-1184.367098|580.73|1000.95|330.67|0.3463|0.64652|0.70497|-1184.168094|0.0169|-0.15605|1.1115|-0.18454|0.01827873|-1184.224637|1631.0|227.0|6644.0|6644.0
47i_a18|0|0.0|0|7.03438793|1|0.0|-0.006882626|-0.066917145|0.037484277|0.0|0|0|0.000427479|-0.057689282|-0.499939719|0.744472118|-0.068524374|0.727767462|-0.089609068|0.279553995|0.009745543|-54.34379065|-0.035256027|-43.46880696|4.727502734|82.81385171|0.8608685909999999|68.954317|-24.55535669|2795.907966|559.3312455|-1497.876758|1333.332089|9.573882864|18.67881257|6353.6617320000005|96.90318745|28.52393145|0.009393984|-502.6804099|1.0|1.0|0.0|1.0|3.0|4.05|0.0|0.22|18.0|3.28|2.74|3.0|1.0|0.0|1.0|8.0|-5.18|-6.36|0.0|0.0|1.0|2.5|-4.78|6.58e-06|0.0029|0.00735|3.7|0.0|0.0|1.04e-09|-0.05062|3.2321|7.37|-1416.260696|-1416.233978|744.95|1297.7|383.61|0.5085|0.69175|0.69175|-1415.875678|0.5085|-0.13237|2.7749|-0.18299|0.02671774|-1415.944522|3.5235|19.0|7.7212|7.7212
12ad_a36|0|0.0|0|7.412764017000001|2|0.0|-0.01083262|-0.073048351|0.040787037|0.0|1|1|0.000906224|0.077659878|-0.478461478|0.832674224|0.018207862|0.7767870459999999|-0.107772644|0.423689705|0.030769062|-58.34300549|-0.0365657189999999|-54.02363038|15.4237324|81.68309557|0.656407461|96.81391944|-25.88878839|3041.082692|538.2749789|-1449.77215|2474.175727|8.770308295|16.772513699999998|6569.653402|243.2659577|39.44011905|0.028968808|-221.4751857|1.0|0.0|0.0|1.0|2.0|4.9|0.0|0.17|17.0|2.7|1.89|1.0|0.0|0.0|1.0|7.0|-4.18|-7.18|0.0|0.0|0.0|1.76|-4.08|6.579999999999999e-05|0.0289|0.0367|2.53|0.0|0.0|2.42e-07|-0.05406|5733.0|4.5|-1460.8311199999998|-1460.794632|737.53|1236.64|321.93|0.6073|0.27316|0.67215|-1460.5468529999998|0.2532|-0.15638|5.3349|-0.21044|0.03648828|-1460.610659|6.8996|17.0|7.7696|7.7696
47l_a18|0|0.0|0|7.03438793|1|0.0|-0.006400878|-0.0603838109999999|0.035308642|0.0|0|0|0.000787517|-0.008768679|-0.4925232479999999|0.7435044540000001|-0.0973326269999999|0.733228144|-0.083884237|0.2820044969999999|0.009199889|-57.15119372|-0.031456589|-42.43906517|4.654446622|51.44279524|0.796109347|68.83398609|-22.37455223|2852.093627|571.4972966|-1431.971342|1427.032023|9.423637134|18.46922943|6572.90106|145.02405359999997|28.10487315|0.012890098|-421.235376|1.0|1.0|0.0|1.0|3.0|4.17|0.0|0.25|18.0|3.69|2.94|3.0|1.0|0.0|1.0|9.0|-5.26|-6.39|0.0|0.0|0.0|2.72|-4.84|5.44e-06|0.00247|0.0066099999999999|3.78|0.0|0.0|4.26e-10|-0.0520399999999999|3.2026|7.71|-1455.5758039999998|-1455.5497369999998|764.74|1334.6|387.13|0.5019|0.69291|0.69291|-1455.165122|0.5019|-0.1314|2.4594|-0.18344|0.02606651|-1455.233431|3.3864|32.0|7.4949|7.4949
17_a12|0|0.0|0|6.823286122000001|1|0.0|-0.00864055|-0.058347964|0.035816993|0.0|1|1|-0.000651751|-0.3748198379999999|-0.559137213|0.8198617429999999|-0.11976662|0.859088647|-0.096209886|0.318309599|0.011226177|-36.25249721|-0.035198739|-26.12444199|3.048310481|0.0|0.786701219|57.97616997|-18.34174978|2246.161353|447.1583691000001|-752.0117408|1470.257187|5.669161963|10.61752641|4866.339908|111.1480977|23.31475957|0.015049295|-298.7949107|1.0|1.0|1.0|0.0|1.0|4.13|2.97|0.17|17.0|4.51|2.47|0.0|0.0|0.0|1.0|3.0|-4.51|-6.07|0.0|1.0|1.0|3.14|-4.24|3.1e-05|0.0103|0.0191|3.19|0.0|0.0|6.97e-08|-0.06322|4.4014|2.87|-1366.804178|-1366.776169|560.09|933.62|328.67|0.2213|0.39539|0.62783|-1366.638303|148.0|-0.15459|2128.0|-0.21781|0.02800938|-1366.689546|2.9806|16.0|7.7959|7.7959
10_a47|0|0.0|0|0.0|0|0.0|-0.008013899|-0.166367455|0.042276423|1.329777427|0|0|-0.0065562469999999|-0.349569106|-0.45272733|0.754096463|0.011239977|0.6913602740000001|-0.0936757959999999|0.417511484|0.00951788|-40.80144983|-0.035388634|-26.77924406|2.720890925|0.0|0.801882632|57.59863288|-18.9212254|2355.515804|449.6950454|-851.455143|1567.859561|6.277122171|10.66897998|5482.319019|105.9273263|23.5960035|0.014051737|-322.8149102|1.0|1.0|0.0|1.0|2.0|3.02|2.97|0.09|22.0|5.12|3.21|2.0|0.0|0.0|1.0|3.0|-5.75|-5.08|1.0|0.0|1.0|4.41|-5.5|1.77e-06|0.000638|0.00114|4.8|0.0|0.0|1.4199999999999999e-09|-0.0486399999999999|5.7693|4.37|-1188.405988|-1188.3744|579.86|997.16|332.97|231.0|0.53909|0.69212|-1188.1907199999998|0.2175|-0.15445|1.9281|-0.20309|0.03158831|-1188.244739|2.8795|13.0|7.9|7.9
4S4l_a46|0|0.171853072|1|7.825245291|1|2.155247543|-0.004736212|-0.075241716|0.049498645|0.0|1|1|0.006162668|-0.1012114369999999|-0.3888343979999999|0.726535412|-0.229089688|0.7936534740000001|-0.084663086|0.213675946|0.007140583|-49.45536962|-0.029881089|-25.11158939|2.117940478|0.0|0.877939134|49.6055056|-16.27370639|2166.052483|487.3122681|-829.959026|1744.8220399999998|5.668394116|10.68377935|4920.211524|66.47624804|18.5362581|0.006420439|-411.6630752|1.0|1.0|1.0|1.0|1.0|3.92|3.19|0.36|17.0|4.64|3.06|1.0|0.0|0.0|1.0|3.0|-5.28|-5.23|0.0|1.0|1.0|4.08|-5.11|5.25e-06|0.00182|0.0027|4.49|0.0|0.0|9.980000000000001e-08|-0.02015|5.2929|4.99|-1092.753999|-1092.727031|583.76|1040.96|299.38|0.2586|0.57885|0.6763600000000001|-1092.489558|0.0614|-0.17632|2.5083|-0.19647|0.02696794|-1092.543641|2.8473|261.0|6.5834|6.5834
9b_a36|0|0.0|0|7.412764017000001|2|0.0|-0.0058276019999999|-0.023369916|0.040166667|0.0|1|1|0.005458948|0.146828453|-0.4060950789999999|0.7885597609999999|-0.1177413269999999|0.7961424690000001|-0.098301686|0.2602997|0.017007854|-46.58565720000001|-0.036110824|-38.76797062|6.707514535|0.0|0.78242217|71.70079424|-22.67740953|2715.020034|530.8939077|-1111.193067|2464.2160510000003|7.549264797|13.80758516|5838.085413000001|136.63774650000002|28.98359786|0.015872498|-354.7193098|1.0|0.0|1.0|1.0|1.0|4.73|0.0|0.14|17.0|3.6|2.82|1.0|0.0|0.0|1.0|5.0|-4.6|-6.46|0.0|0.0|0.0|2.48|-4.43|2.49e-05|0.00992|0.0148|3.2|0.0|0.0|2.3100000000000002e-07|-0.05146|3.8535|3.82|-1575.7800140000002|-1575.751975|666.01|1127.85|321.74|0.5392|0.69763|0.69763|-1575.557248|0.5392|-0.15833|6.2846|-0.20979|0.02803905|-1575.616432|8.4288|21.0|7.6778|7.6778
7_a3|0|0.0|0|6.823286122000001|0|0.0|-0.008855374|-0.106234254|0.03757716|1.989724777|1|1|-0.006696449|-0.084462575|-0.592753801|0.790667152|0.0507482109999999|0.773152968|-0.096448591|0.5999725029999999|0.009708941|-51.18177092|-0.036877402|-23.61864737|2.377557323|76.07607751|0.7992146109999999|55.15105143|-18.2490344|2196.07224|387.1238241|-620.4671695000001|1952.029549|5.198046584|8.644978051|5055.700186|99.36002106|22.83370969|0.0149999089999999|-296.13678660000005|1.0|1.0|1.0|1.0|1.0|3.02|2.61|0.0|21.0|4.96|2.11|1.0|0.0|0.0|1.0|2.0|-5.44|-5.68|0.0|0.0|1.0|3.63|-4.87|3.67e-06|0.00124|0.00455|3.79|0.0|0.0|3.28e-08|-0.0640299999999999|5.8849|3.09|-1731.7341420000002|-1731.703107|522.73|883.88|360.06|0.1926|0.3456|0.69224|-1731.602893|0.1262|-0.14816|3.1299|-0.21219|0.03103579|-1731.651178|3.9813|1023.0|5.9901|5.9901
14ac_a23|1|-9.994971573|2|7.423568444|0|2.7104403130000003|-0.011656739|-0.4422550999999999|0.048351548|0.544211741|2|2|-0.004445662|0.068237909|-0.562985112|0.7797862459999999|0.054652466|0.537271445|-0.097100967|0.300389872|0.016832361|-66.72452104|-0.043970249|-55.36344264|9.597200637|0.327656318|0.8077820920000001|87.75911516|-33.20157553|3695.344378|703.0989434999999|-1759.6835030000002|3417.45156|8.122941134|15.90074614|9203.543798|145.1421706|41.10214358|0.019122137|-464.8074813999999|1.0|0.0|1.0|1.0|1.0|3.69|3.34|0.12|26.0|5.52|4.6|2.0|1.0|0.0|1.0|7.0|-7.31|-5.84|1.0|0.0|0.0|5.43|-6.65|4.92e-08|2.69e-05|0.000123|5.35|0.0|2.0|9.25e-10|-0.08813|4.0014|4.93|-2304.001319|-2303.9786940000004|751.54|1285.58|341.32|0.3209|0.6408|0.69962|-2303.749331|0.2391|-0.15055|6.3004|-0.23868|0.02262555|-2303.819891|8.6341|4.0|8.3851|8.3851
13g_a6|0|0.0|0|6.842683282|0|0.0|-0.006574579|0.004767264|0.043020833|1.648997541|1|1|-0.000644109|0.061423911|-0.46487852|0.774238891|-0.144664763|0.789769968|-0.091949419|0.2141642839999999|0.017637229|-51.67543048|-0.0323525729999999|-44.57717132|8.550546653|0.0|0.7357333540000001|76.50577593|-22.52633766|2929.039254|607.1336751|-1216.422234|3916.754765|7.968172425|14.34268783|6332.20768|184.0026638|30.61752948|0.017929016|-328.2712049|1.0|1.0|1.0|1.0|2.0|3.61|2.34|0.12|27.0|5.41|1.13|2.0|0.0|0.0|0.0|6.0|-5.56|-6.31|0.0|0.0|1.0|3.47|-5.06|2.77e-06|0.0012|0.0038|3.7|0.0|0.0|2.67e-11|-0.07536|5.9869|3.83|-1386.611265|-1386.573241|739.55|1253.71|381.82|0.8442|0.38325|0.7034100000000001|-1386.3020800000002|0.0105|-0.1327|10.1708|-0.20806|0.03802398|-1386.364067|13.3225|119.0|6.9245|6.9245
8f_a12|1|0.0|0|6.580639137|1|0.0|-0.008295703|-0.062406088|0.038347953|2.177023629|1|1|-0.00094279|-0.023769395|-0.560548116|0.7475224290000001|-0.042014638|0.8409290840000001|-0.098932601|0.285353468|0.013287637|-41.27611074|-0.03822396|-31.9483307|4.290980116|0.0|0.8381234340000001|63.05721575|-21.72151161|2541.921472|494.2940092|-955.746511|1448.568734|7.016225129|13.00131176|5481.952981|91.98952021|25.9168408|0.012030968|-384.290491|1.0|1.0|1.0|1.0|1.0|4.09|3.26|0.1|21.0|4.99|3.1|2.0|0.0|0.0|1.0|3.0|-5.7|-5.47|0.0|1.0|1.0|3.82|-5.24|1.99e-06|0.000735|0.00211|4.34|0.0|0.0|3.79e-09|-0.06179|4.1744|4.19|-1481.146454|-1481.115891|606.97|1020.81|339.35|312.0|0.59107|0.65098|-1480.955408|0.2466|-0.15061|0.9092|-0.2124|0.03056355|-1481.008909|1.4701|646.0|6.1898|6.1898
7f_a10|0|-4.8022906380000006|1|7.535296702|1|1.924772416|-0.011104817|-0.2347037789999999|0.037386831|0.740070757|1|1|0.0030999659999999|-0.309622111|-0.5846516820000001|0.796084921|-0.137271684|0.5209683970000001|-0.095196098|0.7359022890000001|0.00797443|-35.78096407|-0.03645808|-29.53487321|2.474090768|0.3440879|0.8217865520000001|60.16185231|-20.30728086|2803.359424|519.0013298|-954.4422004|2375.702381|6.115784565|10.23679556|7070.755931000001|99.26552746|24.71113795|0.012813716|-358.4725202|1.0|0.0|1.0|1.0|0.0|3.37|2.97|0.23|21.0|5.07|2.64|2.0|0.0|0.0|1.0|4.0|-5.54|-5.47|1.0|0.0|0.0|4.39|-5.6|2.9e-06|0.00119|0.00103|4.7|0.0|0.0|7.38e-09|-0.0613|5.7757|4.93|-1442.216293|-1442.200124|597.28|1034.38|341.96|348.0|0.34467|0.6833600000000001|-1442.001311|0.0191|-0.15627|2.2631|-0.2175699999999999|0.01616879|-1442.058773|3.2524|141.0|6.8508|6.8508
13i_a6|0|0.0|0|7.412764017000001|1|0.0|-0.0149593219999999|-0.154502515|0.042560386|0.0|1|1|-0.007703306|0.057038772|-0.560601136|0.7771558909999999|-0.054229558|0.830577798|-0.129526268|0.221116773|0.031178586|-80.75190740000001|-0.046433945|-58.20996912|14.01186473|116.5456632|0.783597763|100.2320567|-31.12829557|2906.257489|418.3467934|-1649.799665|2880.134143|8.294136887|14.54375165|6306.951561999999|145.07130039999998|39.72483975|0.019989461|-380.2354072|1.0|1.0|1.0|1.0|3.0|3.59|2.7|0.12|23.0|4.16|1.18|1.0|0.0|0.0|1.0|6.0|-5.03|-6.81|0.0|0.0|1.0|2.91|-4.48|9.32e-06|0.00398|14.0|2.95|0.0|0.0|3.18e-09|-0.0481399999999999|3.6668|4.94|-1426.549926|-1426.518007|703.43|1196.21|348.14|0.2903|0.7004600000000001|0.70517|-1426.269916|19.0|-0.1464|7.8342|-0.19454|0.03191957|-1426.332492|10.1375|21.0|7.6778|7.6778
2_a27|0|0.0|2|6.605297921|0|3.250529415|-0.0065894809999999|-0.0609613559999999|0.0427777779999999|1.267636369|1|1|0.00988756|-0.337316432|-0.475677812|0.796022385|0.027777778|0.60904903|-0.081513931|0.408120957|0.019809599|-29.42169804|-0.029261411|-20.65736087|5.020172886|53.58106492|0.6684621829999999|52.43208086|-14.73047548|2210.487938|426.3224749|-574.4885436000001|1270.627585|5.312170441|9.527176544|4774.521748|166.89932209999998|22.03636323|0.022639983|-169.6109632|0.0|0.0|1.0|0.0|0.0|2.9|3.06|0.11|21.0|2.43|2.42|0.0|0.0|0.0|2.0|2.0|-3.19|-6.69|0.0|1.0|1.0|2.52|-3.7|0.000644|204.0|0.0638|2.18|0.0|0.0|1.45e-06|-0.04933|4.1624|4.32|-1043.821085|-1043.7984|538.57|906.48|297.87|0.3217|0.55857|0.55857|-1043.665151|0.3217|-0.16769|4.7049|-0.21702|0.02268519|-1043.715364|6.8854|13.0|7.8861|7.8861
