molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nAHRing|nARing|MATS2c|AATSC1s|n6HRing|MATS7i|ATSC1c|AATSC1are|MATS8i|n5aHRing|n6aHRing|GATS1are|BIC2|MATS8s|nFaHRing|RASA|FNSA3|PNSA3|PNSA5|RNCS|RPSA|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|TASA|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomShapeIndex|PPSA1|DPSA4|DPSA2|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Heavy atom count|Egan filter|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
24_a47|0.0|0|1|1|0.0|0.0|6.86171134|0|0|0.0453435129999999|-0.1160443999999999|2|0.0251322929999999|-0.484848181|-0.0060410169999999|-0.063708635|1|2|0.662080166|0.812650394|-0.005097239|1|0.7839491009999999|-0.075894947|-42.71324947|-51.21152885|41.72753688|0.216050899|-0.032498249|-28.82156035|6.81713713|0.611603578|-1.364926459|-24.03877652|69.27912772|-18.28983173|54.82626523|441.2021442|-768.1729327|1239.381181|-10.29341441|7.024694045|0.920079732|218.5873217|29.90471672|1255.998102|0.0|1.0|0.0|2.0|3.14|0.05|-7.63|2.78|84.73|2.86|1.0|0.0|104.73|0.0|5.0|28.0|0.0|1.0|2.46e-05|0.00975|0.0121|3.16|0.0|-0.06517|3.9675|-1696.105723|-1696.071577|578.94|1002.04|312.5|312.5|0.6835|-1695.93106|-0.16333|2.6517|-0.2285|0.03414611|-1695.98597|3.6008|3.0|8.5|8.5
47p_a18|0.0|0|0|0|0.0|0.0|7.03438793|1|1|-0.001819106|-0.04760181|0|0.025217016|-0.3775970529999999|0.00235332|-0.015960677|0|0|0.72025564|0.726294118|0.030970815|0|0.832954548|-0.06909945|-51.14496913|-61.12351185|10.25627035|0.1670454519999999|-0.030813794|-45.24146169|4.377217987|0.818459442|-2.0645242|-37.85569728|69.19354871|-22.80728054|57.05881288|616.5234972999999|-1528.087796|1367.4309119999998|-16.88114242|9.923659881|0.956223901|134.3699001|27.86610962|1867.029344|1.0|0.0|1.0|2.0|4.29|0.28|-9.03|3.65|76.5|3.13|3.0|1.0|144.53|0.0|9.0|35.0|0.0|0.0|2.13e-06|0.000998|0.0025|4.35|0.0|-0.05628|3.2036|-1493.759811|-1493.731375|795.43|1391.71|387.01|387.01|0.6937800000000001|-1493.338659|-0.13118|3.6452|-0.18746|0.02843634|-1493.407248|4.6652|64.0|7.1938|7.1938
12ag_a36|0.0|1|0|0|3.408828027|0.0|7.412764017000001|2|2|-0.042092217|-0.084341564|2|0.063109409|-0.436614203|-0.002526241|0.0070889269999999|1|1|0.724208473|0.835013502|0.124298337|0|0.7468300940000001|-0.082492792|-52.02834065|-68.21579593|85.84609192|0.253169906|-0.038937089|-43.02381535|8.009946323|0.758897371|-1.946854457|-32.81436052|80.40643223|-24.55768654|64.72839664|471.0269757|-1227.884327|2305.164626|-15.48857353|7.849377942|0.927847116|152.06382680000002|32.35969377|1617.984688|1.0|0.0|1.0|2.0|4.72|0.14|-6.86|3.13|69.2|2.4|1.0|0.0|123.71|0.0|5.0|30.0|0.0|0.0|0.000129|0.0515|0.0278|2.78|0.0|-0.05486|3.8893|-1332.185403|-1332.151245|658.68|1112.68|334.04|318.79|0.69204|-1331.9454449999998|-0.15227|5.4459|-0.20713|0.03415856|-1332.003616|7.5405|17.0|7.7696|7.7696
8b_a12|0.0|0|0|0|0.0|0.0|0.0|1|1|0.190292199|-0.1676879319999999|2|0.028584223|-0.618894925|-0.010117477|-0.036536396|0|1|0.89481633|0.7407532059999999|-0.010950243|0|0.740926309|-0.1053827859999999|-60.97837482|-67.44287685|319.0086845|0.259073691|-0.045608374|-39.02494133|3.769098814|0.888936354|-2.097985204|-35.28434152|72.85978933|-26.39069094|67.49212879999999|428.7273481000001|-1213.971783|1437.536303|-15.27062922|6.373278096|0.926552694|64.26553043|29.68794201|1365.645333|0.0|1.0|1.0|2.0|4.11|0.1|-7.45|3.11|80.37|2.23|1.0|0.0|110.58|0.0|4.0|27.0|0.0|0.0|7.890000000000001e-05|28.0|0.0346|2.76|0.0|-0.0589|4.2263|-1159.405202|-1159.365835|611.93|1020.47|331.1|293.37|0.53425|-1159.188228|-0.15294|4.2554|-0.21184|0.03936706|-1159.2425119999998|6.1286|263.0|6.58|6.58
5g_a40|0.0|0|0|0|0.0|0.0|8.149890544|0|1|0.0094595959999999|-0.190406197|0|-0.0602779129999999|-0.5611751220000001|-0.012794054|0.122088541|2|0|0.795454476|0.818555255|0.006643696|1|0.67772744|-0.153687065|-72.93994279|-68.05025116|216.425542|0.32227256|-0.049288357|-32.29667648|5.616992201|0.745349319|-1.577227413|-34.61732609|80.22859145|-23.39227384|84.77514603|321.64971460000004|-748.5527627|593.8133184|-11.10198254|6.193485364|0.955183157|120.8573152|31.38430965|1004.297909|0.0|0.0|1.0|2.0|3.13|0.21|-2.89|2.69|115.96|0.74|0.0|1.0|78.2|0.0|3.0|21.0|0.0|1.0|5.78e-05|0.0174|128.0|2.17|0.0|-0.0540299999999999|3.48|-1328.055803|-1328.015099|489.04|800.98|356.27|356.27|0.6563|-1327.9345529999998|-0.14505|4.9132|-0.19908|0.04070345|-1327.982732|6.7957|123.0|6.9101|6.9101
18a_a25|0.0|0|0|0|0.0|0.0|6.842683282|0|0|-0.151473962|-0.019008377|2|0.062229409|-0.170732995|0.007643634|-0.018419483|1|2|0.761417363|0.7385460309999999|-0.039007784|1|0.931628386|-0.055926422|-37.07961488|-51.83514755|75.74077952|0.068371614|-0.03097773|-34.36707071|4.188358905|0.817072039|-1.641819678|-24.58404782|59.45091020000001|-20.53845469|43.39683067|617.676232|-1088.538099|2331.966135|-13.61714122|7.39539242|0.973559258|121.2825364|25.136651|1332.242503|1.0|1.0|1.0|1.0|3.5|0.08|-9.78|5.89|87.72|2.88|2.0|1.0|133.85|0.0|6.0|32.0|0.0|1.0|4.65e-07|0.000202|0.000744|4.76|0.0|-0.05591|5.4965|-1675.274716|-1675.2501519999998|694.17|1229.09|390.98|225.57|0.2834|-1674.982248|-0.15732|3.1313|-0.21323|0.02456497|-1675.04368|4.3839|94.0|7.0269|7.0269
19a_a38|0.0|1|0|0|3.3685352889999995|0.0|7.412764017000001|2|2|-0.084389038|-0.082283951|2|0.054257043|-0.431265985|-0.002526241|-0.122385526|1|1|0.724208473|0.819222745|0.031696119|0|0.747152898|-0.08593151|-51.36166266|-64.73159672|137.2318698|0.252847102|-0.038988111|-38.69037594|7.910363161|0.744796537|-1.949405536|-30.69910427|77.20795279999999|-23.30337482|64.59623135|446.57675660000007|-1165.168741|2304.055966|-13.92853534|6.923156054|0.872060139|152.5362948|31.28824271|1564.412135|1.0|1.0|1.0|3.0|4.83|0.14|-6.86|3.13|81.23|2.4|1.0|0.0|125.69|0.0|5.0|30.0|0.0|1.0|7.209999999999999e-05|29.0|0.0272|2.78|0.0|-0.05271|3.9212|-1332.186327|-1332.1529369999998|628.65|1092.25|339.65|316.19|0.6329100000000001|-1331.94466|-0.15108|4.7986|-0.20379|0.03338983|-1332.002093|6.0223|0.01|8.0106|8.0106
12i _a30|0.0|0|0|0|0.0|0.0|7.412764017000001|2|2|0.04580336|-0.030422458|2|-0.0982344169999999|-0.366470081|0.00372838|0.0109710489999999|1|1|0.8264832879999999|0.831176513|-0.029080032|0|0.8434291340000001|-0.076575246|-50.00086637|-63.00408424|84.78576301|0.156570866|-0.037414255|-41.13938837|6.740110893|0.806299097|-1.833298476|-32.64875738|72.59006433|-24.43015511|60.32320054|550.7287204|-1197.077601|2280.31966|-15.95200773|8.097008872|0.92270764|126.4796844|30.29912252|1484.657003|1.0|1.0|1.0|1.0|4.62|0.14|-7.22|4.47|81.65|3.31|2.0|0.0|132.29|0.0|5.0|30.0|0.0|1.0|1.19e-06|0.0005139999999999|0.00156|4.49|0.0|-0.05465|5.0358|-2035.373964|-2035.339603|691.59|1167.27|351.81|246.2|0.43157|-2035.141693|-0.14945|2.5397|-0.2041|0.03436093|-2035.203042|3.0033|16.0|7.8013|7.8013
8d_a8|0.0|1|0|0|3.190160226|0.0|7.05012252|0|0|-0.12349902|-0.155313194|1|0.071729931|-0.633521883|-0.00267541|-0.077977198|1|1|0.76211539|0.757805416|0.0780635059999999|0|0.6932924890000001|-0.1072746469999999|-69.95878302|-67.26951954|57.93693239|0.306707511|-0.03820405|-43.86958028|11.92454747|0.675359878|-2.063018716|-45.62337399|86.29065071|-24.91463687|88.24385833|452.1282556|-1345.390391|2093.380666|-16.2479927|7.507839835|0.935013517|211.7129122|36.89090464|1992.108851|0.0|1.0|1.0|2.0|3.61|0.12|-7.62|3.93|112.23|1.92|1.0|0.0|121.1|0.0|6.0|32.0|0.0|0.0|1.24e-05|0.00533|0.0147|2.89|0.0|-0.0600299999999999|4.6765|-1447.595474|-1447.559429|690.78|1185.65|376.13|265.12|0.62361|-1447.2928029999998|-0.13754|6.0111|-0.19757|0.03604461|-1447.354662|7.5674|18.61|4.7303|4.7303
8a_a50|0.0|1|1|1|3.139870661|0.0|7.860570786|1|1|-0.0737162059999999|-0.021959577|1|-0.0224366579999999|-0.188998337|0.007671336|-0.150515325|2|1|0.75162266|0.804535572|-0.188882361|1|0.860876738|-0.069208148|-34.88425666|-41.48493288|133.8183888|0.139123262|-0.031655181|-20.91041439|4.778811898|0.751415713|-1.234552044|-17.58335405|50.06249379|-15.95574341|44.36511568|433.9235497|-622.2739931|1503.563342|-8.042467074|5.754657432|0.858162757|125.2985144|21.23424244|828.1354551|1.0|0.0|1.0|1.0|3.34|0.11|-6.32|3.63|59.39|2.02|0.0|0.0|94.75|0.0|2.0|24.0|0.0|1.0|0.000138|0.0433|0.0234|2.95|0.0|-0.0280699999999999|5.622000000000001|-1006.671867|-1006.637067|548.47|912.7|297.06|220.53|0.3462199999999999|-1006.508913|-0.17244|3.5509|-0.20051|0.03479985|-1006.557694|5.5319|47.0|7.3279|7.3279
12au_a36|-3.3109381210000004|1|0|0|3.422314661|0.0|7.412764017000001|2|2|0.074839187|-0.351827031|2|0.075815782|-0.613616984|-0.006862238|-0.023640632|1|1|0.8183043390000001|0.825565083|-0.021932444|0|0.698996981|-0.090166553|-64.86748076|-79.35600767|102.3999102|0.301003019|-0.038036474|-57.09017539|11.16356587|0.7160586109999999|-2.206115469|-46.66686194|95.91776213|-27.36414058|80.38496714|502.8713191000001|-1587.1201529999998|2384.109036|-19.68626738|8.963940512999999|0.97188557|204.2726719|38.21494522|2216.466823|0.0|0.0|1.0|3.0|5.0|0.17|-6.87|1.28|123.75|0.84|1.0|0.0|142.02|0.0|7.0|34.0|0.0|0.0|0.0001409999999999|0.0668|0.0897|1.64|0.0|-0.0570899999999999|5.1307|-1876.207937|-1876.156196|752.27|1283.4|334.15|241.65|0.58518|-1875.89525|-0.15162|6.1367|-0.2087099999999999|0.05174058|-1875.960827|8.0814|47.0|7.3279|7.3279
37_a18|0.0|0|0|0|0.0|0.0|7.03438793|2|2|-0.0013530679999999|-0.018808538|1|-0.018268775|-0.385273662|0.002300582|-0.034593342|0|0|0.7100921609999999|0.725028151|0.020848396|0|0.831783747|-0.068500679|-50.09028298|-54.7389628|12.63119843|0.168216253|-0.0286221589999999|-40.02719655|4.865006968|0.7648766029999999|-1.946306811|-36.62790634|65.15554136|-20.92960342|56.74339533|608.2316837999999|-1423.213033|1571.7484060000002|-15.30451633|9.460456975|0.954530133|171.9311063|27.36337253|1860.709332|0.0|0.0|1.0|2.0|4.31|0.3|-8.82|3.68|76.5|3.33|2.0|1.0|151.14|0.0|7.0|36.0|0.0|0.0|2.08e-06|0.000999|0.00161|4.36|0.0|-0.04925|3.2127|-1532.997117|-1532.974371|794.5|1395.35|385.91|385.91|0.69305|-1532.553949|-0.13194|2.2872|-0.18119|0.02274574|-1532.622404|3.0375|35.0|7.4559|7.4559
2_a1|0.0|0|0|0|0.0|0.0|7.535296702|1|1|-0.049975995|-0.014296455|1|-0.1056298369999999|-0.175623923|0.001576763|-0.0619710709999999|1|1|0.571324013|0.795932678|0.079586368|0|0.808210065|-0.0622285999999999|-28.32386891|-35.17029414|6.281701359|0.191789935|-0.026492726|-16.00805425|2.337413146|0.6944040029999999|-0.927245426|-12.89184641|43.24570924|-12.05838656|33.45925305|367.8635872|-422.0435297|1378.496713|-5.488475744|5.2823820260000005|0.6619695520000001|139.0945801|17.36508791|607.7780769999999|1.0|0.0|1.0|0.0|2.91|0.18|-6.18|4.0|30.71|2.49|0.0|0.0|79.77|0.0|2.0|21.0|0.0|1.0|0.000871|243.0|0.0466|2.76|0.0|-0.02966|4.0877|-920.2093796|-920.184721|489.42|807.98|303.31|303.31|0.7007899999999999|-920.078239|-0.1686|3.5853|-0.19826|0.024658671|-920.123726|5.2754|5.8|5.2366|5.2366
15c_a22|0.0|0|0|0|0.0|0.0|6.842683282|0|0|-0.134137693|-0.018518519|2|-0.026986769|-0.298463715|0.003784292|-0.023927419|1|2|0.667111824|0.773044788|-0.096749121|1|0.8665852140000001|-0.067475429|-48.58045253|-57.66130245|36.22825261|0.133414786|-0.0302219629999999|-41.51455167|12.731723|0.661775114|-1.60176404|-34.97658951|75.52188549|-21.75898206|66.26407672|623.9175171|-1153.226049|2092.620825|-15.66586856|8.626398368|0.859281634|243.5126145|32.87972244|1742.625289|0.0|1.0|1.0|1.0|3.49|0.08|-9.28|3.9|109.38|1.08|1.0|0.0|128.77|0.0|6.0|34.0|0.0|0.0|1.39e-05|0.00618|0.0107|2.9|0.0|-0.07399|5.7361|-1460.602657|-1460.571156|715.42|1241.07|337.46|216.15|0.30831|-1460.324493|-0.15408|7.382000000000001|-0.22807|0.03150096|-1460.387718|9.0393|737.0|6.1325|6.1325
16_a20|0.0|1|0|0|3.485659565|0.0|6.842683282|0|0|-0.014660441|0.00695144|2|0.126359252|-0.254072625|8.23e-05|-0.061975089|1|2|0.7582110409999999|0.7478675859999999|-0.085041518|1|0.915005572|-0.066137353|-43.51359744|-51.18223058|69.28224942|0.084994428|-0.029561375|-33.67420774|5.023018225|0.780108103|-1.47806874|-28.6288015|60.02453683|-19.44924762|51.14820251|602.0075202|-972.4623811|2161.751186|-12.79619894|8.166385503999999|0.8673208|144.672972|24.9314775|1246.573875|0.0|1.0|1.0|1.0|3.5|0.08|-10.52|6.38|78.25|2.2|2.0|0.0|121.69|0.0|4.0|31.0|0.0|1.0|8.68e-07|0.000349|0.0008699999999999|4.69|0.0|-0.05909|5.9837|-1275.900951|-1275.8670960000002|686.59|1174.61|347.26|207.2|0.32553|-1275.636924|-0.1481299999999999|4.7315|-0.20722|0.03385502|-1275.6960869999998|6.5609|26.0|7585.0|7585.0
19_a4|-3.21497177|0|0|0|0.0|0.0|7.535296702|1|1|-0.121320311|-0.3929802189999999|1|-0.052325802|-0.105763614|0.006243904|-0.211341677|1|1|0.55269662|0.774746438|0.152550043|0|0.820765063|-0.070677568|-38.9063534|-41.82665583|15.411502800000004|0.1792349369999999|-0.028945757|-23.02459887|3.946149569|0.764880253|-1.215721775|-21.41704046|49.73882261|-15.93396412|46.07495776|451.8120313999999|-669.2264932|1697.595595|-8.771275759|5.9448291|0.85352261|129.4279389|20.83197214|874.9428297000001|1.0|1.0|0.0|0.0|3.46|0.16|-6.09|2.97|73.23|2.16|1.0|0.0|98.19|0.0|3.0|25.0|0.0|1.0|0.000156|0.0547|0.0373|2.62|0.0|-0.05294|4.1858|-1446.939719|-1446.909868|583.39|983.4|296.2|296.2|0.67535|-1446.760398|-0.17004|5.8295|-0.22298|0.02985188|-1446.813896|7.1079|19.5|4.71|4.71
14r_a23|0.0|0|1|1|0.0|0.0|7.423568444|0|0|-0.009140243|-0.06921746|2|0.014148395|-0.322513347|0.007671236|-0.079935667|2|2|0.616699629|0.7837821840000001|0.03753491|1|0.8662226190000001|-0.062618931|-40.32463891|-55.30494931|47.26552456|0.133777381|-0.03654528|-35.61466281|7.956082857|0.7882228370000001|-1.717628177|-25.96781003|66.31173073|-23.53402098|52.67940305|557.8203557999999|-1106.098986|2306.754114|-15.15517566|7.555307147000001|0.873329024|136.37788909999998|29.85706563|1403.282085|0.0|1.0|1.0|1.0|3.47|0.05|-7.67|3.78|105.02|3.4|2.0|1.0|120.24|0.0|5.0|31.0|0.0|0.0|2.66e-06|0.00114|0.00332|3.68|0.0|-0.06842|5.9406|-1729.1556449999998|-1729.1326809999998|678.08|1145.51|389.92|208.71|0.30482|-1728.924789|-0.15536|6.2620000000000005|-0.22378|0.02296354|-1728.98403|8.8722|5.0|8.2684|8.2684
13_a12|0.0|0|0|0|0.0|0.0|0.0|0|0|0.202052156|-0.0619247109999999|2|-0.21832579|-0.272508888|0.000830398|-0.083760082|0|2|0.845823047|0.6809340620000001|-0.226526433|0|0.90006391|-0.058167326|-28.51381164|-45.33566159|64.74666684|0.09993609|-0.034993718|-22.2236882|1.96760628|0.8829921740000001|-1.2947675790000002|-13.97756285|48.99243638|-17.15403411|32.52766981|441.2142447|-634.6992622|664.9830294|-8.408963103|6.06407675|0.874625469|57.35761558|19.42716439|718.8050825|1.0|0.0|0.0|1.0|2.7|0.12|-7.14|3.63|50.7|2.42|1.0|0.0|84.74|0.0|3.0|21.0|0.0|1.0|5.520000000000001e-05|0.0152|0.0174|3.51|0.0|-0.04445|4.5363|-876.3661620999999|-876.3370809|532.86|867.79|315.25|273.31|0.6622399999999999|-876.209109|-0.16458|1.3023|-0.20903|0.0290811829999999|-876.258343|1.5686|93.0|7.0315|7.0315
12z_a30|0.0|0|0|0|0.0|0.0|7.412764017000001|2|2|-0.1155022219999999|-0.026703371|2|0.034848862|-0.537984876|0.003529389|0.018796341|1|1|0.8397577820000001|0.809127478|-0.02232319|0|0.832920077|-0.071429418|-49.68145417|-74.96232552|54.40462246|0.167079923|-0.034034824|-52.13870496|14.93669572|0.630839856|-1.939984979|-34.55504699|95.20867045|-23.67231332|71.1566605|579.3226647000001|-1349.321859|2435.831516|-16.464854199999998|8.071510779|0.950863559|256.7627363|37.52507564|2138.929312|1.0|1.0|1.0|1.0|4.86|0.21|-6.83|3.94|100.11|2.2|2.0|0.0|140.26|0.0|7.0|33.0|0.0|0.0|2.47e-06|0.00113|0.00456|3.81|0.0|-0.04679|4.8063|-1804.814868|-1804.785911|739.33|1266.9|360.02|257.96|0.5513100000000001|-1804.51674|-146.0|7.0446|-0.19279|0.02895763|-1804.581882|7.2113|44.0|7.3615|7.3615
12s_a30|0.0|0|0|0|0.0|0.0|7.412764017000001|2|2|-0.00019297|-0.095120438|2|-0.0601024909999999|-0.403952011|-0.002544958|-0.035768573|1|1|0.609043558|0.83236194|0.006789196|0|0.706713791|-0.090733404|-58.75255278|-67.11451776|89.91581294|0.2932862089999999|-0.040189672|-43.45862792|8.102485674|0.790481833|-1.969293912|-38.04400919|78.38074776|-26.02399668|71.26547471|457.6180044|-1275.175837|2368.4646620000003|-16.8513047|8.066744794|0.877516163|135.66918710000002|32.92168852|1613.162737|1.0|1.0|1.0|1.0|4.63|0.14|-7.16|4.67|81.65|3.58|2.0|0.0|127.19|0.0|5.0|31.0|0.0|0.0|3.24e-06|0.00141|0.00291|4.07|0.0|-0.0551|5.0438|-1774.236634|-1774.202623|677.35|1140.1|350.75|245.81|0.43338|-1774.01033|-0.14985|3.0335|-0.20495|0.03401064|-1774.072418|3.9579|7.0|8129.0|8129.0
11c_a31|0.0|1|0|0|3.336985072|0.0|7.765993078999999|1|1|0.069254998|-0.141329185|0|-0.031640011|-0.847114804|-0.011679927|-0.137912959|2|0|0.825336018|0.839810365|0.013528742|0|0.564143263|-0.138002689|-80.82023592|-82.24513417|264.7428792|0.435856737|-0.042457317|-48.16624372|11.74927853|0.676089232|-1.825664624|-47.33176279|99.31985763|-24.864808|100.8824395|330.3862551|-1069.186744|1770.045716|-14.56188764|7.259183801|0.922968238|189.6959033|36.77740577|1581.428448|1.0|1.0|1.0|2.0|3.51|0.28|-5.84|5.04|125.57|1.03|1.0|0.0|97.32|0.0|6.0|26.0|0.0|1.0|7.68e-06|0.00285|39.0|2.82|0.0|-0.03532|3.8551|-1559.3980869999998|-1559.353434|622.22|1022.77|321.61|321.61|0.7005899999999999|-1559.194237|-0.15994|5289.0|-0.19526|0.04465349|-1559.253116|7.5091|0.13|6.8861|6.8861
A7701_a51|0.0|1|0|0|2.9690728930000003|0.0|6.605297921|0|0|-0.221071791|-0.0162614089999999|2|0.070581466|-0.0927335619999999|0.008062393|0.058290286|1|2|0.7078647990000001|0.7451039290000001|0.00552665|1|0.865114773|-0.071384149|-32.97926236|-36.09660744|146.2104641|0.134885227|-0.030384547|-16.67652408|1.580362387|0.799046392|-1.09384371|-15.23632002|41.87351682|-14.03756956|36.39998243|399.6804233|-505.3525041|1108.114062|-6.485314917999999|5.137516673|0.7251817340000001|92.83996262|17.56790307|632.4445105000001|1.0|0.0|1.0|1.0|2.66|0.06|-7.58|4.46|54.46|1.98|0.0|0.0|87.52|0.0|2.0|22.0|0.0|1.0|0.000111|0.0319|0.0195|3.14|0.0|||||||||||||||||25.0|7.6021|7.6021
13f_a6|0.0|1|0|0|3.440154557|0.0|6.842683282|0|0|-0.088329567|-0.008507023|2|0.04505613|-0.381170169|-0.003356527|-0.071478789|1|2|0.841211811|0.77199166|-0.028317736|1|0.863222493|-0.073352505|-49.2635105|-62.41821579999999|62.42897239999999|0.136777507|-0.032802223|-41.92004677|8.368715213|0.720711855|-1.672913351|-33.08535238|75.61173794|-22.02995852|61.72438096|579.7398537|-1123.527884|3253.287533|-14.79531062|9.050440345|0.6717890999999999|187.5697972|30.56694343|1558.914115|1.0|1.0|1.0|2.0|3.56|0.08|-10.18|5.01|103.17|0.92|1.0|0.0|123.82|0.0|5.0|32.0|0.0|1.0|7.74e-06|0.00323|0.00688|3.27|0.0|-0.07786|4.8413|-1347.301285|-1347.266914|711.29|1202.78|394.98|256.1|0.49643|-1347.018087|-0.12805|10.8469|-0.2059099999999999|0.03437105|-1347.0794119999998|13.9612|42.0|7.3768|7.3768
13c_a6|0.0|1|0|0|3.441255118|0.0|7.412764017000001|1|1|-0.046663393|-0.0122495089999999|1|0.049627353|-0.605286688|-0.003346018|0.054910284|1|1|0.845481322|0.780680481|0.085414885|0|0.786809832|-0.093635525|-63.73961873|-75.71763296|157.60887419999997|0.213190168|-0.039875482|-51.54254258|14.15496611|0.772032541|-2.11340057|-43.38886312|88.21184769|-27.1440571|84.53371376|535.5975578|-1438.635026|3135.546462|-18.47751526|8.038175951|0.875625075|155.1821156|35.15921372|1863.438327|1.0|1.0|1.0|2.0|3.61|0.16|-9.4|5.38|95.85|1.5|2.0|0.0|121.6|0.0|6.0|32.0|0.0|1.0|1.11e-06|0.000471|0.00229|4.23|0.0|-0.05015|5.992000000000001|-1389.39897|-1389.371325|719.8|1217.77|339.5|206.92|0.48478|-1389.122252|-0.14975|7.7129|-0.1999|0.0276450999999999|-1389.184603|9.2467|73.0|7.1367|7.1367
9s_a24|0.0|1|0|0|2.9568988810000003|0.0|6.605297921|1|1|-0.222173285|-0.00570386|4|-0.050919714|-0.190782186|0.006748865|-0.060407836|1|3|0.799076569|0.773544454|0.030228027|0|0.8833498320000001|-0.049825449|-30.93968263|-39.48555839|33.24649431|0.116650168|-0.019465646|-24.51900941|6.474925237000001|0.445160769|-0.953816666|-19.21235005|61.19761205|-12.08741583|41.36694069|548.5261887|-592.2833757999999|969.5210193|-7.505819207999999|9.124394347|0.889829339|344.5337711|27.15292246|1330.4932|0.0|1.0|1.0|1.0|3.43|0.04|-8.11|3.15|77.21|0.81|1.0|0.0|115.67|0.0|4.0|30.0|0.0|0.0|0.000434|171.0|0.0343|2.11|0.0|-0.03597|3.0726|-1271.031372|-1270.994965|654.28|1121.42|464.24|403.51|0.69475|-1270.738032|-0.10865|4.6141|-0.14462|0.03640642|-1270.796154|7.0312|32.0|7.4949|7.4949
12az_a36|0.0|1|0|0|3.465535084|0.0|7.412764017000001|2|2|-0.196183836|-0.040156368|2|0.078817323|-0.593399474|0.000482522|-0.024018255|1|1|0.884226781|0.812921349|-0.061924322|0|0.819163613|-0.071762413|-50.28669997|-75.58351856|60.11023222|0.180836387|-0.033474609|-52.96429617|17.0740303|0.583865006|-1.941527339|-35.23783652|99.82512582|-23.45695404|74.65245915|574.0196415|-1360.503334|2455.7577530000003|-16.43719536|8.449849817|0.861843195|291.60189260000004|40.17530387|2330.167624|1.0|0.0|1.0|2.0|4.96|0.21|-6.79|2.83|87.66|1.42|1.0|0.0|136.74|0.0|7.0|33.0|0.0|0.0|7.75e-05|0.0342|0.0315|2.62|0.0|-0.04967|3.8863|-1461.990465|-1461.962459|737.12|1252.18|343.5|319.03|0.69385|-1461.686269|-0.14879|6.3778|-0.19846|0.02800521|-1461.750394|7.821000000000001|58.0|7.2366|7.2366
6_a27|0.0|1|0|0|2.6137160880000003|0.0|6.823286122000001|0|0|0.1718757239999999|-0.072298665|2|-0.237047381|-0.330715016|0.00526746|0.075248207|1|2|0.678057835|0.787663648|-0.1322552659999999|1|0.785047616|-0.0786267609999999|-38.92545695|-44.56839492|125.8234721|0.214952384|-0.034625042|-22.06430895|5.03713293|0.774820398|-1.35037664|-19.27068071|52.66373343|-17.14169035|49.10012093|388.6505938|-668.5259238|1193.992326|-8.486272674|5.010042219|0.896201262|111.4788253|22.12343713|862.8140479|0.0|0.0|0.0|1.0|3.0|0.11|-6.67|3.48|76.46|2.42|0.0|0.0|92.65|0.0|2.0|24.0|0.0|1.0|0.000242|0.0768|0.0485|2.37|0.0|-0.04793|5.5447|-1043.831559|-1043.806618|526.9|896.68|299.55|223.61|0.3366099999999999|-1043.678244|-0.17007|2.7521|-218.0|0.02494141|-1043.728133|4.0597|1.0|9.0|9.0
13_a47|0.0|1|1|1|2.920663104|0.0|6.605297921|0|0|-0.174238791|-0.0777650159999999|2|-0.047120094|-0.20197533|-0.00105415|0.003874205|1|2|0.6427334020000001|0.794037882|0.030290722|1|0.781675563|-0.081148294|-41.79730418|-45.39284663|63.12660940000001|0.2183244369999999|-0.032468557|-23.38063458|4.705524762|0.688261242|-1.23380515|-21.52866736|57.38622954|-16.72368034|50.9329486|402.6200617|-635.4998528|669.2729199|-8.613918003|7.038683428|0.8939678120000001|160.5682509|24.29844849|923.3410426|1.0|0.0|1.0|2.0|2.9|0.06|-7.9|4.06|66.49|2.34|0.0|0.0|91.59|0.0|3.0|24.0|0.0|1.0|5.79e-05|0.0185|0.0173|3.17|0.0|-0.05465|4.0302|-1067.820961|-1067.78457|542.62|895.21|307.63|307.63|0.67466|-1067.665127|-166.0|3.5455|-0.22065|0.03639189|-1067.71601|4.8308|16.0|7.8|7.8
