molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nAHRing|nARing|MATS2c|AATSC1s|n6HRing|MATS7i|ATSC1c|AATSC1are|MATS8i|n5aHRing|n6aHRing|GATS1are|BIC2|MATS8s|nFaHRing|RASA|FNSA3|PNSA3|PNSA5|RNCS|RPSA|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|TASA|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomShapeIndex|PPSA1|DPSA4|DPSA2|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Heavy atom count|Egan filter|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12o_a30|0.0|0|0|0|0.0|0.0|7.412764017000001|2|2|0.036331447|-0.028326022|2|-0.089996613|-0.364378536|0.00372838|0.019094532|1|1|0.8264832879999999|0.815003426|-0.054392357|0|0.844344883|-0.076908942|-49.48891079|-62.74209511|75.15128057|0.1556551169999999|-0.037808155|-40.37291185|6.401442327000001|0.8131344979999999|-1.852599578|-31.84483128|71.87393121|-24.32856749|59.43716284|543.3140456|-1192.099807|2476.50603|-15.65480256|7.400912529|0.885533983|120.2431068|29.91948755|1466.05489|1.0|1.0|1.0|1.0|4.63|0.14|-7.22|4.47|81.65|3.31|2.0|0.0|132.29|0.0|5.0|30.0|0.0|1.0|1.19e-06|0.0005139999999999|0.00156|4.49|0.0|-0.05085|5.1935|-2035.37262|-2035.338699|687.92|1162.63|356.1|238.73|0.3493699999999999|-2035.139147|-0.1478799999999999|5559.0|-0.19873|0.03392126|-2035.199757|6.8632|16.0|7.8097|7.8097
32_a47|0.0|0|1|1|0.0|0.0|6.842683282|1|1|-0.1746026239999999|0.000921003|3|-0.013510009|-0.2037028839999999|0.001861676|-0.026022099|1|2|0.6636125860000001|0.810444864|-0.0094137619999999|1|0.851627782|-0.05770007|-41.57905445|-52.38450683|28.55112477|0.148372218|-0.026060474|-37.74862456|10.01980854|0.64116122|-1.381205148|-29.9621436|68.76811937|-18.77935151|55.48373932|613.6886524|-995.3056298|2255.632049|-13.53252578|8.656942728999999|0.794977846|258.5816152|29.28959351|1552.348456|1.0|0.0|1.0|2.0|3.35|0.26|-8.82|4.18|67.66|3.11|2.0|0.0|125.17|0.0|5.0|31.0|0.0|1.0|1.5399999999999998e-05|0.00674|0.0038799999999999|3.7|0.0|-0.05682|4.9046|-1778.127634|-1778.0970140000002|692.49|1184.76|336.65|252.79|0.48011|-1777.843462|-0.1509599999999999|4.8234|-0.20778|0.03062031|-1777.90286|6.3139|0.1|7.0|7.0
12k_a36|0.0|1|0|0|3.483171769|0.0|7.412764017000001|2|2|-0.076124222|-0.063399056|2|0.096315593|-0.413145744|0.002782748|0.003690005|1|1|0.90500247|0.811903388|-0.09344781|0|0.8427704640000001|-0.075717305|-49.87227128|-67.14870046|46.79001927|0.157229536|-0.037758075|-44.22843899|7.838185977999999|0.7806817009999999|-2.038936068|-32.84907515|78.24529096|-24.86988906|61.7723974|555.1026569|-1342.974009|2294.707886|-16.38090333|7.241602627000001|0.919048073|144.457092|31.85663123|1720.258086|1.0|0.0|1.0|2.0|4.89|0.12|-7.01|3.62|69.2|2.38|1.0|0.0|133.84|0.0|6.0|31.0|0.0|0.0|2.6e-05|0.0106|0.0115|3.45|0.0|-0.0497|5053.0|-1310.3453949999998|-1310.312649|697.92|1186.08|338.46|245.37|0.5249199999999999|-1310.072976|-0.15053|5.7818|-0.20023|0.03274587|-1310.134752|7.3988|14.0|7.8539|7.8539
16f_a32|0.0|1|1|1|3.354832924|0.0|7.765993078999999|0|0|0.1767304639999999|-0.054907428|0|0.008658653|-0.77158995|-0.003511776|-0.081644236|3|0|0.801401734|0.852938445|0.085125293|1|0.8072754790000001|-0.08168632|-56.53102601|-76.92280867|89.03402347|0.192724521|-0.035568666|-53.23443736|11.7022626|0.69473708|-1.778433296|-39.12230215|92.82839829|-24.61529877|73.4405859|558.6750754999999|-1230.764939|3414.006186|-17.03501995|8.79158776|0.625108901|211.2572338|35.43109972|1771.554986|1.0|1.0|1.0|2.0|3.76|0.3|-7.77|6.42|149.27|1.34|3.0|0.0|116.75|1.0|9.0|29.0|1.0|1.0|1.12e-07|4.79e-05|0.00457|4.11|0.0|-0.04997|3.6272|-1995.307736|-1995.278839|722.06|1191.55|341.82|341.82|0.70204|-1995.054457|-0.15003|3.6641|-0.2|0.02889673|-1995.117771|4.2764|9.0|8041.0|8041.0
12ah_a36|0.0|1|0|0|3.456839001|0.0|7.412764017000001|2|2|-0.050415481|-0.043678703|2|0.078459408|-0.41302559|0.0005016269999999|-0.083956827|1|1|0.8941919290000001|0.835013502|0.011674455|0|0.828405275|-0.0758457179999999|-49.0084977|-68.45222166|82.70705743|0.171594725|-0.038137281|-44.23111357|7.714903458999999|0.768906425|-1.906864035|-31.66734951|80.02464883|-24.6427998|60.9481085|535.2826672|-1232.13999|2334.380591|-15.92320089|8.26712637|0.8802726820000001|149.3235124|32.04915319|1602.457659|1.0|0.0|1.0|2.0|4.73|0.14|-7.18|3.35|69.2|2.51|1.0|0.0|128.76|0.0|5.0|30.0|0.0|1.0|3.64e-05|0.0151|0.0106|3.31|0.0|-0.05637|5.2259|-1692.545871|-1692.512868|682.21|1148.39|328.07|237.25|0.40051|-1692.3109559999998|-0.15434|5.4979|-0.2107099999999999|0.03300341|-1692.369929|7.6265|11.0|7.9586|7.9586
8d_a12|0.0|1|1|1|2.976279182|0.0|6.580639137|1|1|0.057525383|-0.048642535|2|0.0276482139999999|-0.376778003|0.000925796|-0.065870394|1|1|0.8857286320000001|0.751098108|-0.091036025|1|0.858710112|-0.077834742|-43.27410838|-57.57034769|90.34024296|0.141289888|-0.039118358|-32.00762818|3.507952014|0.8338637040000001|-1.760326118|-24.05928792|64.53435462|-21.74879802|49.58366734|477.4206699|-978.6959108|1288.818257|-12.09177064|6.93584319|0.8695567329999999|92.36749461|26.08195789|1173.6881050000002|1.0|1.0|1.0|2.0|4.06|0.1|-8.37|3.87|65.96|2.83|2.0|0.0|112.14|0.0|3.0|27.0|0.0|1.0|2.64e-05|0.0093|0.0085799999999999|3.51|0.0|-0.05488|4.2383|-1138.296407|-1138.256361|600.2|1007.85|331.53|292.53|0.6661|-1138.086709|-0.15306|2.1281|-0.20794|0.04004678|-1138.139635|3.0277|25.0|7.6021|7.6021
4k_a46|0.0|0|0|0|0.0|0.173180233|7.825245291|1|1|-0.050636784|-0.088084767|1|-0.104665424|-0.252970193|0.006550513|-0.1149361969999999|1|1|0.78837943|0.7477594870000001|-0.003017362|0|0.8789113709999999|-0.091943864|-49.65634024|-46.76051618|171.92614719999997|0.121088629|-0.0306644389999999|-25.25406274|2.052909907|0.8732380740000001|-1.471893066|-26.8180173|50.48291318|-16.56101615|53.45751583|474.67574630000007|-794.928775|1912.936687|-8.94414722|5.726809252000001|0.7163519709999999|68.46061366|18.96506421|910.3230822|1.0|0.0|1.0|1.0|3.8|0.33|-6.61|4.26|50.94|2.84|1.0|0.0|100.96|0.0|2.0|25.0|0.0|1.0|1.5e-05|5.0|0.0049299999999999|4.05|0.0|-0.01712|5.4228|-1053.433249|-1053.396715|582.84|1001.96|278.71|228.63|0.39943|-1053.196897|-0.18542|4.0015|-0.20254|0.03653474|-1053.249847|5.7714|0.08|7.0969|7.0969
33_a47|0.0|0|1|1|0.0|0.0|6.823286122000001|0|0|-0.229935275|-0.085712613|3|-0.11544858|-0.183320497|0.002212256|-0.033554816|1|3|0.63155995|0.82821379|0.065468525|1|0.8197001309999999|-0.060080724|-32.1568697|-44.81989209|30.94680001|0.1802998689999999|-0.0272154529999999|-23.98884914|6.401714296000001|0.57681348|-1.088618103|-17.2112484|60.65229445|-14.56646493|44.11759955|438.726241|-582.6585971|787.797733|-7.79637597|6.979305126|0.854471925|226.5011607|25.25333652|1010.133461|0.0|1.0|1.0|1.0|3.08|0.11|-7.08|2.96|68.52|1.52|0.0|0.0|94.28|0.0|3.0|25.0|0.0|1.0|0.000546|183.0|0.0643|2.19|0.0|-0.05462|4.1869|-1123.16428|-1123.135036|566.29|934.34|296.13|296.13|0.67508|-1122.992964|-0.15985|4.5647|-0.21447|0.02924367|-1123.04547|6.2284|4.0|8.4|8.4
9d_a31|0.0|1|0|0|3.456767212|0.0|7.765993078999999|1|1|0.036844743|-0.043220149|0|-0.057650507|-0.696763933|-0.002456634|-0.0938310919999999|2|0|0.8066174070000001|0.8343242820000001|-0.030275712|0|0.6943358040000001|-0.098210975|-66.96024848|-81.53295088|154.8767865|0.305664196|-0.033844766|-55.58917047|13.49577391|0.6636195229999999|-1.793772606|-45.65350116|97.84665015|-23.07536346|86.75457645|473.3981899|-1222.994263|1932.363213|-15.732784099999998|9.436176796|0.8433415740000001|229.34422830000003|34.77197803|1842.914835|1.0|1.0|1.0|2.0|3.8|0.38|-7.63|6.04|117.37|1.31|2.0|0.0|112.97|0.0|9.0|29.0|0.0|1.0|2.48e-06|0.0010199999999999|0.0167|3.46|0.0|-0.03457|3.8478|-1657.471475|-1657.428165|727.27|1202.79|322.22|322.22|0.7006899999999999|-1657.1791449999998|-0.15969|2.6311|-0.19426|0.04331056|-1657.245966|3.5077|0.6|6.2218|6.2218
8f_a12|0.0|0|1|1|0.0|0.0|6.580639137|1|1|0.110310585|-0.062406088|2|-0.013400998|-0.3981937339999999|-0.002596875|0.028505422|1|1|0.902669729|0.7475224290000001|-0.13747286|1|0.869823177|-0.072634742|-41.27611074|-56.220383|83.13642146|0.130176823|-0.03822396|-31.9483307|4.290980116|0.8381234340000001|-1.6818542230000002|-23.45595611|63.05721575|-21.72151161|48.82707007|494.2940092|-955.746511|1448.568734|-12.34367323|7.016225129|0.853035146|91.98952021|25.9168408|1140.340995|1.0|1.0|1.0|1.0|4.09|0.1|-8.42|4.99|78.41|3.1|2.0|0.0|115.66|0.0|3.0|27.0|0.0|1.0|1.99e-06|0.000735|0.00211|4.34|0.0|-0.06179|4.1744|-1481.146454|-1481.115891|606.97|1020.81|339.35|297.01|0.59107|-1480.955408|-0.15061|0.9092|-0.2124|0.03056355|-1481.008909|1.4701|646.0|6.1898|6.1898
12ac_a36|0.0|1|0|0|3.4419617660000004|0.0|7.412764017000001|2|2|-0.050997272|-0.073735973|2|0.03586247|-0.450737917|0.000584134|-0.046730704|1|1|0.8058720979999999|0.811459853|0.135371136|0|0.779673368|-0.080202334|-55.68500110000001|-72.4798052|118.0445703|0.220326632|-0.036062573|-50.32319912|10.36858115|0.7316461470000001|-1.98344149|-38.66245764|86.51036063|-25.03847816|70.61872461|541.3322795|-1377.116299|2455.459827|-17.38437788|8.126831024|0.801074136|186.3198219|34.22211444|1882.216294|1.0|0.0|1.0|2.0|4.86|0.17|-6.89|3.16|86.27|1.59|1.0|0.0|133.95|0.0|6.0|32.0|0.0|0.0|0.000154|0.0653|0.0476|2.36|0.0|-0.0527399999999999|3.8843|-1385.606133|-1385.566143|711.77|1200.61|321.25|319.2|0.56186|-1385.3211789999998|-0.15675|4.0208|-0.20949|0.03998989|-1385.382927|5.4387|13.0|7.8861|7.8861
7b_a8|0.0|1|0|0|3.213855584|0.0|7.535296702|1|1|-0.119760914|-0.038810124|1|-0.024156447|-0.4829936279999999|0.002074537|-0.052309137|1|1|0.710658316|0.7812177770000001|0.048462902|0|0.7223476129999999|-0.101439013|-60.75943432|-59.93853201|145.0783004|0.277652387|-0.041332642|-35.90168309|11.89970852|0.753935657|-1.901301524|-36.39338307|73.70461365|-24.75721974|80.62622045|432.6681725|-1138.832108|1780.952171|-14.82895606|7.698000901|0.918644854|147.3863936|32.83731114|1510.516312|0.0|1.0|1.0|1.0|3.49|0.09|-7.65|4.48|92.93|2.23|2.0|0.0|110.8|0.0|3.0|30.0|0.0|1.0|5.64e-06|0.00224|0.00454|3.61|0.0|-0.06833|4.5945|-1330.622441|-1330.595067|621.4|1067.73|380.32|269.85|0.44725|-1330.392289|-0.13639|9.9463|-0.20472|0.0273745|-1330.448193|12.7344|13.53|4.8687|4.8687
17e_a50|0.0|0|1|1|0.0|0.0|7.934155233999999|2|2|-0.153175103|0.038322942|2|-0.011278897|-0.141076059|0.012036705|-0.086639125|2|1|0.7596299459999999|0.7409645029999999|-0.1710526319999999|1|0.930108205|-0.046347299|-32.24487658|-50.7956915|10.68364489|0.069891795|-0.02665495|-35.33972521|6.227183052000001|0.803671114|-1.67926185|-22.43349867|57.93079973|-18.5444588|41.19554236|647.0975667|-1168.300905|1981.934841|-12.90180444|8.52101688|0.960006062|136.5904997|23.07468625|1453.705234|0.0|1.0|1.0|0.0|4.18|0.37|-7.33|4.23|51.77|2.91|2.0|0.0|138.0|0.0|6.0|33.0|0.0|0.0|1.34e-05|0.00589|0.00288|4.08|0.0|-0.03156|4.2373|-1375.295877|-1375.268259|757.34|1312.91|307.67|292.6|0.6322800000000001|-1374.927998|-0.16649|6.7175|-0.19805|0.02761851|-1374.992422|8.8326|155.0|6.8097|6.8097
19_a31|0.0|1|0|0|3.2411335510000003|0.0|7.401841579|0|0|0.062492295|-0.086654127|0|-0.044625452|-0.46087445|-0.005956522|-0.040386271|2|0|0.656654981|0.8558149140000001|0.019858798|0|0.7312647940000001|-0.0909201569999999|-53.25742146|-66.3863707|75.32978176|0.268735206|-0.036060715|-38.88650245|5.035230173|0.776211804|-1.586671445|-31.1960848|75.31824576|-21.12293613|61.85348014|428.3459076|-929.4091898|1992.2502|-12.37297805|7.0760696020000005|0.805382437|131.0862475|27.21285095|1197.365442|1.0|1.0|1.0|2.0|3.44|0.28|-7.39|5.8|98.91|1.68|1.0|0.0|97.25|0.0|7.0|25.0|0.0|1.0|2.14e-05|0.0076799999999999|0.0431|2.93|0.0|-0.04308|5.0344|-1489.532192|-1489.4951640000002|625.93|1028.58|314.06|246.28|0.5385300000000001|-1489.323855|-0.16367|1.7076|-0.20675|0.03702801|-1489.382077|2.4209|1.8|5.7447|5.7447
19_a47|0.0|0|1|1|0.0|0.0|6.842683282|0|0|-0.038804671|-0.227538423|2|0.027033021|-0.4380552029999999|-0.013020816|-0.064557784|1|2|0.635684951|0.823945134|-0.024256505|1|0.639642891|-0.105205489|-58.28861174|-57.87554797|335.10989930000005|0.360357109|-0.037307124|-32.06567824|8.228498913|0.637832605|-1.566899206|-32.2945343|76.13237258|-20.66983856|73.14028211|354.3911695|-868.1332196000001|1238.799875|-11.45202794|7.06969105|0.8635094740000001|200.6571609|32.40636867|1361.067484|0.0|1.0|1.0|2.0|3.13|0.05|-6.92|2.49|98.72|1.67|1.0|0.0|99.2|0.0|5.0|28.0|0.0|1.0|0.000214|0.0816|0.0824|1.97|0.0|-0.05326|3.8423|-1335.75742|-1335.725639|571.23|974.59|322.68|322.68|0.68924|-1335.580357|-0.15845|5.1151|-0.2117099999999999|0.03178118|-1335.634976|6.3247|0.05|7.3|7.3
19d_a38|0.0|1|0|0|3.314284769|0.0|7.412764017000001|2|2|0.013465335|-0.17467835|2|0.019858574|-0.6999264340000001|-0.011156837|-0.0555594909999999|1|1|0.7581164340000001|0.853092207|0.111104525|0|0.63167949|-0.116424545|-74.84120843|-80.2776536|158.6487879|0.36832051|-0.04393982|-51.60489663|9.98319831|0.7494816990000001|-2.372750256|-48.11018574|94.84426896|-28.24584108|90.37127996|406.0626253|-1525.275418|2995.494247|-18.15727844|7.056031803|0.916264002|161.0407189|37.68716585|2035.106956|0.0|0.0|1.0|4.0|4.91|0.13|-6.41|2.34|124.32|1.65|1.0|0.0|133.79|0.0|6.0|33.0|0.0|0.0|0.000134|0.0594|107.0|1.65|0.0|-0.05091|5.3771|-1500.898316|-1500.850957|679.08|1171.77|338.89|230.58|0.3356699999999999|-1500.621723|-0.15054|7.9959|-0.20145|0.04735828|-1500.683599|10.6621|11.0|7.9586|7.9586
14ac_a23|0.0|0|1|1|0.0|-9.994971573|7.423568444|0|0|0.0763230759999999|-0.4422550999999999|2|0.016532702|-0.66443411|-0.0066006519999999|0.0518788009999999|2|2|0.5562570379999999|0.7797862459999999|0.1374474|1|0.931143634|-0.0883661019999999|-66.72452104|-73.32014595|57.45545019|0.068856366|-0.043970249|-55.36344264|9.597200637|0.8077820920000001|-2.330423202|-50.3831402|87.75911516|-33.20157553|79.43449928|703.0989434999999|-1759.6835030000002|3417.45156|-25.07023818|8.122941134|0.95751094|145.1421706|41.10214358|2178.41361|1.0|1.0|1.0|1.0|3.69|0.12|-9.03|5.52|105.02|4.6|2.0|1.0|130.29|0.0|7.0|38.0|1.0|0.0|4.92e-08|2.69e-05|0.000123|5.35|2.0|-0.08813|4.0014|-2304.001319|-2303.9786940000004|751.54|1285.58|341.32|309.85|0.6408|-2303.749331|-0.15055|6.3004|-0.23868|0.02262555|-2303.819891|8.6341|4.0|8.3851|8.3851
8a_a32|0.0|1|1|1|3.217128449|0.0|7.773594467000001|0|0|-0.0755556459999999|-0.056633919|0|-0.0281981579999999|-0.497414715|-0.003484915|-0.020716518|3|0|0.788133615|0.845443342|-0.184419911|1|0.814553726|-0.083474428|-52.34893512|-68.61558335|73.64907732|0.185446274|-0.035678106|-43.03057598|7.205629442999999|0.7490845290000001|-1.641192863|-32.82934751|79.73671389|-22.37464674|63.83886888|510.8273411|-1029.23375|3312.822051|-14.03170956|7.420041446|0.923166883|157.3554684|29.86932167|1373.988797|1.0|1.0|1.0|2.0|3.48|0.26|-7.65|6.49|140.04|1.37|2.0|0.0|110.69|1.0|7.0|27.0|1.0|1.0|1.5199999999999998e-07|6.03e-05|0.00406|4.17|0.0|-0.06166|3562.0|-1880.767206|-1880.732222|667.29|1110.23|348.07|348.07|0.70316|-1880.536478|-0.1445|4.8933|-0.2061599999999999|0.03498398|-1880.595748|7.6703|45.0|7.3468|7.3468
3b_a32|0.0|1|1|1|3.3653429710000005|0.0|7.758333467000001|0|0|0.046791596|-0.064476472|0|-0.0411430079999999|-0.265971895|-0.001282231|-0.1113575119999999|3|0|0.833920105|0.800396027|0.094335058|1|0.8407393809999999|-0.073068133|-35.8437493|-49.22963237|74.63320519|0.159260619|-0.033451833|-24.14971513|3.522270202|0.764128338|-1.103910485|-17.58323784|56.82775081|-16.40987746|43.023961|412.4267349|-541.5259561|1084.520517|-8.049905042|5.765940603|0.854431185|115.707414|21.47528975|708.6845618|1.0|1.0|1.0|1.0|3.11|0.13|-6.5|6.25|110.94|1.45|1.0|0.0|88.24|0.0|2.0|21.0|0.0|1.0|1.86e-06|0.0005809999999999|0.00697|3.71|0.0|-0.05396|3.5545|-1594.121087|-1594.095192|524.46|857.0|348.81|348.81|0.70257|-1594.0008779999998|-0.1474099999999999|3.5719|-0.20137|0.02589511|-1594.049677|5.7777|6.0|8.2366|8.2366
3a_a12|0.0|0|0|0|0.0|0.0|0.0|1|1|0.13714555|-0.042445446|2|-0.1231529169999999|-0.322200517|-0.0025830939999999|-0.062973953|0|1|0.943290857|0.7038021990000001|-0.021522321|0|0.871985494|-0.07121814|-34.84701355|-44.430225|71.11710277|0.128014506|-0.034924502|-21.73969523|2.258466332|0.781050096|-1.362055589|-17.05063286|52.21461165|-17.08854808|39.46272532|426.6622302|-666.453375|1050.730179|-8.361421244|5.924949067000001|0.859002624|107.1321197|21.87893986|853.2786545|1.0|1.0|0.0|1.0|3.84|0.05|-7.5|3.43|37.28|3.09|0.0|0.0|97.52|0.0|3.0|23.0|0.0|1.0|0.00025|0.0745|0.0263|3.15|0.0|-0.06829|4.2336|-951.3711872|-951.3480023|528.84|875.71|332.36|292.86|-0.34688|-951.217594|-0.15328|1.3824|-0.22157|0.023184956|-951.264072|1.9332|194.0|6.7122|6.7122
14p_a23|0.0|0|1|1|0.0|0.0|7.423568444|0|0|0.044380583|0.006191846|2|0.041987653|-0.310730878|0.009895793|-0.060144819|2|2|0.708395022|0.799506006|0.099883916|1|0.923455749|-0.063033628|-42.52653933|-54.50240143|40.58186569|0.076544251|-0.033660197|-36.77082544|10.06403753|0.751638299|-1.615689464|-28.69113861|67.36602512|-22.70933393|57.44364296|623.0226425|-1090.0480289999998|2170.5738260000003|-15.32117727|9.014073839|0.868927227|167.5607773|30.21311441|1450.229492|0.0|1.0|1.0|1.0|3.48|0.04|-7.47|3.4|128.81|2.39|1.0|1.0|125.0|0.0|5.0|32.0|0.0|0.0|2.09e-06|0.0009109999999999|0.00554|3.3|0.0|-0.09046|3.5752|-1722.181612|-1722.152257|699.61|1191.08|346.79|346.79|0.6816|-1721.933314|-0.14774|7.4033|-0.2382|0.02935511|-1721.994023|9986.0|3.0|8.5302|8.5302
18_a10|0.0|0|0|0|0.0|0.0|7.78113851|2|2|-0.182332901|0.0307177839999999|2|-0.092424959|-0.1859075939999999|0.009941402|-0.052165302|1|2|0.7155022459999999|0.785539083|0.048377088|1|0.885552955|-0.0575419659999999|-36.52271591|-48.27152552|40.99617452|0.114447045|-0.024889861|-30.63863373|7.692822451|0.641615544|-1.368942347|-23.18149476|61.38857307|-15.79795381|48.64284759|562.0732377|-868.8874593|2137.914113|-10.02718922|7.204851347999999|0.876275815|227.471785|24.62214943|1354.218219|0.0|1.0|1.0|0.0|4.07|0.32|-7.88|4.65|62.06|2.14|1.0|0.0|119.81|0.0|5.0|31.0|0.0|1.0|3.34e-05|0.0138|0.00705|3.49|0.0|-0.0495699999999999|5.7687|-1336.433782|-1336.404041|687.19|1181.5|326.47|214.93|0.37729|-1336.126835|-0.15735|4.7596|-0.20692|0.02974086|-1336.185978|5.9029|0.13|6.8861|6.8861
3e_a32|0.0|1|1|1|3.501917045|0.0|7.773594467000001|0|0|0.015619823|-0.058503168|0|-0.057366352|-0.275255791|0.000655875|-0.114649277|3|0|0.8315372|0.8046468659999999|-0.061561535|1|0.8681696109999999|-0.073411249|-39.56206964|-53.92151824|47.09895162|0.131830389|-0.030786645|-29.05885545|3.608094688|0.7752553659999999|-1.200679139|-21.32040233|60.86894767|-16.59123638|46.25723848|467.865447|-647.0582188|1732.3689949999998|-8.941186293|5.863649531|0.822602107|121.1171726|21.40099522|834.6388134|1.0|1.0|1.0|1.0|3.33|0.24|-6.92|6.8|110.94|1.94|1.0|0.0|97.86|0.0|3.0|23.0|0.0|1.0|3.02e-07|0.000103|0.00225|4.47|0.0|-0.0534399999999999|3.5589|-1672.748189|-1672.722302|578.77|956.67|348.38|348.38|0.7025399999999999|-1672.576776|-0.14754|3.4537|-0.20098|0.02588637|-1672.62984|5.6928|8.0|8.0862|8.0862
6g_a40|0.0|0|0|0|0.0|0.0|8.421342866|1|2|0.102683335|-0.261952754|0|-0.120745388|-1.09669629|-0.019683422|0.07194868|2|0|0.8316888240000001|0.832499949|0.075283207|1|0.605346707|-0.164941808|-107.2113398|-101.5916383|328.78166810000005|0.3946532929999999|-0.059045173|-66.03405036|7.499640603|0.824204189|-2.657032782|-69.68682788|114.7475987|-38.37906336|118.7493383|393.4722933000001|-1727.0578510000005|3198.69909|-24.9461968|6.95079805|0.740853565|114.2663866|46.56499428|2095.424743|0.0|1.0|0.0|3.0|4.06|0.21|-2.87|3.43|213.89|0.59|1.0|2.0|124.18|1.0|5.0|31.0|1.0|0.0|6.049999999999999e-08|2.87e-05|0.00917|3.06|0.0|-0.08622|3.3197|-2522.023752|-2521.990118|669.8|1144.59|440.68|373.48|0.58454|-2521.8114530000003|-0.11857|6.7231|-0.20479|0.03363483|-2521.87499|8.9454|47.0|7.3279|7.3279
18_a20|0.0|1|0|0|3.463603867|0.0|6.842683282|0|0|0.1160337319999999|-0.12050413|2|0.163548857|-0.5039851160000001|-0.005614194|-0.011236836|1|2|0.809917509|0.7602869659999999|-0.107446431|1|0.76136176|-0.0927760219999999|-61.73239771|-63.36348363|318.5587088|0.23863824|-0.035934845|-42.1615378|4.787695004|0.8109110409999999|-1.904546783|-41.07622672|72.31812218|-23.91074854|68.92770059|506.6038164|-1267.269673|1822.210286|-15.91001426|8.011174137000001|0.936740671|125.81822920000002|29.4862782|1562.772745|1.0|1.0|1.0|2.0|3.48|0.08|-10.0|5.54|97.55|2.06|2.0|0.0|125.07|0.0|5.0|32.0|0.0|1.0|2.54e-06|0.00107|0.0029|3.85|0.0|-0.05604|5.9778|-1352.364724|-1352.32685|703.24|1204.88|350.69|207.41|0.31154|-1352.073755|-0.14685|5.3978|-0.20289|0.03787435|-1352.135304|8.0505|34.0|7.4685|7.4685
21_a47|0.0|0|1|1|0.0|0.0|6.86171134|0|0|0.072733799|-0.13650463|2|-0.034419528|-0.511216716|-0.006808306|-0.004063946|1|2|0.612295986|0.826796636|-0.080213904|1|0.70582155|-0.082614966|-46.63227351|-53.76411184|34.75044485|0.29417845|-0.033866638|-30.34731959|7.244985517000001|0.6448452960000001|-1.5239986980000002|-26.32173133|70.10126935|-19.11612865|59.46768095|398.4031618|-860.2257893999999|1402.202743|-10.79015808|7.071346534|0.862591353|200.4681737|29.64451905|1334.003357|0.0|1.0|1.0|2.0|3.29|0.1|-7.7|2.94|84.73|2.97|1.0|0.0|104.49|0.0|6.0|29.0|0.0|1.0|3.6e-05|0.0142|0.0191|3.0|0.0|-0.06339|3917.0|-1375.061089|-1375.028093|583.37|1014.33|316.53|316.53|0.68296|-1374.858663|-0.16158|3.6767|-0.2249699999999999|0.03299607|-1374.914223|4.9172|5.0|8.3|8.3
17a_a6|0.0|1|0|0|3.3685510360000004|0.0|7.412764017000001|1|1|0.101940358|-0.0265090529999999|1|0.04129257|-0.686067347|-0.00460563|0.078798543|1|1|0.850080948|0.7722228729999999|0.08716369|0|0.753082653|-0.096082495|-63.02857512|-71.75703418|157.13173490000003|0.2469173469999999|-0.041567592|-47.07146289|13.40315088|0.77193498|-2.078379577|-41.34573382|84.75077935|-27.26767299|83.46070738|494.010135|-1363.383649|2217.333474|-17.887155899999996|8.337470517|0.935437602|149.60699319999998|35.323795000000004|1766.18975|1.0|1.0|1.0|2.0|3.52|0.12|-9.01|4.98|95.85|1.7|2.0|0.0|116.79|0.0|5.0|31.0|0.0|1.0|1.56e-06|0.000637|0.00274|4.09|0.0|-0.05753|3.5421|-1350.102634|-1350.078838|696.96|1167.16|416.71|350.03|0.69627|-1349.830672|-0.12425|4.1627|-0.18178|0.02379552|-1349.892285|5604.0|24.0|7.6198|7.6198
