molecula|SddssS|n9FaHRing|n9FaRing|NaasN|nAHRing|nARing|SaasN|n6HRing|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8d|GATS1pe|FNSA3|FPSA3|PNSA3|PPSA3|RPSA|FNSA4|WNSA5|WPSA3|RPCS|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|TASA|PNSA2|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|DPSA1|Mor01p|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Leadlikeness|Molar refractivity|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
12b_a30|0.0|0|0|0|2|2|0.0|2|-0.074391852|-0.3897233479999999|0.001139238|-0.037209579|10.31162898|-0.072247675|1|0.002064369|-0.165287712|-0.120380857|1|0.669561738|0.824373792|-0.1240820219999999|0.64876559|-0.08354129|0.017341789|-53.05077947|11.01246349|0.235262423|-0.038448551|-39.98560202|6.99318589|0.0|-33.68855323|73.02913136|-24.41577808|0.4676268939999999|485.6272203|-1196.373126|0.201479318|7.393647884|13.88809428|0.878381889|6275.380072|-759.7264385|30.57626261|0.01584525|-379.1359902|618.6004214|1.0|1.0|0.0|1.0|0.0|0.14|4.25|2.0|127.24|5.0|-5.39|5.0|-6.02|0.0|0.0|-5.01|4.12e-06|3.97|0.0|0.0|1.26e-07|-0.05351|5.0567|-1675.0107779999998|-1674.977262|1130.68|352.16|245.19|0.3159099999999999|0.68496|0.1525|-0.1493799999999999|3.7327|0.03351603|-1674.838225|7.0|8.1543|8.1543
2_a1|0.0|0|0|1|1|1|2.233384354|1|-0.1056298369999999|-0.175623923|0.001576763|-0.0619710709999999|10.9520472|0.101798469|1|0.003205156|-0.237981258|-0.326716897|1|0.571324013|0.795932678|0.1766333219999999|0.5574897879999999|-0.0622285999999999|0.011282631|-28.32386891|5.135384136|0.191789935|-0.026492726|-16.00805425|2.337413146|84.54541681|-12.89184641|43.24570924|-12.05838656|0.39830426|367.8635872|-422.0435297|0.305595997|5.2823820260000005|8.779158091000001|0.6619695520000001|3920.383175|-192.096651|17.36508791|0.017741989|-176.9692239|299.6692382|0.0|1.0|1.0|0.0|2.69|0.18|4.0|0.0|79.77|2.0|-3.06|3.0|-6.04|0.0|1.0|-3.78|0.000871|2.76|0.0|0.0|6.64e-07|-0.02966|4.0877|-920.2093796|-920.184721|807.98|303.31|303.31|0.7007899999999999|0.7007899999999999|0.2991|-0.1686|3.5853|0.024658671|-920.123726|5.8|5.2366|5.2366
11e_a5|0.0|0|0|0|1|1|0.0|2|-0.07965|-0.192538515|0.008268901|-0.16669151|10.9487795|-0.010236262|1|0.008721244|-0.127225457|-0.147721258|2|0.77509232|0.775794895|-0.02059071|0.747366251|-0.062865536|0.0120552589999999|-41.64560703|7.986070113999999|0.123241209|-0.0282210629999999|-34.67724171|5.290414418|0.0|-27.58835281|63.5644542|-18.69519243|0.483563144|580.8135016|-1046.930776|0.27836484|9.387474824|18.17739133|0.936345148|5675.693973|-693.5448342|25.90670947|0.016933845|-293.6467698|735.3048881|1.0|1.0|1.0|1.0|3.43|0.24|5.03|2.0|125.71|7.0|-4.65|5.0|-6.28|0.0|1.0|-4.72|2.23e-05|3.56|0.0|0.0|1.13e-09|-0.03808|4.4179|-1316.547103|-1316.512503|1220.1|302.14|280.64|0.66478|0.6505|0.2125|-0.16751|2.3124|0.03460011|-1316.301553|0.04|7.3979|7.3979
20_a31|0.0|1|1|0|0|0|0.0|0|-0.013040402|-0.476400874|-0.003484915|-0.020082435|10.31100269|-0.078213611|3|-0.001662219|-0.023477148|-0.1534110109999999|0|0.788133615|0.8602874540000001|-0.131662689|0.7507116140000001|-0.085849869|0.019334605|-53.79798102|12.1160662|0.2045729339999999|-0.033537774|-43.27297051|7.592555532|75.10345696|-33.71260536|81.35171021|-21.01650877|0.464597945|498.4558574|-966.7594033|0.289292958|8.289864307|15.48343758|0.86775525|5678.167489|-605.8215871|29.5712685|0.019624081|-264.0799235|557.1050635|1.0|1.0|1.0|2.0|2.74|0.26|6.49|1.0|110.47|7.0|-5.91|4.0|-6.39|1.0|0.0|-4.44|1.24e-06|3.29|0.0|0.0|2.23e-08|-0.06065|3.5381|-1880.768349|-1880.734655|1113.19|350.43|350.43|0.7036600000000001|0.7036600000000001|0.2011|-0.1483|3.7403|0.0336943|-1880.599777|8.0|8.0862|8.0862
21b_a23|0.0|1|1|2|0|0|3.351726269|2|0.057405955|-0.326506055|0.01055698|-0.103470358|10.31321725|-0.0490623259999999|2|0.009872313|0.107996329|-0.130528352|2|0.7038407329999999|0.7717839409999999|-0.078097375|0.668547062|-0.0596425779999999|0.014481931|-41.81114831|10.15224639|0.0692712809999999|-0.034219814|-40.84133198|7.117014296|86.65837165|-29.31080756|67.68046598|-23.98906534|0.458461834|652.4673795|-1223.442332|0.187665282|8.773746105|16.20152864|0.846591917|6919.229053|-857.6679716|29.53101081|0.013439264|-437.9110924|712.6737861|1.0|1.0|1.0|1.0|3.42|0.08|3.92|2.0|129.97|5.0|-6.1|5.0|-6.42|0.0|0.0|-5.22|8.02e-07|3.7|0.0|0.0|1.43e-08|-0.08401|4.0023|-1761.498874|-1761.4722969999998|1247.38|342.15|309.79|0.57848|0.70139|0.2333|-0.15033|9.5312|0.02657688|-1761.294175|85.0|7.0691|7.0691
18_a10|0.0|0|0|1|2|2|2.142254323|2|-0.092424959|-0.1859075939999999|0.009941402|-0.052165302|10.92966688|-0.0280813039999999|1|0.010573165|-0.144233311|-0.143149563|2|0.7155022459999999|0.785539083|-0.0507442929999999|0.6886547670000001|-0.0575419659999999|0.019095409|-36.52271591|12.12013168|0.114447045|-0.024889861|-30.63863373|7.692822451|123.3621791|-23.18149476|61.38857307|-15.79795381|0.4670293179999999|562.0732377|-868.8874593|0.358384456|7.204851347999999|13.51828833|0.876275815|6213.631543|-551.4954071000001|24.62214943|0.020666062|-179.7708584|713.2632062000001|1.0|1.0|1.0|0.0|3.41|0.32|4.65|1.0|119.81|5.0|-4.48|5.0|-6.34|0.0|1.0|-4.77|3.34e-05|3.49|0.0|0.0|1.32e-08|-0.0495699999999999|5.7687|-1336.433782|-1336.404041|1181.5|326.47|214.93|0.37729|0.6866300000000001|0.1637|-0.15735|4.7596|0.02974086|-1336.185978|0.13|6.8861|6.8861
9_a27|0.0|0|0|1|0|0|1.830911754|2|-0.152086653|-0.331842668|0.00611794|-0.051160217|10.93740461|-0.0447599329999999|1|0.00651856|-0.2559122789999999|-0.171520296|2|0.677253824|0.8214321609999999|-0.071974951|0.654138816|-0.078270599|0.019589991|-40.3551562|10.10030794|0.2011355289999999|-0.033677898|-23.50038785|5.20756849|65.12542467|-20.80651808|53.0685473|-17.36382286|0.466349763|411.8826346|-729.2805601|0.210719846|5.03925321|9.442988795|0.873886547|4962.727436|-376.0062056|21.99956856|0.014524299|-298.297086|424.8821143|1.0|0.0|1.0|1.0|2.62|0.16|3.85|0.0|97.46|3.0|-4.06|4.0|-6.33|0.0|1.0|-4.08|8.66e-05|2.8|0.0|0.0|8.69e-08|-0.0471|5.5421|-1083.143348|-1083.118736|945.35|297.52|223.71|0.35593|0.59444|134.0|-0.1716|2.7456|0.02461151|-1083.017359|2.0|8699.0|8699.0
12e_a30|0.0|0|0|0|2|2|0.0|2|-0.010682095|-0.444243861|0.0043261129999999|0.005418617|10.31162844|-0.055954785|1|0.0053380919999999|-0.018475151|-0.154412059|1|0.838579475|0.8246767140000001|-0.097868612|0.7933543279999999|-0.07914783|0.024254701|-52.50202674|16.08914569|0.183296295|-0.035153347|-43.14823836|10.6725953|0.0|-34.82676424|80.10232244|-23.31866823|0.46715936|541.7533217|-1235.889416|0.292879147|8.069355055|15.14403079|0.8767337279999999|6421.289402|-819.8165288|32.97692061|0.022696477|-274.7836441|704.0353382000001|1.0|1.0|1.0|1.0|0.0|0.17|3.89|2.0|133.77|6.0|-5.44|5.0|-6.19|0.0|0.0|-4.93|3.59e-06|3.84|0.0|0.0|1.84e-07|-0.05044|5.0412|-1690.3021629999998|-1690.2687170000002|1201.05|356.82|245.94|0.3304|0.68605|151.0|-0.1476|5551.0|0.03344515|-1690.092998|11.0|7.9431|7.9431
12g_a40|0.0|0|0|1|0|0|1.687211672|0|0.167050952|-0.354104815|-0.001011175|0.075327376|10.31197254|-0.211162861|2|-0.003205145|0.280045216|0.106286677|0|0.777835705|0.769016155|-0.326139923|0.6941475490000001|-0.0951493559999999|0.012706769|-49.94706785|6.670206427999999|0.129798543|-0.0435406|-27.42361099|3.501413627|0.0|-26.21888031|59.29860462|-22.85591194|0.465725912|456.7977427|-731.3891821000001|0.147968773|7.692740528|14.39849078|0.871698484|5211.675486|-383.9305539|26.82520454|0.013442698|-369.5858437|335.7078145|1.0|0.0|0.0|1.0|3.2|0.0|4.83|2.0|93.78|2.0|-6.46|3.0|-4.91|0.0|0.0|-5.79|3.43e-07|5.07|0.0|0.0|2.37e-07|-0.07424|4.0224|-2173.044757|-2173.0224510000003|896.63|392.64|308.23|0.67055|0.6988|0.2682|-0.13191|1.9175|0.02230594|-2172.988604|724.0|6.1403|6.1403
5g_a40|0.0|0|0|1|0|1|1.534673091|0|-0.0602779129999999|-0.5611751220000001|-0.012794054|0.122088541|10.31198315|-0.091116241|2|-0.012008571|-0.104356485|0.137067086|0|0.795454476|0.818555255|-0.1312278909999999|0.7733200179999999|-0.153687065|0.024937196|-72.93994279|11.83520323|0.32227256|-0.049288357|-32.29667648|5.616992201|0.0|-34.61732609|80.22859145|-23.39227384|0.488538966|321.64971460000004|-748.5527627|0.254650681|6.193485364|12.10939827|0.955183157|4358.890754999999|-355.2634413|31.38430965|0.025660198|-232.8857705|266.8102663|0.0|1.0|0.0|2.0|1.96|0.21|2.69|0.0|78.2|3.0|-4.24|5.0|-6.6|0.0|0.0|-3.37|5.78e-05|2.17|0.0|0.0|0.0013|-0.0540299999999999|3.48|-1328.055803|-1328.015099|800.98|356.27|356.27|0.6563|0.6563|261.0|-0.14505|4.9132|0.04070345|-1327.982732|123.0|6.9101|6.9101
4c_a49|0.0|0|0|1|1|1|2.102052126|2|-0.099764463|-0.339843311|0.001379959|-0.102999091|10.92777281|0.006194124|1|0.00202792|-0.163476035|-0.001647802|2|0.7745214140000001|0.7796063109999999|0.010868461|0.752601535|-0.087753156|0.012079228|-56.5385923|7.782541015|0.23840176|-0.029809452|-35.82016427|5.014223225|59.70585149|-36.42732137|66.77901229|-19.20596967|0.473304159|490.6910965|-1056.328332|0.275946172|8.474369008|16.089682800000002|0.898629005|6046.668361|-680.5831211|26.5256103|0.0173567219999999|-288.71184960000005|707.2397315000001|1.0|1.0|1.0|2.0|2.97|0.25|3.55|1.0|120.43|7.0|-3.5|5.0|-7.53|0.0|0.0|-3.58|0.000314|1.81|0.0|0.0|1.07e-08|-0.0623299999999999|5.74|-1332.647233|-1332.607539|1199.04|325.7|216.0|0.4164199999999999|0.67789|0.0821|-0.15925|3.4931|0.03969431|-1332.398001|255.0|6.5935|6.5935
15d_a10|0.0|0|0|1|2|2|2.147544195|3|-0.059217023|-0.184039927|0.010215823|-0.140487312|10.92970801|0.007032164|1|0.011249462|-0.092884337|-0.280243276|2|0.74726683|0.745184875|0.0131101969999999|0.71456262|-0.057588609|0.02281891|-38.80896881|15.37766538|0.12390229|-0.018829931|-32.06793721|10.36301002|141.0919598|-26.15336742|66.95020436|-12.68949225|0.473858537|590.402322|-761.3695352999999|0.5280998339999999|8.429169102000001|16.02072769|0.900629528|6511.656447|-513.0869954|26.89020509|0.028735133|37.87296065|825.4425942|1.0|1.0|1.0|0.0|4.01|0.35|4.14|1.0|131.43|6.0|-3.78|6.0|-7.04|0.0|1.0|-4.38|0.000167|2.75|0.0|0.0|1.5e-08|-0.05002|5.6004|-1430.8144619999998|-1431.051425|1266.87|321.28|221.39|0.3685|0.6814100000000001|0.0856|-0.15916|3.3831|-0.23696253|-1430.795367|69.0|7.1612|7.1612
9_a4|0.0|0|0|1|1|1|2.130445484|2|-0.019160308|-0.064266379|0.010709527|-0.091393763|10.92992723|-0.0454860859999999|1|0.009731833|-0.030976753|-0.076824065|2|0.625717993|0.801082857|-0.072130166|0.58669472|-0.052625548|0.009037784|-28.63837014|4.918284148|0.062897208|-0.025885299|-20.60179129|2.676487872|45.21212204|-15.58475436|43.71760622|-14.08655666|0.43745176|509.9632679|-605.7219363|0.207109566|5.744374392999999|10.21134541|0.777625327|5387.230364999999|-329.6286606|17.76608225|0.010768243|-318.7769026|489.7528555|1.0|1.0|1.0|0.0|3.37|0.19|5.14|2.0|105.09|2.0|-4.76|3.0|-5.56|0.0|1.0|-5.15|1.73e-05|4.14|0.0|0.0|6.9e-09|-0.05256|4.7284|-1489.554198|-1489.533032|999.93|308.91|262.21|0.5182100000000001|0.6464|0.0584|-0.16948|4.4343|0.02116575|-1489.41872|48.0|7.3188|7.3188
4_a47|0.0|0|0|0|0|0|0.0|2|-0.158636969|-0.3692130839999999|-0.007295208|0.0687047279999999|10.93671044|0.011775922|0|-0.006506051|-0.247195952|-0.027355932|2|0.893350891|0.783871003|0.019305509|0.8124901999999999|-0.07804769|0.007772995|-42.46254967|4.22896799|0.1257991219999999|-0.03525955|-27.39669054|2.300808176|0.0|-23.10213311|57.78603076|-19.18327632|0.402148382|475.6168721|-805.6976052|0.193395607|6.468023748999999|10.818777699999998|0.67265584|5254.939281|-438.3470487|23.78275706|0.013656479|-333.62177030000004|471.7712484|0.0|1.0|1.0|2.0|3.01|0.05|4.83|2.0|106.52|3.0|-5.92|3.0|-4.99|0.0|0.0|-5.64|1.21e-06|4.96|0.0|0.0|1.61e-09|-0.05606|5.7708|-1509.453558|-1509.4201369999998|988.42|332.4|214.85|0.45947|0.69157|0.2221|-0.1547|4.2607|0.03342033|-1509.3147789999998|32.0|7.5|7.5
12_a47|0.0|1|1|0|0|0|0.0|2|0.001435849|-0.209845277|-0.0047488359999999|-0.018573056|10.95005729|0.0295267039999999|1|-0.004332024|0.003417588|-0.015039637|2|0.6505449670000001|0.8288334490000001|0.050943962|0.618808977|-0.084846808|0.018014416|-44.18983348|9.382250925|0.2159289589999999|-0.034116917|-24.91541818|4.886454935|0.0|-23.01490672|61.09751253|-17.76874008|0.4792593739999999|408.3591283|-621.9059029|0.319276179|7.042279354|13.52358352|0.920341815|4816.005822|-323.9004363|26.10271529|0.025457205|-188.2488142|335.1175012|0.0|1.0|1.0|2.0|1.67|0.0|4.19|0.0|91.63|3.0|-4.51|4.0|-5.94|0.0|1.0|-4.56|3.11e-05|3.43|0.0|0.0|7.69e-09|-0.0623|4.2907|-1488.101254|-1488.064043|886.46|313.58|288.96|0.66387|0.68557|0.2241|-0.1633|2.1019|0.03721125|-1488.024564|6.0|8.2|8.2
14_a47|0.0|1|1|0|0|0|0.0|2|0.017068634|-0.2306964|-0.008212621|-0.01670074|10.95058279|0.0295267039999999|1|-0.006335783|0.05124606|-0.061837113|2|0.5975877820000001|0.777675668|0.050943962|0.579833096|-0.093553938|0.020106089|-47.18187618|10.1400648|0.318401536|-0.034963476|-23.9422834|5.113919242|0.0|-23.79514424|61.62381153|-17.63306222|0.474828277|343.7492333|-617.1571777|0.335290281|6.909385453|13.15643085|0.904139078|4695.98899|-311.2496842|26.52746264|0.028057496|-166.1354667|310.8026328|0.0|1.0|1.0|2.0|1.53|0.0|3.97|0.0|86.58|3.0|-3.97|5.0|-6.21|0.0|1.0|-4.13|0.000108|2.91|0.0|0.0|1.63e-08|-0.06057|3.9671|-1127.737484|-1127.700693|849.76|312.53|312.53|0.68345|0.68345|0.2452|-0.16377|2.2485|0.03679054|-1127.6593779999998|8.0|8.1|8.1
8d_a8|0.0|0|0|1|0|0|1.41693287|1|0.071729931|-0.633521883|-0.00267541|-0.077977198|10.94649761|-0.117111249|1|-0.001038264|0.111668404|0.025642021|1|0.76211539|0.757805416|-0.179357354|0.734212688|-0.1072746469999999|0.028038295|-69.95878302|18.28507531|0.306707511|-0.03820405|-43.86958028|11.92454747|92.49576602|-45.62337399|86.29065071|-24.91463687|0.483207744|452.1282556|-1345.390391|0.324640122|7.507839835|14.52777156|0.935013517|6596.888351|-877.3916055999999|36.89090464|0.029166961|-228.7206541|682.0472537|1.0|1.0|1.0|2.0|2.92|0.12|3.93|1.0|121.1|6.0|-4.91|5.0|-6.87|0.0|0.0|-4.47|1.24e-05|2.89|0.0|0.0|2.38e-08|-0.0600299999999999|4.6765|-1447.595474|-1447.559429|1185.65|376.13|265.12|0.62361|0.70165|0.1879|-0.13754|6.0111|0.03604461|-1447.354662|18.61|4.7303|4.7303
3i_a32|0.0|1|1|0|0|0|0.0|0|-0.21362765|-0.4449120629999999|-0.0131506889999999|-0.26785886|10.3110028|0.022524712|3|-0.0106761939999999|-0.8373173840000001|-0.212967423|0|0.565740817|0.833699527|0.030060554|0.54844677|-0.093279684|0.015296821|-49.17963359|8.064907632|0.106172013|-0.044627482|-31.48976464|4.252042736|0.201037767|-25.92886531|71.27609889|-23.52884474|0.422644726|471.2508776000001|-776.4518766|0.22927653|5.826629089|10.09193014|0.732035793|5656.349227000001|-409.3669403|30.52825775|0.021905206|-285.465827|318.0257595|1.0|1.0|1.0|1.0|2.49|0.13|6.76|2.0|88.28|3.0|-6.27|6.0|-5.53|1.0|0.0|-5.16|5.37e-07|4.23|0.0|0.0|1.0900000000000001e-07|-0.06518|3642.0|-1891.833327|-1891.811327|876.0|340.43|340.43|0.70322|0.70322|0.4765|-0.1476|2494.0|0.02199999|-1891.790935|6.0|8.2366|8.2366
8m_a46|0.0|0|0|1|1|1|2.126524943|1|-0.134230003|-0.248590088|0.0063680119999999|-0.120972269|10.94650201|-0.064176245|1|0.005865049|-0.206020062|0.015631887|1|0.783187801|0.7699708959999999|-0.090247845|0.77612204|-0.0911455|0.007059399|-48.32436573|3.742817678|0.123789645|-0.032188531|-23.9511632|1.984401749|0.0|-25.62105988|48.72163155|-17.06601365|0.425802465|464.5573228999999|-767.9706141|0.114510313|5.684332261000001|9.899611044|0.7415609409999999|4439.758321|-407.1697745|19.27296714|0.006689855|-408.7649869|463.1469765|0.0|1.0|1.0|1.0|2.92|0.3|4.16|1.0|96.16|2.0|-4.48|3.0|-5.61|0.0|1.0|-4.56|3.3e-05|3.72|0.0|0.0|3.5e-07|-0.01818|5.3062|-1014.126693|-1014.091966|970.82|289.14|233.66|0.43001|0.6997800000000001|0.1441|-0.17897|2.0174|0.03472717|-1013.962913|229.0|6.6402|6.6402
5_a47|0.0|0|0|0|0|0|0.0|2|0.003858593|-0.390426|-0.012670377|-0.002627182|10.9367109|0.045246333|0|-0.011237954|0.0083528919999999|-0.0428873159999999|2|0.7063295709999999|0.795032176|0.0743193|0.675164258|-0.087763105|0.009936558|-46.33853208|5.246458665|0.192042245|-0.038537768|-27.93318665|2.770107005|0.0|-24.46654029|62.14504725|-20.34777119|0.4736061789999999|426.5981263000001|-793.5630764|0.218428796|5.861037845|11.13432113|0.8997183470000001|5501.708422|-418.9977997|26.03444329|0.017501741|-297.3367046|416.1194472|0.0|1.0|1.0|2.0|2.79|0.0|4.73|2.0|101.51|3.0|-5.65|4.0|-5.19|1.0|0.0|-5.5|2.25e-06|4.7|0.0|0.0|2.07e-09|-0.05535|3.7083|-1569.369195|-1569.333281|951.68|334.35|334.35|0.69291|0.69291|0.2108|-0.15419|2.9121|0.03591467|-1569.258939|0.02|7.7|7.7
15_a3|0.0|0|0|0|1|1|0.0|3|-0.182934001|-0.289938297|-0.006419472|0.126641951|10.33806279|0.021805556|0|-0.004459728|-0.325227172|-0.039798975|3|0.968837995|0.813015336|0.036380489|0.911346861|-0.092342351|0.007901554|-47.26593592|4.04445331|0.221091166|-0.037667|-28.19600959|2.070175472|0.0|-24.19332693|60.30684851|-19.28005913|0.461565365|398.6887321|-771.2023653|0.149672503|5.371119692000001|9.975434973|0.85723565|4617.470007|-394.7441342|22.67368656|0.010200078|-358.6340772|402.781061|0.0|1.0|1.0|1.0|0.0|0.24|2.21|0.0|94.29|2.0|-2.77|5.0|-7.35|0.0|0.0|-3.02|0.0017|1.28|0.0|0.0|1.66e-06|-0.06319|6.0077|-1328.688126|-1328.665275|916.07|334.44|206.37|0.2843199999999999|0.67902|0.0173|-0.1576|1.9539|0.0228507|-1328.581677|25.0|7.6021|7.6021
5b_a40|0.0|0|0|1|0|1|1.616656116|0|-0.096549823|-0.163148971|0.008515162|0.179058252|10.31198309|0.020344828|2|0.006372485|-0.164084255|0.013573521|0|0.537115914|0.817071232|0.029485257|0.503365018|-0.077031845|0.019116586|-38.64461938|9.59023102|0.118735598|-0.036507111|-22.96968039|4.811137897|49.25022097|-19.38687321|52.08187888|-18.31454812|0.477304896|442.1045286|-549.4364437|0.1709818139999999|6.521443259|12.47657231|0.913161214|4813.179854|-275.6361647|22.09185326|0.012549086|-330.1175669|285.9136384|1.0|0.0|0.0|0.0|2.82|0.21|4.93|1.0|84.17|3.0|-5.43|3.0|-5.42|0.0|0.0|-4.84|3.69e-06|4.14|0.0|0.0|5.65e-06|-0.07069|3.9759|-2096.782087|-2096.767375|847.01|311.84|311.84|0.59928|0.59928|0.3005|-0.15999|7.2947|0.01471235|-2096.757832|64.0|7.1938|7.1938
9b_a31|0.0|0|0|0|1|1|0.0|0|-0.045938305|-0.706953442|-0.0050444109999999|0.014628521|10.31169871|-0.091236608|2|-0.001981487|-0.075191042|-0.2345186269999999|0|0.811212624|0.852813666|-0.154083843|0.77051712|-0.103937658|0.034595809|-63.73317225|21.21368453|0.330879448|-0.039058603|-49.30281875|13.00794571|552.0968813|-39.08032306|95.78862992|-23.95020956|0.469546953|410.2957125|-1125.659849|0.310824817|8.097516252|15.2652837|0.88518099|5524.468603|-690.2394625|34.75199071|0.025089192|-231.99935|524.0230338|1.0|1.0|1.0|2.0|2.76|0.32|5.26|1.0|103.36|7.0|-4.76|5.0|-6.77|0.0|0.0|-3.86|1.76e-05|2.64|0.0|0.0|1.44e-07|-0.0422899999999999|5.5119|-1578.839267|-1578.801576|1091.21|322.58|224.94|0.41622|0.70102|0.2627|-0.15907|5.2851|0.03769117|-1578.665571|63.0|7.2007|7.2007
A7701_a51|0.0|0|0|0|0|0|0.0|2|0.070581466|-0.0927335619999999|0.008062393|0.058290286|10.93031118|-0.0299823629999999|1|0.00740235|0.119725261|0.061434294|2|0.7078647990000001|0.7451039290000001|-0.0533751959999999|0.688876851|-0.071384149|0.007404204|-32.97926236|3.420720075|0.134885227|-0.030384547|-16.67652408|1.580362387|0.0|-15.23632002|41.87351682|-14.03756956|0.420350923|399.6804233|-505.3525041|0.200953608|5.137516673|8.863149921|0.7251817340000001|4153.310077|-233.4713371|17.56790307|0.012504214|-276.3170672|332.8814548|0.0|1.0|1.0|1.0|2.05|0.06|4.46|0.0|87.52|2.0|-3.95|3.0|-5.82|0.0|1.0|-4.17|0.000111|3.14|0.0|0.0|2.62e-08|||||||||||||||25.0|7.6021|7.6021
1_a3|0.0|0|0|0|1|1|0.0|2|-0.004409693|-0.248199745|-0.006610844|0.038572075|10.33805862|0.032569462|0|-0.005006707|-0.007705076|0.08803837|2|1.005427002|0.7905285390000001|0.057919092|0.943582278|-0.098872259|0.008036786|-45.44133321|3.693677623|0.2237487219999999|-0.034105115|-19.55367089|1.697600903|0.0|-20.88467272|49.05980305|-15.67458788|0.4490711529999999|356.76228530000003|-595.6343396000001|0.207914282|4.984064981|9.046658216|0.8151164259999999|4510.611026|-273.7513925|19.78900457|0.014174378|-268.4830832|373.1494221|0.0|1.0|1.0|1.0|0.0|0.18|2.28|0.0|91.52|2.0|-3.07|4.0|-6.87|0.0|0.0|-3.3|0.0008529999999999|1.83|0.0|0.0|1.69e-06|-53.0|5.8805|-1273.316428|-1273.290432|845.2|320.83|210.84|0.30619|0.68912|0.0096|-0.1658599999999999|2.2332|0.02599563|-1273.22339|724.0|6.1403|6.1403
47d_a18|0.0|0|0|0|1|1|0.0|0|0.069914568|-0.480899596|0.003376831|-0.07722825|10.94702255|0.016324953|0|0.005144085|0.104380139|-0.406388629|0|0.7640994990000001|0.7430748709999999|0.027971797|0.741366815|-0.06394156|0.015270278|-52.14267013|12.45251265|0.163000873|-0.028722356|-58.06490563|10.15469843|58.93717545|-42.52098397|86.29525584|-23.42233034|0.481311892|682.5509007|-1780.097106|0.30185619|9.940531282|19.16475647|0.927940864|7780.945962999999|-1451.622641|33.54943497|0.018506261|-323.1621908|1255.618298|0.0|1.0|1.0|2.0|0.0|0.32|2.81|3.0|159.67|12.0|-5.74|4.0|-6.57|0.0|0.0|-5.28|1.83e-06|4.16|1.0|1.0|1.4800000000000003e-09|-0.04561|3.1079|-1704.061013|-1704.0327519999998|1544.09|398.94|398.94|0.69905|0.69905|0.5820000000000001|-0.12844|3.7605|0.02826074|-1703.622959|8.0|8.0969|8.0969
7d_a10|0.0|0|0|1|1|1|2.087763133|2|-0.042667459|-0.0845736919999999|0.00870171|-0.071185424|10.929819300000002|-0.0325418129999999|1|0.008513576|-0.09209689|-0.089622042|2|0.531023495|0.809056885|-0.051603612|0.525816226|-0.059327943|0.010495008|-31.47566249|5.567989142999999|0.158947933|-0.024733154|-19.95666068|2.9540236560000004|89.87999909999999|-16.69900016|45.08492005|-13.12185056|0.484115691|446.2091497|-564.2395741|0.270414577|6.100927672|11.82615475|0.938419104|5174.981962|-299.34991010000005|17.98535187|0.014078094|-243.607074|460.1866123|1.0|1.0|1.0|0.0|3.21|0.19|4.92|1.0|100.04|2.0|-4.22|4.0|-5.83|0.0|1.0|-4.72|5.98e-05|3.62|0.0|0.0|1.46e-08|-0.05634|5.8433|-1129.198363|-1129.175857|970.29|319.09|212.18|0.32059|0.68393|0.0941|-0.1633099999999999|3.0178|0.02250617|-1129.0552810000002|928.0|6.0325|6.0325
13_a12|0.0|0|0|0|0|0|0.0|2|-0.21832579|-0.272508888|0.000830398|-0.083760082|10.96083169|0.021322992|0|0.002279068|-0.362308767|-0.281096572|2|0.845823047|0.6809340620000001|0.039235452|0.804066411|-0.058167326|0.008188151|-28.51381164|4.01385817|0.09993609|-0.034993718|-22.2236882|1.96760628|66.2289548|-13.97756285|48.99243638|-17.15403411|0.466560112|441.2142447|-634.6992622|0.117007826|6.06407675|11.36787272|0.874625469|3647.657976|-311.13163480000003|19.42716439|0.0074597119999999|-375.4880089|327.9594923|0.0|0.0|1.0|1.0|2.64|0.12|3.63|1.0|84.74|3.0|-4.26|3.0|-5.49|0.0|1.0|-4.2|5.520000000000001e-05|3.51|0.0|0.0|7.26e-08|-0.04445|4.5363|-876.3661620999999|-876.3370809|867.79|315.25|273.31|0.6622399999999999|0.64974|0.0155|-0.16458|1.3023|0.0290811829999999|-876.258343|93.0|7.0315|7.0315
