molecula|SddssS|n9FaHRing|n9FaRing|NaasN|nAHRing|nARing|SaasN|n6HRing|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8d|GATS1pe|FNSA3|FPSA3|PNSA3|PPSA3|RPSA|FNSA4|WNSA5|WPSA3|RPCS|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|TASA|PNSA2|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|DPSA1|Mor01p|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Leadlikeness|Molar refractivity|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
3o_a32|0.0|1|1|0|1|1|0.0|1|-0.064818511|-0.306416317|-0.001411347|-0.117781901|10.3110027|-0.090297882|3|0.000243592|-0.117744493|-0.11221537|0|0.90022001|0.8214857240000001|-0.154436834|0.840991936|-0.073742105|0.012519666|-42.51640563|7.218280399|0.162219176|-0.031819276|-31.73171751|4.161738248|0.0|-24.51306152|62.56936516|-18.34557429|0.455089918|483.0270239|-825.5508427999999|0.214905181|6.392329273|11.73098001|0.835165165|5488.777096|-475.9757626|23.36733582|0.0130649069999999|-328.7458915|541.0877621000001|1.0|1.0|1.0|2.0|3.06|0.32|6.39|1.0|112.07|3.0|-5.72|4.0|-6.17|0.0|0.0|-4.73|1.89e-06|3.46|0.0|0.0|5.35e-08|-0.05413|3.5333|-1805.504508|-1805.473626|1049.14|350.9|350.9|0.70216|0.70216|0.2851|-0.14652|3.2729|0.03088166|-1805.333039|0.24|6.6198|6.6198
47o_a18|0.0|0|0|0|1|1|0.0|0|-0.006238734|-0.4339284229999999|-0.00046896|0.011121222|10.94702017|-0.038296569|0|0.000787517|-0.009467295|-0.156998637|0|0.7452092359999999|0.7435044540000001|-0.066242713|0.733228144|-0.077288013|0.008692675|-56.13142962|6.313168526|0.193127002|-0.034545459|-46.6464782|4.585021184|82.54478365|-40.76618466|70.23090572|-25.08909125|0.493146875|586.0020642999999|-1605.70184|0.127246923|9.808930716|19.35260972|0.972958142|6462.6049570000005|-1166.161955|28.74706708|0.008265369|-541.4335917000001|931.8364349|0.0|1.0|1.0|3.0|0.0|0.25|3.69|3.0|139.63|9.0|-5.66|3.0|-6.12|0.0|0.0|-5.08|2.19e-06|4.16|0.0|0.0|4.26e-10|-0.0502|3.22|-1455.574672|-1455.547304|1352.29|385.04|385.04|0.69248|0.69248|0.5065|-0.13203|2.2316|0.02736851|-1455.231246|47.0|7.3279|7.3279
8_a47|0.0|0|0|0|0|1|0.0|2|-0.087101663|-0.391797226|-0.008756|-0.153669322|10.93671024|-0.14203855|0|-0.007648516|-0.177626636|-0.003223628|2|0.686795267|0.7847248109999999|-0.223459904|0.659210804|-0.075955381|0.008687692|-44.09728708|5.043798869|0.150243126|-0.035797309|-30.83488674|2.928269795|0.0|-25.60148752|60.62152862|-20.78278301|0.414302597|493.3419136|-956.0080185|0.180297967|6.492934319|11.08581716|0.707366287|6219.278078|-555.0279614|25.35407034|0.012935553|-371.2177396|559.4973856|0.0|1.0|1.0|2.0|3.21|0.13|5.67|2.0|113.97|4.0|-6.59|4.0|-4.79|1.0|0.0|-6.19|2.56e-07|5.61|0.0|0.0|5.62e-10|-0.05495|3.6696|-1686.068471|-1686.0356350000002|1071.62|337.87|337.87|0.6877800000000001|0.6877800000000001|0.2249|-0.15357|3585.0|0.03283575|-1685.908004|0.05|7.3|7.3
2_a49|0.0|0|0|1|1|1|2.12788659|2|-0.100166139|-0.189189114|0.004524556|-0.041202373|10.92973199|0.005918367|1|0.004580676|-0.170631119|0.055400364|2|0.802447754|0.79056501|0.00991453|0.7701578720000001|-0.08647612|0.01105681|-44.066695|5.634353797999999|0.18651986|-0.028277173|-20.55997527|2.871166625|0.0|-22.45560511|49.26352575|-14.409545199999998|0.454163307|414.5350312|-605.2008985|0.284594011|5.667936413|10.38394173|0.8320497920000001|4874.364109|-308.399629|20.14177325|0.017498253|-219.534132|439.9973344|0.0|1.0|1.0|1.0|2.5|0.15|3.28|0.0|99.52|2.0|-3.53|3.0|-6.57|0.0|1.0|-3.89|0.000292|2.43|0.0|0.0|1.51e-07|-0.04372|5.4614|-1046.018455|-1045.981819|941.6|331.24|227.02|0.34449|0.68172|0.0572|-0.1555099999999999|4.8986|0.0366366999999999|-1045.8595810000002|59.0|7.2291|7.2291
7f_a8|0.0|0|0|1|0|0|1.2793830309999998|0|0.034392285|-0.234880498|0.00112124|-0.087673259|10.94343485|0.0260356679999999|1|0.00084936|0.09329746|0.141285105|0|0.515235986|0.7051689170000001|0.041366689|0.507325475|-0.091890536|0.0138113419999999|-52.28313554|7.858266077000001|0.229770733|-0.040738044|-28.45850692|4.471132824|55.49953831|-29.74763659|55.85651025|-23.17880348|0.4513917389999999|438.23883319999993|-950.3309426|0.119077775|7.704280774|14.04331892|0.822794279|5662.145174|-540.7116315000001|26.31197491|0.010262531|-433.4681077|446.5544107|1.0|0.0|0.0|1.0|3.23|0.0|5.52|2.0|101.89|3.0|-5.68|4.0|-5.27|0.0|0.0|-5.5|2.09e-06|4.66|0.0|1.0|3.5e-09|-0.07492|3.8187|-1285.196168|-1285.168078|991.61|356.17|324.68|0.7024199999999999|0.6987399999999999|0.1502|-0.14506|8.7098|0.02809022|-1285.071664|35.65|4.4479|4.4479
5_a27|0.0|0|0|2|0|0|3.2927747860000003|2|-0.149034787|-0.286030638|0.00991794|-0.125237927|10.93772408|-0.013448351|1|0.010329671|-0.250776983|-0.341622797|2|0.639413469|0.760083119|-0.020087122|0.614205449|-0.055979434|0.01695771|-29.50048722|8.936508815|0.146821224|-0.030385206|-23.6277072|4.709432444|56.35994804|-15.54640123|53.51978325|-16.01263727|0.439066197|449.6149323|-672.5307653|0.258518528|6.160679036|10.98289851|0.7827415529999999|4943.51602|-354.41560810000004|21.59546513|0.016479312|-254.5156507|424.8821143|1.0|0.0|1.0|0.0|3.11|0.16|2.94|0.0|97.55|2.0|-3.61|4.0|-6.49|0.0|1.0|-4.01|0.000248|2.58|0.0|0.0|6.04e-07|-0.04554|4.0989|-1083.143246|-1083.124207|955.22|302.48|302.48|0.64548|0.64548|0.2448|-0.16952|2.3781|0.01903872|-1083.019748|3.0|8.5229|8.5229
12aq_a36|0.0|0|0|0|2|2|0.0|2|0.076517478|-0.674732412|-0.006653538|-0.1031859869999999|10.95447882|-0.028591187|1|-0.004569485|0.131910912|-0.090926893|1|0.892815402|0.839953955|-0.047695595|0.849217847|-0.1093001919999999|0.021389734|-73.0277723|14.29132551|0.318529388|-0.042953452|-54.49698711|9.548598682|112.415579|-48.79273723|95.39676382|-28.69889692|0.426481765|455.31741460000006|-1549.740434|0.238023252|8.596645087999999|14.98931431|0.743623723|6296.75201|-1035.442755|37.66374367|0.020701483|-350.0740123|689.2886595|0.0|1.0|0.0|3.0|0.0|0.13|1.92|1.0|131.85|6.0|-3.52|5.0|-7.79|0.0|0.0|-3.45|0.000304|1.55|0.0|0.0|7.19e-07|-0.06059|3.9049|-1401.669694|-1401.637414|1190.22|367.26|317.51|0.6933199999999999|0.7058300000000001|0.0059|-0.13908|6.7649|0.03228003|-1401.452487|55.0|7.2596|7.2596
12d_a31|0.0|0|0|0|1|1|0.0|0|-0.042401695|-0.697102094|-0.002456634|-0.085780934|10.31169788|-0.032270224|2|0.000127275|-0.067477864|-0.214049412|0|0.8066174070000001|0.8343242820000001|-0.057226679|0.771222772|-0.0938723509999999|0.0296918329999999|-66.58534562|21.06095035|0.294550252|-0.032542687|-57.85220856|14.93891054|557.514503|-47.23018217|99.79879739|-23.08311261|0.389382761|500.3881827|-1223.404968|0.361635149|9.445278138|15.46841054|0.63768714|5753.290126|-867.7831284|36.15974873|0.02571268|-196.2893506|647.1500428999999|1.0|1.0|1.0|2.0|3.9|0.38|6.04|2.0|112.97|9.0|-5.61|5.0|-6.36|0.0|0.0|-4.39|2.48e-06|3.46|0.0|0.0|2.3500000000000002e-08|-0.03128|3.8477|-1657.471849|-1657.428467|1201.63|322.23|322.23|0.7006600000000001|0.7006600000000001|0.2566|-0.15968|2.4186|0.04338158|-1657.245177|0.51|6.2924|6.2924
2_a3|0.0|0|0|0|0|0|0.0|2|-0.103423993|-0.311617665|-0.006049098|0.09933632|10.31162302|0.036301827|1|-0.0045709459999999|-0.18746945|0.032450556|2|0.899733837|0.769486995|0.065162907|0.841871246|-0.104577702|0.011938463|-49.07072207|5.601853871|0.249793422|-0.033150466|-20.68016573|2.628543258|74.89956423|-23.02532673|53.05538527|-15.55510657|0.458202525|352.0174726|-528.8736235|0.272015731|4.88513521|9.016533738|0.845708123|4446.904467|-248.1619888|21.36736636|0.019143348|-213.9529255|330.4083896|1.0|1.0|1.0|1.0|2.22|0.0|4.34|0.0|90.49|2.0|-4.75|3.0|-5.93|0.0|0.0|-4.27|1.7800000000000002e-05|3.13|0.0|0.0|1.3e-07|-0.06423|5.4397|-1272.143337|-1272.114086|841.85|371.73|227.92|0.37284|0.69543|0.0962|-0.14605|4.0121|0.02925101|-1272.04778|3981.0|5.4|5.4
47a_a18|0.0|0|0|0|1|1|0.0|0|0.043161338|-0.464122017|-0.005483379|-0.025401815|10.35082811|0.052572636|0|-0.000633273|0.066507683|-0.358939392|0|0.842412605|0.766261502|0.089156939|0.792293789|-0.082855697|0.014124484|-67.93456546|11.58086543|0.2212091389999999|-0.036234741|-66.76209701|9.49531639|110.0917322|-55.70051708|93.5899242|-29.70938001|0.483193636|638.5417107999999|-2198.494121|0.2063806289999999|10.20255289|19.74153879|0.934960691|8405.670404|-1802.576619|37.435301|0.014835962|-481.4854016|1225.939287|1.0|1.0|1.0|3.0|0.0|0.28|0.48|3.0|158.24|12.0|-6.74|5.0|-6.49|0.0|0.0|-5.58|1.8100000000000002e-07|4.44|0.0|1.0|5.4e-09|-0.05191|3.1947|-2098.807018|-2098.773074|1536.87|388.09|388.09|0.69508|0.69508|0.6094|-131.0|2.6271|0.0339441|-2098.359766|1.0|9.0|9.0
3a_a32|0.0|1|1|0|0|0|0.0|0|-0.014365682|-0.250406908|-0.002794182|0.102212031|10.31100283|0.125185185|3|-0.001223394|-0.028290955|-0.1568626659999999|0|0.84134255|0.844272053|0.215012723|0.7757299320000001|-0.080607266|0.0224684379999999|-37.30101542|10.39727075|0.182929032|-0.032360692|-20.78892268|4.811337463|0.0|-17.261046399999998|55.87310101|-14.97491147|0.461044711|378.0996237|-449.2473442|0.327690097|5.755284924|10.67859439|0.855441483|4249.04624|-207.8892268|22.27382254|0.0236593529999999|-159.4728294|278.73805810000005|1.0|1.0|1.0|1.0|2.21|0.07|5.77|0.0|83.28|2.0|-5.32|3.0|-5.77|0.0|0.0|-4.35|4.83e-06|3.31|0.0|0.0|7.66e-07|-0.0558|3.6308|-1554.796165|-1554.768725|801.12|341.48|341.48|0.70229|0.70229|0.2719|-0.15058|3.6178|0.02744024|-1554.748543|3.0|8.5686|8.5686
8a_a12|0.0|0|0|0|1|1|0.0|3|-0.205012437|-0.362413703|-0.001510006|-0.050603335|10.95472846|-0.084035283|0|0.000249868|-0.3422915179999999|-0.226106307|2|0.913877696|0.763500863|-0.146966854|0.862306783|-0.05926895|0.010336879|-30.69873711|5.354053791|0.107343574|-0.033836466|-24.96342938|2.773166902|0.0|-15.90061008|55.45388635|-17.52581709|0.46777503|462.3571879|-771.1359521|0.208569274|5.113243051|9.607296424|0.878904705|4806.044707999999|-399.41487|22.14447395|0.014012546|-301.89687089999995|464.1781753|1.0|0.0|1.0|1.0|3.06|0.15|3.87|0.0|105.24|3.0|-3.9|4.0|-6.04|0.0|1.0|-4.21|0.000125|3.18|0.0|0.0|1.28e-08|-0.06246|3.9091|-1046.0428949999998|-1046.0210880000002|952.71|317.17|317.17|0.6309100000000001|0.6309100000000001|0.2486|-0.15696|3.6588|0.02180654|-1045.902509|199.0|6.7011|6.7011
6e_a40|0.0|0|0|1|1|2|1.75595616|0|-0.15110197|-0.69771706|-0.0026177839999999|0.103594243|10.30179954|-0.205140551|2|-0.002992481|-0.276969278|-0.037027769|0|0.685858263|0.8361555479999999|-0.289988439|0.648802794|-0.107312598|0.015875595|-70.52033811|10.43262695|0.25379524|-0.04873174|-50.27304895|6.85578763|35.33106374|-46.34235117|84.95203628|-32.02400144|0.441911406|490.3675161000001|-1377.032062|0.133008824|6.972949117000001|12.49434084|0.791830204|7585.605268000001|-904.9148811|36.93694043|0.012858969|-482.3355765|587.7345677999999|1.0|0.0|1.0|1.0|3.16|0.21|5.02|2.0|125.15|5.0|-7.76|5.0|-6.09|1.0|0.0|-5.58|1.74e-08|4.4|1.0|0.0|2.35e-05|-0.09682|2.9549|-2831.191706|-2831.156883|1149.77|419.59|419.59|0.67187|0.67187|0.3625|-0.1195799999999999|8.3311|0.03482243|-2831.048968|18.0|7.7447|7.7447
47p_a18|0.0|0|0|0|1|1|0.0|0|0.025217016|-0.3775970529999999|0.00235332|-0.015960677|10.94701988|-0.049428094|0|0.003537135|0.037961877|-0.261349889|0|0.72025564|0.726294118|-0.082977829|0.710266593|-0.06909945|0.007989903|-51.14496913|5.913843751|0.1670454519999999|-0.030813794|-45.24146169|4.377217987|48.48855261|-37.85569728|69.19354871|-22.80728054|0.488811071|616.5234972999999|-1528.087796|0.181540558|9.923659881|19.41290064|0.956223901|6726.61969|-1131.036542|27.86610962|0.01090303|-471.4248324|1011.163774|0.0|1.0|1.0|2.0|0.0|0.28|3.65|3.0|144.53|9.0|-5.67|3.0|-6.07|0.0|1.0|-5.27|2.13e-06|4.35|0.0|0.0|9.35e-10|-0.05628|3.2036|-1493.759811|-1493.731375|1391.71|387.01|387.01|0.6937800000000001|0.6937800000000001|595.0|-0.13118|3.6452|0.02843634|-1493.407248|64.0|7.1938|7.1938
15a_a50|0.0|1|1|2|1|1|4.126145086|1|-0.0446629609999999|-0.234757789|0.005366038|-0.15010386|10.94500663|-0.125205943|2|0.005828749|-0.072976638|-0.209259615|1|0.797917311|0.821868651|-0.207610131|0.76745052|-0.0783960279999999|0.018014615|-46.91098865|10.77967103|0.162210104|-0.029316925|-30.25705388|6.450390922|0.0|-28.07082095|61.78266878|-17.54280159|0.4476230879999999|501.3207109|-859.5972780999999|0.294589405|8.095541483|14.65582885|0.8103580690000001|5401.219537|-514.369916|24.86892274|0.018747341|-245.8291419|569.5267957000001|1.0|1.0|1.0|1.0|2.63|0.23|3.23|1.0|110.43|5.0|-3.6|4.0|-6.78|0.0|1.0|-3.92|0.000251|2.51|0.0|0.0|8.070000000000001e-07|-0.03255|4.0408|-1199.818129|-1199.784983|1091.64|306.83|306.83|0.66132|0.66132|0.1767|-0.16693|6.6307|0.03314629|-1199.629702|41.0|7.3872|7.3872
12c_a31|0.0|0|0|0|1|1|0.0|0|-0.030192572|-0.690412101|-0.003618466|-0.094991098|10.311698300000002|-0.056866055|2|-0.000813398|-0.048694677|-0.223856622|0|0.8083148840000001|0.842823186|-0.098452311|0.770283733|-0.104643824|0.030543026|-66.41224264|19.38414321|0.334536497|-0.036326291|-52.25551342|12.30215386|553.8695417|-42.14855504|97.28775086|-23.05449459|0.448512808|422.3366652|-1152.7247289999998|0.3182913|8.091269314|14.67172662|0.813278739|5676.394271|-731.5771879|33.81868912|0.023556702|-230.6429907|583.9691392000001|1.0|1.0|1.0|2.0|3.1|0.35|5.64|2.0|108.16|8.0|-5.23|5.0|-6.53|0.0|0.0|-4.16|5.85e-06|3.1|0.0|0.0|5.79e-08|-0.0338399999999999|3.8328|-1618.1530810000002|-1618.112841|1138.89|323.48|323.48|0.7007399999999999|0.7007399999999999|0.2625|-0.15904|1.6786|0.04023903|-1617.951882|0.38|6.4202|6.4202
9_a47|0.0|0|0|0|0|0|0.0|2|-0.043270202|-0.382556052|-0.009607222|0.022031244|10.93671087|0.045804989|0|-0.007880155|-0.091848897|-0.045757939|2|0.7033922579999999|0.792070785|0.075092937|0.689770023|-0.084368438|0.009540986|-44.13640712|4.991260197|0.194850031|-0.036925422|-26.52703503|2.611122094|0.0|-23.08946904|58.96976407|-19.3171225|0.482896681|421.2052248|-811.319145|0.209348023|5.653392499|10.93281031|0.93384951|5212.504394|-424.4325604|24.43189048|0.015793737|-304.1026787|442.7664664|0.0|1.0|1.0|2.0|2.78|0.05|4.61|1.0|101.46|3.0|-5.37|4.0|-5.26|0.0|0.0|-5.2|4.29e-06|4.43|0.0|0.0|3.4000000000000003e-09|-0.05037|5.7429|-1149.090086|-1149.055456|959.59|333.44|215.89|0.3885099999999999|0.69084|0.2208|-0.1545099999999999|2.2966|0.03463008|-1148.949486|25.0|7.6|7.6
4_a18 (SD-208)|0.0|0|0|0|2|2|0.0|3|-0.020226647|-0.498304229|-0.018723101|-0.009648044|10.95382003|-0.056245435|0|-0.015153358|-0.047745689|-0.3630339729999999|1|0.773173718|0.83508768|-0.098971722|0.721664823|-0.077885485|0.0211761979999999|-40.10670787|10.90456851|0.22090326|-0.034985357|-26.40375252|5.615248385|0.0|-20.652731600000003|69.63488061|-18.01551972|0.454067432|401.1916387|-666.5742296|0.397970979|6.239898178|11.42979655|0.831728055|5348.394288|-343.2487827|29.9246699|0.035654206|-105.0785813|363.2306414|1.0|1.0|1.0|1.0|2.54|0.0|3.54|1.0|92.87|3.0|-4.29|6.0|-6.31|0.0|0.0|-4.38|5.12e-05|3.02|0.0|0.0|7.06e-09|-0.09992|5.1755|-1542.296276|-1542.276332|895.83|378.26|239.56|0.4646|0.69028|0.2316|-0.13588|3.4629|0.0199445|-1542.207472|0.08|7.0969|7.0969
9h_a24|0.0|0|0|1|0|0|1.726213624|2|0.078066659|-0.105982525|0.013595277|-0.209618231|10.96661419|-0.002471577|2|0.012380829|0.144624936|-0.047269812|2|0.687815726|0.78742035|-0.004960317|0.656172477|-0.060337884|0.018457687|-28.52000725|8.724425117000001|0.1162247219999999|-0.026280957|-15.35662744|4.123788393|1.773520599|-13.48059881|47.51520531|-12.42226332|0.477589721|417.7355164|-422.3569529|0.427628742|5.805547147|11.11300329|0.914204295|4170.098082|-199.6361567|21.70315707|0.031789952|-68.41568372|295.8603625|0.0|1.0|1.0|1.0|1.96|0.0|2.42|0.0|82.17|3.0|-2.83|4.0|-6.85|0.0|1.0|-3.24|0.00147|1.7|0.0|0.0|8.95e-07|-0.0435399999999999|5.1739|-945.2642633|-945.2337612|831.92|285.43|239.63|0.54606|0.61928|0.0073|-0.18239|5.6654|0.0305020989999999|-945.200628|77.0|7.1135|7.1135
4b_a46|0.0|0|0|1|1|1|2.189591837|2|-0.082722572|-0.058945144|0.012332859|-0.135121207|10.96200942|-0.111103941|1|0.011806162|-0.128843936|-0.123416853|2|0.6901151990000001|0.7306307590000001|-0.153841155|0.69830739|-0.0524080009999999|0.007568202|-28.58477842|4.127907383|0.064754938|-0.0229342729999999|-20.89467173|2.251475261|56.7922535|-15.59093155|42.65239101|-12.50898928|0.428987199|510.1086157|-612.9404746|0.189531974|5.76401157|10.09436488|0.751274223|4681.895329999999|-334.31474760000003|15.43427855|0.007963679|-338.6757579|538.4165208|0.0|1.0|1.0|0.0|3.03|0.38|4.69|1.0|101.7|2.0|-4.35|3.0|-5.67|0.0|1.0|-4.63|4.49e-05|3.74|0.0|0.0|6.38e-08|-0.02729|4.5515|-1033.556797|-1033.535029|1020.9|272.4|272.4|0.68682|0.68682|0.1784|-0.19082|3127.0|0.02176759|-1033.378455|548.0|6.2612|6.2612
12ap_a36|0.0|0|0|0|2|2|0.0|2|0.066185994|-0.424579308|-0.000143196|-0.105824575|10.95430638|-0.042675894|1|0.001194592|0.117738331|-0.175397741|1|0.8707354620000001|0.832758813|-0.074596774|0.8212311840000001|-0.082622504|0.0217479329999999|-54.21070432|14.26936622|0.1694125169999999|-0.037473093|-45.7078307|9.36249036|0.0|-35.56900768|83.16347311|-24.58703954|0.464588|544.9693552|-1253.939017|0.262148114|8.766216204|16.37284224|0.86772056|6003.481614|-822.7409526|33.32245946|0.020575639|-312.1212186|642.3830552000001|0.0|1.0|0.0|2.0|0.0|0.13|2.75|1.0|128.47|5.0|-3.99|5.0|-7.08|0.0|0.0|-3.95|0.000101|2.4|0.0|0.0|2.21e-07|-0.06084|4.9124|-1325.199863|-1325.159466|1160.79|319.54|252.39|0.59563|0.6929|0.3982|-0.15704|7.0249|0.04039655|-1325.0127220000002|32.0|7.4949|7.4949
8a_a31|0.0|0|0|0|1|1|0.0|0|-0.1480271209999999|-0.586331322|-0.013230176|-0.135144546|10.31170053|-0.01861065|2|-0.009293513|-0.258538098|-0.094359203|0|0.938325481|0.837862749|-0.030149254|0.883113019|-0.122293189|0.0375544779999999|-60.46233433|18.56711239|0.405860136|-0.0416959379999999|-33.35560699|9.179668678|465.4559302|-29.89286568|82.32407724|-20.61467025|0.4512945479999999|293.7455749|-742.1281291|0.333562641|5.83708559|10.63792161|0.822471411|4538.505909|-366.9116769|30.93264504|0.030052065|-164.57484340000002|324.7430642|0.0|1.0|1.0|2.0|2.05|0.2|4.16|0.0|83.83|3.0|-3.57|5.0|-7.11|0.0|0.0|-3.11|0.000269|1.56|0.0|0.0|4.62e-06|-0.02993|3.8097|-1347.541429|-1347.507102|872.11|325.45|325.45|0.7027100000000001|0.7027100000000001|0.2604|-0.1587599999999999|3.7141|0.03432763|-1347.446223|0.79|6.1024|6.1024
12ab_a30|0.0|0|0|0|2|2|0.0|2|0.018023992|-0.520212725|0.003529389|0.038312857|10.31162784|0.01563558|1|0.005111479|0.03046828|-0.207153446|1|0.8397577820000001|0.809127478|0.026596859|0.794193541|-0.082740301|0.031588146|-58.23149599999999|22.23130678|0.200246511|-0.031859359|-49.97135112|15.64609074|0.0|-40.9825333|92.49334877|-22.42218278|0.461207954|562.8556061|-1278.064418|0.3960470239999999|8.44310703|15.6704374|0.856003642|6918.884105|-899.4843201|37.1257096|0.030534507|-146.321375|792.3440337000001|1.0|1.0|1.0|1.0|0.0|0.21|3.94|2.0|140.26|7.0|-5.61|6.0|-6.39|0.0|0.0|-5.0|2.47e-06|3.81|0.0|0.0|1.47e-07|-49.0|4.8018|-1804.824495|-1804.79081|1275.19|355.06|258.2|0.46561|0.68324|0.1511|-0.14772|6.9089|0.03368522|-1804.589076|17.0|7.7825|7.7825
14h_a23|0.0|1|1|2|0|0|3.309480899|2|0.0316908439999999|-0.307907256|0.009895793|-0.024318144|10.31321773|-0.034313725|2|0.009266617|0.060820238|-0.131709531|2|0.708395022|0.79263722|-0.05745554|0.669357479|-0.063825076|0.021982565|-43.02851162|14.81983413|0.076569426|-0.033774476|-36.84086528|9.990985411|86.83095818|-29.00823506|67.44368679|-22.76950546|0.48032488|622.5428245|-1092.936262|0.246899416|7.833334036|15.0735214|0.924279155|6722.809649|-736.8173055999999|30.23434844|0.018981866|-341.2621515|646.2584547|1.0|1.0|1.0|1.0|3.2|0.04|3.4|1.0|125.0|5.0|-5.68|5.0|-6.62|0.0|0.0|-4.9|2.09e-06|3.3|0.0|0.0|3.39e-08|-0.08532|4.0506|-1722.1762399999998|-1722.148272|1190.62|337.93|306.09|0.67365|0.69933|0.2727|-0.15209|9.7146|0.02796857|-1721.99264|5.0|8.3468|8.3468
12p_a30|0.0|0|0|0|2|2|0.0|2|-0.062956958|-0.3550576729999999|0.005613018|0.000321545|10.31162861|-0.128484994|1|0.005965451|-0.109773594|-0.09353607|1|0.8414737059999999|0.7867133140000001|-0.2210072669999999|0.7991060659999999|-0.074356395|0.015107947|-47.54197452|9.659715461|0.156618406|-0.0364888379999999|-38.78387161|6.176226649|0.0|-30.39737673|68.98315679|-23.33022469|0.469983155|539.2411292|-1213.171684|0.180044528|7.392482526|13.94763694|0.886732486|6166.812731|-775.6774321|28.4530386|0.0130197619999999|-409.146112|686.039456|1.0|1.0|0.0|1.0|0.0|0.17|4.35|2.0|132.24|5.0|-5.66|4.0|-5.81|0.0|0.0|-5.15|2.21e-06|4.23|0.0|0.0|9.75e-08|-0.05169|5.1922|-1615.094336|-1615.0623480000002|1167.16|354.69|238.79|0.33929|0.68561|0.1527|-0.14823|4.0456|0.03198743|-1614.890598|17.0|7.7721|7.7721
11a_a50|0.0|1|1|2|1|1|4.088412042|1|-0.04339705|-0.134056065|0.011959339|-0.108592708|10.94500606|-0.129547471|2|0.012037198|-0.0739260509999999|-0.277408878|1|0.701976536|0.792574879|-0.200986578|0.667956827|-0.048213112|0.01848869|-25.48858279|9.774322692|0.0828728879999999|-0.025421565|-19.89396594|5.167341939|67.28055926|-13.47492066|48.67321197|-13.43949068|0.463749257|484.8529701000001|-564.4586084|0.345638567|5.965221997|11.123941699999998|0.864799282|4858.670497|-298.409489|20.53832944|0.020887781|-163.21096210000002|439.9973344|1.0|1.0|1.0|0.0|2.8|0.15|3.09|0.0|99.65|2.0|-3.58|3.0|-6.24|0.0|1.0|-4.16|0.000263|2.9|0.0|0.0|1.35e-06|-0.03284|4.0636|-1045.978598|-1045.954278|963.2|305.11|305.11|0.65485|0.65485|0.1761|-0.16769|5.4342|0.02431947|-1045.84627|59.0|7.2291|7.2291
21_a47|0.0|1|1|1|0|0|1.2247108|2|-0.034419528|-0.511216716|-0.006808306|-0.004063946|10.95058272|0.057225853|1|-0.004332497|-0.090969103|-0.277479519|2|0.612295986|0.826796636|0.0927058819999999|0.591185263|-0.082614966|0.022739546|-46.63227351|12.83540744|0.29417845|-0.033866638|-30.34731959|7.244985517000001|47.95893876|-26.32173133|70.10126935|-19.11612865|0.463113582|398.4031618|-860.2257893999999|0.355154704|7.071346534|13.17102891|0.862591353|6103.311635|-485.55711339999993|29.64451905|0.028943339|-163.5167523|482.9384172|1.0|1.0|1.0|2.0|3.32|0.1|2.94|1.0|104.49|6.0|-4.44|6.0|-6.58|0.0|0.0|-4.32|3.6e-05|3.0|0.0|0.0|1.98e-08|-0.06339|3917.0|-1375.061089|-1375.028093|1014.33|316.53|316.53|0.68296|0.68296|0.2249|-0.16158|3.6767|0.03299607|-1374.914223|5.0|8.3|8.3
