molecula|NaaNH|n9FaRing|NaasN|SRW09|nAHRing|nARing|SaasN|AATSC1c|AATSC1s|n6HRing|MATS7i|AATSC1are|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|RNCS|RPSA|TPSA_x|FNSA4|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|MOMI-Z|WNSA4|GRAV|WNSA2|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50
14j_a23|0|1|2|7.423568444|0|0|3.278390512|-0.006327927|-0.071396109|2|0.037350515|0.007671236|10.31321824|-0.055708465|2|2|0.0075222369999999|0.087218599|-0.073945564|-0.17267308|-0.463194548|2|0.616699629|0.800643488|-0.091426449|0.864845456|0.5935522360000001|1|-0.062203032|-0.082226482|0.020485263|-40.35191855|-53.34139172|40.38957571|0.154547838|100.2571987|-0.034989992|0.7739671709999999|-1.644529644|-26.17681598|-22.69846456|53.64097592|0.497137467|2943.385528|2175.598042|-14.72479008|6597.039681|-692.0651337|0.017787992|-355.4521561|1378.388999|11.53930239|0.0|0.0|1.0|1.0|1.0|1.0|3.39|0.05|26.0|-7.67|3.78|4.58|3.4|0.0|1.0|-5.58|31.0|-6.31|0.0|0.0|3.77|-5.11|2.66e-06|7.73e-06|0.0|0.0|-0.07581|3.6671|3.6671|-1729.15999|1142.37|338.1|0.65128|0.65128|-0.14816|5.8037|-0.2239699999999999|0.02207124|-1728.988797|4.0|8.3883
12an_a36|1|0|0|7.412764017000001|2|2|0.0|-0.0070293469999999|-0.046532211|2|0.0966393909999999|0.00285431|10.33556631|-0.031635802|1|1|0.003710345|0.170355752|-0.07550872|-0.133106642|-0.434819796|1|0.906423012|0.8344566859999999|-0.055405405|0.885733922|0.855081905|0|-0.073519599|-0.105145528|0.0173118669999999|-49.67568778|-71.0446809|82.43567331|0.163559846|110.5140393|-0.036995649|0.783512615|-1.997765039|-33.56484523|-24.99720254|61.37296195|0.44576647|2881.978785|2399.367452|-16.89009799|6162.848939|-912.0652916|0.015771136|-383.1273396|1722.817107|10.65623343|1.0|0.0|1.0|1.0|1.0|2.0|4.85|0.17|17.0|-7.05|3.33|2.61|2.51|0.0|1.0|-4.85|31.0|-6.64|0.0|0.0|2.33|-4.51|1.4300000000000002e-05|3.09e-05|0.0|0.0|-0.05561|5.1771|3.7872|-1670.452238|1215.98|239.49|0.44822|0.69094|-0.15474|4.3963|-0.21035|0.0345115999999999|-1670.244686|0.04|7.3979
12_a47|1|1|0|6.605297921|0|0|0.0|-0.005522244|-0.078935336|2|0.001435849|-0.0047488359999999|10.95005729|0.0295267039999999|1|1|-0.004332024|0.003417588|-0.006318684|-0.015039637|-0.326846977|2|0.6505449670000001|0.8288334490000001|0.050943962|0.90246604|0.618808977|1|-0.084846808|-0.091853238|0.018014416|-44.18983348|-47.83891561|63.89392714|0.2159289589999999|112.4599133|-0.034116917|0.680723821|-1.1940921|-23.01490672|-17.76874008|53.5720844|0.4792593739999999|2266.78114|702.3796319|-9.25429818|4816.005822|-323.9004363|0.025457205|-188.2488142|913.5950352|13.25859692|1.0|1.0|0.0|1.0|1.0|2.0|2.73|0.0|21.0|-8.11|4.19|4.98|2.6|0.0|1.0|-4.51|24.0|-5.94|0.0|1.0|3.37|-4.56|3.11e-05|2.77e-05|0.0|0.0|-0.0623|4.2907|3.9538|-1488.101254|886.46|288.96|0.66387|0.68557|-0.1633|2.1019|-0.2256|0.03721125|-1488.024564|6.0|8.2
12d_a30|0|0|0|7.412764017000001|2|2|0.0|-0.006335328|-0.033312179|2|-0.092984185|0.005613018|10.31162861|-0.075816941|1|1|0.005965451|-0.162129948|-0.053644471|-0.09353607|-0.4562256979999999|1|0.8414737059999999|0.8017873000000001|-0.130412856|0.8532172109999999|0.7991060659999999|0|-0.073829724|-0.094239701|0.015567102|-47.69710881|-60.88281322|85.1932288|0.156990075|101.4221952|-0.036246039|0.8143892140000001|-1.884794029|-30.81433963|-23.41646662|57.75411196|0.4572733479999999|2784.836855|2323.480646|-15.12802292|6120.329513000001|-786.6571918999999|0.013424098|-406.2173266|1495.177298|8.672532296|1.0|0.0|1.0|1.0|0.0|1.0|4.75|0.17|17.0|-7.01|4.35|2.93|3.04|0.0|1.0|-5.66|30.0|-5.81|0.0|0.0|2.91|-5.15|2.21e-06|7.05e-06|0.0|0.0|-0.05119|3.4821|3.4821|-1615.095823|1176.22|356.06|0.68608|0.68608|-0.1479099999999999|4434.0|-0.1991|0.03187624|-1614.894406|11.0|7.9508
22_a4|0|0|1|7.535296702|1|1|1.987636054|-0.006436201|-0.115883451|1|0.004808337|0.004765062|10.94586213|-0.023072107|1|1|0.004237768|0.00771584|0.021636871|0.034720243|-0.3877007|1|0.774689758|0.7797803109999999|-0.037423832|0.8404413829999999|0.755510052|0|-0.09491995|-0.089955967|0.010702353|-45.61565825|-43.23011833|162.9809584|0.138796849|66.70156956|-0.036468635|0.8444670409999999|-1.349339509|-21.92150631|-17.52572365|50.75888571|0.4359219589999999|1950.173729|1477.437886|-8.422332951|4074.564287|-311.62631919999995|0.011296354|-331.080892|767.88287|5.428686137000001|1.0|1.0|0.0|1.0|0.0|1.0|3.3|0.11|17.0|-5.24|3.19|3.54|2.09|0.0|2.0|-3.77|22.0|-5.91|0.0|1.0|2.81|-3.98|0.000172|0.000104|0.0|0.0|-0.03046|4.468999999999999|4.0537|-934.2706743999998|860.77|277.43|628.0|0.65771|-0.16754|3.5548|-198.0|0.030263407|-934.171365|47.0|7.3279
12d_a31|1|0|0|7.765993078999999|1|1|0.0|-0.012448252|-0.043220149|0|-0.042401695|-0.002456634|10.31169788|-0.032270224|2|2|0.000127275|-0.067477864|-0.134504227|-0.214049412|-0.550805937|0|0.8066174070000001|0.8343242820000001|-0.057226679|0.873955169|0.771222772|0|-0.0938723509999999|-0.11498416|0.0296918329999999|-66.58534562|-81.56033123|157.30671669999998|0.294550252|208.9297871|-0.032542687|0.6383648510000001|-1.724762406|-47.23018217|-23.08311261|87.64629597|0.389382761|2653.867767|2434.226776|-16.37326657|5753.290126|-867.7831284|0.02571268|-196.2893506|1916.466682|18.23846616|1.0|1.0|1.0|1.0|1.0|2.0|3.76|0.38|16.0|-7.63|6.04|4.09|1.31|0.0|1.0|-5.61|29.0|-6.36|0.0|0.0|3.76|-4.39|2.48e-06|4.06e-05|0.0|0.0|-0.03128|3.8477|3.8477|-1657.471849|1201.63|322.23|0.7006600000000001|0.7006600000000001|-0.15968|2.4186|-0.19096|0.04338158|-1657.245177|0.51|6.2924
47o_a18|0|0|0|7.03438793|1|1|0.0|-0.006476544|-0.055408687|0|-0.006238734|-0.00046896|10.94702017|-0.038296569|0|0|0.000787517|-0.009467295|-0.103458566|-0.156998637|-0.490807196|0|0.7452092359999999|0.7435044540000001|-0.066242713|0.781148177|0.733228144|0|-0.077288013|-0.088436375|0.008692675|-56.13142962|-64.2280736|77.37089184|0.193127002|140.2610102|-0.034545459|0.872753077|-2.210909375|-40.76618466|-25.08909125|62.44459815|0.493146875|2857.120021|1393.529823|-18.22128055|6462.6049570000005|-1166.161955|0.008265369|-541.4335917000001|1839.812293|6.002832126|1.0|1.0|0.0|1.0|1.0|3.0|4.17|0.25|18.0|-9.37|3.69|3.0|2.94|0.0|1.0|-5.66|34.0|-6.12|0.0|0.0|2.76|-5.08|2.19e-06|8.38e-06|0.0|0.0|-0.0502|3.22|3.22|-1455.574672|1352.29|385.04|0.69248|0.69248|-0.13203|2.2316|-0.18223|0.02736851|-1455.231246|47.0|7.3279
12_a4|0|0|1|7.535296702|1|1|2.070952433|-0.0021497879999999|-0.271149771|2|-0.0334644329999999|0.005795666|10.31168324|0.028152112|1|1|0.009024784|-0.055590089|-0.051501982|-0.085553511|-0.220286906|2|0.5687812560000001|0.8157155359999999|0.04172421|0.8749408470000001|0.531333552|1|-0.070256284|-0.074699711|0.01168879|-41.69390404|-44.33087544|15.80191019|0.194761903|115.5823166|-0.025916226|0.717772573|-1.269895089|-24.74343259|-15.38009964|48.6306683|0.470780296|2927.48584|1962.933988|-9.127388465|6390.233612|-447.2420348|0.015603795|-258.476202|1049.9494|9.260141177|1.0|0.0|1.0|1.0|1.0|0.0|3.41|0.23|21.0|-7.84|3.69|4.98|2.17|0.0|1.0|-4.18|29.0|-6.84|0.0|0.0|3.3|-4.33|6.57e-05|4.64e-05|0.0|0.0|-0.06898|4.8592|3.8083|-1617.861623|1101.33|255.16|0.63967|0.68825|-0.16224|7.8701|-0.2312199999999999|0.03555871|-1617.634733|9.29|5032.0
3_a4|0|0|1|7.535296702|1|1|2.147369615|-0.001141383|0.03287721|2|-0.07806942|0.011825591|10.92992985|0.050638298|1|1|0.011276682|-0.129930078|-0.048796855|-0.08121207|-0.133874898|2|0.637819558|0.773786787|0.0904255319999999|0.8367373309999999|0.623172012|1|-0.052578183|-0.06572153|0.010568144|-25.5405205|-31.92506825|12.23442244|0.080195284|38.95587796|-0.024645574|0.7196876640000001|-0.985822953|-12.40663231|-11.97190059|30.67413075|0.430553837|2159.04913|1602.411021|-5.815502811|4677.30755|-232.6201124|0.015358792|-213.4321476|665.3942366|7.460728516|1.0|1.0|0.0|1.0|1.0|0.0|2.99|0.15|21.0|-7.19|4.02|4.11|2.44|0.0|1.0|-3.7|24.0|-5.99|0.0|1.0|3.31|-4.26|0.000198|5.520000000000001e-05|0.0|0.0|-0.04964|4.9088|4.0639|-990.6395508|905.23|252.57|0.58445|0.58615|-0.17005|2681.0|-0.21969|0.024645265|-990.514888|104.0|6983.0
1_a6 (SB-431542)|1|0|0|7.423568444|1|1|0.0|-0.015636898|-0.175408303|1|0.1008839219999999|-0.011639964|10.94959842|-0.0492229479999999|1|1|-0.008385698|0.164429684|-0.020716495|-0.033765606|-0.567791164|1|0.838928085|0.7462411859999999|-0.083341531|0.805877431|0.795744863|0|-0.126408788|-0.122555709|0.033020439|-74.98172333|-72.69619778|160.410387|0.405958714|240.8019609|-0.0462988229999999|0.7531996609999999|-2.083447046|-44.47680367|-27.46300805|94.56841061|0.472445176|2678.823231|1890.228713|-16.29019397|5748.417262|-733.0587287000001|0.02438148|-300.3801761|1640.78056|14.4623285|1.0|1.0|1.0|1.0|1.0|2.0|3.25|0.05|23.0|-7.69|4.04|3.63|1.54|0.0|1.0|-4.52|29.0|-6.73|0.0|0.0|2.85|-4.25|3.03e-05|5.660000000000001e-05|0.0|0.0|-0.05971|3.8208|3295.0|-1292.588032|1049.69|324.5|0.55256|0.69868|-0.13329|6.0113|-193.0|0.03494577|-1292.41452|1542.0|5.8119
47g_a18|0|0|0|7.03438793|1|1|0.0|-0.005817448|-0.034211867|0|-0.048472184|0.0036509859999999|10.94702253|-0.008224928|0|0|0.00531392|-0.071877686|-0.264839041|-0.3927204379999999|-0.4138670829999999|0|0.765824398|0.750610215|-0.014370598|0.780474694|0.745431271|0|-0.065225536|-0.08547236|0.013404131|-55.35188184|-72.53379954|111.5517627|0.165575846|140.5114492|-0.029212072|0.731870777|-2.307753726|-46.97287277|-24.79003275|66.72693367|0.4913566339999999|3367.0578530000003|2268.439188|-21.03738872|7870.887027|-1661.953709|0.016259076|-393.5416883|2675.8994190000003|13.79782369|1.0|1.0|0.0|1.0|1.0|2.0|4.87|0.34|18.0|-9.22|3.22|3.6|2.79|1.0|1.0|-6.11|40.0|-6.4|0.0|0.0|2.83|-5.52|7.76e-07|3.01e-06|1.0|1.0|-0.04413|3.0965|3.0965|-1743.375845|1604.37|400.4|0.69828|0.69828|-0.12789|4966.0|-0.17202|0.02960182|-1742.847918|9.0|8.0458
8d_a8|1|0|1|7.05012252|0|0|1.41693287|-0.0111144189999999|-0.155313194|1|0.071729931|-0.00267541|10.94649761|-0.117111249|1|1|-0.001038264|0.111668404|0.016471091|0.025642021|-0.4385133129999999|1|0.76211539|0.757805416|-0.179357354|0.804372443|0.734212688|0|-0.1072746469999999|-0.103150936|0.028038295|-69.95878302|-67.26951954|57.93693239|0.306707511|200.0182229|-0.03820405|0.675359878|-2.063018716|-45.62337399|-24.91463687|88.24385833|0.483207744|2863.968296|2093.380666|-16.2479927|6596.888351|-877.3916055999999|0.029166961|-228.7206541|1992.108851|19.02113117|0.0|0.0|1.0|1.0|1.0|2.0|3.61|0.12|23.0|-7.62|3.93|3.32|1.92|0.0|1.0|-4.91|32.0|-6.87|0.0|0.0|3.0|-4.47|1.24e-05|3.4200000000000005e-05|0.0|0.0|-0.0600299999999999|4.6765|3.2963|-1447.595474|1185.65|265.12|0.62361|0.70165|-0.13754|6.0111|-0.19757|0.03604461|-1447.354662|18.61|4.7303
33_a20|0|0|1|6.842683282|0|0|1.915285809|-0.00145476|0.023539095|2|0.148855442|0.009265667|10.93244905|-0.062750442|1|1|0.008780074|0.248715569|-0.036258691|-0.060582944|-0.1771816269999999|2|0.616352201|0.74131936|-0.10978034|0.802353442|0.607038752|1|-0.058927252|-0.069838312|0.012738882|-38.58254635|-45.72654913|8.680600701|0.0506104|33.13709773|-0.0265385579999999|0.759356182|-1.326927921|-25.26187502|-17.37608867|46.92331405|0.465855239|2737.8873550000003|2274.654579|-11.3769728|5916.443448|-568.84864|0.013564844|-339.6262863|1144.132956|8.881565237|1.0|0.0|1.0|1.0|1.0|0.0|3.39|0.08|27.0|-9.69|5.33|5.39|2.61|0.0|1.0|-5.6|31.0|-5.58|0.0|0.0|4.28|-5.53|2.48e-06|2.98e-06|0.0|0.0|-0.0582899999999999|5443.0|3.8867|-1275.852801|1174.95|227.79|0.27375|0.6129|-0.15959|3.5714|-0.21788|0.02957286|-1275.662457|34.0|7.4685
4p_a46|0|0|1|7.825245291|1|1|2.102855253|-0.004413243|-0.038295755|0|-0.164311513|0.005152176|10.93681929|-0.120823841|1|1|0.004453195|-0.251219946|0.066453878|0.101602982|-0.369670745|0|0.7471162309999999|0.747019097|-0.1623103719999999|0.7911509609999999|0.751334374|0|-0.0997229069999999|-0.083274013|0.007398064|-56.55658053|-47.22779946|175.10295019999998|0.094033511|53.32991189|-0.029978645|0.87420565|-1.498932241|-32.07534663|-17.00200781|60.7522985|0.423511708|2257.769185|2219.4587530000003|-9.642472876|5167.091582|-482.1236438|0.006740305|-424.4519674|972.4260993|3.822678404|1.0|0.0|1.0|1.0|0.0|1.0|3.89|0.3|17.0|-7.05|4.85|5.25|3.2|0.0|1.0|-5.8|27.0|-5.09|0.0|1.0|4.25|-5.4|1.59e-06|4.03e-06|0.0|0.0|-0.0393|5.4796|3.9958|-1129.65844|1058.54|226.26|0.43709|0.70138|-0.16819|3.6961|-0.20749|0.03979459|-1129.4459470000002|341.0|6.4672
21_a34|0|0|1|8.002694162000001|2|2|1.88614418|-0.012535886|-0.091664226|1|-0.125881566|-0.001643445|10.94874873|-0.009996155|1|1|0.00130996|-0.201539853|-0.254686357|-0.407759867|-0.514364527|1|0.702772307|0.740092842|-0.015568862|0.796991578|0.660871869|0|-0.09533089|-0.117789944|0.034163186|-63.96857813|-79.03896823|168.9671187|0.323609157|217.1470086|-0.041572921|0.728260094|-2.120218984|-42.9239565|-27.89610644|86.89263143|0.4688149339999999|3115.110331|2429.6035|-18.7187412|7048.305909000001|-954.6558014|0.023973624|-306.332473|1953.562249|16.08669155|0.0|0.0|1.0|1.0|1.0|0.0|3.43|0.12|23.0|-7.68|3.64|3.23|1.72|0.0|1.0|-4.5|33.0|-6.83|0.0|0.0|3.03|-4.71|3.14e-05|1.94e-05|0.0|0.0|-0.07534|4.3011|3091.0|-1483.3359380000002|1182.6|288.26|0.6893199999999999|0.69292|-0.13338|5.3432|-0.20872|0.03023936|-1483.12009|3.36|5.4737
9_a3|0|0|0|6.823286122000001|0|0|0.0|-0.007847313|-0.100592457|1|-0.126542538|-0.004918099|10.31162238|0.023606557|1|1|-0.003863265|-0.216450234|0.083014843|0.141996379|-0.614170287|1|0.923357627|0.6729843740000001|0.042154567|0.7327715159999999|0.865283439|0|-0.095161413|-0.083555008|0.007377805|-44.74600478|-39.28853824|223.4501605|0.15350225|72.17854599|-0.038196575|0.886859678|-1.336880133|-21.04009269|-17.96047462|48.21513485|0.413418346|2017.0704920000005|1383.145159|-8.445224386|4430.929894|-295.5828535|0.008976383|-363.8118546|708.8118076000001|4.220799781|1.0|1.0|1.0|1.0|1.0|1.0|3.1|0.0|21.0|-7.26|4.9|4.62|2.42|0.0|1.0|-5.53|22.0|-5.21|0.0|0.0|3.7|-4.9|2.96e-06|1.25e-05|0.0|0.0|-0.03999|5.8185|3.7356|-1256.087705|857.36|213.09|0.3639699999999999|0.6724600000000001|-0.15834|2.0863|-0.19833|0.0242342|-1256.002529|10965.0|4.96
13b_a50|0|1|2|7.934155233999999|2|2|4.253030728|-0.003876697|0.010464577|2|-0.0204949039999999|0.010435712|10.94500743|-0.054716607|2|2|0.011379776|-0.03182432|-0.173463805|-0.269353185|-0.319215353|1|0.749187803|0.788327682|-0.097736369|0.828965118|0.71935296|1|-0.051509874|-0.080785633|0.019899348|-36.81915624|-57.74541064|104.0753113|0.093835987|67.07377798|-0.026928544|0.700410304|-1.696498291|-26.31826007|-19.24847021|51.04317051|0.4321103879999999|3036.874979|2147.355856|-13.75876844|6639.077063000001|-866.8024118999999|0.017277404|-286.5057775|1731.347493|12.34985404|1.0|1.0|1.0|1.0|1.0|0.0|4.78|0.37|20.0|-7.23|4.24|5.12|2.52|0.0|1.0|-5.02|34.0|-6.3|0.0|0.0|3.99|-5.1|9.65e-06|7.92e-06|0.0|0.0|-0.02606|4.2315|4.1161|-1470.401544|1339.39|293.0|0.65332|0.63872|-0.1701599999999999|5.5271|-0.19622|0.03156473|1470.104535|1.83|5.7375
5a_a49|0|0|1|7.853604813|2|2|2.111324504|-0.009147269|0.007039248|2|-0.072902329|0.007647515|10.92976459|0.076610236|1|1|0.008623164|-0.1205081119999999|-0.158356406|-0.26176436|-0.51958118|2|0.66494289|0.7979412790000001|0.127914587|0.855876084|0.632463498|1|-0.072109357|-0.0787216|0.028578361|-42.1802818|-46.04810561|124.92862240000002|0.199909945|116.9370825|-0.027311576|0.6069287529999999|-1.338267206|-24.67330519|-15.97587337|58.89715956|0.490453006|2797.737637|1887.422375|-9.345067946|6294.404170000001|-457.9083293000001|0.0270848489999999|-125.09569170000002|1289.801795|15.84324998|0.0|0.0|1.0|1.0|1.0|0.0|3.37|0.22|21.0|-6.92|3.3|3.68|2.07|0.0|1.0|-3.84|30.0|-6.84|0.0|1.0|2.93|-4.29|0.000146|5.09e-05|0.0|0.0|-0.05062|5.2443|3.9219|-1311.995327|1082.25|236.42|0.31953|0.66225|-0.16176|5.6104|-0.21238|0.03478454|-1311.799168|43.0|7.3665
4q_a46|0|0|1|7.832410927000001|1|1|2.151582577|-0.001250008|0.004704245|2|-0.012611536|0.012173202|10.96363644|-0.081623022|1|1|0.012222698|-0.019471024|-0.1214838219999999|-0.187559576|-0.125840557|2|0.716317772|0.807871283|-0.121752717|0.848935944|0.703627625|0|-0.052170875|-0.070035423|0.014510206|-29.12008262|-39.09149156|38.31894407|0.086449996|48.25357162|-0.021010627|0.61955726|-1.050531344|-16.25388148|-11.72744747|37.21920695|0.487775649|2234.596293|1491.412605|-6.545879136|4992.497361|-327.2939568|0.018430997|-133.46593529999998|946.4377411|10.28758193|1.0|1.0|1.0|1.0|1.0|0.0|3.95|0.38|17.0|-6.94|4.09|4.09|1.75|0.0|1.0|-3.41|26.0|-6.54|0.0|1.0|3.15|-3.89|0.000389|0.000129|0.0|0.0|-0.03042|4.5296|4.5296|-1108.751283|1043.05|273.72|0.69002|0.69002|-0.1903|2.7026|-0.2207199999999999|0.02185677|-1108.566571|743.0|6129.0
12e_a36|1|0|0|7.412764017000001|2|2|0.0|-0.007100632|-0.043085717|2|0.144415507|0.002951176|10.95346131|-0.084051264|1|1|0.003962098|0.244642918|-0.104118159|-0.1763783589999999|-0.43688276|1|0.90414347|0.7975411790000001|-0.144846626|0.847602953|0.856274847|0|-0.07049439|-0.100988761|0.019063245|-44.83739063|-64.2330904|65.27404529|0.161913613|102.9838531|-0.036203518|0.7610764190000001|-1.918786459|-28.51846223|-23.02695694|56.96241436|0.466721981|2709.877204|2309.239105|-14.64611103|5929.071389|-776.2438847|0.017716522|-332.11111980000004|1603.556077|11.26845175|1.0|0.0|0.0|1.0|0.0|2.0|4.85|0.17|17.0|-6.97|3.24|2.19|2.24|0.0|1.0|-4.16|30.0|-6.55|0.0|1.0|2.14|-4.3|6.929999999999999e-05|5.05e-05|0.0|0.0|-0.04962|3.8364|3.6699|-1272.2668210000002|1142.19|323.18|0.6814600000000001|0.70007|-0.15189|6.5974|-0.20151|0.03037051|-1272.0579810000002|14.0|7.8539
13_a15|0|0|0|0.0|1|1|0.0|-0.006348913|-0.031457366|3|-0.006938727|0.001806571|10.95980212|0.005149745|0|0|0.003766915|-0.010882979|-0.173728081|-0.272482143|-0.357554652|2|0.843715005|0.729838386|0.009456191|0.7784213259999999|0.796300317|0|-0.068526782|-0.098053528|0.016196467|-43.2365883|-61.86632281|142.67217639999998|0.114512421|72.25096855|-0.033811561|0.755283433|-1.961070565|-27.279882500000003|-21.33321476|53.45565817|0.482317225|3028.485145|3581.589629|-13.46007201|7196.400881999999|-780.6841766|0.01672103|-322.1392954|1638.227985|10.55004024|1.0|1.0|1.0|0.0|0.0|1.0|4.13|0.07|24.0|-8.9|4.33|6.69|2.52|0.0|1.0|-6.32|34.0|-5.26|1.0|0.0|4.61|-6.1|4.77e-07|7.970000000000001e-07|0.0|0.0|-0.03946|3942.0|2.5721|-1450.756042|1231.11|314.52|0.63827|0.70626|-0.11283|3.5479|-0.15229|0.02844037|-1450.462642|6.0|8.2218
46_a18|0|0|0|7.03438793|2|2|0.0|-0.005378956|-0.018808538|1|-0.046124025|0.002300582|10.94680484|-0.052591109|0|0|0.003512954|-0.069691797|-0.1483628609999999|-0.224171123|-0.448177615|0|0.7100921609999999|0.729629263|-0.090469229|0.76616843|0.699483099|0|-0.069742249|-0.076485888|0.008975181|-49.54738918|-54.33831169|0.946462387|0.173455401|123.2289237|-0.029244604|0.782232748|-1.988633091|-35.20023815|-20.77641329|55.92367899|0.4548138479999999|3052.94234|1848.661552|-14.76030741|7150.333139|-1003.700904|0.013181412|-401.0164861|1806.107079|9.36454702|0.0|1.0|0.0|1.0|1.0|2.0|4.27|0.3|18.0|-8.82|3.68|3.3|3.33|0.0|1.0|-5.68|36.0|-6.14|0.0|1.0|2.93|-5.47|2.08e-06|3.35e-06|0.0|0.0|-0.04995|3225.0|3225.0|-1532.992457|1380.79|384.45|0.69181|0.69181|-0.13224|2656.0|-0.18219|0.0239301|-1532.562476|186.0|6.7305
6_a27|1|0|1|6.823286122000001|0|0|1.7996617540000002|-0.007874167|-0.072298665|2|-0.237047381|0.00526746|10.93737136|0.081320966|1|1|0.0058042269999999|-0.406859288|-0.1044763|-0.179319226|-0.541168953|2|0.678057835|0.787663648|0.1272522519999999|0.849515128|0.650575651|1|-0.0786267609999999|-0.090025109|0.020552125|-38.92545695|-44.56839492|125.8234721|0.214952384|106.4156743|-0.034625042|0.774820398|-1.35037664|-19.27068071|-17.14169035|49.10012093|0.47262982|2196.1151210000003|1193.992326|-8.486272674|4761.820508|-330.96463430000006|0.01635203|-272.1086175|862.8140479|8.095338503999999|0.0|0.0|0.0|0.0|0.0|1.0|3.0|0.11|21.0|-6.67|3.48|2.79|2.42|0.0|1.0|-3.62|24.0|-6.55|0.0|1.0|2.71|-3.82|0.000242|0.000153|0.0|0.0|-0.04793|5.5447|4.1391|-1043.831559|896.68|223.61|0.3366099999999999|0.61083|-0.17007|2.7521|-218.0|0.02494141|-1043.728133|1.0|9.0
9n_a24|1|0|0|6.605297921|0|0|0.0|-0.003323852|0.001099755|2|-0.141205159|0.008307337|10.94875265|-0.03088354|1|1|0.008809179|-0.22754075|-0.12451554|-0.200646773|-0.225226606|2|0.786587307|0.7584388259999999|-0.058520736|0.804201677|0.755793189|0|-0.052106597|-0.0777274979999999|0.017608478|-35.21502941|-52.53031811|48.691073|0.095443402|64.50319929|-0.026905672|0.652126509|-1.399094961|-23.79925701|-18.18357165|47.11530904|0.4331595789999999|2542.730334|1361.307012|-12.28894317|5356.5828|-639.0250449|0.021951174|-205.6223122|1449.942171|14.83518955|1.0|1.0|1.0|1.0|1.0|1.0|3.17|0.17|23.0|-8.64|4.41|4.14|1.42|0.0|1.0|-4.14|29.0|-6.47|0.0|1.0|3.13|-4.29|7.2e-05|5.14e-05|0.0|0.0|-0.03818|4.9139|4.1028|-1239.1274939999998|1155.03|252.31|0.44042|0.63085|-0.1658099999999999|2.8552|-0.20399|0.03188309|-1238.917278|19.0|7.7212
8_a20 (IN-1130)|1|0|0|6.842683282|0|0|0.0|-0.009430196|-0.124997065|2|0.1728459339999999|-0.006620594|10.94899447|-0.0574882679999999|1|1|-0.004654742|0.293415753|-0.049177437|-0.083481481|-0.573278819|2|0.811128636|0.760688473|-0.0957193819999999|0.817914963|0.7741509329999999|1|-0.09623672|-0.097790028|0.0158089389999999|-63.72828772|-64.75689362|336.574332|0.272572869|180.4986934|-0.035730972|0.7481063720000001|-1.858010535|-42.20109173|-23.66117267|74.19702161|0.4824986429999999|2849.395895|1829.419484|-15.66851008|6291.586155|-814.7625241000001|0.018957805|-328.593789|1644.660472|12.55392404|1.0|1.0|1.0|1.0|1.0|2.0|3.49|0.08|27.0|-9.63|4.97|4.08|1.33|0.0|1.0|-4.85|32.0|-6.83|0.0|0.0|3.14|-4.55|1.42e-05|2.82e-05|0.0|0.0|-0.07014|4.9797|3.2329|-1368.412748|1192.01|248.98|0.4377|0.7007399999999999|-0.13622|3803.0|-0.20636|0.04004011|-1368.180121|36.0|7.4437
