molecula|NaaNH|n9FaRing|NaasN|SRW09|nAHRing|nARing|SaasN|AATSC1c|AATSC1s|n6HRing|MATS7i|AATSC1are|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|RNCS|RPSA|TPSA_x|FNSA4|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|MOMI-Z|WNSA4|GRAV|WNSA2|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50
A8301_a51|0|0|1|6.86171134|0|0|1.700610355|-0.00449765|-0.028789626|2|0.078523314|0.00740124|10.31321735|-0.1227504419999999|1|1|0.007083041|0.135886548|-0.0357324579999999|-0.0618359079999999|-0.4354420879999999|2|0.7595189840000001|0.6959300979999999|-0.21474885|0.750630149|0.7234449559999999|1|-0.055295165|-0.0780376929999999|0.008152073|-35.90764428|-50.67621589|36.55933899|0.065260105|42.37868986|-0.032775831|0.854959635|-1.6387915469999998|-23.3177516|-21.28401067|41.20144811|0.4799553379999999|2799.106729|2461.663545|-13.82143785|6401.6494600000005|-691.0718926|0.009586697|-461.0082758|1244.737752|6.225421319|1.0|1.0|1.0|1.0|1.0|1.0|3.49|0.04|27.0|-9.38|5.5|5.52|3.35|0.0|1.0|-6.6|31.0|-5.31|0.0|0.0|4.58|-5.93|2.5e-07|1.17e-06|0.0|0.0||||||||||||||12.0|7.9208
17_a20|1|0|0|6.842683282|0|0|0.0|-0.005457467|0.00038506|3|0.065447136|-0.000495713|10.94884838|-0.072863159|1|1|0.000922796|0.1134578219999999|-0.116922879|-0.202695123|-0.456415963|3|0.760575852|0.7494736590000001|-0.127696675|0.812578598|0.71987165|1|-0.063665681|-0.081404237|0.015032258|-41.75129828|-53.38406095|66.47074027|0.0879464559999999|57.67438055|-0.0315649079999999|0.75430388|-1.5466805119999998|-27.38007162|-20.699942|51.60929807|0.455285305|2761.976599|2210.790304|-13.57480888|6012.640572|-665.1656349|0.016793117|-333.5397332|1344.679757|11.012753300000002|0.0|1.0|1.0|1.0|1.0|1.0|3.5|0.08|27.0|-10.14|5.8|4.85|1.45|0.0|0.0|-5.36|31.0|-6.09|0.0|0.0|3.74|-5.08|4.4e-06|8.35e-06|0.0|0.0|-0.0706799999999999|3.3926|3.3926|-1291.949041|1157.26|365.45|0.69839|0.69839|-0.14021|3.9703|-0.21089|0.03030655|-1291.752049|2.25|5.6478
10_a15|0|0|0|0.0|0|0|0.0|-0.006872984|-0.0435725659999999|2|-0.0869138469999999|0.001740635|10.95972828|0.010152859|0|0|0.0034254209999999|-0.132759909|-0.120626133|-0.184255041|-0.391156537|2|0.8310685940000001|0.713794823|0.018211609|0.7585998270000001|0.7933685340000001|0|-0.052826735|-0.101494566|0.010485777|-30.73805622|-59.05618983|6.497096666|0.066863055|38.90530741|-0.036384844|0.8301726490000001|-1.928396745|-17.88541558|-21.17108692|36.83936823|0.449323734|2605.82709|2305.991259|-12.31872585|6204.37804|-652.8924702|0.0116026369999999|-384.2321709|1351.607534|6.751174337|1.0|1.0|1.0|1.0|1.0|1.0|3.58|0.12|24.0|-9.82|5.32|6.3|2.87|0.0|1.0|-6.22|30.0|-4.97|1.0|0.0|4.69|-5.83|5.99e-07|1.47e-06|0.0|0.0|-0.03581|4.4682|3.6448|-1281.088565|1136.48|277.48|0.66799|0.70313|-0.15377|1.6654|-0.18958|0.02738146|-1280.862627|7.0|8.1549
12r_a30|0|0|0|7.412764017000001|2|2|0.0|-0.007553813|-0.093024002|2|-0.093079817|-0.002544958|10.31162892|-0.0646674999999999|1|1|-0.001131023|-0.247439715|-0.0546637159999999|-0.145315868|-0.44083509|1|0.609043558|0.83236194|-0.105767484|0.889479916|0.591758164|0|-0.090229387|-0.109990462|0.019137908|-58.32042638|-71.0931422|90.4724548|0.27927255|180.5098625|-0.040404659|0.790065337|-1.979828309|-37.69583567|-26.11584816|70.6903535|0.464481911|2976.944611|2433.580273|-16.88017015|6735.090739|-827.1283373|0.016970201|-374.9717191|1619.709789|10.96881384|1.0|0.0|1.0|1.0|0.0|1.0|4.66|0.14|17.0|-7.16|4.67|3.74|3.58|0.0|1.0|-5.49|31.0|-6.06|0.0|0.0|3.21|-5.17|3.24e-06|6.71e-06|0.0|0.0|-0.05244|5067.0|3.5111|-1774.236548|1141.54|244.69|0.32409|0.68476|-0.14894|5.2021|-0.20138|0.03388131|-1774.070699|29.0|7.5317
14e_a23|0|1|2|7.423568444|0|0|3.052208981|-0.008865361|-0.272389934|2|0.023369734|0.001027627|10.3132176|-0.009871698|2|2|0.001951778|0.072830644|-0.07256543|-0.226146643|-0.5232404310000001|2|0.560094237|0.791790895|-0.014216155|0.8510270329999999|0.5415996160000001|1|-0.073376247|-0.089453046|0.018022127|-51.07141556|-62.2612068|48.244071000000005|0.074607942|51.92870134|-0.03935934|0.796525872|-1.96796702|-35.54678231|-27.39493099|63.61519626|0.49543439|3255.313968|2428.874279|-19.06744972|7663.17288|-953.3724859|0.017954325|-412.7765217|1719.6510460000002|12.49658915|0.0|0.0|1.0|1.0|1.0|1.0|3.54|0.09|26.0|-8.23|4.42|6.19|3.82|0.0|1.0|-6.38|34.0|-6.06|1.0|0.0|4.5|-5.79|4.1200000000000004e-07|1.61e-06|0.0|0.0|-0.08122|3.7033|3.7033|-1966.96594|1209.58|334.8|0.63922|0.63922|-153.0|3.7696|-0.2342199999999999|0.02250947|-1966.785007|3.0|8.5214
7_a3|0|0|0|6.823286122000001|0|0|0.0|-0.008855374|-0.106234254|2|-0.047419994|-0.007540435|10.3116226|0.030246987|1|1|-0.006696449|-0.084462575|0.020589494|0.036673175|-0.592753801|2|0.881253042|0.790667152|0.0507482109999999|0.8632654590000001|0.773152968|1|-0.1034274319999999|-0.096448591|0.009708941|-51.18177092|-47.72824381|230.9407974|0.217705402|107.7330046|-0.036877402|0.7992146109999999|-1.253831681|-25.32764885|-18.2490344|55.98630667|0.3987206729999999|2196.07224|1952.029549|-9.030659289|5055.700186|-307.0424158|0.0149999089999999|-296.13678660000005|776.3461295|7.422807617|1.0|1.0|1.0|1.0|1.0|1.0|3.02|0.0|21.0|-7.48|4.96|4.66|2.11|0.0|1.0|-5.44|23.0|-5.68|0.0|0.0|3.63|-4.87|3.67e-06|1.34e-05|0.0|0.0|-0.0640299999999999|5.8849|3.4435|-1731.7341420000002|883.88|210.68|0.3456|0.69224|-0.14816|3.1299|-0.21219|0.03103579|-1731.651178|1023.0|5.9901
18a_a25|0|0|1|6.842683282|0|0|1.875390684|-0.0029953159999999|-0.019008377|2|0.062229409|0.007643634|10.31286118|-0.019985937|1|1|0.007325341|0.106305991|-0.037072518|-0.06333068|-0.2936794219999999|2|0.761417363|0.7385460309999999|-0.035531959|0.792935475|0.7291583840000001|1|-0.055926422|-0.078181889|0.0095281269999999|-37.07961488|-51.83514755|75.74077952|0.068371614|45.33086513|-0.03097773|0.817072039|-1.641819678|-24.58404782|-20.53845469|43.39683067|0.493301255|2857.88027|2331.966135|-13.61714122|6523.923911999999|-721.7084848|0.011486699|-420.4420243|1332.242503|7.615762647|1.0|1.0|1.0|1.0|1.0|1.0|3.5|0.08|27.0|-9.78|5.89|5.72|2.88|0.0|1.0|-6.33|32.0|-5.58|0.0|0.0|4.53|-5.77|4.65e-07|1.71e-06|0.0|0.0|-0.05591|5.4965|3.1711|-1675.274716|1229.09|225.57|0.2834|0.5274399999999999|-0.15732|3.1313|-0.21323|0.02456497|-1675.04368|94.0|7.0269
17b_a6|1|0|0|7.412764017000001|1|1|0.0|-0.01272079|-0.0265090529999999|1|0.139594234|-0.00460563|10.949638|-0.0791229359999999|1|1|-0.00194781|0.231025646|-0.10896749|-0.180339002|-0.563310199|1|0.850080948|0.7788169070000001|-0.138423611|0.8370824240000001|0.8013954109999999|0|-0.095450984|-0.109195656|0.03122461|-62.63196368|-71.65078895|155.8689396|0.246050902|161.4509401|-0.041494349|0.7706671740000001|-2.074717455|-41.0971443|-27.2272998|83.12058064|0.4548818979999999|2816.0632920000003|2207.972178|-17.86570631|5985.963521|-893.2853154999999|0.019915748|-355.2067434|1766.4758989999998|13.06809384|1.0|1.0|1.0|1.0|1.0|2.0|3.53|0.12|23.0|-9.01|4.98|4.32|1.7|0.0|1.0|-5.81|31.0|-5.89|0.0|0.0|3.6|-5.17|1.56e-06|6.69e-06|0.0|0.0|-0.05736|3.5444|2.9964|-1350.102764|1168.62|349.8|0.69615|0.7016100000000001|-0.12545|5.3385|-0.18281|0.02458322|-1349.892156|153.0|6.8153
17_a15|0|0|0|0.0|0|0|0.0|-0.0071363569999999|-0.071708785|2|-0.033968088|0.0016674189999999|10.9544604|-0.0141953639999999|0|0|0.0032452509999999|-0.052628162|-0.170008473|-0.263401148|-0.461493931|2|0.769376831|0.721188086|-0.023779626|0.76362781|0.740986227|0|-0.052869016|-0.079844675|0.012890299|-40.50376584|-61.17023228|34.35335309|0.119540765|91.58201681|-0.027065991|0.653207369|-1.596893495|-31.03055741|-20.73567196|50.37922222|0.474165158|2852.085573|2104.883413|-15.88591693|6352.266784|-937.2690986|0.0217385279999999|-234.74904|1872.919233|16.654220199999997|1.0|1.0|1.0|1.0|1.0|1.0|3.63|0.15|24.0|-9.72|4.89|6.0|2.53|0.0|1.0|-5.93|33.0|-5.58|1.0|0.0|4.44|-5.65|1.19e-06|2.26e-06|0.0|0.0|-0.03936|4.1461|3.8006|-1413.897695|1298.37|299.04|0.68787|0.7045100000000001|-0.15573|5.1268|-0.19509|0.04051306|-1413.624817|12.0|7.9208
19_a3|1|0|0|6.605297921|0|0|0.0|-0.003417504|-0.030657|3|-0.008897473|0.006821053|10.96959256|0.036226415|1|1|0.006731579|-0.015805561|-0.037291767|-0.066245471|-0.270506095|3|0.718266758|0.758995484|0.064690027|0.8264237520000001|0.687139108|1|-0.067674689|-0.087730634|0.0116401719999999|-31.50932639|-40.8473715|161.5312186|0.146982098|68.43484547|-0.032585664|0.75798185|-1.140498238|-14.67073822|-15.17188084|36.92898885|0.476813896|2000.66399|869.7868956|-7.064025721|4138.413977|-247.2409002|0.016552404|-240.2326308|700.5653624|7.706796952|1.0|1.0|0.0|1.0|1.0|1.0|2.81|0.06|21.0|-7.21|3.9|3.39|1.18|0.0|1.0|-3.24|22.0|-6.5|0.0|1.0|2.45|-3.58|0.000578|0.000266|0.0|0.0|-0.05757|3945.0|3945.0|-929.2818523|832.23|314.28|0.67351|0.67351|-0.16303|2191.0|-0.2206|0.020989746|-929.193831|23.0|7.6383
1a_a5|0|0|0|6.605297921|1|1|0.0|-0.001785522|0.009305578|2|-0.075791863|0.005921049|10.9502215|-0.004213083|0|0|0.00549829|-0.123867037|0.069867374|0.114184614|-0.179831877|2|0.8309401009999999|0.7427901179999999|-0.008431181|0.794139321|0.808272639|0|-0.071887159|-0.075618812|0.008036994|-36.19957997|-38.07869556|83.60943679|0.166361767|83.77332129999999|-0.027665419|0.7256546770000001|-1.134282187|-18.22870183|-13.93123008|40.24669785|0.455258786|1940.139869|902.6910106|-7.015226132|4005.068642|-287.62427139999994|0.016493595|-227.2618539|787.1243051|8.305533524|0.0|1.0|0.0|1.0|1.0|1.0|3.54|0.16|18.0|-7.15|3.08|1.42|2.09|0.0|1.0|-2.6|23.0|-6.58|0.0|1.0|1.75|-3.44|0.00253|0.000365|0.0|0.0|-0.1040099999999999|4.6707|2.8332|-951.1394906|882.1|265.45|0.44868|0.54123|-0.12226|4.4956|-0.2262699999999999|0.028664612|-951.226623|107.0|6.9706
22_a10|0|0|1|7.535296702|1|1|2.113627059|-0.005035102|-0.017163935|2|-0.026750502|0.008350227|10.92966136|-0.020475007|1|1|0.008903905|-0.042831367|-0.129989728|-0.208132084|-0.356699217|2|0.670763832|0.747363443|-0.033474297|0.79665945|0.646474494|1|-0.053881447|-0.0649866779999999|0.016720696|-41.96631248|-50.61577509|75.58376652|0.130170086|101.3847763|-0.022372463|0.564323334|-1.3647202319999998|-32.68604442|-17.4251029|54.98945848|0.422182297|3241.833491|2668.5420940000004|-13.57178303|7414.102179|-827.8787647|0.026340252|-100.1982412|1883.550109|20.51547079|1.0|1.0|1.0|1.0|1.0|0.0|3.74|0.17|27.0|-9.37|4.64|5.6|2.8|0.0|1.0|-5.34|36.0|-6.29|0.0|0.0|4.26|-5.53|4.55e-06|2.95e-06|0.0|0.0|-0.05712|4.8251|3.8517|-1544.237634|1339.48|256.95|0.4483899999999999|0.6834100000000001|-0.16095|4.8409|-0.2180699999999999|0.03366599|-1543.959333|1.1|5.9586
12f_a30|0|0|0|7.412764017000001|2|2|0.0|-0.015345198|-0.274237737|2|0.1468972409999999|-0.00695299|10.31162828|-0.046588557|1|1|-0.004395528|0.4304505939999999|-0.077457998|-0.226973911|-0.6394697460000001|1|0.613786308|0.8246767140000001|-0.071123509|0.876441789|0.593245722|0|-0.090450992|-0.108935062|0.01570263|-63.81176255|-76.85198573|101.2862703|0.164253554|115.8783181|-0.0452183279999999|0.815175332|-2.396571368|-45.01820228|-31.90082427|74.88972286|0.472521727|3305.792133|2712.844784|-22.5055335|7634.176316|-1192.793275|0.01752821|-444.7025522|2074.08593|12.36587885|1.0|0.0|1.0|1.0|0.0|1.0|4.73|0.17|17.0|-7.18|4.43|4.78|2.82|0.0|1.0|-6.7|34.0|-5.66|0.0|0.0|3.42|-5.92|1.99e-07|1.2e-06|0.0|0.0|-0.05464|5.0587|3.5298|-1988.032639|1225.63|245.09|0.32483|0.68471|-0.14958|3.6633|-0.20422|0.03400408|-1987.848015|19.0|7.7144
13g_a6|1|0|0|6.842683282|0|0|0.0|-0.006574579|0.004767264|2|0.03536788|-0.002407131|10.95053423|-0.080022038|1|1|-0.000644109|0.061423911|-0.12414699|-0.215607882|-0.46487852|2|0.836982172|0.774238891|-0.144664763|0.832753533|0.789769968|1|-0.074216821|-0.091949419|0.017637229|-51.67543048|-64.02222283|68.57626488|0.128027951|89.14285747|-0.0323525729999999|0.7357333540000001|-1.747038966|-35.98038956|-22.52633766|63.95581946|0.444443571|2929.039254|3916.754765|-15.68456028|6332.20768|-846.9662551000001|0.017929016|-328.2712049|1653.346592|12.48355309|1.0|1.0|1.0|1.0|1.0|2.0|3.61|0.12|27.0|-10.57|5.41|4.79|1.13|0.0|0.0|-5.56|33.0|-6.31|0.0|0.0|3.47|-5.06|2.77e-06|8.8e-06|0.0|0.0|-0.07536|5.9869|3.2472|-1386.611265|1253.71|207.09|0.38325|0.7034100000000001|-0.1327|10.1708|-0.20806|0.03802398|-1386.364067|119.0|6.9245
12ab_a30|0|0|0|7.412764017000001|2|2|0.0|-0.008528077|-0.030346359|2|0.018023992|0.003529389|10.31162784|0.01563558|1|1|0.005111479|0.03046828|-0.12254489|-0.207153446|-0.384942092|1|0.8397577820000001|0.809127478|0.026596859|0.855880335|0.794193541|0|-0.082740301|-0.1008879709999999|0.031588146|-58.23149599999999|-71.0035788|119.79740259999998|0.200246511|140.93076580000002|-0.031859359|0.603952976|-1.815983471|-40.9825333|-22.42218278|80.46280277|0.461207954|3118.431712|2618.234172|-15.78042667|6918.884105|-899.4843201|0.030534507|-146.321375|2116.165447|21.48976996|1.0|0.0|1.0|1.0|1.0|1.0|4.87|0.21|17.0|-6.83|3.94|2.63|2.2|0.0|1.0|-5.61|33.0|-6.39|0.0|0.0|2.52|-5.0|2.47e-06|9.94e-06|0.0|0.0|-49.0|4.8018|3.4919|-1804.824495|1275.19|258.2|0.46561|0.68324|-0.14772|6.9089|-0.19672|0.03368522|-1804.589076|17.0|7.7825
3k_a32|1|1|0|7.97831097|0|1|0.0|-0.005745086|-0.001250803|0|-0.047167919|0.001221534|10.31100271|-0.077097565|3|3|0.002509816|-0.084055305|-0.050938823|-0.090775221|-0.5265375529999999|0|0.816196288|0.779649252|-0.129124455|0.8306695270000001|0.7681279190000001|1|-0.0711378679999999|-0.090839907|0.0123637989999999|-40.10830541|-51.21653025|80.0971996|0.122251759|68.92687468|-0.029575784|0.78057227|-1.271758703|-22.61349991|-16.67514938|47.07915023|0.472646737|2392.3436100000004|1970.06814|-9.40163104|5259.698672|-404.2701347|0.012327787|-316.3794102|918.5970998|6.9505405620000005|1.0|1.0|1.0|1.0|1.0|1.0|3.47|0.32|19.0|-7.23|7.12|5.78|2.41|0.0|1.0|-7.04|25.0|-5.01|0.0|0.0|4.75|-5.61|9.16e-08|2.47e-06|0.0|0.0|-0.05321|3.5363|3.5363|-1750.164914|1022.89|350.6|0.70268|0.70268|-0.14667|3.2233|-0.19988|0.02654958|-1750.0122420000002|9.0|8.0605
5_a15|0|0|0|0.0|0|0|0.0|-0.008878343|-0.044921287|2|0.0729170329999999|0.000420839|10.95880662|0.0118220069999999|0|0|0.003194793|0.1093187759999999|-0.187421793|-0.28098676|-0.340979744|2|0.8384601770000001|0.704479781|0.020920163|0.74438723|0.7950674740000001|0|-0.06128567|-0.0989946469999999|0.032616864|-45.57134103|-73.61131563|119.95308020000002|0.125945852|93.65193084|-0.0273088679999999|0.5089899720000001|-1.583914356|-33.88634094|-20.30656983|69.82487767|0.486150431|2940.77098|2179.757502|-15.09973885|6656.720346|-875.7848531999999|0.036380071|-13.36968593|2313.9572780000003|27.05181494|1.0|1.0|1.0|1.0|1.0|1.0|3.79|0.15|24.0|-9.65|4.92|6.01|2.0|0.0|1.0|-6.16|33.0|-5.55|1.0|0.0|4.29|-5.66|6.86e-07|2.18e-06|0.0|0.0|-0.03714|4.3299|3.6257|-1470.816175|1272.84|286.35|0.62664|0.70244|-0.14839|4.3576|-0.18553|0.03640044|-1470.55517|13.0|7.8861
6b_a31|1|0|0|7.773594467000001|1|1|0.0|-0.016070861|-0.178758575|0|0.11647286|-0.011483229|10.31169819|-0.053655833|2|2|-0.008439437|0.1978523089999999|-0.002840672|-0.004825446|-0.57983695|0|0.838789705|0.78240875|-0.084489161|0.841537966|0.795570315|0|-0.12081047|-0.1284626569999999|0.032992761|-73.70779766|-78.37648097|159.79549319999998|0.372146926|227.0509355|-0.045675611|0.7459204140000001|-2.055402513|-44.96993859|-27.86719323|93.83704414|0.4807018779999999|2776.92804|2063.736075|-17.0020813|6099.567787|-765.0936586|0.024142162|-300.0775025|1681.1762649999998|14.72939894|1.0|1.0|1.0|1.0|1.0|2.0|3.55|0.1|22.0|-7.33|5.19|4.0|1.36|0.0|1.0|-5.63|29.0|-6.5|0.0|0.0|3.3|-4.66|2.34e-06|2.18e-05|0.0|0.0|-0.05835|3.2949|3.2949|-1652.671944|1077.19|376.29|0.7013199999999999|0.7013199999999999|-0.13345|5.9085|-0.1918|0.03623358|-1652.505041|54.0|7.2676
8f_a8|1|0|1|7.05012252|0|0|1.241306689|-0.01032134|-0.249095464|0|0.0587545909999999|-0.007796225|10.94343488|0.007079485|1|1|-0.007036544|0.152294451|0.09830823|0.254819201|-0.5373378529999999|0|0.578166105|0.6971223040000001|0.010682683|0.751162751|0.56916135|0|-0.122135295|-0.1064257719999999|0.013566221|-71.22071405|-62.06002501|317.0847898|0.403186031|235.1097364|-0.048375351|0.90577048|-2.128515439|-41.53091131|-28.20910228|79.13157981|0.456995667|2622.044457|1892.066521|-16.44956443|5948.547713|-723.7808349999999|0.009226445|-473.23361|1370.325626|5.380213594|0.0|0.0|0.0|0.0|0.0|2.0|3.14|0.0|23.0|-7.95|4.69|4.72|4.11|0.0|1.0|-5.21|29.0|-5.98|0.0|0.0|4.04|-5.0|6.11e-06|1.01e-05|0.0|0.0|-0.0675299999999999|4.7027|3.4876|-1361.658484|1022.89|263.65|0.55661|0.69925|-0.14532|5.8283|-0.21285|0.03173623|-1361.510739|22.76|4.6428
12ay_a36|1|0|0|7.412764017000001|2|2|0.0|-0.006733838|-0.043778345|2|0.1012005419999999|0.003676818|10.9463292|-0.06756661|1|1|0.0045625|0.1689021819999999|-0.101854847|-0.169994208|-0.438622276|1|0.902377067|0.78699829|-0.111814717|0.833398429|0.857993338|0|-0.074251203|-0.098945129|0.018016934|-48.12939044|-64.13591431|126.7858133|0.170593592|110.578217|-0.035337546|0.778164805|-1.978902589|-31.1973159|-22.90568368|59.80790901|0.4530143439999999|2766.899844|3238.138932|-14.84739041|6204.216872999999|-831.4538627999999|0.015670425|-360.6110621|1648.388976|10.15751916|1.0|0.0|0.0|1.0|0.0|2.0|4.96|0.21|17.0|-7.34|3.76|2.5|2.45|0.0|1.0|-4.54|31.0|-6.38|0.0|1.0|2.42|-4.6|2.8600000000000004e-05|2.5e-05|0.0|0.0|-0.0526|3.9348|3.6561|-1311.576473|1184.45|315.09|0.6727|0.6914|-0.15056|6.2579|-0.2031599999999999|0.02880431|-1311.343228|18.0|7.7447
9a_a31|1|0|0|7.765993078999999|1|1|0.0|-0.01391798|-0.093457477|0|-0.05057805|-0.006189303|10.31169772|-0.0007638889999999|2|2|-0.0033853629999999|-0.084652799|-0.093527289|-0.15653721|-0.542342338|0|0.8058046320000001|0.782715368|-0.001313433|0.837697452|0.76226755|0|-0.100906991|-0.122626525|0.033245595|-64.75697831|-78.6954713|163.6011874|0.308231868|197.8075471|-0.043430228|0.737758755|-2.0846509230000003|-41.55773748|-27.87131275|86.0923113|0.484502446|2855.751316|1955.13855|-17.886392|6273.506211999999|-858.5468158|0.0239033229999999|-305.16297060000005|1813.361078|15.33993762|1.0|1.0|1.0|1.0|1.0|2.0|3.6|0.14|22.0|-8.13|5.51|4.02|1.58|0.0|1.0|-5.62|30.0|-6.39|0.0|0.0|3.47|-4.77|2.42e-06|1.7100000000000002e-05|0.0|0.0|-0.04275|3.7892|3.7892|-1691.9526239999998|1145.99|327.21|0.7028|0.7028|-0.15757|5.0244|-0.20032|0.03885662|-1691.7777600000002|0.15|6.8239
1a_a18 (SB-431542)|1|0|0|7.423568444|1|1|0.0|-0.015636898|-0.175408303|1|0.1008839219999999|-0.011639964|10.94959842|-0.0492229479999999|1|1|-0.008385698|0.164429684|-0.020716495|-0.033765606|-0.567791164|1|0.838928085|0.7462411859999999|-0.083341531|0.805877431|0.795744863|0|-0.126408788|-0.122555709|0.033020439|-74.98172333|-72.69619778|160.410387|0.405958714|240.8019609|-0.0462988229999999|0.7531996609999999|-2.083447046|-44.47680367|-27.46300805|94.56841061|0.472443977|2678.82389|1890.195809|-16.29019397|5748.422847|-733.0587287000001|0.02438148|-300.3801761|1640.78056|14.4623285|1.0|1.0|1.0|1.0|1.0|2.0|3.25|0.05|23.0|-7.69|4.04|3.63|1.54|0.0|1.0|-4.52|29.0|-6.73|0.0|0.0|2.85|-4.25|3.03e-05|5.660000000000001e-05|0.0|0.0|-0.05971|3.8208|3295.0|-1292.588031|1048.7|324.5|0.55409|0.69868|-0.13329|5.9926|-193.0|0.03494548|-1292.414518|125.0|6.9031
4c_a46|0|0|1|7.825245291|1|1|2.137504882|-0.005085922|-0.048990529|1|-0.111750026|0.010177371|10.94298307|-0.068256579|1|1|0.010040825|-0.165951544|-0.056422062|-0.083788154|-0.421467037|1|0.649753668|0.726862617|-0.0976963169999999|0.761921603|0.65145414|0|-0.063644365|-0.087503927|0.013924723|-40.22007179|-55.2981278|35.22734468|0.109222605|69.02325225|-0.029688832|0.840753785|-1.662574604|-25.41708422|-18.76186479|49.01980408|0.450883931|2455.604167|2487.942529|-11.85656505|5571.088357|-663.9676426|0.008510983|-430.6788754|1249.669579|5.378517586|1.0|0.0|1.0|1.0|1.0|0.0|4.09|0.38|17.0|-7.62|5.11|5.24|3.4|0.0|1.0|-5.55|29.0|-5.39|0.0|1.0|4.44|-5.28|2.8e-06|5.3e-06|0.0|0.0|-0.04381|5.4579|4.1026|-1245.4159619999998|1176.07|227.16|0.42391|0.6986600000000001|-0.17085|4.1039|-0.21466|0.02299741|-1245.176359|2008.0|5.6972
14z_a23|0|1|2|7.423568444|0|0|3.305974434|-0.005892861|-0.024897956|2|0.038811869|0.009174505|10.31321795|-0.0229244|2|2|0.007229683|0.0708381429999999|-0.069023218|-0.125978901|-0.46459002|2|0.719722236|0.802520527|-0.035965909|0.8668730109999999|0.64069202|1|-0.0582387179999999|-0.079754981|0.018337664|-40.56245532|-55.54823244|40.18308023|0.074698898|52.02674091|-0.03393829|0.785604449|-1.595099623|-28.25118461|-23.63754572|53.33438253|0.474697407|3094.698027|2692.627452|-16.46322104|7285.13008|-773.7713888999999|0.01612263|-397.8390333|1414.152695|11.22918692|0.0|0.0|1.0|0.0|1.0|1.0|3.42|0.05|26.0|-8.57|4.64|5.32|3.99|0.0|1.0|-6.77|32.0|-5.8|0.0|0.0|4.49|-6.13|1.7e-07|7.37e-07|0.0|0.0|-0.08503|4032.0|3.6632|-2549.107748|1221.92|307.5|0.66217|0.69913|-0.15195|5.9301|-0.23698|0.01238131|-2548.957384|5.0|8.2941
19_a34|0|0|1|7.412764017000001|1|1|1.898101852|-0.013066507|-0.169170251|1|-0.189862762|-0.00802652|10.95957634|-0.014196676|1|1|-0.0042364759999999|-0.29861864|-0.255220734|-0.401414514|-0.469568766|1|0.866604574|0.8022000659999999|-0.0235903339999999|0.8582665429999999|0.818710955|0|-0.112877411|-0.1255804019999999|0.039589023|-56.30608209|-62.64265252|131.5318459|0.360097548|179.6256831|-0.039656969|0.662289492|-1.506964829|-28.08688512|-19.78189027|76.05407906|0.467358389|2127.363207|1537.244187|-9.86770272|4496.516479|-374.9727034|0.029554695|-161.90813300000002|1135.020017|14.74262256|0.0|1.0|0.0|1.0|1.0|1.0|3.07|0.18|17.0|-5.03|2.69|2.31|1.08|0.0|2.0|-2.73|23.0|-7.01|0.0|1.0|2.1|-3.15|0.00186|0.000704|0.0|0.0|-0.02901|4.1721|4.1721|-1046.606458|882.87|297.18|0.6897300000000001|0.6897300000000001|-0.1735|3.4272|-0.20251|0.03168624|-1046.509891|0.99|6.0044
