molecula|SddssS|n9FaRing|SaaNH|nAHRing|nARing|BCUTs-1|MATS2c|SRW07|AATSC1s|n6HRing|MATS7i|ATSC1c|AATSC1are|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|nFaHRing|RASA|FNSA3|FNSA5|PNSA3|PPSA3|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|DPSA3|TASA|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Molar refractivity|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
7_a15|0.0|0|0.0|0|0|1.419941457|-0.2269896539999999|0.0|-0.038088878|1|0.145944639|-0.494898891|-0.0013239329999999|0.0019353679999999|0|0|0.002150323|-0.310081401|-0.335491052|1|0.857287135|0.70084115|0.00364345|0|0.841400327|-0.074406877|-0.110819329|-41.29775265|20.31436245|88.02694557|-0.026500274|-34.13832456|11.27499976|56.30310755|0.448664402|-1.2190126140000002|85.26222186|-14.70834175|61.6121151|466.9990754|0.551335598|9.971755103|0.657158418|5097.868552|-375.5215702|32.78250222|0.042799094|56.98518567|1507.995102|474.9756287|1.0|1.0|1.0|1.0|1.0|3.16|0.15|18.0|-7.19|61.84|1.74|99.77|7.0|-4.83|5.0|-5.72|352.38|0.0|1.0|1.0|3.35|-4.49|1.46e-05|0.00516|0.0113|3.84|0.0|2.26e-05|-0.0284899999999999|4.4386|2.78|3.7495|-1184.367098|580.73|1000.95|0.3463|499.86|0.64652|0.70497|-1184.168094|0.0169|-0.18454|0.01827873|-1184.224637|1631.0|227.0|6644.0|6644.0
12b_a50|0.0|1|0.0|1|1|1.397986833|-0.19841119|5.82008293|-0.0016330379999999|1|-0.08032584|-0.125985651|0.01164808|-0.115659308|2|2|0.011790103|-0.291865836|-0.246831987|1|0.699597776|0.804535572|-0.189976035|1|0.925916085|-0.045602469|-0.066155918|-22.92589265|10.80329197|37.24447201|-0.0237482779999999|-16.72031641|5.43117764|86.49656508|0.5731907470000001|-0.926182858|47.12729492|-11.93905701|33.72918462|465.4891075000001|0.4268092529999999|10.05480253|0.756824707|4672.843578|-234.0844297|20.82911679|0.027586169|-73.59089223|812.3355548|388.171611|1.0|1.0|0.0|1.0|0.0|3.31|0.11|20.0|-5.49|48.53|2.02|94.69|2.0|-3.16|3.0|-6.44|313.36|0.0|1.0|1.0|2.59|-3.84|0.000685|215.0|45.0|2.5|0.0|0.00101|-0.02974|4.7089|2.47|3.9305|-1006.641541|539.15|909.8|0.2425|401.64|0.6016199999999999|0.6581|-1006.501585|0.0777|-0.19425|0.02307802|-1006.550688|5.6617|4.74|5.3242|5.3242
4_a27|0.0|0|0.0|0|0|1.4008954130000002|0.082486268|4.727387819|-0.058641975|2|-0.273119343|-0.278154179|0.00991794|-0.01660383|1|1|0.010329671|-0.341622797|-0.480852615|2|0.639413469|0.7853766809999999|-0.024800302|1|0.852604338|-0.057748369|-0.078787867|-29.89961815|10.43112657|76.31512503|-0.0281385239999999|-21.12083948|5.40078803|58.27512057|0.682485674|-1.181818|51.33640873|-14.56891559|40.33074472|441.4418013|0.317514326|10.82331334|0.799110312|4988.6278600000005|-316.8125922|21.34684457|0.020363697|-188.9664429|896.5674718|424.8821143|0.0|0.0|1.0|1.0|0.0|3.11|0.16|21.0|-6.22|65.6|2.66|97.55|2.0|-3.57|4.0|-6.51|331.37|0.0|1.0|1.0|2.8|-3.99|0.000266|0.0882|0.0339|2.55|0.0|0.0002|-0.0449899999999999|5.5485|4.63|4.1288|-1083.119531|555.75|946.77|0.2002|445.65|0.36899|0.6089899999999999|-1082.963712|0.1741|-0.21533|0.01877181|-1083.01571|3.9202|4.0|8.3979|8.3979
5d_a40|0.0|0|0.0|0|1|0.6049133329999999|-0.071479892|6.167516491000001|0.0418378229999999|0|-0.1031436519999999|-0.1868684619999999|0.007200253|0.029272031|2|2|0.006642869|-0.009744685|-0.399968083|0|0.496945486|0.8092726020000001|0.0451110059999999|1|0.754010052|-0.086193996|-0.094277694|-39.55506228|10.10860823|112.88660690000002|-0.0377110779999999|-19.85450535|4.638915105|53.85026982|0.8111805740000001|-1.131332331|49.97858532|-17.30589257|49.66367051|346.0207917|0.188819426|12.09256826|0.922825231|4051.712713|-238.2540642|21.3342049|0.014630084|-285.606135|640.0261471|243.4287716|1.0|0.0|1.0|0.0|0.0|3.02|0.21|14.0|-4.32|75.5|2.25|74.11|3.0|-4.23|4.0|-5.94|287.31|0.0|1.0|1.0|3.1|-3.82|5.9e-05|17.0|0.0436|2.98|0.0|0.0137|-0.06796|3.7374|4.61|3.7374|-1276.817151|473.48|765.69|0.4493|365.74|0.69613|0.69613|-1276.751174|0.4493|-0.2164699999999999|0.01667985|-1276.797751|9.2439|19.0|7.7212|7.7212
47l_a18|0.0|0|0.0|1|1|1.251176792|0.0340353029999999|4.844187086|-0.0603838109999999|0|-0.0057783619999999|-0.428858819|-0.00046896|-0.056270425|0|0|0.000787517|-0.156998637|-0.4925232479999999|0|0.7452092359999999|0.7435044540000001|-0.0973326269999999|0|0.803473313|-0.08034939|-0.083884237|-57.15119372|6.543729374|139.7861865|-0.031456589|-42.43906517|4.654446622|51.44279524|0.796109347|-2.0132216990000003|68.83398609|-22.37455223|63.6949231|571.4972966|0.203890653|18.46922943|0.959883341|6572.90106|-1018.537564|28.10487315|0.012890098|-421.235376|1798.711882|931.8364349|1.0|1.0|0.0|1.0|3.0|4.17|0.25|18.0|-9.37|85.29|2.94|139.63|9.0|-5.26|3.0|-6.39|454.56|0.0|0.0|0.0|2.72|-4.84|5.44e-06|0.00247|0.0066099999999999|3.78|0.0|1.93e-07|-0.0520399999999999|3.2026|7.71|3.2026|-1455.5497369999998|764.74|1334.6|0.5019|667.5|0.69291|0.69291|-1455.165122|0.5019|-0.18344|0.02606651|-1455.233431|3.3864|32.0|7.4949|7.4949
11e_a5|0.0|0|2.971327032|1|1|1.338814635|-0.2114441819999999|5.209486153|0.038643235|2|-0.07965|-0.192538515|0.008268901|-0.010236262|1|1|0.008721244|-0.147721258|-0.234433859|2|0.77509232|0.775794895|-0.02059071|0|0.876758791|-0.062865536|-0.0790189759999999|-41.64560703|7.986070113999999|81.64179149|-0.0282210629999999|-34.67724171|5.290414418|0.0|0.72163516|-1.580379517|63.5644542|-18.69519243|49.63167715|580.8135016|0.27836484|18.17739133|0.936345148|5675.693973|-693.5448342|25.90670947|0.016933845|-293.6467698|1450.77573|735.3048881|0.0|1.0|1.0|1.0|1.0|3.22|0.24|23.0|-8.95|66.93|1.83|125.71|7.0|-4.65|5.0|-6.28|411.5|0.0|1.0|0.0|3.63|-4.72|2.23e-05|0.00919|0.00782|3.56|0.0|4.64e-07|-0.03808|4.4179|2.91|4.1036|-1316.512503|717.76|1220.1|0.5347|571.06|0.66478|0.6505|-1316.239803|0.2125|-0.20559|0.03460011|-1316.301553|2.8694|0.04|7.3979|7.3979
47f_a18|0.0|0|0.0|1|1|1.251175676|-0.005500039|4.844187086|-0.034211867|0|-0.048472184|-0.477030713|0.0036509859999999|-0.008224928|0|0|0.00531392|-0.3927204379999999|-0.4138670829999999|0|0.765824398|0.750610215|-0.014370598|0|0.838156881|-0.063824969|-0.084851044|-54.18475173|11.75478965|137.3980967|-0.0289997239999999|-61.15474298|9.979328976|58.84834254|0.726550657|-2.290978185|86.11217859|-24.61956302|65.93954138|711.5604361000001|0.273449343|20.44855806|0.937396993|7870.103594|-1651.17806|33.88554232|0.016581683|-384.6642262|2676.957843|1347.416568|1.0|1.0|0.0|1.0|2.0|4.87|0.34|18.0|-9.22|88.97|2.79|164.47|13.0|-6.11|4.0|-6.4|541.68|0.0|0.0|0.0|2.83|-5.52|7.76e-07|0.000421|0.00163|4.52|1.0|3.27e-07|-0.04439|3.0964|8.13|3.0964|-1743.346389|908.66|1602.99|0.5741|874.24|0.6984600000000001|0.6984600000000001|-1741.724929|0.5741|-0.1724099999999999|0.02902413|-1741.802171|4.4861|9.0|8.0458|8.0458
4b_a46|0.0|0|0.0|1|1|1.1346370890000002|-0.155670183|5.587248657999999|-0.022119857|2|-0.082722572|-0.058945144|0.012332859|-0.111103941|1|1|0.011806162|-0.123416853|-0.16915334|2|0.6901151990000001|0.7306307590000001|-0.153841155|0|0.935245062|-0.0524080009999999|-0.070236212|-28.58477842|4.127907383|35.31914031|-0.0229342729999999|-20.89467173|2.251475261|56.7922535|0.8104680259999999|-1.123779397|42.65239101|-12.50898928|32.7126858|510.1086157|0.189531974|10.09436488|0.751274223|4681.895329999999|-334.31474760000003|15.43427855|0.007963679|-338.6757579|756.2796491|538.4165208|1.0|0.0|0.0|1.0|0.0|3.9|0.38|17.0|-7.2|43.6|2.58|101.7|2.0|-4.35|3.0|-5.67|332.44|0.0|1.0|1.0|3.76|-4.63|4.49e-05|0.0149|0.00782|3.74|0.0|2.12e-05|-0.02729|4.5515|3.98|4.5515|-1033.535029|588.79|1020.9|0.1784|508.79|0.68682|0.68682|-1033.3243619999998|0.1784|-0.21811|0.02176759|-1033.378455|3.7571|548.0|6.2612|6.2612
13n_a6|0.0|0|3.425442623|0|0|1.4290206230000002|0.030890422|4.727387819|-0.135152403|2|0.058267173|-0.631323273|-0.0093684169999999|-0.033224059|1|1|-0.00687003|-0.118693789|-0.57091314|2|0.870730542|0.7767360059999999|-0.056293641|1|0.70890216|-0.100363599|-0.109392959|-68.88015714|12.18768927|199.7822434|-0.038490115|-51.52585133|8.36448634|103.012404|0.748967057|-2.078466222|88.73738138|-26.41600355|81.06784641|486.5239262|0.251032943|16.76075427|0.889160748|6386.381394|-978.9911754|35.2699138|0.019904118|-341.7352549|1904.575345|724.3873672999999|1.0|1.0|1.0|1.0|3.0|3.55|0.08|27.0|-9.67|122.47|0.81|127.2|6.0|-4.64|5.0|-7.23|435.48|0.0|0.0|1.0|2.62|-4.28|2.27e-05|0.00987|0.0228|2.43|0.0|9.35e-08|-0.07131|4.8185|4.27|3.3510000000000004|-1423.714738|727.69|1232.6|0.9117|548.09|0.55028|0.64027|-1423.451366|0.1945|-0.20994|0.05026727|-1423.514154|10.1967|75.0|7.1249|7.1249
13m_a6|0.0|0|3.415695704|0|0|1.429020166|0.031719435|4.727387819|-0.135152403|2|0.021526267|-0.628720289|-0.0093684169999999|-0.018628955|1|1|-0.00687003|-0.118693789|-0.568024162|2|0.870730542|0.7767360059999999|-0.031564227|1|0.715612461|-0.0989137669999999|-0.107644789|-68.97140339|12.95736535|198.3000783|-0.0378750189999999|-52.33806464|9.035018118|95.67846949|0.7362989999999999|-2.045251|89.65257305|-26.40980394|81.92876874|498.9881336|0.263701|16.2526769|0.926594475|6412.592679|-994.4232282|35.8683143|0.020928405|-329.5370141|1936.888972|724.3873672999999|1.0|1.0|1.0|1.0|3.0|3.59|0.08|27.0|-9.67|122.47|0.81|127.2|6.0|-4.64|5.0|-7.23|435.48|0.0|0.0|1.0|2.67|-4.28|2.27e-05|0.00987|0.0228|2.43|0.0|9.35e-08|-0.07137|3.9127|4.27|3.3359|-1423.712909|726.28|1231.54|275.0|546.69|0.66475|0.64753|-1423.448957|0.1924|-0.20954|0.04955777|-1423.511471|6.5243|0.01|8.0|8.0
14u_a23|0.0|1|0.0|0|0|1.197962732|-0.066969083|5.351858133|-0.025360103|2|0.050530143|-0.385981432|0.010561248|-0.0569153009999999|2|2|0.010508236|-0.199540201|-0.4086345999999999|2|0.756252127|0.787538583|-0.094773814|1|0.909754912|-0.055259924|-0.086465795|-36.90928915|16.97420126|60.27663131|-0.033908155|-38.57404134|11.3374334|50.47632596|0.702868983|-1.729315897|73.50348823|-22.64798452|53.88349042|607.6448353|0.297131017|14.12094979|0.910165272|6913.009783|-771.4808267999999|32.2221994|0.023582305|-271.0010972|1643.332169|683.7405759|0.0|0.0|1.0|1.0|1.0|3.59|0.09|26.0|-7.51|114.25|2.72|126.78|6.0|-5.63|5.0|-6.47|441.51|0.0|0.0|0.0|3.48|-5.02|2.32e-06|0.0010199999999999|0.0042299999999999|3.55|0.0|1.3699999999999998e-05|-0.0618299999999999|4.0409|3.23|3.1819|-1744.422541|712.54|1214.4|0.2253|549.0|0.4523|0.6703100000000001|-1744.1781010000002|0.0008|-0.21613|0.0237199999999999|-1744.2405670000005|8.1549|6.0|8.2449|8.2449
12bc_a36|0.0|0|3.43846811|2|2|1.284647662|-0.058020733|5.351858133|-0.042515909|2|0.068351685|-0.413738077|-0.001012333|-0.027636036|1|1|-0.00097037|-0.1716508239999999|-0.442519304|1|0.884841888|0.836170906|-0.045186455|0|0.834305498|-0.077192869|-0.107107992|-51.87437401|12.2593899|111.3483497|-0.038558877|-48.36968394|8.238431664|0.0|0.77146807|-1.927943855|83.97121855|-25.91194805|64.13376391|560.6615736|0.22853193|15.54183457|0.878447423|6587.689277|-870.6543108999999|33.5878425|0.017847333|-364.8584744|1679.392125|661.6709012|1.0|0.0|1.0|0.0|2.0|4.73|0.14|17.0|-7.76|69.2|2.99|133.77|5.0|-5.08|4.0|-6.26|450.32|0.0|1.0|1.0|2.82|-5.18|8.27e-06|0.00372|0.00295|3.93|0.0|7.83e-06|-0.05828|5.2189|4.42|3.8696|-2152.100551|705.12|1188.37|0.7456|563.76|0.35775|0.69094|-2151.9100780000003|0.3478|-0.21499|0.03419831|-2151.971485|9.2445|8.0|8.0969|8.0969
11_a27|0.0|0|2.680511093|1|2|1.1606177359999998|0.100091619|5.4161004020000005|-0.003527607|2|-0.080272515|-0.344117757|0.004538653|-0.027287578|0|0|0.005111147|-0.067428705|-0.488734846|2|0.734834532|0.814843016|-0.043616687|1|0.7645505|-0.079921166|-0.094820973|-42.27430065|8.553922917000001|124.5410133|-0.034296948|-26.52978026|4.524597532|72.60399149|0.8088958709999999|-1.611956546|56.8702158|-18.14137056|50.82822357|404.4089873|0.1911041289999999|9.562117063|0.82770457|5186.240841|-451.0062644|22.42732497|0.012694323|-326.780942|1054.084273|504.209846|1.0|0.0|0.0|0.0|1.0|3.95|0.35|16.0|-6.09|61.88|3.06|106.33|2.0|-3.68|4.0|-6.47|345.4|0.0|1.0|0.0|2.04|-4.02|0.000207|0.0716|0.0326|2.73|0.0|0.000283|-0.05985|3.3426|4.54|2.4836|-1122.433411|571.4|974.29|0.3492|415.32|0.6125|0.59222|-1122.190727|0.0793|-0.16205|0.0226944|-1122.242519|4.2894|5.0|8301.0|8301.0
12aq_a36|0.0|0|3.427017327|2|2|1.297043497|0.0332421529999999|5.351858133|-0.135770278|2|0.076517478|-0.674732412|-0.006653538|-0.028591187|1|1|-0.004569485|-0.090926893|-0.5356623070000001|1|0.892815402|0.839953955|-0.047695595|0|0.681470612|-0.1093001919999999|-0.122078233|-73.0277723|14.29132551|212.8220574|-0.042953452|-54.49698711|9.548598682|112.415579|0.7619767479999999|-2.319486422|95.39676382|-28.69889692|87.31909781|455.31741460000006|0.238023252|14.98931431|0.743623723|6296.75201|-1035.442755|37.66374367|0.020701483|-350.0740123|2033.842158|689.2886595|0.0|0.0|0.0|0.0|3.0|4.83|0.13|17.0|-6.14|112.29|1.28|131.85|6.0|-3.52|5.0|-7.79|424.46|0.0|0.0|0.0|1.15|-3.45|0.000304|129.0|152.0|1.55|0.0|0.000305|-0.06059|3.9049|3.88|3.3759|-1401.637414|703.04|1190.22|0.4988|534.96|0.6933199999999999|0.7058300000000001|-1401.391057|0.0059|-0.19967|0.03228003|-1401.452487|8671.0|55.0|7.2596|7.2596
2_a49|0.0|0|0.0|1|1|1.3438506419999998|-0.084499704|5.4161004020000005|-0.03981057|2|-0.100166139|-0.189189114|0.004524556|0.005918367|1|1|0.004580676|0.055400364|-0.320124905|2|0.802447754|0.79056501|0.00991453|1|0.81348014|-0.08647612|-0.079176085|-44.066695|5.634353797999999|95.04720801|-0.028277173|-20.55997527|2.871166625|0.0|0.7154059890000001|-1.187641272|49.26352575|-14.409545199999998|49.7010488|414.5350312|0.284594011|10.38394173|0.8320497920000001|4874.364109|-308.399629|20.14177325|0.017498253|-219.534132|845.9544764000001|439.9973344|0.0|1.0|0.0|1.0|1.0|3.09|0.15|21.0|-6.82|69.62|1.88|99.52|2.0|-3.53|3.0|-6.57|327.38|0.0|1.0|1.0|2.76|-3.89|0.000292|0.0955|0.0421|2.43|0.0|4.94e-05|-0.04372|5.4614|1.79|3743.0|-1045.981819|553.52|941.6|0.2988|371.96|0.34449|0.68172|-1045.810794|0.0572|-0.19923|0.0366366999999999|-1045.8595810000002|6.7117|59.0|7.2291|7.2291
1m_a5|0.0|0|2.934162514|0|0|1.3047206409999998|-0.252787668|4.59511985|-0.005518104|2|-0.07112464|-0.096417794|0.006422789|-0.011848312|1|1|0.00520748|0.07132816|-0.2274929269999999|2|0.691858366|0.7824502320000001|-0.022280685|0|0.8823955520000001|-0.070959368|-0.071478865|-37.380714700000006|4.7571353730000006|61.95289543|-0.028977918|-19.83596661|2.506013299|0.235629561|0.73847373|-1.072182971|46.74648368|-15.26528941|42.13785007|464.8375158|0.26152627|13.35855701|0.932913201|4584.808374|-297.5394992|20.67140479|0.0172594319999999|-251.2513491|764.8419772000001|383.4128238|1.0|1.0|0.0|1.0|1.0|2.69|0.0|23.0|-8.63|54.46|2.4|95.5|3.0|-4.52|3.0|-5.71|332.79|0.0|1.0|1.0|3.63|-4.74|2.99e-05|0.00996|0.00607|3.69|0.0|7.82e-07|-0.0507699999999999|4.6678|3.48|4.3983|-1410.88022|553.42|926.13|0.5497|423.2|0.4527899999999999|0.45426|-1410.783167|0.2373|-0.22857|0.03223201|-1410.833395|2.4582|43.0|7.3665|7.3665
8d_a32|0.0|1|3.474433107|0|0|0.609420756|0.143684876|5.733341277|-0.089662873|0|0.062782795|-0.519620595|-0.006974711|-0.0682721729999999|3|3|-0.005162219|0.002805572|-0.629535754|0|0.825020753|0.825978584|-0.11492754|1|0.7107041559999999|-0.109612139|-0.109968322|-68.88621406|10.01177286|181.8092016|-0.03346862|-43.43251025|6.291941176|89.20994250000001|0.708567136|-1.539556512|81.54594837|-21.03349629|78.89798692|446.6450457|0.2914328639999999|15.29958432|0.887243042|5523.492436|-608.0551435|29.684549600000004|0.019788058|-262.14980440000005|1365.489282|557.1050635|1.0|0.0|1.0|1.0|2.0|3.5|0.26|19.0|-7.26|154.03|1.1|110.38|7.0|-6.08|4.0|-6.47|397.52|1.0|0.0|1.0|3.57|-4.36|8.41e-07|0.000334|0.0173|3.17|0.0|2.19e-05|-0.0535|3.5588|4.26|3.5588|-1880.733071|671.71|111.16|0.3018|540.98|0.7026100000000001|0.7026100000000001|-1880.540067|0.3018|-0.20115|0.04065536|-1880.602038|1873.0|8.0|8.0809|8.0809
6g_a40|0.0|0|0.0|1|2|0.604893315|0.102683335|6.401917197|-0.261952754|0|-0.120745388|-1.09669629|-0.019683422|-0.251161616|2|2|-0.018182514|0.05728593|-0.588058458|0|0.8316888240000001|0.832499949|-0.340429901|1|0.605346707|-0.164941808|-0.156296046|-107.2113398|11.53799852|256.5226419|-0.059045173|-66.03405036|7.499640603|47.36081569|0.824204189|-2.657032782|114.7475987|-38.37906336|118.7493383|393.4722933000001|0.175795811|12.10032156|0.740853565|7822.892656|-1122.578856|46.56499428|0.020240097|-421.4621621|2095.424743|590.1686672000001|0.0|0.0|1.0|1.0|3.0|4.06|0.21|14.0|-2.87|213.89|0.59|124.18|5.0|-7.22|7.0|-7.02|474.53|1.0|0.0|0.0|2.37|-4.71|6.049999999999999e-08|2.87e-05|0.00917|3.06|1.0|0.6459999999999999|-0.08622|3.3197|7.38|2.8135|-2521.990118|669.8|1144.59|0.4971|514.77|0.58454|0.5794199999999999|-2521.8114530000003|0.1307|-0.20479|0.03363483|-2521.87499|8.9454|47.0|7.3279|7.3279
4m_a46|0.0|0|0.0|1|1|1.134637002|-0.245599013|5.587248657999999|0.051308728|1|-0.302054595|-0.0329557579999999|0.011122528|0.007901235|1|1|0.010359417|-0.029022201|-0.098201489|1|0.615482006|0.747676221|0.011235955|0|0.948973877|-0.067320375|-0.0672468|-35.4774406|5.74716122|26.89046601|-0.0224155999999999|-18.67596877|3.028720082|35.77391986|0.733236381|-1.008702005|41.88525631|-11.81288911|41.22460182|500.1036387|0.266763619|9.923886653|0.8622201970000001|4750.325312|-280.1395315|16.11061509|0.012232753|-245.828396|724.9776792|486.9589609|1.0|0.0|1.0|1.0|0.0|3.59|0.29|17.0|-6.88|54.5|2.5|98.69|2.0|-4.52|3.0|-5.68|328.41|0.0|1.0|1.0|3.59|-4.57|2.99e-05|0.00981|0.0088|3.69|0.0|4.31e-05|-0.04808|6.0419|3.45|4.3476|-1031.109224|558.63|975.72|0.2465|468.63|0.38389|0.68505|-1030.929791|0.1557|-0.23116|0.02920209|-1030.980844|5.2326|1288.0|5.8901|5.8901
19c_a38|0.0|0|3.332128134|2|2|1.297043851|-0.085545751|5.351858133|-0.04575843|2|0.02192428|-0.449745181|-0.004442319|-0.0431896509999999|1|1|-0.002443797|-0.20848518|-0.434836855|1|0.7163622890000001|0.846765471|-0.071918235|0|0.7591916240000001|-0.0918007669999999|-0.108301657|-57.79749770000001|15.30924906|151.612258|-0.038224114|-42.92996714|9.638658988|4.848162625|0.7187071909999999|-1.949429829|82.74311399|-24.06579196|73.10674676|477.9848537|0.281292809|13.36189552|0.914989047|6618.350708|-772.7394084|33.48483537|0.023120664|-275.39483110000003|1707.726604|640.025745|1.0|0.0|1.0|1.0|3.0|4.84|0.13|17.0|-6.92|105.02|1.76|130.41|5.0|-4.35|5.0|-7.13|426.45|0.0|0.0|0.0|2.57|-4.12|4.46e-05|19.0|0.0322|2.5|0.0|5.14e-05|-0.05691|5.8832|3.23|3.8322|-1424.3899310000002|652.09|1138.6|0.2961|517.28|0.2597|0.6279899999999999|-1424.1880119999998|0.1417|-0.21303|0.03740877|-1424.247603|3.2846|9.0|8.0348|8.0348
1o_a5|0.0|0|2.923171926|0|0|1.427566509|-0.266637757|4.59511985|0.033105871|2|-0.033273504|-0.1079910069999999|0.0057302559999999|-0.008511304|1|1|0.0051989459999999|0.06759341|-0.231165601|2|0.670787375|0.78144982|-0.016408975|0|0.88430372|-0.079346457|-0.072886362|-42.63505279|7.122612351|62.16682117|-0.028770932|-21.04383087|3.827177229|1.01402588|0.699913551|-1.093295425|50.11479279|-15.45942012|49.75766514|475.1609233|0.300086449|14.20898333|0.8888980340000001|4572.818263|-315.657463|22.08761368|0.020380352|-214.8381946|839.3293197999999|393.5487205|1.0|1.0|1.0|1.0|1.0|2.81|0.0|23.0|-8.11|78.25|1.23|95.2|3.0|-4.08|4.0|-6.3|323.35|0.0|0.0|1.0|2.95|-4.08|8.329999999999999e-05|0.0269|27.0|2.78|0.0|2.54e-06|-0.07037|4.5011|2.66|4.1692|-1043.536121|561.04|938.37|0.3966|443.88|0.4988899999999999|0.5492100000000001|-1043.422345|0.0071|-0.23973|0.04126499|-1043.472984|5.4919|35.0|7.4559|7.4559
12a_a5|0.0|0|2.981252568|1|1|1.338814635|-0.256282289|5.209486153|0.043132749|2|-0.0036987359999999|-0.09350376|0.00873078|-0.032601907|1|1|0.008649556|-0.093973419|-0.175245466|2|0.762866363|0.779533861|-0.063558439|0|0.894590896|-0.058605038|-0.067680123|-36.01436435|5.032443973|64.77671525|-0.026030816|-25.55893402|3.0925714930000003|0.0|0.746785093|-1.353602454|50.40529807|-15.99663329|41.04680832|549.7500455|0.253214907|16.12184989|0.844187448|5294.775577|-511.1786804|21.42066499|0.014342828|-303.31208710000004|1113.8745800000002|650.3600841|0.0|1.0|1.0|1.0|1.0|3.06|0.21|23.0|-8.83|57.7|2.17|119.38|5.0|-4.27|4.0|-6.23|381.47|0.0|1.0|0.0|3.58|-4.59|5.37e-05|0.0205|0.00977|3.38|0.0|5.660000000000001e-07|-0.04076|4.6865|2.91|4.1610000000000005|-1201.990542|667.31|1140.24|0.4794|508.81|0.50831|0.67169|-1201.750315|0.0296|-0.21228|0.03567816|-1201.8082029999998|3.9457|19.0|7.7212|7.7212
16j_a32|0.0|1|3.359912013|0|0|0.609420735|0.175152442|5.733341277|-0.086195934|0|-0.0667943999999999|-0.778815477|-0.002456725|0.021997616|3|3|-0.00030659|-0.202656848|-0.704356423|0|0.79965447|0.798237393|0.032797932|1|0.8259884120000001|-0.07651119|-0.106897203|-54.71915795|16.63953228|124.4493461|-0.034287782|-54.6758122|11.90023573|45.81893652|0.699790508|-1.817252458|91.93816239|-24.52188465|71.35869023|590.7291534|0.3002094919999999|13.20372234|0.7944808170000001|6507.757122|-929.4888072999998|35.04175088|0.021655546|-285.7717513|1857.212797|701.9321161|1.0|0.0|1.0|1.0|2.0|3.86|0.33|19.0|-7.77|149.27|1.57|121.3|8.0|-7.45|5.0|-5.73|441.57|1.0|0.0|0.0|4.25|-5.41|3.56e-08|1.57e-05|0.00172|4.59|0.0|7.5e-06|-0.05016|3629.0|5.5|3629.0|-2034.593521|729.78|1225.27|0.2907|631.34|0.70207|0.70207|-2034.344833|0.2907|-0.2002799999999999|0.0283671|-2034.408854|4.0992|9.0|8.0315|8.0315
8f_a8|0.0|0|2.939511291|0|0|1.394802091|0.024051247|4.844187086|-0.249095464|0|0.0587545909999999|-0.485102985|-0.007796225|0.007079485|1|1|-0.007036544|0.254819201|-0.5373378529999999|0|0.578166105|0.6971223040000001|0.010682683|0|0.5968139689999999|-0.122135295|-0.1064257719999999|-71.22071405|7.91086576|235.1097364|-0.048375351|-36.18904175|4.613060521|67.99102163|0.90577048|-2.128515439|67.4402386|-28.20910228|79.13157981|348.0199311|0.09422952|13.81994609|0.8416059290000001|5948.547713|-723.7808349999999|31.14376424|0.009226445|-473.23361|1370.325626|485.8626377000001|0.0|0.0|0.0|0.0|2.0|3.14|0.0|23.0|-7.95|80.88|4.11|105.27|4.0|-5.21|4.0|-5.98|391.37|0.0|0.0|0.0|4.04|-5.0|6.11e-06|0.0023899999999999|0.00395|3.82|0.0|4.43e-06|-0.0675299999999999|4.7027|7.71|3.4876|-1361.626748|602.63|1022.89|0.3188|477.92|0.55661|0.69925|-1361.455053|0.1659|-0.21285|0.03173623|-1361.510739|7.8014|22.76|4.6428|4.6428
