molecula|TASA|Num. of Rotatable bonds|NaasN|Oscillator Force (HOMO-LUMO transition)|GATS1pe|Dipole (gas phase)|Log Kp (cm/s)|heavy_atom_count|PNSA3|Mor01p|Log Po/w XLOGP3|Log Po/w MLOGP|Synthetic Accessibility|FNSA1|Fraction Csp3|Log Po/w Silicos-IT Log P|Total Energy (gas phase) (Hartree)|Area (grid)|pIC50
16a_a23|603.6746046|5.0|2|0.2066|0.7199622309999999|11.6254|-7.02|31.0|-26.53751114|668.3493171|2.66|2.04|3.94|0.585920722|0.14|2.03|-1685.8794469999998|670.04|7.4037
12a_a32|491.8493928|7.0|0|0.2908|0.7507116140000001|3.0517|-6.32|27.0|-53.20970382|557.1050635|3.39|1.1|3.45|0.667706375|0.26|6.49|-1880.734215|667.68|7.6021
4l_a46|504.7020036|3.0|1|0.1523|0.7936534740000001|2.6588|-5.23|26.0|-51.45056667|579.2365607|4.49|3.06|3.92|0.883450801|0.36|4.64|-1092.71063|612.39|7.0088
12an_a36|565.1654879|6.0|0|0.0644|0.855081905|4.3963|-6.64|31.0|-49.67568778|725.9470896|3.19|2.51|4.85|0.783512615|0.17|3.33|-1670.417726|718.98|7.3979
4b_a49|466.6010051|6.0|1|0.0615|0.6967593559999999|1.8265|-7.12|30.0|-56.45224362|600.3287567000001|2.28|1.66|3.37|0.645330839|0.22|3.71|-1333.026419|664.86|7.1024
14j_a23|548.455847|5.0|2|0.3886|0.5935522360000001|5.8037|-6.31|31.0|-40.35191855|599.5697147999999|3.68|3.4|3.39|0.7739671709999999|0.05|3.78|-1729.1379190000002|670.6|8.3883
18c_a22|644.1264387|6.0|1|0.0817|0.6922232890000001|1.2938|-6.63|34.0|-40.094865000000006|779.8043336000001|3.5|1.47|3.56|0.682690024|0.08|5.36|-1783.5397829999995|707.08|7.585
12al_a36|527.2034213000001|6.0|0|0.0095|0.84179881|6.4473|-6.93|31.0|-51.22331485|679.7230552999999|2.65|1.72|4.81|0.671084645|0.17|2.77|-1347.445127|702.95|7.3188
5a_a49|468.0117167|3.0|1|0.0529|0.632463498|5.6104|-6.84|30.0|-42.1802818|592.5885712|2.65|2.07|3.37|0.6069287529999999|0.22|3.3|-1311.960542|625.06|7.3665
14o_a23|642.7588542000001|7.0|2|385.0|0.575188253|5.9294|-5.94|35.0|-51.49843925|676.4530574|4.76|3.04|3.55|0.800301554|0.09|3.97|-2042.161288|729.11|8.4815
4e_a46|571.9794684|5.0|1|0.3109|0.69063113|1.9941|-6.6|35.0|-63.39469142|942.2127953|3.78|2.06|4.5|0.7951078540000001|0.27|3.05|-1884.564974|757.1|6.8125
6_a15|501.3728188|7.0|0|0.0113|0.810779115|1.3789|-5.33|28.0|-41.14459066|592.4420375|4.64|2.18|3.29|0.581974721|0.23|4.43|-1263.0072300000002|612.22|7.4559
47u_a18|516.6437614|8.0|0|0.5849|0.646724968|4.4624|-6.31|34.0|-62.99873374|818.9389171|3.9|2.95|3.98|0.721837463|0.19|3.15|-1510.153552|738.53|5.7055
12at_a36|520.6361161|7.0|0|0.2076|0.7767870459999999|6.4676|-7.18|33.0|-58.66704838|735.3783268|2.53|1.89|4.9|0.6744421970000001|0.17|2.7|-1460.797444|733.29|7.1079
21_a34|453.8692584|4.0|1|0.0002|0.660871869|5.3432|-6.83|33.0|-63.96857813|659.7484451|3.02|1.72|3.43|0.728260094|0.12|3.64|-1483.305698|698.17|5.4737
15b_a10|631.9674549|7.0|1|0.1595|0.7199249390000001|4.7752|-6.34|31.0|-31.76194123|766.4127559|3.49|2.14|3.61|0.670236374|0.32|4.34|-1317.736865|721.17|7.0706
19i_a38|457.89548719999993|5.0|0|0.1886|0.632625562|6.6636|-6.81|31.0|-51.15830416|593.6088758|2.88|2.78|4.8|0.7419238420000001|0.14|3.55|-1431.384243|641.31|7.9031
1d_a5|484.3911442|4.0|0|0.0982|0.513260607|3.7798|-5.73|27.0|-47.76176205|403.396385|3.95|2.73|2.92|0.770504115|0.05|5.48|-1288.306458|567.04|5.03
30_a47|407.3992771|5.0|1|0.3566|0.651797437|2.7493|-6.95|28.0|-64.94243028|457.1122177|2.5|1.78|3.03|0.679447569|0.05|2.71|-1696.078047|615.85|7.9
12ax_a36|566.4430628|5.0|0|0.4167|0.771220556|4.5001|-6.26|31.0|-49.32384393|661.6709012|3.93|2.99|4.74|0.7648530440000001|0.14|3.99|-2152.100515|699.67|7.9208
18b_a30|575.0330633|5.0|0|0.3576|0.760234689|4.8198|-6.33|31.0|-52.09100293|666.0036144999999|3.59|2.17|4.78|0.759715688|0.13|3.87|-1667.995173|697.37|7.6003
19_a34|319.1993829|3.0|1|0.2189|0.818710955|3.4272|-7.01|23.0|-56.30608209|337.9440349|1.66|1.08|3.07|0.662289492|0.18|2.69|-1046.5747720000002|538.96|6.0044
6a_a31|335.9594356|4.0|0|0.6404|0.803505125|7.7514|-6.69|28.0|-77.60012959|479.200937|2.8|1.13|3.42|0.6927462990000001|0.05|4.68|-1613.295461|607.79|5.9586
13p_a6|515.4389679999999|7.0|0|0.0029|0.8244206940000001|9.0546|-7.01|34.0|-70.52421289|794.5462391|2.86|1.01|3.64|0.76005742|0.12|4.58|-1463.0432449999998|752.82|7.0362
47n_a18|653.9193397999999|13.0|0|0.5056|0.711628292|2.4754|-6.68|40.0|-65.43887366|1306.125688|4.1|2.72|4.69|0.783921929|0.31|3.67|-1743.299948|879.92|7.1938
17e_a50|647.0975667|6.0|2|0.1785|0.736221185|6.7175|-6.08|33.0|-32.24487658|904.3172644|4.08|2.91|4.18|0.803671114|0.37|4.23|-1375.268259|757.34|6.8097
12ab_a30|562.8556061|7.0|0|0.1511|0.794193541|6.9089|-6.39|33.0|-58.23149599999999|792.3440337000001|3.81|2.2|4.87|0.603952976|0.21|3.94|-1804.79081|753.75|7.7825
3n_a32|482.963897|3.0|0|0.2839|0.762657782|3.5849|-5.98|26.0|-42.83673428|522.1674161999999|3.74|1.58|3.51|0.648933114|0.32|6.71|-1825.349557|614.67|7.6778
12y_a36|562.7133986|6.0|0|0.4358|0.856135378|6.1376|-6.34|31.0|-51.48548385|698.847203|3.45|2.38|4.88|0.755735734|0.12|3.62|-1310.315063|702.38|7.9208
23_a10|648.2471057|6.0|1|0.2089|0.706648116|3.8115|-5.93|35.0|-35.17017083|930.6293092|4.48|2.99|3.8|0.7611996520000001|0.21|5.11|-1470.166163|768.3|6.1249
11_a1|351.1382199|4.0|0|0.3201|0.7846345840000001|5.0526|-6.27|29.0|-77.81495049|495.0560271000001|3.35|1.95|3.25|0.751878145|0.05|4.28|-1312.4282380000002|614.86|6.7696
14_a1|351.2799603|4.0|0|0.3497|0.795744863|4.1207|-6.73|29.0|-74.96297518|513.4628663999999|2.7|1.54|3.25|0.753357398|0.05|4.04|-1292.55322|621.08|7.0269
4_a38 (LY-2157299)|431.0669496|3.0|1|0.06|0.6848692759999999|5.9043|-6.86|28.0|-52.90108631|542.7276591|2.39|1.84|3.27|0.7861170609999999|0.18|3.69|-1198.64695|617.61|7.1586
15c_a22|623.9175171|6.0|1|0.0694|0.639264982|7.382000000000001|-6.96|34.0|-48.58045253|731.8178649|2.9|1.08|3.49|0.661775114|0.08|3.9|-1460.571156|715.42|6.1325
18a_a30|534.88346|5.0|0|0.3781|0.7961424690000001|4.2514|-5.98|29.0|-45.11907802|620.9195447000001|3.87|2.82|4.75|0.7904991659999999|0.14|3.84|-1575.755101|665.12|7.6108
21a_a23|611.67123|5.0|2|0.3692|0.6906097959999999|5.3733|-6.07|31.0|-34.01266735|666.0036144999999|3.98|3.24|3.53|0.842121383|0.09|3.88|-1669.23053|701.01|6.9914
8d_a12|477.4206699|3.0|0|0.0853|0.8405406040000001|2.1281|-5.96|27.0|-43.27410838|503.2240425|3.51|2.83|4.06|0.8338637040000001|0.1|3.87|-1138.256361|600.2|7.6021
14l_a23|607.777253|5.0|2|0.4239|0.6906097959999999|6.0563|-6.1|31.0|-35.3275485|666.0036144999999|3.94|3.24|3.51|0.7896261940000001|0.09|3.88|-1669.224647|694.65|8.1798
17a_a22|587.2505892999999|7.0|1|0.0085|0.7994946709999999|3.0156|-6.39|33.0|-49.30541729|784.2697099|3.62|2.01|4.02|0.710958975|0.15|3.93|-1408.279257|731.19|7.0862
19l_a38|518.0872716|6.0|0|0.0233|0.700181525|6.5627|-6.39|32.0|-51.6277901|696.3887025|3.55|2.75|4.94|0.7374102309999999|0.12|4.03|-1409.557954|660.04|7.8633
12aa_a30|567.5458219999999|7.0|0|0.1506|0.794193541|5.8962|-6.39|33.0|-54.50378741|792.3440337000001|3.81|2.2|4.86|0.630759573|0.21|3.94|-1804.784381|748.78|8.1135
4f_a46|507.213176|3.0|1|0.1719|0.69830739|3.2783|-5.65|25.0|-30.29079362|538.4165208|3.77|2.58|3.88|0.759842275|0.38|4.56|-1033.528421|591.51|6.7375
6b_a31|383.0600707|4.0|0|0.4967|0.795570315|5.9085|-6.5|29.0|-73.70779766|536.6368656000001|3.2|1.36|3.55|0.7459204140000001|0.1|5.19|-1652.635711|637.06|7.2676
16_a15|494.6488764|6.0|0|0.1409|0.72660548|8.0361|-6.27|32.0|-60.63825695|728.353441|3.88|1.72|3.59|0.868460507|0.08|3.37|-1770.448668|716.79|7.6778
4q_a46|509.9138517|4.0|1|0.1432|0.703627625|2.7026|-6.54|26.0|-29.12008262|554.3688216|2.65|1.75|3.95|0.61955726|0.38|4.09|-1108.729426|606.7333|6.129
13d_a6|536.999346|6.0|0|0.2513|0.7995080809999999|11.0994|-5.88|32.0|-63.04181168|692.8471883999999|4.23|1.5|3.64|0.769432845|0.16|5.38|-1389.374844|723.61|6.4437
21_a47|398.4031618|6.0|1|0.2249|0.591185263|3.6767|-6.58|29.0|-46.63227351|482.9384172|3.0|2.97|3.29|0.6448452960000001|0.1|2.94|-1375.028093|583.37|8.3
12n_a30|491.3700419|5.0|0|0.1489|0.64876559|5.3143|-6.02|30.0|-52.4873066|618.6004214|3.97|3.2|4.66|0.799403208|0.14|4.25|-1674.978015|669.57|7.983
36_a18|572.70209|7.0|0|0.4674|0.721836103|1.9944|-6.18|35.0|-55.38202488|975.4099618|4.18|3.13|4.19|0.812056067|0.28|3.73|-1493.661092|769.73|7.4949
16_a20|602.0075202|4.0|0|0.1958|0.724665638|4.7315|-5.42|31.0|-43.51359744|664.4562602999999|4.69|2.2|3.5|0.780108103|0.08|6.38|-1275.8670960000002|686.59|7.585
7s_a46|431.6285339|2.0|1|0.1186|0.768056188|2.4286|-5.81|23.0|-48.61321955|409.9543818|3.32|2.39|3.08|0.8198874559999999|0.26|3.65|-974.7707066|539.99|5.7022
15_a47|423.5412927|3.0|0|0.0759|0.614613723|2.2271|-5.76|25.0|-45.1562696|383.4213189|3.8|2.83|2.89|0.711630105|0.06|4.69|-1527.376145|552.16|7.8
9b_a36|530.8939077|5.0|0|0.5392|0.7961424690000001|6.2846|-6.46|29.0|-46.58565720000001|620.9195447000001|3.2|2.82|4.73|0.78242217|0.14|3.6|-1575.751975|666.01|7.6778
12a_a40|479.8867095|2.0|1|0.3701|0.525051106|2491.0|-4.56|22.0|-32.81611621|323.26151960000004|5.43|4.34|3.2|0.85136964|0.0|5.33|-2097.8163050000003|530.55|5.7501
17a_a50|601.1353533|6.0|2|0.1754|0.732114362|6.2113|-6.44|30.0|-29.57096251|719.3470265|3.23|2.3|3.95|0.7899109000000001|0.29|3.39|-1258.540058|705.96|7.0706
18a_a25|617.676232|6.0|1|0.0027|0.7291583840000001|3.1313|-5.58|32.0|-37.07961488|759.4953883|4.76|2.88|3.5|0.817072039|0.08|5.89|-1675.2501519999998|694.17|7.0269
22_a10|677.4790907|6.0|1|0.1922|0.646474494|4.8409|-6.29|36.0|-41.96631248|916.8601445|4.1|2.8|3.74|0.564323334|0.17|4.64|-1544.203968|770.92|5.9586
14h_a23|622.5428245|5.0|2|0.2727|0.669357479|9.7146|-6.62|32.0|-43.02851162|646.2584547|3.3|2.39|3.47|0.753100584|0.04|3.4|-1722.148272|699.86|8.3468
12ba_a36|572.4586103999999|5.0|0|0.0009|0.796093405|3.1996|-7.04|33.0|-56.0578808|688.1986357999999|2.67|0.74|4.8|0.7068957840000001|0.12|2.79|-1417.426327|687.23|7.6778
9o_a24|445.9858336|6.0|0|0.0288|0.7086274779999999|4.3816|-6.83|32.0|-51.29122728|663.2688909|2.88|1.23|3.96|0.668046377|0.04|3.75|-1388.094657|611.03|6.3507
12g_a36|587.240781|6.0|0|45.0|0.860667615|5.912000000000001|-6.19|32.0|-47.63457647|799.5563855|3.8|2.66|5.06|0.779745318|0.24|3.85|-1350.861445|724.32|7.8539
19d_a38|406.0626253|6.0|0|0.0699|0.730686013|7.9959|-7.84|33.0|-74.84120843|686.8472757999999|1.65|1.65|4.91|0.7494816990000001|0.13|2.34|-1500.850957|679.08|7.9586
19b_a38|452.6479704|5.0|0|0.1945|0.632625562|5.5253|-6.81|31.0|-53.38447032|593.6088758|2.88|2.78|4.82|0.7596369590000001|0.14|3.55|-1431.38073|646.81|7.9172
17a_a25|623.7797651000001|7.0|1|0.1735|0.659740852|3.4677|-6.18|33.0|-44.46905084|781.7487682|3.9|2.67|3.48|0.755980502|0.11|4.83|-1391.588873|747.06|7.6021
14b_a50|592.81677|7.0|2|0.1373|0.71456262|5.3711|-6.5|33.0|-33.02344264|825.4425942|3.51|2.32|4.64|0.637281054|0.35|3.72|-1431.037684|718.64|5.1818
6a_a40|458.303126|5.0|1|0.4015|0.657059571|6.9379|-6.32|29.0|-68.11170799|557.4018948|3.77|1.62|3.99|0.8678518190000001|0.21|4.38|-2371.560378|649.48|7.3979
14ab_a23|632.9786397|5.0|2|0.3893|0.693959193|5.9624|-5.92|32.0|-35.59605095|733.3886349999999|4.31|3.45|3.63|0.797837067|0.12|4.4|-1708.543268|719.66|8.4012
1n_a5|450.71720610000006|5.0|0|0.3789|0.656280207|0.6234|-6.41|27.0|-47.1725036|467.1194103|2.91|1.72|2.88|0.627751746|0.05|4.41|-1179.169527|607.15|7.5686
12h_a36|536.6941285|6.0|0|0.0056|0.84179881|6754.0|-6.93|31.0|-48.17643878|679.7230552999999|2.65|1.72|4.8|0.665254541|0.17|2.77|-1347.451759|697.29|7.8539
12_a3|393.75653|2.0|0|0.5056|0.841871246|2.3762|-5.3|22.0|-44.07517037|330.4083896|4.03|1.6|3.2|0.830418645|0.0|4.34|-1272.125792|515.23|5.45
6_a1|424.3707604|3.0|1|0.3399|0.741035199|5.8386|-6.21|22.0|-27.63847818|359.9965854|2.63|1.75|2.94|0.576759436|0.22|3.61|-935.4750982|527.41|5.2924
4r_a46|449.7405899|3.0|1|0.1404|0.76719475|2.6630000000000003|-6.83|25.0|-42.06465252|496.0386301|2.12|1.52|3.82|0.7146312779999999|0.35|3.56|-1069.419677|571.75|5.8499
12aj_a36|530.0854761|5.0|0|0.0082|0.856274847|5.8554|-6.55|30.0|-46.79363201|662.0530478999999|3.04|2.24|4.84|0.77492734|0.17|3.24|-1272.241135|682.84|7.7696
12v_a36|527.7920397|6.0|0|0.0223|0.84179881|6.1869|-6.93|31.0|-51.4172081|679.7230552999999|2.65|1.72|4.82|0.6276553979999999|0.17|2.77|-1347.442792|671.56|7.8539
25d_a34|445.9861716|7.0|1|0.2106|0.778903495|6.1995|-6.74|32.0|-66.52770588|673.8038326000001|3.05|2.26|3.58|0.7772035959999999|0.12|3.05|-1426.468726|706.21|6.0223
12c_a30|550.9847369|5.0|0|0.1568|0.7463962120000001|3.7377|-5.75|30.0|-50.12643041|652.8825454|4.49|3.31|4.62|0.8061287690000001|0.14|4.47|-2035.339256|695.96|7.9914
14a_a22|588.739773|6.0|1|0.0578|0.655865336|4.9775|-6.61|32.0|-42.39063895|684.5377542|3.18|1.73|3.42|0.7007904070000001|0.08|3.87|-1368.321586|695.62|7.4202
8e_a12|538.051884|3.0|1|0.2252|0.797199175|1.0295|-6.03|28.0|-29.79080011|561.9859171|3.53|3.05|4.11|0.7112578709999999|0.14|3.34|-1177.593205|612.59|6.2306
11a_a50|484.8529701000001|2.0|2|0.1761|0.667956827|5.4342|-6.24|25.0|-25.48858279|439.9973344|2.9|2.25|3.44|0.6543614329999999|0.15|3.09|-1045.954278|574.01|7.2291
17b_a6|494.7179214|5.0|0|0.0033|0.8013954109999999|5.3385|-5.89|31.0|-62.63196368|627.4287311|4.09|1.7|3.53|0.7706671740000001|0.12|4.98|-1350.078181|690.98|6.8153
13c_a5|527.6071331999999|5.0|0|0.1666|0.6775573359999999|2.3276|-7.28|31.0|-50.97293525|656.208474|2.15|1.16|3.13|0.551328235|0.17|4.23|-1351.2369640000002|676.53|6.9101
3_a20 (SB-525334)|494.6267525|3.0|0|0.1171|0.7835436240000001|3.7291|-5.74|26.0|-34.52869143|520.6749407|3.74|1.69|3.37|0.784910502|0.24|5.2|-1086.56485|605.71|6.7905
18_a20|506.6038164|5.0|0|0.2011|0.778639593|5.3978|-6.13|32.0|-61.73239771|712.1606951|3.85|2.06|3.48|0.8109110409999999|0.08|5.54|-1352.32685|703.24|7.4685
1o_a5|475.1609233|3.0|0|0.0071|0.650008224|4.7435|-6.3|25.0|-42.63505279|393.5487205|2.78|1.23|2.81|0.699913551|0.0|4.48|-1043.536121|561.04|7.4559
17a_a6|494.010135|5.0|0|0.0101|0.8013954109999999|4.1627|-5.89|31.0|-63.02857512|627.4287311|4.09|1.7|3.52|0.77193498|0.12|4.98|-1350.078838|696.96|7.6198
5_a4|506.7916175|3.0|1|67.0|0.650346601|2.7859|-5.57|26.0|-27.26045038|518.5792364|3.95|2.88|3.27|0.807351587|0.23|4.89|-1069.251223|595.55|7.1487
8j_a46|502.0694817|2.0|1|0.1427|0.6109926379999999|5.2361|-5.55|24.0|-29.38737046|453.1959065|3.97|2.62|3.23|0.822112519|0.32|4.71|-1414.50743|576.48|5.9108
8d_a32|446.6450457|7.0|0|0.3018|0.789198712|1.0269|-6.47|27.0|-68.88621406|557.1050635|3.17|1.1|3.5|0.708567136|0.26|6.42|-1880.733071|671.71|8.0809
galu_a46|427.4851161|3.0|1||0.6848692759999999||-6.86|28.0|-50.93538037|542.7276591|2.39|1.84|3.27|0.7832175929999999|0.18|3.69|||7.2924
14y_a23|639.7735629|5.0|2|444.0|0.64069202|4.8799|-5.8|32.0|-39.9727336|665.6233736|4.83|3.99|3.41|0.78322549|0.05|4.64|-2549.091817|713.1|8.4225
21_a4|472.812128|3.0|1|0.1457|0.674434042|2.0282|-5.76|23.0|-28.99048719|387.240586|3.36|2.32|3.37|0.7231676229999999|0.16|3.7|-973.5481197|549.71|6.9172
14b_a3|384.6023764|2.0|0|0.2276|0.8255789570000001|2.8743|-6.42|23.0|-44.49789848|358.3503513|2.58|1.04|3.18|0.766915433|0.06|4.28|-1327.4859310000002|524.27|6.4202
12g_a30|531.1295763|6.0|0|0.1613|0.770326886|3875.0|-6.22|32.0|-58.41940906|683.7405759|3.89|2.06|4.67|0.7743107290000001|0.13|3.4|-1743.174676|717.55|8.0334
14b_a25|595.4307570000001|6.0|1|0.0006|0.632638761|2.7037|-6.26|34.0|-52.75064158|760.3735147000001|3.88|1.8|3.51|0.772789587|0.07|4.48|-1444.505985|716.14|7.6576
37_a18|608.2316837999999|7.0|0|499.0|0.699483099|2.2872|-6.14|36.0|-50.09028298|1056.535856|4.36|3.33|4.31|0.7648766029999999|0.3|3.68|-1532.974371|794.5|7.4559
1_a3|356.76228530000003|2.0|0|0.0096|0.943582278|2.2332|-6.87|22.0|-45.44133321|373.1494221|1.83|1.52|3.83|0.7920857179999999|0.18|2.28|-1273.290432|496.09|6.1403
17b_a50|648.4900322000001|8.0|2|0.1758|0.748900413|6.3333|-6.09|32.0|-33.25475672|862.3868512|3.96|2.71|4.17|0.803386523|0.35|4.18|-1337.164673|752.09|6.9136
10_a1|378.9193385|4.0|0|0.6754|0.658433571|5.3861|-5.91|27.0|-65.97424138|433.2550452|3.64|2.78|3.0|0.8340962559999999|0.0|4.86|-1223.125689|585.51|5.8239
IN1233_a59|506.6510632|5.0|0|0.2011|0.778639593|5.4004|-6.13|32.0|-61.73167061|712.1606951|3.85|2.06|3.48|0.810795898|0.08|5.54|-1352.326849|703.47|7.4685
1m_a5|464.8375158|3.0|0|0.2373|0.63664685|1939.0|-5.71|24.0|-37.380714700000006|383.4128238|3.69|2.4|2.69|0.73847373|0.0|5.11|-1410.88022|553.42|7.3665
7g_a8|419.1502102|3.0|1|0.5165|0.606087461|10.1546|-5.63|30.0|-64.55562181|509.2753308|4.38|3.4|3.29|0.806738465|0.04|4.94|-1374.4533210000002|620.67|4.6772
11d_a5|553.3617954|7.0|0|0.2068|0.755793189|2.8731|-6.47|29.0|-40.04753555|631.9206508|3.07|1.42|3.13|0.712305422|0.17|4.41|-1239.093739|682.09|7.8239
21_a10|547.3834282|5.0|1|0.1489|0.68876002|1.5138|-6.07|34.0|-64.32920271|746.5727327999999|4.17|2.81|3.5|0.704106635|0.11|4.47|-1485.461532|716.1|5.3188
34_a47|457.4477611|4.0|1|0.1718|0.609110565|4.4605|-6.66|26.0|-34.3104683|439.9906467|2.49|1.75|3.19|0.653993216|0.16|3.34|-1162.450678|585.79|8.7
16_a3|344.4962834|2.0|0|0.3866|0.640070307|2.8688|-5.89|23.0|-53.7971544|328.71459869999995|3.35|2.26|3.13|0.8296818009999999|0.0|4.74|-1371.360243|520.28|7.3768
6_a27|388.6505938|2.0|1|163.0|0.650575651|2.7521|-6.55|24.0|-38.92545695|373.9912084|2.37|2.42|3.0|0.774820398|0.11|3.48|-1043.806618|526.9|9.0
12c_a31|422.3366652|8.0|0|0.2625|0.770283733|1.6786|-6.53|28.0|-66.41224264|583.9691392000001|3.1|1.08|3.69|0.6817087|0.35|5.64|-1618.112841|679.71|6.4202
3_a47|448.2137648|3.0|0|0.2182|0.815682427|4.0226|-5.16|25.0|-43.59237092|418.022895|4.6|2.88|2.59|0.7849694909999999|0.0|4.32|-1470.101469|556.65|6.5
14a_a25|558.2652611000001|6.0|1|0.1756|0.653818362|3.0824|-5.91|32.0|-45.72658614|712.1606951|4.16|2.47|3.43|0.8067529940000001|0.08|4.44|-1352.265931|689.55|6.684
12ad_a36|538.2749789|7.0|0|0.2532|0.7767870459999999|5.3349|-7.18|33.0|-58.34300549|735.3783268|2.53|1.89|4.9|0.656407461|0.17|2.7|-1460.794632|737.53|7.7696
13_a47|402.6200617|3.0|0|0.3382|0.626280497|3.5455|-6.0|24.0|-41.79730418|359.12161539999994|3.17|2.34|2.9|0.688261242|0.06|4.06|-1067.78457|542.62|7.8
14_a4|386.9927769|2.0|1|0.1067|0.500893739|2.3797|-5.8|21.0|-29.91067393|280.2639278|3.09|2.82|3.14|0.768457211|0.06|3.59|-918.9304744|475.32|5.8794
7f_a10|519.0013298|4.0|1|0.0191|0.5209683970000001|2.2631|-5.47|30.0|-35.78096407|527.8079877|4.7|2.64|3.37|0.8217865520000001|0.23|5.07|-1442.200124|597.28|6.8508
12w_a30|584.3729039|5.0|0|0.1614|0.711738503|2.4229|-5.52|31.0|-52.53307388|685.6665849999999|5.12|3.79|4.63|0.8077976990000001|0.14|5.11|-2494.932002|716.83|7.821
5a_a50|517.556163|2.0|2|0.1156|0.6759066159999999|3.9843|-5.83|25.0|-20.77548565|462.1867149|3.46|2.62|3.5|0.66527517|0.14|3.66|-1029.905844|582.98|5.3872
6g_a40|393.4722933000001|5.0|1|0.1307|0.808096413|6.7231|-7.02|31.0|-107.2113398|590.1686672000001|3.06|0.59|4.06|0.824204189|0.21|3.43|-2521.990118|669.8|7.3279
9s_a24|548.5261887|4.0|0|0.0839|0.748077475|4.6141|-7.2|30.0|-30.93968263|604.8829955|2.11|0.81|3.43|0.445160769|0.04|3.15|-1270.994965|654.28|7.4949
3b_a12|470.8937285|3.0|0|0.2418|0.802482465|5.9551|-5.65|24.0|-33.57216667|406.0361621|3.78|3.99|3.82|0.7688221909999999|0.05|4.05|-1410.947421|548.05|7.3098
9g_a24|429.0504306|3.0|1|0.1023|0.657503038|2.9691|-7.17|23.0|-32.080056199999994|341.3207334|1.37|0.64|2.8|0.4819264479999999|0.06|2.91|-984.5565078|524.03|7.1675
14z_a23|644.4593172|5.0|2|0.2917|0.64069202|5.9301|-5.8|32.0|-40.56245532|665.6233736|4.83|3.99|3.42|0.785604449|0.05|4.64|-2549.0953670000004|715.41|8.2941
32_a47|613.6886524|5.0|1|0.2839|0.634406338|4.8234|-6.34|31.0|-41.57905445|682.9868225|3.7|3.11|3.35|0.64116122|0.26|4.18|-1778.0970140000002|692.49|7.0
13b_a6|508.6895893|5.0|0|0.2461|0.8013954109999999|10.8032|-6.1|31.0|-61.06841733|627.4287311|3.8|1.29|3.56|0.757233678|0.12|4.98|-1350.061187|694.33|6.7595
14p_a23|623.0226425|5.0|2|0.3802|0.669357479|7.4033|-6.62|32.0|-42.52653933|646.2584547|3.3|2.39|3.48|0.751638299|0.04|3.4|-1722.152257|699.61|8.5302
11b_a31|303.7286124|5.0|0|0.2634|0.7943850720000001|3.2104|-6.73|25.0|-80.0942166|397.3137532|2.46|0.79|3.41|0.669723835|0.24|4.67|-1520.0430279999998|589.56|6.2757
7b_a8|432.6681725|3.0|1|139.0|0.677544268|9.9463|-6.15|30.0|-60.75943432|545.9267515|3.61|2.23|3.49|0.753935657|0.09|4.48|-1330.595067|621.4|4.8687
13g_a6|607.1336751|6.0|0|0.0105|0.789769968|10.1708|-6.31|33.0|-51.67543048|744.1359788|3.7|1.13|3.61|0.7357333540000001|0.12|5.41|-1386.573241|739.55|6.9245
16f_a32|558.6750754999999|9.0|0|0.2931|0.761506727|3.6641|-5.99|29.0|-56.53102601|636.0251562999999|4.11|1.34|3.76|0.69473708|0.3|6.42|-1995.278839|722.06|8.041
16i_a32|523.8261846|8.0|0|0.2857|0.761506727|3353.0|-5.93|29.0|-56.03343427|636.0251562999999|4.19|1.34|3.75|0.718964113|0.3|6.25|-1995.279632|692.96|8.2596
12q_a36|536.0103834|5.0|0|0.3419|0.8065052890000001|4.6718|-6.49|30.0|-49.18227989|629.5017194000001|3.31|2.51|4.74|0.768692389|0.14|3.35|-1692.5102989999998|683.51|8.2218
28_a34|279.4884473|3.0|1|0.2043|0.7829667309999999|6.4596|-7.04|24.0|-66.89539627|344.69029950000004|1.72|0.88|3.02|0.7298701059999999|0.12|1.99|-1100.760824|544.24|5.4179
9i_a24|390.5119445|3.0|1|0.0029|0.73094562|7.1135|-7.01|22.0|-30.56504777|295.8603625|1.48|0.67|2.76|0.499238289|0.0|2.42|-945.2626532|501.48|7.0555
12p_a30|539.2411292|5.0|0|0.1527|0.7991060659999999|4.0456|-5.81|30.0|-47.54197452|686.039456|4.23|3.04|4.76|0.8199554720000001|0.17|4.35|-1615.0623480000002|685.08|7.7721
12f_a31|489.0460499|10.0|0|0.2664|0.7730604259999999|1.8803|-6.19|30.0|-68.14417693|713.5657448|3.82|1.53|3.86|0.686882955|0.41|6.43|-1696.741889|755.33|6.8861
10_a4|533.4262268|4.0|1|0.0176|0.6799081490000001|1.4517|-5.83|28.0|-29.52653193|594.7358385|3.85|2.53|3.46|0.744529685|0.26|4.93|-1183.790554|619.99|7.0555
14c_a22|623.8702703|6.0|1|0.0694|0.639264982|7.3824|-6.96|34.0|-48.57709197|731.8178649|2.9|1.08|3.49|0.66168729|0.08|3.9|-1460.571156|715.52|6.8153
6f_a40|421.31181889999993|5.0|1|0.0158|0.742681934|6.2384|-6.9|30.0|-86.21963207|593.503189|3.09|1.1|4.05|0.8628087240000001|0.21|3.66|-2426.924155|668.95|7.3768
12ag_a36|471.0269757|5.0|0|0.0191|0.698414933|5.4459|-6.76|30.0|-52.02834065|595.8790650000001|2.78|2.4|4.72|0.758897371|0.14|3.13|-1332.151245|658.68|7.7696
