molecula|SddssS|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1c|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8s|SIC2|nFaHRing|RASA|FNSA5|PNSA5|PPSA3|RNCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|PPSA5|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Molecular Mass|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|IC50|pIC50|pIC50
14b_a50|0.0|1|0.0|0.0|2|2|2|1.267593742|-0.092558007|-0.003935732|2|0.030219907|-0.068176984|2.115127752|-0.255822608|0.010215823|0.037777505|-0.041169251|2|0.011249462|-0.106938404|-0.280243276|-0.306633966|1|0.74726683|0.030057537|0.831689551|1|0.904076348|-0.076674952|-50.27694576|14.70317076|25.31245624|0.637281054|-1.533499045|-21.65397937|64.58491917|-16.75898192|47.72661339|0.445384689|2967.872393|592.81677|-1005.538915|2984.248708|11.45638132|0.8030515570000001|6737.145102|237.8403928|26.29763086|0.021820402|14.30797341|1.0|1.0|1.0|4.64|-6.86|3.72|4.81|66.99|2.0|0.0|128.39|0.0|1.0|7.0|-4.6|33.0|441.52|0.0|-4.78|0.0111|1.6800000000000002e-05|3.51|0.0|0.0|1.3900000000000001e-07|6.12e-05|5.2834|4.0775|-1431.068494|1253.87|533.25|-1430.72987|0.1373|-0.16874|5.3711|-1430.7933859999998|6.58|5.1818|5.1818
13_a47|0.0|1|2.920663104|0.0|0|0|0|1.417757826|-0.174238791|-0.0049262279999999|2|0.036632997|-0.047120094|1.5940801480000002|-0.20197533|-0.00105415|0.003874205|0.038682232|1|-0.000211465|-0.108780879|-0.0233277889999999|-0.316563793|2|0.6427334020000001|0.030290722|0.8582665429999999|1|0.781675563|-0.088128939|-45.39284663|9.13564442|63.12660940000001|0.688261242|-1.23380515|-21.52866736|57.38622954|-16.72368034|50.9329486|0.472007922|2190.316257|402.6200617|-635.4998528|669.2729199|13.33103985|0.8939678120000001|4542.479565|160.5682509|24.29844849|0.023284817|11.99338291|0.0|1.0|1.0|2.9|-7.9|4.06|4.63|66.49|0.0|0.0|91.59|0.0|1.0|3.0|-4.24|24.0|319.34|1.0|-4.27|0.0185|5.41e-05|3.17|0.0|0.0|1.26e-08|4.04e-06|4.0302|4.0302|-1067.820961|895.21|404.73|-1067.665127|0.3382|-166.0|3.5455|-1067.71601|16.0|7.8|7.8
16e_a32|0.0|1|3.343660084|0.0|0|0|0|0.609420752|0.180914799|-0.0154404319999999|0|0.040982906|-0.04474426|2.080236877|-0.772021601|-0.0048042729999999|-0.070351839|-0.01320745|3|-0.002310082|-0.079817994|-0.219947482|-0.698621582|0|0.804503712|0.096017785|0.91471624|1|0.7903051590000001|-0.117338144|-75.36830928|15.50894749|105.4021155|0.702226562|-1.760072163|-35.94239328|90.34923861|-24.05371573|71.46633549|0.458956284|2710.157931|507.6266039|-1130.524639|3376.1299740000004|12.15001203|0.848279482|6142.277629|191.2650034|34.2534974|0.023323257|14.98092934|1.0|1.0|1.0|3.64|-7.38|6.03|4.6|149.27|3.0|0.0|111.95|1.0|1.0|8.0|-6.59|28.0|413.52|1.0|-4.75|0.000107|1.7899999999999998e-05|3.76|0.0|0.0|4.18e-08|1.73e-05|3.6214|3.6214|-1955.993572|1130.95|552.79|-1955.766505|0.2858|-0.14991|3.2372|-1955.827194|7.0|8.1367|8.1367
3a_a12|0.0|0|0.0|0.0|0|1|1|1.28383802|0.13714555|-0.007671441|2|0.032544803|-0.1231529169999999|0.0|-0.322200517|-0.0025830939999999|-0.062973953|-0.0161799839999999|0|-0.001011111|-0.205054123|-0.1213636769999999|-0.5274624179999999|1|0.943290857|-0.021522321|0.759068438|0|0.871985494|-0.090803706|-44.430225|4.615711776|71.11710277|0.781050096|-1.362055589|-17.05063286|52.21461165|-17.08854808|39.46272532|0.462077145|2045.857684|426.6622302|-666.453375|1050.730179|11.01449587|0.859002624|4230.717811|107.1321197|21.87893986|0.015909241|7.784386645|1.0|0.0|1.0|3.84|-7.5|3.43|2.49|37.28|0.0|0.0|97.52|0.0|1.0|3.0|-3.6|23.0|298.34|1.0|-4.06|0.0745|8.8e-05|3.15|0.0|0.0|3.13e-08|9.33e-06|4.2336|3.7304|-951.3711872|875.71|383.08|-951.217594|128.0|-0.15328|1.3824|-951.264072|194.0|6.7122|6.7122
12ba_a36|0.0|0|3.389685532|0.0|0|2|2|1.297043659|-0.090865777|-0.0075620109999999|2|0.040566449|0.087201747|0.0|-0.423472625|-0.002123045|0.003750685|-0.011949092|1|-0.000621302|0.159880159|-0.168084618|-0.410941182|1|0.844641715|0.041478447|0.890675195|0|0.849738126|-0.108410153|-73.03464847|16.57882744|100.798163|0.7068957840000001|-1.951382748|-37.76553687|89.06670390000001|-25.28122447|72.63670824|0.49229954|3035.390784|572.4586103999999|-1314.6236720000002|2492.5731100000003|14.59456478|0.969665341|6722.60947|197.4608731|35.76372225|0.023797439|16.03205543|1.0|1.0|0.0|4.8|-6.72|2.79|1.63|116.78|1.0|0.0|133.18|0.0|1.0|5.0|-4.77|33.0|431.45|0.0|-4.25|0.0072599999999999|5.65e-05|2.67|0.0|0.0|1.91e-07|8.240000000000001e-05|5.2506|3.0114|-1417.454721|1187.56|547.82|-1417.187763|0.0009|-0.12587|3.1996|-1417.249741|21.0|7.6778|7.6778
12x_a30|0.0|0|0.0|0.0|0|2|2|0.604984021|0.044575215|-0.006008579|2|0.043383838|-0.0606216429999999|0.0|-0.3545061539999999|0.00604028|0.027312213|-0.1066694919999999|1|0.006346396|-0.104089964|-0.0922059569999999|-0.458718546|1|0.842068099|-0.062251445|0.829606585|0|0.848844277|-0.091725339|-60.57208434|9.745611551|74.51844582|0.824674971|-1.926232129|-31.35848986|68.52587215|-23.12752311|57.2323071|0.4490846539999999|2845.417984|560.5459455|-1272.013771|2374.777496|14.14885734|0.815160907|6359.545311|115.7782842|28.04441012|0.012044556|7.953787804|1.0|1.0|0.0|4.86|-7.38|4.87|3.23|81.65|2.0|0.0|137.21|0.0|1.0|5.0|-6.04|31.0|426.54|0.0|-5.46|0.00039|3.48e-06|4.6|0.0|0.0|4.12e-08|1.76e-05|3.4831|3.4831|-1654.40976|1211.79|558.65|-1654.1207|0.1517|-0.14783|4.3702|-1654.183467|22.0|7.6556|7.6556
12bc_a36|0.0|0|3.43846811|0.0|0|2|2|1.284647662|-0.058020733|-0.007661816|2|0.04625323|0.068351685|0.0|-0.413738077|-0.001012333|-0.079009683|-0.027636036|1|-0.00097037|0.115647623|-0.1716508239999999|-0.442519304|1|0.884841888|0.006621918|0.892249657|0|0.834305498|-0.107107992|-71.97763346|12.2593899|83.35308244|0.77146807|-1.927943855|-34.8600941|83.97121855|-25.91194805|64.13376391|0.467645467|2927.476132|560.6615736|-1295.597402|2623.395239|15.54183457|0.878447423|6587.689277|153.57572439999998|33.5878425|0.017847333|11.99358509|1.0|1.0|0.0|4.73|-7.76|3.99|3.19|69.2|2.0|0.0|133.77|0.0|1.0|5.0|-5.08|31.0|450.32|1.0|-5.18|0.00372|6.55e-06|3.93|0.0|0.0|1.74e-08|7.83e-06|5.2189|3.8696|-2152.134749|1188.37|563.76|-2151.9100780000003|0.3478|-0.15671|6.5854|-2151.971485|8.0|8.0969|8.0969
12m_a30|0.0|0|0.0|0.0|0|2|2|0.6049842529999999|0.096631895|-0.01047558|2|0.040839506|-0.1305457069999999|0.0|-0.57615692|0.001371944|0.0488832779999999|-0.0547272029999999|1|0.0026474159999999|-0.236661357|-0.152855196|-0.5409445629999999|1|0.817497287|-0.036924662|0.893689741|0|0.783260049|-0.103359773|-70.1324196|18.55926485|133.774348|0.773732767|-2.067195455|-39.32844052|83.3641853|-27.50290965|76.52074257|0.44976016|3058.3084710000003|531.4632661|-1402.648392|2370.879718|16.40342255|0.8173893040000001|6658.711303|153.52847759999997|35.54574762|0.019500715|13.2317657|1.0|1.0|0.0|4.66|-6.42|3.4|2.48|114.67|2.0|1.0|133.52|0.0|1.0|6.0|-6.0|32.0|439.49|0.0|-5.01|0.000444|9.71e-06|3.89|0.0|0.0|3.7600000000000003e-07|0.000165|5.0617|3.5496|-1743.215323|1204.39|578.87|-1742.965888|0.1615|-0.15042|3.6891|-1743.030004|31.0|7.5114|7.5114
12b_a40|0.0|0|0.0|0.0|1|0|0|0.604989475|0.084915315|-0.004650218|0|0.04020202|0.1744506639999999|0.747253086|-0.158107422|0.00779293|0.107454819|-0.1537981269999999|2|0.004452418|0.279216571|0.038336814|-0.513870527|0|0.58925219|0.026452642|0.7818091140000001|1|0.955647156|-0.074921647|-42.67442006|6.17734692|80.72126798|0.856829717|-1.048903063|-21.10373336|48.54667776|-19.27231874|43.22826564|0.494842289|2462.878448|544.3244990000001|-597.4418808999999|860.5059425000001|16.09989085|0.979579799|5933.385347|81.54797734|22.49258909|0.010309671|5.872257692000001|1.0|1.0|0.0|3.26|-8.39|6.58|6.74|58.43|2.0|0.0|101.78|0.0|1.0|2.0|-7.71|24.0|415.12|1.0|-7.11|8.09e-06|7.82e-08|6.68|0.0|1.0|4.08e-09|1.7e-06|3407.0|3407.0|-3016.999329|960.94|490.5|-3016.927883|306.0|-0.14267|4.5528|-3016.980996|0.04|7.3979|7.3979
46_a18|0.0|0|0.0|0.0|0|2|2|1.251088279|-0.001181461|-0.005378956|1|0.03531746|-0.046124025|0.0|-0.3872848129999999|0.002300582|-0.0669031009999999|-0.052591109|0|0.003512954|-0.069691797|-0.224171123|-0.448177615|0|0.7100921609999999|-0.015124585|0.76616843|0|0.8265445990000001|-0.076485888|-54.33831169|6.376289807000001|0.946462387|0.782232748|-1.988633091|-35.20023815|63.70285871|-20.77641329|55.92367899|0.4548138479999999|3052.94234|587.2068577|-1412.796104|1848.661552|16.47206875|0.8342358790000001|7150.333139|154.7096476|26.56039822|0.013181412|9.36454702|0.0|1.0|1.0|4.27|-8.82|3.68|3.3|76.5|2.0|1.0|151.14|0.0|1.0|7.0|-5.68|36.0|480.6|0.0|-5.47|0.000999|3.35e-06|4.36|0.0|0.0|1.51e-09|7.27e-07|3225.0|3225.0|-1532.992457|1380.79|635.89|-1532.493789|0.4249|-0.13224|2656.0|-1532.562476|186.0|6.7305|6.7305
12g_a31|0.0|0|3.42813681|0.0|0|1|1|0.6101363000000001|0.0716209459999999|-0.01500347|0|0.0388738739999999|0.045747231|0.0|-0.7501734859999999|-0.008464411|-0.0733026079999999|-0.082116813|2|-0.0054114869999999|0.074878295|-0.081426376|-0.57758443|0|0.837044054|-0.076150332|0.8639814490000001|0|0.58271093|-0.131126805|-80.52794936|19.01411466|152.7424573|0.6886488690000001|-1.835775276|-48.43898314|95.97385383|-23.98704875|97.88920296|0.470244801|2514.363249|357.8560168|-1127.391291|1859.940155|15.28679013|0.887664343|5398.678971|191.2078009|34.8320455|0.02515117|15.44590447|1.0|1.0|1.0|3.61|-6.45|5.19|3.44|131.36|1.0|0.0|103.26|0.0|1.0|7.0|-4.92|27.0|384.45|1.0|-3.79|0.00457|0.0001629999999999|2.52|0.0|0.0|3.55e-07|0.000136|3.8349|3.8349|-1578.846191|1090.41|542.78|-1578.605452|265.0|-0.15917|1.6279|-1578.66792|0.11|6.9586|6.9586
LY580276_a4|0.0|0|0.0|0.0|1|1|1|1.344599701|-0.156842923|-0.001543874|1|0.044357639|0.0295482979999999|0.0|-0.063298854|0.010217376|-0.172607392|0.011772853|1|0.009622161|0.064209689|-0.042912895|-0.191806286|1|0.5162208110000001|0.035666446|0.847526918|0|0.8685269959999999|-0.071023484|-34.22831819|4.207217677|11.22286434|0.8478469959999999|-1.065352257|-13.31233017|38.23432817|-13.51117823|31.83019528|0.437093506|1948.220005|418.5688558|-513.4247728|1511.5340210000002|9.693623538|0.7764939829999999|4098.640927|73.32703409|15.93586849|0.008312438|4.0060099860000005|0.0|1.0|1.0|3.01|-6.56|4.49|4.43|30.71|0.0|0.0|84.74|0.0|1.0|2.0|-3.67|22.0|293.34|1.0|-4.21|0.0624|6.18e-05|3.35|0.0|0.0|2.75e-07|8.08e-05|5.2983|4.4918|-959.4958788|865.23|402.99|-959.356125|0.1842|-0.18746|2.5355|-959.404416|175.0|6757.0|6757.0
6a_a40|0.0|0|0.0|0.0|1|1|2|0.604893625|0.117890918|-0.014623575|0|0.035707071|-0.146542353|0.775942224|-0.68730803|-0.001347823|0.104332675|-0.230955427|2|-0.001171195|-0.272320301|-0.040435852|-0.620787469|0|0.682273668|-0.012261923|0.861720535|1|0.733750993|-0.117413572|-73.33687786|10.24294396|185.06174|0.8678518190000001|-2.113444291|-42.542782200000005|81.37714586|-30.69915817|78.35465194|0.41480944|2936.1501780000003|458.303126|-1320.063801|2536.88262|11.8691482|0.708845065|7059.617542|82.54016015|35.37373259|0.012872604|8.040268001|1.0|0.0|1.0|3.99|-4.05|4.38|3.07|173.43|2.0|2.0|120.14|1.0|2.0|5.0|-7.11|29.0|442.53|1.0|-4.99|3.47e-05|1.03e-05|3.77|1.0|0.0|8.950000000000001e-05|0.0396|2.9836|2.9836|-2371.579899|1103.4|497.78|-2371.3827|0.4015|-0.11995|6.9379|-2371.443161|0.04|7.3979|7.3979
12x_a36|0.0|0|3.494913155|0.0|0|2|2|0.629399587|-0.058295476|-0.007008724|2|0.041767677|0.021670322|0.0|-0.40650598|0.00285431|-0.054184069|-0.023932402|1|0.003710345|0.038200407|-0.133106642|-0.4331246039999999|1|0.906423012|0.056034339|0.8792981679999999|0|0.836402835|-0.104368092|-70.20305027|11.85578416|81.81168174|0.7768535409999999|-1.982993755|-33.36962015|81.1499815|-24.70107324|61.46507585|0.458792701|2884.428214|562.6051882|-1333.8579550000002|2391.802689|16.20591229|0.847720832|6193.10485|150.09915149999998|31.79630645|0.016274369|10.94693123|1.0|1.0|1.0|4.87|-7.05|3.33|2.61|94.5|1.0|0.0|135.47|0.0|1.0|6.0|-4.85|31.0|427.52|0.0|-4.51|0.0061|3.09e-05|3.19|0.0|0.0|8.95e-08|3.83e-05|3.8776|3.7364|-1670.452834|1209.23|569.01|-1670.182026|0.0199|-0.1517099999999999|5.6653|-1670.244307|7.0|8.1549|8.1549
14g_a23|0.0|1|0.0|-4.794439428|2|0|0|1.197957711|0.180361525|-0.014609495|2|0.0422736629999999|0.058422864|0.653317181|-0.803522236|-0.002390707|-0.031968899|-0.030586527|2|-0.0004039459999999|0.179219801|-0.2952674819999999|-0.648987099|2|0.598213287|0.010202051|0.854683662|1|0.907334473|-0.096288005|-68.52397802|13.05300369|95.64648102|0.780315815|-2.118336119|-36.87984398|83.15907597|-29.55936307|64.87554405|0.461846955|3400.464046|645.7104105000001|-1507.527516|2531.8503170000004|16.32997765|0.8582074559999999|8005.353973|156.3396622|37.88128151|0.020564836|14.63509796|1.0|0.0|1.0|3.61|-7.95|3.97|6.18|114.25|2.0|1.0|126.97|0.0|1.0|7.0|-6.89|35.0|495.48|0.0|-6.0|6.38e-05|1e-06|4.76|0.0|0.0|1.12e-08|5.57e-06|3.7042|3.7042|-2042.1835260000005|1233.48|583.38|-2041.934312|0.3478|-0.1519|7.2913|-2042.000034|0.01|8.0|8.0
3k_a32|0.0|1|3.644417045|0.0|0|0|1|0.609420759|-0.001009768|-0.005745086|0|0.0381981979999999|-0.047167919|2.256213388|-0.270019022|0.001221534|-0.0902541999999999|-0.077097565|3|0.002509816|-0.084055305|-0.090775221|-0.5265375529999999|0|0.816196288|-0.127713677|0.8306695270000001|1|0.8777482409999999|-0.090839907|-51.21653025|6.970844822|80.0971996|0.78057227|-1.271758703|-22.61349991|58.16707081|-16.67514938|47.07915023|0.472646737|2392.3436100000004|494.8840288|-717.0314235000001|1970.06814|11.6688363|0.89626209|5259.698672|123.7157466|21.36272325|0.012327787|6.9505405620000005|1.0|1.0|1.0|3.47|-7.23|7.12|5.78|110.94|2.0|0.0|105.36|0.0|1.0|3.0|-7.04|25.0|366.5|1.0|-5.61|3.3600000000000004e-05|2.47e-06|4.97|0.0|0.0|5.86e-08|2.15e-05|3.5363|3.5363|-1750.164914|1022.89|452.36|-1749.957584|0.3082|-0.14667|3.2233|-1750.0122420000002|9.0|8.0605|8.0605
11c_a5|0.0|0|2.930680267|0.0|0|0|0|1.427567332|-0.2117133739999999|-0.004590583|2|0.027388889|-0.0859098|0.0|-0.224938556|0.005090155|-0.059682527|-0.023856811|1|0.005383056|-0.138950411|-0.018887528|-0.269653478|2|0.679183645|0.030085871|0.86113162|0|0.80472351|-0.0873419269999999|-53.12487972|10.85837291|31.61751609|0.707039635|-1.484812761|-29.19305715|66.02857181|-19.63310772|58.854300300000006|0.448016491|2497.685314|489.4652669|-903.1229552|926.234805|16.09582374|0.811648325|5202.741647999999|178.1902995|27.76804404|0.021214793|12.90369209|1.0|1.0|1.0|2.96|-8.47|4.79|4.17|80.76|1.0|0.0|106.79|0.0|1.0|6.0|-4.13|28.0|370.4|1.0|-4.1|0.0273|7.950000000000001e-05|2.78|0.0|0.0|3.4000000000000003e-09|1.26e-06|4.5035|4.2087|-1218.492067|1071.71|512.32|-1218.278135|0.2186|-0.1713299999999999|2.5278|-1218.336116|25.0|7.6021|7.6021
4q_a46|0.0|0|0.0|0.09591943|1|1|1|1.131262631|-0.2520920439999999|-0.001250008|2|0.0462962959999999|-0.012611536|0.0|-0.066250447|0.012173202|-0.155661124|-0.081623022|1|0.012222698|-0.019471024|-0.187559576|-0.125840557|2|0.716317772|-0.15266708|0.848935944|0|0.913550004|-0.070035423|-39.09149156|8.099124333999999|38.31894407|0.61955726|-1.050531344|-16.25388148|49.37907349|-11.72744747|37.21920695|0.487775649|2234.596293|509.9138517|-586.3723734|1491.412605|11.78798551|0.952269544|4992.497361|212.350744|18.92875482|0.018430997|10.28758193|1.0|1.0|1.0|3.95|-6.94|4.09|4.09|52.83|0.0|0.0|102.63|0.0|1.0|4.0|-3.41|26.0|348.44|0.0|-3.89|135.0|0.000129|2.65|0.0|0.0|1.14e-07|3.97e-05|4.5296|4.5296|-1108.751283|1043.05|510.13|-1108.511662|0.1432|-0.1903|2.7026|-1108.566571|743.0|6129.0|6129.0
8a_a32|0.0|1|3.217128449|0.0|0|0|0|0.609420757|-0.0755556459999999|-0.010151321|0|0.04008547|-0.0281981579999999|2.059960334|-0.497414715|-0.003484915|-0.020716518|-0.128684642|3|-0.001662219|-0.050766252|-0.1534110109999999|-0.591393096|0|0.788133615|-0.184419911|0.8966299409999999|1|0.814553726|-0.109412858|-68.61558335|11.48993376|73.64907732|0.7490845290000001|-1.641192863|-32.82934751|79.73671389|-22.37464674|63.83886888|0.480024324|2574.085885|510.8273411|-1029.23375|3312.822051|14.26997798|0.923166883|5659.295213|157.3554684|29.86932167|0.017733503|11.12113054|1.0|1.0|1.0|3.48|-7.65|6.49|4.65|140.04|2.0|0.0|110.69|1.0|1.0|7.0|-6.82|27.0|397.52|1.0|-4.99|6.03e-05|1.02e-05|4.17|0.0|0.0|2.23e-08|8.86e-06|3562.0|3562.0|-1880.767206|1110.23|566.07|-1880.536478|0.4315|-0.1445|4.8933|-1880.595748|45.0|7.3468|7.3468
14ac_a23|0.0|1|0.0|-9.994971573|2|0|0|1.1979507740000002|0.0763230759999999|-0.011656739|2|0.048351548|0.016532702|0.544211741|-0.66443411|-0.0066006519999999|0.0518788009999999|0.043387326|2|-0.004445662|0.068237909|-0.287952039|-0.562985112|2|0.5562570379999999|0.1374474|0.834426845|1|0.931143634|-0.097100967|-73.32014595|12.70997824|57.45545019|0.8077820920000001|-2.330423202|-50.3831402|87.75911516|-33.20157553|79.43449928|0.489147172|3695.344378|703.0989434999999|-1759.6835030000002|3417.45156|15.90074614|0.95751094|9203.543798|145.1421706|41.10214358|0.019122137|14.43896921|1.0|1.0|1.0|3.69|-9.03|5.52|8.36|105.02|2.0|1.0|130.29|0.0|1.0|7.0|-7.31|38.0|547.48|0.0|-6.65|2.69e-05|2.24e-07|5.35|0.0|2.0|9.25e-10|5.06e-07|4.0014|3.6325|-2304.001319|1285.58|627.76|-2303.749331|0.2391|-0.15055|6.3004|-2303.819891|4.0|8.3851|8.3851
15_a15|0.0|0|0.0|0.0|0|1|1|1.435688991|-0.132759299|-0.006378587|3|0.029814815|-0.063032481|0.0|-0.395472407|0.001806571|0.000676845|0.0020555079999999|0|0.003766915|-0.098862691|-0.272482143|-0.3597407929999999|2|0.843715005|0.007958332|0.7725348679999999|0|0.8972060479999999|-0.091075463|-60.51136736|13.71976186|142.8140301|0.702544178|-1.821509261|-27.31834743|73.99578515|-20.86598874|54.83651811|0.435723718|3027.719888|596.1118717|-1210.227347|2868.890383|11.8273735|0.772181523|7039.747576999999|197.6323578|29.700607300000005|0.0202953539999999|13.48441779|1.0|0.0|0.0|4.04|-8.9|4.33|6.69|59.51|2.0|0.0|138.24|0.0|1.0|6.0|-6.32|34.0|448.52|0.0|-6.1|0.000214|7.970000000000001e-07|5.32|0.0|0.0|1.27e-09|5.7e-07|3.6968|2582.0|-1450.7538470000002|1265.55|573.46|-1450.398033|0.0066|-0.10964|1.6365|-1450.462493|109.0|6.9626|6.9626
14x_a23|0.0|1|0.0|0.0|2|0|0|1.197963189|0.0944818319999999|-0.0065692219999999|2|0.04314059|0.05740118|0.6753138120000001|-0.335030301|0.003379755|-0.075184011|-0.0229244|2|0.003906274|0.160327487|-0.206574435|-0.443633823|2|0.5788469970000001|-0.035031888|0.8668730109999999|1|0.7768288609999999|-0.084244058|-55.83053941|14.64350681|42.44114495|0.722211323|-1.6006371069999998|-31.13207597|70.40248829|-22.56979253|61.61945314|0.468120981|3071.48868|514.8229467|-1060.780249|2382.851643|14.62325432|0.880126802|6989.569075|184.0971574|31.25095356|0.0219879679999999|14.57194888|1.0|1.0|0.0|3.42|-7.93|4.2|5.14|105.02|2.0|1.0|120.2|0.0|1.0|5.0|-5.68|32.0|447.46|0.0|-5.27|0.0009369999999999|5.41e-06|3.78|0.0|0.0|1.17e-08|5.23e-06|4.0641|3.6941|-1828.393372|1149.42|537.48|-1828.168422|0.3057|-0.15259|5.7933|-1828.228912|3.0|8.4949|8.4949
9n_a24|0.0|0|2.961528903|0.0|0|0|0|1.388847168|-0.2452954769999999|-0.003323852|2|0.024179894|-0.141205159|0.0|-0.182811885|0.008307337|-0.036651001|-0.03088354|1|0.008809179|-0.22754075|-0.200646773|-0.225226606|2|0.786587307|0.048359202|0.804201677|0|0.904556598|-0.0777274979999999|-52.53031811|11.90027964|48.691073|0.652126509|-1.399094961|-23.79925701|67.36550766|-18.18357165|47.11530904|0.4331595789999999|2542.730334|611.3234977000001|-945.545726|1361.307012|14.52410167|0.764164944|5356.5828|235.1021924|27.88350328|0.021951174|14.83518955|1.0|1.0|1.0|3.17|-8.64|4.41|4.14|66.93|1.0|0.0|114.29|0.0|1.0|7.0|-4.14|29.0|385.46|0.0|-4.29|0.0278|5.14e-05|3.07|0.0|0.0|2.31e-09|8.909999999999999e-07|4.9139|4.1028|-1239.1274939999998|1155.03|587.05|-1238.856882|0.0334|-0.1658099999999999|2.8552|-1238.917278|19.0|7.7212|7.7212
4j_a46|0.0|0|0.0|0.19521727|1|1|1|1.134637093|-0.175292207|-0.002284836|1|0.048126615|-0.0529855709999999|0.0|-0.130235627|0.011968098|-0.1051618459999999|-0.176133068|1|0.011684396|-0.078783783|-0.087688953|-0.226712003|1|0.72796254|-0.061823242|0.763724435|0|0.949893337|-0.074417476|-43.95227197|8.812983129|70.56141095|0.776932317|-1.339514565|-20.66606288|50.26191521|-14.65075732|43.80358011|0.402450715|2260.870095|561.0237355|-791.1408955|2563.282153|10.49957018|0.673502127|5077.124695|131.7477027|18.85718615|0.0106831269999999|6.30964324|1.0|1.0|1.0|4.0|-7.69|5.18|5.33|39.94|2.0|0.0|110.24|0.0|1.0|4.0|-5.38|27.0|361.48|1.0|-5.31|0.0015|4.86e-06|4.81|0.0|0.0|2.03e-08|7.33e-06|5.3949|4.4093|-1132.043677|1112.13|572.31|-1131.761156|0.1418|-0.18387|2.9043|-1131.817578|805.0|6.0942|6.0942
2_a27|0.0|0|0.0|0.0|2|0|0|1.402655014|0.09890645|-0.0065894809999999|2|0.0427777779999999|-0.196529806|1.267636369|-0.276758209|0.009338889|0.11675125|0.017751479|1|0.00988756|-0.337316432|-0.361571905|-0.475677812|2|0.639024713|0.137868605|0.8585302370000001|1|0.8468699609999999|-0.081513931|-41.03489597|9.972342226|9.194894069|0.6684621829999999|-1.141195033|-14.81116546|52.43208086|-14.73047548|39.39404027|0.4424192289999999|2210.487938|426.3224749|-574.4885436000001|1270.627585|9.527176544|0.7934621359999999|4774.521748|166.89932209999998|22.03636323|0.022639983|11.39718489|1.0|0.0|1.0|2.9|-5.84|2.43|2.49|65.6|0.0|0.0|92.58|0.0|2.0|2.0|-3.19|24.0|317.34|1.0|-3.7|204.0|0.0002009999999999|2.18|0.0|0.0|1.45e-06|0.0004599999999999|4.1624|4.1624|-1043.821085|906.48|420.7|-1043.665151|0.3217|-0.16769|4.7049|-1043.715364|13.0|7.8861|7.8861
10_a1|0.0|0|3.261363142|0.0|0|0|0|1.435871163|0.0883621719999999|-0.014135827|1|0.037578348|0.049971022|0.0|-0.621976404|-0.012672753|-0.020225596|0.010430299|1|-0.0106277489999999|0.107434253|-0.042643966|-0.623957903|1|0.674381582|-0.0369911079999999|0.783467165|0|0.669963758|-0.10949971|-61.93104798|8.34295348|212.8090837|0.8340962559999999|-1.861495069|-37.31383317|70.6564636|-25.67872721|74.31719486|0.459673515|2432.447088|378.9193385|-1052.827816|1768.2330920000002|13.65143394|0.850732895|5192.858899|93.83214542|30.78628757|0.015427326|8.725415617000001|0.0|1.0|0.0|3.0|-8.02|4.86|5.06|78.87|2.0|0.0|99.61|0.0|1.0|4.0|-4.98|27.0|359.35|1.0|-4.73|0.00372|1.87e-05|3.64|0.0|0.0|9.53e-09|3.42e-06|3.4067|3.4067|-1223.159954|979.35|464.77|-1222.969096|0.6754|-0.13576|5.3861|-1223.022387|1.5|5.8239|5.8239
