molecula|SddssS|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1c|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8s|SIC2|nFaHRing|RASA|FNSA5|PNSA5|PPSA3|RNCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|PPSA5|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Molecular Mass|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|IC50|pIC50|pIC50
5a_a40|0.0|0|0.0|0.0|1|0|1|0.604913477|-0.116583806|-0.004609716|0|0.0388888889999999|-0.108428634|0.808197279|-0.152120625|0.011345707|0.180125135|-0.02394636|2|0.010425818|-0.191663433|0.007301856|-0.363338726|0|0.538671739|-0.442215721|0.820901326|1|0.8531783270000001|-0.090991462|-40.27003217|9.135164355|174.99981530000002|0.8224652720000001|-1.091897544|-15.30358975|46.06507254|-16.10801287|43.71412865|0.4889874279999999|1847.672595|377.5905776|-483.24038600000006|508.8362301|10.7779923|0.956899016|3736.248815|78.57142892|19.58503709|0.0130940839999999|5.795040371|1.0|0.0|1.0|3.04|-4.05|3.68|3.08|75.5|0.0|1.0|74.15|0.0|2.0|3.0|-4.13|19.0|269.32|1.0|-3.67|0.0202|0.000213|2.88|0.0|0.0|8.950000000000001e-05|0.0241|3.7921|3.7921|-1177.598691|757.45|353.51|-1177.51016|0.4461|-0.15066|5.7163|-1177.555706|81.0|7.0915|7.0915
12y_a30|0.0|0|0.0|0.0|0|2|2|0.604984019|0.048343649|-0.005996863|2|0.044197531|-0.089502772|0.0|-0.353814891|0.00604028|0.061944378|-0.058184644|1|0.006346396|-0.153680104|-0.0922059569999999|-0.4579359229999999|1|0.842068099|-0.05346283|0.8146529229999999|0|0.8489185109999999|-0.091248521|-61.25585229|10.05775555|85.17057711|0.820108145|-1.91621895|-31.95309886|69.55490151|-23.38859815|57.65603256|0.445723724|2847.362782|569.8856940000001|-1286.372898|2411.415644|14.55517927|0.804154433|6301.067405|120.7628216|28.51891948|0.012362508|8.299049218|1.0|1.0|0.0|4.86|-7.38|4.87|3.23|81.65|2.0|0.0|137.21|0.0|1.0|5.0|-6.04|31.0|426.54|0.0|-5.46|0.00039|3.48e-06|4.6|0.0|0.0|4.12e-08|1.76e-05|5.1973|3.4718|-1654.41361|1227.82|585.59|-1654.125015|0.1489|-0.1475|4.7043|-1654.190369|22.0|7.6576|7.6576
12_a3|0.0|0|0.0|0.0|0|0|0|0.605020506|0.167987916|-0.009093383|2|0.042795699|-0.120694579|2.07135708|-0.336455156|-0.006049098|-0.045382017|-0.069857022|1|-0.0045709459999999|-0.218774634|0.032450556|-0.604704476|2|0.899733837|-0.039834906|0.784451598|1|0.829399708|-0.096133903|-45.63945658|5.258353635|239.2266101|0.830418645|-1.345874639|-20.92463497|52.16354015|-18.79271742|49.333524|0.463780604|2056.502939|393.75653|-638.9523922000001|1064.221958|10.50748861|0.864908294|4400.493202000001|80.50854774|22.63041363|0.01374218|6.524083564|1.0|1.0|1.0|3.2|-6.89|4.34|4.01|92.93|1.0|0.0|90.49|0.0|1.0|2.0|-5.68|22.0|304.37|1.0|-4.84|0.000629|1.44e-05|4.03|0.0|0.0|1.3e-07|3.9500000000000005e-05|3263.0|3263.0|-1272.152002|847.25|361.95|-1272.010995|0.5056|-0.13153|2.3762|-1272.058487|3548.0|5.45|5.45
47k_a18|0.0|0|0.0|0.0|0|1|1|1.25117623|0.029145635|-0.0067578909999999|0|0.033777778|-0.017736343|0.0|-0.5135996820000001|0.003047962|-0.02822032|-0.008576013|0|0.00493127|-0.026672956|-0.421027889|-0.451417954|0|0.762665453|0.022512501|0.753132457|0|0.8309354040000001|-0.088346874|-69.77479556|11.91029894|20.66242736|0.7153044209999999|-2.208671853|-40.74641317|84.23875372|-23.89547793|63.50225571|0.467246896|3245.964586|656.2580564|-1744.369889|2009.418849|18.35217454|0.877042091|7575.637462000001|224.8475227|33.40602576|0.018313855|14.46395816|1.0|1.0|1.0|4.66|-8.44|2.39|3.17|88.97|3.0|2.0|154.86|1.0|1.0|11.0|-5.84|38.0|513.63|0.0|-5.33|0.000742|4.65e-06|4.26|1.0|1.0|3.6099999999999997e-09|1.85e-06|3.0948|3.0948|-1664.756029|1492.36|793.48|-1664.2657390000002|0.5920000000000001|-0.1277599999999999|4.1818|-1664.341238|29.0|7.5376|7.5376
9_a10|0.0|0|0.0|0.0|1|1|1|1.377786667|-0.096384071|-0.004530817|2|0.03590535|-0.048732912|1.754798254|-0.285441469|0.007316125|-0.1189611519999999|-0.1048161059999999|1|0.007847998|-0.079150788|-0.239634564|-0.362724972|2|0.7141481129999999|-0.000865755|0.837889476|1|0.8694452140000001|-0.084348428|-59.80726117|9.815155744|86.66800495|0.73129178|-1.686968561|-29.00379197|71.07688871|-20.27364785|50.72029356|0.45291714|2904.874289|616.4802143999999|-1196.145223|2284.568215|16.02210901|0.827876677|6606.83687|190.5275895|27.72306267|0.015893979|11.26962754|1.0|1.0|1.0|4.0|-7.93|3.69|3.68|75.94|1.0|0.0|130.71|0.0|1.0|7.0|-4.23|33.0|438.52|0.0|-4.44|0.0259|3.64e-05|2.97|0.0|0.0|1.17e-08|5.14e-06|5.5668|3.7309|-1410.041793|1278.57|631.5|-1409.69933|0.0041|-0.15045|2.9927|-1409.764013|193.0|6.7144|6.7144
2_a49|0.0|0|0.0|0.0|1|1|1|1.3438506419999998|-0.084499704|-0.004112807|2|0.038726287|-0.100166139|1.999073077|-0.189189114|0.004524556|-0.041202373|0.005918367|1|0.004580676|-0.170631119|0.055400364|-0.320124905|2|0.802447754|0.084099874|0.851413454|1|0.81348014|-0.079176085|-40.34672657|5.634353797999999|226.4450566|0.7154059890000001|-1.187641272|-22.45560511|49.26352575|-14.409545199999998|49.7010488|0.454163307|2244.518609|414.5350312|-605.2008985|1550.010086|10.38394173|0.8320497920000001|4874.364109|145.02405359999997|20.14177325|0.017498253|8.91679918|0.0|1.0|1.0|3.09|-6.82|3.28|3.7|69.62|0.0|1.0|99.52|0.0|1.0|2.0|-3.53|25.0|327.38|1.0|-3.89|0.0955|0.000129|2.43|0.0|0.0|1.51e-07|4.94e-05|5.4614|3743.0|-1046.018455|941.6|371.96|-1045.810794|0.0572|-0.1555099999999999|4.8986|-1045.8595810000002|59.0|7.2291|7.2291
16a_a23|0.0|1|0.0|0.0|2|1|1|1.197962324|-0.0147904689999999|-0.0054940769999999|3|0.046283951|0.062601621|0.759926978|-0.302174246|0.012426121|-0.088255625|-0.071458049|2|0.01226642|0.115499047|-0.335065967|-0.380779155|2|0.765869487|0.154144584|0.890165467|1|0.934837094|-0.07288672|-47.06687604|13.80568132|9.922436905|0.585920722|-1.311960953|-17.13669862|65.21027197|-16.6118386|40.34319246|0.49525751|2924.629647|603.6746046|-847.2037686000001|1801.957216|15.89802615|0.981208279|6552.801739|267.3932664|28.35168303|0.02809646|18.14339594|0.0|1.0|0.0|3.94|-5.27|2.03|2.52|108.26|1.0|1.0|125.79|0.0|2.0|5.0|-4.58|31.0|427.5|0.0|-4.31|0.0111|4.86e-05|2.66|0.0|0.0|5.38e-06|0.0023|1.6239|1.6239|-1685.913359|1172.0|555.21|-1685.580443|0.2066|-0.07625|11.6254|-1685.6419010000002|39.0|7.4037|7.4037
19_a3|0.0|0|2.917217813|0.0|0|0|0|1.4316666480000002|-0.206312209|-0.003417504|3|0.0386379929999999|-0.008897473|1.744747103|-0.129865138|0.006821053|0.156485495|0.036226415|1|0.006731579|-0.015805561|-0.066245471|-0.270506095|3|0.718266758|-0.0150769919999999|0.8264237520000001|1|0.853017902|-0.087730634|-40.8473715|5.419662458|161.5312186|0.75798185|-1.140498238|-14.67073822|48.55416845|-15.17188084|36.92898885|0.476813896|2000.66399|397.1650228|-531.0158295|869.7868956|10.21110415|0.911365749|4138.413977|112.6836188|20.01615321|0.016552404|7.706796952|0.0|1.0|1.0|2.81|-7.21|3.9|3.39|67.35|0.0|0.0|85.32|0.0|1.0|2.0|-3.24|22.0|287.32|1.0|-3.58|166.0|0.000266|2.19|0.0|0.0|6.18e-08|1.7800000000000002e-05|3945.0|3945.0|-929.2818523|832.23|362.92|-929.14689|0.3006|-0.16303|2191.0|-929.193831|23.0|7.6383|7.6383
11d_a31|0.0|0|3.39688681|0.0|0|1|1|0.610136352|0.064475882|-0.017317263|0|0.0388738739999999|0.016799834|0.0|-0.848545873|-0.009496378|-0.092360393|-0.078235092|2|-0.006496772|0.026806221|-0.153894316|-0.574318121|0|0.819298311|-0.057505249|0.868115289|0|0.585212816|-0.134048091|-82.06512842|21.07078977|296.2476128|0.6817705409999999|-1.87667327|-50.23449218|98.8237718|-24.97634343|103.1255906|0.4816588089999999|2532.447962|358.2711594|-1148.911798|2039.207676|15.21323794|0.929231204|5420.356537|194.8221811|36.63453013|0.027374162|16.75864338|1.0|1.0|1.0|3.6|-6.23|5.43|4.03|125.57|1.0|0.0|102.13|0.0|1.0|7.0|-5.48|27.0|385.44|1.0|-4.2|0.00128|6.26e-05|3.17|0.0|0.0|5.83e-07|0.000225|3.8009|3.8009|-1598.7152199999998|1077.69|551.86|-1598.4848980000002|0.2642|-0.15822|3.1919|-1598.546288|0.03|7.5229|7.5229
5_a15|0.0|0|0.0|0.0|0|0|0|1.419941043|-0.222657379|-0.008878343|2|0.035982906|0.0729170329999999|0.0|-0.54157893|0.000420839|-0.0156037999999999|0.0118220069999999|0|0.003194793|0.1093187759999999|-0.28098676|-0.340979744|2|0.8384601770000001|0.092692253|0.74438723|0|0.8740541479999999|-0.0989946469999999|-73.61131563|24.25353664|119.95308020000002|0.5089899720000001|-1.583914356|-33.88634094|100.6631306|-20.30656983|69.82487767|0.486150431|2940.77098|649.9369163|-1177.78105|2179.757502|15.1701491|0.946094849|6656.720346|365.1095806|39.89581513|0.036380071|27.05181494|1.0|1.0|1.0|3.79|-9.65|4.92|6.01|74.73|3.0|0.0|127.97|0.0|1.0|8.0|-6.16|33.0|443.49|1.0|-5.66|0.000304|2.18e-06|4.86|0.0|0.0|2.25e-10|9.970000000000001e-08|4.3299|3.6257|-1470.816175|1272.84|629.67|-1470.487858|0.0199|-0.14839|4.3576|-1470.55517|13.0|7.8861|7.8861
7a_a8|0.0|0|3.1730222510000003|0.0|1|1|1|1.4000287219999998|-0.11821781|-0.010269971|1|0.041123188|-0.017706371|0.0|-0.482688615|0.000736369|0.004607684|-0.019054799|1|0.002028046|-0.02923588|-0.032195997|-0.412963751|1|0.7168594159999999|0.033708575|0.831914523|0|0.718410375|-0.101880506|-59.83546383|20.79408196|145.3710976|0.733884399|-1.833849114|-35.24327197|75.4573633|-25.04740346|80.80201312|0.477611327|2715.360649|421.9297638000001|-1077.038349|1702.719465|14.73814865|0.914283468|5907.9340090000005|156.2924154|34.12990316|0.0265990589999999|15.62189947|1.0|1.0|1.0|3.34|-7.27|3.96|3.49|92.93|1.0|0.0|105.83|0.0|1.0|3.0|-4.86|29.0|382.37|1.0|-4.64|0.00522|2.29e-05|3.24|0.0|0.0|5.3600000000000004e-08|2.05e-05|4.5808|3.0704|-1291.313963|1031.61|494.48|-1291.10235|0.1575|-0.12889|9.9646|-1291.156661|24.73|4.6068|4.6068
14t_a23|0.0|1|0.0|0.0|2|0|0|1.197962538|0.04919958|-0.005383494|2|0.045277778|0.073534004|0.758345646|-0.290708696|0.01269616|-0.041339801|-0.093434862|2|0.01180744|0.134446672|-0.136106024|-0.4515027279999999|2|0.725800261|0.113493155|0.820002545|1|0.920956836|-0.079253435|-51.65035498|11.36130649|36.6149406|0.799945841|-1.6643221380000002|-23.52629623|61.0040156|-21.69314909|47.46057034|0.465981891|2878.4071670000003|600.1979272000001|-1084.657455|2286.063655|14.13931199|0.872595673|6523.656379|130.3775455|27.11827225|0.014352462|9.353660614|1.0|1.0|1.0|3.52|-7.78|3.88|4.33|105.02|2.0|1.0|125.25|0.0|1.0|5.0|-5.85|31.0|425.51|0.0|-5.25|0.000608|5.61e-06|3.94|0.0|0.0|1.65e-08|7.03e-06|3.9855|3.2060000000000004|-1669.240512|1184.43|534.86|-1668.980578|0.0003|-0.15625|5.8672|-1669.040656|4.0|8.3979|8.3979
12bi_a36|0.0|0|3.466222049|0.0|0|2|2|1.297042566|-0.088734077|-0.00902707|2|0.043854875|0.03474497|0.0|-0.559678363|0.000482522|-0.067142264|0.041834838|1|0.002872872|0.056936052|-0.289604649|-0.37220074|1|0.884226781|0.0997949019999999|0.858971809|0|0.7850011179999999|-0.107613368|-75.1419557|24.16125901|129.685076|0.4996603229999999|-1.614200516|-40.42611289999999|101.3899049|-19.43326441|82.05687954|0.461975362|3044.149713|548.1337538|-1127.129336|2660.0547690000003|15.71382803|0.85865094|6572.410403|349.3664649|38.89295091|0.037590587|26.24794923|0.0|1.0|1.0|4.97|-6.79|2.83|1.9|87.66|1.0|0.0|136.74|0.0|1.0|7.0|-4.11|33.0|441.49|0.0|-4.15|0.0342|7.13e-05|2.62|0.0|0.0|1.6100000000000005e-07|7.11e-05|3.8855|3.6851|-1461.997992|1256.37|603.92|-1461.69263|0.0252|-0.15078|7.0514|-1461.75632|14.0|7.8539|7.8539
12ab_a30|0.0|0|0.0|0.0|0|2|2|0.604983638|-0.026189286|-0.008528077|2|0.043854875|0.018023992|0.0|-0.520212725|0.003529389|0.038312857|0.01563558|1|0.005111479|0.03046828|-0.207153446|-0.384942092|1|0.8397577820000001|0.078325164|0.855880335|0|0.7997534890000001|-0.1008879709999999|-71.0035788|22.23130678|119.79740259999998|0.603952976|-1.815983471|-40.9825333|92.49334877|-22.42218278|80.46280277|0.461207954|3118.431712|562.8556061|-1278.064418|2618.234172|15.6704374|0.856003642|6918.884105|278.7324985|37.1257096|0.030534507|21.48976996|1.0|1.0|1.0|4.87|-6.83|3.94|2.63|100.11|2.0|0.0|140.26|0.0|1.0|7.0|-5.61|33.0|458.54|0.0|-5.0|0.00113|9.94e-06|3.81|0.0|0.0|1.47e-07|6.720000000000001e-05|4.8018|3.4919|-1804.824495|1275.19|613.7|-1804.523449|0.1511|-0.14772|6.9089|-1804.589076|17.0|7.7825|7.7825
21_a34|0.0|0|0.0|0.0|1|2|2|1.425532331|0.026135784|-0.012535886|1|0.036880342|-0.125881566|0.0|-0.7020096440000001|-0.001643445|-0.004734657|-0.009996155|1|0.00130996|-0.201539853|-0.407759867|-0.514364527|1|0.702772307|0.116926272|0.796991578|0|0.676390843|-0.117789944|-79.03896823|22.9240533|168.9671187|0.728260094|-2.120218984|-42.9239565|95.12565978|-27.89610644|86.89263143|0.4688149339999999|3115.110331|453.8692584|-1422.701428|2429.6035|13.65523159|0.882583047|7048.305909000001|182.341897|38.30514214|0.023973624|16.08669155|1.0|1.0|1.0|3.43|-7.68|3.64|3.23|86.55|1.0|1.0|122.59|0.0|1.0|4.0|-4.5|33.0|438.43|0.0|-4.71|0.0138|1.94e-05|3.02|0.0|0.0|2.07e-08|9.06e-06|4.3011|3091.0|-1483.3359380000002|1182.6|530.93|-1483.057743|0.0002|-0.13338|5.3432|-1483.12009|3.36|5.4737|5.4737
3_a3|0.0|0|0.0|0.0|0|0|0|0.605000514|0.159413311|-0.010040064|1|0.034259259|-0.015653979|2.063441043|-0.3413621639999999|-0.007818326|0.0483259979999999|0.069435247|2|-0.006362643|-0.030486489|0.081380229|-0.599804962|1|0.913546349|-0.082619043|0.885339037|1|0.7538064790000001|-0.098797066|-45.05306124|5.753894372|228.5396864|0.7000038270000001|-1.086767728|-22.30683222|55.67251784|-15.98657012|54.67064981|0.415122657|2092.406045|343.74795510000007|-495.58367360000005|1349.6286710000002|8.592908408|0.709760196|4677.617255|136.8031103|22.83783244|0.023287455|10.6194566|1.0|1.0|1.0|3.11|-6.15|5.0|4.07|121.17|0.0|0.0|88.36|0.0|1.0|2.0|-5.48|21.0|310.4|1.0|-4.39|0.00103|4.06e-05|3.26|0.0|0.0|7.009999999999999e-07|0.000218|5.8458|3.3475|-1592.904586|817.21|316.65|-1592.792349|0.0851|-0.14599|2.1507|-1592.839065|1175.0|5.93|5.93
19_a20|0.0|0|3.423603867|0.0|0|0|0|1.4009239059999998|0.071176085|-0.0096278259999999|3|0.0396875|0.103271147|1.622562232|-0.539158264|-0.006620594|0.077469518|-0.063133522|1|-0.004654742|0.175308615|-0.083481481|-0.5838248970000001|3|0.811128636|-0.143992458|0.8193003000000001|1|0.754452534|-0.099685049|-65.49811346|8.964643162|339.8339889|0.796070588|-1.993700989|-39.5992891|75.98477124|-25.1915821|69.23289949|0.483310517|2849.084477|495.7134289|-1309.962269|1818.518838|15.38668579|0.935398401|6325.747732|133.9919257|31.64490997|0.0159602|10.48665779|1.0|1.0|1.0|3.49|-9.63|4.97|4.08|110.44|1.0|0.0|122.86|0.0|1.0|5.0|-4.89|32.0|420.47|1.0|-4.57|0.00541|2.6600000000000003e-05|2.91|0.0|0.0|2.34e-10|9.86e-08|3.3616|3.3616|-1368.413151|1190.68|519.34|-1368.129074|0.2998|-0.13903|4.2507|-1368.190746|2.6|5585.0|5585.0
15c_a10|0.0|0|0.0|0.0|1|2|2|1.343850105|-0.236118846|-0.002218445|3|0.034807692|-0.06400528|2.063253638|-0.153072705|0.01143745|-0.1036030219999999|0.0123939039999999|1|0.012271987|-0.101214571|-0.35845963|-0.1742732839999999|2|0.7655272009999999|-0.03167553|0.772328328|1|0.904458517|-0.072537853|-50.32840842|10.2013281|65.41494073|0.528228415|-1.233143495|-22.60962187|66.5866765|-13.36848349|42.7883594|0.449308156|3012.018586|627.5338454|-855.5829431|1817.047455|15.6886947|0.8158976029999999|6673.826433|327.3258326|25.30814911|0.023432886|16.25826809|1.0|1.0|1.0|3.85|-7.79|3.77|2.97|59.31|1.0|0.0|141.96|0.0|1.0|6.0|-3.85|34.0|454.57|0.0|-4.57|0.0646|2.68e-05|2.94|0.0|0.0|1.6100000000000002e-08|7.3e-06|5.5913|3.6709|-1450.241475|1318.35|595.63|-1450.139335|0.0|-0.14739|2.4256|-1450.201574|0.1|7.0|7.0
6g_a40|0.0|0|0.0|0.0|1|1|2|0.604893315|0.102683335|-0.022381557|0|0.039863946|-0.120745388|0.607999575|-1.09669629|-0.019683422|0.07194868|-0.251161616|2|-0.018182514|-0.221674172|0.05728593|-0.588058458|0|0.8316888240000001|0.075283207|0.8917390820000001|1|0.605346707|-0.156296046|-101.5916383|11.53799852|328.78166810000005|0.824204189|-2.657032782|-69.68682788|114.7475987|-38.37906336|118.7493383|0.425569146|3142.74733|393.4722933000001|-1727.0578510000005|3198.69909|12.10032156|0.740853565|7822.892656|114.2663866|46.56499428|0.020240097|13.1559604|1.0|0.0|1.0|4.06|-2.87|3.43|2.48|213.89|1.0|2.0|124.18|1.0|3.0|5.0|-7.22|31.0|474.53|0.0|-4.71|2.87e-05|1.93e-05|3.06|1.0|0.0|0.0013599999999999|0.6459999999999999|3.3197|2.8135|-2522.023752|1144.59|514.77|-2521.8114530000003|0.1307|-0.11857|6.7231|-2521.87499|47.0|7.3279|7.3279
21_a4|0.0|0|0.0|0.0|1|1|1|1.399863887|-0.164057585|-0.003068098|1|0.042924837|0.019346682|0.0|-0.131928225|0.012362563|-0.2897937889999999|-0.104638158|1|0.012094249|0.030586117|-0.099702401|-0.228430899|1|0.6952936|0.090847781|0.833191212|0|0.932146735|-0.076470465|-38.7880598|10.23237244|63.37635587|0.7231676229999999|-1.147056976|-14.70482428|47.69702403|-14.54552243|39.22285963|0.401240904|2045.488184|472.812128|-581.8208971|1584.866567|9.956436217|0.670120767|4277.396118|140.4174905|20.11362507|0.017563978|8.908964226|1.0|1.0|1.0|3.37|-5.94|3.7|3.85|39.94|0.0|0.0|91.59|0.0|2.0|3.0|-3.88|23.0|303.36|1.0|-4.19|0.0403|6.51e-05|3.36|0.0|0.0|1.16e-06|0.000352|5.1623|4.0245|-973.5683008|916.76|446.0|-973.400097|0.1457|-0.16632|2.0282|-973.449892|121.0|6.9172|6.9172
12ab_a36|0.0|0|3.458948649|0.0|0|2|2|1.297042596|-0.064515677|-0.007034881|2|0.039951691|0.035377607|0.0|-0.408023082|0.000939229|-0.032623802|-0.029080933|1|0.002112069|0.0618552579999999|-0.169341326|-0.4186639029999999|1|0.86559137|-0.0852411419999999|0.888163057|0|0.8410557559999999|-0.095025338|-65.54680623|16.62527454|116.6804416|0.679025324|-1.805481415|-37.68448987|82.3666474|-23.06276515|71.2577056|0.484987413|2902.39241|580.1454645|-1245.389318|2390.849902|15.18764075|0.941700118|6314.697413|221.4026852|33.96451406|0.024384271|16.81984117|0.0|1.0|0.0|4.86|-7.05|3.14|1.95|92.99|1.0|0.0|133.27|0.0|1.0|6.0|-3.92|32.0|420.47|0.0|-3.91|0.0503|0.000122|2.33|0.0|0.0|8.95e-08|3.76e-05|3.8845|3.8845|-1364.509957|1201.64|564.58|-1364.236757|0.4451|-0.15699|3.6976|-1364.300531|11.0|7.9586|7.9586
18_a31|0.0|0|3.281949877|0.0|0|0|0|0.610137226|0.0690370959999999|-0.013634202|0|0.0427124179999999|-0.051184519|0.0|-0.640807491|-0.009923585|-0.001973566|-0.096301845|2|-0.007811355|-0.084218532|-0.107017926|-0.604728055|0|0.868704545|0.022160691|0.904870098|0|0.72588713|-0.129469649|-75.99442464|8.49194438|238.9516432|0.7774768320000001|-1.81257508|-40.61741697|85.81723707|-23.64270989|77.69074057|0.4492048839999999|2241.561812|426.0718665|-1063.9219449999998|1935.374782|12.84812443|0.8155571290000001|4856.251645|130.6137795|30.40953623|0.01673486|9.822812434|1.0|1.0|1.0|3.41|-6.54|4.9|3.48|119.14|1.0|0.0|99.32|0.0|1.0|7.0|-4.62|25.0|356.44|1.0|-3.62|0.00862|0.000241|2.47|0.0|0.0|2.9e-07|0.000104|5.0092|3.9105|-1465.528656|1041.21|541.33|-1465.300904|0.2457|-0.16212|3.0607|-1465.359325|0.13|6.8861|6.8861
47a_a18|0.0|0|0.0|0.0|0|1|1|0.403918489|0.018016478|-0.006027559|0|0.033641026|0.043161338|0.0|-0.464122017|-0.005483379|-0.025401815|0.052572636|0|-0.000633273|0.066507683|-0.358939392|-0.369841706|0|0.842412605|-0.008965701|0.7991211029999999|0|0.778790861|-0.099310031|-81.42570819|11.58086543|100.7293848|0.7936193709999999|-2.681370849|-55.70051708|93.5899242|-29.70938001|79.51543089|0.483193636|3612.105567|638.5417107999999|-2198.494121|2250.179086|19.74153879|0.934960691|8405.670404|169.2144153|37.435301|0.014835962|12.16421601|1.0|1.0|1.0|4.97|-8.27|0.48|3.35|123.06|3.0|1.0|158.24|1.0|1.0|12.0|-6.74|39.0|547.67|0.0|-5.58|9.9e-05|2.62e-06|4.44|0.0|1.0|5.4e-09|2.95e-06|3.1947|3.1947|-2098.807018|1536.87|813.01|2098.280307|0.6094|-131.0|2.6271|-2098.359766|1.0|9.0|9.0
12e_a31|0.0|0|3.483599061|0.0|0|1|1|0.610134116|0.052663358|-0.011519192|0|0.037098765|0.0113193469999999|0.0|-0.70267073|-0.002475146|-0.107630327|-0.015755876|2|-0.000231353|0.01824365|-0.142921555|-0.543945776|0|0.7968154940000001|-0.039273975|0.82100963|0|0.721526766|-0.1099563869999999|-79.96257188|19.38343763|166.1479229|0.725120432|-2.089171358|-49.6906263|95.1187282|-26.65419063|87.71292755|0.474858042|3040.353774|524.7092721|-1519.288866|1899.851187|19.50674899|0.904247004|6557.418968999999|199.8981394|36.75829484|0.020841203|15.15615632|1.0|1.0|1.0|3.87|-9.31|6.69|5.4|117.37|3.0|0.0|129.38|0.0|1.0|9.0|-6.66|33.0|460.55|1.0|-5.42|9.96e-05|3.83e-06|4.48|0.0|0.0|4.93e-10|2.27e-07|5.3264|3.8391|-1809.899887|1308.13|640.03|-1809.581226|0.2627|-0.15934|2.6024|-1809.650069|0.17|6.7696|6.7696
9a_a31|0.0|0|3.348289714|0.0|0|1|1|0.6101356720000001|-0.009086485|-0.01391798|0|0.036891534|-0.05057805|0.0|-0.723734943|-0.006189303|0.03406986|-0.0007638889999999|2|-0.0033853629999999|-0.084652799|-0.15653721|-0.542342338|0|0.8058046320000001|0.045292529|0.837697452|0|0.691768132|-0.122626525|-78.6954713|21.33533299|163.6011874|0.737758755|-2.0846509230000003|-41.55773748|94.03540892|-27.87131275|86.0923113|0.484502446|2855.751316|443.941629|-1337.8230119999998|1955.13855|15.15483138|0.939873412|6273.506211999999|168.29310269999996|37.77835579999999|0.0239033229999999|15.33993762|1.0|1.0|1.0|3.6|-8.13|5.51|4.02|117.37|1.0|0.0|113.64|0.0|1.0|6.0|-5.62|30.0|418.47|1.0|-4.77|0.00101|1.7100000000000002e-05|3.47|0.0|0.0|7.35e-09|3.07e-06|3.7892|3.7892|-1691.9526239999998|1145.99|540.01|-1691.716118|0.7028|-0.15757|5.0244|-1691.7777600000002|0.15|6.8239|6.8239
8c_a12|0.0|0|0.0|0.0|0|1|1|1.283851303|0.1948786139999999|-0.0104125509999999|3|0.038787879|-0.106633503|0.0|-0.447739674|-0.004211843|-0.036504737|-0.07003012|0|-0.00160589|-0.1876771789999999|-0.370782022|-0.606245231|2|0.905486734|-0.10899871|0.8425863029999999|0|0.840397446|-0.101988384|-52.04233846|10.00357546|83.24714315|0.764449832|-1.529825767|-17.44675795|61.66383178|-19.51587692|44.19432689|0.472503372|2190.852814|428.8355831|-780.6350769|1245.6132289999998|10.74930819|0.8957467170000001|4610.945152|120.19586|25.52931025|0.018855428|9.621493319|0.0|0.0|1.0|3.91|-7.14|2.81|1.59|63.06|0.0|0.0|98.07|0.0|1.0|3.0|-3.47|24.0|314.34|1.0|-3.72|107.0|0.0001899999999999|2.5|0.0|0.0|7.24e-08|2.28e-05|4.3598|3.8341|-1022.77302|909.19|402.43|-1022.613451|0.1355|-0.15571|1.7305|-1022.663298|0.04|7.3979|7.3979
