molecula|SddssS|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|RASA|FNSA3|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|DPSA1|Mor01p|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
14u_a23|0.0|1|0.0|0.0|2|7.423568444|0|1.197962732|-0.066969083|-0.007017844|5.351858133|-0.025360103|2|0.050530143|0.743634137|-0.385981432|-0.026062012|10.31321759|-0.0569153009999999|2|0.091604179|-0.110069159|-0.199540201|-0.4086345999999999|2|0.756252127|0.909754912|-0.055259924|0.445665682|0.0254134689999999|-36.90928915|-57.75236052|16.97420126|43.06242147|60.27663131|-0.033908155|50.47632596|0.702868983|-1.729315897|73.50348823|-22.64798452|0.47648509|3015.478095|607.6448353|2430.634114|-15.12707504|0.297131017|7.392527755|14.12094979|0.910165272|6913.009783|198.4601847|-771.4808267999999|32.2221994|-271.0010972|683.7405759|0.0|1.0|1.0|3.68|0.09|26.0|-7.51|114.25|2.72|126.78|0.0|1.0|6.0|-5.63|32.0|-6.47|441.51|0.0|0.0|3.48|-5.02|2.32e-06|0.0010199999999999|9.57e-06|0.0042299999999999|3.55|0.0|3.11e-08|1.3699999999999998e-05|-0.0618299999999999|4.0409|3.1819|-1744.422541|389.66|306.82|549.0|0.6703100000000001|-1744.1781010000002|0.0008|5.9743|0.0237199999999999|-1744.2405670000005|6.0|8.2449|8.2449
7b_a8|0.0|0|3.213855584|0.0|1|7.535296702|1|1.395658671|-0.119760914|-0.009659873|5.4161004020000005|-0.038810124|1|-0.024156447|0.0|-0.4829936279999999|-0.052309137|10.9465091|-0.0254956129999999|1|-0.039357491|-0.021509048|-0.035044152|-0.415894017|1|0.710658316|0.7223476129999999|-0.101439013|0.282366236|0.033167971|-60.75943432|-59.93853201|19.86678613|145.0783004|166.30684230000003|-0.041332642|75.93423425|0.753935657|-1.901301524|73.70461365|-24.75721974|0.4787988|2776.185773|432.6681725|1780.952171|-14.82895606|0.246064343|7.698000901|14.76972982|0.918644854|6185.0105140000005|147.3863936|-682.1319788|32.83731114|-304.2022276|545.9267515|0.0|1.0|1.0|3.37|0.09|23.0|-7.65|92.93|2.23|110.8|0.0|1.0|3.0|-5.25|30.0|-6.15|396.4|0.0|0.0|3.5|-4.94|5.64e-06|0.00224|1.14e-05|0.00454|3.61|0.0|2.25e-08|8.94e-06|-0.06833|4.5945|3.26|-1330.595067|380.32|269.85|506.21|0.7025100000000001|-1330.392289|139.0|9.9463|0.0273745|-1330.448193|13.53|4.8687|4.8687
12n_a36|-3.404662145|0|3.400581499|0.0|0|7.412764017000001|2|0.299253841|0.039596635|-0.0099988159999999|5.351858133|-0.350034917|2|0.027627601|0.0|-0.619926573|-0.035989956|10.31810354|-0.000273044|1|0.048110172|-0.15024383|-0.261631709|-0.5181211520000001|1|0.8183043390000001|0.720111143|-0.089275906|0.239018516|0.0211044289999999|-60.42525197|-78.42650015|14.28426215|67.52548352|189.4391835|-0.039955874|26.74179417|0.741751453|-2.317440678|92.79755725|-27.04362074|0.454498749|3482.18259|487.397992|3465.537153|-18.30412788|0.258248547|6.863551112000001|12.58209967|0.833176363|7657.057548000001|174.79221719999998|-1061.639417|36.45914091|-327.25274110000004|805.2286932|0.0|1.0|0.0|0.0|0.17|17.0|-6.87|123.75|0.84|142.02|0.0|1.0|7.0|-3.85|34.0|-8.03|474.54|0.0|0.0|1.18|-3.72|0.0001409999999999|0.0668|0.0001889999999999|0.0897|1.64|0.0|1.36e-07|6.45e-05|-0.05056|5.3573|3.6382|-1876.168847|340.78|231.43|566.87|0.7046600000000001|-1875.89723|0.0155|10.8395|0.03261661|-1875.961945|15.0|7.8239|7.8239
12b_a36 (EW-7197)|0.0|0|3.3685352889999995|0.0|0|7.412764017000001|2|1.2970445309999998|-0.104514139|-0.008137593|5.351858133|-0.082283951|2|0.027495626|0.0|-0.439429998|-0.098032695|10.96052467|-0.056994595|1|0.059005046|-0.101303149|-0.217394466|-0.442656599|1|0.724208473|0.7635183720000001|-0.081357853|0.458627252|0.021439664|-50.90136206|-67.98756422|13.41367899|81.63796416|147.9542111|-0.039120289|5.958751634|0.746747352|-1.956014468|80.95733534|-24.47552312|0.45988432|2772.832013|477.6935927|2338.370858|-15.31305729|0.253252648|6.764872303|12.52485821|0.851455231|6096.459089|158.4469629|-765.6528642999999|32.77617664|-308.7538779|595.8790650000001||||||||||||||||||||||||||||||-0.04975|3.8475|3.7725|-1332.147999|328.66|322.25|486.64|0.69991|-1331.9479310000002|0.0197|5432.0|0.03202977|-1332.005651|7.0|8.1549|8.1549
13b_a5|0.0|0|2.948625157|0.0|0|7.153833802|1|1.338814635|-0.142746146|-0.004573365|5.209486153|0.011339656|2|-0.006314305|0.0|-0.251535058|-0.104404004|10.94530329|-0.017963913|1|-0.010368468|-0.055701188|-0.091464693|-0.357011244|2|0.6700114770000001|0.831557236|-0.0694958329999999|0.468748106|0.0138892369999999|-44.93506461|-48.3067033|8.980592802|14.41650822|108.9128108|-0.02636836|46.77748445|0.654076389|-1.344786367|62.24204745|-17.04942469|0.455921715|2661.597781|537.6736515|1177.571784|-11.0239272|0.345923611|8.427551282000001|15.48959317|0.837970799|5678.380299|223.6695238|-562.2202871000001|26.06641209|-199.2474147|638.8437454|0.0|1.0|1.0|2.64|0.17|23.0|-8.36|74.77|1.96|119.8|0.0|1.0|5.0|-4.24|30.0|-6.58|395.46|0.0|1.0|3.26|-4.43|5.69e-05|0.0225|3.75e-05|0.0148|3.01|0.0|4.36e-09|1.72e-06|-0.05177|4.6733|4.1793|-1276.030896|296.66|265.31|503.93|0.57482|-1275.806761|0.3064|3.5881|0.035153|-1275.865034|0.11|6.9586|6.9586
LY580276_a4|0.0|0|0.0|0.0|1|7.535296702|1|1.344599701|-0.156842923|-0.001543874|5.4161004020000005|-0.020236527|1|0.0295482979999999|0.0|-0.063298854|-0.172607392|10.94681614|0.011772853|1|0.064209689|-0.019747846|-0.042912895|-0.191806286|1|0.5162208110000001|0.8685269959999999|-0.057317455|0.243350596|0.008729943|-27.6229776|-34.22831819|4.207217677|11.22286434|63.36073061|-0.028035586|82.46094409|0.8478469959999999|-1.065352257|38.23432817|-13.51117823|0.437093506|1948.220005|418.5688558|1511.5340210000002|-6.511436537000001|0.152153004|5.456603642999999|9.693623538|0.7764939829999999|4098.640927|73.32703409|-247.4345884|15.93586849|-335.2755182|345.4102548|1.0|1.0|1.0|3.04|0.22|17.0|-6.56|30.71|3.13|84.74|0.0|1.0|2.0|-3.67|22.0|-5.71|293.34|0.0|1.0|3.69|-4.21|0.000213|0.0624|6.18e-05|0.0181|3.35|0.0|2.75e-07|8.08e-05|-0.0225|5.2983|4.4918|-959.4723321|276.03|234.01|402.99|0.68002|-959.356125|0.1842|2.5355|0.023546627|-959.404416|175.0|6757.0|6757.0
7_a1|0.0|0|0.0|0.0|1|7.860570786|2|1.348826331|-0.055291895|-0.010040172|5.777652323|0.001018628|1|-0.048878707|0.0|-0.421687222|-0.07233584|10.9513015|-0.024096172|1|-0.077833285|-0.245732751|-0.391298966|-0.441054548|1|0.7795049279999999|0.710959153|-0.083362936|0.289201649|0.035937867|-40.16416679|-47.35863598|17.31482297|111.9204437|139.2595474|-0.031040669|404.7836105|0.603382856|-1.179545431|61.72628137|-14.95535873|0.452829665|2150.215999|342.53930230000003|1466.924404|-7.205474633|0.396617144|5.07667644|9.278054953|0.827584457|4519.238270000001|191.0896839|-273.8080361|24.78585294|-99.61948195|351.4191817|0.0|1.0|1.0|2.83|0.22|17.0|-5.64|49.17|1.6|85.88|0.0|2.0|2.0|-3.16|23.0|-6.4|305.33|0.0|1.0|2.72|-3.71|0.000696|213.0|0.000195|0.0595|2.48|0.0|2.29e-06|0.000698|-0.02433|4.0504|4.0504|-1009.48087|306.1|306.1|365.53|0.69902|-1009.350293|0.2961|4575.0|0.02860499|-1009.398029|0.46|6.3372|6.3372
11a_a31|0.0|0|2.856083711|0.0|0|7.773594467000001|1|0.610138462|-0.045290366|-0.02376325|5.733341277|-0.259732443|0|-0.087576474|0.0|-0.8792402579999999|-0.1217573119999999|10.31170041|-0.019865299|2|-0.149933348|-0.1068420919999999|-0.1829166189999999|-0.563537536|0|0.861302755|0.486754956|-0.151872243|0.271818874|0.041435152|-76.64827023|-81.26889906|20.91187076|258.8577775|259.0291941|-0.056833284|71.03772901|0.735254945|-1.932331673|97.23036756|-28.68314085|0.451795285|2288.9694010000003|245.6599349|1769.346573|-14.47606937|0.264745055|5.791411901|10.5643234|0.8241360790000001|4940.657452|133.6139513|-492.1863586|39.01114987|-237.4612264|302.14325319999995|0.0|0.0|1.0|2.16|0.13|16.0|-4.65|125.57|0.57|83.12|0.0|2.0|3.0|-4.81|23.0|-6.51|329.33|0.0|0.0|2.42|-3.79|1.5399999999999998e-05|0.00506|0.000161|0.0531|2.53|0.0|2.22e-05|0.00731|-0.05074|3.8042|3.8042|-1441.411622|325.92|325.92|407.76|0.69222|-1441.327731|0.2797|6.4691|0.04099365|-1441.37897|0.19|6.7212|6.7212
12am_a36|0.0|0|3.340519946|-4.723487246|0|7.412764017000001|2|1.240140551|0.088482802|-0.015884751|5.351858133|-0.297354748|2|0.122824831|0.0|-0.921315581|-0.050505733|10.9602097|-0.037654321|1|0.345949079|-0.1187503719999999|-0.3344729369999999|-0.6080522279999999|1|0.647732719|0.814986544|-0.091472759|0.305015372|0.017590648|-63.19394154|-81.59051640000001|12.15249658|128.69607109999998|127.81651770000002|-0.045928425|1.038361162|0.788334835|-2.480134939|95.53118838|-31.72964526|0.484558903|3230.6292780000003|563.0333297999999|2603.072527|-21.92042059|0.211665165|8.772646622|17.01968794|0.940085891|7238.033439|146.228847|-1183.702712|40.24894481|-398.3921535|672.4630346|1.0|1.0|0.0|0.0|0.17|17.0|-7.14|78.43|2.04|130.43|0.0|1.0|7.0|-5.2|34.0|-6.4|465.43|0.0|0.0|2.65|-5.07|6.26e-06|0.00291|8.6e-06|4.0|3.86|0.0|7.24e-08|3.37e-05|-0.0569799999999999|5.2317|3.8606|-1645.169789|321.15|236.99|562.14|0.6805100000000001|-1644.952145|0.2987|5.9258|0.03550681|-1645.016323|0.06|7.2218|7.2218
12p_a36|0.0|0|3.392386149|0.0|0|7.412764017000001|2|1.297044387|-0.0494658159999999|-0.008017607|5.351858133|-0.084341564|2|0.114716581|0.0|-0.432950771|-0.084846674|10.96052769|-0.0433009009999999|1|0.2461794139999999|-0.101303149|-0.217394466|-0.440709431|1|0.724208473|0.748438833|-0.082569108|0.315548061|0.020202133|-51.98017377|-68.22905781|12.71795723|83.24921731|158.3666517|-0.039016808|0.0|0.759126153|-1.950840419|80.40682298|-24.56246081|0.475504684|2774.926334|471.1687161|2308.958924|-15.4629378|0.240873847|7.546742977|14.3885803|0.906594718|5922.775161|151.63860559999998|-773.1468902|32.35623052|-326.2581567|595.8790650000001|1.0|1.0|0.0|0.0|0.14|17.0|-6.86|69.2|2.4|123.71|0.0|1.0|5.0|-3.89|30.0|-6.76|399.42|0.0|1.0|2.15|-4.16|0.000129|0.0515|6.96e-05|0.0278|2.78|0.0|1.4e-07|5.58e-05|-0.0552299999999999|5.3413|3.8372|-1332.148901|323.11|232.12|506.89|0.66559|-1331.947748|0.1841|4.8805|0.03396697|-1332.006106|9.0|8.0458|8.0458
12ac_a36|0.0|0|3.4419617660000004|0.0|0|7.412764017000001|2|1.297043188|-0.050997272|-0.007639626|5.351858133|-0.073735973|2|0.03586247|0.0|-0.450737917|-0.046730704|10.95345846|-0.0121300989999999|1|0.060445359|-0.098698552|-0.166354116|-0.433636165|1|0.8058720979999999|0.779673368|-0.080202334|0.4712820929999999|0.021508835|-55.68500110000001|-72.4798052|14.93372351|118.0445703|152.9742102|-0.036062573|20.70356046|0.7316461470000001|-1.98344149|86.51036063|-25.03847816|0.44477577|2902.588755|541.3322795|2455.459827|-17.38437788|0.268353853|8.126831024|14.63702516|0.801074136|6378.288017|186.3198219|-956.1407834|34.22211444|-321.66684580000003|716.9974499|1.0|1.0|0.0|0.0|0.17|17.0|-6.89|86.27|1.59|133.95|0.0|1.0|6.0|-3.81|32.0|-7.21|423.47|0.0|0.0|1.84|-3.95|0.000154|0.0653|0.000112|0.0476|2.36|0.0|1.29e-07|5.4600000000000006e-05|-0.0527399999999999|3.8843|3.8594|-1385.566143|321.25|319.2|554.84|0.56357|-1385.3211789999998|0.0249|4.0208|0.03998989|-1385.382927|13.0|7.8861|7.8861
12_a15|0.0|0|0.0|0.0|0|0.0|0|1.435689014|-0.071096525|-0.006620824|0.0|-0.0455566929999999|2|-0.035728911|0.0|-0.370766171|-0.106061273|10.95973444|-0.01062828|0|-0.054575504|-0.120626133|-0.184255041|-0.380490701|2|0.8310685940000001|0.89637291|-0.061084417|0.738437971|0.015018226|-39.00359933|-60.15445365|9.58943236|72.18361893|66.16793071|-0.031995594|4.192089814|0.746489397|-1.695766456|70.6606311|-20.42981445|0.476419838|2613.57759|572.3516967|2661.728915|-13.04483751|0.253510603|5.448223888999999|10.40571107|0.909927213|5897.820841|161.8714956|-691.376388|27.36785616|-314.7766363|673.7288405|1.0|1.0|1.0|3.73|0.12|24.0|-9.82|56.27|2.87|119.95|0.0|1.0|6.0|-6.22|30.0|-4.97|397.47|1.0|0.0|4.7|-5.83|5.99e-07|0.0002379999999999|1.47e-06|0.000584|5.29|0.0|1.51e-10|5.99e-08|-0.03196|4.4819|3.8538|-1281.060163|321.72|276.63|585.26|0.70444|-1280.810963|0.0093|4.3338|0.02694613|-1280.871722|4.0|8.3979|8.3979
1_a1 (SKF-104365)|0.0|0|0.0|0.0|1|7.535296702|1|0.626769342|0.011230812|-0.006055958|5.4161004020000005|-0.01959813|1|-0.091086986|0.0|-0.218014497|-0.10236005|10.33812228|0.11172918|1|-0.221214316|-0.123703409|-0.300426726|-0.505981356|1|0.57031697|0.8131557509999999|-0.067997692|0.2405471019999999|0.0133681239999999|-31.45099608|-37.55389489|6.18316314|6.658828587|86.42113499|-0.029524467|63.42504103|0.709744919|-0.9743074|46.32985169|-13.65596178|0.416807085|1997.193006|376.1092109|1551.362941|-6.316296726|0.290255081|5.2735884010000005|9.042613965|0.71469847|4225.4765640000005|134.2517831|-208.4377919|19.24066156|-194.0267797|297.2783688|1.0|1.0|1.0|2.68|0.12|17.0|-6.0|56.01|2.52|81.72|0.0|1.0|2.0|-3.8|21.0|-6.01|297.35|0.0|1.0|3.27|-4.02|0.000159|0.0472|9.65e-05|0.0287|2.96|0.0|9.93e-07|0.000295|-0.03482|3.8901|3.8901|-1279.060907|318.72|318.72|358.09|0.70081|-1278.971649|0.2178|4.5773|0.02377006|-1279.017667|1.6|5.7959|5.7959
6a_a40|0.0|0|0.0|0.0|1|8.421342866|1|0.604893625|0.117890918|-0.014623575|6.401917197|-0.077397672|0|-0.146542353|0.775942224|-0.68730803|0.104332675|10.30179985|-0.230955427|2|-0.272320301|-0.021759541|-0.040435852|-0.620787469|0|0.682273668|0.733750993|-0.109047987|0.360858579|0.016399125|-68.11170799|-73.33687786|10.24294396|185.06174|166.2999483|-0.049149867|36.84483305|0.8678518190000001|-2.113444291|81.37714586|-30.69915817|0.41480944|2936.1501780000003|458.303126|2536.88262|-19.17478857|0.132148181|6.945713476|11.8691482|0.708845065|7059.617542|82.54016015|-824.5159087000001|35.37373259|-459.522754|557.4018948|1.0|0.0|1.0|3.01|0.21|14.0|-4.05|173.43|1.62|120.14|1.0|2.0|5.0|-7.11|29.0|-6.32|442.53|1.0|0.0|3.17|-4.99|7.85e-08|3.47e-05|1.03e-05|0.00457|3.77|0.0|8.950000000000001e-05|0.0396|-0.0926|2.9836|2.9836|-2371.560378|415.55|415.55|497.78|0.6782699999999999|-2371.3827|0.4015|6.9379|0.01952089|-2371.443161|0.04|7.3979|7.3979
11c_a31|0.0|0|3.336985072|0.0|0|7.765993078999999|1|0.6101368770000001|0.069254998|-0.0184155389999999|5.733341277|-0.141329185|0|-0.031640011|0.0|-0.847114804|-0.137912959|10.31169916|-0.085216451|2|-0.0512371409999999|-0.0992097109999999|-0.16065803|-0.572548808|0|0.825336018|0.564143263|-0.138002689|0.3608415239999999|0.034256743|-80.82023592|-82.24513417|20.06220362|264.7428792|255.2562173|-0.042457317|70.98337779|0.676089232|-1.825664624|99.31985763|-24.864808|0.47997061|2470.585429|330.3862551|1770.045716|-14.56188764|0.323910768|7.259183801|13.95917988|0.922968238|5329.481371|189.6959033|-626.1611682999999|36.77740577|-206.2506659|449.7512005|1.0|1.0|1.0|2.66|0.28|16.0|-5.84|125.57|1.03|97.32|0.0|2.0|6.0|-5.11|26.0|-6.56|371.41|0.0|0.0|3.04|-3.98|7.68e-06|0.00285|0.000105|39.0|2.82|0.0|1.45e-06|0.000537|-0.03532|3.8551|3.8551|-1559.353434|321.61|321.61|512.9|0.7005899999999999|-1559.194237|0.2627|5289.0|0.04465349|-1559.253116|0.13|6.8861|6.8861
26_a20|0.0|0|0.0|0.0|1|6.842683282|0|1.4165417530000002|-0.000846851|-0.00578453|4.727387819|-0.104520106|2|0.1516835819999999|2.01129617|-0.3297182369999999|-0.054222344|10.93106273|-0.033102079|1|0.249416844|0.0346782989999999|0.057022334|-0.446730587|2|0.7071284179999999|0.79337253|-0.0862808009999999|0.423153994|0.012753218|-58.21621279|-55.81998701|8.604974082|299.8332395|139.417676|-0.0327795789999999|80.47551422|0.7848887259999999|-1.737317706|65.85953426|-22.11735334|0.472355054|2825.254798|535.3119506|2534.075607|-14.92323356|0.215111274|7.598632688999999|14.40103379|0.8952138340000001|6221.067002000001|145.1419493|-790.9313788|28.17896678|-384.4457279|712.1606951|1.0|1.0|1.0|3.07|0.08|27.0|-9.18|86.69|2.47|125.0|0.0|1.0|5.0|-5.14|32.0|-6.28|419.48|0.0|0.0|3.66|-5.02|7.27e-06|0.00305|9.51e-06|0.00399|3.63|0.0|6.64e-10|2.780000000000001e-07|-0.05097|4.8421|3.8894|-1352.277633|318.77|256.05|543.96|0.68167|-1352.036122|0.0814|3.8173|0.03774288|-1352.098465|131.0|6.8827|6.8827
12e_a31|0.0|0|3.483599061|0.0|0|7.765993078999999|1|0.610134116|0.052663358|-0.011519192|5.733341277|-0.044316064|0|0.0113193469999999|0.0|-0.70267073|-0.107630327|10.3116965|-0.015755876|2|0.01824365|-0.08867626|-0.142921555|-0.543945776|0|0.7968154940000001|0.721526766|-0.0939597569999999|0.2642991189999999|0.02665413|-68.32948993|-79.96257188|19.38343763|166.1479229|202.5115275|-0.036652129|595.9853231000001|0.725120432|-2.089171358|95.1187282|-26.65419063|0.474858042|3040.353774|524.7092721|1899.851187|-19.38348182|0.274879568|10.24381236|19.50674899|0.904247004|6557.418968999999|199.8981394|-1104.858464|36.75829484|-327.4245209|798.7285626|1.0|1.0|1.0|3.72|0.24|22.0|-9.31|117.37|2.21|129.38|0.0|1.0|9.0|-6.66|33.0|-5.93|460.55|0.0|0.0|4.5|-5.42|2.16e-07|9.96e-05|3.83e-06|0.00176|4.48|0.0|4.93e-10|2.27e-07|-0.03445|5.3264|3.8391|-1809.85374|322.95|232.77|640.03|0.7006600000000001|-1809.581226|0.2627|2.6024|0.04614662|-1809.650069|0.17|6.7696|6.7696
18_a47|0.0|1|2.969619451|0.0|0|6.605297921|0|1.414391819|-0.141396999|-0.004337918|4.59511985|-0.06345679|3|-0.026357805|1.5913490630000002|-0.2342475789999999|0.018164141|10.93838451|-0.016728205|1|-0.056674151|-0.02470455|-0.053119347|-0.322800033|3|0.646771311|0.777824025|-0.078937385|0.454324931|0.014741763|-49.44908758|-52.88049505|9.234746417|70.55642796|139.1786571|-0.0303894239999999|3.684585007|0.7327484470000001|-1.5194711930000002|63.72933669|-19.03697822|0.432077184|2800.3745940000003|487.2556678|2184.962887|-11.9254166|0.267251553|7.018342267|12.35791568|0.7608026529999999|6261.441874|167.41554630000002|-596.2708299|25.98023687|-291.6032324|628.5247532999999|1.0|1.0|1.0|2.5|0.08|27.0|-10.36|79.38|2.63|119.78|0.0|0.0|4.0|-5.5|31.0|-5.87|410.45|1.0|0.0|4.16|-5.37|3.13e-06|0.00129|4.29e-06|0.00176|4.13|0.0|4.34e-11|1.78e-08|-0.04964|4.2668|4.2222|-1354.180815|293.65|290.58|487.81|0.63359|-1353.979194|0.0516|3.4464|0.04031146|-1354.037606|3.0|8.6|8.6
41_a47|0.0|1|0.0|0.0|1|6.842683282|0|1.420292383|-0.225923786|-0.004083905|4.727387819|-0.072088843|3|-0.080388467|1.601942802|-0.187859623|0.024881402|10.98214139|0.075316535|1|-0.178132441|-0.1430639269999999|-0.317014709|-0.276217719|3|0.62974551|0.823168463|-0.061101947|0.245948366|0.018348892|-34.50740631|-50.81597048|10.36256127|54.15850042|99.86584673|-0.02929561|0.0|0.653147815|-1.259711209|63.84353454|-16.54473457|0.447046066|2374.594252|464.8854878|1073.170368|-9.34366093|0.346852185|7.168742909|12.96444871|0.8084689140000001|5042.636398|195.8852341|-401.77742|25.33076615|-172.98086630000003|439.9906467|1.0|1.0|1.0|3.18|0.16|21.0|-7.47|68.52|1.75|99.09|0.0|1.0|4.0|-3.57|26.0|-6.66|348.38|0.0|1.0|3.06|-3.9|0.000267|0.0929|0.000125|0.0436|2.49|0.0|3.36e-08|1.17e-05|-0.05053|4.0167|3.7144|-1162.462261|333.8|308.67|471.9|0.68638|-1162.288187|0.2504|4.9162|0.02982752|-1162.342476|0.01|8.0|8.0
47j_a18|0.0|0|0.0|0.0|0|7.03438793|1|1.251176464|0.070097424|-0.007807275|4.844187086|-0.068902246|0|-0.048528478|0.0|-0.569931053|-0.006923502|10.94702285|0.0033281|0|-0.073551529|-0.218974385|-0.331885553|-0.48833504|0|0.783538352|0.80651845|-0.073041469|0.476575952|0.015967126|-56.816779|-73.69868165|12.42035127|95.57657747|150.5035248|-0.033837212|99.50526447|0.764425062|-2.368604851|86.31641604|-26.32095773|0.481373558|3172.831382|627.366638|2064.803327|-20.47428768|0.235574938|9.597380968|18.50538303|0.928170101|7316.123159000001|183.246715|-1433.2001369999998|34.43235841|-411.3767328|1081.726154|1.0|1.0|1.0|0.0|0.28|18.0|-8.79|97.76|2.63|149.96|1.0|1.0|11.0|-5.83|37.0|-6.46|499.6|0.0|0.0|2.39|-5.14|1.49e-06|0.000743|7.32e-06|0.00366|4.07|0.0|1.63e-09|8.159999999999999e-07|-0.04423|3.1054|3.1054|-1625.413107|399.25|399.25|776.31|0.6983600000000001|-1624.9784550000002|0.5439|4.1619|0.03246539|1625.053346|35.0|7.4559|7.4559
19a_a22|0.0|0|0.0|0.0|1|6.842683282|0|1.422917238|-0.000989685|-0.009145283|4.727387819|-0.144269652|2|-0.020553065|1.545757986|-0.548716971|-0.011513343|10.9464374|0.016501913|1|-0.03516233|-0.035723406|-0.0611158559999999|-0.496053375|2|0.72808001|0.744354735|-0.090145161|0.51561501|0.024839714|-67.26339083|-69.91748544|18.53458775|373.8201781|190.7541925|-0.035138299|106.645364|0.684706189|-1.967744721|89.23486638|-26.21905704|0.4347718229999999|3167.140147|555.4133255|2607.322873|-19.56380872|0.315293811|8.648671382|15.30120355|0.76919701|7095.27723|235.2620007|-1095.573288|38.29242013|-275.6435167|781.8210659|1.0|1.0|1.0|2.27|0.08|27.0|-8.76|128.68|0.98|132.15|0.0|1.0|7.0|-4.38|35.0|-7.67|463.49|0.0|0.0|2.36|-4.11|4.16e-05|0.0193|7.69e-05|0.0356|2.05|0.0|1.73e-09|8e-07|-0.06398|5.0397|3.5809|-1537.0241640000002|346.24|246.01|567.03|0.66605|-1536.756515|0.0623|4.5288|0.04718381|-1536.823574|48.0|7.3188|7.3188
22_a47|0.0|1|0.0|0.0|1|6.86171134|0|1.408617385|0.048272293|-0.010579222|4.727387819|-0.150248628|2|-0.029311184|1.016903613|-0.507802654|-0.075111395|10.95023117|0.002716049|1|-0.077468004|-0.1049885469999999|-0.277479519|-0.538310301|2|0.612295986|0.698649132|-0.080744803|0.573087958|0.022154032|-47.64347429|-52.67991531|13.07198749|12.19999546|177.81209280000002|-0.031744149|54.21581266|0.6096864479999999|-1.42848671|71.28682035|-18.73063655|0.4614909829999999|2692.510471|412.2379505|1494.441201|-11.05201291|0.390313552|6.9553262170000005|12.91589555|0.8569791179999999|6107.923371|230.3045281|-497.3405809|30.72175314|-129.440987|482.9384172|0.0|1.0|1.0|3.16|0.1|21.0|-7.69|84.73|2.97|104.64|0.0|1.0|5.0|-4.44|29.0|-6.58|394.38|0.0|0.0|3.41|-4.38|3.6e-05|0.0142|4.16e-05|0.0164|3.0|0.0|2.06e-08|8.11e-06|-0.0612399999999999|4.7954|4017.0|-1375.021925|308.65|258.55|466.95|0.68312|-1374.857521|0.0799|4.2485|0.02840507|-1374.914437|1.0|9.0|9.0
14k_a23|0.0|1|0.0|0.0|2|7.423568444|0|1.1979621459999998|0.070940371|-0.005866159|5.351858133|-0.024758731|2|0.04479394|0.74561778|-0.299174093|-0.055500851|10.31321813|-0.055708465|2|0.082632648|-0.071484865|-0.13187015|-0.463402169|2|0.722187957|0.922397728|-0.0562483359999999|0.226547411|0.018829201|-37.43135588|-53.17069631|12.53019305|38.76597615|51.64167457|-0.033999976|80.31548917|0.783562394|-1.597998852|64.04991522|-22.62582822|0.486654314|2955.4566170000003|613.8243395|2174.886074|-15.05671972|0.216437606|8.21201115|15.99703938|0.948005074|6715.186162999999|144.0318708|-707.6658267999999|28.87559227|-377.4022725|633.3278634|0.0|0.0|1.0|3.56|0.05|26.0|-7.99|105.02|3.51|125.29|0.0|1.0|5.0|-6.13|31.0|-6.03|445.93|0.0|0.0|3.99|-5.55|7.49e-07|0.000334|2.83e-06|0.00126|4.21|0.0|1.02e-08|4.55e-06|-0.07933|3.6421|3.6421|-2089.501786|340.42|340.42|552.65|0.63765|-2089.293765|0.4694|5.8718|0.02271117|-2089.354026|4.0|8.4123|8.4123
