molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|JGI4|SaaaC|ATSC1c|AATSC1are|AATSC8d|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|nFaHRing|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|FNSA4|WPSA3|FNSA1|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|GeomRadius|GRAV|PPSA1|WNSA2|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (water) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
12t_a30|0.0|0|0|0.0|0.0|0|2|2|0.60498454|0.073057637|-0.007755575|5.351858133|-0.097216874|0.044197531|0.0|-0.411045472|-0.002544958|-0.04950715|-0.158448053|-0.0546637159999999|-0.145315868|-0.464720444|1|0.609043558|0.83236194|-0.003937967|-0.080971844|0.889479916|0|-0.1011561919999999|0.408290036|0.018862708|-58.89093185|-65.79920855|12.26965165|88.42093081|-0.037159417|7.981057356|0.745705883|78.8278828|-24.17113783|71.1605835|0.445760296|2976.648597|452.99711|-1184.385754|2479.787504|7.957774504|6617.834146|165.4110479|-770.409047|-319.6492937|1588.274656|13.02867425|1.0|0.0|1.0|1.0|1.0|0.0|0.14|-7.16|4.67|3.74|81.65|3.58|2.0|0.0|127.19|0.0|-5.49|31.0|6.0|-6.06|434.46|0.0|3.21|-5.17|6.71e-06|0.00291|4.07|3e-05|-0.05542|4.32|-1774.2421780000002|677.85|0.2094|527.87|0.33647|0.6842600000000001|-1774.0165149999998|2.6784|-0.20571|-1774.077985|3.2145|8.0496|8.0496
15a_a22|0.0|0|0|0.0|0.0|1|0|0|1.4229176680000002|-0.136588366|-0.0050042229999999|4.727387819|-0.052476637|0.038167849|1.614660505|-0.280236463|0.005288335|-0.015194063|0.036467904|-0.097476465|-0.165471815|-0.360663314|2|0.6819423609999999|0.7392451729999999|-0.09744639|-0.027029438|0.794858486|1|-0.081705465|0.410151945|0.02126757|-41.92018177|-55.4621036|14.43653926|96.58317516|-0.031425179|9.799599501|0.702735071|70.12529157|-21.33157831|56.35672103|0.444668211|2884.815511|588.2800507999999|-1109.242072|2169.226845|8.157552588|6322.278103000001|201.7850124|-752.9594081|-275.2352849|1578.4640869999998|14.66318798|1.0|1.0|1.0|1.0|1.0|2.86|0.08|-9.21|3.87|4.31|85.59|1.73|1.0|0.0|124.05|0.0|-4.65|32.0|5.0|-6.61|420.47|1.0|3.19|-4.68|2.1e-05|0.00881|3.18|2.56e-07|-0.0600399999999999|4.98|-1368.35331|696.57|312.0|541.27|0.41078|0.69076|-1368.0755869999998|5.2588|-0.21285|-1368.1368730000002|6.8666|6.8447|6.8447
7_a15|0.0|0|0|0.0|0.0|0|0|0|1.419941457|-0.2269896539999999|-0.010310394|0.0|-0.038088878|0.035075075|0.0|-0.494898891|-0.0013239329999999|0.0019353679999999|0.213947987|-0.211522056|-0.310081401|-0.335491052|1|0.857287135|0.70084115|0.154068618|0.00364345|0.740089344|0|-0.110819329|0.403524276|0.036600739|-41.29775265|-61.50761094|20.31436245|103.8062879|-0.026500274|11.27499976|0.448664402|85.26222186|-14.70834175|61.6121151|0.396557391|2330.667514|466.9990754|-676.5837204|1624.468817|6.01738192|5097.868552|306.0056033|-375.5215702|56.98518567|1507.995102|23.75461091|1.0|1.0|1.0|0.0|1.0|3.14|0.15|-7.19|3.38|4.64|61.84|1.74|2.0|0.0|99.77|0.0|-4.83|26.0|5.0|-5.72|352.38|1.0|3.35|-4.49|3.2e-05|0.0113|3.84|2.26e-05|-0.0284899999999999|2.78|-1184.385377|580.73|0.3463|499.86|0.64652|0.70497|-1184.168094|1.1115|-0.18454|-1184.224637|1631.0|6644.0|6644.0
12x_a30|0.0|0|0|0.0|0.0|0|2|2|0.604984021|0.044575215|-0.006008579|5.351858133|-0.0335688279999999|0.043383838|0.0|-0.3545061539999999|0.00604028|-0.1066694919999999|-0.104089964|-0.053700437|-0.0922059569999999|-0.458718546|1|0.842068099|0.782514704|-0.062251445|-0.1759406839999999|0.829606585|0|-0.091725339|0.398925866|0.014757946|-47.48669555|-60.57208434|9.745611551|74.51844582|-0.035022402|6.435648079|0.824674971|68.52587215|-23.12752311|57.2323071|0.4490846539999999|2845.417984|560.5459455|-1272.013771|2374.777496|7.794822643|6359.545311|115.7782842|-839.9917174000001|-428.8071293|1542.442557|7.953787804|1.0|0.0|1.0|1.0|1.0|0.0|0.21|-7.38|4.87|3.23|81.65|3.25|2.0|0.0|137.21|0.0|-6.04|31.0|4.0|-5.64|426.54|0.0|3.19|-5.46|3.48e-06|0.00148|4.6|1.76e-05|-0.05093|4.45|-1654.40976|703.75|0.1517|558.65|0.68589|0.68589|-1654.1207|4.3702|-0.19876|-1654.183467|4.8197|7.6556|7.6556
15c_a10|0.0|0|0|0.0|0.0|1|2|2|1.343850105|-0.236118846|-0.002218445|5.4161004020000005|0.040869377|0.034807692|2.063253638|-0.153072705|0.01143745|0.0123939039999999|-0.101214571|-0.226679901|-0.35845963|-0.1742732839999999|2|0.7655272009999999|0.7351096359999999|-0.03167553|0.022187689|0.772328328|1|-0.072537853|0.418835517|0.014703076|-32.5870313|-50.32840842|10.2013281|65.41494073|-0.019267867|7.077912953999999|0.528228415|66.5866765|-13.36848349|42.7883594|0.449308156|3012.018586|627.5338454|-855.5829431|1817.047455|8.639636218|6673.826433|327.3258326|-593.6228632|-39.17102961|1619.721543|16.25826809|0.0|1.0|1.0|1.0|0.0|4.09|0.37|-7.79|3.77|2.97|59.31|1.74|1.0|0.0|141.96|0.0|-3.85|34.0|6.0|-6.99|454.57|0.0|3.1|-4.57|2.68e-05|0.0122|2.94|7.3e-06|-0.04724|2.2|-1450.241475|762.21|0.3939999999999999|595.63|-0.26999|0.70511|-1450.139335|2.4256|-0.19463|-1450.201574|4.8283|7.0|7.0
8_a4|0.0|0|0|0.0|0.0|1|1|1|1.304250488|-0.208165266|-0.001277205|5.4161004020000005|0.03148225|0.038726287|1.987684188|-0.056197036|0.010647563|0.05775266|-0.1193184819999999|-0.048133994|-0.078942941|-0.150276481|2|0.619844116|0.813333185|-0.07377839|0.097165358|0.879500982|1|-0.065595042|0.546157592|0.0103751219999999|-27.90231822|-33.90618946|5.362918401|11.02158946|-0.024598141|2.772101712|0.7261541020000001|41.57817329|-12.71482105|33.26523662|0.428884426|2297.5526170000003|478.2025467|-508.5928419|1737.932042|5.695730546|5162.482272|141.55141369999998|-262.8925116|-233.7988862|700.3924376|7.671983829|1.0|1.0|1.0|1.0|0.0|3.19|0.15|-7.78|4.63|4.76|43.6|2.93|1.0|0.0|100.13|0.0|-4.35|25.0|3.0|-5.76|346.81|1.0|3.85|-4.84|1.46e-05|0.00506|3.74|5.72e-06|-0.05864|3.29|-1450.239105|561.6|0.1687|391.01|0.30471|0.57675|-1450.071352|4.5781|-0.22685|-1450.121028|5.7488|7.2676|7.2676
3_a27|0.0|0|0|0.0|0.0|2|0|0|1.402697639|0.124551908|-0.00648099|4.59511985|-0.096132106|0.040512821|1.177265999|-0.27868256|0.009082086|0.024154412|-0.296039263|-0.1984716939999999|-0.341338963|-0.479874452|2|0.640545265|0.810053853|0.136381755|0.038685745|0.8759548629999999|1|-0.086153958|0.397733752|0.019234305|-31.82136336|-44.61323499|9.960129259|10.71226495|-0.032307734|5.157668895|0.733853752|54.32114618|-16.72996312|41.78149261|0.44566003|2294.213272|446.4308003|-669.1985248999999|1043.697725|6.457886343999999|4960.583812|137.8189165|-346.53209080000005|-242.1936891|911.8963045|9.707911187|1.0|0.0|1.0|0.0|0.0|3.11|0.05|-5.89|2.8|2.94|65.6|2.18|0.0|0.0|97.71|0.0|-3.7|25.0|4.0|-6.41|329.36|1.0|2.74|-3.99|0.000103|0.0339|2.67|0.000423|-0.05512|4.92|-1081.905135|547.92|0.2305|425.72|0.34864|0.6734600000000001|-1081.744053|2.7811|-0.21969|-1081.794829|4.1551|8.3979|8.3979
12p_a36|0.0|1|0|3.392386149|0.0|0|2|2|1.297044387|-0.0494658159999999|-0.008017607|5.351858133|-0.084341564|0.042804233|0.0|-0.432950771|-0.002526241|-0.0433009009999999|0.2461794139999999|-0.101303149|-0.217394466|-0.440709431|1|0.724208473|0.828371596|-0.035871448|-0.074349074|0.8839272779999999|0|-0.108380023|0.315548061|0.020202133|-51.98017377|-68.22905781|12.71795723|83.24921731|-0.039016808|8.006403882999999|0.759126153|80.40682298|-24.56246081|64.698131|0.475504684|2774.926334|471.1687161|-1228.123041|2308.958924|7.546742977|5922.775161|151.63860559999998|-773.1468902|-326.2581567|1617.811526|12.17776516|1.0|0.0|0.0|1.0|2.0|0.0|0.14|-6.86|3.13|2.44|69.2|2.4|1.0|0.0|123.71|0.0|-3.89|30.0|5.0|-6.76|399.42|0.0|2.15|-4.16|6.96e-05|0.0278|2.78|5.58e-05|-0.0552299999999999|3.41|-1332.182868|660.71|0.3015|506.89|0.30159|0.66559|-1331.947748|4.8805|-0.21131|-1332.006106|6.7199|8.0458|8.0458
8d_a12|0.0|1|1|2.976279182|0.0|0|1|1|1.283835213|0.057525383|-0.0076893469999999|4.59511985|-0.048642535|0.038347953|2.075171777|-0.376778003|0.000925796|-0.046326855|0.0479437859999999|0.00930483|0.016135176|-0.484923957|1|0.8857286320000001|0.751098108|-0.091036025|-0.080872311|0.8078610759999999|1|-0.103548595|0.266886187|0.011348654|-43.27410838|-57.57034769|6.309558958999999|90.34024296|-0.039118358|3.507952014|0.8338637040000001|64.53435462|-21.74879802|49.58366734|0.465113852|2466.513191|477.4206699|-978.6959108|1288.818257|6.93584319|5255.11762|92.36749461|-544.129679|-371.2392138|1173.6881050000002|6.964006932|1.0|1.0|1.0|1.0|2.0|2.23|0.1|-8.37|3.87|2.67|65.96|2.83|2.0|0.0|112.14|0.0|-4.58|27.0|4.0|-5.96|352.39|1.0|3.02|-4.61|2.43e-05|0.0085799999999999|3.51|1.49e-06|-0.05488|3.53|-1138.296407|600.2|0.2871|433.32|0.6661|0.4997399999999999|-1138.086709|2.1281|-0.20794|-1138.139635|3.0277|7.6021|7.6021
18c_a22|0.0|0|0|0.0|0.0|1|0|0|1.194229067|-0.191807441|-0.003749104|4.727387819|0.013131848|0.038137255|1.642882533|-0.213698903|0.005449965|0.006275578|-0.081550274|-0.078828791|-0.143402172|-0.305378181|2|0.7290394929999999|0.7669483559999999|-0.032031791|0.010828071|0.8287956870000001|1|-0.076388478|0.5003904610000001|0.019843706|-40.094865000000006|-52.84635017|13.72808419|30.63947336|-0.028825841|9.49723261|0.682690024|67.73280290000001|-19.94201893|53.82294919|0.4777430589999999|3090.601885|644.1264387|-1056.927003|2574.178324|7.332936064|7101.057047|219.5183688|-731.1931848999999|-252.7737494|1548.179944|14.88645273|1.0|1.0|1.0|1.0|1.0|3.3|0.08|-9.46|5.36|4.98|124.4|1.47|1.0|1.0|136.36|0.0|-5.8|34.0|5.0|-6.63|461.54|1.0|3.72|-5.1|7.98e-06|0.0036799999999999|3.5|1.58e-07|-0.07207|3.5|-1783.562578|707.08|0.2996|583.88|0.4609|0.60449|-1783.277296|1.2938|-0.22365|-1783.340519|1.0733|7585.0|7585.0
25_a47|0.0|0|1|0.0|0.0|1|0|0|1.30432753|0.037667531|-0.010144825|4.727387819|-0.1084905069999999|0.043695652|1.087932079|-0.486951604|-0.003963349|0.002716049|-0.120903298|-0.108691353|-0.235822787|-0.545763902|2|0.6553889970000001|0.8462332770000001|-0.077710529|0.004104478|0.906449648|1|-0.08797211|0.574771479|0.020224271|-44.52300552|-53.40631957|12.27779881|11.20142696|-0.031278972|7.453635586|0.6238742279999999|71.17072517|-18.98891362|56.80080434|0.4760601829999999|2704.5905190000003|477.748546|-854.5011131000001|1514.111398|6.951055196|6236.813862|228.3393366|-518.7525876|-150.4037281|1369.668876|17.76440561|0.0|1.0|1.0|0.0|2.0|3.27|0.1|-8.01|3.29|4.95|84.73|3.08|2.0|0.0|109.7|0.0|-4.99|29.0|5.0|-6.3|410.83|1.0|3.62|-4.82|1.52e-05|0.00626|3.53|4.02e-06|-0.06331|4.78|-1735.414386|626.55|287.0|491.7|0.53663|0.68761|-1735.2218059999998|3.8832|-0.22919|-1735.279715|5.1625|7.8|7.8
8a_a32|0.0|1|1|3.217128449|0.0|0|0|0|0.609420757|-0.0755556459999999|-0.010151321|5.733341277|-0.056633919|0.04008547|2.059960334|-0.497414715|-0.003484915|-0.128684642|-0.050766252|-0.0852122769999999|-0.1534110109999999|-0.591393096|0|0.788133615|0.845443342|-0.184419911|-0.2166242669999999|0.8966299409999999|1|-0.109412858|0.221908108|0.018321589|-52.34893512|-68.61558335|11.48993376|73.64907732|-0.035678106|7.205629442999999|0.7490845290000001|79.73671389|-22.37464674|63.83886888|0.480024324|2574.085885|510.8273411|-1029.23375|3312.822051|7.420041446|5659.295213|157.3554684|-645.4586397|-312.4144752|1373.988797|11.12113054|1.0|1.0|1.0|1.0|2.0|3.67|0.26|-7.65|6.49|4.65|140.04|1.37|2.0|0.0|110.69|1.0|-6.82|27.0|4.0|-5.76|397.52|1.0|4.07|-4.99|1.02e-05|0.00406|4.17|8.86e-06|-0.06166|4.98|-1880.767206|667.29|0.4315|566.07|0.70316|0.70316|-1880.536478|4.8933|-0.2061599999999999|-1880.595748|7.6703|7.3468|7.3468
47s_a18|0.0|0|0|0.0|0.0|0|1|1|1.251176205|0.026229332|-0.0054038509999999|4.844187086|-0.045792331|0.035632184|0.0|-0.394481152|0.002573931|-0.031515152|-0.040169986|-0.168728915|-0.252119673|-0.46304239|0|0.724028067|0.712629555|0.0109557919999999|-0.0540701129999999|0.745196689|0|-0.08106112|0.306379663|0.008446541|-53.18668656|-61.36410696|6.394119331000001|10.92659868|-0.030108416|4.840414512|0.820470855|69.29837549|-22.79238258|59.58080589|0.4740142|2992.734821|640.0051571|-1595.466781|1529.863965|9.811856136|6968.705069|135.90542109999998|-1207.784866|-485.1995077|1944.574596|7.934268528|1.0|1.0|0.0|1.0|2.0|0.0|0.3|-9.42|4.06|3.93|76.5|3.33|3.0|1.0|149.34|0.0|-5.95|36.0|3.0|-5.96|482.62|0.0|3.19|-5.45|3.53e-06|0.0017|4.62|1.84e-07|-0.0491399999999999|8.41|-1534.196027|809.4|0.5203|736.36|0.6926800000000001|0.6926800000000001|-1533.737579|2.3134|-0.18109|-1533.809351|2.9991|6.2104|6.2104
13_a12|0.0|0|0|0.0|0.0|0|0|0|1.508548782|0.202052156|-0.0069874069999999|0.0|-0.0619247109999999|0.037948718|0.0|-0.272508888|0.000830398|0.021322992|-0.362308767|-0.169387652|-0.281096572|-0.595629719|2|0.845823047|0.6809340620000001|-0.226526433|0.039235452|0.7300173240000001|0|-0.092483398|0.122164874|0.008188151|-28.51381164|-45.33566159|4.01385817|64.74666684|-0.034993718|1.96760628|0.8829921740000001|48.99243638|-17.15403411|32.52766981|0.466560112|1812.788134|441.2142447|-634.6992622|664.9830294|6.06407675|3647.657976|57.35761558|-311.13163480000003|-375.4880089|718.8050825|3.656774794|1.0|1.0|0.0|0.0|1.0|2.64|0.12|-7.14|3.63|3.9|50.7|2.42|1.0|0.0|84.74|0.0|-4.26|21.0|3.0|-5.49|276.34|1.0|3.22|-4.2|6.3e-05|0.0174|3.51|2.01e-05|-0.04445|3.83|-876.3661620999999|532.86|0.6528|437.91|0.6622399999999999|0.64974|-876.209109|1.3023|-0.20903|-876.258343|1.5686|7.0315|7.0315
IN1233_a59|0.0|1|0|3.463603867|0.0|0|0|0|1.400923654|0.1160337319999999|-0.008841844|4.727387819|-0.12050413|0.0396875|1.983673343|-0.5039851160000001|-0.005614194|-0.054458882|0.268927191|0.001996439|0.003282792|-0.597167441|2|0.809917509|0.74801464|-0.107446431|-0.090732503|0.80310139|1|-0.095213818|0.356444983|0.010831674|-61.73167061|-63.36348363|7.208329477|318.5587088|-0.035929742|4.79704394|0.810795898|72.32484741|-23.91074854|68.94000009|0.483639625|2809.840422|506.6510632|-1267.269673|1822.396842|8.011984402000001|6206.818668|125.91272279999998|-843.3505049|-413.6607749|1562.994677|8.961363774|1.0|1.0|1.0|1.0|2.0|2.76|0.08|-10.0|5.54|4.69|97.55|2.06|2.0|0.0|125.07|0.0|-5.59|32.0|4.0|-6.13|419.48|1.0|3.78|-5.16|6.91e-06|0.0029|3.85|4.17e-08|-0.05605|5.35|-1352.351584|703.47|0.2623|531.14|0.51285|0.6953699999999999|-1352.073755|5.4004|-0.20289|-1352.135303|7.6059|7.4685|7.4685
12i _a30|0.0|0|0|0.0|0.0|0|2|2|0.604984133|0.04580336|-0.00691453|5.351858133|-0.030422458|0.043848238|0.0|-0.366470081|0.00372838|-0.072247675|-0.172434349|-0.051371057|-0.090173435|-0.469854551|1|0.8264832879999999|0.831176513|-0.029080032|-0.1240820219999999|0.888213143|0|-0.096489393|0.356921662|0.015808432|-50.00086637|-63.00408424|10.32233418|84.78576301|-0.037414255|6.740110893|0.806299097|72.59006433|-24.43015511|60.32320054|0.479900127|2860.704198|550.7287204|-1197.077601|2280.31966|8.097008872|6362.153853|126.4796844|-781.648379|-400.0044646|1484.657003|9.585980094|1.0|0.0|1.0|1.0|1.0|0.0|0.14|-7.22|4.47|3.27|81.65|3.31|2.0|0.0|132.29|0.0|-5.93|30.0|4.0|-5.75|432.93|1.0|3.11|-5.44|3.61e-06|0.00156|4.49|2.61e-05|-0.05465|4.45|-2035.373964|691.59|0.2384|542.74|0.43157|0.68497|-2035.141693|2.5397|-0.2041|-2035.203042|3.0033|7.8013|7.8013
6_a4|0.0|0|0|0.0|0.0|1|1|1|1.271761557|-0.19701009|-0.001221193|5.4161004020000005|0.010164572|0.035283951|2.186806868|-0.064723237|0.011457667|-0.208689928|0.0671397079999999|-0.046166422|-0.073630392|-0.1738111839999999|2|0.664591856|0.76089528|-0.169533683|-0.340860215|0.810030118|1|-0.0670158929999999|0.417868437|0.0077624059999999|-29.18838891|-37.33240845|4.324187697|14.1731579|-0.024618083|2.408866521|0.814470803|42.27020924|-13.71394596|33.5125766|0.423084148|2342.371538|526.7333132|-671.9833521|1968.0178670000005|5.758624844|5256.215815|103.3523757|-374.340411|-350.36323230000005|825.0551765|4.937800786|0.0|1.0|1.0|1.0|0.0|3.45|0.26|-7.99|5.1|5.23|43.6|3.09|2.0|0.0|109.7|0.0|-4.91|27.0|3.0|-5.42|354.45|1.0|4.23|-5.11|7.74e-06|0.00274|4.28|3.67e-06|-0.04867|4.11|-1108.585859|613.83|0.1235|453.87|0.60542|0.5877|-1108.338577|2.8026|-0.2182599999999999|-1108.392115|3.2192|5.8861|5.8861
14a_a5|0.0|1|0|2.948727373|0.0|0|1|1|1.226142247|-0.056730193|-0.0053665219999999|4.59511985|-0.005002101|0.027375887|0.0|-0.316624785|0.002956745|0.024793388|-0.213526163|-0.010147323|-0.016337128|-0.36152442|2|0.7333482170000001|0.79661948|0.144729708|0.047169811|0.847379958|0|-0.078681402|0.4398855029999999|0.0173669719999999|-54.69145586|-53.20786056|11.74431806|134.62273080000003|-0.0271808479999999|7.942029745|0.629783335|69.71575554|-18.38089729|66.43577392|0.470085022|2836.468636|534.8590069|-1010.949351|1315.573182|8.424031251|6177.303329|250.3569601|-683.6488737000001|-175.53051609999997|1605.23357|16.50789498|0.0|1.0|1.0|1.0|2.0|2.41|0.2|-8.84|4.56|4.38|92.79|1.37|1.0|0.0|123.0|0.0|-4.15|32.0|5.0|-7.08|425.48|1.0|3.05|-4.22|6.02e-05|0.0256|2.55|6.16e-07|-0.0507699999999999|4.3|-1390.592722|692.8|0.5853|508.64|0.65789|0.65789|-1390.29207|2.7115|-0.2183699999999999|-1390.352729|2.8163|6.9508|6.9508
17b_a6|0.0|1|0|3.375166525|0.0|0|1|1|1.425925343|0.1012747369999999|-0.01272079|5.351858133|-0.0265090529999999|0.042739018|0.0|-0.6869226490000001|-0.00460563|-0.0791229359999999|0.231025646|-0.10896749|-0.180339002|-0.563310199|1|0.850080948|0.7788169070000001|0.002947625|-0.138423611|0.8370824240000001|0|-0.109195656|0.318652397|0.03122461|-62.63196368|-71.65078895|20.48861696|155.8689396|-0.041494349|13.44399246|0.7706671740000001|84.71888279|-27.2272998|83.12058064|0.4548818979999999|2816.0632920000003|494.7179214|-1361.36499|2207.972178|8.974770742|5985.963521|150.48105900000002|-893.2853154999999|-355.2067434|1766.4758989999998|13.06809384|1.0|1.0|1.0|1.0|2.0|2.89|0.12|-9.01|4.98|4.32|95.85|1.7|2.0|0.0|116.79|0.0|-5.81|31.0|5.0|-5.89|409.44|1.0|3.6|-5.17|6.69e-06|0.00274|4.09|4e-07|-0.05736|4.04|-1350.102764|690.98|0.3949|575.2|0.69615|0.7016100000000001|-1349.830814|5.3385|-0.18281|-1349.892156|7.3188|6.8153|6.8153
15b_a50|0.0|0|1|0.0|0.0|2|1|1|1.353059441|-0.144363623|-0.0045393|5.82008293|-0.05484142|0.032843915|2.018777006|-0.22696498|0.004641091|-0.124047802|-0.17223348|-0.131737048|-0.2185722769999999|-0.310946931|1|0.79846758|0.8259784720000001|0.000882622|-0.216393362|0.8833003970000001|1|-0.080700307|0.447220762|0.020083792|-47.20879251|-46.13641893|11.48191704|274.85729960000003|-0.028069672|6.564219549|0.639017342|60.03646705|-16.04745006|58.69070955|0.478989976|2441.264256|469.3167805|-738.1827030000001|1692.3273379999998|6.89125222|5205.2135960000005|206.3740238|-422.0195386|-158.95261259999998|1155.184146|13.90004811|1.0|1.0|1.0|1.0|1.0|2.11|0.19|-5.72|2.71|3.26|68.76|1.66|1.0|0.0|105.46|0.0|-3.18|27.0|4.0|-6.98|357.41|1.0|2.37|-3.6|0.000249|0.0891|2.11|0.000687|-0.0333399999999999|2.08|-1160.4989460000002|613.37|0.1796|475.99|0.65917|0.65917|-1160.275856|6.9054|-0.20071|-1160.330621|9.3788|7.1024|7.1024
27a_a34|-3.727789|0|0|0.0|0.0|1|1|1|0.300206665|0.0257175079999999|-0.012620846|5.351858133|-0.456594848|0.0408037829999999|0.0|-0.7320090459999999|-0.012495918|-0.008138446|-0.13716603|-0.158932197|-0.264978526|-0.53047808|1|0.8186389829999999|0.779284547|-0.07177581|-0.012251785|0.832753533|0|-0.123191967|0.4305370679999999|0.026573385|-74.78290605|-86.36649751|18.62986903|176.4623026|-0.043345322|13.06088842|0.764921711|100.7752505|-30.38821209|93.41277507|0.436895447|3394.470264|421.319507|-1640.9634529999998|2252.433058|8.960143164|7104.26596|164.80691819999998|-1150.434312|-371.4586403|2145.269808|14.40875302|1.0|1.0|1.0|1.0|2.0|2.58|0.13|-7.61|2.01|3.97|129.74|1.06|1.0|0.0|122.61|0.0|-4.96|33.0|7.0|-7.29|463.51|0.0|2.44|-4.47|3.43e-05|0.0159|2.59|1.13e-05|-0.03924|7.38|-1861.741982|737.7|0.2896|598.18|0.40378|0.69818|-1861.468024|10.8591|-0.20615|-1861.534743|13.9023|6.6198|6.6198
14t_a23|0.0|0|1|0.0|0.0|2|0|0|1.197962538|0.04919958|-0.005383494|5.351858133|-0.024472753|0.045277778|0.758345646|-0.290708696|0.01269616|-0.093434862|0.134446672|-0.074441567|-0.136106024|-0.4515027279999999|2|0.725800261|0.7629258809999999|0.113493155|-0.152771194|0.820002545|1|-0.079253435|0.361071229|0.017433037|-36.09926385|-51.65035498|11.36130649|36.6149406|-0.033286443|7.404291213|0.799945841|61.0040156|-21.69314909|47.46057034|0.465981891|2878.4071670000003|600.1979272000001|-1084.657455|2286.063655|7.55064865|6523.656379|130.3775455|-706.8834616|-390.9561553|1355.9136119999998|9.353660614|0.0|0.0|1.0|1.0|1.0|3.49|0.09|-7.78|3.88|4.33|105.02|3.24|2.0|1.0|125.25|0.0|-5.85|31.0|4.0|-6.1|425.51|0.0|3.78|-5.25|5.61e-06|0.0023899999999999|3.94|7.03e-06|-0.06666|3.79|-1669.240512|692.08|0.2061|534.86|0.5824199999999999|0.68886|-1668.980578|5.8672|-0.22291|-1669.040656|8.3062|8.3979|8.3979
14_a15|0.0|0|0|0.0|0.0|0|0|0|1.43568901|-0.058775738|-0.006678826|0.0|-0.0455566929999999|0.037073171|0.0|-0.374014235|0.001740635|-0.015736888|-0.051908601|-0.120626133|-0.184255041|-0.3848940629999999|2|0.8310685940000001|0.719993769|-0.021648026|-0.028227917|0.7651878809999999|0|-0.0917424269999999|0.7461324029999999|0.014672137|-40.89540491|-58.79722871|9.403293601|92.51564418|-0.032888795|6.026520371|0.770309725|68.59458198|-21.0782518|50.29869851|0.406717767|2612.691478|568.5306056|-1117.1473460000002|2731.841165|6.040010666000001|5861.387612|147.2072638|-715.9737342999999|-346.4801021|1450.257357|9.797353271|1.0|1.0|0.0|1.0|1.0|3.72|0.12|-9.82|5.32|6.3|56.27|2.87|2.0|0.0|119.95|0.0|-6.22|30.0|4.0|-4.97|397.47|1.0|4.7|-5.83|1.47e-06|0.000584|5.29|5.99e-08|-0.0338199999999999|5.16|-1281.105795|689.8|0.3131|584.18|0.65079|0.7055899999999999|-1280.809256|3.3596|-0.18379|-1280.87015|5.0894|7.5229|7.5229
33_a47|0.0|0|1|0.0|0.0|1|0|0|1.409403453|-0.229935275|-0.004263267|4.727387819|-0.085712613|0.034691358|1.688794654|-0.183320497|0.002212256|0.0741098479999999|-0.26447859|-0.147591116|-0.338113214|-0.270498605|3|0.63155995|0.82821379|0.065468525|0.1186944519999999|0.8913954909999999|1|-0.083739854|0.404334141|0.022346992|-32.1568697|-44.81989209|11.96072985|30.94680001|-0.0272154529999999|6.401714296000001|0.57681348|60.65229445|-14.56646493|44.11759955|0.4607629339999999|2311.28828|438.726241|-582.6585971|787.797733|6.979305126|4889.09585|226.5011607|-311.85503880000005|-82.22540944|1010.133461|15.83240237|0.0|1.0|1.0|1.0|1.0|2.76|0.11|-7.08|2.96|4.04|68.52|1.52|0.0|0.0|94.28|0.0|-3.26|25.0|5.0|-6.78|334.35|1.0|2.69|-3.72|0.000192|0.0643|2.19|2.79e-05|-0.05462|2.06|-1123.16428|566.29|0.2566|423.52|0.67508|0.67508|-1122.992964|4.5647|-0.21447|-1123.04547|6.2284|8.4|8.4
