molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|nARing|MATS2c|AATSC1s|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC7i|MATS1c|GATS1are|MATS8d|GATS1pe|RASA|FNSA5|FPSA3|PNSA3|RNCS|FNSA4|WNSA5|FNSA1|WNSA3|GRAVp|TASA|PNSA2|WNSA4|GeomRadius|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
6b_a40|0|0|0|0.0|2|0.135693438|-0.069975812|0.039863946|-0.137534783|-0.003851208|0.0986825569999999|10.30179924|2|2|-0.248560671|-0.630957955|0.691778838|-0.307881994|0.6462648870000001|0.753431574|-0.118488624|0.014588568|-72.13527644|176.8246355|-0.049599889|-53.15460718|0.878140798|-48.31476032|3214.047452|504.6333458|-1428.503435|-22.2507658|6.976123351|8482.600495|81.61884754|37.83107469|0.011838681|-506.5422338|1626.736212|618.8882797|1.0|0.0|0.0|1.0|4.02|3.36|0.21|5.67|4.38|173.43|2.61|2.0|2.0|130.16|1.0|2.0|5.0|31.0|-5.85|0.0|-6.18|3.86e-09|1.98e-06|6.55e-07|0.000335|1.0|1.0|6.21e-06|-0.09533|3.1026|8.98|3.1026|-3290.775349|-3290.745084|399.62|0.4962|399.62|552.01|0.69429|0.69429|-0.1237099999999999|8193.0|-0.21904|0.03026498|11.3203|7.5229|7.5229
12ag_a36|1|0|0|3.408828027|2|-0.042092217|-0.084341564|0.043848238|0.063109409|-0.002526241|0.0070889269999999|10.96052849|1|1|0.135431487|-0.445549431|0.724208473|-0.0861053359999999|0.698414933|0.7468300940000001|-0.1081585809999999|0.020136392|-52.02834065|85.84609192|-0.038937089|-43.02381535|0.758897371|-32.81436052|2773.9654530000003|471.0269757|-1227.884327|-15.48857353|7.849377942|5906.879919|152.06382680000002|32.35969377|0.019328689|-326.5740008|1617.984688|595.8790650000001|1.0|0.0|1.0|2.0|4.72|0.0|0.14|3.13|2.44|69.2|2.4|1.0|0.0|123.71|0.0|1.0|5.0|30.0|-6.76|1.0|-4.16|0.000129|0.0515|6.96e-05|0.0278|0.0|0.0|1.4e-07|-0.05486|3.8893|3.41|3.7117|-1332.185403|-1332.151245|334.04|0.4286|318.79|507.72|0.69204|0.7024699999999999|-0.15227|5.4459|-0.20713|0.03415856|7.5405|7.7696|7.7696
22_a20|0|0|0|0.0|0|-0.238401323|0.023539095|0.0388043479999999|0.09301076|0.009265667|-0.066832578|10.93106272|1|1|0.155407313|-0.177976478|0.616352201|-0.067650395|0.607038752|0.946515026|-0.067797027|0.0122876139999999|-39.00017609|9.022387025|-0.027118811|-28.7463017|0.77063827|-25.39523478|2738.108259|616.3298149|-882.9300756000001|-11.49852068|7.408914181|5924.626340999999|149.350479|22.91425458|0.01345209|-352.4559681|1145.712729|664.4562602999999|1.0|1.0|1.0|0.0|3.36|3.41|0.08|5.33|5.39|67.39|2.61|2.0|0.0|121.62|0.0|1.0|4.0|31.0|-5.58|0.0|-5.53|2.48e-06|0.000997|2.98e-06|0.0012|0.0|0.0|2.04e-10|-0.0568|5.5591|4.07|3.9732|-1275.84854|-1275.816275|312.05|0.2636|223.03|563.43|0.38233|0.66063|-0.16176|4.8308|-0.21856|0.03226475|6141.0|6.6364|6.6364
13b_a50|0|1|1|0.0|2|-0.067327798|0.010464577|0.032833333|-0.0204949039999999|0.010435712|-0.042022102|10.94500743|2|2|-0.03182432|-0.319215353|0.749187803|-0.097736369|0.71935296|0.906164013|-0.080785633|0.019899348|-36.81915624|104.0753113|-0.026928544|-41.27630533|0.700410304|-26.31826007|3036.874979|647.7242444|-1212.6536230000002|-13.75876844|9.514897025|6639.077063000001|214.1461224|27.48170624|0.017277404|-286.5057775|1731.347493|900.2031356000001|1.0|1.0|1.0|0.0|4.78|4.17|0.37|4.24|5.12|66.99|2.52|2.0|0.0|133.36|0.0|1.0|7.0|34.0|-6.3|0.0|-5.1|9.65e-06|0.0044|7.92e-06|0.00361|0.0|0.0|5.87e-08|-0.02606|4.2315|3.63|4.1161|-1470.401544|-1470.3699789999998|301.22|0.1589|293.0|617.26|0.65332|0.63872|-0.1701599999999999|5.5271|-0.19622|0.03156473|7.1645|5.7375|5.7375
13f_a6|1|0|0|3.440154557|0|-0.088329567|-0.008507023|45.0|0.04505613|-0.003356527|-0.071478789|10.95053349|1|1|0.079490516|-0.466314952|0.841211811|-0.088948538|0.790249345|0.863222493|-0.092939631|0.018554018|-49.2635105|62.42897239999999|-0.032802223|-41.92004677|0.720711855|-33.08535238|2869.925064|579.7398537|-1123.527884|-14.79531062|9.050440345|6128.208571|187.5697972|30.56694343|0.0196449239999999|-296.4599736|1558.914115|676.2770877|1.0|1.0|1.0|2.0|3.56|2.21|0.08|5.01|4.53|103.17|0.92|1.0|0.0|123.82|0.0|0.0|5.0|32.0|-6.52|0.0|-4.78|7.74e-06|0.00323|1.65e-05|0.00688|0.0|0.0|6.59e-11|-0.07786|4.8413|3.36|3139.0|-1347.301285|-1347.266914|394.98|901.0|256.1|568.41|0.49643|0.70541|-0.12805|10.8469|-0.2059099999999999|0.03437105|13.9612|7.3768|7.3768
2_a47|0|0|0|0.0|0|-0.002024001|-0.13117284|0.027058824|-0.004557357|-0.007479445|0.107297513|10.93671092|0|0|-0.007299676|-0.444853768|0.916092248|-0.0253134039999999|0.875463345|0.847324011|-0.095655954|0.008511123|-41.57671973|99.5619537|-0.036790752|-23.74109633|0.784978115|-20.71307621|2105.761386|422.1277419|-714.8215685|-9.131190896|5.308758149|4559.060763|107.1215986|23.34938746|0.016376351|-283.9460863|910.626111|392.6099255|1.0|1.0|1.0|2.0|2.58|2.54|0.0|3.7|4.75|58.04|2.39|1.0|0.0|96.54|0.0|1.0|3.0|24.0|-5.0|1.0|-5.11|3.46e-06|0.00109|7.75e-06|0.00243|0.0|0.0|1.51e-08|-0.05285|3.7181|3.49|3.7181|-1010.540464|-1010.505024|333.46|0.2143|333.46|371.19|0.69102|0.69102|-0.15446|2.1266|-0.20731|0.03544055|3.1004|6.2|6.2
15_a47|1|1|1|2.9226792460000004|0|-0.164258919|-0.072588375|0.042285714|-0.130885389|-0.0026314909999999|0.086682657|10.9497222|1|1|-0.299654464|-0.332654104|0.644280611|0.081171071|0.614613723|0.791753677|-0.0904066519999999|0.016669157|-45.1562696|61.0548099|-0.033307714|-25.87091101|0.711630105|-24.15592798|2327.320914|423.5412927|-677.0708068|-9.531388265|6.984778596|5075.773767000001|154.260803|25.03780079|0.021370407|-226.4191275|951.4364299|383.4213189|1.0|1.0|1.0|2.0|2.89|2.1|0.06|4.69|5.28|66.49|2.83|2.0|0.0|96.6|0.0|1.0|3.0|25.0|-5.76|0.0|-4.85|1.29e-05|0.00455|1.41e-05|0.00499|0.0|0.0|3.22e-09|-0.0591799999999999|4.3312|3.33|4.0594|-1527.4104|-1527.376145|305.43|0.2828|286.26|419.75|0.67203|0.68008|-0.16762|2.2271|-0.2268|0.03425526|3.7709|7.8|7.8
16_a4|0|0|0|0.0|1|-0.219944434|-0.095499301|0.04501634|0.007101649|0.0067511459999999|-0.148022089|10.94592242|1|1|0.020218035|-0.214481956|0.490768328|0.0293772029999999|0.482473457|0.7898461090000001|-0.080093659|0.013727656|-36.11951685|13.51923899|-0.033372358|-19.42906425|0.832461695|-17.789707500000002|2101.6948030000003|389.0176968|-591.7200271|-8.095443438|5.548106463|4520.2597670000005|82.51653675|19.74465314|0.0115138339999999|-327.4903335|710.807513|322.8922084|1.0|0.0|1.0|0.0|3.26|3.08|0.11|4.49|4.96|30.71|3.44|1.0|0.0|85.02|0.0|1.0|2.0|23.0|-5.64|1.0|-4.43|0.0001199999999999|0.0371|3.68e-05|0.0114|0.0|0.0|4.33e-07|-0.03965|4511.0|4.05|4.2257|-1057.494456|-1057.478071|293.41|0.2213|274.85|407.99|0.51149|0.54061|-0.17375|1863.0|-0.2134|0.01638524|1.9873|6.4647|6.4647
19k_a38|1|0|0|3.218103741|2|0.0100827|-0.17467835|0.0445691609999999|0.098947776|-0.011156837|0.016990252|10.95446448|1|1|0.208892195|-0.51857087|0.7581164340000001|-0.029357143|0.730686013|0.658700057|-0.126936513|0.0232707939999999|-71.54314527|157.4834779|-0.044662847|-51.10918191|0.75964689|-45.3966925|3055.355167|417.968819|-1530.369661|-17.9828603|6.744851799999999|7091.215492|152.51267140000002|37.3070426|0.021802691|-329.5105352|2014.5803|686.8472757999999|0.0|0.0|1.0|4.0|4.89|2.2|0.13|2.34|1.65|124.32|1.65|1.0|0.0|133.79|0.0|1.0|6.0|33.0|-7.84|0.0|-3.62|0.000134|0.0594|0.0002399999999999|107.0|0.0|0.0|3.94e-07|-0.05534|5.1869|4.13|3.5378|-1500.8984380000002|-1500.852284|350.45|0.2038|239.03|502.43|0.38269|0.70327|-0.14568|9.1508|-0.20102|0.04615409|12.5022|7.9666|7.9666
4f_a46|0|0|0|0.0|1|-0.2265364489999999|-0.001868546|0.045958333|-0.099507167|0.012332859|-0.056114865|10.96352592|1|1|-0.154986658|-0.150189733|0.6901151990000001|-0.1697014539999999|0.69830739|0.934973206|-0.0674830959999999|0.008734825|-30.29079362|7.730129301|-0.022035297|-19.85993046|0.759842275|-16.43243843|2103.214727|507.213176|-585.7419712999999|-6.484875252999999|5.654067072999999|4661.569032|130.2830519|15.73210412|0.010341277|-281.9234274|770.8731021000001|538.4165208|1.0|1.0|1.0|0.0|3.88|3.16|0.38|4.56|4.71|43.6|2.58|1.0|0.0|101.54|0.0|1.0|3.0|25.0|-5.65|1.0|-4.58|4.18e-05|0.0139|2.62e-05|0.00872|0.0|0.0|6.12e-08|-0.02947|4548.0|3.87|4548.0|-1033.550809|-1033.528421|272.61|0.1719|272.61|493.53|0.69208|0.69208|-0.19079|3.2783|-0.2202599999999999|0.02238723|3.7419|6.7375|6.7375
12c_a36|1|0|0|3.447900368|2|-0.087096843|-0.04162109|0.040899471|0.085843909|0.0005016269999999|-0.0621599059999999|10.95982545|1|1|0.146546059|-0.4423430339999999|0.8941919290000001|-0.097861598|0.8065052890000001|0.840733512|-0.105624703|0.019582215|-47.12722334|60.79111287|-0.038024893|-43.57746274|0.75500974|-30.27053327|2785.47514|540.0159387|-1221.198398|-15.68788659|6.772454418|6256.172329|157.3609748|32.34920911|0.019278991|-327.5932797|1617.460455|629.5017194000001|1.0|0.0|1.0|2.0|4.74|0.0|0.14|3.35|2.54|69.2|2.51|1.0|0.0|128.76|0.0|1.0|5.0|30.0|-6.49|1.0|-4.59|3.64e-05|0.0151|2.55e-05|0.0106|0.0|0.0|6.65e-08|-0.04992|3.8436|3.79|3.8436|-1692.540795|-1692.511019|322.58|0.3927|322.58|509.61|0.68913|0.68913|-0.15835|4.9812|-0.2082699999999999|0.02977602|6.6973|8.0458|8.0458
9a_a40|0|0|0|0.0|0|-0.028285975|-0.020455825|0.0397333329999999|0.168990628|0.01310675|0.157704751|10.31197235|2|2|0.291102625|-0.449508498|0.624889926|-0.2990540869999999|0.61091688|0.937600185|-0.072887601|0.011033601|-29.02567082|109.9916614|-0.032156295|-17.0405052|0.868476591|-14.03449109|1971.148912|453.3484005|-528.6391483|-7.51786994|6.749223592000001|3991.317015|63.59419322|17.90285474|0.008714375|-356.33157|608.6970611|323.79254|1.0|0.0|0.0|0.0|3.26|3.28|0.06|4.58|4.43|58.43|3.57|1.0|0.0|86.7|0.0|1.0|2.0|21.0|-4.85|1.0|-5.08|3.24e-06|0.000944|8.33e-06|0.00243|0.0|0.0|4.02e-07|-0.06495|4.7066|4.07|3.3192|-1217.955997|-1217.9449|373.53|0.4746|263.42|411.01|0.47831|0.69958|-0.13808|3.8656|-0.20303|0.01109672|5.09|6.6696|6.6696
8a_a32|1|1|1|3.217128449|0|-0.0755556459999999|-0.056633919|0.04008547|-0.0281981579999999|-0.003484915|-0.020716518|10.31100269|3|3|-0.050766252|-0.591393096|0.788133615|-0.2166242669999999|0.7507116140000001|0.814553726|-0.109412858|0.018321589|-52.34893512|73.64907732|-0.035678106|-43.03057598|0.7490845290000001|-32.82934751|2574.085885|510.8273411|-1029.23375|-14.03170956|7.420041446|5659.295213|157.3554684|29.86932167|0.017733503|-312.4144752|1373.988797|557.1050635|1.0|1.0|1.0|2.0|3.48|3.67|0.26|6.49|4.65|140.04|1.37|2.0|0.0|110.69|1.0|1.0|7.0|27.0|-5.76|0.0|-4.99|1.5199999999999998e-07|6.03e-05|1.02e-05|0.00406|0.0|0.0|2.23e-08|-0.06166|3562.0|4.98|3562.0|-1880.767206|-1880.732222|348.07|0.4315|348.07|566.07|0.70316|0.70316|-0.1445|4.8933|-0.2061599999999999|0.03498398|7.6703|7.3468|7.3468
47l_a18|0|0|0|0.0|1|0.0340353029999999|-0.0603838109999999|0.035308642|-0.0057783619999999|-0.00046896|-0.010426981|10.94702063|0|0|-0.008768679|-0.4925232479999999|0.7452092359999999|-0.0973326269999999|0.733228144|0.803473313|-0.083884237|0.009199889|-57.15119372|11.54768766|-0.031456589|-42.43906517|0.796109347|-40.65070014|2852.093627|571.4972966|-1431.971342|-15.91464944|9.423637134|6572.90106|145.02405359999997|28.10487315|0.012890098|-421.235376|1798.711882|931.8364349|1.0|1.0|1.0|3.0|4.17|0.0|0.25|3.69|3.19|85.29|2.94|3.0|1.0|139.63|0.0|1.0|9.0|34.0|-6.39|0.0|-4.84|5.44e-06|0.00247|1.4499999999999998e-05|0.0066099999999999|0.0|0.0|4.26e-10|-0.0520399999999999|3.2026|7.71|3.2026|-1455.5758039999998|-1455.5497369999998|387.13|0.5019|387.13|667.5|0.69291|0.69291|-0.1314|2.4594|-0.18344|0.02606651|3.3864|7.4949|7.4949
4d_a49|0|0|0|0.0|1|-0.06085453|-0.058204482|0.036555556|-0.090862681|0.000607064|-0.053327669|10.92777282|1|1|-0.151004418|-0.417231241|0.7745859279999999|0.023137464|0.749565191|0.752634646|-0.085966608|0.013625199|-55.40321178|85.21839288|-0.0281044679999999|-32.61868996|0.654728051|-34.12740785|2658.242991|463.6097566000001|-900.2167208999999|-10.66380249|7.998287218|5915.214567|212.6814716|26.44129877|0.022019681|-190.6195379|1374.947536|641.1445234|0.0|1.0|1.0|2.0|3.38|2.68|0.22|3.16|2.8|98.72|1.25|1.0|0.0|115.63|0.0|1.0|6.0|30.0|-7.7|0.0|-3.35|0.000743|296.0|0.0004509999999999|0.18|0.0|0.0|2.64e-08|-0.06309|5.7447|2.99|3.8047|-1293.333712|-1293.29417|325.87|0.2549|215.82|495.7|0.40593|0.6782100000000001|-0.15888|4.3005|-0.2219699999999999|0.0395418|5.5765|7.7447|7.7447
1n_a5|1|0|0|2.91912867|0|-0.1387762669999999|-0.0533837329999999|0.024388889|0.002508727|0.004367323|-0.150600424|10.94528897|1|1|0.004115733|-0.393928416|0.6805709409999999|-0.087019366|0.656280207|0.785210014|-0.081950989|0.023129277|-47.1725036|63.58796786|-0.030493391|-27.00168194|0.627751746|-27.07741706|2437.279452|450.71720610000006|-752.6490056|-10.04713747|7.881746117|5101.31614|213.67365440000003|27.88278228|0.028797525|-146.6611704|1198.959638|467.1194103|1.0|1.0|1.0|1.0|2.88|2.67|0.05|4.41|3.99|80.76|1.72|1.0|0.0|101.77|0.0|1.0|5.0|27.0|-6.41|0.0|-4.18|5.41e-05|0.0193|6.56e-05|0.0234|0.0|0.0|8.43e-09|-0.06186|4.3838|4.19|4.3838|-1179.209088|-1179.169527|282.82|0.3789|282.82|481.06|0.44786|0.44786|-0.17092|0.6234|-0.23278|0.03956123|0.7104|7.5686|7.5686
1b_a5|1|0|0|2.881451247|0|-0.250420203|-0.061874543|0.0248765429999999|-0.095857885|0.003886035|0.001241264|10.94890233|1|1|-0.220946861|-0.231956531|0.567806811|-0.054153474|0.558485747|0.808828623|-0.077221824|0.010803163|-39.38248661|168.30518769999998|-0.031306145|-19.56938257|0.7324812509999999|-19.82538668|2171.716467|407.1693177|-583.1091414|-7.933533473|6.11909445|4577.125071|134.6705884|21.51550842|0.019229427|-234.0649914|796.0738116|357.34245360000006|1.0|1.0|1.0|1.0|2.75|1.81|0.0|4.88|4.76|54.46|2.29|0.0|0.0|90.44|0.0|1.0|3.0|24.0|-5.99|1.0|-4.3|0.000106|0.0336|4.970000000000001e-05|0.0157|0.0|0.0|4.99e-09|-0.04135|4789.0|3.1|4.6481|-1050.538976|-1050.506509|266.74|0.3101|258.89|388.58|0.5153800000000001|0.43728|-0.1892|2891.0|-0.23055|0.03246637|4.3687|7.2291|7.2291
12y_a30|0|0|0|0.0|2|0.048343649|-0.037335306|0.044197531|-0.089502772|0.00604028|0.061944378|10.31162818|1|1|-0.153680104|-0.4579359229999999|0.842068099|-0.095969764|0.803183654|0.8489185109999999|-0.091248521|0.0149823289999999|-47.598277|85.17057711|-0.034840345|-41.1215369|0.820108145|-31.95309886|2847.362782|569.8856940000001|-1286.372898|-15.70095045|8.067590558|6301.067405|120.7628216|28.51891948|0.012362508|-429.782246|1568.540572|754.3941655|1.0|0.0|1.0|1.0|4.86|0.0|0.21|4.87|3.23|81.65|3.25|2.0|0.0|137.21|0.0|1.0|5.0|31.0|-5.64|0.0|-5.46|9.14e-07|0.00039|3.48e-06|0.00148|0.0|0.0|4.12e-08|-0.05065|5.1973|4.45|3.4718|-1654.41361|-1654.382468|357.11|0.2173|238.56|585.59|0.30617|0.6864399999999999|-0.1475|4.7043|-0.19815|0.0311422|5.1209|7.6576|7.6576
22_a10|0|0|0|0.0|1|-0.067641834|-0.017163935|0.036101695|-0.026750502|0.008350227|0.01204992|10.92966136|1|1|-0.042831367|-0.356699217|0.670763832|-0.033474297|0.646474494|0.8698299140000001|-0.0649866779999999|0.016720696|-41.96631248|75.58376652|-0.022372463|-39.42279832|0.564323334|-32.68604442|3241.833491|677.4790907|-1062.931277|-13.57178303|8.84228648|7414.102179|339.3328129|30.87787063|0.026340252|-100.1982412|1883.550109|916.8601445|1.0|1.0|1.0|0.0|3.74|4.14|0.17|4.64|5.6|73.14|2.8|2.0|0.0|139.53|0.0|1.0|6.0|36.0|-6.29|0.0|-5.53|4.55e-06|0.00217|2.95e-06|0.0014|0.0|0.0|4.27e-10|-0.05712|4.8251|5.65|3.8517|-1544.237634|-1544.203968|321.89|0.2624|256.95|602.93|0.4483899999999999|0.6834100000000001|-0.16095|4.8409|-0.2180699999999999|0.03366599|6.5841|5.9586|5.9586
21_a10|0|0|0|0.0|1|0.036507898|-0.085463279|0.035818182|-0.032405474|0.001533145|-0.023060773|10.92966143|1|1|-0.051564917|-0.4636733179999999|0.7135035209999999|-0.005970601|0.68876002|0.7747854129999999|-0.084654798|0.018892889|-64.32920271|240.7558768|-0.03292131|-42.25440548|0.704106635|-45.44837698|3104.255496|547.3834282|-1255.975247|-16.4322688|8.388036625|7048.414464|209.0477207|33.03306591|0.022638817|-288.401376|1783.785559|746.5727327999999|1.0|1.0|1.0|1.0|3.5|3.17|0.11|4.47|5.6|90.13|2.81|2.0|0.0|128.59|0.0|1.0|5.0|34.0|-6.07|0.0|-5.51|1.69e-06|0.0007599999999999|3.12e-06|0.0014|0.0|0.0|1.94e-09|-0.06082|5.9596|5.57|3.8599|-1485.499561|-1485.461532|321.21|0.2574|208.04|517.44|0.4226399999999999|0.68165|-0.16178|1.5138|-0.2226|0.03802869|1.1872|5.3188|5.3188
15_a31|1|0|0|3.155574452|1|0.1893807519999999|-0.134784483|0.038809524|-0.0302581979999999|-0.011797858|-0.070065105|10.31169996|2|2|-0.052339921|-0.6215974160000001|0.8314086070000001|-0.116356616|0.782925607|0.567108776|-0.131697567|0.038524836|-61.76522754|141.1489667|-0.041588706|-37.21191643|0.641533577|-32.83191294|2351.566145|301.452236|-840.0616157|-11.75113151|6.148947296|5087.628096|190.5463457|34.45943505|0.03396368|-150.46712390000002|1309.458532|363.593507|0.0|1.0|1.0|2.0|3.31|1.64|0.19|4.12|3.0|117.37|0.41|0.0|0.0|90.47|0.0|2.0|4.0|24.0|-6.84|0.0|-3.57|5.27e-05|18.0|0.000272|0.0931|0.0|0.0|2.19e-06|-0.04192|4569.0|3.9|4569.0|-1460.900291|-1460.861851|271.36|348.0|271.36|452.98|0.5241899999999999|0.5241899999999999|-0.15202|5.5793|-0.19394|0.03843988|7.5831|5.9586|5.9586
11_a33|1|1|1|3.221176304|0|-0.151505631|-0.039406316|0.034984568|0.055664124|-0.003303432|0.143981643|10.31100126|3|3|0.105574347|-0.393892466|0.8389087140000001|-0.014463304|0.781083337|0.857287241|-0.104881435|0.033701864|-34.4118011|45.43139569|-0.030847481|-24.74805685|0.552878386|-16.71585694|2220.315582|416.4353629|-509.4714637|-7.278840251|5.24049311|4880.001461|217.193541|27.10262364|0.035341374|-51.37234937|921.4892038|335.4799765|1.0|1.0|1.0|1.0|3.19|2.31|0.13|5.77|4.13|120.17|0.89|0.0|0.0|89.77|0.0|1.0|3.0|22.0|-5.97|0.0|-4.38|3.32e-06|0.00109|4.13e-05|0.0136|0.0|0.0|5.92e-07|-0.05806|3.5049|1.93|3.5049|-1669.324638|-1669.304085|353.74|0.5408|353.74|378.1|0.70381|0.70381|-0.14132|3.1406|-0.19938|0.02055276|4.5998|8.3188|8.3188
9_a27|1|0|0|2.627701427|0|0.164227115|-0.050617284|0.042847222|-0.152086653|0.00611794|-0.051160217|10.93740461|1|1|-0.2559122789999999|-0.541535578|0.677253824|-0.071974951|0.654138816|0.7988644709999999|-0.088404481|0.019589991|-40.3551562|128.27738490000002|-0.033677898|-23.50038785|0.7892801540000001|-20.80651808|2256.4955670000004|411.8826346|-729.2805601|-8.952528705|5.03925321|4962.727436|108.6440173|21.99956856|0.014524299|-298.297086|923.9818797|424.8821143|1.0|0.0|0.0|1.0|3.12|2.62|0.16|3.85|3.04|76.46|2.66|0.0|0.0|97.46|0.0|1.0|3.0|25.0|-6.33|1.0|-4.08|8.66e-05|0.0287|8.28e-05|0.0274|0.0|0.0|8.69e-08|-0.0471|5.5421|4.67|4.1673|-1083.143348|-1083.118736|297.52|0.1982|223.71|425.08|0.35593|0.59444|-0.1716|2.7456|-0.2187|0.02461151|4.0436|8699.0|8699.0
20a_a10|0|0|0|0.0|1|-0.0774974029999999|0.049376168|0.036415094|-0.035536682|0.008214031|-0.010695558|10.9296614|1|1|-0.058994157|-0.281099208|0.661219642|0.019448804|0.63495222|0.913681336|-0.072821454|0.013618456|-43.19189039|66.52185003|-0.028008251|-30.82502228|0.733451892|-28.10115947|2998.608651|594.4519837|-947.5701424|-11.8557778|8.419180593|6729.996773999999|173.41938059999998|24.84485067|0.016540298|-303.7731758|1291.932235|719.5272609|1.0|0.0|1.0|0.0|3.48|3.63|0.11|5.06|5.77|76.62|2.53|2.0|0.0|126.35|0.0|1.0|4.0|33.0|-5.82|0.0|-5.59|2.07e-06|0.000888|2.56e-06|0.0011|0.0|0.0|3.61e-10|-0.06611|4.7841|3.98|3.8312|-1389.164302|-1389.1321289999998|323.62|0.2738|259.16|524.02|0.50193|0.6864600000000001|-0.1613099999999999|2.9429|-0.2274199999999999|0.03217287|3.2116|5.9208|5.9208
5f_a40|0|0|0|0.0|1|-0.004886759|-0.0468504759999999|0.042936508|-0.085493191|0.000663516|0.166865076|10.31198329|2|2|-0.155235986|-0.4644854879999999|0.7039183109999999|0.095322868|0.680674762|0.7414714309999999|-0.10969397|0.020236763|-52.44868801|222.1847349|-0.041135239|-23.41506245|0.814393685|-24.23209217|1932.388838|342.5710869|-608.163404|-8.780648419|5.780627322000001|3963.475837|85.75294257|23.33651|0.015000038|-290.5093357|746.7683199|269.0442248|1.0|0.0|1.0|1.0|3.08|2.05|0.21|2.94|2.68|101.52|1.29|0.0|2.0|78.56|0.0|3.0|3.0|20.0|-6.47|0.0|-3.31|0.000108|0.0307|0.000491|0.14|0.0|0.0|0.000207|-0.06227|3.8036|3.5|3.0611|-1232.983157|-1232.959261|405.03|0.2747|325.97|361.03|0.56507|0.69727|-0.13057|5.5961|-0.19284|0.02389588|7.6183|6.9508|6.9508
17a_a50|0|1|1|0.0|1|-0.186084687|0.009691515|0.034142512|-0.109740063|0.012510153|-0.0979202769999999|10.94500663|2|2|-0.178162528|-0.220088198|0.762224122|-0.215448852|0.732114362|0.92300665|-0.078525868|0.013784807|-29.57096251|10.03717565|-0.0280449529999999|-33.3079288|0.7899109000000001|-19.25896309|2644.4486420000003|601.1353533|-1022.84584|-11.89568886|8.087984548|5718.782531|136.82673369999998|23.12299308|0.011602876|-377.6260803|1294.887612|719.3470265|1.0|1.0|1.0|0.0|3.95|3.29|0.29|3.39|4.14|51.77|2.3|1.0|0.0|121.78|0.0|1.0|6.0|30.0|-6.44|1.0|-4.44|0.000102|0.0408|3.61e-05|0.0144|0.0|0.0|1.75e-07|-0.03196|4.2478|3.08|4.0477|-1258.566007|-1258.540058|306.31|0.1817|291.88|616.93|0.6244|0.66046|-0.16724|6.2113|-0.1992|0.02594911|8.2991|7.0706|7.0706
15a_a50|0|1|1|0.0|1|-0.113976703|-0.06317118|0.035694444|-0.0446629609999999|0.005366038|-0.15010386|10.94500663|2|2|-0.072976638|-0.325638639|0.797917311|-0.207610131|0.76745052|0.837789896|-0.084501726|0.018014615|-46.91098865|275.287923|-0.029316925|-30.25705388|0.705410595|-28.07082095|2503.770258|501.3207109|-859.5972780999999|-10.49734522|8.095541483|5401.219537|176.277812|24.86892274|0.018747341|-245.8291419|1218.577214|569.5267957000001|0.0|1.0|1.0|1.0|3.7|2.63|0.23|3.23|3.57|68.76|1.87|1.0|0.0|110.43|0.0|1.0|5.0|28.0|-6.78|1.0|-3.92|0.000251|0.0933|0.0001189999999999|0.0444|0.0|0.0|8.070000000000001e-07|-0.03255|4.0408|2.66|4.0408|-1199.818129|-1199.784983|306.83|0.1767|306.83|519.38|0.66132|0.66132|-0.16693|6.6307|-0.19948|0.03314629|9.0948|7.3872|7.3872
