molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|nARing|MATS2c|AATSC1s|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC7i|MATS1c|GATS1are|MATS8d|GATS1pe|RASA|FNSA5|FPSA3|PNSA3|RNCS|FNSA4|WNSA5|FNSA1|WNSA3|GRAVp|TASA|PNSA2|WNSA4|GeomRadius|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
14c_a23|0|1|1|0.0|0|0.06596946|-0.024758731|0.043538647|0.04174584|0.010682694|-0.047853455|10.31321813|2|2|0.077009731|-0.4589840189999999|0.722187957|-0.077808321|0.659570836|0.922935039|-0.0800086929999999|0.018842596|-37.73933093|38.43627129|-0.034046252|-35.33439343|0.7834075309999999|-25.07982076|2955.304496|613.3401089|-1063.401832|-15.0359121|7.832948614|6755.962581999999|143.9373772|28.88097191|0.016385474|-376.6791777|1357.40568|633.3278634|0.0|0.0|0.0|1.0|3.4|3.6|0.05|4.0|4.67|105.02|3.51|2.0|1.0|125.29|0.0|1.0|5.0|31.0|-6.03|0.0|-5.55|7.49e-07|0.000334|2.83e-06|0.00126|0.0|0.0|1.02e-08|-0.0795299999999999|3.7031|4.1|3.7031|-2089.523959|-2089.501598|334.81|356.0|334.81|549.86|0.56781|0.56781|-0.15143|7.2704|-0.23096|0.02236136|10.369000000000002|8.6253|8.6253
10_a32|1|1|1|3.294952523|0|0.153272514|-0.087497559|0.03995614|-0.020186906|-0.0064007569999999|-0.028431775|10.31100271|3|3|-0.03673326|-0.690879647|0.809370315|-0.079818594|0.764217655|0.7622839570000001|-0.1223816869999999|0.02575778|-54.55170955|57.97512956|-0.038939628|-46.69945835|0.6946347429999999|-33.69815077|2649.882742|470.8845962|-1058.381342|-14.85891856|7.079344111|5842.926058|188.6328503|34.62844557|0.025106509|-240.4628923|1523.651605|513.9156315|1.0|0.0|1.0|2.0|3.56|3.12|0.22|5.64|4.21|149.27|0.88|1.0|0.0|107.14|1.0|1.0|7.0|27.0|-6.44|0.0|-4.41|9.17e-07|0.000366|3.89e-05|0.0155|0.0|0.0|1.0300000000000001e-07|-0.05434|3.6441|4.12|3.6441|-1916.668776|-1916.631761|340.24|0.2983|340.24|533.89|0.70228|0.70228|-0.15088|2.4919|-0.2052199999999999|0.03701539|3.2297|8.1427|8.1427
16a_a10|0|0|0|0.0|1|-0.187414728|0.023926176|0.0334858389999999|-0.085711535|0.011207938|0.014886502|10.92947902|1|1|-0.133979603|-0.1948324069999999|0.748039584|-0.008879187|0.72613292|0.916148686|-0.076950669|0.013872737|-36.408063|77.68598956|-0.026063936|-36.90194151|0.7270593190000001|-25.21250404|2862.681038|634.4309626|-1119.0515779999998|-12.4990447|8.531706024|6366.0631060000005|189.0108247|24.82496066|0.014796066|-314.4761648|1539.147561|879.8636987|1.0|1.0|1.0|0.0|4.11|4.46|0.3|4.73|5.19|56.07|2.47|3.0|0.0|133.66|0.0|1.0|9.0|33.0|-5.91|1.0|-5.17|6e-06|0.00264|6.76e-06|0.00297|0.0|0.0|3.18e-09|-0.04647|5.6019|3.46|3.8718|-1395.158387|-1395.13019|320.22|0.3843|221.33|629.65|332.0|0.6852199999999999|-0.1605|3.8323|-0.20697|0.02819643|4.6574|7.3279|7.3279
12h_a40|0|0|0|0.0|0|0.104392974|-0.107711573|0.041915709|0.208938531|-0.000134504|0.189869851|10.31197256|2|2|0.367928263|-0.556229094|0.809398262|-0.335801908|0.6948809659999999|0.839481749|-0.091448888|0.0117142839999999|-50.45378559|208.6717565|-0.038796498|-25.56004046|0.844008584|-26.67382585|2270.834041|443.8158546|-676.8587047999999|-10.84365353|7.989299324|5087.343024|82.46928995|24.30173133|0.012453938|-363.7398044|801.957134|350.9435025|1.0|0.0|1.0|1.0|3.19|3.0|0.0|4.59|5.02|84.45|3.76|2.0|1.0|96.16|0.0|1.0|2.0|23.0|-5.13|0.0|-5.58|5.58e-07|0.0002009999999999|2.61e-06|0.000942|0.0|0.0|1.44e-07|-0.07512|4.1508|4.14|2.6436|-2153.207198|-2153.186757|469.0|0.3985|298.7|435.95|0.6503899999999999|0.7041|-0.1092|2.5573|-0.18432|0.02044063|3.5425|6.0846|6.0846
7b_a8|1|0|0|3.213855584|1|-0.119760914|-0.038810124|0.040873016|-0.024156447|0.002074537|-0.052309137|10.9465091|1|1|-0.039357491|-0.415894017|0.710658316|-0.040994467|0.677544268|0.7223476129999999|-0.1000685009999999|0.033167971|-60.75943432|145.0783004|-0.041332642|-35.90168309|0.753935657|-36.39338307|2776.185773|432.6681725|-1138.832108|-14.82895606|7.698000901|6185.0105140000005|147.3863936|32.83731114|0.022982731|-304.2022276|1510.516312|545.9267515|0.0|0.0|1.0|1.0|3.49|3.37|0.09|4.48|3.8|92.93|2.23|2.0|0.0|110.8|0.0|1.0|3.0|30.0|-6.15|0.0|-4.94|5.64e-06|0.00224|1.14e-05|0.00454|0.0|0.0|2.25e-08|-0.06833|4.5945|5.51|3.26|-1330.622441|-1330.595067|380.32|0.2517|269.85|506.21|0.44725|0.7025100000000001|-0.13639|9.9463|-0.20472|0.0273745|12.7344|4.8687|4.8687
16_a20|1|0|0|3.485659565|0|-0.014660441|0.00695144|0.0388043479999999|0.126359252|8.23e-05|-0.061975089|10.93301779|1|1|0.211127741|-0.458484451|0.7582110409999999|-0.10978034|0.724665638|0.915005572|-0.077793092|0.011604018|-43.51359744|69.28224942|-0.029561375|-33.67420774|0.780108103|-28.6288015|2722.728332|602.0075202|-972.4623811|-12.79619894|8.166385503999999|5896.394536|144.672972|24.9314775|0.013439632|-368.5817657|1246.573875|664.4562602999999|0.0|1.0|1.0|1.0|3.5|3.13|0.08|6.38|5.46|78.25|2.2|2.0|0.0|121.69|0.0|0.0|4.0|31.0|-5.42|0.0|-5.66|8.68e-07|0.000349|2.17e-06|0.0008699999999999|0.0|0.0|3.0500000000000005e-11|-0.05909|5.9837|4.45|3.5704|-1275.900951|-1275.8670960000002|347.26|0.3431|207.2|554.41|0.32553|0.69524|-0.1481299999999999|4.7315|-0.20722|0.03385502|6.5609|7585.0|7585.0
14_a47|1|1|1|2.871076328|0|-0.126490693|-0.136491228|0.036632997|0.017068634|-0.008212621|-0.01670074|10.95058279|1|1|0.05124606|-0.33240126|0.5975877820000001|0.050943962|0.579833096|0.681598464|-0.094132436|0.020106089|-47.18187618|64.60629385|-0.034963476|-23.9422834|0.664709719|-23.79514424|2254.664317|343.7492333|-617.1571777|-8.892848121|6.909385453|4695.98899|169.0962983|26.52746264|0.028057496|-166.1354667|928.4611922|310.8026328|1.0|1.0|1.0|2.0|2.78|1.53|0.0|3.97|4.88|66.49|2.49|0.0|0.0|86.58|0.0|1.0|3.0|24.0|-6.21|1.0|-4.13|0.000108|0.0349|7.46e-05|0.0241|0.0|0.0|1.63e-08|-0.06057|3.9671|2.64|3.9671|-1127.737484|-1127.700693|312.53|0.2452|312.53|375.43|0.68345|0.68345|-0.16377|2.2485|-0.22434|0.03679054|3665.0|8.1|8.1
1_a3|0|0|0|0.0|1|0.079857077|-0.073036903|0.034166667|-0.004409693|-0.006610844|0.038572075|10.33805862|0|0|-0.007705076|-0.486774367|1.005427002|0.057919092|0.943582278|0.7762512779999999|-0.0925710269999999|0.008036786|-45.44133321|289.8942564|-0.034105115|-19.55367089|0.7920857179999999|-20.88467272|2012.9704|356.76228530000003|-595.6343396000001|-7.203984013|4.984064981|4510.611026|95.55665364|19.78900457|0.014174378|-268.4830832|751.9821735|373.1494221|1.0|1.0|1.0|1.0|3.83|0.0|0.18|2.28|1.85|77.1|1.52|0.0|0.0|91.52|0.0|2.0|2.0|22.0|-6.87|0.0|-3.3|0.0008529999999999|261.0|0.000503|154.0|0.0|0.0|1.69e-06|-53.0|5.8805|2.08|3.8645|-1273.316428|-1273.290432|320.83|0.1775|210.84|316.61|0.30619|0.68912|-0.1658599999999999|2.2332|-0.21886|0.02599563|3.4319|6.1403|6.1403
7l_a46|0|0|0|0.0|1|-0.2644255789999999|0.017668261|0.04006734|-0.203375108|0.013150047|-0.074511843|10.9642261|1|1|-0.331246137|-0.1082221709999999|0.659888413|0.076724694|0.6539666829999999|0.907148114|-0.06289606|0.011594057|-27.30136533|8.13531199|-0.022013621|-14.63933792|0.67467081|-13.17144326|1920.310099|437.65027010000006|-424.8156159|-5.1237682730000005|5.273701985|4046.614178|156.9538706|15.74158869|0.016330867|-168.5385796|629.6635476|375.721552|1.0|1.0|1.0|0.0|3.04|2.64|0.28|3.59|3.59|43.6|1.89|0.0|0.0|86.96|0.0|1.0|2.0|22.0|-6.22|1.0|-3.72|0.000668|0.1939999999999999|0.0001889999999999|0.0548|0.0|0.0|5.19e-07|-0.03324|4.5464|2.42|4.5464|-915.6081232|-915.5830363|272.71|0.2024|272.71|414.82|0.68834|0.68834|-0.18993|3.3119|-0.2231699999999999|0.025086919|3.9009|5.7122|5.7122
17a_a10|0|0|0|0.0|2|-0.218519541|0.021150127|0.036545455|-0.082914437|0.009206558|-0.093735748|10.92970797|1|1|-0.132166258|-0.275154041|0.7019075779999999|0.054069767|0.673253555|0.8538249840000001|-0.082689376|0.020088947|-39.18491085|51.96456548|-0.023625536|-41.33310046|0.564726042|-27.70403316|3154.628148|603.6608262999999|-1052.3164359999998|-11.80945728|8.621193279|7078.918870999999|307.7420338|29.57794442|0.0254938|-91.52361858|1863.410498|911.2106544|0.0|1.0|1.0|0.0|3.8|3.66|0.33|3.31|2.5|76.38|1.29|1.0|0.0|142.16|0.0|1.0|6.0|35.0|-7.43|1.0|-4.32|0.00021|0.0986|4.74e-05|0.0222|0.0|0.0|4.74e-08|-0.04641|5.5285|3.95|3.9887|-1524.557372|-1524.52012|310.84|0.2142|224.26|603.73|0.32889|0.67671|-0.16562|4.1012|-0.21203|0.03725238|5.3803|7.3098|7.3098
10_a1|1|0|0|3.261363142|0|0.0883621719999999|-0.23385288|0.037578348|0.049971022|-0.012672753|-0.020225596|10.94957578|1|1|0.107434253|-0.623957903|0.674381582|0.017498337|0.658433571|0.669963758|-0.10949971|0.014751098|-65.97424138|212.8090837|-0.045402319|-35.02707638|0.8340962559999999|-37.31383317|2432.447088|378.9193385|-1052.827816|-14.52342192|7.376231317999999|5192.858899|93.83214542|30.78628757|0.015427326|-377.9175542|1262.237791|433.2550452|1.0|1.0|1.0|2.0|3.0|2.18|0.0|4.86|5.06|78.87|2.78|2.0|0.0|99.61|0.0|1.0|4.0|27.0|-5.91|0.0|-4.73|1.04e-05|0.00372|1.87e-05|0.00673|0.0|0.0|9.53e-09|-0.06802|3.4067|5.81|3.4067|-1223.159954|-1223.125689|363.94|0.6754|363.94|464.77|0.70345|0.70345|-0.13576|5.3861|-0.20378|0.03426532|7807.0|5.8239|5.8239
15c_a22|0|0|0|0.0|0|-0.134137693|-0.018518519|0.038137255|-0.026986769|0.003784292|-0.023927419|10.9464374|1|1|-0.047249795|-0.364626967|0.667111824|0.010828071|0.639264982|0.8665852140000001|-0.080088202|0.024561528|-48.58045253|36.22825261|-0.0302219629999999|-41.51455167|0.661775114|-34.97658951|3079.491787|623.9175171|-1153.226049|-15.66586856|8.626398368|6882.442370999999|243.5126145|32.87972244|0.0248073129999999|-232.9472639|1742.625289|731.8178649|0.0|1.0|1.0|1.0|3.49|2.85|0.08|3.9|4.18|109.38|1.08|1.0|0.0|128.77|0.0|1.0|6.0|34.0|-6.96|0.0|-4.62|1.39e-05|0.00618|2.4e-05|0.0107|0.0|0.0|5.269999999999997e-10|-0.07399|5.7361|4.79|3674.0|-1460.602657|-1460.571156|337.46|0.5082|216.15|575.8|0.30831|0.69113|-0.15408|7.382000000000001|-0.22807|0.03150096|9.0393|6.1325|6.1325
1c_a5|1|0|0|2.955525321|0|-0.268536978|-0.006491037|0.0248765429999999|-0.080321049|0.008031558|-0.228971551|10.9433337|1|1|-0.133677441|-0.20172074|0.71274658|-0.109439124|0.6977404359999999|0.88631419|-0.070346332|0.008349498|-34.82350689|160.5407184|-0.0281385329999999|-18.41507338|0.753027268|-17.81716094|2105.8969850000003|453.4753671|-575.8739559999999|-7.366029352999999|6.063350238|4387.398857|126.3615674|19.11862892|0.0153811389999999|-258.918642|764.7451566000001|409.0289917|1.0|1.0|1.0|1.0|2.78|2.09|0.05|4.99|4.51|54.46|2.13|0.0|0.0|95.45|0.0|1.0|3.0|24.0|-5.77|1.0|-4.45|5.5700000000000005e-05|0.0174|3.5600000000000005e-05|0.0111|0.0|0.0|3.87e-09|-0.03965|4.8783|3.17|4.5088|-990.6223073|-990.5931502|274.99|271.0|254.15|410.52|0.4444899999999999|0.53838|-0.18719|1.7105|-0.22684|0.029157178|2.6801|5.4|5.4
4q_a46|0|0|0|0.0|1|-0.2520920439999999|0.004704245|0.0462962959999999|-0.012611536|0.012173202|-0.155661124|10.96363644|1|1|-0.019471024|-0.125840557|0.716317772|-0.121752717|0.703627625|0.913550004|-0.070035423|0.014510206|-29.12008262|38.31894407|-0.021010627|-21.81959712|0.61955726|-16.25388148|2234.596293|509.9138517|-586.3723734|-6.545879136|6.038093227999999|4992.497361|212.350744|18.92875482|0.018430997|-133.46593529999998|946.4377411|554.3688216|1.0|1.0|1.0|0.0|3.95|3.16|0.38|4.09|4.09|52.83|1.75|0.0|0.0|102.63|0.0|1.0|4.0|26.0|-6.54|1.0|-3.89|0.000389|135.0|0.000129|0.0449|0.0|0.0|1.14e-07|-0.03042|4.5296|2.57|4.5296|-1108.751283|-1108.729426|273.72|0.1432|273.72|510.13|0.69002|0.69002|-0.1903|2.7026|-0.2207199999999999|0.02185677|3.2968|6129.0|6129.0
47s_a18|0|0|0|0.0|1|0.026229332|-0.045792331|0.035632184|-0.026883417|0.002573931|0.0134295589999999|10.94702059|0|0|-0.040169986|-0.46304239|0.724028067|-0.0540701129999999|0.716761234|0.84543779|-0.08106112|0.008446541|-53.18668656|10.92659868|-0.030108416|-46.45326408|0.820470855|-40.26287221|2992.734821|640.0051571|-1595.466781|-17.25406952|9.811856136|6968.705069|135.90542109999998|27.77963709|0.010481057|-485.1995077|1944.574596|1093.725912|1.0|1.0|1.0|2.0|4.41|0.0|0.3|4.06|3.93|76.5|3.33|3.0|1.0|149.34|0.0|1.0|10.0|36.0|-5.96|1.0|-5.45|1.12e-06|0.000539|3.53e-06|0.0017|0.0|0.0|3.8199999999999997e-10|-0.0491399999999999|3218.0|8.41|3218.0|-1534.196027|-1534.174077|385.29|0.5203|385.29|736.36|0.6926800000000001|0.6926800000000001|-0.13195|2.3134|-0.18109|0.02195039|2.9991|6.2104|6.2104
14p_a23|0|1|1|0.0|0|0.044380583|0.006191846|0.045165485|0.041987653|0.009895793|-0.060144819|10.31321773|2|2|0.080581604|-0.4510651779999999|0.708395022|-0.090287278|0.669357479|0.923455749|-0.080784473|0.0221104079999999|-42.52653933|40.58186569|-0.033660197|-36.77082544|0.751638299|-28.69113861|3010.721939|623.0226425|-1090.0480289999998|-15.32117727|9.014073839|6696.264498|167.5607773|30.21311441|0.0190667019999999|-339.5427625|1450.229492|646.2584547|0.0|0.0|1.0|1.0|3.48|3.28|0.04|3.4|3.89|128.81|2.39|1.0|1.0|125.0|0.0|1.0|5.0|32.0|-6.62|0.0|-4.9|2.09e-06|0.0009109999999999|1.27e-05|0.00554|0.0|0.0|3.39e-08|-0.09046|3.5752|3.29|3.5752|-1722.181612|-1722.152257|346.79|0.3802|346.79|573.24|0.6816|0.6816|-0.14774|7.4033|-0.2382|0.02935511|9986.0|8.5302|8.5302
12o_a30|0|0|0|0.0|2|0.036331447|-0.028326022|0.040899471|-0.089996613|0.00372838|0.019094532|10.31162888|1|1|-0.157974241|-0.465857798|0.8264832879999999|-0.149451598|0.7463962120000001|0.844344883|-0.0975052409999999|0.015460222|-49.48891079|75.15128057|-0.037808155|-40.37291185|0.8131344979999999|-31.84483128|2860.371518|543.3140456|-1192.099807|-15.65480256|7.400912529|6542.77337|120.2431068|29.91948755|0.0141914589999999|-402.9878652|1466.05489|652.8825454|1.0|0.0|1.0|1.0|4.63|0.0|0.14|4.47|3.27|81.65|3.31|2.0|0.0|132.29|0.0|1.0|5.0|30.0|-5.75|0.0|-5.44|1.19e-06|0.0005139999999999|3.61e-06|0.00156|0.0|0.0|6.03e-08|-0.05085|5.1935|4.45|3.4817|-2035.37262|-2035.338699|356.1|0.1967|238.73|528.25|0.3493699999999999|0.6854399999999999|-0.1478799999999999|5559.0|-0.19873|0.03392126|6.8632|7.8097|7.8097
16f_a32|1|1|1|3.354832924|0|0.1767304639999999|-0.054907428|0.039958333|0.008658653|-0.003511776|-0.081644236|10.31100265|3|3|0.0151704889999999|-0.697693907|0.801401734|-0.000510986|0.761506727|0.8072754790000001|-0.111152081|0.024434011|-56.53102601|89.03402347|-0.035568666|-53.23443736|0.69473708|-39.12230215|2772.212354|558.6750754999999|-1230.764939|-17.03501995|8.79158776|6235.040893|211.2572338|35.43109972|0.022983292|-269.5356315|1771.554986|636.0251562999999|1.0|1.0|1.0|2.0|3.76|3.4|0.3|6.42|4.99|149.27|1.34|3.0|0.0|116.75|1.0|1.0|9.0|29.0|-5.99|0.0|-4.97|1.12e-07|4.79e-05|1.07e-05|0.00457|0.0|0.0|1.7e-08|-0.04997|3.6272|4.99|3.6272|-1995.307736|-1995.278839|341.82|0.2931|341.82|603.12|0.70204|0.70204|-0.15003|3.6641|-0.2|0.02889673|4.2764|8041.0|8041.0
1_a1 (SKF-104365)|0|0|0|0.0|1|0.011230812|-0.01959813|0.0409444439999999|-0.091086986|0.000663414|-0.10236005|10.33812228|1|1|-0.221214316|-0.505981356|0.57031697|0.194988905|0.551667506|0.8131557509999999|-0.081192283|0.0133681239999999|-31.45099608|6.658828587|-0.029524467|-17.369816|0.709744919|-14.547040099999998|1997.193006|376.1092109|-450.6467387|-6.316296726|5.2735884010000005|4225.4765640000005|134.2517831|19.24066156|0.018973797|-194.0267797|634.9418316000001|297.2783688|1.0|1.0|1.0|0.0|2.97|2.68|0.12|3.93|4.28|56.01|2.52|0.0|0.0|81.72|0.0|1.0|2.0|21.0|-6.01|1.0|-4.02|0.000159|0.0472|9.65e-05|0.0287|0.0|0.0|9.93e-07|-0.03482|3.8901|3.45|3.8901|-1279.084677|-1279.060907|318.72|0.2178|318.72|358.09|0.70081|0.70081|-0.16142|4.5773|-0.19624|0.02377006|6.9338|5.7959|5.7959
8d_a12|1|1|1|2.976279182|1|0.057525383|-0.048642535|0.038347953|0.0276482139999999|0.000925796|-0.065870394|10.94458983|1|1|0.0479437859999999|-0.484923957|0.8857286320000001|-0.080872311|0.8405406040000001|0.858710112|-0.103548595|0.011348654|-43.27410838|90.34024296|-0.039118358|-32.00762818|0.8338637040000001|-24.05928792|2466.513191|477.4206699|-978.6959108|-12.09177064|6.93584319|5255.11762|92.36749461|26.08195789|0.012525773|-371.2392138|1173.6881050000002|503.2240425|1.0|1.0|1.0|2.0|4.06|2.23|0.1|3.87|2.67|65.96|2.83|2.0|0.0|112.14|0.0|1.0|3.0|27.0|-5.96|1.0|-4.61|2.64e-05|0.0093|2.43e-05|0.0085799999999999|0.0|0.0|4.23e-09|-0.05488|4.2383|3.53|3.7397|-1138.296407|-1138.256361|331.53|0.2871|292.53|433.32|0.6661|0.4997399999999999|-0.15306|2.1281|-0.20794|0.04004678|3.0277|7.6021|7.6021
8k_a46|0|0|0|0.0|1|0.1436554669999999|-0.380857136|0.038616352|-0.061030265|-0.002099764|-0.114070359|10.31928125|1|1|-0.1017929319999999|-0.510222233|0.73768327|-0.051289238|0.687020939|0.7381768390000001|-0.0863473759999999|0.009441365|-61.98124174|104.0919365|-0.033099828|-44.45419269|0.8265691140000001|-44.4725532|3351.548891|529.6539372999999|-1424.980013|-17.04077386|8.070811215|7352.280688|124.4394929|28.73282642|0.0112621819999999|-468.6373459|1723.969585|865.6610153999999|1.0|0.0|1.0|2.0|3.94|2.82|0.24|2.94|5.37|124.17|1.86|1.0|0.0|132.47|0.0|1.0|5.0|34.0|-6.75|0.0|-5.13|1.82e-06|0.000866|7.47e-06|0.00355|0.0|0.0|2.17e-09|-0.0398699999999999|5.0379|7.63|4.1034|-1845.304274|-1845.257085|302.15|0.1354|246.1|642.39|0.41618|0.5577300000000001|-0.16967|3.4118|-0.20954|0.04718819|3.8107|6.8327|6.8327
9o_a24|1|0|0|2.9340792330000003|1|-0.064667223|-0.044044637|0.028472222|-0.087807028|0.0012214139999999|-0.097596429|10.94506726|1|1|-0.145366976|-0.38043264|0.738419215|-0.000453155|0.7086274779999999|0.770273808|-0.08834189|0.018492771|-51.29122728|32.50178358|-0.032911684|-29.61546471|0.668046377|-29.69744072|2892.333138|445.9858336|-971.8432428|-11.03321234|6.080741586|6697.297449000001|192.1999837|28.52459128|0.026064002|-194.5965258|1454.754155|663.2688909|1.0|0.0|1.0|2.0|3.96|2.84|0.04|3.75|4.36|92.79|1.23|1.0|0.0|120.73|0.0|1.0|6.0|32.0|-6.83|0.0|-4.4|3.2500000000000004e-05|0.0137|3.9500000000000005e-05|0.0167|0.0|0.0|1.24e-08|-0.04527|5.8802|4.41|4.2643|-1388.147972|-1388.094657|290.75|0.1409|210.85|432.84|0.41688|0.65292|-0.17826|4.3816|-0.22353|0.0533144|5.9089|6.3507|6.3507
4a_a46|0|0|0|0.0|1|-0.214093513|-0.008364558|0.0473245609999999|-0.137420119|0.012632881|-0.11172225|10.96352058|1|1|-0.216904465|-0.143806973|0.679741138|-0.06611606|0.683616517|0.923958017|-0.067863141|0.00935578|-28.50561609|6.579492736000001|-0.022129285|-18.30276019|0.742626378|-14.80375017|2042.529911|479.8368017|-528.6479264|-5.968291366|5.613813876|4481.754309|133.66119809999998|15.47527339|0.011380391|-252.0050978|711.8625758999999|480.9500663|1.0|1.0|1.0|0.0|3.76|2.8|0.35|4.18|4.46|43.6|2.35|0.0|0.0|96.74|0.0|1.0|2.0|24.0|-5.87|1.0|-4.31|0.000117|0.0372|4.89e-05|0.0156|0.0|0.0|1.53e-07|-0.02921|4.5454|3.4|4.5454|-994.237445|-994.2146342|272.77|0.1694|272.77|467.4|0.6893600000000001|0.6893600000000001|-0.19067|3.1825|-0.21988|0.022810825|3.7138|6.7423|6.7423
7h_a8|1|0|0|2.99743835|0|-0.118981425|-0.073219554|0.04737037|-0.016074683|0.00112124|-0.0873792009999999|10.94341365|1|1|-0.043606497|-0.382578949|0.515235986|0.041366689|0.507325475|0.771011027|-0.0934764819999999|0.011647275|-53.71230941|70.28953528|-0.041038456|-31.05895923|0.892830345|-30.96107949|2534.324886|444.4294792|-969.8780597|-13.63564064|7.589672923999999|5657.402114|61.77519141|26.49502512|0.00878112|-452.8739011|1086.29603|446.5544107|1.0|0.0|0.0|1.0|3.12|3.2|0.0|5.52|5.49|61.58|4.27|2.0|0.0|101.89|0.0|1.0|3.0|28.0|-5.27|0.0|-5.5|2.09e-06|0.00078|3.16e-06|0.00118|0.0|1.0|3.5e-09|-0.06799|3.9282|6.81|3.9282|-1285.182226|-1285.151298|315.62|0.3885|315.62|500.94|0.6963199999999999|0.6963199999999999|-0.16076|7.0847|-0.22875|0.03092828|9.1188|4.9788|4.9788
26_a47|0|1|1|0.0|0|0.11828578|-0.200192886|0.045681818|-0.110530752|-0.0098410169999999|-0.046771537|10.94972213|1|1|-0.24731748|-0.5899218279999999|0.6850994429999999|0.0120097289999999|0.651797437|0.7104381999999999|-0.101679756|0.020884606|-57.01987795|9.608109253|-0.038735145|-34.3326642|0.717639177|-33.13315474|2625.572598|412.8219782|-945.3464183|-13.07911017|6.945070057000001|5994.406615|164.0744453|31.36429668|0.024619511|-252.9318822|1317.300461|457.1122177|0.0|1.0|0.0|2.0|3.13|2.66|0.05|2.84|4.68|98.72|2.59|1.0|0.0|104.8|0.0|1.0|4.0|28.0|-6.51|0.0|-4.56|1.3699999999999998e-05|0.00545|2.77e-05|11.0|0.0|0.0|5.97e-08|-0.06279|4.7963|4.37|3992.0|-1696.096597|-1696.075481|310.58|0.3197|258.5|443.78|0.50921|0.68707|-0.16642|3.6825|-0.22921|0.02111593|4.8242|7.9|7.9
8e_a8|1|0|0|3.01599663|0|-0.018155171|-0.205927741|0.0427891159999999|-0.000766016|-0.005310149|-0.102167262|10.94332438|1|1|-0.0015448089999999|-0.475941912|0.650073857|-0.079493088|0.636205913|0.661490276|-0.105450888|0.0211004739999999|-70.49962428|106.0087621|-0.04393787|-39.238709|0.803307236|-43.00500847|2692.975753|403.5112981|-1286.50794|-16.34946208|7.50719734|6095.6213210000005|119.9832494|33.36487904|0.0184428869999999|-370.0368722|1601.514194|561.882658|0.0|0.0|0.0|2.0|3.2|2.98|0.04|4.33|4.17|90.11|3.4|2.0|0.0|111.81|0.0|1.0|5.0|30.0|-6.14|0.0|-4.9|5.34e-06|0.00215|1.25e-05|0.00504|0.0|0.0|1.6399999999999998e-08|-0.06253|4.6303|7.22|3.2737|-1376.957298|-1376.924308|378.73|0.3731|267.77|526.86|0.50055|0.7013|-0.13719|6.1505|-0.19972|0.03298991|7.7951|4.7014|4.7014
11e_a5|1|0|0|2.971327032|1|-0.2114441819999999|0.038643235|0.020943152|-0.07965|0.008268901|-0.16669151|10.9487795|1|1|-0.127225457|-0.234433859|0.77509232|-0.02059071|0.747366251|0.876758791|-0.0790189759999999|0.0120552589999999|-41.64560703|62.84782002|-0.0282210629999999|-34.67724171|0.72163516|-27.58835281|2721.416353|580.8135016|-1046.930776|-12.38472918|9.387474824|5675.693973|184.4042616|25.90670947|0.016933845|-293.6467698|1450.77573|735.3048881|0.0|1.0|1.0|1.0|3.22|3.43|0.24|5.03|4.29|66.93|1.83|2.0|0.0|125.71|0.0|1.0|7.0|31.0|-6.28|1.0|-4.72|2.23e-05|0.00919|1.9e-05|0.00782|0.0|0.0|1.13e-09|-0.03808|4.4179|2.91|4.1036|-1316.547103|-1316.512503|302.14|0.5347|280.64|571.06|0.66478|0.6505|-0.16751|2.3124|-0.20559|0.03460011|2.8694|7.3979|7.3979
