molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|SaasN|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8d|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA3|TPSA_x|WNSA5|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
16c_a32|0.0|1|1|1|3.329674745|0.0|0|7.765993078999999|0|0.0|-0.01639019|-0.087497559|0|0.03995614|-0.03152033|2.077479142|-0.031087095|-0.036931818|3|3|-0.00369116|-0.1260956869999999|-0.229450999|0|0.809370315|0.8607827790000001|-0.061904762|1|0.773043206|-0.088841599|-0.119988297|0.367322508|-53.00702241|135.41296|-42.71426897|37.0285246|0.6846367059999999|-1.679836163|86.97970500000001|-22.77882371|68.39521789|0.463897164|2649.168528|-1002.268243|3143.196853|-13.59090376|6.313526111|11.77670717|0.8653137670000001|5979.891916|-597.9997655000001|0.02579269|-220.3256617|1463.941729|15.38911619|1.0|1.0|1.0|1.0|3.5|3.08|19.0|-6.99|5.64|4.21|149.27|0.88|107.14|1.0|7.0|27.0|5.0|-6.44|399.49|1.0|1.0|3.41|-4.41|9.17e-07|3.23|0.0|1.0300000000000001e-07|-0.0505|-1916.651132|1069.28|341.89|0.2955|508.43|-1916.478107|0.2955|-0.20047|-1916.536967|5.3459|5.0|8.3468|8.3468
16_a47|0.0|1|1|1|2.890539668|0.0|0|6.605297921|0|0.0|-0.0056780519999999|-0.1246612469999999|2|0.042285714|-0.08282926|1.491023983|0.001426202|0.0506476009999999|1|1|-0.004153659|-0.02006804|-0.0574194159999999|2|0.591929006|0.812131575|0.081171071|1|0.691860453|-0.093207587|-0.092995116|0.421094692|-48.30620628|159.6978638|-24.97833451|0.0|0.697929921|-1.301931629|60.36423869|-17.75645434|57.9827944|0.473257697|2315.178558|-674.7452647999999|833.8646097|-9.202544293|6.855429069|13.01476838|0.898461533|4952.972679|-349.69668310000003|0.0234786339999999|-205.1602001|966.7808252999998|12.16814835|1.0|0.0|1.0|1.0|2.93|1.95|21.0|-8.17|4.47|5.19|66.49|2.72|91.55|1.0|3.0|25.0|5.0|-6.04|337.33|0.0|1.0|3.52|-4.42|4.56e-05|3.27|0.0|6.8099999999999994e-09|-0.05717|-1167.0124560000002|894.43|303.84|0.3182|395.28|-1166.901251|0.0909|-0.22568|-1166.951551|3.8601|1.0|9.0|9.0
13_a47|0.0|1|1|1|2.920663104|0.0|0|6.605297921|0|0.0|-0.0049262279999999|-0.0777650159999999|2|0.036632997|-0.047120094|1.5940801480000002|0.003874205|0.038682232|1|1|-0.000211465|-0.0101047869999999|-0.0233277889999999|2|0.6427334020000001|0.794037882|0.065869272|1|0.781675563|-0.081148294|-0.088128939|0.244975411|-41.79730418|112.453046|-23.38063458|0.0|0.688261242|-1.23380515|57.38622954|-16.72368034|50.9329486|0.472007922|2190.316257|-635.4998528|669.2729199|-8.613918003|7.038683428|13.33103985|0.8939678120000001|4542.479565|-327.3288841|0.023284817|-193.936606|923.3410426|11.99338291|1.0|0.0|1.0|1.0|2.9|1.75|21.0|-7.9|4.06|4.63|66.49|2.34|91.59|1.0|3.0|24.0|4.0|-6.0|319.34|0.0|1.0|3.19|-4.27|5.79e-05|3.17|0.0|1.26e-08|-0.05465|-1067.78457|895.21|307.63|0.3382|404.73|-1067.665127|0.3382|-0.22065|-1067.71601|4.8308|16.0|7.8|7.8
13i_a6|0.0|1|0|0|3.399318783|0.0|0|7.412764017000001|1|0.0|-0.0149593219999999|-0.154502515|1|0.042560386|0.035242754|0.0|0.034304189|-0.032549318|1|1|-0.007703306|-0.045418125|-0.073507141|1|0.8744720490000001|0.7771558909999999|-0.054229558|0|0.624046118|-0.120457274|-0.129526268|0.221116773|-80.75190740000001|252.0312146|-58.20996912|116.5456632|0.783597763|-2.460999087|100.2320567|-31.12829557|101.6533459|0.429711323|2906.257489|-1649.799665|2880.134143|-20.86772478|8.294136887|14.54375165|0.753497905|6306.951561999999|-1105.989413|0.019989461|-380.2354072|2105.416507|13.40049533|1.0|1.0|1.0|1.0|3.59|2.7|23.0|-8.5|4.16|3.54|115.15|1.18|120.17|1.0|6.0|32.0|5.0|-6.81|427.46|0.0|1.0|2.91|-4.48|9.32e-06|2.95|0.0|3.18e-09|-0.0481399999999999|-1426.518007|1196.21|348.14|0.2903|553.67|-1426.269916|19.0|-0.19454|-1426.332492|10.1375|21.0|7.6778|7.6778
19f_a38|0.0|1|0|0|3.3320764830000003|0.0|0|7.412764017000001|2|0.0|-0.007831113|-0.084341564|2|0.041808786|-0.008118156|0.0|0.035480177|-0.054832432|1|1|-0.000673716|-0.101303149|-0.217394466|1|0.724208473|0.819222745|-0.094149094|0|0.750875987|-0.085318318|-0.111307609|0.488059925|-54.50401599|159.14822980000002|-45.42524686|12.14075726|0.734437553|-1.892229356|84.35196967|-24.1763087|67.96791709|0.453960261|2776.145209|-1208.815435|2846.860803|-15.44458393|6.164440995|11.28936331|0.8313685409999999|6115.273372|-772.2291966|0.020733452|-299.5321167|1645.906354|13.24517938|1.0|1.0|1.0|1.0|4.82|2.48|17.0|-6.86|3.13|2.55|81.23|2.4|125.69|1.0|5.0|30.0|4.0|-6.77|401.44|0.0|1.0|2.67|-4.17|7.209999999999999e-05|2.78|0.0|1.4e-07|-0.05735|-1332.160846|1105.62|360.19|0.3205|495.68|-1331.945195|0.0019|-0.20104|-1332.004601|7.1655|73.0|7.1397|7.1397
1b_a5|0.0|1|0|0|2.881451247|0.0|0|6.605297921|0|0.0|-0.00279809|-0.061874543|2|0.0248765429999999|-0.095857885|0.0|0.001241264|-0.028797464|1|1|0.003708988|0.019611905|0.045204303|2|0.567806811|0.759794937|-0.054153474|0|0.808828623|-0.07823203|-0.077221824|0.341795323|-39.38248661|96.23685048|-19.56938257|0.769931305|0.7324812509999999|-1.158327367|48.55415504|-15.75970652|44.82086533|0.474445758|2171.716467|-583.1091414|919.9167129|-7.933533473|6.11909445|11.64312636|0.90275317|4577.125071|-293.5407385|0.019229427|-234.0649914|796.0738116|9.680212283|1.0|0.0|1.0|1.0|2.75|1.81|23.0|-8.3|4.88|4.76|54.46|2.29|90.44|1.0|3.0|24.0|4.0|-5.99|316.33|0.0|1.0|3.38|-4.3|0.000106|3.16|0.0|4.99e-09|-0.04135|-1050.506509|892.61|266.74|0.3101|388.58|-1050.413506|87.0|-0.23055|-1050.462425|4.3687|59.0|7.2291|7.2291
8a_a32|0.0|1|1|1|3.217128449|0.0|0|7.773594467000001|0|0.0|-0.010151321|-0.056633919|0|0.04008547|-0.0281981579999999|2.059960334|-0.020716518|-0.128684642|3|3|-0.001662219|-0.0852122769999999|-0.1534110109999999|0|0.788133615|0.845443342|-0.2166242669999999|1|0.814553726|-0.083474428|-0.109412858|0.221908108|-52.34893512|116.298071|-43.03057598|66.81560596|0.7490845290000001|-1.641192863|79.73671389|-22.37464674|63.83886888|0.480024324|2574.085885|-1029.23375|3312.822051|-14.03170956|7.420041446|14.26997798|0.923166883|5659.295213|-645.4586397|0.017733503|-312.4144752|1373.988797|11.12113054|1.0|1.0|1.0|1.0|3.48|3.67|19.0|-7.65|6.49|4.65|140.04|1.37|110.69|1.0|7.0|27.0|4.0|-5.76|397.52|1.0|1.0|4.07|-4.99|1.5199999999999998e-07|4.17|0.0|2.23e-08|-0.06166|-1880.732222|1110.23|348.07|0.4315|566.07|-1880.536478|0.4315|-0.2061599999999999|-1880.595748|7.6703|45.0|7.3468|7.3468
8e_a8|0.0|1|0|0|3.01599663|0.0|1|7.05012252|0|1.311619189|-0.010579355|-0.205927741|0|0.0427891159999999|-0.000766016|0.0|-0.102167262|-0.051339286|1|1|-0.004224671|0.090898585|0.183313231|0|0.650073857|0.7233950809999999|-0.079493088|0|0.661490276|-0.115572516|-0.105450888|0.280304418|-70.49962428|206.4920729|-39.238709|76.40535608|0.803307236|-2.109017754|75.57562034|-26.80224874|83.37098475|0.483244415|2692.975753|-1286.50794|2080.07805|-16.34946208|7.50719734|14.52755918|0.935150832|6095.6213210000005|-784.77418|0.0184428869999999|-370.0368722|1601.514194|11.25022336|0.0|1.0|0.0|0.0|3.2|2.98|23.0|-7.78|4.33|4.17|90.11|3.4|111.81|1.0|5.0|30.0|4.0|-6.14|403.41|0.0|0.0|3.71|-4.9|5.34e-06|3.69|0.0|1.6399999999999998e-08|-0.06253|-1376.924308|1090.07|378.73|0.3731|526.86|-1376.708067|0.1671|-0.19972|-1376.766245|7.7951|19.89|4.7014|4.7014
12bb_a36|0.0|1|0|0|3.3296932480000003|0.0|0|7.412764017000001|2|0.0|-0.008239316|-0.117921811|2|0.04625323|0.096309833|0.0|-0.018516159|-0.027636036|1|1|-0.004358975|-0.098027247|-0.250781298|1|0.653741315|0.836170906|-0.045186455|0|0.6888482109999999|-0.090660196|-0.114330726|0.314702945|-58.19935506|199.7440352|-47.11573753|0.0|0.719294078|-1.943622342|88.14984373|-24.95418524|72.36704599|0.4808928389999999|2902.055617|-1247.709262|2458.790147|-16.01935076|7.854524291000001|15.13083401|0.926384521|6285.088971|-800.967538|0.022984922|-281.5518699|1734.6302440000002|14.75518126|1.0|0.0|1.0|0.0|4.72|0.0|17.0|-7.12|3.55|3.0|69.2|2.78|123.67|1.0|5.0|31.0|6.0|-6.8|417.41|0.0|0.0|2.44|-4.32|0.000102|2.88|0.0|7.599999999999999e-08|-0.0566799999999999|-1431.374881|1120.72|326.27|0.4172|515.92|-1431.178978|0.0736|-0.21175|-1431.238418|8657.0|0.01|8.0|8.0
7_a3|0.0|0|0|0|0.0|0.0|0|6.823286122000001|0|0.0|-0.008855374|-0.106234254|2|0.03757716|-0.047419994|1.989724777|0.054347129|0.030246987|1|1|-0.006696449|0.020589494|0.036673175|2|0.881253042|0.790667152|0.0507482109999999|1|0.782294598|-0.1034274319999999|-0.096448591|0.5999725029999999|-51.18177092|107.7330046|-23.61864737|76.07607751|0.7992146109999999|-1.253831681|55.15105143|-18.2490344|55.98630667|0.3987206729999999|2196.07224|-620.4671695000001|1952.029549|-9.030659289|5.198046584|8.644978051|0.663120542|5055.700186|-307.0424158|0.0149999089999999|-296.13678660000005|776.3461295|7.422807617|1.0|1.0|1.0|1.0|3.02|2.61|21.0|-7.48|4.96|4.66|92.93|2.11|95.5|1.0|2.0|23.0|3.0|-5.68|338.81|0.0|1.0|3.63|-4.87|3.67e-06|3.79|0.0|3.28e-08|-0.0640299999999999|-1731.703107|883.88|360.06|0.1926|362.61|-1731.602893|0.1262|-0.21219|-1731.651178|3.9813|1023.0|5.9901|5.9901
7_a1|0.0|0|0|0|0.0|0.0|1|7.860570786|2|2.307091837|-0.010040172|0.001018628|1|0.035718954|-0.048878707|0.0|-0.07233584|-0.024096172|1|1|0.004950534|-0.245732751|-0.391298966|1|0.7795049279999999|0.801577133|-0.042175602|0|0.710959153|-0.083362936|-0.098295453|0.289201649|-40.16416679|139.2595474|-22.81733634|404.7836105|0.603382856|-1.179545431|61.72628137|-14.95535873|57.47898976|0.452829665|2150.215999|-568.3036318|1466.924404|-7.205474633|5.07667644|9.278054953|0.827584457|4519.238270000001|-273.8080361|0.029820838|-99.61948195|941.8624118|14.36764539|0.0|0.0|1.0|1.0|3.09|2.83|17.0|-5.64|3.43|3.29|49.17|1.6|85.88|2.0|2.0|23.0|4.0|-6.4|305.33|0.0|1.0|2.72|-3.71|0.000696|2.48|0.0|2.29e-06|-0.02433|-1009.48087|864.85|306.1|0.2961|365.53|-1009.350293|0.2961|-0.19167|-1009.398029|6.5936|0.46|6.3372|6.3372
14ac_a23|0.0|0|1|1|0.0|-9.994971573|2|7.423568444|0|2.7104403130000003|-0.011656739|-0.4422550999999999|2|0.048351548|0.016532702|0.544211741|0.0518788009999999|0.043387326|2|2|-0.004445662|-0.069765112|-0.287952039|2|0.5562570379999999|0.7797862459999999|0.054652466|1|0.931143634|-0.0883661019999999|-0.097100967|0.300389872|-66.72452104|51.99287907|-55.36344264|0.327656318|0.8077820920000001|-2.330423202|87.75911516|-33.20157553|79.43449928|0.489147172|3695.344378|-1759.6835030000002|3417.45156|-25.07023818|8.122941134|15.90074614|0.95751094|9203.543798|-1328.722623|0.019122137|-464.8074813999999|2178.41361|14.43896921|1.0|1.0|1.0|1.0|3.69|3.34|26.0|-9.03|5.52|8.36|105.02|4.6|130.29|1.0|7.0|38.0|10.0|-5.84|547.48|1.0|0.0|5.43|-6.65|4.92e-08|5.35|2.0|9.25e-10|-0.08813|-2303.9786940000004|1285.58|341.32|0.3209|627.76|-2303.749331|0.2391|-0.23868|-2303.819891|8.6341|4.0|8.3851|8.3851
12o_a36|0.0|1|0|0|3.444418304|0.0|0|7.412764017000001|2|0.0|-0.0100574069999999|-0.079716275|2|0.040770975|0.03842353|0.0|-0.059733192|-0.010904454|1|1|-0.000472698|-0.126068378|-0.213993335|1|0.859938421|0.799869816|-0.01854899|0|0.7592112809999999|-0.082048664|-0.10624773|0.514457955|-59.0895896|173.4105814|-55.10596064|112.1259723|0.666462845|-2.018706878|95.66406176|-25.50573629|75.94332024|0.469699889|3009.981519|-1453.826968|2778.220342|-18.36865355|7.322888607|13.80895167|0.885724665|6622.134304|-1047.013252|0.026586303|-239.7655413|2181.407379|19.1468529|0.0|0.0|1.0|0.0|4.97|0.0|17.0|-6.93|2.38|1.65|98.3|1.49|138.06|1.0|7.0|33.0|5.0|-7.66|438.48|0.0|0.0|1.47|-3.64|0.000292|1.85|0.0|1.1800000000000001e-07|-0.05456|-1440.926241|1240.51|320.16|0.4075|560.88|-1440.671057|0.2888|-0.21151|-1440.734965|6.6471|0.04|7.3979|7.3979
11_a15|0.0|0|0|0|0.0|0.0|0|0.0|1|0.0|-0.0064953419999999|-0.029665252|3|0.02962963|-0.036023137|0.0|-0.0856783419999999|0.023543401|0|0|0.003766915|-0.173728081|-0.272482143|2|0.843715005|0.718800243|0.0432314409999999|0|0.8945381259999999|-0.064429158|-0.0974577669999999|0.632319408|-44.15161868|72.27026771|-45.76619542|0.0|0.739315684|-1.949155337|79.1792768|-23.02940065|56.84224275|0.470042906|3022.859488|-1335.705238|2565.707165|-15.7814467|6.233494755|11.76226306|0.8869452090000001|7002.915718000001|-915.3239085|0.018086221|-327.9935744|1806.677804|12.39401492|1.0|1.0|0.0|0.0|4.1|4.25|24.0|-8.9|4.33|6.69|59.51|2.52|138.24|1.0|6.0|34.0|4.0|-5.26|448.52|1.0|0.0|4.62|-6.1|4.77e-07|5.32|0.0|1.27e-09|-0.03877|-1450.705737|1284.85|418.94|0.2657|568.22|-1450.39211|0.0011|-0.16011|-1450.457814|1.3581|739.0|6.1314|6.1314
4n_a46|0.0|0|0|0|0.0|0.126268818|1|7.825245291|1|2.093595994|-0.004696854|-0.036492128|0|0.045335917|-0.2264394139999999|0.0|-0.144852516|-0.064683066|1|1|0.0042595609999999|0.070558373|0.109017734|0|0.741742667|0.722331115|-0.088858764|0|0.903145407|-0.103381106|-0.085838139|0.371438024|-56.80797266|53.22165035|-25.91889741|0.0|0.863203663|-1.459248362|51.4039205|-17.06080312|61.43721285|0.428896538|2195.786424|-801.8577467|2116.313581|-9.374920341|5.666371466|9.921794991|0.750996215|4955.374473|-440.621256|0.0077084869999999|-399.1612105|928.9322794|4.235817757|1.0|1.0|1.0|1.0|3.75|2.84|17.0|-6.67|4.33|4.94|61.84|2.99|102.92|1.0|2.0|26.0|3.0|-5.26|343.42|0.0|1.0|3.9|-5.1|3.75e-06|4.41|0.0|2.14e-07|-0.04044|-1090.302556|1011.66|313.65|253.0|502.02|-1090.098769|0.0711|-0.20685|-1090.151267|8773.0|5194.0|5.2845|5.2845
13a_a6|0.0|1|0|0|3.417162147|0.0|0|7.412764017000001|1|0.0|-0.01115741|-0.0265090529999999|1|0.041767677|0.031837397|0.0|0.0015242189999999|-0.0525259259999999|1|1|-0.00194781|-0.10896749|-0.180339002|1|0.850080948|0.7722228729999999|-0.091892803|0|0.77450544|-0.094081761|-0.113446379|0.22670695|-61.52313164|147.4582473|-48.51283287|554.4922449|0.759912392|-2.042034827|87.37044493|-26.70706346|82.36189896|0.467070451|2820.31296|-1335.353173|2626.396685|-17.46461983|8.038453162|15.08351934|0.8764206290000001|6019.922535|-873.2309916000002|0.02016134|-339.9303794|1757.246214|13.18415753|1.0|1.0|1.0|1.0|3.53|3.2|23.0|-9.01|4.98|4.32|95.85|1.29|116.79|1.0|5.0|31.0|5.0|-6.1|409.44|0.0|1.0|3.52|-4.99|3.11e-06|3.8|0.0|9.77e-10|-0.05018|-1350.057702|1166.79|339.59|0.5352|571.9|-1349.834826|0.2697|-0.19987|-1349.895534|9.2157|46.0|7.3372|7.3372
43_a18|0.0|0|0|0|0.0|0.0|0|7.03438793|2|0.0|-0.005099385|-0.01369899|1|0.033734062|-0.05314954|0.0|0.031746165|-0.032429984|0|0|0.003801459|-0.140532044|-0.2093696189999999|0|0.718255592|0.713379703|-0.0579590709999999|0|0.852344887|-0.070166168|-0.0822489459999999|0.3439906129999999|-54.49271386|114.6724699|-49.60799696|21.60709738|0.8743733490000001|-2.302970476|69.46280937|-24.16948112|59.84418608|0.481954273|3172.923606|-1788.541603|1579.614523|-18.77059344|10.01438533|19.33108376|0.930331529|7428.282915000001|-1389.023915|0.007193089|-581.4944803999999|2045.512486|5.5863235410000005|0.0|0.0|1.0|1.0|4.54|0.0|18.0|-9.6|4.5|4.08|76.5|3.7|160.76|1.0|9.0|38.0|3.0|-5.78|508.65|0.0|0.0|3.48|-5.96|3.55e-07|5.1|1.0|2.52e-10|-0.04949|-1611.598032|1493.25|384.65|0.5429|702.4|-1611.126246|0.5429|-0.18145|-1611.198355|3.6943|625.0|6.2041|6.2041
4d_a46|0.0|0|0|0|0.0|0.173086735|1|7.825245291|1|2.146507937|-0.001749881|-0.017469934|2|0.047736111|-0.131948546|0.0|-0.111025108|-0.076521434|1|1|0.010756749|-0.0814707009999999|-0.1271933999999999|2|0.6535171|0.764741337|-0.103199079|0|0.936057958|-0.056384895|-0.070772596|0.290035518|-30.95621863|35.10521457|-21.33218735|74.62074724|0.813427965|-1.132361533|43.60839351|-13.51488667|35.70643728|0.441136013|2181.291783|-621.6847867|2233.65548|-7.419891252999999|5.757075209|10.30138878|0.7893441379999999|4993.774007|-341.3149976|0.0086574759999999|-344.15403910000003|764.2776167999999|4.753094337|1.0|1.0|1.0|1.0|3.78|3.5|17.0|-7.41|4.81|5.11|43.6|2.84|101.75|1.0|2.0|25.0|3.0|-5.4|352.86|0.0|1.0|4.11|-5.11|1.18e-05|4.3|0.0|3.88e-08|-0.0396399999999999|-1453.817782|1009.78|280.09|0.1313|503.76|-1453.635434|0.1313|-0.22603|-1453.688943|3.7104|517.0|6.2865|6.2865
1_a6 (SB-431542)|0.0|1|0|0|3.3674017380000003|0.0|0|7.423568444|1|0.0|-0.015636898|-0.175408303|1|0.035620155|0.1008839219999999|0.0|-0.029658865|-0.0492229479999999|1|1|-0.008385698|-0.020716495|-0.033765606|1|0.838928085|0.7462411859999999|-0.083341531|0|0.5940412860000001|-0.126408788|-0.122555709|0.210050443|-74.98172333|240.8019609|-43.12110169|105.3125675|0.7531996609999999|-2.083447046|87.15852628|-27.46300805|94.56841061|0.472445176|2678.823231|-1235.8353619999998|1890.228713|-16.29019397|7.523839331|14.26172029|0.895537592|5748.417262|-733.0587287000001|0.02438148|-300.3801761|1640.78056|14.4623285|1.0|1.0|1.0|1.0|3.25|2.35|23.0|-7.69|4.04|3.63|103.12|1.54|106.85|1.0|4.0|29.0|5.0|-6.73|384.39|0.0|1.0|2.85|-4.25|3.03e-05|2.7|0.0|2.03e-08|-0.05971|-1292.553086|1049.69|376.28|0.5765|464.07|-1292.358966|0.3346|-193.0|-1292.41452|8.8611|1542.0|5.8119|5.8119
18d_a25|0.0|0|0|0|0.0|0.0|1|6.842683282|0|1.918453956|-0.0029605|0.024310576|2|0.042843137|-0.031867489|2.029297802|-0.070413428|0.016982601|1|1|0.0062422|-0.035684977|-0.061965108|2|0.722349659|0.780221059|0.029728702|1|0.937813705|-0.061527513|-0.076328248|0.278576218|-46.31109519|46.80695276|-43.24308488|0.389087507|0.75793699|-1.602893201|68.15463481|-21.166323|54.70994625|0.476833495|3113.122552|-1206.480411|2625.142499|-15.93166285|9.479218984|18.11893325|0.911437354|6876.316137000001|-908.1047824|0.014219928|-388.2927768|1591.795131|10.70318668|1.0|1.0|1.0|1.0|3.66|3.57|27.0|-10.23|6.33|5.98|111.51|2.4|143.37|0.0|7.0|35.0|4.0|-6.21|474.58|1.0|1.0|4.5|-5.54|5.47e-07|4.21|0.0|5.92e-11|-0.07287|-1806.812778|1358.25|340.69|0.3986|664.72|-1806.514606|0.0389|-0.2201|-1806.582751|4.3658|232.0|6.6345|6.6345
14x_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|3.101221922|-0.0065692219999999|-0.111315218|2|0.04314059|0.05740118|0.6753138120000001|-0.075184011|-0.0229244|2|2|0.003906274|-0.073958723|-0.206574435|2|0.5788469970000001|0.802520527|-0.035965909|1|0.7768288609999999|-0.0708831479999999|-0.084244058|0.229141189|-46.97594633|147.90081730000003|-37.00022522|87.28077098|0.722211323|-1.6006371069999998|70.40248829|-22.56979253|61.61945314|0.468120981|3071.48868|-1060.780249|2382.851643|-14.95753786|7.777802167999999|14.62325432|0.880126802|6989.569075|-703.0042792|0.0219879679999999|-294.5294492|1468.794817|14.57194888|0.0|1.0|1.0|0.0|3.42|3.42|26.0|-7.93|4.2|5.14|105.02|3.78|120.2|1.0|5.0|32.0|6.0|-6.35|447.46|0.0|0.0|4.06|-5.27|2.09e-06|3.78|0.0|1.17e-08|-0.08216|-1828.371718|1149.42|335.63|0.3184|537.48|-1828.168422|0.3057|-0.23475|-1828.228912|8.1916|3.0|8.4949|8.4949
14e_a23|0.0|0|1|1|0.0|-4.45581912|2|7.423568444|0|3.052208981|-0.008865361|-0.272389934|2|0.044241453|0.023369734|0.650989437|0.021081733|-0.009871698|2|2|0.001951778|-0.07256543|-0.226146643|2|0.560094237|0.791790895|-0.014216155|1|0.925392058|-0.073376247|-0.089453046|0.267882223|-51.07141556|51.92870134|-43.33511299|0.5612316039999999|0.796525872|-1.96796702|74.75779594|-27.39493099|63.61519626|0.49543439|3255.313968|-1369.74655|2428.874279|-19.06744972|8.020794334|15.89643482|0.981902808|7663.17288|-953.3724859|0.017954325|-412.7765217|1719.6510460000002|12.49658915|0.0|1.0|1.0|1.0|3.54|3.62|26.0|-8.23|4.42|6.19|105.02|3.82|125.29|1.0|6.0|34.0|7.0|-6.06|479.48|1.0|0.0|4.5|-5.79|4.1200000000000004e-07|4.46|0.0|5.94e-09|-0.08122|-1966.943431|1209.58|334.8|0.3178|571.39|-1966.720803|0.3178|-0.2342199999999999|-1966.785007|5.5469|3.0|8.5214|8.5214
12a_a50|0.0|0|1|1|0.0|0.0|2|7.927685046000001|1|4.075037557|-0.002936355|-0.0016330379999999|1|0.034845679|-0.111689174|2.112397566|0.014596049|-0.122912558|2|2|0.011790103|-0.168032508|-0.291865836|1|0.699597776|0.795582575|-0.2018898489999999|1|0.904119689|-0.05075501|-0.0663902|0.29507467|-25.57033815|48.30443297|-16.85074424|69.83817338|0.575218972|-0.929462803|47.2792242|-12.00673599|36.15684209|0.469674946|2223.666558|-468.2627037|1462.827156|-6.048985111|5.116970861|9.648744341|0.885635975|4665.239724|-235.9104193|0.027455156|-75.79052945|814.0599092|13.83188822|1.0|0.0|1.0|1.0|3.3|2.21|20.0|-5.49|2.59|3.42|48.53|2.02|94.69|2.0|2.0|24.0|3.0|-6.44|313.36|0.0|1.0|2.55|-3.84|0.000685|2.5|0.0|3.22e-06|-0.03366|-1006.632973|908.22|304.01|0.1807|394.52|-1006.498352|0.1807|-0.20172|-1006.546706|7.9123|75.0|7.1249|7.1249
12m_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|0.0|-0.01047558|0.024086432|2|0.040839506|-0.1305457069999999|0.0|0.0488832779999999|-0.0547272029999999|1|1|0.0026474159999999|-0.084317059|-0.152855196|1|0.817497287|0.832758813|-0.0974968869999999|0|0.783260049|-0.085422479|-0.103359773|0.415971907|-57.96147772|147.06395700000002|-47.58675592|237.0982213|0.773732767|-2.067195455|83.3641853|-27.50290965|76.52074257|0.44976016|3058.3084710000003|-1402.648392|2370.879718|-18.66147291|9.025816604|16.40342255|0.8173893040000001|6658.711303|-951.7351184|0.019500715|-371.4702679|1812.833129|13.2317657|1.0|1.0|1.0|0.0|4.66|0.0|17.0|-6.42|3.4|2.48|114.67|2.06|133.52|1.0|6.0|32.0|6.0|-6.22|439.49|0.0|0.0|2.36|-5.01|1.01e-06|3.89|0.0|3.7600000000000003e-07|-57.0|-1743.174906|1204.39|349.29|255.0|578.87|-1742.965888|0.1615|-0.20742|-1743.030004|5.1279|31.0|7.5114|7.5114
14y_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|3.3149940630000003|-0.005875443|-0.022719307|2|0.046678487|0.041892637|0.731397292|-0.051539811|-0.031435038|2|2|0.007229683|-0.069023218|-0.125978901|2|0.719722236|0.802520527|-0.049318182|1|0.925252932|-0.057809342|-0.080613242|0.2271539169999999|-39.9727336|51.68445972|-38.54233552|82.29531392|0.78322549|-1.612264842|67.16839951|-23.71943531|52.97547894|0.486730407|3096.562257|-1114.8134599999998|2336.815247|-16.40099384|8.213390641|16.00209862|0.948293868|7320.809595999999|-770.8467102999999|0.016527|-391.6770747|1423.362076|11.42772654|0.0|1.0|0.0|1.0|3.41|3.49|26.0|-8.57|4.64|5.32|105.02|3.99|130.3|1.0|5.0|32.0|4.0|-5.8|480.37|0.0|0.0|4.45|-6.13|1.7e-07|4.83|0.0|2.6899999999999996e-09|-0.08374|-2549.091817|1217.48|340.49|444.0|585.2|-2548.8917260000003|444.0|-0.2331599999999999|-2548.953933|6.5205|4.0|8.4225|8.4225
