molecula|n9FaHRing|n9FaRing|SaaNH|SssssC|nAHRing|BCUTs-1|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|MATS7i|AATSC1are|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RPSA|WNSA5|WPSA3|RPCS|FNSA1|DPSA5|GeomPetitjeanIndex|TASA|MOMI-Z|GeomRadius|GRAV|WNSA2|DPSA4|FPSA5|DPSA1|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
16j_a32|1|1|3.359912013|-0.082980188|0|0.609420735|0.175152442|-0.0139074189999999|5.733341277|0|0.046788618|-0.0667943999999999|-0.002456725|10.31100263|3|3|-0.00030659|-0.11512706|-0.117577419|-0.202656848|-0.704356423|0|0.79965447|0.032797932|0.839271289|0.762429418|1|0.8259884120000001|-0.07651119|-0.106897203|0.509776381|0.023266265|-54.71915795|-76.45058155|16.63953228|0.174011588|-54.6758122|11.90023573|45.81893652|0.699790508|91.93816239|0.442735754|590.7291534|3448.428146|7.357962381|6507.757122|-929.4888072999998|35.04175088|0.021655546|-285.7717513|701.9321161|1.0|0.0|1.0|2.0|3.86|3.38|-7.77|6.49|5.24|149.27|1.57|3.0|121.3|1.0|1.0|8.0|-7.45|-5.73|441.57|1.0|0.0|0.0|3.89e-06|0.00172|7.5e-06|-0.05016|3629.0|5.5|341.65|631.34|0.2907|-0.2002799999999999|0.0283671|-2034.408854|9.0|8.0315|8.0315
11b_a31|0|0|3.248213341|0.0|1|0.610137403|0.078614731|-0.01950528|5.733341277|0|0.043380952|-0.078907688|-0.014385937|10.31169957|2|2|-0.010716217|-0.129901143|-0.101934423|-0.16780872|-0.564706551|0|0.833717183|-0.074254978|0.889561759|0.7943850720000001|0|0.545458754|-0.143839236|-0.148709304|0.26165445|0.037758271|-80.0942166|-82.80602396|21.02499452|0.454541246|-46.10900197|11.70737909|87.78853803|0.669723835|100.3071755|0.473305522|303.7286124|1756.711832|6.83089364|5202.545866|-553.3080237|37.09261324|0.0314298879999999|-189.0151528|397.3137532|1.0|0.0|1.0|2.0|3.41|2.29|-5.45|4.67|3.25|125.57|0.79|1.0|92.51|0.0|2.0|5.0|-4.74|-6.73|357.38|0.0|0.0|1.0|0.000178|0.0637|0.00128|-0.03574|3.8437|4.07|322.57|479.66|0.2634|-0.1951|0.04215313|-1519.967224|0.53|6.2757|6.2757
7_a47|0|0|0.0|0.0|0|1.304326965|0.00763426|-0.008206422|0.0|2|0.04030303|-0.128433676|-0.0091074509999999|10.93671034|0|0|-0.00794321|-0.262805289|-0.021071408|-0.04311702|-0.46105149|2|0.6995252890000001|-0.124285418|0.8755534909999999|0.671549194|1|0.8473227320000001|-0.081264417|-0.095957591|0.427432212|0.008915606|-45.82735481|-54.113260200000006|5.027768049|0.152677268|-30.51603217|2.8353037860000003|0.0|0.816979353|61.47335819|0.405265781|477.8297898|1968.695833|6.485224033|5958.904826|-518.7725468|25.02240371|0.0130514639999999|-357.5076454|526.6144628999999|1.0|1.0|1.0|2.0|2.96|3.14|-9.45|5.63|6.52|58.04|3.69|2.0|111.28|0.0|1.0|4.0|-6.47|-4.8|393.84|1.0|0.0|1.0|8.75e-07|0.000345|1.3900000000000001e-07|-0.05297|3.7203|5.08|333.26|455.81|0.2144|-0.2073699999999999|0.03348545|-1647.841533|25.0|7.6|7.6
16h_a32|1|1|3.340888605|0.0|0|0.609420754|0.217139852|-0.015656019|5.733341277|0|0.039958333|-0.069213021|-0.0048042729999999|10.31100268|3|3|-0.002310082|-0.1234671109999999|-0.123297852|-0.219947482|-0.71364354|0|0.804503712|-0.03617945|0.881181048|0.7619492790000001|1|0.7991915079999999|-0.081151869|-0.121464999|0.44308098|0.02096013|-51.56009529|-77.17316899|13.31708433|0.200808492|-49.03221545|8.461051377999999|35.90298920000001|0.7359051059999999|90.15529448|0.459750275|507.7688359|3282.554439|6.710057805|6151.056721|-735.4832318|33.46862873|0.020432929|-299.7661014|573.3529948|1.0|0.0|1.0|2.0|3.61|3.45|-7.0|5.86|4.6|149.27|1.12|2.0|111.95|1.0|1.0|7.0|-6.48|-6.22|413.52|1.0|0.0|1.0|1.7800000000000002e-05|0.0073599999999999|4.09e-05|-0.05028|3.6182|4.54|342.67|556.05|0.2914|-0.2|0.02818755|-1955.832545|9.0|8.0655|8.0655
12ad_a36|0|0|3.428443248|0.0|2|1.297042846|-0.040810025|-0.01083262|5.351858133|2|0.040787037|0.046496301|-0.001148437|10.95445455|1|1|0.000906224|0.077659878|-0.136151085|-0.227404687|-0.478461478|1|0.817851296|0.018207862|0.8846605|0.7767870459999999|0|0.760267769|-0.082404548|-0.107772644|0.423689705|0.030769062|-58.34300549|-76.30379737|21.78471426|0.239732231|-54.02363038|15.4237324|81.68309557|0.656407461|96.81391944|0.477102332|538.2749789|2474.175727|8.770308295|6569.653402|-1026.448977|39.44011905|0.028968808|-221.4751857|735.3783268|1.0|0.0|0.0|2.0|4.9|0.0|-6.62|2.7|1.67|95.5|1.89|1.0|135.03|0.0|1.0|7.0|-4.18|-7.18|439.47|0.0|0.0|0.0|8.36e-05|0.0367|0.000106|-0.05406|5733.0|4.5|321.93|588.2|0.2532|-0.21044|0.03648828|-1460.610659|17.0|7.7696|7.7696
9_a1|0|0|3.358585365|0.0|0|1.432397289|0.020428974|-0.00614716|4.727387819|1|0.037578348|-0.110185988|-0.00314411|10.94877277|1|1|-0.0018191779999999|-0.232860777|-0.044035724|-0.093062585|-0.483335578|1|0.582499378|0.02778394|0.7964939409999999|0.572272366|0|0.755276458|-0.080888063|-0.085722429|0.166794384|0.011266799|-46.63553015|-49.42275468|6.495805626|0.244723542|-28.49439431|3.745117974|0.0|0.7816897429999999|57.60218193|0.452572261|435.4501351|1739.0376789999998|7.61577077|5063.330971|-455.910309|23.52578164|0.014186995|-324.81308110000003|472.9447227|1.0|1.0|1.0|1.0|2.78|2.66|-8.98|5.86|5.57|58.64|2.74|2.0|102.84|0.0|1.0|4.0|-4.68|-5.81|357.38|0.0|0.0|1.0|1.62e-05|0.0057799999999999|3.7100000000000003e-07|-0.07602|3343.0|5.6|370.88|487.19|0.5409|-0.21015|0.03294951|-1187.065335|6.0|5.2218|5.2218
21a_a23|1|1|0.0|0.0|0|1.197963603|0.1049806919999999|-0.005708466|5.4161004020000005|2|0.042862319|0.071115216|0.01269616|10.31321782|2|2|0.01180744|0.130024255|-0.074441567|-0.136106024|-0.484404194|2|0.725800261|-0.137122549|0.79188323|0.6906097959999999|1|0.926538469|-0.051521215|-0.082341001|0.224766417|0.011564247|-34.01266735|-54.35891011|7.634348008|0.073461531|-35.88602363|5.039953753|82.08958626|0.842121383|61.73864319|0.492301762|611.67123|2272.736256|7.950891003|6464.524241|-753.6064963|27.11098744|0.011178565|-451.7153132|666.0036144999999|0.0|0.0|1.0|1.0|3.53|3.48|-7.78|3.88|4.33|105.02|3.24|2.0|125.25|0.0|1.0|5.0|-5.89|-6.07|425.51|0.0|0.0|0.0|5.29e-06|0.00225|7.03e-06|-0.07243|3.6993|3.75|335.16|558.61|0.3692|-0.2226699999999999|0.0203361|-1669.0502720000002|102.0|6.9914|6.9914
2_a49|0|0|0.0|0.0|1|1.3438506419999998|-0.084499704|-0.004112807|5.4161004020000005|2|0.038726287|-0.100166139|0.004524556|10.92973199|1|1|0.004580676|-0.170631119|0.032521855|0.055400364|-0.320124905|2|0.802447754|0.00991453|0.851413454|0.7701578720000001|1|0.81348014|-0.08647612|-0.079176085|0.41397907|0.01105681|-44.066695|-40.34672657|5.634353797999999|0.18651986|-20.55997527|2.871166625|0.0|0.7154059890000001|49.26352575|0.454163307|414.5350312|1550.010086|5.667936413|4874.364109|-308.399629|20.14177325|0.017498253|-219.534132|439.9973344|0.0|1.0|1.0|1.0|3.09|2.5|-6.82|3.28|3.7|69.62|1.88|0.0|99.52|0.0|1.0|2.0|-3.53|-6.57|327.38|0.0|1.0|1.0|0.000129|0.0421|4.94e-05|-0.04372|5.4614|1.79|331.24|371.96|0.0572|-0.19923|0.0366366999999999|-1045.8595810000002|59.0|7.2291|7.2291
20_a4|0|0|0.0|0.0|1|1.399905568|-0.203359312|-0.003103385|5.4161004020000005|1|0.039635417|-0.061689675|0.012265062|10.9459449|1|1|0.012025268|-0.098992154|-0.064248765|-0.103098674|-0.211751813|1|0.691307598|-0.105783279|0.8404413829999999|0.665774148|0|0.918147288|-0.060595472|-0.072188305|0.210083785|0.022933651|-29.16642156|-34.74640079|11.03865532|0.081852712|-16.72448692|5.313236547|68.49419443|0.6435852470000001|46.45917085|0.421704107|441.9318823|1379.418733|5.543543957000001|4085.683488|-234.1428169|20.4281979|0.024334176|-138.2237887|338.71903330000004|1.0|1.0|1.0|0.0|3.23|3.06|-5.55|3.2|3.54|39.94|2.09|0.0|86.62|0.0|2.0|3.0|-3.46|-5.96|289.33|0.0|1.0|1.0|0.000134|0.0388|0.000806|-0.03048|5.1778|2.73|306.74|402.27|0.1415|-0.19747|0.022349042|-934.150871|646.0|6.1898|6.1898
16_a15|0|0|0.0|0.0|0|0.300207157|0.072882981|-0.008593957|0.0|2|0.035555556|-0.003882928|-0.009769916|10.31928197|0|0|-0.00379317|-0.006331105|-0.046871961|-0.0764246109999999|-0.528097878|2|0.787100127|-0.018331526|0.77948108|0.72660548|0|0.723597405|-0.08870471|-0.101500719|0.7427725270000001|0.0070920509999999|-60.63825695|-69.38556779999999|4.848103252|0.276402595|-47.4317527|3.31414791|17.68542055|0.868460507|76.07332645|0.419910645|494.6488764|3014.308422|6.798937229|6931.531554000001|-996.0668068|31.07023998|0.009783192|-503.7568532|728.353441|1.0|1.0|1.0|2.0|3.59|2.93|-9.21|3.37|6.02|115.58|1.72|2.0|124.45|0.0|1.0|6.0|-6.0|-6.27|446.52|1.0|0.0|1.0|6.14e-06|0.00274|2.72e-07|-0.04082|4.1731|8.26|300.24|600.98|0.1409|-0.20953|0.06079704|-1770.281427|21.0|7.6778|7.6778
4q_a46|0|0|0.0|0.09591943|1|1.131262631|-0.2520920439999999|-0.001250008|5.587248657999999|2|0.0462962959999999|-0.012611536|0.012173202|10.96363644|1|1|0.012222698|-0.019471024|-0.1214838219999999|-0.187559576|-0.125840557|2|0.716317772|-0.121752717|0.848935944|0.703627625|0|0.913550004|-0.052170875|-0.070035423|0.258420996|0.014510206|-29.12008262|-39.09149156|8.099124333999999|0.086449996|-21.81959712|4.520667361|72.14599138|0.61955726|49.37907349|0.487775649|509.9138517|1491.412605|6.038093227999999|4992.497361|-327.2939568|18.92875482|0.018430997|-133.46593529999998|554.3688216|1.0|1.0|1.0|0.0|3.95|3.16|-6.94|4.09|4.09|52.83|1.75|0.0|102.63|0.0|1.0|4.0|-3.41|-6.54|348.44|0.0|1.0|0.0|0.000129|0.0449|3.97e-05|-0.03042|4.5296|2.57|273.72|510.13|0.1432|-0.2207199999999999|0.02185677|-1108.566571|743.0|6129.0|6129.0
5_a18 (BIBF0775)|0|0|0.0|0.0|2|1.251175715|0.0160123|-0.005220163|4.844187086|1|0.035478927|-0.0366107389999999|0.002526619|10.94702058|0|0|0.0036739159999999|-0.054916741|-0.144352593|-0.216531385|-0.453086741|0|0.7140745620000001|-0.040022105|0.774859029|0.7061155790000001|0|0.8432358679999999|-0.068989967|-0.078246932|0.420002762|0.008501088|-52.09190866|-59.08151918|6.418873637000001|0.156764132|-44.61038661|4.846666751|50.25564119|0.8159410579999999|67.25977848|0.483962172|636.6978809999999|1645.395714|9.798677372|7221.114573000001|-1204.480438|27.535837|0.010831199|-477.1120625|1140.896548|0.0|1.0|1.0|2.0|4.42|0.0|-9.21|4.09|3.69|76.5|3.52|3.0|155.95|0.0|1.0|8.0|-6.07|-5.96|494.63|0.0|1.0|0.0|1.91e-06|0.000946|3.06e-07|-0.04938|3.2027|8.45|378.13|691.68|0.4825|-0.18092|0.02305362|-1571.914419|34.0|7.4685|7.4685
19a_a38|0|0|3.3685352889999995|0.0|2|1.297044508|-0.084389038|-0.007986407|5.351858133|2|0.043848238|0.054257043|-0.002526241|10.96083376|1|1|-0.000673716|0.116434494|-0.101303149|-0.217394466|-0.4342819429999999|1|0.724208473|-0.133130383|0.8741648479999999|0.698414933|0|0.747152898|-0.08593151|-0.108300308|0.298938581|0.022142322|-51.36166266|-64.73159672|13.23456869|0.252847102|-38.69037594|7.910363161|0.0|0.744796537|77.20795279999999|0.465829126|446.57675660000007|2304.055966|6.923156054|6115.030149|-696.4267669|31.28824271|0.020873781|-292.6320538|595.8790650000001|1.0|1.0|1.0|3.0|4.83|2.56|-6.86|3.13|2.55|81.23|2.4|1.0|125.69|0.0|1.0|5.0|-4.14|-6.77|401.44|0.0|0.0|1.0|6.77e-05|0.0272|5.610000000000001e-05|-0.05271|3.9212|3.41|339.65|466.55|0.0721|-0.20379|0.03338983|-1332.002093|0.01|8.0106|8.0106
19g_a38|0|0|3.229090845|0.0|2|1.297044182|-0.077355838|-0.008497058|5.351858133|2|0.042419753|-0.037579797|-0.006877664|10.96052467|1|1|-0.004358975|-0.096139701|-0.098027247|-0.250781298|-0.438254637|1|0.653741315|-0.076414544|0.892249657|0.632625562|0|0.7200062690000001|-0.086314802|-0.114243258|0.5322242429999999|0.022953686|-54.62049927|-72.29378538|14.52522351|0.279993731|-45.74791999|9.191644336|18.41027014|0.719941993|86.78105144|0.455443492|455.6240763999999|2506.378649|6.327835378|6631.17356|-777.7146399000001|34.14148263|0.0228937029999999|-278.3610963|593.6088758|1.0|1.0|1.0|3.0|4.82|2.52|-7.12|3.55|3.11|81.23|2.78|1.0|125.65|0.0|1.0|5.0|-4.25|-6.81|419.43|0.0|0.0|1.0|4.67e-05|0.0196|3.19e-05|-0.05479|5.2766|3.66|336.12|475.84|0.0962|-0.20748|0.03244515|-1431.244906|42.0|7.3778|7.3778
16c_a32|1|1|3.329674745|0.0|0|0.6094207629999999|0.191088217|-0.01639019|5.733341277|0|0.03995614|-0.03152033|-0.0064007569999999|10.31100271|3|3|-0.00369116|-0.057356214|-0.1260956869999999|-0.229450999|-0.697601261|0|0.809370315|-0.061904762|0.915639476|0.764217655|1|0.773043206|-0.088841599|-0.119988297|0.367322508|0.025791147|-53.00702241|-71.59058881|15.38819548|0.226956794|-42.71426897|9.181311842|37.0285246|0.6846367059999999|86.97970500000001|0.463897164|461.2334662|3143.196853|6.313526111|5979.891916|-597.9997655000001|33.27140293|0.02579269|-220.3256617|513.9156315|1.0|0.0|1.0|2.0|3.5|3.08|-6.99|5.64|4.21|149.27|0.88|1.0|107.14|1.0|1.0|7.0|-6.04|-6.44|399.49|1.0|0.0|1.0|3.89e-05|0.0155|4.13e-05|-0.0505|3.6264|4.12|341.89|508.43|0.2955|-0.20047|0.02806787|-1916.536967|5.0|8.3468|8.3468
3a_a32|1|1|3.226454082|0.0|0|0.6094208210000001|-0.0505635059999999|-0.007588088|5.6869753560000005|0|0.03382716|-0.014365682|-0.002794182|10.31100283|3|3|-0.001223394|-0.028290955|-0.079652285|-0.1568626659999999|-0.491457345|0|0.84134255|0.215012723|0.921812162|0.7757299320000001|1|0.817070968|-0.080607266|-0.0970820759999999|0.30031978|0.0224684379999999|-37.30101542|-44.92473442|10.39727075|0.182929032|-20.78892268|4.811337463|0.0|0.6723099029999999|55.87310101|0.461044711|378.0996237|812.930125|5.755284924|4249.04624|-207.8892268|22.27382254|0.0236593529999999|-159.4728294|278.73805810000005|0.0|1.0|1.0|1.0|2.96|2.21|-6.12|5.77|4.12|110.94|1.19|0.0|83.28|0.0|1.0|2.0|-5.32|-5.77|298.39|0.0|0.0|1.0|4.51e-05|0.0134|0.0002279999999999|-0.0558|3.6308|2.17|341.48|355.48|0.2719|-0.20638|0.02744024|-1554.748543|3.0|8.5686|8.5686
12u_a36|0|0|3.508898495|0.0|2|1.270259304|-0.054501792|-0.006461999|5.351858133|2|0.042560386|0.033763276|0.0042553209999999|10.95266014|1|1|0.005035022|0.055588998|-0.099596099|-0.163978382|-0.438988314|1|0.901715152|-0.018047007|0.855176759|0.860667615|0|0.842227829|-0.07260571|-0.0969881059999999|0.3765068079999999|0.017639065|-50.53295452|-67.50289394|12.27663887|0.157772171|-46.98143813|8.544435884|5.944854912|0.77938748|78.06218646|0.486156325|586.1833819|2455.7556010000003|7.65672775|6127.402572|-986.6102007|30.82735404|0.015171583|-388.9026034|799.5563855|1.0|0.0|1.0|2.0|5.05|0.0|-7.38|3.85|3.01|69.2|2.66|2.0|138.33|0.0|1.0|6.0|-4.95|-6.19|423.51|0.0|1.0|1.0|1.39e-05|0.00589|1.7800000000000002e-05|-53.0|3.8847|4.21|337.37|590.18|0.0176|-0.20409|0.03260752|-1350.638138|16.0|7.7959|7.7959
18_a4|0|0|0.0|0.0|1|1.3998285519999998|-0.181683336|-0.004533883|5.4161004020000005|1|0.042924837|0.049240675|0.000379379|10.94611841|1|1|0.00042|0.108754635|0.006968314|0.015390457|-0.319213511|1|0.624748358|-0.105846349|0.8547339420000001|0.615655659|0|0.7755960390000001|-0.094231531|-0.085817825|0.269470313|0.017694182|-46.48874223|-42.33787448|8.729352711|0.224403961|-20.88721799|4.306590617|0.0|0.769438308|50.98777224|0.405586004|382.6371479|1573.744396|6.133421395|4381.693113|-313.3082699|22.30718562|0.0175331289999999|-265.85258480000005|337.0066459|0.0|1.0|0.0|1.0|3.32|2.56|-5.53|3.46|3.43|50.94|2.2|0.0|86.22|0.0|2.0|3.0|-2.95|-6.58|307.32|0.0|1.0|1.0|0.000312|0.0959|0.0009109999999999|-0.03538|4.5152|3.02|294.88|404.27|0.1|-0.20883|0.02525528|-1033.398285|2.62|5.5817|5.5817
3o_a32|1|1|3.644417045|0.0|1|0.609420753|-0.022603806|-0.006253394|5.733341277|1|0.035643275|-0.064818511|-0.001411347|10.3110027|3|3|0.000243592|-0.117744493|-0.061774721|-0.11221537|-0.483580522|0|0.90022001|-0.154436834|0.872498916|0.840991936|1|0.8377808240000001|-0.073742105|-0.095457829|0.252703854|0.012519666|-42.51640563|-55.03672286|7.218280399|0.162219176|-31.73171751|4.161738248|0.0|0.7850948190000001|62.56936516|0.455089918|483.0270239|2469.87467|6.392329273|5488.777096|-475.9757626|23.36733582|0.0130649069999999|-328.7458915|541.0877621000001|1.0|1.0|1.0|2.0|3.47|3.06|-7.27|6.39|4.2|122.97|1.58|1.0|112.07|0.0|1.0|3.0|-5.72|-6.17|381.52|0.0|0.0|1.0|1.87e-05|0.00714|2.04e-05|-0.05413|3.5333|2.35|350.9|464.85|0.2851|-0.20065|0.03088166|-1805.333039|0.24|6.6198|6.6198
4f_a46|0|0|0.0|0.2096617139999999|1|1.134637108|-0.2265364489999999|-0.001035775|5.587248657999999|2|0.045958333|-0.099507167|0.012332859|10.96352592|1|1|0.011806162|-0.154986658|-0.079238184|-0.123416853|-0.150189733|2|0.6901151990000001|-0.1697014539999999|0.7796270059999999|0.69830739|0|0.934973206|-0.055836642|-0.0674830959999999|0.296072934|0.008734825|-30.29079362|-36.60887321|4.738551282|0.065026794|-19.85993046|2.570614463|56.50645576|0.759842275|42.21890747|0.424708366|507.213176|1563.375755|5.654067072999999|4661.569032|-317.7588874|15.73210412|0.010341277|-281.9234274|538.4165208|1.0|1.0|1.0|0.0|3.88|3.16|-7.21|4.56|4.71|43.6|2.58|1.0|101.54|0.0|1.0|3.0|-4.38|-5.65|332.44|0.0|1.0|1.0|2.62e-05|0.00872|2.04e-05|-0.02947|4548.0|3.87|272.61|493.53|0.1719|-0.2202599999999999|0.02238723|-1033.36869|183.0|6.7375|6.7375
A7701_a51|0|0|2.9690728930000003|0.0|0|1.390164251|-0.221071791|-0.002377784|4.59511985|2|0.031405229|0.070581466|0.008062393|10.93031118|1|1|0.00740235|0.119725261|0.036217274|0.061434294|-0.22798944|2|0.7078647990000001|-0.0533751959999999|0.8092075540000001|0.688876851|1|0.865114773|-0.071384149|-0.078131694|0.514530959|0.007404204|-32.97926236|-36.09660744|3.420720075|0.134885227|-16.67652408|1.580362387|0.0|0.799046392|41.87351682|0.420350923|399.6804233|1108.114062|5.137516673|4153.310077|-233.4713371|17.56790307|0.012504214|-276.3170672|332.8814548|1.0|1.0|1.0|1.0|2.66|2.05|-7.58|4.46|4.0|54.46|1.98|0.0|87.52|0.0|1.0|2.0|-3.95|-5.82|286.33|0.0|1.0|1.0|6.790000000000001e-05|0.0195|7.5e-06||||||||||25.0|7.6021|7.6021
5a_a40|0|0|0.0|0.0|0|0.604913477|-0.116583806|-0.004609716|6.167516491000001|0|0.0388888889999999|-0.108428634|0.011345707|10.31198338|2|2|0.010425818|-0.191663433|0.004130836|0.007301856|-0.363338726|0|0.538671739|-0.0395444479999999|0.820901326|0.5263598389999999|1|0.8531783270000001|-0.078132307|-0.090991462|0.04987082|0.020641204|-34.5789643|-40.27003217|9.135164355|0.146821673|-17.82228195|4.042943749|52.43850484|0.8224652720000001|46.06507254|0.4889874279999999|377.5905776|508.8362301|5.507689573|3736.248815|-213.8673835|19.58503709|0.0130940839999999|-285.426492|244.8873477|1.0|0.0|1.0|0.0|3.04|2.49|-4.05|3.68|3.08|75.5|1.85|0.0|74.15|0.0|2.0|3.0|-4.13|-5.9|269.32|0.0|1.0|1.0|0.000213|0.0574|0.0241|-0.0657799999999999|3.7921|4.36|326.96|353.51|0.4461|-0.21644|0.01514427|-1177.555706|81.0|7.0915|7.0915
8g_a8|0|0|3.073183107|0.0|1|1.39137364|-0.000475415|-0.014340328|5.4161004020000005|0|0.0438779959999999|0.000966222|-0.009140059|10.94318883|1|1|-0.007047583|0.001970629|0.0794962979999999|0.162134281|-0.508072694|0|0.6784762320000001|-0.0571942009999999|0.790058057|0.656457444|0|0.533935495|-0.136742629|-0.129695841|0.298992226|0.031118325|-83.78686741|-79.46906035|19.06725815|0.466064505|-48.6934008|11.68315869|67.54104396|0.8330608209999999|90.27531534|0.479218966|327.1604688|2148.49832|7.440878437999999|6581.432140999999|-925.1746152|38.56355928|0.017636126|-408.1554248|551.1746801|0.0|0.0|0.0|2.0|3.31|2.96|-7.4|4.11|3.89|99.34|3.01|2.0|111.38|0.0|1.0|4.0|-5.3|-6.34|417.39|0.0|0.0|0.0|1.16e-05|0.00483|1.67e-05|-0.05849|3.7495|7.17|330.67|489.97|0.3904|-0.21391|0.04147516|-1450.787398|4.2|5.3768|5.3768
17_a4|0|0|0.0|-4.533317957|1|1.219995452|-0.188642713|-0.006491052|5.4161004020000005|1|0.043084795|-0.01849014|0.001892883|10.94611837|1|1|0.002155864|-0.073733221|-0.0179434139999999|-0.07155304|-0.392770755|1|0.49887819|-0.12969185|0.8347553529999999|0.484393047|0|0.888791225|-0.0887214819999999|-0.08932566|0.332034943|0.01061251|-45.75108579|-46.06264282|5.472562628|0.111208775|-23.75316417|2.822041259|0.0|0.861696586|52.67753395|0.4440629029999999|458.3237652|1658.726841|5.923504372999999|5322.773303|-403.8037909|25.24299609|0.012827738|-373.0328031|319.5521911|1.0|0.0|0.0|0.0|3.31|2.94|-6.56|4.59|6.26|30.71|3.66|1.0|85.09|0.0|1.0|3.0|-4.36|-5.56|345.29|1.0|0.0|1.0|1.5399999999999998e-05|0.00532|9.44e-05|-0.04186|4.3363|4.44|285.92|413.28|0.2045|-0.21745|0.02636403|-1255.932407|877.0|6057.0|6057.0
13j_a6|0|0|3.409065702|0.0|1|1.430640326|0.0353600779999999|-0.015004989|5.351858133|1|0.041728395|0.07522656|-0.011017781|10.95129557|1|1|-0.007703306|0.121750719|-0.045418125|-0.073507141|-0.562698347|1|0.8744720490000001|-0.079161042|0.8353837409999999|0.830577798|0|0.6229641429999999|-0.120219472|-0.129511589|0.205764388|0.03111288|-80.33128667|-86.54032868|20.78979124|0.377035857|-57.82670518|13.89184843|114.6910805|0.7841668409999999|99.85109065|0.433600896|416.2679342|2634.320708|8.741405506|6276.316063|-1098.707398|39.56287079|0.0199201689999999|-379.7635712|673.8038326000001|1.0|1.0|1.0|3.0|3.56|2.26|-8.5|4.16|3.54|115.15|1.18|1.0|120.17|0.0|1.0|6.0|-5.03|-6.81|427.46|0.0|0.0|1.0|3.28e-05|14.0|1.36e-06|-0.0488899999999999|3.6504|4.94|348.28|555.0|0.0259|-0.19491|0.03242949|-1426.335207|262.0|6.5817|6.5817
20_a47|1|1|0.0|0.0|0|1.408721455|0.055662511|-0.011237762|4.727387819|2|0.039520202|0.031814023|-0.009220816|10.95058273|1|1|-0.006342241|0.087325054|-0.108236785|-0.297094867|-0.5332051720000001|2|0.61847122|0.113432542|0.8575369009999999|0.59534794|1|0.6888286020000001|-0.083811055|-0.092005493|0.213977589|0.023587109|-45.68149289|-50.14789824|12.85623208|0.311171398|-27.33327788|7.00733184|49.00609086|0.595234209|69.09296541|0.4642647929999999|375.4483088|1219.306754|7.022502229|5896.060936|-409.9991682|30.08893541|0.034758191|-103.815441|428.5826478|0.0|1.0|1.0|2.0|3.19|2.96|-7.31|2.56|4.54|84.73|2.75|1.0|99.68|0.0|1.0|5.0|-4.06|-6.75|380.35|0.0|0.0|1.0|8.32e-05|0.0316|1.86e-05|-0.06357|3.9808|4.08|311.45|426.08|0.2807|-0.22734|0.03389691|-1335.620783|3.0|8.6|8.6
27c_a34|0|0|0.0|0.0|1|1.4335249819999998|0.02583752|-0.014036512|5.351858133|1|0.041728395|-0.08157574|-0.008017781|10.95447877|1|1|-0.004694534|-0.132026575|-0.128393271|-0.2077985889999999|-0.543350914|1|0.850511415|-0.0239323839999999|0.8353837409999999|0.804740647|0|0.631065353|-0.114233896|-0.12597014|0.32643486|0.0304948179999999|-76.84420762|-84.73908278|20.51361454|0.368934647|-57.00328784|13.79934071|119.8660257|0.7381974290000001|100.1948155|0.424716257|424.51250080000005|2477.818875|8.808655321|6308.331369|-1026.059181|38.98592708|0.022975949|-320.4669239|673.8038326000001|1.0|1.0|1.0|2.0|3.55|3.11|-7.67|3.11|3.34|104.29|1.71|1.0|119.71|0.0|1.0|6.0|-4.75|-6.85|427.46|0.0|0.0|1.0|3.52e-05|0.0151|9.1e-06|-0.03792|4277.0|5.23|316.4|558.04|0.0093|-0.19682|0.03913684|-1426.31053|0.8|6.0969|6.0969
