molecula|NaaNH|SaaNH|SssssC|NaasN|SRW09|nARing|SaasN|MATS2c|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|MATS8i|AATSC8d|n5aHRing|AATSC1pe|n6aHRing|MATS8d|GATS1pe|FNSA5|PNSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WPSA3|FNSA2|WNSA3|DPSA5|DPSA3|TASA|PNSA2|MOMI-Z|GeomRadius|GeomShapeIndex|GRAV|PPSA1|FPSA5|DPSA2|CYP2D6 inhibitor|CYP2C9 inhibitor|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
14c_a22|0|0.0|0.0|1|6.842683282|0|1.596256692|-0.134137693|-0.005236206|-0.018518519|2|0.038137255|-0.026986769|-0.298463715|-0.023927419|0.006275578|1|0.004362505|2|0.010828071|0.639264982|-0.080077573|-48.57709197|-57.64986681|17.68831053|36.22825261|0.133423541|-0.030217952|12.73426132|-1.60155147|-34.9718749|75.5139152|66.26540251|623.8702703|-1152.997336|2092.7515510000003|8.626337592|0.8592469290000001|6882.45|243.5598613|0.024813755|1742.5109329999998|1.0|1.0|3.49|0.08|27.0|3.9|1.08|1.0|128.77|0.0|1.0|6.0|-4.86|34.0|6.0|-6.96|445.48|0.0|0.0|0.0|2.98|2.4e-05|2.9|2.35e-07|-0.07399|4.79|3.6741|715.52|1241.55|337.45|0.5079|575.8|0.3078|0.69113|-0.15408|7.3824|-0.22807|0.03150011|-1460.38772|9.04|6.8153|6.8153
13j_a6|1|3.409065702|0.0|0|7.412764017000001|1|0.0|0.0353600779999999|-0.015004989|-0.154502515|1|0.041728395|0.07522656|-0.855284356|-0.0951246069999999|-0.047513534|1|-0.007703306|1|-0.079161042|0.830577798|-0.129511589|-80.33128667|-86.54032868|20.78979124|180.6709018|0.377035857|-0.046428683|13.89184843|-2.460720196|-53.67779048|99.85109065|101.1210779|416.2679342|-1644.266245|2634.320708|8.741405506|0.765539515|6276.316063|144.22085800000002|0.0199201689999999|2096.832152|1.0|1.0|3.56|0.12|23.0|4.16|1.18|1.0|120.17|0.0|1.0|6.0|-5.03|32.0|5.0|-6.81|427.46|0.0|0.0|1.0|2.82|3.28e-05|2.95|1.36e-06|-0.0488899999999999|4.94|3.5599|712.52|1196.6|348.28|0.2857|555.0|0.69993|0.7045100000000001|-0.14602|8.3187|-0.19491|0.03242949|-1426.335207|10.9731|6.5817|6.5817
12ao_a36|1|3.477902101|0.0|0|7.412764017000001|2|0.0|-0.058597382|-0.007081548|-0.065314765|2|0.042739018|0.0895536619999999|-0.410729809|-0.113963585|-0.033032344|1|0.003724542|1|-0.05785124|0.856135378|-0.1019516769999999|-51.52001456|-67.45579866|11.76697353|85.17634667|0.167417241|-0.03775988|7.785557064|-2.039033535|-34.08795068|78.51108393|63.28698809|550.8740683|-1349.115973|2298.760179|8.769931502999999|0.8620895909999999|5943.227395|144.1736112|0.016708791|1724.9956719999998|0.0|0.0|4.87|0.12|17.0|3.62|2.38|1.0|133.84|0.0|1.0|6.0|-4.58|31.0|4.0|-6.34|407.47|0.0|1.0|0.0|2.37|2.82e-05|3.45|3.94e-05|-0.05455|3.83|3.4743|701.9|1190.17|356.86|0.6249|548.59|0.4962|0.7045|-0.14207|5.4691|-0.19662|0.03244719|-1310.138396|7.447999999999999|7.5229|7.5229
4R4k_a46|0|0.0|0.173180233|1|7.825245291|1|2.145043462|-0.050636784|-0.0049602|-0.088084767|1|0.0510113959999999|-0.104665424|-0.252970193|-0.1149361969999999|-0.1032662209999999|1|0.006050983|1|-0.141706595|0.784722915|-0.085931818|-47.73036108|-45.72566346|4.194771739|173.3171354|0.109374836|-0.030434186|2.232103603|-1.4608409080000002|-25.39807111|49.58292992|51.92513282|473.9155694|-777.3362788|1767.850427|5.522208638|0.871222588|4711.736397|70.94107067|0.007248925|896.9115391|1.0|0.0|3.8|0.33|17.0|4.26|2.84|1.0|100.96|0.0|1.0|2.0|-4.82|25.0|3.0|-5.46|333.43|0.0|1.0|1.0|3.81|1.4800000000000002e-05|4.05|8.28e-05|-0.02045|4.52|4.1392|565.94|994.13|299.53|0.2896|490.83|0.54119|0.68404|-0.17484|1.8559|-0.19529|0.0257622|-1053.254911|1.9753|7.0132|7.0132
1h_a5|1|2.9516097130000003|0.0|0|6.605297921|0|0.0|-0.259241577|-0.001978474|-0.009075016|2|0.026339869|-0.02598568|-0.085074391|-0.1197834419999999|-0.044117647|1|0.007357977|2|-0.082079343|0.6977404359999999|-0.069496749|-35.25675213|-36.2462047|4.588992214|160.0744187|0.119359774|-0.027798699|2.393400474|-1.111947978|-18.38824808|44.51475742|39.84574434|459.3001331|-579.9392753|819.6979313999999|6.711386288|0.958891501|4334.547353|132.96722079999998|0.01585373|778.3845404|1.0|0.0|2.8|0.05|23.0|4.99|2.13|0.0|95.45|0.0|1.0|3.0|-4.25|24.0|3.0|-5.77|312.37|0.0|1.0|1.0|3.43|3.5600000000000005e-05|3.43|1.21e-06|-0.04124|3.17|4.3651|556.57|934.7|284.03|0.3333|430.83|0.4112699999999999|0.57155|-0.17797|2.2396|-0.21921|0.031392033|-990.523098|3.3752|7.5528|7.5528
8g_a12|1|2.897921027|0.0|0|6.580639137|1|0.0|0.10205033|-0.0084227909999999|-0.029907264|2|0.038347953|-0.038463841|-0.40429396|-0.094550033|-0.040257632|1|0.005405355|1|-0.070405398|0.7714487940000001|-0.1045061519999999|-42.39297373|-57.6443411|4.915102972|84.95000993|0.142374631|-0.042752517|2.7111119089999995|-1.881110729|-23.38345638|61.99654413|47.30807670000001|473.055878|-1037.59814|1356.883205|6.882798206|0.864880588|5327.736626|54.23932676|0.007890315|1150.7554189999998|1.0|1.0|4.07|0.1|21.0|3.31|2.89|1.0|109.93|0.0|1.0|3.0|-4.38|27.0|5.0|-6.28|353.38|0.0|0.0|0.0|2.77|4.61e-05|3.06|3.53e-06|-0.06432|3.68|3731.0|590.93|989.66|332.31|0.3786|418.41|462.0|0.55027|-0.1520099999999999|2.9986|-0.21633|0.03954539|-1154.173831|4.2131|5.43|5.43
12aa_a36|1|3.4172704080000003|0.0|0|7.412764017000001|2|0.0|0.033952382|-0.011588438|-0.135770278|2|0.042560386|0.03597264|-0.672129428|0.010538281|-0.013898809|1|-0.004569485|1|-0.023185884|0.849217847|-0.117270578|-72.94175494|-80.19356964|16.1504726|132.3194611|0.3110547589999999|-0.04126187|11.04423694|-2.228140982|-49.88002793|96.18613736|89.09222754|471.12395210000005|-1523.677823|2418.848273|8.05947774|0.812554922|6438.603019|183.7216658|0.023386634|2083.417693|0.0|0.0|4.83|0.13|17.0|1.92|1.28|1.0|131.85|0.0|1.0|6.0|-3.52|32.0|5.0|-7.79|424.46|0.0|0.0|0.0|1.15|0.000359|1.55|0.000305|-0.05111|3.88|3.8899|701.99|1183.76|318.73|0.4446|520.19|0.6931|0.6931|-0.15718|3.5904|-0.20829|0.04550032|-1401.45065|4.7433|8.0458|8.0458
11_a4|0|0.0|0.0|1|7.535296702|1|2.159635561|-0.20567828|-0.001098364|0.032861655|2|0.03617284|-0.017835936|-0.056016567|-0.073554945|-0.0043410079999999|1|0.010782511|2|-0.007574475|0.647727179|-0.06530408|-31.35942689|-37.74083422|5.395547437|12.88007087|0.069886591|-0.023620625|3.118219598|-1.110169356|-18.12338426|44.63993001|36.75497433|537.5354202000001|-641.5941818|1640.559148|6.850305797000001|0.924411925|5425.1341090000005|140.96082869999998|0.011937709|848.5670554999999|1.0|1.0|3.31|0.23|21.0|4.97|3.15|2.0|111.64|0.0|1.0|4.0|-5.14|27.0|3.0|-5.74|372.49|0.0|0.0|1.0|4.16|1.06e-05|3.99|3.31e-06|-0.05582|3.2|3.78|630.04|1071.03|328.0|151.0|479.99|0.4444|0.65942|-0.15885|4187.0|-0.2146699999999999|0.02336674|-1467.255521|5.3012|6.9586|6.9586
17a_a50|0|0.0|0.0|2|7.934155233999999|1|4.319202937|-0.186084687|-0.002225436|0.009691515|1|0.034142512|-0.109740063|-0.133526134|-0.0979202769999999|-0.131632653|2|0.012893333|1|-0.215448852|0.732114362|-0.078525868|-29.57096251|-51.14229199|8.977762705|10.03717565|0.07699335|-0.0280449529999999|5.847033234|-1.570517366|-19.25896309|58.69900789|38.54872522|601.1353533|-1022.84584|1799.721631|8.087984548|0.948768582|5718.782531|136.82673369999998|0.011602876|1294.887612|1.0|1.0|3.95|0.29|20.0|3.39|2.3|1.0|121.78|0.0|1.0|6.0|-3.99|30.0|4.0|-6.44|398.5|0.0|1.0|0.0|3.27|3.61e-05|3.23|6.97e-05|-0.03196|3.08|4.0477|705.96|1204.79|306.31|0.1817|616.93|0.6244|0.66046|-0.16724|6.2113|-0.1992|0.02594911|-1258.322582|8.2991|7.0706|7.0706
14a_a22|0|0.0|0.0|1|6.842683282|0|1.646649187|-0.136588366|-0.0050042229999999|-0.052476637|2|0.038167849|0.021482585|-0.280236463|-0.057308195|-0.015194063|1|0.005757758|2|-0.027029438|0.655865336|-0.081479363|-42.39063895|-55.51601021|14.49148204|93.21042936|0.135922381|-0.031338217|9.873779458|-1.629587269|-28.88288575|70.33046351|56.88212098|588.739773|-1110.320204|2169.870866|8.052850876|0.8069597009999999|6348.976909|203.8666248|0.021742777|1584.38271|1.0|1.0|3.42|0.08|27.0|3.87|1.73|1.0|124.05|0.0|1.0|6.0|-4.65|32.0|5.0|-6.61|420.47|0.0|0.0|1.0|3.19|2.1e-05|3.18|2.56e-07|-0.06145|4.98|3.5707|695.62|1191.81|347.23|0.3051|534.87|0.45928|0.63156|-0.15029|4.9775|-0.21174|0.03539365|-1368.13858|6603.0|7.4202|7.4202
12bc_a36|1|3.43846811|0.0|0|7.412764017000001|2|0.0|-0.058020733|-0.007661816|-0.042515909|2|0.04625323|0.068351685|-0.413738077|-0.079009683|-0.027636036|1|-0.00097037|1|-0.045186455|0.771220556|-0.107107992|-51.87437401|-71.97763346|12.2593899|83.35308244|0.165694502|-0.038558877|8.238431664|-1.927943855|-34.8600941|83.97121855|64.13376391|560.6615736|-1295.597402|2623.395239|8.273766079|0.878447423|6587.689277|153.57572439999998|0.017847333|1679.392125|0.0|1.0|4.73|0.14|17.0|3.99|2.99|2.0|133.77|0.0|1.0|5.0|-5.08|31.0|4.0|-6.26|450.32|0.0|1.0|1.0|2.82|6.55e-06|3.93|7.83e-06|-0.05828|4.42|3.8696|705.12|1188.37|320.4|0.7456|563.76|0.35775|0.69094|-0.15671|6.5854|-0.21499|0.03419831|-2151.971485|9.2445|8.0969|8.0969
12av_a36|1|3.4520047430000003|0.0|0|7.412764017000001|2|0.0|0.049150854|-0.009925128|-0.081537769|2|0.04250591|0.06882889|-0.605432791|-0.021036176|-0.039627578|1|-0.000472698|1|-0.067408377|0.817582774|-0.105593135|-57.31621925|-73.55299094|15.09249582|99.2415672|0.247552267|-0.035197712|10.51297704|-2.006269572|-39.92474833|91.5101903|72.40871507|524.1323793|-1397.506828|2354.591519|8.975655204|0.965363947|6460.1184140000005|228.5327731|0.025779468|2079.880404|0.0|0.0|4.96|0.17|17.0|2.38|1.49|1.0|138.06|0.0|1.0|7.0|-3.54|33.0|5.0|-7.66|438.48|0.0|0.0|0.0|1.47|0.000227|1.85|5.18e-05|-0.05307|4.5|3.4402|733.21|1247.28|360.39|0.6698|588.31|0.43212|0.70455|-0.14122|4.7666|-0.19429|0.04308001|-1440.738332|6.1075|7.4089|7.4089
3a_a12|0|0.0|0.0|0|0.0|1|0.0|0.13714555|-0.007671441|-0.042445446|2|0.032544803|-0.1231529169999999|-0.322200517|-0.062973953|-0.0161799839999999|0|-0.001011111|1|-0.032466697|0.8847197109999999|-0.090803706|-34.84701355|-44.430225|4.615711776|71.11710277|0.128014506|-0.034924502|2.258466332|-1.362055589|-17.05063286|52.21461165|39.46272532|426.6622302|-666.453375|1050.730179|5.924949067000001|0.859002624|4230.717811|107.1321197|0.015909241|853.2786545|1.0|1.0|3.84|0.05|18.0|3.43|3.09|0.0|97.52|0.0|1.0|3.0|-3.6|23.0|3.0|-5.88|298.34|0.0|1.0|1.0|2.98|8.8e-05|3.15|9.33e-06|-0.06829|3.33|3.7304|528.84|875.71|332.36|0.3201|383.08|-0.34688|0.66895|-0.15328|1.3824|-0.22157|0.023184956|-951.264072|1.9332|6.7122|6.7122
12_a47|1|2.903215905|0.0|0|6.605297921|0|0.0|-0.155854903|-0.005522244|-0.078935336|2|0.036632997|0.001435849|-0.209845277|-0.018573056|0.0295267039999999|1|-0.004332024|2|0.050943962|0.618808977|-0.091853238|-44.18983348|-47.83891561|9.382250925|63.89392714|0.2159289589999999|-0.034116917|4.886454935|-1.1940921|-23.01490672|61.09751253|53.5720844|408.3591283|-621.9059029|702.3796319|7.042279354|0.920341815|4816.005822|166.28511369999998|0.025457205|913.5950352|1.0|0.0|2.73|0.0|21.0|4.19|2.6|0.0|91.63|0.0|1.0|3.0|-4.51|24.0|4.0|-5.94|339.75|0.0|1.0|1.0|3.37|2.77e-05|3.43|2.61e-06|-0.0623|3.01|3.9538|537.79|886.46|313.58|0.2306|400.09|0.66387|0.68557|-0.1633|2.1019|-0.2256|0.03721125|-1488.024564|3.5884|8.2|8.2
8_a15|0|0.0|0.0|0|0.0|0|0.0|-0.208657545|-0.009853404|-0.044406425|1|0.039181287|0.155304204|-0.5025236129999999|-0.010146469|-0.014489333|0|0.003160815|1|-0.025923166|0.8105478740000001|-0.118293578|-41.7821007|-69.07571287|19.65860939|104.8781037|0.146103518|-0.028969856|11.47934212|-1.419522941|-24.39801408|89.80283608|61.44071008|498.6196971|-828.9085544|1919.535904|6.093505548|0.638601279|5306.2234530000005|280.62296039999995|0.035495625|1595.8121130000002|1.0|1.0|3.14|0.19|18.0|3.9|1.96|2.0|104.74|0.0|1.0|7.0|-5.25|27.0|5.0|-5.52|366.41|0.0|1.0|1.0|3.76|1.53e-05|4.24|9.86e-06|-0.02723|3.36|3.7426|598.84|1050.15|331.28|251.0|538.51|0.5128|0.70524|-0.1558|1.1415|-0.18303|0.01719864|-1223.523393|1.4589|6.9666|6.9666
3e_a32|1|3.501917045|0.0|0|7.773594467000001|0|0.0|0.015619823|-0.006553709|-0.058503168|0|0.044949495|-0.057366352|-0.275255791|-0.114649277|-0.080731823|3|0.002004382|0|-0.12378337|0.77923808|-0.100056595|-39.56206964|-53.92151824|6.69516884|47.09895162|0.131830389|-0.030786645|3.608094688|-1.200679139|-21.32040233|60.86894767|46.25723848|467.865447|-647.0582188|1732.3689949999998|5.863649531|0.822602107|4827.877259000001|121.1171726|0.012891628|834.6388134|1.0|1.0|3.33|0.24|19.0|6.8|1.94|1.0|97.86|0.0|1.0|3.0|-6.52|23.0|3.0|-5.2|340.47|0.0|0.0|1.0|4.3|6.6e-06|4.47|4.13e-05|-0.0534399999999999|3.52|3.5589|578.77|956.67|348.38|0.2914|456.76|0.7025399999999999|0.7025399999999999|-0.14754|3.4537|-0.20098|0.02588637|-1672.62984|5.6928|8.0862|8.0862
18c_a22|0|0.0|0.0|1|6.842683282|0|1.804590026|-0.191807441|-0.003749104|0.013131848|2|0.038137255|-0.044828537|-0.213698903|0.009519672|0.006275578|1|0.005597023|2|0.010828071|0.6922232890000001|-0.076388478|-40.094865000000006|-52.84635017|13.72808419|30.63947336|0.068926461|-0.028825841|9.49723261|-1.52776956|-27.73804808|67.73280290000001|53.82294919|644.1264387|-1056.927003|2574.178324|7.332936064|0.914766316|7101.057047|219.5183688|0.0215181079999999|1548.179944|1.0|1.0|3.56|0.08|27.0|5.36|1.47|1.0|136.36|0.0|1.0|6.0|-5.8|34.0|5.0|-6.63|461.54|0.0|0.0|1.0|3.72|7.98e-06|3.5|1.58e-07|-0.07207|3.5|3.7222|707.08|1249.84|333.1|0.2996|583.88|0.4609|0.60449|-0.15158|1.2938|-0.22365|0.02279458|-1783.340519|1.0733|7585.0|7585.0
4j_a46|0|0.0|0.19521727|1|7.825245291|1|2.194310043|-0.175292207|-0.002284836|-0.012405467|1|0.048126615|-0.0529855709999999|-0.130235627|-0.1051618459999999|-0.176133068|1|0.011684396|1|-0.258222236|0.728293097|-0.074417476|-34.99059698|-43.95227197|8.812983129|70.56141095|0.0501066629999999|-0.024805825|5.205103062|-1.339514565|-20.66606288|50.26191521|43.80358011|561.0237355|-791.1408955|2563.282153|6.274010655|0.673502127|5077.124695|131.7477027|0.0106831269999999|1018.288052|1.0|1.0|4.0|0.39|17.0|5.18|3.28|2.0|110.24|0.0|1.0|4.0|-5.38|27.0|3.0|-5.09|361.48|0.0|1.0|1.0|4.5|4.86e-06|4.81|7.33e-06|-0.01684|4.93|4.4093|646.67|1112.13|281.19|0.2783|572.31|0.37853|0.69413|-0.18387|2.9043|-0.20071|0.02491327|-1131.817578|3.8105|6.0942|6.0942
14x_a23|0|0.0|0.0|2|7.423568444|0|3.101221922|0.0944818319999999|-0.0065692219999999|-0.111315218|2|0.04314059|0.05740118|-0.335030301|-0.075184011|-0.0229244|2|0.003906274|2|-0.035965909|0.558482531|-0.084244058|-46.97594633|-55.83053941|14.64350681|42.44114495|0.223171139|-0.034056109|9.704599953|-1.6006371069999998|-31.13207597|70.40248829|61.61945314|514.8229467|-1060.780249|2382.851643|7.777802167999999|0.880126802|6989.569075|184.0971574|0.0219879679999999|1468.794817|0.0|1.0|3.42|0.05|26.0|4.2|3.78|2.0|120.2|0.0|1.0|5.0|-5.68|32.0|6.0|-6.35|447.46|0.0|0.0|0.0|4.06|5.41e-06|3.78|5.23e-06|-0.08216|3.97|3.6941|675.21|1149.42|335.63|0.3184|537.48|0.6757|0.62836|-0.15259|5.7933|-0.23475|0.02165405|-1828.228912|8.1916|8.4949|8.4949
8m_a46|0|0.0|0.2148468989999999|1|7.727094485|1|2.126524943|-0.044830187|-0.00517896|-0.085284636|1|0.047345679|-0.134230003|-0.248590088|-0.120972269|-0.064176245|1|0.005865049|1|-0.090247845|0.77612204|-0.085204935|-48.32436573|-45.17474201|3.742817678|166.8508795|0.123789645|-0.032188531|1.984401749|-1.448483903|-25.62105988|48.72163155|52.0671834|464.5573228999999|-767.9706141|1913.813025|5.684332261000001|0.7415609409999999|4439.758321|60.71213839999999|0.006689855|867.2835213999999|1.0|0.0|3.24|0.3|17.0|4.16|2.62|1.0|96.16|0.0|1.0|2.0|-4.48|24.0|3.0|-5.61|319.4|0.0|1.0|1.0|3.53|2.78e-05|3.72|0.000112|-0.01818|4.12|4.2881|570.72|970.82|289.14|0.3905|489.57|0.43001|0.6997800000000001|-0.17897|2.0174|-0.19715|0.03472717|-1013.962913|3.1675|6.6402|6.6402
14y_a23|0|0.0|0.0|2|7.423568444|0|3.3149940630000003|0.0600764409999999|-0.005875443|-0.022719307|2|0.046678487|0.041892637|-0.2996475999999999|-0.051539811|-0.031435038|2|0.007229683|2|-0.049318182|0.64069202|-0.080613242|-39.9727336|-55.74067298|13.00274534|39.66769923|0.074747068|-0.034303507|8.990852582999999|-1.612264842|-27.63946733|67.16839951|52.97547894|639.7735629|-1114.8134599999998|2336.815247|8.213390641|0.948293868|7320.809595999999|149.890474|0.016527|1423.362076|0.0|1.0|3.41|0.05|26.0|4.64|3.99|2.0|130.3|0.0|1.0|5.0|-6.77|32.0|4.0|-5.8|480.37|0.0|0.0|0.0|4.45|7.37e-07|4.83|1.29e-06|-0.08374|4.73|3.6413|713.1|1217.48|340.49|444.0|585.2|0.61338|0.61338|-0.14942|4.8799|-0.2331599999999999|0.01307741|-2548.953933|6.5205|8.4225|8.4225
4n_a46|0|0.0|0.126268818|1|7.825245291|1|2.093595994|-0.061148449|-0.004696854|-0.036492128|0|0.045335917|-0.2264394139999999|-0.234842682|-0.144852516|-0.064683066|1|0.0042595609999999|0|-0.088858764|0.7427183759999999|-0.085838139|-56.80797266|-47.16810275|4.629240193|172.8490949|0.096854593|-0.031047837|2.543769935|-1.459248362|-31.21601103|51.4039205|61.43721285|496.2788787|-801.8577467|2116.313581|5.666371466|0.750996215|4955.374473|75.1696593|0.0077084869999999|928.9322794|0.0|1.0|3.75|0.27|17.0|4.33|2.99|1.0|102.92|0.0|1.0|2.0|-5.43|26.0|3.0|-5.26|343.42|0.0|1.0|1.0|3.9|7.95e-06|4.41|7.340000000000001e-05|-0.04044|4.57|3953.0|578.83|1011.66|313.65|253.0|502.02|0.41625|0.7025|-0.16641|6.2318|-0.20685|0.04131598|-1090.151267|8773.0|5.2845|5.2845
26_a20|0|0.0|0.0|1|6.842683282|0|1.877209467|-0.000846851|-0.00578453|-0.104520106|2|0.0396875|0.1516835819999999|-0.3297182369999999|-0.054222344|-0.033102079|1|0.003149352|2|-0.055150498|0.690530489|-0.082729415|-58.21621279|-55.81998701|8.604974082|299.8332395|0.20662747|-0.0327795789999999|5.806030949|-1.737317706|-39.28020352|65.85953426|66.82118688|535.3119506|-1172.219727|2534.075607|7.598632688999999|0.8952138340000001|6221.067002000001|145.1419493|0.014879363|1493.485239|1.0|1.0|3.42|0.08|27.0|4.5|2.47|2.0|125.0|0.0|1.0|5.0|-5.14|32.0|4.0|-6.28|419.48|0.0|0.0|1.0|3.66|9.51e-06|3.63|2.780000000000001e-07|-0.05097|4.97|3.8894|715.27|1211.34|318.77|0.2081|543.96|0.50878|0.68167|-0.16129|3.8173|-0.21226|0.03774288|-1352.098465|4.8742|6.8827|6.8827
12a_a36|1|3.4715209280000003|0.0|0|7.412764017000001|2|0.0|-0.0632801509999999|-0.007471648|-0.0427777779999999|2|0.040166667|0.078063311|-0.403468978|-0.070252245|-0.065913514|1|0.003199301|1|-0.119322074|0.855821486|-0.104828755|-46.76212019|-64.36949846|12.03249549|109.9069212|0.179315373|-0.037738352|7.388485123|-1.886917597|-28.71401279|76.09903547|58.79461567|503.9367075|-1158.650972|2258.5909920000004|6.600635115|0.888377722|5710.355735|150.24716030000002|0.019102103|1533.996157|0.0|0.0|4.75|0.14|17.0|2.72|2.02|1.0|123.75|0.0|1.0|5.0|-3.79|29.0|4.0|-6.72|381.43|0.0|1.0|0.0|1.86|0.000101|2.68|9.78e-05|-0.04946|3.16|3.6682|653.94|1096.31|338.0|0.4435|481.98|0.67869|0.6997|-0.1519299999999999|6.3637|-0.20139|0.03544528|-1232.764108|8.5603|7.8861|7.8861
12z_a36|1|3.435113772|0.0|0|7.412764017000001|2|0.0|-0.065211069|-0.007671785|-0.010732275|2|0.041767677|0.037307819|-0.421948174|-0.010881947|-0.030529442|1|0.001194592|1|-0.0533649729999999|0.8212311840000001|-0.102674964|-54.11489962|-68.09761735|15.50078625|114.3931487|0.165209595|-0.036238222|10.28066212|-1.848149347|-35.89088901|83.07227002|69.61568586|553.6621150000001|-1225.757112|2451.657399|8.016303367999999|0.844286292|6146.834385|190.5590792|0.0225782039999999|1719.920651|0.0|0.0|4.76|0.13|17.0|2.75|1.38|1.0|128.47|0.0|1.0|5.0|-3.99|31.0|5.0|-7.08|406.44|0.0|0.0|0.0|1.66|0.000113|2.4|8.97e-05|-0.05642|2.98|3.8969|686.33|1153.7|318.16|0.4423|539.36|0.69397|0.69397|-0.1575|4814.0|-0.2139199999999999|0.03845474|-1325.010808|6.5892|8301.0|8301.0
1a_a5|0|0.0|0.0|0|6.605297921|1|0.0|-0.271170445|-0.001785522|0.009305578|2|0.021346801|-0.075791863|-0.078562954|-0.132197351|-0.004213083|0|0.00549829|2|-0.008431181|0.808272639|-0.075618812|-36.19957997|-38.07869556|4.047117885|83.60943679|0.166361767|-0.027665419|2.037971304|-1.134282187|-18.22870183|46.38422909|40.24669785|419.7878208000001|-571.1804334|902.6910106|6.199179484|0.835734058|4005.068642|138.1496441|0.016493595|787.1243051|1.0|0.0|3.54|0.16|18.0|3.08|2.09|0.0|93.49|0.0|1.0|3.0|-2.6|23.0|4.0|-6.58|298.34|0.0|1.0|0.0|1.75|0.000365|2.17|2.13e-05|-0.1040099999999999|2.85|2.8332|531.02|882.1|437.61|0.2109|386.8|0.44868|0.54123|-0.12226|4.4956|-0.2262699999999999|0.028664612|-951.226623|6.7017|6.9706|6.9706
13_a12|0|0.0|0.0|0|0.0|0|0.0|0.202052156|-0.0069874069999999|-0.0619247109999999|2|0.037948718|-0.21832579|-0.272508888|-0.083760082|0.021322992|0|0.002279068|2|0.039235452|0.804066411|-0.092483398|-28.51381164|-45.33566159|4.01385817|64.74666684|0.09993609|-0.034993718|1.96760628|-1.2947675790000002|-13.97756285|48.99243638|32.52766981|441.2142447|-634.6992622|664.9830294|6.06407675|0.874625469|3647.657976|57.35761558|0.0074597119999999|718.8050825|1.0|0.0|2.7|0.12|18.0|3.63|2.42|1.0|84.74|0.0|1.0|3.0|-4.26|21.0|3.0|-5.49|276.34|0.0|1.0|1.0|3.22|6.3e-05|3.51|2.01e-05|-0.04445|3.83|3.9329|532.86|867.79|315.25|0.6528|437.91|0.6622399999999999|0.64974|-0.16458|1.3023|-0.20903|0.0290811829999999|-876.258343|1.5686|7.0315|7.0315
16_a20|1|3.485659565|0.0|0|6.842683282|0|0.0|-0.014660441|-0.004705049|0.00695144|2|0.0388043479999999|0.126359252|-0.254072625|-0.061975089|-0.062750442|1|0.001157852|2|-0.10978034|0.724665638|-0.077793092|-43.51359744|-51.18223058|7.634605066000001|69.28224942|0.084994428|-0.029561375|5.023018225|-1.47806874|-28.6288015|60.02453683|51.14820251|602.0075202|-972.4623811|2161.751186|8.166385503999999|0.8673208|5896.394536|144.672972|0.013439632|1246.573875|1.0|1.0|3.5|0.08|27.0|6.38|2.2|2.0|121.69|0.0|0.0|4.0|-6.06|31.0|4.0|-5.42|401.46|0.0|0.0|1.0|4.37|2.17e-06|4.69|1.22e-08|-0.05909|4.45|3.5704|686.59|1174.61|347.26|0.3431|554.41|0.32553|0.69524|-0.1481299999999999|4.7315|-0.20722|0.03385502|-1275.6960869999998|6.5609|7585.0|7585.0
17c_a50|0|0.0|0.0|2|7.934155233999999|2|4.349159921|-0.212075666|-0.002676029|0.024219848|2|0.031870748|0.021572081|-0.1766179239999999|-0.144763835|-0.120904775|2|0.012222674|1|-0.212611846|0.728169863|-0.073693343|-35.70979598|-50.69922125|14.91199042|133.46240020000002|0.10280106|-0.021745577|10.25908547|-1.32648017|-24.567468100000003|66.7258111|50.6217864|617.2509739|-912.5859825|2014.72331|8.310163601000001|0.98033276|6438.380804|296.00120400000003|0.0232952879999999|1601.729346|1.0|1.0|4.12|0.35|20.0|3.59|1.91|1.0|134.28|0.0|1.0|6.0|-3.8|33.0|5.0|-6.96|440.54|0.0|1.0|0.0|3.1|3.75e-05|2.86|7.08e-05|-0.03121|2.74|4.0432|746.5|1289.05|306.65|0.1814|596.23|0.63122|0.66213|-0.16697|6.3989|-0.19818|0.02957871|-1410.902767|8.5146|7.1612|7.1612
