molecula|NaaNH|SaaNH|SssssC|NaasN|SRW09|nARing|SaasN|MATS2c|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|MATS8i|AATSC8d|n5aHRing|AATSC1pe|n6aHRing|MATS8d|GATS1pe|FNSA5|PNSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WPSA3|FNSA2|WNSA3|DPSA5|DPSA3|TASA|PNSA2|MOMI-Z|GeomRadius|GeomShapeIndex|GRAV|PPSA1|FPSA5|DPSA2|CYP2D6 inhibitor|CYP2C9 inhibitor|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
12o_a30|0|0.0|0.0|0|7.412764017000001|2|0.0|0.036331447|-0.0068750669999999|-0.028326022|2|0.040899471|-0.089996613|-0.364378536|0.019094532|-0.087019298|1|0.003603419|1|-0.149451598|0.7463962120000001|-0.0975052409999999|-49.48891079|-62.74209511|9.948252054|75.15128057|0.1556551169999999|-0.037808155|6.401442327000001|-1.852599578|-31.84483128|71.87393121|59.43716284|543.3140456|-1192.099807|2476.50603|7.400912529|0.885533983|6542.77337|120.2431068|0.0141914589999999|1466.05489|0.0|1.0|4.63|0.14|17.0|4.47|3.31|2.0|132.29|0.0|1.0|5.0|-5.93|30.0|4.0|-5.75|432.93|0.0|0.0|1.0|3.11|3.61e-06|4.49|2.61e-05|-0.05085|4.45|3.4817|687.92|1162.63|356.1|0.1967|528.25|0.3493699999999999|0.6854399999999999|-0.1478799999999999|5559.0|-0.19873|0.03392126|-2035.199757|6.8632|7.8097|7.8097
18a_a25|0|0.0|0.0|1|6.842683282|0|1.875390684|-0.151473962|-0.0029953159999999|-0.019008377|2|0.038167849|0.062229409|-0.170732995|-0.018419483|-0.019985937|1|0.007325341|2|-0.035531959|0.7291583840000001|-0.078181889|-37.07961488|-51.83514755|6.317215793|75.74077952|0.068371614|-0.03097773|4.188358905|-1.641819678|-24.58404782|59.45091020000001|43.39683067|617.676232|-1088.538099|2331.966135|7.39539242|0.973559258|6523.923911999999|121.2825364|0.011486699|1332.242503|1.0|1.0|3.5|0.08|27.0|5.89|2.88|2.0|133.85|0.0|1.0|6.0|-6.33|32.0|3.0|-5.58|435.54|0.0|0.0|1.0|4.53|1.71e-06|4.76|7.28e-08|-0.05591|4.51|3.1711|694.17|1229.09|390.98|0.3234|556.26|0.2834|0.5274399999999999|-0.15732|3.1313|-0.21323|0.02456497|-1675.04368|4.3839|7.0269|7.0269
12ae_a36|1|3.412870974|0.0|0|7.412764017000001|2|0.0|0.069118289|-0.009867085|-0.351827031|2|0.041555556|0.087069205|-0.611759277|-0.083959343|0.006615826|1|-0.001160331|1|0.010209009|0.750657639|-0.105648609|-63.96145017|-78.71102033|17.78605328|96.60079598|0.2837586789999999|-0.036430555|13.25108213|-2.11297219|-47.65297933|97.76153993|81.74750345|533.6188092|-1574.220407|2634.745208|8.676756505|0.870019385|7331.209763|234.6851816|0.025570256|2298.140152|0.0|0.0|5.03|0.17|17.0|1.28|0.84|1.0|142.02|0.0|1.0|7.0|-3.85|34.0|6.0|-8.03|474.54|0.0|0.0|0.0|1.18|0.0001889999999999|1.64|6.45e-05|-0.0548899999999999|6.24|3.8664|754.15|1281.69|320.67|0.4832|615.71|0.40141|0.68591|-0.1566|6.7458|-0.21149|0.0508577|-1875.963244|8.9297|7.8239|7.8239
14w_a23|0|0.0|0.0|2|7.423568444|0|3.132012648|0.013971812|-0.006481882|-0.109136569|2|0.046678487|0.045196333|-0.330575965|-0.042151195|-0.031435038|2|0.003906274|2|-0.049318182|0.558482531|-0.088508061|-46.76570273|-58.53311596|14.84036772|43.30287556|0.211928134|-0.035779855|9.814393755|-1.681653166|-30.92760432|72.23920014|61.60607046|521.1762769999999|-1112.129203|2283.383402|7.833745658|0.988900044|6998.078982999999|169.6632599|0.020725002|1495.89956|0.0|1.0|3.42|0.05|26.0|4.2|3.78|2.0|120.2|0.0|1.0|5.0|-5.68|32.0|6.0|-6.35|447.46|0.0|0.0|0.0|4.05|5.41e-06|3.78|5.23e-06|-0.0798|3.97|3.6632|676.92|1150.31|338.46|0.3855|535.54|0.6219399999999999|0.6219399999999999|-0.14844|7.0157|-0.22824|0.02204118|-1828.222578|9.8981|8.6737|8.6737
5_a27|0|0.0|0.0|2|6.823286122000001|0|3.2927747860000003|0.126882432|-0.0063562359999999|-0.068518519|2|0.048947368|-0.149034787|-0.286030638|-0.125237927|-0.013448351|1|0.010329671|2|-0.020087122|0.614205449|-0.085078576|-29.50048722|-44.83538435|8.936508815|10.48961936|0.146821224|-0.030385206|4.709432444|-1.276178645|-15.54640123|53.51978325|38.43699603|449.6149323|-672.5307653|1254.531539|6.160679036|0.7827415529999999|4943.51602|136.2361487|0.016479312|907.0095354|0.0|1.0|3.07|0.16|21.0|2.94|2.66|0.0|97.55|0.0|1.0|2.0|-3.61|25.0|4.0|-6.49|331.37|0.0|1.0|1.0|2.82|9.78e-05|2.58|0.0002|-0.04554|4.9|4.0989|566.68|955.22|302.48|0.2448|463.87|0.64548|0.64548|-0.16952|2.3781|-0.21506|0.01903872|-1083.019748|3.5632|8.5229|8.5229
12a_a32|1|3.442930603|0.0|0|7.765993078999999|0|0.0|0.087371302|-0.009460484|-0.057200812|0|0.036711712|-0.0134169989999999|-0.463563696|-0.031249617|-0.074344282|3|-0.001662219|0|-0.125149165|0.7507116140000001|-0.109151429|-53.20970382|-68.06885478|10.31184223|111.9735444|0.211297677|-0.0308471429999999|6.430656017|-1.4189685719999998|-33.18255791|81.41372467|63.52154605|491.8493928|-884.8951120999999|3030.946307|7.083688576|0.840404348|5656.0082|207.2244662|0.021399091|1325.275819|1.0|1.0|3.45|0.26|19.0|6.49|1.1|1.0|110.47|1.0|1.0|7.0|-6.01|27.0|4.0|-6.32|397.52|1.0|0.0|1.0|3.6|3.17e-05|3.39|8.86e-06|-0.05222|4.63|3576.0|667.68|1114.3|346.71|0.2908|548.66|0.7025600000000001|0.7025600000000001|-0.14827|3.0517|-0.20049|0.03682626|-1880.600043|4.2371|7.6021|7.6021
28_a47|0|0.0|0.0|1|6.842683282|0|1.408016295|-0.053792245|-0.009689834|-0.23494583|2|0.038387534|0.023813594|-0.436042548|-0.00496711|0.0467853809999999|1|-0.010153352|2|0.074217097|0.614975047|-0.106779291|-67.33744077|-63.47150284|15.50250691|365.2310214|0.394650655|-0.038135461|9.214964819|-1.601689367|-40.02656804|82.27079846|82.83994768|359.8303775|-952.0725426|1337.037733|7.864990866|0.8964208090000001|5633.990508|206.7032519|0.031626405|1459.653524|1.0|1.0|3.08|0.05|21.0|2.49|1.67|1.0|99.2|0.0|1.0|5.0|-3.67|28.0|6.0|-7.22|380.35|0.0|0.0|1.0|2.4|0.000217|1.97|4.59e-05|-0.05471|3.51|3675.0|599.88|995.5|337.37|0.2996|461.73|0.69002|0.69002|-0.15049|6.0847|-0.2052|0.03698465|-1335.6279869999998|8.17|7.6|7.6
3g_a32|1|3.542426304|-0.047725143|0|7.78113851|0|0.0|0.015803466|-0.006258272|-0.072619634|0|0.05052381|-0.058985916|-0.2816222539999999|-0.1154223269999999|-0.125170068|3|0.002565215|0|-0.1719626169999999|0.786074011|-0.098311343|-38.9071564|-54.47722347|6.647498326|42.56199385|0.112304055|-0.030429702|3.683575459|-1.278047464|-21.55960626|60.55421302|45.55465473|491.89858160000006|-708.2039051|1886.244271|5.917878616|0.809490137|5058.622432|110.4157723|0.01096673|884.4366022|0.0|1.0|3.43|0.28|19.0|7.02|2.18|2.0|102.55|0.0|1.0|3.0|-7.09|24.0|3.0|-4.9|354.49|0.0|0.0|1.0|4.61|2.58e-06|5.02|1.8e-05|-0.0535|4.13|3.5456|593.24|998.86|349.68|0.2859|495.4|0.70275|0.70275|-0.14715|3.3082|-0.20065|0.02384763|-1711.919273|5.5816|7.8539|7.8539
12g_a30|0|0.0|0.0|0|7.412764017000001|2|0.0|0.096186205|-0.010447128|0.024086432|2|0.039951691|-0.037395048|-0.574592016|0.007330206|-0.049719762|1|0.0026474159999999|1|-0.0885760969999999|0.770326886|-0.10344931|-58.41940906|-70.11305057|18.59520651|133.2169768|0.216337219|-0.040568357|12.60295167|-2.068986201|-39.593913|83.29752441|77.01461557|531.1295763|-1402.261011|2482.668258|8.694447089|0.8484671109999999|6688.137428|152.961516|0.019453222|1810.9797|0.0|1.0|4.67|0.13|17.0|3.4|2.06|2.0|133.52|0.0|1.0|6.0|-6.0|32.0|6.0|-6.22|439.49|0.0|0.0|0.0|2.36|9.71e-06|3.89|0.000165|-0.0576|3.88|3.5592|717.55|1206.02|348.35|0.2449|577.31|0.26238|0.68366|-0.15077|3875.0|-0.2083699999999999|0.04012224|-1743.029147|5.3027|8.0334|8.0334
1_a6 (SB-431542)|1|3.3674017380000003|0.0|0|7.423568444|1|0.0|0.043282217|-0.015636898|-0.175408303|1|0.035620155|0.1008839219999999|-0.766207981|-0.029658865|-0.0492229479999999|1|-0.008385698|1|-0.083341531|0.795744863|-0.122555709|-74.98172333|-72.69619778|19.58668728|160.410387|0.405958714|-0.0462988229999999|11.61820782|-2.083447046|-44.47680367|87.15852628|94.56841061|352.3666367|-1235.8353619999998|1890.228713|7.523839331|0.895537592|5748.417262|146.3942108|0.02438148|1640.78056|1.0|1.0|3.25|0.05|23.0|4.04|1.54|1.0|106.85|0.0|1.0|4.0|-4.52|29.0|5.0|-6.73|384.39|0.0|0.0|1.0|2.85|5.660000000000001e-05|2.7|7.81e-06|-0.05971|4.57|3295.0|619.92|1049.69|376.28|0.5765|464.07|0.55256|0.69868|-0.13329|6.0113|-193.0|0.03494577|-1292.41452|8.8611|5.8119|5.8119
5g_a40|0|0.0|0.0|1|8.149890544|1|1.534673091|0.0094595959999999|-0.016033575|-0.190406197|0|0.044946237|-0.0602779129999999|-0.5611751220000001|0.122088541|-0.091116241|2|-0.012008571|0|-0.1312278909999999|0.7733200179999999|-0.14338431|-72.93994279|-68.05025116|11.83520323|216.425542|0.32227256|-0.049288357|5.616992201|-1.577227413|-34.61732609|80.22859145|84.77514603|321.64971460000004|-748.5527627|593.8133184|6.193485364|0.955183157|4358.890754999999|120.8573152|0.025660198|1004.297909|0.0|0.0|3.13|0.21|14.0|2.69|0.74|0.0|78.2|0.0|3.0|3.0|-4.24|21.0|5.0|-6.6|301.32|0.0|0.0|1.0|2.01|0.000426|2.17|391.0|-0.0540299999999999|4.02|3.48|489.04|800.98|356.27|261.0|367.19|0.6563|0.6563|-0.14505|4.9132|-0.19908|0.04070345|-1327.982732|6.7957|6.9101|6.9101
9h_a40|0|0.0|0.0|1|7.515889085|0|1.7679629630000002|0.014753178|-0.009041931|-0.126968715|0|0.039444444|0.157606277|-0.343593366|0.133376308|-185.0|2|0.003099029|0|-0.299768519|0.7528137909999999|-0.095803029|-46.04148264|-47.93581245|6.199629554|132.6583116|0.135689851|-0.041058441|3.102034287|-1.437045429|-23.03722449|53.60044379|52.2411122|432.46450360000006|-719.0371868|418.2915223|6.922257828999999|0.930966649|4322.734135|68.10626265|0.011321157|832.3298135|1.0|1.0|3.3|0.11|20.0|4.59|3.22|1.0|93.19|0.0|1.0|3.0|-5.65|23.0|3.0|-5.06|321.4|0.0|1.0|1.0|4.06|7.6e-06|4.51|9.93e-05|-0.05991|3.9|3.3675|526.38|868.84|368.18|0.3851|410.18|0.64952|0.69809|-0.14047|2.1413|-0.20038|0.02291279|-1293.083512|2841.0|5.4001|5.4001
12b_a40|0|0.0|0.0|1|7.515889085|0|1.713497417|0.084915315|-0.004650218|-0.011794908|0|0.04020202|0.1744506639999999|-0.158107422|0.107454819|-0.1537981269999999|2|0.004452418|0|-0.227384615|0.522580798|-0.074921647|-37.05091872|-42.67442006|6.17734692|80.72126798|0.044352844|-0.0338355829999999|3.518538455|-1.048903063|-21.10373336|48.54667776|43.22826564|544.3244990000001|-597.4418808999999|860.5059425000001|8.132984007000001|0.979579799|5933.385347|81.54797734|0.010309671|697.2702616|0.0|1.0|3.26|0.0|20.0|6.58|5.07|2.0|101.78|0.0|1.0|2.0|-7.71|24.0|2.0|-4.09|415.12|1.0|0.0|1.0|5.79|7.82e-08|6.68|1.7e-06|-0.08279|6.27|3407.0|576.38|960.94|363.91|306.0|490.5|0.69476|0.69476|-0.14267|4.5528|-0.22546|0.01251873|-3016.980996|6.3131|7.3979|7.3979
12ac_a36|1|3.4419617660000004|0.0|0|7.412764017000001|2|0.0|-0.050997272|-0.007639626|-0.073735973|2|0.042560386|0.03586247|-0.450737917|-0.046730704|-0.0121300989999999|1|0.0018565629999999|1|-0.020272679|0.770400825|-0.104391657|-55.68500110000001|-72.4798052|14.93372351|118.0445703|0.220326632|-0.036062573|10.36858115|-1.98344149|-38.66245764|86.51036063|70.61872461|541.3322795|-1377.116299|2455.459827|8.126831024|0.801074136|6378.288017|186.3198219|0.020208014|1882.216294|0.0|0.0|4.86|0.17|17.0|3.16|1.59|1.0|133.95|0.0|1.0|6.0|-3.81|32.0|5.0|-7.21|423.47|0.0|0.0|0.0|1.84|0.000112|2.36|5.4600000000000006e-05|-0.0527399999999999|4.84|3.8594|711.77|1200.61|321.25|0.3302|554.84|0.56186|0.56357|-0.15675|4.0208|-0.20949|0.03998989|-1385.382927|5.4387|7.8861|7.8861
1n_a5|1|2.91912867|0.0|0|6.605297921|0|0.0|-0.1387762669999999|-0.007315978|-0.0533837329999999|2|0.024388889|0.002508727|-0.3365350029999999|-0.150600424|-0.047910067|1|0.004754079|2|-0.087019366|0.656280207|-0.081950989|-47.1725036|-47.04056285|13.27640087|63.58796786|0.214789986|-0.030493391|7.620766672|-1.311215832|-27.07741706|63.57058627|60.44890447|450.71720610000006|-752.6490056|889.4388375|7.881746117|0.937489579|5101.31614|213.67365440000003|0.028797525|1198.959638|1.0|1.0|2.88|0.05|23.0|4.41|1.72|1.0|101.77|0.0|1.0|5.0|-4.27|27.0|5.0|-6.41|356.38|0.0|0.0|1.0|3.14|6.56e-05|2.91|3.01e-06|-0.06186|4.19|4.3838|607.15|1017.23|282.82|0.3789|481.06|0.44786|0.44786|-0.17092|0.6234|-0.23278|0.03956123|-1179.073189|0.7104|7.5686|7.5686
9a_a31|1|3.348289714|0.0|0|7.765993078999999|1|0.0|-0.009086485|-0.01391798|-0.093457477|0|0.036891534|-0.05057805|-0.723734943|0.03406986|-0.0007638889999999|2|-0.0033853629999999|0|-0.001313433|0.76226755|-0.122626525|-64.75697831|-78.6954713|21.33533299|163.6011874|0.308231868|-0.043430228|13.69193237|-2.0846509230000003|-41.55773748|94.03540892|86.0923113|443.941629|-1337.8230119999998|1955.13855|7.812278516|0.939873412|6273.506211999999|168.29310269999996|0.0239033229999999|1813.361078|1.0|1.0|3.6|0.14|22.0|5.51|1.58|1.0|113.64|0.0|1.0|6.0|-5.62|30.0|5.0|-6.39|418.47|0.0|0.0|1.0|3.47|1.7100000000000002e-05|3.47|3.07e-06|-0.04275|5.27|3.7892|680.72|1145.99|327.21|0.7028|540.01|0.7028|0.7028|-0.15757|5.0244|-0.20032|0.03885662|-1691.7777600000002|6.2203|6.8239|6.8239
2_a27|0|0.0|0.0|2|6.605297921|0|3.250529415|0.09890645|-0.0065894809999999|-0.0609613559999999|2|0.0427777779999999|-0.196529806|-0.276758209|0.11675125|0.017751479|1|0.00988756|2|0.027777778|0.60904903|-0.081513931|-29.42169804|-41.03489597|9.972342226|9.194894069|0.153130039|-0.029261411|5.020172886|-1.141195033|-14.81116546|52.43208086|39.39404027|426.3224749|-574.4885436000001|1270.627585|5.312170441|0.7934621359999999|4774.521748|166.89932209999998|0.022639983|859.4181658|0.0|1.0|2.9|0.11|21.0|2.43|2.42|0.0|92.58|0.0|2.0|2.0|-3.19|24.0|4.0|-6.69|317.34|0.0|1.0|1.0|2.52|0.0002009999999999|2.18|0.0004599999999999|-0.04933|4.32|4.1624|538.57|906.48|297.87|0.3217|420.7|0.55857|0.55857|-0.16769|4.7049|-0.21702|0.02268519|-1043.715364|6.8854|7.8861|7.8861
14b_a25|0|0.0|0.0|1|6.842683282|0|1.616664856|-0.091382738|-0.004720915|-0.0166120069999999|2|0.038137255|0.001683506|-0.273813082|-0.012989126|0.0009956189999999|1|0.004892038|2|0.001715854|0.632638761|-0.084160084|-52.75064158|-58.29440389|11.08504021|112.49583529999998|0.140371985|-0.032728922|7.678174472999999|-1.767361771|-36.53830946|69.2012501|63.83568179|595.4307570000001|-1224.182482|2118.281186|8.690235527|0.963240883|6760.594953|157.3797801|0.015746299|1584.108407|1.0|1.0|3.51|0.07|27.0|4.48|1.8|2.0|130.97|0.0|1.0|6.0|-5.6|34.0|5.0|-6.26|444.49|0.0|0.0|1.0|3.63|5.86e-06|3.88|9.93e-08|-0.0584|5.61|4069.0|716.14|1257.11|304.7|0.3614|603.27|0.34735|0.64983|-0.16309|2.7037|-0.22149|0.03876374|-1444.330251|3.2784|7.6576|7.6576
8a_a50|1|3.139870661|0.0|1|7.860570786|1|2.03117465|-0.0737162059999999|-0.00439531|-0.021959577|1|0.03904321|-0.0224366579999999|-0.188998337|-0.150515325|-0.058014797|2|0.007801731|1|-0.095292123|0.7135713840000001|-0.08230347|-34.88425666|-41.48493288|9.480859015|133.8183888|0.139123262|-0.031655181|4.778811898|-1.234552044|-17.58335405|50.06249379|44.36511568|433.9235497|-622.2739931|1503.563342|5.754657432|0.858162757|4638.284496|125.2985144|0.017017336|828.1354551|1.0|0.0|3.34|0.11|20.0|3.63|2.02|0.0|94.75|0.0|1.0|2.0|-3.86|24.0|3.0|-6.12|313.36|0.0|1.0|1.0|2.87|7.48e-05|2.95|0.000151|-0.0280699999999999|2.69|4.1738|548.47|912.7|297.06|0.18|396.63|0.3462199999999999|0.60625|-0.17244|3.5509|-0.20051|0.03479985|-1006.557694|5.5319|7.3279|7.3279
8c_a31|1|3.435435563|0.0|0|7.765993078999999|1|0.0|-0.012583838|-0.01275867|-0.104377029|0|0.03995098|-0.106461724|-0.574140137|-0.1903992189999999|-0.1029580369999999|2|-0.004832959|0|-0.1759864119999999|0.87237334|-0.128067781|-64.57121646|-70.64275621|16.3656112|133.3100368|0.3739272389999999|-0.039640027|9.027343766|-1.66488115|-35.61776956|82.77037329|80.93682766|345.3445134|-918.3558307|1678.6836239999998|6.820988495|0.90508624|4835.748065|152.7489054|0.021986076|1270.056726|1.0|1.0|3.51|0.29|16.0|4.89|0.85|0.0|93.45|0.0|1.0|5.0|-4.42|24.0|5.0|-6.7|342.42|0.0|0.0|1.0|2.83|0.000237|2.38|0.0002549999999999|-0.03222|1.83|3.8492|595.67|981.89|322.11|0.2597|475.72|0.7005|0.7005|-0.15985|3.3453|-0.19207|0.03744829|-1426.024361|5.1815|6.0915|6.0915
14_a15|0|0.0|0.0|0|0.0|0|0.0|-0.058775738|-0.006678826|-0.0455566929999999|2|0.037073171|-0.033982971|-0.374014235|-0.053931584|-0.015736888|0|0.0034254209999999|2|-0.028227917|0.7933685340000001|-0.0917424269999999|-40.89540491|-58.79722871|9.403293601|92.51564418|0.112910954|-0.032888795|6.026520371|-1.743106111|-26.20964538|68.59458198|50.29869851|568.5306056|-1117.1473460000002|2731.841165|6.040010666000001|0.685538423|5861.387612|147.2072638|0.015286995|1450.257357|1.0|0.0|3.56|0.12|24.0|5.32|2.87|2.0|119.95|0.0|1.0|6.0|-6.22|30.0|4.0|-4.97|397.47|1.0|0.0|1.0|4.7|1.47e-06|5.29|5.99e-08|-0.0338199999999999|5.16|3.6209|689.8|1177.14|342.41|0.3131|584.18|0.65079|0.7055899999999999|-0.14997|3.3596|-0.18379|0.03885834|-1280.87015|5.0894|7.5229|7.5229
12d_a40|0|0.0|0.0|1|7.515889085|0|1.753432382|0.1028826769999999|-0.008004393|-0.107711573|0|0.043185185|0.209157499|-0.288158151|0.087954209|-0.166080871|2|-0.002126898|0|-0.254735308|0.6948809659999999|-0.091630294|-50.68561427|-48.54239742|6.204226377|207.39648|0.159568585|-0.038873458|3.286773518|-1.282824111|-26.85139526|55.13932669|56.88984065|445.2300015|-679.5935638999999|643.5166227999999|7.877041626|0.8899787840000001|5101.479206|82.49291335|0.01245259|804.9352200000001|0.0|1.0|3.23|0.0|20.0|4.59|3.76|2.0|96.16|0.0|1.0|2.0|-6.25|23.0|2.0|-5.13|361.25|0.0|0.0|1.0|4.21|2.61e-06|4.75|5.2e-05|-0.07765|4.14|2.7962|552.57|910.58|443.4|0.2584|435.41|0.55983|0.70435|-0.11604|1.2683|-0.19369|0.0164339|-2153.123107|1.9961|7.7212|7.7212
16d_a32|1|3.311658163|0.0|0|7.765993078999999|0|0.0|0.170838661|-0.017249763|-0.087123461|0|0.0421759259999999|0.0115077539999999|-0.7589895790000001|-0.134892903|-0.0517549079999999|3|-0.005427254|0|-0.0847953219999999|0.7689748270000001|-0.11491796|-53.23914436|-67.07571683|18.67986534|115.2070109|0.244506926|-0.036437402|10.90312918|-1.493933474|-31.07481011|86.50964771|71.91900971|440.9688416|-871.9843187999999|3152.666302|6.221435089|0.79521327|5768.495166|224.2805611|0.0332953229999999|1416.134383|0.0|1.0|3.35|0.18|19.0|5.26|0.65|1.0|102.33|1.0|1.0|6.0|-5.65|26.0|5.0|-6.62|385.46|1.0|0.0|1.0|3.12|6.659999999999999e-05|2.86|9.84e-05|-0.05068|3.78|3.6271|621.59|1023.44|341.83|0.2915|489.97|0.70217|0.70217|-0.15009|3.2048|-0.20077|0.02818209|-1877.241687|3.8853|8.1135|8.1135
5_a15|0|0.0|0.0|0|0.0|0|0.0|-0.222657379|-0.008878343|-0.044921287|2|0.035982906|0.0729170329999999|-0.54157893|-0.0156037999999999|0.0118220069999999|0|0.003194793|2|0.020920163|0.7950674740000001|-0.0989946469999999|-45.57134103|-73.61131563|24.25353664|119.95308020000002|0.125945852|-0.0273088679999999|18.03465935|-1.583914356|-33.88634094|100.6631306|69.82487767|649.9369163|-1177.78105|2179.757502|7.795174584|0.946094849|6656.720346|365.1095806|0.036380071|2313.9572780000003|1.0|1.0|3.79|0.15|24.0|4.92|2.0|3.0|127.97|0.0|1.0|8.0|-6.16|33.0|6.0|-5.55|443.49|1.0|0.0|1.0|4.29|2.18e-06|4.86|9.970000000000001e-08|-0.03714|4.36|3.6257|737.16|1272.84|341.96|291.0|629.67|0.62664|0.70244|-0.14839|4.3576|-0.18553|0.03640044|-1470.55517|6.35|7.8861|7.8861
7c_a8|1|3.17138259|0.0|1|7.05012252|0|1.4416758790000002|-0.244222944|-0.007509694|-0.025233184|1|0.043533333|0.0493777859999999|-0.382994379|-0.0450662909999999|-0.118915929|1|0.004301963|1|-0.196826366|0.6881348629999999|-0.089778346|-50.34151168|-56.2991566|19.18974586|49.43944876|0.151076042|-0.03366688|12.03370912|-1.6160102369999998|-31.56868845|76.40286308|69.53125754|532.3522286|-1013.384819|2162.326414|7.700542366|0.971698707|6013.168519|233.9661552|0.032058696|1616.4960130000002|1.0|1.0|3.44|0.09|23.0|4.22|1.82|1.0|112.76|0.0|1.0|5.0|-5.0|30.0|5.0|-6.34|398.41|0.0|0.0|0.0|3.26|2.14e-05|3.37|6.91e-06|-0.07472|5.01|3.1406|662.05|1116.53|394.78|275.0|579.97|0.62361|0.70321|-0.1318599999999999|12.0073|-0.20658|0.02732536|-1331.625743|15.7056|4.7307|4.7307
IN1166_a11|1|3.433539068|0.0|0|6.842683282|0|0.0|-0.089778965|-0.006882528|-0.008507023|2|0.044021739|0.018376555|-0.378539035|0.0266218529999999|-0.037793156|1|-0.001446486|2|-0.067328767|0.790249345|-0.0896538619999999|-51.07061499|-61.90325275|13.82641888|112.0066065|0.136726441|-0.031642539|9.546719887|-1.6137695069999998|-35.26269962|76.76995134|64.89703387|596.0640225999999|-1114.258549|2953.475057|6.777827685|0.8639230290000001|6310.825439|211.0745642|0.021531291|1604.859603|1.0|1.0|3.51|0.08|27.0|5.01|0.92|1.0|123.82|0.0|0.0|5.0|-5.11|32.0|5.0|-6.52|417.47|0.0|0.0|1.0|3.31|1.65e-05|3.27|2.75e-08|-0.07275|3.36|3.2827|704.48|1198.36|377.7|0.3425|554.63|0.4358399999999999|0.6998300000000001|-0.13823|3365.0|-0.21098|0.04189898|-1347.073528|4.3481|7.9318|7.9318
20_a4|0|0.0|0.0|1|7.535296702|1|2.017439295|-0.203359312|-0.003103385|-0.00123671|1|0.039635417|-0.061689675|-0.124135414|-0.1473674569999999|-0.059498265|1|0.012025268|1|-0.105783279|0.665774148|-0.072188305|-29.16642156|-34.74640079|11.03865532|63.27373076|0.081852712|-0.0273144939999999|5.313236547|-1.010636274|-14.03867522|46.45917085|40.20507689|441.9318823|-486.4496111|1379.418733|5.543543957000001|0.729218575|4085.683488|171.5531319|0.024334176|755.8433223999999|1.0|1.0|3.23|0.11|17.0|3.2|2.09|0.0|86.62|0.0|2.0|3.0|-3.46|22.0|3.0|-5.96|289.33|0.0|1.0|1.0|2.97|0.000134|2.96|0.000806|-0.03048|2.73|4.0419|517.72|861.05|306.74|0.2364|402.27|0.5152|0.66028|-0.16699|4.0681|-0.19747|0.022349042|-934.150871|5.5779|6.1898|6.1898
8b_a12|0|0.0|0.0|0|0.0|1|0.0|0.190292199|-0.012630509|-0.1676879319999999|2|0.03977208|0.028584223|-0.618894925|-0.036536396|-0.1090955359999999|0|-0.007926474|1|-0.183648492|0.856390139|-0.116554734|-60.97837482|-67.44287685|6.513753986|319.0086845|0.259073691|-0.045608374|3.769098814|-2.097985204|-35.28434152|72.85978933|67.49212879999999|428.7273481000001|-1213.971783|1437.536303|6.373278096|0.926552694|5217.318476|64.26553043|0.009361504|1365.645333|1.0|1.0|4.11|0.1|18.0|3.11|2.23|1.0|110.58|0.0|1.0|4.0|-4.1|27.0|4.0|-6.51|355.39|0.0|0.0|0.0|2.51|9.74e-05|2.76|1.26e-05|-0.0589|5.11|3.7446|611.93|1020.47|331.1|0.3179|460.08|0.53425|0.57773|-0.15294|4.2554|-0.21184|0.03936706|-1159.2425119999998|6.1286|6.58|6.58
4_a38 (LY-2157299)|0|0.0|0.0|1|7.535296702|1|2.0959524330000003|0.050460026|-0.00638266|-0.080432741|2|0.041252955|-0.0501467259999999|-0.325515636|-0.159241692|-0.020954339|1|0.003107816|2|-0.032369326|0.6848692759999999|-0.089446059|-52.90108631|-51.11565158|7.104736984|260.7739337|0.2456862269999999|-0.03235283|4.060137052|-1.520583011|-30.23133173|58.99645489|60.00582329|431.0669496|-868.9660769|1686.693134|6.54753874|0.949475478|5566.495502000001|122.2274724|0.01379043|1105.390176|1.0|1.0|3.27|0.18|21.0|3.69|1.84|1.0|108.18|0.0|1.0|3.0|-3.85|28.0|4.0|-6.86|369.42|0.0|0.0|1.0|2.81|0.000102|2.39|2.75e-05|-0.06|3.95|3.78|617.61|1048.31|327.69|0.2|449.44|0.4|0.68|-0.16|5.9043|-0.22|0.03652312|-1198.49738|7.6529|7.1586|7.1586
