molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|SaasN|AATSC1c|SRW07|n6HRing|MATS7i|ATSC1c|AATSC1are|MATS8i|n5aRing|AATSC1pe|MATS1i|n6aHRing|GATS1are|BIC2|MATS8s|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|DPSA1|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Synthetic Accessibility|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50
19_a15|-3.694652026|0|0|0|0.0|0.0|0|0|0|0.0|-0.009832375|0.0|1|0.037722611|-0.4621216379999999|-0.012350591|-0.04003124|0|-0.00534669|-0.0283109839999999|1|0.7981860159999999|0.722297906|0.042424078|0.7358168620000001|0|0.691069123|-0.0946599869999999|-0.112106433|0.355677322|0.00527267|-54.70558911|3.04716388|61.63983265|178.5363184|-0.042351319|-37.44217335|1.761006946|15.76831619|0.922135562|1857.369806|-14.14482104|6.10227122|10.26331993|0.681885245|44.99916039|-487.9183964|3.321475588|1.0|1.0|1.0|0.0|2.99|-7.14|4.96|102.69|1.0|0.0|101.22|1.0|5.0|-5.12|-6.22|369.44|0.0|0.0|2.88|7.56e-06|0.00279|4.1200000000000005e-05|0.0152|3.29|0.0|0.0|7.28e-08|-0.0372399999999999|7.53|-1523.361214|601.23|1030.77|297.03|519.04|0.68945|0.68945|-1523.196562|-1523.254714|9326.0|72.0|7.1427
6e_a31|0.0|1|0|0|3.402951625|0.0|0|1|1|0.0|-0.016012184|5.733341277|0|0.132664341|-0.784597028|-0.011483229|-0.008757878|2|-0.008439437|-0.002840672|0|0.838789705|0.78240875|-0.071378445|0.795570315|0|0.623340994|-0.122985602|-0.130898441|0.177030306|0.032627586|-74.99224589|19.89514173|159.9587946|229.6732654|-0.046541668|-48.66969791|12.13134981|99.0823033|0.7604979040000001|2188.417358|-17.30478148|7.513687859|14.40145519|0.916695963|146.03985980000002|-317.6847132|13.86851128|1.0|1.0|1.0|1.0|3.55|-7.33|4.0|131.36|1.0|0.0|109.69|1.0|4.0|-5.63|-6.5|404.44|0.0|0.0|3.27|2.34e-06|0.000947|2.18e-05|0.00883|3.2|0.0|0.0|4.67e-08|-0.05426|4.31|-1652.63264|634.34|1077.48|374.76|490.75|0.70391|0.70391|-1652.445002|-1652.503557|8.3583|0.37|6.4318
8b_a8|0.0|1|0|0|3.191799887|0.0|1|1|1|1.42474537|-0.013834266|5.4161004020000005|1|0.019958073|-0.733216119|-0.0055544409999999|-0.0422693659999999|1|-0.003593429|0.049587543|1|0.758899977|0.778853499|0.097555876|0.726912742|0|0.558354653|-0.130159955|-0.11627069|0.28604765|0.032440348|-79.74587194|19.87542051|172.84152849999998|270.5854753|-0.047457424|-43.64473805|12.1771918|89.09854311|0.781454722|1821.324722|-17.8141788|7.507665421|14.53652808|0.936224813|133.8974321|-344.8810688|13.73949201|0.0|0.0|1.0|1.0|3.52|-7.13|3.03|112.23|1.0|0.0|114.18|1.0|4.0|-4.77|-6.87|414.41|0.0|0.0|2.9|1.6899999999999997e-05|7.0|3.69e-05|0.0153|2.76|0.0|0.0|7.33e-08|-0.06114|6.41|-1407.052256|640.35|1098.17|270.59|488.56|0.57234|0.70195|-1406.829227|-1406.887058|7.4497|5.08|5.2941
7f_a8|0.0|1|0|0|2.961566988|0.0|1|0|0|1.2793830309999998|-0.005338193|4.844187086|0|0.034392285|-0.234880498|0.00112124|-0.087673259|1|0.00084936|0.052081992|0|0.515235986|0.7051689170000001|-0.048917705|0.507325475|0|0.770229267|-0.091890536|-0.08790841|0.3155671539999999|0.0138113419999999|-52.28313554|7.858266077000001|53.09327646|130.7330978|-0.040738044|-28.45850692|4.471132824|55.49953831|0.880922225|1854.738581|-13.18808857|7.704280774|14.04331892|0.822794279|67.75191165|-433.4681077|5.839092213|1.0|0.0|1.0|0.0|3.14|-8.46|5.49|61.58|2.0|0.0|101.89|1.0|3.0|-5.68|-5.27|373.35|0.0|0.0|4.63|2.09e-06|0.00078|3.16e-06|0.00118|4.66|0.0|1.0|3.5e-09|-0.07492|6.81|-1285.168078|584.99|991.61|324.68|495.55|0.7024199999999999|0.6987399999999999|-1285.017838|-1285.071664|11.6137|35.65|4.4479
13b_a30|0.0|0|0|0|0.0|0.0|0|2|2|0.0|-0.011016128|5.351858133|2|-0.035340334|-0.627919307|-0.003436924|0.042845487|1|-0.002215642|0.003429114|1|0.841060094|0.836520136|-0.045844862|0.802578397|0|0.694101802|-0.109962789|-0.113554975|0.3529073379999999|0.018555474|-74.24619275|12.52854078|385.2420923|206.54056530000005|-0.042850934|-51.76819834|8.459192992|105.341977|0.800290866|2319.48655|-19.53516918|8.804739699999999|16.1428924|0.8334321|134.8423681|-405.5090587|11.59580043|1.0|0.0|0.0|1.0|4.76|-6.19|1.72|124.74|1.0|0.0|135.37|1.0|6.0|-5.01|-7.05|441.51|0.0|0.0|1.91|9.68e-06|0.00427|5e-05|0.0221|2.74|0.0|0.0|6.520000000000001e-07|-0.05434|4.54|-1744.446479|721.48|1210.94|245.51|544.04|0.32563|0.6862699999999999|-1744.2179010000002|-1744.281763|5.3762|26.0|7.5901
12r_a30|0.0|0|0|0|0.0|0.0|0|2|2|0.0|-0.007553813|5.351858133|2|-0.093079817|-0.400352091|-0.002544958|-0.0682882559999999|1|-0.001131023|-0.0546637159999999|1|0.609043558|0.83236194|-0.007140234|0.591758164|0|0.72072745|-0.090229387|-0.109990462|0.451652492|0.019137908|-58.32042638|12.36992712|90.4724548|180.5098625|-0.040404659|-45.9515743|7.995393191000001|0.0|0.790065337|2433.580273|-16.88017015|7.467190577999999|13.94386247|0.867350555|135.6928105|-374.9717191|10.96881384|1.0|0.0|1.0|1.0|4.66|-7.16|3.74|81.65|2.0|0.0|127.19|1.0|5.0|-5.49|-6.06|434.46|0.0|0.0|3.21|3.24e-06|0.00141|6.71e-06|0.00291|4.07|0.0|0.0|6.900000000000002e-08|-0.05244|4.32|-1774.2026670000002|679.64|1141.54|244.69|516.03|0.32409|0.68476|-1774.009422|-1774.070699|6.5511|29.0|7.5317
3p_a32|0.0|1|1|1|3.456037415|0.0|0|1|1|0.0|-0.008735261|6.008813185|0|-0.050639647|-0.419292538|-0.000971341|-0.111150118|3|0.000920756|-0.146606489|0|0.737842269|0.8599558070000001|0.058054833|0.6956696440000001|1|0.8195708759999999|-0.070907174|-0.098773656|0.366898545|0.021264377|-41.73212799|12.5150622|40.28175307|106.1908248|-0.029183126|-34.21384146|7.365688817|57.82331968|0.6199678829999999|3037.061498|-10.10863498|6.243062200000001|10.69458635|0.713035367|223.6663527|-141.21321609999998|14.94356622|1.0|0.0|1.0|1.0|3.38|-6.79|3.71|131.25|1.0|0.0|112.37|1.0|4.0|-5.11|-6.8|395.5|0.0|0.0|3.23|7.78e-06|0.00308|5.629999999999999e-05|0.0222|2.7|0.0|0.0|1.62e-07|-0.04963|4.26|-1879.527843|626.32|1057.58|340.28|471.04|0.7017100000000001|0.7017100000000001|-1879.350471|-1879.406962|5.4496|26.0|7585.0
12a_a30|0.0|0|0|0|0.0|0.0|0|2|2|0.0|-0.006711725|5.351858133|2|-0.096804291|-0.3557214489999999|0.005050384|0.009586623|1|0.005458948|-0.053309522|1|0.8421237309999999|0.7885597609999999|-0.031179517|0.7961424690000001|0|0.836214716|-0.07699057|-0.097138462|0.337975309|0.016292604|-47.73588073|10.10177981|85.47365107|101.5505506|-0.037665934|-37.34272719|6.263330101|0.0|0.805190202|2256.680391|-14.47983299|7.362386058999999|13.88603128|0.88607758|120.786445|-378.4495438|9.228758655|1.0|0.0|1.0|1.0|4.65|-6.64|2.62|81.65|2.0|0.0|127.28|1.0|5.0|-5.28|-5.98|398.48|0.0|0.0|2.63|5.23e-06|0.00208|1.4e-05|0.0056|3.87|0.0|0.0|2.3100000000000002e-07|-0.05184|3.82|-1575.745502|668.81|1122.01|245.76|507.17|0.35338|0.68599|-1575.538241|-1575.597759|4.7368|11.0|7.9469
25c_a34|0.0|0|0|0|0.0|0.0|1|2|2|1.958290974|-0.014384932|5.351858133|2|-0.16034464|-0.834326082|-0.002827527|-0.056443595|1|0.001433865|-0.3609280379999999|1|0.809687672|0.80135608|0.118901861|0.760055383|0|0.683231623|-0.088513496|-0.113392997|0.478421157|0.043815478|-59.0359041|29.22363765|183.6812574|211.2752099|-0.031498055|-50.44285726|19.49130854|93.28638171|0.537428437|2439.174137|-14.01190479|7.484891117|13.26192888|0.77182656|308.52165519999994|-49.9273377|25.03674677|0.0|1.0|1.0|1.0|3.64|-5.71|1.98|90.74|1.0|0.0|116.0|2.0|6.0|-2.81|-7.95|421.45|0.0|0.0|1.93|0.00156|659.0|0.000523|0.22|1.3|0.0|0.0|1.97e-06|-0.03272|4.32|-1426.666471|704.43|1180.85|294.54|561.29|0.69247|0.69247|-1426.421463|-1426.48597|9.8087|1.78|5.7496
13_a10|0.0|0|0|0|0.0|0.0|1|1|1|2.091672336|-0.0057715859999999|5.4161004020000005|2|-0.093280469|-0.259721373|0.00384732|-0.002128014|1|0.003791547|-0.017015286|2|0.761923976|0.78472614|0.00746881|0.736686715|1|0.818027691|-0.094726989|-0.082327045|0.4676169839999999|0.0122005|-47.88975806|6.168030793|174.7319717|91.99711608|-0.030119651|-21.04167667|3.118282386|0.0|0.7144943490000001|1630.880014|-7.698174391|5.069505473|9.209972585|0.816739845|144.338975|-216.8776303|9.595006108|1.0|1.0|0.0|1.0|3.02|-6.6|3.81|63.83|0.0|0.0|97.14|1.0|2.0|-3.76|-6.34|328.37|0.0|1.0|2.91|0.000176|0.0576|7.87e-05|0.0258|2.76|0.0|0.0|2.49e-07|-0.05022|2.48|-1065.839441|550.83|926.41|212.63|376.77|0.34881|0.68386|-1065.68351|-1065.732389|5.3726|0.16|6.7959
5a_a40|0.0|0|0|0|0.0|0.0|1|0|1|1.688148148|-0.004609716|6.167516491000001|0|-0.108428634|-0.152120625|0.011345707|0.180125135|2|0.010425818|0.004130836|0|0.538671739|0.756882266|-0.442215721|0.5263598389999999|1|0.8531783270000001|-0.078132307|-0.090991462|0.04987082|0.020641204|-34.5789643|9.135164355|174.99981530000002|64.97877226|-0.036396585|-17.82228195|4.042943749|52.43850484|0.8224652720000001|508.8362301|-7.128912782|5.507689573|10.7779923|0.956899016|78.57142892|-285.426492|5.795040371|1.0|0.0|1.0|0.0|3.04|-4.05|3.08|75.5|0.0|1.0|74.15|2.0|3.0|-4.13|-5.9|269.32|0.0|1.0|2.8|7.49e-05|0.0202|0.000213|0.0574|2.88|0.0|0.0|8.950000000000001e-05|-0.0657799999999999|4.36|-1177.5835470000002|466.79|757.45|326.96|353.51|0.69499|0.69499|-1177.51016|-1177.555706|7.6003|81.0|7.0915
3_a4|0.0|0|0|0|0.0|0.0|1|1|1|2.147369615|-0.001141383|5.4161004020000005|2|-0.07806942|-0.0502208409999999|0.011825591|-0.010537082|1|0.011276682|-0.048796855|2|0.637819558|0.773786787|-0.0862461019999999|0.623172012|1|0.919804716|-0.052578183|-0.06572153|0.462670692|0.010568144|-25.5405205|5.133610255|12.23442244|38.95587796|-0.024645574|-15.5080075|2.493716402|40.30885999|0.7196876640000001|1602.411021|-5.815502811|4.832514477|8.486341272999999|0.7560922609999999|136.1652785|-213.4321476|7.460728516|1.0|1.0|0.0|1.0|2.99|-7.19|4.11|43.6|0.0|0.0|95.12|1.0|2.0|-3.7|-5.99|312.37|0.0|1.0|3.31|0.000198|0.0617|5.520000000000001e-05|0.0173|3.12|0.0|0.0|6.49e-08|-0.04964|2.66|-990.6149055|535.44|905.23|252.57|350.36|0.58445|0.58615|-990.467184|-990.514888|3205.0|104.0|6983.0
14ab_a23|0.0|0|1|1|0.0|0.0|2|0|0|3.4171257980000003|-0.0050415|5.351858133|2|0.021287386|-0.287365522|0.013012022|0.010803172|2|0.012103325|-0.074579388|2|0.725358161|0.75434493|-0.085303124|0.693959193|1|0.92422233|-0.051974369|-0.076243539|0.20155691|0.017974612|-35.59605095|12.31039874|40.23721489|51.89838547|-0.031648261|-35.76253038|8.431109267|82.79560776|0.797837067|2332.352369|-14.84482393|7.83369055|14.76864227|0.885272615|138.4567483|-407.9635285|9.389964491|0.0|0.0|1.0|1.0|3.63|-8.16|4.63|105.02|2.0|1.0|130.22|1.0|5.0|-6.23|-5.92|439.54|0.0|0.0|4.12|5.9e-07|0.000259|2.81e-06|0.00123|4.31|0.0|0.0|6.9799999999999995e-09|-0.07146|4.1|-1708.543268|719.66|1238.27|338.88|595.23|0.66532|0.66532|-1708.277193|-1708.3414239999995|8.4721|4.0|8.4012
12q_a36|0.0|1|0|0|3.453150038|0.0|0|2|2|0.0|-0.00761082|5.351858133|2|0.068040097|-0.410984299|0.0005016269999999|-0.0651906459999999|1|0.0010871589999999|-0.103922055|1|0.8941919290000001|0.828371596|-0.017640538|0.8065052890000001|0|0.82911927|-0.07607684|-0.1060430969999999|0.324924033|0.018562763|-49.18227989|12.00048565|82.68142965|110.4712541|-0.038175515|-44.31949385|7.758093617|0.0|0.768692389|2380.245597|-15.95501778|7.546533709|14.69971555|0.947876484|149.536123|-347.4093916|11.60375275|1.0|0.0|0.0|1.0|4.74|-7.18|2.54|69.2|1.0|0.0|128.76|1.0|5.0|-4.44|-6.49|415.88|0.0|1.0|2.34|3.64e-05|0.0151|2.55e-05|0.0106|3.31|0.0|0.0|6.65e-08|-0.05602|3.79|-1692.5102989999998|683.51|1148.35|236.72|531.58|0.39919|0.6863199999999999|-1692.3116350000005|-1692.370918|6.4226|6.0|8.2218
19_a31|0.0|1|0|0|3.2411335510000003|0.0|0|0|0|0.0|-0.01001901|5.351858133|0|-0.044625452|-0.46087445|-0.005956522|-0.040386271|2|-0.0038998559999999|-0.081398052|0|0.656654981|0.8558149140000001|0.019858798|0.6427749970000001|0|0.7312647940000001|-0.0909201569999999|-0.113333675|0.279690511|0.014675044|-53.25742146|8.596058678|75.32978176|157.414423|-0.036060715|-38.88650245|5.035230173|67.42915967|0.776211804|1992.2502|-12.37297805|7.0760696020000005|12.77501178|0.805382437|131.0862475|-323.5878356|8.931875058|1.0|1.0|1.0|1.0|3.44|-7.39|4.33|98.91|1.0|0.0|97.25|1.0|7.0|-4.67|-6.41|358.43|0.0|0.0|3.47|2.14e-05|0.0076799999999999|0.0001199999999999|0.0431|2.93|0.0|0.0|4.08e-08|-0.04308|5.24|-1489.4951640000002|625.93|1028.58|246.28|537.66|0.5385300000000001|0.7005600000000001|-1489.323855|-1489.382077|2.4209|1.8|5.7447
1e_a5|0.0|1|0|0|2.953259375|0.0|0|0|0|0.0|-0.001975193|4.59511985|2|-0.080321049|-0.084933308|0.008031558|-0.1197834419999999|1|0.007357977|0.034752304|2|0.71274658|0.771487328|0.045376705|0.6977404359999999|0|0.8805795|-0.06795194|-0.069725333|0.373935381|0.008587563|-35.30075748|4.461204261000001|159.537038|62.03846573|-0.0278901329999999|-18.81719677|2.317577542|0.0|0.7473936259999999|827.4861275000001|-7.526878708|6.41473183|12.39753333|0.932665879|131.2279879|-257.0399733|8.161620868|1.0|1.0|0.0|1.0|2.83|-8.41|4.51|54.46|0.0|0.0|95.45|1.0|3.0|-4.25|-5.77|312.37|0.0|1.0|3.44|5.5700000000000005e-05|0.0174|3.5600000000000005e-05|0.0111|3.43|0.0|0.0|3.87e-09|-0.04186|3.17|-990.6006645|560.58|935.47|261.24|427.87|0.56258|0.51802|-990.471803|-990.522307|3.0386|191.0|6719.0
41_a18|0.0|0|0|0|0.0|0.0|0|2|2|0.0|-0.007587553|4.844187086|1|-0.089781154|-0.500778516|-0.0034878|0.022493846|0|-0.002136837|-0.005930813|0|0.759941674|0.733589101|-0.032217299|0.745631286|0|0.7349388459999999|-0.1020290859999999|-0.089139464|0.3888308139999999|0.009550224|-69.94639412|6.547189171|347.42621339999994|181.7135945|-0.037381065|-41.89408289|4.488448275|93.99687836|0.903239484|1491.296991|-17.56848637|8.787657952|17.13823195|0.950261611|66.33450764|-552.8844577000001|4.727999916|1.0|1.0|0.0|1.0|4.07|-8.38|2.7|99.28|2.0|1.0|141.34|1.0|6.0|-5.56|-6.38|452.55|0.0|0.0|2.53|2.76e-06|0.00125|9.49e-06|0.0042899999999999|3.78|0.0|0.0|4.18e-09|-0.04956|7.34|-1454.3467460000002|736.59|1294.52|385.97|576.83|0.69308|0.69308|-1453.980175|-1454.045308|2721.0|369.0|6433.0
11_a3|0.0|0|0|0|0.0|0.0|0|0|0|0.0|-0.01008647|4.727387819|3|-0.101436441|-0.363112913|-0.008037672|0.044912659|1|-0.005959152|-0.0495219879999999|3|0.8947911009999999|0.724492061|0.132535663|0.834020779|1|0.777803048|-0.0955396769999999|-0.099420732|0.175996916|0.014376713|-45.19136777|6.800350988|253.1353625|105.101718|-0.0391657429999999|-22.2443844|3.216644354|80.34769756|0.752484736|1105.41974|-8.76293931|5.475372235|10.29352296|0.8799677029999999|117.0775712|-238.8563772|10.0546353|0.0|1.0|1.0|1.0|3.19|-6.51|3.41|105.82|0.0|0.0|88.28|1.0|2.0|-4.08|-6.59|305.36|0.0|0.0|2.46|8.37e-05|0.0256|0.000197|0.0601|2.22|0.0|0.0|3.06e-07|-69.0|2.12|-1288.165162|508.58|834.82|384.66|346.18|0.6966600000000001|0.6966600000000001|-1288.058926|-1288.10577|4.4522|0.04|7.3979
4_a27|0.0|0|0|0|0.0|0.0|2|0|0|3.294369174|-0.006181204|4.727387819|2|-0.273119343|-0.278154179|0.00991794|0.13397347|1|0.010329671|-0.2030237389999999|2|0.639413469|0.7853766809999999|-0.07759915|0.614205449|1|0.852604338|-0.057748369|-0.078787867|0.3485918529999999|0.0201467639999999|-29.89961815|10.43112657|8.590238252999999|76.31512503|-0.0281385239999999|-21.12083948|5.40078803|58.27512057|0.682485674|1213.060761|-7.543156957000001|6.01592535|10.82331334|0.799110312|164.3952417|-188.9664429|10.54344507|0.0|0.0|1.0|0.0|3.11|-6.22|2.8|65.6|0.0|0.0|97.55|1.0|2.0|-3.57|-6.51|331.37|0.0|1.0|2.8|0.000266|0.0882|0.000102|0.0339|2.55|0.0|0.0|6.04e-07|-0.0449899999999999|4.63|-1083.119531|555.75|946.77|223.46|445.65|0.36899|0.6089899999999999|-1082.963712|-1083.01571|3.9202|4.0|8.3979
1_a1 (SKF-104365)|0.0|0|0|0|0.0|0.0|1|1|1|2.196347317|-0.006055958|5.4161004020000005|1|-0.091086986|-0.218014497|0.000663414|-0.10236005|1|0.002250781|-0.123703409|1|0.57031697|0.7926983559999999|-0.015406451|0.551667506|0|0.8131557509999999|-0.067997692|-0.081192283|0.2405471019999999|0.0133681239999999|-31.45099608|6.18316314|6.658828587|86.42113499|-0.029524467|-17.369816|2.859900586|63.42504103|0.709744919|1551.362941|-6.316296726|5.2735884010000005|9.042613965|0.71469847|134.2517831|-194.0267797|8.775956802|1.0|1.0|1.0|1.0|2.97|-6.0|4.28|56.01|0.0|0.0|81.72|1.0|2.0|-3.8|-6.01|297.35|0.0|1.0|3.27|0.000159|0.0472|9.65e-05|0.0287|2.96|0.0|0.0|9.93e-07|-0.03482|3.45|-1279.060907|491.18|809.96|318.72|358.09|0.70081|0.70081|-1278.971649|-1279.017667|6.9338|1.6|5.7959
1l_a5|0.0|1|0|0|2.964063799|0.0|0|0|0|0.0|-0.00183668|4.59511985|2|-0.111303801|-0.089997343|0.008244856|-0.019865028|1|0.007613233|0.0271820189999999|2|0.7245669790000001|0.7656671279999999|-0.174469948|0.71872376|0|0.890289002|-0.068685233|-0.067755283|0.357062421|0.0078543119999999|-38.79937717|4.43679678|167.86839980000002|61.974288|-0.026512937|-21.62050954|2.506287665|0.0|0.769406114|903.1631908|-8.460199385|7.401206343999999|14.03493287|0.896303416|130.25942849999998|-304.3678822|7.374136537999999|1.0|1.0|0.0|1.0|2.98|-8.83|5.32|54.46|1.0|0.0|105.07|1.0|4.0|-5.04|-5.4|340.42|0.0|1.0|4.06|9.06e-06|0.00308|1.04e-05|0.00356|4.19|0.0|0.0|1.4800000000000003e-09|-0.04149|3.89|-1069.229786|609.85|1033.47|267.19|486.81|0.45892|0.57392|-1069.047151|-1069.101032|3.3694|32.0|7.4949
12a_a5|0.0|1|0|0|2.981252568|0.0|0|1|1|0.0|-0.00166971|5.209486153|2|-0.0036987359999999|-0.09350376|0.00873078|-0.114419442|1|0.008649556|-0.057691345|2|0.762866363|0.779533861|0.1121034509999999|0.741588813|0|0.894590896|-0.058605038|-0.067680123|0.337539208|0.0081891369999999|-36.01436435|5.032443973|13.74268646|64.77671525|-0.026030816|-25.55893402|3.0925714930000003|0.0|0.746785093|899.5599904|-9.830359239|8.741980056000001|16.12184989|0.844187448|155.6073368|-303.31208710000004|8.814051518|0.0|1.0|1.0|1.0|3.06|-8.83|4.26|57.7|1.0|0.0|119.38|1.0|5.0|-4.27|-6.23|381.47|0.0|1.0|3.58|5.37e-05|0.0205|2.56e-05|0.00977|3.38|0.0|0.0|1.4800000000000003e-09|-0.04076|2.91|-1201.990542|667.31|1140.24|264.55|508.81|0.50831|0.67169|-1201.750315|-1201.8082029999998|3.9457|19.0|7.7212
20_a4|0.0|0|0|0|0.0|0.0|1|1|1|2.017439295|-0.003103385|5.4161004020000005|1|-0.061689675|-0.124135414|0.012265062|-0.1473674569999999|1|0.012025268|-0.064248765|1|0.691307598|0.7797803109999999|0.246357638|0.665774148|0|0.918147288|-0.060595472|-0.072188305|0.210083785|0.022933651|-29.16642156|11.03865532|63.27373076|39.3981702|-0.0273144939999999|-16.72448692|5.313236547|68.49419443|0.6435852470000001|1379.418733|-6.32818424|5.543543957000001|9.58599918|0.729218575|171.5531319|-138.2237887|11.71277006|1.0|1.0|1.0|1.0|3.23|-5.55|3.54|39.94|0.0|0.0|86.62|2.0|3.0|-3.46|-5.96|289.33|0.0|1.0|2.97|0.000346|0.1|0.000134|0.0388|2.96|0.0|0.0|2.79e-06|-0.03048|2.73|-934.2266312|517.72|861.05|239.45|402.27|0.5152|0.66028|-934.103809|-934.150871|5.5779|646.0|6.1898
14ad_a23|0.0|0|1|1|0.0|0.0|2|0|0|3.3437482860000003|-0.00790478|5.351858133|2|0.118047355|-0.4663820279999999|0.008996289|-0.05348283|2|0.009675528|-0.143336826|2|0.7763406840000001|0.7830067820000001|0.165157698|0.7317531540000001|1|0.887131635|-0.059168372|-0.085840335|0.224009311|0.033831691|-42.29008971|24.18091285|52.63180108|80.67170209999999|-0.029653934|-43.85199724|17.28310144|114.237062|0.575880959|2339.533586|-15.14887177|8.661363236|16.34071148|0.8866211979999999|303.1354708|-108.4705382|23.84770234|0.0|0.0|1.0|1.0|3.73|-7.6|4.03|123.48|2.0|1.0|133.27|1.0|7.0|-5.8|-6.68|471.53|0.0|0.0|3.39|1.6e-06|0.000753|8.22e-06|0.0038799999999999|3.52|0.0|0.0|2.49e-08|-0.06925|2.99|-1858.942973|747.83|1287.26|366.09|618.01|0.6956600000000001|0.6956600000000001|-1858.668058|-1858.733603|6.7584|4.0|8.3595
7_a47|0.0|0|0|0|0.0|0.0|0|0|0|0.0|-0.008206422|0.0|2|-0.128433676|-0.3939082339999999|-0.0091074509999999|-0.085507035|0|-0.00794321|-0.021071408|2|0.6995252890000001|0.817389583|-0.04402021|0.671549194|1|0.8473227320000001|-0.081264417|-0.095957591|0.427432212|0.008915606|-45.82735481|5.027768049|103.5602725|86.09912617|-0.036250645|-30.51603217|2.8353037860000003|0.0|0.816979353|1968.695833|-11.52827882|6.485224033|10.90440708|0.681423344|103.2106353|-357.5076454|7.36009799|1.0|1.0|0.0|1.0|2.96|-9.45|6.52|58.04|2.0|0.0|111.28|1.0|4.0|-6.47|-4.8|393.84|1.0|0.0|4.89|3.41e-07|0.000134|8.75e-07|0.000345|5.49|0.0|0.0|3.52e-10|-0.05297|5.08|-1647.963177|604.84|1043.33|333.26|455.81|0.69314|0.69314|-1647.7863539999998|-1647.841533|4.4255|25.0|7.6
12ba_a36|0.0|1|0|0|3.389685532|0.0|0|2|2|0.0|-0.0075620109999999|5.351858133|2|0.087201747|-0.423472625|-0.002123045|0.003750685|1|-0.000621302|-0.091676619|1|0.844641715|0.8256014690000001|0.041478447|0.796093405|0|0.849738126|-0.083210415|-0.108410153|0.330220757|0.0246090489999999|-56.0578808|16.57882744|100.798163|101.229662|-0.037526591|-49.20258616|11.16896162|16.1479891|0.7068957840000001|2492.5731100000003|-17.03166444|7.409667253999999|14.59456478|0.969665341|197.4608731|-278.7665262|16.03205543|1.0|0.0|1.0|1.0|4.8|-6.72|1.63|116.78|1.0|0.0|133.18|1.0|5.0|-4.77|-7.04|431.45|0.0|0.0|1.57|1.6800000000000002e-05|0.0072599999999999|5.65e-05|0.0244|2.67|0.0|0.0|1.91e-07|-0.08446|2.79|-1417.426327|687.23|1187.56|236.13|547.82|0.3989999999999999|0.70432|-1417.187763|-1417.249741|4.5448|21.0|7.6778
19j_a38|0.0|1|0|0|3.235947106|0.0|0|2|2|0.0|-0.007976154|5.351858133|2|0.105682345|-0.438688445|-0.004442319|0.003554228|1|-0.002443797|-0.09493054|1|0.7163622890000001|0.846765471|-0.001131945|0.6885713729999999|0|0.8071763829999999|-0.0844479869999999|-0.108006563|0.625966089|0.0250587|-57.80349365|17.15233756|131.29876370000002|131.9851314|-0.038119963|-50.60340201|11.74054073|29.18585028|0.714369845|3109.238056|-17.86002424|7.506210369|12.69084117|0.6907121629999999|195.5099392|-293.4664598|16.123318700000002|1.0|0.0|1.0|1.0|4.81|-6.92|2.42|105.02|1.0|0.0|130.41|1.0|5.0|-4.35|-7.13|426.45|0.0|0.0|2.44|4.46e-05|19.0|7.55e-05|0.0322|2.5|0.0|0.0|1.2099999999999998e-07|-0.06447|3.23|-1424.390074|686.26|1163.3|205.41|533.97|0.30419|0.69435|-1424.183388|-1424.24494|14.4895|8.0|8.1146
