molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|SaasN|AATSC1c|SRW07|n6HRing|MATS7i|ATSC1c|AATSC1are|MATS8i|n5aRing|AATSC1pe|MATS1i|n6aHRing|GATS1are|BIC2|MATS8s|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|DPSA1|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Synthetic Accessibility|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50
4g_a49|0.0|0|0|0|0.0|0.0|2|2|2|4.107873566|-0.003686314|6.107022888|4|-0.085731041|-0.328081947|0.007953069|0.003456679|2|0.007845545|-0.038698906|4|0.651833607|0.7559263270000001|-0.027032199|0.626581708|2|0.8601878270000001|-0.061465364|-0.0666753309999999|0.736530693|0.018944337|-61.24875669|18.87757641|151.0705543|139.3194688|-0.0250032489999999|-66.20622488|18.81105094|74.95505057|0.6273572239999999|4747.967275999999|-24.82733433|9.28937554|18.19125978|0.958286615|371.3295653|-253.8168226|23.67887448|0.0|0.0|0.0|1.0|4.83|-13.67|7.56|116.3|2.0|0.0|198.32|0.0|7.0|-7.47|-6.6|663.73|1.0|0.0|5.23|3.3700000000000004e-08|2.24e-05|3.72e-08|2.47e-05|5.28|0.0|1.0|2.13e-14|-0.06458|6.35|-2147.66293|985.89|1766.47|287.56|662.84|0.33449|0.69238|-2147.217543|-2147.295787|4.5147|106.0|6.9747
14e_a23|0.0|0|1|1|0.0|-4.45581912|2|0|0|3.052208981|-0.008865361|5.351858133|2|0.023369734|-0.4787294729999999|0.001027627|0.021081733|2|0.001951778|-0.07256543|2|0.560094237|0.791790895|0.133270225|0.5415996160000001|1|0.925392058|-0.073376247|-0.089453046|0.267882223|0.018022127|-51.07141556|12.5437807|48.244071000000005|51.92870134|-0.03935934|-43.33511299|8.73073591|0.5612316039999999|0.796525872|2428.874279|-19.06744972|8.020794334|15.89643482|0.981902808|141.6222839|-412.7765217|12.49658915|0.0|0.0|1.0|1.0|3.54|-8.23|6.19|105.02|2.0|1.0|125.29|1.0|6.0|-6.38|-6.06|479.48|1.0|0.0|4.5|4.1200000000000004e-07|0.000198|1.61e-06|0.000773|4.46|0.0|0.0|5.94e-09|-0.08122|4.2|-1966.943431|706.39|1209.58|334.8|571.39|0.63922|0.63922|-1966.720803|-1966.785007|5.5469|3.0|8.5214
15a_a50|0.0|0|1|1|0.0|0.0|2|1|1|4.126145086|-0.004429392|5.82008293|1|-0.0446629609999999|-0.234757789|0.005366038|-0.15010386|2|0.005828749|-0.128070491|1|0.797917311|0.821868651|-0.051676609|0.76745052|1|0.837789896|-0.0783960279999999|-0.084501726|0.4349386739999999|0.018014615|-46.91098865|10.77967103|275.287923|97.06405493|-0.029316925|-30.25705388|6.450390922|0.0|0.705410595|1754.903963|-10.49734522|8.095541483|14.65582885|0.8103580690000001|176.277812|-245.8291419|11.21812301|0.0|1.0|1.0|1.0|3.7|-6.09|3.57|68.76|1.0|0.0|110.43|1.0|5.0|-3.6|-6.78|371.44|0.0|1.0|2.76|0.000251|0.0933|0.0001189999999999|0.0444|2.51|0.0|0.0|8.070000000000001e-07|-0.03255|2.66|-1199.784983|644.4|1091.64|306.83|519.38|0.66132|0.66132|-1199.572081|-1199.629702|9.0948|41.0|7.3872
17b_a25|0.0|0|0|0|0.0|0.0|1|0|0|1.785120622|-0.004368141|4.727387819|2|-0.026412432|-0.266456625|0.005120507|-0.100018134|1|0.005244553|-0.044156525|2|0.653180996|0.780221059|0.068812225|0.636746066|1|0.882170399|-0.068207754|-0.079392561|0.410780725|0.015879547|-51.71860811|12.04068508|99.61874923|89.34443096|-0.029249891|-45.64634114|9.129863339|87.61586206|0.724866184|2514.295488|-16.81707305|9.700133933|18.52147096|0.909403632|208.6205329|-341.0100868|13.32894629|1.0|1.0|1.0|1.0|3.56|-10.04|5.18|96.49|2.0|0.0|135.78|0.0|7.0|-5.32|-6.53|458.51|0.0|0.0|3.78|4.75e-06|0.00218|8.59e-06|0.00394|3.61|0.0|0.0|9.08e-11|-0.05531|5.89|-1483.830524|781.08|1329.35|228.6|654.18|0.31395|0.6594800000000001|-1483.563965|-1483.630939|5.2142|101.0|6.9957
12a_a36|0.0|1|0|0|3.4715209280000003|0.0|0|2|2|0.0|-0.007471648|5.351858133|2|0.078063311|-0.403468978|0.002039107|-0.070252245|1|0.003199301|-0.1063550619999999|1|0.907322874|0.7934042040000001|-0.012112722|0.855821486|0|0.820684627|-0.076154312|-0.104828755|0.436020272|0.019595485|-46.76212019|12.03249549|109.9069212|110.1075804|-0.037738352|-39.52572284|7.388485123|5.277117996|0.755315434|2258.5909920000004|-14.22926022|6.600635115|12.464492300000002|0.888377722|150.24716030000002|-313.5499672|11.72953701|1.0|0.0|0.0|1.0|4.75|-6.59|1.88|69.2|1.0|0.0|123.75|1.0|5.0|-3.79|-6.72|381.43|0.0|1.0|1.86|0.000164|0.0625|0.000101|0.0384|2.68|0.0|0.0|2.56e-07|-0.04946|3.16|-1232.916523|653.94|1096.31|323.35|481.98|0.67869|0.6997|-1232.707754|-1232.764108|8.5603|13.0|7.8861
12ak_a36|0.0|1|0|0|3.501132553|0.0|0|2|2|0.0|-0.006465433|5.351858133|2|0.12041792|-0.407322296|0.0042553209999999|-0.116440196|1|0.005035022|-0.099596099|1|0.901715152|0.815627016|0.051506104|0.860667615|0|0.848705143|-0.069176342|-0.091761476|0.537460657|0.019931266|-49.87483724|14.3700664|113.186508|109.0807368|-0.032660864|-47.69888026|10.36054668|25.9007405|0.737439195|2735.7986920000003|-16.97756755|7.98672125|13.86156772|0.735576751|189.3013851|-342.3783571000001|13.01738243|1.0|0.0|1.0|1.0|5.05|-7.38|3.01|69.2|2.0|0.0|138.33|1.0|6.0|-4.95|-6.19|423.51|0.0|1.0|2.66|1.13e-05|0.0047799999999999|1.39e-05|0.00589|3.8|0.0|0.0|4.2e-08|-0.04929|4.21|-1350.865407|730.3|1247.89|320.09|584.05|0.69463|0.7034699999999999|-1350.57563|-1350.637958|8.5394|46.0|7.3372
4f_a49|0.0|0|0|0|0.0|0.0|1|1|1|2.066693174|-0.008903208|5.4161004020000005|2|-0.087861524|-0.418450768|0.001532832|-0.064058097|1|0.001714014|-0.015845165|2|0.69044503|0.7927086309999999|-0.00953448|0.670594896|1|0.7370618040000001|-0.102926696|-0.089955514|0.480786546|0.016591015|-55.88123394|9.007637695|193.615884|142.7551002|-0.033471819|-26.51573683|4.89045046|59.72286429999999|0.718306291|1629.651745|-9.866320682|6.302023735|11.20071713|0.7773206840000001|152.9378926|-237.0468572|11.34983222|0.0|1.0|1.0|1.0|3.07|-6.54|3.8|80.9|1.0|0.0|102.08|1.0|3.0|-3.99|-6.6|356.38|0.0|0.0|2.85|0.000102|0.0365|8.120000000000001e-05|0.0289|2.64|0.0|0.0|2.92e-07|-0.06954|4.07|-1179.201105|575.01|982.46|268.08|411.94|0.39584|0.68474|-1179.029099|-1179.080799|1.8254|0.04|7.3979
A8301_a51|0.0|0|0|0|0.0|0.0|1|0|0|1.700610355|-0.00449765|4.727387819|2|0.078523314|-0.242873103|0.00740124|-0.012770742|1|0.007083041|-0.0357324579999999|2|0.7595189840000001|0.6959300979999999|-0.013846396|0.7234449559999999|1|0.934739895|-0.055295165|-0.0780376929999999|0.339244706|0.008152073|-35.90764428|5.293803823|36.55933899|42.37868986|-0.032775831|-32.90818536|3.437697042|78.46116212|0.854959635|2461.663545|-13.82143785|6.890532887999999|13.24988678|0.922911768|94.18649643|-461.0082758|6.225421319|1.0|1.0|1.0|1.0|3.49|-9.38|5.52|87.72|2.0|1.0|129.04|1.0|5.0|-6.6|-5.31|421.52|0.0|0.0|4.58|2.5e-07|0.000105|1.17e-06|0.000495|5.02|0.0|0.0|4.12e-10|||||||||||||12.0|7.9208
20_a31|0.0|1|1|1|3.3852303|0.0|0|0|0|0.0|-0.009722467|5.733341277|0|-0.013040402|-0.476400874|-0.003484915|-0.020082435|3|-0.001662219|-0.0852122769999999|0|0.788133615|0.8602874540000001|0.028036914|0.7507116140000001|1|0.7954270659999999|-0.085849869|-0.110195543|0.246878555|0.019334605|-53.79798102|12.1160662|64.42171513|128.1960117|-0.033537774|-43.27297051|7.592555532|75.10345696|0.710707042|1758.762093|-13.1700345|8.289864307|15.48343758|0.86775525|181.2859728|-264.0799235|12.29746712|1.0|1.0|1.0|1.0|3.46|-7.65|4.38|140.04|1.0|0.0|110.47|1.0|7.0|-5.91|-6.39|397.52|1.0|0.0|3.6|1.24e-06|0.000493|3.66e-05|0.0146|3.29|0.0|0.0|2.23e-08|-0.06065|4.78|-1880.734655|666.67|1113.19|350.43|560.67|0.7036600000000001|0.7036600000000001|-1880.538664|-1880.599777|4.9218|8.0|8.0862
12d_a40|0.0|0|0|0|0.0|0.0|1|0|0|1.753432382|-0.008004393|5.4161004020000005|0|0.209157499|-0.288158151|-0.000134504|0.087954209|2|-0.002126898|0.127299624|0|0.809398262|0.7769829840000001|-0.0065648919999999|0.6948809659999999|1|0.840431415|-0.095675903|-0.091630294|0.0913543|0.01171131|-50.68561427|6.204226377|207.39648|84.53363343|-0.038873458|-25.71599691|3.286773518|60.80168183|0.844283549|643.5166227999999|-10.90981687|7.877041626|14.88744155|0.8899787840000001|82.49291335|-364.7778083|6.596929268999999|1.0|0.0|1.0|1.0|3.23|-6.84|5.02|84.45|2.0|1.0|96.16|1.0|2.0|-6.25|-5.13|361.25|0.0|0.0|4.21|5.58e-07|0.0002009999999999|2.61e-06|0.000942|4.75|0.0|0.0|1.44e-07|-0.07765|4.14|-2153.180821|552.57|910.58|282.05|435.41|0.55983|0.70435|-2153.071733|-2153.123107|1.9961|19.0|7.7212
28_a20|0.0|0|0|0|0.0|0.0|1|0|0|1.837209467|-0.006492092|4.727387819|3|0.091462964|-0.363557127|0.002234763|0.0313932529999999|1|0.002695258|-0.016955137|3|0.715067047|0.755701837|-0.104458316|0.690655217|1|0.7817507370000001|-0.086299346|-0.091179288|0.3962228229999999|0.014682607|-57.59898971|9.799649234|318.7453661|145.66665480000003|-0.035068957|-40.6172876|6.540604536|88.39175809|0.773641727|2449.815677|-15.62203369|7.587188177000001|14.28413212|0.8826648009999999|151.0788711|-365.2747728|11.12858789|0.0|1.0|1.0|1.0|3.45|-8.8|4.01|99.58|1.0|0.0|122.8|1.0|5.0|-4.42|-6.96|420.47|0.0|0.0|3.04|3.77e-05|0.0159|3.72e-05|0.0156|2.68|0.0|0.0|1.57e-09|-0.06242|4.64|-1368.32781|704.42|1198.32|258.81|531.85|0.50352|0.4701899999999999|-1368.085242|-1368.146882|4.7428|255.0|6.5935
7l_a46|0.0|0|0|0|0.0|0.256706467|1|1|1|2.1525548|-0.00090473|5.533389489|2|-0.203375108|-0.038903382|0.013150047|-0.074511843|1|0.0125870169999999|-0.087877164|2|0.659888413|0.7746144629999999|-0.1237456669999999|0.6539666829999999|0|0.907148114|-0.0565894359999999|-0.06289606|0.253138137|0.011594057|-27.30136533|5.5935102720000005|8.13531199|44.79605077|-0.022013621|-14.63933792|2.698568452|51.39110437|0.67467081|1246.417766|-5.1237682730000005|5.273701985|9.825660656|0.863142947|156.9538706|-168.5385796|7.878766604|1.0|1.0|0.0|1.0|3.04|-6.29|3.59|43.6|0.0|0.0|86.96|1.0|2.0|-3.18|-6.22|290.36|0.0|1.0|2.86|0.000668|0.1939999999999999|0.0001889999999999|0.0548|2.61|0.0|0.0|5.19e-07|-0.03324|2.42|-915.5830363|517.29|879.87|272.71|414.82|0.68834|0.68834|-915.446686|-915.493986|3.9009|1.94|5.7122
12j_a30|0.0|0|0|0|0.0|0.0|0|2|2|0.0|-0.006336585|5.351858133|2|-0.02473642|-0.354848778|0.005613018|0.0074730759999999|1|0.005965451|-0.053644471|1|0.8414737059999999|0.795446883|0.0060012969999999|0.7991060659999999|0|0.842199041|-0.073909106|-0.094132698|0.328405591|0.015613498|-47.76354083|10.09017681|88.51817261|101.9784021|-0.036204884|-39.31313154|6.520746879|0.0|0.8134611009999999|2258.891981|-15.12043521|8.067697897|15.41574553|0.91079856|120.550211|-405.1466163|8.71869951|1.0|0.0|1.0|1.0|4.76|-7.01|2.93|81.65|2.0|0.0|132.24|1.0|5.0|-5.66|-5.81|412.51|0.0|0.0|2.91|2.21e-06|0.0009119999999999|7.05e-06|0.00291|4.23|0.0|0.0|9.75e-08|-0.05106|4.14|-1615.064152|695.8|1175.75|238.56|549.64|0.3087|0.68625|-1614.831741|-1614.894278|5.1081|9.0|8058.0
21c _a23|0.0|0|1|1|0.0|0.0|2|0|0|3.311482916|-0.009944003|5.4161004020000005|2|0.0645437059999999|-0.576752175|0.003456487|-0.092608459|2|0.0035741379999999|-0.0201427689999999|2|0.7641222459999999|0.782543953|0.149511954|0.7301130229999999|1|0.790596437|-0.08365474|-0.098699133|0.2571258939999999|0.014036138|-59.46209153|9.976937758|323.3651097|148.8448086|-0.040210758|-49.86692499|7.09164338|94.32302529|0.834557275|2628.628799|-20.31615463|8.945789862|16.83467928|0.881854988|117.597286|-475.6090385|9.5615256|0.0|0.0|1.0|1.0|3.68|-7.33|3.42|148.11|1.0|1.0|133.35|1.0|6.0|-5.63|-7.13|468.53|1.0|0.0|3.0|2.35e-06|0.0011|1.92e-05|9.0|2.86|0.0|0.0|4.69e-08|-0.07892|4.47|-1837.932192|747.88|1275.12|338.3|587.02|0.5885699999999999|0.5885699999999999|-1837.67081|-1837.736174|8.3979|67.0|7.1752
12a_a40|0.0|0|0|0|0.0|0.0|1|0|0|1.784989449|-0.00431394|5.4161004020000005|0|0.17758258|-0.14667395|0.01039129|0.100414476|2|0.007890601|0.018655637|0|0.58630452|0.718281767|0.023863832|0.525051106|1|0.940879765|-0.064340227|-0.074840643|0.000279043|0.011766311|-32.81611621|6.001293955|107.5277007|30.15370934|-0.033799|-19.46913691|3.060902482|49.24750281|0.85136964|600.1247016|-8.792513441|7.563170499|14.43505064|0.908597808|75.8074911|-358.4254366|5.487955617999999|1.0|0.0|1.0|0.0|3.2|-7.21|5.43|58.43|1.0|0.0|91.76|1.0|2.0|-6.41|-4.56|346.23|0.0|1.0|4.78|3.86e-07|0.000134|1.13e-06|0.00039|5.43|0.0|1.0|6.15e-08|-0.08015|5.01|-2097.8163050000003|530.55|875.15|400.39|429.21|0.6998800000000001|0.6998800000000001|-2097.7296100000003|-2097.779499|3.8054|1778.0|5.7501
4a_a49|0.0|0|0|0|0.0|0.0|1|1|1|2.085628989|-0.006602016|5.4161004020000005|2|-0.080255074|-0.3631108529999999|-1.8100000000000003e-05|-0.053787795|1|0.000660956|-0.037142108|2|0.7541604690000001|0.803344301|0.0063958109999999|0.731643066|1|0.7570436159999999|-0.094228246|-0.087863033|0.433367368|0.017143497|-57.79201133|10.51443916|313.22432680000003|149.0098632|-0.0292876779999999|-33.05061877|6.448709504|60.11195021|0.650301539|1647.61849|-11.01687292|7.934892916|15.01791558|0.8926425020000001|214.47685|-184.3656985|14.48911428|0.0|1.0|1.0|1.0|3.35|-7.36|2.83|92.93|1.0|0.0|114.08|1.0|6.0|-3.28|-7.52|399.45|0.0|0.0|2.42|0.000528|211.0|0.000305|122.0|1.71|0.0|0.0|4.35e-08|-0.06461|3.34|-1313.158118|660.19|1128.22|262.35|504.63|0.35731|0.68042|-1312.924353|-1312.98289|4.8706|32.0|7.4949
21_a12|0.0|0|0|0|0.0|0.0|0|1|1|0.0|-0.008833375|4.59511985|3|-0.213225401|-0.362168355|-0.003879878|-0.01367083|1|-0.001825446|-0.116098308|2|0.923855679|0.835359152|-0.061915124|0.859899236|0|0.84827776|-0.068775342|-0.100098765|0.192026642|0.012230115|-34.60932333|6.154473157000001|75.46830038|76.35009799|-0.036878492|-25.34833425|3.097071518|0.0|0.770818357|1080.052791|-9.338859985|5.891343219|11.18947411|0.8993077970000001|115.3294396|-272.5639702|8.736422872|1.0|1.0|1.0|0.0|4.05|-6.78|2.25|78.41|0.0|0.0|98.16|1.0|3.0|-3.82|-6.45|319.38|0.0|0.0|2.68|0.00015|48.0|0.000173|0.0551|2.53|0.0|0.0|1.67e-07|-0.0546899999999999|2.56|-1327.451966|539.67|893.17|264.64|397.31|0.59386|0.57644|-1327.347724|-1327.397348|3.2551|22.0|7.6576
12f_a31|0.0|1|0|0|3.4780522210000004|0.0|0|1|1|0.0|-0.011835152|5.733341277|0|0.043286807|-0.698273995|-0.00150321|-0.0944165219999999|2|0.000889251|-0.130400541|0|0.805862937|0.8167107029999999|-0.021938988|0.7730604259999999|0|0.700992225|-0.097676974|-0.118239376|0.262896936|0.027617942|-68.14417693|19.26761061|159.84734269999998|208.6022728|-0.0337826789999999|-57.54866283|13.44201623|569.7325277000001|0.686882955|1805.921786|-16.44247509|9.859605078|19.05849748|0.932987917|218.4455813|-260.7571603|15.04120547|1.0|1.0|1.0|1.0|3.86|-8.02|4.48|117.37|3.0|0.0|117.78|1.0|10.0|-5.98|-6.19|426.53|0.0|0.0|4.01|1.05e-06|0.0004469999999999|2.37e-05|0.0101|3.82|0.0|0.0|9.53e-09|-0.03317|5.39|-1696.741889|755.33|1258.6|323.68|665.22|0.7006600000000001|0.7006600000000001|-1696.466804|-1696.53373|3.3538|0.13|6.8861
5_a4|0.0|0|0|0|0.0|0.0|1|1|1|2.166832955|-0.001215982|5.4161004020000005|2|0.012532807|-0.0607990979999999|0.011630756|-0.050389825|1|0.0111310589999999|-0.0471580309999999|2|0.655087104|0.767615203|-0.165454845|0.650346601|1|0.943148502|-0.050732198|-0.0681917309999999|0.431132276|0.008047242|-27.26045038|4.324106888|13.96974087|30.54859623|-0.025201292|-19.68930579|2.323516519|46.53110402|0.807351587|1896.178084|-7.276482574|5.758733969|9.823391314|0.7058248159999999|103.5177395|-330.3047347|5.125482045|1.0|1.0|1.0|1.0|3.27|-7.96|4.67|43.6|1.0|0.0|104.89|1.0|3.0|-4.57|-5.57|340.42|0.0|1.0|3.89|2.72e-05|0.00925|1.4499999999999998e-05|0.0049299999999999|3.95|0.0|0.0|1.09e-08|-0.04892|3.71|-1069.251223|595.55|1013.0|255.2|421.24|0.60407|0.6019899999999999|-1069.051141|-1069.102899|3.1619|71.0|7.1487
12m_a36|0.0|1|0|0|3.40403699|0.0|0|2|2|0.0|-0.011502861|5.351858133|2|0.14264424|-0.667165917|-0.006653538|-0.025127218|1|-0.004569485|-0.052743904|1|0.892815402|0.825587924|-0.075712087|0.849217847|0|0.711961428|-0.10031651|-0.121074678|0.4493096629999999|0.022725561|-67.27772044|15.24099981|42.78660249|193.174369|-0.04260035|-54.45666327|10.22144534|107.233999|0.7471181240000001|2637.948424|-19.16067782|7.312794835|13.67704354|0.8702895190000001|169.596372|-331.4617713|14.91990864|0.0|0.0|0.0|1.0|4.83|-6.14|0.98|112.29|1.0|0.0|131.85|1.0|6.0|-4.1|-7.39|424.46|0.0|0.0|1.26|7.96e-05|0.0338|0.000159|0.0676|2.11|0.0|0.0|7.19e-07|-0.05114|3.88|-1401.6158890000002|692.4|1177.15|320.72|505.51|0.69382|0.69382|-1401.385923|-1401.446557|9.1003|0.03|7.5229
8d_a32|0.0|1|1|1|3.474433107|0.0|0|0|0|0.0|-0.010604502|5.733341277|0|0.062782795|-0.519620595|-0.006974711|-0.044765977|3|-0.005162219|0.001558357|0|0.825020753|0.825978584|-0.054095278|0.789198712|1|0.7107041559999999|-0.109612139|-0.109968322|0.261692269|0.01593079|-68.88621406|10.01177286|321.2496412|181.8092016|-0.03346862|-43.43251025|6.291941176|89.20994250000001|0.708567136|2371.595484|-13.21859008|8.106843676|15.29958432|0.887243042|183.1522214|-262.14980440000005|12.43588915|1.0|0.0|1.0|1.0|3.5|-7.26|4.32|154.03|1.0|0.0|110.38|1.0|7.0|-6.08|-6.47|397.52|1.0|0.0|3.57|8.41e-07|0.000334|4.36e-05|0.0173|3.17|0.0|0.0|5.51e-08|-0.0535|4.26|-1880.733071|671.71|111.16|348.39|540.98|0.7026100000000001|0.7026100000000001|-1880.540067|-1880.602038|1873.0|8.0|8.0809
47r_a18|0.0|0|0|0|0.0|0.0|0|1|1|0.0|-0.0058631659999999|4.844187086|0|0.041686585|-0.40455848|-0.005176133|-0.02952923|0|-0.0001597829999999|-0.233665901|0|0.806477847|0.7698681909999999|0.017110504|0.7554975009999999|0|0.769578222|-0.083915825|-0.087091542|0.26560995|0.0155038689999999|-62.75220741|11.59378448|13.30156885|172.30927739999998|-0.031669652|-48.70193962|8.669825595|60.66168882|0.688074851|1504.28892|-17.70979622|9.819988422|19.40516312|0.976088187|233.2574532|-281.2845386|16.87088158|1.0|1.0|1.0|1.0|4.55|-7.46|3.76|111.03|3.0|1.0|145.82|1.0|9.0|-6.65|-6.12|504.6|0.0|0.0|2.2|2.26e-07|0.0001139999999999|2.31e-06|0.00117|4.59|0.0|1.0|3.48e-08|-0.0522799999999999|9.2|-1964.813473|790.57|1387.23|391.06|729.75|0.69545|0.69545|-1964.443758|-1964.516246|3.2001|231.0|6.6364
9o_a24|0.0|1|0|0|2.9340792330000003|0.0|0|1|1|0.0|-0.007052095|4.59511985|3|-0.087807028|-0.387865233|0.0012214139999999|-0.097596429|1|0.002019902|0.00177843|2|0.738419215|0.785672769|-0.0062180169999999|0.7086274779999999|0|0.770273808|-0.088586421|-0.08834189|0.6253256110000001|0.018492771|-51.29122728|10.7072496|32.50178358|133.0106596|-0.032911684|-29.61546471|6.1994599720000005|44.8382925|0.668046377|1906.512273|-11.03321234|6.080741586|11.83284872|0.945954873|192.1999837|-194.5965258|15.09096602|1.0|0.0|1.0|1.0|3.96|-7.91|4.36|92.79|1.0|0.0|120.73|1.0|6.0|-4.49|-6.83|421.45|0.0|0.0|3.01|3.2500000000000004e-05|0.0137|3.9500000000000005e-05|0.0167|2.88|0.0|0.0|1.24e-08|-0.04527|4.41|-1388.094657|611.03|1126.94|210.85|432.84|0.41688|0.65292|-1387.887227|-1387.945865|5.9089|446.0|6.3507
7b_a8|0.0|1|0|0|3.213855584|0.0|1|1|1|1.4628217119999998|-0.009659873|5.4161004020000005|1|-0.024156447|-0.4829936279999999|0.002074537|-0.052309137|1|0.003191529|-0.021509048|1|0.710658316|0.7812177770000001|0.048462902|0.677544268|0|0.7223476129999999|-0.101439013|-0.1000685009999999|0.282366236|0.033167971|-60.75943432|19.86678613|145.0783004|166.30684230000003|-0.041332642|-35.90168309|11.89970852|75.93423425|0.753935657|1780.952171|-14.82895606|7.698000901|14.76972982|0.918644854|147.3863936|-304.2022276|13.76608164|0.0|0.0|1.0|1.0|3.49|-7.65|3.8|92.93|2.0|0.0|110.8|1.0|3.0|-5.25|-6.15|396.4|0.0|0.0|3.5|5.64e-06|0.00224|1.14e-05|0.00454|3.61|0.0|0.0|2.25e-08|-0.06833|5.51|-1330.595067|621.4|1067.73|269.85|506.21|0.44725|0.7025100000000001|-1330.392289|-1330.448193|12.7344|13.53|4.8687
12ar_a36|0.0|1|0|0|3.46014932|0.0|0|2|2|0.0|-0.007046017|5.351858133|2|0.083451772|-0.40866901|0.000939229|-0.1073795209999999|1|0.002112069|-0.096853381|1|0.86559137|0.8371588959999999|-0.017348015|0.8196353679999999|0|0.8365428659999999|-0.080760277|-0.098732471|0.317338373|0.022389124|-54.80317647|15.19305207|86.85924228|110.9204982|-0.0347392029999999|-45.46486105|10.30986449|0.0|0.705591187|2404.999137|-15.99689556|8.770514183|16.68371115|0.902250063|199.7830951|-279.0245523|15.17578458|1.0|0.0|0.0|1.0|4.86|-7.05|1.95|92.99|1.0|0.0|133.27|1.0|6.0|-3.92|-7.21|420.47|0.0|0.0|1.8|0.0001199999999999|0.0503|0.000122|0.0515|2.33|0.0|0.0|8.95e-08|-0.0566|3.23|-1364.467971|717.19|1211.1|237.29|580.53|0.41433|0.67174|-1364.235126|-1364.2977050000002|8.7322|25.0|7.6021
12g_a30|0.0|0|0|0|0.0|0.0|0|2|2|0.0|-0.010447128|5.351858133|2|-0.037395048|-0.574592016|0.001371944|0.007330206|1|0.0026474159999999|-0.084317059|1|0.817497287|0.826316772|-0.0430471959999999|0.770326886|0|0.783662781|-0.086195758|-0.10344931|0.487608738|0.027436565|-58.41940906|18.59520651|133.2169768|146.623137|-0.040568357|-47.51931027|12.60295167|237.7754135|0.7743107290000001|2482.668258|-18.63502363|8.694447089|16.07139949|0.8484671109999999|152.961516|-371.8296813|13.18447384|1.0|0.0|1.0|1.0|4.67|-6.42|2.48|114.67|2.0|1.0|133.52|1.0|6.0|-6.0|-6.22|439.49|0.0|0.0|2.36|1.01e-06|0.000444|9.71e-06|0.00427|3.89|0.0|0.0|3.7600000000000003e-07|-0.0576|3.88|-1743.174676|717.55|1206.02|244.53|577.31|0.26238|0.68366|-1742.965961|-1743.029147|5.3027|9.0|8.0334
4e_a49|0.0|0|0|0|0.0|0.0|1|1|1|2.085628989|-0.006602016|5.4161004020000005|2|-0.080255074|-0.3631108529999999|-1.8100000000000003e-05|-0.053787795|1|0.000660956|-0.037142108|2|0.7541604690000001|0.803344301|0.0063958109999999|0.731643066|1|0.757062331|-0.09422276|-0.087866673|0.433385455|0.017142176|-57.79309816|10.51443916|313.22432680000003|149.0098632|-0.029288891|-33.05708028|6.449206277999999|60.11195021|0.650328475|1647.641653|-11.01902676|7.934910277|15.01788083|0.892633982|214.47685|-184.4129453|14.48911428|0.0|1.0|1.0|1.0|3.35|-7.36|2.83|92.93|1.0|0.0|114.08|1.0|6.0|-3.28|-7.52|399.45|0.0|0.0|2.42|0.000528|211.0|0.000305|122.0|1.71|0.0|0.0|4.35e-08|-0.06461|3.34|-1313.158118|660.22|1128.64|216.37|504.63|0.4078199999999999|0.68043|-1312.924353|-1312.98289|4.8707|34.0|7.4685
8h_a8|0.0|1|0|0|2.975382653|0.0|1|0|0|1.241306689|-0.010324979|4.844187086|0|0.008138299|-0.485274006|-0.007796225|-0.085125857|1|-0.007036544|0.09830823|0|0.578166105|0.6971223040000001|0.111824921|0.56916135|0|0.602405134|-0.122706004|-0.11302328|0.273425421|0.0111998669999999|-72.14530885|6.58499063|316.4918269|233.7669182|-0.048805507|-39.07081527|3.871662077|53.78973456|0.918315905|2019.780061|-16.87148841|7.453557203|13.58738632|0.822939833|48.02637252|-491.8998117|4.492304417|0.0|0.0|0.0|0.0|3.11|-7.95|4.72|80.88|2.0|0.0|105.27|1.0|4.0|-5.21|-5.98|391.37|0.0|0.0|4.01|6.11e-06|0.0023899999999999|1.01e-05|0.00395|3.82|0.0|0.0|1.13e-08|-0.06344|7.71|-1361.618499|608.39|1029.51|258.25|480.09|0.56196|0.69844|-1361.455676|-1361.5113789999998|4.4356|11.59|4.9359
