molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|SRW07|n6HRing|SaaaC|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|BIC2|GATS1pe|nFaHRing|FNSA5|FPSA3|PNSA3|PNSA5|RNCS|FNSA4|WNSA5|WPSA3|RPCS|DPSA5|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GRAV|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50
12n_a36|-3.404662145|1|0|0|0|7.412764017000001|2|2|0.299253841|0.0|5.351858133|2|0.0|-0.619926573|-0.035989956|10.31810354|-0.000273044|1|1|-0.001160331|0.048110172|-0.15024383|-0.261631709|0.81793955|0.750657639|0|-0.115872034|0.0211044289999999|-60.42525197|-78.42650015|67.52548352|-0.039955874|-53.08197085|9.668119648|26.74179417|92.79755725|-1568.530003|3465.537153|-18.30412788|6.863551112000001|12.58209967|7657.057548000001|-1061.639417|0.021232665|-327.25274110000004|2114.630173|805.2286932|14.3710571|0.0|0.0|0.0|1.0|0.0|3.0|0.17|17.0|-6.87|1.28|2.15|123.75|0.84|0.0|142.02|-3.85|34.0|6.0|474.54|0.0|0.0|0.0|0.0001409999999999|0.0668|1.64|0.0|6.45e-05|-0.05056|6.24|-1876.201464|-1876.168847|0.3921|231.43|566.87|0.32172|0.7046600000000001|-1875.89723|0.0155|-0.14928|10.8395|-0.19984|14.3562|15.0|7.8239
12a_a36|0.0|1|0|0|0|7.412764017000001|2|2|1.297044783|0.0|5.351858133|2|0.0|-0.403468978|-0.070252245|10.96083376|-0.065913514|1|1|0.003199301|0.134423193|-0.1063550619999999|-0.183140926|0.7934042040000001|0.855821486|0|-0.104828755|0.019595485|-46.76212019|-64.36949846|109.9069212|-0.037738352|-39.52572284|7.388485123|5.277117996|76.09903547|-1158.650972|2258.5909920000004|-14.22926022|6.600635115|12.464492300000002|5710.355735|-711.4630111|0.019102103|-313.5499672|1533.996157|598.1535763999999|11.72953701|1.0|0.0|0.0|1.0|0.0|2.0|0.14|17.0|-6.59|2.72|1.88|69.2|2.02|0.0|123.75|-3.79|29.0|4.0|381.43|0.0|1.0|0.0|0.000164|0.0625|2.68|0.0|9.78e-05|-0.04946|3.16|-1232.951968|-1232.916523|0.4435|323.35|481.98|0.67869|0.6997|-1232.707754|0.0012|-0.1519299999999999|6.3637|-0.20139|8.5603|13.0|7.8861
4g_a49|0.0|0|0|0|2|8.228176896|2|2|1.343847279|4.107873566|6.107022888|4|3.4246879480000003|-0.328081947|0.003456679|10.92777048|0.08591712|2|2|0.007845545|-0.146265064|-0.038698906|-0.066023903|0.7559263270000001|0.626581708|2|-0.0666753309999999|0.018944337|-61.24875669|-66.44036383|151.0705543|-0.0250032489999999|-66.20622488|18.81105094|74.95505057|90.11923831|-1993.210915|4747.967275999999|-24.82733433|9.28937554|18.19125978|11516.07629|-1986.186746|0.023762615|-253.8168226|3177.154639|1714.878736|23.67887448|0.0|0.0|0.0|1.0|0.0|1.0|0.1|42.0|-13.67|6.09|7.56|116.3|2.87|0.0|198.32|-7.47|51.0|7.0|663.73|1.0|0.0|0.0|3.3700000000000004e-08|2.24e-05|5.28|1.0|1.4199999999999998e-11|-0.06458|6.35|-2147.721319|-2147.66293|0.1389|287.56|662.84|0.33449|0.69238|-2147.217543|0.0265|-0.15087|3.4099|-0.21545|4.5147|106.0|6.9747
4a_a46|0.0|0|0|0|1|7.825245291|1|1|1.13463711|2.180332577|5.587248657999999|2|0.0|-0.051075084|-0.11172225|10.96352058|-0.0466186959999999|1|1|0.0120924389999999|-0.216904465|-0.082000707|-0.129430244|0.764741337|0.683616517|0|-0.067863141|0.00935578|-28.50561609|-35.24319509|6.579492736000001|-0.022129285|-18.30276019|2.523263761|55.05332552|41.15334508|-528.6479264|1427.844961|-5.968291366|5.613813876|9.831485239|4481.754309|-274.5414028|0.011380391|-252.0050978|711.8625758999999|480.9500663|5.910149982|1.0|1.0|0.0|1.0|1.0|0.0|0.35|17.0|-6.82|4.18|4.46|43.6|2.35|0.0|96.74|-3.93|24.0|3.0|318.42|0.0|1.0|1.0|0.000117|0.0372|3.34|0.0|4.86e-05|-0.02921|3.4|-994.237445|-994.2146342|0.1694|272.77|467.4|0.6893600000000001|0.6893600000000001|-994.028172|0.1694|-0.19067|3.1825|-0.21988|3.7138|181.0|6.7423
18_a4|0.0|0|0|0|1|7.535296702|1|1|1.3998285519999998|1.904090136|5.4161004020000005|1|0.0|-0.181355303|-0.200683549|10.94611841|-0.063708832|1|1|0.00042|0.108754635|0.006968314|0.015390457|0.793041267|0.615655659|0|-0.085817825|0.017694182|-46.48874223|-42.33787448|203.5264327|-0.03479101|-20.88721799|4.306590617|0.0|50.98777224|-635.0681172000001|1573.744396|-8.467791078|6.133421395|10.31843368|4381.693113|-313.3082699|0.0175331289999999|-265.85258480000005|825.3658678999999|337.0066459|8.649897756|0.0|1.0|0.0|1.0|0.0|1.0|0.11|17.0|-5.53|3.46|3.43|50.94|2.2|0.0|86.22|-2.95|23.0|4.0|307.32|0.0|1.0|1.0|0.00113|349.0|2.24|0.0|0.0009109999999999|-0.03538|3.02|-1033.480025|-1033.454769|0.2083|274.59|404.27|0.52475|0.57777|-1033.349218|0.1|-0.17345|2.7878|-0.20883|3498.0|2.62|5.5817
6e_a31|0.0|1|0|0|0|7.773594467000001|1|1|0.61015618|0.0|5.733341277|0|0.0|-0.784597028|-0.008757878|10.31165994|-0.0462850729999999|2|2|-0.008439437|0.225356759|-0.002840672|-0.004825446|0.78240875|0.795570315|0|-0.130898441|0.032627586|-74.99224589|-79.81721349|159.9587946|-0.046541668|-48.66969791|12.13134981|99.0823033|93.68572477|-1277.075416|2188.417358|-17.30478148|7.513687859|14.40145519|6053.812282|-778.7151665|0.022744048|-317.6847132|1679.262243|536.6368656000001|13.86851128|1.0|1.0|1.0|1.0|1.0|2.0|0.1|22.0|-7.33|5.19|4.0|131.36|1.36|0.0|109.69|-5.63|29.0|5.0|404.44|0.0|0.0|1.0|2.34e-06|0.000947|3.2|0.0|1.89e-05|-0.05426|4.31|-1652.669408|-1652.63264|0.5103|374.76|490.75|0.70391|0.70391|-1652.445002|0.5103|-0.13418|5.8193|-0.18844|8.3583|0.37|6.4318
43_a18|0.0|0|0|0|0|7.03438793|2|2|1.251175234|0.0|4.844187086|1|0.0|-0.397752066|0.031746165|10.94702053|-0.032429984|0|0|0.003801459|-0.079184068|-0.140532044|-0.2093696189999999|0.713379703|0.712848727|0|-0.0822489459999999|0.006890688|-54.49271386|-63.87648583|0.66443384|-0.0311212229999999|-49.60799696|4.156080507|21.60709738|69.46280937|-1788.541603|1579.614523|-18.77059344|10.01438533|19.33108376|7428.282915000001|-1389.023915|0.007193089|-581.4944803999999|2045.512486|1228.492038|5.5863235410000005|0.0|1.0|0.0|1.0|1.0|2.0|0.34|18.0|-9.6|4.5|4.08|76.5|3.7|1.0|160.76|-6.45|38.0|3.0|508.65|0.0|0.0|0.0|3.55e-07|0.00018|5.1|1.0|1.28e-07|-0.04949|8.79|-1611.621186|-1611.598032|0.5429|384.65|702.4|0.6926800000000001|0.6926800000000001|-1611.126246|0.5429|-0.13196|3.0482|-0.18145|3.6943|625.0|6.2041
17c_a50|0.0|0|1|1|2|7.934155233999999|2|2|1.347835869|4.349159921|5.82008293|2|2.193763306|-0.1766179239999999|-0.144763835|10.94500663|-0.120904775|2|2|0.012222674|0.034485992|-0.233451925|-0.373205592|0.774994313|0.728169863|1|-0.073693343|0.021675174|-35.70979598|-50.69922125|133.46240020000002|-0.021745577|-34.87982686|10.25908547|94.15397246|66.7258111|-912.5859825|2014.72331|-10.29240792|8.310163601000001|16.45688922|6438.380804|-627.8368834|0.0232952879999999|-95.97318605|1601.729346|849.1345426000001|16.02658985|0.0|1.0|1.0|1.0|1.0|0.0|0.35|20.0|-6.79|3.59|3.53|61.0|1.91|0.0|134.28|-3.8|33.0|5.0|440.54|0.0|1.0|0.0|0.000158|0.0698|2.86|0.0|7.08e-05|-0.03121|2.74|-1411.187392|-1411.157813|0.1814|292.44|596.23|0.63122|0.66213|-1410.838844|0.1801|-0.16697|6.3989|-0.19818|8.5146|69.0|7.1612
18c_a22|0.0|0|0|0|1|6.842683282|0|0|1.194229067|1.804590026|4.727387819|2|1.642882533|-0.213698903|0.009519672|10.31286086|0.006275578|1|1|0.005597023|-0.081550274|-0.078828791|-0.143402172|0.7669483559999999|0.6922232890000001|1|-0.076388478|0.019843706|-40.094865000000006|-52.84635017|30.63947336|-0.028825841|-36.55965924|9.49723261|15.22791009|67.73280290000001|-1056.927003|2574.178324|-13.79609783|7.332936064|14.04085897|7101.057047|-731.1931848999999|0.0215181079999999|-252.7737494|1548.179944|779.8043336000001|14.88645273|1.0|1.0|1.0|1.0|1.0|1.0|0.08|27.0|-9.46|5.36|4.98|124.4|1.47|1.0|136.36|-5.8|34.0|5.0|461.54|0.0|0.0|1.0|1.6e-06|0.000739|3.5|0.0|1.58e-07|-0.07207|3.5|-1783.562578|-1783.5397829999995|0.2996|219.25|583.88|0.4609|0.60449|-1783.277296|0.0817|-0.15158|1.2938|-0.22365|1.0733|26.0|7585.0
14x_a23|0.0|0|1|1|2|7.423568444|0|0|1.197963189|3.101221922|5.351858133|2|0.6753138120000001|-0.335030301|-0.075184011|10.31321817|-0.0229244|2|2|0.003906274|0.160327487|-0.073958723|-0.206574435|0.802520527|0.558482531|1|-0.084244058|0.022095943|-46.97594633|-55.83053941|42.44114495|-0.034056109|-37.00022522|9.704599953|87.28077098|70.40248829|-1060.780249|2382.851643|-14.95753786|7.777802167999999|14.62325432|6989.569075|-703.0042792|0.0219879679999999|-294.5294492|1468.794817|597.2903597999999|14.57194888|0.0|0.0|1.0|1.0|0.0|1.0|0.05|26.0|-7.93|4.2|5.14|105.02|3.78|1.0|120.2|-5.68|32.0|6.0|447.46|0.0|0.0|0.0|2.09e-06|0.0009369999999999|3.78|0.0|5.23e-06|-0.08216|3.97|-1828.393372|-1828.371718|0.3184|305.07|537.48|0.6757|0.62836|-1828.168422|0.3057|-0.15259|5.7933|-0.23475|8.1916|3.0|8.4949
12m_a30|0.0|0|0|0|0|7.412764017000001|2|2|0.6049842529999999|0.0|5.351858133|2|0.0|-0.57615692|0.0488832779999999|10.31162838|-0.0547272029999999|1|1|0.0026474159999999|-0.236661357|-0.084317059|-0.152855196|0.832758813|0.770326886|0|-0.103359773|0.027352277|-57.96147772|-70.1324196|133.774348|-0.0405332439999999|-47.58675592|12.59296644|237.0982213|83.3641853|-1402.648392|2370.879718|-18.66147291|9.025816604|16.40342255|6658.711303|-951.7351184|0.019500715|-371.4702679|1812.833129|683.7405759|13.2317657|1.0|0.0|1.0|1.0|0.0|1.0|0.13|17.0|-6.42|3.4|2.48|114.67|2.06|1.0|133.52|-6.0|32.0|6.0|439.49|0.0|0.0|0.0|1.01e-06|0.000444|3.89|0.0|0.000165|-57.0|3.88|-1743.215323|-1743.174906|255.0|244.95|578.87|0.33392|0.68404|-1742.965888|0.1615|-0.15042|3.6891|-0.20742|5.1279|31.0|7.5114
37_a18|0.0|0|0|0|0|7.03438793|2|2|1.251176176|0.0|4.844187086|1|0.0|-0.385273662|-0.034593342|10.94702064|-0.011713125|0|0|0.003512954|-0.0276034839999999|-0.1483628609999999|-0.224171123|0.725028151|0.699483099|0|-0.074857954|0.009098426|-50.09028298|-54.7389628|12.63119843|-0.0286221589999999|-40.02719655|4.865006968|60.1335413|65.15554136|-1423.213033|1571.7484060000002|-15.30451633|9.460456975|18.49074823|7035.839448000001|-1040.70711|0.0142451319999999|-387.3755475|1860.709332|1056.535856|10.41657856|0.0|1.0|0.0|1.0|1.0|2.0|0.3|18.0|-8.82|3.68|3.3|76.5|3.33|1.0|151.14|-5.68|36.0|3.0|480.6|0.0|1.0|0.0|2.08e-06|0.000999|4.36|0.0|7.27e-07|-0.04925|8.11|-1532.997117|-1532.974371|499.0|385.91|673.45|0.69305|0.69305|-1532.553949|499.0|-0.13194|2.2872|-0.18119|3.0375|35.0|7.4559
13b_a50|0.0|0|1|1|2|7.934155233999999|2|2|1.267593379|4.253030728|5.82008293|2|2.117002752|-0.263615417|-0.042022102|10.94500743|-0.054716607|2|2|0.011379776|-0.03182432|-0.173463805|-0.269353185|0.788327682|0.71935296|1|-0.080785633|0.019899348|-36.81915624|-57.74541064|104.0753113|-0.026928544|-41.27630533|10.16729727|150.45293569999998|70.09526468|-1212.6536230000002|2147.355856|-13.75876844|9.514897025|16.75483549|6639.077063000001|-866.8024118999999|0.017277404|-286.5057775|1731.347493|900.2031356000001|12.34985404|1.0|1.0|1.0|1.0|1.0|0.0|0.37|20.0|-7.23|4.24|5.12|66.99|2.52|0.0|133.36|-5.02|34.0|5.0|455.55|0.0|0.0|0.0|9.65e-06|0.0044|3.91|0.0|2.68e-05|-0.02606|3.63|-1470.401544|-1470.3699789999998|0.1589|293.0|617.26|0.65332|0.63872|-1470.039226|0.1553|-0.1701599999999999|5.5271|-0.19622|7.1645|1.83|5.7375
4q_a46|0.0|0|0|0|1|7.832410927000001|1|1|1.131262631|2.151582577|5.587248657999999|2|0.0|-0.066250447|-0.155661124|10.96363644|-0.081623022|1|1|0.012222698|-0.019471024|-0.1214838219999999|-0.187559576|0.807871283|0.703627625|0|-0.070035423|0.014510206|-29.12008262|-39.09149156|38.31894407|-0.021010627|-21.81959712|4.520667361|72.14599138|49.37907349|-586.3723734|1491.412605|-6.545879136|6.038093227999999|11.78798551|4992.497361|-327.2939568|0.018430997|-133.46593529999998|946.4377411|554.3688216|10.28758193|1.0|1.0|1.0|1.0|1.0|0.0|0.38|17.0|-6.94|4.09|4.09|52.83|1.75|0.0|102.63|-3.41|26.0|4.0|348.44|0.0|1.0|0.0|0.000389|135.0|2.65|0.0|3.97e-05|-0.03042|2.57|-1108.751283|-1108.729426|0.1432|273.72|510.13|0.69002|0.69002|-1108.511662|0.1432|-0.1903|2.7026|-0.2207199999999999|3.2968|743.0|6129.0
12_a15|0.0|0|0|0|0|0.0|0|0|1.435689014|0.0|0.0|2|0.0|-0.370766171|-0.106061273|10.95973444|-0.01062828|0|0|0.0034254209999999|-0.054575504|-0.120626133|-0.184255041|0.723852961|0.7933685340000001|0|-0.094209248|0.015018226|-39.00359933|-60.15445365|72.18361893|-0.031995594|-38.40979933|6.123040777999999|4.192089814|70.6606311|-1082.780166|2661.728915|-13.04483751|5.448223888999999|10.40571107|5897.820841|-691.376388|0.016453962|-314.7766363|1450.496376|673.7288405|10.50617745|1.0|1.0|0.0|1.0|1.0|1.0|0.12|24.0|-9.82|5.32|6.3|56.27|2.87|0.0|119.95|-6.22|30.0|4.0|397.47|1.0|0.0|1.0|5.99e-07|0.0002379999999999|5.29|0.0|5.99e-08|-0.03196|5.16|-1281.087109|-1281.060163|0.1374|276.63|585.26|0.50595|0.70444|-1280.810963|0.0093|-0.15858|4.3338|-0.19054|6.0547|4.0|8.3979
16a_a10|0.0|0|0|0|1|7.535296702|1|1|1.325756911|2.041062372|5.4161004020000005|2|2.009832665|-0.152205915|0.014886502|10.92947902|-0.0048530629999999|1|1|0.011558506|-0.133979603|-0.162508526|-0.254024476|0.772481675|0.72613292|1|-0.076950669|0.013872737|-36.408063|-53.28817038|77.68598956|-0.026063936|-36.90194151|6.652715932|99.81657855|63.53441386|-1119.0515779999998|1823.310808|-12.4990447|8.531706024|15.88633689|6366.0631060000005|-774.9407716|0.014796066|-314.4761648|1539.147561|879.8636987|10.24624348|1.0|1.0|1.0|1.0|1.0|0.0|0.3|21.0|-8.5|4.73|5.19|56.07|2.47|0.0|133.66|-5.22|33.0|5.0|439.55|0.0|1.0|1.0|6e-06|0.00264|4.33|0.0|1.4e-06|-0.04647|3.46|-1395.158387|-1395.13019|0.3843|221.33|629.65|332.0|0.6852199999999999|-1394.797092|0.0841|-0.1605|3.8323|-0.20697|4.6574|47.0|7.3279
12aq_a36|0.0|1|0|0|0|7.412764017000001|2|2|1.297043497|0.0|5.351858133|2|0.0|-0.674732412|-0.1031859869999999|10.95447882|-0.028591187|1|1|-0.004569485|0.131910912|-0.052743904|-0.090926893|0.839953955|0.849217847|0|-0.122078233|0.021389734|-73.0277723|-81.56528598|86.6958382|-0.042953452|-54.49698711|9.548598682|112.415579|95.39676382|-1549.740434|2906.024504|-19.17486584|8.596645087999999|14.98931431|6296.75201|-1035.442755|0.020701483|-350.0740123|2033.842158|689.2886595|13.83147784|0.0|0.0|0.0|1.0|0.0|3.0|0.13|17.0|-6.14|1.92|0.98|112.29|1.28|0.0|131.85|-3.52|32.0|5.0|424.46|0.0|0.0|0.0|0.000304|129.0|1.55|0.0|0.000305|-0.06059|3.88|-1401.669694|-1401.637414|0.4988|317.51|534.96|0.6933199999999999|0.7058300000000001|-1401.391057|0.0059|-0.13908|6.7649|-0.19967|8671.0|55.0|7.2596
9_a3|0.0|0|0|0|0|6.823286122000001|0|0|0.605017128|0.0|4.727387819|1|2.4071976040000003|-0.298197887|0.065373003|10.31162238|0.023606557|1|1|-0.003863265|-0.216450234|0.083014843|0.141996379|0.6729843740000001|0.865283439|0|-0.083555008|0.007377805|-44.74600478|-39.28853824|223.4501605|-0.038196575|-18.47392835|1.6312253680000002|72.50764604|43.50933802|-628.6166118|1383.145159|-8.445224386|5.004834198999999|8.532203772|4430.929894|-295.5828535|0.008976383|-363.8118546|708.8118076000001|349.6957191|4.220799781|1.0|1.0|1.0|1.0|1.0|1.0|0.0|21.0|-7.26|4.9|4.62|80.04|2.42|0.0|92.69|-5.53|22.0|2.0|303.38|0.0|0.0|1.0|2.96e-06|0.000899|4.14|0.0|1.67e-05|-0.03999|3.28|-1256.087705|-1256.0634710000002|0.2069|213.09|350.27|0.3639699999999999|0.6724600000000001|-1255.9558029999998|0.1127|-0.15834|2.0863|-0.19833|2.6661|10965.0|4.96
4S4k_a46|0.0|0|0|0|1|7.825245291|1|1|1.134637098|2.145043462|5.587248657999999|1|0.0|-0.252970193|-0.1149361969999999|10.94631314|-0.1032662209999999|1|1|0.006050983|-0.158788415|0.008544799|0.012963356|0.7477594870000001|0.784722915|0|-0.0860536609999999|0.007749296|-47.49082053|-45.61628327|172.7607401|-0.030477338|-24.18078772|2.177526049|0.0|49.42345536|-775.4768155|1729.18312|-8.564028983|5.523352655|10.26616763|4719.2906570000005|-411.0733912|0.007182108|-390.0516264|893.4991504000001|519.5743695|3.807172093|1.0|1.0|0.0|1.0|1.0|1.0|0.33|17.0|-6.61|4.26|4.77|50.94|2.84|0.0|100.96|-4.82|25.0|3.0|333.43|0.0|1.0|1.0|1.5e-05|5.0|4.05|0.0|8.28e-05|-0.02074|4.52|-1053.441953|-1053.415665|0.2623|234.58|487.43|0.5716|0.67893|-1053.202208|0.0654|-0.17396|2.2655|-0.1947|2.5693|197.0|6.7055
26_a47|0.0|0|1|1|1|6.86171134|0|0|1.304328272|1.06819297|4.727387819|2|0.956774672|-0.544056455|-0.046771537|10.94972213|0.0081426509999999|1|1|-0.008325552|-0.24731748|-0.035472095|-0.079370393|0.845040087|0.651797437|1|-0.101679756|0.020884606|-57.01987795|-59.08415114|9.608109253|-0.038735145|-34.3326642|7.0517889060000005|60.07342336|73.39007585|-945.3464183|1341.904566|-13.07911017|6.945070057000001|13.22794532|5994.406615|-549.3226272|0.024619511|-252.9318822|1317.300461|457.1122177|14.3059247|0.0|1.0|1.0|0.0|1.0|2.0|0.05|21.0|-7.22|2.84|4.68|98.72|2.59|0.0|104.8|-4.86|28.0|5.0|396.81|0.0|0.0|1.0|1.3699999999999998e-05|0.00545|3.12|0.0|2.37e-05|-0.06279|4.37|-1696.096597|-1696.075481|0.3197|258.5|443.78|0.50921|0.68707|-1695.9387359999998|77.0|-0.16642|3.6825|-0.22921|4.8242|13.0|7.9
4c_a46|0.0|0|0|0|1|7.825245291|1|1|1.134637091|2.137504882|5.587248657999999|1|0.0|-0.300069396|-0.051150771|10.94298307|-0.068256579|1|1|0.010040825|-0.165951544|-0.056422062|-0.083788154|0.726862617|0.65145414|0|-0.087503927|0.013924723|-40.22007179|-55.2981278|35.22734468|-0.029688832|-34.9456654|5.56099297|53.13410852|60.67664538|-1050.664428|2487.942529|-11.85656505|7.172412106|13.06174141|5571.088357|-663.9676426|0.008510983|-430.6788754|1249.669579|696.2528933|5.378517586|1.0|0.0|1.0|1.0|1.0|0.0|0.38|17.0|-7.62|5.11|5.24|57.01|3.4|0.0|115.03|-5.55|29.0|4.0|389.49|0.0|1.0|0.0|2.8e-06|0.00109|4.63|0.0|9.32e-06|-0.04381|6.38|-1245.4159619999998|-1245.392965|0.2296|227.16|617.56|0.42391|0.6986600000000001|-1245.114575|0.2083|-0.17085|4.1039|-0.21466|5.4491|2008.0|5.6972
12f_a36|0.0|1|0|0|0|7.412764017000001|2|2|1.297042537|0.0|5.351858133|2|0.0|-0.40641518|0.012286423|10.95389399|-0.06756661|1|1|0.0045625|0.182557897|-0.101854847|-0.169994208|0.821599443|0.857993338|0|-0.100276611|0.01784834|-46.86832019|-66.16123807|43.53853176|-0.035813075|-43.65234724|7.769727312|0.835268043|76.51015325|-1323.224761|2380.393255|-15.59012402|7.416874811|13.84366076|6000.985822|-873.0469447999999|0.015685228|-369.879252|1695.785708|729.1873176|10.34891518|1.0|0.0|0.0|1.0|0.0|2.0|0.21|17.0|-7.36|3.62|2.45|69.2|2.45|0.0|133.52|-4.61|31.0|4.0|409.49|0.0|1.0|0.0|2.48e-05|0.0102|3.47|0.0|1.7899999999999998e-05|-0.05035|3.87|-1311.57896|-1311.550167|0.4374|237.95|545.55|0.37095|0.70126|-1311.285102|0.0231|-0.15011|5.9228|-0.20046|7.8454|11.0|7.9586
12u_a36|0.0|1|0|0|0|7.412764017000001|2|2|1.270259304|0.0|5.351858133|2|0.0|-0.407105926|-0.063855309|10.95266014|-0.010669561|1|1|0.005035022|0.055588998|-0.099596099|-0.163978382|0.8101678720000001|0.860667615|0|-0.0969881059999999|0.017639065|-50.53295452|-67.50289394|86.1184622|-0.03452119|-46.98143813|8.544435884|5.944854912|78.06218646|-1417.5607730000002|2455.7556010000003|-16.72220679|7.65672775|14.90088936|6127.402572|-986.6102007|0.015171583|-388.9026034|1818.813889|799.5563855|10.55929252|1.0|0.0|1.0|1.0|1.0|2.0|0.24|17.0|-7.38|3.85|3.01|69.2|2.66|0.0|138.33|-4.95|32.0|4.0|423.51|0.0|1.0|1.0|1.13e-05|0.0047799999999999|3.8|0.0|1.7800000000000002e-05|-53.0|4.21|-1350.8981130000002|-1350.865506|0.4267|319.16|590.18|0.69258|0.70272|-1350.575382|0.0176|-0.15109|5.8702|-0.20409|7.8877|16.0|7.7959
17b_a25|0.0|0|0|0|1|6.842683282|0|0|1.3732004619999998|1.785120622|4.727387819|2|1.968416259|-0.266456625|-0.100018134|10.93106294|0.016982601|1|1|0.005244553|-0.044260194|-0.044156525|-0.073994564|0.780221059|0.636746066|1|-0.079392561|0.015879547|-51.71860811|-60.19950116|99.61874923|-0.029249891|-45.64634114|9.129863339|87.61586206|73.52844745|-1264.189524|2514.295488|-16.81707305|9.700133933|18.52147096|6674.061446|-958.573164|0.0175785369999999|-341.0100868|1744.031591|832.226697|13.32894629|1.0|1.0|1.0|1.0|1.0|1.0|0.11|27.0|-10.04|4.88|5.18|96.49|2.0|0.0|135.78|-5.32|35.0|5.0|458.51|0.0|0.0|1.0|4.75e-06|0.00218|3.61|0.0|4.16e-08|-0.05531|5.89|-1483.873254|-1483.830524|0.4635|228.6|654.18|0.31395|0.6594800000000001|-1483.563965|0.1741|-0.16408|3.5074|-0.21939|5.2142|101.0|6.9957
14j_a23|0.0|0|1|1|2|7.423568444|0|0|1.197963927|3.278390512|5.351858133|2|0.722606603|-0.322724299|-0.026319216|10.31321824|-0.055708465|2|2|0.0075222369999999|0.087218599|-0.073945564|-0.17267308|0.800643488|0.5935522360000001|1|-0.082226482|0.020485263|-40.35191855|-53.34139172|40.38957571|-0.034989992|-34.60325668|8.620784882999999|83.17168000000001|64.88069411|-1066.827834|2175.598042|-14.72479008|7.83426417|15.57933561|6597.039681|-692.0651337|0.017787992|-355.4521561|1378.388999|599.5697147999999|11.53930239|0.0|0.0|1.0|1.0|1.0|1.0|0.05|26.0|-7.67|3.78|4.58|105.02|3.4|1.0|120.24|-5.58|31.0|5.0|429.47|0.0|0.0|0.0|2.66e-06|0.00114|3.68|0.0|9.18e-06|-0.07581|3.72|-1729.15999|-1729.1379190000002|0.3886|338.1|528.18|0.65128|0.65128|-1728.9293280000002|0.3886|-0.14816|5.8037|-0.2239699999999999|8.3233|4.0|8.3883
12bb_a36|0.0|1|0|0|0|7.412764017000001|2|2|1.29704416|0.0|5.351858133|2|0.0|-0.444923056|-0.018516159|10.96022185|-0.027636036|1|1|-0.004358975|0.2463876689999999|-0.098027247|-0.250781298|0.836170906|0.632625562|0|-0.114330726|0.022069757|-58.19935506|-73.39466247|88.91215764|-0.038872447|-47.11573753|9.094955748|0.0|88.14984373|-1247.709262|2458.790147|-16.01935076|7.854524291000001|15.13083401|6285.088971|-800.967538|0.022984922|-281.5518699|1734.6302440000002|593.6088758|14.75518126|1.0|0.0|0.0|1.0|0.0|2.0|0.14|17.0|-7.12|3.55|3.0|69.2|2.78|0.0|123.67|-3.99|31.0|6.0|417.41|0.0|1.0|0.0|0.000102|0.0424|2.88|0.0|3.17e-05|-0.0566799999999999|3.66|-1431.4091|-1431.374881|0.4172|236.69|515.92|0.38838|688.0|-1431.178978|0.0736|-0.15507|6251.0|-0.21175|8657.0|0.01|8.0
6_a15|0.0|0|0|0|0|0.0|0|0|1.419941278|0.0|0.0|1|0.0|-0.513693384|0.011857945|10.95880677|-0.009025163|0|0|0.003942615|0.153430865|-0.195267558|-0.281352401|0.691316481|0.810779115|0|-0.123000073|0.02948637|-41.14459066|-71.76572566|105.4415725|-0.0307500179999999|-41.87249058|10.03794313|55.65697829|88.94853813|-932.9544335|1971.005637|-10.46812265|6.110075236|10.02135591|5589.043165|-544.3423775|0.029449813|-95.65807914|1603.08412|592.4420375|17.18281248|1.0|1.0|1.0|0.0|1.0|1.0|0.23|18.0|-7.95|4.43|5.26|61.84|2.18|0.0|109.7|-5.66|28.0|5.0|380.44|0.0|1.0|1.0|2.16e-06|0.000823|4.64|0.0|4.3e-06|-0.02419|3.94|-1263.0243449999998|-1263.0072300000002|0.2616|285.52|545.21|0.65191|0.70554|-1262.75978|0.0113|-0.15714|1.3789|-0.18133|1.9421|35.0|7.4559
