molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|BCUTs-1|SaasN|AATSC1c|SRW07|n6HRing|JGI4|MATS7i|AATSC1are|BCUTi-1|AATSC8d|n5aRing|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|WNSA4|FPSA1|PPSA1|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Molar refractivity|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Total Energy (water) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
21a_a23|0.0|0|1|1|0.0|2|7.525639975|1.197963603|3.43622302|-0.005708466|5.4161004020000005|2|0.042862319|0.071115216|0.01269616|10.31321782|-0.083864151|2|0.130024255|-0.074441567|-0.136106024|-0.484404194|0.725800261|-0.137122549|0.79188323|0.6906097959999999|1|0.926538469|-0.051521215|-0.082341001|0.224766417|0.011564247|-34.01266735|39.56172507|0.073461531|-0.03458322|-35.88602363|5.039953753|82.08958626|0.842121383|-22.45408125|61.73864319|41.64701536|0.492301762|2880.257677|-15.07212993|0.157878617|104.2264415|-753.6064963|27.11098744|-451.7153132|1355.5493720000002|666.0036144999999|0.0|0.0|1.0|1.0|3.48|0.09|3.88|105.02|2.0|125.25|5.0|31.0|4.0|425.51|0.0|0.0|0.0|3.78|-5.28|0.000552|5.29e-06|0.0|7.03e-06|-1669.250866|1189.63|335.16|0.60824|0.60824|-1668.989671|0.3692|-0.15024|-0.2226699999999999|0.0203361|-1669.0502720000002|7.9309|102.0|6.9914|6.9914
18d_a30|0.0|0|0|0|0.0|0|7.412764017000001|0.6049874|0.0|-0.0072724869999999|5.351858133|2|0.040899471|-0.071608958|0.001139238|10.31163881|-0.087019298|1|-0.159104532|-0.0541804029999999|-0.120380857|-0.4624430539999999|0.669561738|-0.149451598|0.870930234|0.64876559|0|0.803280262|-0.07812727|-0.103191184|0.346980269|0.017843227|-49.44608411|78.23108693|0.196719738|-0.037906966|-41.33339749|7.147133584|0.0|0.783284395|-31.29400567|75.80070349|60.73891035|0.443774287|2848.574353|-15.18369704|0.216715605|137.15746130000002|-744.0011548|30.62871675|-358.5765637|1500.807121|618.6004214|1.0|0.0|0.0|1.0|0.0|0.14|4.25|81.65|2.0|127.24|5.0|30.0|5.0|416.47|0.0|0.0|0.0|2.92|-5.01|0.00171|9.71e-06|0.0|5.260000000000001e-05|-1675.020297|1129.46|357.49|0.4325|0.69017|-1674.785879|0.3788|-0.14167|-0.19673|0.03258724|-1674.8453470000002|6.2946|21.0|7.6737|7.6737
12h_a40|0.0|0|0|0|0.0|1|7.515889085|0.60499064|1.760542171|-0.008044548|5.4161004020000005|0|0.041915709|0.208938531|-0.000134504|10.31197256|-0.21893421|2|0.367928263|0.127299624|0.224167029|-0.556229094|0.809398262|-0.335801908|0.845904643|0.6948809659999999|1|0.839481749|-0.0954337969999999|-0.091448888|0.006997021|0.0117142839999999|-50.45378559|208.6717565|0.160518251|-0.038796498|-25.56004046|3.274152035|59.68939644|0.844008584|-26.67382585|54.9311782|56.64687411|0.4958138139999999|2270.834041|-10.84365353|0.155991416|82.46928995|-357.8405665|24.30173133|-363.7398044|801.957134|350.9435025|1.0|0.0|1.0|1.0|3.0|0.0|4.59|84.45|2.0|96.16|2.0|23.0|2.0|361.25|0.0|0.0|1.0|4.22|-5.58|0.0002009999999999|2.61e-06|0.0|5.2e-05|-2153.207198|910.77|469.0|0.6503899999999999|0.7041|-2153.072091|0.3693|-0.1092|-0.18432|0.02044063|-2153.123274|3.5425|823.0|6.0846|6.0846
18b_a25|0.0|0|0|0|0.0|1|6.842683282|1.194228955|1.824998189|-0.003259453|4.727387819|2|0.038137255|-0.018632104|0.006181503|10.31286058|0.0009956189999999|1|-0.032776381|-0.034703635|-0.061048368|-0.303383008|0.721100414|0.001715854|0.8333962429999999|0.6915652390000001|1|0.936253893|-0.063132226|-0.078644297|0.348987182|0.01278627|-44.30110081|80.36582704|0.063746107|-0.0305838929999999|-38.7252349|6.296086869|0.0|0.7847794690000001|-31.08693686|64.81723515|53.27347337|0.493622561|3051.645565|-15.05981357|0.215220531|151.02439719999998|-813.229933|27.34692815|-399.6704921|1476.7341199999998|809.2903831|1.0|1.0|1.0|1.0|3.56|0.07|5.93|111.51|2.0|138.56|6.0|34.0|4.0|460.55|0.0|0.0|1.0|4.35|-5.71|0.000132|1.95e-06|0.0|6.690000000000001e-08|-1767.52411|1284.89|336.67|0.36733|0.54166|-1767.2232149999998|0.0468|-0.15079|-0.22145|0.03002332|-1767.286778|2752.0|51.0|7.2924|7.2924
12ah_a36|0.0|1|0|0|0.0|0|7.412764017000001|1.297013411|0.0|-0.007648622|5.351858133|2|0.043848238|0.078459408|0.0005016269999999|10.95983779|-0.050147748|1|0.133939811|-0.103922055|-0.177407665|-0.444563583|0.8941919290000001|-0.0861053359999999|0.8910146309999999|0.8065052890000001|0|0.828405275|-0.0758457179999999|-0.1059368909999999|0.271553945|0.0184777819999999|-49.0084977|82.70705743|0.171594725|-0.038137281|-44.23111357|7.714903458999999|0.0|0.768906425|-31.66734951|80.02464883|60.9481085|0.468162246|2786.56479|-15.92320089|0.231093575|149.3235124|-796.1600443|32.04915319|-347.5133554|1602.457659|629.5017194000001|1.0|0.0|0.0|2.0|0.0|0.14|3.35|69.2|1.0|128.76|5.0|30.0|4.0|415.88|0.0|1.0|1.0|2.34|-4.59|0.0151|2.55e-05|0.0|2.77e-05|-1692.545871|1148.39|328.07|0.40051|0.6970000000000001|-1692.3109559999998|0.0485|-0.15434|-0.2107099999999999|0.03300341|-1692.369929|7.6265|11.0|7.9586|7.9586
1d_a5|0.0|1|0|0|-4.455320158|0|6.605297921|1.217311475|0.0|-0.006252818|4.59511985|2|0.030074074|-0.118028278|-0.0012491689999999|10.94437658|-0.010183824|1|-0.389011185|0.001493879|0.004923698|-0.38633065|0.525406088|-0.015804188|0.821309592|0.513260607|0|0.8965037640000001|-0.088396743|-0.086213657|0.6271150670000001|0.007937625|-47.76176205|204.4506579|0.1034962359999999|-0.036640804|-25.16889922|2.317281143|0.0|0.770504115|-25.80622135|56.83734591|52.05055075|0.471074204|2481.822293|-10.69678217|0.229495885|123.9992274|-427.8712868|25.69414151|-292.3128788|1027.76566|403.396385|1.0|1.0|1.0|1.0|2.19|0.05|5.48|54.46|2.0|95.49|4.0|27.0|6.0|366.34|1.0|0.0|1.0|4.15|-4.97|0.00589|1.0800000000000002e-05|0.0|4.86e-07|-1288.340378|951.63|268.88|0.41781|0.5764600000000001|-1288.201219|0.0982|-0.18991|-0.23519|0.03392008|-1288.253849|5.3765|9333.0|5.03|5.03
12bf_a36|0.0|1|0|0|0.0|0|7.412764017000001|1.297043948|0.0|-0.00832865|5.351858133|2|0.044197531|0.140577067|-0.006877664|10.96022305|-0.0206090089999999|1|0.359635716|-0.098027247|-0.250781298|-0.433281391|0.653741315|-0.033696875|0.892249657|0.632625562|0|0.6791406640000001|-0.090461753|-0.110255801|0.356652646|0.0217611939999999|-58.26326838|87.14111344|0.320859336|-0.037486972|-45.73631152|9.026978489|0.0|0.7054709690000001|-37.52534442|86.28460578|72.27889645|0.474826911|2902.591295|-15.55034592|0.294529031|189.6959033|-777.5172959|34.22402339|-264.6734075|1711.2011699999998|593.6088758|1.0|0.0|0.0|2.0|0.0|0.14|3.55|69.2|1.0|123.67|5.0|31.0|6.0|417.41|0.0|1.0|0.0|2.44|-4.32|0.0424|4.81e-05|0.0|3.17e-05|-1431.413697|1120.94|320.04|0.40663|0.69292|-1431.187555|0.4006|-0.15677|-0.2139|0.03299488|-1431.246893|7.5932|6.0|8.2218|8.2218
8d_a12|0.0|1|1|1|0.0|0|6.580639137|1.283835213|0.0|-0.0076893469999999|4.59511985|2|0.038347953|0.0276482139999999|0.000925796|10.94458983|-0.046326855|1|0.0479437859999999|0.00930483|0.016135176|-0.484923957|0.8857286320000001|-0.080872311|0.8078610759999999|0.8405406040000001|1|0.858710112|-0.077834742|-0.103548595|0.266886187|0.011348654|-43.27410838|90.34024296|0.141289888|-0.039118358|-32.00762818|3.507952014|0.0|0.8338637040000001|-24.05928792|64.53435462|49.58366734|0.465113852|2466.513191|-12.09177064|0.166136296|92.36749461|-544.129679|26.08195789|-371.2392138|1173.6881050000002|503.2240425|1.0|1.0|1.0|2.0|2.23|0.1|3.87|65.96|2.0|112.14|3.0|27.0|4.0|352.39|0.0|1.0|1.0|3.02|-4.61|0.0093|2.43e-05|0.0|1.49e-06|-1138.296407|1007.85|331.53|0.6661|0.4997399999999999|-1138.086709|0.0853|-0.15306|-0.20794|0.04004678|-1138.139635|3.0277|25.0|7.6021|7.6021
14b_a25|0.0|0|0|0|0.0|1|6.842683282|1.420015222|1.616664856|-0.004720915|4.727387819|2|0.038137255|0.001683506|0.004725325|10.93106299|0.0009956189999999|1|0.0028569959999999|-0.043923908|-0.074541111|-0.3691494039999999|0.6524261960000001|0.001715854|0.8333962429999999|0.632638761|1|0.859628015|-0.076156512|-0.084160084|0.329662946|0.016003559|-52.75064158|112.49583529999998|0.140371985|-0.032728922|-40.37825712|7.678174472999999|57.85340824|0.772789587|-36.53830946|69.2012501|63.83568179|0.490638154|3038.600508|-15.70265555|0.227210413|157.3797801|-847.9433995999999|29.33534086|-377.9013888|1584.108407|760.3735147000001|1.0|1.0|1.0|1.0|3.21|0.07|4.48|96.49|2.0|130.97|6.0|34.0|5.0|444.49|0.0|0.0|1.0|3.63|-5.23|0.0011099999999999|5.86e-06|0.0|9.93e-08|-1444.544749|1257.11|304.7|0.34735|0.64983|-1444.266358|0.0006|-0.16309|-0.22149|0.03876374|-1444.330251|3.2784|22.0|7.6576|7.6576
46_a18|0.0|0|0|0|0.0|0|7.03438793|1.251088279|0.0|-0.005378956|4.844187086|1|0.03531746|-0.046124025|0.002300582|10.94680484|-0.052591109|0|-0.069691797|-0.1483628609999999|-0.224171123|-0.448177615|0.7100921609999999|-0.090469229|0.76616843|0.699483099|0|0.8265445990000001|-0.069742249|-0.076485888|0.30524999|0.008975181|-49.54738918|0.946462387|0.173455401|-0.029244604|-38.60388092|4.5299444310000005|58.66827342|0.782232748|-35.20023815|63.70285871|55.92367899|0.4548138479999999|3052.94234|-14.76030741|0.217767252|154.7096476|-1003.700904|26.56039822|-401.0164861|1806.107079|1056.535856|0.0|1.0|1.0|2.0|0.0|0.3|3.68|76.5|2.0|151.14|7.0|36.0|3.0|480.6|0.0|1.0|0.0|2.93|-5.47|0.000999|3.35e-06|0.0|7.27e-07|-1532.992457|1380.79|384.45|0.69181|0.69181|-1532.493789|0.4249|-0.13224|-0.18219|0.0239301|-1532.562476|3.2533|186.0|6.7305|6.7305
14ac_a23|0.0|0|1|1|-9.994971573|2|7.423568444|1.1979507740000002|2.7104403130000003|-0.011656739|5.351858133|2|0.048351548|0.016532702|-0.0066006519999999|10.3132169|0.043387326|2|0.068237909|-0.069765112|-0.287952039|-0.562985112|0.5562570379999999|0.054652466|0.834426845|0.537271445|1|0.931143634|-0.0883661019999999|-0.097100967|0.300389872|0.016832361|-66.72452104|57.45545019|0.068856366|-0.043970249|-55.36344264|9.597200637|0.327656318|0.8077820920000001|-50.3831402|87.75911516|79.43449928|0.489147172|3695.344378|-25.07023818|0.192217908|145.1421706|-1328.722623|41.10214358|-464.8074813999999|2178.41361|718.3324686000001|1.0|0.0|1.0|1.0|3.34|0.12|5.52|105.02|2.0|130.29|7.0|38.0|10.0|547.48|1.0|0.0|0.0|5.43|-6.65|2.69e-05|2.24e-07|0.0|5.06e-07|-2304.001319|1285.58|341.32|0.6408|0.69962|-2303.749331|0.2391|-0.15055|-0.23868|0.02262555|-2303.819891|8.6341|4.0|8.3851|8.3851
IN1166_a11|0.0|1|0|0|0.0|0|6.842683282|1.429020445|0.0|-0.006882528|4.727387819|2|0.044021739|0.018376555|-0.003356527|10.95053349|-0.037793156|1|0.032420935|-0.126749697|-0.223618825|-0.462344944|0.841211811|-0.067328767|0.827254552|0.790249345|1|0.863273559|-0.073965061|-0.0896538619999999|0.551933595|0.0200246639999999|-51.07061499|112.0066065|0.136726441|-0.031642539|-42.74230509|9.546719887|20.83871871|0.694302821|-35.26269962|76.76995134|64.89703387|0.463497159|2865.055175|-15.08551944|0.305697179|211.0745642|-769.3614916|31.46783535|-268.3203251|1604.859603|676.2770877|1.0|1.0|1.0|2.0|2.79|0.08|5.01|103.17|1.0|123.82|5.0|32.0|5.0|417.47|0.0|0.0|1.0|3.31|-4.78|0.00323|1.65e-05|0.0|2.75e-08|-1347.298558|1198.36|377.7|0.4358399999999999|0.6998300000000001|-1347.012407|0.1239|-0.13823|-0.21098|0.04189898|-1347.073528|4.3481|12.0|7.9318|7.9318
10_a4|0.0|0|0|0|0.0|1|7.535296702|1.343863662|2.146166934|-0.002959121|5.4161004020000005|2|0.038699764|0.00941601|0.01107733|10.92992762|-0.090413559|1|0.014917047|-0.083887216|-0.132895939|-0.241683916|0.6990620390000001|-0.150288496|0.861225169|0.6799081490000001|1|0.921653019|-0.051015897|-0.079432495|0.43000216|0.014582852|-29.52653193|39.48408698|0.078346981|-0.027007048|-26.60798798|4.884907049|64.26218096|0.744529685|-17.08910641|54.09964719|37.96666686|0.4858700179999999|2480.063587|-9.046715915|0.255470315|147.85886159999998|-452.3357957|20.99433004|-283.0534799|1049.716502|594.7358385|1.0|1.0|1.0|0.0|3.38|0.26|4.93|52.83|2.0|111.38|4.0|28.0|4.0|370.45|0.0|1.0|1.0|3.9|-4.85|0.00818|1.4e-05|0.0|3.15e-06|-1183.812875|1083.65|340.01|0.4662|0.7038399999999999|-1183.54701|0.0176|-0.15561|-0.2025|0.02232068|-1183.602045|2.2386|88.0|7.0555|7.0555
3d_a12|0.0|0|0|0|0.0|0|0.0|1.28383852|0.0|-0.008186708|0.0|3|0.038787879|-0.166233441|-0.00259095|10.95472859|-0.058191686|0|-0.282667477|-0.1394967999999999|-0.237203828|-0.532019854|0.91670178|-0.108208213|0.82682708|0.8605417409999999|0|0.8547246829999999|-0.066850425|-0.0958414059999999|0.2443206489999999|0.011128076|-34.34601551|74.39425719|0.145275317|-0.035063929|-25.2986621|2.9374091630000003|0.0|0.77428353|-17.64609244|57.52228251|40.06333231|0.472404561|2148.979792|-9.255608086|0.22571647|115.96727140000002|-379.4799315|23.26659057|-281.8395348|953.9302134|410.9162081|1.0|1.0|1.0|1.0|2.71|0.11|3.37|50.17|0.0|100.28|3.0|24.0|4.0|313.36|0.0|1.0|1.0|2.67|-3.91|0.0945|0.000123|0.0|9.64e-06|-1006.727999|918.3|328.71|0.53114|0.6572100000000001|-1006.556654|0.1583|-0.15387|-0.22229|0.02399772|-1006.606666|3.0037|25.0|7.6021|7.6021
15c_a10|0.0|0|0|0|0.0|1|7.535296702|1.343850105|2.154210861|-0.002218445|5.4161004020000005|3|0.034807692|-0.06400528|0.01143745|10.92970798|0.0123939039999999|1|-0.101214571|-0.226679901|-0.35845963|-0.1742732839999999|0.7655272009999999|0.022187689|0.772328328|0.733973277|1|0.904458517|-0.046967376|-0.072537853|0.418835517|0.014703076|-32.5870313|65.41494073|0.095541483|-0.019267867|-34.91899195|7.077912953999999|136.2098503|0.528228415|-22.60962187|66.5866765|42.7883594|0.449308156|3012.018586|-9.275357237|0.471771585|327.3258326|-593.6228632|25.30814911|-39.17102961|1619.721543|924.9341455|0.0|1.0|1.0|0.0|4.09|0.37|3.77|59.31|1.0|141.96|6.0|34.0|6.0|454.57|0.0|1.0|0.0|3.1|-4.57|0.0646|2.68e-05|0.0|7.3e-06|-1450.241475|1318.35|337.75|-0.26999|0.70511|-1450.139335|0.0|-0.14739|-0.19463|-0.25919486|-1450.201574|4.8283|0.1|7.0|7.0
14a_a22|0.0|0|0|0|0.0|1|6.842683282|1.4229176680000002|1.646649187|-0.0050042229999999|4.727387819|2|0.038167849|0.021482585|0.005288335|10.9464374|-0.015194063|1|0.036467904|-0.097476465|-0.165471815|-0.360663314|0.6819423609999999|-0.027029438|0.794858486|0.655865336|1|0.864077619|-0.062215607|-0.081479363|0.490491034|0.021268761|-42.39063895|93.21042936|0.135922381|-0.031338217|-37.82586486|9.873779458|60.38977977|0.7007904070000001|-28.88288575|70.33046351|56.88212098|0.446584227|2885.858295|-14.54840956|0.299209593|203.8666248|-756.5172972|30.46889826|-273.61731430000003|1584.38271|684.5377542|1.0|1.0|1.0|1.0|2.86|0.08|3.87|85.59|1.0|124.05|6.0|32.0|5.0|420.47|0.0|0.0|1.0|3.19|-4.68|0.00945|2.1e-05|0.0|2.56e-07|-1368.35698|1191.81|347.23|0.45928|0.63156|-1368.075682|0.0578|-0.15029|-0.21174|0.03539365|-1368.13858|6603.0|38.0|7.4202|7.4202
15b_a10|0.0|0|0|0|0.0|1|7.535296702|1.3438370730000002|2.145379897|-0.002413027|5.4161004020000005|2|0.033219955|-0.111812184|0.011484257|10.92966694|-0.058911857|1|-0.175869992|-0.174170642|-0.27395395|-0.195505087|0.744213612|-0.104250125|0.83320417|0.7199249390000001|1|0.921918974|-0.046334564|-0.07358373|0.697099355|0.015973068|-31.76194123|43.96642219|0.078081026|-0.024105015|-34.57687319|7.505718446|118.6253241|0.670236374|-21.77253505|62.53159836|42.7113409|0.414077981|2716.468606|-11.32690674|0.329763626|226.0501037|-656.9605906|24.65365821|-233.3911134|1429.912176|766.4127559|0.0|1.0|1.0|0.0|3.89|0.32|4.34|56.07|1.0|123.73|7.0|31.0|5.0|413.51|0.0|1.0|0.0|3.66|-4.64|0.0185|2.28e-05|0.0|2.73e-06|-1317.766641|1231.3|329.52|0.46711|0.68906|-1317.429772|0.1595|-0.15579|-0.20313|0.02977516|-1317.4913390000002|6.1384|85.0|7.0706|7.0706
8g_a8|0.0|1|0|0|0.0|1|7.535296702|1.39137364|1.298078704|-0.014340328|5.4161004020000005|0|0.0438779959999999|0.000966222|-0.009140059|10.94318883|-0.03728368|1|0.001970629|0.0794962979999999|0.162134281|-0.508072694|0.6784762320000001|-0.0571942009999999|0.790058057|0.656457444|0|0.533935495|-0.136742629|-0.129695841|0.298992226|0.031118325|-83.78686741|171.26571059999998|0.466064505|-0.052430233|-48.6934008|11.68315869|67.54104396|0.8330608209999999|-51.33906829|90.27531534|102.8541256|0.479218966|2889.141422|-19.68456628|0.166939179|102.2893227|-925.1746152|38.56355928|-408.1554248|1812.487286|551.1746801|0.0|0.0|0.0|2.0|2.96|0.04|4.11|99.34|2.0|111.38|4.0|31.0|5.0|417.39|0.0|0.0|0.0|3.5|-4.94|0.00209|1.16e-05|0.0|1.67e-05|-1450.9549470000002|1083.78|330.67|0.69221|0.69221|-1450.728709|0.3904|-0.15542|-0.21391|0.04147516|-1450.787398|7.5762|4.2|5.3768|5.3768
17a_a22|0.0|0|0|0|0.0|1|6.842683282|1.2689202|1.866510299|-0.005149751|4.727387819|2|0.043274232|-0.054347074|0.00220634|10.94643739|-0.005724389|1|-0.089641194|-0.076790454|-0.126659773|-0.3626566539999999|0.830653242|-0.010355535|0.805071997|0.7994946709999999|1|0.8594770140000001|-0.072161482|-0.08790445|0.345497724|0.0140462319999999|-49.30541729|286.3611391|0.140522986|-0.030843667|-41.03828927|6.55749888|0.0|0.710958975|-33.68866751|73.26110471|58.9027164|0.485943988|2910.035347|-14.39939974|0.289041025|197.4916253|-820.7657853999999|29.64221498|-288.28178110000005|1689.6062539999998|784.2697099|1.0|1.0|1.0|1.0|-3.24|0.15|3.93|68.52|2.0|128.29|7.0|33.0|5.0|435.5|0.0|1.0|0.0|2.25|-4.96|0.0078099999999999|1.09e-05|0.0|3.23e-07|-1408.300966|1253.39|887.46|0.46268|0.71303|-1407.8711|0.0085|-0.06214|-0.21338|0.02170866|-1407.935792|2268.0|82.0|7.0862|7.0862
18a_a30|0.0|0|0|0|0.0|0|7.412764017000001|0.604987543|0.0|-0.006673169|5.351858133|2|0.040166667|-0.041327798|0.005050384|10.31163887|-0.094932667|1|-0.073280844|-0.053309522|-0.094526372|-0.452377064|0.8421237309999999|-0.171895425|0.842671963|0.7961424690000001|0|0.85918121|-0.072474599|-0.095397479|0.294303776|0.017060045|-45.11907802|79.18861306|0.14081879|-0.036990859|-36.97308547|6.611941026|0.0|0.7904991659999999|-28.08889239|69.35818061|55.73981304|0.445995681|2721.874248|-14.33650253|0.209500834|130.4247923|-702.4886239|29.1318055|-361.7006453|1427.458469|620.9195447000001|1.0|0.0|0.0|1.0|0.0|0.14|3.84|81.65|2.0|127.28|5.0|29.0|4.0|398.48|0.0|0.0|0.0|2.63|-4.85|0.00208|1.4e-05|0.0|9.21e-05|-1575.786909|1120.46|357.18|0.69033|0.69033|-1575.54671|0.3781|-0.1418|-0.19785|0.03180853|-1575.604922|5.2813|25.0|7.6108|7.6108
10_a3|0.0|0|0|0|0.0|0|6.823286122000001|0.605017375|0.0|-0.010609861|4.727387819|3|0.034166667|0.017396832|-0.008037672|10.31162304|0.043342516|1|0.033279122|-0.0495219879999999|-0.0947326669999999|-0.616256033|0.8947911009999999|0.078405316|0.8136572320000001|0.834020779|1|0.747406318|-0.1007256719999999|-0.0989320009999999|0.518341632|0.014615264|-46.64544572|248.0820067|0.252593682|-0.0359752729999999|-21.21655855|3.134330682|80.37219813|0.7066293240000001|-21.60122201|56.68388955|53.41368558|0.41220272|2098.79955|-7.715112198|0.293370676|135.8581743|-254.5987025|23.57661855|-191.3775649|778.0284121000001|311.6695405|0.0|1.0|1.0|1.0|1.78|0.0|3.79|105.82|0.0|88.28|2.0|22.0|4.0|305.36|0.0|0.0|1.0|2.52|-3.84|0.0155|0.000145|0.0|9.35e-05|-1288.190838|830.63|362.35|0.41894|0.68995|-1288.050987|0.0463|-0.15011|-0.21249|0.04080931|-1288.097561|9.3381|7943.0|5.1|5.1
28_a34|0.0|0|0|0|0.0|1|7.423568444|1.454781307|1.767685185|-0.016942875|5.351858133|1|0.04515873|-0.201047053|-0.012039484|10.9595763|-0.0500053959999999|1|-0.33032879|-0.189821204|-0.311884247|-0.5437894289999999|0.8318609690000001|-0.078146961|0.8582665429999999|0.7829667309999999|0|0.545935562|-0.1306693569999999|-0.140864841|0.316156689|0.03768308|-66.89539627|144.3404619|0.4540644379999999|-0.048190604|-36.91879876|9.876233397|88.32197602|0.7298701059999999|-34.24669822|85.99382787|86.18702382|0.454339954|2252.098123|-12.63011537|0.270129894|138.2913845|-479.9443839|33.80175623|-235.3612529|1284.466737|344.69029950000004|0.0|1.0|1.0|1.0|2.55|0.12|1.99|92.26|0.0|85.92|3.0|24.0|5.0|322.32|0.0|0.0|1.0|1.84|-3.25|172.0|0.000565|0.0|0.00535|-1100.797628|896.02|289.3|0.69263|0.69263|-1100.6525880000002|0.2043|-0.17802|-0.21698|0.03680411|-1100.704833|8.5886|3.82|5.4179|5.4179
12be_a36|0.0|1|0|0|0.0|0|7.412764017000001|1.297042758|0.0|-0.009368126|5.351858133|2|0.043854875|0.118420241|0.000482522|10.95957887|0.00430921|1|0.19405344|-0.176729938|-0.289604649|-0.3825349939999999|0.884226781|0.00734728|0.858971809|0.8350231859999999|0|0.798015877|-0.0780531429999999|-0.108962668|0.330453338|0.033763464|-54.15309606|63.31681179|0.201984123|-0.031937334|-52.44976141|16.25222352|0.0|0.5660743979999999|-37.57129686|99.62604537|77.57811183|0.4564615729999999|3039.9167260000004|-15.37320593|0.433925602|301.05661160000005|-891.645944|39.14335412|-91.68453892|2270.314539|766.4854363|1.0|0.0|1.0|2.0|0.0|0.21|2.83|87.66|1.0|136.74|7.0|33.0|6.0|441.49|0.0|0.0|0.0|1.75|-4.15|0.0342|7.13e-05|1.0|7.11e-05|-1462.0007349999998|1256.67|370.25|0.40844|0.70465|-1461.68274|0.0018|-0.13781|-0.18969|0.03245204|-1461.747501|10.3044|44.0|7.3565|7.3565
36_a18|0.0|0|0|0|0.0|0|7.03438793|1.25117638|0.0|-0.006407141|4.844187086|1|0.036625514|-0.05224259|-0.000451777|10.94702093|0.003321395|0|-0.079553246|-0.079721028|-0.12139648|-0.493920601|0.7343989059999999|0.0059061|0.780206307|0.721836103|0|0.804293867|-0.07777765|-0.079805761|0.3847791889999999|0.009440278|-55.38202488|110.8288932|0.195706133|-0.031922305|-40.46339026|4.786442152|83.34177364|0.812056067|-39.43509046|65.59412783|62.10402945|0.4751830729999999|2979.013751|-16.1853561|0.187943933|133.8265619|-1052.048147|27.99124609|-444.4026478999999|1819.430996|975.4099618|1.0|1.0|1.0|3.0|0.0|0.28|3.73|85.29|2.0|146.24|7.0|35.0|3.0|466.57|0.0|0.0|1.0|2.8|-5.28|0.000975|5.19e-06|0.0|3.210000000000001e-07|-1493.686737|1350.57|388.57|0.69372|0.69372|-1493.266344|0.4674|-0.13133|-0.18124|0.02564498|-1493.333297|2.7547|32.0|7.4949|7.4949
5a_a49|0.0|0|0|0|0.0|1|7.853604813|1.343848751|2.111324504|-0.009147269|5.777652323|2|0.034466231|-0.072902329|0.007647515|10.92976459|0.076610236|1|-0.1205081119999999|-0.158356406|-0.26176436|-0.51958118|0.66494289|0.127914587|0.855876084|0.632463498|1|0.800090055|-0.072109357|-0.0787216|0.6254267029999999|0.028578361|-42.1802818|124.92862240000002|0.199909945|-0.027311576|-26.93578408|9.77851757|54.35929907|0.6069287529999999|-24.67330519|61.89135559|58.89715956|0.490453006|2797.737637|-9.345067946|0.393071247|229.9265537|-457.9083293000001|26.32248561|-125.09569170000002|1289.801795|592.5885712|0.0|0.0|1.0|0.0|2.93|0.22|3.3|73.14|1.0|116.62|3.0|30.0|5.0|397.43|0.0|1.0|1.0|2.93|-4.29|0.0578|5.09e-05|0.0|4.72e-05|-1311.995327|1082.25|316.13|0.31953|0.66225|-1311.743648|0.0529|-0.16176|-0.21238|0.03478454|-1311.799168|7.0102|43.0|7.3665|7.3665
A8301_a51|0.0|0|0|0|0.0|1|6.86171134|1.197963627|1.700610355|-0.00449765|4.727387819|2|0.039058957|0.078523314|0.00740124|10.31321735|-0.1227504419999999|1|0.135886548|-0.0357324579999999|-0.0618359079999999|-0.4354420879999999|0.7595189840000001|-0.21474885|0.750630149|0.7234449559999999|1|0.934739895|-0.055295165|-0.0780376929999999|0.339244706|0.008152073|-35.90764428|36.55933899|0.065260105|-0.032775831|-32.90818536|3.437697042|78.46116212|0.854959635|-23.3177516|56.90163721|41.20144811|0.4799553379999999|2799.106729|-13.82143785|0.145040365|94.18649643|-691.0718926|24.89475504|-461.0082758|1244.737752|690.8826121000001|1.0|1.0|1.0|1.0|3.5|0.04|5.5|87.72|2.0|129.04|5.0|31.0|3.0|421.52|0.0|0.0|1.0|4.58|-5.93|0.000105|1.17e-06|0.0|1.74e-07|||||||||||||12.0|7.9208|7.9208
